Index Title,Zevachim
Zevachim 49a:1,"sprach zu Rabina: Etwa nicht, dies ist ja beim [zweiten] Zehnten<sup>74</sup><i class=""footnote"">fn1702,Cf. Dt. 14,22ff.</i>der Fall; er selbst darf ausgelöst werden, während das für den Erlös des Zehnten Gekaufte nicht ausgelöst werden darf!? Wir haben nämlich gelernt: Ist das für den Erlös vom Zehnten Gekaufte unrein geworden, so ist es auszulösen; R. Jehuda sagt, es sei zu begraben. Nur wenn es unrein geworden ist, sonst aber nicht. – Bei diesem ist die Heiligkeit nicht so stark, um den Erlös zu erfassen<sup>75</sup><i class=""footnote"">fn1703,Dies ist keine Erschwerung, sondern aus dem Grunde, weil die Heiligkeit des 2. Zehnten eine schwächere ist.</i>. – Dies ist ja aber beim Eingetauschten<sup>76</sup><i class=""footnote"">fn1704,Eines Opfertieres.</i>der Fall; die Heiligung erfaßt nicht ein dauernd fehlerbehaftetes<sup>77</sup><i class=""footnote"">fn1705,Heiligt man ein fehlerbehaftetes Tier als Opfer, so erstreckt sich die Heiligung nicht auf dieses; es bleibt profan u. nur der Geldwert fällt dem Heiligtume zu.</i>[Tier], dieses aber<sup>78</sup><i class=""footnote"">fn1706,Tauscht man ein Opfertier auf ein gebrechenbehaftetes, so wird dieses körperlich heilig, obgleich es nicht dargebracht werden darf.</i>wohl!? – Am Eingetauschten haftet die Kraft des Opfertieres, während am Opfertiere die Kraft des Profanen haftet<sup>79</sup><i class=""footnote"">fn1707,Cf. Anm. 75 mut. mut.</i>. – Dies ist ja aber beim Pesaḥopfer der Fall; bei diesem selbst sind Stützen, Gußopfer und Schwingen von Brust und Schenkel nicht erforderlich, ist es aber Zurückbleibendes<sup>80</sup><i class=""footnote"">fn1708,Wenn es nicht rechtzeitig geschlachtet werden konnte u. dies erst später erfolgt.</i>, so sind Stützen, Gußopfer und Schwingen von Brust und Schenkel erforderlich!? – Das Pesaḥopfer ist an den übrigen Tagen des Jahres<sup>80</sup><i class=""footnote"">fn1708,Wenn es nicht rechtzeitig geschlachtet werden konnte u. dies erst später erfolgt.</i>ein Heilsopfer<sup>81</sup><i class=""footnote"">fn1709,Und wird als solches dargebracht; es trägt überhaupt nicht den Namen des Pesaliopfers.</i>. Wenn du aber willst, sage ich: die Schrift sagt <i>das Brandopfer,</i> es erfolge auf dieser Stelle<sup>82</sup><i class=""footnote"">fn1710,Die Wiederholung dieses Wortes deutet darauf, daß die Nordseite unerläßlich ist.</i>. – Woher, daß beim Schuldopfer die Nordseite erforderlich ist? – Es heißt :<sup>83</sup><i class=""footnote"">fn1711,Lev. 7,2.</i><i>am Orte, wo man das Brandopfer schlachtet, schlachte man das Schuldopfer</i>. – Wir wissen dies vom Schlachten, woher dies von der [Blutjaufnahme? – <sup>83</sup><i class=""footnote"">fn1711,Lev. 7,2.</i><i>Und sein Blut sprenge man,</i> auch die Aufnahme des Blutes erfolge auf der Nordseite. – Woher dies vom Aufnehmenden<sup>84</sup><i class=""footnote"">fn1712,Daß auch er auf der Nordseite stehen muß.</i>? – <i>Sein Blut, und sein Blut</i><sup>85</sup><i class=""footnote"">fn1713,Die Partikel ‘und’ schließt den Aufnehmenden ein. So nach unserem Texte; nach Raschi ist es die Akkusativpartikel <span dir=""rtl"">את</span>.</i>. – Wir wissen dies hinsichtlich des Gebotes, woher dies hinsichtlich der Unerläßlichkeit? – Es gibt noch einen anderen Schriftvers:<sup>86</sup><i class=""footnote"">fn1714,Lev. 14,13.</i><i>er schlachte das Lamm</i><sup>87</sup><i class=""footnote"">fn1715,Auch dieser spricht vom Schuldopfer u. die Wiederholung deutet auf die Unerläßlichkeit.</i>. – Ist dieser denn hierfür zu verwenden, er ist ja für folgende Lehre nötig!? Wenn etwas in der Gesamtheit einbegriffen war und wegen einer neuen Sache ausgeschieden worden ist, so darfst du es nicht wieder in die Gesamtheit bringen, bis die Schrift es ausdrücklich wieder einschließt. Ein Beispiel: <i>Er schlachte das Lamm am Orte, wo man das Sündopfer und das Brandopfer schlachtet, am heiligen Orte, denn wie das Sündopfer ist das Schuldopfer &c</i>. Die Worte <i>wie das Sündopfer ist das Schuldopfer</i> sind ja überflüssig, was lehren sie? Da das Schuldopfer des Aussätzigen besonders hervorgehoben worden ist, um etwas neues zu lehren, nämlich [die Besprengung] des Daumens, des großen Zehs und des rechten Ohrs, so könnte man glauben, dieses benötige nicht des Blutsprengens und des [Aufräucherns der] Opferteile auf dem Altar, so heißt es: <i>wie das Sündopfer ist das Schuldopfer,</i> wie beim Sündopfer Blutsprengen und [Aufräuchern der] Opferteile auf dem Altar erforderlich sind, ebenso sind auch beim Schuldopfer des Aussätzigen Blutsprengen und [Auf räuchern der] Opfer teile auf dem Altar erforderlich. – Demnach<sup>88</sup><i class=""footnote"">fn1716,Wenn es nur auf diese Lehre deuten würde.</i>sollte es<sup>89</sup><i class=""footnote"">fn1717,Daß es auf der Nordseite erfolgen muß.</i>bei diesem und nicht bei jenem<sup>90</sup><i class=""footnote"">fn1718,Bei der allgemeinen Vorschrift über das Sündopfer, Lev. 7,2; die Wiederholung deutet auf die Unerläßlichkeit.</i>geschrieben worden sein. – Allerdings, wenn wir der Ansicht sind, daß, wenn etwas wegen einer neuen Lehre ausgeschieden worden ist, so ist von der Gesamtheit nicht auf dieses zu schließen, wohl aber von diesem<sup>91</sup><i class=""footnote"">fn1719,Wäre die Nordseite nur beim Schuldopfer des Aussätzigen genannt worden, so würde man es auch auf andere Schuldopfer bezogen haben.</i>auf die Gesamtheit, wenn"
Zevachim 49b:1,"wir aber der Ansicht sind, weder von der Gesamtheit auf dieses noch von diesem auf die Gesamtheit, ist es ja an sich nötig!? – Da es wieder einbegriffen worden ist, ist es<sup>92</sup><i class=""footnote"">fn1720,Sowohl hinsichtlich der Blutaufnahme als auch hinsichtlich der Nordseite; die Wiederholung ist also überflüssig u. deutet auf die Unerläßlichkeit.</i>einbegriffen. Mar Zuṭra, Sohn des R. Mari, sprach zu Rabina: Vielleicht hat die Schrift es wieder einbegriffen nur hinsichtlich des Blutspreneens und der Opferteile, die der Priesterschaft benötigen, beim Schlachten aber, das der Priesterschaft nicht benötigt, ist auch die Nordseite nicht erforderlich!? – Wenn dem so wäre, so sollte doch der Schriftvers gelautet haben : e s ist wie das Sündopfer, wenn es aber heißt: <i>denn wie das Sündopfer ist das Schuldopfer,</i> [so heißt dies,] es gleiche den übrigen Schuldopfern<sup>93</sup><i class=""footnote"">fn1721,In jeder Beziehung, auch hinsichtlich des Schlachtens.</i>. – Wozu braucht er es mit dem Sündopfer und dem Brandopfer zu vergleichen? Rabina erwiderte: Dies ist nötig; würde er es nur mit dem Sündopfer und nicht mit dem Brandopfer verglichen haben, so könnte man sagen: hinsichtlich des Sündopfers wird es<sup>72</sup><i class=""footnote"">fn1700,Das Schlachten auf der Nordseite; in der Schrift heißt es, daß das Sündopfer da zu schlachten sei, wo das Brandopfer geschlachtet wird.</i>ja vom Brandopfer entnommen; kann denn von dem, was durch Vergleichung gefolgert wird, durch Vergleichung<sup>94</sup><i class=""footnote"">fn1722,Auf andere Gesetze.</i>gefolgert werden!? Mar Zutra, Sohn des R. Mari, sprach zu Rabina: Sollte er es doch nur mit dem Brandopfer und nicht mit dem Sündopfer verglichen haben!? – So würde man gesagt haben, sonst könne von dem, was durch Vergleichung gefolgert wird, durch Vergleichung gefolgert werden, und nur deshalb vergleicht er es nicht mit dem Sündopfer, weil er es lieber mit der Hauptsache als mit dem Angeschlossenen vergleicht. Daher vergleicht er es mit dem Sündopfer und dem Brandopfer, um zu sagen, daß von dem, was durch Vergleichung gefolgert wird, nicht durch Vergleichung gefolgert werden könne. Raba entnimmt es<sup>95</sup><i class=""footnote"">fn1723,Daß man von dem, was durch Vergleichung gefolgert wird, nicht auf anderes durch Vergleichung folgern könne.</i>aus folgendem Schriftverse:<sup>96</sup><i class=""footnote"">fn1724,Lev. 4,10.</i> <i>Wie es vom Rinde der Schlachtung des Heilsopfers abgehoben wird.</i> Wozu ist dies nötig: wenn wegen des Leberanhängsels und der beiden Nieren<sup>97</sup><i class=""footnote"">fn1725,Daß auch diese zu den Opferteilen gehören.</i>, so werden sie ja bei diesem selbst<sup>98</sup><i class=""footnote"">fn1726,Dem Sündopfer des Hochpriesters, von dem dieser Schriftvers spricht.</i>genannt; vielmehr, da er hinsichtlich des Leberanhängsels und der beiden Nieren<sup>97</sup><i class=""footnote"">fn1725,Daß auch diese zu den Opferteilen gehören.</i>vom Farren der Gemeinde wegen eines Enlfallens auf die Ziegenböcke wegen Götzendienstes folgern will, und sie bei diesem nicht ausdrücklich genannt, sondern vom Farren des gesalbten Priesters gefolgert werden, so heißt es: <i>wie abgehoben wird,</i> wodurch es ebenso ist, als würden sie bei ihm ausdrücklich geschrieben worden sein, damit man nicht durch Vergleichung zu folgern brauche von dem, was durch Vergleichung gefolgert wird. R. Papa sprach zu Raba: Sollten sie bei diesem<sup>99</sup><i class=""footnote"">fn1727,Dem Farren der Gemeinde wegen eines Entfaliens.</i>ausdrücklich geschrieben werden, statt sie durch Vergleichung zu folgern<sup>100</sup><i class=""footnote"">fn1728,Sie durch einen überflüssigen Satz nur anzudeuten.</i>!? – Würden sie bei diesem geschrieben und nicht durch Vergleichung gefolgert worden sein, so würde man gesagt haben, es könne von dem, was durch Vergleichung gefolgert wird, durch Vergleichung gefolgert werden, und nur deshalb vergleicht er es<sup>101</sup><i class=""footnote"">fn1729,Dh. nennt er sie nicht ausdrücklich u. überläßt die Folgerung durch Vergleichung.</i>nicht, weil ihm die ausdrückliche Nennung lieber ist als die [Folgerung durch] Vergleichung. Daher Nennung<sup>102</sup><i class=""footnote"">fn1730,Die Andeutung durch einen überflüssigen Satz.</i>und Vergleichung, um zu sagen, daß von dem, was durch Vergleichung gefolgert wird, nicht durch Vergleichung gefolgert werden kann."
Zevachim 49b:2,"Von dem, was durch Vergleichung gefolgert wird, kann nicht durch Vergleichung gefolgert werden, nach Raba oder nach Rabina<sup>103</sup><i class=""footnote"">fn1731,Die es aus der Schrift entnehmen.</i>; kann aber von dem, was durch Vergleichung gefolgert wird, durch Wortanalogie gefolgert werden? – Komm und höre : R. Nathan b. Eutolmios sagte: Woher, daß, wenn der Aussatz das Gewand<sup>104</sup><i class=""footnote"">fn1732,Cf. Lev. 13,47ff.</i>vollständig bedeckt, er rein ist? Beim Kleideraussatz werden [die Worte] <i>Hinterseite</i> und <i>Vorderseite</i><sup>105</sup><i class=""footnote"">fn1733,Cf. ib. 13,42,55.</i>genannt und beim Aussatz eines Menschen werden ebenfalls [die Worte] <i>Hinterseite</i> und <i>Vorderseite</i><sup>105</sup><i class=""footnote"">fn1733,Cf. ib. 13,42,55.</i>genannt, wie nun dieser rein ist, wenn er ihn vollständig bedeckt, ebenso ist auch jener rein, wenn er es vollständig bedeckt. Von diesem selbst<sup>106</sup><i class=""footnote"">fn1734,Dem Aussatz eines Menschen.</i>aber entnehmen wir es aus dem Schriftvers:<sup>107</sup><i class=""footnote"">fn1735,Lev. 13,12.</i><i>vom Kopfe bis zu den Füßen,</i> denn man vergleiche den Kopf mit den Füßen; wie diese rein sind, wenn sie vom Aussatz vollständig weiß bedeckt<sup>108</sup><i class=""footnote"">fn1736,Cf. Lev. 13,13.</i>sind, ebenso ist auch jener rein, wenn er vom Aussatz vollständig weiß bedeckt<sup>109</sup><i class=""footnote"">fn1737,Hinsichtlich des Kopfes, bei dem die W.e ‘Vorderkopf u. ‘Hinterkopf’ gebraucht werden (cf. Lev. 13,29ff.), wird dies durch eine Vergleichung mit den Füßen gefolgert, dennoch wird durch einen Schluß durch Wortanalogie von diesem auf ein Gewand gefolgert.</i>ist. R. Joḥanan erwiderte : In der ganzen Tora kann vom Gefolgerten gefolgert werden, ausgenommen ist das Gesetz von den Heiligtümern, bei dem vom Gefolgerten nicht gefolgert werden<sup>110</sup><i class=""footnote"">fn1738,Die obige Frage bezieht sich auf das Gesetz vom Geheiligten u. von der angezogenen Lehre ist nichts zu entscheiden.</i>kann. Wenn nämlich dem so<sup>111</sup><i class=""footnote"">fn1739,Daß man vom durch Vergleichung Gefolgerten auf anderes durch einen Schluß durch Wortanalogie folgern könne.</i>wäre, so brauchte es nicht beim Schuldopfer <i>nördlich</i> zu heißen, denn man würde es aus [dem Worte] <i>Hochheiliges</i> durch Wortanalogie vom Sündopfer<sup>112</sup><i class=""footnote"">fn1740,Dieses Wort wird bei beiden gebraucht, cf. Lev. 6,18 u. 7,1.</i>gefolgert haben. Dies besagt wahrscheinlich, daß von dem, was durch Vergleichung gefolgert wird, nicht durch Wortanalogie gefolgert werden kann. – Vielleicht deshalb, weil man erwidern könnte : wohl<sup>113</sup><i class=""footnote"">fn1741,Ist die Darbringung auf der Nordseite erforderlich.</i>beim Sündopfer, weil es den der Ausrottung Schuldigen Sühne schafft!? – [Bei beiden] ist [das Wort] <i>Hochheiliges</i> überflüssig<sup>114</sup><i class=""footnote"">fn1742,Gegen einen Schluß durch Wortanalogie kann nur dann ein Einwand erhoben werden, wenn das bezügliche Wort nur an einer Stelle entbehrlich ist, wenn aber an beiden, so ist gegen einen solchen Schluß nichts einzuwenden.</i>."
Zevachim 49b:3,"Von dem, was durch Vergleichung gefolgert wird, kann durch [einen"
Zevachim 50a:1,"Schluß vom] Leichteren auf das Schwerere gefolgert werden, nach der Lehre der Schule R. Jišma͑éls<sup>115</sup><i class=""footnote"">fn1743,Cf. supra Fol. 41a.</i>; kann aber von dem, was durch Vergleichung gefolgert wird, durch die [Regel von der] Hauptnorm<sup>116</sup><i class=""footnote"">fn1744,<span dir=""rtl"">בנין אב</span> (aedificium patris), eine der ältesten hermeneutischen Regeln bei der Auslegung der Schrift; wenn die Schrift an einer Stelle hinsichtlich eines Gesetzes etwas bestimmt, so gilt dies ata Hauptnorm für alle übrigen gleichen Gesetze, bei welchen diese Bestimmung nicht angegeben ist.</i>gefolgert werden? R. Jirmeja erwiderte : Es sollte doch heim Schuldopfer nicht <i>nördlich</i> heißen, und man würde es<sup>117</sup><i class=""footnote"">fn1745,Daß das Schlachten in der Nordseite erfolgen müsse.</i>durch die Hauptnorm vom Sündopfer gefolgert haben; wenn der Allbarmherzige es dennoch geschrieben hat, so besagt dies, daß von dem, was durch Vergleichung gefolgert wird, nicht durch die Hauptnorm gefolgert werden kann. – Auch nach deiner Auffassung sollte es doch durch die Hauptnorm vom Brandopfer<sup>118</sup><i class=""footnote"">fn1746,Bei dem dies ausdrücklich geschrieben steht.</i> gefolgert werden; vielmehr wird es deshalb nicht gefolgert, weil man erwidern könnte: wohl gilt dies vom Brandopfer, weil es vollständig verbrannt wird, ebenso ist auch hinsichtlich des Sündopfers zu erwidern: wohl vom Sündopfer, weil es den der Ausrottung Schuldigen Sühne schafft. – Wenn auch eines von einem nicht zu folgern ist, so sollte doch eines von zweien<sup>119</sup><i class=""footnote"">fn1747,Wenn auf die besondere Eigenschaft des einen hingewiesen wird, so ist vom anderen ein Gegenbeweis zu erbringen.</i>gefolgert werden!? – Von welchen sollte es gefolgert werden: wenn der Allbarmherzige es nicht beim Brandopfer geschrieben haben würde und man es von Sündopfer und Schuldopfer folgern wollte, so könnte man erwidern: wohl gilt dies von diesen, weil sie Sühne schaffen. Wenn der Allbarmherzige es beim Sündopfer nicht geschrieben haben würde und man es von jenen folgern wollte, so könnte man erwidern: wohl gilt dies von jenen, bei welchen nur männliche Tiere verwendbar sind. Und wenn er es nicht beim Schuldopfer geschrieben haben würde und man es von jenen folgern wollte, so könnte man erwidern: wohl gilt dies bei jenen, die von einer Gemeinde wie von einem einzelnen dargebracht werden."
Zevachim 50a:2,"Kann von dem, was durch Wortanalogie gefolgert wird, durch Vergleichung gefolgert werden? R. Papa erwiderte:<sup>120</sup><i class=""footnote"">fn1748,Lev. 7,11,12.</i><i>Dies ist das Gesetz der Schlachtung des Heilsopfers &c. wenn als Dankopfer</i>; wir lernen<sup>121</sup><i class=""footnote"">fn1749,Durch die Vergleichung des Dankopfers mit dem Heilsopfer, das vom Erlös des 2. Zehnten dargebracht werden kann, falls man dies beim Geloben bestimmt hat.</i>hieraus, daß das Dankopfer vom Zehnten dargebracht werden kann, denn wir finden, daß das Heilsopfer vom Zehnten dargebracht werden kann."
Zevachim 50a:3,"Hinsichtlich des Zehnten selbst aber entnehmen wir es aus [demWorte]<sup>122</sup><i class=""footnote"">fn1750,Das sowohl beim Heilsopfer (Dt. 27,7) als auch beim 2. Zehnten (ib. 14,23) gebraucht wird, durch Wortanalogie.</i><i>dort</i>. Mar Zuṭra, Sohn des R. Mari, sprach zu Rabina: Der Getreidezehnt ist nichts weiter als Profanes<sup>123</sup><i class=""footnote"">fn1751,Während die hier behandelten Fragen sich nur auf Geheiligtes beziehen.</i>. Dieser erwiderte: Wer sagt, daß das Gefolgerte und das, wovon gefolgert wird, Heiliges sein<sup>124</sup><i class=""footnote"">fn1752,Da in diesem Falle das Gefolgerte Heiliges ist, so ist hieraus die aufgeworfene Frage zu entscheiden.</i>müsse!?"
Zevachim 50a:4,"Kann von dem, was durch Wortanalogie gefolgert wird, durch Wortanalogie gefolgert werden? Rami b. Ḥama erwiderte: Es wird gelehrt: <sup>125</sup><i class=""footnote"">fn1753,Lev. 7,12.</i><i>Eingerührtes Feinmehl;</i> wir lernen also, daß zum Eingerührten<sup>126</sup><i class=""footnote"">fn1754,Der auf diese Weise zubereiteten Mehlspeise, die zum Dankopfer gehört. Im ganzen werden dazu Mehlspeisen in 3 verschiedenen Zubereitungen dargebracht: Eingerührtes (vorher in Wasser gekocht), Kuchen u. Fladen.</i>Feinmehl erforderlich ist, woher dies von den Kuchen? – es heißt [bei beiden] <i>Kuchen.</i> Woher dies von den Fladen? – es heißt [bei beiden]<sup>127</sup><i class=""footnote"">fn1755,Bei dem Kuchen u. dem Fladen. Es wird also von den Kuchen durch Wortanalogie gefolgert, obgleich es hinsichtlich dieser selbst durch Wortanalogie vom Eingerührten gefolgert wird.</i><i>ungesäuert</i>. Rabina sprach zu ihm : Woher, daß er es durch [das Wort] <i>ungesäuert</i> von den Kuchen folgert, vielleicht folgert er es vom Ofengenbäck<sup>128</sup><i class=""footnote"">fn1756,Bei dem ebenfalls das W. ‘ungesäuert’ gebraucht, u. ausdrücklich angegeben wird, daß dazu Feinmehl erforderlich sei; cf. Lev. 2,4.</i>? Vielmehr, sagte Raba, es wird gelehrt:<sup>129</sup><i class=""footnote"">fn1757,Lev. 4,11,12.</i><i>Sein Eingeweide und seinen Mist, und er bringe hinaus;</i> dies lehrt, daß er ihn<sup>130</sup><i class=""footnote"">fn1758,Den zu verbrennenden Farren, nach dem Verbrennungsplatze.</i>vollständig hinausbringe. Man könnte glauben, er verbrenne ihn auch vollständig, so heißt es hierbei <i>Kopf</i> und <i>Unterschenkel</i> und dort<sup>131</sup><i class=""footnote"">fn1759,Beim Brandopfer; cf. Lev. 1,8,9.</i>heißt es ebenfalls <i>Kopf</i> und <i>Unterschenkel</i>, wie dort das Zerlegen erforderlich<sup>132</sup><i class=""footnote"">fn1760,Dies wird ausdrücklich angegeben; cf. ib. V. 6.</i>ist, ebenso ist auch hierbei das Zerlegen erforderlich. Man könnte demnach glauben, wie dort enthäutet<sup>132</sup><i class=""footnote"">fn1760,Dies wird ausdrücklich angegeben; cf. ib. V. 6.</i>ebenso auch hierbei enthäutet, so heißt es: <i>sein Eingeweide und seinen Mist. –</i> Was beweist dies? R. Papa erwiderte: Wie den Mist<sup>133</sup><i class=""footnote"">fn1761,Zu verbrennen ist.</i>im Eingeweide, ebenso das Fleisch in der Haut. Ferner wird gelehrt: Rabbi sagte: Hier<sup>134</sup><i class=""footnote"">fn1762,Beim Farren u. den Ziegenböcken des Versöhnungstages; cf. Lev. 16,27.</i>heißt es <i>Haut, Fleisch</i> [und <i>Mist]</i> und"
Zevachim 50b:1,"dort<sup>135</sup><i class=""footnote"">fn1763,Beim Farren des Hochpriesters, von dem in der vorangehenden Lehre gesprochen wird.</i>heißt es <i>Haut, Fleisch</i> und <i>Mist,</i> wie dort zerlegt und nicht enthäutet, ebenso auch hierbei zerlegt und nicht enthäutet<sup>136</sup><i class=""footnote"">fn1764,Und hinsichtlich des Farren des Hochpriesters selbst wird dies durch Wortanalogie vom Brandopfer gefolgert.</i>."
Zevachim 50b:2,"Kann von dem, was durch Wortanalogie gefolgert wird, [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert werden? – Dies ist [durch einen Schluß] vom Leichteren auf das Schwerere zu entscheiden: wenn von dem, was durch Vergleichung gefolgert wird, von dem durch Vergleîehung nicht gefolgert werden kann, nach Raba oder nach Rabina, [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert werden kann, nach der Lehre der Schule R. Jišma͑éls, um wieviel mehr kann von dem, was durch Wortanalogie gefolgert wird, von dem durch Vergleichung gefolgert werden kann, nach R. Papa<sup>137</sup><i class=""footnote"">fn1765,Vorangehend, hinsichtl. des Heilsopfers.</i>, [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert werden. – Allerdings nach demjenigen, der von der Lehre R. Papas<sup>138</sup><i class=""footnote"">fn1766,Daß man sich nach dem Gefolgerten richte.</i>hält, wie ist es aber nach demjenigen zu entscheiden, der von der Lehre R. Papas nicht<sup>139</sup><i class=""footnote"">fn1767,Der oben die Entscheidung RP.s zurückwies, weil in der von ihm angezogenen Lehre von Profanem gefolgert wird.</i> hält!? – Vielmehr, dies ist [durch folgenden Schluß] vom Leichteren auf das Schwerere zu entscheiden: wenn von dem, was durch Vergleichung gefolgert wird, von dem durch Vergleichung nicht gefolgert werden kann, nach Raba oder Rabina, [durch einen Schluß] vom Leichteren auf das"
Zevachim 50b:3,"Schwerere gefolgert werden kann, nach der Lehre der Schule R. Jišma͑éls, um wieviel mehr kann von dem, was durch Wortanalogie gefolgert wird, von dem durch Wortanalogie gefolgert werden kann, nach Rami b. Ḥama<sup>140</sup><i class=""footnote"">fn1768,Vorangehend hinsichtl. des Speisopfers.</i>, [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert werden."
Zevachim 50b:4,"Kann von dem, was durch Wortanalogie gefolgert wird, durch die Hauptnorm gefolgert werden? – Dies bleibt unentschieden."
Zevachim 50b:5,"Kann von dem, was [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert wird, durch Vergleichung gefolgert werden? – Dies ist [durch einen Schluß] vom Leichteren auf das Schwerere zu entscheiden: wenn von dem, was durch Wortanalogie gefolgert wird, wodurch<sup>141</sup><i class=""footnote"">fn1769,Dh. durch die Wortanalogie.</i> von dem, was durch Vergleichung gefolgert wird, nicht gefolgert werden kann, nach R. Joḥanan<sup>142</sup><i class=""footnote"">fn1770,Cf. supra Fol. 49a.</i>, durch Vergleichung gefolgert werden kann, nach R. Papa, um wieviel mehr kann von dem, was [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert wird, wo durch<sup>143</sup><i class=""footnote"">fn1771,Dh. durch den Schluß vom Leichteren auf das Schwerere.</i> von dem, was durch Vergleichung gefolgert wird, gefolgert werden kann, nach der Lehre der Schule R. Jišma͑éls, durch Vergleichung gefolgert werden. – Allerdings nach demjenigen, der von der Lehre R. Papas hält, wie ist es aber nach demjenigen zu entscheiden, der von der Lehre R. Papas nicht hält!? – Dies bleibt unentschieden."
Zevachim 50b:6,"Kann von dem, was [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert wird, durch Wortanalogie gefolgert werden? – Dies ist [durch einen Schluß] vom Leichteren auf das Schwerere zu entscheiden: wenn von dem, was durch Wortanalogie gefolgert wird, wodurch von dem, was durch Vergleichung gefolgert wird, nicht gefolgert werden kann, nach R. Joḥanan, durch Wortanalogie zu folgern ist, nach Rami b. Ḥama, um wieviel mehr kann von dem, was [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert wird, wodurch von dem, was durch Vergleichung gefolgert wird, gefolgert werden kann, nach der Lehre der Schule R. Jišma͑éls, durch Wortanalogie gefolgert werden. Kann von dem, was [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert wird, [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert werden? – Dies ist [durch einen Schluß] vom Leichteren auf das Schwerere zu entscheiden: wenn von dem, was durch Wortanalogie gefolgert wird, wodurch von dem, was durch Vergleichung gefolgert wird, nicht gefolgert werden kann, nach R. Joḥanan, durch [einen Schluß vom] Leichteren auf das Schwerere gefolgert werden kann, wie wir gesagt<sup>144</sup><i class=""footnote"">fn1772,Wie vorangehend entschieden.</i>haben, um wieviel mehr kann von dem, was [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert wird, wodurch von dem, was durch Vergleichung gefolgert wird, gefolgert werden kann, nach der Lehre der Schule R. Jišma͑éls, [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert werden. Dies ist ein von [einem Schluß] vom Leichteren auf das Schwerere abstammender [Schluß vom] Leichteren auf das Schwerere<sup>145</sup><i class=""footnote"">fn1773,Die Frage hinsichtlich dieses Schlusses wird durch einen eben solchen Schluß entschieden.</i>. – Dies ist ja [ein Schluß] vom Leichteren auf das Schwerere zweiter Abstammung<sup>146</sup><i class=""footnote"">fn1774,Die Frage wird entschieden aus der Regel, daß von dem, was durch Wortanalogie gefolgert wird, durch einen Schluß vom Leichteren auf das Schwerere zu folgern sei, aber auch diese Regel wird oben durch eben diesen Schluß deduziert; es ist nicht anzunehmen, daß die Anwendung dieses Schlusses so weit auszudehnen sei.</i>!? – Vielmehr, dies ist durch folgenden [Schluß vom] Leichteren auf das Schwerere zu entscheiden: wenn von dem, was durch Vergleichung gefolgert wird, wodurch von dem, was durch Vergleichung gefolgert wird, nicht gefolgert werden kann, nach Raba oder nach Rabina, [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert werden kann, nach der Lehre der Schule R. Jišma͑éls, um wieviel mehr kann von dem, was [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert wird, wodurch von dem, was durch Vergleichung gefolgert wird, gefolgert werden kann, nach der Lehre der Schule R. Jišma͑éls, durch [einen Schluß] vom Leichteren auf das Schwerere gefolgert werden. Dies ist ein von [einem Schluß] vom Leichteren auf das Schwerere abstammender [Schluß vom] Leichteren auf das Schwerere<sup>147</sup><i class=""footnote"">fn1775,Die jetzt angezogene Regel (die Folgerimg von dem, was durch Vergleichung gefolgert wird, durch einen Schluß vom Leichteren auf das Schwerere) wird oben aus einer Lehre R. Jišma͑éls entnommen u. nicht durch einen Schluß a fortiori gefolgert.</i>."
Zevachim 50b:7,"Kann von dem, was [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert wird, durch die Hauptnorm gefolgert werden? R. Jirmeja erwiderte: Komm und höre: Wenn er [den Kopf]<sup>148</sup><i class=""footnote"">fn1776,Der Opfertauben; cf. Lev. 1,15.</i>abgekniffen hat und es sich ergibt, daß es toi verletzt<sup>149</sup><i class=""footnote"">fn1777,Es ist dann als Opfer untauglich u. profan zum Genusse verboten; das Aas eines Geflügels ist nicht wie das eines Viehs durch Berühren verunreinigend, sondern erst beim Essen, sobald es in den Schlund kommt.</i> war, so ist es, wie R. Meírsagt, nicht im Schlund verunreinigend; R. Jehuda sagt, es sei im Schi und verunreinigend. R. Meír sprach: Es ist [ein Schluß] vom Schwereren auf das Leichtere zu folgern : wenn bei einem Vieh, von dem das Aas durch Berühren und Tragen verunreinigend ist, das Totverletzte durch das Schlachten von der Unreinheit enthoben<sup>150</sup><i class=""footnote"">fn1778,Wenn bei einem geschlachteten Vieh eine innerliche den Tod herbeiführende Verletzung sich findet, so gilt es zwar als Aas, ist aber nicht verunreinigend.</i>wird, um wieviel mehr wird das totverletzte Geflügel, von dem das Aas durch Berühren und Tragen nicht verunreinigend ist, durch das Schlachten von der Unreinheit enthoben. Und wie ferner bei jenem das Schlachten, das es zum Essen geeignet"
