siman,seif,responsa,text
74,1,"(ט""ז ססק""א) עד שיהא ששים נגדו. אם נמלח הטחול והכרס יחדיו יש להתיר הכרס בקליפה כיון דהרבה פוסקים ס""ל דל""א חענ""נ וגם במליחה יש להקל ביותר ע' ש""ך סי' צ""ב סקט""ז א""כ יש לסמוך על הקולא דמסתמא יש בטחול ס' חידושי הגרשוני ולענ""ד אם ידוע שנמלחו יחד ולא נמלח הטחול לבדה יש להתיר גם הטחול בקליפה דגם דבוק הוי חומרא בעלמא ויש לסמוך על המקילים דל""א דבוק ויצטרף הכל לס' כיון דבלא""ה יש סברא דבטחול גופ' יש ס' ודו""ק:","@88(סי' ע""ד ט""ז ססק""א) @11עד שיהא ששים נגדו. @33אם נמלח הטחול והכרס יחדיו יש להתיר הכרס בקליפה כיון דהרבה פוסקים ס""ל דל""א חענ""נ וגם במליחה יש להקל ביותר ע' ש""ך סי' צ""ב סקט""ז א""כ יש לסמוך על הקולא דמסתמא יש בטחול ס' חידושי הגרשוני ולענ""ד אם ידוע שנמלחו יחד ולא נמלח הטחול לבדה יש להתיר גם הטחול בקליפה דגם דבוק הוי חומרא בעלמא ויש לסמוך על המקילים דל""א דבוק ויצטרף הכל לס' כיון דבלא""ה יש סברא דבטחול גופ' יש ס' ודו""ק: "
75,1,"(סעיף א בהג""ה ב') ואם מלח החלחולת. דוקא החלחולת אבל שארי בני מעי' אף דלכתחילה צריך למלוח ג""כ צד החיצון מ""מ אם דיעבד מלח צד הפנימי לחוד מותר. מנ""י דלא כהלבוש והל""ח:","@88(סי' ע""ה ס""א בהג""ה ב') @11ואם מלח החלחולת. @33דוקא החלחולת אבל שארי בני מעי' אף דלכתחילה צריך למלוח ג""כ צד החיצון מ""מ אם דיעבד מלח צד הפנימי לחוד מותר. מנ""י דלא כהלבוש והל""ח: "
75,1,"(שם) לענין מליחה והדחה. בין לענין הדחה ראשונה בין לענין הדחה שנייה. ע' ת""ח (כלל א' ד""ו וכלל ה' ד""ו):","@22(שם) @11לענין מליחה והדחה. @33בין לענין הדחה ראשונה בין לענין הדחה שנייה. ע' ת""ח (כלל א' ד""ו וכלל ה' ד""ו): "
76,1,"(סעיף א') ואוסר ממנו כדי נטילה. עי' לקמן סי' צ""א בש""ך (סק""ד) [סק""ה]:","@88(סימן ע""ו סעיף א') @11ואוסר ממנו כדי נטילה. @33עי' לקמן סימן צ""ד בש""ך סק""ד: "
77,1,"(ש""ך סק""ב) או פלט כבר כל צירו. ע' לעיל סימן ע""ג בש""ך סקי""ד וצ""ע:","@88(סימן ע""ז ש""ך סק""ב) @11או פלט כבר כל צירו. @33ע' לעיל סימן ע""ג בש""ך סקי""ד וצ""ע: "
77,1,"(סעיף א' בהג""ה) לכתחלה אסור לצלות בשר שנמלח עם הבשר שלא נמלח. ושהה שיעור מליחה אף דלא שהה שיעור פליטת ציר, ש""ך לעיל סי' ע""ג ס""ק י""ד:",
78,1,"(סעיף א' בהג""ה) או בציר בשר שלא נמלח. ע' בט""ז לעיל רס""י ס""ה ובבאר היטב שם בשם הגאון אה""ע זצ""ל:","@88(סי' ע""ח סעיף א' בהג""ה) @11או בציר בשר שלא נמלח. @33ע' בט""ז לעיל רס""י ס""ה ובבאר היטב שם בשם הגאון אה""ע זצ""ל: "
81,1,"(סעיף א') חלב בהמה. וחלב נבילה ע' בב""י לקמן סי' פ""ז דמבואר דס""ל דהיו לוקי' עליו משום נבילה וע' בכו""פ שם ובב""ח בקונטרס אחרון שם:","@88(סימן פ""א סעיף א') @11חלב בהמה. @33וחלב נבילה ע' בב""י לקמן סי' פ""ז דמבואר דס""ל דהיו לוקי' עליו משום נבילה וע' בכו""פ שם ובב""ח בקונטרס אחרון שם: "
81,1,"(שם) ומי רגליה אסורים כבשרה. ואם נפל לתבשיל ויש רוב נגדה י""ל דשרי כמו בזבובים סס""י ק""ד פרמ""ג בש""ך סי' ק""ג סק""ב, ובזבחים דף ע""ט ע""ב:","@22(שם) @11ומי רגליה אסורים כבשרה. @33ואם נפל לתבשיל ויש רוב נגדה י""ל דשרי כמו בזבובים סס""י ק""ד פרמ""ג בש""ך סי' ק""ג סק""ב: "
82,2,"(ט""ז סק""א) ואינו אוכל העוף מחיים. צ""ל אוכל העוף מחיים ואינו ממתין עד שתמות תחילה:","@88(סי' פ""ב ט""ז סק""א) @11ואינו אוכל העוף מחיים. @33צ""ל אוכל העוף מחיים ואינו ממתין עד שתמות תחילה: "
83,5,"(סעיף ה' בהג""ה) וכן נוהגים שלא לקנותן אפילו אם רואים. אבל אם ע""א העיד לפניו דראה אותם מונחים עם טמאים והוא אומר איני מאמינך אף לדעת הי""א לקמן (סי' קכ""ז ס""ג) בהג""ה דהיכא דאיכא לברורי נאמן מ""מ הכא דמדינא אף במונחי' שרי' אינו נאמן. ת""ח. ואף דאומר דראה שמלחם יחד דמדינא אסור מ""מ בזה ליכא לברורי. מנח""י:","@88(סימן פ""ג סעיף ה' בהג""ה) @11וכן נוהגים שלא לקנותן אפילו אם רואים. @33אבל אם ע""א העיד לפניו דראה אותם מונחים עם טמאים והוא אומר איני מאמינך אף לדעת הי""א לקמן (סי' קכ""ז ס""ג) בהג""ה דהיכא דאיכא לברורי נאמן מ""מ הכא דמדינא אף במונחי' שרי' אינו נאמן. ת""ח. ואף דאומר דראה שמלחם יחד דמדינא אסור מ""מ בזה ליכא לברורי. מנח""י: "
84,8,"(ט""ז סקי""ב) אם יש שם מילבי""ן קטנים. בתשובת חינוך בית יהודה סימן נ""ו [הב'] כ' וז""ל הגע בעצמך אם נמצא מילבי""ן ואח""כ אפילו אם לא ימצא עוד וכי שרי עכ""ל:","@88(סימן פ""ד ט""ז סקי""ב) @11אם יש שם מילבי""ן קטנים. @33בתשו' הב""י סימן נ""ו כ' וז""ל הגע בעצמך אם נמצא מילבי""ן ואח""כ אפילו אם לא ימצא עוד וכי שרי עכ""ל: "
84,8,"(ש""ך סק""ל) הפרי נ""נ וצריך ס' דהוי איסור דבוק אע""ג דאינו דבוק ממש מ""מ כיון דמונח תמיד מקרי דבוק. מנ""י אות כ""ז:","@22(ש""ך סק""ל) @11הפרי נ""נ וצריך ס' @33דהוי איסור דבוק אע""ג דאינו דבוק ממש מ""מ כיון דמונח תמיד מקרי דבוק. מנ""י אות כ""ז: "
84,9,"(ט""ז סקי""ז) שאין כאן אלא ספק א' דנימוח. ובתשו' ב""ח ח""ב סי' ס""ג מתיר מטעם ס""ס. ספק דלא פירש לעיסה וספק דנימוח ובטל' בס' ואף אם עודה עיסה עיי""ש:","@22(ט""ז סקי""ז) @11שאין כאן אלא ספק א' דנימוח. @33ובתשו' ב""ח ח""ב סי' ס""ג מתיר מטעם ס""ס. ספק דלא פירש לעיסה וספק דנימוח ובטלי בס' ואף אם עודה עיסה עיי""ש: "
84,14,"(ש""ך סק""מ) כיון דספק הוא אם יתערב. ע' בפמ""ג בש""ך (סי' צ""ט סק""ז) ובספרו אשל אברהם (סימן תס""ז סק""ד):","@22(ש""ך סק""מ) @11כיון דספק הוא אם יתערב. @33ע' בפמ""ג בש""ך (סי' צ""ט סק""ז) ובספרו אשל אברהם (סימן תס""ז סק""ד): "
84,16,"(סעיף ט""ז) והנמצאים בדגים במעיה' אסורים. במנ""י ריש כלל מ""ז נראה דהיה לו גירסא בש""ך במעיהם או במוחם:","@22(סעיף ט""ז) @11והנמצאים בדגים במעיה' אסורים. @33במנ""י ריש כלל מ""ז נראה דהיה לו גירסא בש""ך במעיהם או במוחם: "
86,3,"(ש""ך סק""י) דלא בעינן בריית נשמה. תמיהני דלומר דביצת טריפה ונבילה הוי ברי' ולומר דבריה אפילו באלף לא בטל זהו א""א דאיך נפרש סוגיא דפ""ק דביצה דפרכינן א""ה אימא סיפא נתערבה באלף וכו' ולא אמר מטעם בריה. גם ביסוד הדבר דלתוס' והרא""ש כיון דס""ל דלא בעי' בריית נשמה ביצה טריפה ונבילה הוי ברי' לענ""ד אינו דהרי ס""ל לתוס' והרא""ש דדוקא עוף טמא וכן גיד דמפורש שם העצם בקרא ובין גדול ובין קטן משמע. אבל נבילת עוף לא הוי בריה כיון דנזכר רק שם איסור בקרא ולא שם עצם א""כ ה""נ ביצת נבילה וטריפה דמה לי עוף נבילה ומה לי ביצת נבילה:","@88(סימן פ""ו ש""ך סק""י) @11דלא בעינן בריית נשמה. @33תמיהני דלומר דביצת טריפה ונבילה הוי ברי' ולומר דבריה אפילו באלף לא בטל זהו א""א דאיך נפרש סוגיא דפ""ק דביצה דפרכינן א""ה אימא סיפא נתערבה באלף וכו' ולא אמר מטעם בריה. גם ביסוד הדבר דלתוס' והרא""ש כיון דס""ל דלא בעי' בריית נשמה ביצה טריפה ונבילה הוי ברי' לענ""ד אינו דהרי ס""ל לתוס' והרא""ש דדוקא עוף טמא וכן גיד דמפורש שם העצם בקרא ובין גדול ובין קטן משמע. אבל נבילת עוף לא הוי בריה כיון דנזכר רק שם איסור בקרא ולא שם עצם א""כ ה""נ ביצת נבילה וטריפה דמה לי עוף נבילה ומה לי ביצת נבילה: "
87,1,"(סעיף א') אלא דרך בישול. ע' בפר""ח דגם צלי ועירוי וצונן לתוך חם הוי דאורייתא וע' ביש""ש פרק ג""ה (סי' מ""ה) דכתב דבשר חם שנגע לגבינה חמה איכא למימר דאסור רק מדרבנן עיי""ש וכתב בהגהת או""ה שבסוף הספר (כלל ל' סי' ד') דחתיכה שנכבשה בחלב אסור לבשלה דעד כאן הוי איסור כבוש מדרבנן ועתה עובר על איסור בישול דאורייתא עכ""ל משמע דאם נתבשלה בחלב מותר לחזור ולבשלה וע' בפמ""ג במשבצות זהב (סי' ק""ה ס""ב):","@88(סימן פ""ז סעיף א') @11אלא דרך בישול. @33ע' בפר""ח דגם צלי ועירוי וצונן לתוך הם הוי דאורייתא וע' ביש""ש פרק ג""ה (סי' מ""ה) דכתב דבשר חם שנגע לגבינה חמה איכא למימר דאסור רק מדרבנן עיי""ש וכתב בהגהת ש""ד שבסוף הספר (כלל ל' סי' ד') דחתיכה שנכבשה בחלב אסור לבשלה דעד כאן הוי איסור כבוש מדרבנן ועתה עובר על איסור בישול דאורייתא עכ""ל משמע דאם נתבשלה בחלב מותר לחזור ולבשלה וע' בפמ""ג במשבצות זהב (סי' ק""ה ס""ב): "
87,1,"(שם מדפוס ברלין) אלא דרך בישול. וצלי עי' פ""ח דמדברי הר""ן בסוגי' דטפת חלב דכתב דבנאסר כדי קליפה ל""א דחתיכה ענ""נ דהא דאמרו חז""ל חענ""נ היינו משום לתא דבב""ח אבל איסור כ""ק לא משכחת בב""ח, והא משכחת לה בטפת חלב שנפלה על צלי דנאסר כ""ק אע""כ דס""ל להר""ן דצלי לא הוי בב""ח דאורייתא דדוקא דרך בישול הוא דאסור ולא בצלי וכתבתי בזה באריכות בתשובה ב""ה, ובפר""ח מסיק דצלי וכן עירוי צונן לתוך חם הוא דאורייתא, ועי' ביש""ש פג""ה סי' מה שכ' דבשר חם שנגע בגבינה חמה י""ל דאסור רק דרבנן, וכ' בהגהת ש""ד כלל ל' סי' ד' דחתיכה שנכבשה בחלב דאסור לבשל דעד כאן הי' רק איסור כבוש דרבנן ועתה עובר על איסור בישול ד""ת, משמע דאם נתבשלה בחלב מותר לחזור ולבשלו ועי' פרמ""ג סי' קה במשבצות זהב סק""ב:",
87,1,"(ש""ך סק""ב) וכ""כ המרדכי פ' אין מעמידין. עיי""ש שהביא ראיה מהא דאמרינן מפני מה אסרו גבינות עובד כוכבים מפני שמעמידים אותם בעור קיבת נבילה ואמאי אינו אסור ג""כ בהנאה משום בב""ח אע""כ כיון דהוי רק דרך כבישה דרבנן אינו אסור בהנאה וקשה לי הא באמת קשה למאי נקט הטעם דמעמידים בעור קיבת נבלה הא גם בעור קיבת כשירה הוי בב""ח וכן הקשו תוספות ותירצו כיון דהוי רק בב""ח דרבנן לא חיישינן לספיקא וכן למה שתירצו הר""י מיג""ש והרמב""ם דבאמת יש מהסתם ס' בחלב ואיסורו רק מעמיד וע""י מעמיד לא נעשה בב""ח וממילא בזה אזדא ג""כ ראייתם דלענין הנאה משום בב""ח ליכא דהא משום מעמיד לא נעשה בב""ח וכיון דהמרדכי לא ס""ל להנך תירוצים ישאר קושית תוספות דלמאי נקט נבילה הא בכשירה ג""כ אסור משום בב""ח וצ""ע גם קשה לי על תירוץ המרדכי דגבינות לא נאסרו בהנאה דכבוש מותר בהנאה וכן לפמ""ש דלתוספות לענין הנאה הוי ספק דרבנן מ""מ עדיין קשה יהא גבינות דעובד כוכבים אסורים לעשות מהם תבשיל דאם העובד כוכבים העמיד בעור ונבלע טעם בשר בחלב בכבישה כשעתה מבשל אותו הבלוע בתוך החלב הוי עתה בישול ועבר משום בישול בב""ח וגם בבשלו יהא אסור בהנאה וצ""ע:","@22(ש""ך סק""ב) @11וכ""כ המרדכי פ' אין מעמידין. @33עיי""ש שהביא ראיה מהא דאמרינן מפני מה אסרו גבינות עובד כוכבים מפני שמעמידים אותם בעור קיבת נבילה ואמאי אינו אסור ג""כ בהנאה משום בב""ח אע""כ כיון דהוי רק דרך כבישה דרבנן אינו אסור בהנאה וקשה לי הא באמת קשה למאי נקט הטעם דמעמידים בעור קיבת נבלה הא גם בעור קיבת כשירה הוי בב""ח וכן הקשו תוספות ותירצו כיון דהוי רק בב""ח דרבנן לא חיישינן לספיקא וכן למה שתירצו הר""י מינ""ש והרמב""ם דבאמת יש מהסתם ס' בחלב ואיסורו רק מעמיד וע""י מעמיד לא נעשה בב""ח וממילא בזה אזדא ג""כ ראייתם דלענין הנאה משום בב""ח ליכא דהא משום מעמיד לא נעשה בב""ח וכיון דהמרדכי לא ס""ל להנך תירוצים ישאר קושית תוספות דלמאי נקט נבילה הא בכשירה ג""כ אסור משום בב""ח וצ""ע גם קשה לי על תירוץ המרדכי דגבינות לא נאסרו בהנאה דכבוש מותר בהנאה וכן לפמ""ש דלתוספות לענין הנאה הוי ספק דרבנן מ""מ עדיין קשה יהא גבינות דעובד כוכבים אסורים לעשות מהם תבשיל דאם העובד כוכבים העמיד בעור ונבלע טעם בשר בחלב בכבישה כשעתה מבשל אותו הבלוע בתוך החלב הוי עתה בישול ועבר משום בישול בב""ח וגם בבשלו יהא אסור בהנאה וצ""ע: "
87,1,"(סעיף א') הכרתי ופלתי סי' פ""ז סק""א הקשה, לשיטת הרמב""ם דס""ל דעל הנאת בב""ח אין לוקי', א""כ חד לא תבשל דקאי על הנאה מיותר, דהא מלא תאכל כל תועבה נפקא, ואיסור הנאה בכלל לר' אבהו דס""ל (פסחים כ""א ע""ב) דלא יאכל איסור הנאה משמע, וכן פסק הרמב""ם. ונ""ל לתרץ, דמשכחת דאם בישל היום ח""ש בשר עם חלב, ואח""כ בישל עוד ח""ש. עם חלב, והחלב ביחד המה כזית, ואכלה, מטעם ל""ת כ""ת ליכא, דהא אינו עובר על בישולו דהא כל חד הוי ח""ש, להכי כתוב לא תבשל דחייב על אכילה או הנאה אפי' בכה""ג. אמנם בעיקר הדין יש להסתפק, די""ל דאם בישל ח""ש ואח""כ בישל עוד ח""ש י""ל דחייב, דהא בישל בכולל שיעור שלם, כמו בשבת אם הוציא חצי גרוגרת לרשות זה ואח""כ הוציא חצי גרוגרת לרשות אחר וחייב, וצ""ע רב לדינא. באופן אחר יש לתרץ הכו""פ, די""ל דמל""ת כ""ת הוי אסור רק דרך הנאתן, כמו כל הנאה וכתיב בלשון אכילה, לכך כתוב לא תבשל דאסור אפי' שלא כדרך הנאתן, וכן פסק הרמב""ם פי""א הל' מא""ס:",
87,1,"(שם בהג""ה) מותר בהנאה. והא דלא כתב דמותר בבישול היינו דכייל בב""ח ע""י כבישה ומליחה בזה אסור בבישול כיון דכבישה ומליחה נבלע בו החלב וכשיבשל הוא מבשל עתה הבשר עם החלב שבתוכו ועובר משום בישול וגם יאסר בהנאה דנעשה בב""ח דאורייתא ודוק ולגרום כן [בידים] לערב בשר בחלב להנות ממנו ע' במנ""י כלל פ""ה סקי""ט:","@22(בהג""ה) @11מותר בהנאה. @33והא דלא כתב דמותר בבישול היינו דכייל בב""א ע""י כבישה ומליחה בזה אסור בבישול כיון דכבישה ומליחה נבלע בו החלב ובשיבשל הוא מבשל עתה הבשר עם החלב שבתוכו ועובר משום בישול וגם יאסר בהנאה דנעשה בב""ח דאורייתא ודוק ולגרום כן לערב בשר בחלב להנות ממנו ע' במנ""י כלל פ""ה סק""ט: "
87,3,"(ט""ז סק""ב) ובדרישה וכו'. ועתה עובר על איסור בישול ש""ת:","@22(ט""ז סק""ב) @11ובדרישה וכו'. @33ועתה עובר על איסור בישול ש""ת: "
87,3,"(ש""ך ס""ק ו') שוב בא לידי ספר באר שבע. ועיין בספרו צידה לדרך פ' צו:","@22(ש""ך סעיף קטן ו') @11שוב בא לידי ספר באר שבע. @33ועיין בספרו צידה לדרך פ' צו: "
87,3,"(ט""ז ס""ק ד') כמו בחלב אשה. זה תמוה דהא בחלב אשה אף דיעבד אסור ואינו מותר רק בנפל לתוך תבשיל דאינו ניכר גם לפי ראיה זו יהיה מוכח דגם בבשר בהמה אין אוסרים אכילתו וכן מה שכ' הט""ז וכן משמע לשון הרמ""א שכ' יש להניח וכו' הא זה מיירי בבשר בהמה:","@22(ט""ז ס""ק ד') @11כמו בחלב אשה. @33זה תמוה דהא בחלב אשה אף דיעבד אסור ואינו מותר רק בנפל לתוך תבשיל דאינו ניכר גם לפי ראיה זו יהיה מוכח דגם בבשר בהמה אין אוסרים אכילתו וכן מה שכ' הט""ז וכן משמע לשון הרמ""א שכ' יש להניח וכו' הא זה מיירי בבשר בהמה: "
87,4,"(סעיף ד') ואם נפל לתוך התבשיל. ואם עירב במזיד בתבשיל אסור לו ולמי שנעשה כן בשבילו ע' לעיל (סי' ס""ו בש""ך סקי""א):","@22(סעיף ד') @11ואם נפל לתוך התבשיל. @33ואם עירב במזיד בתבשיל אסור לו ולמי שנעשה כן בשבילו ע' לעיל (סי' ס""ו בש""ך סקי""א): "
87,4,"(שם בהג""ה) או בשר טמא. קשה לי דלתסר ג""כ בשר טמאה בחלב טמאה משום מראית עין:","@22(שם בהג""ה) @11או בשר טמא. @33קשה לי דלתסר ג""כ בשר טמאה בחלב טמאה משום מראית עין: "
87,4,"(ש""ך סק""ז) אבל משום מ""ע לא מיירי. וכן מצאתי להדיא בתשובת תולדות אדם להרשב""א (סי' ר') [ח""ג סי' רנ""ז]:","@22(ש""ך סק""ו) @11אבל משום מ""ע לא מיירי. @33וכן מצאתי להדיא בתשו' תולדות אדם להרשב""א (סי' ר'): "
87,4,"(בא""ד) שמבשל לצורך רפואה. קשה לי דמ""מ אמאי מותר בהנאה ניחוש למראית עין וצ""ע:","@22(בא""ד) @11שיבשל לצורך רפואה. @33קשה לי דמ""מ אמאי מותר בהנאה ניחוש למראית עין וצ""ע: "
87,6,"(סעיף ו') המבשל בשר במי חלב. קשה לי דמ""ש בשר חיה ועוף דשרי בבישול ובהנאה כיון דהוא דרבנן ה""נ מי חלב וראיתי בתפארת למשה שכ' לחלק דהני דהכא שהם מן מיני בהמה טהורה שנאסר מדאורייתא ומ""מ קשה לי היכן מצינו כן דמההיא דגוזל דנפלה לכמכא וכן דגים שעלו בקערה של בשר דמותר לאכלו בכותח משום נ""ט בר נ""ט אף דכותח הוא במי חלב וזהו ראיית תוס' מזה מוכח רק דבאכילה אסור אבל בישול לא מוכח ואם מלישנא דהמבשל במי חלב פטור דמשמע פטור אבל אסור וכמ""ש הרא""ש הא י""ל כמו דמפרשי' כל הבשר אסור לבשל דהיינו לאכול ה""נ י""ל דהמבשל במי חלב היינו האוכל [ואדרבה בזה מרווח סוגיא יותר במה דפרכינן מהך ברייתא על מ""ד דהמבשל חלב בחלב אינו לוקה דהא בהך ברייתא פיגול ונותר וטמא שבשלו בחלב חייב דקשה דלמא הברייתא מיירי רק לענין בישול וכן הקשה המהרש""א ותירוצו דפירכת הש""ס ללישנא דכיון דאאכילה לא לקי אבישול נמי לא לקי דחוק קצת גם לשון רש""י אינו מורה כן שכתב אלמא דגדי רביי' והו""ל לומר אלמא דעכ""פ אבישול היה לקי ולפי הנ""ל דכיון דקתני בהך ברייתא המבשל במי חלב פטור דע""כ דמיירי מאכילה דבישול אפי' לכתחילה מותר ה""נ סיפא נותר ופיגול מיירי מאכילה ודוק] וצ""ע וביותר קשה לי על דם בחלב דלמאי אמרו חז""ל לגזרו באיסור בב""ח הא בלא""ה לא יאכלו משום דם וא""כ הוי כמו טמאה דמותר בישול והנאה לכ""ע וצע""ג:","@22(סעיף ו') @11המבשל בשר במי חלב. @33קשה לי דמ""ש בשר חיה ועוף דשרי בבישול ובהנאה כיון דהוא דרבנן ה""נ מי חלב וראיתי בתפארת למשה שכ' לחלק דהני דהכא שהם מן מיני בהמה טהורה שנאסר מדאורייתא ומ""מ קשה לי היכן מצינו כן דמההיא דגוזל דנפלה לכמכא וכן דגים שעלו בקערה של בשר דמותר לאכלו בכותח משום נ""ט בר נ""ט אף דכותח הוא במי חלב וזהו ראיית תוס' מזה מוכח רק דבאכילה אסור אבל בישול לא מוכח ואם מלישנא דהמבשל במי חלב פטור דמשמע פטור אבל אסור וכמ""ש הרא""ש הא י""ל כמו דמפרשי' כל הבשר אסור לבשל דהיינו לאכול ה""נ י""ל דהמבשל במי חלב היינו האוכל [ואדרבה בזה מרווח סוגיא יותר במה דפרכינן מהך ברייתא על מ""ד דהמבשל חלב בחלב אינו לוקה דהא בהך ברייתא פיגול ונותר וטמא שבשלו בחלב חייב דקשה דלמא הברייתא מיירי רק לענין בישול וכן הקשה המהרש""א ותירוצו דפירכת הש""ס ללישנא דכיון דאאכילה לא לקי אבישול נמי לא לקי דחוק קצת גם לשון רש""י אינו מורה כן שכתב אלמא דגדי רביי' והו""ל לומר אלמא דעכ""פ אבישול היה לקי ולפי הנ""ל דכיון דקתני בהך ברייתא המבשל במי חלב פטור דע""כ דמיירי מאכילה דבישול אפי' לכתחילה מותר ה""נ סיפא נותר ופיגול מיירי מאכילה ודוק] וצ""ע וביותר קשה לי על דם בחלב דלמאי אמרו חז""ל לגזרו באיסור בב""ח הא בלא""ה לא משום דם וא""כ הוי כמו טמאה דמותר בישול והנאה לכ""ע וצע""ג: "
87,6,"(שם) או בחלב מתה. אבל [בשר מתה] בחלב חי' חייב וכ""כ בית הלל וע' בב""י שהוא מגומגם כמ""ש הדרישה:","@22(שם) @11או בחלב מתה @33אבל בחלב חי' חייב וכ""כ בית הלל וע' בב""י שהוא מגומגם כמ""ש הדרישה: "
87,6,"(ש""ך סקי""ד) או נשחטה. נסתפקתי בחלב בן פקועה אם מקרי חלב שחוטה כיון דממעטי לה דבחלב אמו ושחוטה אינה ראויה להיות אם וזה לא שייך לבן פקועה ונ""ל ראי' מסוגיא דבכורות (דף ו') מדאסר רחמנא בב""ח הא חלב לחודי' שרי ודלמא אצריך לחלב בן פקועה אע""כ דמקרי חלב שחוטה אח""כ מצאתי כן בעזה""י בשער המלך פ""ג הי""א מהל' איסורי מזבח ועדיין לדינא צ""ע. גם מסתפקנא בחלב טריפה למה דקיי""ל דטריפה אינה יולדת אם מקרי אינה ראויה להיות אם ואין בזה משום בב""ח וע' סנהדרין (דף ס""ט ע""א) רש""י ד""ה אלא כי אתא רב דימי כו' והכי קאמר בן ולא הראוי להיות אב והיינו לאחר ג' חדשים אחר שהביא שערות שראוי להיות העובר ניכר אם היה בא על אשה משהביא ב' שערות ונתעברה א""כ הרי דאב העובר מקרי אב ה""נ י""ל דטריפה ראויה להיות אם דהא יכולה להתעבר אלא שלא תלד ע' ש""ך לעיל (סי' נ""ז סקמ""ה) א""כ היא אם עובר ונקראת אם ומ""מ י""ל דלא מקרי אם אלא אם העובר עומד להוולד אבל טריפה לא נקראת אם בשביל עובר כיון דאין סופה להוולד אח""ז מצאתי באו""ה כלל ל""א אות י""ד דחלב טריפה היא בב""ח דאורייתא דראויה להיות אם דאם היתה מקודם מעוברת יכולה להוליד אחר שנטרפה עיי""ש ולפ""ז בטריפות מתחילת יצירתה כגון יתרת וכדומה אין בחלבה דין בב""ח דאורייתא וראיתי בפמ""ג שהביא דברי האו""ה הנ""ל, וכתב עלה דבלא""ה מקרי אם דיכולה להניק לאחרים וצ""ע:","@22(ש""ך סקי""ד) @11או נשחטה. @33נסתפקתי בחלב בן פקועה אם מקרי חלב שחוטה כיון דממעטי לה דבחלב אמו ושחוטה אינה ראויה להיות אם וזה לא שייך לבן פקועה ונ""ל ראי' מסוגיא דבכורות (דף ו') מדאסר רחמנא בב""ח הא חלב לחודי שרי ודלמא אצריך לחלב בן פקועה אע""כ דמקרי חלב שחוטה אח""כ מצאתי כן בעזה""י בשער המלך פ""ג הי""א מהל' איסורי מזבח ועדיין לדינא צ""ע. גם מסתפקנא בחלב טריפה למה דקיי""ל דטריפה אינה יולדת אם מקרי אינה ראויה להיות אם ואין בזה משום בב""ח וע' סנהדרין (דף ס""ט ע""א) רש""י ד""ה אלא כי אתא רב דימי כו' והכי קאמר בן ולא הראוי להיות אב והיינו לאחר ג' חדשים אחר שהביא שערות שראוי להיות העובר ניכר אם היה בא על אשה משהביא ב' שערות ונתעברה א""כ הרי דאב העובר מקרי אב ה""ג י""ל דטריפה ראויה להיות אם דהא יכולה להתעבר אלא שלא תלד ע' ש""ך לעיל (סי' נ""ז סקמ""ה) א""כ היא אם עובר ונקראת אם ומ""מ י""ל דלא מקרי אם אלא אם העובר עומד להוולד אבל טריפה לא נקראת אם בשביל עובר כיון דאין סופה להוולד אח""ז מצאתי באו""ה כלל ל""א אות י""ד דחלב טריפה היא בב""ח דאורייתא דראויה להיות אם דאם היתה מקודם מעוברת יכולה להוליד אחר שנטרפה עיי""ש ולפ""ז בטריפות מתחילת יצירתה כגון יתרת וכדומה אין בחלבה דין בב""ח דאורייתא וע' בפמ""ג שהביא דברי האו""ה ומה שכתב עליו וצ""ע: "
