Ref,Text
Genesis 38:21,"He inquired of the council of that locale,<sup>*</sup><i class='footnote'><b>council of that locale </b>Or “locals.” Heb. <i>’anshe meqomah</i>; cf. 26.7; 29.22; 34.20. NJPS “people of that town,” trad. “men of….” See further the Dictionary under <i>’ish</i>.</i> “Where is the prostitute,<sup>*</sup><i class='footnote'><b>prostitute </b>Meaning of Heb. <i>qedeshah</i> uncertain. Perhaps a type of female functionary at a religious site. Trad. “harlot.” NJPS “cult prostitute,” but the notion that ancient Near Eastern religions included prostitution as a religious act has since been discredited.</i> the one at Enaim, by the road?” But they said, “There has been no prostitute here.”"
Genesis 38:22,"So he returned to Judah and said, “I could not find her; moreover, the local council<sup>*</sup><i class='footnote'><b>local council </b>Heb. <i>’anshe ha-maqom</i>; NJPS “the townspeople.” See the first note at v. 21.</i> said: There has been no prostitute here.”"
Genesis 38:25,"As she was being brought out, she sent this message to her father-in-law, “It’s by the man<sup>*</sup><i class='footnote'><b>man </b>Or “party.” Lit. “[salient] participant.” See further the Dictionary under <i>’ish</i>.</i> to whom these belong that I’m pregnant.” And she added, “Examine these: whose seal and cord and staff are these?”"
Genesis 38:29,"But just then it drew back its hand, and out came its brother; and she said, “What a breach<sup>*</sup><i class='footnote'><b>breach </b>Heb. <i>pereṣ</i>, connected with “Perez.”</i> you have made for yourself!” So he was named Perez."
Genesis 39:1,"When Joseph was taken down to Egypt, Potiphar, a courtier of Pharaoh and his prefect<sup>*</sup><i class='footnote'><b>prefect </b>See the second note at 37.36.</i> —a [type of] Egyptian official<sup>*</sup><i class='footnote'><b>official </b>Cf. 2 Sam. 23.21; 1 Chron. 11.23. NJPS (rendering idiomatically via an adjective) “certain.” Traditionally taken as a generic noun of class, but see the Dictionary under <i>’ish</i>.</i> —bought him from the Ishmaelites who had brought him there."
Genesis 40:16,"When the chief baker saw how favorably he had interpreted, he said to Joseph, “In my dream, similarly, there were three openwork baskets<sup>*</sup><i class='footnote'><b>openwork baskets </b>Others “baskets with white bread” or “white baskets”; meaning of Heb. <i>ḥori</i> uncertain.</i> on my head."
Genesis 41:33,"“Accordingly, let Pharaoh find someone<sup>*</sup><i class='footnote'><b>someone </b>Lit. “a participant whose involvement defines the (proposed) situation.” See the Dictionary under <i>’ish</i>.</i> who’s discerning and wise, whom you can set over the land of Egypt."
Genesis 41:40,"You shall be in charge of my court, and by your command shall all my people be directed;<sup>*</sup><i class='footnote'><b>be directed </b>Others “order themselves” or “pay homage”; meaning of Heb. <i>yishshaq</i> uncertain.</i> only with respect to the throne shall I be superior to you.”"
Genesis 41:43,"He had him ride in the chariot of his second-in-command, and they cried before him, “Abrek!”<sup>*</sup><i class='footnote'><b>Abrek </b>Others “Bow the knee,” as though from Heb. <i>barakh</i> “to kneel”; perhaps from an Egyptian word of unknown meaning.</i> Thus he placed him over all the land of Egypt."
Genesis 41:51,"Joseph named the first-born Manasseh, meaning, “God has made me forget<sup>*</sup><i class='footnote'><b>has made me forget </b>Heb. <i>nashshani</i>, connected with “Manasseh” (<i>Menashsheh</i>).</i> completely my hardship and my parental home.”"
Genesis 41:52,"And the second he named Ephraim, meaning, “God has made me fertile<sup>*</sup><i class='footnote'><b>has made me fertile </b>Heb. <i>hiphrani</i>, connected with “Ephraim.”</i> in the land of my affliction.”"
Genesis 42:30,"“The man<sup>*</sup><i class='footnote'><b>The man </b>More precisely, “the participant [whose involvement defines the depicted situation].” See the Dictionary under <i>’ish</i>.</i> who is lord of the land spoke harshly to us and accused us of spying on the land."
Genesis 43:15,"So the agents<sup>*</sup><i class='footnote'><b>agents </b>More precisely, “participants whose involvement defines the depicted situation”—i.e., the sons who have been delegated as their father’s agents. See the Dictionary under <i>’ish</i>; Agent.</i> took that gift, and they took with them double the money, as well as Benjamin. They made their way down to Egypt, where they presented themselves to Joseph."
Genesis 43:16,"When Joseph saw Benjamin with them, he said to his house steward, “Take those men<sup>*</sup><i class='footnote'><b>those men </b>More precisely, “the [salient] participants.” See the Dictionary under <i>’ish</i>.</i> into the house; slaughter and prepare an animal, for those men will dine with me at noon.”"
Genesis 45:8,"So, it was not you who sent me here, but God—who has made me a father to Pharaoh,<sup>*</sup><i class='footnote'><b>father to Pharaoh </b>(So trad.) Or “Pharaoh’s chancellor,” cf. Isa. 22.15, 20–21. Heb. <i>’av le-phar‘oh</i>.</i> lord of all his household, and ruler over the whole land of Egypt."
Genesis 47:6,"the land of Egypt is open before you: settle your father and your brothers in the best part of the land; let them stay in the region of Goshen. And if you know some men of ability<sup>*</sup><i class='footnote'><b>men of ability </b>NJPS “capable men.” See the Dictionary under <i>’ish</i>.</i> among them, put them in charge of my livestock.”"
Genesis 47:9,"And Jacob answered Pharaoh, “The years of my sojourn [on earth] are one hundred and thirty. Few and hard have been the years of my life, nor do they come up to the life spans of my ancestors<sup>*</sup><i class='footnote'><b>ancestors </b>I.e., predecessors in general. Or, with NJPS, “fathers”—taking the “sojourns” to allude specifically to Terah, Abraham, and Isaac as wandering heads of corporate households. Heb. <i>’avoth</i>.</i> during their sojourns.”"
Genesis 47:21,"And he removed the population town by town,<sup>*</sup><i class='footnote'><b>town by town </b>Meaning of Heb. <i>’otho le‘arim</i> uncertain.</i> from one end of Egypt’s border to the other."
Genesis 47:30,"When I lie down with my ancestors,<sup>*</sup><i class='footnote'><b>ancestors </b>Heb. <i>’avoth</i>; trad. “fathers.” See the Dictionary under “predecessors.”</i> take me up from Egypt and bury me in their burial-place.” He replied, “I will do as you have spoken.”"
Genesis 48:22,"And now, I assign to you one portion<sup>*</sup><i class='footnote'><b>portion </b>Meaning of Heb. <i>shekhem</i> uncertain; others “mountain slope.”</i> more than to your brothers, which I wrested from the Amorites with my sword and bow.”"
Genesis 49:6,"Let not my person be included in their council,<br/>Let not my being be counted in their assembly.<br/>For when angry they slay a man,<sup>*</sup><i class='footnote'><b>slay a man </b>(So trad.) Or “slayed any [opposing] party”; cf. Gen. 4.23. Or, with NJPS, taking <i>’ish</i> as a collective: “slay men.” See next note and Dictionary under <i>’ish</i>.</i> <br/>And when pleased they maim an ox.<sup>*</sup><i class='footnote'><b>maim an ox </b>Or, with Canaanite literary usage and taking this verse as referring to the events of chapter 34: “overthrew a dignitary.” Or, with NJPS, taking <i>shor</i> as a collective: “maimed oxen.”</i> <br/>"
Genesis 49:9,"Judah is a lion’s whelp;<br/>On prey, my son, have you grown.<br/>He crouches, lies down like a lion,<br/>Like a lioness<sup>*</sup><i class='footnote'><b>lioness </b>(So trad.) Taking Heb. <i>lavi’</i> as referring to a different sex than <i>’ari</i> earlier in the verse, given that it is the females who hunt for their pride. NJPS “king of beasts,” taking <i>lavi’</i> as a breed of lion.</i> —who dare rouse him?<br/>"
Genesis 49:10,"The scepter shall not depart from Judah,<br/>Nor the ruler’s staff from between his feet;<br/>So that tribute shall come to him<sup>*</sup><i class='footnote'><b>So that tribute shall come to him </b>Construing <i>shiloh</i> as <i>shai loh</i> “tribute to him,” following the Midrash; cf. Isa. 18.7. Meaning of Heb. uncertain; lit. “Until he comes to Shiloh.”</i> <br/>And the homage of peoples be his.<br/>"
Genesis 49:27,"Benjamin is a ravenous wolf;<br/>In the morning he consumes the foe,<sup>*</sup><i class='footnote'><b>foe </b>Meaning of Heb. <i>‘ad</i> uncertain; others “booty.”</i> <br/>And in the evening he divides the spoil.”"
Genesis 49:29,"Then he instructed them, saying to them, “I am about to be gathered to my kin. Bury me with my ancestors<sup>*</sup><i class='footnote'><b>ancestors </b>Heb. <i>’avothai</i>; trad. “fathers.” See the Dictionary under “predecessors.”</i> in the cave which is in the field of Ephron the Hittite,"
Genesis 50:21,"And so, fear not. I will sustain you and your dependents.”<sup>*</sup><i class='footnote'><b>dependents </b>NJPS “children,” trad. “little ones.” See the Dictionary under <i>ṭaph</i>.</i> Thus he reassured them, speaking kindly to them."
Leviticus 1:3,"If your<sup>*</sup><i class='footnote'><b>your </b>Lit. “his,” pointing to the same non-specific referent as the socially generic noun <i>’adam</i> (lit. “human being” yet grammatically masculine; NJPS “any”) in 1.2. Both men and women brought sacrificial offerings. (So also in vv. 10, 14.)</i> offering is a burnt offering from the herd, you shall make your offering a male without blemish. You shall bring it to the entrance of the Tent of Meeting, for acceptance in your behalf before יהוה."
Leviticus 2:12,You may bring them to יהוה as an offering of choice products;<sup>*</sup><i class='footnote'><b>choice products </b>Exact meaning of Heb. <i>re’shith</i> uncertain.</i> but they shall not be offered up on the altar for a pleasing odor.
Leviticus 3:1,"If your<sup>*</sup><i class='footnote'><b>your </b>As couched in chapter 2. See note at 1.3. (So also in vv. 6, 12.)</i> offering is a sacrifice of well-being<sup>*</sup><i class='footnote'><b>sacrifice of well-being </b>Others “peace offering.” Exact meaning of Heb. <i>shelamim</i> uncertain.</i> —If you offer of the herd, whether a male or a female, you shall bring before יהוה one without blemish."
Leviticus 4:13,"If it is the community leadership of Israel<sup>*</sup><i class='footnote'><b>community leadership of Israel </b>Heb. <i>kol ‘adat yisra’el</i>, lit. “whole congregation of Israel,” which here denotes the part (“leadership”) that acts on behalf of the whole (“congregation”). See the Dictionary under <i>‘edah</i>.</i> that has erred and the matter escapes the notice of the congregation, so that they do any of the things which by יהוה’s commandments ought not to be done, and they realize guilt—"
Leviticus 5:11,"And if one’s means do not suffice for two turtledoves or two pigeons, that person shall bring as an offering for that of which one is guilty a tenth of an <i>ephah</i> of choice flour for a sin offering; one shall not add oil to it or lay frankincense on it, for it is a sin offering."
Leviticus 5:21,"When a person sins and commits a trespass against יהוה —by dealing deceitfully with another in the matter of a deposit or a pledge,<sup>*</sup><i class='footnote'><b>pledge </b>Meaning of Heb. <i>tesumeth yad</i> uncertain.</i> or through robbery, or by defrauding another,"
Leviticus 6:13,"This is the offering that Aaron and his sons shall offer to יהוה on the occasion of his<sup>*</sup><i class='footnote'><b>his </b>Or “their.”</i> anointment: a tenth of an <i>ephah</i> of choice flour as a regular meal offering, half of it in the morning and half of it in the evening,"
Leviticus 6:14,"shall be prepared with oil on a griddle. You shall bring it well soaked, and offer it as a meal offering of baked<sup>*</sup><i class='footnote'><b>baked </b>Meaning of Heb. <i>tuphine</i> uncertain.</i> slices, of pleasing odor to יהוה."
Leviticus 7:21,"When a person touches anything impure, be it human impurity or an impure animal or any impure creature,<sup>*</sup><i class='footnote'><b>creature </b>Heb. <i>sheqeṣ</i>, lit. “abomination”; several mss. and ancient versions read <i>shereṣ</i> “swarming things.”</i> and eats flesh from יהוה’s sacrifices of well-being, that person shall be cut off from kin."
Leviticus 8:3,"and assemble the community leadership<sup>*</sup><i class='footnote'><b>community leadership </b>Heb. <i>kol ha-‘edah</i>, lit. “whole congregation,” which here denotes the part (“leadership”) that acts on behalf of the whole (“congregation”). See the Dictionary under <i>‘edah</i>.</i> at the entrance of the Tent of Meeting."
Leviticus 8:4,"Moses did as יהוה commanded him. And when the leadership<sup>*</sup><i class='footnote'><b>leadership </b>Heb. <i>ha-‘edah</i>, lit. “congregation.” Cf. at v. 3.</i> was assembled at the entrance of the Tent of Meeting,"
Leviticus 8:5,"Moses said to the leadership,<sup>*</sup><i class='footnote'><b>leadership </b>Heb. <i>ha-‘edah</i>, lit. “congregation.” Cf. at v. 3.</i> “This is what יהוה has commanded to be done.”"
Leviticus 8:31,"Moses said to Aaron and his sons: Boil the flesh at the entrance of the Tent of Meeting and eat it there with the bread that is in the basket of ordination—as I commanded:<sup>*</sup><i class='footnote'><b>I commanded </b>Or, vocalizing <i>ṣuwwethi</i>, “I have been commanded”; cf. below, v. 35 and 10.13.</i> Aaron and his sons shall eat it;"
Leviticus 10:6,"And Moses said to Aaron and to his sons Eleazar and Ithamar, “Do not bare your heads<sup>*</sup><i class='footnote'><b>bare your heads </b>Or “dishevel your hair”; cf. Num. 5.18.</i> and do not rend your clothes, lest you die and anger strike the whole community. But your kin,<sup>*</sup><i class='footnote'><b>kin </b>Heb. <i>aḥim</i>, lit. “brothers”; NJPS “kinsmen.” It goes without saying that women are in view, because they were the face of public mourning in ancient Israel (Exod. 33.4; Jer. 9.16–17, 19; 2 Chron. 35.25).</i> all the house of Israel, shall bewail the burning that יהוה has wrought."
Leviticus 12:2,"Speak to the Israelite people thus: When a woman at childbirth<sup>*</sup><i class='footnote'><b>at childbirth </b>Heb. <i>tazria‘</i>, lit. “brings forth seed.”</i> bears a male, she shall be impure seven days; she shall be impure as at the time of her condition of menstrual separation.—"
Leviticus 12:4,"She shall remain in a state of blood purification<sup>*</sup><i class='footnote'><b>state of blood purification </b>Meaning of Heb. <i>deme tohorah</i> uncertain.</i> for thirty-three days: she shall not touch any consecrated thing, nor enter the sanctuary until her period of purification is completed."
Leviticus 13:3,"The priest shall examine the affection on the skin of the body: if hair in the affected patch has turned white and the affection appears to be deeper than the skin of the body, it is a leprous<sup>*</sup><i class='footnote'><b>leprous </b>Heb. <i>ṣara‘ath</i> is used for a variety of diseases. Where a human being is declared impure by reason of <i>ṣara‘ath</i>, the traditional translation “leprosy” has been retained without regard to modern medical terminology.</i> affection; when the priest sees it, he shall pronounce the person impure."
Leviticus 13:55,"And if, after the affected article has been washed, the priest sees that the affection has not changed color and that it has not spread, it is impure. It shall be consumed in fire; it is a fret,<sup>*</sup><i class='footnote'><b>fret </b>Meaning of Heb. <i>peḥetheth</i> uncertain.</i> whether on its inner side or on its outer side."
Leviticus 14:2,"This shall be the ritual for a leper<sup>*</sup><i class='footnote'><b>leper </b>Heb. <i>meṣora‘</i>, a person afflicted with <i>ṣara‘ath</i>; see note at 13.3.</i> at the time of being purified.When it has been reported<sup>*</sup><i class='footnote'><b>it has been reported </b>Cf. note at 13.2.</i> to the priest,"
Leviticus 14:10,"On the eighth day that person shall take two male lambs without blemish, one ewe lamb in its first year without blemish, three-tenths of a measure of choice flour with oil mixed in for a meal offering, and one <i>log</i> of oil."
Leviticus 14:12,"The priest shall take one of the male lambs and offer it with the <i>log</i> of oil as a guilt offering, and he shall elevate them as an elevation offering before יהוה."
Leviticus 14:15,The priest shall then take some of the <i>log</i> of oil and pour it into the palm of his own left hand.
Leviticus 14:21,"If, however, one is poor and without sufficient means, that person shall take one male lamb for a guilt offering, to be elevated in expiation, one-tenth of a measure of choice flour with oil mixed in for a meal offering, and a <i>log</i> of oil;"
Leviticus 14:24,"The priest shall take the lamb of guilt offering and the <i>log</i> of oil, and elevate them as an elevation offering before יהוה."
Leviticus 14:37,"If, when he examines the plague, the plague in the walls of the house is found to consist of greenish<sup>*</sup><i class='footnote'><b>greenish </b>Or “yellowish.”</i> or reddish streaks<sup>*</sup><i class='footnote'><b>streaks </b>Meaning of Heb. <i>sheqa‘aruroth</i> uncertain.</i> that appear to go deep into the wall,"
Leviticus 15:16,"When a man has an emission of semen,<sup>*</sup><i class='footnote'><b>semen </b>Heb. <i>shikhvath zera‘</i>, a metonymic or elliptical expression: “a laying down of [what can lead to] seed (i.e., offspring).” Cf. 18.20; 20.15.</i> he shall bathe his whole body in water and remain impure until evening."
Leviticus 16:21,"Aaron shall lay both his hands upon the head of the live goat and confess over it all the iniquities and transgressions of the Israelites, whatever their sins, putting them on the head of the goat; and it shall be sent off to the wilderness through a designated<sup>*</sup><i class='footnote'><b>designated </b>Meaning of Heb. <i>‘itti</i> uncertain.</i> agent.<sup>*</sup><i class='footnote'><b>agent </b>I.e., another participant—aside from the high priest, who must remain in the sanctuary. Trad. “man.” See the Dictionary under <i>’ish</i>; Agent.</i> "
Leviticus 19:16,Do not deal basely with<sup>*</sup><i class='footnote'><b>deal basely with </b>Others “go about as a talebearer among”; meaning of Heb. idiom <i>halakh rakhil be-</i> uncertain.</i> members of your people. Do not profit by<sup>*</sup><i class='footnote'><b>profit by </b>Lit. “stand upon”; precise meaning of Heb. idiom <i>‘amad ‘al</i> uncertain.</i> the blood of your fellow [Israelite]: I am יהוה.
Leviticus 19:17,You shall not hate your kinsfolk in your heart. Reprove your kin but<sup>*</sup><i class='footnote'><b>but </b>Exact force of <i>we-</i> uncertain.</i> incur no guilt on their account.
Leviticus 19:23,"When you enter the land and plant any tree for food, you shall regard its fruit as forbidden. Three years it shall be forbidden<sup>*</sup><i class='footnote'><b>forbidden </b>Heb. root <i>‘-r-l</i>, commonly “to be uncircumcised.”</i> for you, not to be eaten."
Leviticus 19:36,"You shall have an honest balance, honest weights, an honest <i>ephah</i>, and an honest <i>hin</i>.I יהוה am your God who freed you from the land of Egypt."
Leviticus 22:21,"And when any party offers, from the herd or the flock, a sacrifice of well-being to יהוה for an explicit<sup>*</sup><i class='footnote'><b>explicit </b>Or “unspecified” or “extraordinary”; meaning of Heb. <i>lephalle</i> uncertain.</i> vow or as a freewill offering, it must, to be acceptable, be without blemish; there must be no defect in it."
Leviticus 23:13,"The meal offering with it shall be two-tenths of a measure of choice flour with oil mixed in, an offering by fire of pleasing odor to יהוה; and the libation with it shall be of wine, a quarter of a <i>hin</i>."
Leviticus 23:36,seven days you shall bring offerings by fire to יהוה. On the eighth day you shall observe a sacred occasion and bring an offering by fire to יהוה; it is a solemn gathering:<sup>*</sup><i class='footnote'><b>solemn gathering </b>Precise meaning of Heb. <i>‘aṣereth</i> uncertain. Cf. Num. 29.35; Deut. 16.8.</i> you shall not work at your occupations.
Leviticus 23:40,"On the first day you shall take the product of <i>hadar</i><sup>*</sup><i class='footnote'><b>hadar </b>Others “goodly”; exact meaning of Heb. <i>hadar</i> uncertain. Traditionally the product is understood as “citron.”</i> trees, branches of palm trees, boughs of leafy<sup>*</sup><i class='footnote'><b>leafy </b>Meaning of Heb. <i>‘aboth</i> uncertain.</i> trees, and willows of the brook, and you shall rejoice before your God יהוה seven days."
Leviticus 25:10,"and you shall hallow the fiftieth year. You shall proclaim release<sup>*</sup><i class='footnote'><b>release </b>Others “liberty.”</i> throughout the land for all its inhabitants. It shall be a jubilee<sup>*</sup><i class='footnote'><b>jubilee </b>Heb. <i>yobel</i>, “ram” or “ram’s horn.”</i> for you: each of you shall return to your holding and each of you shall return to your family."
Leviticus 26:1,"You shall not make idols for yourselves, or set up for yourselves carved images or pillars, or place figured<sup>*</sup><i class='footnote'><b>figured </b>Meaning of Heb. <i>maskith</i> uncertain; cf. Num. 33.52.</i> stones in your land to worship upon, for I יהוה am your God."
Leviticus 27:16,"If any party consecrates to יהוה any land-holding, its assessment shall be in accordance with its seed requirement: fifty shekels of silver to a <i>ḥomer</i> of barley seed."
Leviticus 27:25,"All assessments shall be by the sanctuary weight, the shekel being twenty <i>gerah</i>s."
Deuteronomy 1:13,"Pick from each of your tribes candidates<sup>*</sup><i class='footnote'><b>candidates </b>Lit. “participants whose involvement defines the depicted situation”; trad. “men.” See the Dictionary under <i>’ish</i>.</i> who are wise, discerning, and experienced, and I will appoint them as your heads.”"
Deuteronomy 1:15,"So I took your tribal leaders, wise and experienced men,<sup>*</sup><i class='footnote'><b>wise and experienced men </b>A statement of characterization, not an exclusion of women from tribal leadership (which is not treated explicitly in the Torah). See the Dictionary under <i>’ish</i>.</i> and appointed them heads over you: chiefs of thousands, chiefs of hundreds, chiefs of fifties, and chiefs of tens, and officials for your tribes."
Deuteronomy 1:22,"Then all of you came to me and said, “Let us send agents<sup>*</sup><i class='footnote'><b>agents </b>Lit. “participants whose involvement defines the (proposed) situation”; trad. “men.” See the Dictionary under <i>’ish</i>; Agent.</i> ahead to reconnoiter the land for us and bring back word on the route we shall follow and the cities we shall come to.”"
Deuteronomy 1:27,"You sulked<sup>*</sup><i class='footnote'><b>You sulked </b>Precise meaning of Heb. <i>watteragnu</i> uncertain.</i> in your tents and said, “It is out of hatred for us that יהוה brought us out of the land of Egypt, to hand us over to the Amorites to wipe us out."
Deuteronomy 1:31,"and in the wilderness, where you saw how your God יהוה carried you, as a householder<sup>*</sup><i class='footnote'><b>householder </b>Typically, a man. Lit. “participant whose involvement defines the depicted situation”; trad. “man,” but not all men are householders. See the Dictionary under <i>’ish</i>.</i> carries his son,<sup>*</sup><i class='footnote'><b>as a householder carries his son </b>This schematic comparison presupposes that a householder’s main responsibility is his corporate household’s continuity—represented by his heir. For God as householder, see Deut. 28.10 (and note); 30.3; Num. 12.7; Exod. 4.22; cf. Deut. 32.6.</i> all the way that you traveled until you came to this place."
Deuteronomy 1:41,"You replied to me, saying, “We stand guilty before יהוה. We will go up now and fight, just as our God יהוה commanded us.” And [the men among] you each girded yourselves with war gear and recklessly<sup>*</sup><i class='footnote'><b>recklessly </b>Meaning of Heb. <i>wattahinu</i> uncertain.</i> started for the hill country."
Deuteronomy 2:34,"At that time we captured all his towns, and we doomed<sup>*</sup><i class='footnote'><b>doomed </b>I.e., placed under <i>ḥerem</i>, which meant the annihilation of the population. Cf. note at Num. 21.2; Josh. 6.24.</i> every town—men, women, and children<sup>*</sup><i class='footnote'><b>men, women, and children </b>(So NJPS.) Or “combatants, women, and other noncombatants.” Cf. Gen. 34.30; Num. 31.9–18.</i> —leaving no survivor."
Deuteronomy 2:36,"From Aroer on the edge of the Arnon valley, including the town<sup>*</sup><i class='footnote'><b>including the town </b>Force of Heb. <i>we-ha‘ir</i> uncertain.</i> in the valley itself, to Gilead, not a city was too mighty for us; our God יהוה delivered everything to us."
Deuteronomy 3:11,"Only King Og of Bashan was left of the remaining Rephaim. His bedstead, an iron bedstead, is now in Rabbah of the Ammonites; it is nine cubits long and four cubits wide, by the standard cubit!<sup>*</sup><i class='footnote'><b>standard cubit </b>Lit. “forearm of a [typical] participant,” trad. “the cubit of a man.” See the Dictionary under <i>’ish</i>.</i> "
Deuteronomy 7:20,"Your God יהוה will also send a plague<sup>*</sup><i class='footnote'><b>plague </b>Others “hornet”; meaning of Heb. <i>ṣir‘ah</i> uncertain. Cf. Exod. 23.28.</i> against them, until those who are left in hiding perish before you."
Deuteronomy 8:14,"beware lest<sup>*</sup><i class='footnote'><b>lest </b>Heb. <i>pen</i>; moved down from v. 12 for clarity.</i> your heart grow haughty and you forget your God יהוה —who freed you from the land of Egypt, the house of bondage;"
Deuteronomy 8:15,"who led you through the great and terrible wilderness with its <i>seraph</i><sup>*</sup><i class='footnote'><b>seraph </b>Cf. Isa. 14.29; 30.6. Others “fiery”; exact meaning of Heb. <i>saraph</i> uncertain. Cf. Num. 21.6–8.</i> serpents and scorpions, a parched land with no water in it, who brought forth water for you from the flinty rock;"
Deuteronomy 10:17,"For your God יהוה is God supreme and Lord supreme,<sup>*</sup><i class='footnote'><b>God supreme and Lord supreme </b>Lit. “the god of gods and the lord of lords.” Heb. <i>’adon</i> (“lord”) normally denotes a man in a position of authority. Here it is used to claim that Israel’s God is beyond the men who sit atop the social hierarchies of rank and gender.</i> the great, the mighty, and the awesome God, who shows no favor and takes no bribe,"
Deuteronomy 16:8,"After eating unleavened bread six days, you shall hold a solemn gathering<sup>*</sup><i class='footnote'><b>solemn gathering </b>Precise meaning of Heb. <i>‘aṣereth</i> uncertain. Cf. Lev. 23.36; Num. 29.35.</i> for your God יהוה on the seventh day: you shall do no work."
Deuteronomy 17:18,"When he is seated on his royal throne, he shall have a copy of this Teaching written for him on a scroll by<sup>*</sup><i class='footnote'><b>by </b>Nuance of Heb. <i>milliphne</i> uncertain.</i> the levitical priests."
Deuteronomy 21:21,"Thereupon his town’s council<sup>*</sup><i class='footnote'><b>town’s council </b>Lit. “participants whose involvement defines the depicted situation of the town.” Taking Heb. <i>’anshe ha-‘ir</i> as a technical term; NJPS “men of the town,” trad. “men of the city.” See the Dictionary under <i>’ish</i>.</i> shall stone him to death. Thus you will sweep out evil from your midst: all Israel will hear and be afraid."
Deuteronomy 23:2,"No man whose testes are crushed or whose member is cut off shall be admitted into the congregation<sup>*</sup><i class='footnote'><b>congregation </b>Heb. <i>qahal</i>; whether women are in view is uncertain, here and in vv. 3–9; cf. Deut. 5.19; 31.30; Josh. 8.35.</i> of יהוה."
Deuteronomy 23:3,"No one misbegotten<sup>*</sup><i class='footnote'><b>misbegotten </b>Meaning of Heb. <i>mamzer</i> uncertain; in Jewish law, the offspring of adultery or incest between Jews. Social-gender force uncertain.</i> shall be admitted into the congregation of יהוה; no descendant of such, even in the tenth generation, shall be admitted into the congregation of יהוה."
Deuteronomy 23:18,"No Israelite woman shall be a prostitute,<sup>*</sup><i class='footnote'><b>prostitute </b>Meaning of Heb. <i>qedeshah</i> uncertain. Perhaps a type of female functionary at a religious site. NJPS “sacred prostitute,” but the notion that ancient Near Eastern religions included prostitution as a religious act has since been discredited.</i> nor shall any Israelite man be a prostitute.<sup>*</sup><i class='footnote'><b>prostitute </b>Meaning of Heb. <i>qadesh</i> uncertain. Although it is simply the masculine counterpart of <i>qedeshah</i> (see previous note), it is mentioned as if it refers to a distinct category.</i> "
Deuteronomy 24:1,"A man<sup>*</sup><i class='footnote'><b>man </b>Lit. “participant whose involvement defines the depicted situation.” As usual, all three participants in this case—the two householders and their wife—are labeled mainly in terms of their relationship to the situation. See the Dictionary under <i>’ish</i>.</i> takes a woman [into his household as his wife] and becomes her husband. She fails to please him because he finds something obnoxious about her, and he writes her a bill of divorcement, hands it to her, and sends her away from his house;"
Deuteronomy 25:9,"his brother’s widow shall go up to him in the presence of the elders, pull the sandal off his foot, spit in his face, and make this declaration: Thus shall be done to the man<sup>*</sup><i class='footnote'><b>man </b>Lit. “participant whose involvement defines the depicted situation.” See the Dictionary under <i>’ish</i>.</i> who will not build up his brother’s house!"
Deuteronomy 26:17,"You have affirmed<sup>*</sup><i class='footnote'><b>affirmed </b>Exact nuance of Heb. <i>he’emarta</i> uncertain.</i> this day that יהוה is your God, in whose ways you will walk, whose laws and commandments and rules you will observe, and whom you will obey."
Deuteronomy 28:50,"a ruthless nation, that will show the influential<sup>*</sup><i class='footnote'><b>influential </b>Taking Heb. <i>zaqen</i> as a term of socioeconomic status; trad. “old.” See the Dictionary under “elder.”</i> no regard and the vulnerable<sup>*</sup><i class='footnote'><b>vulnerable </b>Taking the Heb. term as referring to socioeconomic status; trad. “young.” See previous note and the Dictionary under <i>na‘ar</i>.</i> no mercy."
Deuteronomy 31:12,"Gather the people—men, women, children,<sup>*</sup><i class='footnote'><b>men, women, children </b>Or “householders, wives, [other] dependents.” Cf. 2.34; 3.6. See the Dictionary under “householder” and <i>ṭaph</i>.</i> and the strangers in your communities—that they may hear and so learn to revere your God יהוה and to observe faithfully every word of this Teaching."
Deuteronomy 32:15,So Jeshurun grew fat and kicked—<br/>You grew fat and gross and coarse<sup>*</sup><i class='footnote'><b>coarse </b>Meaning of Heb. <i>kasitha</i> uncertain.</i> —<br/>They forsook the God who made them<br/>And spurned the Rock of their support.<br/>
Deuteronomy 32:17,"They sacrificed to demons, no-gods,<br/>Gods they had never known,<br/>New ones, who came but lately,<br/>Who stirred not your forebears’ fears.<sup>*</sup><i class='footnote'><b>Who stirred not your forebears’ fears </b>Meaning of Heb. uncertain; Arabic <i>sha‘ara</i> suggests the rendering “Whom your forebears did not know.”</i> <br/>"
Deuteronomy 32:26,"I might have reduced them to naught,<sup>*</sup><i class='footnote'><b>I might have reduced them to naught </b>Lit. “I said, I will reduce…”; meaning of Heb. <i>’aph’ehem</i> uncertain.</i> <br/>Made their memory cease among humankind,<br/>"
Deuteronomy 32:31,"For their rock is not like our Rock,<br/>In our enemies’ own estimation.<sup>*</sup><i class='footnote'><b>In our enemies’ own estimation </b>I.e., as everyone must admit. For Heb. <i>pelilim</i> (“own estimation”) see Exod. 21.22; cf. Gen. 48.11.</i> <br/>"
Deuteronomy 32:43,"O nations, acclaim God’s people!<br/>For He’ll avenge the blood of His servants,<br/>Wreak vengeance on His foes,<br/>And cleanse His people’s land.<sup>*</sup><i class='footnote'><b>And cleanse His people’s land </b>Cf. Num. 35.33. Meaning of Heb. uncertain; Ugaritic <i>’udm‘t</i> “tears” suggests the rendering “And wipe away His people’s tears.” Cf. Isa. 25.8.</i> "
