Index Title,Yoma
Yoma 59a:1,"Altars] erfolge mit den Füßen, so würden alle zugeben, daß wir hinsichtlich des inneren vom äußeren folgern, ihr Streit aber besteht in folgendem: einer ist der Ansicht, die Umkreisung erfolge mit der Hand<sup>234</sup><i class=""footnote"">fn1106,Der Priester steht auf seinem Platze, u. nur die Sprengungen erfolgen rings um den Altar.</i>, und einer ist der Ansicht, die Umkreisung erfolge mit den Füßen. Wenn du willst, sage ich: alle sind der Ansicht, die Umkreisung erfolge mit der Hand, und ihr Streit besteht in folgendem: einer ist der Ansicht, man folgere hinsichtlich der Umkreisung mit der Hand von der Umkreisung mit den Füßen, und einer ist der Ansicht, man folgere dies nicht. – Ist R. Jose der Galiläer denn der Ansicht, die Umkreisung erfolge mit der Hand, wenn er im Schlußsatze lehrt, R. Elie͑zer sagt, er stand auf einer Stelle und entsündigte, so ist ja der erste Tanna nicht dieser Ansicht!? – Am richtigsten ist vielmehr unsere frühere Antwort: einer ist der Ansicht, die Umkreisung erfolge mit der Hand, und einer ist der Ansicht, die Umkreisung erfolge mit den Füßen. Wenn du aber willst, sage ich, ihr Streit bestehe in folgendem : einer ist der Ansicht, die Umkreisung des inneren Altars gleiche der Umkreisung des äußeren Altars, und einer ist der Ansicht, der ganze innere Altar stand auf dem Raume eines Horns des äußeren Altars<sup>235</sup><i class=""footnote"">fn1107,Jedes Horn des äußeren Altars hatte eine Quadratelle, die ganze Größe des inneren Altars.</i>."
Yoma 59a:2,"Es wird gelehrt: R. Jišma͑él sagte: Zwei Hochpriester waren vom ersten Tempel zurückgeblieben, einer erzählte, er habe die Umkreisung nur mit der Hand gemacht, und der andere erzählte, er habe die Umkreisung mit den Füßen gemacht. Dieser begründete seine Worte und jener begründete seine Worte. Dieser begründete seine Worte: die Umkreisung des inneren Altars gleicht der Umkreisung des äußeren Altars; jener begründete seine Worte: der ganze innere Altar stand auf dem Raume eines Horns des äußeren."
Yoma 59a:3,"R. E<small>LIE͑ZER SAGTE :</small> E<small>R STAND AN EINER</small> S<small>TELLE UND ENTSÜNDIGTE.</small> Wessen Ansicht vertritt unsere Mišna? – Die des R. Jehuda, denn es wird gelehrt: R. Meír sagte im Namen R. Elie͑zers, er stand auf einer Stelle, entsündigte, und auf alle sprengte er von oben nach unten, ausgenommen das schrägüber befindliche, auf das er von unten nach oben sprengte. R. Jehuda sagte im Namen R. Elie͑zers, er stand auf einer Stelle und entsündigte, und auf alle sprengte er von unten nach oben, ausgenommen das vor ihm befindliche, auf das er von oben nach unten sprengte, damit seine Kleider nicht schmutzig werden."
Yoma 59a:4,"D<small>ANN SPRENGTE ER AUF DEN</small> G<small>LANZ DES</small> A<small>LTARS.</small> Was heißt Glanz? Rabba b.R. Šila erwiderte: Die Mitte<sup>236</sup><i class=""footnote"">fn1108,Wörtl. die Hälfte, der Seiten wand.</i>des Altars, denn die Leute pflegen zu sagen: glänzt der Glanz, so ist es die Mitte des Tages. Man wandte ein: Wenn er sprengt, sprenge er nicht auf die Asche, auich nicht auf die Kohlen, vielmehr scharre er die Asche nach beiden Seiten und sprenge!? Vielmehr, erklärte Rabba b.R. Šila, auf das Dach des Altars, wie es heißt:<sup>237</sup><i class=""footnote"">fn1109,Ex. 24,10.</i><i>wie der Himmel selbst an Glanz</i><sup>238</sup><i class=""footnote"">fn1110,Cf. supra Fol. 15a Anm. 271.</i>."
Yoma 59a:5,"Es wird gelehrt: Hananja sagt, er sprenge<sup>239</sup><i class=""footnote"">fn1111,Die 7 Sprengungen gegen den Vorhang.</i>gegen die nördliche Seite: R. Jose sagt, er sprenge gegen die südliche Seite. – Worin besteht ihr Streit. – Einer ist der Ansicht, die Tür habe sich südlich befunden, und einer ist der Ansicht, die Tür habe sich nördlich befunden. – Alle stimmen überein, daß er auf das Dach an der Stelle sprenge, wo er mit den Sprengungen der Hörner auf gehört hat: aus welchem Grunde? – Die Schrift sagt :<sup>240</sup><i class=""footnote"">fn1112,Lev. 16,19.</i><i>er soll ihn reinigen und heiligen,</i> wo er ihn geheiligt, da !seine Reinigung<sup>241</sup><i class=""footnote"">fn1113,Durch die Sprengung gegen den Vorhang.</i>."
Yoma 59a:6,"D<small>EN</small> R<small>EST DES</small> B<small>LUTES GOSS ER AUF DAS WESTLICHE</small> F<small>UNDAMENT DES</small> <small>ÄUSSEREN</small> A<small>LTARS</small>. Denn die Schrift sagt :<sup>242</sup><i class=""footnote"">fn1114,Lev. 4,7.</i><i>das ganze Blut des Forren gieße er,</i> und wenn er herauskommt, stößt er zuerst auf dieses."
Yoma 59a:7,"D<small>ES ÄUSSEREN</small> A<small>LTARS GOSS ER AUF DAS SÜDLICHE</small> F<small>UNDAMENT</small>. Die Rabbanan lehrten:<sup>242</sup><i class=""footnote"">fn1113,Durch die Sprengung gegen den Vorhang.</i><i>Das Fundament des Altars,</i> das ist das südliche Fundament. Du sagst, das südliche Fundament, vielleicht ist dem nicht so, sondern das westliche Fundament!? Ich will dir sagen, hinsichtlich seines Herabsteigens von der Altarrampe ist es von seinem Herauskommen aus dem Tempel zu folgern: wie es bei seinem Herauskommen aus dem Tempel in der Nähe erfolgt, nämlich am westlichen Fundamente, ebenso erfolge es auch bei seinem Herabsteigen von der Altarrampe in der Nähe, nämlich am südlichen Fundamente."
Yoma 59a:8,"Es wird gelehrt: R. Jišma͑él sagt, beides am westlichen Fundamente, R. Šimo͑n b.Joḥaj sagt, beides am südlichen Fundamente. – Allerdings ist R. Jišma͑él der Ansicht, man folgere hinsichtlich dessen, wobei es nicht angegeben ist, von dem, wobei es angegeben<sup>243</sup><i class=""footnote"">fn1115,Beim inneren Altar wird angegeben, daß das Blut auf das westliche Fundament auszugießen sei, nicht aber beim äußeren.</i>ist, was ist aber der Grund des R. Šimo͑n b. Joḥaj? R. Aši erwiderte: Er ist der Ansicht, die Tür habe sich südlich befunden. In der Schule R. Jišma͑éls wurde im Namen der Schule des R. Šimo͑n b.Joḥaj gelehrt: Das eine und das andere am südlichen Fundamente. Als Merkzeichen diene dir: die Männer zogen den Mann heran<sup>244</sup><i class=""footnote"">fn1116,Die Schule RŠ.s gewann RJ. für ihre Ansicht.</i>."
Yoma 59a:9,B<small>EIDES VERMISCHTE SICH IM</small> K<small>ANAL UND GELANGTE</small> &<small>C.</small> Die Rabbanan lehrten: Beim Blute begeht man eine Veruntreuung – so R. Meír und
Yoma 59b:1,"R. Šimo͑n; die Weisen sagen, man begehe daran keine Veruntreuung. Sie streiten nur, ob rabbanitisch, nach der Tora aber begeht man daran keine Veruntreuung. Woher dies? U͑la erwiderte: Die Schrift sagt:<sup>245</sup><i class=""footnote"">fn1117,Lev. 17,11.</i><i>euch</i>, es gehört euch. In der Schule R. Šimo͑ns lehrten sie: <sup>245</sup><i class=""footnote"">fn1116,Die Schule RŠ.s gewann RJ. für ihre Ansicht.</i><i>Zur Sühne</i>, ich habe es zur Sühne bestimmt, nicht aber zur Veruntreuung. R. Joḥanan erklärte: Die Schrift sagt:<sup>245</sup><i class=""footnote"">fn1116,Die Schule RŠ.s gewann RJ. für ihre Ansicht.</i><i>es</i>, es ist vor der Sühne, was nach der Sühne: wie man nach der Sühne daran keine Veruntreuung begeht, ebenso begeht man vor der Sühne daran keine Veruntreuung. – Vielleicht nach der Sühne, was vor der Sühne: wie man vor der Sühne daran eine Veruntreuung begeht, ebenso begeht man daran eine Veruntreuung nach der Sühne!? – Du hast nichts, woran man eine Veruntreuung begeht, nachdem das Gebot damit ausgeübt worden ist. – Etwa nicht, dies war ja beim Abheben der Asche<sup>246</sup><i class=""footnote"">fn1118,Vom Altar; sie ist zur Nutznießung verboten, somit begeht man daran eine Veruntreuung.</i> der Fall!? – Vom Abheben der Asche und den Priestergewändem lehren"
Yoma 60a:1,"zwei Schriftyerse dasselbe<sup>247</sup><i class=""footnote"">fn1119,Sowohl bei der abgehobenen Asche als auch bei den Priestergewändem heißt es, daß der Priester sie an Ort u. Stelle zurücklasse.</i>, und wenn zwei Schriftverse dasselbe lehren, so ist von diesen nichts zu entnehmen. – Allerdings nach den Rabbanan, die erklären :<sup>248</sup><i class=""footnote"">fn1120,Lev. 16,23.</i><i>er lege sie da nieder,</i> dies lehre, daß sie verwahrt werden<sup>249</sup><i class=""footnote"">fn1121,Sie dürfen nicht mehr benutzt werden.</i>müssen, wie ist es aber nach R. Dosa zu erklären, welcher sagt, die [hoch]priesterlichen Gewänder seien für einen gemeinen Priester verwendbar!? – Vom Abheben der Asche und vom genickbrochenen<sup>250</sup><i class=""footnote"">fn1122,Cf. Dt. 21,1ff.; auch dieses muß an Ort und Stelle begraben werden.</i>Kalbe lehren zwei Schriftverse dasselbe, und wenn zwei Schriftverse dasselbe lehren, so ist von diesen nichts zu entnehmen. – Allerdings nach demjenigen, welcher sagt, es sei nichts zu entnehmen, wie ist es aber nach demjenigen zu erklären, welcher sagt, es sei wohl zu entnehmen!? – Bei diesen sind zwei Ausschließungen vorhanden :<sup>251</sup><i class=""footnote"">fn1123,Lev. 6,3.</i><i>er lege sie</i>, und :<sup>252</sup><i class=""footnote"">fn1124,Dt. 21,6.</i><i>dem das Genick gebrochen wurde</i>. – Wozu sind beim Blute alle drei Schriftverse<sup>253</sup><i class=""footnote"">fn1125,Die oben bei den 3 Erklärungen aufgezählt werden.</i>nötig? – Einer schließt es vom Übriggebliebenen<sup>254</sup><i class=""footnote"">fn1126,Das Essen von übriggebliebenem Opferfleische ist nach Ablauf der dafür bestimmten Frist verboten, übriggebliebenes Blut ist nur als Blut, nicht aber als Übriggebliebenes verboten; durch den Genuß desselben begeht man nur eine Sünde.</i>aus, einer schließt es von der Veruntreuung aus und einer schließt es von der Unreinheit<sup>255</sup><i class=""footnote"">fn1127,Es ist verboten, Opferfleisch in Unreinheit zu essen; cf. Anm. 254.</i>aus. Es ist aber kein Schriftvers nötig, es von der Verwerflichkeit auszuschließen, denn wir haben gelernt, daß man wegen des Verwerflichen schuldig sei, wenn die Sache Erlaubtmachendes<sup>256</sup><i class=""footnote"">fn1128,Durch die Sprengung werden die Opferglieder für den Altar erlaubt (zur Verbrennung), ebenso das Fleisch für den Eigentümer zum Essen durch das Fortgießen des Blutes.</i>hat, ob für Menschen oder für den Altar, während das Blut andere Erlaubtmachendes ist."
Yoma 60a:2,"<sup>vii</sup><b>W</b><small>ENN ER VON ALL DEN</small> D<small>IENSTVERRICIITUNGEN DES</small> V<small>ERSÖHNUNGSTAGES</small>, <small>DIE IN IHRER</small> R<small>EIHENFOLGE AUFGEZÄHLT SIND, EINE</small> [<small>SPÄTERE</small>] <small>FRÜHER</small> [<small>ALS DIE ANDERE</small>] <small>VERRICHTET HAT, SO HAT ER NICHTS GETAN</small>. H<small>AT ER DAS</small> B<small>LUT DES</small> B<small>OCKES VOR DEM</small> B<small>LUTE DES</small> F<small>ARREN</small> [<small>GESPRENGT</small>], <small>SO SPRENGE ER NACH DEM</small> B<small>LUTE DES</small> F<small>ARREN DAS</small> B<small>LUT DES</small> B<small>OCKES ABERMALS</small>. I<small>ST VOR</small> B<small>EENDIGUNG DER</small> S<small>PRENGUNGEN INNERHALB</small> [<small>DES</small> A<small>LLERHEILIGSTEN</small>] <small>DAS</small> B<small>LUT AUSGEGOSSEN WORDEN, SO HOLE ER ANDERES</small> B<small>LUT UND BEGINNE</small> [<small>DIE</small> S<small>PRENGUNGEN</small>] <small>INNERHALB VON VORNE</small>. E<small>BENSO IM</small> T<small>EMPELSCHIFFE UND EBENSO AM GOLDENEN</small> A<small>LTAR, DENN SIE SIND ALLE BESONDERE</small> E<small>NTSÜNDIGUNGEN FÜR SICH</small>. R. E<small>LEA͑ZAR UND</small> R. Š<small>IMO͑N SAGEN, WO ER UNTERBROCHEN HAT, DA BEGINNE ER</small>."
Yoma 60a:3,"GEMARA. Die Rabbanan lehrten: Wenn er von all den Dienstverrichtungen des Versöhnungstages, die in ihrer Reihenfolge aufgezählt sind, eine [spätere] früher [als die andere] verrichtet hat, so hat er nichts getan. R. Jehuda sagte: Dies gilt nur von den Dienstverrichtungen, die innerhalb in weißen Gewändern zu erfolgen haben, bei Dienstverrichtungen aber, die außerhalb in weißen Gewändern zu erfolgen haben, ist, wenn er eine [spätere] früher [als die andere] verrichtet hat, was geschehen ist, giltig. R. Neḥemja sagte: Dies sagten sie nur von Dienstverrichtungen, die sowohl innerhalb als auch außerhalb in weißen Ge»־ wändern zu erfolgen haben, bei Dienstverrichtungen aber, die außerhalb in goldenen Gewändern zu erfolgen haben, ist, was geschehen ist, giltig. R. Joḥanan sprach: Beide folgerten sie es aus ein und demselben"
Yoma 60b:1,"Schriftverse:<sup>257</sup><i class=""footnote"">fn1129,Lev. 16,34.</i><i>das soll euch als eine Satzung für alle Zeiten gelten. daß einmal im Jahre &c</i>. R. Jehuda ist der Ansicht, [dies beziehe sich] auf den Ort, da die Sühne einmal im Jahre erfolgt, und R. Neḥemja ist der Ansicht, auf die Dinge, durch die einmal im Jahre die Sühne erfolgt<sup>258</sup><i class=""footnote"">fn1130,Sowohl der Ort als auch die Kleider.</i>. – Wird denn, nach R. Jehuda, hier von einem Orte gesprochen!? – Vielmehr, folgendes ist der Grund R. Jehudas: es heißt <i>das</i> und es heißt <i>einmal,</i> eines schließt die weißen Gewänder<sup>259</sup><i class=""footnote"">fn1131,Die Dienstverrichtungen, die in diesen erfolgen.</i>außerhalb aus und eines schließt die goldenen Gewänder aus. – Und R. Neḥemjal? – Eines schließt die goldenen Gewänder aus und eines schließt das zurückbleibende [Blut] aus, daß es nämlich davon<sup>260</sup><i class=""footnote"">fn1132,Von der Einhaltung der Reihenfolge beim Fortgießen desselben.</i>nicht abhängig ist. – Und R. Jehuda!? – Ist [die Reihenfolge bei anderen<sup>261</sup><i class=""footnote"">fn1133,Dienstverrichtungen außerhalb in weißen Gewändern.</i>] unerläßlich, so ist sie [auch hierbei] unerläßlich, und ist sie [bei anderen] nicht unerläßlich, so ist sie [auch hierbei] nicht unerläßlich. Wie gelehrt wird: <sup>262</sup><i class=""footnote"">fn1134,Lev. 16,20.</i><i>Wenn er vollendet hat die Sühne des Heiligtums,</i> hat er gesühnt – so hat er es vollendet, hat er nicht gesühnt, so hat er es nicht vollendet – so R. A͑qiba. R. Jehuda sprach zu ihm: Weshalb sollten wir nicht auslegen: hat er vollendet, so hat er gesühnt, hat er nicht vollendet, so hat er nicht<sup>263</sup><i class=""footnote"">fn1135,Das W. ‘vollendet’ steht ja vor dem W. ‘Sühne’.</i>gesühnt, wenn er nämlich eine von den Sprengungen fortgelassen hat, so hat er nichts getan. Und auf unsere Frage, welchen Unterschied es zwischen ihnen gebe, [wurde erwidert, hierüber streiten] R. Joḥanan und R.JehoŠua͑ b.Levi; einer sagt, ein Unterschied bestehe zwischen ihnen nur in der Art der Auslegung, und einer sagt, ein Unterschied bestehe zwischen ihnen, ob es von zurückbleibenden [Blute] abhängig<sup>264</sup><i class=""footnote"">fn1136,Nach RJ. hängt die Sühne von der Vollendung ab, auch vom Fortgießen des zurückbleibenden Blutes.</i>ist. – Kann R. Joḥanan dies<sup>265</sup><i class=""footnote"">fn1137,Daß es nach RN. vom zurückbleibenden Blute nicht abhängig sei.</i>denn gesagt haben, er sagte ja, R. Neḥemja lehre nach demjenigen, welcher sagt, es sei vom zurückbleibenden [Blute] abhängig!? – Das ist ein Ein wand."
Yoma 60b:2,"R. Ḥanina sagte: Wenn er die Händefülle vom Räucherwerke vor dem Schlachten des Farren abgehoben hat, so hat er nichts getan. – Also nicht nach R. Jehuda, denn, wenn nach R. Jehuda, so sagt er ja, das Wort <i>Satzung</i> beziehe sich nur auf Dienstverrichtungen, die innerhalb in weißen Gewändern verrichtet werden. – Du kannst auch sagen, nach R. J ehuda, denn das, was zur [Dienstverrichtung] innerhalb erforderlich ist, gleicht [der Dienstverrichtung] innerhalb. – Wir haben gelernt: Ist vor der Beendigung der Sprengungen innerhalb das Blut ausgegossen worden, so hole er anderes Blut und beginne [die Sprengungen] innerhalb von vorne. Wenn dem nun so wäre, so müßte es ja heißen: er beginne mit dem Abheben der Händefülle!? – Vom Räucherwerke"
Yoma 61a:1,spricht er nicht.
Yoma 61a:2,"U͑la sagte: Hat er den Bock vor dem Blutsprengen des Farren geschlachtet, so hat er nichts getan. – Wir haben gelernt: Hat er das Blut des Bockes vor dem Blute des Farren [gesprengt], so sprenge er nach dem Blute des Farren das Blut des Bockes abermals. Wenn dem nun so wäre, so müßte es ja heißen: er schlachte ihn abermals!? – U͑la erklärte, dies beziehe sich auf die Sprengungen im Tempelschiffe, und ebenso erklärte R. Aphes, dies beziehe sich auf die Sprengungen im Tempelschiffe."
Yoma 61a:3,"E<small>BENSO IM</small> T<small>EMPELSCHIFFE UND EBENSO AM GOLDENEN</small> A<small>LTAR &C.</small> Die Rabbanan lehrten :<sup>266</sup><i class=""footnote"">fn1138,Lev. 16,33.</i><i>Er sühne das Heilige des Heiligtums</i>, das ist das Allerheiligste; <i>das Offenbarungszelt,</i> das ist das Tempelschiff; <i>den Altar</i>, dem Worte gemäß; <i>soll er sühnen</i>, das sind die Vorhöfe; <i>die Priester</i>, dem Worte gemäß; <i>das Volk,</i> das sind die Jisraéliten; <i>soll er sühnen,</i> das sind die Leviten. Sie alle gleichen einander bei der einen Entsündigung, denn sie alle werden wegen anderer Sünden<sup>267</sup><i class=""footnote"">fn1139,Die Verunreinigung des Tempels wird dagegen für die Priester durch das Blut des Farren u. für die Jisraéliten durch das Blut des Bockes gesühnt.</i>durch den fortzuschickenden Bock entsündigt – so R. Jehuda. R. Šimo͑n sagte: Wie das innerhalb [zu sprengende] Blut des Bockes Jisraél Sühne schafft wegen Verunreinigung des Tempels und seiner heiligen [Opfer], ebenso schafft das Blut des Farren den Priestern Sühne wegen Verunreinigung des Tempels und seiner heiligen [Opfer]; und wie ferner das Sündenbekenntnis über dem fortzuschickenden Bocke Jisraél Sühne schafft wegen anderer Sünden, ebenso schafft das Sündenbekenntnis über dem Farren den Priestern Sühne wegen anderer Sünden."
Yoma 61a:4,"Die Rabbanan lehrten :<sup>262</sup><i class=""footnote"">fn1133,Dienstverrichtungen außerhalb in weißen Gewändern.</i><i>Wenn er vollendet hat die Sühne des Heiligtums,</i> das ist das Allerheiligste; <i>des Offenbarungszeltes</i>, das ist das Tempelschiff; <i>des Altars</i>, dem Worte gemäß; dies lehrt, daß für diese alle besondere Entsündigungen erforderlich sind. Hieraus folgerten sie, daß, wenn er einen Teil der Sprengungen innerhalb vollzogen hat und das Blut ausgegossen worden ist, er anderes Blut holen und die Sprengungen innerhalb von vorne beginnen müsse. R. Elea͑zar und R. Šimo͑n sagen, wo er unterbrochen hat, da beginne er. Wenn er die Sprengungen innerhalb beendet hat und das Blut ausgegossen worden ist, so hole er anderes Blut und beginne mit den Sprengungen im Tempelschiffe. Wenn er einen Teil der Sprengungen im Tempelschiffe vollzogen hat und das Blut ausgegossen worden ist, so hole er anderes Blut und beginne [die Sprengungen] im Tempelschiffe von vorne. R. Elea͑zar und R. Šimo͑n sagen, er beginne da, wo er unterbrochen hat. Wenn er die Sprengungen im Tempelschiffe beendet hat und das Blut ausgegossen worden ist, so hole er anderes Blut und beginne mit den Sprengungen des Altars. Wenn er einen Teil der Sprengungen des Altars vollzogen hat und das Blut ausgegossen worden ist, so hole er anderes Blut und beginne die Sprengungen des Altars von vorne. R. Elea͑zar und R. Šimo͑n sagen, wo er unterbrochen hat, da beginne er. Wenn er die Sprengungen des Altars beendet hat und das Blut ausgegossen worden ist, so ist dies, wie alle übereinstimmen, kein Hindernis. R. Johan an sagte: Beide folgerten sie es aus ein und demselben Schriftverse:<sup>268</sup><i class=""footnote"">fn1140,Ex. 30,10.</i><i>vom Blute des Sündopfers zur Entsündigung</i>. <i>einmal im Jahre</i>. R. Meír erklärt: ich habe es dir nur von einem Sündopfer gesagt, nicht aber von zwei Sündopfern; R. Elea͑zar und R. Šimo͑n erklären: ich habe es dir nur von einer Entsündigung gesagt, nicht aber von zwei<sup>269</sup><i class=""footnote"">fn1141,Sie darf nicht unterbrochen werden.</i>."
Yoma 61a:5,"Es wird gelehrt: Rabbi sagte: Mich lehrte R. Ja͑qob einen Unterschied beim Log<sup>270</sup><i class=""footnote"">fn1142,Sc. Öl, zum Sprengen bei der Darbringung eines Aussätzigen-Speisopfers (cf. Ley. 14,21ff.), daß sie nämlich über diese Sprengungen nicht streiten.</i>. – [Streiten sie] etwa darüber nicht, es wird ja gelehrt: Wenn er die Sprengungen innerhalb zum Teil vollzogen hat und das Lag [Öl] ausgegossen worden ist, so hale er ein anderes Log und beginne die Sprengungen im Tempelschiffe von vorne. R. Elea͑zar und R. Šimo͑n sagen, wo er unterbrochen hat, da beginne er. Wenn er die Sprengungen im Tempelschiffe beendet hat und das Log [Öl], ausgegossen worden ist, so hole er ein anderes Log und beginne mit dem Besprengen der Daumen von vorne. Wenn er einen Teil der Besprengungen der Daumen vollzogen hat, und das Log [Öl] ausgegossen worden ist, so hole er ein anderes Log und beginne mit den Besprengungen der Daumen von vorne. R. Elea͑zar und R. Šimo͑n sagen, wo er unterbrochen hat, da beginne er. Wenn er die Besprengungen der Daumen beendet hat und das Log ausgegossen worden ist, so bilden die Besprengungen des Kopfes, wie alle übereinstimmen, kein Hindemis? – Lies: mich lehrte R. Ja͑qob [diesen Streit] auch beim Log."
Yoma 61a:6,"Der Meister sagte: Die Besprengungen des Kopfes bilden kein Hirn dernis. Aus welchem Grunde: wollte man sagen, weil es heißt:<sup>271</sup><i class=""footnote"">fn1143,Lev. 14,29.</i><i>was vom Öl zurückbleibt,</i> so heißt es ja auch:<sup>272</sup><i class=""footnote"">fn1144,Ib. 2,10.</i> <i>was vom Speisopfer zurückbleibt</i> ist dies etwa auch hierbei kein Hindernis!? – Anders ist es da, denn es heißt :<sup>273</sup><i class=""footnote"">fn1145,Ib. 14,17.</i><i>vom übrigen,</i> und: <i>was zurückbleibt</i>."
Yoma 61a:7,R. Johan an sagte: Wenn er das Schuldopfer eines Aussätzigen auf
Yoma 61b:1,"einen anderen Namen<sup>274</sup><i class=""footnote"">fn1146,Nicht als Schuldopfer.</i>geschlachtet hat, so gelangen wir zum Streite zwischen R. Meír und R. Elea͑zar und R. Šimo͑n; nach R. Meír, welcher sagt, er müsse anderes holen und von vorne beginnen, muß er auch hierbei ein anderes [Opfer] holen und schlachten, und nach R. Elea͑zar und R. Šimo͑n, welche sagen, er beginne da, wo er unterbrochen hat, gibt es hierbei für ihn kein Mittel. R. Ḥisda Wandte ein: Es heißt ja: <sup>275</sup><i class=""footnote"">fn1147,Lev. 14,12; nur dieses Opfer, das zusammen mit dem Log Öl geschwungen wurde, ist tauglich, u. dies sollte auch nach RM. gelten.</i><i>es</i>!? – Dies ist ein Ein wand. Übereinstimmend mit R. Joḥanan wird gelehrt: Wenn er das Schuldopfer eines Aussätzigen auf einen anderen Namen geschlachtet, oder vom Blute nicht auf die Daumen gesprengt hat, so kommt es auf den Altar und benötigt des Gußopfers, jedoch ist ein anderes Schuldopfer erforderlich, um [den Aussätzigen] tauglich zu machen. – Und R. Ḥisda!? – Er kann dir erwidern: es ist zwar erforderlich jedoch gibt es dafür kein Mittel. – Sollte denn der Autor gelehrt haben, es sei erforderlich, wo es für ihn kein Mittel gibt!? – Allerdings. Es wird auch gelehrt: Der kahle Naziräer benötigt, wie die Schule Šammajs sagt, des Haarschneidens<sup>276</sup><i class=""footnote"">fn1148,Wörtl. des Hinüberfahrens eines Schermessers; der Naziräer muß sich nach Ablauf der Frist das Haar schneiden; cf. Num. 6,5 ff.</i>, und, wie die Schule Hillels sagt, nicht des Haarschneidens. Hierzu sagte R. Abina: Wenn die Schule Šammajs sagt, er benötige, [so heißt dies], es gebe für ihn kein<sup>277</sup><i class=""footnote"">fn1149,Da er kein Haar hat.</i>Mittel. Er streitet somit gegen R. Pedath, denn R. Pedath sagte: Die Schule Šammajs und R. Elie͑zer lehrten das gleiche. Die Schule Šammajs lehrte das, was wir eben gesagt haben, und R. Elie͑zer lehrte folgendes: Hat er<sup>278</sup><i class=""footnote"">fn1150,Der Aussätzige, dem der rechte Daumen u. der rechte Zeh mit dem Blut des Opfers zu bestreichen sind.</i>keinen Daumen und keinen großen Zeh, so kann er niemals rein werden. R. Elie͑zer<sup>279</sup><i class=""footnote"">fn1151,Besser in der Parallelstelle Naz. Fol. 46b: so RE.</i>sagt, man tue es ihm auf die betreffende Stelle, und der Pflicht ist Genüge getan; R. Šimo͑n sagt, hat er es auf die linken getan, so hat er seiner Pflicht genügt."
Yoma 61b:2,"Die Rabbanan lehrten :<sup>280</sup><i class=""footnote"">fn1152,Lev. 14,14.</i><i>Der Priester nehme vom Blute des Schuldopfers</i>; man könnte glauben, mit einem Gefäße, so heißt es: <i>und er tue</i>. wie das Hinauftun mit dem Selbst des Priesters<sup>281</sup><i class=""footnote"">fn1153,Dh. mit den Händen.</i>geschieht, ebenso das Nehmen mit dem Selbst des Priesters. Man könnte glauben, ebenso auch bei [den Sprengungen] des Altars, so heißt es :<sup>282</sup><i class=""footnote"">fn1154,Lev. 14,13.</i><i>denn gleich dem Sündopfer ist auch das Schuldopfer &c.</i>, wie beim Sündopfer ein Gefäß erforderlich<sup>283</sup><i class=""footnote"">fn1155,Cf. Zeb. Fol. 97b.</i>ist, ebenso ist beim Schuldopfer ein Gefäß erforderlich. Es ergibt sich dir also, daß das Blut vom Schuldopfer des Aussätzigen zwei Priester auf nehmen, einer mit der Hand und einer mit einem Gefäße; der es mit einem Gefäße aufnimmt, begibt sich zum Altar, und der es mit der Hand auf nimmt, begibt sich zum Aussätzigen."
Yoma 61b:3,"Dort haben wir gelernt: Diese alle<sup>284</sup><i class=""footnote"">fn1156,Die Farren u. Ziegenböcke, wenn das Blut ausgegossen wurde u. andere herangeholt worden sind.</i>machen die Kleider unrein und sind im Aschenraume<sup>285</sup><i class=""footnote"">fn1157,Außerhalb des ‘heiligen Lagers’; cf. Lev. 16,27.</i>zu verbrennen – so R. Elea͑zar und R. Šimo͑n. Die Weisen sagen, nur die letzten machen die Kleider unrein und sind im Aschenraume zu verbrennen, weil mit diesen die Sühne beendet wurde."
Yoma 61b:4,"Raba fragte R. Nahman: Wieviel Böcke<sup>286</sup><i class=""footnote"">fn1158,Wenn das Blut ausgegossen u. andere Paare Ziegenböcke zum Losen herangeholt worden sind.</i>schicke er fort? Dieser erwiderte:"
