Index Title,Chagigah
Chagigah 7a:3,"«Man darf nicht geteilt erscheinen &amp;c.» R. Joseph glaubte zu erklären: wenn jemand zehn Söhne hat, so dürfen nicht heute fünf und morgen fünf erscheinen; Abajje sprach aber zu ihm: Dies ist ja selbstverständlich,"
Chagigah 7b:1,"welche willst du als säumig und welche willst du als eifrig bezeichnen!? Vielmehr ist der Schriftvers auf [eine Lehre] der Anderen zu beziehen, denn es wird gelehrt: Andere sagen, der Kotsammler, der Kupfererzgräber und der Gerber seien vom Erscheinen frei, denn es heißt: <i>deine ganze Mannschaft</i>, der mit deiner ganzen Mannschaft gehen kann, ausgenommen diese, die nicht mit deiner ganzen Mannschaft gehen können."
Chagigah 7b:2,"<sup>iii</sup> <b>B</b><small>RANDOPFER SIND AM</small> H<small>ALBFESTE VON</small> P<small>ROFANEM DARZUBRINGEN</small>, H<small>EILSOPFER AUCH VOM</small> [<small>ZWEITEN</small>] Z<small>EHNTEN; AM ERSTEN</small> T<small>AGE DES</small> P<small>ESAḤFESTES, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, VON</small> P<small>ROFANEM, UND WIE DIE</small> S<small>CHULE</small> H<small>LLLELS SAGT, AUCH VOM</small> [<small>ZWEITEN</small>] Z<small>EHNTEN</small> <sup>iv</sup>. J<small>ISRAÉLITEN GENÜGEN IHRER</small> P<small>FLICHT AUCH MIT</small> G<small>ELOBTEM UND</small> G<small>ESPENDETEM UND</small> V<small>IEHZEHNTEN,</small> P<small>RIESTER AUCH MIT</small> [<small>DEM</small> A<small>NTEILE</small>] <small>VON</small> S<small>ÜND- UND</small> S<small>CHULDOPFERN,</small> E<small>RSTGEBORENEM UND</small> B<small>RUST</small>$fn122<small>UND</small> K<small>EULE, JEDOCH NICHT MIT</small> G<small>EFLÜGEL- UND</small> S<small>PEISOPFERN</small>."
Chagigah 7b:3,"GEMARA. Demnach sind nur am Halbfeste Brandopfer von Profanem darzubringen, am Feste aber auch vom [zweiten] Zehnten; weshalb denn, dieses ist ja ein Pflichtopfer, und das Pflichtopfer ist ja nur von Profanem darzubringen!? Wolltest du sagen, er lehre uns damit, daß Brandopfer nur am Halbfeste und nicht am Feste darzubringen sind, so würde dies ja die Ansicht der Schule Šammajs$fn123vertreten!? Wir haben nämlich gelernt: Die Schule Šammajs sagt, man bringe [am Feste] Heilsopfer dar und stütze$fn124nicht, jedoch keine Brandopfer; die Schule Hilleis sagt, man bringe Heilsopfer und Brandopfer dar und stütze auch. – [Unsere Mišna] ist lückenhaft und muß wie folgt lauten: Gelobte und gespendete Brandopfer dürfen am Halbfeste, jedoch nicht am Feste dargebracht werden, das Besuchsbrandopfer aber auch am Feste. Dieses darf nur von Profanem dargebracht werden, das Heilsopfer der Festfreude aber auch vom [zweiten] Zehnten; das Festopfer am ersten Tage des Pesaḥfestes, wie die Schule Šammajs sagt, von Piofanem, und wie die Schule Hillels sagt, auch vom [zweiten] Zehnten. Ebenso wird auch gelehrt: Gelobte und gespendete Brandopfer dürfen am Halbfeste, jedoch nicht am Feste dargebracht werden, das Besuchsbrandopfer aber auch am Feste. Dieses darf nur von Profanem dargebracht werden, das Heilsopfer der Festfreude aber auch vom [zweiten] Zehnten; das Festopfer am ersten Tage des Pesaḥfestes, wie die Schule Šammajs sagt, von Profanem, und wie die Schule Hillels sagt, auch vom [zweiten] Zehnten. – Wodurch unterscheidet sich das Festopfer am ersten Tage des Pesaḥfestes? R. Aši erwiderte: Er lehrt uns folgendes: nur das Festopfer des fünfzehnten [Nisan], nicht aber das Festopfer des vierzehnten$fn125"
Chagigah 8a:1,". Er ist somit der Ansicht, das Festopfer des vierzehnten sei kein Gebot der Tora."
Chagigah 8a:2,"Der Meister sagte: Und wie die Schule Hillels sagt, auch vom [zweiten] Zehnten. Weshalb denn, dieses ist ja ein Pflichtopfer, und das Pflichtopfer ist ja nur von Profanem darzubringen!? U͑la erwiderte: Zum Anschluß$fn126. Ḥizqija sagt, man nehme ein Tier zum Tiere und nicht Geld zum Gelde, und R. Joḥanan sagt, man nehme Geld zum Gelde$fn127und nicht ein Tier zum Tiere. Es gibt eine Lehre übereinstimmend mit Ḥizqija, und es gibt eine Lehre übereinstimmend mit R. Joḥanan. Es gibt eine Lehre übereinstimmend mit R. Joḥanan :$fn128<i>Nach Maßgabe,</i> dies lehrt, daß man seine Pflichtopfer von Profanem darbringe. Woher, daß man, wenn man will, mischen$fn129darf? Es heißt: $fn128<i>je nachdem der Herr, dein Goti, dich segnet</i>. Es gibt eine Lehre übereinstimmend mit Ḥizqija: <i>Nach Maßgabe,</i> dies lehrt, daß man seine Pflichtopfer von Profanem darbringe. Die Schule Šammajs sagt, am ersten [Fest]tage von Profanem, an den folgenden auch vom [zweiten] Zehnten; die Schule Hilleis sagt, das erste Essen$fn130von Profanem, die folgenden auch vom [zweiten] Zehnten. An den übrigen Tagen des Pesaḥfestes genügt man seiner Pflicht auch mit dem [zweiten] Viehzehnten. – Weshalb nicht am [ersten] Festtage? R. Aši erwiderte: Man könnte verleitet werden, den Zehnten am Feste abzusondern, was wegen des Rotstriches$fn131verboten ist. – Wieso ist es erwiesen, daß <i>missath [Maßgabe]</i> ‘Profanes’ bedeute? – Es heißt :$fn132<i>der König Aḥašveroš legte dem Lande einen Tribut [mas] auf.</i>"
Chagigah 8a:3,"J<small>ISRAÉLITEN GENÜGEN IHRER</small> P<small>FLICHT AUCH MIT</small> G<small>ELOBTEM UND</small> G<small>ESPENDETEM</small>. Die Rabbanan lehrten :$fn133<i>Du sollst dich an deinem Feste freuen,</i> dies schließt jede Art Freude als Festfreude ein. Hieraus folgerten die Weisen, daß Jisraéliten ihrer Pflicht genügen mit Gelobtem, Gespendetem und Viehzehnten, und Priester mit [dem Anteile] von Sünd- und Schuldopfern, Erstgeborenem und Brust und Keule. Man könnte glauben, auch mit Geflügel- und Speisopfern, so heißt es: <i>du sollst dich an deinem Feste freuen,</i> nur mit dem, wovon das Festopfer darzubringen ist, ausgenommen"
Chagigah 8b:1,"dieses, von denen das Festopfer$fn134nicht darzubringen ist. R. Aši sagte; Dies geht schon aus [dem Worte] <i>dich freuen</i> hervor: ausgenommen diese, die keine Freude$fn135veranlassen. – Wofür verwendet R. Aši [das Wort] <i>an deinem Feste</i>? – Für eine Lehre des R. Daniél b. Qaṭṭina, denn R. Daniél b. Qaṭṭina lehrte im Namen Rabhs : Woher, daß man am Feste nicht heirate? Es heißt: <i>du sollst dich an deinem Feste freuen,</i> nicht aber an deiner Frau."
Chagigah 8b:2,"<sup>v</sup> <b>W</b><small>ER VIELE</small> M<small>ITSPEISENDE UND WENIG</small> G<small>ÜTER</small>$fn136<small>HAT, BRINGE MEHR</small> H<small>EILSOPFER UND WENIGER BRANDOPFER DAR; WER VIEL GÜTER UND WENIG</small> M<small>ITSPEISENDE HAT, BRINGE MEHR</small> B<small>RANDOPFER UND WENIGER</small> H<small>EILSOPFER DAR.</small> V<small>ON DEM, DER VON DIESEN UND JENEN WENIG HAT, HEISST ES: EINE</small> [<small>BEZIEHUNGSWEISE</small>] <small>ZWEI</small> S<small>ILBER</small> [<small>MAA͑</small>]; <small>VON DEM, DER VON DIESEN UND JENEIN VIEL HAT, HEISST ES</small> :$fn137<i>jeder, was er zu geben vermag, je nach dem Segen, den dir der Herr, dein Gott gegeben hat.</i>"
Chagigah 8b:3,"GEMARA. Woher bringe er mehr Heilsopfer, er hat ja nichts!? R. Ḥisda erwiderte: Er lege zusammen$fn138und bringe einen großen Farren dar. R. Šešeth sprach zu ihm: Sie sagten ja, man nehme ein Tier zum Tiere!? – Was meint er damit; wollte man sagen, er meine es wie folgt: sie sagten ja, man nehme ein Tier zum Tiere, nicht aber Geld zum Gelde, so sollte er sagen: man dürfe kein Geld zum Gelde nehmen!? – Er meint es vielmehr wie folgt: sie sagten ja, man dürfe auch ein Tier zum Tiere nehmen. Also nicht nach Ḥizqija und nicht nach R. Joḥanan$fn139!? Wolltest du sagen, nur die Amoraïm streiten hierüber$fn140und nicht die Barajthoth$fn141, so heißt es ja, das erste Essen müsse von Profanem sein!? – Unter ‘erstes Essen’ ist der Betrag des ersten Essens zu verstehen."
Chagigah 8b:4,"U͑la sagte: Reš Laqiš sagt, wer zehn Stück Vieh als Festopfer abgesondert und am ersten Festtage fünf dargebracht hat, bringe die anderen fünf am zweiten Festtage dar, und R. Joḥanan sagt, da er unterbrochen hat, bringe er die anderen fünf überhaupt nicht mehr$fn142dar. R. Abba sagte: Sie streiten aber nicht; einer spricht von dem Falle, wenn er nichts erklärt hat, und einer von dem Falle, wenn er es$fn143erklärt hat. – In welchem Falle, wenn er nichts erklärt hat: wollte man sagen, wenn er am [ersten] Tage sie darzubringen keine Zeit mehr hatte, so hat er sie ja deshalb nicht dargebracht, weil er keine Zeit mehr hatte, und wollte man sagen, wenn er keine Mitspeisenden hatte, so hat er sie ja deshalb nicht dargebracht, weil er keine Mitspeisenden hatte!? In dem Falle, wenn er am [ersten] Tage Zeit und Mitspeisende hatte, und wenn er sie dennoch nicht dargebracht hat, so hat er sie wohl absichtlich zurückgelassen. Dies ist auch einleuchtend, denn als Rabin kam, sagte er im Namen R. Joḥanans : Wer zehn Stück Vieh als Festopfer abgesondert und am ersten nur fünf dargebracht hat, bringe am zweiten die übrigen fünf dar. Nun befindet sich ja [R. Joḥanan] mit sich selbst in einem Widersprüche!? Wahrscheinlich gilt das eine, wenn er nichts erklärt hat, und das andere, wenn er es erklärt hat. Schließe hieraus. Es wurde auch gelehrt : R. Šamen b. Abba sagte im Namen R. Joḥanans :"
Chagigah 9a:1,"Sie lehrten dies$fn144nur von dem Falle, wenn es noch nicht zuende war, wenn er aber zuende war, beende er die Darbringung. – Was heißt ‘zuende’: wollte man sagen, wenn seine Opfer zuende sind, was sollte er denn darbringen!? Doch wohl, wenn der Tag nicht zuende war, wenn er aber zuende$fn145war, bringe er [die übrigen am nächsten Tage] dar."
Chagigah 9a:2,"<sup>vi</sup> <b>W</b><small>ER DAS</small> F<small>ESTOPFER AM ERSTEN</small> T<small>AGE DES</small> F<small>ESTES NICHT DARGEBRACHT HAT, BRINGE ES IM</small> L<small>AUFE DES GANZEN</small> F<small>ESTES DAR, AUCH NOCH AM LETZTEN</small> T<small>AGE</small>$fn146<small>DES</small> [H<small>ÜTTEN</small>]<small>FESTES.</small> I<small>ST DAS</small> F<small>EST VORÜBER, OHNE DASS ER ES DARGEBRACHT HAT, SO IST ER NICHT ERSATZPFLICHTIG; HIERÜBER HEISST ES:</small>$fn147 <i>Krummes kann nicht gerade werden, Fehlendes kann nicht mitgezählt werden</i> <sup>vii</sup>. R. Š<small>IMO͑N B.</small> M<small>ENASJA SAGTE:</small> W<small>AS HEISST</small> K<small>RUMMES, DAS NICHT GERADE WERDEN KANN</small>? W<small>ENN JEMAND EINEN INZESTUÖSEN</small> B<small>EISCHLAF AUSGEÜBT UND EIN</small> H<small>URENKIND GEZEUGT HAT.</small> W<small>OLLTE MAN ES AUF</small> D<small>IEBSTAHL UND</small> R<small>AUB BEZIEHEN, SO KANN MAN JA</small> [<small>DIE</small> S<small>ACHE</small>] <small>ZURÜCKGEBEN UND ES GUT MACHEN</small>. R. Š<small>IMO͑N B</small>. J<small>OḤAJ SAGTE</small> : K<small>RUMMES KANN NUR DAS HEISSEN, WAS VORHER GERADE WAR UND KRUMM WURDE.</small> W<small>AS IST DIES?</small> W<small>ENN EIN</small> S<small>CHRIFTGELEHRTER SICH VON DER</small> T<small>ORA ABWENDET</small>."
Chagigah 9a:3,"GEMARA. Woher dies? – R. Joḥanan sagte im Namen R. Jišma͑éls: Beim siebenten [Tage] des Pesaḥfestes heißt es <i>Festversammlung</i> und beim achten [Tage] des Hüttenfestes heißt es <i>Festversammlung,</i> wie bei jenem hinsichtlich der Nachholung, ebenso bei diesem hinsichtlich der Nachholung. Und es$fn148ist entbehrlich, denn wenn es nicht entbehrlich wäre, so könnte man einwenden : der siebente Tag des Pesaḥfestes unterscheidet sich nicht von den vorangehenden, während der achte des Hüttenfestes sich von den vorangehenden unterscheidet$fn149. Man wende dies aber nicht ein, da es entbehrlich ist. Merke, ‘Festversammlung’ heißt ja die Arbeit$fn150einstellen, und da es schon heißt :$fn151<i>du sollst keinerlei Arbeit verrichten,</i> wozu sagt der Allbarmherzige <i>Festversammlung</i>!? Es ist also entbehrlich. Der Autor der folgenden Lehre entnimmt dies hieraus:$fn152<i>Ihr sollt es als Fest des Herrn feiern, sieben Tage lang;</i> man könnte glauben, man bringe alle sieben Tage Festopfer dar, so heißt es <i>es,</i> nur an diesem hast du Festopfer darzubringen, nicht aber hast du an allen sieben Tagen Festopfer darzubringen. Wieso aber heißt es <i>sieben</i>? Hinsichtlich der Nachholung. Woher, daß man, wenn man am ersten Tage des Festes das Festopfer nicht dargebracht hat, es im Laufe des ganzen Festes darbringe, sogar am letzten Tage des [Hütten]festes? Es heißt:$fn152<i>im siebenten Monate sollt ihr es feiern</i>. Wenn im siebenten Monate, so könnte man glauben, im Laufe des ganzen Monats, so heißt es <i>es,</i> nur an diesem hast du das Festopfer darzubringen, nicht aber hast du außerhalb desselben das Festopfer darzubringen."
Chagigah 9a:4,"Welcher Art ist diese Nachholung? R. Joḥanan sagt, sie$fn153seien alle ein Ersatz des ersten, und R. Oša͑ja sagt, jeder sei ein Ersatz für den vorangehenden. – Worin besteht der Unterschied? R. Zera erwiderte: Ein Unterschied besteht zwischen ihnen in dem Falle, wenn jemand am ersten Tage lahm war und am zweiten normal wurde. R. Joḥanan sagt, sie seien alle ein Ersatz des ersten, und da er am ersten ungeeignet war, ist er auch am zweiten ungeeignet; R. Oša͑ja aber sagt, jeder sei ein Ersatz des vorangehenden, somit ist er, wenn er auch am ersten ungeeignet war, am zweiten wohl geeignet. – Kann R. Joḥanan dies denn gesagt haben, Ḥizqija sagte ja, wenn er$fn154am Tage unrein wurde, bringe er [ein Opfer] dar, und wenn nachts, bringe er keines dar, und R. Joḥanan sagte, auch wenn nachts, bringe er eines dar!? R. Jirmeja erwiderte: Anders ist die Unreinheit, bei der es eine Nachholung am zweiten Pesaḥfeste$fn155gibt. R. Papa wandte ein : Allerdings nach demjenigen,"
Chagigah 9b:1,"welcher sagt, das zweite Pesaḥfest sei ein Ersatz des ersten, wie ist es aber nach demjenigen zu erklären, welcher sagt, das zweite Pesaḥfest sei ein Fest für sich!? Vielmehr, erklärte R. Papa, R. Joḥanan ist der Ansicht, durch die Nacht fehlt nichts von der Frist$fn156. – Kann R. Joḥanan dies denn gesagt haben, R. Joḥanan sagte ja, wenn [der Flußbehaftete] einmal nachts und zweimal am Tage [Fluß] bemerkt, bringe er [ein besonderes Opfer]$fn157dar, wenn zweimal nachts und einmal am Tage, bringe er keines dar. Wenn du nun sagst, R. Joḥanan sei der Ansicht, durch die Nacht fehle nichts von der Frist, so sollte er [ein besonderes Opfer] darbringen, auch wenn er ihn zweimal nachts und einmal am Tage bemerkt hat!? – R. Joḥanan sagte dies nach der Ansicht desjenigen, welcher sagt, durch die Nacht fehle nichts von der Frist. – Nach dessen Ansicht ist es ja selbstverständlich!? – Nötig ist dies wegen des Falles, wenn er ihn zweimal am Tage und einmal nachts bemerkt hat; man könnte glauben, man entscheide nach dem Einwände R. Šišas, des Sohnes R. Idis, so lehrt er uns, daß man nach R. Joseph entscheide$fn158."
Chagigah 9b:2,"I<small>ST DAS</small> F<small>EST VORÜBER, OHNE DASS ER ES DARGEBRACHT HAT, SO IST ER NIGHT ERSATZPFLICHTIG; HIERÜBER HEISST ES:</small> <i>Krummes kann nicht gerade werden, Fehlendes kann nicht mitgezählt werden.</i> Bar He He sprach zu Hillel: Wieso ‘mitgezählt’, es sollte ja ‘nachgeholt’ heißen!? Dies spricht vielleicht von einem, den seine Genossen zu einer guten Handlung mitgezählt haben und er sich ausschließt. Ebenso wird auch gelehrt: <i>Krummes kann nicht gerade werden,</i> wenn einer das Šema͑lesen des Morgens oder das des Abends, oder das Morgengebet oder das Abendgebet ausgesetzt hat; <i>Fehlendes kann nicht mitgezählt werden,</i> wenn einen seine Genossen zu einer guten Handlung mitgezählt haben und er sich ausschließt."
Chagigah 9b:3,"Bar He He sprach zu Hillel: Es heißt:$fn159<i>ihr werdet wieder den Unterschied sehen zwischen dem Frommen und dem Gottlosen, zwischen dem, der Gott dient, und dem, der ihm nicht dient</i>. Frommer ist ja dasselbe, was der, der Gott dient, und Gottloser ist ja dasselbe, was der, der ihm nicht dient!? Dieser erwiderte: Der ihm dient, und der ihm nicht dient, können beide fromm sein; wer nämlich seinen Abschnitt hundertmal wiederholt, ist nicht mit dem zu vergleichen, der seinen Abschnitt hundertundeinmal wiederholt. Jener sprach: Wegen des einen Mals sollte er heißen einer, der ihm nicht dient!? Dieser erwiderte: Geh und lerne dies in der Straße der Eseltreiber; zehn Parasangen um einen Zuz, elf Parasangen um zwei Zuz."
Chagigah 9b:4,"Elijahu sprach zu Bar He He, und wie manche sagen, zu R. Elea͑zar: Es heißt :$fn160<i>siehe, ich habe dich geschmolzen, aber nicht wie Silber, ich habe dich geprüft im Schmelzofen des Elends;</i> dies lehrt, daß der Heilige, gepriesen sei er, unter allen guten Eigenschaften herumsuchte, um sie Jisraél zu geben, doch fand er [für sie] nichts weiter als die Armut. Šemuél, nach anderen R. Joseph, sagte: Das ist es, was die Leute sagen: Armut ziemt den Juden wie ein roter Gurt einem weißen Pferde."
Chagigah 9b:5,"R. Š<small>IMO͑N B.</small> M<small>ENASJA SAGTE</small> : W<small>AS HEISST</small> K<small>RUMMES, DAS NICHT GERADE WERDEN KANN?</small> W<small>ENN JEMAND EINEN INZESTUÖSEN</small> B<small>EISCHLAF AUSGEÜBT UND EIN</small> H<small>URENKIND GEZEUGT HAT</small> &amp;<small>C</small>. Nur, wenn er gezeugt hat, nicht aber, wenn er nicht gezeugt hat, dagegen wird ja aber gelehrt: R.Šimo͑n b. Menasja sagte: Hat jemand gestohlen, so kann er das Gestohlene zurückgeben und es gut machen, hat jemand geraubt, so kann er das Geraubte zurückgeben und es gutmachen, wenn jemand aber einer verheirateten Frau beigewohnt und sie dadurch ihrem Manne verboten gemacht hat, so wird er aus der Welt verdrängt und geht zugrunde. R. Šimo͑n b. Joḥaj sagte: Man sagt nicht: Untersucht$fn161das Kamel, untersucht das Schwein, sondern: Untersucht das Lamm. Auch hier ist der Fall zu verstehen, wenn ein Schriftgelehrter sich von der Tora abwendet. R. Jehuda b. Laqiš sagte: Über einen Schriftgelehrten, der sich von der Tora abwendet, spricht die Schrift :$fn162<i>wie ein Vogel, der von seinem Neste geflohen ist, also ein Mann, der flüchtig wird aus seiner Heimat</i>. Ferner heißt es: $fn163<i>was haben eure Väter Unrechtes an mir gefunden, daß sie sich von mir entfernt haben</i>!? – Das ist kein Widerspruch; eines gilt von einer ledigen Schwester, und eines gilt von einer verheirateten Frau. Wenn du willst, sage ich: beides von einer verheirateten Frau, dennoch besteht"
Chagigah 10a:1,"hier kein Widerspruch; eines, wenn gewaltsam$fn164, und eines, wenn willig. Wenn du aber willst, sage ich: beides, wenn gewaltsam, dennoch besteht hier kein Widerspruch; denn eines gilt von einer Priestersfrau$fn165und eines von einer Jisraélitenfrau."
Chagigah 10a:2,"$fn166<i>Für den Aus- und Einziehenden gibt es keinen Frieden.</i> Rabh sagte: Sobald jemand von der Halakha fortgeht, so gibt es für ihn keinen Frieden mehr. Šemuél sagte: Wenn jemand sich vom Talmud zur Mišna wendet. R. Joḥanan sagte: Sogar wenn von Talmud zu Talmud$fn167."
Chagigah 10a:3,"<sup>viii</sup> <b>D</b><small>IE</small> A<small>UFLÖSUNG VON</small> G<small>ELÜBDEN SCHWEBT IN DER</small> L<small>UFT UND HAT NICHTS, WORAUF ES SICH STÜTZEN</small>$fn168<small>KÖNNTE.</small> D<small>IE</small> G<small>ESETZE ÜBER DEN</small> Š<small>ABBATH, ÜBER DIE</small> F<small>ESTOPFER UND ÜBER DIE</small> V<small>ERUNTREUUNGEN</small>$fn169<small>SIND WIE</small> B<small>ERGE, DIE AN EINEM</small> H<small>AARE HÄNGEN; NUR WENIG IN DER</small> S<small>CHRIFT</small> [<small>BEHANDELT</small>], <small>SIND ZAHLREICH IHRE</small> B<small>ESTIMMUNGEN.</small> D<small>AS</small> Z<small>IVILRECHT,</small> [<small>DIE</small> G<small>ESETZE ÜBER DEN</small>] T<small>EMPELDIENST,</small> [<small>DIE</small> G<small>ESETZE ÜBER</small>] R<small>EINHEIT UND</small> U<small>NREINHEIT UND DIE</small> I<small>NZESTGESETZE HABEN, WORAUF SIE SICH STÜTZEN; SIE SIND</small> K<small>ERNSTÜCKE DER</small> T<small>ORA</small>."
Chagigah 10a:4,"GEMARA. Es wird gelehrt: R. Elie͑zer sagte: Es hat, worauf es sich stützt, denn es heißt zweimal:$fn170<i>wenn jemand [ein Gelübde] ausspricht;</i> einmal [deutet es] auf das Geloben und einmal auf die Auflösung. R.Jehošua͑ sagte: Es hat, worauf es sich stützt, denn es heißt:$fn171<i>was ich in meinem Zorne geschworen habe;</i> ich habe es in meinem Zorne geschworen, bin aber davon zurückgetreten$fn172. R. Jiçḥraq sagte : Es hat, worauf es sich stützt, denn es heißt :$fn173<i>jeder, den sein Herz dazu treibt</i>$fn174. Ḥananja, Bruderssohn des R. Jehošua͑, sagte: Es hat, worauf es sich stützt, denn es heißt :$fn175<i>ich habe geschworen und hielt</i>$fn176<i>es, deine gerechten Ordnungen zu beobachten</i>. R. Jehuda sagte im Namen Šemuéls: Wenn ich da wäre, so würde ich zu ihnen gesagt haben : Mein [Beleg] ist besser als eure. Es heißt:$fn177<i>er soll sein Wort nicht brechen,</i> er selbst darf es nicht brechen, andere aber dürfen es ihm brechen. Raba sprach: All diese [Belege] sind zu widerlegen, ausgenommen der des Šemuél, der nicht zu widerlegen ist. Gegen den des R. Elie͑zer [ist einzuwenden] : vielleicht ist er nach R. Jehuda im Namen R. Tryphons zu erklären, denn es wird gelehrt : R. Jehuda sagte im Namen R. Tryphons : Keiner von beiden$fn178ist Naziräer, weil das Nazirat bestimmt ausgesprochen werden$fn179muß. Gegen den des R. Jehošua͑ [ist einzuwenden] : vielleicht meint er es wie folgt: ich habe in meinem Zorne geschworen und trete davon nicht zurück. Gegen den des R. Jiçḥaq [ist einzuwenden] : vielleicht schließt dies nur die Lehre Šemuéls aus, denn Šemuél sagte: Hat er es im Herzen beschlossen, so muß er es auch aus den Lippen hervorbringen. Dies lehrt nun: obgleich er es nicht aus den Lippen hervorgebracht hat. Gegen den des Ḥananja, des Bruderssohnes R. Jehošua͑s, [ist einzuwenden] : vielleicht deutet dieser auf die Lehre R. Gidels im Namen Rabhs, denn R. Gidel sagte im Namen Rabhs : Woher, daß man die Gebote auszuüben schwöre? Es heißt: <i>ich habe geschworen und hielt es, deine gerechten Ordnungen zu beobachten</i>. Der des Šemuél ist aber nicht zu widerlegen. Raba, nach anderen R. Naḥman b. Jiçḥaq, sagte: Das ist es, was die Leute sagen: Besser ein scharfes Pfefferkorn als ein Korb voll Kürbisse."
Chagigah 10a:5,"D<small>IE</small> G<small>ESETZE ÜBER DEN</small> Š<small>ABBATH</small>. Diese stehen ja in der Schrift geschrieben !? – Dies bezieht sich auf eine Lehre R. Abbas, denn R. Abba sagte: Wer am Šabbath eine Vertiefung gräbt und nur die Erde braucht, ist frei$fn180. – Also nach R. Šimo͑n, welcher sagt, man sei wegen einer an sich nicht nötigen Arbeit frei!? – Du kannst auch sagen, nach R. Jehuda, denn da$fn181ist [die Tätigkeit] eine verbessernde, hierbei aber eine verschlechternde. – Wieso heißt es demnach :$fn182Berge, die an einem Haare hängen!? – Die Tora hat nur die bezweckte Arbeit$fn183verboten, und daß"
Chagigah 10b:1,"die Arbeit eine bezweckte sein muß, ist in der Schrift nicht geschrieben."
Chagigah 10b:2,"D<small>IE</small> F<small>ESTOPFER</small>. Diese stehen ja in der Schrift geschrieben!? – Dieser$fn184ist so zu erklären, wie R.Papa zu Abajje sagte: Woher, daß [der Schriftvers] :$fn152<i>ihr sollt es als Fest des Herrn feiern,</i> ein Festopfer meint, vielleicht befiehlt der Allbarmherzige eine Feier abzuhalten!? – Es heißt auch:$fn185sie <i>sollen mir in der Wüste ein Fest feiern;</i> demnach wäre auch hier zu verstehen, eine Feier abhalten!? Wolltest du sagen, dem sei auch so, so heißt es ja:$fn186da <i>sprach Moše: Du selbst mußt uns Schlacht- und Brandopfertiere mitgeben</i>!? – Vielleicht meint es der Allbarmherzige wie folgt: esset und trinket, und feiert vor mir ein Fest$fn187!? – Dies ist nicht einleuchtend, denn es heißt :$fn188<i>das Fett meines Fest[opfers] soll nicht bis zum nächsten Morgen übernachten,</i> und was soll hierbei das Fett, wenn du sagen wolltest, darunter$fn189sei nur eine Feier zu verstehen!? – Vielleicht aber meint es der Allbarmherzige wie folgt: das Fett [von Opfern], die am Feste dargebracht werden, soll nicht übernachten!? – Sollte es demnach nur am Feste nicht übernachten, wohl aber das ganze Jahr, während es ja heißt:$fn190<i>die ganze Nacht hindurch bis zum Morgen</i>!? – Aus diesem [Verse] würde man nur das Gebot entnommen haben, daher schrieb der Allbarmherzige jenen, wegen des Verbotes!? – Als Verbot gibt es einen anderen Schriftvers :$fn191<i>und vom Fleische, das du am ersten Tage am Abend schlachtest, darf nichts bis zum nächsten Morgen übernachten</i>. – Vielleicht deshalb, damit man dieserhalb zwei Verbote und ein Gebot übertrete!? – Vielmehr, es ist aus [dem Worte] <i>Wüste</i> zu folgern: hier heißt es: <i>sie sollen mir in der Wüste ein Fest feiern,</i> und dort$fn192heißt es: <i>habt ihr mir denn in der Wüste Schlacht- und Speisopfer dargebracht;</i> wie dort Schlachtopfer, ebenso auch hierbei Schlachtopfer. – Wieso heißt es demnach :$fn182wie Berge, die an einem Haare hängen!? – Weil nicht aus Worten der Propheten auf Worte der Tora zu folgern ist."
Chagigah 10b:3,"V<small>ERUNTREUUNGEN</small>. Diese stehen ja in der Schrift geschrieben!? Rami b. Ḥama erwiderte: Dies bezieht sich auf das, was wir gelernt haben: Hat der Beauftragte$fn193seinen Auftrag ausgeführt, so hat der Hausherr die Veruntreuung begangen, hat er seinen Auftrag nicht ausgeführt, so hat der Beauftragte die Veruntreuung begangen. Wieso hat nun jener die Veruntreuung begangen, falls dieser seinen Auftrag ausgeführt hat, kann denn einer eine Sünde begehen und der andere schuldig sein!? Deshalb heißt es: wie Berge, die an einem Haare hängen. Raba sprach: Was ist dies denn für ein Einwand: vielleicht ist die Veruntreuung anders, da diesbezüglich durch [das Wort] <i>Sünde</i>$fn194von der Hebe gefolgert wird: wie bei dieser der Beauftragte eines Menschen ihm selbst gleicht, ebenso gleicht auch bei jener der Beauftragte eines Menschen ihm selbst!? – Vielmehr, erklärte Raba, bezieht sich dies auf folgende Lehre: Erinnerte sich der Hausherr$fn195und der Beauftragte nicht, so hat der Beauftragte die Veruntreuung begangen. Was hat der arme Beauftragte getan!? Deshalb heißt es: wie Berge, die an einem Haare hängen. R. Aši sprach: Was ist dies für ein Einwand: so ist es bei jedem anderen, der [irrtümlich] Geld des Heiligtums für Profanes ausgibt$fn196!? Vielmehr, erklärte R. Aši, bezieht sich dies auf das, was wir gelernt haben: Hat jemand einen dem Heiligtume gehörigen Stein oder Balken genommen, so hat er keine Veruntreuung begangen; gab er ihn seinem Nächsten, so hat er eine Veruntreuung begangen, sein Nächster aber hat keine Veruntreuung begangen. Merke, er hat ihn ja genommen, was ist nun der Unterschied, ob er selbst oder sein Nächster [ihn behält]!? Deshalb heißt es: wie Berge, die an einem Haare hängen. – Was ist dies für ein Einwand: vielleicht ist dies nach Šemuél zu erklären, denn Šemuél sagte, hier handle es sich um einen Verwalter, dem die Bausteine anvertraut"
