Index Title,Makkot
Makkot 7a:4,"D<small>AS</small> S<small>YNEDRIUM IST KOMPETENT</small> &amp;<small>C</small>. Woher dies? – Die Rabbanan lehrten :$fn105<i>Diese[Bestimmungen] sollen euch als Rechtssatzung gelten, von Geschlecht zu Geschlecht</i>: wir lernen also, daß das Svnedrium kompetent sei im Lande und außerhalb des Landes. Wieso heißt es demnach :$fn106<i>in deinen Städten</i>? In deinen Städten mußt du Gerichtshöfe in jedem Bezirke und in jeder Stadt einsetzen, im Auslande aber nur in jedem Bezirke, nicht aber in jeder Stadt."
Makkot 7a:5,"E<small>IN</small> S<small>YNEDRIUM, DAS EINE</small> H<small>INRICHTUNG VOLLZIEHT</small> &amp;<small>C</small>. Sie fragten: Heißt es, wenn einmal in siebzig Jahren, ein verderbenbringendes, oder ist dies normal? – Dies bleibt unentschieden."
Makkot 7a:6,"R. T<small>RYPHON UND</small> R. A͑<small>QIBA SAGTEN</small>: W<small>ENN WIR SÄSSEN</small> &amp;<small>C</small>. Wie würden sie es gemacht haben? R. Joḥanan und R. Elea͑zar erklärten beide, [sie würden gefragt haben:] Habt ihr gesehen, ob er einen Totverletzten$fn107oder einen Unverletzten getötet hat? R. Aši sagte: Wenn er auch unverletzt befunden$fn108wird, [könnte man einwenden:] vielleicht befand sich die Verletzung an der Schnittstelle$fn109. Wie könnten sie es bei einem Inzestverbrechen machen? Abajje und Raba erklärten beide, [sie würden gefragt haben:] Habt ihr gesehen, ob es wirklich so erfolgt ist, wie der Schminkstift im Schminkrohr? – Wie würden die Rabbanan geurteilt haben? – Nach Šemuél, denn Šemuél sagte: Bei den Hurenden, wenn sie sich wie die Hurenden$fn110gehaben."
Makkot 7a:7,"<b>F</b>OLGENDE <small>MÜSSEN IN DIE</small> V<small>ERBANNUNG</small>$fn1: W<small>ER UNVORSÄTZLICH EINEN</small> M<small>ENSCHEN GETÖTET HAT</small>. <sup>i,1</sup> W<small>ENN JEMAND EINE</small> W<small>ALZE</small>$fn2 <small>SCHIEBT UND SIE AUF EINEN FÄLLT UND IHN TÖTET, ODER EIN</small> F<small>ASS HERABLÄSST UND ES AUF EINEN FÄLLT UND IHN TÖTET, ODER VON EINER</small> L<small>EITER HERABSTEIGT UND AUF EINEN FÄLLT UND IHN TÖTET, SO MUSS ER IN DIE</small> V<small>ERBANNUNG; WENN ABER JEMAND EINE</small> W<small>ALZE ZIEHT UND SIE AUF EINEN FÄLLT UND IHN TÖTET, ODER EIN</small> F<small>ASS HERAUFZIEHT UND DER</small> S<small>TRICK REISST UND</small>"
Makkot 7b:1,"<small>ES AUF EINEN FÄLLT UND IHN TÖTET, ODER AUF EINE</small> L<small>EITER STEIGT UND AUF EINEN FÄLLT UND IHN TÖTET, SO WIRD ER NIGHT VERBANNT</small>. D<small>IE</small> R<small>EGEL HIERBEI IST</small>: W<small>ENN BEIM</small> N<small>IEDERLASSEN, SO MUSS ER IN DIE</small> V<small>ERBANNUNG, WENN NICHT BEIM</small> N<small>IEDERLASSEN, SO MUSS ER NICHT IN DIE</small> V<small>ERBANNUNG</small>$fn3."
Makkot 7b:2,"GEMARA. Woher dies? Šemuél erwiderte: Die Schrift sagt:$fn4<i>auf ihn fallen lassen, sodaß er starb</i>, nur wenn im Fallen."
Makkot 7b:3,"Die Rabbanan lehrten: $fn5<i>Unvorsätzlich</i>, ausgenommen, wenn vorsätzlich. – Wenn vorsätzlich, so ist es ja selbstverständlich, dann ist er ja hinzurichten!? Vielmehr, [erklärte Raba], lies: ausgenommen, wenn er glaubte, es sei erlaubt. Abajje entgegnete ihm: Wenn er glaubte, es sei erlaubt, so ist dies ja ein Zwangsfall$fn6!? Dieser erwiderte: Ich bin der Ansicht, wenn jemand glaubte, es sei erlaubt, sei dies der Vorsätzlichkeit nahe. $fn7<i>Ohne Wissen</i>, ausgenommen, wenn absichtlich. – Wenn absichtlich, so ist dies ja selbstverständlich, dann ist er ja hinzurichten!? Raba erwiderte: Ausgenommen der Fall, wenn er in der Absicht, ein Vieh zu töten, einen Menschen getötet hat, oder einen Nichtjuden zu töten, einen Jisraéliten getötet hat, oder eine Fehlgeburt zu töten, einen Lebensfähigen getötet hat."
Makkot 7b:4,"Die Rabbanan lehrten. $fn8<i>Wenn von ungefähr</i>, ausgenommen, wenn von einer Ecke$fn9 aus; <i>ohne daß Feindschaft vorlag</i>, ausgenommen der Feind; <i>hat er ihn gestoßen</i>, wenn er ihn mit seinem Körper gestoßen hat; <i>oder [ein Gerät] auf ihn geworfen</i>, dies schließt das Niederlassen zum Zwecke des Hochhebens$fn10ein; <i>unabsichtlich</i>, ausgenommen der Fall, wenn man [den Gegenstand] nach dieser Seite werfen wollte und er nach jener Seite gefallen ist.$fn11<i>Wenn er es nicht beabsichtigt hat</i>, ausgenommen der Fall, wenn er zwei [Ellen] werfen wollte und vier geworfen hat.$fn12<i>Wenn einer mit seinem Nächsten in den Wald geht</i>; wie in den Wald sowohl der Beschädigte als auch der Beschädigende hineinzugehen befugt ist, ebenso auch in jedem anderen Falle, wenn da sowohl der Beschädigte als auch der Beschädigende hineinzugehen befugt ist."
Makkot 7b:5,"R. Abahu fragte R. Joḥanan: Wie ist es, wenn jemand auf eine Leiter steigt und unter ihm eine Sprosse sich löst und auf einen fällt und ihn tötet; heißt es in diesem Falle hochhebend oder niederlassend!? Dieser erwiderte: Du hast also den Fall berührt, wenn das Niederlassen zum Zwecke des Hochhebens erfolgt. Er wandte gegen ihn ein: Die Regel hierbei ist: wenn beim Niederlassen, so muß er in die Verbannung, wenn nicht beim Niederlassen, so muß er nicht in die Verbannung. [Die Worte] nicht beim Niederlassen’ schließen doch wohl einen solchen Fall ein!? – Auch nach deiner Auffassung schließen ja [die Worte] ‘wenn beim Niederlassen’ den Fall vom Schlächter ein, ebenso schließen auch jene den Fall vom Schlächter ein. Es wird nämlich gelehrt: Wenn ein Schlächter beim Fleischhauen [jemand getötet hat], so ist er, wie das Eine lehrt, wenn [beim Ausholen] nach vorn, schuldig, und wenn nach hinten, frei, wie ein Anderes lehrt, wenn nach hinten, schuldig, und wenn nach vorn, frei, wie ein Anderes lehrt, ob nach vorn oder nach hinten schuldig, und wie ein Anderes lehrt, ob nach vorn oder nach hinten frei. Jedoch widersprechen [diese Lehren] einander nicht; eine spricht von dem Falle, wenn es vorn beim Niederlassen und hinten beim Hochheben erfogt ist, eine von dem Falle, wenn vorn beim Hochheben und hinten beim Niederlassen, eine von dem Falle, wenn vorn und hinten beim Niederlassen, und eine von dem Fälle, wenn vorn und hinten beim Hochheben. Es ist anzunehmen, daß hierüber$fn13folgende Tannaím streiten: Wenn jemand auf eine Leiter steigt und unter ihm eine Sprosse sich löst [und einen tötet], so ist es, wie das Eine lehrt, schuldig, und wie ein Anderes lehrt, frei. Ihr Streit besteht wahrscheinlich in folgendem: einer ist der Ansicht, dies heiße ‘beim Niederlassen’, und einer ist der Ansicht, dies heiße ‘beim Hochheben’. – Nein, alle sind der Ansicht, dies heiße ‘beim Hochheben’, dennoch besteht hier kein Widerspruch; einer spricht von der Entschädigung$fn14und einer spricht von der Verbannung. Wenn du willst, sage ich: beide sprechen von der Verbannung, dennoch besteht hier kein Widerspruch; einer spricht von dem Falle, wenn sie wurmstichig war, und einer von dem Falle, wenn sie nicht wurmstichig war. Wenn du aber willst, sage ich: beide sprechen von dem Falle, wenn sie nicht wurmstichig war, dennoch besteht hier kein Widerspruch; einer spricht von dem Falle, wenn sie fest saß, und einer von dem Falle, wenn sie nicht fest saß."
Makkot 7b:6,"<b>W</b><small>ENN DAS</small> E<small>ISEN VOM</small> S<small>TIELE ABGLEITET UND JEMAND TÖTET, SO MUSS ER, WIE</small> R<small>ABBI SAGT, NICHT IN DIE</small> V<small>ERBANNUNG, UND WIE DIE</small> W<small>EISEN SAGEN, IN DIE</small> V<small>ERBANNUNG; WENN ES</small>$fn15<small>ABER VOM ZU SPALTENDEN</small> H<small>OLZE</small> [<small>ZURÜCKPRALLT</small>], <small>SO MUSS ER, WIE</small> R<small>ABBI SAGT, IN DIE</small> V<small>ERBANNUNG, UND WIE DIE</small> W<small>EISEN SAGEN, NICHT IN DIE</small> V<small>ERBANNUNG</small>. <sup>i,2</sup>"
Makkot 7b:7,"GEMARA. Es wird gelehrt: Rabbi sprach zu den Weisen: Heißt es denn:$fn16<i>und das Eisen gleitet ab von seinem Holze</i>, es beißt ja nur: <i>vom Holze</i>. Ferner wird oben$fn17von Holz gesprochen und unten wird ebenfalls von Holz gesprochen, wie nun oben das zu spaltende Holz, ebenso auch unten das zu spaltende Holz. R. Ḥija b. Aši sagte im Namen Rabhs: Beide folgerten sie ihre Ansichten aus einem Schriftverse. <i>Und das Eisen gleitet ab vom Holze</i>; Rabbi ist der Ansicht, die überlieferte [Schreibart] sei maßgebend, und diese lautet: <i>nišal</i>$fn18 [abgegleitet wird], und die Rabbanan sind der Ansicht, die Lesart sei maßgebend, und diese lautet: <i>našal</i> [selbst abgleitet$fn19]. – Ist denn Rabbi der Ansicht, die überlieferte"
Makkot 8a:1,"[Schreibart] sei maßgebend, R. Jiçḥaq b. R. Joseph sagte ja im Namen R. Joḥanans, daß Rabbi, R. Jehuda b. Roe͑ç, die Schule Šammajs, R. Šimo͑n und R. A͑qiba alle der Ansicht sind, die Lesart sei maßgebend!? – Deshalb sagte er auch ‘ferner’$fn20."
Makkot 8a:2,"R. Papa sagte: Wenn jemand eine Erdscholle gegen eine Dattelpalme wirft und Datteln herabfallen und einen töten, so haben wir den Streit zwischen Rabbi und den Rabbanan. – Selbstverständlich!? – Man könnte glauben, dies gelte [nach Rabbi] als indirekte Wirkung, so lehrt er uns. – Was gilt nun nach Rabbi als indirekte Wirkung? – Wenn jemand eine Erdscholle gegen eine Stange wirft und diese umfällt und einen Dattelkamm trifft, und Datteln herabfallen und einen töten."
Makkot 8a:3,"<sup>ii</sup> <b>W</b><small>ENN JEMAND EINEN</small> S<small>TEIN AUF ÖFFENTLICHES</small> G<small>EBIET GEWORFEN UND DIESER EINEN GETÖTET HAT, SO MUSS ER IN DIE</small> V<small>ERBANNUNG</small>. R. E<small>LIE͑ZER B.JA͑QOB SAGTE</small>: W<small>ENN NACHDEM DER</small> S<small>TERN AUS SEINER</small> H<small>AND GEKOMMEN WAR, JENER SEINEN</small> K<small>OPF HERVORGESTRECKT HAT UND GETROFFEN WURDE, SO IST ER FREI</small>. W<small>ENN JEMAND EINEN</small> S<small>TEIN IN SEINEN EIGENEN</small> H<small>OF GEWORFEN UND DIESER EINEN GETÖTET HAT, SO MUSS ER, WENN DER</small> B<small>ESCHÄDIGTE DA HINEINZUGEHEN BEFUGT WAR, IN DIE</small> V<small>ERBANNUNG, WENN ABER NICHT, SO MUSS ER NICHT IN DIE</small> V<small>ERBANNUNG, DENN ES HEISST</small>:$fn21<i>wenn einer mit seinem Nächsten in den Wald geht</i>; <small>WIE IN DEN</small> W<small>ALD SOWOHL DER</small> B<small>ESCHÄDIGTE ALS AUCH DER BESCHÄDIGENDE HINEINZUGEHEN BEFUGT IST</small>, [<small>EBENSO AUCH SONST, WENN SOWOHL DER</small> B<small>ESCHÄDIGTE ALS AUCH DER</small> B<small>ESCHÄDIGENDE DA HINEINZUGEHEN BEFUGT IST</small>]; a<small>USGENOMMEN IST DER PRIVATE</small> H<small>OF, IN DEN HINEINZUGEHEN NTCHT</small> [<small>JEDER</small>] <small>BEFUGT IST</small>. A<small>BBA</small> Š<small>AÚL SAGTE:</small> N<small>UR WENN</small> [<small>DIE</small> H<small>ANDLUNG</small>] <small>GLEICH DEM</small> H<small>OLZHAUEN EINE FREIGESTELLTE IST, AUSGENOMMEN IST EIN</small> V<small>ATER, DER SEINEN</small> S<small>OHN PRÜGELT, EIN</small> L<small>EHRER, DER SEINEN</small> S<small>CHÜLER ZÜCHTIGT, UND EIN GERICHTSDIENER</small>$fn22."
Makkot 8a:4,"GEMARA. Wenn nach öffentlichem Gebiete, so ist dies ja vorsätzlich!? R. Šemuél b. Jiçḥaq erwiderte: Wenn einer seine Wand niederreißt. – So sollte er doch aufpassen!? – Wenn er seine Wand nachts niederreißt. – Nachts sollte er ja ebenfalls aufpassen!? – Wenn er die Wand auf einen Schuttplatz wirft. – Was für ein Schuttplatz: verkehrt da das Publikum, so ist dies ja sein Verschulden, und verkehrt da das Publikum nicht, so ist dies ja ein Mißgeschick!? R. Papa erwiderte: Hier handelt es sich um einen Schuttplatz, auf den [Menschen] nachts abzutreten pflegen, nicht aber am Tage, es aber vorkommt, daß miancheir da auch am Tage abtritt; sein Verschulden ist dies nicht, da am Tage niemand da abzutreten pflegt, ein Mißgeschick ebenfalls nicht, da es vorkommt, daß mancher da [auch am Tage] abtritt."
Makkot 8a:5,"R. E<small>LIE͑ZER B</small>. J<small>A͑QOB SAGT</small> &amp;<small>C</small>. Die Rabbanan lehrten :$fn21<i>Und treffen wird</i>, ausgenommen der Fall, wenn jener sich treffen läßt. Hieraus folgerte R. Elie͑zer b. Ja͑qob, daß, wenn nachdem der Stein aus seiner Hand gekommen war, jener seinen Kopf hervorgestreckt hat und getroffen wurde, er frei sei. – Demnach ist unter <i>maça</i> [treffen] zu verstehen, wenn er da bereits vorher war; ich will auf einen Widerspruch hinweisen :$fn23<i>Und findet [maça]</i>, ausgenommen der Fall, wenn er es bereits$fn24hatte; er kann nicht ein fernliegendes [Feld] verkaufen und ein nahes einlösen, ein schlechtes [verkaufen] und ein gutes einlösen!? Raba erwiderte: Hier berücksichtige man den Zusammenhang des Schriftverses und dort berücksichtige man den Zusammenhang des Schriftverses. Dort berücksichtige man den Zusammenhang des Schriftverses: man vergleiche das ‘finden’ mit dem ‘erreichen seiner Hand’; wie unter ‘erreichen’ zu verstehen ist, erst jetzt, ebenso ist auch unter ‘finden’ zu verstehen, erst jetzt. Hier berücksichtige man ebenfalls den Zusammenhang des Schriftverses: man vergleiche das ‘treffen’ mit ‘Wald’; wie der Wald schon vorher vorhanden war, ebenso ‘treffen’, den, der da schon vorher anwesend war."
Makkot 8a:6,"<b>W</b><small>ENN JEMAND EINEN STEIN GEWORFEN</small> &amp;<small>C</small>. Einer von den Jüngern sprach zu Raba: Woher, daß [die Schrift] vom Holzhauen zu freigestelltem Zwecke spricht, vielleicht spricht sie vom Holzhauen [zum Bau] einer Festhütte oder für den Altar$fn25, dennoch sagt der Allbarmherzige, er müsse in die Verbannung!? Dieser erwiderte: Da man, wenn man gehauenes Holz vorfindet, es nicht zu hauen braucht, so ist [das Hauen] kein Gebot$fn26. Rabina wandte gegen Raba ein: Ausgenommen ist ein Vater, der seinen Sohn prügelt, ein Lehrer, der seinen Schüler züchtigt, und ein Gerichtsdiener. Hierbei ist ja ebenfalls einzuwenden: wenn er gelehrig ist, ist dies ja kein Gebot, somit ist es auch anderenfalls kein Gebot? – Hierbei ist es ein Gebot, auch wenn er gelehrig ist, denn es heißt :$fn27<i>züchtige deinen Sohn, so wird er dir Behagen gewähren und deiner Seele Leckerbissen reichen</i>. Später sagte Raba: Das, was ich gesagt habe, ist nichts$fn28. [Es heißt:] <i>wenn einer mit seinem Nächsten in den Wald geht</i>, also wenn es ihm hineinzugehen oder nicht hineinzugehen freisteht; wenn man nun sagen wollte, zum Zwecke einer gottgefälligen Handlung, so müßte er ja hineingehen. R. Ada b. Ahaba sprach zu Raba: Ist denn überall, wo es <i>wenn</i> heißt, nur eine freigestellte Handlung zu verstehen, es heißt ja :$fn29<i>wenn jemand unrein wird und sich nicht entsändigt;</i> also nur dann, wenn die Verunreinigung freigestellt ist, somit wäre der$fn30frei, der sich an einem Pflichttoten verunreinigt hat, an dem man sich verunreinigen muß!? – Anders ist es hierbei; die"
Makkot 8b:1,"Schrift sagt:$fn31<i>Er ist unrein</i>, in jedem Falle. – Dies ist ja aber für folgende Lehre nötig: <i>Er ist unrein</i>, dies schließt den ein, der am selben Tage untergetaucht$fn32ist;$fn31<i>seine Unreinheit haftet ihm an</i>, dies schließt den ein, dem noch die Sühne$fn32fehlt! ? Dieser erwiderte: Ich folgere dies aus [dem Worte$fn31<i>noch</i>. Manche beziehen dies auf das folgende :$fn33<i>Beim Pflügen und beim Mähen sollst du ruhen</i>. R. A͑qiba sagte: Da dies vom Pflügen und Ernten im Siebentjahre nicht nötig ist, denn es heißt bereits:$fn34<i>du darfst dein Feld nicht besäen und deinen Weinberg nicht beschneiden</i>, so beziehe man es auf das Pflügen im Vorsiebentjahre für das Siebentjahr und auf die Ernte des Siebentjahres im Nachsiebentjahre. R. Jišma͑él erklärte: Wie das Pflügen Freigestelltes ist, so auch das Mähen, wenn es Freigestelltes ist, ausgenommen das Mähen der Schwingegarbe, das Gebot ist. Hierzu sprach einer von den Jüngern zu Raba: Woher, daß hier vom freigestellten Pflügen gesprochen wird, vielleicht vom Pflügen, für die Schwingegarbe, das ein Gebot ist, dennoch sagt der Allbarmherzige, daß man ruhe!? Dieser erwiderte ihm: Da man, wenn man [das Feld] gepflügt vorfindet, es nicht zu pflügen braucht, so ist dies kein Gebot$fn35. Rabina wandte gegen Raba ein: Ausgenommen ist ein Vater, der seinen Sohn prügelt, ein Lehrer, der seinen Schüler züchtigt, und ein Gerichtsdiener. Weshalb denn, man sollte doch sagen: wenn er gelehrig ist, ist dies ja kein Gebot, somit ist dies auch andernfalls kein Gebot!? – Hierbei ist es ein Gebot, auch wenn er gelehrig ist, denn es heißt: <i>züchtige deinen Sohn, so wird er dir Behagen gewähren</i>. Später sagte Raba: Das, was ich gesagt habe, ist nichts$fn36; man vergleiche vielmehr das Mähen mit dem Pflügen, wie man nicht zu pflügen braucht, wenn man [das Feld] gepflügt vorfindet, ebenso wenn man es nicht zu mähen braucht, falls man es gemäht vorfindet; [bei der Schwingegarbe aber] ist es ja Gebot, sie zu mähen und darzubringen."
Makkot 8b:2,"<sup>iii,1</sup><b>D</b><small>ER</small> V<small>ATER MUSS WEGEN SEINES</small> S<small>OHNES</small>$fn37<small>UND DER</small> S<small>OHN MUSS WEGEN SEINES</small> V<small>ATERS IN DIE</small> V<small>ERBANNUNG</small>. J<small>EDERMANN MUSS WEGEN EINES</small> J<small>ISRAÉLITEN IN DIE</small> V<small>ERBANNUNG, UND EIN</small> J<small>ISRAÉLIT WEGEN EINES SOLCHEN, ABER NICHT WEGEN EINES</small> B<small>EISASSPROSELYTEN ; EIN</small> B<small>EISASSPROSELYT MUSS</small> (<small>NUR</small>) <small>WEGEN EINES</small> B<small>EISASSPROSELYTEN IN DIE</small> V<small>ERBANNUNG</small>."
Makkot 8b:3,"GEMARA. D<small>ER</small> V<small>ATER MUSS WEGEN SEINES</small> S<small>OHNES IN DIE</small> V<small>ERBANNUNG</small>. Du sagtest ja aber, ausgenommen sei ein Vater, der seinen Sohn prügelt!? – Wenn er gelehrig war. – Du sagtest ja aber, dies sei Gebot, auch wenn er gelehrig ist!? – Bei einem Handwerks-Lehrling$fn38. – Mit einem Handwerke lehrt er ihn ja seinen Lebensunterhalt$fn39!? – Wenn er bereits ein anderes gelernt hat."
Makkot 8b:4,"D<small>ER</small> S<small>OHN MUSS WEGEN DES</small> V<small>ATERS IN DIE</small> V<small>ERBANNUNG</small> &amp;<small>C</small>. Ich will auf einen Widerspruch hinweisen: <i>Der einen Menschen erschlagen</i>, ausgenommen, der seinen Vater erschlagen hat!? R. Kahana erwiderte: Dies ist kein Widerspruch; eines nach R. Šimo͑n und eines nach den Rabbanan. Nach R. Šimo͑n, welcher sagt, die Erdrosselung sei eine schwerere [Todesart] als die Enthauptung, ist nur für die unvorsätzliche mit der Enthauptung belegte Handlung eine Sühne bestimmt worden, nicht aber für die unvorsätzliche mit der Erdrosselung$fn40belegte Handlung, nach den Rabbanan aber, welche sagen, die Enthauptung sei eine schwerere [Todesart] als die Erdrosselung, ist auf die Tötung eines Vaters die Enthauptung gesetzt, und für die unvorsätzliche mit der Enthauptung belegte Handlung ist eine Sühne bestimmt worden. Raba erklärte: Ausgenommen der Fall, wenn jemand unvorsätzlich seinem Vater eine Verletzung$fn41beibringt; man könnte glauben, da darauf bei Vorsatz: die Todesstrafe gesetzt ist, müsse er bei Unvorsätzlichkeit in die Verbannung, so lehrt er uns."
Makkot 8b:5,"J<small>EDERMANN MUSS WEGEN EINES</small> J<small>ISRAÉLITEN IN DIE</small> V<small>ERBANNUNG</small> &amp;<small>C</small>. Was schließen [die Worte] ‘jedermann muß wegen eines Jisraéliten in die Verbannung’ ein? – Dies schließt einen Sklaven und einen Samaritaner ein. Wir lernen also das, was die Rabbanan gelehrt haben: Ein Sklave und ein Samaritaner müssen wegen eines Jisraéliten in die Verbannung und werden gegeißelt, und ein Jisraélit muß wegen eines Samaritaners [und eines Sklaven] in die Verbannung und wird gegeißelt. Allerdings muß ein Sklave oder ein Samaritaner wegen eines Jisraéliten in die Verbannung und wird gegeißelt; in die Verbannung, wenn er ihn getötet hat, gegeißelt, wenn er ihm geflucht hat; wieso aber muß ein Jisraélit wegen eines Samaritaners in die Verbannung und wird gegeißelt? Wohl verbannt, wenn er ihn getötet hat, wieso aber gegeißelt, wenn er ihm geflucht hat, [es heißt ja:]$fn42<i>einem Fürsten in deinem V olke sollst du nicht fluchen</i>, nur wenn er nach den Bräuchen deines Volkes handelt!? Vielmehr, erklärte R. Aḥa b. Ja͑qob, wenn er gegen ihn falsches Zeugnis abgelegt hat und als Falschzeuge überführt worden ist. – Ebenso beim Sklaven, wenn er gegen ihn falsches Zeugnis abgelegt hat und als Falschzeuge überführt worden ist; ist denn ein Sklave als Zeuge zulässig!? Vielmehr, erklärte R. Aḥa, Sohn des R. Iqa, handelt"
Makkot 9a:1,"es sich hier um den Fall, wenn er ihm einen Schlag versetzt hat, der keine Peruṭa wert$fn43ist. R. Ami sagte nämlich im Namen R. Joḥanans: Wer einem einen Schlag versetzt hat, der keine Peruṭa wert ist, ist zu geißeln. Und man vergleiche nicht das Schlagen mit dem Fluchen$fn44."
Makkot 9a:2,"A<small>BER NICHT WEGEN EINES</small> B<small>EISASSPROSELYTEN</small> &amp;<small>C</small>. Demnach gilt der Beisaßproselyt als Nichtjude; wie ist nun der Schlußsatz zu erklären: ein Beisaßproselyt muß wegen eines Beisaßproselyten in die Verbannung!? R. Kahana erwiderte: Das ist kein Widerspruch; eines, wenn ein Beisaßproselyt einen Beisaßproselyten getötet hat, und eines, wenn ein Beisaßproselyt einen Jisraéliten getötet$fn45hat. Manche weisen auf einen Widerspruch zwischen zwei Schriftversen hin; es heißt: <i>den Jisraéliten, sowie dem Fremden und dem Beisassen sollen diese sechs Städte dienen</i>; dagegen heißt es: <i>und es sollen euch diese Städte als Zuflucht dienen</i>, euch, nicht aber Fremden!? R. Kahana erwiderte: Das ist kein Widerspruch; eines, wenn ein Beisaßproselyt einen Jisraéliten getötet hat, und eines, wenn ein Beisaßproselyt einen Beisaßproselyten getötet hat. – Ich will auf einen Widerspruch hinweisen: Daher$fn46sind ein Proselyt und ein Nichtjude, die jemand getötet$fn47haben, hinzurichten. Er lehrt vom Proselyten ebenso wie vom Nichtjuden, wie nun ein Nichtjude hinzurichten ist, einerlei ob er einen seinesgleichen oder einen nicht seinesgleichen getötet hat, ebenso ist auch ein Proselyt hinzurichten, einerlei, ob er einen seinesgleichen oder einen nicht seinesgleichen getötet hat!? R. Ḥisda erwiderte: Das ist kein Widerspruch; dies, wenn er jemand im Niederlassen getötet hat, jenes, wenn er jemand im Hochheben getötet hat; im Niederlassen, in welchem Falle ein Jisraélit in die Verbannung muß, ist auch für ihn die Verbannung ausreichend, im Hochheben, in welchem Falle ein Jisraélit frei ist, ist er hinzurichten. Raba sprach zu ihm: Dies ist ja ein Absurdum: im Niederlassen, in welchem Falle ein Jisraélit in die Verbannung muß, ist auch für ihn die Verbannung ausreichend, und im Hochheben, in welchem Falle ein Jisraélit frei ist, sollte er hinzurichten sein!? Vielmehr, erklärte Raba, wenn er glaubte, dies sei erlaubt$fn48. Abajje sprach zu ihm: Wenn er glaubte, dies sei erlaubt, ist dies ja ein Zwangsfall!? Dieser erwiderte: Ich bin der Ansicht, die Annahme, es sei erlaubt, sei der Vorsätzlichkeit nahe. Sie richteten sich hierbei nach den von ihnen vertretenen Ansichten, denn es wurde gelehrt: Wenn er geglaubt hat, es sei ein Vieh, und es sich herausstellt, daß es ein Mensch ist, es sei ein Nichtjude, und es sich herausstellt, daß es ein Beisaßproselyt ist, so ist er, wie Raba sagt, schuldig, denn die Annahme, es sei erlaubt, ist der Vorsätzlichkeit nahe, und wie R. Ḥisda sagt, frei, denn die Annahme, es sei erlaubt, ist ein Zwangsfall. Raba wandte gegen R. Ḥisda ein:$fn49<i>Du mußt sterben wegen der Frau, die du weggenommen hast;</i> doch wohl durch Menschenhände$fn50!? – Nein, durch den Himmel. Dies ist auch zu beweisen, denn es heißt:$fn51<i>daß du dich gegen mich versündigtest</i>. – Es heißt ja auch:$fn52<i>und mich wider Gott versündigen</i>; nach deiner Auffassung wäre zu erklären: gegen Gott und nicht gegen Menschen$fn53!? Du mußt also sagen, die Bestrafung sei trotzdem den Menschen übertragen worden, ebenso ist auch hierbei die Bestrafung den Menschen übertragen worden. Abajje wandte gegen Raba ein :$fn54<i>Wirst du denn Unschuldige umbringen</i>$fn55!? – Dagegen erwiderte$fn56 man ihm auch: <i>So gib nun dem Manne seine Frau zurück</i>, denn er <i>ist</i>"
Makkot 9b:1,"<i>ein Prophet</i>. Sollte denn nur einem Propheten seine Frau zurückgegeben werden, nicht aber einem, der kein Prophet ist? Dies erkläre man vielmehr nach R. Šemuél b. Naḥmani im Namen R. Jonathans, er habe zu ihm wie folgt gesprochen: <i>So gib nun dem Manne seine Frau zurück</i>, auf jeden Fall; und auch deine Einwendung: <i>wirst du denn Unschuldige umbringen; er selber hat doch zu mir gesagt: sie ist meine Schwester</i>, [ist nichts,] denn er ist ein Prophet und lernte dies$fn57aus deinem Verhalten. Wenn ein Fremder in eine Stadt kommt, so frägt man ihn, ob er zu essen und zu trinken wünsche, nicht aber, ob [das Weib] seine Frau oder seine Schwester sei. Hieraus, daß eine Noaḥide hingerichtet werde, wenn er etwas lernen sollte, und nicht gelernt hat$fn58."
Makkot 9b:2,"<sup>iii,2</sup> <b>E</b><small>IN</small> B<small>LINDER MUSS NICHT IN DIE</small> V<small>ERBANNUNG</small> – so R. J<small>EHUDA;</small> R. M<small>EÍR SAGT, ER MÜSSE IN DIE</small> V<small>ERBANNUNG</small>. E<small>IN</small> F<small>EIND MUSS NICHT IN DIE</small> V<small>ERBANNUNG</small>. R. J<small>OSE B</small>. J<small>EHUDA SAGT, EIN</small> F<small>EIND WERDE HINGERICHTET, WEIL ER ALS GEWARNT GILT</small>. R. Š<small>IMO͑N SAGTE</small>: M<small>ANCHER</small> F<small>EIND MUSS IN DIE</small> V<small>ERBANNUNG UND MANCHER MUSS NICHT IN DIE</small> V<small>ERBANNUNG; DIE</small> R<small>EGEL HIERBEI IST: WENN ANZUNEHMEN IST, ER HABE IHN ABSICHTLICH GETÖTET, SO KOMMT ER NICHT IN DIE</small> V<small>ERBANNUNG; ER HABE IHN UNABSICHTLICH GETÖTET, SO MUSS ER IN DIE</small> V<small>ERBANNUNG</small>."
