masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem,prev found match,next found match,index
Chagigah,פני משה,1,1,3b,הפריש חגיגתו ומת. והחגיגה עומדת מהו שמחויבין היורשין שיביאו אותה:,הפריש חגיגתו ומת,,,no ref,,,65
Chagigah,פני משה,1,1,3b,יראה כל זכורך וגו'. וכתיב בהאי קרא ולא יראה את פני ה' ריקם וילפינן יראה דהבאה מיראה דביאה הראוי לבוא מביא וכיון שמת פטורין היורשין מהבאה:,יראה כל זכורך וגו',,,no ref,,JTmock Chagigah 1:1:8,66
Chagigah,פני משה,1,5,5b,ועולות ראייה. ממועטות:,ועולות ראייה,,,no ref,JTmock Chagigah 1:5:1,JTmock Chagigah 1:5:2,109
Chagigah,פני משה,1,6,5b,"וי""ט האחרון של חג. ואע""ג דשמיני עצרת רגל בפ""ע הוא לענין תשלומין מיהת תשלומין דראשון הוא כדדרשינן בגמרא מג""ש וכן חג השבועות אע""ג דלא הוי אלא יום אחד יש לו תשלומין כל ז' מדאקשינהו רחמנא להדדי בחג המצות ובחג השבועות ובחג הסוכות מה חג המצות יש לו תשלומין כל שבעה שהרי כל השבעה שוין הן בקרבנותיהן ושביעי של פסח נמי אינו חלוק משלפניו אף חג השבועות יש לו תשלומין כל שבעה ולחג הסוכות לא מקשינן דתפשת מרובה לא תפשת תפסת מיעוט תפסת:","וי""ט האחרון של חג",,,no ref,JTmock Chagigah 1:6:1,JTmock Chagigah 1:6:2,116
Chagigah,פני משה,1,8,7a,"הלכות שבת וכו' מקשי. על הא דקחשיב הטהרות באלו שיש להן על מה שיסמכו והלא אין כתוב מפורש אלא אך מעין וגו' ואת למד ממנו כמה הלכות שאין המים המחוברין מכשירין לקבל טומאה וכן אם נפלו על' זרעים המחוברין אינו מוכשרין ומיהיה ילפינן הוויתו יהא בטהרה ועוד כמה הלכות כיוצא בהן וה""ל למיחשב באלו שהן כהררים התלוין בשערה:",הלכות שבת וכו' מקשי,,,no ref,JTmock Chagigah 1:8:4,JTmock Chagigah 1:8:9,146
Chagigah,פני משה,2,1,8a,כל שלא חס על כבוד קונו. שעובר עבירה בסתר ואומר מי רואני ומי יודיעני:,כל שלא חס על כבוד קונו,,,no ref,JTmock Chagigah 2:1:14,,159
Chagigah,פני משה,2,1,8a,"@22גמ' @11דר' עקיבה היא. @33האי ש""ס מפרש לעריות והיינו סתרי עריות מה דלא מפורש בהדיא לגוונא חדא וזהו לאזהרת נשכב במשכב זכר דלא כתיב אלא ואת זכר לא תשכב וגו' ופליגי ר' ישמעאל ור""ע בפ""ז דסנהדרין בהלכה זו באזהרה לנשכב מנין דר""ע דריש לא תשכב קרי ביה לא תישכב ור' ישמעאל דריש לה התם מלא יהיה קדש מבני ישראל וכו' ואמרי' שם דהנ""מ מבינייהו אם שכב את הזכר ונשכב ממנו דלרבי עקיבא אינו חייב אלא אחת דמחד קרא נפקי ולר' ישמעאל חייב שתים דמתרי קראי נפקי. והשתא קאמר דמתני' דקתני אין דורשין בסתרי עריות לשלשה כר""ע אתיא דלדידיה ליכא נ""מ לעובדא גבי שוכב ונשכב אבל כר' ישמעאל למאי דר' ישמעאל תני שם א""כ דורשין באזהרות לעובדא דאיכא נ""מ למעשה דמיחייב שתים:",דר' עקיבה היא,,,no ref,,JTmock Chagigah 2:1:2,160
Chagigah,פני משה,2,1,8b,"וכדאשכחן דר' יודה בר פזי יתיב ודריש. בתחלה היה העולם מים במים וכו'. והדא אמרה דס""ל הלכה כר' ישמעאל דס""ל דורשין:",וכדאשכחן דר' יודה בר פזי יתיב ודריש,,,no ref,JTmock Chagigah 2:1:3,JTmock Chagigah 2:1:4,163
Chagigah,פני משה,2,2,10b,@22גמ' @11בראשונה וכו' ועשו אותן ד'. @33בארבע מקומות נחלקו הן עצמן:,בראשונה וכו' ועשו אותן ד',,,no ref,JTmock Chagigah 2:2:1,JTmock Chagigah 2:2:3,210
Chagigah,פני משה,2,2,11a,"כנגד פניו של הלל יצא הוא ושמונים זוג וכו' תירקי תכשיטי זהב אח""כ גרם להן שהשחירו וכו' וכמו שהיו בימו יונים שאמרו להן יונים וכו' וכך עשו הן:",כנגד פניו של הלל יצא הוא ושמונים,,,no ref,JTmock Chagigah 2:2:4,JTmock Chagigah 2:2:5,213
Chagigah,פני משה,2,4,12a,"כתוב אחד אומר וכו' והובא זה לעיל בפרק קמא דמגילה בהלכה ג' עד כהדא דתני וכו' וקאמר דמשם למדנו שאין חגיגה דוחה שבת כמו שפירשתי שם ומייתי והאי כהדא דתני וכו' דמדינא אסור בהספד ובתענית ובמלאכה כדאמרי' לעיל בר""פ מקום שנהגו והכא דאמרו דביום טבוח שהוא באחד בשבת מותרין בהספד ותענית אע""פ שמקריבין בו קרבנות של י""ט הכל היא כדי שלא לקיים דברי האומרין עצרת אחר השבת:",כתוב אחד אומר וכו' והובא זה לעיל,,,no ref,JTmock Chagigah 2:4:2,,231
Chagigah,פני משה,2,4,12b,"מודים וכו' הא ב""ה אומרים וכו'. כלומר הרי לכ""ע שאין דוחין את השבת ויום טבוח הוא לאחר השבת והשתא שואל הש""ס עורות הקדשים של מי של איזו משמר הן אם של משמר של שבוע זו שקריבין בו או דילמא דמכיון שקרבנות הרגל הן אלא שאין יכולין להקריבן בזמנן שהיה שבת דינן כשאר כל אימורי הרגלים ותנן בפ""ה דסוכה בג' פרקים בשנה היו כל המשמרות שוות באימורי הרגלים:","מודים וכו' הא ב""ה אומרים וכו'",,,no ref,,JTmock Chagigah 2:4:4,232
Chagigah,פני משה,2,4,12b,"בכל יום וכו'. מצוה לכ""ג שיהא מתלבש בכליו ובא ומקריב וכו':",בכל יום וכו',,,no ref,JTmock Chagigah 2:5:5,,238
Chagigah,פני משה,2,4,12b,"ר' עוקבא בשם ריב""ל. אומר אע""ג דתנינן בפ""ק דיומא שכ""ג אם רצה להקריב מקריב בשאר כל הימים מ""מ לא היה עושה כן אלא בשבתות וי""ט:","ר' עוקבא בשם ריב""ל",,,no ref,,,239
Chagigah,פני משה,2,4,12b,"על מצחו. בעודהו על מצחו של כ""ג הוא דמרצה דכתיב והיה על מצחו תמיד לרצון וגו' וזה מסייע לר' יוסי בר' בון דקאמר בכל יום וכו' וכדי שיהא מרצה תמיד:",על מצחו,,,no ref,,,240
Chagigah,פני משה,2,4,12b,"אפי' בזוית. אפי' הציץ מונח בזוית מרצה כהדא דיוה""כ שלא היה לובש לעבודת היום אלא לבגדי לבן וזה מסייע לר' עוקבא דקאמר לא היה עושה כן אלא בשבתות וי""ט והציץ מרצה מכל מקום:",אפי' בזוית,,,no ref,,JTmock Chagigah 2:5:1,241
Chagigah,פני משה,2,5,13a,"אפי' תימר וכו'. נמי ל""ק דכאן בקדש ממש שלמים או מקדש המקודשין חטאת ואשם צריך מ' סאה וכאן דקאמר ברביעית באוכל חולין שנעשו על טהרת קדש דלאו לכל מילי שוינהו כקדש:",אפי' תימר וכו',,,no ref,JTmock Chagigah 2:5:4,,259
Chagigah,פני משה,2,5,13a,ולחטאת וכו' לא שחידשו טומאה לחטאת. כלומר לא תפרש דמיירי במה שחידשו איזו טומאה שנוהגת בחטאת בלבד ובהא הוא שאמרו נטמאו ידיו נטמא גופו ולא מיירי בטומאת ידים שנוהגות אף בתרומה וקדש דלא היא דלא מיירי בחידוש טומאה אלא כך הוא שאמרו המיטמא טומאה קלה לתרומה ולקדש כגון נטמאו ידיו שאינה אלא טומאה קלה לטמא אוכלין ומשקין של תרומה וקדש הרי הוא כמיטמא טומאה חמורה לחטאת וניטמא נמי גופו וצריך טבילה:,ולחטאת וכו' לא שחידשו טומאה לחטאת,,,no ref,,JTmock Chagigah 2:5:5,260
Chagigah,פני משה,3,1,15a,"שבקדש. אם הכלי יש בו קשר וצריך להטבילו מתיר את הקשר שלא יהא חציצה ומנגב אם לח הוא שלא יהיה לחלוחיתו חוצץ ומטבילו ואח""כ קושרו כבתחלה:",שבקדש,,,no ref,JTmock Chagigah 3:1:1,,327
Chagigah,פני משה,3,1,15a,ובתרומה אם ירצה קושרו. כלומר מניחו כשהוא מקושר ואחר כך מטבילו דבתרומה אין בכך כלום:,ובתרומה אם ירצה קושרו,,,no ref,,JTmock Chagigah 3:1:2,328
Chagigah,פני משה,3,1,16a,הנושא את המדרס וכו' מפני מעשה שאירע וכו' ופקקה בסנדלו. והיה טמא מדרס:,הנושא את המדרס וכו' מפני מעשה שאירע,,,no ref,JTmock Chagigah 3:1:6,,379
Chagigah,פני משה,3,1,16b,ויש מהן וכו' טהור. בנושא את המדרס דלא אמרו אלא דלא ישא לכתחלה ובדיעבד טהור שהרי לא נגע במדרס:,ויש מהן וכו' טהור,,,no ref,,JTmock Chagigah 3:1:7,380
Chagigah,פני משה,3,3,19a,"@22גמ' @11אמר ר""ח בן אנטיגנס. @33תוספתא היא בפ""ג דמפרש להמתניתין דקתני אוכלין אוכלים נגובים וכו' אבל לא בקדש הא לא שייך זה כלל. דכי יש אוכלין נגובים אצל הקדש והלא תיבת הקדש מכשרתן אע""פ שלא הוכשרו אלא דהכא מיירי שתוחב את החררה של תרומה בשפוד של עץ לתוך פיו וא""ת מאי רבותא הלא פשוטי כלי עץ הוא ובלאו הכי אינו מקבל טומאה ומאי קמ""ל בהא דקתני אוכלין נגובים בתרומה להכי מסיים ואוכל עמה כזית בשר של חולין בידיו מסואבות והשתא שפיר קתני אוכלין נגובים שהבשר של חולין נגוב הוא שאלו היו משקין עליו היו המשקים נעשים ראשונים מחמת הידים כדתנן בפ""ח דפרה כל הפוסלין לתרומה מטמא את המשקין להיות תחלה והבשר חולין נעשה שני וכשנוגע לתרומה פוסלין אותה והלכך בעינן נגובים ומותר עם התרומה אבל לא בקדש אע""פ שהן נגובים מפני שחיבת הקדש מכשרתן ובמתני' פירשתי דבתרומה לא גזרינן שמא יגע בידיו כשהן בפיו ולא בקדש דבלאו הכי מוכשרין הן מחמת חיבת הקדש. וזהו לענין פירושא דסתמא דמתני' דלא קתני שאוכל עמה דבר של חולין ומתפרשת המתני' כפשטה וכהמפרשים שפירשו כך. ומה דפרישית כאן הוא לפי הברייתא דהתוספתא דקתני ואוכל עמה כזית בשר והוא של חולין דבשר בתרומה ליכא ולפיכך צריך לפירושא דפרישית:","אמר ר""ח בן אנטיגנס",,,no ref,JTmock Chagigah 3:3:1,JTmock Chagigah 3:3:3,461
Chagigah,פני משה,3,5,21a,"טעמא דרשב""ל. דלא אמרינן ג""כ בכלי מלא מים כמו דמוקי למתני' דלעיל לפי שאין חברות למים לא שייכא קבלות חבירות בשביל טהרת המים:","טעמא דרשב""ל",,,no ref,JTmock Chagigah 3:5:3,JTmock Chagigah 3:6:1,528
Chagigah,פני משה,3,8,21b,@22מתני' @11כיצד וכו' מטבילין את הכלים שהיו במקדש. @33מפני שנגעו בהן עמי הארץ ברגל. ובנוסחת המשנה כאן חסר. ואומרים להם הזהרו שלא תגעו בשולחן לעמי הארץ ברגל אומרין להן שיזהרו מליגע בשלחן בשעה שמראין אותו לעולי רגלים כדי שלא יטמא במגע אחר הרגל ונמצא יהיה צריך טבילה והערב שמש ואי אפשר לסלקו ממקומו דכתיב ביה לחם פנים לפני תמיד:,כיצד וכו' מטבילין את הכלים שהיו במקדש,,,no ref,JTmock Chagigah 3:7:4,JTmock Chagigah 3:8:1,553
Chagigah,פני משה,3,8,22a,שלחן שנטמא. וכשהלחם עליו אי אפשר להטבילו:,שלחן שנטמא,,,no ref,JTmock Chagigah 3:8:2,JTmock Chagigah 3:8:3,563
Kilayim,פני משה,1,2,2a,הסדיגורון. כך הוא נקרא ומלשון חסא הוא ושמעון אמר אנטוכין נקרא:,הסדיגורון,,,no ref,JTmock Kilayim 1:2:3,JTmock Kilayim 1:2:4,54
Kilayim,פני משה,1,4,2a,והשזיפין. בגמ' קאמר כשמרכיבין זיתים עם רימין נפק מביניהון שיזפין:,והשזיפין,,,no ref,JTmock Kilayim 1:4:1,,73
Kilayim,פני משה,1,4,2a,"רימין. פולצדוק""ה בלע""ז:",רימין,,,no ref,,JTmock Kilayim 1:4:2,74
Kilayim,פני משה,1,4,2b,"בתחום של מקום אריח וכו'. כלי' דמהדר הש""ס והא עוד תניא התם ברייתא אחריתא ומסייעא לריב""ל דאמרו יפה אמר התלמיד דתפוח ע""ג חיזרד אסור כדתנן בסיפא דמתני' ולא אמרו אלא תפוח ע""ג חיזרד הוא דאסור הא חיזרד ע""ג אגס לא אסר והיינו כריב""ל דהני דמני ברישא דמתני' מין אחד הן אף עם הני דמני בסיפא:",בתחום של מקום אריח וכו',,,no ref,JTmock Kilayim 1:4:4,JTmock Kilayim 1:4:5,80
Kilayim,פני משה,1,5,2b,"@22גמ @11יש מהן. מהשנוים בפרקין שהילכו אחר הפרי אם פריהן שוין אינם כלאים זב""ז ויש מהן שהילכו בהן כמו כן אחר העלין כדמפרש ואזיל:",גמ,,,no ref,JTmock Kilayim 1:5:1,JTmock Kilayim 1:5:2,91
Kilayim,פני משה,1,7,3b,ואתייא כהאי דר' נתן. דאמר לא נכנסה הארץ לדין שלא עברה כלום אלא שלשה כו' כדכתיב בעבורך:,ואתייא כהאי דר' נתן,,,no ref,JTmock Kilayim 1:7:4,,130
Kilayim,פני משה,1,7,3b,עד כדון לא שמענו. מהכתוב אלא בהמתך עוף מנין שאסור בהרבעה וחייב עליו:,עד כדון לא שמענו,,,no ref,,JTmock Kilayim 1:7:5,131
Kilayim,פני משה,1,8,4a,"פיגם. עשב הנקרא רוד""א בלע""ז:",פיגם,,,no ref,JTmock Kilayim 1:7:1,JTmock Kilayim 1:8:1,144
Kilayim,פני משה,1,8,4a,"חלמית. מלוו""א בלע""ז ובערבי כויז""א:",חלמית,,,no ref,JTmock Kilayim 1:8:1,JTmock Kilayim 1:8:2,149
Kilayim,פני משה,1,9,4b,מה אנן קיימין. השתא מפרש לה לעיקר טעמא דהמתני' ואליבא דר' יוחנן דקאמר משום זרעים באילן והיינו הרכבה כדפרישית ומסיק ואזיל נמי לטעמא דנקט לפת וצנונות:,מה אנן קיימין,,,no ref,JTmock Kilayim 1:9:4,JTmock Kilayim 1:9:2,162
Kilayim,פני משה,2,1,6b,"היך עביד'. לר' יוסי הוא דבעי דקאמרת מודה ר' יוסי שאם היה פחות מרובע משעה ראשונה שאינו נזקק לו לבור אותו והשתא היאך עבידא בכה""ג אם הי' שם רובע א' מב' מינין אי אמרינן דהולכין אחר כל מין ומין בפני עצמו וא""כ בורר מין א' מהן כדי שלא יצטרף לרובע עם מין הב' ודיו בכך מפני שמין השני הנשאר אין בו רובע והוי כמי שהיה פחות מרובע בתחילה או דילמא דמצטרפין הן השני מינין לרובע ומכיון שהתחיל לבור באחד מהן צריך לבור את כולו ולא איפשטא:",היך עביד',,,no ref,JTmock Kilayim 2:1:7,JTmock Kilayim 2:1:8,228
Kilayim,פני משה,2,1,6b,"היך עבידה להיתר. היו שם כ""ב רבעים ומחצה של חטים וחצי רובע של שעורים דהוו עם של שעורים כ""ג רבעים והאי חצי רובע של שעורים ודאי אינו אוסר דאין כאן חלק א' מכ""ד של חטים אלא דכי חזר ונפל לתוכו פחות מרובע עדשים והן ג""כ כלאים עם החטים וא""כ אי אמרינן דשני מינין מצטרפין הן להיתר היה כאן ג""כ מותר מפני שחצי הרובע של שעורים שאינו אוסר החטים אם הוח מצטרף עם החטים הרי כאן כ""ג רבעים ואין העדשים אוסרין אותן לפי שהן פחות מרובע ואין כאן אחד מכ""ד לחלק האיסור אבל אם אין שני מינין מצטרפין להיתר א""כ הוי כמו שנפל פחות מרובע עדשים לכ""ב רבעים ומחצה של חטים והרי יש כאן לחלק האיסור יותר מא' מכ""ד של החטין ואוסר והכי מסיק הש""ס דאפי' כן כלומר אפי' בכה""ג שאין החצי רובע של שעורים אוסר להחטים אפ""ה אין מצטרף עם החטין להיתר לשנאמר דאין בעדשים לאסור אותן אלא הפחות מרובע עדשים אוסר:",היך עבידה להיתר,,,no ref,JTmock Kilayim 2:1:8,JTmock Kilayim 2:1:9,233
Kilayim,פני משה,2,3,7b,"ר' יוסי וכו' כלומר דאילו לר""י היה צריך להשלים את כל הרובע:","ר' יוסי וכו' כלומר דאילו לר""י היה",,,no ref,JTmock Kilayim 2:2:3,JTmock Kilayim 2:3:1,268
Kilayim,פני משה,2,4,7b,@22גמ' @11סומכין עומרין של תבואה. בצד גפנים ואין חוששין שמא מן הגרעיני' הנופלין מהעומרים לארץ יעלו צמח ויהיו כלאים בכרם:,סומכין עומרין של תבואה,,,no ref,JTmock Kilayim 2:3:1,JTmock Kilayim 2:3:2,271
Kilayim,פני משה,2,5,8a,@22מתני' @11היתה שדהו זרועה קנבוס ולוף. וקצרן ונשארו השרשים בארץ ודרכן של מינין אלו שחוזרין וצומחין לאחר ג' שנים לפיכך לא יהא זורע ובא על גביהן זרע אחר עד שיעקר העקרין:,היתה שדהו זרועה קנבוס ולוף,,,no ref,JTmock Kilayim 2:3:3,,279
Kilayim,פני משה,2,5,8a,"איסטים. הוא מין צבע אינדיקו בלע""ז וכשכורתים אותו חוזר וצומח מאליו ונקרא ספיח. א""נ ספיח הוא מה שצומח מן הזרע הנופל בשעת קצירה:",איסטים,,,no ref,,,280
Kilayim,פני משה,2,5,8a,וכן מקום הגרנות. שדשין בו כמה מיני תבואה ועלו שם מינין הרבה:,וכן מקום הגרנות,,,no ref,,,281
Kilayim,פני משה,2,5,8a,"וכן תלתן. פינגריקו בלע""ז שזרען למאכל אדם ועלו בה מיני צמחים וכל אלו נראה שאין דעתו נוחה מהן לפי שהאסטים קשה הוא לתבואה וכן צמחי העשבים קשין לתלתן הנזרע למאכל אדם ומקום הגרנות נמי קשה להם הזרעים שמחלידין את הקרקע והלכך אין מקום לחשוד שבעל השדה זרע אותן אלא מאליהן הן עלו ואין מחייבין אותו לנכש ולעקור אותן:",וכן תלתן,,,no ref,,,282
Kilayim,פני משה,2,5,8a,אם נכש או כיסח. מקצת מהן אומרין לו עקור את הכל דאי לאו הכי מיחזי כמקיים כלאים שהרי מקצתן עקר והניח השאר ובהכי גלי דעתיה דניחא לי' בהנשאר לפיכך צריך לעקור את הכל. נכש מקרי כשעוקר הצמחים עם השרשים וכיסח הוא כשקוצץ העלים והשרשים נשארו בארץ:,אם נכש או כיסח,,,no ref,,JTmock Kilayim 2:3:4,283
Kilayim,פני משה,2,8,10b,"כאן לירקות. דמודה בהו ר' יוחנן אע""ג דפליג בזרעים וטעמא משום דדרך ירקות לזרוע מהן מעט מעט וכדתנן בפרק דלקמן דמיני ירקות התירו לזרוע בערוגה אבל לא מיני זרעים ונמי מה""ט גופי' לפי שזרעים דרך לזרוע מהן שדות גדולות וירקות ערוגות ערוגות:",כאן לירקות,,,no ref,JTmock Kilayim 2:6:4,JTmock Kilayim 2:6:5,358
Kilayim,פני משה,2,10,11b,"@22גמ' @11ל""ש אלא אכילת הגפן. דוקא היא שעולה במדת בית רובע הא גפן עצמה לא כדמפרש טעמא מפני שהיא אסורה בהנייה כלומר אם לא היה שם כשיעור הרחקה בלא הגפן הרי הגפן אסור בהנייה כדין כלאי הכרם שמקדש ואוסר בהנאה הלכך אין הגפן עצמו מצטרף להיות עולה בחשבון של בית רובע:","ל""ש אלא אכילת הגפן",,,no ref,JTmock Kilayim 2:8:1,JTmock Kilayim 2:8:2,401
Kilayim,פני משה,2,10,12a,מתיב ר' אליעזר לרבנן. דאמרי במתני' ירק בתבואה בית רובע:,מתיב ר' אליעזר לרבנן,,,no ref,JTmock Kilayim 2:8:3,JTmock Kilayim 2:8:4,408
Kilayim,פני משה,2,11,12a,@22מתני' @11תבואה נוטה על גבי תבואה. כגון שנזרעו כהלכה בההרחק אלא שהשבלים מתוך גדלן נכפפין זה על זה וכן כולן:,תבואה נוטה על גבי תבואה,,,no ref,JTmock Kilayim 2:8:6,JTmock Kilayim 2:8:7,421
Kilayim,פני משה,2,11,12b,"א""ר חיננא ק""ו מה אם דלעת המצרית שהיא מסבכת שעלין שלה יותר רחבים מקישות ופול המצרי ואפ""ה את אמרת מותר קישות ופול המצרי לא כל שכן ולדברי ר' חיננא אף מעיקרא לא הוה פליג ר""מ בדלעת המצרית וקאמר רבי אבא מרי דלא כן הוה ר' מנא אומר אלא דאומר רבי דכל היכא דתנינן קישות ופול המצרי אף דלעת המצרית בכלל דחדא דינא אית להו ומעיקרא הוה פליג ר""מ אף בדלעת המצרית ומהו דחזר בו ואמר רואה אני את דבריהן מדברי לאו מק""ו הוא אלא משום שאין אלו כולן מסבכין בעלין שלהן כמו דלעת יונית:","א""ר חיננא ק""ו מה אם דלעת המצרית",,,no ref,JTmock Kilayim 2:8:9,,433
Kilayim,פני משה,2,11,12b,@99הדרן עלך כל סאה,,,,no ref,,JTmock Kilayim 3:1:1,434
Kilayim,פני משה,3,1,14b,"ר' בא וכו'. ודחי לה הש""ס דמהתם אין ראיה דהא איתמר בשם רשב""ל בנוטין לחורבה שנו שהפך את העלים להיות נוטים לכאן ולכאן למקום החורבה כלומר לצד האחר שהוא חרב ופנוי בלא זרע ולא לצד הזרע השני:",ר' בא וכו',,,no ref,JTmock Kilayim 3:1:5,JTmock Kilayim 3:1:6,474
Kilayim,פני משה,3,2,15a,"גבול. של הערוגה שהיה גבוה טפח כשזרעו בו הי""ב זרעונים דתנן לעיל ואח""כ נתמעט כשר ומותר לקיים הזרעים ואעפ""י שאין עכשיו גבוה טפח לפי שהיה כשר מתחלתו בשעת זריעה אבל אסור לזרוע בו לכתחילה לאחר שנתמעט כסדר שנשנה כדאמר בגמ':",גבול,,,no ref,JTmock Kilayim 3:2:1,,487
Kilayim,פני משה,3,2,15a,שלשה זרעוני' א' מכאן. על שפת התלם וא' מכאן וא' באמצע בתחתית העומק וכדאמרינן בגמ':,שלשה זרעוני' א' מכאן,,,no ref,,JTmock Kilayim 3:2:2,488
Kilayim,פני משה,3,2,15a,"ושאר ירקות שדה וירקות גינה אע""פ שזרע לזרע נותנין אותן ע""ג ערוגה. כצ""ל והכי גריס בתוספתא ויש גם שם בספרי הדפוס ט""ס:","ושאר ירקות שדה וירקות גינה אע""פ שזרע",,,no ref,JTmock Kilayim 3:2:2,JTmock Kilayim 3:2:3,491
Kilayim,פני משה,3,2,15b,"תני בר קפרא אינו זורע לתוכה אלא מין אחד בלבד. בספרי הדפוס כתוב זה אחר מתני' דלקמן וטעות הוא דלא שייך כלל לשם ואהאי מתני' הוא דשייכא וכלומר דברייתא דבר קפרא פליגא דס""ל כיון שאינם עמוקים אלא טפח לא הוו הפסק שיזרע מין א' מכאן ומין א' מכאן ואינו זורע אלא לתוכה מין א' בלבד:",תני בר קפרא אינו זורע לתוכה אלא,,,no ref,JTmock Kilayim 3:2:4,JTmock Kilayim 3:3:1,504
Kilayim,פני משה,3,4,16b,"ר' יוחנן אמר. דלא היא אלא מתני' ד""ה היא ואף חכמים דהתם מודו הכא משום דיפה כח המוקשה בין המוקשיות להציל בשמונה מוקשה נקרא מין ממינין אלו כמו קישואין ודלועין וכיוצא בהן שעלין שלהן ארוכין ומתפשטין ומסתבכין וכדלעיל בהל""א וכלומר דשאני התם דמיירי במוקשה בין הבצלים או שאר ירקות כיוצא בהן שאינם נכרים בין המוקשיות שהעלין מתפשטין עליהן ולפיכך צריך הרחקה יותר בין שורה מוקשה לשורה מוקשה שלא יאסרו הירקות שביניהן מפני שהמוקשה מכסה ומסתבך עליהן ולא מינכרו אבל מוקשה בין המוקשיות כגון הכא במתני' דפול המצרי ג""כ העלין שלו ארוכין ומתפשטין ומינכרו טפי משאר ירקות כדחשיב לי' במתני' בדומה לקשואין ודלועין הלכך לכ""ע סגי בין קשואין לפול המצרי בשתי שורות של דלועין שבאמצע שהן שמונה אמות:",ר' יוחנן אמר,,,no ref,JTmock Kilayim 3:4:2,JTmock Kilayim 3:4:3,529
Kilayim,פני משה,3,6,17b,"אמר ר' יוחנן דברי ר' ישמעאל אפי' שורה יחידית נותנין לה עבודה. כלומר דר' יוחנן קאמר דהא נמי איכא בינייהו דלדברי ר' ישמעאל אפי' בא ליטע שורה יחידית של דלועין בתוך שדה של בצלים צריך שיתן לה עבודתה כשיעור המפורש במתני' לדבריו ואלו לדברי חכמים דקאמרי בהדיא אם אין בין שורה אחת לחברתה י""ב אמה אסור לקיים הירק שבנתיים משמע דלא אמרו שיעור הזה אלא בין שתי שורות של דלועין בדווקא אבל בשורה אחת של דילועין דינה כדתנן לעיל בהלכה ג' היתה שדהו זרועה ירק והוא מבקש ליטע בתוכה שורה של ירק אחר וכו' דלר""ע דהתם דקיי""ל כוותיה א""צ להפסיק ביניהם אלא התלם שהוא אורך ו' טפחים ורחב מילואו והאי ירק אחר אף דלועין במשמע דהא אפי' בשדה תבואה תנן במתני' דלקמן דאם בקש ליטע לתוכה שורה של דלועין נותן לה עבודתה ששה טפחים ולא יותר:",אמר ר' יוחנן דברי ר' ישמעאל אפי',,,no ref,JTmock Kilayim 3:5:2,,559
Kilayim,פני משה,3,6,17b,"מהו ליתן עבודה לראשון. משום דבמתני' קתני היתה שדהו זרועה בצלים ובקש ליטע בתוכה שורות של דלועין והלכך מיבעיא ליה אם שיעור עבודה זו דקתני שצריך להרחיק בין השורות של דלועין מפני הבצלים שביניהן נוהג ג""כ בגוונא דאיפכא שנטע בראשון להשורות של דלועין ורוצה לזרוע בצלים או שאר מיני ירק בההרחק שביניהם וצריך שיהא מקום ההרחק כהאי דתני במתני' או דילמא בדווקא תני דבשדה שהיא כבר זרועה בה בצלים אין ליטע בתוכה שורות של דלועין אא""כ הרחיק השורות זו מזו כפי השיעור:",מהו ליתן עבודה לראשון,,,no ref,,,560
Kilayim,פני משה,3,6,17b,"כמה דתימר גבי כרם. ופשיט לה דלא שנא דכמה דתימר גבי כרם דאסור לזרוע בתוך כדי עבודתה שהוא ד' אמות כדתנן בפרקים דלקמן ואין חלוק דלעולם נותנין עבודה לראשון ובין שהכרם הוא הראשון בתוך העבודה ובין שמין הזרע הוא הראשון לא יטע הכרם כ""א בהרחק כדי עבודתו אוף הכא נותנין שיעור עבודה בין השורות כדקתני במתני' לראשון איזה שיהיה ואם שורות של דלועין הוא הראשון לא יזרע ביניהן ירק אחר אא""כ יש ביניהן שיעור העבודה:",כמה דתימר גבי כרם,,,no ref,,,561
Kilayim,פני משה,3,6,17b,"מהו לזרוע בין הגומות. שבשורות הדלועין ואם הגומות הוו הפסק אע""פ שאין שם כשיעור העבודה ופשיט לה דכמה דתימר גבי כרם אסור לזרוע בין הגפנים ואע""פ שיש שם גומות ביניהם כמו שנוהגין לעשות וכהא דתנינן העודר בין הגפנים אוף הכא נמי אסור לזרוע בין הגומות:",מהו לזרוע בין הגומות,,,no ref,,JTmock Kilayim 3:6:1,562
Kilayim,פני משה,4,1,18b,@22מתני' @11קרחת הכרם ומחול הכרם. מפרש להו לקמן במתני':,קרחת הכרם ומחול הכרם,,,no ref,JTmock Kilayim 3:6:7,JTmock Kilayim 4:1:1,583
Kilayim,פני משה,4,2,19a,@22מתני'. @11ואיזהו מחול הכרם בין כרם לגדר. מחול הוא מקום פנוי מלשון מחילה ועזיבה ושאין כלום בין הכרם להגדר:,ואיזהו מחול הכרם בין כרם לגדר,,,no ref,JTmock Kilayim 4:1:4,JTmock Kilayim 4:1:5,604
