Index Title,Judges
Judges 6:26,"Poczem zbudujesz ofiarnicę Wiekuistemu, Bogu twojemu, na wierzchołku tej warowni, w miejscu stosownem, i weźmiesz onego cielca drugiego i złożysz go na całopalenie przy drwach z gaju, który wytniesz. "
Judges 6:27,"Wziął tedy Gideon dziesięciu ludzi ze sług swoich i uczynił, jako mu rozkazał Wiekuisty. Ponieważ jednak obawiał się rodziny swojej i mieszkańców miasta, nie uczynił tego za dnia, lecz uczynił w nocy. "
Judges 6:28,"Gdy tedy mieszkańcy miasta nazajutrz wstali, okazało się, że ofiarnica Baala zburzoną była, a gaj przy niej wycięty; ów drugi zaś cielec złożony był na nowo zbudowanej ofiarnicy! "
Judges 6:29,"Pytali się wtedy jeden drugiego: Któż to uczynił? A gdy się tak pytali i wywiadywali, powiedziano im: Gideon, syn Joasza, uczynił to! "
Judges 6:30,"Rzekli tedy mieszkańcy miasta do Joasza: Wywiedź syna twojego, niechaj umrze, ponieważ zburzył ofiarnicę Baala, a gaj przy niej ściął! "
Judges 6:31,"Joasz wszakże odpowiedział wszystkim, którzy go otaczali: Czy wy chcecie walczyć za Baala, albo pospieszyć mu z pomocą? Ktoby walczył za niego śmierć poniesie, zanim jeszcze poranek nadejdzie. Jeśli bogiem jest, niechaj walczy za siebie, ponieważ ofiarnicę jego zburzono! "
Judges 6:32,"Przeto nazwano go dnia owego Jerubbaal, Baal walczy, by tem wyrazić: niechaj zwalczy go Baal, ponieważ zburzył ofiarnicę jego. "
Judges 6:33,"Tymczasem zgromadzili się byli wszyscy Midjanici, Amalekici i synowie Wschodu wespół, a przeprawiwszy się przez Jordan, rozłożyli się obozem na równinie Izreel. "
Judges 6:34,"Ale duch Wiekuistego ogarnął Gideona, że uderzył w trąbę, a wezwano Abiezrydów, aby szli za nim. "
Judges 6:35,"Wyprawił też posłów do całego pokolenia Manaszy, którego również wezwano, aby szedł za nim; wyprawił też posłów do Aszera, Zebuluna i Naftalego, którzy wyruszyli przeciw nim. "
Judges 6:36,"Tedy rzekł Gideon do Boga: Jeżeli rzeczywiście wybawić chcesz Izraela za pośrednictwem mojem, jakoś powiedział: "
Judges 6:37,"Otóż położę ja runo wełny na toku: jeżeli pokaże się rosa tylko na runie samem, podczas gdy wszystka ziemia suchą pozostanie, wtedy będę wiedział, że chcesz wybawić Izraela za pośrednictwem mojem, jakoś powiedział! "
Judges 6:38,"Tak też stało się. Gdy bowiem wstał nazajutrz wczesnym rankiem i wyżął runo, wycisnął pełną czarę wody. "
Judges 6:39,"Gideon wszakże rzekł do Boga: Niechaj nie wspłonie gniew Twój przeciw mnie, jeżeli raz jeszcze przemówię! Pozwól mi tylko jeden raz z runem tem próbę uczynić: Niechajby runo samo pozostało suchem, gdy na wszystkiej ziemi rosa się ukaże. "
Judges 6:40,"I zrządził tak Bóg onej nocy, że runo samo zostało suche, gdy na wszystkiej ziemi rosa się ukazała. "
Judges 7:1,"Wstał tedy Jerubbaal czyli Gideon wczesnym rankiem wraz z wszystkim ludem, który miał przy sobie, i rozłożyli się obozem u źródła Harod. Obóz Midjanitów zaś znajdował się na północ od niego, począwszy od wzgórza More w równinie. "
Judges 7:2,"Wiekuisty jednak rzekł do Gideona: Za liczny jest lud przy tobie, abym wydał w moc ich Midjanitów, inaczej mógłby Izrael chlubić się wobec Mnie, mówiąc: ręka moja mnie wyzwoliła! "
Judges 7:3,"Wołaj tedy głośno w uszy ludu, mówiąc: kto lękliwym i trwożliwym jest, niechaj się wróci, a cofnie z góry Gilead! Wróciło się tedy z ludu dwadzieścia i dwa tysiące, tak że tylko dziesięć tysięcy pozostało. "
Judges 7:4,"I rzekł Wiekuisty do Gideona: Jeszcze ludu tego za dużo; sprowadź ich nad wodę, a tam ich rozejrzę. O kim ci powiem: ten towarzyszyć ci będzie - ten niechaj ci towarzyszy, każdy wszakże, o którym ci powiem: ten towarzyszyć ci nie będzie - ten niechaj ci nie towarzyszy. "
Judges 7:5,"I tak sprowadził on lud nad wodę. I rzekł Wiekuisty do Gideona: Każdego, który chłeptać będzie wodę językiem swoim, tak jako chłepcą psy, tego postawisz osobno, również każdego, który uklęknie, aby się napić. "
Judges 7:6,"I stanowiła liczba tych, którzy chłeptali wodę, chwytając ją z ręki swej do ust, trzysta mężów; wszyscy pozostali zaś z ludu poklękli, aby wody się napić. "
Judges 7:7,"I rzekł Wiekuisty do Gideona: Przez trzystu tych ludzi, którzy chłeptali, wybawię was i podam Midjanitów w moc twoją; wszyscy inni zaś z ludu niechaj pójdą każdy do siedziby swojej. "
Judges 7:8,"Zabrali tedy zapasy ludu, a niemniej trąby ich; wszystkich zaś innych mężów izraelskich rozpuścił, każdego do namiotu swojego, a zatrzymał jedynie trzystu onych ludzi. A obóz Midjanitów znajdował się pod nim na równinie. "
Judges 7:9,"I stało się onej nocy, że rzekł doń Wiekuisty: Wstań, wtargnij do obozu, albowiem wydałem go w moc twoją. "
Judges 7:10,"Gdybyś się wszakże obawiał sam iść, udaj się ze sługą twoim Purą do obozu. "
Judges 7:11,"A podsłuchasz, co tam mówić będą. Wtedy pokrzepią się ręce twoje, abyś do obozu wtargnął. I tak udał się wraz ze sługą swoim Purą na dół, aż do pierwszego oddziału zbrojnych w obozie. "
Judges 7:12,"Midjanici zaś, Amalekici i wszyscy synowie Wschodu, rozłożeni byli na równinie niby szarańcza w mnóstwie, a wielbłądy ich były niezliczone, jako piasek nad wybrzeżem morza bez liku. "
Judges 7:13,"Gdy tedy przybył Gideon, a oto opowiadał ktoś towarzyszowi swemu sen, i rzekł: Oto śnił mi się sen; zdawało mi się, iż bochen chleba jęczmiennego toczył się ku obozowi Midjanitów, a przytoczywszy się aż do namiotów, uderzył w nie tak, że upadły, i przewrócił je do góry i runęły namioty. "
Judges 7:14,"I odpowiedział towarzysz jego, i rzekł: Nic to innego, a tylko miecz Gideona, syna Joasza, męża izraelskiego. Podał Bóg w moc jego Midjanitów wraz z całym obozem. "
Judges 7:15,"Gdy tedy usłyszał Gideon opowiadanie snu i wykład jego, pokłonił się Bogu, a wróciwszy do obozu izraelskiego rzekł: Wstańcie, albowiem podał Wiekuisty w moc naszą obóz Midjanitów. "
Judges 7:16,"Poczem rozdzielił one trzysta ludzi na trzy hufce i rozdał wszystkim trąby do rąk i dzbany próżne, a w dzbanach pochodnie. "
Judges 7:17,"I rzekł do nich: Zważcie na mnie, a czyńcie tak samo; gdy przybędę do krańca obozu, wtedy uczynicie tak, jak ja uczynię. "
Judges 7:18,"Skoro uderzę w trąbę, ja i wszyscy, którzy przy mnie, wtedy uderzycie i wy w trąby dokoła całego obozu i zawołacie: miecz Wiekuistego i Gideona. "
Judges 7:19,"I tak przybył Gideon wraz ze stu ludźmi, którzy mu towarzyszyli do krańca obozu, na początku średniej straży nocnej - właśnie przemienili byli straż - i uderzyli w trąby, rozbijając dzbany, trzymane w ręku. "
Judges 7:20,"Uderzyły zaś trzy hufce razem w trąby; rozbijając dzbany, i trzymając w lewej ręce pochodnie, w prawej trąby do trąbienia, i wołając: miecz Wiekuistego i Gideona! "
Judges 7:21,"Przyczem stali każdy na miejscu swojem dokoła obozu; wszystek obóz zaś rozpierzchnął się, krzycząc i uciekając. "
Judges 7:22,"Gdy bowiem trzysta trąb zagrzmiało, zwrócił Wiekuisty miecz każdego przeciw towarzyszowi swemu, a to w całym obozie. I tak pierzchnął obóz aż do Beth Haszytta, w kierunku Cerery aż do końca Abel Mechola ku Tabbat. "
Judges 7:23,"Poczem zwołano mężów izraelskich z pokolenia Naftalego, Aszera i całego Manaszy i puścili się w pościg za Midjanitami. "
Judges 7:24,"Również rozesłał Gideon posłów po całem wzgórzu Efraima z wezwaniem: Zabiegnijcie Midjanitom, a obsadźcie im wody aż do Beth Barah i Jordanu! I zgromadzili się wszyscy mężowie Efraima i obsadzili wody aż do Bet Bara i Jordanu. "
Judges 7:25,"Przyczem ujęli dwóch książąt midjanickich, Oreba i Zeeba, i zabili Oreba u skały Oreb, Zeeba zaś zabili u prasy Zeeb, i ścigali Midjanitów, głowę zaś Oreba i Zeeba przynieśli do Gideona za Jordan. "
Judges 8:1,"I rzekli doń mężowie efraimscy: Cóż to ma znaczyć, coś nam uczynił, żeś nie wezwał nas, a wyruszyłeś sam do walki z Midjanitami? I posprzeczali się z nim żywo. "
Judges 8:2,I odpowiedział im: I cóżem właściwie zdziałał w porównaniu z wami? Alboż nie ważniejsze pobierki Efraima niżeli winobranie Abiezera? 
Judges 8:3,"W moc waszą wydał Bóg książęta midjanickie Oreba i Zeeba. Cóżem w porównaniu z wami mógł zdziałać? I uśmierzył się gniew ich przeciw niemu, gdy tak mówił. "
Judges 8:4,"Gdy tedy przybył Gideon nad Jordan a wraz z trzystu ludźmi, którzy mu towarzyszyli, znużonymi ściganiem przezeń się przeprawił, "
Judges 8:5,"Rzekł do obywateli Sukkotu: Dajcież ludziom, którym przywodzę, kołacze chleba, albowiem znużeni są, ponieważ ścigam Zebacha i Calmunę, królów midjanickich. "
Judges 8:6,"Ale przełożeni Sukkotu zapytali się: Alboż trzymasz już pięść Zebacha i Calmuny w mocy swej, żebyśmy wojsku twojemu chleb dali? "
Judges 8:7,"I odpowiedział Gideon: Dobrze zatem! Gdy poda Wiekuisty Zebacha i Calmunę w moc moją, wtedy wymłócę ciało wasze cierniami pustyni i kolcami. "
Judges 8:8,"Ztamtąd pociągnął do Penuel i przemówił do nich w podobny sposób. Obywatele Penuela jednak dali mu tę samą odpowiedź, jaką mu dali obywatele Sukkotu. "
Judges 8:9,"Odpowiedział tedy i obywatelom Penuela: Jeżeli szczęśliwie wrócę, zburzę warownię tę. "
Judges 8:10,"Zebach i Calmuna zaś znajdowali się wraz z obozem swoim w Karkor - około piętnastu tysięcy ludzi wszystkich pozostałych z całego wojska synów Wschodu; poległych było już sto dwadzieścia tysięcy mężów, obnażających miecz. "
Judges 8:11,"Pociągnął tedy Gideon drogą karawan na wschód od Nobach i Jogbeha i uderzył na obóz, podczas gdy obóz bezpiecznie spoczywał. "
Judges 8:12,"Zebach i Calmuna uciekli; on jednak puścił się za nimi w pogoń i zabrał dwóch królów midjanickich, Zebacha i Calmunę, do niewoli, całe wojsko zaś rozproszył. "
Judges 8:13,"Poczem wrócił Gideon, syn Joasza, u stopni Cheresu z wyprawy wojennej. "
Judges 8:14,Wtedy pochwycił młodzieńca z obywateli Sukkotu; tego rozpytał się i musiał on mu spisać imiona naczelników i starszych Sukkotu w liczbie siedmdziesięciu i siedmiu mężów. 
Judges 8:15,"Przybywszy następnie do obywateli Sukkotu, zawołał: Oto Zebach i Calmuna, z powodu których urągaliście mi, mówiąc: alboż trzymasz już pięść Zebacha i Calmuny w twej mocy, abyśmy znużonym ludziom twoim chleb dali?! "
Judges 8:16,"Poczem ujął starszych miasta, a niemniej ciernie pustyni i kolce, i skarcił nimi obywateli Sukkotu. "
Judges 8:17,"Warownię penuelską zaś zburzył, a obywateli miasta wymordował. "
Judges 8:18,"Następnie zapytał się Zebacha i Calmunę: Jakże wyglądali ludzie, których wymordowaliście pod Taborem? I odpowiedzieli: Zupełnie tak, jak ty: wyglądali każdy, jak królewicz! "
Judges 8:19,"I rzekł: Byli to bracia moi, synowie matki mojej. Żyw Wiekuisty! gdybyście ich przy życiu zostawili, nie uśmierciłbym was. "
Judges 8:20,"Poczem zawołał do Jetera, pierworodnego swego: Dalej, uśmierć ich! Młodzieniec jednak nie dobył miecza swego, wzdragał się bowiem, gdyż jeszcze młodzieńcem był. "
Judges 8:21,"I rzekli Zebach i Calmuna: Dalej, zabij ty nas, bo jakim mąż, taką i siła jego! Powstał tedy Gideon i uśmiercił Zebacha i Calmunę. I zabrał małe księżyce, które nosiły wielbłądy ich na szyjach. "
Judges 8:22,"Poczem prosili mężowie izraelscy Gideona: Panuj nad nami, zarówno ty jak syn twój, i syn syna twego! albowiem wyzwoliłeś nas z mocy Midjanitów. "
Judges 8:23,"Gideon jednak odpowiedział im: Nie będę ja panował nad wami, ani będzie panował nad wami syn mój, Wiekuisty niechaj panuje nad wami! "
Judges 8:24,"Poczem rzekł do nich Gideon: Chciałbym was o coś poprosić: dajcie mi każdy pierścionki, które zdobył! Nosili bowiem pierścionki złote, ponieważ byli Izmaelitami. "
Judges 8:25,I odpowiedzieli: Chętnie ci je damy! Poczem rozpostarli płaszcz i rzucili nań każdy zdobyte przez siebie pierścienie. 
Judges 8:26,"Wynosiła zaś waga pierścieni złotych, które sobie uprosił, tysiąc siedmset szekli złotych, oprócz księżyców, nausznic i szat purpurowych, które nosili królowie midjaniccy, oprócz też naszyjników na szyjach ich wielbłądów. "
Judges 8:27,"I sprawił z tego Gideon efod i ustawił go w rodzinnem mieście swojem Ofra i ulegali mu tam synowie Izraela, i tak stał on się dla Gideona i dla domu jego siecią zgubną. "
Judges 8:28,"Tak upokorzeni zostali Midjanici przez synów Izraela i nie podnieśli już nadal głowy swojej. I zażywał kraj spokoju przez lat czterdzieści, póki żył Gideon. "
Judges 8:29,"Poczem odszedł Jerubbaal, syn Joasza, i pozostał w domu swoim. "
Judges 8:30,"Miał zaś Gideon siedmdziesięciu synów, wyszłych z bioder jego, posiadał bowiem dużo żon. "
Judges 8:31,"A nałożnica jego, którą miał w Szechem, urodziła mu również syna, i nazwał imię jego Abimelech. "
Judges 8:32,"I umarł Gideon, syn Joasza, w sędziwości szczęśliwej i pochowany został w grobie ojca swego Joasza, w Ofrze Abiezrydów. "
Judges 8:33,"Ale gdy umarł Gideon, uganiali się synowie Izraela znowu za Baalem, i ustanowili sobie Baal Berita bożcem. "
Judges 8:34,"A nie pamiętali synowie Izraela na Wiekuistego, Boga swego, który ich wybawił z mocy wszystkich wrogów ich dokoła. "
Judges 8:35,"Nie okazywali również miłości domowi Jerubbaala, Gideona, któraby odpowiadała dobrodziejstwom, jakie świadczył Izraelowi. "
Judges 9:1,"I udał się Abimelech, syn Jerubbaala, do Szechem, do braci matki swojej, i rzekł do nich i do całego rodu ojcowskiego domu matki swojej w tych słowach: "
Judges 9:2,"Zapytajcie się też w uszy wszystkich obywateli Szechemu: Co korzystniejszem dla was: aby panowało nad wami siedmdziesiąt mężów, wszyscy synowie Jerubbaala, czy też aby panował nad wami mąż jeden? przyczem rozważcie, żem kość i ciało wasze! "
Judges 9:3,"I przemówili bracia matki jego za nim w uszy wszystkich obywateli Szechemu, stosownie do słów wymienionych, tak że nakłoniło się serce ich ku Abimelechowi, pomyśleli bowiem: jest on wszak pobratymcem naszym! "
Judges 9:4,"I dali mu siedmdziesiąt szekli srebrnych ze świątyni Baal Berit; tymi wynajął sobie Abimelech ludzi bezczynnych i lekkomyślnych, którzy szli za nim. "
Judges 9:5,"Poczem udał się do domu ojca swego, do Ofry, i wymordował braci swoich, synów Jerubbaala, siedmdziesięciu mężów na jednym kamieniu; a pozostał tylko najmłodszy syn Jerubbaala, Jotam, ponieważ się skrył. "
Judges 9:6,"Następnie zebrali się wszyscy obywatele Szechemu wraz z całą osadą twierdzy i poszli i wybrali Abimelecha na króla u dębu pamiątkowego, co w Szechem. "
Judges 9:7,"Gdy doniesiono to Jotamowi, poszedł i stanął na wierzchołku góry Garyzym i zawołał podniesionym głosem, i rzekł do nich: Posłuchajcie mnie, obywatele Szechemu, aby Bóg i was wysłuchał! "
Judges 9:8,"Poszły raz drzewa, aby namaścić sobie króla; i rzekły do oliwnika: bądźże królem naszym! "
Judges 9:9,"Oliwnik jednak odpowiedział im: Miałżebym zostawić moją oliwę, dla której mnie bogowie i ludzie sławią, a pójść, by się wznosić nad drzewami? "
Judges 9:10,Rzekły tedy drzewa do figowca: Bądźże ty królem naszym! 
Judges 9:11,"I odpowiedział im figowiec: Miałżebym zostawić moją słodycz i piękny owoc mój, a pójść, by unosić się nad drzewami? "
Judges 9:12,Rzekły tedy drzewa do winogradu: Bądźże ty królem naszym! 
Judges 9:13,"I odpowiedział im winograd: Miałżebym zostawić moszcz mój, rozweselający bogów i ludzi, a pójść, by unosić się nad drzewami? "
Judges 9:14,Rzekły tedy drzewa wszystkie do ciernia: Bądźże ty królem naszym! 
Judges 9:15,"I odpowiedział cierń drzewom: Jeżeli mnie rzeczywiście na króla swego namaścić chcecie, tedy przyjdźcie a schrońcie się pod cień mój! A jeśli nie, tedy wyjdzie ogień z ciernia, a pochłonie cedry Libanu! "
Judges 9:16,"Jeżeliście zatem rzetelnie i uczciwie postąpili, ustanawiając Abimelecha królem, jeżeliście pięknie postąpili z Jerubbaalem i domem jego, a wedle zasługi rąk jego mu oddali; "
Judges 9:17,"Wy, dla których walczył ojciec mój, narażając życie swoje, a których z mocy Midjanitów wyzwolił, "
Judges 9:18,"Podczas gdyście powstali teraz przeciw domowi ojca mojego, wymordowali synów jego, siedmdziesięciu mężów na jednym kamieniu, a postanowili Abimelecha, syna niewolnicy jego, królem nad obywatelami Szechemu, ponieważ pobratymcą waszym jest: "
Judges 9:19,"Jeżeliście zatem rzetelnie i uczciwie postąpili dzisiaj z Jerubbaalem i domem jego, tedy cieszcie się Abimelechem, a niechaj się i on cieszy wami! "
Judges 9:20,"A jeżeli nie, niechaj tedy wyjdzie ogień od Abimelecha a pochłonie obywateli Szechemu i osadę twierdzy, i niechaj też wyjdzie ogień od obywateli Szechemu i osady twierdzy a pochłonie Abimelecha! "
Judges 9:21,Poczem umknął Jotam i schronił się w ucieczce swej do Beer; i osiadł tam w bezpieczeństwie przed bratem swoim Abimelechem. 
Judges 9:22,"Gdy tedy panował Abimelech trzy lata nad Izraelem, "
Judges 9:23,"Wzbudził Wiekuisty złego ducha między Abimelechem a obywatelami Szechemu, tak że zbuntowali się obywatele Szechemu przeciw Abimelechowi, "
Judges 9:24,"Aby wyrządzona siedmdziesięciu synom Jerubbaala krzywda się pomściła, i aby przywiódł krew ich na brata ich Abimelecha, który ich wymordował, i na obywateli Szechemu, którzy mu przy zamordowaniu braci jego pomagali. "
Judges 9:25,"I tak ustanowili przeciw niemu obywatele Szechemu czatujących łotrzyków po wierzchołkach gór, którzy każdego przechodzącego drogą ograbiali. O tem powiadomiono Abimelecha. "
Judges 9:26,"Przybył zaś Gaal, syn Ebeda, wraz z pobratymcami swoimi, i weszli do Szechemu, a obywatele Szechemu nabrali ufności do niego. "
Judges 9:27,"Wyszli oni na pole, obrali winnice swoje, wytłoczyli, i urządzili uroczystość dziękczynną, weszli do przybytku bożca swojego, jedli i pili i przeklinali Abimelecha. "
Judges 9:28,"I zawołał Gaal, syn Ebeda: Kto to Abimelech i czem Szechem, żebyśmy mu służyli? Alboż nie synem on Jerubbaala, a Zebul jego nadzorcą? Służcie raczej mężom Chamora, praojca Szechemu! Ale z jakiegoż powodu mamy temu służyć? "
Judges 9:29,Gdyby też poddał kto lud ten mocy mojej! wypędziłbym wtedy Abimelecha. I kazał powiedzieć Abimelechowi: Pomnóż hufce twoje a wyrusz! 
Judges 9:30,"Gdy jednak usłyszał Zebul, naczelnik miasta, o mowach Gaala, syna Ebeda, wspłonął gniew jego. "
Judges 9:31,"I wyprawił posłów do Abimelecha w Torma, aby mu doniesiono: Oto Gaal, syn Ebeda, i pobratymcy jego przybyli do Szechem, a oto podburzają miasto przeciw tobie. "
Judges 9:32,"Przeto wstań w nocy, ty i lud wojenny, który ci towarzyszy, a połóż się w zasadzce na polu. "
Judges 9:33,"Zrana zaś, gdy zaświeci słońce, wyruszysz i napadniesz na miasto: gdy oto on wraz z ludźmi, którzy mu towarzyszą, wyciągnie przeciw tobie, wtedy postąpisz z nim wedle sposobności, która ci się nadarzy. "
Judges 9:34,"I tak powstał Abimelech wraz z całym ludem wojennym, który mu towarzyszył w nocy, i rozłożyli się czterema hufcami w zasadzce przeciw Szechemowi. "
Judges 9:35,"Gdy zaś Gaal, syn Ebeda, wyruszył i za bramą miasta stanął, powstał Abimelech wraz z ludem, który mu towarzyszył z zasadzki. "
Judges 9:36,"Gaal, ujrzawszy lud wojenny, rzekł do Zebula: Oto nadciąga wszak lud wojenny z wierzchołków gór! Zebul zaś odpowiedział: Cień gór poczytujesz za ludzi! "
Judges 9:37,"Gaal jednak ciągnął dalej i rzekł: Zaprawdę, ludzie zstępują z wyżyny kraju, a jeden hufiec nadchodzi drogą od dąbrowy wróżbitów! "
Judges 9:38,"I rzekł doń Zebul: Gdzież tedy twa przechwałka, gdyś mówił: kto Abimelech, abyśmy mu służyli! Czyż nie jest to ten właśnie lud, którym gardziłeś? Wyjdźże teraz a walcz przeciw niemu! "
Judges 9:39,I wyruszył Gaal na czele obywateli Szechemu i stoczył walkę z Abimelechem. 
Judges 9:40,"Abimelech jednak, zmusiwszy go do ucieczki, począł go ścigać; a mnóstwo poległych padło aż do samego wejścia do bramy. "
Judges 9:41,"Poczem zatrzymał się Abimelech w Aruma, podczas gdy Zebul Gaala i pobratymców jego wypędził, tak że nie mogli już pozostać w Szechem. "
Judges 9:42,"I stało się nazajutrz, że wyszedł lud na pole. I doniesiono o tem Abimelechowi. "
Judges 9:43,"Wziął tedy lud wojenny, podzielił go na trzy hufce, i ustawił się w zasadzce na polu, a gdy spostrzegł, że lud z miasta wychodzi, uderzył na nich i poraził ich. "
Judges 9:44,"Abimelech sam zaś i hufce, które z nim były, wyruszyły i stanęły u wejścia do bramy miasta, podczas gdy dwa inne hufce rzuciły się na wszystkich, którzy na polu się znajdowali i poraziły ich. "
Judges 9:45,"Poczem nacierał Abimelech przez cały on dzień na miasto i zdobył je; i wymordował ludność, która w niem była, samo miasto zaś zburzył i posypał je solą. "
Judges 9:46,"Usłyszawszy tedy o tem wszyscy osiadli w twierdzy Szechem, cofnęli się do baszty przy przybytku bożca Berit. "
Judges 9:47,"Ale gdy doniesiono Abimelechowi, że zebrali się wszyscy osiadli w twierdzy Szechem, "
Judges 9:48,"Wstąpił Abimelech wraz z całym ludem, który mu towarzyszył, na górę Calmon. Tu pochwycił Abimelech siekierę w dłoń i ściął krzak drzewa i uniósł go, trzymając na ramieniu. Poczem rzekł do ludu, który mu towarzyszył: Coście widzieli, żem uczynił, czyńcie żwawo za mną! "
Judges 9:49,"Ściął tedy wszystek lud wojenny, każdy krzak, a idąc za Abimelechem, rzucali na basztę i wzniecili w baszcie ogień nad nimi, tak że zginęli i wszyscy mieszkańcy twierdzy Szechemu - około tysiąca mężczyzn i kobiet. "
Judges 9:50,Poczem wyruszył Abimelech przeciw Tebec i zdobył je. 
Judges 9:51,Znajdowała się zaś w pośrodku miasta silna wieża; tam schronili się wszyscy mężczyźni i kobiety i wszyscy obywatele miasta. Zatarasowali za sobą wejście i wstąpili na dach wieży. 
Judges 9:52,"I podszedł Abimelech pod wieżę i natarł na nią. Ale gdy przystąpił do bramy wieży, aby ją spalić ogniem, "
Judges 9:53,"Rzuciła mu jakaś kobieta wierzchni kamień młyński na głowę, miażdżąc mu czaszkę. "
Judges 9:54,"Wezwał tedy czemprędzej giermka, który niósł broń jego, i rzekł doń: Dobądź miecz swój, a dobij mnie, aby nie opowiadano o mnie: kobieta zabiła go! Wtedy przebił go giermek jego i umarł. "
Judges 9:55,"Gdy zobaczyli mężowie izraelscy, że zginął Abimelech, rozeszli się każdy do siedziby swojej. "
Judges 9:56,"Tak pomścił Bóg niecność Abimelecha, którą spełnił był na ojcu swoim, wymordowawszy siedmdziesięciu braci swoich. "
Judges 9:57,"Wszystką też niecność mieszkańców Szechemu zwrócił Bóg na głowę ich. I tak spełniło się na nim przekleństwo Jotama, syna Jerubbaala. "
Judges 10:1,"Po Abimelechu wystąpił dla wybawienia Izraela Tola, syn Pui, syna Dodoa, Isacharejczyk. Mieszkał on zaś w Szamir, na górze Efraim. "
Judges 10:2,I sądził Izraelitów przez dwadzieścia i trzy lata; poczem umarł i pochowany został w Szamir. 
Judges 10:3,"Poczem wystąpił Jair z Gileadu, i sądził Izraelitów przez dwadzieścia i dwa lata. "
Judges 10:4,"Miał on zaś trzydzieści synów, jeżdżących na trzydziestu źrebcach oślich. Posiadali oni trzydzieści miast. Nazywają się one siołami Jaira aż po dziś dzień, a leżą w kraju Gilead. "
Judges 10:5,Poczem umarł Jair i pochowany został w Kamonie. 
Judges 10:6,"Ale synowie Izraela spełniali dalej co złem było w oczach Wiekuistego i służyli Baalom i Astartom, bożcom Aramu i bożcom Cydonu, bożcom Moabu i bożcom Ammonitów i bożcom Filistyńczyków, i opuścili Wiekuistego i nie służyli Mu. "
Judges 10:7,Wspłonął tedy gniew Wiekuistego przeciw Izraelitom i zaprzedał ich w moc Filistyńczyków i w moc Ammonitów. 
Judges 10:8,"Ci dręczyli i gnębili synów Izraela od onego roku przez lat ośmnaście, wszystkich mianowicie synów Izraela osiadłych po drugiej stronie Jordanu, w kraju Emorejczyków, w Gilead. "
Judges 10:9,"Nadto przekroczyli Ammonici Jordan, aby uderzyć i na Judę, Binjamina i dom Efraima, tak że znajdował się Izrael w biedzie wielkiej. "
Judges 10:10,"Wołali tedy synowie Izraela do Wiekuistego, mówiąc: Zgrzeszyliśmy Tobie, bośmy opuścili Boga naszego, a służyli Baalom. "
Judges 10:11,"I odpowiedział Wiekuisty synom Izraela: Azaliście przez Egipcjan, Emorejczyków, Ammonitów i Filistynów, "
Judges 10:12,"Przez Cydończyków, Amalekitów i Maonitów nie byli ciemiężeni, ale ile razy wołaliście do Mnie wybawiałem was z mocy ich. "
Judges 10:13,"Wyście wszakże opuścili Mnie, a służyli bogom cudzym. Przeto nie chcę was więcej wybawiać. "
Judges 10:14,"Idźcie a wołajcie do bogów, któreście sobie wybrali; ci niechaj wybawią was w czasie niedoli waszej! "
Judges 10:15,"Rzekli tedy synowie Izraela do Wiekuistego: Zgrzeszyliśmy; uczyń nam jako dobrem się okazuje w oczach Twoich, tylko chciej nas teraz ocalić. "
Judges 10:16,Poczem usunęli bóstwa cudze z pośród siebie i służyli Wiekuistemu; tak że wyczerpała się cierpliwość Jego wobec nędzy Izraela. 
Judges 10:17,I zwołani zostali Ammonici i stanęli obozem w Gilead. Izraelici zaś zgromadzili się i stanęli obozem w Micpa. 
Judges 10:18,"I rzekł lud wojenny, mianowicie książęta Gileadu, jeden do drugiego: Któż to będzie owym mężem, który rozpocznie walkę z Ammonitami? Stanie się on głową wszystkich mieszkańców Gileadu. "
Judges 11:1,"Iftach zaś Gileadyta był rycerzem dzielnym; ale był on synem kobiety nierządnej, a spłodził Gilead Iftacha. "
Judges 11:2,"Żona jednak Gileada urodziła mu również synów; gdy tedy podrośli synowie tej żony, wygnali Iftacha, mówiąc doń: Nie dziedziczyć tobie w domu ojca naszego, gdyż synem kobiety obcej jesteś. "
Judges 11:3,Uciekł tedy Iftach przed braćmi swoimi i osiadł w ziemi Tob. I zebrali się tam przy Iftachu ludzie bezczynni i puszczali się z nim. 
Judges 11:4,"I zdarzyło się po pewnym czasie, że wszczęli wojnę synowie Ammonu z Izraelem. "
Judges 11:5,"Gdy tedy toczyli wojnę synowie Ammonu z Izraelem, wybrali się starsi Gileadu, aby sprowadzić Iftacha z ziemi Tob. "
Judges 11:6,"I rzekli do Iftacha: Pójdź, a bądź nam wodzem, abyśmy walczyli z synami Ammonu. "
Judges 11:7,"Ale odpowiedział Iftach starszym Gileadu: Azaliście nie nienawidzili mnie, a wypędzili z domu ojca mego? Czemu więc przychodzicie do mnie teraz w dolegliwości waszej? "
Judges 11:8,"I rzekli starsi Gileadu do Iftacha: Tem niemniej zwracamy się do ciebie teraz, abyś poszedł z nami i walczył z synami Ammonu, a był nam naczelnikiem - wszystkim mieszkańcom Gileadu. "
Judges 11:9,"I odpowiedział Iftach starszym Gileadu: Jeżeli sprowadzacie mnie, abym walczył z synami Ammonu, czyżbym i wtedy, gdy poda ich Wiekuisty przedemną, pozostał jeszcze naczelnikiem waszym? "
