Index Title,Esther
Esther 9:13,"I odpowiedziała Estera: Jeżeli to król za dobre uzna, niechajby i jutro dozwolonem było judejczykom w Suzie postąpić w sposób dzisiejszy; dziesięciu zaś synów Hamana niechaj obwieszą na szubienicy. "
Esther 9:14,"I rozkazał król, aby tak uczyniono. I wydany został podobny rozkaz w Suzie, dziesięciu zaś synów Hamana obwieszono. "
Esther 9:15,Zgromadzili się tedy judejczycy zamieszkali w Suzie również i czternastego miesiąca Adar i ubili w Suzie trzysta ludzi; wszakże na łupy nie wyciągnęli ręki swojej. 
Esther 9:16,"Inni też judejczycy osiadli w dzielnicach królewskich zgromadzili się i bronili życia swojego, folgując sobie na wrogach swoich i zabijając z pośród nieprzyjaciół swoich siedmdziesiąt i pięć tysięcy - wszakże na łupy nie wyciągnęli ręki swojej. "
Esther 9:17,"Trzynastego dnia miesiąca Adar poczęli a trzynastego tegoż miesiąca przestali, obracając go na dzień biesiad i radości. "
Esther 9:18,"Judejczycy zaś w Suzie zgromadzili się zarówno trzynastego jak czternastego tegoż miesiąca, tak że piętnastego przestali, obracając go na dzień biesiad i radości. "
Esther 9:19,"Dla tego czynią judejczycy osiadli po wsiach i w miastach otwartych, dzień czternasty miesiąca Adar dniem radości biesiady i uroczystości przyczem posyłają sobie upominki wzajemnie. "
Esther 9:20,I spisał Mardechai zdarzenia te i rozesłał listy do wszystkich judejczyków we wszystkich dzielnicach króla Ahaswera blizkich i dalekich. 
Esther 9:21,"Obowiązując ich stale, aby obchodzili corocznie dzień czternasty miesiąca Adar i dzień piętnasty tegoż miesiąca. "
Esther 9:22,"Jako te dni, w których wypoczęli judejczycy od wrogów swoich i ten miesiąc, który obrócił się im ze smutku w radość a z żałoby w dzień uroczysty - aby uczynili je dniami biesiady i radości, przyczem posyłać sobie mają upominki wzajemnie a ubogim dary. "
Esther 9:23,I zobowiązali się judejczycy czynić stale co rozpoczęli i co Mardechai do nich napisał: 
Esther 9:24,"Jako Haman, syn Hamedaty, agagita, ciemięzca wszystkich judejczyków uknuł przeciw judejczykom, aby ich zagubił, rzuciwszy pur - to jest los - aby ich wytępiono i zgładzono, "
Esther 9:25,"A jako król, gdy stanęła przed nim Estera, piśmiennie zarządził, aby niecny jego zamysł, który przeciw judejczykom uknuł spadł na głowę jego, a obwieszono go wraz z synami jego na szubienicy. "
Esther 9:26,"Dla tego nazwano dni te purym, podług wyrazu pur. Przeto, z powodu całej treści tego listu, tak dotycznie tego czego sami doświadczyli, jak tego co ich doszło wieścią, "
Esther 9:27,"Ustanowili i zobowiązali się judejczycy za siebie i za potomków swoich jak i za wszystkich, którzyby się do nich przyłączyli zwyczajem niezmiennym, aby obchodzili dwa te dni rok rocznie, stosownie do przepisu ich i w właściwej ich porze, "
Esther 9:28,"Dni zaś te upamiętnione i obchodzone były w każdem pokoleniu, w każdej rodzinie, w każdej dzielnicy i w każdem mieście, oby też dni te purymowe nigdy zniesione nie zostały wpośród judejczyków a pamięć ich nie zanikła z pośród potomków ich! "
Esther 9:29,"Napisała też królowa Estera, córka Abichaila, wraz z Mardechajem judejczykiem całą powagą swoją, aby stwierdzić one dni purymowe tym listem wtórym. "
Esther 9:30,"I rozesłano ten list do wszystkich judejczyków, do stu dwudziestu i siedmiu dzielnic państwa Ahaswera ze słowami przyjaźni i szczerości, "
Esther 9:31,"Aby ustanowili te dni purymowe w porze ich, jako ustanowił je dla nich Mardechai judejczyk i Estera królowa i jako ustanowili je dla siebie samych i potomków swoich na pamiątkę postów i biadania. "
Esther 9:32,"I tak utwierdził rozkaz Estery przepis ten co do purym, tak jak opisano go w tej księdze. "
Esther 10:1,Poczem nałożył król Ahasweros dań na kraj i na wyspy morza. 
Esther 10:2,"A co do dzieł jego mocy i potęgi i wyszczególnienia świetności Mardechaja, którego wywyższył król, spisano to wszak w księdze roczników królów Medyi i Persyi. "
Esther 10:3,"Albowiem judejczyk Mardechai był wtórym po królu Ahaswerze a był on wysoce poważanym u judejczyków i miłowanym u masy swych braci, bo dbał o dobro swego ludu a przemawiał za pomyślnością całego swego rodu. "
