Index Title,Job
Job 11:10,Jeśli przemknie i uwięzi i (sąd) zgromadzi - któż Mu wzbroni? 
Job 11:11,"Albowiem On - zna On ludzi fałszu, a widzi bezprawie, choć nikt nie miarkuje. "
Job 11:12,"A wtedy nabiera półgłówek rozumu, a przeradza się w człowieka, dzikiego osła źrebię. "
Job 11:13,"Jeśli przygotujesz serce twoje, a wyciągniesz do Niego ręce twoje. "
Job 11:14,"Jeśli mianowicie nieprawość w ręce twojej, usuń ją, a niedopuszczaj, aby zamieszkała krzywda w namiocie twoim. "
Job 11:15,"Wtedy podniesiesz oblicze twe wolne od zmazy, a staniesz silnie, a nie będziesz się obawiał. "
Job 11:16,"Tak, wtedy zapomnisz o utrapieniu, i niby o powodzi, która przeminęła, pomyślisz o niem. "
Job 11:17,"A jaśniej niż południe wzejdzie ci życie; a choćby się zasępiło, jednak jako poranek będzie! "
Job 11:18,"Możesz ufać, bo jeszcze jest nadzieja, a gdy się rozejrzysz - możesz spokojnie się położyć. "
Job 11:19,"I leżeć będziesz, a nikt nie wystraszy, a wielu ubiegać się będzie o łaskę twoją. "
Job 11:20,"Ale oczy niegodziwych zanikną, stracona wszelka ucieczka dla nich, a nadzieją ich - wyzionąć ducha. "
Job 12:1,"Zatem odparł Ijob, i rzekł: "
Job 12:2,"Wy zaprawdę, wyście jedni ludźmi, a wraz z wami zamrze mądrość! "
Job 12:3,"Ale mam i ja rozum jako i wy, a nie pośledniejszym od was - a komuż by nie znane były rzeczy podobne! "
Job 12:4,"Pośmiewiskiem dla własnego przyjaciela się stałem, ja, który wzywając Boga wysłuchanym bywał, pośmiewiskiem ja, prawy, nieskazitelny! "
Job 12:5,"Nieszczęściu pogarda! - tak należy wedle wyobrażeń szczęśliwca - pchnięcie tym, którym noga się chwieje! "
Job 12:6,"Bezpiecznie stoją namioty łupieżców, a bez troski żyją wzbudzający gniew Boży, - ktokolwiek Boga swego w pięści swej trzyma. "
Job 12:7,"Zaprawdę, zapytaj u zwierząt a nauczą cię, a ptactwo nieba ci opowie. "
Job 12:8,"Albo przemów do ziemi a wskaże ci, a objaśnią ci to ryby morza. "
Job 12:9,"Któżby nie poznał w tem wszystkiem, że ręka Wiekuistego to stworzyła. "
Job 12:10,W czyjej mocy dusza wszelkiego żywota i duch wszelkiego ciała ludzkiego. 
Job 12:11,"Alboż nie ma próbować ucho słów, tak jako kosztuje podniebienie pokarmu? "
Job 12:12,"U sędziwych jest mądrość, a przy długim żywocie roztropność. "
Job 12:13,"Ale u Niego samego tylko mądrość i moc, Jego jest rada i roztropność! "
Job 12:14,"Gdy On burzy, tedy nikt już nie odbuduje, gdy On kogo zamknie, wtedy nikt nie roztworzy! "
Job 12:15,"Hamuje wody a wysychają; puszcza je, a podrywają ziemię. "
Job 12:16,"Przy Nim tylko potęga i trwałość, do Niego należy zwiedziony i zwodziciel. "
Job 12:17,"Uprowadza radców boso, a sędziów ogłupia. "
Job 12:18,"Rozwalnia więzy królów, a nakłada pęta na własne ich biodra. "
Job 12:19,"Wywodzi kapłanów boso, a silnie utrwalonych niweczy. "
Job 12:20,"Odejmuje mowę doświadczonym, a pozbawia starców zdrowego sądu. "
Job 12:21,"Wylewa pogardę na szlachetnych, a pas potężnych rozluźnia. "
Job 12:22,"Odsłania ukryte tajnie z ciemności, a wydobywa mrok głęboki na światło. "
Job 12:23,"Daje rozrost narodom, by je następnie gubić, rozprzestrzenia narody, aby je uprowadzić. "
Job 12:24,"Odbiera rozum naczelnikom ludu, a daje im błądzić po pustyni bezdrożnej. "
Job 12:25,"Macają w ciemności bez światła, a każe im zataczać się jako pijanym. "
Job 13:1,"Patrz, wszystko to widziało oko moje, słyszało ucho moje i zamiarkowało sobie! "
Job 13:2,"Co wam wiadomo, wiem i ja, nie jestem pośledniejszy od was. "
Job 13:3,"Wszakże chciałbym do Wszechmocnego przemówić, a rozprawić się z Bogiem bym pragnął. "
Job 13:4,"Bo zaprawdę wy, zlepiaczami tylko fałszu jesteście, marnymi pocieszycielami społem. "
Job 13:5,"O, gdybyście raczej zupełnie milczeli, to mogłoby to wam za mądrość uchodzić! "
Job 13:6,"Posłuchajcież tedy przygany mojej, a zważcie na zarzuty ust moich. "
Job 13:7,"Czyż chcecie gwoli Bogu bezprawie głosić, a gwoli Niemu mamidła prawić? "
Job 13:8,"Czyż chcecie oblicze Jego uwzględnić, albo dla Boga spór toczyć? "
Job 13:9,"Czyż dobrze by było, gdyby was zbadał, albo czyż zwodzić Go chcecie jak się człowieka zwodzi? "
Job 13:10,"Zaiste, skarci, skarci On was, jeżeli potajemnie oblicze Jego uwzględniacie. "
Job 13:11,"Izali nie ogłuszy was majestat Jego, a nie spadnie na was postrach Jego? "
Job 13:12,"Hasła wasze są to przypowieści kreślone w popiele, szańcami z gliny są szańce wasze. "
Job 13:13,"Zaniechajcie mnie, abym mówić mógł, a niechaj przyjdzie na mnie co chce. "
Job 13:14,"Cokolwiek się stanie, wezmę ciało swe w zęby, a złożę duszę mą w pięści moje. "
Job 13:15,Wszak mnie i tak uśmierci; nie mam już nadziei. Ale postępowanie moje pragnąłbym w oblicze Mu wykazać. 
Job 13:16,"Już to samo jest mi zbawieniem, że nie może stanąć przed Nim obłudnik. "
Job 13:17,"Posłuchajcie tedy uważnie wyznania mojego, a niech oświadczenie moje dojdzie uszu waszych. "
Job 13:18,Otom ułożył już sprawę moję; wiem że słuszność zachowam. 
Job 13:19,"Któż jest ten, któryby prawować się mógł zemną. Bo wtedybym już zamilknął i skonał! "
Job 13:20,"Tylko dwóch tych rzeczy nie czyń mi, a wtedy skrywać się nie będę przed obliczem Twojem. "
Job 13:21,"Rękę Twoją usuń odemnie, a groza Twoja niechaj nie trwoży mnie! "
Job 13:22,"Wtedy zawołaj a odpowiem, albo będę ja mówił, a Ty mi odpowiadaj! "
Job 13:23,"Ileż to jest win i grzechów moich? Występki, zbrodnie moje wskaż mi! "
Job 13:24,"Czemu zakrywasz oblicze Twoje, a poczytujesz mnie za wroga swego? "
Job 13:25,"Czyżbyś zawiany liść straszył, a uschłe źdźbło ścigał, "
Job 13:26,"Że piszesz na mnie tak gorzki wyrok, a w dziedzictwie dajesz młodociane winy moje. "
Job 13:27,"Że kładziesz w pęta nogi moje, a śledzisz wszystkie ścieżki moje, zakreślając kołem stopy nóg moich. "
Job 13:28,"A ten człowiek właśnie jakby próchnem toczony się rozpada, jako szata, którą zżarł mól. "
Job 14:1,"Człowiek z kobiety zrodzony, krótkich dni i przesycony niepokojem. "
Job 14:2,"Jako kwiat rozwija się i więdnie, jako cień przelatuje a nie ostoi się. "
Job 14:3,"A nad takim trzymasz otwarte oczy Twoje, a mnie pociągasz na sąd przed Siebie. "
Job 14:4,Jakże by mógł czysty z nieczystego się wytworzyć! Ani jeden! 
Job 14:5,"Gdy jednak ustanowione są dni jego, a liczba miesięcy jego u Ciebie ustalona, gdyś wyznaczył kres jego, którego przekroczyć nie wstanie. "
Job 14:6,"Tedy odwróć wzrok swój od niego, aby wytchnąć mógł, i aby się ucieszył jak najemnik dzienną wysługą swoją. "
Job 14:7,"Bo ma wprawdzie drzewo jeszcze nadzieję: gdy ściętem zostaje odradza się znowu, a pędy jego nie ustają. "
Job 14:8,"Choć zestarzeje się w ziemi korzeń jego, a w prochu obumiera pień jego. "
Job 14:9,"Na woń wody się odrasta, puszczając gałązki jak zasadzona świeżo latorośl. "
Job 14:10,"Ale gdy umiera mąż, leży on bezwładny, a gdy skonał człowiek - gdzież wtedy jest? "
Job 14:11,"Jako ściekają wody z morza, a strumień opada i wysycha. "
Job 14:12,"Tak kładzie się człowiek a nie powstaje więcej; a pokąd stoją niebiosa nie rozbudzi się, a nie ocknie ze snu swojego. "
Job 14:13,"Gdybyś mnie też w otchłani schował, ukrył mnie, póki się gniew Twój nie uśmierzy; gdybyś oznaczył mi kres, a następnie wspomniał o mnie! "
Job 14:14,"Gdy umiera człowiek czyż znowu ożyje? Przez wszystkie dni służby mojej bym wtedy wytrwał, póki by nie nadeszło wyzwolenie moje. "
Job 14:15,"Wezwałbyś a jabym Ci odpowiedział, za dziełem rąk Twoich byś zatęsknił! "
Job 14:16,"Ale teraz liczysz moje kroki, czuwasz nad grzechem moim. "
Job 14:17,"Opieczętowany leży w mieszku występek mój, a zaszyta wina moja. "
Job 14:18,"Zaprawdę, jako góra w upadku się kruszy, a jako skała się usuwa z miejsca swojego; "
Job 14:19,"Jako głazy woda wydrąża, a spłukują fale jej grunt ziemi, tak obracasz w niwecz nadzieję człowieka! "
Job 14:20,"Pokonywasz go na zawsze, a odchodzi, przeobrażasz oblicze jego i puszczasz go. "
Job 14:21,"Gdy dzieci jego cześć zyskują - on tego nieświadom - a gdy w poniżeniu są, on na nie nie baczy. "
Job 14:22,"Tylko nad nim samym boleje jego ciało, tylko nad nim samym smuci się jego dusza. "
Job 15:1,"Tedy odparł Elifaz z Themanu, i rzekł: "
Job 15:2,"Izali odpowiada mędrzec zdaniem błahem, a nadyma wiatrem wschodnim pierś swoją? "
Job 15:3,"Szermując mową bez pożytku, słowami, któremi nic nie wskóra? "
Job 15:4,"Zaiste, niweczysz bogobojność, a znosisz modlitwę należną Bogu. "
Job 15:5,"Bo wyćwiczyła wina usta twoje, choć wybrałeś sobie mowę chytrych. "
Job 15:6,"Potępiają cię usta twoje, nie ja, a własne wargi twoje świadczą przeciw tobie. "
Job 15:7,"Izaliś jako pierwszy z ludzi się urodził, a przed pagórkami jeszcze utworzony? "
Job 15:8,"Izaliś na radzie Bożej podsłuchywał, a taką mądrość tam sobie zdobył? "
Job 15:9,"Co ty wiesz coby i nam nie było wiadomem, co ty rozumiesz, czegobyśmy i my nie rozumieli? "
Job 15:10,"I między nami są starcy i sędziwi, starsi niż twój ojciec w lata! "
Job 15:11,"Czyżby pociechy boskie za błahe ci były, i słowo które łagodnie z tobą się obeszło? "
Job 15:12,"Czemuż cię tak uniosło serce twoje, i czemu tak łypiesz oczyma swojemi. "
Job 15:13,"Że przeciw Bogu zwracasz ducha twojego, a podobne słowa z ust twych wyrzucasz? "
Job 15:14,"Czemże człowiek, aby czystym być mógł, i aby sprawiedliwym był zrodzony z niewiasty? "
Job 15:15,"Nawet świętym Swoim nie ufa, a nie są czyste niebiosa w oczach Jego. "
Job 15:16,"Tem mniej wstrętny i zepsuty - człowiek, który bezprawie niby wodę pije. "
Job 15:17,"Zwrócę uwagę twoję, posłuchaj mnie! a com widział oznajmię ci. "
Job 15:18,"Co mędrcy przekazali a nie utaili, (jako tradycję) od ojców swoich. "
Job 15:19,"Im samym jeszcze była ziemia oddana, a nie był przeszedł obcy w pośród nich. "
Job 15:20,"Po wszystkie dni swoje musi niegodziwy się trwożyć i po wszystkie lata, które zachowane są okrutnemu. "
Job 15:21,"Odgłos strachów (brzmi) w uszach jego, wśród pokoju napada nań pogromca. "
Job 15:22,"Nie wierzy żeby miał z pomroki ujść, a zachowany on dla miecza. "
Job 15:23,"Tuła się za chlebem, gdzież go znaleść? - wie że zgotowany u boku jego dzień ciemności. "
Job 15:24,"Trwoży go bieda i strapienie, chwyta go jako król gotowy do szturmu. "
Job 15:25,"Albowiem wyciągnął przeciw Bogu rękę swą, a Wszechmocnemu się opierał. "
Job 15:26,"Natarł nań (wyniosłą) szyją, grubymi grzbietami tarcz swoich. "
Job 15:27,"Ponieważ pokrył tłuszczem oblicze swoje, a tukiem obsadził lędźwie swe. "
Job 15:28,"A osiadł w miastach zapadłych, w domach, w których nikt mieszkać nie powinien, które w zgliszcze obrócić się mają. "
Job 15:29,"Nie zbogaci się i nie ostoi się mienie jego, ani uginać się będzie ku ziemi wierzchołek ich. "
Job 15:30,"Nie ujdzie on ciemności, odrośl jego wysuszy płomień, a zaniknie przez wzburzone tchnienie ust Jego. "
Job 15:31,"Niechaj nie dufa kłamstwu, bo się zawiedzie, bo fałsz będzie nagrodą jego. "
Job 15:32,"Zanim nadejdzie dzień jego spełni się, a palmowy liść jego nie zazieleni się więcej. "
Job 15:33,Jako winograd strąci uległe grona swoje i jako oliwnik kwiat swój zrzuci. 
Job 15:34,"Bo bezpłodną zostaje rzesza nieuczciwych, a pochłania ogień namioty za przekupstwo (zbudowane). "
Job 15:35,"Poczęli nieprawość, a zrodzili nieszczęście, a żywot ich przygotowuje obłudę. "
Job 16:1,"Zatem odparł Ijob, i rzekł: "
Job 16:2,Słyszałem podobnych rzeczy dużo; pocieszyciele marni wy wszyscy. 
Job 16:3,Izali już koniec mowom czczym? Albo cóż cię pobudza do podobnej odpowiedzi? 
Job 16:4,"I jabym potrafił mówić jak wy - gdybyście na miejscu mojem byli - mógłbym zestawić przeciw wam słowa, a potrząsać nad wami głową moją. "
Job 16:5,"Krzepiłbym was ustami mojemi, a współczucie warg moich sprawiło by wam ulgę. "
Job 16:6,"Jeżeli dalej mówię, nie ukoi się przeto ból mój, a jeżeli zaniecham izali ustąpi co odemnie? "
Job 16:7,Ale teraz wyczerpnął już siłę moję - opustoszyłeś całe koło me rodzinne. 
Job 16:8,"Pochwyciłeś mnie, a to ma świadczyć przeciw mnie? Tak, występuje przeciw mnie własna niemoc moja, w oblicze moje oskarża mnie. "
Job 16:9,"Gniew Jego szarpie mnie i ściga, zgrzyta na mnie zębami swoimi; jako wróg mój rozsrożył na mnie wzrok swój. "
Job 16:10,"Rozwierają na mnie usta, uderzają sromotnie lica moje, wespół skupiają się przeciw mnie. "
Job 16:11,"Wydał mnie Bóg przewrotnym, a w ręce niegodziwych wtrącił mnie. "
Job 16:12,"Żyłem spokojnie - a skruszył mnie, i pochwycił za kark mój, i wstrząsnął mną i postawił mnie za cel sobie. "
Job 16:13,"Okrążają mnie strzały Jego, bez litości rozdziera nerki moje, wylewa na ziemię żółć moją. "
Job 16:14,"Porażeniem za porażeniem razi mnie, rzucił się na mnie jako mocarz. "
Job 16:15,"Wór uszyłem wokoło skóry mojej, wryłem w ziemię róg mój. "
Job 16:16,"Oblicze moje zaczerwienione od płaczu, a na powiekach moich mrok śmiertelny. "
Job 16:17,"Jakkolwiek niemasz krzywdy w ręku moich, a czysta modlitwa moja. "
Job 16:18,"O ziemio, nie zakrywajże krwi mojej! Niechaj nie znajdzie spoczynku skarga moja! "
Job 16:19,"Już i teraz świadek mój w niebiosach, a orędownik mój w wysokościach. "
Job 16:20,Naśmiewają się zemnie przyjaciele moi - ku Bogu spogląda łzawe oko moje. 
Job 16:21,"Aby rozstrzygnął spór człowieka z Bogiem, a między synem Adama a bliźnim swoim. "
Job 16:22,"Albowiem lata już nieliczne przyjdą, a ścieżką po której nie wrócę, odejść muszę. "
Job 17:1,"Duch mój złamany, dni moje zagasły, groby czekają mnie. "
Job 17:2,"A tu stroją jeszcze drwiny zemnie, a na obelgi ich musi spoczywać ustawicznie oko moje! "
Job 17:3,"O złóżże rękojmię za mnie, wstaw się za mną do samego siebie! Któżby inny dał porękę za mnie? "
Job 17:4,"Albowiem tych serce zamknąłeś dla wyrozumienia, ale przeto i nie pozwolisz im przemódz. "
Job 17:5,"Dla podziału łupów zdradza się przyjaciół, jakkolwiek oczy własnych dzieci zanikają. "
Job 17:6,"Na przysłowie ludziom wystawił mnie, na takiego któremu w twarz plują. "
Job 17:7,"Tak, że zamroczyło się od utrapień oko moje, a członki moje - jako cień wszystkie. "
Job 17:8,"Wzdrygają się nad tem prawi, a obrusza się niewinny, nad (powodzeniem) szalbierza. "
Job 17:9,"Jednak trzyma się sprawiedliwy drogi swojej, a nabiera wytrwałości kto czystych jest rąk. "
Job 17:10,"Wy wszakże społem przyjdźcie na nowo, przyjdźcie tylko! Nie znajdę wszak mędrca w pośród was! "
Job 17:11,"Dni moje przeminęły, zamysły me się zerwały, one które własnością serca mego były. "
Job 17:12,"Noc chcą obrócić w dzień, światło ma mi bliższem być niż mrok. "
Job 17:13,"Jeżeli jednak czekać muszę na przepaść jako na dom swój, a w ciemności usłać łoże moje. "
Job 17:14,"Jeżeli mi do grobu wołać: ojcem moim ty, matko i siostro moja do robactwa. "
Job 17:15,"Gdzież tedy nadzieja moja, tak, moja nadzieja, któż ją wyśledzi? "
Job 17:16,"Ku zaworom otchłani zstępuje ona, a razem w prochu się ułożym. "
Job 18:1,"Zatem odparł Bildad z Szuach, i rzekł: "
Job 18:2,"Dopókiż jeszcze urządzać wam te łowy na słowa? Rozmyślcie się, a następnie pomówim! "
Job 18:3,"Czemuśmy poczytywani jako bydło, uważani jako zakuci w oczach waszych? "
Job 18:4,"Ty, który sam się rozszarpujesz w gniewie swoim - czyż gwoli tobie wyludnioną ma być ziemia, albo usunąć się skała z miejsca swojego? "
Job 18:5,"Bo jednak światło niegodziwego gaśnie, a nie świeci płomień ogniska jego. "
Job 18:6,"Mroczy się jasność w jego namiocie, a gaśnie nad nim pochodnia jego. "
Job 18:7,"Skracają się kroki jego dzielne, a strąca go (w przepaść) własny jego zamysł. "
Job 18:8,Bo wpędzany bywa w sieć własnemi stopami a po plecionce chodzić musi. 
Job 18:9,"Chwyta go za piętę potrzask, silnie trzymają go sidła. "
Job 18:10,"Ukryta przy ziemi pętlica dla niego, a połapka nań na tropie. "
Job 18:11,Trwożą go postrachy dokoła i płoszą go na każdym kroku. 
Job 18:12,"Łaknie go niedola, a klęska przygotowana u boku jego. "
Job 18:13,"Pożera włókna skóry jego, pochłania członki jego pierworodny śmierci. "
Job 18:14,"Wyrwany zostaje z namiotu swego, w którym bezpiecznym się mniemał, i napędza go do króla postrachów. "
Job 18:15,"Osiada w namiocie jego co doń nie należy, rozsypują na siedzibę jego siarkę. "
Job 18:16,"Z dołu korzenie jego usychają, a z wierzchu więdną gałęzie jego. "
Job 18:17,"Pamięć jego znika z ziemi, a imienia jego nie wspominają po ulicach. "
Job 18:18,"Wyrzucają go od światła do ciemności, a z okręgu świata wypędzają go. "
Job 18:19,"Ani syn ani wnuk nie pozostaje mu w rodzie jego, a niema niedobitka w sadybie jego. "
Job 18:20,"Nad dolą jego przerażają się potomni, a przodków jego ogarnia zgroza. "
Job 18:21,"Oto tak bywa z mieszkaniem szalbierza, takiem miejsce tego, który Boga nie znał. "
Job 19:1,"Zatem odparł Ijob, i rzekł: "
Job 19:2,"Dopókiż chcecie dręczyć duszę moję, a gnębić mnie mowami! "
Job 19:3,"Już oto dziesięciokrotnie lżyliście mnie, a nie wstydzicie się mnie krzywdzić. "
Job 19:4,"A jeślim w istocie zbłądził, to wszak zostaje błąd mój tylko przy mnie ukrytym. "
Job 19:5,Jeżeli się rzeczywiście wywyższyć chcecie nademnie tedy złóżcie mi dowód hańby mojej! 
Job 19:6,"Wiedźcie więc, że to Bóg mnie ugiął, a siecią Swą mnie oplatał. "
Job 19:7,"Oto wołam o gwałt, a nie znajduję posłuchu, zwę pomocy, ale niema sądu. "
Job 19:8,"Drogę mą zagrodził, że przejść nie mogę, a ponad ścieżką moją rozpostarł mrok. "
Job 19:9,"Ze czci mojej mnie odarł, a strącił koronę z głowy mojej. "
Job 19:10,"Skruszył mnie dokoła, abym zginął, i wyrwał jako drzewo nadzieję moję. "
Job 19:11,"Rozpalił przeciw mnie gniew Swój, a policzył mnie między wrogów Swoich. "
Job 19:12,"Społem nadciągnęły hufce Jego, utorowały sobie drogę ku mnie, i rozłożyły się dokoła namiotu mego. "
Job 19:13,"Braci moich odemnie oddalił, a przyjaciele moi stronią mnie. "
Job 19:14,"Opuścili mnie powinowaci moi, a znajomi zapomnieli o mnie. "
Job 19:15,"Domownicy i służebnice moje poczytują mnie za obcego, cudzym się stałem w oczach ich. "
Job 19:16,"Gdy wołam sługę mojego nie odzywa się, choć go błagam usty mojemi. "
Job 19:17,"Oddech mój wstrętny żonie mojej, a prośba moja rodzonym mym braciom. "
Job 19:18,Swawolni nawet malce gardzą mną; gdy powstać chcę urągają mi. 
Job 19:19,"Brzydzą się mną zaufani moi, a ci, których miłowałem zwrócili się przeciw mnie. "
Job 19:20,"Do skóry i ciała mego przylgnęły kości moje, a ocalały zaledwie dziąsła zębów moich. "
Job 19:21,"Zmiłujcie się, zmiłujcie nademną, wy przyjaciele moi, bo ręka Boska dotknęła mnie! "
Job 19:22,"Czemu prześladujecie mnie jak Bóg, a nie możecie się nasycić ciała mojego? "
Job 19:23,"Ach, gdyby też zapisane zostały słowa moje, gdyby też w księdze je skreślono! "
Job 19:24,"Rylcem żelaznym i w ołowiu na wieki, oby w skale je wyryto! "
Job 19:25,"Co do mnie, wiem, że wybawca mój żyje, i że jako ostatni ponad prochem się wzniesie. "
Job 19:26,"Że następnie, gdy to ciało moje roztoczone będzie, jednak i wolen ciała ujrzę Boga! "
Job 19:27,"Ujrzę Go sam, tak, oczy moje Go zobaczą, a nie jako przeciwnika. Zanikają w łonie mem nerki moje (w tęsknocie za tem). "
Job 19:28,Gdybyście wszakże rzekli: czemże go prześladować mamy i że korzeń rzeczy znaleziony we mnie. 
Job 19:29,"Drżyjcie przed mieczem! bo zapalczywość będzie pomszczona przez miecz, abyście poznali, że jest sąd! "
Job 20:1,"Zatem odparł Cofar z Naamy, i rzekł: "
Job 20:2,"Właśnie dlatego znaglają mnie znowu myśli moje, i dlatego wzburzonym się czuję. "
Job 20:3,"Naganę mnie hańbiącą słyszałem, a wiatr niezrozumiały dla mnie odpowiedział mi. "
Job 20:4,"Izali nie znasz tej prawdy odwiecznej, (znanej) od chwili ustanowienia człowieka na ziemi. "
Job 20:5,"Że tryumf niegodziwych krótkotrwały jest, a radość szalbierzy tylko chwilową? "
Job 20:6,"Choćby wzniosła się ku niebu hardość jego, a sięgała głowa jego obłoków. "
Job 20:7,"Wszakże jako mierzwa jego zginie na wieki, a ci którzy go widzieli zapytają się: gdzież się podział? "
Job 20:8,"Niby sen ulatuje a nie znajdują go, a spłoszonym zostaje niby widziadło nocne. "
Job 20:9,"Oko, które go oglądało nie (ujrzy) go więcej, a nie obaczy go już nigdy miejsce jego. "
Job 20:10,"Dzieci jego muszą krzywdzonych zaspakajać, a ręce jego zwrócić co wydarł. "
Job 20:11,"Choć członki jego młodzieńczej siły pełne, to musi ona jednak w prochu z nim spocząć. "
Job 20:12,"Choć słodkiem jest zło ustom jego, a chowa je pod językiem swoim. "
Job 20:13,"Choć je pielęgnuje a nie wypuszcza, a trzyma na podniebieniu swojem. "
Job 20:14,"To odmienia się jednak pokarm w jego trzewach, w żółć jaszczurczą w jego wnętrzu. "
Job 20:15,"Bogactwa pochłonął, ale musi je znowu zrzucić, - z żywota jego wyżenie je Bóg. "
Job 20:16,"Jad jaszczurczy wessał, uśmierca go żądło gadów syczących. "
Job 20:17,"Nie rozkoszować mu się widokiem potoków, ani rozlewających się strumieni miodu i śmietanki. "
Job 20:18,"Wydać musi pracę cudzą, a nie zażyje jej, ilekolwiekby nie nabył dóbr, nie ucieszy się niemi. "
Job 20:19,"Albowiem gnębił a opuszczał biednych, zagarnął dom, którego nie zbudował. "
Job 20:20,"Zaprawdę, nie zaznawał pokoju w łonie swojem, dlatego też ze skarbów swych nic nie uchroni. "
Job 20:21,"Nic nie uszło pożądliwości jego, przeto niema trwałości jego dobro. "
Job 20:22,"W pełni dostatku swego gnębi się, cała moc strapienia spada nań. "
Job 20:23,"Aby mu stało na napełnienie żywota swego, spuszcza nań żar gniewu swojego, a zrasza go (siarczystą) wilgocią swoją. "
Job 20:24,"Choć schroni się przed zbroją żelazną, przebije go grot z kruszcu. "
Job 20:25,"Wyciąga go a wychodzi z grzbietu, a iskrząca się stal z żółci jego; uchodzi a postrachy na nim. "
Job 20:26,"Wszystek mrok zasadził się na skarby jego, pożera go ogień nie rozniecony (przez ludzi); strawia szczątki w namiocie jego. "
Job 20:27,"Odsłaniają niebiosa jego winę, a ziemia powstaje przeciw niemu. "
Job 20:28,Uwięziony będzie plon domu jego; rozpływającą się on wodą w dzień gniewu Jego. 
Job 20:29,"Oto udział niegodziwego od Boga, i dziedzictwo naznaczone mu od Wszechmocnego. "
Job 21:1,"Zatem odparł Ijob, i rzekł: "
Job 21:2,"Słuchajcie, słuchajcie mowy mojej, a niechaj mi to będzie pociechą od was! "
Job 21:3,"Pozwólcie mi mówić, a po przemówieniu mojem niechajby każdy urągał! "
Job 21:4,Alboż zwraca się przeciw ludziom skarga moja i jakżebym wtedy zdołał cierpliwość zachować? 
Job 21:5,"Spójrzcie na mnie a strętwiejcie, a połóżcie dłoń na usta. "
Job 21:6,"Tak, gdy pomyślę o tem przerażam się, a dreszcz przenika ciało moje. "
Job 21:7,"Czemu zachowują niegodziwi życie, starzeją się, a nawet wzmagają się na sile? "
Job 21:8,"Potomstwo ich rozwija się w ich obliczu, wespół z nimi, a mają odrośle swe przed oczyma. "
Job 21:9,"Domy ich bezpieczne, wolne od trwogi, a nie dotyka ich rózga Boża. "
Job 21:10,Byk jego parzy się a nie psuje (nasienia); krowa jego rzuca lekko a nie pomiata. 
Job 21:11,"Niby trzodę wypuszczają pacholęta swoje, a dziatki ich hasają. "
Job 21:12,"Wyśpiewują głośno przy bębnie i cytrze, a cieszą się przy dźwiękach fletu. "
Job 21:13,"Trawią w szczęściu dni swoje, a w mgnieniu oka zstępują do grobu. "
Job 21:14,A jednak mawiali do Boga: usuń się od nas - a poznania dróg Twych nie żądamy! 
Job 21:15,"Któż Wszechmocny, abyśmy Mu służyli, a jakiż nam pożytek gdy się zwrócim doń z prośbą? "
Job 21:16,"Zaprawdę, nie w ich mocy było ich szczęście - jakkolwiek myśl niegodziwych daleka odemnie. "
Job 21:17,"Czyż to często ""gaśnie pochodnia niegodziwych"", a przypada na nich ich zaguba? Czyż często wydziela losy w gniewie swoim. "
Job 21:18,"A są jako źdźbło wobec wiatru, albo jako plewa, którą porywa wicher? "
Job 21:19,"""Bóg przechowuje dzieciom jego jego niedolę"". Niechajby mu samemu zapłacił, aby to uczuł! "
Job 21:20,"Niechaj własne jego oczy ujrzą zagubę swoję, a z zapalczywości Wszechmocnego niechaj sam pije! "
Job 21:21,"Bo cóż obchodzi go dom jego, gdy po nim będzie, gdy liczba miesięcy jego obrachowaną zostanie? "
Job 21:22,"Alboż można Boga poznania uczyć, Jego który niebiosa sądzi? "
Job 21:23,"Ten umiera w pełni pomyślności, zewsząd bezpieczny i spokojny. "
Job 21:24,"Kadzie jego napełnione są mlekiem, a szpik kości jego napojony. "
Job 21:25,"A inny umiera w goryczy duszy, nie zakosztowawszy nigdy szczęścia. "
Job 21:26,"Wspólnie układli się w prochu, a robactwo pokrywa ich (obu). "
Job 21:27,"Oto znam myśli wasze, i zamysły, którymi mnie krzywdzicie. "
Job 21:28,"Jeżeli powiadacie: gdzież dom tyrana, a gdzie namiot służący na sadybę niegodziwym? "
Job 21:29,Czemu tedy nie pytacie się przechodniów po drodze - dowodów ich nie zapoznacie. 
Job 21:30,"Że w dzień klęski oszczędzany bywa zły, w dzień gniewu uprowadzeni zostają. "
Job 21:31,Któż wytyka mu w oblicze drogę jego? Spełnił! - któż mu za to odpłaci? 
Job 21:32,"A gdy na miejsce grobów wyprowadzonym zostaje, trzymają jeszcze straż na kurhanie jego. "
Job 21:33,"Słodkie mu są skiby doliny, a za nim ciągnie tłum, jak i przed nim (lud) niezliczony. "
Job 21:34,"I jakże możecie mnie tak błaho pocieszać, gdy wszak odpowiedzi wasze - pozostają obłudą. "
Job 22:1,"Zatem odparł Elifaz z Themanu, i rzekł: "
Job 22:2,Azali Bogu świadczy przysługę człowiek? wszak raczej samemu sobie służy rozumny. 
Job 22:3,"Azali to korzyść dla Wszechmocnego gdyś sprawiedliwy, albo pożytek dlań gdy uzacniasz swe drogi? "
Job 22:4,"Czyżby dla bogobojności twojej cię karcił, alboż dlatego wszczynał sprawę z tobą? "
Job 22:5,"Czyż nie jest raczej wielką niecność twoja, a nieskończone przewinienia twoje? "
Job 22:6,"Zapewneś tradował braci twych bezprawnie, a obdzierał z szat nawpół nagich. "
