Index Title,Jeremiah
Jeremiah 14:3,"A możni ich rozsyłają pachołków swych po wodę; przychodzą do studzien - nie znajdują wody; - wracają z naczyniem próżném, znękani są, zapłonieni, i zakrywają głowę swoją. "
Jeremiah 14:4,"Dla gleby popękanej, gdyż nie było deszczu na ziemi, znękani są rataje - zakrywają głowę swoję. "
Jeremiah 14:5,"Albowiem i łania na polu miota i porzuca, gdyż nie ma zieleni. "
Jeremiah 14:6,"Osły też leśne stawają na wierzchołkach nagich, chwytają powietrze jako szakale; omdlewają oczy ich - gdyż niema trawy. "
Jeremiah 14:7,"Jeżeli winy nasze świadczą przeciw nam, Wiekuisty, uczyń gwoli imieniu Twojemu! albowiem liczne są odstępstwa nasze, Tobie zgrzeszyliśmy. "
Jeremiah 14:8,"Nadziejo Izraela, wybawco jego w dniu niedoli! czemu chcesz się okazać jako przychodzień na tej ziemi, i jako wędrowiec, który tylko zboczył dla przenocowania? "
Jeremiah 14:9,"Czemu chcesz się okazać jako mąż oszołomiony, jako mocarz niezdolny dopomódz? A Tyś wszak wpośród nas, Wiekuisty, a imię Twe nad nami mianowane; nie opuszczaj nas! "
Jeremiah 14:10,"Ale tak rzecze Wiekuisty o ludzie tym: Jako skłonni byli do błąkania się, nóg swych nie powstrzymując, tak też nie przychyli się Wiekuisty ku nim; wspomina On teraz winę ich, i nawiedza grzechy ich. "
Jeremiah 14:11,"I rzekł Wiekuisty do mnie: Nie módl się za ludem tym, ku dobru. "
Jeremiah 14:12,"Gdy pościć będą nie wysłucham wołania ich, a gdy składać będą całopalenia i dary nie przychylę się ku nim, lecz mieczem i głodem i morem zgładzę ich! "
Jeremiah 14:13,"I rzekłem: O Panie, Wiekuisty! oto prorocy zapewniają ich: Nie ujrzycie miecza, a głodu nie zaznacie, lecz pomyślności trwałej użyczę wam na miejscu tém. "
Jeremiah 14:14,"I rzekł Wiekuisty do mnie: Fałsz prorokują prorocy ci w imieniu Mojém; nie posłałem ich, anim rozkazał im, anim przemawiał do nich; widzenia kłamliwe, i wieszczby, i błahości i obłudę serca swego prorokują oni wam! "
Jeremiah 14:15,"Przeto rzecze tak Wiekuisty o prorokach, prorokujących w imieniu Mojém, jakkolwiek Ja ich nie posłałem, a zapewniają: miecza i głodu nie będzie na ziemi tej; od miecza i głodu wyginąć prorokom tym! "
Jeremiah 14:16,"Lud zaś, któremu prorokują, rozrzucony będzie po ulicach Jerozolimy wskutek głodu i miecza, a nikt ich nie pochowa - oni, ich żony, ich synowie i córki; i tak wyleję na nich niegodziwość ich. "
Jeremiah 14:17,"A oświadcz im słowo to: Ronią oczy moje łzy dniem i nocą, a nie uciszają się; gdyż pogromem wielkim rozgromiona dziewicza córa ludu mojego, porażeniem bolesném niezmiernie. "
Jeremiah 14:18,"Gdy wychodzę na pole, a oto pomordowani od miecza, a gdy przychodzę do miasta, a oto zmorzeni głodem - bo i prorok i kapłan krążą po kraju, a nie wiedzą nic. "
Jeremiah 14:19,"Czyżbyś ostatecznie porzucił Judeę? Albo czyżby obmierziła sobie Cyon dusza Twoja? Czemu poraziłeś nas, a niema dla nas uzdrowienia? Czekaliśmy pokoju, ale dobro nie przyszło, na czas ocalenia, a tu przerażenie. "
Jeremiah 14:20,"Znamy, Wiekuisty, niegodziwość naszą, winę ojców naszych, żeśmy zgrzeszyli Tobie. "
Jeremiah 14:21,"Nie porzucaj gwoli imieniu Twojemu, nie poniżaj stolicy wspaniałości Twojej; wspomnij, nie zrywaj przymierza Twego z nami! "
Jeremiah 14:22,"Czyż są między marnościami narodów szafarze dżdżu? Albo czyż spuszczają niebiosa same krople obfite? Czyś nie raczej Ty, Wiekuisty, Bóg nasz, że wyglądamy Ciebie? Wszak Ty uczyniłeś to wszystko! "
Jeremiah 15:1,"I rzekł Wiekuisty do mnie: Choćby stanął Mojżesz i Samuel przedemną, nie skłoniłaby się już dusza Moja do ludu tego; odpraw ich z przed oblicza Mojego, a niech idą! "
Jeremiah 15:2,"A gdyby rzekli do ciebie: dokąd mam pójść? tedy oświadcz im: Tak rzecze Wiekuisty: kto na śmierć, do śmierci, a kto pod miecz, do miecza, a kto na głód, do głodu, a kto w niewolę, do niewoli! "
Jeremiah 15:3,"I ustanowię nad nimi cztery gatunki, rzecze Wiekuisty: miecz do zabijania, i psy do szarpania, a ptactwo nieba i zwierzęta ziemi do pożerania i tępienia. "
Jeremiah 15:4,"I podam ich na straszydło wszystkim królestwom ziemi, z powodu Menaszy, syna Chiskjasza, króla Judy - za to co uczynił w Jerozolimie. "
Jeremiah 15:5,"Bo któż ulituje się nad tobą, Jerozolimo, i któż cię pożałuje, i któż zboczy, aby się zapytał o powodzenie twoje? "
Jeremiah 15:6,"Tyś opuściła Mnie, rzecze Wiekuisty, wstecz odstąpiłaś, wyciągnąłem też rękę Moją i zniszczyłem cię; znużyłem się politowaniem. "
Jeremiah 15:7,"I rozwiałem ich wiejadłem przez bramy tej ziemi; osierociłem i wygubiłem lud mój, a jednak z bezdroży swych się nie nawrócili. "
Jeremiah 15:8,"Liczniejsze były Mi wdowy jego niż piasek mórz; nawiodłem na nie, na matki młodzieży, pogromców w samo południe; rzuciłem na nie nagle popłoch i postrach. "
Jeremiah 15:9,"Zawiędła, która rodziła siedmioro, wyzionęła duszę swą; zaszło słońce jej w pełni dnia, zawstydziła się i zapłonęła - a szczątek ich wydam teraz pod miecz, przed obliczem wrogów ich, rzecze Wiekuisty. "
Jeremiah 15:10,"Biada mi, matko moja, żeś mnie zrodziła, męża swaru i męża zwady dla całej tej ziemi! Nie pożyczałem, ani pożyczali mi, a jednak wszyscy mi złorzeczą! "
Jeremiah 15:11,"Wyrzekł był Wiekuisty: Jeżeli nie wyprowadzę cię ku szczęściu, jeżeli nie zetknę z tobą w czasie klęski i w czasie niedoli wroga! "
Jeremiah 15:12,Azali skruszy żelazo stal północną albo spiż? 
Jeremiah 15:13,Bogactwo i skarby twoje podam na grabież darmo - a to dla wszystkich grzechów twoich - po wszystkich twych granicach. 
Jeremiah 15:14,"I przeprowadzę cię wraz z wrogami twoimi do ziemi ci nieznanej, gdyż ogień żarzący się w gniewie Moim nad wami wspłonie. "
Jeremiah 15:15,"Ty mnie znasz Wiekuisty! Wspomnij i wejrzyj na mnie, i pomścij się za mnie nad prześladowcami moimi; nie chciej wskutek pobłażliwości Twojej dla nich, porwać mnie, uprzytomnij Sobie, jaką znosiłem dla Ciebie hańbę! "
Jeremiah 15:16,"Gdy dochodziły mnie słowa Twoje pochłaniałem je, a było mi słowo Twoje rozkoszą i pociechą serca; albowiem mianowane imię Twoje nademną, Wiekuisty, Boże zastępów. "
Jeremiah 15:17,"Nie przesiadywałem w kole wesołych, abym się radował; wobec ręki Twojej samotny siadałem, boś zgryzotą napełnił mnie. "
Jeremiah 15:18,"Czemuż boleść moja tak trwałą, a rana moja dotkliwą, że nie daje się ukoić; stałeś się dla mnie jako strumień zawodny, jako fale niestateczne. "
Jeremiah 15:19,"Przeto rzecze tak Wiekuisty: Skoro się nawrócisz, pozwolę i Ja ci wrócić, przed obliczem Mojém staniesz - a skoro postarasz się wydzielać cenne z pospolitego, jako usta Moje będziesz! Oni nawrócą się wtedy do ciebie, ale ty nie nawrócisz się do nich. "
Jeremiah 15:20,"Bo postawię cię wobec ludu tego jako mur spiżowy, warowny, i będą walczyli przeciw tobie, ale nie zmogą cię; bom Ja z tobą, abym cię wspomagał, i wybawiał, rzecze Wiekuisty. "
Jeremiah 15:21,"I wybawię cię z ręki niecnych, i wyzwolę cię z mocy okrutnych. "
Jeremiah 16:1,"I doszło mnie słowo Wiekuistego, głosząc: "
Jeremiah 16:2,"Nie pojmiesz sobie żony, a nie będziesz miał synów i córek na miejscu tém. "
Jeremiah 16:3,"Bo tak rzecze Wiekuisty o synach i córkach urodzonych na tém miejscu, i o matkach, które ich zrodziły, i o ojcach, którzy ich spłodzili na tém miejscu: "
Jeremiah 16:4,"Ciężkiemi zarazami wymrą, nie będą opłakiwani ani pochowani, mierzwą na roli się staną, a od miecza i głodu wyginą, i pójdą zwłoki ich na żer dla ptactwa nieba i dla zwierza ziemi. "
Jeremiah 16:5,"Gdyż tak rzecze Wiekuisty: Nie wnijdziesz do domu żałoby, a nie pójdziesz, by opłakiwać, a nie pożałować ci ich, bo zabieram pokój mój od ludu tego, łaskę i miłosierdzie. "
Jeremiah 16:6,"I pomrą wielcy i mali na tej ziemi, nie będą pochowani, i nie będzie ich nikt opłakiwał, i nie poczynią sobie nacięć, i nie wystrzygą się po nich. "
Jeremiah 16:7,"I nie będą łamali po nich chleba żałoby, by kogo pocieszyć po zmarłym; i nie dadzą nikomu się napić z kielicha pocieszenia po ojcu lub matce jego. "
Jeremiah 16:8,"Również do domu uczty nie wejdziesz, abyś zasiadł z nimi i jadł i pił. "
Jeremiah 16:9,"Gdyż tak rzecze Wiekuisty zastępów, Bóg Israela: Oto usunę z miejsca tego w oczach waszych i za dni waszych głos wesela i głos radości, głos oblubieńca i głos oblubienicy. "
Jeremiah 16:10,"A gdy opowiesz ludowi temu wszystkie te słowa, a rzekną do ciebie: Za cóż wyrzekł Wiekuisty przeciw nam to nieszczęście wielkie, i jakież przewinienia nasze, i jakim grzech nasz, którymśmy zgrzeszyli Wiekuistemu, Bogu naszemu? "
Jeremiah 16:11,"Tedy oświadczysz im: przeto, że opuścili ojcowie wasi Mnie, rzecze Wiekuisty, i poszli za bóztwami cudzemi, i służyli im, i korzyli się im, Mnie zaś opuścili, a nauki Mojej nie przestrzegali. "
Jeremiah 16:12,"Wyście zaś gorzej jeszcze uczynili niż ojcowie wasi, albowiem oto postępujecie każdy za pożądliwością serca swego zepsutego, nie słuchając Mnie. "
Jeremiah 16:13,"To też rzucę was z ziemi tej do ziemi, którejście nie znali ani wy, ani ojcowie wasi, i będziecie służyli tam bóztwom cudzym dniem i nocą, póki nie okażę wam zmiłowania. "
Jeremiah 16:14,"Zaprawdę, oto dni nadejdą, rzecze Wiekuisty, gdy nie powiedzą więcej: Żyw Wiekuisty, który wywiódł synów Israela z ziemi Micraim; "
Jeremiah 16:15,"Lecz: Żyw Wiekuisty, który wywiódł synów Israela z kraju Północy i ze wszystkich krain, do których był zagnał ich - gdyż sprowadzę ich napowrót do ziemi, którą oddałem ojcom ich. "
Jeremiah 16:16,"Oto poszlę ja po wielu rybaków, rzecze Wiekuisty, aby łowili ich, a następnie poszlę po wielu myśliwych, aby ich spędzali z każdej góry i z każdego wzgórza i z pośród rozpadlin skał. "
Jeremiah 16:17,"Albowiem oczy Moje baczą na wszystkie drogi ich, nie tajne one przed obliczem Mojém, ani ukrytą wina ich przed oczyma Mojemi. "
Jeremiah 16:18,"I odpłacę im najprzód w dwójnasób za winy i za grzechy ich, za to że skazili ziemię Moję; martwemi ohydami i obmierzłościami swemi napełnili dziedzictwo Moje. "
Jeremiah 16:19,"Wiekuisty, siło moja i obrono, i ucieczko w dniu niedoli! Do ciebie przyjdą kiedyś narody z krańców ziemi, i powiedzą: kłamstwo tylko odziedziczyli ojcowie nasi, marności, w których pożytku niema. "
Jeremiah 16:20,"Czyżby tworzyć sobie mogli ludzie bóztwa, gdy wszak sami bóztwami nie są? "
Jeremiah 16:21,"Przeto poznajomię ich, tym razem poznajomię ich z mocą i potęgą Moją, aby poznali, że imię Moje Wiekuisty! "
Jeremiah 17:1,"Grzech Judy zapisany rylcem żelaznym, ostrzem dyamentu, wyryty na tablicy ich serca i na narożnikach ofiarnic waszych. "
Jeremiah 17:2,"Jak gdyby wspominali o dzieciach swoich, (gdy wspominają) o ofiarnicach i astartach swych przy każdem drzewie zieloném, na wzgórzach wysokich. "
Jeremiah 17:3,"Pagórku Mój na niwie! bogactwo twoje, wszystkie skarby twoje podam na łup, wyżyny twoje - z powodu grzechu na całej twej dziedzinie. "
Jeremiah 17:4,"I będziesz wyrzucony przez własną winę z dziedzictwa twego, które oddałem tobie, i podam cię w niewolę wrogom twoim na ziemi, której nie znałeś; gdyż ogień któryście wzniecili gniewem Moim, na wieki płonąć będzie. "
Jeremiah 17:5,"Tak rzecze Wiekuisty: Przeklęty mąż, który polega na człowieku, a czyni śmiertelnego ramieniem swojém, gdy od Wiekuistego się odwraca serce jego. "
Jeremiah 17:6,"Będzie on jako wrzos samotny na stepie, który nie poczuje gdy przyjdzie dobro, który na rozpalonym gruncie stoi, na puszczy, na glebie bezpłodnej i niezaludnionej. "
Jeremiah 17:7,"Błogosławiony mąż, który polega na Wiekuistym, a jest Wiekuisty otuchą jego! "
Jeremiah 17:8,"Będzie on jako drzewo zasadzone nad wodami, co aż nad potok korzenie swe zapuszcza, które nie czuje, gdy żar nadchodzi, a jest liść jego zielony, a w roku posuchy się nie frasuje, nie przestając nigdy przynosić owocu. "
Jeremiah 17:9,"Przewrotném serce ponad wszystko, i słabém ono - któż je zbada? "
Jeremiah 17:10,"Ja, Wiekuisty, zgłębiam serce, doświadczam wnętrzności, aby oddać każdemu wedle dróg jego, wedle owocu spraw jego. "
Jeremiah 17:11,"Kukułką, która wysiada czego nie zniosła, jest kto zdobywa bogactwa a nie uczciwie; w połowie dni swoich musi je opuścić, a u kresu swego głupcem będzie. "
Jeremiah 17:12,"Tronem wspaniałości, wzniosłym od początku jest przybytek świętości naszej. "
Jeremiah 17:13,"Nadziejo Israela, Ty Wiekuisty! wszyscy, którzy Cię odstępują pohańbieni będą; tak, odszczepieńcy moi już na ziemi na zgubę zapisani, gdyż opuścili źródło wód żywych, Wiekuistego. "
Jeremiah 17:14,"Uzdrów mnie Wiekuisty, a będę uzdrowiony, wybaw mnie, a będę zbawiony, boś Ty chwałą moją! "
Jeremiah 17:15,Oto ci powiadają do mnie: Gdzież słowo Wiekuistego? Niechajże się spełni! 
Jeremiah 17:16,"Jam wszakże nie nalegał, abym szedł za tobą, dnia téż nieszczęsnego nie pragnąłem - Tobie to wiadomo! Wyrzeczenia ust moich przed obliczem one Twojém! "
Jeremiah 17:17,Nie stańże się mi postrachem! Tyś obroną moją w dniu niedoli. 
Jeremiah 17:18,"Pohańbieni będą prześladowcy moi, ale nie będę ja pohańbiony, oni się przerażą a nie przerażę się ja. Sprowadź na nich dzień niedoli, a dwojakim pogromem rozgrom ich! "
Jeremiah 17:19,"Tak rzekł Wiekuisty do mnie: Pójdziesz a staniesz w bramie synów ludu tego którą wchodzą królowie Judy i którą wychodzą, i we wszystkich bramach Jerozolimy. "
Jeremiah 17:20,"A oświadczysz im: Słuchajcie słowa Bożego, królowie Judy i wszystek Judo, i wszyscy mieszkańcy Jerozolimy, którzy chodzicie przez bramy te! "
Jeremiah 17:21,"Tak rzecze Wiekuisty: strzeżcie się gwoli duszy waszej, a nie noście ciężaru w dzień sabbatu, aby je sprowadzać do bram Jerozolimy. "
Jeremiah 17:22,"Ani wyprowadzajcie ciężarów z domów waszych w dzień sabbatu, a żadnej roboty nie wykonywajcie, lecz święćcie dzień sabbatu, jakom przykazał ojcom waszym. "
Jeremiah 17:23,"Ci wszakże nie usłuchali i nie nakłonili ucha swojego, raczej ukrnąbrnili kark swój, nie słuchając i nie przyjmując nauki. "
Jeremiah 17:24,"Gdy Mnie tedy pilnie słuchać będziecie, rzecze Wiekuisty, abyście nie wnosili ciężarów przez bramy miasta tego w dzień sabbatu, ale święcili dzień sabbatu, nie wykonywając w nim żadnej roboty: "
Jeremiah 17:25,"Tedy wchodzić będą bramami miasta tego królowie i książęta zasiadający na stolicy Dawida, jeżdżąc w powozach i na koniach oni i książęta ich, mężowie Judy i mieszkańcy Jerozolimy i stać będzie miasto to na wieki. "
Jeremiah 17:26,I przybywać będą z miast Judy i z okolic Jerozolimy i z ziemi Binjamina i z niziny i ze wzgórza i z południa składający całopalenia i ofiary rzeźne i dary i kadzidło i składający ofiary dziękczynne w domu Wiekuistego. 
Jeremiah 17:27,"Gdybyście wszakże nie posłuchali Mnie, abyście święcili dzień sabbatu, a nie nosili ciężarów wchodząc bramami Jerozolimy w dzień sabbatu, tedy rozniecę ogień w bramach jej, i pochłonie on zamki Jerozolimy a nie przygaśnie. "
Jeremiah 18:1,"Słowo, które doszło Jeremjasza od Wiekuistego, głosząc: "
Jeremiah 18:2,"Wstań, a zstąp do domu garncarza, a tam obwieszczę ci słowa Moje. "
Jeremiah 18:3,"I zstąpiłem do domu garncarza, a oto wyrabiał on właśnie robotę na kręgu. "
Jeremiah 18:4,"A gdy zepsuło się naczynie, które wyrabiał - jak to z gliną w ręku garncarza bywa - począł wyrabiać z niej naczynie inne, stosownie do tego, jak się podobało w oczach garncarza wyrobić. "
Jeremiah 18:5,"Doszło mnie tedy słowo Wiekuistego, głosząc: "
Jeremiah 18:6,"Czyżbym jak garncarz ten nie mógł postąpić z wami, domu Israela, rzecze Wiekuisty; oto jako glina w ręku garncarza, tak jesteście i wy w ręce Mojej, domu Israela! "
Jeremiah 18:7,"Raz wypowiadam o narodzie albo królestwie, abym je wyplenił i zburzył i wytępił, "
Jeremiah 18:8,"Wszakże gdy odwróci się naród ten przeciw któremu mówiłem od niecności swojej, wtedy rozmyślam się co do złego, które zamierzałem mu wyrządzić. "
Jeremiah 18:9,"Innym znów razem wypowiadam o narodzie albo królestwie, abym je zbudował i zasadził, "
Jeremiah 18:10,"Wszakże gdy spełni zło w oczach Moich, nie słuchając głosu Mojego, wtedy rozmyślam się co do dobrodziejstwa, które obiecałem mu wyświadczyć. "
Jeremiah 18:11,"Otóż teraz chciej oświadczyć mężom Judy i mieszkańcom Jerozolimy w tych słowach: Tak rzecze Wiekuisty: Oto gotuję na was nieszczęście, a powziąłem przeciw wam zamysł. Chciejcie się nawrócić każdy z drogi swej niecnej, a poprawcie postępki i sprawy wasze! "
Jeremiah 18:12,"Oni jednak powiedzą: Napróżno! raczej za zamysłami naszymi pójdziemy, a każdy pożądliwość serca swego spełnim. "
Jeremiah 18:13,"Przeto rzecze tak Wiekuisty: Rozpytujcie się też u narodów, ktoby słyszał o czemś podobném? Zgorszenia wielkiego dopuściła się dziewica israelska! "
Jeremiah 18:14,"Czyż się spuszcza ze skały polnej śnieg Libanu, albo czyż się oddziela z wody zatęchłej chłodno ciekąca? "
Jeremiah 18:15,"A jednak zapomniał o Mnie lud Mój - istotom fałszywym kadzą; a te doprowadziły ich do upadku na drogach ich, owych ścieżkach odwiecznych, aby szli po manowcach, po drodze nieutorowanej. "
Jeremiah 18:16,"Aby uczynić ziemię swą zgrozą i pośmiewiskiem wieczném, aby każdy któryby przechodził mimo niej się wzdrygnął i potrząsał głową. "
Jeremiah 18:17,"Niby wicher wschodni rozproszę ich przed wrogiem, tyłem a nie obliczem będę spoglądał na nich w dzień klęski ich. "
Jeremiah 18:18,"I rzekli: Zabierzcie się, a uknujmy przeciw Jeremjaszowi zamysły, aby nie zaginęła nauka od kapłana, a rada od mędrca, a słowo od proroka. Zabierzcie się, a poraźmy go językiem, abyśmy nie słuchali nadal mów jego. "
Jeremiah 18:19,"Wysłuchaj Ty mnie, Wiekuisty, a usłysz głos przeciwników moich! "
Jeremiah 18:20,"Czyż się odpłaca za dobro złem, że kopią jamę życiu mojemu? Wspomnij jakom stawał przed Tobą, aby przyczyniać się za nimi ku ich szczęściu, aby odwrócić zapalczywość Twoją od nich! "
Jeremiah 18:21,"Przeto wydaj synów ich na głód, a powal ich mieczem, aby były żony ich osierocone i owdowiałe, a byli mężowie ich wyduszeni śmiercią - młodzieńcy ich porażeni mieczem na wojnie. "
Jeremiah 18:22,"Niechaj rozlega się krzyk z domów ich, gdy nawiedziesz na nich hufce nagle, gdyż kopali jamę, aby mnie pochwycić, a sidła zastawiali skrycie na nogi moje. "
Jeremiah 18:23,"Ale Tobie Wiekuisty, znane są wszystkie knowania ich przeciwko mnie ku zagubie; nie przebaczaj winy ich, a grzechu ich z przed oblicza Twego nie zmazuj, aby padli przed Tobą; w chwili gniewu Twojego działaj przeciw nim. "
Jeremiah 19:1,"Tak rzekł Wiekuisty: Pójdziesz i kupisz dzban gliniany od garncarza, a zabierzesz ze starszych ludu i ze starszych kapłanów. "
Jeremiah 19:2,"I wyjdziesz do doliny Ben-Hinnom, która u wejścia do bramy garncarskiej; i wygłosisz tam słowa, które ci obwieszczę, "
Jeremiah 19:3,"A powiesz: Słuchajcie słowa Wiekuistego, królowie Judy, i mieszkańcy Jerozolimy: Tak rzecze Wiekuisty zastępów, Bóg Israela; oto sprowadzam nieszczęście na miejsce to, aby każdemu, któryby o niém usłyszał zaszumiało w uszach. "
Jeremiah 19:4,"Przeto, że opuścili Mnie, a miejsce to zapoznawali, kadząc na niém bóztwom cudzym, których nie znali ani oni, ani ojcowie ich, ani królowie Judy, napełniając miejsce to krwią niewinnych. "
Jeremiah 19:5,"I pobudowali wyżyny Baala, aby palili synów swych ogniem, jako całopalenia Baalowi, czegom nie rozkazał i czegom nie mówił, i co nie przeszło przez myśl Moję. "
Jeremiah 19:6,"Dla tego oto nadejdą dni, rzecze Wiekuisty, gdy nie będzie nazywaném więcej miejsce to Tofethem, ani doliną Ben-Hinnom, lecz doliną mordu. "
Jeremiah 19:7,"I zniweczę radę Judy i Jerozolimy na miejscu tém, i powalę ich mieczem przed wrogami swymi, i od ręki czyhających na ich życie, i podam zwłoki ich na żer ptactwu nieba i zwierzowi ziemi. "
Jeremiah 19:8,I uczynię miasto to zgrozą i pośmiewiskiem; ktokolwiek przejdzie mimo niego wzdrygnie się i pośmieje z powodu wszystkich klęsk jego. 
Jeremiah 19:9,"I nakarmię ich ciałem synów i ciałem córek swoich, a jeden ciało drugiego pożerać będzie - w oblężeniu i w ucisku, którym uciskać ich będą wrogowie ich i czyhający na życie ich. "
Jeremiah 19:10,"Poczem stłuczesz ten dzban przed oczyma mężów, którzy pójdą z tobą, "
Jeremiah 19:11,"I powiesz im: Tak rzecze Wiekuisty zastępów: w ten sposób potłukę lud ten i miasto to, jak się tłucze naczynie garncarskie, aby już nie mogło być naprawioném więcej, a w Tofeth będą chowali, ponieważ nie stanie miejsca do chowania. "
Jeremiah 19:12,"Tak uczynię miejscu temu, rzecze Wiekuisty i mieszkańcom jego i obrócę to miasto w Tofeth. "
Jeremiah 19:13,"I będą domy Jerozolimy i domy królów Judy jako Tofeth nieczyste, wszystkie domy na których dachach kadzono całemu zastępowi nieba, a wylewano zalewki bóztwom cudzym. "
Jeremiah 19:14,"I wrócił Jeremjasz z Tofeth, dokąd wysłał go był Wiekuisty, aby tam prorokował, i stanąwszy w dworcu domu Wiekuistego, rzekł do całego ludu: "
Jeremiah 19:15,"Tak rzecze Wiekuisty zastępów, Bóg Israela: Oto przywiodę na miasto to i na wszystkie miasta jego owo całe nieszczęście, którem wyrzekł przeciw niemu; gdyż ukrnąbrnili kark swój, aby nie słuchali słów Moich. "
Jeremiah 20:1,"Gdy jednak usłyszał Paszchur, syn Immera, kapłana, będący nadzorcą naczelnym w domu Wiekuistego, Jeremjasza, prorokującego słowa te, "
Jeremiah 20:2,"Obił Paszchur Jeremjasza proroka, i osadził go w bloku, który w górnej bramie Binjamina przy domu Wiekuistego. "
Jeremiah 20:3,"I stało się nazajutrz, gdy wypuścił Paszchur Jeremjasza z bloku, że rzekł Jeremjasz do niego: Nie ""Paszchur"" nazwał Wiekuisty imię twoje, lecz ""Magor misabib"" postrach dokoła! "
Jeremiah 20:4,"Bo tak rzecze Wiekuisty: Oto wydaję cię postrachowi, ciebie i wszystkich przyjaciół twoich, że padną od miecza wrogów swoich, a oczom twoim spoglądać na to; i wszystek też Judę wydam w moc króla Babelu, i uprowadzi ich do Babelu, i pozabija ich mieczem. "
Jeremiah 20:5,"I wydam całe mienie miasta tego, i wszystek jego dorobek i wszystkie kosztowności jego, i wszystkie skarby królów Judy wydam w moc wrogów ich; i zagrabią je i zabiorą i sprowadzą do Babelu. "
Jeremiah 20:6,"Ty też Paszchurze! i wszyscy zamieszkali w domu twoim, pójdziecie w niewolę, i do Babelu przyjdziesz, i tam umrzesz, i tam pochowan będziesz, ty i wszyscy przyjaciele twoi, którym prorokowałeś kłamliwie. "
Jeremiah 20:7,"Tyś mnie namawiał Wiekuisty, a dałem się namówić; przezwyciężyłeś mnie i przemogłeś; przeto stałem się pośmiewiskiem ustawiczném, każdy urąga mi. "
Jeremiah 20:8,"Ile razy mówić poczynam muszę krzyczeć, nad krzywdą i przemocą utyskiwać; i tak jest mi słowo Wiekuistego ku pohańbieniu i na szyderstwo ustawiczne. "
Jeremiah 20:9,"A gdy pomyślałem: nie wspomnę o Nim, ani będę mówił więcej w imieniu Jego! wtedy było to w sercu mojém jako ogień płonący, tłumiony w członkach moich; i usiłowałem je powstrzymać, ale nie mogłem! "
Jeremiah 20:10,"Tak, słyszałem poszept tłumu, zbiegowisko dokoła: ""Wydajcie go!"" i ""wydajmy go!"" Nawet wszyscy ci ludzie zaprzyjaźnieni mi, czyhają na upadek mój: ""Może da się skusić, a zmożem go, i wywrzem pomstę naszę na nim!"" "
Jeremiah 20:11,"Ale Wiekuisty zemną, niby bohater groźny, przeto padną prześladowcy moi, a nie podołają; pohańbieni będą wielce, bo nie powiedzie się im ku sromocie ich wiecznej, niezapomnianej. "
Jeremiah 20:12,"Tak, Ty Wiekuisty zastępów, który doświadczasz sprawiedliwie, który przenikasz wnętrzności i serca - ujrzę pomstę Twą nad nimi, gdyż Tobie poruczyłem sprawę moję. "
Jeremiah 20:13,"Śpiewajcie Wiekuistemu, wysławiajcie Wiekuistego, gdyż wybawia On duszę biednego z mocy złoczyńców! "
Jeremiah 20:14,"Przeklęty dzień w którym się urodziłem; dzień, którego urodziła mnie matka moja, niechaj zostanie niebłogosławionym. "
Jeremiah 20:15,"Przeklęty mąż, który zwiastował ojcu mojemu: Urodziło ci się dziecię męzkie, a tem go wysoce ucieszył! "
Jeremiah 20:16,"Niechaj powiedzie się owemu mężowi, jako miastom, które zburzył Wiekuisty, a nie pożałował; niechaj słyszy krzyk zrana, a wrzawę wojenną w czasie południa. "
Jeremiah 20:17,"O, że nie uśmiercił mnie w łonie, aby mi była matka moja grobem, a żywot jej brzemiennym wiecznie! "
Jeremiah 20:18,"Czemu z żywota wyszedłem, abym doznawał tylko nędzy i utrapienia, a strawione były w hańbie dni moje! "
Jeremiah 21:1,"Słowo, które doszło Jeremjasza od Wiekuistego, gdy wysłał doń król Cydkjasz Paszchura, syna Malkji, i Cefanię, syna Maseji, z temi słowy: "
Jeremiah 21:2,"Dopytuj się też u Wiekuistego o nas, gdyż Nebukadrecar, król Babelu, walczy przeciw nam; może uczyni Wiekuisty z nami według wszystkich cudów swoich, żeby odstąpił od nas. "
Jeremiah 21:3,I rzekł Jeremjasz do nich: Tak powiecie Cydkjaszowi: 
Jeremiah 21:4,"Tak rzecze Wiekuisty, Bóg Israela: Oto odwrócę narzędzia wojenne, które w ręku waszych, któremi zwalczacie króla Babelu i Kasdejczyków, oblegających was, z zewnątrz muru, i ściągnę je do środka miasta tego. "
Jeremiah 21:5,"I będę walczył Sam z wami dłonią wyciągniętą, i ramieniem przemożném, i gniewem, i zapalczywością, i rozjątrzeniem wielkiém. "
Jeremiah 21:6,"I porażę mieszkańców miasta tego, zarówno ludzi jak i zwierzęta; pomorem wielkim wyginą! "
Jeremiah 21:7,"A następnie, rzecze Wiekuisty, wydam Cydkjasza, króla Judy, i sługi jego, i lud pozostały w mieście tém po morze, i po mieczu, i po głodzie, w moc Nebukadrecara, króla Babelu, i w moc wrogów ich, i w moc czyhających na życie ich, i pobije ich ostrzem miecza; nie zaoszczędzi ich, ani ulituje się, ani zmiłuje. "
Jeremiah 21:8,Ludowi zaś temu oświadczysz: Tak rzecze Wiekuisty: Oto przedstawiam wam drogę życia i drogę śmierci! 
