Index Title,Exodus
Exodus 12:13,"A będzie wam ona krew znakiem na domach, w których będziecie, i ujrzę krew i ominę was i nie będzie w pośród was klęski zgubnej, gdy razić będę na ziemi Micraim. "
Exodus 12:14,"A będzie ten dzień wam pamiątką, i obchodzić go będziecie jako uroczystość Wiekuistemu w pokoleniach waszych; jako ustawę wieczną obchodzić go będziecie. "
Exodus 12:15,"Przez siedm dni jeść wam przaśniki, wszakże dnia już pierwszego, wyprzątniecie zakis z domów waszych, bo ktoby spożył co kiszonego, od dnia pierwszego aż do dnia siódmego, - wytracona będzie dusza ta z pośród Israela. "
Exodus 12:16,"A dnia pierwszego zgromadzenie uroczyste, a dnia siódmego zgromadzenie uroczyste będzie u was: żadna robota wykonana nie będzie w nich; jedynie co służy na pokarm dla każdego, to jedynie przyrządzoném być może u was. "
Exodus 12:17,A przestrzegajcie przaśników; albowiem tego samego dnia wywiodłem zastępy wasze z ziemi Micraim; i przestrzegajcie dnia tego w pokoleniach waszych jako ustawę wieczną. 
Exodus 12:18,"Pierwszego miesiąca, czternastego dnia miesiąca na wieczór, jeść będziecie przaśniki, aż po dzień dwudziesty pierwszy tegoż miesiąca na wieczór. "
Exodus 12:19,"Przez siedm dni zakis niech się nie znajduje w domach waszych; bo ktoby spożył co kiszonego, wytracona będzie dusza ta ze zgromadzenia Israelskiego, - tak przychodzień, jako i zrodzony w kraju. "
Exodus 12:20,"Żadnego kiszonego jeść nie będziecie; we wszystkich siedzibach waszych jeść będziecie przaśniki!"" "
Exodus 12:21,"I zwołał Mojżesz wszystkich starszych Israela, i rzekł do nich: ""Sprowadźcie i weźcie sobie jagnięta, według rodzin swoich, a zarznijcie ofiarę paschalną. "
Exodus 12:22,"Weźmiecie téż wiązkę hyzopu, i zamoczycie we krwi znajdującej się w naczyniu, a pomażecie nadproże i oba odrzwia krwią znajdującą się w naczyniu; sami zaś nie wyjdziecie, nikt za drzwi domu swego, aż do rana. "
Exodus 12:23,"A gdy przejdzie Wiekuisty, by porazić Micraim, a zobaczy krew na nadprożu i na obu odrzwiach, przejdzie Wiekuisty mimo tych drzwi, i nie dozwoli niszczycielowi wejść do domów waszych, by razić. "
Exodus 12:24,"I będziecie przestrzegali tego, jako ustawę dla siebie i dla synów swoich, na wieki. "
Exodus 12:25,"I będzie, gdy przyjdziecie do ziemi, którą da wam Wiekuisty, jako przyrzekł, - przestrzegać wtedy będziecie tego obrzędu. "
Exodus 12:26,A gdy wtedy powiedzą wam dzieci wasze: cóż to za obrzęd u was? 
Exodus 12:27,"To odpowiecie: ofiara to paschalna Wiekuistemu, który przeszedł mimo domów synów Israelskich w Micraim, gdy raził Micrejczyków, a domy nasze uchronił."" I ukłonił się lud i ukorzył się. "
Exodus 12:28,"I poszli i uczynili to synowie Israela; jako przykazał Wiekuisty Mojżeszowi i Ahronowi, tak uczynili. "
Exodus 12:29,"I stało się o północy, że poraził Wiekuisty wszystko pierworodne w ziemi Micraim, od pierworodnego Faraona, który miał zasiąść na tronie jego, aż do pierworodnego więźnia, który zostawał w więzieniu, i wszelkie pierworodne z bydła. "
Exodus 12:30,"I wstał Faraon w nocy - on i wszystkie sługi jego i wszystek Micraim; i powstał płacz wielki w Micraim, bo nie było domu, w którymby nie było umarłego. "
Exodus 12:31,"I wezwał Mojżesza i Ahrona w nocy, i rzekł: «Zabierzcie się, wyjdźcie z pośród ludu mojego, tak wy, jak i synowie Israela, a idźcie, służcie Wiekuistemu, jakeście mówili. "
Exodus 12:32,"I trzody wasze i stada wasze zabierzcie, jakeście żądali i idźcie; a błogosławcie téż i mnie!» "
Exodus 12:33,"I nalegali Micrejczycy na lud, by ich czemprędzej wyprawić z kraju, bo rzekli: «Wszyscy pomrzemy.» "
Exodus 12:34,"I poniósł lud ciasto swoje, zanim skisło, donice swoje obwinięte w zwierzchnie szaty swe, na barkach swoich. "
Exodus 12:35,"A synowie Israela uczynili według słowa Mojżesza, i uprosili u Micrejczyków naczynia srebrne i naczynia złote i szaty. "
Exodus 12:36,"A Wiekuisty dał łaskę ludowi w oczach Micrejczyków i użyczyli im, i tak opróżnili Micrejczyków. "
Exodus 12:37,"I wyruszyli synowie Israela z Ramses do Sukkoth: około sześciukroćstotysięcy mężów pieszych, oprócz dzieci. "
Exodus 12:38,"I także różnoplemiennego ludu mnóstwo wyszło z nimi i trzody, i stada, dobytek wielki bardzo. "
Exodus 12:39,"I wypiekli ciasto, które wynieśli z Micraim, na placki przaśne; ponieważ nie skisło, bo wypędzeni zostali z Micraim, a nie mogli się zatrzymywać; a także zapasów nie przygotowali sobie. "
Exodus 12:40,"A czasu pobytu synów Israela, który spędzili w Micraim, było czterysta trzydzieści lat. "
Exodus 12:41,"I było po upływie czterystu trzydziestu lat, że tegoż samego dnia, wyszły wszystkie zastępy Wiekuistego z ziemi Micraim. "
Exodus 12:42,"Noc to była czuwania dla Wiekuistego, aby ich wyprowadzić z ziemi Micraim, noc to czuwania przed Wiekuistym dla wszystkich synów Israela w pokoleniach ich. "
Exodus 12:43,I rzekł Wiekuisty do Mojżesza i Ahrona: «Oto ustawa ofiary paschalnej: Żaden cudzoziemiec niema jeść z niej. 
Exodus 12:44,"A każdy niewolnik, nabyty za pieniądze, - gdy go obrzezasz, wtedy jeść z niej może. "
Exodus 12:45,"Przysiedleniec albo najemnik, nie będzie jadł z niej. "
Exodus 12:46,"W jednym domu ma być spożyta, nie wyniesiesz z domu z tego mięsa na dwór; a kości nie złamiecie w niej. "
Exodus 12:47,Cały zbór Israelski spełni ją. 
Exodus 12:48,"A jeśli zamieszka u ciebie cudzoziemiec, i zechce spełnić paschalną ofiarę Wiekuistemu; obrzeż u niego wszystkich płci męzkiej, a wtedy przystąpi do spełnienia jej, i będzie jako urodzony w kraju; żaden zaś nieobrzezaniec pożywać z niej nie będzie. "
Exodus 12:49,Zakon jeden będzie dla krajowca i dla cudzoziemca przemieszkującego w pośród was.» 
Exodus 12:50,"I uczynili to wszyscy synowie Israela: jako rozkazał Wiekuisty Mojżeszowi i Ahronowi, tak uczynili. "
Exodus 12:51,"I stało się, że tegoż samego dnia wywiódł Wiekuisty synów Israela z ziemi Micraim, wedle zastępów ich. "
Exodus 13:1,I oświadczył Wiekuisty Mojżeszowi i rzekł: 
Exodus 13:2,"«Poświęć mi wszystko pierworodne, rozwierające wszelkie łono u synów Israela, tak z ludzi, jako i z bydła: Mojém ono!» "
Exodus 13:3,"I rzekł Mojżesz do ludu: ""Pamiętajcie na dzień ten, któregoście wyszli z Micraim, z domu niewoli; bo przemożną ręką wywiódł was Wiekuisty ztąd, - a nie ma być spożytém kiszone! "
Exodus 13:4,"Dziś wychodzicie, w miesiącu kłosów. "
Exodus 13:5,"I będzie: gdy zaprowadzi cię Wiekuisty do ziemi Kanaanejczyka, i Chittejczyka, i Emorejczyka, i Chywity i Jebusyty, o której zaprzysiągł ojcom twoim, że ci ją da, do ziemi, opływającej mlekiem i miodem, - odprawiać ci wtedy ten obrządek, w miesiącu tym. "
Exodus 13:6,"Przez siedm dni będziesz jadał przaśniki, a dnia siódmego - uroczystość Wiekuistemu. "
Exodus 13:7,"Przaśniki mają być pożywane przez siedm dni, i nie ukaże się u ciebie nic kiszonego, ani ukaże się u ciebie zakis w całym obrębie twoim. "
Exodus 13:8,"I opowiesz synowi twojemu dnia onego, mówiąc: to dla tego, co uczynił mi Wiekuisty, gdym wychodził z Micraim. "
Exodus 13:9,"I niechaj ci to będzie znakiem na ręku twoim, i pamiątką między oczyma twojemi, - aby nauka Wiekuistego była w ustach twoich; gdyż ręką przemożną wywiódł cię Wiekuisty z Micraim. "
Exodus 13:10,"A będziesz przestrzegał ustawy tej w oznaczonym jej czasie, od roku do roku. "
Exodus 13:11,"Gdy zaś zaprowadzi cię Wiekuisty do ziemi Kanaanejczyka, jako zaprzysiągł tobie i ojcom twoim, i odda ją tobie; "
Exodus 13:12,"Tedy odłączysz wszystko, co rozwiera łono, dla Wiekuistego: wszystek pierworodny płód bydła, który będzie u ciebie, samce, dla Wiekuistego. "
Exodus 13:13,"Każde zaś pierworodne z osła wykupisz jagnięciem; a jeślibyś nie wykupił, tedy załamiesz mu kark, a każdego pierworodnego z człowieka, z synów twoich, wykupisz. "
Exodus 13:14,"I będzie, gdy zapyta się ciebie syn twój w przyszłości mówiąc: «Cóż to jest?» to powiesz mu: «Przemożną ręką wywiódł nas Wiekuisty z Micraim, z domu niewolników. "
Exodus 13:15,"I stało się, że gdy opierał się Faraon, by nas uwolnić, - zabił Wiekuisty wszystko pierworodne w ziemi Micraim, od pierworodnego z ludzi, aż do pierworodnego z bydła; przeto ofiaruję ja Wiekuistemu wszystkie rozwierające łono samce, każdego zaś pierworodnego z synów moich wykupuję. "
Exodus 13:16,"I niechaj to będzie znakiem, na ręku twoim, i nawiązką między oczyma twojemi; gdyż przemożną ręką wywiódł nas Wiekuisty z Micraim.» "
Exodus 13:17,"I stało się, gdy uwolnił Faraon lud, że prowadził ich Bóg drogą ziemi Pelisztów, chociaż bliższą była; bo mówił Bóg: ""By nie pożałował lud, gdy zobaczy wojnę, a nie powrócił do Micraim!"" "
Exodus 13:18,I obwodził Bóg lud drogą pustyni ku morzu Sitowemu. Uzbrojeni zaś wyszli synowie Israela z ziemi Micraim. 
Exodus 13:19,"Zabrał téż Mojżesz kości Josefa ze sobą; bo przysięgą zaklinał synów Israela, mówiąc: «Wspomnieć wspomni was Bóg, a wtedy wyniesiecie kości moje ztąd ze sobą.» "
Exodus 13:20,"I wyruszyli z Sukkoth, i rozłożyli się obozem w Etham, na skraju pustyni. "
Exodus 13:21,"A Wiekuisty szedł przed nimi, dniem - słupem obłocznym, aby prowadził ich drogą, a nocą - słupem ognistym, aby przyświecał im, żeby szli we dnie i w nocy. "
Exodus 13:22,"Nie ustępował słup obłoczny we dnie, ani słup ognisty w nocy od ludu. "
Exodus 14:1,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Exodus 14:2,"""Powiedz synom Israela, aby się zwrócili i rozłożyli obozem przed Pi-Hachiroth, między Migdoł a morzem, przed Baal-Cefon; naprzeciw tegoż obozować wam, nad morzem. "
Exodus 14:3,"I powié Faraon o synach Israela: zabłądzili w kraju, zamknęła ich pustynia. "
Exodus 14:4,"I ukrnąbrnię serce Faraona, i będzie gonił za nimi, i wsławię się przez Faraona i przez całe wojsko jego, a poznają Micrejczycy, żem Ja Wiekuisty!"" I uczynili tak. "
Exodus 14:5,"Gdy tedy zawiadomiono króla Micraimu, że uciekł lud, zwróciło się serce Faraona i sług jego przeciw ludowi, i rzekli: ""Cóżeśmy to uczynili, żeśmy uwolnili Israelitów od służenia nam?"" "
Exodus 14:6,I zaprzągł wóz swój i wziął lud swój ze sobą. 
Exodus 14:7,"Wziął téż sześćset wozów doborowych, i wszystkie wozy Micraimu i trójzapaśników na wszystkich. "
Exodus 14:8,"I tak ukrnąbrnił Wiekuisty serce Faraona, króla Micraimu, i podążył za synami Israela; a synowie Israela wychodzili ręką podniesioną. "
Exodus 14:9,"I gonili Micrejczycy za nimi i doścignęli ich obozujących nad morzem, - wszystkie konie, wozy Faraona, i jeźdźcy jego i wojsko jego - przy Pi-Hachiroth, przed Baal-Cefon. "
Exodus 14:10,"A gdy Faraon się zbliżył, podnieśli synowie Israela oczy swoje, a oto Micrejczycy ciągną za nimi! I obawiali się bardzo, i wołali synowie Israela do Wiekuistego. "
Exodus 14:11,"I rzekli do Mojżesza: ""Czyżbyś dla braku grobów w Micraim, wywiódł nas, abyśmy pomarli na puszczy? Cóżeś to uczynił nam, wyprowadzając nas z Micraim? "
Exodus 14:12,"Alboż nie to samo słowo, któreśmy powiadali ci w Micraim, mówiąc: «Zostaw nas, a niechaj służym Micrejczykom; gdyż lepiej nam służyć Micrejczykom, niż umierać na puszczy.» "
Exodus 14:13,"I rzekł Mojżesz do ludu: «Nie obawiajcie się; stańcie, a patrzcie na pomoc Wiekuistego, którą okaże wam dzisiaj! Gdyż jakoście widzieli Micrejczyków dzisiaj, już ich więcej nie ujrzycie na wieki. "
Exodus 14:14,"Wiekuisty będzie walczył za was, a wy zamilczcie!» "
Exodus 14:15,"I rzekł Wiekuisty do Mojżesza: «Czego wołasz do Mnie? Powiedz synom Israela, aby ruszyli! "
Exodus 14:16,"A ty podnieś laskę twą i wyciągnij rękę twoję na morze, i rozbij je, a przejdą synowie Israela środkiem morza po suszy. "
Exodus 14:17,"A Ja, oto ukrnąbrnię serce Micrejczyków, że podążą za nimi; i wsławię się przez Faraona i przez całe wojsko jego, i przez jeźdźców jego. "
Exodus 14:18,"I poznają Micrejczycy, żem Ja Wiekuisty, gdy się wsławię przez Faraona, przez wozy jego i przez jeźdźców jego!» "
Exodus 14:19,"I ruszył Anioł Boży, postępujący przed obozem Israela, i szedł za nimi. Ruszył téż słup obłoczny z przed oblicza ich, i stanął na tyłach ich. "
Exodus 14:20,"I wstąpił między obóz Micrejczyków i między obóz Israelitów; i był tu obłok i mrok, tam zaś oświecał noc. I nie zbliżał się jeden do drugiego przez całą noc. "
Exodus 14:21,"I wyciągnął Mojżesz rękę swoję na morze, a Wiekuisty pędził morze wiatrem wschodnim gwałtownym przez całą noc, i zamienił morze w suszę; i rozstąpiły się wody. "
Exodus 14:22,"I szli synowie Israela środkiem morza po suszy; a wody były im ścianą, po prawej i lewej ich stronie. "
Exodus 14:23,"I podążyli Micrejczycy i weszli za nimi, - wszystkie konie Faraona, wozy jego i jeźdźcy jego, - w środek morza. "
Exodus 14:24,"I stało się, w chwili straży porannej, że wejrzał Wiekuisty na obóz Micrejski słupem ognia i obłoku, i pomieszał obóz Micrejski. "
Exodus 14:25,"I pozrzucał koła wozów jego, i wiódł go ociężale. I rzekło Micraim: ""Ucieknę przed Israelem, gdyż Wiekuisty walczy za nich przeciw Micrejczykom!"" "
Exodus 14:26,"I rzekł Wiekuisty do Mojżesza: ""Wyciągnij rękę twoję na morze, i niech wrócą się wody na Micrejczyków, na wozy ich, i na jeźdźców ich."" "
Exodus 14:27,"I wyciągnął Mojżesz rękę swoję na morze, i wróciło się morze za nastaniem poranku do łożyska swojego, a Micrejczycy uchodzili naprzeciw niemu: I tak wtrącił Wiekuisty Micrejczyków w środek morza. "
Exodus 14:28,I wróciły się wody i pokryły wozy i jeźdźców całego wojska Faraona; które szło za nimi do morza; nie pozostał z nich ani jeden. 
Exodus 14:29,"A synowie Israela przeszli po suszy środkiem morza; a wody były im ścianą, z prawej i z lewej ich strony. "
Exodus 14:30,I ocalił Wiekuisty dnia onego Israelitów z rąk Micrejczyków; i widział Israel Micrejczyków martwych na brzegu morza. 
Exodus 14:31,"I widział Israel moc wielką, którą okazał Wiekuisty nad Micrejczykami, i obawiał się lud Wiekuistego, i uwierzyli w Wiekuistego i w Mojżesza, sługę Jego. "
Exodus 15:1,"Wtedy zaśpiewał Mojżesz i synowie Israela pieśń tę Wiekuistemu, a rzekli w tych słowach: ""Zaśpiewam Wiekuistemu, bo wzniósł się wielce; rumaka i jeźdźca jego wtrącił w morze! "
Exodus 15:2,"Sławą i pieśnią moją - Jah, i stał mi się pomocą. Ten to Bóg mój, a uwielbiam Go; Bóg ojca mojego, a wynoszę Go. "
Exodus 15:3,"Wiekuisty - bojownikiem, Wiekuisty imię Jego! "
Exodus 15:4,Wozy Faraona i wojska jego wrzucił w morze; a wybór trójzapaśników jego pogrążony w morzu Sitowém! 
Exodus 15:5,Otchłanie pokryły ich; zapadli w głębie jako kamień. 
Exodus 15:6,"Prawica Twoja, Wiekuisty, uświetniona mocą, prawica Twoja, Wiekuisty, zgromiła wroga! "
Exodus 15:7,"Wielkością majestatu Twego kruszysz przeciwników Twoich; wywierasz gniew Twój, pożera ich niby źdźbło. "
Exodus 15:8,"Zadęciem nozdrzy Twoich spiętrzyły się wody, stanęły jako grobla nurty, skrzepły tonie w pośrodku morza! "
Exodus 15:9,"Rzekł wróg: ""Będę gonił, doścignę, rozdzielę łupy; nasyci się nimi dusza moja, obnażę miecz mój, wytępi ich ręka moja!"" "
Exodus 15:10,"Zadąłeś tchnieniem Twojém, okryło ich morze; pogrążyli się jako ołów w wodach potężnych. "
Exodus 15:11,"Któż, jak Ty, między bóstwami, Wiekuisty? Któż, jak Ty, wsławiony świętością, wspaniały w chwale, sprawco cudów! "
Exodus 15:12,"Wyciągnąłeś prawicę Twoję, - pochłonęła ich ziemia!... "
Exodus 15:13,"Wiedziesz łaską Twoją ten lud, któryś wybawił, prowadzisz mocą Twoją do przybytku świętości Twojej! "
Exodus 15:14,"Słyszą narody, drżą; dreszcz przejmuje mieszkańców Peleszeth. "
Exodus 15:15,"Wtedy trwożą się książęta Edomu, mocarze Moabu, przejmuje ich drżenie, truchleją wszyscy mieszkańcy Kanaanu. "
Exodus 15:16,"Oby padła na nich bojaźń i trwoga, od wielkości ramienia Twego niechaj zaniemieją jako głaz, aż przejdzie lud ten, któryś sobie nabył! "
Exodus 15:17,"Zaprowadzisz ich i zasadzisz na górze dziedzictwa Twego, na miejscu, które urządzisz na siedzibę Twą, Wiekuisty, w świątyni, Panie, którą założą ręce Twoje! "
Exodus 15:18,"Wiekuisty królować będzie na wieki i na zawsze!"" "
Exodus 15:19,I tak weszły konie Faraona z wozami jego i jeźdźcami do morza i zwrócił na nich Wiekuisty wody morza; synowie zaś Israela przeszli po suszy środkiem morza. 
Exodus 15:20,"I wzięła Mirjam, prorokini, siostra Ahrona, bęben w rękę swoję, i wyszły wszystkie niewiasty za nią z bębnami i w pląsach. "
Exodus 15:21,"I zawtórowała im Mirjam: ""Zaśpiewajcie Wiekuistemu, bo wzniósł się wielce, rumaka i jeźdźca jego wtrącił w morze!"" "
Exodus 15:22,"I powiódł Mojżesz Israelitów od morza Sitowego; i wyszli do pustyni Szur, i szli trzy dni w pustyni, a nie znaleźli wody. "
Exodus 15:23,"I przybyli do Mara - i nie mogli pić wód z Mara, bo gorzkie były; przeto téż nazwano imię jego Mara. "
Exodus 15:24,"I szemrał lud przeciw Mojżeszowi, mówiąc: ""Cóż pić będziemy?"" "
Exodus 15:25,"I zawołał do Wiekuistego, i wskazał mu Wiekuisty drzewo; i wrzucił je do wody, i osłodziła się woda. Tam ustanowił dlań ustawy i prawa, i tam doświadczył go. "
Exodus 15:26,"I rzekł: ""Jeżeli będziesz słuchał głosu Wiekuistego, Boga twojego, a co prawe w oczach Jego spełniać będziesz, i skłonisz ucho ku przykazaniom Jego, a strzedz będziesz wszystkich ustaw Jego; to żadnej choroby, którąm dopuścił na Micraim, nie dopuszczę na cię; bom Ja, Wiekuisty, lekarz twój."" "
Exodus 15:27,I przybyli do Elim; a tam było dwanaście źródeł wody i siedmdziesiąt palm; i rozłożyli się tam obozem przy wodach. 
Exodus 16:1,"I wyruszyli z Elim i przybył cały zbór synów Israela na puszczę Syn, co między Elim i między Synai, piętnastego dnia miesiąca drugiego, po wyjściu ich z ziemi Micraim. "
Exodus 16:2,"I szemrał cały zbór synów Israela przeciw Mojżeszowi i Ahronowi na puszczy, "
Exodus 16:3,"I rzekli do nich synowie Israela: ""Gdybyśmy téż pomarli byli z ręki Wiekuistego w ziemi Micraim, gdyśmy bywało siadali przy garnku mięsa, gdyśmy jadali chléb do syta! Boście wszak wywiedli nas na tę puszczę, aby zamorzyć cały ten tłum głodem!"" "
Exodus 16:4,"I rzekł Wiekuisty do Mojżesza: ""Oto spuszczę wam deszczem chléb z nieba, i będzie wychodził lud, a zbierał potrzebę dzienną każdego dnia, abym go doświadczył: czy postąpi wedle nauki Mojej, czy nie. "
Exodus 16:5,"A dnia szóstego, niechaj przyrządzą to, co przyniosą, a będzie podwójną ilością tego, co zbierać będą codziennie."" "
Exodus 16:6,"I rzekł Mojżesz i Ahron do wszystkich synów Israela: ""Wieczorem poznacie, że to Wiekuisty wywiódł was z ziemi Micraim. "
Exodus 16:7,"A z rana ujrzycie chwałę Wiekuistego w tém, że usłyszy szemranie wasze przeciw Wiekuistemu; a my czémże jesteśmy, że szemrzecie przeciw nam?"" "
Exodus 16:8,"I rzekł Mojżesz: ""Gdy da wam Wiekuisty wieczorem mięso na pożywienie, a chléb z rana do nasycenia się; w tém poznacie, że usłyszał Wiekuisty szemrania wasze, któremiście szemrali przeciw Niemu; a my czémże jesteśmy? Nie przeciw nam szemrania wasze a przeciw Wiekuistemu."" "
Exodus 16:9,"I rzekł Mojżesz do Ahrona: powiedz całemu zborowi synów Israela: przystąpcie przed oblicze Wiekuistego, gdyż usłyszał On szemrania wasze!"" "
Exodus 16:10,"I stało się, gdy przemawiał Ahron do całego zboru synów Israela, że spojrzeli ku puszczy, a oto - chwała Wiekuistego ukazała się w obłoku! "
Exodus 16:11,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Exodus 16:12,"""Usłyszałem szemrania synów Israela; powiedz im tak: nad wieczorem będziecie jedli mięso, a z rana nasycicie się chlebem, a poznacie, żem Ja Wiekuisty, Bóg wasz."" "
Exodus 16:13,"Stało się tedy na wieczór, że się zleciały przepiórki i pokryły obóz, a z rana była warstwa rosy na około obozu. "
Exodus 16:14,"A gdy uniosła się warstwa rosy, a oto na powierzchni pustyni coś drobnego, ziarnistego, drobnego, niby szron na ziemi. "
Exodus 16:15,"I ujrzeli to synowie Israela, i rzekli jeden do drugiego: ""Co to jest?"" Bo nie wiedzieli co to było. I rzekł Mojżesz do nich: ""Ten to jest chléb, który dał wam Wiekuisty do jedzenia. "
Exodus 16:16,"Oto co rozkazał Wiekuisty: zbierajcie z niego każdy w miarę zapotrzebowania swojego, po omerze na głowę, według liczby dusz waszych, niechaj każdy dla pozostających w namiocie swoim zbierze."" "
Exodus 16:17,I uczynili tak synowie Israela i zbierali jeden więcej drugi mniej. 
Exodus 16:18,"I mierzyli na omery, a nie zbierał zbytecznie potrzebujący więcej, a niedostatecznie potrzebujący mniej; każdy w miarę zapotrzebowania swojego zbierali. "
Exodus 16:19,"I rzekł Mojżesz do nich: ""Niechaj nikt nie zostawia z tego do rana!"" "
Exodus 16:20,Ale nie usłuchali Mojżesza i zostawili niektórzy z tego do rana; i zaroiło się robactwem i zacuchnęło. I rozgniewał się na nich Mojżesz. 
Exodus 16:21,"I tak zbierali je każdego rana, każdy wedle potrzeby swojej; bo gdy zagrzało słońce, potopniało. "
Exodus 16:22,"I stało się dnia szóstego, że zebrali chléb w dwójnasób, po dwa omery na każdego; i przyszli wszyscy książęta zboru i donieśli to Mojżeszowi. "
Exodus 16:23,"I rzekł do nich: ""Otóż to, co powiedział Wiekuisty: wielki dzień wypoczynku, dzień wypoczynku, święty dla Wiekuistego jutro; co chcecie upiec, - upieczcie, a co chcecie ugotować, - ugotujcie; a wszystko, co zbywa, zostawcie sobie w zachowaniu do jutra."" "
Exodus 16:24,"I zostawili je do jutra, jako rozkazał Mojżesz, a nie zacuchnęło; a robactwa nie było w niém. "
Exodus 16:25,"I rzekł Mojżesz: Jedzcie to dziś, gdyż dzień odpoczynku dzisiaj Wiekuistemu; dziś nie znajdziecie tego na polu. "
Exodus 16:26,"Sześć dni zbierać to będziecie, a dnia siódmego dzień odpoczynku; nie będzie nic tego dnia. "
Exodus 16:27,"I stało się dnia siódmego, że wyszli niektórzy z ludu, aby zbierać, ale nie znaleźli. "
Exodus 16:28,"I rzekł Wiekuisty do Mojżesza: ""Dopókiż będziecie się wzdragali przestrzegać przykazań i nauk Moich? "
Exodus 16:29,"Patrzcie: ponieważ Wiekuisty dał wam dzień wypoczynku, przeto daje On wam dnia szóstego chléb na dwa dni; zostawajcie więc każdy na miejscu swojém, niechaj nie wychodzi nikt z miejsca swojego w dzień siódmy!"" "
Exodus 16:30,I odpoczywał lud dnia siódmego. 
Exodus 16:31,"I nazwał dom Israela miano onego pokarmu: Man, a był on jako ziarno koriandru, biały, a smak jego jako pączek z miodem. "
Exodus 16:32,"I rzekł Mojżesz: ""Oto co rozkazał Wiekuisty: pełny omer z tego niech zostanie na przechowanie dla pokoleń waszych, aby widzieli chléb, którym żywiłem was na pustyni, gdym wywiódł was z ziemi Micraim."" "
Exodus 16:33,"I rzekł Mojżesz do Ahrona: ""Weź koszyk jeden a nasyp weń pełen omer manu, a postaw go przed Wiekuistym, na przechowanie w pokoleniach waszych."" "
Exodus 16:34,"Jako przykazał Wiekuisty Mojżeszowi, tak postawił go Ahron przed arką świadectwa na przechowanie. "
Exodus 16:35,"A synowie Israela jadali man czterdzieści lat, aż przybyli do ziemi zamieszkałej; man jadali aż do przybycia swego do granic ziemi Kanaan. "
Exodus 16:36,Omer zaś jest dziesiątą częścią efy. 
Exodus 17:1,"I wyruszył cały zbór synów Israela, z pustyni Syn w pochody swoje, podług rozkazu Wiekuistego, i rozłożyli się obozem w Refidim; a nie było wody do picia dla ludu. "
Exodus 17:2,"I swarzył się lud z Mojżeszem i rzekli: ""Dajcie nam wody, abyśmy pili!"" I rzekł do nich Mojżesz: ""Czemu swarzycie się ze mną? Czemu doświadczacie Wiekuistego?"" "
Exodus 17:3,"Ale lud pragnął tam wody, i szemrał lud przeciw Mojżeszowi i rzekł: ""Pocóżeś wywiódł nas z Micraim, aby zamorzyć nas i dzieci nasze i dobytek nasz pragnieniem?"" "
Exodus 17:4,"I zawołał Mojżesz do Wiekuistego, i rzekł: ""Cóż mam czynić ludowi temu? Już niedługo, a ukamionują mnie."" "
Exodus 17:5,"I rzekł Wiekuisty do Mojżesza: Przejdź przed ludem, a zabierz ze sobą kilku ze starszych Israela; a laskę twą, którąś uderzył w rzekę, weźmiesz w rękę twoję, i pójdziesz. "
Exodus 17:6,"Oto stanę przed tobą tam, na skale, na Chorebie; i uderzysz w skałę, a wyjdzie z niej woda, i będzie pił lud."" I uczynił tak Mojżesz w oczach starszych Israela. "
Exodus 17:7,"I nazwał miano miejsca tego: Massa i Meriba, dla swaru synów Israela, i za to, że doświadczali Wiekuistego, mówiąc: ""Jestże Wiekuisty w pośród nas, czy nie?"" "
Exodus 17:8,Tedy przyciągnął Amalek i walczył z Israelem w Refidim. 
Exodus 17:9,"I rzekł Mojżesz do Jehoszuego: ""Wybierz nam mężów i wyjdź, walcz z Amalekiem. Jutro ja stanę na szczycie pagórka, a berło Boże w ręku moim."" "
Exodus 17:10,"I uczynił Jehoszua, jak mu rozkazał Mojżesz o walce z Amalekiem; a Mojżesz, Ahron i Chur - wstąpili na szczyt pagórka. "
Exodus 17:11,"I stało się, że gdy podnosił Mojżesz rękę swoję, przemagał Israel, a gdy opuszczał rękę swoję, przemagał Amalek. "
Exodus 17:12,"Ale ręce Mojżesza ociężały; wzięli tedy kamień i podłożyli podeń, i usiadł na nim; Ahron zaś i Chur podpierali ręce jego, jeden z jednej, drugi z drugiej strony, i tak dotrwały ręce jego aż do zachodu słońca. "
Exodus 17:13,I poraził Jehoszua Amaleka i lud jego ostrzem miecza. 
Exodus 17:14,"I rzekł Wiekuisty do Mojżesza: ""Wpisz to dla pamięci w księgę, a wraź to w uszy Jehoszuego, że zgładzić zgładzę pamięć Amaleka z pod nieba!"" "
Exodus 17:15,"I zbudował Mojżesz ołtarz i nadał mu miano: ""Wiekuisty - chorągwią moją."" "
Exodus 17:16,"I rzekł: ""Bo ręka (wzniesiona) ku tronowi Jah: wojna Wiekuistemu z Amalekiem od pokolenia do pokolenia!"" "
Exodus 18:1,"I usłyszał Ithro, kapłan Midjanu, teść Mojżesza, o wszystkiém, co uczynił Bóg dla Mojżesza, i dla Israela ludu, Swojego, - jak wywiódł Wiekuisty Israela z Micraim; "
Exodus 18:2,"I zabrał Ithro, teść Mojżesza, Cyporę, żonę Mojżesza przedtém odesłaną; "
Exodus 18:3,"I dwóch synów jej, z których imię jednego: Gerszom, gdyż był powiedział: ""Przychodniem byłem na ziemi obcej;"" "
