Index Title,Ezekiel
Ezekiel 14:6,"Oświadcz domowi Israela: Tak rzecze Pan Wiekuisty: Nawróćcie się, a odstąpcie od bałwanów waszych i od wszystkich obmierzłości waszych odwróćcie oblicze wasze! "
Ezekiel 14:7,"Bo ktokolwiekby z domu Israela i z cudzoziemców, którzy przebywają w Israelu odstąpił odemnie, a przytulił bałwany swe do serca, a podnietę winy swej postawił przed oblicze swoje, a przybył do proroka, aby mnie wybadał dla niego - Ja Wiekuisty sam mu odpowiem w osobie Mojej! "
Ezekiel 14:8,"Oto zwrócę oblicze Moje przeciw człowiekowi temu i zniweczę go, i będzie znamieniem i przysłowiem, i wytracę go z pośród ludu Mojego, i poznacie, żem Ja Wiekuisty. "
Ezekiel 14:9,"Prorok też gdyby się dał skusić i wyrzekłby słowo, Ja Wiekuisty skusiłem proroka tego, i wyciągnę nań rękę Moję, i zgładzę go z pośród ludu mojego israelskiego. "
Ezekiel 14:10,"I poniosą obaj winę swoją: Jaką będzie kaźń badającego, taką będzie i kaźń proroka. "
Ezekiel 14:11,"Aby nie odpadał nadal dom Israela odemnie, a nie kazili się nadal wszelakimi występkami swymi; lecz byli Mi narodem, a Ja Bogiem ich, rzecze Pan Wiekuisty. "
Ezekiel 14:12,"I doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 14:13,"Synu człowieczy, gdyby jaka ziemia zgrzeszyła przedemną, dopuszczając się przeniewierstwa, a wyciągnąłbym rękę Moję przeciw niej, abym złamał jej podporę chleba i nasłał na nią głód, a wytępił z niej ludzi i zwierzęta. "
Ezekiel 14:14,"A znajdowali się owi trzej mężowie wpośród niej: Noach, Daniel i Ijob - oni by cnotą swoją ocalili tylko dusze swe, rzecze Pan Wiekuisty. "
Ezekiel 14:15,"Jeślibym zwierzęta dzikie puścił po onej ziemi, aby ją wyludniły, a obróciła się w pustkowie dla braku przechodnia z powodu onych zwierząt. -  "
Ezekiel 14:16,"Trzej owi mężowie, co wpośród niej - żyw Ja, rzecze Pan Wiekuisty, że ani synów ani córek ocalić by nie zdołali, lecz tylko sami jedni by ocaleli, ziemia zaś w pustkowie by się obróciła. "
Ezekiel 14:17,"Albo jeślibym przywiódł miecz na tę ziemię, a rzekłbym: miecz niechaj przeciągnie przez ziemię! a wytępiłbym z niej ludzi i zwierzęta. "
Ezekiel 14:18,"A byli trzej owi mężowie wpośród niej - żyw Ja, rzecze Pan Wiekuisty, że nie zdołaliby ocalić ani synów ani córek, lecz tylko sami jedni by ocaleli. "
Ezekiel 14:19,"Albo mór gdybym zesłał na tę ziemię, a wylałbym oburzenie Moje krwią, aby wytępić z niej ludzi i zwierzęta, "
Ezekiel 14:20,"Noach zaś, Daniel i Ijob znajdowaliby się wpośród niej - żyw Ja, rzecze Pan Wiekuisty, że nie zdołaliby ocalić ani syna ani córki; oni sami tylko cnotą swoją ocaliliby duszę swą. "
Ezekiel 14:21,"Wszakże tak rzecze Pan Wiekuisty: O ileż bardziej gdy cztery kaźnie Moje okrutne, miecz i głód i zwierzęta dzikie i mór zsyłam na Jerozolimę, aby wytępić z niej ludzi i zwierzęta! "
Ezekiel 14:22,"Ale oto - pozostaną w niej ocaleni, którzy uprowadzeni będą, synowie i córki; oto wyjdą do was, abyście zobaczyli postępki ich i czyny ich, a pocieszyli się po klęsce, którą sprowadziłem na Jerozolimę, po tem wszystkiem co sprowadziłem na nią. "
Ezekiel 14:23,"I tak pocieszą was, gdy zobaczycie postępki i sprawy ich, a zrozumiecie, żem nie bez powodu uczynił to wszystko, com uczynił z nią, rzecze Pan Wiekuisty. "
Ezekiel 15:1,"I doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 15:2,"Synu człowieczy, czem się odznacza drzewo winogradu od każdego innego drzewa, ta latorośl, która między drzewami lasu się znajduje? "
Ezekiel 15:3,"Czyż bierze się z tego drzewo na wyrób narzędzia? Albo czyż wybiera się z tego kołek, aby jakiekolwiek naczynie na nim zawiesić? "
Ezekiel 15:4,"Oto ogniowi podaje się je na pastwę! Gdy oba końce jego strawi ogień, a środek jego się nadpali, czyż przyda się jeszcze na narzędzie? "
Ezekiel 15:5,"Oto, póki jeszcze całe było, nie dało się urobić na narzędzie; dopieroż gdy je ogień strawił, a nadpaliło się, czyżby dało się urobić na narzędzie? "
Ezekiel 15:6,"Przeto rzecze tak Pan Wiekuisty: Jako drzewo winogradu między drzewem leśném, które przeznaczyłem ogniowi na pastwę, tak uczynię i mieszkańców Jerozolimy. "
Ezekiel 15:7,"I zwrócę oblicze Moje przeciw niej: z jednego ognia wyszli, a drugi ogień strawi ich; a poznacie, żem Ja Wiekuisty, gdy skieruję oblicze Moje przeciw nim. "
Ezekiel 15:8,"I obrócę ziemię w pustkowie, ponieważ przeniewierstwa się dopuścili, rzecze Pan Wiekuisty. "
Ezekiel 16:1,"I doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 16:2,"Synu człowieczy, oznajmisz Jerozolimie obmierzłości jej! "
Ezekiel 16:3,"A powiesz: Tak rzecze Pan Wiekuisty do Jerozolimy: Pochodzenie i ród twój z ziemi Kanaanejczyka: ojcem twym Emorejczyk, a matką Chittejka. "
Ezekiel 16:4,"A narodzenie twoje - w dzień którego cię zrodzono nie odcięto pępowiny twojej, a wodą cię nie obmyto dla gibkości, ani cię solą natarto, ani cię w pieluchy owinięto. "
Ezekiel 16:5,"Nie politowało się nad tobą oko, aby ci uczynić jedno z tych, aby się zmiłować nad tobą. I tak porzucono cię na otwartém polu, brzydząc się życiem twojém w dzień, którego cię zrodzono. "
Ezekiel 16:6,"Przechodziłem wtedy mimo ciebie, i ujrzałem cię broczącą we krwi twojej. I rzekłem do ciebie: we krwi twojej żyj! tak, rzekłem do ciebie: we krwi twojej żyj! "
Ezekiel 16:7,"Mnóstwem jako roślinność polną uczynię cię! - I tak rozwinęłaś się i podrosłaś i doszłaś do najpyszniejszej urody; piersi twoje się odęły, a włosy twoje urosły, ale byłaś wciąż jeszcze obnażona i ogołocona. "
Ezekiel 16:8,"Przeto przechodząc mimo ciebie i widząc cię, że oto czas twój, czas miłości, rozpostarłem kraj płaszcza Mojego nad tobą, i nakryłem nagość twoję, i przysiągłem ci, i wstąpiłem w przymierze z tobą, rzecze Pan Wiekuisty, i stałaś się Moją! "
Ezekiel 16:9,"I umyłem cię wodą, i spłukałem krew twą z ciebie, i namaściłem cię olejkiem. "
Ezekiel 16:10,"I przybrałem cię w tkaniny wzorzyste, i obułem cię skórą borsuczą, i opasałem cię bisiorem, i okryłem cię jedwabiem. "
Ezekiel 16:11,"I przystroiłem cię w klejnoty, i włożyłem naramienniki na ręce twoje i łańcuch złoty na szyję twoję. "
Ezekiel 16:12,"I włożyłem kolczyk do nosa twojego, a nausznice na uszy twoje, i koronę wspaniałą na głowę twoję. "
Ezekiel 16:13,"A tak przystroiłaś się w złoto i w srebro, a odzież twoję składały bisior i jedwab i tkaniny wzorzyste; mąki przedniej i miodu i oliwy pożywałaś; i wypiękniałaś niezmiernie, i stałaś się godną królestwa. "
Ezekiel 16:14,"I rozeszła się sława twoja między narody z powodu piękności twojej, albowiem skończoną była, wskutek przepychu, którym był roztoczył nad tobą, rzecze Pan Wiekuisty. "
Ezekiel 16:15,"Aleś dufała w piękności twojej i kaziłaś się, pewna twej sławy, i trwoniłaś rozpustę twą na każdym przechodniu; niechaj każdemu służy! "
Ezekiel 16:16,"I wzięłaś z szat swoich, i urządziłaś sobie wyżyny pstre, i kaziłaś się na nich, - czego nigdy nie bywało, a być nie powinno! "
Ezekiel 16:17,"Nadto wzięłaś klejnoty swe wspaniałe ze złota i srebra Mojego, którem cię był obdarzył, i uczyniłaś sobie wizerunki otroków, i kaziłaś się z nimi. "
Ezekiel 16:18,"Wzięłaś też szaty twe wzorzyste i przyodziałaś je, olejek zaś i kadzidło Moje kładłaś przed nie. "
Ezekiel 16:19,"I żywność Moję, którą ci dałem - mąkę przednią, i oliwę, i miód, któremi cię karmiłem, kładłaś to przed nie na woń wdzięczną; tak się działo! rzecze Pan Wiekuisty. "
Ezekiel 16:20,"I brałaś synów twoich i córki twoje, którycheś Mi zrodziła, i zarzynałaś ich na żer im; czyżby ci jeszcze mało było tej rozpusty twojej, "
Ezekiel 16:21,"Żeś i dzieci Moje zarzynała i ofiarowała, przeprowadzając je przez ogień dla nich? "
Ezekiel 16:22,"A przy wszystkich tych obmierzłościach i sprosnościach twoich, nie pamiętałaś na dni młodości twojej, gdyś obnażoną była i ogołoconą, gdyś brocząca we krwi swej leżała! "
Ezekiel 16:23,"I stało się po tej całej niecności twojej - biada ci, biada! rzecze Pan, Wiekuisty, "
Ezekiel 16:24,"Że budowałaś sobie wzniesienia, i urządzałaś sobie wyżyny na każdym placu. "
Ezekiel 16:25,"Na każdym rozstaju gościńca pobudowałaś sobie wyżyny, i podałaś w ohydę piękność swoję, rozkładając nogi swe przed każdym przechodniem, i mnożąc tak sprosność swoję. "
Ezekiel 16:26,"I kaziłaś się z synami Micraimu, sąsiadami twoimi rozrosłego ciała, mnożąc rozpustę twą, aby mnie jątrzyć. "
Ezekiel 16:27,"A oto wyciągnąłem rękę Moję przeciw tobie, i uszczupliłem powszedni chleb twój, i wydałem cię na wolę nieprzyjaciółek twoich, córek filistyńskich, które się wstydziły drogi twojej sprosnej. "
Ezekiel 16:28,"I kaziłaś się z synami Aszuru, ponieważ nienasyconą byłaś; i kaziłaś się z nimi, ale jeszcze nasycić się nie mogłaś. "
Ezekiel 16:29,"I rozwinęłaś rozpustę swą ku ziemi kramarskiej, ku Kasdym, wszakże i tem nie nasyciłaś się. "
Ezekiel 16:30,"Jakże tkliwém było serduszko twoje, rzecze Pan Wiekuisty, gdyś to wszystko czyniła, jak to czyni kobieta wszeteczna, samowolna! "
Ezekiel 16:31,"Budując wzniesienia twoje na każdym rozstaju gościńca, a wyżyny twe urządzając na każdym placu, nie byłaś jednak jak owa ladacznica, która się targuje o myto. "
Ezekiel 16:32,"Ty, kobieto wszeteczna, któraś podległa mężowi swojemu, brała od cudzych. "
Ezekiel 16:33,"Wszystkim ladacznicom udzielają upominków, aleś ty udzielała upominków swych wszystkim zalotnikom twoim, i okupywałaś się, aby przychodzili do ciebie zewsząd na wszeteczeństwa z tobą. "
Ezekiel 16:34,"I tak działo się u ciebie na odwrót niż u innych kobiet, gdy tyś się zalecała a nie zalecano się tobie, i żeś ty udzielała myta, zaś myta tobie nie udzielano - i tak działo się naodwrót. "
Ezekiel 16:35,"Przeto ladacznico, posłuchaj słowa Wiekuistego! "
Ezekiel 16:36,"Tak rzecze Pan Wiekuisty: Przeto, że przelewał się kocioł twój, a odkrytą została nagość twoja w wszeteczeństwach twoich z zalotnikami twoimi, i ze wszystkimi twymi bałwanami obmierzłymi, i odpowiednio do krwi dzieci twoich, które ofiarowałaś im. "
Ezekiel 16:37,"Dlatego oto zgromadzę wszystkich zalotników twoich, którym rozkoszną byłaś, i wszystkich, do których się mizdrzyłaś, wraz z wszystkimi tymi, którymi wzgardziłaś, i zgromadzę ich przeciw tobie, i odkryję nagość twoję wobec nich, i zobaczą całą twą nagotę. "
Ezekiel 16:38,"I będę cię sądził wedle prawa cudzołożnic i morderczyń, i podam cię na krwawą śmierć w rozjątrzeniu i żarliwości. "
Ezekiel 16:39,"I wydam cię w ręce ich, i rozwalą wzniesienia twoje, i zburzą wyżyny twoje, i zwloką z ciebie szaty twoje, i zabiorą klejnoty twe wspaniałe, i zostawią cię obnażoną i ogołoconą. "
Ezekiel 16:40,"I przywiodą na cię gromadę, i będą miotali na cię kamieniami, i rozpłatają cię mieczami swymi. "
Ezekiel 16:41,"I popalą domy twoje ogniem, i spełnią nad tobą sądy w oczach niewiast licznych, i położę koniec wszeteczeństwu twojemu, a myta też nie będziesz udzielała więcej. "
Ezekiel 16:42,"A gdy tak ukoję gniew Mój na tobie, a odstąpi żarliwość Moja od ciebie, wtedy ochłonę, a nie będę się gniewał więcej. "
Ezekiel 16:43,"Przeto żeś nie pamiętała na dni młodości twojej a jątrzyłaś mnie tem wszystkiem, obrócę oto i Ja postępki twe na głowę tobie, rzecze Pan Wiekuisty, a czyś nie spełniła owej sprosności najwyższej obok wszystkich twych obmierzłości? "
Ezekiel 16:44,"Oto każdy posługujący się przysłowiami, powtórzy to przysłowie o tobie, mówiąc: ""Jaka matka, taka córka!"" "
Ezekiel 16:45,"Córką matki twej jesteś, która zapierała się męża i dzieci swoich, a siostrą siostrzyc twych jesteś, które niemniej zapierały się mężów i dzieci swoich: Matką waszą była Chittejka, a ojcem Emorejczyk! "
Ezekiel 16:46,"A siostrzycą twą większą jest Samarja, ona wraz z córkami swemi, osiadła po lewej twej stronie, siostrzycą zaś twą mniejszą od ciebie, osiadłą po prawej twej stronie jest Sodoma wraz z córkami swojemi. "
Ezekiel 16:47,"Aleś nie chodziła drogami ich, aniś wedle obmierzłości ich czyniła: niezadługo, a popsułaś się bardziej niż one na wszystkich twych drogach. "
Ezekiel 16:48,"Żyw Ja, rzecze Pan, Wiekuisty: nigdy nie uczyniła Sodoma, siostra twoja, ona wraz z córkami swojemi tego, coś czyniła ty wraz z córkami twojemi! "
Ezekiel 16:49,"Oto taką była wina Sodomy, siostry twojej: w pysze, w obfitości chleba, i niewzruszonej pewności żyła wraz z córkami swemi, ale ręki ubogiego i biednego nie wspierała. "
Ezekiel 16:50,"I shardziały i spełniały obmierzłości przed obliczem Mojém; i tak zgładziłem je, skorom to zobaczył. "
Ezekiel 16:51,"Samarja też ani połowy grzechów twych się nie dopuściła, tak żeś więcej obmierzłości spełniła niż one, a usprawiedliwiłaś siostry twoje wszystkiemi obmierzłościami twemi, któreś spełniła. "
Ezekiel 16:52,"Przeto ponieś i ty hańbę swą, któraś się wstawiła za siostrą twoją: wskutek grzechów twoich, któreś obmierzlej niż one popełniała, okazały się one sprawiedliwsze od ciebie. I tak zawstydź się ty, a ponieś hańbę twą, ponieważ usprawiedliwiłaś siostry twoje. "
Ezekiel 16:53,"I przywrócę wygnańców ich, wygnańców Sodomy i córek jej, i wygnańców Samaryi i córek jej, i przywrócę wygnańców twoich w pośród nich. "
Ezekiel 16:54,"Abyś dźwigała hańbę swoję, a wstydziła się za wszystko coś czyniła, pocieszając ich tem. "
Ezekiel 16:55,"Siostry zaś twoje, Sodoma i córki jej, powrócą do poprzedniego stanu swego, i Samarja wraz z córkami jej powrócą do poprzedniego stanu swego, i ty też wraz z córkami twemi powrócicie do poprzedniego stanu waszego. "
Ezekiel 16:56,"A czyż nie była Sodoma, siostra twoja, baśnią w ustach twych w dobie pychy twojej, "
Ezekiel 16:57,"Zanim się wyjawiła niecność twoja, jak ty swego czasu pośmiewiskiem byłaś córkom Aramu i wszystkich jego okolic, i córek filistyńskich, które ci urągały zewsząd? "
Ezekiel 16:58,"Sprosność twą i obmierzłości twoje, musisz je ponieść, rzecze Wiekuisty. "
Ezekiel 16:59,"Albowiem tak rzecze Pan Wiekuisty: Gdy uczynię z tobą jakoś ty uczyniła, któraś wzgardziła przysięgą, łamiąc przymierze. -  "
Ezekiel 16:60,"Tedy wspomnę na przymierze Moje z tobą, za dni młodości twojej, i ustanowię z tobą przymierze wieczne. "
Ezekiel 16:61,"I wspomnisz na postępki twoje, i powstydzisz się, gdy przygarniesz siostry twe większe do mniejszych od ciebie, gdy je oddam tobie za córki, jakkolwiek nie z mocy przymierza twego. "
Ezekiel 16:62,"I ustanowię przymierze Moje z tobą, i poznasz, żem Ja Wiekuisty. "
Ezekiel 16:63,"Abyś wspomniała i zawstydziła się, a nie mogła więcej ust otworzyć ze wstydu, gdy wybaczę ci wszystko coś czyniła, rzecze Pan Wiekuisty. "
Ezekiel 17:1,"I doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 17:2,"Synu człowieczy, ułożysz gadkę, a wygłosisz przypowieść domowi Israela. "
Ezekiel 17:3,"I powiesz: Tak rzecze Pan Wiekuisty: Orzeł wielki o potężnych skrzydłach, długich lotach, pełnem opierzeniu, który pstre ma barwy, przyleciał na Liban i zabrał puszystą iglicę cedru. "
Ezekiel 17:4,"Najwyższą z jego odrośli zerwał, i uniósł ją do ziemi handlowej, w mieście kramarzy zasadził ją. "
Ezekiel 17:5,"Poczem wziął jeden z szczepów kraju i zasadził go na polu urodzajném, przywiódł go nad wody obfite, niby wierzbinę zasadził go. "
Ezekiel 17:6,"I rozrósł się, i stał się winogradem bujnym, choć niskiego porostu: miał zaś latorośle swoje ku ziemi zwracać, a korzenie swe pod nim rozwijać. I tak stał się winogradem, i nabrał włókien i roztoczył gałązki. "
Ezekiel 17:7,"Ale był jeszcze inny orzeł wielki, o potężnych skrzydłach i obfitém opierzeniu; a oto ów winograd naginał korzenie swoje ku niemu, a latorośle swoje roztoczył w jego stronę, aby on go zwilżał bardziej niż grządki sadu jego. "
Ezekiel 17:8,"Jakkolwiek na polu żyzném, nad wodami obfitemi zasadzony był, aby puścił gałązki, a przynosił owoce, aby stał się winogradem wspaniałym. "
Ezekiel 17:9,"Oświadczysz tedy: Tak rzecze Pan Wiekuisty: Czyż to się dobrze skończy? Czyż on korzeni jego nie wyrwie a owocu jego nie odetnie, aby zwiądł, czyż wszystkie świeże wyrosłe jego łodygi nie poschną? I zaprawdę, nie ramieniem potężném i licznym ludem (nadejdzie), aby go unieść od korzeni jego. "
Ezekiel 17:10,"Otóż zasadzona latorośl! ale czyż dobrze skończy? Wszak zaledwie tknie ją wicher wschodni musi doszczętnie zwiędnąć, tak, na tych samych grządkach, na których rosła, musi wszak zwiędnąć. "
Ezekiel 17:11,"I doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 17:12,"Oświadcz tedy domowi przekory: Czyżbyście nie wymiarkowali co to znaczy? Oświadcz: oto nadciągnął król Babelu do Jeruszalaim, i zabrał króla i książęta jego, i uprowadził ich do siebie do Babelu. "
Ezekiel 17:13,"I wziął jednego z rodu królewskiego, i zawarł z nim umowę, i związał go przysięgą; wszakże możnych onej ziemi zabrał. "
Ezekiel 17:14,"Aby było królestwem uniżoném, aby się dumnie nie wynosiło, aby strzegło umowy z nim, aby się ostać mogło. "
Ezekiel 17:15,"Ale ten zbuntował się przeciw niemu, wysyłając posły swe do Micraimu, aby mu dano koni i ludzi mnóstwo. Czyż to się dobrze skończy? Czyż ujdzie ten, który coś podobnego uczynił? Kto zrywa umowę czyż by ujść miał? "
Ezekiel 17:16,"Żyw Ja, rzecze Pan Wiekuisty, że w siedzibie króla tego, który go władcą uczynił, którego przysięgą wzgardził, a którego umowę zerwał, że u niego, w samym Babelu zginie. "
Ezekiel 17:17,"Nie z wojskiem wielkiem, ani z tłumem licznym współdziałać z nim będzie Faraon na wojnie, gdy się wały usypią, a zbudują szańce, by mnogie dusze zgładzić. "
Ezekiel 17:18,"Ponieważ wzgardził przysięgą, zrywając umowę - a wszak podał dłoń swoję, a przecie to wszystko uczynił, - nie może on ujść! "
Ezekiel 17:19,"Przeto rzecze tak Pan Wiekuisty: Żyw Ja, że przysięgę Moję, którą wzgardził, i umowę moję, którą zerwał obrócę na głowę jego. "
Ezekiel 17:20,"I rozciągnę nań sieć Moję, i będzie pojmany w sidłach Moich, i zawiodę go do Babelu, i rozprawię się z nim tam z powodu przeniewierstwa jego, którém sprzeniewierzył się Mnie. "
Ezekiel 17:21,"Wszyscy też doborowi jego, we wszystkich jego hufcach od miecza legną, a pozostali na wsze wiatry rozproszeni będą, a poznacie żem Ja Wiekuisty to wyrzekł. "
Ezekiel 17:22,"Tak rzecze Pan Wiekuisty: Ja zaś wezmę jedną (płonkę) z puszystej iglicy cedru wysokiego, i zasadzę ją - z najwyższej jego odrośli młodocianą płonkę zerwę, i wszczepię ją na górze wysokiej i wyniosłej. "
Ezekiel 17:23,"Na wyniosłej górze israelskiej wszczepię ją, i puści gałązki, i wyda owoce, i stanie się cedrem wspaniałym, i zagnieździ się pod nim wszelakie ptactwo różnorodnego opierzenia - pod cieniem gałęzi jego gnieździć się będą. "
Ezekiel 17:24,"I poznają wszystkie drzewa polne, żem Ja Wiekuisty poniżył drzewo wysokie, a wywyższył drzewo nizkie, ususzyłem drzewo świeże, a rozwinąłem drzewo uschłe. Ja Wiekuisty to wyrzekłem i spełniłem. "
Ezekiel 18:1,"I doszło mnie słowo Wiekuistego, głosząc: "
Ezekiel 18:2,"Zkąd to wam przyszło, że posługujecie się przypowieścią taką na ziemi israelskiej, mianowicie: ""Ojcowie pożywali jagody cierpkie, a zęby synów tępieją?"" "
Ezekiel 18:3,"Żyw Ja, rzecze Pan Wiekuisty, jeżeli się wam nadal posługiwać jeszcze przypowieścią tą w Israelu! "
Ezekiel 18:4,"Oto wszystkie dusze, Moje one, jako dusza ojca tak i dusza syna - Moje są: dusza która zgrzeszy, ta zginie! "
Ezekiel 18:5,"A gdyby kto sprawiedliwym był, a wykonywał prawo i sprawiedliwość, "
Ezekiel 18:6,"Po górach nie ucztował, a oczu swych nie podnosił ku bałwanom domu Israela, a żony bliźniego swego nie kaził, a do kobiety odosobnionej się nie zbliżał, "
Ezekiel 18:7,"A nikogo nie gnębił, zastaw na wierzytelność swą zwracał, grabieży nie zagrabiał, chleba swego łaknącemu udzielał, a nagiego przyodziewał szatą, "
Ezekiel 18:8,"Na lichwę nie pożyczał, a przyrostu nie pobierał, od krzywdy cofał rękę swoję, prawo rzetelne spełniał między człowiekiem a człowiekiem. "
Ezekiel 18:9,"Gdyby wedle ustaw Moich postępował, a praw Moich przestrzegał, działając rzetelnie - sprawiedliwym jest: żyć, tak żyć będzie, rzecze Pan Wiekuisty. "
Ezekiel 18:10,"Ale gdyby spłodził syna występnego, któryby krew przelewał, a względem kogobądź jednej z owych rzeczy się dopuścił. "
Ezekiel 18:11,"Któryby tego wszystkiego nie spełniał - lecz raczej i po górach ucztował, i żonę bliźniego swego kaził, "
Ezekiel 18:12,"Jeżeli biednego i ubogiego gnębił, grabieże zagrabiał, zastawu nie zwracał, ku bałwanom podnosił oczy swoje, obmierzłości spełniał, "
Ezekiel 18:13,"Na lichwę pożyczał, a przyrost pobierał, czyżby taki żyć miał? Żyć nie będzie! Ponieważ wszystkich tych obmierzłości się dopuszczał, zginąć musi, krwawe winy jego ciążą na nim! "
Ezekiel 18:14,"Ale oto, jeżeliby spłodził syna, któryby widząc wszystkie grzechy ojca swego, jakich się dopuścił, wejrzał, a nie spełniał podobnych: "
Ezekiel 18:15,"Po górach by nie ucztował, a oczu swych nie podnosił ku bałwanom domu Israela, żony bliźniego by nie kaził, "
Ezekiel 18:16,"A nikogo nie gnębił, zastawu by nie brał, a grabieży nie zagrabiał, chleba swego łaknącemu by udzielał, a nagiego przyodziewał szatą, "
Ezekiel 18:17,"Od biednego cofał rękę swoję, a lichwy i przyrostu nie pobierał, prawa Moje spełniał, wedle ustaw Moich postępował: nie zginie on za grzech ojca swego, żyć, tak, żyć będzie! "
Ezekiel 18:18,"Ojciec jego - ponieważ krzywdy wyrządzał, grabieże zagrabiał od kogobądź, a co niedobrem jest spełniał w pośród współplemieńców swoich, oto zginął on wskutek winy swojej. "
Ezekiel 18:19,"Wy wszakże powiadacie: Czemu nie ponosić synowi winy ojca? Ale syn prawo i sprawiedliwość pełnił, wszystkich ustaw Moich przestrzegał a wykonywał je, żyć, tak, żyć będzie! "
Ezekiel 18:20,"Dusza, która zgrzeszy, ta zginie. Syn nie poniesie winy ojca, a ojciec nie poniesie winy syna; cnota sprawiedliwego będzie na nim, a niegodziwość niegodziwego będzie na nim! "
Ezekiel 18:21,"Niegodziwy zaś gdy się nawróci ze wszystkich grzechów swoich, których się dopuszczał, i będzie przestrzegał wszystkich ustaw Moich, a spełniał prawo i sprawiedliwość, żyć będzie, nie zginie. "
Ezekiel 18:22,"Żadne występki jego, których się dopuścił nie będą mu pamiętane; z powodu cnoty, którą pełnił, żyć będzie. "
Ezekiel 18:23,"Izalibym pragnąć miał śmierci niegodziwego, rzecze Pan Wiekuisty, wszak raczej, aby nawrócił się od dróg swoich i żył. "
Ezekiel 18:24,"A gdyby odwrócił się sprawiedliwy od sprawiedliwości swojej i pełnił bezprawie, wedle wszystkich obmierzłości, których dopuszczał się niegodziwy by czynił, izali mu żyć? Żadne cnoty, które pełnił, nie będą wspominane wskutek przeniewierstwa, którém się sprzeniewierzył, i wskutek grzechu, którym zgrzeszył, wskutek nich zginąć musi! "
Ezekiel 18:25,"Jeżeli jednak powiadacie: ""Niepoprawna jest droga Pana!"" To posłuchajcie wy z domu Israela: Izali Moja droga niepoprawna? Czyż nie są raczej wasze drogi niepoprawne? "
Ezekiel 18:26,"Gdyby odwrócił się sprawiedliwy od cnoty swojej, a pełniąc bezprawie by zginął przez to; wskutek bezprawia, którego się dopuścił zginie. "
Ezekiel 18:27,"A gdyby odwrócił się niegodziwy od niegodziwości swojej, której się dopuścił, a pełnił prawo i sprawiedliwość, zachowa on duszę swą przy życiu. "
Ezekiel 18:28,"Ponieważ wejrzał i odwrócił się od wszystkich występków, których się dopuszczał, żyć, tak żyć będzie, nie zginie; "
Ezekiel 18:29,"A jednak powiada dom Israela: Niepoprawną jest droga Pana! Izali Moje drogi niepoprawne, domu Israela? Czyż nie są raczej wasze drogi niepoprawne? "
Ezekiel 18:30,"Przeto sądzić was będę, każdego wedle dróg jego domu Israela, rzecze Pan Wiekuisty. Nawróćcie się i odwróćcie od wszystkich występków waszych, a niechaj nie będzie to wam podnietą winy. "
Ezekiel 18:31,"Odrzućcie od siebie wszystkie występki wasze, którymiście wykroczyli, a uczyńcie sobie serce nowe i ducha nowego; czemu wam ginąć domu Israela? "
Ezekiel 18:32,"Albowiem nie pragnę śmierci umierającego, rzecze Pan Wiekuisty. I tak nawróćcie się i żyjcie! "
Ezekiel 19:1,"Ty zaś podniesiesz pieśń żałobną nad książętami Israela, "
Ezekiel 19:2,"I powiesz: Jakąż była matka twoja lwicą; między lwami się wylęgała, między lwiętami wychowała szczenięta swoje. "
Ezekiel 19:3,"I odchowała jedno ze szczeniąt swoich, lwem młodym się stał; i nauczył się zdobycz chwytać, ludzi pożerał. "
Ezekiel 19:4,"I zwołano przeciw niemu ludy, w paści ich pojmany został; i sprowadziły go w wędzidłach do ziemi Micraim. "
Ezekiel 19:5,"A widząc, że się opóźnia, że znika jej nadzieja, wzięła inne ze szczeniąt swoich, lwem młodym postanowiła je. "
Ezekiel 19:6,"I przechadzał się między lwami, lwem młodym się stał; i nauczył się zdobycz chwytać, ludzi pożerał. "
Ezekiel 19:7,"I nawiedził bezbronne ich krainy, a miasta ich burzył; i spustoszała ziemia i co ją napełnia przed głośnym porykiem jego. "
Ezekiel 19:8,"Ale osaczyły go ludy - zewsząd z krain - i rozciągnęły nań sidła swoje, w paści ich pojmany został. "
Ezekiel 19:9,"I osadziły go w klatce, w wędzidłach, i sprowadziły go do króla Babelu, zawiodły go do jednej z twierdz, aby nie rozlegał się głos jego nadal po górach israelskich. "
Ezekiel 19:10,"Matka twoja była jako latorośl winna w młodości twojej; nad wodą zasadzona, płodna i rozłożysta wskutek wód obfitych. "
Ezekiel 19:11,"Miała też pręty silne na buławy władców, i wybujał wzrost jej aż między chmury, tak że widzialną była (zdala) wskutek wzrostu swego, przez mnóztwo gałązek swoich. "
Ezekiel 19:12,"Wszakże wyrwaną została w rozjątrzeniu, na ziemię rzucona, a wicher wschodni wysuszył owoc jej; obłamane i wysuszone zostały pręty jej silne, ogień strawił ją. "
Ezekiel 19:13,"I tak zasadzona teraz na pustyni, na ziemi spiekłej i spragnionej! "
Ezekiel 19:14,"I wyszedł ogień z jednego prętu jej gałązek, owoc jej pochłonął, tak że nie stało już na niej pręta silnego na buławę władczą. Pieśń to żałobna, a zamieniła się w pieśń żałobną. "
