Index Title,Joshua
Joshua 7:24,"Jozue zaś wziął Achana, syna Zeracha, pieniądze, płaszcz i język złoty, niemniej jego synów i córki, jego woły, osły i owce wraz z jego namiotem i wszystkiem co doń należało, wobec wszystkich Israelitów i wywiedli ich na dolinę Achor. "
Joshua 7:25,"I rzekł Jozue: Jakżeś wtrącił nas w biedę! I tak niechaj Wiekuisty dnia tego w biedę cię wtrąci! I obrzucili go wszyscy Israelici kamieniami, i spalili ich po ukamienowaniu ich. "
Joshua 7:26,"Poczem wznieśli nad nim stos kamieni wielki, istniejący do dnia dzisiejszego. Wiekuisty zaś odwrócił się od płonącego gniewu Swojego. Przeto nazwano imię miejsca onego doliną Achor aż po dzień dzisiejszy. "
Joshua 8:1,"I rzekł Wiekuisty do Jozuego: Nie obawiaj się a nie trwóż! Zabierz ze sobą wszystek lud wojenny, a wstań i wyrusz przeciwko Aj; patrz, podam w moc twoję króla Aj, jego lud, jego miasto i jego kraj. "
Joshua 8:2,"A postąpisz z Aj i z królem jego, jakoś postąpił z Jerycho i z królem jego; wszakże łupy i dobytek jego możecie rozebrać między siebie. Urządź zasadzkę na miasto po stronie jego zachodniej! "
Joshua 8:3,"Zabrał się tedy Jozue wraz z całym ludem wojennym, by wyruszyć przeciw Aj. Jozue zaś wybrał trzydzieści tysięcy rycerzy dzielnych i wysłał ich nocą, "
Joshua 8:4,"Nakazując im tak: Zważcie! Urządźcie zasadzkę na miasto, mianowicie po stronie jego zachodniej, wszakże nie w zbytniej odległości od miasta, a trzymajcie się wszyscy w pogotowiu. "
Joshua 8:5,"Ja zaś i wszystek lud, który zemną, przyciągniemy pod miasto; gdy tedy wynijdą przeciw nam jako za pierwszym razem, uciekniemy przed nimi. "
Joshua 8:6,"I ścigać nas będą póki nie odwiedziem ich od miasta, bo pomyślą: uciekają przed nami jako za pierwszym razem! będziemy bowiem wrzekomo uciekali przed nimi. "
Joshua 8:7,"Wy wtedy wystąpicie z zasadzki i zdobędziecie miasto; poda je Wiekuisty, Bóg wasz, w moc waszę. "
Joshua 8:8,"Gdy tedy weźmiecie miasto spalcie je ogniem; wedle słowa Wiekuistego uczyńcie. Zważcie, nakazałem to wam! "
Joshua 8:9,"I tak wyprawił ich Jozue i udali się na miejsce zasadzki i zatrzymali się między Bethel a Aj, na zachód od Aj. Jozue zaś spędził noc tę w pośród ludu. "
Joshua 8:10,A wstawszy Jozue wczesnym rankiem odbył przegląd ludu; poczem pociągnął wraz z starszymi Israela na czele ludu ku Aj. 
Joshua 8:11,"Wszystek też lud wojenny, który przy nim był pociągnął również; posunąwszy się bliżej, przybyli pod miasto i rozłożyli się obozem po stronie północnej od Aj, tak, że dolina była między nimi a Aj. "
Joshua 8:12,Poczem wziął około pięciu tysięcy ludzi i postawił ich jako zasadzkę między Bethel a Aj od strony zachodniej miasta. 
Joshua 8:13,"I uszykowali lud, mianowicie cały obóz znajdujący się na północy miasta, jak i tych, którzy na tyłach od zachodu miasta; Jozue zaś udał się onej nocy w sam środek doliny. "
Joshua 8:14,"Gdy ujrzał to król Aj, pospieszyli mieszkańcy miasta, wyruszyli wczesnym rankiem i pociągnęli naprzeciw Israelowi, aby bitwę stoczyć, on sam i wszystek lud jego na miejsce naznaczone, na wschód równiny. Nie wiedział wszakże, że zasadzka urządzona mu na zachód od miasta. "
Joshua 8:15,Jozue zaś i wszystek Israel pozwolił się im pobić i uciekali drogą ku puszczy. 
Joshua 8:16,"Tedy zwołano wszystek lud, znajdujący się w mieście, aby puścił się w pogoń za nimi; gdy tedy puścili się w pogoń za Jozuą, oddalali się coraz więcej od miasta. "
Joshua 8:17,"A nie pozostał nikt w Aj i w Bethel, któryby nie wyruszył za Israelitami, i tak zostawili miasto otwarte i puścili się w pogoń za Israelitami. "
Joshua 8:18,"Tedy rzekł Wiekuisty do Jozuego: Podnieś lancę, która w ręce twojej, ku Aj; gdyż podam je w moc twoję! I podniósł Jozue lancę, którą dzierżył w ręce swej ku miastu. "
Joshua 8:19,"Stojący zaś na zasadzce wyruszyli pośpiesznie ze stanowiska swojego, nadbiegli, gdy podniósł rękę swą, a wtargnąwszy do miasta zdobyli je; poczem podpalili je szybko ogniem. "
Joshua 8:20,"Gdy tedy obejrzeli się ludzie z Aj, spostrzegli jak dym z miasta ku niebu się podnosi; i zbrakło im sił, aby w tę lub ową stronę uciekać; przyczem zwrócił się i lud pierzchający ku puszczy na ścigających. "
Joshua 8:21,"Spostrzegłszy tedy Jozue i wszyscy Israelici, że oddział z zasadzki miasto zdobył, i że dym z miasta się podnosi, odwrócili się i uderzyli na ludzi z Aj. "
Joshua 8:22,"Ci jednak wyruszyli byli z miasta naprzeciw nich, i tak znaleźli się w pośrodku Israelitów, mając ich po jednej i po drugiej stronie; i porazili ich tak, że nie pozostało z nich ani szczątku, ani niedobitka. "
Joshua 8:23,Króla zaś Aj ujęli żywcem i przywiedli go przed Jozuego. 
Joshua 8:24,"Gdy tak pobili Israelici mieszkańców Aj na otwartem polu na stepie, po którym ich ścigano, a legli oni wszyscy do ostatniego od miecza, zwrócili się wszyscy Israelici napowrót ku Aj i porazili je ostrzem miecza. "
Joshua 8:25,"Wynosił zaś ogół poległych dnia onego, zarówno mężczyzn jak niewiast, mianowicie wszystkich mieszkańców Aj - dwanaście tysięcy. "
Joshua 8:26,"Jozue wszakże nie cofnął ręki, którą był podniósł z lancą, póki nie spełnił zaklęcia na wszystkich mieszkańcach Aj. "
Joshua 8:27,"Bydło jedynie i łupy tego miasta rozebrali Israelici między siebie, wedle słowa Wiekuistego, które poruczył Jozuemu. "
Joshua 8:28,"Jozue zaś spalił Aj, i obrócił je w rumowisko na wieki, w pustkowie, aż po dzień dzisiejszy. "
Joshua 8:29,"A króla Aj obwiesił na palu, aż do wieczora. Ale gdy słońce zaszło, polecił Jozue, aby zdjęto trupa jego z pala; poczem rzucono go u wejścia do bramy miejskiej i wzniesiono nad nim stos wielki kamieni, istniejący aż po dzień dzisiejszy. "
Joshua 8:30,"Tedy zbudował Jozue ofiarnicę Wiekuistemu, Bogu Israela, na górze Ebal. "
Joshua 8:31,"Jako rozkazał był Mojżesz, sługa Wiekuistego, synom Israela, a jako napisano w księdze Zakonu Mojżesza: ofiarnicę z nieciosanych kamieni, na które żadnego żelaza nie podniesiono, i złożyli na niej całopalenia Wiekuistemu, i sprawili ofiary opłatne. "
Joshua 8:32,"I napisał tamże na kamieniach odpis zakonu Mojżesza, który napisał był przed obliczem synów Israela. "
Joshua 8:33,"Wszystek zaś Israel i starsi jego i nadzorcy i sędziowie jego stali po obu stronach arki przy kapłanach i lewitach, którzy nosili arkę przymierza Wiekuistego, zarówno cudzoziemcy jak współplemieńcy, połowa ich po stronie góry Garyzym, a druga połowa po stronie góry Ebal, jako zarządził był przedtem Mojżesz, sługa Wiekuistego, aby błogosławiono ludowi israelskiemu. "
Joshua 8:34,"Poczem odczytał wszystkie słowa Zakonu, błogosławieństwo i przekleństwo, ściśle tak jak przepisano w księdze zakonu. "
Joshua 8:35,"Nie było słowa ze wszystkiego co rozkazał Mojżesz, czegoby nie odczytał Jozue wobec całego zgromadzenia israelskiego, kobiet, dziatwy i cudzoziemców, którzy byli wyszli wraz z nimi. "
Joshua 9:1,"A gdy usłyszeli o tem wszyscy królowie osiadli za Jordanem na wzgórzu i na nizinie i na całem pobrzeżu morza Wielkiego aż ku Libanowi - Chittejczycy i Emorejczycy, Kanaanejczycy i Peryzejczycy, Chiwici i Jebusyci. "
Joshua 9:2,"Zebrali się tedy pospołu, jednomyślnie, aby walczyć z Jozuą i z Israelitami. "
Joshua 9:3,Ale i mieszkańcy Gibeonu usłyszeli jak postąpił Jozue z Jerycho i z Aj. 
Joshua 9:4,"Chcieli tedy i oni chytrze sobie począć, i poszli i zaopatrzyli się w żywność, i wzięli wory zużyte na osły swe i łagwice winne zużyte, podarte i powiązane, "
Joshua 9:5,"I włożyli sandały zużyte i łatane na nogi swoje, i znoszone szaty na siebie, wszystek też chleb, który na zapas zabrali, był twardy i spleśniały. "
Joshua 9:6,"I udali się do Jozuego, do obozu w Gilgal, i rzekli do niego i do mężów israelskich: Z ziemi dalekiej przybywamy; a tak zawrzyjcie z nami przymierze! "
Joshua 9:7,Odpowiedzieli tedy mężowie israelscy Chiwejczykom: Może mieszkacie w pośród nas; i jakżebyśmy mieli przymierze z wami zawierać! 
Joshua 9:8,"I rzekli do Jozuego: Sługami chcemy być twoimi. Wtedy zapytał ich Jozue: Coście za jedni, a zkąd przybywacie? "
Joshua 9:9,"I odpowiedzieli mu: Z ziemi bardzo dalekiej przybywamy, my słudzy twoi, wskutek chwały Wiekuistego, Boga twego; albowiem słyszeliśmy sławę Jego i wszystko co uczynił Egipcjanom. "
Joshua 9:10,"Wszystko też co uczynił dwom królom emorejskim, osiadłym po drugiej stronie Jordanu, Sychonowi, królowi Cheszbonu, i Ogowi, królowi Baszanu w Astarot. "
Joshua 9:11,"Polecili nam tedy starsi nasi, i wszyscy mieszkańcy ziemi naszej, i rzekli: Zaopatrzcie się w żywność na drogę, a idźcie im naprzeciw, i oświadczcie im: Sługami chcemy być waszymi, a tak zawrzyjcie z nami przymierze! "
Joshua 9:12,"Oto chleb nasz: ciepły był jeszcze, gdyśmy z domów naszych na zapas go zabrali, dnia, któregośmy wyruszyli w drogę do was; a oto stwardniał i spleśniał. "
Joshua 9:13,A oto łagwice winne: nowe były gdyśmy je napełnili a teraz popękały; a oto nasze szaty i nasze sandały: wskutek dalekiej podróży zwiotszały zupełnie. 
Joshua 9:14,Wzięli tedy owi mężowie cokolwiek z ich zapasów; ale ust Wiekuistego się nie pytali. 
Joshua 9:15,"I tak zapewnił im Jozue pokój, i zawarł z nimi przymierze, aby ich przy życiu zachował. Książęta też zboru złożyli im przysięgę. "
Joshua 9:16,"Ale po upływie trzech dni po zawarciu przymierza z nimi usłyszano, że pochodzili zbliska, i że mieszkali w pośród nich. "
Joshua 9:17,"Tedy wyruszyli synowie Israela i przybyli do ich miast dnia trzeciego; miastami zaś ich były: Gibeon, Kafira, Beeroth i Kirjath Jearym. "
Joshua 9:18,"Nie skrzywdzili ich jednak synowie Israela; albowiem poprzysięgli im byli książęta zboru na Wiekuistego, Boga Israela. Wszakże szemrał cały zbór przeciw książętom. "
Joshua 9:19,"I rzekli wszyscy książęta do całego zboru: Myśmy przysięgli im na Wiekuistego, Boga Israela, przeto tknąć ich nam nie wolno. "
Joshua 9:20,"To możemy im uczynić - ale życie darować im musim, aby nie spadł na nas gniew z powodu przysięgi, którąśmy im złożyli. "
Joshua 9:21,"I zapewnili ich książęta, że przy życiu zostaną. Ale służyli całemu zborowi jako drwale i wodziarze, tak jak zapowiedzieli im książęta. "
Joshua 9:22,"Poczem zawezwał ich Jozue, i rzekł do nich tak: Czemu oszukaliście nas, mówiąc: daleko bardzo mieszkamy od was, gdy wszak wpośród nas mieszkacie? "
Joshua 9:23,"Dlatego przeklęci będziecie, abyście nie przestali nigdy być sługami, mianowicie drwalami i wodziarzami dla domu Boga mojego. "
Joshua 9:24,"Odpowiedzieli tedy Jozuemu, i rzekli: Opowiedziano sługom twoim co polecił Wiekuisty, Bóg twój, słudze swemu Mojżeszowi, że wam całą tę ziemię chce oddać, a zgładzić wszystkich mieszkańców kraju przed obliczem waszem. Obawialiśmy się tedy bardzo, abyście nas życia nie pozbawili: przeto postąpiliśmy w ten sposób. "
Joshua 9:25,"Teraz jednak, otośmy wszak w mocy twojej: uczyń nam jak dobrem i godziwem jest w oczach twoich, abyś nam uczynił! "
Joshua 9:26,"I uczynił im Jozue w wymieniony sposób, i ocalił ich z ręki synów Israela, aby ich nie uśmiercili. "
Joshua 9:27,"I przeznaczył ich Jozue onego czasu na drwali i wodziarzy dla zboru i dla ofiarnicy Wiekuistego aż po dzień dzisiejszy, na miejscu, któreby wybrał. "
Joshua 10:1,"A gdy usłyszał Adonicedek, król Jerozolimy, że zdobył Jozue Aj, i że podał je zaklęciu, że jak postąpił z Jerycho i z królem jego, tak postąpił i z Aj i z królem jego, i że mieszkańcy Gibeonu zawarli pokój z Israelitami i zamieszkali wpośród nich, "
Joshua 10:2,"Ulękli się tedy bardzo, Gibeon bowiem było to miasto wielkie jako jedno z miast królewskich, a było ono większe niż Aj, a wszyscy mężowie jego waleczni. "
Joshua 10:3,"Przeto posłał Adonicedek, król Jerozolimy do Hohama, króla Hebronu, i do Pirama, króla Jarmutu, i do Jafii, króla Lachiszu, i do Debira, króla Eglonu, i kazał im powiedzieć: "
Joshua 10:4,"Przyciągnijcie do mnie, a dajcie mi pomoc, abyśmy zwalczyli Gibeonitów, ponieważ zawarli pokój z Jozuą i z synami Israela. "
Joshua 10:5,"Zebrało się tedy pięciu królów emorejskich i przyciągnęli: król Jerozolimy, król Hebronu, król Jarmutu, król Lachiszu, król Eglonu, oni sami wraz z całem wojskiem swojem; i oblegli Gibeon i uderzyli na nie. "
Joshua 10:6,"Tedy posłali mieszkańcy Gibeonu do Jozuego do obozu, do Gilgal, i kazali powiedzieć: Nie powściągaj rąk swych od sług twoich! Przybądź do nas rychło a wspomóż i wesprzyj nas; albowiem zebrali się przeciw nam wszyscy królowie emorejscy, zamieszkali po górach. "
Joshua 10:7,"Wyruszył tedy Jozue z Gilgal, on sam wraz z całym swym ludem wojennym i wszystkimi rycerzami dzielnymi. "
Joshua 10:8,"I rzekł Wiekuisty do Jozuego: Nie obawiaj się ich, albowiem podam ich w moc twoję; nie ostoi się żaden z nich przed tobą! "
Joshua 10:9,"I uderzył na nich Jozue nagle, ciągnął bowiem przez całą noc z Gilgal. "
Joshua 10:10,"I potrwożył ich Wiekuisty przed obliczem Israela; i zadali im klęskę wielką pod Gibeonem, i ścigali ich w kierunku wzgórza Beth-Choron i gromili ich aż do Azeki i Makedy. "
Joshua 10:11,"Gdy tak w ucieczce swojej przed synami Israela dotarli do stoku pod Beth-Choron rzucił na nich Wiekuisty kamienie ogromne z nieba aż do Azeki, tak, że wyginęli. Więcej ich wyginęło wskutek gradu kamiennego niż ich pobili synowie Israela mieczem. "
Joshua 10:12,"Wtedy rzekł Jozue do Wiekuistego, gdy podał Wiekuisty Emorejczyków w moc synów Israela, mówiąc przed oczyma Israela: Zatrzymaj się słońce w Gibeonie, a księżycu w dolinie Ajalon! "
Joshua 10:13,"I zatrzymało się słońce, a księżyc stanął, aż wywarł lud pomstę na wrogach swoich. Tak wszak napisano w księdze prawych. I stanęło słońce w pół nieba i nie śpieszyło się zachodzić prawie przez cały dzień. "
Joshua 10:14,"A nie było ani przedtem ani potem dnia podobnego, w którymby Wiekuisty tak usłuchał głosu człowieka; walczył wszak sam Wiekuisty za Israelem. "
Joshua 10:15,Poczem wrócił Jozue wraz z całym Israelem do obozu w Gilgal. 
Joshua 10:16,"Owych zaś pięciu królów uciekło, i ukryli się w jaskini obok Makedy. "
Joshua 10:17,"I doniesiono Jozuemu, mówiąc: Znaleziono owych pięciu królów, którzy się ukryli w jaskini obok Makedy. "
Joshua 10:18,"I rzekł Jozue: Zatoczcie kamienie wielkie przed otwór jaskini, a postawcie u niej ludzi, aby ich strzegli. "
Joshua 10:19,"Wy zaś nie stójcie, puśćcie się w pogoń za wrogami waszymi i zabijajcie im luzaków, a nie pozwalajcie im uchodzić do miast swoich; podał ich wszak Wiekuisty Bóg wasz w moc waszę. "
Joshua 10:20,"Gdy zatem Jozue i synowie Israela ostatecznie ich pokonali, zadawszy im klęskę bardzo wielką, tak że prawie doszczętnie wyginęli, - pozostałe szczątki ich schroniły się do miast warownych, -  "
Joshua 10:21,"Wrócił tedy cały lud do obozu, do Jozuego, do Makedy, pomyślnie, a nie ważył się już nikt przeciw któremu z synów Israela języka zaostrzyć. "
Joshua 10:22,"Poczem rzekł Jozue: Otwórzcie wejście do jaskini, a wywiedźcie do mnie owych pięciu królów z jaskini! "
Joshua 10:23,"I uczynili tak, i wywiedli doń owych pięciu królów z jaskini: króla Jerozolimy, króla Hebronu, króla Jarmutu, króla Lachiszu, króla Eglonu. "
Joshua 10:24,"A gdy wywiedziono owych pięciu królów do Jozuego, zawezwał Jozue wszystkich mężów israelskich, poczem rzekł do przywódców ludzi wojennych, którzy mu towarzyszyli: Przystąpcie, postawcie nogi wasze na gardzielach tych królów! I przystąpili i postawili nogi swe na gardzielach ich. "
Joshua 10:25,"I rzekł do nich Jozue: Nie obawiajcie się a nie trwóżcie, nabierzcie siły i mocy! gdyż tak uczyni Wiekuisty wszystkim wrogom waszym, z którymi walczyć będziecie! "
Joshua 10:26,"I zabił ich Jozue, a uśmierciwszy ich, kazał ich obwiesić na pięciu palach; i tak wisieli na palach aż do wieczora. "
Joshua 10:27,"A gdy właśnie zajść miało słońce, polecił Jozue, aby ich zdjęto z pali; poczem wrzucono ich do jaskini, w której się byli ukryli, i złożono kamienie wielkie nad otworem jaskini, istniejące tam aż po sam dzień dzisiejszy. "
Joshua 10:28,"Makedę też zdobył Jozue tegoż dnia, i poraził ją ostrzem miecza, a króla jej podał zaklęciu, zarówno ją, jak i wszystkie dusze, które w niej, nie pozostawił szczątku, i postąpił z królem Makedy jak postąpił z królem Jerycha. "
Joshua 10:29,Poczem pociągnął Jozue wraz z całym Israelem z Makedy do Libny i uderzył na Libnę. 
Joshua 10:30,"I podał Wiekuisty i ją wraz z królem jej w moc Israelitów; i porazili ją ostrzem miecza i wszystkie dusze w niej, nie zostawił w niej szczątku, i postąpił z królem jej, jak postąpił z królem Jerycha. "
Joshua 10:31,Poczem pociągnął Jozue wraz z całym Israelem z Libny do Lachisz i obległ je i uderzył na nie. 
Joshua 10:32,"I podał Wiekuisty Lachisz w moc Israela, i zdobył je na drugi dzień, i porazili je ostrzem miecza i wszystkie dusze w niem, zupełnie tak jak postąpili z Libną. "
Joshua 10:33,"Wtedy wystąpił Horam, król Gezeru, aby dać pomoc Lachiszowi: ale pokonał go Jozue i lud jego, tak, że nie zostawił mu szczątku. "
Joshua 10:34,Poczem pociągnął Jozue wraz z całym Israelem z Lachisz do Eglonu i oblegli je i uderzyli na nie. 
Joshua 10:35,"I zdobyli je jeszcze tegoż samego dnia, i porazili je ostrzem miecza, a wszystkie dusze w niem podał onegoż dnia zaklęciu, zupełnie tak, jak postąpił z Lachiszem. "
Joshua 10:36,Poczem pociągnął Jozue wraz z całym Israelem z Eglonu do Hebronu i uderzyli na nie. 
Joshua 10:37,"I zdobyli je i porazili je ostrzem miecza; i zabili króla jego i wszystkich mieszkańców przyległych miast jego, wszystkie dusze w nich, nie zostawił szczątku, zupełnie tak jak postąpił z Eglonem. I podał je zaklęciu wraz z wszelką duszą w niem. "
Joshua 10:38,Poczem zwrócił się Jozue wraz z całym Israelem przeciw Debirowi i uderzył na nie. 
Joshua 10:39,"I zdobył je wraz z królem jego i przyległemi miastami jego; i porazili je ostrzem miecza i podali zaklęciu wszystkie dusze w niem, i nie zostawili szczątku: Jak postąpił z Hebronem, tak postąpił z Debirem i królem jego, i jak postąpił był z Libną i z królem jej. "
Joshua 10:40,"I tak pokonał Jozue cały kraj, wzgórza i kraj południowy, nizinę i stoki górskie i wszystkich królów tamże, nie zostawił szczątku; wszystko co żyło podał zaklęciu, jako rozkazał Wiekuisty, Bóg Israela. "
Joshua 10:41,"I pokonał Jozue wszystkich od Kadesz-Barnea aż do Gazy, i cały kraj Goszen aż do Gibeonu. "
Joshua 10:42,"A wszystkich onych królów i ziemię ich zdobył Jozue jednym zamachem; albowiem Wiekuisty, Bóg Israela walczył za Israelem. "
Joshua 10:43,"Poczem wrócił Jozue z całym Israelem do obozu, do Gilgal. "
Joshua 11:1,"A gdy usłyszał o tem Jabin, król Hacoru, wysłał do Jobaba, króla Madonu, a niemniej i do króla Szymronu i do króla Achszafu, "
Joshua 11:2,"I do królów osiadłych na północy, po górach i na stepie, na południe Kinneroth, na nizinie i na wyżynach Doru nad morzem "
Joshua 11:3,"Kanaanici na wschodzie i na zachodzie, Emorejczycy, Chittejczycy, Peryzejczycy i Jebusyci po górach i Chiwici u stóp Hermonu w krainie Micpa. "
Joshua 11:4,"Wyruszyli oni wraz z całem wojskiem swojem, tłumem wielkim jako piasek nad brzegiem morza niezliczonym, rumaków też i wozów była moc wielka. "
Joshua 11:5,"I zmówili się wszyscy owi królowie i przybyli i rozłożyli się obozem wespół u wód Meromu, aby stoczyć walkę z Israelitami. "
Joshua 11:6,"I rzekł Wiekuisty do Jozuego: Nie obawiaj się ich albowiem jutro o tej porze podam ich wszystkich pobitych przed Israelem: rumaki ich okulawisz, a wozy ich spalisz ogniem. "
Joshua 11:7,I uderzył na nich Jozue wraz z całym ludem swym wojennym nagle u wód Meromu i rzucili się na nich. 
Joshua 11:8,"I podał ich Wiekuisty w moc Israela i rozgromili ich i ścigali ich aż do Cydonu wielkiego miasta i aż do Misrefoth Maim i dalej do kotliny Micpy na wschodzie, i rozgromili ich tak, że nie zostało im szczątku. "
Joshua 11:9,"Jozue zaś uczynił im tak, jako rozkazał Wiekuisty: rumaki ich okulawił a wozy ich spalił ogniem. "
Joshua 11:10,"I zwrócił się onego czasu Jozue i zdobył Hacor, króla zaś jego kazał porazić mieczem; Hacor mianowicie było przedtem stolicą wszystkich onych królestw. "
Joshua 11:11,"I porazili wszystkie dusze w niem ostrzem miecza, podawszy je zaklęciu; żadna istota żywa nie pozostała, Hacor zaś spalił ogniem. "
Joshua 11:12,"Wszystkie też miasta owych królów wraz z samymi królami ich wziął Jozue i poraził ostrzem miecza, podawszy je zaklęciu, jak rozkazał był Mojżesz, sługa Wiekuistego. "
Joshua 11:13,"Tych tylko miast, które na sztucznych wyniosłościach założone były nie spalili Israelici, z wyjątkiem jedynie Hacoru, które spalił Jozue. "
Joshua 11:14,"Wszystkie też łupy miast onych jak i dobytek zabrali sobie synowie Israela; wszystkich ludzi jednak porazili ostrzem miecza, póki nie wytępili ich, nie zostawiając żadnej istoty żywej. "
Joshua 11:15,"Jako był rozkazał Wiekuisty Mojżeszowi, słudze swemu, tak rozkazał Mojżesz Jozuemu, i tak postąpił Jozue nie zaniechając nic z tego wszystkiego, co rozkazał Wiekuisty Mojżeszowi. "
Joshua 11:16,"I zdobył Jozue cały ten kraj, wzgórza, i całą krainę południową, i całą ziemię Goszen, nizinę i step, niemniej góry israelskie i przyległą do nich nizinę, "
Joshua 11:17,"Od wzgórza gładkiego, wznoszącego się ku Seirowi, aż do Baalgad w kotlinie libańskiej u stóp Hermonu. A wszystkich królów ich zabrał i pokonał ich i pozabijał. "
Joshua 11:18,Przez długi czas toczył Jozue wojnę z wszystkimi owymi królami. 
Joshua 11:19,"Nie było miasta, któreby poddało się synom Israela dobrowolnie oprócz Chiwejczyków, mieszkańców Gibeonu; wszystkie inne zdobywali walką. "
Joshua 11:20,"Albowiem od Wiekuistego tak się stało, że ukrnąbrnił serca ich, tak, aby występowali do walki z Israelem, aby podano ich zaklęciu a nie znaleźli miłosierdzia, a wytępiono ich, jak przykazał Wiekuisty Mojżeszowi. "
Joshua 11:21,"Onegoż czasu wyciągnął Jozue i wytępił Enakitów z gór, z Hebronu, Debiru i Anabu, ze wszystkich gór judzkich i ze wszystkich gór israelskich; i podał Jozue ich jak i miasta ich zaklęciu. "
Joshua 11:22,"Nie pozostał nikt z Enakitów na ziemi synów Israela; jedynie w Gazie, w Gath i w Aszdod utrzymali się. "
Joshua 11:23,"I zdobył Jozue całą oną ziemię, ściśle tak jako rozkazał był Wiekuisty Mojżeszowi, i oddał ją Jozue w dziedzictwo Israelitom wedle oddziałów ich, według pokoleń ich i uspokoiła się ziemia od wojen. "
Joshua 12:1,"A oto są królowie ziemi, których pokonali synowie Israela, a których kraj w posiadanie wzięli; po drugiej stronie Jordanu na wschodzie, kraj od potoku Arnon aż do góry Hermon i cały step ku wschodowi. "
Joshua 12:2,"Sychon król Emorejczyków, który zasiadał w Cheszbonie, panujący nad krajem od Aroeru, położonego nad wybrzeżem potoku Arnon, i od środka potoku i połowy Gileadu aż do potoku Jabok, stanowiącego granicę synów Ammonu, "
Joshua 12:3,"I od stepu aż do jeziora Kinneroth na wschodzie, i aż do morza stepowego czyli morza Solnego na wschodzie, w kierunku ku Beth Jeszymoth a dalej ku południowi u stóp stoków Pisgi. "
Joshua 12:4,"I dziedzinę Oga, króla Baszanu, który do szczątków Refaidów należał a zasiadał w Asztaroth i w Edrei. "
Joshua 12:5,"A panował nad górą Hermon, Salchą i całym Baszanem, aż do granicy Geszurytów i Maachitów i nad drugą połową Gileadu, aż do granicy Sychona, króla Heszbonu. "
Joshua 12:6,"Mojżesz, sługa Wiekuistego, i synowie Israela pokonali ich a oddał ziemię tę w dziedzictwo Reubenidom i Gadidom, i połowie pokolenia Manaszy. "
Joshua 12:7,"Ci zaś są królowie ziemi, których pokonał Jozue i synowie Israela po zachodniej stronie Jordanu, od Baal-Gad w kotlinie libańskiej, aż do góry gładkiej, która ku Seirowi się podnosi, a których kraj Jozue pokoleniom israelskim stosownie do oddziałów ich w dziedzictwo oddał. "
Joshua 12:8,"Na górach, w nizinie, w Arabie, u stoków górskich na stepie i w krainie południowej, dziedzinę Chitejczyków, Emorejczyków, Kanaanejczyków, Peryzejczyków, Chiwitów i Jebusytów. "
Joshua 12:9,"Król Jerycha, jeden; król Aj, które po boku Bethela, jeden; "
Joshua 12:10,"Król Jerozolimy, jeden; król Hebronu, jeden. "
Joshua 12:11,"Król Jarmuthu, jeden; król Lachisza, jeden. "
Joshua 12:12,"Król Eglonu, jeden; król Gezeru, jeden. "
Joshua 12:13,"Król Debiru, jeden; król Gederu, jeden. "
Joshua 12:14,"Król Hormy, jeden; król Aradu, jeden. "
Joshua 12:15,"Król Libny, jeden; król Adullamu, jeden. "
Joshua 12:16,"Król Makedy, jeden; król Bethela, jeden. "
Joshua 12:17,"Król Tapuachu, jeden; król Heferu, jeden. "
Joshua 12:18,"Król Afeku, jeden; król Szaronu, jeden. "
Joshua 12:19,"Król Madonu, jeden; król Hacoru, jeden. "
Joshua 12:20,"Król Szymro-Meronu, jeden; król Achszafu, jeden. "
Joshua 12:21,"Król Taanachu, jeden; król Megidda, jeden. "
Joshua 12:22,"Król Kedeszu, jeden; król Jokszeamu obok Karmelu, jeden. "
Joshua 12:23,"Król Doru, należącego do Nafat, jeden; król pogan z Gilgal, jeden. "
Joshua 12:24,"Król Tyrcy, jeden - wszystkich królów trzydzieści i jeden. "
Joshua 13:1,"Gdy tedy zestarzał się Jozue i zaszedł w lata, rzekł doń Wiekuisty: Oto zestarzałeś się i zaszedłeś w lata, ale ziemi pozostała jeszcze część znaczna bardzo, aby ją wziąć w posiadanie. "
Joshua 13:2,"Oto ziemia jeszcze pozostała: wszystkie okręgi Filistynów i cały Geszur, "
Joshua 13:3,"Począwszy od Szychoru, po stronie wschodniej Egiptu, aż do północnej granicy Ekronu, zalicza się do dziedziny Kanaanejczyków: pięciu książąt filistyńskich z Gazy, z Aszdodu, z Aszkalonu, z Gath i z Ekronu, prócz tego Awici, "
Joshua 13:4,"Na południu: dalej cały kraj Kanaanejczyków i Meara, należąca do Cydończyków aż do Afeku, aż do granicy Emorejczyków. "
Joshua 13:5,"I ziemia Giblitów, następnie cały Liban na wschodzie, od Baal-Gad u stóp góry Hermon, aż do drogi prowadzącej do Hamath. "
Joshua 13:6,"Wszystkich mieszkańców gór, od Libanu aż do Misrefoth Maim, wszystkich Cydończyków - sam ich wypędzę przed synami Israela; rozlosuj ich tylko w dziedzictwo między Israelitów jakom ci przykazał. "
Joshua 13:7,A teraz rozdziel ziemię tę w dziedzictwo dziewięciu pokoleniom i połowie pokolenia Manaszy. 
Joshua 13:8,"Wraz z nim odebrali Reubenidzi i Gadydzi dziedzictwo swoje, które im Mojżesz po drugiej stronie Jordanu, ku wschodowi udzielił - mianowicie tak, jak wyznaczył im Mojżesz, sługa Wiekuistego. "
