Index Title,The Minor Tractates of the Talmud V2
Tractate Derekh Eretz Zuta.4.5,"Say not, ‘That man is wise<sup>8</sup><i class=""footnote"">(8) Endowed by nature with great intellectual gifts.</i> but I am not wise’,<sup>9</sup><i class=""footnote"">(9) i.e. I am not so endowed and therefore it is useless for me to study.</i> because you did not attend [upon scholars] as he did.<sup>10</sup><i class=""footnote"">(10) One must make every effort to gain knowledge; cf. Meg. 6b (Sonc. ed., p. 30).</i> Say not, ‘That man is rich but I am not rich’,<sup>11</sup><i class=""footnote"">(11) Although I am more God-fearing than he.</i> because not everyone has the privilege to enjoy two tables.<sup>12</sup><i class=""footnote"">(12) i.e. enjoy prosperity in this world and the bliss of the hereafter.</i> Say not, ‘That man is handsome but I am ugly’, because at the hour of death man becomes carrion; furthermore [animal] carrion may be sold to a Gentile or may be given as a gift, but no one cares for human carrion.<sup>13</sup><i class=""footnote"">(13) So in death the difference between the handsome and the ugly ceases to exist.</i> Say not, ‘That man is righteous but I am not righteous, because both of you are destined to give an account before the Most High. Say not, ‘That man is strong but I am weak’,<sup>14</sup><i class=""footnote"">(14) And therefore unable to control my sinful desires.</i> because strength is only with [them who fulfil] the Torah, as it is stated, <i>Bless the Lord, ye angels of His, ye mighty in strength, that fulfil His word, hearkening unto the voice of His word</i>.<sup>15</sup><i class=""footnote"">(15) Ps. CIII, 20. So occupy yourself with the study of the Torah and you will increase moral strength.</i>"
Tractate Derekh Eretz Zuta.4.6,"Take these words to heart: Know whence you came, and whither you go, and before Whom you are destined to give an account and reckoning.<sup>16</sup><i class=""footnote"">(16) Cf. Aboth III, 1 (Sonc. ed., p. 26).</i> Eye not [enviously] another’s wealth because it undermines the gates of heaven.<sup>17</sup><i class=""footnote"">(17) To the envious the luminaries of heaven shine but dimly.</i>"
Tractate Derekh Eretz Zuta.4.7,"Suffer not your ears to listen to idle chatter, because they are burnt first of [all] the organs.<sup>18</sup><i class=""footnote"">(18) lit. ‘of the limbs’. From hearing unworthy or idle talk he may proceed to speak unworthy or idle words and then do unworthy or idle acts. The ear is, accordingly, the first organ to ‘catch fire’; cf. Keth. 5b (Sonc. ed., p. 18).</i> Eye not [enviously] another’s wealth, because it may cast you into thick darkness and gloom.
Let not your mouth repeat calumny, because it is the first to be summoned for judgment. Let there not be found with you calumny, any evil thing or anything stolen, because all your limbs will testify against you. Let not your feet hurry you to commit a sin lest the Angel of Death come to meet you.<sup>19</sup><i class=""footnote"">(19) Lest you die before you make atonement.</i>
Be not afraid of an earthly court because the witnesses against you are lovers of money,<sup>20</sup><i class=""footnote"">(20) i.e. subject to bribery. [H. Loewe, <i>Rabbinic Anthology</i>, p. 587, in agreement with a variant cited in H, omits the negative and renders: ‘Fear the earthly tribunal, even though witnesses against you can be bribed; fear yet more the heavenly tribunal’.]</i> but fear the heavenly Court because there are witnesses above who testify against you, and moreover [your sins] proclaim war on you incessantly."
Tractate Derekh Eretz Zuta.4.8,"If you fulfilled My words joyfully, My heavenly household will go out to greet you and I will greet you with the words, ‘Enter in peace’."
Tractate Derekh Eretz Zuta.4.9,"Because your eyes have not looked [enviously] on another’s wealth, they will shine amidst thick darkness and gloom, as it is stated, <i>Then shall thy light rise in darkness, and thy gloom be as the noon-day</i>.<sup>21</sup><i class=""footnote"">(21) Isa. LVIII, 10.</i> Because your ears have not listened to idle chatter they will hear [words of] peace for you in [this] world and cause you to hear them in the World to Come, as it is stated, <i>And thine ears shall hear a word behind thee, saying: ‘This is the way, walk ye in it; when ye turn to the right hand, and when ye turn to the left</i>.’<sup>22</sup><i class=""footnote"">(22) <i>ibid.</i> XXX, 21.</i> Because your mouth did not recount calumny, all your adversaries will be slain by it.<sup>23</sup><i class=""footnote"">(23) So GRA.</i> Because your mouth occupied itself with [the teaching of] the Torah, all who are worthy of a blessing will bless themselves through it.<sup>24</sup><i class=""footnote"">(24) They will wish for no greater blessing than will come to you for what you have earned by your mouth.</i> Because you withheld your hands from plunder, what can evil persons do to you? Because you did not close your hands from almsgiving, what can violent persons<sup>25</sup><i class=""footnote"">(25) lit. ‘owners of an arm’, the emendation of GRA. V has ‘owners of silver and gold’.</i> do to you? Because your feet did not hurry you to commit a sin, what can the Angel of Death do to you?"
Tractate Derekh Eretz Zuta.5.1,"I admonish you with these words of Mine. You can do as you please<sup>26</sup><i class=""footnote"">(26) Since man is endowed with free will.</i> but do not say, ‘I was not warned’."
Tractate Derekh Eretz Zuta.5.2,"A scholar should not eat standing, lick his fingers or belch in the presence of his fellow. He talks little, jokes little, sleeps in moderation, is frugal in pleasures and minimizes ‘[Yes], yes’ or ‘No, no’.<sup>1</sup><i class=""footnote"">(1) Cf. Shebu. 36a (Sonc. ed., p. 211) where the repetition of ‘yes’ and ‘no’ is regarded as an oath. It may perhaps also mean to be sparing in making promises.</i>"
Tractate Derekh Eretz Zuta.5.3,"A man should always make a point of knowing with whom he is sitting or standing, with whom he is sitting at table, with whom he is conversing and who is his co-signatory to a deed.<sup>2</sup><i class=""footnote"">(2) Cf. Sanh. 23a (Sonc. ed., p. 131).</i>"
Tractate Derekh Eretz Zuta.5.4,"By four things are scholars<sup>3</sup><i class=""footnote"">(3) In ‘Erub. 65b (Sonc. ed., p. 455) the wording is: ‘By three things may a person’s’, etc., not only a scholar.</i> recognizable: by their cup,<sup>4</sup><i class=""footnote"">(4) By the amount of liquor they consume.</i> their purse,<sup>5</sup><i class=""footnote"">(5) By what they spend their money on.</i> their temper<sup>6</sup><i class=""footnote"">(6) In the Heb. there is an effective alliteration: <i>kis</i> (purse), <i>kos</i> (cup) and <i>ka‘as</i> (temper). The last indicates self-control.</i> and by their attire.<sup>7</sup><i class=""footnote"">(7) A scholar was expected to maintain cleanliness in his attire. Cf. Shab. 114a (Sonc. ed., p. 557).</i> Some say: Also by their speech.<sup>8</sup><i class=""footnote"">(8) ‘Erub. adds ‘also by their laughter’ and omits ‘by their attire’.</i>"
Tractate Derekh Eretz Zuta.5.5,"The adornment of [knowledge of] Torah is wisdom, the adornment of wisdom is humility, the adornment of humility is fear [of God], the adornment of the fear [of God] is the performance of meritorious deeds, the adornment of the performance of meritorious deeds is modesty.<sup>9</sup><i class=""footnote"">(9) i.e. the unostentatious manner in which they are done.</i>"
Tractate Derekh Eretz Zuta.6.1,A man should not be awake when among those who are asleep or asleep when among those who are awake. He should not weep when among those who are joyous or be joyous when among those who weep. He should not be sitting when among those who are standing or standing when among those who are sitting. He should not study Scripture when among those who study Mishnah or study Mishnah when among those who study Scripture. This is the general rule: A man should not act differently from the practice of his fellow-men.
Tractate Derekh Eretz Zuta.6.2,"Four things are unbecoming to scholars. One should not start out on a journey by night,<sup>1</sup><i class=""footnote"">(1) Either because of danger or not to arouse suspicion of immoral intention.</i> go out scented,<sup>2</sup><i class=""footnote"">(2) According to Ber. 43b (Sonc. ed., p. 266) this applies to scenting one’s clothes and in a place where people are suspected of sodomy.</i> be the last to enter the Synagogue,<sup>3</sup><i class=""footnote"">(3) Ber. <i>loc. cit.</i>, reads <i>‘Beth Hammidrash’</i>.</i> or frequent the society of ignorant persons."
Tractate Derekh Eretz Zuta.6.3,"On entering the elder precedes, on leaving the younger precedes;<sup>4</sup><i class=""footnote"">(4) Or, ‘the more important … the less important’. Cf. Ber. 61a (Sonc. ed., p. 381): ‘In conferring honour we commence with the greatest’.</i> when ascending a staircase the elder precedes, when descending a staircase the younger precedes; [when entering] a Council Chamber the elder precedes; [when entering] a prison the younger precedes; to pronounce a blessing<sup>5</sup><i class=""footnote"">(5) At the beginning of a meal or to recite Grace after it.</i> the elder takes precedence. The passer-by greets one who is sitting."
Tractate Derekh Eretz Zuta.6.4,"No person should sit down at table to eat before his elders [have taken their seat]. When cutting off a piece of bread [for Grace before meals] one should do so from the part that is baked into a crust.<sup>6</sup><i class=""footnote"">(6) Cf. above, p. 553.</i> When one is about to eat a leek or onion, he should begin to eat from the leaves.<sup>7</sup><i class=""footnote"">(7) And not from the top; cf. above, p. 553.</i> One should not take hold of a loaf, bite a piece off and place it back upon the table. When about to drink water in public, one should turn his face away and drink.<sup>8</sup><i class=""footnote"">(8) Because it is customary for a scholar to exercise privacy both in eating and drinking.</i>"
Tractate Derekh Eretz Zuta.6.5,"A man should not be a caviller, trickster or tippler. He should overlook an insult and not glorify himself by his fellow’s humiliation.<sup>9</sup><i class=""footnote"">(9) Cf. Meg. 28a (Sonc. ed., p. 168).</i>"
Tractate Derekh Eretz Zuta.7.1,"The first stage in committing a sin is impure thought, the second is scoffing, the third haughtiness, the fourth cruelty, the fifth idleness, the sixth causeless hatred and the seventh an evil eye.<sup>10</sup><i class=""footnote"">(10) An envious nature.</i> That is what Solomon said, <i>When he speaketh fair, believe him not; for there are seven abominations in his heart</i>.<sup>11</sup><i class=""footnote"">(11) Prov. XXVI, 25.</i>"
Tractate Derekh Eretz Zuta.7.2,"There are seven characteristics in an uncultured man<sup>1</sup><i class=""footnote"">(1) Heb. <i>golem.</i> Cf. Aboth V, 10 (Sonc. ed., V, 7, pp. 64f.).</i> and seven in a wise man. A wise man does not speak before one who is greater than he in wisdom and in number,<sup>2</sup><i class=""footnote"">(2) Of years.</i> does not enter into the midst of the words of his fellow,<sup>3</sup><i class=""footnote"">(3) i.e. does not interrupt.</i> is not hasty to answer; he asks in accordance with the subject-matter and answers in accordance with the accepted decision, speaks on the first [point] first and on the last [point] last, concerning what he has not heard he says, ‘I have not heard it’,<sup>4</sup><i class=""footnote"">(4) Cf. above, p. 571, n. 4.</i> and acknowledges the truth.<sup>5</sup><i class=""footnote"">(5) He does not consider it inconsistent with his dignity to admit when he is in the wrong.</i> The reverse of these are in an uncultured man."
Tractate Derekh Eretz Zuta.7.3,"A scholar must be modest in eating, drinking, washing, anointing,<sup>6</sup><i class=""footnote"">(6) i.e. rubbing with oil after a bath.</i> putting his shoes on, walking, his attire, [the modulation of] his voice, expectorating<sup>7</sup><i class=""footnote"">(7) i.e. clearing his throat.</i> and good works.<sup>8</sup><i class=""footnote"">(8) He should perform them unostentatiously.</i>
As a bride keeps herself secluded all the time she is in her father’s house and only makes herself known when she goes out<sup>9</sup><i class=""footnote"">(9) Leaves her father’s house for the wedding ceremony.</i> [as if] to say, ‘Anyone who can testify anything against me,<sup>10</sup><i class=""footnote"">(10) Against her virtue.</i> let him come and testify’, so must a scholar be modest in his [good] deeds but renowned for his conduct. He must seek truth and not falsehood, honesty and not robbery, meekness and not haughtiness, peace and not conflict, the counsel of the Elders and not the counsel of the young.<sup>11</sup><i class=""footnote"">(11) Cf. Meg. 31b (Sonc. ed., p. 192): ‘If old men say to you “Throw down” and young men say to you “Build up”, do the former’.</i> He should rather walk behind a lion than behind a woman.<sup>12</sup><i class=""footnote"">(12) To avoid unchaste thoughts.</i>"
Tractate Derekh Eretz Zuta.7.4,"He honours the wise<sup>13</sup><i class=""footnote"">(13) Added by GRA.</i> [and does not show disrespect towards them.] What is meant by ‘honours the wise’? He gives him food and drink, dresses him and puts his shoes on for him, leads him in and out. This applies to both a teacher<sup>14</sup><i class=""footnote"">(14) A variant is ‘a father’ in agreement with Ḳid. 31b (Sonc. ed., p. 154).</i> and a Sage.<sup>15</sup><i class=""footnote"">(15) Although he is not his teacher.</i> What is meant by ‘showing disrespect’? He must not sit in his [accustomed] place, speak<sup>16</sup><i class=""footnote"">(16) In Ḳid. ‘stand’; cf. also Midrash Rabbah, Num., XV, 17 (Sonc. ed., p. 660).</i> in his stead or contradict his words."
Tractate Derekh Eretz Zuta.8.1,"R. Ḥiyya taught: Silence is good for the wise and how much more so for fools; and so did Solomon say, <i>Even a fool, when he holdeth his peace, is counted wise</i>.<sup>17</sup><i class=""footnote"">(17) Prov. XVII, 28.</i> It is not necessary to say, ‘When a <i>wise man</i> holdeth his peace’.<sup>18</sup><i class=""footnote"">(18) Because a wise man knows when to be silent.</i>"
Tractate Derekh Eretz Zuta.8.2,"Be pliable like the reed upon which the wind can blow from every direction it chooses;<sup>1</sup><i class=""footnote"">(1) Cf. DER IV, p. 545.</i> for the Torah can only endure with him who is humble in spirit.
Why is the Torah likened to water?<sup>2</sup><i class=""footnote"">(2) Cf. Isa. LV, 1, <i>Ho, everyone that thirsteth, come ye for water</i>.</i> It is to teach you that as water does not flow [from a lower] to a higher level but [from a higher level] to a lower, so the Torah endures only with him who is humble in spirit.<sup>3</sup><i class=""footnote"">(3) It flows away from him who is haughty; cf. Ta‘an. 7a (Sonc. ed., p. 27).</i>"
Tractate Derekh Eretz Zuta.8.3,"Keep aloof from anything hideous and from whatever resembles it,<sup>4</sup><i class=""footnote"">(4) Cf. Ḥul. 44b (Sonc. ed., p. 239) and ARN II, 2, p. 18.</i> and draw near to what [59<i>a</i>] is becoming and all that resembles it. Beware of one who counsels you in his own interest.<sup>5</sup><i class=""footnote"">(5) lit. ‘in his own way’; cf. Sanh. 76b (Sonc. ed., p. 517).</i>"
Tractate Derekh Eretz Zuta.8.4,"Who waives his right to retribution<sup>6</sup><i class=""footnote"">(6) lit. ‘passes by his measures’, i.e. forgoes his right to exact punishment.</i> is forgiven all his sins, as it is stated, <i>Who is a God like unto Thee, that pardoneth the iniquity, and passeth by the transgression</i>,<sup>7</sup><i class=""footnote"">(7) Micah VII, 18.</i> [which means,] who is forgiven iniquity? He who passed by transgression [against himself].<sup>8</sup><i class=""footnote"">(8) Cf. R.H. 17a (Sonc. ed., p. 67).</i>"
Tractate Derekh Eretz Zuta.8.5,"Whoever abases [<i>mithnabbel</i>] himself in connection with words of Torah<sup>9</sup><i class=""footnote"">(9) i.e. is not ashamed to ask questions which may at first sound foolish; cf. Ber. 63b (Sonc. ed., p. 402).</i> will in the end be exalted on its account, as it is stated <i>If thou hast done foolishly</i> [<i>nabalta</i>] <i>in lifting up thyself</i>,<sup>10</sup><i class=""footnote"">(10) Prov. XXX, 32.</i> [which means,] if you have abased yourself for words of the Torah, in the end you will be exalted."
Tractate Derekh Eretz Zuta.8.6,"He who seeks [knowledge of] the Torah, added wisdom will be given to him,<sup>11</sup><i class=""footnote"">(11) Following the emended text of GRA.</i> as it is stated, <i>Give to a wise man, and he will be yet wiser</i>.<sup>12</sup><i class=""footnote"">(12) <i>ibid.</i> IX, 9.</i>"
Tractate Derekh Eretz Zuta.8.7,"So long as a person is a sinner he has fear of his fellow-creatures; but so long as he is not a sinner his fellow-creatures have fear of him.<sup>13</sup><i class=""footnote"">(13) They are afraid of his knowing about their guilt.</i>"
Tractate Derekh Eretz Zuta.8.8,"Whoever makes light of a single point of the Torah is liable to <i>kareth</i>, as it is stated, <i>Because he hath despised the word of the Lord … that soul shall utterly be cut off</i>.<sup>14</sup><i class=""footnote"">(14) Num. XV, 31.</i> And he who makes light of the [precept of] washing the hands will be uprooted from the world.<sup>15</sup><i class=""footnote"">(15) Added by GRA. Cf. Soṭah 4b (Sonc. ed., p. 16).</i>"
Tractate Derekh Eretz Zuta.8.9,"Whoever is not shamefaced will readily sin, as it is stated, <i>The show of their countenance doth witness against them;</i><sup>16</sup><i class=""footnote"">(16) Isa. III, 9.</i> but he who experiences shame<sup>17</sup><i class=""footnote"">(17) i.e. who is not callous, but is self-conscious when he is doing wrong.</i> will not readily sin, as it is stated, [<i>And Moses said unto the people: ‘Fear not; for God is come to prove you</i>] <i>and that His fear may be before you, that ye sin not</i>.<sup>18</sup><i class=""footnote"">(18) Ex. XX, 17; cf. Ned. 20a (Sonc. ed., p. 57).</i>"
Tractate Derekh Eretz Zuta.8.10,"It is unbecoming for a host to eat in the presence of his guest [without inviting him to join him]; it is more unbecoming for one guest to bring in another guest;<sup>19</sup><i class=""footnote"">(19) Cf. B.B. 98b (Sonc. ed., p. 410), a saying attributed to Ben Sira.</i> it is still more unbecoming when one eats in the presence of a scholar. More unbecoming than these three is for a guest to cause trouble to another guest.<sup>20</sup><i class=""footnote"">(20) GRA reads ‘his host’.</i> R. Meir said: [Most unbecoming of all is] he who takes [food] set before him and gives it to the host’s child; for it once happened that [through such an action] a host killed his child.<sup>21</sup><i class=""footnote"">(21) Cf. DER IX, 3, p. 559.</i>"
Tractate Derekh Eretz Zuta.8.11,"He who humbles himself will understand his instruction and whoever transgresses the words of the Sages deserves <i>kareth</i>.<sup>22</sup><i class=""footnote"">(22) GRA reads: ‘He who attends upon scholars comprehends his instruction, and whoever does not comprehend his instruction deserves death’.</i> Whoever [continually] declares [others] unfit is [himself] unfit.<sup>23</sup><i class=""footnote"">(23) Cf. DER I, 12, p. 535.</i>
R. ‘Aḳiba said: The beginning of my attendance upon the Sages<sup>24</sup><i class=""footnote"">(24) Cf. Semaḥoth IV, 16, above p. 342.</i> was this. I was once on a journey when I came across a <i>meth miẓwah</i> which I carried about four <i>mil</i> until I brought it to a cemetery and buried it there. When I appeared before R. Eliezer and R. Joshua and told them what had happened, they said to me, ‘Every step you took is reckoned against you as if you had shed blood’.<sup>25</sup><i class=""footnote"">(25) He should have buried the corpse where he found it.</i> I said to them, ‘If, in a case where I intended to perform a meritorious act I have made myself liable like a wicked person, how much more [will I deserve punishment] when I have no [meritorious] intention! From that moment I did not let an opportunity pass to minister to the Sages’.<sup>26</sup><i class=""footnote"">(26) He learned by associating with scholars.</i> He used to say: One who does not minister to the Sages deserves death."
Tractate Derekh Eretz Zuta.8.12,"He who enters a bath-house should first remove his cloak, then the shoes, then the trousers and then the shirt.<sup>27</sup><i class=""footnote"">(27) This rendering is in accordance with GRA and H. V reads: ‘If [the pupil] brought [the Sages] into a bath-house, he should first remove the cloak’, etc., referring to the duty to minister to the learned.</i>"
Tractate Derekh Eretz Zuta.9.1,"He who is about to enter a bath-house should respect<sup>28</sup><i class=""footnote"">(28) By giving way.</i> the one who is about to leave,<sup>29</sup><i class=""footnote"">(29) By not hurrying him unduly</i> and the one who is about to leave a privy must respect the one who is about to enter.<sup>30</sup><i class=""footnote"">(30) He must hurry so as not to keep the other waiting; cf. DER X, 2, p. 561.</i>"
Tractate Derekh Eretz Zuta.9.2,"R. Eliezer Ha-Ḳappar said: Keep aloof from making complaints, because if you complain against others you will be led to further sin.<sup>2</sup><i class=""footnote"">(2) To hatred, quarrel and slander; cf. above I, 15, p. 569.</i>"
Tractate Derekh Eretz Zuta.9.3,"Love him who reproves you so that you may increase knowledge; and hate him who flatters<sup>3</sup><i class=""footnote"">(3) lit. ‘honours, praises’. Praise may discourage one from further study.</i> you so that your knowledge may not decrease."
Tractate Derekh Eretz Zuta.9.4,"Love the Synagogue that you may receive your reward daily.<sup>4</sup><i class=""footnote"">(4) Cf. Ber. 8a (Sonc. ed., p. 39).</i> Love the House of Study that your children may come to study the Torah.<sup>5</sup><i class=""footnote"">(5) Copying the example of their parents.</i> Love the poor that your children may not come to that condition. Love meekness that you may complete [the number of] your years.<sup>6</sup><i class=""footnote"">(6) So GRA. V reads ‘fill your hands’; H ‘your days’, reading <i>yameka</i> for <i>yadeka</i>.</i> Love the pious<sup>7</sup><i class=""footnote"">(7) By emulating them.</i> that you may be saved from the Angel of Darkness.<sup>8</sup><i class=""footnote"">(8) According to NY he is so called because the Angel of Death makes the face of man black. H reads ‘Angel of Death’.</i>"
Tractate Derekh Eretz Zuta.9.5,"Be heedful in the reading of the <i>Shema‘</i> and the <i>‘Amidah</i><sup>9</sup><i class=""footnote"">(9) To recite them at the proper time and with devotion; cf. Aboth II, 18 (Sonc. ed., II, 13, p. 22).</i> that you may be saved from the judgment of Gehinnom. Let your house be open wide<sup>10</sup><i class=""footnote"">(10) <i>ibid.</i> I, 5 (Sonc. ed., p. 4).</i> that you may have no lack of food. Be heedful not to shut the doors of your house when you sit down to eat and drink, because the doors of your house may bring you to poverty.<sup>10a</sup><i class=""footnote"">(10a) They will shut out prosperity from you.</i>"
Tractate Derekh Eretz Zuta.9.6,"Be heedful to honour<sup>11</sup><i class=""footnote"">(11) GRA omits ‘to honour’ and reads ‘with respect to your wife’, alluding to conjugal rights. Cf. B.M. 59a (Sonc. ed., p. 352).</i> your wife<sup>12</sup><i class=""footnote"">(12) A wife is sensitive and quick to feel and resent a hurt.</i> that she become not barren. Be happy when sufferings come upon you, because they deliver you from the punishment of Gehinnom.<sup>13</sup><i class=""footnote"">(13) So GRA. If sufferings are interpreted as punishment for wrongdoing they induce a feeling of remorse and lead to repentance.</i> Rejoice at your table when the hungry benefit from it so that your life may be prolonged in this world and in the World to Come."
Tractate Derekh Eretz Zuta.9.7,"Be happy when you donate gifts [of charity] quietly<sup>14</sup><i class=""footnote"">(14) lit. ‘from your house’.</i> so that the anger [of the Angel of Death]<sup>15</sup><i class=""footnote"">(15) GRA omits ‘the Angel of Death’ and it may refer to God’s anger.</i> may be diverted from you, as it is stated, <i>A gift in secret pacifieth anger, and a present in the bosom strong wrath</i>.<sup>16</sup><i class=""footnote"">(16) Prov. XXI, 14.</i>"
Tractate Derekh Eretz Zuta.9.8,"If you have restrained yourself from doing a good deed, the Angel of Death will come to meet you.<sup>17</sup><i class=""footnote"">(17) And you will be prevented from making good the omission.</i> If you have exerted yourself<sup>18</sup><i class=""footnote"">(18) lit. ‘scattered your foot generously’.</i> in connection with the poor or the fulfilment of a precept, there will be fulfilled in you <i>Blessed shalt thou be when thou comest in, and blessed shalt thou be when thou goest out</i>.<sup>19</sup><i class=""footnote"">(19) Deut. XXVIII, 6.</i> If you guarded your mouth from slander, all the days of your life will be spent in peace; but if you were presumptuous towards a person greater than yourself, you will ultimately be stricken with skin disease.<sup>20</sup><i class=""footnote"">(20) Cf. ‘Arak. 16a (Sonc. ed., p. 91): ‘Because of seven things the plague of leprosy is incurred: These are: slander’, etc. Cf. the incident of Miriam (Num. XII, 1ff.).</i>"
Tractate Derekh Eretz Zuta.9.9,"If you withheld yourself from performing a meritorious act and occupied yourself with a sinful act, your wife will ultimately die of a stroke, as it is stated, <i>Son of man, behold, I take away from thee the desire of thine eyes with a stroke</i>.<sup>21</sup><i class=""footnote"">(21) Ezek. XXIV, 16.</i>"
Tractate Derekh Eretz Zuta.9.10,"If you bestirred yourself to honour a Sage, you will have perfect sons and daughters; and if you bestirred yourself to honour a poor man, you will have children in Israel who are learned in Torah and perform the commandments. If you were present at the death of a Sage, do not leave him until you have accompanied him to the grave,<sup>22</sup><i class=""footnote"">(22) Cf. Shab. 105b (Sonc. ed., p. 509) for rites to be observed on the death of a Sage.</i> so that when you die you may enter and rest in the grave in peace.<sup>23</sup><i class=""footnote"">(23) From ‘so that’ is added by GRA instead of V which inserts here the last clause of §11.</i>"
Tractate Derekh Eretz Zuta.9.11,"If you notice that your fellow’s face is worried because he has become poor, do not send him away empty-handed, in order that you may be delivered from all evil;<sup>24</sup><i class=""footnote"">(24) ‘In order … evil’ is added by GRA.</i> as it is stated, <i>Whoso keepeth the commandment shall know no evil thing</i>.<sup>25</sup><i class=""footnote"">(25) Eccl. VIII, 5.</i> If you have given him a loan in the time of his emergency, there will be fulfilled in you <i>Then shalt thou call, and the Lord will answer</i>.<sup>26</sup><i class=""footnote"">(26) Isa. LVIII, 9.</i>"
Tractate Derekh Eretz Zuta.9.12,"If you have humbled yourself, the Holy One, blessed be He, will lift you up; if you have exalted yourself before your fellow, the Holy One, blessed be He, will set you low. Should people strive<sup>27</sup><i class=""footnote"">(27) So GRA; V ‘honour’.</i> with you, whether it be in the House of Study or at a social gathering,<sup>28</sup><i class=""footnote"">(28) lit. ‘in a sitting [for study] or in a reclining [at a meal]’.</i> make peace with them, so that when you leave them<sup>29</sup><i class=""footnote"">(29) lit. ‘on your return [home]’.</i> they may speak well of you, as was spoken of Phinehas the son of Eleazar.<sup>30</sup><i class=""footnote"">(30) Cf. Num. XXV, 10-13. The translation follows GRA instead of V’s senseless ‘so that he may come and rest upon your bed’.</i>"
Tractate Derekh Eretz Zuta.9.13,"And so used R. Eleazar Ha-Ḳappar to say: Love peace and hate dissension. Great is peace, for even if [Israel] were to practise idolatry but maintained peace among themselves, the Divine Presence, as it were, would be unable to do them harm, as it is stated, <i>Ephraim is joined to idols; let him alone</i>.<sup>31</sup><i class=""footnote"">(31) Hos. IV, 17. Cf. Midrash Rabbah, Num., XI, 7 (Sonc. ed., p. 441) where the reading is: ‘The Holy One, blessed be He, as it were, says: Satan shall not touch them’. In Midrash Rabbah, Gen., XXXVIII, 6 (Sonc. ed., p. 306) the version is: ‘The Holy One, blessed be He, says: I have no dominion over them’.</i> But if there is dissension between them, what is stated of them? <i>Their heart is divided; now shall they bear their guilt</i>.<sup>32</sup><i class=""footnote"">(32) Hos. X, 2.</i>
A house in which is dissension will ultimately be destroyed. A Synagogue [in which is dissension] will ultimately be turned into a place of idolatry.<sup>33</sup><i class=""footnote"">(33) So GRA; cf. Yeb. 96b (Sonc. ed., p. 660). V reads: ‘The Sages said: When there is dissension in a Synagogue it will be cut in pieces’.</i> If two scholars reside in the same city who have set up separate Courts of Law and dissension occurs between them, they will ultimately die [prematurely].<sup>34</sup><i class=""footnote"">(34) Cf. Soṭah 49a (Sonc. ed., p. 263).</i> Abba Saul said: Dissension between separate Courts of Law is the ruination of the world."
Tractate Derekh Eretz Zuta.10.1,"Abba Isi b. Joḥanan said in the name of Samuel the Small: This world is likened to a person’s eyeball: the white of the eye [corresponds to] the ocean which surrounds the whole world; the iris to the [inhabited] world; the pupil of the eye to Jerusalem; the face in the pupil to the Temple. May it be rebuilt speedily in our days and in the days of all Israel, Amen."
