Index Title,The Minor Tractates of the Talmud V2
SEFER TORAH.5.1,"<small>RULE 1</small>. If [a scribe] wrote a sacred name twice,<sup>1</sup><i class=""footnote"">(1) lit. 'he who writes two sacred names'.</i> he retains the first and erases the latter.<sup>2</sup><i class=""footnote"">(2) The first is retained because it was properly written; the second is erased because it was written in error.</i> R. Judah says: If the latter occurred at the end of a column, he erases the first and retains the latter.<sup>3</sup><i class=""footnote"">(3) [In Sof. V, 1, the reading is: 'R. Judah says: If the first occurs at the end of a column'. Here H reads: 'If the latter occurs at the beginning of a column'. Either of these must be substituted for V because the idea is that] it spoils the appearance to leave a blank space at the beginning of the top line of a column.</i>"
SEFER TORAH.5.2,"<small>RULE 2</small>. If [the scribe wrote] a secular noun twice,<sup>4</sup><i class=""footnote"">(4) lit. 'two secular names'.</i> he retains the first and wipes away the latter.<sup>5</sup><i class=""footnote"">(5) While the ink is still wet.</i> R. Judah says: If the latter was at the top of a column,<sup>6</sup><i class=""footnote"">(6) [Cf. Sof. V, 2, n. 6.]</i> he wipes away the first and retains the latter."
SEFER TORAH.5.3,"<small>RULE 3</small>. If a scribe writes <i>Yehudah</i> and omits the <i>daleth</i> he inserts it above the line. If he intended to write the Tetragrammaton<sup>7</sup><i class=""footnote"">(7) The four-lettered name <i>Yod-he-waw-he</i>. Lit. 'the name, he wrote the name', apparently a misprint.</i> and wrote <i>Yehudah</i><sup>8</sup><i class=""footnote"">(8) <i>Yod-he-waw-daleth-he</i>.</i> instead, he alters the <i>daleth</i> to <i>he</i><sup>9</sup><i class=""footnote"">(9) This is done by adding a short vertical line to the <i>daleth</i>.</i> and wipes away the final letter <i>he</i>."
SEFER TORAH.5.4,"<small>RULE 4</small>. If it was required to write <i>Yehudah</i> but [the scribe] intended to write the Tetragrammaton, although he [inadvertently] inserted the <i>daleth</i>,<sup>10</sup><i class=""footnote"">(10) Thus writing the noun correctly but without intention.</i> he erases it and writes another <i>Yehudah</i>.<sup>11</sup><i class=""footnote"">(11) Because the writing must be both intentional and correct.</i>"
SEFER TORAH.5.5,"<small>RULE 5</small>. If it was required to write the Tetragrammaton but [the scribe] intended to write <i>Yehudah</i>, although he inserted the <i>daleth</i><sup>12</sup><i class=""footnote"">(12) So that <i>Yehudah</i> was not only intended but also written correctly, in the wrong place. [Cf. the variant reading in Sof. V, 3.]</i> he wipes away the final <i>he</i> and alters [the preceding] <i>daleth</i> into <i>he</i>.<sup>13</sup><i class=""footnote"">(13) The letters being almost the same and the alteration so slight, the Tetragrammaton is deemed to have been written intentionally and correctly.</i> R. Judah says: He should [also] go over the entire name with the reed-pen and so sanctify it. The Sages said to him: This is not the best procedure."
SEFER TORAH.5.6,"<small>RULE 6</small>. If in writing the Tetragrammaton he made an error [by omitting] one letter he should suspend it above [the line]. If one erred [by omitting] all the name<sup>14</sup><i class=""footnote"">(14) The Tetragrammaton.</i> he should suspend it between the lines. So R. Judah; R. Jose says: [The scribe] wipes away the letters preceding it, writes the Tetragrammaton [in their place] and suspends [above the line] the part which he had wiped away. R. Hananiah b. 'Aḳashia says: All the sheet must be stored away."
SEFER TORAH.5.7,"<small>RULE 7</small>. If one wrote <i>Alef-lamed</i> by mistake three<sup>15</sup><i class=""footnote"">(15) So GRA in Sof. V, 5. V reads 'twice'.</i> times in the clause <i>God delivereth me to the ungodly</i>,<sup>16</sup><i class=""footnote"">(16) Job XVI, 11. The Biblical text has the word twice, the first being the name of God and the second the preposition, and inadvertently one wrote it three times, intending the first two to stand for 'God' (so sanctifying both) and the third for the preposition.</i> one retains<sup>17</sup><i class=""footnote"">(17) This is the reading in Sof. V, 5. V has 'wipes away'.</i> the first and erases<sup>18</sup><i class=""footnote"">(18) So GRA in Sof. V, 5. V has 'retains'.</i> the latter.<sup>19</sup><i class=""footnote"">(19) The second <i>'el</i> which, having been intended in error to stand for the divine name, is treated in accordance with Rule 1 above. By quoting an illustration from Job, the inference to be drawn is that the regulation with respect to a Torah scroll holds good also of the Prophets and the Hagiographa.</i>"
SEFER TORAH.5.8,"<small>RULE 8</small>. When one is writing the Tetragrammaton, one may not respond even if the king greets him;<sup>20</sup><i class=""footnote"">(20) All one's attention must be concentrated on the writing of the divine name.</i> but if one was about to write two or three divine names successively<sup>21</sup><i class=""footnote"">(21) e.g. <i>The Lord, the Lord, God</i> (Ex. XXXIV, 6) or Deut. VI, 4.</i> one may pause between them and respond."
SEFER TORAH.5.9,"<small>RULE 9</small>. After dipping<sup>22</sup><i class=""footnote"">(22) lit. 'he who dips'.</i> the reed-pen [in ink], one may not start with a letter<sup>23</sup><i class=""footnote"">(23) The text has <i>me'otho</i>, lit. 'from it'. A better reading, omitting the last <i>waw</i> would be <i>me'oth</i>, 'from a letter of'.</i> of the divine name<sup>24</sup><i class=""footnote"">(24) Because a pen full of ink may cause a blot.</i> but with a letter of<sup>25</sup><i class=""footnote"">(25) Reading again <i>me'oth</i>.</i> the preceding word."
SEFER TORAH.5.10,"<small>RULE 10</small>. One who wipes away<sup>26</sup><i class=""footnote"">(26) In Sof. V, 6, 'erases'.</i> a single letter of a divine name transgresses a negative commandment. R. Ishmael<sup>27</sup><i class=""footnote"">(27) 'R. Simeon' in Sof. <i>loc. cit.</i></i> says: On account of this it is stated, <i>Ye shall destroy their name out of that place;</i><sup>28</sup><i class=""footnote"">(28) Deut. XII, 3.</i> and it is also stated, <i>Ye shall not do so unto the Lord your God</i>.<sup>29</sup><i class=""footnote"">(29) <i>ibid.</i> 4; i.e. the name of God must never be erased.</i> It is permissible, however, to wipe away ink that dropped on the writing,<sup>30</sup><i class=""footnote"">(30) Even of a divine name.</i> since one's intention is only to rectify it."
SEFER TORAH.5.11,"<small>RULE 11</small>. It is not permissible to make a scroll [of the <i>Shema'</i>]<sup>31</sup><i class=""footnote"">(31) So Sof. V, 9; lacking in V here.</i> or of the <i>Hallel</i> for children.<sup>32</sup><i class=""footnote"">(32) Extracts from the Scriptures may not be written on scrolls intended for children's instruction.</i> R. Judah permits [the writing of a scroll] from <i>In the beginning</i><sup>33</sup><i class=""footnote"">(33) Gen. I, 1.</i> to the story of the Flood,<sup>34</sup><i class=""footnote"">(34) <i>ibid.</i> VI, 8.</i> and from the beginning of Leviticus to <i>And it came to pass on the eighth day;</i><sup>35</sup><i class=""footnote"">(35) Lev. IX, 1.</i> but [in the case of] all the other books [of Scripture the writing of extracts is] forbidden.<sup>36</sup><i class=""footnote"">(36) Only in the case of the Pentateuch were the two extracts mentioned allowed to be written for the instruction of children.</i> If, however, one intends to add to them,<sup>37</sup><i class=""footnote"">(37) To complete all the book.</i> it is permissible [to write extracts from the Scriptures in scrolls]."
SEFER TORAH.5.12,"<small>RULE 12</small>. The following names are to be divided:<sup>38</sup><i class=""footnote"">(38) Although each represents one name it is to be written as two words.</i> <i>Beth-'el</i>,<sup>39</sup><i class=""footnote"">(39) e.g. Gen. XII, 8.</i> <i>Beth-'awen</i>,<sup>40</sup><i class=""footnote"">(40) Hos. IV, 15; X, 5.</i> <i>Be'er-sheba'</i>,<sup>41</sup><i class=""footnote"">(41) e.g. Gen. XXI, 31.</i> <i>Poṭifera'</i>,<sup>42</sup><i class=""footnote"">(42) <i>ibid.</i> XXXV, 18.</i> <i>Ẓafenath-pa'neaḥ</i>,<sup>43</sup><i class=""footnote"">(43) <i>ibid.</i> XLI, 45. E.V. <i>Poti-phera</i> and <i>Zaphenath-paneah</i>.</i> [and the words] <i>ḥarah 'af</i>,<sup>44</sup><i class=""footnote"">(44) lit. 'the anger was kindled' (cf. Num. XI, 10).</i> <i>ḥarah 'appi</i>.<sup>45</sup><i class=""footnote"">(45) lit. 'My anger was kindled' (cf. Ex. XXII, 23).</i> R. Jose says: These must not be divided. All agree that there must be no breaking up of <i>'Ammiel</i>,<sup>46</sup><i class=""footnote"">(46) A name meaning 'God is with me' (e.g. Num. XIII, 12).</i> <i>'Amminadab</i>,<sup>47</sup><i class=""footnote"">(47) Meaning 'my kinsman is noble' (e.g. <i>ibid.</i> 23).</i> <i>Ẓuri'el</i>,<sup>48</sup><i class=""footnote"">(48) The name means 'my rock is God' (cf. <i>ibid.</i> III, 35).</i> <i>Ẓurishaddai</i>.<sup>49</sup><i class=""footnote"">(49) A name meaning 'my rock is Shaddai' (e.g. <i>ibid.</i> I, 6).</i>"
SEFER TORAH.5.13,"<small>RULE 13</small>. If a person writes a divine name on his body, he must neither bathe nor anoint himself.<sup>50</sup><i class=""footnote"">(50) So that the name may not be washed off.</i> R. Jose says: This is permitted provided only that he does not rub it off. [If he wrote it] on the horn of a cow or on the legs of a bed,<sup>51</sup><i class=""footnote"">(51) For magical purposes.</i> he scrapes it off<sup>52</sup><i class=""footnote"">(52) [Perhaps the reading should be <i>godedo</i>, 'he chops it off' (the horn or the leg) for <i>goreron</i>, 'he scrapes them off'</i> and stores it away.<sup>53</sup><i class=""footnote"">(53) Out of respect for the divine name. The text has 'scrapes them … stores them'.</i> [If he wrote it] on a stone, he detaches it and stores it away."
SEFER TORAH.5.14,"<small>RULE 14</small>. Should one cut off a strip of a scroll,<sup>54</sup><i class=""footnote"">(54) lit. 'in scrolls'.</i> it may [be used for ordinary purposes] if it is a new one,<sup>55</sup><i class=""footnote"">(55) Being new, the scroll had not yet been consecrated.</i> but if it is an old scroll<sup>56</sup><i class=""footnote"">(56) Which has been consecrated for holy use.</i> [the use of the strip] is forbidden. As regards worn-out scrolls, phylacteries and wraps of scrolls, these must be stored away.<sup>57</sup><i class=""footnote"">(57) Having been once consecrated they may no longer be used for ordinary purposes.</i> They should not be deposited [in an unclean place]<sup>58</sup><i class=""footnote"">(58) The words in brackets are added in H.</i> but in a deserted spot where they decay naturally.<sup>59</sup><i class=""footnote"">(59) lit. 'of their own accord'.</i>"
