Maharal	Maharal	Judah Loew ben Bezalel	מהר"ל	רבי יהודה ליווא בן בצלאל	1520	Poznań	1609	Prague	Achronim	Yehuda Loew ben Bezalel, the Maharal of Prague, was a Bohemian rabbi, Talmudist, mystically inclined philosopher and community leader whose writings left an indelible impression on both his own generation as well as subsequent generations of Ashekenazic Jewry.  His numerous philosophical works became cornerstones of Jewish thought and had a profound influence on Chassidic teaching and some of the most prominent thinkers of modern Orthodoxy, including Rav Kook. He also wrote halachic works, including a commentary on the Arba'ah Turim. He had a close relationship with the famous astronomer Tycho Brahe. Amongst his students were R. Yom Tov Lipmann Heller (Tosafot Yom Tov) and the historian R David Ganz (Tzemach David). He is famously associated with the creation of the Golem of Prague in popular literature from centuries later.	ר' יהודה ליווא בן בצלאל, המהר"ל מפראג, היה רב, איש תלמוד, בעל נטיות קבליות, פילוסוף ומנהג קהילה בוהמי שהשפיע השפעה נצחית על דורו ועל הדורות הבאים של יהדות אשכנז. חיבוריו הפילוסופיים הרבים נעשו אבני דרך במחשבת ישראל והשפיעו עמוקות על רעיונות חסידיים ועל גדולי ההוגים באורתודוקסיה המודרנית, כולל הרב קוק. כתב גם חיבורים הלכתיים, כולל פירוש על הארבעה טורים. היה בעל יחסים קרובים עם האסטרונום טיכו ברהה. בין תלמידיו אפשר למצוא את רבי יום טוב ליפמן הלר (התוספות יום טוב) וההיסטוריון רבי יהודה גנז (הצמח דוד). מפורסם בקשרו לגולם מפראג בספרות פופולרית שנכתבה בדורות שלאחר מכן.	https://en.wikipedia.org/wiki/Judah_Loew_ben_Bezalel	https://he.wikipedia.org/wiki/%D7%9E%D7%94%D7%A8%22%D7%9C_%D7%9E%D7%A4%D7%A8%D7%90%D7%92	http://www.jewishencyclopedia.com/articles/10029-lisser-joshua-falk		Bezalel Loew								M	Uncle Jakob ben Hayyim
David Altschuler	David Altschuler		רבי דוד אלטשולר		1687		1769	Jaworów, Poland	Achronim	David Altshuler was an 18th century Biblical commentator. Originally from the Iberian penninsula, his wanderings led him to Eastern Europe, where he served as rabbi of Jaworów, Poland. His notes and writings on Tanach were assembled by his son, Yehiel Hillel, and published under the name Metzudot.	דוד אלטשולר היה פרשן מקרא מהמאה ה-18. במקור מחצי האי האיברי. מסעיו הובילו אותו למזרח אירופה, ושם הוא כיהן כרב ביבוריב, פולין. הערותיו וכתביו על התנ"ך נאספו בידי בנו, יחיאל הלל, והוצאו לאור תחת השם "מצודות".		https://he.wikipedia.org/wiki/%D7%93%D7%95%D7%93_%D7%90%D7%9C%D7%98%D7%A9%D7%95%D7%9C%D7%A8	http://www.jewishencyclopedia.com/articles/1335-altschul-altschuler-altschueler		Aryeh Leb Altschuler								M	
Jedidiah Solomon ben Abraham Norzi	Jedidiah Solomon ben Abraham Norzi		רבי ידידיה שלמה רפאל נוֹרְצִי		1560	Mantua	1626	Mantua	Achronim	Yedidiah Solomon ben Abraham Nortsi was an Italian rabbi, Biblical scholar and grammarian. He served as rabbi of Mantua for some thirty years. In order to collect the works and manuscripts necessary for his magisterial work Minchat Shai, he made many trips abroad from Italy, sparing no effort to gather all the variant readings of Biblical texts, no matter how seemingly minor. 	ידידיה שלמה בן אברהם נורצי היה רב איטלקי, איש מקרא ודקדקן. כיהן כרבה של מנטואה במשך שלושים שנה. כדי לאסוף את החיבורים והכתבים הנדרשים ליצירתו הסמכותית מנחת שי, נסע פעמים רבות מאיטליה לארצות אחרות ולא חסך שום מאמץ לקבץ את כל הקריאות השונות של הטקסטים המקראיים, גם את אלה שנראה מינוריים.	https://en.wikipedia.org/wiki/Jedidiah_Norzi	https://he.wikipedia.org/wiki/%D7%99%D7%93%D7%99%D7%93%D7%99%D7%94_%D7%A9%D7%9C%D7%9E%D7%94_%D7%A8%D7%A4%D7%90%D7%9C_%D7%A0%D7%95%D7%A8%D7%A6%D7%99											M	
Onkelos	Onkelos	Onqelos	אונקלוס						Tannaim	Onkelos, according to tradition, was a Roman convert to Judaism who lived in the first or second century. He translated Tanach into Aramaic, the spoken language of the day. Some identify Onkelos with a convert named Aquilas who translated the Tanach into Greek. According to tradition, he was counseled by his uncle, the emperor, to succeed by buying low and selling high. He later explained his conversion to his incensed uncle by repeating to him his own advice from years past. Onkelos' translation became the standard Aramaic translation, used daily by Jews world-wide long after Aramaic ceased being a living language for most Jews.	אונקלוס, על פי המסורת, היה גר רומאי שחי במאה הראשונה או השנייה לספירה. הוא תרגם את התנ"ך לארמית, השפה המדוברת של אותם ימים. יש המזהים אונקלוס עם עקילס, גר שתרגם את התנ"ך ליוונית. לפי המסורת, לימד אותו דודו הקיסר שכדי להצליח צריך לקנות בזול ולמכור ביקר. מאוחר יותר הסביר את גיורו לדודו  המרוגז לפי אותה עצה שדודו נתן לו. תרגומו של אונקלוס נהיה התרגום הארמי הסטנדרטי הנדפס בכל החומשים, ויהודים מכל רחבי העולם משתמשים בו, הרבה זמן אחרי שארמית חדלה מלהיות שפה חיה.	https://en.wikipedia.org/wiki/Onkelos	https://he.wikipedia.org/wiki/%D7%90%D7%95%D7%A0%D7%A7%D7%9C%D7%95%D7%A1	http://www.jewishencyclopedia.com/articles/11712-onkelos										M	
Yoel ben Shmuel Sirkes	Yoel ben Shmuel Sirkes	Joel ben Samuel Sirkis, Bach	יואל בן שמואל סירקיש	ב"ח	1561	Lublin	1640	Kraków	Achronim	Yoel Sirkes was a Polish rabbi, halachic scholar and Talmudic annotator. His best-know work, Bait Chadash, is one of the basic commentaries (together with R Yosef Karo's Beit Yosef) on R. Yaakov ben Asher's halachic code, the Arba'ah Turim. Hagahot Habach are his indispensible glosses on the text of the Talmud. The Taz was his son-in-law.	יואל סירקיש היה רב, איש הלכה ופרשן תלמוד פולני. חיבורו הידוע ביותר, "בית חדש", הוא אחד הפירושים הבסיסיים ביותר (יחד עם ה"בית יוסף" של רבי יוסף קארו) על הקובץ ההלכתי של רבי יעקב בן אשר, הארבעה טורים. הגהות הב"ח הן הגהות חשובות של הרב סירקיש על התלמוד. הט"ז היה חתנו.	https://en.wikipedia.org/wiki/Joel_Sirkis	https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%90%D7%9C_%D7%A1%D7%99%D7%A8%D7%A7%D7%99%D7%A9	http://www.jewishencyclopedia.com/articles/8456-jacob-b-samuel-sirkes										M	
Shabbatai ben Meir Hakohen	Shabbatai ben Meir Hakohen	Siftei Cohen, Shakh	שבתי בן מאיר הכהן	ש"ך	1621	Vilna	1662	Holleschau	Achronim	Shabbatai Hakohen – better known as Shach, after the acronym of his most famous work – was a Lithuanian/Polish rabbi, halachic scholar and Talmudic commentator. He was raised in Vilna, and studied in Tykotzin, Cracow and Lublin. He returned to Vilna, where he married the daughter of the wealthy great-grandson of the Rema, and served in the beit din of R. Yehuda Lima. In 1655, he, along with the entire Jewish community, fled from the advancing Swedish army. He eventually became rav of Holešov. His grave there remains a pilgrammage site to this day.  His great work, Siftei Kohen, is one of the most important commentaries on the Shulchan Aruch. His rulings were widely accepted by Ashkenazic Jewry as authoritative. He also wrote critical comments on the Turei Zahav of R. David ben Shmuel Halevi, his older contemporary whom he honored greatly but to whom he did not defer.	שבתי הכהן – הידוע בכינויו "הש"ך", על שם ראשי התיבות של חיבורו המפורסם "שפתי כהן"  – היה רב, איש הלכה ופרשן תלמוד ליטאי/פולני. גדל בווילנה ולמד בטיקוצין, בקראקא ובלובלין. חזר לווילנה, ושם נישא לבתו של נינו העשיר של הרמ"א ושימש בבית הדין של רבי יהודה לימא. ב-1655 ברחו הוא וכל הקהילה היהודית מהצבא השוודי המתקרב. לאחר זמן נעשה לרב של הלישוי. לאחר מותו נקבר שם ועד היום משמש קברו כמקום לעלייה לרגל. חיבורו הידוע, שפתי כהן, הוא אחד הפירושים החשובים על השולחן ערוך. פסיקותיו התקבלו בקהילות רבות ביהדות אשכנז. כתב גם הערות ביקורתיות על ה"טורי זהב" לרבי דוד בן שמואל הלוי, בן דורו המבוגר ממנו, שאותו כיבד מאוד אך את פסיקותיו לא תמיד קיבל.	https://en.wikipedia.org/wiki/Shabbatai_HaKohen	https://he.wikipedia.org/wiki/%D7%A9%D7%91%D7%AA%D7%99_%D7%9B%D7%94%D7%9F	http://www.jewishencyclopedia.com/articles/13474-shabbethai-b-meir-ha-kohen-shak										M	
David HaLevi Segal	David HaLevi Segal	Turei Zahav, Taz	דוד הלוי סגל	ט"ז	c. 1586	Ludmir, Volhynia	1667	Lemberg	Achronim	David Halevi Segal, known as the Taz after the name of his most famous work, was a Polish rabbi, halachic scholar and Talmudic commentator. His best-known work, Turei Zahav, is one of the basic commentaries on the Shulchan Aruch (on all four sections, most prominently on Yoreh Deah and Orach Chayyim). He responded to Shach's critiques of his expositions and decisions in a separate work, and also authored Divrei David, a supercommentary on Rashi's Torah commentary. R. Yoel Sirkes (Bach) was his father-in-law.	דוד הלוי סגל, הידוע בכינויו הט"ז המשקף את ראשי התיבות של חיבורו המפורסם, היה רב, איש הלכה ופרשן תלמוד פולני. חיבורו הידוע ביותר, טורי זהב, הוא אחד הפירושים הבסיסיים על השולחן ערוך (על כל ארבעת חלקיו, אך בעיקר על יורה דעה ואורח חיים). הוא השיב בחיבור נפרד לביקורת של הש"ך על פרשנותו ועל פסקיו, וכן כתב את "דברי דוד", פירוש-על על פירושו של רש"י לתורה. רבי יואל סירקיש (הב"ח) היה חותנו.	https://en.wikipedia.org/wiki/David_HaLevi_Segal	https://he.wikipedia.org/wiki/דוד_הלוי_סגל	http://www.jewishencyclopedia.com/articles/4979-david-b-samuel-ha-levi		Samuel ha-Levi Segal		Bach						M	
Yaakov Emden	Yaakov Emden	Ya'avetz	יעקב עמדין	יעב"ץ	1697	Altona	1776	Altona	Achronim	Yaakov Emden was a German rabbi, Talmudist and polemecist, son of the Chacham Tzvi. He is most well-known for his publically promoted and literarily defended campaign against Rabbi Yonatan Eibeschutz, who he accused of being a hidden Sabbatean. He published many works, amongst which is a highly regarded and republished siddur with extensive commentary, and a collection of responsa titled "She'ilat Ya'avetz", as well as annotations on the Talmud and other works. 	יעקב עמדין, בנו של החכם צבי, היה רב, איש תלמוד ופולמוסן גרמני. ידוע בעיקר בגלל חששותיו על רבי יונתן אייבשיץ, שחשד בו שהוא שבתאי נסתר. הוציא לאור ספרים רבים, ובהם סידור חשוב בעל פירוש מקיף שפורסם מחדש, אוסף של שו"ת שכותרתן "שאילת יעבץ", והגהות על תלמוד בבלי ועוד ספרים. 	https://en.wikipedia.org/wiki/Jacob_Emden	https://he.wikipedia.org/wiki/יעקב_עמדין	http://www.jewishencyclopedia.com/articles/5730-emden-jacob-israel-ben-zebi-ashkenazi		Zvi Ashkenazi		Tzvi Hirsch ben Yaakov Ashkenazi				Jonathan Eybeschutz		M	
Yom-Tov Lipmann Heller	Yom-Tov Lipmann Heller	Tosafot Yom Tov	יום-טוב ליפמן הלר	תוספות יום טוב	c. 1579	Wallerstein, Bavaria	1654	Krakow	Achronim	Yom-Tov Lipmann Heller was a Bohemian rabbi and talmudist. His best-known work, Tosafot Yom Tov, is one of the basic commentaries on the Mishnah. He also wrote Ma'adanei Yom Tov, an important commentary on Piskei HaRosh of Rabbi Asher ben Yechiel. He studied under the Maharal of Prague, and served as Chiref Rabbi of Vienna and Prague. Many prominent rabbis of subsequent generations are his descendants.	יום טוב ליפמן הלר היה איש תלמוד ורב בוהמי. חיבורו הידוע ביותר, תוספות יום טוב, הוא אחד הפירושים הבסיסיים למשנה. כתב גם את ה"מעדני יום טוב", פירוש חשוב לפסקי הרא"ש לרבי אשר בן יחיאל. למד אצל המהר"ל מפראג וכיהן כרבה של וילנה ופראג. רבנים חשובים רבים בדורות שאחרי כן הם צאצאיו.	https://en.wikipedia.org/wiki/Yom-Tov_Lipmann_Heller	https://he.wikipedia.org/wiki/יום-טוב_ליפמן_הלר	http://www.jewishencyclopedia.com/articles/7542-heller-yom-tob-lipmann-ben-nathan-ben-moses-levi			Moses Ha-Levi Heller		Maharal					M	
Martin Buber	Martin Buber		מרטין בובר		1878	Vienna	1965	Jerusalem	Contemporary	Martin Buber was a Jewish scholar and philosopher best known for his existentialist work I and Thou (Ich und Du). He was born in an Orthodox home in Vienna and raised in Lvov, but later returned to Vienna to study modern philosphy. He was a scholar, translator and explicator of Hasidic lore, which he compiled in Tales of the Hasidim. He was an ardent Zionist, settling in Jerusalem in 1938, where he became a professor at the Hebrew University.	מרטין בובר היה מלומד ופילוסוף יהודי הידוע בזכות חיבורו האקזיסטנציאליסטי "אני ואתה" (Ich und Du). נולד למשפחה אורתודוקסית בווינה וגדל בלבוב, אך חזר לווינה ללמוד פילוסופיה מודרנית. היה מלומד, מתרגם ומספר סיפורים מעולם החסידות, שאותם אסף בספרו "מעשיות של חסידים". היה ציוני נלהב והתיישב בירושלים ב-1938, שם עבד כפרופסור באוניברסיטה העברית.	https://en.wikipedia.org/wiki/Martin_Buber	https://he.wikipedia.org/wiki/%D7%9E%D7%A8%D7%98%D7%99%D7%9F_%D7%91%D7%95%D7%91%D7%A8				Solomon Buber		Solomon Buber					M	descedent of Maharam
Solomon Buber	Solomon Buber		שלמה בובר		1826	Lemberg, Galicia	1906	Lemberg, Galicia	Achronim	Solomon (or Salomon) Buber was a scholar and editor of Hebrew works, particularly known for his original research and prolific explication of midrashic literature. He wrote elaborate and exhaustive commentaries of midrashic works including Pesikhta de-Rab Kahana, Midrash Abkir, Midrash Tanchuma, Midrash Tehillim, Midrash Shmuel and Midrash Mishle. He was also the primary teacher of his grandson, Martin Buber, who lived with him from the age of three.	שלמה בובר היה מלומד ועורך של טקסטים עבריים, וידוע במיוחד בזכות מחקרו המקורי ופירושו השופע לספרות המדרש. כתב פירושים מקיפים ומעמיקים למדרשים, כולל הפסיקתא דרב כהנא, מדרש אבכיר, מדרש תנחומא, מדרש תהילים, מדרש שמואל ומדרש משלי. היה גם המורה העיקרי של נכדו, מרטין בובר, שחי איתו מגיל שלוש.	https://en.wikipedia.org/wiki/Salomon_Buber	https://he.wikipedia.org/wiki/שלמה_בובר											M	
Eliyahu David Rabinowitz Teomim	Eliyahu David Rabinowitz Teomim	Aderet	אליהו דוד רבינוביץ' תאומים	אדר"ת	1843	Pikeliai, Russia	1905	Jerusalem	Achronim	Eliyahu David Rabinowitz Teomim, known by his acronym "Aderet", was a Lithuanian rabbi and Talmudist who served, toward the end of his life, as leader of the Ashkenazic community in Jerusalem.  He wrote many works filled with original insights in all areas of Torah. Rabbi Avraham Yitzchak Hakohen Kook was his son-in-law.	אליהו דוד רבינוביץ' תאומים, הידוע בראשי התיבות "אדר"ת", היה רב ואיש תלמוד ליטאי ששימש לקראת סוף חייו כמנהיג הקהילה האשכנזית בירושלים. כתב חיבורים רבים, מלאים בתובנות מקוריות, בכל תחומי התורה. רבי אברהם יצחק הכהן קוק היה חתנו.	https://en.wikipedia.org/wiki/Eliyahu_David_Rabinowitz-Teomim	https://he.wikipedia.org/wiki/%D7%90%D7%9C%D7%99%D7%94%D7%95_%D7%93%D7%95%D7%93_%D7%A8%D7%91%D7%99%D7%A0%D7%95%D7%91%D7%99%D7%A5%27_%D7%AA%D7%90%D7%95%D7%9E%D7%99%D7%9D	http://www.jewishencyclopedia.com/articles/12514-rabinowitz-elijah-david-ben-benjamin		Benjamin Rabinowitz								M	
Johanan Treves	Johanan Treves		יוחנן בן מתתיהו		1265		1329		Rishonim	Yochanan Treves was a French rabbi and Talmudist. As chielf rabbi of France, he was involved in a bitter dispute with R. Yitzchak ben Abba Mari regarding the right to ordain French rabbis. Upon the expulsion of Jews from France, he settled in Italy. Many of his rulings are quoted in the halachic compendium Sha'arei Dura.	יוחנן טרבס היה רב ואיש תלמוד צרפתי. כיהן כרבה הראשי של צרפת והיה מעורב במחלוקת מרה עם רבי יצחק בן אבא מארי בדבר הזכות לתת הסמכה לרבנים צרפתים. לאחר גירוש יהודי צרפת, התיישב באיטליה. רבים מפסקיו מצוטטים באוסף ההלכתי "שערי דורא".			http://www.jewishencyclopedia.com/articles/14503-treves								Meir ben Baruch of Vienna		M	
Eliyahu Ben Harush	Rabbi Eliyahu Ben Harush		אליהו בן הרון		c. 1815	Sefrou	1883	Sefrou	Achronim	Rabbi Eliyahu Ben Harush was a 19th century Moroccan rabbi. He was known for his great humility and constant devotion to Torah study. His sermons and poetry were also highly admired. He served brielfy as the chief rabbi of Alkatzar, but did not find it to his liking and returned to his home of Sefrou after only a short time. He wrote a commentary on the Chumash and the Haggadah.	רבי אליהו בן הרוש היה רב מרוקאי במאה ה-19. היה ענוותן גדול ומסור ללימוד תורה. דרשותיו ושירותיו היו מושאים להעצה רבה. כיהן במשך תקופה קצרה כרבה הראשי של אלקצר, אך לא נהנה מכך וחזר לביתו בספרו לאחר זמן קצר. חיבוריו: 'ברכת אליהו' - חידושים על התנ"ך, ו'כוס אליהו' - ביאור להגדה של פסח.													M	
Tevele Bondi	Tevele Bondi		טעבעלה באנדי						Achronim	Prominent member of the Frankfurt community in late 19th century, author of "Maarechet Heidenheim", a commentary on the Pesach Haggadah.	"חד מיקירי קהילה פרנקפורט דמיין" (מדף השער של פירושו על הגדה של פסח, הנקרא "מערכת היידנהיים").													M	
Yaakov Lorberbaum	Yaakov Lorberbaum	Yaakov ben Yaakov Moshe Lorberbaum of Lissa, Ba'al HaChavat Da'at, Ba'al HaNesivot, the Rav of Lissa	יעקב בן יעקב משה מליסא	הרב מליסה	1760		1832	Stryj	Achronim	Rabbi Yaakov Lorberbaum was a Polish rabbi, Talmudist and posek. His best-known works, Chavot Da'at on Shulchan Aruch Yoreh De'ah and Netivot Mishpat on Shulchan Aruch Choshen Mishpat, have had a formative impact on classic Torah study to the present day. He was a great-grandson of the Chacham Tzvi. 	רבי יעקב לוברבוים, נודע בשם "הגאון מליסא" או "בעל הנתיבות", היה רב, איש תלמוד ופוסק פולני. חיבוריו המפורסמים ביותר, "חוות דעת" על שולחן ערוך חלק יורה דעה, ו"נתיבות המשפט" על חלק חושן משפט, השפיעו רבות עד היום על לימוד התורה בהישיבות. היה נינו של החכם צבי.	https://en.wikipedia.org/wiki/Yaakov_Lorberbaum	https://he.wikipedia.org/wiki/%D7%99%D7%A2%D7%A7%D7%91_%D7%9C%D7%95%D7%A8%D7%91%D7%A8%D7%91%D7%95%D7%99%D7%9D				Tzvi Hirsch ben Yaakov Ashkenazi		Meshulam Igra					M	Relative of Jacob Emden and Joseph Teomim
Yedidiah Tiah Weil	Yedidiah Tiah Weil		ידידיה טיאה ווייל		1721	Prague	1805	Karlsruhe	Achronim	Yedidiah Tiah Weil was one of the leading scholars in the second half of the eighteenth century in Central Europe. He came from a line of rabbinic personalities going back to the 13th century Rabbi Meir of Rothenberg. He received his early instruction from his father Netanel, the famed author of Korban Netan'el. In 1744 he married Gitel, daughter of Jacob Eger, a well-to-do resident of Prague. The expulsion of the Jews from Prague led him to Metz in 1745, where he remained until 1748, continuing his studies under Jonathan Eybeschütz.  In 1770 he succeeded his father as rabbi of Carlsruhe. His will shows him to have been a man of great piety who was particularly knowledgeable in Kabbalah. He authored many works, only one of which he printed: "HaMarbeh L'Sapeir", a commentary on the Passover Haggadah. Wishing to conceal his identity as the author, he published it anonymously and even wrote an approbation to it to give the impression that it was written by someone else. Other works of his have been published in recent years.	ידידיה טיאה ווייל היה רב גרמני במחצית השניה של המאה ה-18. בגיל צעיר למד אצל אביו נתנאל, בעל "קרבן נתנאל". ב-1744 נשא לאישה את גיטל, בתו של יעקב אגר, שהיה תושב עשיר של פראג. גירוש יהודי פראג גרם לו להגיע למץ ב-1745 ושם התגורר עד 1748 והמשיך את לימודיו אצל יונתן אייבשיץ. ב-1770 ירש את מקומו של אביו כרבה של קרלסרוה. צוואתו מעידה עליו שהיה איש צדיק ובקי במיוחד בתורת הקבלה. הוא חיבר הרבה ספרים, אך בחייו נדפס רק פירושו להגדה של פסח הנקרא "המרבה לספר". הפירוש נדפס בעילום שמו, והוא אף כתב הסכמה להספר כדי להסתיר זהותו כמחברו. כמה מחיבוריו האחרים נדפסו בשנים האחרונות. 													M	
Naftali ben Shimon Hertz Ginzburg	Naftali ben Shimon Hertz Ginzburg		נפתלי בן שמעון הריץ						Achronim	Naftali Hertz Ginzburg was a Polish rabbi who came from an illustrious family that produced nine generations of Rabbis. He was widely respected for his Torah knowledge.	נפתלי הרץ גינזבורג היה רב פולני שנולד למשפחה מכובדת שהצמיחה תשעה דורות של רבנים. רבים כיבדוהו על ידענותו בתורה.													M	
Yirachmiel Yisrael Danziger	Yirachmiel Yisrael Danziger	Yismach Yisrael, Yerachmiel Israel Yitzchak Dancyger	ירחמיאל ישראל יצחק דנציגר		1853	Aleksandrów Łódzki,	1910	Aleksandrów Łódzki,	Achronim	Yirachmiel Yisrael Danziger was the second Rebbe of the Alexander Chassidic dynasty in Poland. His work, Yismach Yisrael, focuses on practical piety and is widely studied in other Chassidic circles as well. He emphasized ecstatic prayer in worship. 	ירחמיאל ישראל דנציגר היה הרבי השני בשושלת החסידית "אלכסנדר" בפולין. חיבורו, ישמח ישראל, מתמקד בצדיקות פרקטית ונלמד באופן מקיף גם בחוגים חסידיים אחרים. הוא הדגיש את עניין התפילה הנלהבת כחלק מהפולחן הדתי.	https://en.wikipedia.org/wiki/Aleksander_(Hasidic_dynasty)	https://he.wikipedia.org/wiki/%D7%97%D7%A1%D7%99%D7%93%D7%95%D7%AA_%D7%90%D7%9C%D7%9B%D7%A1%D7%A0%D7%93%D7%A8			Yechiel Dancyger								M	
Avraham Yitzchak HaCohen Kook	Avraham Yitzchak HaCohen Kook	Rav Kook	הרב אברהם יצחק הכהן קוק		1865	Grīva	1935	Jerusalem	Achronim	Avraham Yitzchak Hakohen Kook was one of the major Torah personalities of the early 20th century and influential leader in both Lithuania and the Land of Israel. A master of many facets of Jewish literature, he wrote halachic and aggadic works, as well as philosophical and mystical tracts, responsa and commentaries. His voluminous correspondence covers a wide range of topics. In 1904, he move to the Land of Israel to serve as chief rabbi of Yaffo. He organized a famous tour of leading rabbis of the Old Yishuv to see first-hand the developing communities of the pioneers of the New Yishuv. He also strongly promoted Jewish return to agriculture, giving further halachic support to an earlier ruling allowing Jews to work the land in the Sabbatical year if it was sold for that year to non-Jews. In 1914 he travelled to Europe to attend the world Agudat Yisrael convention and was stranded there upon the outbreak of World War I. He spent the war in Switzerland and England, and had a great impact upon the Jewish communities there. Upon his return to the Land of Israel after the war, in 1917, he was appointed Rabbi of Jerusalem and, in 1921, the first Chief Rabbi of the Land of Israel. He also founded the yeshiva known today as Merkaz Harav to train a new cadre of scholars who would be conversant in prevalent cultural modes and capable of explicating Jewish practice and teaching in a manner which would speak to the young, nationally passionate but religiously disassociated pioneers.	אברהם יצחק הכהן קוק היה אחד מאישי התורה הגדולים של תחילת המאה ה-20 ומנהיג בעל השפעה גם בליטא וגם בארץ ישראל. הרב קוק, ששלט בהיבטים רבים בספרות היהודית, כתב ספרי הלכה ואגדה, כמו גם חוברות פילוסופיות ומיסטיות, שו"תים ופירושים. ההתכתבות הענפה שלו מכסה מגוון רחב של נושאים. בשנת 1904 עבר לארץ ישראל כדי לשמש כרבה הראשי של יפו. ארגן סיור מפורסם של רבנים מובילים של היישוב הישן כדי לראות מקרוב את הקהילות המתפתחות של חלוצי היישוב החדש. קידם אף שיבה יהודית לחקלאות, מתן תמיכה הלכתית נוספת לפסיקה קודמת המאפשרת ליהודים לעבוד את האדמה בשנת השמיטה אם היא נמכרה באותה שנה ללא-יהודים. בשנת 1914 הוא נסע לאירופה כדי להשתתף בוועידת אגודת ישראל בעולם ונתקע שם עם פרוץ מלחמת העולם הראשונה. בזמן המלחמה שהה בשווייץ ובאנגליה, והייתה לו השפעה רבה על הקהילות היהודיות שם. בשובו לארץ ישראל לאחר המלחמה, בשנת 1917, התמנה לרב הראשי של ירושלים ובשנת 1921, היה הרב הראשי הראשון של ארץ ישראל. הוא אף הקים את הישיבה הידועה היום כמרכז הרב שנועדה להכשיר קאדר חדש של מלומדים שיהיו בקיאים במצבים תרבותיים נפוצים ומסוגלים להסביר את ההלכה באופן שידבר אל החלוצים הצעירים, הלאומניים אך הרחוקים מהדת.	https://en.wikipedia.org/wiki/Abraham_Isaac_Kook	https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%A8%D7%94%D7%9D_%D7%99%D7%A6%D7%97%D7%A7_%D7%94%D7%9B%D7%94%D7%9F_%D7%A7%D7%95%D7%A7	http://www.jewishencyclopedia.com/articles/2676-bausk		Shlomo Zalman Ha-Cohen Kook			i Eliyahu David Rabinowitz-Teomim					M	
Moshe Chaim Luzzatto	Moshe Chaim Luzzatto	, Moshe Haim Luzzatto, Ramchal, Ramhal	משה חיים לוצאטו	רמח"ל	1707	Padua	1746	Akko	Achronim	Moshe Chaim Luzzatto (Ramchal) was an Italian rabbi, kabbalist and philosopher who also wrote dramatic works and literary criticism. Gifted with an almost photographic memory, he wrote many works, some which became standards of kabbalah and ethics. He was suspected of Sabbateanism, but was exonerated by his teachers and colleagues with a warning to cease engaging in speculative kabbalistic writing. Toward the end of his life he moved to the Land of Israel.	משה חיים לוצאטו (רמח"ל) היה רב, מקובל ופילוסוף איטלקי שכתב חיבורים דרמטיים וביקורת ספרותית. הרמח"ל ניחן בזיכרון כמעט צילומי, וכתב חיבורים רבים. חלקם נהיו הסטנדרט בקבלה ובמוסר. נחשד בשבתאות אך זוכה על ידי מוריו ועמיתיו תחת האזהרה שיפסיק להיות מעורב בכתיבה קבלית ספקולטיבית. לקראת סוף חייו עבר לארץ ישראל.	https://en.wikipedia.org/wiki/Moshe_Chaim_Luzzatto	https://he.wikipedia.org/wiki/%D7%A8%D7%9E%D7%97%22%D7%9C	http://www.jewishencyclopedia.com/articles/10203-luzzatto-luzzatti										M	
Joseph Karo	Joseph Karo	Joseph ben Ephraim Karo, Maran, Hamehaber	יוסף קארו	יוסף בן אפרים קארו	1488	Toledo, Spain	1575	Safed	Achronim	Yosef Karo, expelled from Spain as a child, was a rabbi, Talmudist, mystic and the pre-emiment halachic codifier. His best-known work, the Shulchan Aruch, was accepted in his lifetime and formally recognized thereafter as the definitive statement of Jewish legal and religious practice. He also wrote basic commentaries on the Mishneh Torah and the Arba'ah Turim (the latter forming the basis from which the Shulchan Aruch was distilled). He was also a mystic who received heavenly revelations. Some of these were set down in writing and formed the impetus to come to the Land of Israel. There, he lived in Tsfat, where he took a central role in the attempt by his teacher, Rabbi Yaakov Berav, to revive traditional rabbinic Semichah.	יוסף קארו, שגורש מספרד בילדותו, היה רב, איש תלמוד, מקובל ופוסק הלכה בולט. חיבורו המפורסם, השולחן ערוך, התקבל בימיו והוכר לאחר מכן רשמית כהצהרה המוחלטת של ההלכה והמשפט העברי. כתב גם פירושים בסיסיים על המשנה תורה ועל הארבעה טורים (שבסוף היווה את הבסיס לשולחן ערוך). היה גם מיסטיקן שקיבל גילויים שמיימיים. חלק מהם תועדו בכתב וגרמו לתנופה בעלייה לארץ ישראל. עבר להתגורר בצפת ובה היווה דמות מרכזית בניסיון של רבו, רבי יעקב בירב, להחיות מחדש הסמכה רבנית מסורתית.	https://en.wikipedia.org/wiki/Joseph_ben_Ephraim_Karo	https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%A1%D7%A3_%D7%A7%D7%90%D7%A8%D7%95	http://www.jewishencyclopedia.com/articles/4065-caro-joseph-b-ephraim				Isaac Saba, Hayyim Albalag,  Zechariah Sechsel 						M	
