Rashi Matches,Data
Rashi on Yoma 38b:4:1,"721 יומא לח: <b>רקביבות</b><br>רידויל""א redoile [redoille] <b>חלודה</b><br><small>ראה לעיל מס' 200. מבין חמשת המקומות הוודאיים, שבהם מופיעה מלה צרפתית זו ברש""י על התלמוד, ארבעה מציגים אותה כתרגום המלה ""חלודה"", ורק כאן של ""רקביבות"". אך רש""י עצמו מסביר כאן ""רקביבות"" ב""חלודה"".$</small>"
Rashi on Yoma 47a:9:3,"722 יומא מז. <b>זרד</b><br>טודי""ל tudel <b>צינור</b><br><small>ר' מילונו של לוי (מס' 393).$</small>"
Rashi on Yoma 47a:10:2,"723 יומא מז. <b>זירזתני</b><br>אישטודילי""ר לבחור בצינור הטוב מכולם <b>estudeler</b><br><small>חסר בדפוסים. המלה נראית המצאה של רש""י בהרכבת הקדומת es- (""מתוך"") והדם tudel (ראה לעיל מס' 722).$</small>"
Rashi on Yoma 49a:7:1,"724 יומא מט. <b>שחליים</b><br>קרישו""ן creson [cresson] <b>שחליים</b><br><small>$</small>"
Rashi on Yoma 58a:10:1,"725 יומא נח. <b>זולף</b><br>אגוטי""ר agoter <b>לנקז (לרוקן עד הטיפה האחרונה)</b><br><small>ר' לעיל מס' 460, וגם בלונדהיים ב' (ע' 60-59).$</small>"
Rashi on Yoma 68b:7:2,"726 יומא סח: <b>דירכאות</b><br>ריידרגרדי""ש riedregardes [riedre gardes] <b>מאספים</b><br><small>המאסף של הצבא נקרא בצרפתית של היום arriere-garde, וזה מתאים לללעז שלפנינו. ואולם זה שונה במקצת ממה שרש""י מפרש כאן: ""בני אדם עומדים מירושלים לצוק [שממנו מפילים את השעיר המשתלח] בכדי שיראה זה סימנו של זה…"". אולי אין רש""י מתכוון למשמעות ""שומרים את האחור"", כלומר ""מאספים"", אלא ""מסתכלים (garder במשמעות של regarder) לאחור"", כלומר ""שליחים מתחלפים"" (כמו ב""מירוץ שליחים"").$</small>"
Rashi on Yoma 69a:7:2,"727 יומא סט. <b>נמטא</b><br>פילטר""א feltre <b>(מצע)-לֶבֶד</b><br><small>$</small>"
Rashi on Yoma 75a:11:2,"728 יומא עה. <b>גידא</b><br>אליינדר""א akiendre [aillendre] <b>כוסבר</b><br><small>ראה לעיל מס' 376.$</small>"
Rashi on Yoma 75b:4:2,"729 יומא עה: <b>משטיחין</b><br>ליטיירי""ש litieres <b>שכבות-מרבץ</b><br><small>$</small>"
Rashi on Yoma 75b:9:2,"730 יומא עה: <b>קופסא</b><br>אישקרי""ן escrin <b>קופסה (בעיקר לתכשיטים)</b><br><small>$</small>"
Rashi on Yoma 77a:5:3,"731 יומא עז. <b>פרוותא</b><br>פור""ט port <b>נמל</b><br><small>כאן, ולהלן מס' 938, המלה הארמית דומה ללעז.$</small>"
Rashi on Yoma 78a:8:2,"732 יומא עח. <b>משחל שחיל</b><br>טרישטריש""ט trestrest <b>מחלחל</b><br><small>ראה לעיל מס' 608.$</small>"
Rashi on Yoma.78b.1.1,"733 יומא עח: <b>שעם</b><br>פויי""ל paweil [paveil] <b>סוג של גומא (חזרן?)</b><br><small>בעברית של ימינו קבעו למלה ""שעם"" משמעות אחרת (אנגלית cork, צרפתית liege), לוי במילונו (מס' 630) גורס pavoil וגוזר את המלה מלשון papyrus (עשבים ממצרים שמהם עשו נייר).$</small>"
Rashi on Yoma 78b:2:1,"734 יומא עח: <b>קב</b><br>אישקצ""א eschace <b>קב</b><br><small>ראה לעיל מס' 265.$</small>"
Rashi on Yoma 81a:2:1,"735 יומא פא. <b>שזפין</b><br>פרוני""ש prunes <b>שזיפים</b><br><small>$</small>"
Rashi on Yoma 81b:8:1,"736 יומא פא: <b>הימלתא</b><br>ליטוארי""א letuarie [letuarie] <b>דייסה לתרופה, העשויה מעשבים ממותקים</b><br><small>ראה לעיל מס' 31.$</small>"
Rashi on Yoma 83a:3:1,"737 יומא פג. <b>תונבא</b><br>אישטורדישו""ן עילפון, הלם, מבוכה <b>estordison</b><br><small>ראה לעיל מס' 549.$</small>"
Rashi on Yoma 84a:3:1,"738 יומא פד. <b>(ד)אפא</b><br>פוטיי""ש puteis <b>בואש</b><br><small>רש""י אומר: ""הוא הצבוע ובלעז פוטיי""ש"". וראה לעיל מס' 593.$</small>"
Rashi on Yoma 84a:6:1,"739 יומא פד. <b>גדפא</b><br>פיניי""ל peneil [penail] <b>נוצה גדולה</b><br><small>ובפרט: עצם בכתף האווז הנושאת נוצה גדולה.$</small>"
Rashi on Yoma 84a:6:4,"740 יומא פד. <b>מרא</b><br>פושוי""ר fosoir [fossoir] <b>מכוש</b><br><small>ראה לעיל מס' 70.$</small>"
Rashi on Yoma 84a:9:1,"741 יומא פד. <b>ירקון</b><br>ילונציא""ה jaloncie <b>צהבת</b><br><small>חסר בדפוסים (ראה לעיל מס' 18).$</small>"
Rashi on Yoma 84a:10:2,"742 יומא פד. <b>סרונכי</b><br>אישטרנגילו""ן estrangilon [estranguillon] <b>דלקת השקדים</b><br><small>ר' מילונו של לוי (מס' 433).$</small>"
Rashi on Yoma 84a:10:2,"743 יומא פד. <b>סרונכי</b><br>בו""ן מלנ""ט bon malant <b>פצע חמור</b><br><small>ראה לעיל מס' 5.$</small>"
Rashi on Yoma 84b:7:1,"744 יומא פד: <b>פקוח</b><br>דישקומברימינ""ט חילוץ <b>descombrement</b><br><small>ראה לעיל מס' 490.$</small>"
Rashi on Yoma 86a:15:1,"745 יומא פו. <b>שובבים</b><br>אינויישיי""ץ enweisiez [enveisiez] <b>הוללים</b><br><small>נמצא רק בכתב-יד אחד, ולא בדפוסים. ברש""י שב""עין יעקב"" מופיע מעין לעז אחר: אברי""ץ (אולי במקום אביר""ץ avrez, סוטים).$</small>"
Rashi on Sukkah 3b:6:2,"746 סוכה ג: <b>אכסדרא</b><br>פורק""א porche <b>פרוזדור (מבנה הבולט החוצה, ובו פתח הבית)</b><br><small>$</small>"
Rashi on Sukkah 3b:6:3,"747 סוכה ג: <b>מרפסת</b><br>אלידוי""ר aledoir <b>מעבר, טיילת, מרפסת</b><br><small>$</small>"
Rashi on Sukkah.3b.6.3,"748 סוכה ג: <b>סולם</b><br>דיגרי""ד degred <b>מדרגות</b><br><small>התרגום המדויק הוא ""מדרגה"", אבל כפי הנראה במשמעות ""מדרגות, סולם"" גם ביחיד. בדפוסים קוראים את המלה האיטלקית אשקל""א escala. בשני כתבי-יד אין כאן לעז בכלל, ובשלישי ""גרד יר"", שבוודאי הוא שיבוש של ""דיגריד"" (ר' לעיל מס' 555).$</small>"
Rashi on Sukkah 4b:1:1,"749 סוכה ד: <b>לבוד</b><br>אפושטי""ץ apostez <b>מסונף</b><br><small>חסר בכתבי-היד, ר' לעיל מס' 511, אותה מלה מתורגמת אפוש""ט apost, צורה עתיקה של בינוני פעול מקבילה לצורה המחודשת (z)aposted, את הלעז שלנו אפשר גם לקרוא apostiz, במשמעות של ""סניף, עצם מסונף"" (ר' בלונדהיים ב', ע' 101).$</small>"
Rashi on Sukkah 8b:3:1,"750 סוכה ח: <b>בית שער</b><br>פורק""א porche <b>פרוזדור (מבנה הבולט החוצה, ובו פתח הבית)</b><br><small>ראה לעיל מס' 746.$</small>"
Rashi on Sukkah 9a:9:3,"751 סוכה ט. <b>גרדין</b><br>פירניי""ש fernjes <b>ציציות</b><br><small>כאן מדובר בציציות הטבעיות של הבד, שאסור לעשות מהן ציציות של מצווה (ר' לעיל מס' 446).$</small>"
Rashi on Sukkah 9a:9:7,"752 סוכה ט. <b>סיסין</b><br>לומישיל""ש lumesels <b>פקעות (של חוט)</b><br><small>$</small>"
Rashi on Sukkah 9b:5:1,"753 סוכה ט: <b>קני הגג</b><br>לטי""ש lates <b>נסרים</b><br><small>ראה לעיל מס' 705. לא נמצא בכתבי-היד, אלא רק ב""שיבולי הלקט"" ובדפוסים.$</small>"
Rashi on Sukkah 9b:6:1,"754 סוכה ט: <b>דלית</b><br>טרייל""א  treile[treille] <b>גפן-דליות</b><br><small>ראה לעיל מס' 653.$</small>"
Rashi on Sukkah 9b:6:2,"755 סוכה ט: <b>קיסוס</b><br>יידר""א iedre <b>קיסוס (צמח מטפס)</b><br><small>$</small>"
Rashi on Sukkah 10a:15:1,"756 סוכה י. <b>קרמין מצויירי</b><br>אוברי""ץ ovrez <b>מעשה אורג בעבודות מחט</b><br><small>בכל המקומות האחרים, שרש""י מביא בהם את הלעז, הוא מפרש בו את המלה ""קרמין בלבד"" (ר' לעיל מס' 141 ומס' 173 ועוד).$</small>"
Rashi on Sukkah 10a:15:2,"757 סוכה י. <b>סדינין מצויירים</b><br>גונילישקי""ש רקמות של כותונת עליונה <b>gonelesches</b><br><small>המלה אינה מצויה במילונים של צרפתית עתיקה, אך מסתבר, שמוצאה תואר נגזר מ – gonele, כותונת ארוכה הנלבשת מעל לשריון. כפי הנראה היו נוהגים ליפות את הגד הנ""ל בתמונות ארוגות או רקומות בו, כפי שמעיד gonnelle בצרפתית של היום, שהוא דג בכל כתמים. בלונדהיים רשם את פענוחו בסימן שאלה. ובאמת הוא רחוק מגרסת כתבי-היד. יותר קרוב היה למשל גלישקי""ש, galesches ""לפי אופנת גליה, צרפתיות"", אבל כפי הנראה, לא מצא שימוש כגון זה למלה galesche.$</small>"
Rashi on Sukkah 11a:9:1,"758 סוכה יא. <b>הדלה</b><br>טרייליי""ר treilier [treillier] <b>להעלות (גפן) בצורת דליות</b><br><small>ר' למשל מס' 754.$</small>"
Rashi on Sukkah 11a:9:2,"759 סוכה יא. <b>קיסוס</b><br>יידר""א iedre <b>קיסוס (צמח מטפס)</b><br><small>$</small>"
Rashi on Sukkah 12a:8:1,"760 סוכה יב. <b>זרדין</b><br>טודילי""ש tudeles <b>צינורות, גבעולים</b><br><small>צורת נקבה של המלה tudel (ר' לעיל מס' 722).כנראה קבע בלונדהיים את הצורה החריגה  הזאת בהסתמך  על מציאות הסיומת -י""ש (-es) בכמה מהמקורות.$</small>"
Rashi on Sukkah 12b:2:1,"761 סוכה יב: <b>חצים</b><br>פליקי""ש fleches <b>עצי-חיצים</b><br><small>בדרך כלל משמעות המלה היא סתם ""חיצים"", אבל רש""י מדייק: ""בית-יד של חיצים"", וברור, שרק בעצים בא בחשבון לסכך את הסוכה, אלא אם כן כוונת רש""י להסביר בלועזית לא ""בית-יד של חיצים"", כי אם המלה האחרונה (""חיצים"") לבדה.$</small>"
Rashi on Sukkah 12b:5:2,"762 סוכה יב: <b>מסרק</b><br>צירי""ש ceres [cerens] <b>מסרק לפשתן</b><br><small>בלונדהיים (ב', ע' 142-141) מתקן את גרסתו הראשונה cerens, שהושפעה מהצורה הצרפתית של ימינו seran, ר' מילונו של לוי (מס' 732).$</small>"
Rashi on Sukkah 12b:5:2,"763 סוכה יב: <b>אונץ</b><br>רישטי""ש ristes <b>אגודות פשתן</b><br><small>ר' לעיל מס' 116. לא ברור, למה לא רשם בלונדהיים ביחיד רישט""א riste, כלומר ""אגודת פשתן"". אולי היה בדעתו, שיש לתקן ל""אונין"" כמו בשבת י""ז: לוי (במילונו, מס' 786), גורס ארישט""א areste, פסולת של פשתן (ר' לעיל מס' 164), לפי גרסה המצויה באחד המקורות החיצוניים (כתב-יד של פירוש על סוכה המיוחס לר' אליקים).$</small>"
Rashi on Sukkah 12b:7:1,"764 סוכה יב: <b>שושי</b><br>פלי""א falje <b>שָׁרָך</b><br><small>נמצא רק בדפוסים, וכפי הנראה אינו מאת רש""י.$</small>"
Rashi on Sukkah 12b:7:2,"765 סוכה יב: <b>שווצרי</b><br>ארנייז""א arneize [arneise] <b>לענה</b><br><small>נמצא רק בדפוסים, וכפי הנראה אינו מאת רש""י (ר' בלונדהיים ב', ע' 113-112, המציע בעצמו את הכתיב שלנו).$</small>"
Rashi on Sukkah 12b:7:2,"766 סוכה יב: <b>שווצרי</b><br>אירב""א פוליקייר""א פרעושית (מין צמח) <b>erbe polikeire [erbe policaire]</b><br><small>$</small>"
Rashi on Sukkah 13a:5:1,"767 סוכה יג <b>דוקרנים (=דקר)</b><br>פיל""א pele <b>את-חפירה</b><br><small>$</small>"
Rashi on Sukkah.13b.3.2,"768 סוכה יג: <b>דה""מ דאורבני</b><br>יונקיירי""ש מצודות דגים עשויות קני-סוף <b>jonchieres</b><br><small>המלה חסרה בשלושת כתבי-היד. היא נמצאת ברש""י שברי""ף בצורת גונקיאייר""ש ובדפוסי התלמוד בצורת יונק""ש (כלומר קני-סוף). אולם העדות עליה חזקה יותר בשני מקומות אחרים (ר' להלן מס' 1283, ובשימוש אחר: ""גבינה, שהוכנה בעזרת קני-סוף"". מס' 1561). המשמעות השכיחה של המלה היא ""שדה של קני-סוף"".$</small>"
Rashi on Sukkah 13b:5:1,"769 סוכה יג: <b>דקות</b><br>טינבי""ש tenves <b>דקות,רזות</b><br><small>בצרפתית של היום:tenues.$</small>"
Rashi on Sukkah 14a:3:3,"770 סוכה יד. <b>בוססות</b><br>מציידי""ש maciedes <b>נדושות (שדשו עליהן), כתותות</b><br><small>במילונים מוצאים רק את הצורה macies (macides=), שאף היא חריגה לעומת הצורה השכיחה marcies.$</small>"
Rashi on Sukkah 14a:5:3,"771 סוכה יד. <b>עתר</b><br>פורק""א forche <b>קלשון</b><br><small>$</small>"
Rashi on Sukkah 15a:13:2,"772 סוכה טו. <b>ארוכות</b><br>אישפונדי""ש espondes <b>לבזבזים, קרשים (שבשפת המיטה) לאורך</b><br><small>$</small>"
Rashi on Sukkah 16a:4:1,"773 סוכה טז. <b>שיפא</b><br>לישק""א lesche <b>כריך (צמח)</b><br><small>בלטינית: carex, בצרפתית של היום: laiche, ר' להלן מס' 774 וכן מס' 777. מהניגוד, שפירוש רש""י קובע שם בין ""שיפא"" paweil ובין ""חילת"" lesche, מסתבר, שיש בלבול, כפי הנראה חֶסֶר, בפירוש כאן.$</small>"
Rashi on Sukkah 16a:4:1,"774 סוכה טז. <b>שיפא</b><br>פויי""ל paweil [paveil] <b>סוג של גומא (חזרן?)</b><br><small>נראה, שיש סתירה בין הגרסאות המובאות אצל בלונדהיים, כאן ולעיל מס' 773, אלא אם כן מניחים, שבכתב-יד s כתוב גם לישק""א גם פו""י ובשאר המקומות כל-אחד כפי שרשום. ור' לעיל מס' 733.$</small>"
Rashi on Sukkah 16a:4:2,"775 סוכה טז. <b>גמי</b><br>יונ""ק  jonc <b>סוּף</b><br><small>$</small>"
Rashi on Sukkah 17a:3:1,"776 סוכה יז. <b>דה""מ וכן חצר</b><br>קלוישטר""א   <b>cloistreחצר סגורה באכסדרה מרובעת</b><br><small> יש לתקן כמובן ולהשמיט את המלים ""בלשון אשכנז"" שבפירוש רש""י. ר' להלן מס' 1983.$</small>"
Rashi on Sukkah 20a:6:1,777 סוכה כ. <b>שיפה</b><br>פוייל paweil [paveil] <b>סוג של גומא (חזרן?)</b><br><small>ראה לעיל מס' 733.$</small>
Rashi on Sukkah 20a:6:2,"778 סוכה כ. <b>גמי</b><br>יונ""ק jonc <b>סוּף</b><br><small>$</small>"
Rashi on Sukkah 20a:6:2,"779 סוכה כ. <b>חילת</b><br>לישק""א lesche <b>כריך (צמח)</b><br><small>ראה לעיל מס' 773.$</small>"
Rashi on Sukkah 20a:10:1,"780 סוכה כ. <b>מזבלי</b><br>בולזול""א bolzole <b>שק של רועים (המשמש להם גם לשכיבה)</b><br><small>חסר במילונים לצרפתית עתיקה. כפי הנראה נגזר מ – bolge, ""שק, תרמיל"".$</small>"
Rashi on Sukkah 20b:4:1,"781 סוכה כ: <b>שעם</b><br>פויי""ל paweil [paveil] <b>סוג של גומא (חזרן?)</b><br><small>לא נמצא בכתבי-היד, אלא רק בדפוסים. ראה לעיל מס' 733.$</small>"
Rashi on Sukkah 20b:5:9,"782 סוכה כ: <b>נפוותא</b><br>בוריטי""ל buretel <b>כברה</b><br><small>לא מצאתי את המלה במילונים.$</small>"
Rashi on Sukkah 21a:7:1,"783 סוכה כא. <b>גסה</b><br>פריבי""ד prived <b>חופשי (מרגיש את עצמו בטוח)</b><br><small>ראה לעיל מס' 544.$</small>"
Rashi on Sukkah 22a:5:1,"784 סוכה כב. <b>קורות הבית</b><br>שוליבי""ש solives <b>קרשים (שבין קורה לקורה, ומהם עשויה התקרה)</b><br><small>$</small>"
Rashi on Sukkah.22a.5.1,"785 סוכה כב. <b>קורות העליה</b><br>טרי""ב trev <b>קורות (הגג)</b><br><small>צורת הלעז מצביעה לכאורה על יחיד ולא על רבים. אולם אפשר לפרש גם כך (למשל, שזה מונח כולל). ר' מילונו של לוי (מס' 781).$</small>"
Rashi on Sukkah 23a:10:4,"786 סוכה כג. <b>דפנא</b><br>לוריי""ר lorier <b>דפנה</b><br><small>ר' בלונדהיים ב' (ע' 164).$</small>"
Rashi on Sukkah 23a:10:4,"787 סוכה כג. <b>דה""מ דפנא</b><br>ביי""ש beis [baies] <b>גרגירים (ובפרט פירות הדפנה)</b><br><small>ראה לעיל מס' 659.$</small>"
Rashi on Sukkah 23b:1:1,"788 סוכה כג: <b>כווצא</b><br>ריטריי""ט retreit [retrait] <b>מתכווץ (או מכֻווץ)</b><br><small>$</small>"
Rashi on Sukkah 25a:3:3,"789 סוכה כה. <b>נקע</b><br>וליד""א walede [valede] <b>בקעה, ואדי</b><br><small>חסר בכתבי-היד. בדפוסים (מסונצינו ואילך):ווליא""ה (walee), צורה מאוחרת יותר של המלה הצרפתית.$</small>"
Rashi on Sukkah 26a:8:2,"790 סוכה כו. <b>בקי</b><br>צינצילי""ש cinceles <b>יתושים</b><br><small>$</small>"
Rashi on Sukkah 26a:10:1,"791 סוכה כו. <b>דה""מ תרתי או תלת</b><br>מורשיל""ש morsels <b>חתיכות (מידת האוכל הנבלע בבת-אחת)</b><br><small>הנוסח, שהיה לפני רש""י, היה לפי ""דקדוקי סופרים"":""תרתי או תלת ביצעי [צ""ל: בציעי]"", ול""בציעי"" מתאים הלעז מורשיל""ש.$</small>"
Rashi on Sukkah 26b:3:5,"792 סוכה כו: <b>נשמי</b><br>אלייני""ש aleines <b>נשימות</b><br><small>ר' בלונדהיים ב' (ע' 75).$</small>"
Rashi on Sukkah 27a:11:4,"793 סוכה כז. <b>תרגימא</b><br>פרגו""ט –  [-] <b>מטעמים</b><br><small>לא פיענחו בלונדהיים. נמצא רק בכתב-יד אחד, ובדפוסים בנוסח: פרונגו""ש, מותר לשער מלה כמו פרוג""ט frugt (פירות, ומכאן קינוח-סעודה, השווה באיטלקית frutta) או כמו פורג""ט purgat (מלשון purgier, לטהר, ומכאן קינוח-סעודה).$</small>"
Rashi on Sukkah 27a:12:1,"794 סוכה כז. <b>אפוטרופוס</b><br>שינישק""ל senechal <b>ממונה על משק הבית</b><br><small>המשמעות המקורית היא ""עבד (skalk) זקן-הבית (senes)"", ונעשה בימי-הביניים לתואר של קצין בכיר במינהל המלכותי.$</small>"
Rashi on Sukkah 29a:2:7,"795 סוכה כט. <b>שרגא</b><br>קרושי""ל crosel <b>מנורה</b><br><small>נמצא רק בדפוסים ובכתב-יד אחד בנוסח ""קרושול"". ר' לעיל croisol (מס' 135, מס' 150 ועוד) וכן croisel (מס' 594).$</small>"
Rashi on Sukkah 29a:8:2,"796 סוכה כט. <b>פנס</b><br>לנטירנ""א lanterne <b>מנורה (נר שבתוך קופסת זכוכית)</b><br><small>ראה לעיל מס' 20 ומס' 65. להבדיל מ""נר"" שהוא מיכל פשוט לשמן, כאן מדובר בקופסה, שבה הנר מונח ומטולטל.$</small>"
Rashi on Sukkah 29b:4:7,"797 סוכה כט: <b>חופיא</b><br>אישקוב""א escove <b>מטאטא</b><br><small>מלשונו של רש""י (וכן להלן מס' 802) ברור, שהוא מתכוון למטאטא עשוי עלים ארוכים המאוגדים למעלה, ואין זה דומה לרב המטאטאים של היום. בדבר צורת המלה ר' לעיל מס' 430.$</small>"
Rashi on Sukkah 30a:8:1,"798 סוכה ל. <b>אוונכרי</b><br>מירצייר""ש merciers <b>סדקיים, רוכלים</b><br><small>$</small>"
Rashi on Sukkah 31a:17:1,"799 סוכה לא. <b>פריש</b><br>קודוינ""ץ cosoinz <b>חבוש (פרי)</b><br><small>$</small>"
Rashi on Sukkah 31a:17:2,"800 סוכה לא. <b>כמושים</b><br>פלצידי""ש flacedes <b>נובלים</b><br><small>$</small>"
Rashi on Sukkah 32a:1:6,"801 סוכה לב. <b>הימנק</b><br>פוינטו""ר  pointor <b>מַסרֵט</b><br><small>מכשיר בעל שני חודים, שבו מסרטטים שורה כפולה על הקלף.$</small>"
Rashi on Sukkah 32a:5:1,"802 סוכה לב. <b>חופיא</b><br>אישקוב""א escove <b>מטאטא</b><br><small>ראה לעיל מס' 797.$</small>"
Rashi on Sukkah 32a:10:1,"803 סוכה לב. <b>אופתא</b><br>אישטיל""א estele <b>גזיר-עץ (מעצם הגזע) </b><br><small>כפי הנראה אפשר גם לקרוא astele. ר' מילונו של לוי (מס' 123).$</small>"
Rashi on Sukkah 32a:12:1,"804 סוכה לב. <b>כף</b><br>טרוק""א troche <b>ענף, אגודה</b><br><small>ר' מילונו שללוי (מס' 446).$</small>"
Rashi on Sukkah 32b:15:1,"805 סוכה לב: <b>דולבא</b><br>קשטיניי""ר chastenier <b>עץ-ערמונים</b><br><small>ר' בלונדהיים ב' )ע' 151-150).$</small>"
Rashi on Sukkah 33b:1:1,"806 סוכה לג: <b>מנומר</b><br>טיי""ץ tajez <b>בעל כתמים</b><br><small>הצורה הדקדוקית, השווה לרבים בצרפתית של היום, יכולה לייצג גם יחיד ביחסת הנושא.$</small>"
Rashi on Sukkah 33b:15:4,"807 סוכה לג: <b>כמושה</b><br>פלציד""א flacede <b>נובלת</b><br><small>$</small>"
Rashi on Sukkah 34a:6:3,"808 סוכה לד. <b>מסר</b><br>שיר""א sere [serre] <b>משור</b><br><small>בדפוסים כאן ובכמה כתבי-יד במקומות האחרים, שאותו לעז מופיע בהם, קוראים, מלבד הצורה שיר""א, הנגזרת מהלה הלטינית serra, את הצורה שיג""א  sige (בצרפתית של ימינו scie), מלה חדשה הנגזרת מהפועל הלטינית secare (לחתוך). כפי הנראה הייתה התחרות בין שתי המלים, והראשונה נעלמה, אולי בגלל דימוי-הצליל עם serre, ציפורן (של עוף טורף).$</small>"
Rashi on Sukkah 34a:12:2,"809 סוכה לד. <b>הובלילא</b><br>צינפיי""ל cenpeil <b>המסס (החלק השלישי בקיבת מעלי-הגירה)</b><br><small>ראה לעיל מס' 160.$</small>"
Rashi on Sukkah 34a:13:1,"810 סוכה לד. <b>כרס</b><br>פנצ""א pance <b>בטן (כאן בהוראה מיוחדת של החלק הראשון בקיבת מעלי-הגירה)</b><br><small>$</small>"
Rashi on Sukkah 34b:9:6,"811 סוכה לד: <b>כרתי</b><br>פוריל""ש porels <b>כרשים (ירק מאכל)</b><br><small>$</small>"
Rashi on Sukkah 35b:14:1,"812 סוכה לה: <b>בוכנא</b><br>פילו""ן pilon <b>עלי</b><br><small>כינוי לחלק של העוקץ הנכנס לתוך הפרי. הלעז חשוד, כי הוא נמצא רק במובאה שבמחזור ויטרי ובסידור רש""י.$</small>"
Rashi on Sukkah 36a:5:4,"813 סוכה לו. <b>כדור</b><br>פילוט""א pelote <b>כדור</b><br><small>ראה לעיל מס' 302.$</small>"
Rashi on Sukkah 36a:5:7,"814 סוכה לו. <b>דפוס</b><br>פורמ""א forme <b>צורה, תבנית</b><br><small>רש""י מסביר היטב כאן את משמעות המלה, המשותפת לשלוש הופעותיה בפירושו, כאן – תבנית, שבה גדל האתרוג וקיבל את צורתו; לעיל מס' 469 – אימום לנעליים; ולהן מס' 2029, דפוסים לאפות בהם את לחם הפנים.$</small>"
Rashi on Sukkah 36a:6:3,"815 סוכה לו. <b>תפח</b><br>אינפלי""ר enfler <b>להתנפח</b><br><small>$</small>"
Rashi on Sukkah 36a:7:2,"816 סוכה לו. <b>נדמה</b><br>קונטריפיי""ט בעל גוף משונה, בעל תכונות חריגות <b>contrefeit [contrefait]</b><br><small>המלה הצרפתית, כמו המלה העברית, משמעותה המקורית ""מחוקה"", ומכאן ""חיקוי לא מוצלח"", כלומר ""שונה מבני מינו"". ויש לתמוה על רש""י, אם פירוש ""אתרוג כושי"" הוא הגדל בארץ כוש, כדבריו בדה""מ ""הא לן והא להו"", מאין לו, שהוא דווקא שחור, כדבריו בדה""מ ""דומה לכושי""? מכל מקום רש""י קובע כך במפורש בפירושו על המשנה (דף לד:) דה""מ ""הכושי"".$</small>"
Rashi on Sukkah.36b.6.3,"817 סוכה לו. <b>מקורזלות</b><br>ביקודי""ש becudes <b>חדות, בעלות שפה חדה</b><br><small>$</small>"
Rashi on Sukkah 36b:8:2,"818 סוכה לו: <b>משיחה</b><br>לינוי""ל linoil [linoel] <b>חוט (של פשתן)</b><br><small>$</small>"
Rashi on Sukkah 36b:9:1,"819 סוכה לו: <b>סיב</b><br>איליר""ה ellera <b>קיסוס (באיטלקית)</b><br><small>איננו בכתבי-היד, ולא כתבו רש""י, המפרש במקומות אחרים (לעיל מס' 755 ומס' 759): ""קיסוס"" יידר""א iedre, והיא אותה מלה בצרפתית של ימי-הביניים, ר' בלונדהיים פ' (ע' LXXXI-LXXX).</small>"
Rashi on Sukkah 37a:8:3,"820 סוכה לז. <b>כוש</b><br>פושי""ל fusel <b>פלך (לטוויה)</b><br><small>$</small>"
Rashi on Sukkah 37b:9:2,"821 סוכה לז: <b>הונף</b><br>וינטילי""ר wenteler [venteler] <b>להניף (בכיוון הרוח)</b><br><small>$</small>"
Rashi on Sukkah 39b:3:1,"822 סוכה לט: <b>פיגם (או: פיגס)</b><br>רוד""א rude <b>פיגם (צמח)</b><br><small>$</small>"
Rashi on Sukkah 39b:3:2,"823 סוכה לט: <b>ירבוזין</b><br>הנפיר""ש hanfers <b>חמציץ (צמח, בגרמנית)</b><br><small>בגרמנית של היום [sauer] ampfer, ר' בערך הבא.$</small>"
Rashi on Sukkah 39b:3:2,"824 סוכה לט: <b>ירבוזין</b><br>אוישילי""ש oiseles <b>חמציץ (צמח)</b><br><small>השם הלטיני: oxalis (וממנו נגזר השם הצרפתי). ויש מזהים את oisele (בצרפתית של היום oseille) עם החומעה (בלטינית rumex).$</small>"
Rashi on Sukkah 39b:3:3,"825 סוכה לט: <b>שיטין</b><br>אישפריי""ש [esparges] esparjes <b>אספרגוסים</b><br><small>$</small>"
Rashi on Sukkah 39b:3:4,"826 סוכה לט: <b>חלגלוגות</b><br>פולפיי""ר pilpier <b>רגלה, חלגלוגה (עשב בר)</b><br><small>$</small>"
Rashi on Sukkah 39b:3:5,"827 סוכה לט: <b>כוסבר של הרים</b><br>אליינדר""א aliendre [alliendre] <b>כוסבר</b><br><small>רה לעיל מס' 376.$</small>"
Rashi on Sukkah 39b:3:6,"828 סוכה לט: <b>כרפס של נהרות</b><br>קרישו""ן creson [cresson] <b>שחליים</b><br><small></small>"
Rashi on Sukkah 39b:3:6,"829 סוכה לט: <b>כרפס של נהרות</b><br>אפי""א apie [apie] <b>כרפס</b><br><small>היה מסתבר לקרוא apje, אבל בלונדהיים קובע (ב', ע' 100), שהקריאה הנכונה היא apie. מכל מקום ברור, שההטעמה על ההברה הראשונה.$</small>"
Rashi on Sukkah 39b:3:7,"830 סוכה לט: <b>גרגיר</b><br>אורוג""א oruge [orugue] <b>אורה (צמח)</b><br><small>ראה לעיל מס' 377.$</small>"
