Index Title,Bader-Jewishspritualheroes-Vol3.
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.1","A<small>FTER</small> R<small>AV</small> J<small>UDAH BAR</small> E<small>ZEKIEL</small> died, the inhabitants of Pumbeditha decided unanimously that the head of their academy should be Rabah bar Nachmani. But he was very poor and in addition a very modest man and did not wish to accept. Since the ""Heads of the Academy"" in Sura were mostly wealthy men, Rabah thought that Pumbeditha should have the same distinction. So 400 scholars, apparently at the suggestion of Rabah himself went to Rav Huna bar Chiya <sup>*)</sup><i class=""footnote"">*) Not to be confused with Rav Huna the head of the academy in Sura or Rav Huna Raba the contemporary of Rabbi Judah Hanasi.</i>. and crowned him head of the academy in Pumbeditha."
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.2","However, it became known immediately that Rav Huna bar Chiya made his fortune as a tax-collector over the Babylonian Jews for the Persian king. This occupation was considered highly dishonorable at the time and it was a widely accepted opinion that a Jewish tax-collector who served a pagan king lost his share in Heaven. The scholars therefore sent a special delegation to Rav Huna bar Chiya saying: ""Choose one of the two posts, either be head of the academy or tax-collector, for you cannot hold both these posts simultaneously."" Rav Huna bar Chiya immediately resigned his post as tax-collector. But many scholars did not content themselves with the fact that Rav Huna bar Chiya had given up his position as tax-collector, for they felt that once a man had held that position he no longer deserved the respect of the Jews. <sup>1)</sup><i class=""footnote""><span dir=""rtl"">1) בכורות ל""א א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.3","And in fact the prestige and the honor of the academy in Pumbeditha suffered at that time and when Rav Huna died they had to pick a man for his position who could restore the good name of the Pumbeditha academy by his great learning and his personal virtues. There were only two suitable candidates for this post, Rabah bar Nachmani and Rav Joseph bar Chiya."
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.4","Both were famous scholars, the greatest in their time. During the period when Rav Huna bar Chiya was head of the academy in Pumbeditha, Rabah bar Nachmani continued to grow in importance and he was called the ""uprooter of mountains,"" meaning that he could pull up mountains and grind them to powder by the sheer force of his argumentation. Since they believed that Rabah bar Nachmani would not accept the position, they had to have a second candidate. This was Rav Joseph bar Chiya who was called ""Sinai"", because all the laws of the Torah were so systematically arranged in his head that it seemed as though he had really heard them directly from the mouth of God on Mount Sinai. The Babylonian scholars did not know what to do. They sent to Palestine for advice. The Palestinians replied that since ""Sinai"" is more important than an ""uprooter of hills"", they should choose the ""Sinai"". But Rav Joseph bar Chiya did not wish to accept the position because an astrologer once told him that if he became the head of an academy he would not live to officiate any longer than two years. <sup>2)</sup><i class=""footnote""><span dir=""rtl"">2) ברכות ס""ד א׳, הוריות י""ד א׳.</span></i> Immediately on receiving this news the scholars forced Rabah bar Nachmani to accept the position. He had immediate success in raising the prestige of the academy in Pumbeditha, where twelve thousand people and sometimes more would gather in the school-months of Adar and Elul."
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.5","The dates of Rabah bar Nachmani's birth and death are obscure. The accepted opinion is that he lived no more than forty years. <sup>3)</sup><i class=""footnote""><span dir=""rtl"">3) מועד קטן כ""ח א׳.</span></i> In another place it is said that Rabah's brothers told him to study with Rabbi Jochanan in Palestine <sup>4)</sup><i class=""footnote""><span dir=""rtl"">4) כתובות קי""א א׳.</span></i> and later it is said that he was head of the academy in Pumbeditha for twenty-two years <sup>5)</sup><i class=""footnote""><span dir=""rtl"">5) ברכות ס""ד א׳.</span></i> and according to the ""Chronicle of Rav Shrira Gaon"" he died in the year 330 C. E. so that we must conclude that he lived much more than 40 years. Otherwise our Rabah would have had to be less than ten years old when he was a student of Rabbi Jochanan."
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.6","According to the Talmud, Rabah bar Nachmani came from a town called Mimla (Mimalis) in Babylonia, the majority of whose inhabitants were priests and, as they then believed, all of them were descendents of the family of the High Priest Eli, upon whom there rested a curse that all the males of his family would die early. Thus every traveller who visited Mimla would wonder at the absence of elderly people. <sup>6)</sup><i class=""footnote""><span dir=""rtl"">6) בראשית רבה פּרשה נ""ט פּיסקא א׳.</span></i> It is related also that Rabah bar Nachmani had three brothers whose names were Chailil, Rav Chanina and Rav Oshaya, all three of whom were extremely poor. Rav Chanina and Rav Oshaya went to Palestine where they made a living making shoes. And since they avoided sin very carefully they were known as ""the holy Rabbis of the land of Israel."" Their virtue expressed itself in the fact that although they sat in the market of the prostitutes and sewed their shoes and the prostitutes cast lecherous eyes upon them, they did not pay heed to these glances. <sup>7)</sup><i class=""footnote""><span dir=""rtl"">7) פּסחים ק""י ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.7","From early youth Rabah bar Nachmani excelled in acumen. Like many other Babylonian scholars he went to Palestine as a young man to study, and when he returned to Babylon to study with Rav Nachman bar Jacob and with Rav Huna and Rav Chisda, his brothers would continually pound it into his head to go back to Palestine and study there. He obeyed them and returned to Palestine for a short time. However his keen mind found no satisfaction in the simplicity characteristic of learning in Palestine and he returned again to Babylon."
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.8","As we have noted Rabah was very poor and in addition he was an ailing person. People used to remark the injustice of fate, saying that Rabah was as great a saint as Rav Chisda had been, and yet Rav Chisda lived to the age of ninety-two and Rabah lived only to the age of forty. Rav Chisda lived to see sixty marriages among his children and grandchildren and Rabah's household suffered from sixty kinds of ailment. Rav Chisda's deer disdained to eat the finest wheat and the people of Rabah's house sought a bit of oaten meal and could not find it. <sup>8)</sup><i class=""footnote""><span dir=""rtl"">8) מועד קטן כ""ח א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.9","As head of the academy it was Rabah's effort to try to popularize what he had heard from his teachers. In addition he specialized in the laws of ritual purity and tried to make them intelligible to his students; though he found few auditors for this subject, because people were interested in studying the laws which were still in force and not the laws of the Messianic era. As our Rabah complained: ""I am alone in studying the laws of blight and the laws of the impurity of a tent."" <sup>9)</sup><i class=""footnote""><span dir=""rtl"">9) בבא מציעא פ""ו א׳.</span></i> In his lectures Rabah bar Nachmani would give all the relevant aspects of a matter with great understanding, and would often weave a bit of legend into his legal disquisitions, to mend the ardure of the law with a portion of poetry. When he was teaching his students he had a custom of starting with a <i>""bon mot""</i> to capture the attention of the students."
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.10","For all these reasons the scholars held Rabah bar Nachmani in high honor, both because of his clear grasp of the Torah and his own virtues. Still, since he was a man of truth and very strict in the observance of the laws, and respected no sinner but punished them severely for their transgressions, the mob in Pumbeditha hated him. <sup>10)</sup><i class=""footnote""><span dir=""rtl"">10) שבת קנ""ג א׳.</span></i> Once when there was no rain, Rabah ordered a fast and prescribed the prayers to be said. None of this was of any avail. People said to him: ""It seems that God held Rav Judah bar Ezekiel more dear because no prayer of his went unanswered."" To this Rabah bar Nachmani answered: ""It is not by our fault that God is keeping back the rain, because in our knowledge of the Torah we are greater than Rav Judah's generation. But what can we do if the people today are not as good as the people of that generation?"" <sup>11)</sup><i class=""footnote""><span dir=""rtl"">11) תענית כ""ד ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.11","For the greater part of his life Rabah was very poor. As a result he had to depend on the aid of the Exilarch. The heads of the academy in Sura were rich, and usually maintained their students at their own expense. The heads of the academy in Pumbeditha, on the other hand, were poor folk and boxes had to be set up into which anyone who was able to do so threw his contribution to support the head of the academy of Pumbeditha and his students. <sup>12)</sup><i class=""footnote""><span dir=""rtl"">12) גטין ס׳ ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.12","At that time there also began a series of religious persecutions against the Jews of Babylon, and even though they were mere child's play compared to the persecutions which broke out in Palestine at the same time, nevertheless they did upset the political security which the Jews had enjoyed up to that time. The historical accounts of these events are very meager, yet they were serious enough so that Rabah bar Nachmani lost his life through their effects. They came during the reign of king Sapor the Second. He ruled longer than any other Persian king before him or after him, sitting on the throne more than a full human life. (309-380 C. E.) He was crowned king before he was born for the priests placed the crown on the pregnant body of his mother, Ifra Hurmiz in sign that the unborn child was the king of Persia."
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.13","Between King Sapor I, who was a friend of Samuel Yarchinai, and King Sapor II there was an interval of about seventy years (240-309 C. E.) In this interval six different kings ruled the Persians, and all maintained the tradition of friendship towards the Jews which had been established by king Sapor I. King Sapor II broke this tradition. Then all over the Persian kingdom persecution of the Jews broke out and because of the Jews the Christians too were persecuted."
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.14","Yet the condition of the Jews at that time was better than that of the Christians because Queen Ifra Hurmiz protected the Jews to the extent of her ability. It is said that Queen Ifra Hurmiz had a strong leaning toward the Jewish religion and respected the Jewish scholars. When she saw how severely her son was oppressing the Jews, crushing the marrow out of their bones for taxes, she took a pot of gold to the academy at Pumbeditha and gave it to the scholars to be used as they saw fit. It was decided to use this money to help those Jews who could not pay their taxes and were in danger of being sent to jail by the king. <sup>13)</sup><i class=""footnote""><span dir=""rtl"">13) בבא בתרא ח׳ א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.15","Concerning those persecutions the Talmud relates that when the royal army came to Pumbeditha, Rabah bar Nachmani and Rav Joseph bar Chiya ran away. <sup>14)</sup><i class=""footnote""><span dir=""rtl"">14) חולין מ""ו א׳.</span></i> Then the king was told that there was a certain Jew around whom twelve thousand others would gather two months during the year, once during the winter and once during the summer, thus interfering with the work of the people and causing the king's treasury damage. The king sent out messengers to catch Rabah. Rabah heard of this and fled and hid among the swamps around Pumbeditha. He lost his way there and came to a forest and sat down under a tree. Suddenly he heard the footsteps of a man, and thinking that he was caught, he died of fright."
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.16","This flight and hiding of Rabah bar Nachmani has been adorned with many miracles. It is related that once in the course of his flight he met the king's messenger at an inn and was miraculously delivered from his hands. Then it is related how Rabah died in a miraculous manner. In the ""academy of Heaven"" a difference of opinion developed concerning a certain problem in the laws of ritual purity, and God Himself decided ""pure"", and the rest of the academy decided ""impure"". It was decided to call on Rabah bar Nachmani for his opinion because this was his special field. But this was impossible so long as he was alive and they sent out the Angel of Death to fetch Rabah. But the Angel of Death could not approach him because he did not cease studying a moment. Then the Angel of Death determined upon the above-mentioned trick, making Rabah think that he was caught, and he interrupted his study for a moment. The Angel of Death used this moment to seize his soul and bring it to the ""academy of Heaven"". The scholars in Pumbeditha did not know what had happened to Rabah. A note fell from Heaven saying, ""Rabah bar Nachmani has been summoned to the 'academy of Heaven'."""
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.17","Then Abayei and Rava along with other scholars went to seek Rabah's corpse in order to bury it. They did not know the place where his body lay. They went to the swamps where Rabah had been hiding. They saw a flock of birds and the scholars said: ""Apparently our dead is lying there."" They mourned for Rabah three days and three nights. Then another note fell from Heaven, upon which was written: ""Whoever abandons the dead man now is excommunicated."" The scholars mourned for Rabah seven days longer. Then another note fell from Heaven, saying, ""Go home in peace."" <sup>15)</sup><i class=""footnote""><span dir=""rtl"">15) בבא מציעא פ""ו א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.18","Wherever the Talmud mentions Rabah without a patronymic, it means Rabah bar Nachmani. Concerning the years of his life we must add that apparently he studied with Rabbi Jochanan in his early years, for it is related that Rav Chisda once said to him what he used to say to others of Rabbi Jochanan's students: ""Who pays any attention to you and your teacher, Rabbi Jochanan?"" <sup>16)</sup><i class=""footnote""><span dir=""rtl"">16) נדרים נ""ט א׳.</span></i> We must remember that Rabah's brothers insisted on his going to Palestine to study and they wrote him: ""Although you are a very learned person, there is no comparison between studying by oneself and studying with a teacher; and if you should say that there is no teacher in Palestine we tell you there is. And who is he? Rabbi Jochanan."" <sup>17)</sup><i class=""footnote""><span dir=""rtl"">17) כתובות קי""א א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.19","Before Rabah bar Nachmani went to Palestine, he studied with Rav Huna, the head of the academy in Sura <sup>18)</sup><i class=""footnote""><span dir=""rtl"">18) גטין כ""ז א׳, בבא מציעא י""ח ב׳.</span></i> and after Rav Huna died Rabah went to Rav Chisda to study. His manner of study with Rav Chisda was not like that of a student and a teacher but like that of two colleagues. <sup>19)</sup><i class=""footnote""><span dir=""rtl"">19) ערובין ל""ח ב׳, ביצה כ""ח א׳.</span></i> Not long afterwards Rabah left Sura and went to Pumbeditha to study with Rav Judah bar Ezekiel. <sup>20)</sup><i class=""footnote""><span dir=""rtl"">20) ערובין מ׳ ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Nachmani.20","<img src='data:image/jpg;base64,/9j/4AAQSkZJRgABAQEBLAEsAAD/2wBDAAUDBAQEAwUEBAQFBQUGBwwIBwcHBw8LCwkMEQ8SEhEPERETFhwXExQaFRERGCEYGh0dHx8fExciJCIeJBweHx7/2wBDAQUFBQcGBw4ICA4eFBEUHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh7/wAARCABJASoDASIAAhEBAxEB/8QAGwABAAIDAQEAAAAAAAAAAAAAAAcIBQYJAwT/xAA1EAACAQMEAQQBAwIEBgMAAAABAgMABAUGBxESEwgUISIVFiMxMlEJJTNyNDdBdoG0NURS/8QAFAEBAAAAAAAAAAAAAAAAAAAAAP/EABQRAQAAAAAAAAAAAAAAAAAAAAD/2gAMAwEAAhEDEQA/APD1a+pvM2uor7QO297NjFx8stplsqI+s0kw7RvDD2HMaoeeZRwxYDoVVez1GyX5W8753I+9uPfXMva+uOz+4nHV5eZG/rceRGb5J+6k/wAirDeiLSmAg9RGRw2t7eFdQ4OKYY+xuOjxi9hlCyMrB+HljAcqoVxwGkBUxqT0FoOM9bNo3cHXGjfGultW5rEQx3IuvbW14627yjr9ni56PyFUEMpBAAPI+K6Gbj+mXaPWnhk/Afpu5i6r58AI7Tug7fVo+hiPJbkt07/VR24HFVN3d9KO4+i+97gIv1jiV4/cx0JF2n9A+1tyWPLMQPGZPqhZuooMnoD1j7l4SZI9U2uM1VaGVnkaSIWlzwU4VEeIeNVDAN8xMTyw5/jrZ/Zr1I7cbj+2x/v/ANP5+Xqn43JOE8sh6DrDL/RLy79VX6yN1J6AVQfaXdPVG2k2STBpjLzHZaIQ5TGZKzWe2vUCSKqSD4bqPK54VlB/huR8Vue0u0Gkd1tFW9vpjXUOJ3CglkS6w2ZKrBegsWR7ZkHfqsKuW+sh7L8hFKswdK6VQCz3D359NGcstN6ui/L4BuRZ297N57eaCNkQm1uB94uEQBY2+EEgZouWFW52a3p0FuvDKmmMhNHkbeLzXGMvYvFcxJ3Kh+ASrr8AkozBe6BupYCgkalKUClKUClKUClKUClKUClKUClKUClKUClKUClKUClKUClQzvL6kduNuPc4/wB/+oM/F2T8bjXD+KQdx1ml/oi4dOrL9pF7A9CKqBuT6kd3NxMo8GEv73TthF5LiKxwLyJKscayOXlmX9x+sRJfgrHxH26LxzQXs1/u9tpoOZ7fVOssZZXccqxSWcbm4uYyyd1LwxBpFUrwexUD5X5+w5hLWXrW0Pj/ACRaW0xms7NHcmPyXLpZW8kQ7fuo33f5IXhWjU8MeeCODVPXWitI6BvsBHfazxmuJbqKeXKWemL5VjtQD1hC3jJIrM3yxUxAqF444ZXqOaC1mpPW5rSe+R9OaN0/jrQRAPFfyTXchfk8sHRogF46jr1J5BPPzwPt0364M/BYumo9A4zI3ZlJSWwv3tIwnA4Uo6yktz2PbsBwQOPjkwNtjs1uPuJcWv6c0xemwufsMpdRmCyVBII3bysOH6sTyqdn+rcKeDU86b9D+fnsXfUevsZjrsSkJFYWD3cZTgcMXdoiG57Dr1I4APPzwAnnZr1I7cbj+2x/v/0/n5eqfjck4TyyHoOsMv8ARLy79VX6yN1J6AVM1cx98dktabH32MzU2WhurSa+kGOyeNM0ckDxENE0hKgQysPsqq7HmN+CevNbnYes/di2sbe3mxekryWKJUe4msphJMQOC7BJlUMf5PVVHJ+AB8UEzepj003WpdRDcHa2eHEanWU3V3aiY263My8us8Lr/p3BcAEkqrEhyyMGLzztXh9Saf28wuG1dn/z+ctLYR3l/wBT+63JIHJ+X6qQnduGfr2YAsRWzUoFKUoIG9Qfpo0juRDdZrBxw6e1V4pGSeCNUtryZn783KKvLMSXHkX7fflvJ1Vao1uVt3r3aDVVpDqC1mxl2JTPjMjaT8xzGJ+BLDKp5VgQrcHq6hkJVeRXV6sZqrAYbVOnb3T2ocdDkcXfReK4t5R9XH8ggj5VgQCGBBUgEEEA0FBtsfUX+Xt7XQ++uOstXaRl/aN/dWve9sSYxGkvZfl+ql+XA837jMHYgKfHdXaLGeHDbjenO51BqXC3F9Kjpj45JbnE3Ub94woAE6LwR1Lr2XorF28iU9Qfpc1Rt7Ddag0xJNqTTEEUlxcS9FW5sED/AAJEB/cUIQTIg4+rllRQCYz2a3V1dtPqKXMaWuYStzF4ruyulZ7a5A56l1VlPZSSVYEEckc9WYELM7HeseOeaDC7r2sNqoiIGdsonKkqi8eaBAx7MQ5Lx/HLKBGq8sLf2F3a39jb31jcw3VpcxLNBPDIHjlRhyrqw+GUgggj4INU5m0ztH6p8XkMto6H9GbiWdsZbiydY0iu5HZXaWUICZk8jOnnULIC4MikeNTo2gNzNy/TNr1NAa2gmvtM28rO9gvDqYZG/wCJs5WAJXlWYISFJMisEcsyh0FpWp7U7iaX3N0qNR6Uupp7RZfBOk0DRSQTdEdomBHBZRIvJUsvP8Ma2ygUpSgUpSgUpSgUpSgUpSgUpSgUpSgUpVYPUZ6rMBpmxvdObcXcOa1C8SBcrCUmsLQOCSysCRNKo68KAUBb7ElGjITZuzufo3a/Bx5TV2U9t7jutnaxIZLi7dF7FY0H/gdmKoCyhmXsKpBuj6jd0t4JpdH6TxE2Lx2RieFsViY3ury8TorOjyBezL9HJEaoCjMr9x818W1e0et97dRXG42vspNj9KzSy3WW1FeyxxtKkXHdYQ3wqgDqH6iKMRsPnp4zs+qN8NBbXaVk0j6crKa3u7mWJ8lqa9t+8lwEReCizDlmJLghkREJk6J9+yhBl7phdEbkrprc/FZO2is5YxlLXG3cHuY0kjDq0b8PGWCurdT8H+nlSeR9us9w5MjNa2+kcTDo7F22IGJeLHlEub+Eoiym9niSM3LSFAWDKF+PheSzNrF7d5/VmolmvLnJ57NX8scKvLI9zc3L/CIgJ5Z2+FUD5P8AAFWT9P8A6StSZvKWGe3Mtvw+AXiY4sykXt2OqsiuF/0UPYhuSJR0K9VJDgIG2v261duTqKLC6UxM10xlRLi7KMLazDdiHmkAIReEcj/q3UhQzcA3S2a9IOjdM+2ymurj9VZZOsnteDHYQuOjcdP6puGVxy5COrcNGDVgNG6U03o3Bx4TS2FssRYR8HxW0YXuwVV7uf5dyqqC7EseByTWZoFfFnspYYPB3+byk/t7DH20l1dS9GbxxRqWduFBJ4UE8AE/2r7a+LPYuwzmDv8ACZSD3FhkLaS1uou7L5IpFKuvKkEcqSOQQf7UFB/ULvJk/UPmcDoDQGmsmLQXxmggmMZnvZjGArsoBEKxgz8nyFSrdm69fiX8F6KtA/g7D87n9TflvbR++9leQe38/UeTx97ft07c9e3zxxz81Oe3G1m323fmbR2l7LGTT9hJc8vNcMrdeU8shZ+nKKenbryOeOeTW50ClKUClKUClKUCq8+oP0uaX3CmutQaYkh03qeeWS4uJejNbX7lPgSID+2xcAmRBz9nLK7EEWGpQch9SYDV232qks81jsnp7NWcomgZw0UilHIWaJx/UvdD1kQkEryCatNtTu5pHf2xG2W92Lxi5qeL2+FzcMSwyNIwQEK558NwzorDrxHIfoUH1SS026O3WkdydOy4XVeJhulMTpb3YRRc2ZbqS8MhBKNyiE/9G6gMGXkHnZ6idi9SbO5S2a5uPzGAvOFtctFAY1MvXlopE5bxv8EgdiGUcg8h1UNn13oXcf0sbh4zVWAynv8AGy8RQZJbcpb3XIBktLmLsevPUkDt8hQ6MHQ9Lf8Ap23003vFi7lba3/D5+z5a6xMs4kYRduFljfhfInyAT1BVjwRwUZqgbF+ou505i10Vudjv1joT2ywRWU9rDPLa+Ni8YUScCVO3UdJD9AqFCoTq2T3O2GjjsY9z/T9nptT4X3ySx2WLZ5L/FORG8YQqTIzIzAlSFljBQsG4dwHQWlVT9M/qstdSzHTW6V3jMRkViBtMwSLe2uQqDssxY9Y5TwWDDqjclQEIUPaygUpSgUpSgUpSgUpSgUpSgVjNVZ/DaW07e6h1DkYcdi7GLy3FxKfqg/gAAfLMSQAoBLEgAEkCtG303r0btLi2/M3Xu85NbNPYYiAny3HDBQWYAiJO3P3b+Qr9Q5UrVOb9t5vVZrW4exhmsdNxysYIppZUxNgY1+qs4UiS4IlALBS58nPCxjhQzXqD9Qmrt09RXWgdq4cmdPXMUlq0dlaM95mAPs7dQpkSLqh4ReCUL+T4bomf0Ts/txsRg7TXW/F/ZZLLXls62OnPai5RJurF168lZ3ClF7N1ijd/lmJjceOqtX7aem7Tt7pbax4c7uZJF+Py2dljLraFfs5AbmMN2YAQpyAYx5izR8PWDN5TUmudXzZLJT3ubz+XuVBIQvLcSsQqIiKP9qqijgABVAAAoN53s3317ujfXcORyc2O09JKTBhbWTrAicoVWUgAzsDGrdn5AbkqEB4HjtFsXuPud0ucBhva4luf82yJMFoeO4+rcFpftGUPjV+rEduoPNWM9P/AKQfxeUsNTbo3FlevDxNHgIR5Yu/VSvuJP4fqxcNEoKMVX7spKm3NhaWthY29jY20NraW0SwwQQxhI4kUcKiqPhVAAAA+ABQRZ6dti9N7O4u5a2uPzGfvOVustLAI2MXblYo05bxp8AkdiWYck8BFWWaUoFKUoFKUoFKUoFKUoFKUoFKUoFKUoFeN/aWt/Y3FjfW0N1aXMTQzwTRh45UYcMjKfhlIJBB+CDXtSgpn6m/Sj/8prXa+L+08+m4of8AcZGtSD/tIg4//QQ/0R1W3bXcTXu0GqrubT91NjLsSiDJ467g5jmMT8mKaJhyrAhl5HV1DOAy8mur1RZv5sbpHd+xgfLGbG5qzieOzylqq+RQQ3WOVSP3Ig57deQQeerL2bkKtX+N209TF9cSaMsodA7nzytd3Fne3BaxywJ4k6Oo/wBVUUSkrGpYtJyr/aRGzW9uvdhtRS6I3ZxOoLnCrFxDbTjvc2Yj5jRrZpGCyW58fTqG6fXsh+GDxxu7spuPs9nHyjWt7NibK5EljqHHAhF6snjkYoS1u/Z0ADkfcEIzgdjsGm9+cdqTSr6N30wM2sMcIjFYZu3WJctjB0A5jdgPIxeOIlmYE/buZQQlB0G0bqvTessHHm9LZqyy9hJwPLbSBujFVbo4/lHCspKMAw5HIFZmuYGXy9/s7q8ZnZvc33+AyneS0mglXylULp4r20kUcOndurSRhWDB04PIW0Gx3q80vqSGDE7jLDpvNPKUW8ijb8dKC6hAWLM0LfY8l/oAhYuOeoCz9Uz3l3Y9QW0G79ze53/NdDtkmexj9jEtpcWshcx2/uUiDpMqAjhiWDR9iHT+q41hd2t/Y299Y3MN1aXMSzQTwyB45UYcq6sPhlIIII+CDVf/AF55/SMGx+T07lMjjDqG5ltJsXZSFXuQROO0yL8si+NJ18nwPll55bghIF/vBpdNh7jd+x80+HWxaeCGZGikebv4lt24VurGbiMsAyg/bkr81WDZ7fH1Bbobv4mHGN/kH5K0/L22OxUXtLS15Bl7TSKzp2SOUjtJ2LchPnhawuptHaktP8P7B39y97cQ/qQZloLkGP2FnIstvGEDtyyPI6SjqBz7gtwRyxsB6Ccppu62BscXiJ7I5axuZzmYYkCSrLJM5ieQcAt2iEYD/IITqDyhACf6UqDN9PU1ofbS4bEWS/qjPr2ElnY3KCK2ZZAjJPN9vG/w/wBArMCnDBQwJCbb+7tbCxuL6+uYbW0tommnnmkCRxIo5Z2Y/CqACST8ACqs+oP1b4bBw3WntsHhzOUeKSJ8z/8AWspA/XmNWXi4bgMQwPj+UPMgLKIAv8/vrv3fXD3WRyY05PK0V5KC9pgbCOM+djO4/bCxKQ3aQtJwqfLHqDi8JqS22I3Lhymh83pnXV/HjWgubqbHzG1s7pnKyrbv3UycKnCzqQrpKw4+TQbnitoMrm/d7t+pDVF7pXC31y6T+5Rlyt3OeEjVIfG3jT4bhQhISE8IsfDjAbo+oHM5fTsugNv7CHR2gIontLewtk4ubi3PXnzyksezEMzBCO3ldXaXksY/1Jnte7s61S7ycuT1RqG5iEMMVvbd5CkalukcMS8KoAZiFUDksx+STVmdjvRxJPDBmt17qa1YSkjBWUqFiFdePNOhYdWAcFI/nhlIkVuVAV/2O2d1duxqKCzw9nNa4cSlb3MywMba2C9SwB+A8vDrxGDyewJ6ryw6DbF7KaN2lxa/hrX3ecmtlgv8vOD5bjhixCqSREnbj6L/ACFTsXKhq3/CYnFYPFw4vCYyyxlhB28VrZwLDFH2YseqKAByxJPA/kk19tApSlApSlApSlApSlApSlApSlApSlApSlApSlApSlApSlB439pa39jcWN9bQ3VpcxNDPBNGHjlRhwyMp+GUgkEH4INVz3W9H+gtU3xyWlL6bR13LL3nihg9zaOCXZisJZTGxLKAFcIqpwEHPNWSpQc4Na+kzeDTdiLy1sMZqKJYpJZlxF2XkiCAHjpKsbOzfPVYw5JUjjkjmINT6T1Vpf2/6m01msJ7nt7f8jYy2/l68duvdR247Lzx/HI/vXX6lByN29xOvrzKNlNv8Zqa4v8AH8drrBwTtLbeRWUcvCOU7KHH8jkdh/erAbO+k/WWs8p+pN1Lu9wthed7iWI3AfK3UjqHDv2DCPlnJbycycoVKDt2F8qUGv6q0dgNR6CvdEXlhDDhbqx9ksEEKKtugXhDEpUqjR8KyfXhSqkD4rnbuJspu5s9qefKYm1zU1lZeaS01DhBIOsCp95HMRL2/wBHIYOQPhwGdQWPTKlByH1JrfWmpbFLHUer9QZm0jlEyQX+SmuI1cAgOFdiA3DMOf54J/vWGspo4JmeW0hulMUiBJS4UFkKhx0ZT2UkMPnjlR2DLypvx/iO/wDJDDf9yQf+tc0/w4v+SGZ/7kn/APWtqCptzh9692vxF22B1NnbButrimgxzRY23UdYesIRVt4EHjVWK9VHTlv4JqX9r/RfqjKwxX2v85Dp2LyoWx9oq3VyyB2Dq0gbxxsVClWXyj7/ACAR1N7KUGmbTbYaN2vwcmL0ji/be46NeXUrmS4u3ReoaRz/AOT1UKgLMVVexrc6UoFKUoFKUoFKUoFKUoFKUoFKUoP/2Q==' />"
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Rav Huna.1","Rav Huna, the head of the academy in Sura, left a son named Rabah, who studied a great deal with his father and also inherited all his good qualities. When this Rabah bar Rav Huna died, the academy at Sura was orphaned, for it lacked a great central personality. Then the greater part of its students left it, and went to Pumbeditha to study. It seems that Rabah bar Rav Huna was fortunate enough to have studied under Rav and Samuel. He quoted many Talmudical sayings in their name. Later he went to Palestine and studied a short time under Rabbi Jochanan. <sup>1)</sup><i class=""footnote""><span dir=""rtl"">1) פּסחים צ׳ א׳, בבא בתרא קל""ה ב׳.</span></i> Later he headed his own academy, even while Rav Chisda, who succeeded Rav Huna to the position of the head of the academy in Sura, was still alive."
"Bader-Jewishspritualheroes-Vol3., Rabah Bar Rav Huna.2","It is certain that Rav Huna urged his son to be friendly with Rav Chisda because once when Rabah omitted his visits to Rav Chisda, Rav Huna punished him and Rabah had to defend himself. <sup>2)</sup><i class=""footnote""><span dir=""rtl"">2) שבת פ""ב א׳.</span></i> In addition Rabah was a judge in Rav Chisda's court <sup>3)</sup><i class=""footnote""><span dir=""rtl"">3) שבת י׳ א׳.</span></i> and Rav Chisda regarded him so highly that in spite of the difference in age Rav Chisda would often honor him by attending his lectures. <sup>4)</sup><i class=""footnote""><span dir=""rtl"">4) גטין מ""ו א׳.</span></i>"
