Index Title,Negaim
Negaim 4:10,"X. W<small>ENN EIN</small> G<small>LANZFLECK IN</small> G<small>RAUPENGRÖSSE EINE</small> G<small>RAUPENGRÖSSE ZUGENOMMEN HAT UND AUF DER</small> Z<small>UNAHME HEILES</small> F<small>LEISCH ODER WEISSES</small> H<small>AAR ENTSTANDEN IST, DAS</small> Z<small>ENTRUM ABER GESCHWUNDEN IST, SO IST ER NACH</small> R. A͑<small>QIBA UNREIN, UND WIE DIE</small> W<small>EISEN SAGEN, ALS ANFÄNGLICHER ZU BEHANDELN</small>. W<small>ENN ZU EINEM</small> G<small>LANZFLECKE VON EINER HALBEN</small> G<small>RAUPENGRÖSSE, AN DEM NICHTS WAR, EIN</small> G<small>LANZFLECK VON EINER HALBEN</small> G<small>RAUPENGRÖSSE MIT EINEM</small> H<small>AARE DARAN HINZUGEKOMMEN IST, SO IST ER ABZUSCHLIESSEN</small>. W<small>ENN ZU EINEM</small> G<small>LANZFLECKE VON EINER HALBEN</small> G<small>RAUPENGRÖSSE MIT EINEM</small> H<small>AARE DARAN EIN</small> G<small>LANZFLECK VON EINER HALBEN</small> G<small>RAUPENGRÖSSE MIT EINEM</small> H<small>AARE DARAN HINZUGEKOMMEN IST, SO IST ER ABZUSGHLIESSEN</small>. W<small>ENN ZU EINEM</small> G<small>LANZFLECKE VON EINER HALBEN</small> G<small>RAUPENGRÖSSE MIT ZWEI</small> H<small>AAREN DARAN EIN</small> G<small>LANZFLECK VON EINER HALBEN</small> G<small>RAUPENGRÖSSE MIT EINEM</small> H<small>AARE DARAN HINZUGEKOMMEN IST, SO IST ER ABZUSCHLIESSEN</small>."
Negaim 4:11,"XI. W<small>ENN ZU EINEM</small> G<small>LANZFLECKE VON EINER HALBEN</small> G<small>RAUPENGRÖSSE, AN DEM NICHTS WAR, EIN</small> G<small>LANZFLECK VON EINER HALBEN</small> G<small>RAUPENGRÖSSE MIT ZWEI</small> H<small>AAREN HINZUGEKOMMEN IST, SO IST ER ALS POSITIV ZU ERKLÄREN, WEIL SIE GESAGT HABEN, WENN DER</small> G<small>LANZFLECK DEM WEISSEN</small> H<small>AARE VORANGEGANGEN IST, SEI ER</small><sup>21</sup><i class=""footnote"">fn1278,Auch wenn er die zur Unreinheit erforderliche Größe nicht hatte.</i><small>UNREIN, UND WENN DAS WEISSE</small> H<small>AAR DEM</small> G<small>LANZFLECKE VORANGEGANGEN IST, SEI ER REIN, UND WENN ES ZWEIFELHAFT IST, SEI ER UNREIN;</small> R. J<small>EHOŠUA͑ VERWIRFT DIES</small><sup>22</sup><i class=""footnote"">fn1279,Vgl. S. 398 Anm. 161.</i>."
Negaim 5:1,"<b>J</b>EDER <small>ZWEIFELHAFTE</small> A<small>USSATZ IST REIN, AUSSER DIESEM</small><sup>1</sup><i class=""footnote"">fn1280,Dem im vorangehend genannten Falle.</i> <small>UND NOCH EINEM ANDEREN</small>. W<small>ELCHER IST ES</small>? W<small>ENN JEMAND EINEN</small> G<small>LANZFLECK IN</small> G<small>RAUPENGRÖSSE HATTE UND MAN IHN ABGESCHLOSSEN HAT, UND ER AM</small> E<small>NDE DER</small> W<small>OCHE WIE EIN</small> S<small>ELA͑<sup>2</sup><i class=""footnote"">fn1281,Besonders groß, vom ersten vollständig verschieden.</i>IST, SODASS ES ZWEIFELHAFT IST, OB ES DERSELBE IST, ODER EIN ANDERER AN DESSEN</small> S<small>TELLE ENTSTANDEN IST, SO IST ER UNREIN</small>."
Negaim 5:2,"II. W<small>ENN ER IHN WEGEN DES WEISSEN</small> H<small>AARES ALS POSITIV ERKLÄRT HAT, UND DARAUF DAS WEISSE</small> H<small>AAR GESCHWUNDEN UND WEISSES</small> H<small>AAR WIEDER ENTSTANDEN IST, EBENSO HEILES</small> F<small>LEISCH ODER EINE</small> Z<small>UNAHME</small><sup>3</sup><i class=""footnote"">fn1282,Wenn statt des weißen Haares diese entstanden sind.</i>, <small>OB ANFÄNGLICH, AM</small> E<small>NDE DER ERSTEN</small> W<small>OCHE, AM</small> E<small>NDE DER ZWEITEN</small> W<small>OCHE ODER NACH DER</small> N<small>EGATIVITÄT, SO IST ER WIE ZUVOR</small><sup>4</sup><i class=""footnote"">fn1283,Er ist unrein u. braucht nicht abermals als positiv erklärt zu werden.</i>. W<small>ENN ER IHN WEGEN DES HEILEN</small> F<small>LEISCHES ALS POSITIV ERKLÄRT HAT, UND DARAUF DAS HEILE</small> F<small>LEISCH GESCHWUNDEN UND HEILES</small> F<small>LEISCH GESTANDEN IST, EBENSO WEISSES</small> H<small>AAR ODER EINE</small> Z<small>UNAHME, OB ANFÄNGLICH, AM</small> E<small>NDE DER ERSTEN</small> W<small>OCHE, AM</small> E<small>NDE DER ZWEITEN</small> W<small>OCHE ODER NACH DER</small> N<small>EGATIVITÄT, SO IST ER WIE ZUVOR</small>. W<small>ENN ER IHN WEGEN DER</small> Z<small>UNAHME ALS POSITIV ERKLÄRT HAT, UND DARAUF DIE</small> Z<small>UNAHME GESCHWUNDEN UND EINE</small> Z<small>UNAHME ENTSTANDEN IST, EBENSO WEISSES</small> H<small>AAR, OB AM</small> E<small>NDE DER ERSTEN</small> W<small>OCHE, AM</small> E<small>NDE DER ZWEITEN</small> W<small>OCHE ODER NACH DER</small> N<small>EGATIVITÄT, SO IST ER WIE ZUVOR</small>."
Negaim 5:3,"III. Z<small>URÜCKGELASSENES</small> H<small>AAR IST NACH</small> A͑<small>QABJA B</small>. M<small>AHALALÉL UNREIN UND NACH DEN</small> W<small>EISEN REIN</small>. W<small>AS HEISST ZURÜCKGELASSENES</small> H<small>AAR</small>? W<small>ENN JEMAND EINEN</small> G<small>LANZFLECK MIT WEISSEM</small> H<small>AAR DARAN HATTE, UND DER</small> G<small>LANZFLECK GESCHWUNDEN WAR UND AUF SEINER</small> S<small>TELLE DAS WEISSE</small> H<small>AAR ZURÜCKGELASSEN HAT, UND DARAUF ZURÜCKGEKEHRT IST; ER IST NACH</small> A͑<small>QABJA B</small>. M<small>AHALALÉL UNREIN UND NACH DEN</small> W<small>EISEN REIN</small>. R. A͑<small>QIBA SPRACH:</small> H<small>IERBEI PFLICHTE ICH BEI, DASS ER REIN IST, UND ZURÜCKGELASSENES</small> H<small>AAR HEISST ES VIELMEHR IN DEM</small> F<small>ALLE</small>, W<small>ENN JEMAND EINEN</small> G<small>LANZFLECK IN</small> G<small>RAUPENGRÖSSE MIT ZWEI</small> H<small>AAREN DARAN HATTE, UND DAVON EINE HALBE</small> G<small>RAUPENGRÖSSE GESCHWUNDEN WAR UND AUF DER</small> S<small>TELLE DES</small> G<small>LANZFLECKES WEISSES</small> H<small>AAR ZURÜCKGELASSEN HAT, UND DARAUF ZURÜCKGEKEHRT IST</small>. S<small>IE ERWIDERTEN IHM:</small> W<small>IE SIE DIE</small> W<small>ORTE</small> A͑<small>QABJAS VERWORFEN HABEN, SO HABEN AUCH DEINE</small> W<small>ORTE KEINE</small> G<small>ELTUNG</small><sup>5</sup><i class=""footnote"">fn1284,Ist er wegen des zurückbleibenden Haares unrein, so ist er es auch in diesem Falle.</i>."
Negaim 5:4,"IV. J<small>EDER ZWEIFELHAFTE</small> A<small>USSATZ IST ANFÄNGLICH, SOLANGE DIE</small> U<small>NREINHEIT NOCH NICHT FESTGESTELLT WORDEN IST, REIN, NACHDEM DIE</small> U<small>NREINHEIT FESTGESTELLT WORDEN IST, IST ER UNREIN</small>. Z<small>UM</small> B<small>EISPIEL</small>. W<small>ENN ZWEI ZUM</small> P<small>RIESTEK GEKOMMEN WAREN, EIN</small> G<small>LANZFLECK IN</small> G<small>RAUPENGRÖSSE UND EINER WIE EIN</small> S<small>ELA͑ GROSS, UND AM</small> E<small>NDE DER</small> W<small>OCHE EINER WIE EIN</small> S<small>ELA͑ GROSS IST UND DER ANDERE WIE EIN</small> S<small>ELA͑ GROSS IST, UND MAN NICHT WEISS, WELCHER ZUGENOMMEN HAT, OB BEI EINER</small> P<small>ERSON ODER BEI ZWEI</small> P<small>ERSONEN, SO IST ER REIN</small>. R. A͑<small>QIBA SAGT, BEI EINER</small> P<small>ERSON SEI ER UNREIN</small><sup>6</sup><i class=""footnote"">fn1285,Einer von den beiden Flecken ist entschieden unrein.</i>, <small>BEI ZWEI</small> P<small>ERSONEN SEI ER REIN</small>."
Negaim 5:5,"V. I<small>ST DIE</small> U<small>NREINHEIT FESTGESTELLT WORDEN, SO IST ER IM</small> Z<small>WEIFEL UNREIN</small>. Z<small>UM</small> B<small>EISPIEL</small>. W<small>ENN ZWEI ZUM</small> P<small>RIESTER GEKOMMEN WAREN, EIN</small> G<small>LANZFLECK IN</small> G<small>RAUPENGRÖSSE UND EINER WIE EIN</small> S<small>ELA͑ GROSS, UND AM</small> E<small>NDE DER</small> W<small>OCHE EINER GROSS WIE EIN</small> S<small>ELA͑ UND DARÜBER IST UND DER ANDERE GROSS WIE EIN</small> S<small>ELA͑ UND DARÜBER IST, SO SIND BEIDE UNREIN</small><sup>7</sup><i class=""footnote"">fn1286,Obgleich man nicht weiß, um wieviel er zugenommen hat.</i>; <small>UND AUCH WENN BEIDE ABGENOMMEN HABEN UND JEDER WIE EIN</small> S<small>ELA͑ GROSS IST</small><sup>8</sup><i class=""footnote"">fn1287,Sodaß bei einem überhaupt keine Zunahme erfolgt ist.</i>, <small>SIND BEIDE UNREIN, BIS SIE AUF</small> G<small>RAUPENGRÖSSE ZURÜCKGEHEN</small>. D<small>IES IST ES, WAS SIE GESAGT HABEN, NACHDEM DIE</small> U<small>NREINHEIT FESTGESTELLT WORDEN IST, SEI ER IM</small> Z<small>WEIFEL UNREIN</small>."
Negaim 6:1,"<b>D</b>ER K<small>ERN DES</small> G<small>LANZFLECKES MUSS DIE</small> G<small>RÖSSE EINER KILIKISCHEN</small> G<small>RAUPE IM</small> Q<small>UADRAT HABEN</small>. D<small>ER</small> R<small>AUM EINER</small> G<small>RAUPE BETRÄGT NEUN</small> L<small>INSEN, DER</small> R<small>AUM EINER</small> L<small>INSE BETRÄGT VIER</small> H<small>AARE, DAS SIND SOMIT SECHSUNDDREISSIG</small> H<small>AARE</small>."
Negaim 6:2,"II. W<small>ENN DER</small> G<small>LANZFLECK</small> G<small>RAUPENGRÖSSE HAT UND DARIN HEILES</small> F<small>LEISCH IN</small> L<small>INSENGRÖSSE IST, SO IST DER</small> G<small>LANZFLECK, WENN ER ZUNIMMT, UNREIN, UND WENN ER ABNIMMT, REIN; NIMMT DAS HEILE</small> F<small>LEISCH ZU, SO IST ER UNREIN, NIMMT ES AB, SO IST ER REIN</small><sup>1</sup><i class=""footnote"">fn1288,Weil das heile Fleisch keine Linsengröße hat.</i>."
Negaim 6:3,"III. W<small>ENN DER</small> G<small>LANZFLECK</small> G<small>RAUPENGRÖSSE HAT UND DARIN HEILES</small> F<small>LEISCH WENIGER ALS IN</small> L<small>INSENGRÖSSE IST, SO IST DER</small> G<small>LANZFLECK, WENN ER ZUNIMMT, UNREIN</small><sup>2</sup><i class=""footnote"">fn1289,Wegen der Zunahme.</i>, <small>UND WENN ER ABNIMMT, REIN; NIMMT DAS HEILE</small> F<small>LEISCH ZU, SO IST ER UNREIN, NIMMT ES AB, SO IST ER NACH</small> R. M<small>EÍR UNREIN</small><sup>3</sup><i class=""footnote"">fn1290,Weil dadurch der Fleck innen zugenommen hat.</i> <small>UND NACH DEN</small> W<small>EISEN REIN, WEIL DER</small> A<small>USSATZ NICHT NACH INNEN ZUNEHMEN KANN</small><sup>4</sup><i class=""footnote"">fn1291,Dies gilt nicht als Zunahme.</i>."
Negaim 6:4,"IV. W<small>ENN DER</small> G<small>LANZFLECK MEHR ALS</small> G<small>RAUPENGRÖSSE HAT UND DARIN HEILES</small> F<small>LEISCH MEHR ALS IN</small> G<small>RAUPENGRÖSSE IST, SO IST ER, OB SIE ABNEHMEN ODER ZUNEHMEN, UNREIN, JEDOCH DÜRFEN SIE NICHT BIS AUF UNTER DAS</small> M<small>ASS ABGENOMMEN HABEN</small>."
Negaim 6:5,"V. W<small>ENN DER</small> G<small>LANZFLECK</small> G<small>RAUPENGRÖSSE HAT UND HEILES</small> F<small>LEISCH IN</small> L<small>INSENGRÖSSE IHN UMGIBT, UND AUSSERHALB DES HEILEN</small> F<small>LEISCHES EIN</small> G<small>LANZFLECK IST, SO IST DER INNERE ABZUSCHLIESSEN UND DER ÄUSSERE ALS POSITIV ZU ERKLÄREN</small><sup>5</sup><i class=""footnote"">fn1292,Weil heiles Fleisch darin ist.</i>. R. J<small>OSE SAGT, DAS HEILE</small> F<small>LEISCH SEI KEIN</small> U<small>NREINHEITSZEICHEN FÜR DEN ÄUSSEREN, WEIL DER</small> G<small>LANZFLECK SICH DARIN BEFINDET</small>. H<small>AT ES ABGENOMMEN ODER IST ES GESCHWUNDEN, SO IST DIES, WIE</small> R. G<small>AMLIÉL SAGT, WENN ES NACH INNEN GESCHWUNDEN</small><sup>6</sup><i class=""footnote"">fn1293,Durch die Zunahme des inneren Fleckes.</i> <small>IST, EIN</small> Z<small>EICHEN DER</small> Z<small>UNAHME FÜR DEN INNEREN, UND DER ÄUSSERE IST REIN, UND WENN NACH AUSSEN, DER ÄUSSERE REIN</small><sup>7</sup><i class=""footnote"">fn1294,Weil das heile Fleisch geschwunden ist.</i>. R. A͑<small>QIBA SAGT, ES SEI OB SO ODER SO REIN</small>."
Negaim 6:6,"VI. R. Š<small>IMO͑N SAGTE:</small> N<small>UR DANN, WENN ER GENAU</small><sup>8</sup><i class=""footnote"">fn1295,Das W. <span dir=""rtl"">מובאת</span> wird von den Kommentaren mit ‘genau’ erklärt, eigentl. hergebracht, ohne irgendwelche etymolog. Begründung.</i> L<small>INSENGRÖSSE HATTE, WAR ER ABER GRÖSSER ALS EINE</small> L<small>INSE, SO GILT DAS</small> Ü<small>BERSTEIGENDE ALS</small> Z<small>EICHEN DER</small> Z<small>UNAHME FÜR DEN INNEREN, UND DER ÄUSSERE IST UNREIN</small>. W<small>AR DA</small><sup>9</sup><i class=""footnote"">fn1296,Zwischen dem inneren u. dem äußeren.</i> <small>EIN</small> B<small>OHAQ</small><sup>10</sup><i class=""footnote"">fn1297,Der also rein ist.</i><small>UNTER</small> L<small>INSENGRÖSSE, SO GILT DIES</small><sup>11</sup><i class=""footnote"">fn1298,Die Zunahme des inneren.</i> <small>ALS</small> Z<small>EICHEN DER</small> Z<small>UNAHME FÜR DEN INNEREN UND KEIN</small> Z<small>EICHEN DER</small> Z<small>UNAHME FÜR DEN ÄUSSEREN</small>."
Negaim 6:7,"VII. V<small>IERUNDZWANZIG</small> G<small>LIEDERSPITZEN SIND AM</small> M<small>ENSCHEN, DIE NICHT WEGEN HEILEN</small> F<small>LEISCHES</small><sup>12</sup><i class=""footnote"">fn1299,Wenn sich an diesen ein Glanzfleck mit heilem Fleische befindet.</i><small>UNREIN WERDEN: DIE</small> F<small>INGERSPITZEN AN DEN</small> H<small>ÄNDEN UND DEN</small> F<small>ÜSSEN, DIE</small> O<small>HRENSPITZEN, DIE</small> N<small>ASENSPITZE, DIE</small> S<small>PITZE DES</small> M<small>ANNESGLIEDES, UND DIE</small> S<small>PITZEN DER</small> B<small>RÜSTE BEIM</small> W<small>EIBE;</small> R. J<small>EHUDA SAGT, AUCH BEIM</small> M<small>ANNE</small>. R. E<small>LIE͑ZER SAGT, AUCH</small> W<small>ARZEN UND</small> K<small>NOTEN SIND NICHT UNREIN WEGEN HEILEN</small> F<small>LEISCHES</small>."
Negaim 6:8,"VIII. F<small>OLGENDE</small> S<small>TELLEN AM</small> M<small>ENSCHEN WERDEN DURCH DEN</small> G<small>LANZFLECK NICHT UNREIN: DAS</small> I<small>NNERE DES</small> A<small>UGES, DAS</small> I<small>NNERE DAS</small> O<small>HRES, DAS</small> I<small>NNERE DER</small> N<small>ASE, DAS</small> I<small>NNERE DES</small> M<small>UNDES, DIE</small> F<small>ALTEN, DIE</small> F<small>ALTEN AM</small> H<small>ALSE, UNTER DER</small> B<small>RUST</small><sup>13</sup><i class=""footnote"">fn1300,Bei einem Weibe.</i>, <small>DIE</small> A<small>CHSELHÖHLE, DIE</small> F<small>USSOHLE, DIE</small> N<small>ÄGEL, DER</small> K<small>OPF, DER</small> B<small>ART</small><sup>14</sup><i class=""footnote"">fn1301,Über die letzteren bestehen besondere Bestimmungen; cf. Lev. 13,29ff.</i>, <small>DAS</small> G<small>ESCHWÜR, DIE</small> B<small>RANDWUNDE</small><sup>15</sup><i class=""footnote"">fn1302,Unter <span dir=""rtl"">מכוה</span>, Brandwunde, wird die Feuerwunde verstanden, durch direktes Verbrennen am Feuer. während das Verbrühen od. die Verbrennung durch eine erhitzte Sache, beispielsweise glühendes Eisen, wie jede andere Verletzung durch Schlag od. Stoß als <span dir=""rtl"">קדח</span>, Verletzungswunde, bezeichnet wird.</i><small>UND DIE</small> V<small>ERLETZUNGSWUNDE</small><sup>15</sup><i class=""footnote"">fn1302,Unter <span dir=""rtl"">מכוה</span>, Brandwunde, wird die Feuerwunde verstanden, durch direktes Verbrennen am Feuer. während das Verbrühen od. die Verbrennung durch eine erhitzte Sache, beispielsweise glühendes Eisen, wie jede andere Verletzung durch Schlag od. Stoß als <span dir=""rtl"">קדח</span>, Verletzungswunde, bezeichnet wird.</i>, <small>DIE NOCH FRISCH</small><sup>16</sup><i class=""footnote"">fn1303,Noch nicht von einer Haut überzogen sind. Wörtl. die widerspenstig sind, sich der Heilung widersetzen.</i><small>SIND</small>. S<small>IE WERDEN DURCH DEN</small> A<small>USSATZ NICHT UNREIN, SIE AVERDEN BEIM</small> A<small>USSATZE NICHT VEREINIGT</small><sup>17</sup><i class=""footnote"">fn1304,Wenn der größere Teil des Aussatzmales sich auf einer anderen Hautstelle befindet u. nur zum Teil auf diesem.</i>, <small>DER</small> A<small>USSATZ DEHNT SICH AUF SIE NICHT AUS</small><sup>18</sup><i class=""footnote"">fn1305,Es gilt dann nicht als Zunahme; cf. supra III,3.</i>, <small>SIE WERDEN NICHT UNREIN WEGEN HEILEN</small> F<small>LEISCHES, UND SIE BEHINDERN NICHT DIE GÄNZLICH WEISSE</small> V<small>ERWANDLUNG</small><sup>19</sup><i class=""footnote"">fn1306,Vgl. S. 700 Anm. 6 mut. mut.</i>. E<small>NTSTEHT SPÄTER AM</small> K<small>OPFE ODER AM</small> B<small>ARTE EINE KAHLE</small> S<small>TELLE</small><sup>20</sup><i class=""footnote"">fn1307,Eine solche gilt diesbezügl. als Körperhaut.</i>, <small>ODER AUS DEM</small> G<small>ESCHWÜRE, DER</small> B<small>RANDWUNDE ODER DER</small> V<small>ERLETZUNGSWUNDE EINE</small> V<small>ERNARBUNG</small><sup>21</sup><i class=""footnote"">fn1308,Unter <span dir=""rtl"">צרבת</span>, Vernarbung, ist die rötliche Spur der frisch verheilten Wunde zu verstehen, v. <span dir=""rtl"">צרב</span>, <i>brennen</i>, wegen der glutroten Färbung; unter <span dir=""rtl"">צלקת</span>, Narbe, ist die dauernd zurückbleibende Narbe zu verstehen, die sich in ihrer Färbung von der übrigen Haut nicht unterscheidet, in der Regel aber uneben u. spaltig ist, v. aram. <span dir=""rtl"">צלק</span>, <i>spalten,</i> abzuleiten.</i>, <small>SO WERDEN SIE UNREIN DURCH DEN</small> A<small>USSATZ, JEDOCH WERDEN SIE BEIM</small> A<small>USSATZE NICHT VEREINIGT</small><sup>17</sup><i class=""footnote"">fn1304,Wenn der größere Teil des Aussatzmales sich auf einer anderen Hautstelle befindet u. nur zum Teil auf diesem.</i>; <small>DEHNT SICH DER</small> A<small>USSATZ AUF SIE NICHT AUS</small><sup>18</sup><i class=""footnote"">fn1305,Es gilt dann nicht als Zunahme; cf. supra III,3.</i>, <small>SO WERDEN SIE NICHT UNREIN WEGEN HEILEN</small> F<small>LEISCHES, ABER SIE BEHINDERN DIE GÄNZLICH WEISSE</small> V<small>ERWANDLUNG</small>. K<small>OPF UND</small> B<small>ART, SOLANGE SIE KEIN</small> H<small>AAR BEKOMMEN HABEN, UND DIE</small> K<small>NOTEN AM</small> K<small>OPFE UND AM</small> B<small>ARTE SIND AVIE DIE</small> H<small>AUT DES</small> F<small>LEISCHES ZU BEHANDELN</small>."
Negaim 7:1,"<b>F</b>OLGENDE G<small>LANZFLECKE SIND REIN: DIE SCHON VOR DER</small> G<small>ESETZGEBUNG DA WAREN, AN EINEM</small> N<small>ICHTJUDEN, DER SICH</small> [<small>DAMIT</small>] <small>BEKEHRT HAT, AN EINEM</small> K<small>INDE, DAS</small> [<small>DAMIT</small>] <small>GEBOREN IST, IN EINER</small> F<small>ALTE</small><sup>1</sup><i class=""footnote"">fn1309,In der er nicht unrein ist; ef. supra VI,8.</i>, <small>DIE BLOSSGELEGT WURDE, AM</small> K<small>OPFE, AM</small> B<small>ARTE, AN EINEM</small> G<small>ESCHWÜRE, AN EINER</small> B<small>RANDWUNDE UND AN EINER</small> V<small>ERLETZUNGSWUNDE, DIE NOCH FRISCH</small><sup>2</sup><i class=""footnote"">fn1310,Vgl. S. 705 Anm. 16.</i> <small>SIND</small>. W<small>ENN SPÄTER</small> [<small>DIE</small> S<small>TELLE</small>] <small>AM</small> K<small>OPFE UND AM</small> B<small>ARTE KAHL WIRD ODER AUS DEM</small> G<small>ESCHWÜRE, DER</small> B<small>RANDWUNDE UND DER</small> V<small>ERLETZUNGSWUNDE EINE</small> V<small>ERNARBUNG ENTSTEHT, SO SIND SIE REIN</small>. W<small>ENN AM</small> K<small>OPFE UND AM</small> B<small>ARTE KEIN</small> H<small>AAR</small><sup>3</sup><i class=""footnote"">fn1311,Beim Entstehen des Aussatzfleckes.</i> <small>WAR, SIE</small> H<small>AAR BEKOMMEN HABEN, UND DARAUF KAHL GEWORDEN SIND, ODER DAS</small> G<small>ESCHWÜR, DIE</small> B<small>RANDWUNDE UND DIE</small> V<small>ERLETZUNGSWUNDE NOCH NICHT DA</small><sup>4</sup><i class=""footnote"">fn1312,Im Texte: noch nicht vernarbt waren, jed. ist das W. <span dir=""rtl"">צרבת</span> besser zu streichen.</i> <small>WAREN, VERNARBT SIND UND DARAUF GEHEILT SIND, SO SIND SIE NACH</small> R. E<small>LIE͑ZER</small> B. J<small>A͑QOB UNREIN, WEIL SIE AM</small> A<small>NFANG UND AM</small> E<small>NDE UNREIN WAREN, UND NACH DEN</small> W<small>EISEN REIN</small>."
Negaim 7:2,"II. H<small>AT IHR</small><sup>5</sup><i class=""footnote"">fn1313,Der oben als rein genannten Aussatzflecke.</i> A<small>USSEHEN SICH VERÄNDERT, OB ERLEICHTERND ODER ERSCHWEREND – ERLEICHTERND, WENN ER NÄMLICH</small> [<small>WEISS</small>] <small>WIE</small> S<small>CHNEE WAR UND WIE DER</small> K<small>ALK DES</small> T<small>EMPELS, WIE WEISSE</small> W<small>OLLE ODER WIE DAS</small> H<small>ÄUTCIIEN EINES</small> E<small>IES GEWORDEN IST, ODER WIE EIN</small> H<small>OCHFLECK-</small>A<small>USSCHLAG</small><sup>6</sup><i class=""footnote"">fn1314,Der dunkler ist. So ist diese textlich schwierige Stelle zu verstehen.</i><small>ODER WIE EIN INTENSIV</small> [<small>WEISSER</small>] A<small>USSCHLAG GEWORDEN IST; ERSCHWEREND, WENN ER NÄMLICH WIE DAS</small> H<small>ÄUTCHEN EINES</small> E<small>IES</small><sup>7</sup><i class=""footnote"">fn1315,Cf. supra I,1.</i> <small>WAR UND WIE WEISSE</small> W<small>OLLE, AVIE DER</small> K<small>ALK DES</small> T<small>EMPELS ODER WIE</small> S<small>CHNEE GEWORDEN IST – SO SIND SIE NACH</small> R. E<small>LEA͑ZAR B</small>. A͑<small>ZARJA REIN;</small> R. E<small>LEA͑ZAR</small> Ḥ<small>ISMA SAGT, WENN ERLEICHTERND, SEIEN SIE REIN, UND WENN ERSCHWEREND, SEIEN SIE WIE ANFÄNGLICHE ZU BEHANDELN</small>; R. A͑<small>QIBA SAGT, SIE SEIEN OB ERLEICHTERND ODER ERSCHWEREND WIE ANFÄNGLICHE ZU BEHANDELN</small>."
Negaim 7:3,"III. I<small>ST AM</small> G<small>LANZFLECKE NICHTS</small><sup>8</sup><i class=""footnote"">fn1316,Keines der Unreinheitszeichen.</i>, <small>ANFÄNGLICH ODER AM</small> E<small>NDE DER ERSTEN</small> W<small>OCHE, SO IST ER ABZUSCHLIESSEN; WENN AM</small> E<small>NDE DER ZWEITEN</small> W<small>OCHE UND NACH DER</small> N<small>EGATIVITÄT, SO IST ER ALS NEGATIV ZU ERKLÄREN</small>. W<small>ENN ER DABEI IST, IHN ABZUSCHLIESSEN ODER ALS NEGATIV ZU ERKLÄREN, UND DARAN</small> Z<small>EICHEN DER</small> U<small>NREINHEIT ENTSTEHEN, SO IST ER ALS POSITIV ZU ERKLÄREN</small>. H<small>AT DER</small> G<small>LANZFLECK</small> Z<small>EICHEN DER</small> U<small>NREINHEIT, SO IST ER ALS POSITIV ZU ERKLÄREN</small>. W<small>ENN ER DABEI IST, IHN ALS POSITIV ZU ERKLÄREN, UND DIE</small> Z<small>EICHEN DER</small> U<small>NREINHEIT GESCHWUNDEN SIND, OB ANFÄNGLICH ODER AM</small> E<small>NDE DER ERSTEN</small> W<small>OCHE, SO IST ER ABZUSCHLIESSEN; WENN AM</small> E<small>NDE DER ZWEITEN</small> W<small>OCHE ODER NACH DER</small> N<small>EGATIVITÄT, SO IST ER ALS NEGATIV ZU ERKLÄREN</small>."
