Index Title,"Shulchan Arukh, Yoreh De'ah"
"Shulchan Arukh, Yoreh De'ah 42:9","גרעין שנמצא במרה אם היה ~[ה] כמו גרעינה של תמרה שאין ראשה חד מותרת; ואם ראשה חד כגרעינה של זית אסורה שהרי ניקבה אותה כשנכנסה וזה שלא נראה הנקב ~[ו] מפני שהוגלד פי המכה. הגה: יד וכל שכן אם נמצא מחט או קוץ במרה דטריפה (או""ה הארוך ור""ן ורמב""ם עד""מ וב""ח ומהרש""ל פא""ט סי' מ""ט וסוף ש""ד)."
"Shulchan Arukh, Yoreh De'ah 43:1",ניטל הטחול כשרה.
"Shulchan Arukh, Yoreh De'ah 43:2","הטחול ראשו האחד עב והשני דק כבריית הלשון ~[א] אם ניקב בראש העב ~[ב] נקב מפולש טריפה; ואם ניקב נקב שאינו מפולש אם נשאר תחתיו כעובי דינר זהב מותר; פחות מכאן הרי הוא כמפולש וטריפה. אבל אם ניקב הדק כשרה. הגה: ~[ג] ואפילו נחתך במקום הדק כשרה (טור). נקרע הטחול או נימוקה או לקתה בשינוי בשר דינה כניקבה (שערים והג""א); וכן כל מקום שהבשר רע ונרקב דינו כניקב. ואם מים בטחול אפילו עכורין וסרוחין ~[ד] אם הבשר סביביו שלם כשר. (ב""י בשם מרדכי והג""א וע""ל ס""ס ."
"Shulchan Arukh, Yoreh De'ah 43:3",יש מי שכתב ~[ה] שכל מה שדבוק לכרס קרוי עב ולא יותר.
"Shulchan Arukh, Yoreh De'ah 43:4",~[ו] עובי דינר זהב לא ידענו שיעורו ומכל מקום נראה שהוא פחות מחצי עביו.
"Shulchan Arukh, Yoreh De'ah 43:5","נמצאו שני טחולים כשרה ואפילו דבוקים זה לזה בצד העב. הגה: ~[ו] ויש מחמירים אם נמצא כמין טחול בצד העב (הגהות ש""ד סימן פ""ט ומ""כ בשם מהרי""ל ומהר""י מולין); וטוב להחמיר אם לא במקום הפסד מרובה."
"Shulchan Arukh, Yoreh De'ah 43:6",טחול העוף עגול כענבה ואינו דומה לשל בהמה ~[ז] לפיכך אין הנקב פוסל בו.
"Shulchan Arukh, Yoreh De'ah 44:1",ניטלו הכליות כשרה; לפיכך אם נבראת בכוליא אחת או בג' כוליות כשרה; וכן אם ניקבה הכוליא ~[א] או ~[ב] נחתכה אפילו עד מקום חריץ כשרה.
"Shulchan Arukh, Yoreh De'ah 44:2","לקתה הכוליא והוא ~[ג] שיעשה בשרה כבשר המת שהבאיש אחר ימים שאם תאחוז במקצתו יתמסמס ויפול והגיע חולי זה ~[ד] עד הלובן שבתוך הכוליא הרי זו טריפה ~[ה] מכת חרב דינו כלקתה הכוליא) (הגהות אשיר""י ומרדכי ועיין ס""ק . וכן אם נמצאת בכוליא ליחה אף על פי שאינה סרוחה או שנמצאו בה מים עכורים או סרוחים הרי זו טריפה והוא שיגיעו ~[ו] עד הלובן אבל אם נמצאו בה מים זכים כשרה אפילו הגיעו ללובן שבה (ואפילו נמצאו המים זכים בשלחופית קטנה בכוליא כשר) (מרדכי פא""ט והג""א וכל בו ואו""ה כלל צ""ג); ואם נמצא ~[ז] בה דם דינה כמים; ואם נמצאת מליאה מים שמראיהם רע אבל לא היו עבים ועכורים אלא מראיהם כרכומי כמראה הדבש כשרה; ויש מי שאוסר (והכי נהוג)."
"Shulchan Arukh, Yoreh De'ah 44:3","אם לא היה הלקות אלא בלובן אף ע""פ שכל שאר הכוליא בריאה טריפה."
"Shulchan Arukh, Yoreh De'ah 44:4",נמצאו בכוליא אבנים כשרה.
"Shulchan Arukh, Yoreh De'ah 44:5",כוליא שהקטינה טריפה. וכמה תקטן ותטרף בבהמה דקה עד כפול ופול בכלל טריפה; ובגסה עד כענבה בינונית וענבה בכלל טריפה; ודוקא שהקטינה מחמת חולי אבל אם היתה קטנה בתולדתה כשרה. יד והיכי ידעינן אי הוי מחמת חולי או לא אי חזינן שהקרום שלה כווץ בידוע שמחמת חולי היא ואם אינו כווץ אלא שעשוי כמדת כוליא מוכחא מילתא שמתחלת ברייתה היתה כך וכשרה.
"Shulchan Arukh, Yoreh De'ah 44:6",יש מי שכתב שכשאמרו ניטלו הכליות כשרה היינו כשניטלו ביד או כשנבראת כך אבל אם ניטלה על ידי חולי כיון שהקטינה לפחות מכשיעור כבר נאסרה ~[ח] ואיך תחזור להכשירה כשגמרו לכלות ולהמק; ולפי זה צריך לבדוק אם הכיס שלהם מלא חלב ניכר שזה תחלת ~[ט] ברייתה וכשרה ואם נמצא שם חלל ומקום ריק ניכר שהיו לה כליות אלא שנימוחו וטריפה.
"Shulchan Arukh, Yoreh De'ah 44:7",אם היו ג' כוליות או יותר והקטינו היתרות ונשארו שתים כהלכתן שלא הקטינו כשרה.
"Shulchan Arukh, Yoreh De'ah 44:8",יש מי שכתב דלובן בכוליא לקותא היא וכל שינוי מראה פוסל בה.
"Shulchan Arukh, Yoreh De'ah 44:9",כוליא שהאדימה כולה או מקצתה כשרה.
"Shulchan Arukh, Yoreh De'ah 44:10",~[י] אין טריפות בכוליא של עוף.
"Shulchan Arukh, Yoreh De'ah 45:1","בהמה ~[א] או עוף שניטל האם שהולד מונח בה כשרה. הגה: וכל שכן ניקב דכשר (ד""ע); ~[ב] ויש מחמירין לאסור בניקב או נימוק (תוס' ורוקח ועס""ק ג' והגהת ש""ד סימן פ""ח בשם א""ז ואו""ה כלל נ""ה) ויש להחמיר אם לא במקום הפסד מרובה."
"Shulchan Arukh, Yoreh De'ah 45:2","ניטלה שלחופית שמי רגלים נקוים לתוכה כשרה ויש אוסרין. (והכי נהוג להטריף אפילו בניקב) (טור בשם ר""ח והגהמ""י פ""ח מה""ש בשם התוספות ריש דף מ""ח ואגודה וכ""כ בהגהה ש""ד סימן פ""ח בשם א""ז וד""מ בשם מהרא""י ומהרש""ל בא""ו שלו סימן צ""ו בשם ראבי""ה ור""י)."
"Shulchan Arukh, Yoreh De'ah 46:1","ניקבו הדקין טריפה ואפילו ליחה שבהן סותמתן אינה סתימה ואפילו היא דבוקה בהן הרבה עד שאין יכול להוציא אלא ע""י הדחק. ואם ~[א] חלב טהור סותם ~[ב] כשרה שכל חלב טהור סותם טמא אינו סותם חוץ מקרום שעל הלב וחלב שעל גבי הכרכשתא (פי' מעי הדבוק בפי הטבעת) שאע""פ שהם טהורים אינם סותמים. וחלב חיה שכנגדו אסור בבהמה אינו סותם. והעוף כל שומן שלו סותם. הגה: ~[ג] ואינו סותם אלא ~[ד] באותו אבר שהשומן דבוק בו בתולדתו אבל אם סותם נקב של אבר אחר לא מקרי סתימה וטריפה (ב""י בשם תוספות והרא""ש והרשב""א)."
"Shulchan Arukh, Yoreh De'ah 46:2","יצאו הדקין לחוץ והוחזרו מאליהן כשרה. ואם החזירן ~[ה] אם נתהפכו אף ע""פ שלא ניקבו טריפה שאי אפשר שיחזירוה כמות שהיו אחר שנהפכו ואינה חיה; וה""ה ~[ו] אם לא יצאו ונמצאו מהופכין טריפה (ל' רמב""ם פ""ו מה""ש דט""ו). הגה: וכן אם נמצאו המעים בין עור לבשר ונמצא תפור שם יש לחוש שיצאו ונתהפכו. ~[ז] אבל אם לא נמצא שם תפירה ולא ניכר שם שנקרע ולא היה ניכר בה שום ריעותא כשרה (א""ו הארוך כלל נ""ה והגהת ש""ד סי' פ""ח בשם ראבי""ה)."
"Shulchan Arukh, Yoreh De'ah 46:3","הדרא דכנתא (פי' המעים דקין שסובבין סביב לשומן שלהם הנקרא אינטר""יליא) שניקב אחד לחבירו כשרה שחבירו מגין עליו. וא""צ לומר אם ניקב לכנתא שהכנתא חלב טהור הוא וסותם."
"Shulchan Arukh, Yoreh De'ah 46:4",מחט שנמצא בדקים טריפה דחיישינן שמא ניקב.
"Shulchan Arukh, Yoreh De'ah 46:5",חלחולת והוא מעי האחרון שהוא שוה בלא עיקום והרעי יוצא ממנו אם ניקב במשהו טריפה כמו שאר מעים. במה דברים אמורים שניקב לחלל הבטן; אבל אם ניקב במקום שהוא דבוק בין הירכים כשר ואפילו ניטל כל מקום הדבוק בין הירכים כשר והוא שישאר ממנו כמלא ארבע אצבעות בשור הגדול ובדקה לפי שיעור זה הגדול לפי גדלו והקטן לפי קטנו. ואם באותם ארבע אצבעות ניקב יד יש אוסרים במשהו ויש מכשירים עד שינטל רוב רחבו.
"Shulchan Arukh, Yoreh De'ah 46:6","אם סירכא יוצאת מהדקין או מאחד משאר איברים שנקובתן במשהו ונסרכת לדופן או למקום אחר כשר דלא אשכחן בועה וסירכא אלא בריאה. הגה: ומ""מ יש לדקדק שלפעמים ימצאו בועות הרבה ועל ידן נסתמו המעיים ואז הוא טריפה. ויש לבדוק ע""י קש או נוצה אם נסתמו (גם זה שם)."
"Shulchan Arukh, Yoreh De'ah 47:1","~[א] בהמה שנמצאו בה שתי מעיים טריפה; כגון שיש לה מעי יתר מתחלתו ועד סופו עד שנמצאו שני מעיים זה בצד זה מתחלה ועד סוף כמעי העוף או שהיה המעי יוצא כענף מן הבד והרי הוא מובדל בין בעוף בין בבהמה אבל אם חזר ונתערב עם המעי ונעשה אחד משני ראשיו ~[ב] והרי שניהם מובדלים באמצע הרי זה מותרת ואין כאן יתר. ויש אומרים שכשיוצא מהדקין מעי קטן כענף היוצא מן הבד אם בראש הקיבה מקום שהדקין יוצאין משם יש שלם כרוחב אצבע קודם שיתחיל זה המעי ליפרד וגם למטה לאחר שנתחבר עם שאר הדקין יש כרוחב אצבע שלם כשרה; ואם לאו שאין כאצבע שלם למעלה ולמטה טריפה וכן עיקר) (ב""י בשם הרשב""א ור""ן)."
"Shulchan Arukh, Yoreh De'ah 47:2",~[ג] במה דברים אמורים בבהמה אבל בעוף כיוצא בה כשר. ואפילו כמה ענפים יוצאים ממנו כשר) (רבינו ירוחם).
"Shulchan Arukh, Yoreh De'ah 47:3",מעי היוצא מבית הכוסות (פירוש סוף הכרס עשוי ככובע וקרוי בית הכוסות והמסס מחובר בו והמאכל נכנס מבית הכוסות להמסס והוא האצטומכא ולפי שמעכל המאכל נקרא המסס מענין כמסוס נוסס) (ישעיה י להמסס (כשרה; והיוצא מבית הכוסות לכרס) טריפה.
"Shulchan Arukh, Yoreh De'ah 47:4",אי אית לה תרי סניא דיבי טריפה ואי שפכי להדדי כשרה.
"Shulchan Arukh, Yoreh De'ah 47:5","הדרא דכנתא שיוצא מאמצעיתה יתרת שתלוי בדקין כמו מעי קטן ~[ד] כאורך אצבע כשרה. הגה: וכל זה דהיתרת סתום בראשו ואין הרעי יוצא ממנו אבל אם הוא פתוח בראשו טריפה דהרעי נופל לגוף (כך משמע ממרדכי ס""פ אלו טריפות וכ""ה בראב""ן סימן כ""א ובהג""ה שבסוף או""ה כלל נ""ה דין ו' והוא פשוט) ועוד דהוא נקיבת הדקין."
"Shulchan Arukh, Yoreh De'ah 48:1",קיבה (קיבה הוא כיס שבמעי הבהמה שהמאכל נכנס לכרס ובסוף הכרס שקורין פאנץ עשוי ככובע וקרוי בית הכוסות והמאכל נכנס מבית הכוסות להמסס ומהמסס לקיבה ומהקיבה לדקין) שניקבה טרפה. ~[א] ואם החלב שעל היתר סותם הנקב כשרה; אבל שעל הקשת אינו סותם.
"Shulchan Arukh, Yoreh De'ah 48:2","כרס שניקב טריפה ואין לו ~[ב] דבר ~[ג] שיסתום אותו שהרי החלב שעליו אסור. הגה: תולעים שנמצאו בכרס כשר דמן הפרש הן גדילים או הבהמה אכלה אותן (ש""ד סימן מ""ו)."
"Shulchan Arukh, Yoreh De'ah 48:3","בשר החופה את רוב הכרס והוא המקום מן הבטן שאם יקרע יצא הכרס אם נקרע בשר זה טריפה אע""פ שלא הגיע קרע זה לכרס עד שנראית אלא כיון שנקרע רוב עובי הבשר הזה או ניטל טריפה. וכמה שיעור הקרע הזה בארכו אורך טפח. ואם היתה בהמה קטנה ונקרע רוב אורך הבשר החופה את הכרס ~[ד] (*) אף על פי שאין באורך הקרע טפח טריפה הואיל ונקרע רובה."
"Shulchan Arukh, Yoreh De'ah 48:4",~[ה] אם נקדר הבשר הזה בעיגול או באורך אם היה יתר מכסלע והוא כדי שיכנס בו ג' גרעיני תמרה זו בצד זו בדוחק אם יש בה אוכל הנשאר סביבותיה כשאוכלין אותה או בריוח כשאין בהם שום אוכל כלל הרי זה טריפה שאם ימתח קרע זה יעמוד על טפח.
"Shulchan Arukh, Yoreh De'ah 48:5","אם נתמסמס בשר זה עד שהרופא גוררו חשוב כניטל. הגה: ואין אנו בקיאין בבשר שהרופא גוררו ולכן כל מקום שנשתנה מראית הבשר דינו כניטל. (מרדכי וב""י בשם הגהות מיימוני)."
"Shulchan Arukh, Yoreh De'ah 48:6",מחט שנמצא בחלל הקיבה או הכרס דינו כמחט שנמצא בבית הכוסות.
"Shulchan Arukh, Yoreh De'ah 48:7","המסס ובית הכוסות דבוקין זה בזה ואם ניקבו במקום חבורן אפילו הנקב מפולש מזה לזה כשרה. ואם הנקב בשאר צדדים שאינם דבוקים יחד אם הנקב מפולש מעבר אל עבר טריפה; ואם לאו כשרה בין בהמסס בין בבית הכוסות. הגה: ~[ו] ויש אוסרין בהמסס יד ~[ז] אפילו בלא נקב מפולש ~[ח] (טור בשם רש""י וא""ו הארוך ות""ה סימן קס""ה) ~[ט] והכי נהוג אם לא במקום הפסד מרובה שאז יש לסמוך אמכשירין."
"Shulchan Arukh, Yoreh De'ah 48:8","אם נמצא באחד מהם תחובה מחט או קוץ ולא ניקב מעבר אל עבר הופכין אותו ובודקין אותו מבחוץ אם נמצא עליו קורט דם בידוע שניקב כולו וטריפה ואם לאו ~[י] כשרה (תוס' והג""מיי פ""ו בשם סמ""ג וכל הפוסקים) אפילו לא נשאר רק מעט מעור החיצון שלא ניקב) והוא שלא מלחו ולא הדיחו ואפילו ראש העב שלו לצד חוץ. הגה: ויש מקילין להתיר אם לא ניקב מעבר לעבר והודח ונמלח כה או שנאבד ולא בדק מבחוץ אם היה עליו קורט דם (כך משמע בהגהות סמ""ק ורמב""ם ורא""ש דלקמן וע""פ) ויש לסמוך עלייהו במקום הפסד מרובה). ואם עבר המחט מעבר אל עבר ועודנו תחוב בו בודקים אותו אם נמצא קורט דם ~[יא] סביב המחט (וכל שכן עליו) (מרדכי ופוסקים והוא ש""ס ערוך פא""ט דף נ""א וכתובות דף ע""ו) בידוע שקודם שחיטה ניקב כולו וטריפה; ואם לאו אחר שחיטה דחק ועבר וכשרה כח אם לא מלחו ולא הדיחו דכיון שהמחט עודנו שם אילו עבר מחיים היה הדם סביבו. אבל כשאין המחט לפנינו אסור כשניקב כולו אפי' אין בו קורט דם. הגה: כל מקום שצריך בדיקה אם לא בדקוהו כגון שנאבד או לקחו המחט משם טריפה דהוי כאילו הדיחו ומלחו (רשב""א סימן תש""ס). יש אומרים דבזמן הזה דאין אנו בקיאין בבדיקות יש להטריף אם נקבה המחט משני צדדין אפילו לא נמצא קורט דם ולא חלודה דאין אנו סומכין בזה על בדיקתנו מאחר דניקב משני צדדין (א""ז והאו""ה) והכי נהוג. מחט או קוץ הנמצאים בהמסס ובית הכוסות בחללו ולא נתחב בהן כלל כשר בכל ענין לא ואין צריך שום בדיקה (הגהות מיימוני) לב ~[יב] ויש מקילין דאפי' בניקב המחט מצד אחד אין צריך לבדוק מבחוץ אם יש עליו קורט דם (רמב""ם והרא""ש) ויש לסמוך עלייהו אם הוא הפסד מרובה לד וא""א לבדוק כגון שנמלח או הודח או נאבד."
"Shulchan Arukh, Yoreh De'ah 48:9",אם נמצא עליה חלודה דינה כנמצא עליה קורט דם. הגה: לה וכן אם נמצא חלודה מבחוץ נגד המחט אם ניקב מצד אחד טריפה כאילו נמצא שם קורט דם (בית יוסף).
"Shulchan Arukh, Yoreh De'ah 48:10",זה שאמרנו מצד אחד כשרה היינו מבפנים כלפי הרעי דאי צד שבחוץ כלפי חלל הגוף אם לא ניקב כלל אלא שנמצא מחט בחלל הגוף לו טריפה.
"Shulchan Arukh, Yoreh De'ah 48:11","מחט שנמצאת בקורקבן וכולה נבלעת בעובי בשרו ונשאר כחצי אצבע מצד הכיס גם מצד החוץ שלא היתה המחט אוכלת ולא היה ניכר שום נקב לא לצד פנים ולא לצד חוץ לז תולין להקל. הגה: דהמחט בא מבפנים לח והוי כניקב מצד אחד לט ואם אין עליו קורט דם מבחוץ כשר (רשב""א) ~[יג] ויש מחמירין ואוסרין אפילו בכי האי גונא (הגהות ש""ד בשם מהר""ם וא""ו הארוך) (ויש לחוש לדבריהם אם לא בהפסד מרובה)."
"Shulchan Arukh, Yoreh De'ah 48:12",קטן שמצא מחט תחוב בכרס יש להחמיר ולאסור על פיו אם הוא חריף לידע ולכוין בדברים אלו.
"Shulchan Arukh, Yoreh De'ah 49:1",הקורקבן יש לו ב' עורות ניקב זה בלא זה כשרה עד שינקבו שניהם זה כנגד זה אבל אם נקבו זה שלא כנגד זה כשרה.
"Shulchan Arukh, Yoreh De'ah 49:2","ניקב ושומן שעליו סותמו כשר. הגה: וכ""ש אם לא ניקבו כל שני העורות אע""פ שלא נשאר רק מעט מעור החיצון שלא ניקב שכשר (תה""ד סוף סימן קס""ה)."
"Shulchan Arukh, Yoreh De'ah 49:3","אם נמצא מחט תחוב בו מבפנים דינו כדין מחט שנמצא בהמסס ובית הכוסות. הגה: אם המחט נמצא בעובי הבשר ולא ניכר מבפנים ולא מבחוץ עיין לעיל סימן מ""ח."
"Shulchan Arukh, Yoreh De'ah 49:4","זה שהכשרנו בניקב עור חיצון לבדו דוקא בניקב מעצמו מחמת חולי דאי מחמת קוץ או מחט טריפה דחיישינן שמא ניקב אחד מהאברים הפנימיים שנקובתן במשהו. ואם לא היה מכיר אם הנקב מחמת קוץ או אם הוא מחמת חולי תולין להקל (ד""ע ואהל מועד)."
"Shulchan Arukh, Yoreh De'ah 49:5",אם תולעים יוצאים מהקורקבן כשרה דלאחר שחיטה פריש.
"Shulchan Arukh, Yoreh De'ah 50:1","כל אלו הנקבים אם יש במה לתלות כמו בטבח או בזאב שנטלן תולין בהם ואם אין דבר לתלות בו וספק אם ניקב מחיים אם לאו נוקבין נקב אצלו ומדמין זה לזה ואפילו אין דומים אם משמשו בידים בנקב הספק ימשמשו גם בנקב שעושין לדמותו בו אם דומים לאחר משמוש כשרה. ואין מדמין אלא בכרס ובדקין אבל לא בלב וטחול וקורקבן. הגה: ועיין לעיל סימן ל""ו כיצד נוהגין. ג ~[א] כל מקום שאין יכולין לתלות שנעשה לאחר שחיטה אע""פ שהוא טריפות שיש לו בדיקה אם לא בדקוהו או שאין יכולין לבדוק הרי הוא כספק טריפה ואוסרין אותה. ולא אמרינן נשחטה הותרה אלא בדבר שנוכל לומר שנעשה הריעותא לאחר שחיטה דלא יצאתה מחזקתה מחיים."
"Shulchan Arukh, Yoreh De'ah 50:2","כל אבר שאמרנו שאם ניקב במשהו טריפה כך אם ניטל כולו טריפה בין שניטל בחולי או ביד בין שנברא חסר. וכן אם נברא בשני איברים מאותו אבר טריפה שכל היתר כנטול חשוב חוץ מטחול שניטל כשר וניקב בסומכיה טריפה). (טור). וכל שאמרנו בו אם נברא חסר טריפה כל שכן אם ניטל ביד. וכל שאמרנו בו אם ניטל טריפה הוא הדין לנברא חסר ויש מכשירין בזה. (~[ב] ובהפסד מרובה יש לסמוך אמכשירין) (ד""ע)."
"Shulchan Arukh, Yoreh De'ah 50:3",כל אבר שנקיבתו או חסרונו או נטילתו פוסל אם נתמסמס פסול. הגה: ואנן שאין אנו בקיאין כל שנשתנה מראית הבשר לריעותא הוי כניקב שם (הגהות מיימוני ומרדכי).
"Shulchan Arukh, Yoreh De'ah 51:1","קוץ ~[א] או מחט שניקב לחלל הבהמה או העוף חיישינן שמא ניקב אחד מהמקומות שנקובתן במשהו וטריפה. ולפיכך כל האברים ששנינו בהם שאם ניקב מצד אחד כשר כלב ועובי בית הכוסות וקורקבן אם הנקב מצד חוץ דוקא כשניקב מחמת חולי אבל אם הוא מחמת מחט או קוץ טריפה. הגה: ~[ב] ואם הוא ספק אם נעשה ע""י חולי או קוץ ומחט כשר (ב""י בשם אוהל מועד) ועיין לעיל סי' מ""ט. וכל שכן שיש להכשיר כהאי גוונא בניקב העור והבשר עד החלל. ומיהו אם ניקב בקוץ לפנינו ונשחטה הבהמה ונמצא הקוץ תחוב לפנינו מדופן הבהמה לאחד מהאיברים נראין הדברים שלא ניקב במקום אחר לפיכך אם פגע בלב וכיוצא בו ולא ניקב לבית חללו כשרה."
"Shulchan Arukh, Yoreh De'ah 51:2","הא דמטרפינן (דוקא) בקוץ או מחט שהם דקים (וא""א לבדוק אחר נקב משהו) אבל בקנה וכיוצא בו כשר ע""י בדיקת האיברים שנקובתן במשהו."
"Shulchan Arukh, Yoreh De'ah 51:3",אם הקוץ או המחט לא ניקבו לחלל ~[ג] אפילו כולו טמון בבשר כגון בירך שהיא עבה כשרה אפילו צד העבה של מחט כלפי פנים.
"Shulchan Arukh, Yoreh De'ah 51:4","הלעיטה דבר שנוקב בני מעיה כגון קורט של חלתית (פי' הערוך אס""ה פיטיד""א בלע""ז ובלשון ישמעאל חלתית) וכיוצא בו טריפה. ואם הוא דבר שספק אם נוקב טריפה מספק."
"Shulchan Arukh, Yoreh De'ah 52:1","עוף שנפל לאור ונחמרו בני מעיו ונשתנו הלב וקורקבן וכבד שדרכם להיות אדומים ~[א] והוריקו ככרתי או המעים שדרכן להיות ירוקים האדימו טריפה אפילו במשהו מהם שנשתנו ואפילו לא הגיעו לחלל כיון שנשתנו מחמת מכות אש סופן לינקב. ~[ב] והכבד אין השינוי אוסר בו אלא א""כ נשתנה כנגד המעים דהיינו בראש הדק שלו וכלפי פנים או אם הוריק כנגד המרה או כנגד כל מקום חיותה. אבל ~[ג] הריאה אין חוששין לה מפני שצלעותיה מגינות עליה. הגה: ~[ד] וטחול ~[ה] שהוריקה בסומכיה אפילו רק משהו טריפה שסופו לינקב (ב""י לדעת הרשב""א)."
"Shulchan Arukh, Yoreh De'ah 52:2",הא דשינוי פוסל באיברים אלו דוקא כשעמדו בשינוייהם אחר ששלקן אבל אם שלקן וחזרו למראיהן כשר.
"Shulchan Arukh, Yoreh De'ah 52:3",אם לא נשתנו איברים אלו ואירע ששלקן ונשתנו טריפה כיון שנפלה לאור.
"Shulchan Arukh, Yoreh De'ah 52:4",אין ירקות פוסל ~[ו] בכבד של עוף בייתי שיש במינו מדבריי שכל המדבריים כבדן ירוק ככרתי.
"Shulchan Arukh, Yoreh De'ah 52:5",נפלה לאור ואין ידוע אם נחמרו בני מעיה צריכה בדיקה. ואי ליתא קמן למבדקה אסורה.
"Shulchan Arukh, Yoreh De'ah 52:6","נמצא שינוי באחד מאיברים אלו אע""פ שאין ידוע לנו שנפלה לאור טריפה. הגה: ויש מכשירין כל זמן דלא ידעינן שנפלה לאור יד אלא תלינן השינוי בדבר אחר (ר""ן ומרדכי בשם ראבי""ה ורש""י ומהרא""י בשער ל""ב ורא""ש וע""פ) ויש לסמוך עלייהו."
"Shulchan Arukh, Yoreh De'ah 52:7","אין טריפות שינוי איברים אלו פוסל אלא בעוף אבל בבהמה אין שינוי איברים אלו פוסל אפילו ידענו שנפלו לאור. הגה: ויש אוסרין גם בבהמה בידוע שנפלה לאור ונשתנו מעיה והכי נהוג (מרדכי והג""א בשם כמה גדולים ורשב""א וראב""ד ואו""ה)."
"Shulchan Arukh, Yoreh De'ah 53:1","~[א] נשמטו ידי הבהמה מעיקרם או שנשתברו או נחתכו לגמרי או שיש לה ג' ידים כשרה. אבל העצם (הנשבר) עצמו עם מעט למעלה מן השבירה) אסור כשנשבר אם אין עור ובשר חופין את רובו. הגה: ויש מטריפין גם הבהמה אם נשמט (ש""ד והג""מ וע""פ) או נשבר סמוך לגוף (הג""א פ' המקשה) ורואין שנצרר הדם מעבר לצלעות שרואין שעברה המכה תוך הגוף (כן משמע מאיסור והיתר הארוך כלל נ' דין ו’) והכי נהוג. אבל אין לחוש לזה כל זמן שאין רואין שנצרר הדם ואין צריך בדיקה (נלמד מעוף דסעיף ."
"Shulchan Arukh, Yoreh De'ah 53:2","וכן בעוף אם נחתכו או נשברו אגפיו כשרה אפילו נשברו סמוך לחיבורו לגוף והוא ששבר העצם החיצון לא יהא בו עוקץ שאם היה בו עוקץ תבדק הריאה. הגה: ~[ב] ויש אוסרין אם נשבר סמוך לגוף ואומרים דדינו כשמוט (הגהות מיימוני) והמנהג הפשוט שנהגו לשער כרוחב אגודל אפי' בצמצום כשר (אגור ואגודה וכ""כ בש""ג שכן נוהגין) אם לא שרואה שנצרר הדם מעבר לצלעות אבל אין חוששין לזה ומכשירין מסתמא (מהרי""ק ות""ה סימן ק""צ) ואין חלוק אם עוקץ בשבירה או לא מאחר שרחוק מן הגוף. אבל אם אין רוחב אגודל בין מקום השבירה לגוף אז הוא טריפה בכל ענין ולא מהני בדיקת הריאה דאין אנו בקיאין בבדיקה (ש""ד וארוך כלל נ' ד""ז ומהרי""ל ואגור) בכל מקום דאיכא ריעותא והכי נהוג."
"Shulchan Arukh, Yoreh De'ah 53:3",נשמטו אגפיו אפילו אחד מהם מעיקרו חוששין שמא ניקבה הריאה וצריך לנפחה לבדקה אם היא שלימה כשרה ואם לאו טריפה.
"Shulchan Arukh, Yoreh De'ah 53:4","נמצא הגף שבור ואינו יודע אם קודם שחיטה נשבר או אחר כך טריפה. הגה: ויש מכשירין מכח יד ספק ספיקא ספק שמא נשבר אחר שחיטה ואם תמצא לומר קודם שחיטה שמא לא ניקבה הריאה (איסור והיתר הארוך) ויש לסמוך ע""ז להכשיר בנשבר דהא יש מכשירין בלא""ה (ד""ע) אבל כשנמצא שמוט ולא ידעינן אי קודם שחיטה או לאחר שחיטה יש להחמיר ולאסור. ועיין לקמן סוף סימן ק""י."
"Shulchan Arukh, Yoreh De'ah 53:5",עוף שהיה לו מכה עמוקה תחת הכנף כנגד הריאה ושמו נוצה על המכה ונפחו דרך הגרגרת בקש דק ולא יצא הרוח ימלא מקום המכה מים וינפח בקש דרך הגרגרת אם יבצבצו המים טריפה.
"Shulchan Arukh, Yoreh De'ah 54:1","הבהמה יש לה כ""ב צלעות גדולות שיש בהן מוח י""א מכאן וי""א מכאן וכל אחת תקועה בחוליא שלה ולמטה מהן יש עוד צלעות קטנות שאין בהם מוח ולאחר שכלו כל הצלעות יש חוליות שאין צלעות תקועות בהן נשברו רובן של כ""ב הגדולות מחציין ולמעלה כלפי השדרה בין ששה מצד זה וששה מצד זה או י""א מצד זה ואחד מצד השני טריפה. ואם נעקרו מהחוליא והחוליא קיימת הוי כאלו נשתברו."
"Shulchan Arukh, Yoreh De'ah 54:2",נשתברו צלעות הקטנות שאין בהם מוח כשרה.
"Shulchan Arukh, Yoreh De'ah 54:3","~[א] נעקר מהצלעות גדולות צלע וחצי חוליא עמה טריפה. הגה: ודוקא נעקרה ~[ב] אבל אם אירע כך חסירה כשר. וה""ה אם יתירה חוליא אחת אפילו עם ב' צלעות כגון שנמצאו י""ב צלעות גדולות שיש בהן מוח כשר (ת""ה סימן קע""ז) וכן אם נמצאו בצד אחד ט""ו צלעות ובצד אחד כתקונו (רשב""א שצ""ו)."
"Shulchan Arukh, Yoreh De'ah 54:4",נעקרה חוליא אחת כולה אפילו מאותן שאין בהם צלעות טריפה. הגה: ואפי' הוא למטה במקו' שאין פסיקת חוט השדרה פוסל שם. (טור).
"Shulchan Arukh, Yoreh De'ah 54:5",אם נשברה השדרה ולא נפסק חוט השדרה כשרה.
