Index Title,Rashi on Numbers
Rashi on Numbers 7:89:1,"<b> ובבא משה.</b> שני כתובים המכחישים זה את זה בא שלישי והכריע ביניהם כתוב אחד אומר <small>(ויקרא א, א)</small> וידבר ה' אליו מאהל מועד והוא חוץ לפרכת וכתוב אחד אומר <small>(שמות כה, כב)</small> ודברתי אתך מעל הכפרת בא זה והכריע ביניהם משה בא אל אהל מועד ושם שומע את הקול הבא מעל הכפרת <small>(ספרי שם)</small>: <b>מבין שני הכרובים.</b> הקול יוצא מן השמים לבין שני הכרובים ומשם יצא לאהל מועד:"
Rashi on Numbers 7:89:2,<b>וישמע את הקול.</b> יכול קול נמוך תלמוד לומר את הקול הוא הקול שנדבר עמו בסיני וכשמגיע לפתח היה נפסק ולא היה יוצא חוץ לאהל <small>(במדבר רבה. ספרי שם)</small>:
Rashi on Numbers 7:89:3,<b>מדבר.</b> כמו מתדבר כבודו של מעלה לומר כן מדבר בינו לבין עצמו ומשה שומע מאליו:
Rashi on Numbers 7:89:4,"<b>וידבר אליו.</b> למעט את אהרן מן הדברות <small>(ספרי נח)</small>: 
"
Rashi on Numbers 7:89:5,
Rashi on Numbers 7:89:6,
Rashi on Numbers 8:2:1,"<b> בהעלתך.</b> למה נסמכה פרשת המנורה לפרשת הנשיאים. לפי שכשראה אהרן חנוכת הנשיאים חלשה אז דעתו כשלא היה עמהם בחנוכה לא הוא ולא שבטו אמר לו הקב""ה חייך שלך גדולה משלהם שאתה מדליק ומטיב את הנרות: "
Rashi on Numbers 8:2:2,"<b>בהעלתך.</b> °על שם שהלהב עולה כתוב בהדלקתן לשון עליה שצריך להדליק עד שתהא שלהבת עולה מאליה <small>(שבת כא, א)</small> ועוד דרשו רבותינו <small>(ספרי נט)</small> מכאן °שמעלה היתה לפני המנורה °שעליה הכהן עומד ומטיב: "
Rashi on Numbers 8:2:3,<b>אל מול פני המנורה. </b>אל מול נר האמצעי שאינו בקנים אלא בגוף של מנורה:
Rashi on Numbers 8:2:4,<b>יאירו שבעת הנרות.</b> ששה שעל ששת הקנים שלשה המזרחיים פונים למול האמצעי °הפתילות שבהן וכן שלשה המערביים ראשי הפתילות למול האמצעי ולמה כדי שלא יאמרו לאורה הוא צריך <small>(תנחומא בהעלתך ה)</small>:
Rashi on Numbers 8:3:1,<b> ויעש כן אהרן.</b> °להגיד שבחו של אהרן שלא שינה <small>(ספרי בהעלתך ס)</small>:
Rashi on Numbers 8:4:1,"<b> וזה מעשה המנורה. </b>שהראהו הקב""ה באצבע °לפי שנתקשה בה לכך נאמר וזה <small>(שם סא)</small>: "
Rashi on Numbers 8:4:2,"<b>מקשה. </b>בטדי""ץ בלע""ז לשון דא לדא נקשן <small>(דניאל ה, ו)</small> °עשת של ככר זהב היתה ומקיש בקורנס וחותך °בכשיל לפשט איבריה כתקונן ולא נעשית איברים איברים על ידי חבור: "
Rashi on Numbers 8:4:3,<b>עד ירכה עד פרחה.</b> ירכה היא השידה שעל הרגלים חלול כדרך מנורות כסף שלפני השרים:
Rashi on Numbers 8:4:4,<b>עד ירכה עד פרחה.</b> כלומר °גופה של מנורה כולה וכל התלוי בה:
Rashi on Numbers 8:4:5,<b>עד ירכה.</b> שהוא אבר גדול:
Rashi on Numbers 8:4:6,"<b>עד פרחה.</b> שהוא °מעשה דק שבה הכל מקשה ודרך עד לשמש בלשון זה כמו <small>(שופטים טו, ה)</small> מגדיש ועד קמה ועד כרם זית: 
"
Rashi on Numbers 8:4:7,"<b>כמראה אשר הראה וגו'.</b> °כתבנית אשר הראהו בהר כמו שנאמר <small>(שמות כה, מ)</small> וראה ועשה בתבניתם וגו' <small>(ספרי שם)</small>: "
Rashi on Numbers 8:4:8,"<b>כן עשה את המנורה.</b> °מי שעשאה ומדרש אגדה <small>(תנחומא בהעלתך ג)</small> על ידי הקב""ה °נעשית מאליה: "
Rashi on Numbers 8:6:1,<b> קח את הלוים.</b> °קחם בדברים אשריכם שתזכו להיות שמשים למקום <small>(מדרש אגדה)</small>:
Rashi on Numbers 8:7:1,<b> הזה עליהם מי חטאת. </b>של אפר הפרה °מפני טמאי מתים שבהם:
Rashi on Numbers 8:7:2,<b>והעבירו תער.</b> מצאתי בדברי רבי משה הדרשן לפי שנתנו כפרה על הבכורות °שעבדו עבודת אלילים והיא קרויה זבחי מתים והמצורע קרוי מת הזקיקם תגלחת כמצורעים:
Rashi on Numbers 8:8:1,<b> ולקחו פר בן בקר.</b> והוא עולה כמו שנאמר ועשה את האחד עולה והוא קרבן צבור בעבודת אלילים:
Rashi on Numbers 8:8:2,"<b>ופר שני.</b> °מה תלמוד לומר שני לומר לך מה עולה לא נאכלת אף חטאת לא נאכלת (עד כאן דברי רבי מאיר) <small>(הוריות ה, ב)</small> °ובזו יש סמך לדבריו בתורת כהנים <small>(ויקרא חובה פ""ג ד)</small> ואומר אני °שהוראת שעה היתה ששעיר היה להם להביא לחטאת עבודת אלילים עם פר העולה: "
Rashi on Numbers 8:9:1,<b> והקהלת את כל עדת.</b> לפי שהלוים נתונים קרבן כפרה תחתיהם יבואו °ויעמדו על קרבנם ויסמכו את ידיהם עליהם <small>(מדרש אגדה)</small>:
Rashi on Numbers 8:11:1,"<b> והניף אהרן את הלוים תנופה.</b> כדרך שאשם מצורע °טעון תנופה חי <small>(ויקרא יד, ב. מדרש אגדה)</small>. °שלש תנופות נאמרו בפרשה זו הראשונה לבני קהת לכך נאמר בם והיו לעבוד את עבודת ה' לפי שעבודת קדש הקדשים עליהם הארון והשלחן וגו'. השניה לבני גרשון לכך נאמר בם תנופה לה' שאף עליהם היתה עבודת הקודש יריעות וקרשים (צריך לומר וקרסים דאלו קרשים ביד משא בני מררי) הנראות בבית קודש הקדשים והשלישית לבני מררי <small>(מדרש אגדה)</small>: 
"
Rashi on Numbers 8:16:1,<b> נתנים נתנים.</b> נתונים למשא נתונים לשיר <small>(שם)</small>:
Rashi on Numbers 8:16:2,"<b>פטרת.</b> פתיחת: 
"
Rashi on Numbers 8:17:1,<b> כי לי כל בכור.</b> שלי היו הבכורות בקו הדין °שהגנתי עליהם בין בכורי מצרים ולקחתי אותם לי עד שטעו בעגל ועכשיו ואקח את הלוים:
Rashi on Numbers 8:19:1,"<b> ואתנה וגו'.</b> °ה' פעמים נאמר בני ישראל במקרא זה להודיע חבתן שנכפלו אזכרותיהן במקרא אחד כמנין ה' חומשי תורה וכך ראיתי בב""ר <small>(ויק""ר ב, ד)</small>: "
Rashi on Numbers 8:19:2,<b>ולא יהיה בבני ישראל נגף.</b> שלא יצטרכו °לגשת אל הקדש שאם יגשו יהיה נגף:
Rashi on Numbers 8:20:1,<b> ויעש משה ואהרן וכל עדת וגו'.</b> משה העמידן ואהרן הניפם °וישראל סמכו את ידיהם:
Rashi on Numbers 8:22:1,"<b> כאשר צוה ה' וגו' כן עשו.</b> להגיד שבח העושין והנעשה בהם °שאחד מהן לא עכב: 
"
Rashi on Numbers 8:24:1,"<b> זאת אשר ללוים.</b> שנים פוסלים בהם ואין המומין פוסלים בהם <small>(ספרי סב. חולין כד, א)</small>: "
Rashi on Numbers 8:24:2,"<b>מבן חמש ועשרים.</b> ובמקום אחר אומר <small>(במדבר ד, ג)</small> מבן שלשים שנה הא כיצד מבן כ""ה בא ללמוד הלכות עבודה ולומד חמש שנים ובן ל' עובד מכאן לתלמיד שלא ראה °סימן יפה במשנתו בחמש שנים ששוב אינו רואה <small>(חולין שם)</small>: "
Rashi on Numbers 8:25:1,<b> ולא יעבוד עוד.</b> עבודת משא °בכתף אבל חוזר הוא לנעילת שערים ולשיר ולטעון עגלות <small>(ספרי סג)</small> וזהו ושרת את אחיו עם אחוהי כתרגומו:
Rashi on Numbers 8:26:1,<b> לשמר משמרת.</b> לחנות סביב לאהל ולהקים ולהוריד בשעת המסעות:
Rashi on Numbers 9:1:1,"<b> בחדש הראשון.</b> פרשה שבראש הספר <small>(לעיל א, א)</small> °לא נאמרה עד אייר למדת שאין סדר מוקדם ומאוחר בתורה <small>(פסחים ו, ב)</small> ולמה לא פתח בזו מפני שהוא גנותן של ישראל <small>(ספרי סד)</small> °שכל ארבעים שנה שהיו ישראל במדבר לא הקריבו אלא פסח זה בלבד: "
Rashi on Numbers 9:2:1,"<b> במועדו.</b> אף בשבת במועדו °אף בטומאה <small>(שם)</small>: 
"
Rashi on Numbers 9:3:1,"<b> ככל חקתיו.</b> אלו מצות שבגופו שה תמים זכר בן שנה <small>(פסחים צה, א)</small>: "
Rashi on Numbers 9:3:2,"<b>וככל משפטיו.</b> °אלו מצות שעל גופו ממקום אחר כגון שבעת ימים למצה ולביעור חמץ. (ס""א מצות שבגופו. שה תמים זכר בן שנה. שעל גופו. צלי אש ראשו על כרעיו ועל קרבו. שחוץ לגופו. מצה וביעור חמץ): "
Rashi on Numbers 9:4:1,"<b> וידבר משה וגו'.</b> מה תלמוד לומר והלא כבר נאמר <small>(ויקרא כג, מד)</small> וידבר משה °את מועדי ה' אלא כששמע פרשת מועדים מסיני אמר להם וחזר והזהירם בשעת מעשה <small>(ספרי סו)</small>: "
Rashi on Numbers 9:6:1,<b> לפני משה ולפני אהרן.</b> כששניהם יושבין בבית המדרש באו ושאלום ולא יתכן לומר זה אחר זה שאם משה לא היה יודע אהרן מנין לו <small>(ספרי סח)</small>:
Rashi on Numbers 9:7:1,"<b> למה נגרע.</b> °אמר להם אין קדשים קרבים בטומאה אמרו לו יזרק הדם עלינו בכהנים טהורים ויאכל הבשר לטמאים (ס""א לטהורים כן גירסת רא""ם) אמר להם עמדו ואשמעה כתלמיד המובטח לשמוע מפי רבו. אשרי ילוד אשה שכך מובטח שכל זמן שהיה רוצה היה מדבר עם השכינה <small>(סנהדרין פ""ק)</small> °וראויה היתה פרשה זו להאמר על ידי משה כשאר כל התורה כולה אלא שזכו אלו שתאמר על ידיהן שמגלגלין זכות על ידי זכאי <small>(ספרי שם)</small>: "
Rashi on Numbers 9:10:1,"<b> או בדרך רחקה.</b> נקוד עליו לומר לא שרחוקה ודאי אלא °שהיה חוץ לאסקופת העזרה כל זמן שחיטה <small>(פסחים צג, ב. ספרי סט)</small>. פסח שני °מצה וחמץ עמו בבית ואין שם יום טוב ואין איסור חמץ אלא עמו באכילתו <small>(פסחים צה, א)</small>: 
"
Rashi on Numbers 9:14:1,"<b> וכי יגור אתכם גר ועשה פסח.</b> יכול כל המתגייר יעשה פסח מיד תלמוד לומר חקה אחת וגו' אלא כך משמעו וכי יגור אתכם גר ובא עת לעשות פסח עם חביריו כחקה וכמשפט יעשה <small>(פסחים צג. ספרי עא)</small>: 
"
Rashi on Numbers 9:15:1,"<b> המשכן לאהל העדות.</b> °המשכן העשוי להיות אהל ללוחות העדות: 
"
Rashi on Numbers 9:15:2,"<b>יהיה על המשכן.</b> כמו הֹוֶה על המשכן °וכן כל לשון הפרשה: 
"
Rashi on Numbers 9:17:1,"<b> העלות הענן.</b> כתרגומו °אסתלקות וכן ונעלה הענן ולא יתכן לכתוב ולפי עלות הענן ועלה הענן שאין זה לשון סלוק אלא צמוח ועלייה כמו <small>(מלכים־א יח, מד)</small> והנה עב קטנה ככף איש עולה מים: "
Rashi on Numbers 9:18:1,"<b> על פי ה' יסעו. </b>שנינו במלאכת המשכן <small>(פי""ג)</small> כיון שהיו ישראל נוסעים היה עמוד הענן מתקפל ונמשך על גבי בני יהודה כמין קורה תקעו והריעו ותקעו ולא היה מהלך עד שמשה אומר <small>(להלן י, לה)</small> קומה ה' ונסע דגל מחנה יהודה °זו בספרי <small>(פד)</small>: "
Rashi on Numbers 9:18:2,"<b>ועל פי ה' יחנו.</b> כיון שהיו ישראל חונים עמוד הענן מתמר ועולה ונמשך על גבי בני יהודה כמין סוכה ולא היה נפרש עד שמשה אומר <small>(להלן י, לו)</small> שובה ה' רבבות אלפי ישראל הוי אומר על פי ה' וביד משה <small>(מלאכת המשכן פי""ד)</small>: "
Rashi on Numbers 9:20:1,<b> ויש.</b> כלומר ופעמים:
Rashi on Numbers 9:20:2,"<b>ימים מספר.</b> ימים מועטים: 
"
Rashi on Numbers 9:22:1,"<b> או ימים.</b> שנה °כמו <small>(ויקרא כה, כט)</small> ימים תהיה גאולתו: "
Rashi on Numbers 10:2:1,"<b> עשה לך.</b> (שיהיו תוקעין לפניך כמלך <small>(דברים לג, ה)</small> ויהי בישורון מלך): "
Rashi on Numbers 10:2:2,<b>עשה לך. </b>משלך:
Rashi on Numbers 10:2:3,<b>עשה לך.</b> (אתה עושה ומשתמש בהם ולא אחר) <small>(שם)</small>:
Rashi on Numbers 10:2:4,<b>למקרא העדה. </b>כשתרצה לדבר עם הסנהדרין ושאר העם ותקראם לאסוף אליך תקראם על ידי חצוצרות:
Rashi on Numbers 10:2:5,"<b>ולמסע את המחנות.</b> °בשעת סלוק מסעות תתקעו בהם לסימן נמצאת אתה אומר על פי שלשה היו נוסעים על פי הקב""ה ועל פי משה ועל פי חצוצרות <small>(מלאכת המשכן פי""ג)</small>: "
Rashi on Numbers 10:2:6,<b>מקשה.</b> מהעשת תעשה בהקשת הקורנס <small>(ספרי עב)</small>:
Rashi on Numbers 10:3:1,"<b> ותקעו בהן.</b> בשתיהן והוא סימן למקרא העדה שנאמר ונועדו אליך כל העדה אל פתח אהל מועד: 
"
Rashi on Numbers 10:4:1,<b> ואם באחת יתקעו.</b> הוא סימן למקרא הנשיאים שנאמר ונועדו אליך הנשיאים °ואף הן יעידתן אל פתח אהל מועד °ומגזרה שוה הוא בא בספרי <small>(עג)</small>:
Rashi on Numbers 10:5:1,"<b> ותקעתם תרועה.</b> סימן מסע המחנות °תקיעה תרועה ותקיעה כך הוא נדרש בספרי <small>(שם)</small> מן המקראות היתרים <small>(ר""ה לה)</small>: "
Rashi on Numbers 10:7:1,<b> ובהקהיל את הקהל וגו'.</b> °לפי שהוא אומר והיו לך למקרא העדה ולמסע את המחנות מה מקרא העדה תוקע בשני כהנים ובשתיהן שנאמר ותקעו בהן וגו' אף מסע המחנות בשתיהם °יכול מה מסע המחנות תוקע ומריע ותוקע אף מקרא העדה תוקע ומריע ותוקע ומעתה אין חילוק בין מקרא העדה למסע את המחנות תלמוד לומר ובהקהיל את הקהל וגו' לומר שאין תרועה למקרא העדה והוא הדין לנשיאים הרי סימן לשלשתם מקרא העדה בשתים ושל נשיאים באחת וזו וזו אין בהם תרועה ומסע המחנות בשתים על ידי תרועה ותקיעה <small>(ספרי עד)</small>:
Rashi on Numbers 10:8:1,"<b> ובני אהרן יתקעו.</b> במקראות ובמסעות הללו: 
"
Rashi on Numbers 10:10:1,<b> על עלתיכם.</b> °בקרבן צבור הכתוב מדבר <small>(ספרי עז. ערכין יא)</small>:
Rashi on Numbers 10:10:2,<b>אני ה' אלהיכם.</b> מכאן למדנו מלכיות עם זכרונות ושופרות שנאמר °ותקעתם הרי שופרות לזכרון הרי זכרונות אני ה' אלהיכם זו מלכיות וכו' <small>(ספרי שם)</small>:
Rashi on Numbers 10:11:1,"<b> בחדש השני.</b> נמצאת אתה אומר °שנים עשר חודש חסר י' ימים עשו בחורב שהרי בראש חודש סיון חנו שם <small>(שמות יט, א)</small> ולא נסעו עד עשרים באייר לשנה הבאה <small>(סדר עולם פ""ח)</small>: "
Rashi on Numbers 10:12:1,<b> למסעיהם.</b> כמשפט המפורש למסע דגליהם מי ראשון ומי אחרון:
Rashi on Numbers 10:12:2,<b>במדבר פארן.</b> °קברות התאוה במדבר פארן היה ושם חנו °ממסע זה:
Rashi on Numbers 10:17:1,"<b> והורד המשכן.</b> כיון שנוסע דגל יהודה נכנסו אהרן ובניו ופרקו את הפרכת וכסו בה את הארון שנאמר <small>(במדבר ד, ה)</small> ובא אהרן ובניו בנסוע המחנה ובני גרשון ובני מררי פורקין המשכן וטוענין אותו בעגלות והארון וכלי הקדש של משא בני קהת עומדים מכוסין ונתונין על המוטות עד שנסע דגל מחנה ראובן ואחר כך ונסעו הקהתים <small>(מלאכת המשכן פי""ג. תנחומא במדבר יב)</small>: "
Rashi on Numbers 10:21:1,<b> נשאי המקדש.</b> נושאי דברים המקודשים:
Rashi on Numbers 10:21:2,"<b>והקימו את המשכן.</b> בני גרשון ובני מררי °שהיו קודמים להם °מסע שני דגלים היו מקימין את המשכן כשהיה הענן שוכן וסימן החנייה נראה בדגל מחנה יהודה והם חונים ועדיין בני קהת באים מאחריהם עם שני דגלים האחרונים היו בני גרשון ובני מררי מקימין את המשכן וכשבאים בני קהת מוצאים אותו על מכונו ומכניסין בו הארון והשלחן והמנורה והמזבחות וזהו משמעות המקרא והקימו מקימי המשכן אותו עד טרם בואם של בני קהת: 
"
Rashi on Numbers 10:25:1,"<b> מאסף לכל המחנות.</b> תלמוד ירושלמי <small>(עירובין ה, א)</small> לפי שהיה שבטו של דן מרובה באוכלוסין היה נוסע באחרונה וכל מי שהיה מאבד דבר היה מחזירו לו. אתיא כמאן דאמר °כתיבה היו מהלכין ומפיק לה מן <small>(במדבר ב, יז)</small> כאשר יחנו כן יסעו. °ואית דאמרי כקורה היו מהלכין ומפיק לה מן מאסף לכל המחנות: "
Rashi on Numbers 10:28:1,"<b> אלה מסעי.</b> °זה סדר מסעיהם: 
"
Rashi on Numbers 10:28:2,<b>ויסעו.</b> °ביום ההוא נסעו:
Rashi on Numbers 10:29:1,"<b> חובב.</b> °הוא יתרו שנאמר <small>(שופטים ד, יא)</small> מבני חובב חותן משה ומה תלמוד לומר <small>(שמות ב, יח)</small> ותבאנה אל רעואל אביהן מלמד שהתינוקות קורין לאבי אביהן אבא ושמות הרבה היו לו יתר על שם שיתר פרשה אחת בתורה חובב על שחבב את התורה וכו' <small>(ספרי עח)</small>: "
Rashi on Numbers 10:29:2,<b>נסעים אנחנו אל המקום.</b> מיד °עד ג' ימים אנו נכנסין לארץ שבמסע זה הראשון נסעו על מנת להכנס לארץ ישראל אלא שחטאו במתאוננים ומפני מה שתף משה עצמו עמהם שעדיין לא נגזרה גזרה עליו °וכסבור שהוא נכנס <small>(ספרי שם)</small>:
Rashi on Numbers 10:30:1,<b> אל ארצי ואל מולדתי.</b> °אם בשביל נכסי אם בשביל משפחתי <small>(ספרי עט)</small>:
Rashi on Numbers 10:31:1,<b> אל נא תעזב.</b> אין נא אלא לשון בקשה °שלא יאמרו לא נתגייר יתרו מחבה סבור היה שיש לגרים חלק בארץ עכשיו שראה שאין להם חלק הניחם והלך לו <small>(שם פ)</small>:
Rashi on Numbers 10:31:2,<b>כי על כן ידעת חנתנו במדבר.</b> כי נאה לך לעשות זאת על אשר ידעת חנותנו במדבר וראית נסים וגבורות שנעשו לנו <small>(שם)</small>:
Rashi on Numbers 10:31:3,"<b>כי על כן ידעת.</b> כמו על אשר ידעת כמו <small>(בראשית לח, כו)</small> כי על כן לא נתתיה לשלה בני <small>(שם יח, ה)</small> כי על כן עברתם <small>(שם יט, ח)</small> כי על כן באו <small>(שם לג, י)</small> כי על כן ראיתי פניך: "
Rashi on Numbers 10:31:4,"<b>והיית לנו לעינים.</b> °לשון עבר כתרגומו. דבר אחר לשון °עתיד כל דבר ודבר שיתעלם מעינינו תהיה מאיר עינינו. דבר אחר שתהא חביב עלינו כגלגל עינינו שנאמר <small>(דברים י, יט)</small> ואהבתם את הגר: "
Rashi on Numbers 10:32:1,"<b> והיה הטוב ההוא וגו'.</b> מה טובה הטיבו לו אמרו כשהיו ישראל מחלקין את הארץ היה °דושנה של יריחו ת""ק אמה על ת""ק אמה והניחוהו מלחלוק אמרו מי שיבנה בית המקדש בחלקו הוא יטלנו ובין כך ובין כך נתנוהו לבני יתרו ליונדב בן רכב שנאמר <small>(שופטים א, טז)</small> ובני קני חותן משה עלו מעיר התמרים וגו' <small>(ספרי פא)</small>: 
"
Rashi on Numbers 10:33:1,"<b> דרך שלשת ימים.</b> מהלך שלשת ימים °הלכו ביום אחד שהיה הקב""ה חפץ להכניסם לארץ מיד <small>(שם פב)</small>: "
Rashi on Numbers 10:33:2,"<b>וארון ברית ה' נסע לפניהם דרך שלשת ימים.</b> זה הארון °היוצא עמהם למלחמה ובו שברי לוחות מונחים ומקדים לפניהם דרך שלשת ימים לתקן להם מקום חנייה <small>(ספרי פג. ב""ב יד)</small>: "
Rashi on Numbers 10:34:1,<b> וענן ה' עליהם יומם.</b> °שבעה עננים כתובים במסעיהם ארבע מד' רוחות ואחד למעלה ואחד למטה ואחד לפניהם מנמיך את הגבוה ומגביה את הנמוך והורג נחשים ועקרבים <small>(ספרי שם)</small>:
Rashi on Numbers 10:34:2,<b>מן המחנה.</b> ממקום חנייתן:
Rashi on Numbers 10:35:1,"<b> ויהי בנסע הארן.</b> עשה לו סמניות מלפניו ומלאחריו לומר °שאין זה מקומו ולמה נכתב כאן כדי להפסיק °בין פורעניות לפורעניות וכו' כדאיתא בכל כתבי הקדש <small>(שבת קטז, א)</small>: "
Rashi on Numbers 10:35:2,<b>קומה ה'.</b> לפי שהיה מקדים לפניהם מהלך שלשת ימים היה משה אומר עמוד והמתן לנו ואל תתרחק יותר <small>(תנחומא בויקהל ז)</small>:
Rashi on Numbers 10:35:3,<b>ויפוצו אויביך.</b> °המכונסין <small>(ספרי פד)</small>:
Rashi on Numbers 10:35:4,<b>וינסו משנאיך.</b> אלו הרודפים:
Rashi on Numbers 10:35:5,"<b>משנאיך.</b> °אלו שונאי ישראל שכל השונא את ישראל שונא את מי שאמר והיה העולם שנאמר <small>(תהלים פג, ג־ד)</small> ומשנאיך נשאו ראש ומי הם על עמך יערימו סוד <small>(ספרי שם)</small>: "
Rashi on Numbers 10:36:1,"<b> שובה ה'.</b> מנחם תרגמו לשון מרגוע וכן <small>(ישעיה ל, טו)</small> בשובה ונחת תושעון: "
Rashi on Numbers 10:36:2,"<b>רבבות אלפי ישראל.</b> מגיד שאין השכינה שורה בישראל פחותים °משני אלפים ושתי רבבות <small>(ספרי שם. יבמות סד, א)</small>: "
Rashi on Numbers 11:1:1,"<b> ויהי העם כמתאננים.</b> °אין העם אלא רשעים וכן הוא אומר <small>(שמות יז, ד)</small> מה אעשה לעם הזה ואומר <small>(ירמיה יג, י)</small> העם הרע הזה. וכשהם °כשרים קרואים עמי שנאמר <small>(שמות ז, טז)</small> שלח עמי <small>(מיכה ו, ג)</small> עמי מה עשיתי לך <small>(ספרי פה)</small>: "
Rashi on Numbers 11:1:2,"<b>כמתאננים.</b> אין מתאוננים אלא לשון עלילה מבקשים עלילה האיך לפרוש מאחרי המקום וכן הוא אומר בשמשון <small>(שופטים יד, ד)</small> כי תואנה הוא מבקש <small>(ספרי שם)</small>: "
Rashi on Numbers 11:1:3,<b>רע באזני ה'.</b> תואנה שהיא רעה באזני ה' שמתכוונים שתבא באזניו ויקניט אמרו אוי לנו °כמה לבטנו בדרך הזה שלשה ימים שלא נחנו מענוי הדרך:
Rashi on Numbers 11:1:4,<b>ויחר אפו.</b> אני הייתי מתכוין לטובתכם שתכנסו לארץ מיד:
Rashi on Numbers 11:1:5,<b>בקצה המחנה.</b> במוקצין שבהם לשפלות אלו ערב רב רבי שמעון בן מנסיא אומר °בקצינים שבהם ובגדולים:
Rashi on Numbers 11:2:1,<b> ויצעק העם אל משה.</b> °משל למלך בשר ודם שכעס על בנו והלך הבן אצל אוהבו של אביו ואמר לו צא ובקש עלי מאבא <small>(ספרי פו)</small>:
Rashi on Numbers 11:2:2,<b>ותשקע האש.</b> שקעה °במקומה בארץ שאילו חזרה לאחת הרוחות היתה מקפלת והולכת כל אותו הרוח <small>(שם)</small>:
Rashi on Numbers 11:4:1,<b> והאספסף.</b> אלו ערב רב שנאספו אליהם בצאתם ממצרים <small>(שם)</small>:
Rashi on Numbers 11:4:2,<b>וישבו.</b> גם בני ישראל °ויבכו עמהם <small>(שם)</small>:
Rashi on Numbers 11:4:3,"<b>מי יאכלנו בשר.</b> וכי לא היה להם בשר והלא כבר נאמר <small>(שמות יב, לח)</small> וגם ערב רב עלה אתם וצאן ובקר וגו' ואם תאמר אכלום והלא בכניסתם לארץ נאמר <small>(במדבר לב, א)</small> ומקנה רב היה לבני ראובן וגו' אלא שמבקשים עלילה <small>(ספרי שם)</small>: "
Rashi on Numbers 11:5:1,"<b> אשר נאכל במצרים חנם.</b> אם תאמר שמצריים נותנים להם דגים חנם והלא כבר נאמר <small>(שמות ה, יח)</small> ותבן לא ינתן לכם אם תבן לא היו נותנין להם חנם °דגים היו נותנין להם חנם ומהו אומר חנם °חנם מן המצות <small>(ספרי פז)</small>: "
Rashi on Numbers 11:5:2,<b>את הקשאים.</b> אמר רבי שמעון מפני מה המן משתנה לכל דבר חוץ מאלו מפני שהן קשים למניקות אומרים לאשה אל תאכלי שום ובצל מפני התינוק משל למלך כו' כדאיתא בספרי <small>(שם)</small>:
Rashi on Numbers 11:5:3,"<b>הקשאים.</b> הם קוקומברו""ש בלע""ז: "
Rashi on Numbers 11:5:4,"<b>אבטחים.</b> בורק""ש: "
Rashi on Numbers 11:5:5,"<b>החציר.</b> כרישין פוריל""ש ותרגומו ית בוציניא וכו': 
"
Rashi on Numbers 11:6:1,<b> אל המן עינינו.</b> מן בשחר מן בערב <small>(שם)</small>:
Rashi on Numbers 11:7:1,"<b> והמן כזרע גד.</b> מי שאמר זו לא אמר זו ישראל אומרים בלתי אל המן עינינו והקב""ה הכתיב בתורה והמן כזרע גד וגו' כלומר ראו באי עולם על מה מתלוננים בני והמן כך וכך הוא חשוב <small>(ספרי פח)</small>: "
Rashi on Numbers 11:7:2,"<b>כזרע גד.</b> °עגול כגידא זרע קוליינד""ר: "
Rashi on Numbers 11:7:3,"<b>בדלח.</b> שם אבן טובה קריסט""ל: "
Rashi on Numbers 11:8:1,"<b> שטו.</b> אין שייט אלא לשון טיול אישבני""ר בלא עמל: "
Rashi on Numbers 11:8:2,<b>וטחנו ברחים וגו'.</b> לא ירד בריחים ולא בקדירה ולא במדוכה °אלא משתנה היה טעמו לנטחנין ולנדוכין ולמבושלין <small>(שם פט)</small>:
Rashi on Numbers 11:8:3,"<b>בפרור. </b>קדרה: 
"
Rashi on Numbers 11:8:4,"<b>לשד השמן.</b> לחלוח של שמן כך פירשו דונש ודומה לו <small>(תהלים לב, ד)</small> נהפך לשדי בחרבוני קיץ °והלמ""ד יסוד נהפך לחלוחי בחרבוני קיץ ורבותינו פרשוהו <small>(ספרי פט)</small> לשון שדים אך אין ענין שדים אצל שמן ואי אפשר לומר לשד השמן לשון <small>(דברים לב, טו)</small> וישמן ישורון שאם כן היה המ""ם נקוד קמ""ץ קטן וטעמו למטה תחת המ""ם עכשיו שהמ""ם נקוד פת""ח קטן (סגול) והטעם תחת השי""ן לשון שמן הוא והשי""ן הנקודה בקמץ גדול ואינה נקודה בפתח קטן מפני שהוא סוף פסוק. דבר אחר לשד לשון נוטריקון °ליש שמן דבש כעיסה הנלושה בשמן וקטופה בדבש ותרגום של אונקלוס דמתרגם דליש במשחא °נוטה לפתרונו של דונש שהעיסה הנלושה בשמן לחלוחית שמן יש בה: "
Rashi on Numbers 11:10:1,"<b> בכה למשפחתיו.</b> משפחות משפחות נאספים ובוכים לפרסם תרעומתן בגלוי <small>(ספרי צ)</small> ורבותינו אמרו <small>(שם. יומא עה, א)</small> למשפחותיו על עסקי משפחות על °עריות הנאסרות להם: "
Rashi on Numbers 11:12:1,"<b> כי תאמר אלי.</b> °שאתה אומר אלי שאהו בחיקך והיכן אמר לו כן <small>(שמות לב, לד)</small> לך נחה את העם ואומר <small>(שמות ו, יג)</small> ויצום אל בני ישראל על מנת °שיהיו סוקלים אתכם ומחרפים אתכם: "
Rashi on Numbers 11:12:2,"<b>על האדמה אשר נשבעת לאבותיו.</b> אתה אומר לי °לשאתם בחיקי: 
"
