Assumed to be correct references,Siftei Chachamim comment
Exodus 27:1," ונאמר בפנימי רבוע כו'.@rs דמלת רבוע כאן ולהלן מופנה הוא לג""ש מכדי כתיב ה' אמות אורך וה' אמות רוחב רבוע ל""ל אלא ש""מ לאפנויי ומצד השני נמי מופנה דכתיב אמה ארכה ואמה רחבה רבוע ל""ל אלא ש""מ לאפנויי וכיון שמופנה מב' צדדין איכא למידרש ולהוציא ממשמעות הקרא: "
Exodus 28:1," לאחר שתגמר מלאכת המשכן.@rs כלומר ולא מעכשיו שהרי הקרבתם לא היתה רק על ידי הבגדים והמשכן כדכתיב ועשו בגד קדש לאהרן אחיך וגומר. רא""ם: "
Exodus 29:1," ושתי גזרות הן כו'.@rs פירוש ב' שרשים אחת של קיחה ואחת של לקיחה: @srלכפר על מעשה העגל כו'.@rs דק""ל למה לקח פר ולא מין אחר דפר כמו עגל היכא דלא כתיב גביה בן שנה והא דאין קטיגור נעשה סניגור הרא""ם תירץ דווקא בעבודת פנים ולא בעבודת חוץ ולקמן בפרשת צו אפרשנו עוד אי""ה: "
Exodus 30:1," להעלות עליו קיטור כו'.@rs מדלא נקוד בית של מזבח בפת""ח כמו מזבח העולה בהכרח הוא שמזבח אינו דבוק למקטר קטרת ואין לו דבוק אלא בתוספות להעלות כאילו אמר מזבח כדי להעלות עליו מקטר קטורת שפירושה קטורת של עשן סמים: "
Exodus 31:2," לעשות מלאכתי כו'.@rs דקשה לרש""י דהל""ל קראתי שם לבצלאל ומפרש שה""פ קראתי בשם לעשות מלאכתי למי קראתי את בצלאל: "
Exodus 32:1," שכבר באו שש שעות כו'.@rs כלומר בשש שכתיב בקרא פירוש באו שש: @srוהיה מורה לנו דרך כו'.@rs דקשה לרש""י מדכתיב בתחילה עשה לנו אלהים אשר ילכו לפנינו היה לו לכתוב אח""כ כי זה משה האיש שהלך רוצה לומר זה משה האיש שהלך בתחילה לפנינו ועכשיו מת לכך עשה לנו אלהים אשר ילכו לפנינו ולמה כתיב אשר העלנו וגו' ומפרש דבאמת כן פירושו אשר העלנו אינו כמשמעו מארץ מצרים אלא היה מורה לנו דרך: "
Exodus 33:2," התעשת מחשבה אחרת כו'.@rs פירוש התפעל להם לעשות השתנות ממחשבה רעה למחשבה טובה דכל לשון ניחום לשון מחשבה אחרת הן: "
Exodus 34:3," אני אומר לך להעלותם.@rs שקאי אלעיל שאמר לך עלה מזה וכו' ולא על דסמיך ליה וגרשתי את הכנעני וגו' אל ארץ זבת חלב וגו': @srלכך אני אומר לך כו'.@rs שטעם הוא אלעיל שאמר הנה מלאכי ילך לפניך ולמה כי לא אעלה וכו' ולא ששב אל הסמוך לו רק על לך עלה מזה: @srואתם ממרים בי כו'.@rs והא דכתיב ילך ה' בקרבנו כי עם קשה עורף הוא דמשמע דאדרבה משום שהוא קשה עורף ראוי שילך ביניהם והוא סותר מה שנאמר כאן כבר תקן רש""י ז""ל ואמר כי מלת כי שם במקום אם ופי' אם עם קשה עורף הוא וימרה בך וכו' אתה תסלח לעונינו וגו'. הרא""ם: "
Exodus 35:2, מזומן.@rs כמו שלחו מנות לאין נכון לו לאפוקי שפירשו מכוון כמו והנה אמת נכון הדבר: 
Exodus 36:1," למחרת יום הכיפורים כו'.@rs דלעיל כתיב ברדת משה מהר וגו' וזה היה ביום כפורים וזה קאי עליו דהא אחריו כתיב ויקהל משה ש""מ שהיה למחרת יום כיפורים. רא""ם. ועי""ל כיון דעיקר הקהל הי' בשביל נדבת מלאכת המשכן ושתבא נדבת זהב למשכן לכפר על זהב העגל אם כן מסתמא הי' זה מיד ברדתו מן ההר כדי שיהא להם כפרה מיד על מעשה העגל ושיסור חרון אף מישראל ועיין לעיל פרשת כי תשא על פסוק ויתן אל משה. ואם תאמר והא לא היה לו פנאי למשה להקהילם ולצוות על נדבת מלאכת המשכן דבמחרת יום כיפורים היה יושב ודן את העם כל היום כולו שנאמר בפרשת וישמע יתרו ויהי ממחרת וישב משה לשפוט וגו' ושם פירש""י ממחרת יום כיפורים ומוכיח שם שכן הוא. וי""ל שרש""י בעצמו מתרץ שם דמה שכתוב מן הבוקר עד הערב למדנו כל דיין שדן דין אמת לאמתו וכו': @srהוא ל' הפעיל כו'.@rs פירוש דעיקר הוכחת רש""י הוא משום דנקוד הוי""ד בפתח ולא בחיר""ק והנקוד בפת""ח מורה שהוא ל' הפעיל כמו ויסע משה את העם וכמו אשר מלינים שהוא ג""כ ל' הפעיל: @srותרגומו ואכניש.@rs כתב הרא""ם לא הבינותי כוונת הרב בזה מה היא. (נח""י) ול""נ שכתב כן לפי שראה הרב שתי גרסות בהתרגום לפיכך הוכיח שהגירסא הישרה הוא ואכניש ולא וכנש וכן הוא בפרשת קרח ויקהל עליהם קרח שתרגום שלו ואכניש אבל בפרשת חקת בפסוק ויקהילו אל פני הסלע ת""א ויונתן וכנשו: "
Exodus 37:5," יותר מכדי כו'.@rs ופי' של מ""ם זו בלשון יותר כמו ויאהב יעקב את רחל מלאה וכו'. והוסיף מלת צורך כי הם לא הביאו רק צרכי העבודה לא העבודה עצמה: "
Exodus 38:1," לפי שנתן נפשו על המלאכה וכו'.@rs כלומר בכל הפרשה שכתיב ויעש ולא כתיב בצלאל כמו גבי ארון לפי שאין בהן קדושה כ""כ כמו ארון לא רצה בצלאל להטריח כ""כ בעשייתן אלא אהליאב ושאר תלמידים שהיו לו והוא מראה להם והם עושין אבל הארון שהיה בו קדושה גדולה מ""ה בצלאל עצמו היה מטריח בו ונתן נפשו על המלאכה יותר: "
Exodus 39:28," המגבעות המפוארות.@rs הוכרח לפירוש זה כדי שלא נטעה לומר כי פארי מל' מסעף פארה במערצה. ל""פ שהיא תפארת המגבעות ופארי שם רבים מן פאר שפירושו פארים ואמר המפוארים שאם לא היו המגבעות ההם מפוארים לא היו להם פארים ולא היה אומר פארי המגבעות. רא""ם: "
Exodus 40:29," שמש משה כו'.@rs הא דכתיב הכא ויקטר עליו קטורת קאי על משה שהקטיר בז' ימי המילואים קודם שנמשח אהרן ואף ביום ח' למילואים שהתחיל אהרן להקטיר היה משה מקטיר חוץ מאותן שנצטוו לאהרן לבו ביום ואהרן ובניו הקריבו קרבנות שנצטוו לבו ביום: @srעולת התמיד.@rs לאפוקי עולת אהרן ועולת העם שביום השמיני הקריב אהרן ולא משה כמו שמפורש בפרשת שמיני: @srמנחת נסכים של תמיד כו'.@rs אע""פ שהרבה מנחות הן מ""מ מדכתיב ואת המנחה סתמא מדבר במנחה של תמיד שאם היה מנחה בפני עצמה היה לו להזכירה בפני עצמה כיון שאינה טפילה לשום קרבן אלא ע""כ מיירי במנחת התמיד שהיא בכלל עולת התמיד דכתיב את הכבש האחד תעשה בבוקר וגו' ועשירית האיפה סלת למנחה וגו': "
