Assumed to be correct references,Siftei Chakhamim comment
Numbers 21:2," להזהיר וכו'.@sp לא שיתחברו באותו אזהרה שאתם מוזהרים להזהיר הלוים בעבודת הכהונה, שהרי אין עבודת הכהונה מסורה להם ואיך יזהירו הלוים על עבודת הכהונה, אלא כמו שהכהן מצווה להזהיר הלוי שלא יגע לעבודת הכהונה, ככה הלוי מצווה להזהיר את ישראל שלא יקרבו לעבודת לוייה, ושניהם ישאו עונם אם לא יזהירו: @psואמרכלין.@sp לשון אמרכל, ובספר ירמיה בסימן נ""ב פירש רש""י אמרכלין, שמפתחות העזרה מסורות להן. וא""ת ודילמא ישרתוך עבודת חולין, וי""ל דהוכחת רש""י מדכתיב בסוף, לכם מתנה נתונים לה' וגומר, ש""מ דוקא עבודת הקדש: "
Numbers 22:2," לפי שהשטן.@sp דק""ל למה כתיב מלת חקת ומלת התורה שניהם, דודאי חקת או התורה אחד לחוד לא קשה לרש""י, דהא הרבה פעמים כתיב בתורה כמו זאת חקת הפסח, וכמו אם בחקותי וגם מלת התורה, כמו זאת התורה לעולה ולחטאת, וזאת תורה העולה. אבל כאן כתיב זאת חקת התורה קשה למל""ל תרווייהו. ועוד שהסמיך חקת לתורה, ע""כ צ""ל שהאחד הוא פירוש לשני כאלו אמר שהתורה הזאת של פרה הוא חקה, ולא הוה דומיא דחקותי ותורותי דהתם אינו סומך חקים לתורת. ואע""ג דכל התורה כולה הוא גזירת המלך. הכא בא להודיע שאין בזה טעם כלל רק הגזירה וראוי לקבלה אף שאין טעם כלל נודע לישראל, וזה שפירש""י ומתרץ לפי שהשטן כו'. וא""ת גבי כלי מדין נמי כתיב זאת חקת התורה. וי""ל דהתם נמי קאי אאפר פרה דכתיב אך במי נדה יתחטא ולפי מדרש רז""ל דקאי קרא אך במי נדה יתחטא אטבילה שאף להכשירן מן האיסור הטעין טבילה לכלי מתכות, צ""ל דגם הטבילה עצמה היא מאותן שאין בהם טעם למה לא יועיל אלף סאה שלא במקום טבילה כארבעים סאה דמי מקוה. רא""ם: @psומה טעם כו'.@sp וא""ת ולמה נקט רש""י כפל ל' מה המצוה הזאת ומה טעם יש בה, וע""ק למה מונין את ישראל במצוה זו יותר מבשאר מצות, שהרי כמה מצות ישנן שאין בהם טעם, כגון כלאים או שאר דברים וכיוצא בזה, וע""ק למה במצוה זו השטן וא""ה מונין את ישראל. ונראה דיש ג' מיני מצות, א' נימוסים כגון גזל רציחה ודומיהם לקיום והנהגת העולם. ויש עוד מצות שהם להסיר ולבטל הקליפות והקטרוג כגון שופר ומצות ומ""מ יש בהן טעם ואין הא""ה מונין ישראל עליהם כיון שיש טעם בהם זכרון הנס אבל השטן הוא היצה""ר מחשב לבטלן למה היה זה נחשב למצוה לתקוע דוקא בשופר ותשר""ת או לאכול דוקא מצה ולשרוף החמץ וכדומיהן. ויש מצות שאין טעמם נגלה וא""ה אין מונין את ישראל כגון לולב או ציצית או מאכלות אסורות. אבל מצוה זו אין בה הזכרת נס ויש בה השבתת הטומאה, ועוד שהוא דומה לכישוף במעשיה ושריפתה לכך השטן וא""ה מונין לומר מה מצוה זה שהוא דומה לכישוף, ועוד מ""ט יש במצוה זה שהרי היא עצמה סתרי אהדדי דאפר פרה מטהר הטמאים וטהור שנושא אפר פרה מטמאו, ועוד מ""ט יש בה שיכולה לטהר טמאים נלי""ט: @psלעולם היא.@sp רצונו לתרץ למה כתיב אליך דאליך משמע שמשה יתעסק בפרה ובסמוך כתיב ונתתם אותה לאלעזר. אבל גבי ויקחו אליך שמן זית שלא ביאר הכתוב מי הי' מתעסק י""ל שמשה היה מתעסק בו לכך כתיב ויקחו אליך שמן זית: @psפרה שעשה משה במדבר.@sp לפי שכשעשה משה פרה זו במדבר היו מניחין ממנה להר המשחה לכהנים גדולים לפרות אחרות שמקדשים ממנה כדפירש רש""י בסמוך, ר""ל בכל פרות היו צריכין לערב מפרה של משה ובזה מקדשין ואי לאו הכי פסולה לאפר פרה לכך נקראין כולן של משה: @psתמימה באדמימות.@sp ר""ל למה כתיב תמימה, א""ל שתהא תמימה בלא מום הא בהדיא כתיב אשר אין בה מום: @psשתי שערות שחורות פסולה.@sp וא""ת דלמא אפילו שער אחד נמי. וי""ל דהא אף כשלא הוה כתיב תמימה אלא אדומה בלבד הוה ידענא דצריך שתהא כולה אדומה, ואפילו אם לא היה בה אלא שער אחד שחור היתה פסולה וחזר הכתוב וכתב תמימה ללמד שתהא כולה תמימה באדמימות דמשמע הא אם יש בה אפי' שער אחד שחור פסולה הוה מיעוט אחר מיעוט ואין מיעוט אחר מיעוט אלא לרבות שנים פסולה ואחד כשירה. אבל הרא""ם פי' שתי שערות הלל""מ: "
Numbers 23:2," תבא פרה ותכפר כו'.@sp וא""ת והא אין קטיגור נעשה סניגור, דכה""ג נמי אמרינן גבי בגדי זהב דאסור לעשות עבודה בהן בפנים משום דעבירה באה ע""י זהב, ה""נ בא העבירה ע""י עגל. וי""ל דוקא עבודת פנים אסור לעשות משום דאין קטיגור נעשה סניגור אבל לא גבי בגדי זהב שמשמש בהן בחוץ, וה""נ גבי פרה אדומה שעשייתה בחוץ אין שייך לומר אין קטיגור נעשה סניגור. וא""ת והא בסמוך פי' רש""י מה דלא היתה עבודת פרה אדומה ע""י אהרן משום דאין קטיגור נעשה סניגור. וי""ל דשאני אהרן דעבירה היתה על ידי עצמו, אבל פרה אדומה הא אותה פרה לא היתה בעבירת עגל, אלא ממינה היתה. וא""ת והא בפ' שמיני כתיב באהרן, קח לך עגל ופירש""י להודיע ע""י זה שמכפר לו הקב""ה על מעשה עגל ואין לחלק בחוץ ובפנים כדפרישית. וי""ל דהתם מיירי שהוא הי' מכפר על עצמו, אין שייך לומר אין קטיגור נעשה סניגור, אע""פ שהי' מכפר עליו בעון העגל: [ג""א] וא""ת דמה ענין פרה אדומה שהיא מטהרת טומאת מת לכפר על מעשה העגל. וי""ל דאלו לא חטאו בעגל היו חיים לעולם כדאיתא בפ""ק דע""ז, א""ר יוסי לא קבלו ישראל את התורה אלא שלא ישלוט בהם מלאך המות דכתיב למען ייטב לך, וכשחטאו אמר הקב""ה אכן כאדם תמותון, לפיכך המיתה היא החטא העגל בעצמו, לכך אמר הקב""ה תבא אמו ותקנח הצואה, לפיכך מטהרין בה: "
Numbers 24:1," שכבר מתו מתי מדבר.@sp רצונו לתרץ כיון שכתוב בני ישראל פשיטא שהיא כל העדה, ומפרש שכבר מתו מתי מדבר: @psלמה נסמכה כו'.@sp פי' דאין כאן מקומו, שהרי בשנה ראשונה ליצ""מ עשו העגל ובשנה שנייה שרפו פרה אדומה, ומיתת מרים היתה בסוף ארבעים שנה ליצ""מ: @psמה קרבנות מכפרים כו'.@sp וא""ת וכי קרבן היתה הפרה אדומה, והלא לא היו מקריבין ממנה כלום. וי""ל לפי ד""א שפירש""י לעיל שקראה הכתוב חטאת לומר שהיא כקדשים ליאסר בהנאה ש""מ שהיא כקרבן: @psאף מיתת הצדיקים כו'.@sp וא""ת לפי זה היה לו לסמוך גבי קרבנות ממש. וי""ל לכך נסמכה לפרה לפי שהם דומים להדדי, לפי שמיתת צדיקים אינן קרבנות וגם הפרה אינה קרבן ממש, ולמדנו מהדדי כמו שזה מכפר ג""ז מכפר: @psבנשיקה.@sp מדכתיב כאן שם וכתיב גם גבי אהרן וימת שם אהרן, דאי לאו לג""ש אתי, שם שם תרי זמני דגבי מרים ל""ל, אלא ע""כ לג""ש אתי מה התם בנשיקה שהרי כתיב ע""פ ה', אף כאן בנשיקה: @psומפני מה לא נאמר בה ע""פ ה'.@sp יש מקשים, מה מקשה רש""י הא פירש""י דילפינן שם שם מאהרן. וי""ל דרש""י הכי פריך, ל""ל ג""ש לכתוב בהדיא ע""פ ה', דע""כ לאו ג""ש גמורה היא דא""כ ל""ל גבי אהרן ע""פ ה' להורות שבנשיקה מת, נלמוד שם שם ממשה אלא ודאי לאו ג""ש גמורה היא משום הכי כתיב גבי אהרן ע""פ ה', א""כ גבי מרים נמי לכתוב ע""פ ה' וכו'. אבל בגמרא כתיב בפירוש שלמדו הג""ש ממשה, לכן צריך לומר דרש""י ז""ל נמי ה""ק אף היא בנשיקה מתה, ר""ל דיליף שם שם ממשה, אבל אהרן נאמר בו על פי ה' וא""צ ללמדו ממשה, ולכך אמר ובאהרן וכו' ולא אמר שבאהרן וע""ש: "
Numbers 25:1," שמע שמת אהרן ונסתלקו.@sp וא""ת מנליה לרש""י, דלמא כפשוטו כדכתיב אחריו כי בא ישראל וגו'. וי""ל דק""ל לרש""י ל""ל וישמע, דלא הל""ל אלא ויבא ישראל דרך האתרים ויבא הכנעני וילחם וגו', כמו ויבא עמלק וילחם בישראל, וכמו ויצא לקראת ישראל המדברה ויבא יהצה וילחם בישראל, וכן גבי עוג ויצא לקראת ישראל וגומר למלחמה אדרעי, אלא שמע שמת אהרן ונסתלקו ענני כבוד. ועי""ל דהוכחתו מדכתיב בפ' ואלה מסעי, וישמע הכנעני וגו' אחר מיתת אהרן והתם ע""כ לא שמע אלא שמת אהרן ונסתלקה השכינה מישראל, והתם פירש""י כאן למדך כו' ל' מכאן משמע שפי' דראייתו משם, ושם אפרש בס""ד. והרא""ם פי' כדכתיב ויראו כל העדה וגו' ואמר ר' אבהו קרי ויראו בצירי תחת היו""ד וכדריש לקיש דאמר האי כי, נתינת טעם לדבר שלפניו הוא, נתגלו העדה לפי שגוע אהרן. ונראה דמשום זה מהפך רש""י ופי' כי גוע אחר כל בית ישראל כדי להסמיך לוישמע הכנעני. נלי""ט: @psזה עמלק.@sp ומפרש אל תקשי א""כ סתרי קראי אהדדי, דכתיב וישמע הכנעני ואחר כך כתיב יושב הנגב היינו עמלק, ל""פ שינה כו': @psהתייר הגדול.@sp פירוש והוא הארון, כלומר כיון שראו שנסתלקו ענני כבוד ולא היה להם כ""א ארון הקודש נוסע לפניהם, מ""ה בא להלחם מה שלא עשה קודם לכן. הרא""ם: והוצרך לטעם של ד""א כי לטעם הראשון קשה למה כתיב דרך האתרים וכי המרגלים כבשו אותו דרך, והלא דרך כבושה היא לכל עוברים ושבים, לכן פירש ד""א וכו' וכמו שפי' הרא""ם כי בסבת שלא הלך לפניהם אלא הארון ונסתלקו ענני הכבוד באו להלחם. ולטעם של ד""א קשה למה כתיב האתרים ל' רבים, כיון דלא קאי אלא על הארון הקודש, ל""פ גם טעם ראשון: @psשפחה אחת.@sp הוצרכו לפרש כן משום דס""ל אין ישראל מנוצחים אלא בעת קלקולם לפני הש""י, וכאן לא מצאו שום קלקול, לכן אמרו שהשבי ששבו פה אינו אלא השבי ששבו ישראל מהם. ואין לומר מנליה אחת דלמא שתים, וי""ל דמל' שבי משמע שאינה אלא אחת. ואם תאמר מנלי' לרש""י דשפחה היתה. וי""ל דמל' שבי משמע שפחה כדכתיב בפ' בא, מבכור פרעה היושב על כסאו עד בכור השפחה וכו' כך כתיב בהתראה, ובסוף כשלקה כתיב עד בכור השבי, אלא צריך לפרש דשבי היינו בכור השפחה אף שבי דכתיב הכא מיירי בשפחה, דאל""כ וישב ממנו אנשים או נשים או טף מיבעי ליה: "
Numbers 26:2," אמר אלו ב' מלכים כו'.@sp דק""ל וכי הוא ראה ואחרים לא ראו, אלא הוא שם על לב לפיכך תלה הראיי' בו. א""נ דק""ל וישמע הל""ל דמסתמא לא הי' במלחמה, אלא וירא הוא לשון הבנה, ומהו ההתבוננות, אמר וכו': @psאנו על אחת כמה וכמה.@sp דק""ל היאך מוסב ויגר מואב אוירא בלק וגו', דמשמע בשביל שראה לפיכך ויגר מואב, ועל זה פי' אמר אלו שני מלכים כו' סיחון ועוג, כלומר כיון ששמעו המון העם את דברי המלך שאמר כן מ""ה ויגר מואב וק""ל. כתב הרא""ם ותימא אם מלת ויגר דבקרא אדלעיל מיניה מאי כי רב הוא דכתיב בתריה, דמשמע שמפני רבויים הוא שפחדו ולא מפני מה שעשו לשני מלכי האמורי. וליכא למימר שחסר וי""ו מן כי רב הוא, כאלו אמר וכי רב הוא שפירושו ועוד מפני שרב הוא דא""כ היה לו לפרש זה כמו שפירש גבי כי הוציא ה' את ישראל ממצרים וכו'. ונראה לפרש שגם המואבים ידעו שבני ישראל נצחו את ב' המלכים אבל חשבו הניצוח היה בדרך טבע. כיון שנצוח מלחמתם לא היה כ""א מפני רבוי העם אפשר לנצוח אותם ברבוי העם שישכרו עליהם כל מלכי כנען, ועכשו ששמעו מפי מלכם כי ניצוח מלחמות ישראל הוא שלא כדרך הטבע, כי ישראל הרגו האמורים והם לא עמדו כנגדם, אז ויגר מואב מפני העם כי רב הוא, כלומר שעדיין נשארו ברבוים כבתחילה ולא נפקד מהם איש, ולכך קצו בחייהם בעצמם. ולפי זה יהי' פירושו של רש""י הכי, אלו ב' מלכים וכו' כלומר אלו ב' מלכים שהיינו בטוחים עליהם שיהרגו לכל הפחות מישראל כפי המספר שיהרגו ישראל מהם, ואז נבוא אנחנו עם כל מלכי כנען ונהרוג הנשארים בהם בישראל, אבל עכשיו שלא הרגו מהם כלום כי לא נשא איש את ידו עליהם מפני שנפל פחד ישראל עליהם, אנו על אחת כמה וכמה שלא נוכל להם אפי' עם כל מלכי כנען: "
Numbers 27:3," אינו רגיל לדבר עמי ביום.@sp כדכתיב לינו פה הלילה, וכן אמר נופל וגלוי עינים, שפירושו לפי פשוטו כתרגום שאינו נראה אלא בלילה כשהוא שוכב על מטתו. [ג""א] דאל""כ למה אמר אולי לשון מסופק ולמעלה אמר ואדעה מה יוסף וגו' שמשמע שהיה בטוח שהקב""ה ידבר עמו: @psשאין עמו אלא שתיקה.@sp כיון שהולך יחידי אין לו חבר לדבר עמו: "
Numbers 28:1," אזכיר עוונותיהם כו'.@sp ה""ג רוצה ולא רוצה לקללם אזכיר כו', כלומר בין רוצה בין אינו רוצה לקללם אזכיר עונותיהם: @psכתרגומו.@sp שהזכיר להם עון של עגל שעשו במדבר: "
Numbers 29:1," כך שמה.@sp כלומר אף על פי שיש מדרשים למה נקרא שטים ע""ש שעשו שם מעשה שטות. אין זה ממדרשים הקרובים לפשוטו של מקרא, לכך פירש כך שמו. נראה דיוקו של רש""י מדכתיב בשיטים בפתח תחת הבי""ת, משמע ששם זה ידוע משא""כ הדרש. נלי""ט: @psכדאיתא בחלק.@sp ר""ל דשם מפורש מה העצה שנתן בלעם איך שיתפתו אע""פ שהיו פרושים מן העריות, כדאיתא התם שהיתה הילדה יושבת מבפנים והזקנה מבחוץ וכו', אבל לא ר""ל כדאיתא בחלק שבלעם נתן העצה שזה מוכח בהדיא בקרא כדפי' רש""י לעיל, דכתיב הן הנה היו לבני ישראל בדבר בלעם: "
Numbers 30:1," משל לרועה וכו' ד""א כשיצאו.@sp דק""ל היאך תלוי המניין במגפה והביא המשל. אבל קשה לפי הדבר אחר שהביא רש""י היאך יתורץ קושית רש""י. וי""ל דכתיב לעיל מיניה צרור את המדינים והכיתם אותם וגו', וכתיב בפרשת מטות נקום נקמת בני ישראל מאת המדינים אחר תאסף אל עמך, ש""מ דבמלחמת מדין תולה מיתת משה, לכך סמך מניין ישראל למלחמת מדין.והוצרך לטעם של ד""א משום דלטעם ראשון קשה לא הי' לו למנות אלא המתים במגפה וממילא הי' יודע הנותרים, לכן פירש ד""א וכו'. ולד""א קשה סוף סוף עדיין לא הגיע זמן מיתת משה. לכן פירש גם טעם ראשון. וק""ל: "
Numbers 31:1," וללמדך שהיו כלם צדיקים.@sp כלומר ועוד טעם למה נאמר במנשה בן יוסף [קצ""מ] ואע""פ שבצלפחד נאמר כי בחטאו מת ונחלקו רז""ל באיזה חטא. י""ל שלא היה בו אלא חטא זה וכיון שמת עליה היתה מיתתו כפרתו ובחבורת צדיקים נמנה [ג""ז שם]. וא""ת והא כתיב קרח בן יצהר בן קהת וידוע שקרח היה רשע והנזכרים עמו היו צדיקים. י""ל שלא אמרו זה אלא במי שמעשיו ומעשה אבותיו גלוים וידועין כקרח שידוע שהי' רשע. ויצהר וקהת ולוי צדיקים אי אפשר לשנות הידוע: "
Numbers 32:2," יפקוד ה' וכו'.@sp ר""ל מה ענין פרשת התמיד לפרשה שלמעלה שנ' יפקוד ה' אלהי הרוחות: @psעד שאתה מצוני על בני צוה את בני עלי.@sp כדכתיב יפקוד ה' וגו', צוה את בני עלי שישמעו אלי: @psזה הדם.@sp כמו שנ' והקריבו בני אהרן את הדם אליו: @psאלו אימורין.@sp ר""ל והקטירם היינו אימורים שמקטירין אותן, וכתיב ביה לחם, ש""מ דאמורין מקרי לחם: @psמכאן למדו ותקנו מעמדות.@sp ר""ל דכתיב תשמרו משמע דכל זמן הקרבתו בשחרית ובין הערביים יעמדו כל ישראל על גביו, וזה א""א דכל אחד צריך לעסוק בעסקו כדי להחיות את עצמו, עמדו ותקנו וחלקו כל ישראל לכ""ד חלקים, וכן לוים וכהנים כ""א לכ""ד חלקים, וחלק אחד מאותן כ""ד משמרות כהנים וכן חלק לוים וישראלים תקנו שמעמד אחד יעמדו על קרבן תמיד שבוע א', ובשבוע שנייה מעמד אחר והם יהיו שלוחי כל ישראל ושלוחו של אדם כמותו, וכן חוזר חלילה לעולם, נמצא שלא הגיע מעמד א' כי אם שני פעמים בשנה: @psבכל יום וכו'.@sp שהרי פעמים בכל יום הוא נקרב, ולמה לי למימר במועדו, אלא שלא יהא מונע אף בטומאה. והא דלא פי' הכא במועדו אף בטומאה כמו שפי' גבי קרבן פסח. וי""ל דהתם אינו בא אלא פעם אחת בשנה נופל בו מלת במועדו אף בטומאה, אבל הכא דהתמיד נקרב פעמיים בכל יום אינו נופל בו במועדו אלא ע""ד שפירש""י ז""ל. רא""ם: "
Numbers 33:11," ומלבד עולת התמיד וכו' תעשו.@sp ר""ל דעולת התמיד לא קאי אשעיר עזים לחטאת, אלא אוהקרבתם עולה דלמעלה, וה""ק קרא שעיר עזים אחד לחטאת מלבד חטאת הכיפורים. ועולת של י""כ מלבד עולת התמיד ומנחתה, והוה כאלו כתיב ב' פעמים מלבד דוי""ו של ועולת קאי אמלבד חטאת הכיפורים: @psמוסב על המוספין.@sp דא""ל דקאי על ועולת התמיד, דאם כן הל""ל ונסכה לשון יחיד, כדכתיב ומנחתה, וגם א""ל דקאי אשעיר עזים אחד לחטאת, שאין נסכים לחטאת. ע""כ לומר דקאי אעולות המוספים. וזהו שנקט מוסב על המוספים הכתובים ועל תעשו, ואע""פ שאין כתיב תעשו בקרא מ""מ כיון שפירש""י לפני זה ועולת התמיד שפירש ומלבד עולת התמיד תעשו עולות הללו, ור""ל דהואי כאלו כתיב בהדיא בקרא תעשו והאי ונסכיהם קאי עליו: @psוהוא ל' צווי.@sp ס""ל עכשיו מצוה על הנסכים של עולות המוספין דהא לפני זה לא כתיב שום נסכים בעולות הללו: "
Numbers 34:1," לפי שעד כאן דבריו של מקום.@sp דק""ל פשיטא הוא דאמר מה שצוה לו הקב""ה. ועוד בכל התורה נאמר הציווי לבד ולמה נאמר כאן הציווי וגם דברי משה לישראל, ומתרץ לפי וכו': "
Numbers 35:2," ולא מאת המואבים.@sp ר""ל למה צוה לנקום מהמדינים והלא המואבים שכרו את בלעם כדכתיב בפ' בלק. וא""ת ולמה נקט רש""י הכא תרי טעמים ובפרשת פנחס לא נקט אלא חד טעמא. וי""ל דק""ל למה שינה כאן הלשון וכתב נקום נקמת, והתם כתיב צרור וגו', אלא ע""כ צ""ל משום הדיוק מאת המדינים ולא מאת המואבים, א""כ ש""מ מדיוקא דנקום דוקא להורגם אסור אבל לאייב אותם מותר, ולעיל משמע אפילו לאייבם אסור מדכתיב צרור את המדינים, אם כן סתרי קראי אהדדי. ועל זה נקט הכא שני טעמים דהא שאסר להרגם משום שהמואבים נכנסו לדבר מחמת היראה וכו' והא דמשמע הכא דמותר לאייבם, היינו לאחר שנתגיירו השתי פרידות, דעיקר הטעם הוא משום שתי פרידות וכו', וכיון שיצאו השתי פרידות מותר לאייבם אבל לאייבם קודם שנתגיירו אסור: @psנתעברו על ריב לא להם.@sp פי' נתרגזו לריב עם ישראל ולא להם, ר""ל ישראל לא נסעו דרך ארצם ולא היה להם לריב עם ישראל: @psמפני ב' פרידות.@sp פרידות פי' גוזלות. ואעפ""י שלא באה ממואב אלא אחת. י""ל דרש""י נקט לשון הגמרא והוצרך לד""א דלטעם ראשון קשה דהא לעיל משמע דאף מדין היו יראים מישראל, כדפירש לעיל שעשו שלום ביניהם וכו' עיין שם לכן פירש ד""א. ולד""א קשה היה לו להקב""ה לסבב סיבות שלא יהרגו ישראל שלשלת משפחה של רות, ולמה צוה על כל האומה שלא לצור את מואב, ל""פ גם טעם ראשון: "
Numbers 36:3," מארץ סיחון ועוג.@sp מדכתיב אח""כ, הארץ אשר הכה ה' וגו', דהיינו סיחון ועוג שישראל נצחו אותן וירשו את ארצם, כמו שמפורש בפ' חקת א""נ מדכתיב בסמוך ויתן להם משה לבני גד וגו' את ממלכת סיחון מלך האמורי ואת ממלכת עוג מלך הבשן, וכתיב בתרי' ויבנו בני גד את דיבון ואת עטרות וגו', וחשיב כל הערים הכתובים הכא, ש""מ דמארץ סיחון ועוג היו, ולא מערי מדין הנכתב קודם לזה: "
Numbers 37:1," למדת שהוא במדבר פארן.@sp דפארן היה מישור גדול ומקום היה בו שנקרא רתמה, ש""מ דגזירת מרגלים היה ברתמה: @psשכל ל""ח שנה כו'.@sp שלא היתה הגזירה כי אם שלשים ושמנה שנה כמו שפירש""י בפ' אלה הדברים. וא""ת והא מרתמה עד הר ההר לא היו אלא י""ט מסעות וא""כ לא יהיו אלא ארבעים ואחת מסעות, ולעיל פרש""י מ""ב מסעות. עיין לעיל בפ' חקת בפרש""י שבע מסעות ממוסרה עד הר ההר: @psדרש בו דרשה אחרת.@sp ר""ל לכך נכתבו המסעות: @psכאן ישננו.@sp ר""ל כאן היית ישן, כך הקב""ה מונה כל המסעות כלומר דבר זה עשיתם במסע פלוני וזה אירע לכם במסע פלוני: @psכאן הוקרנו.@sp לשון מיקר שכן דרך החולים שנוח להם כשמקררין אותן: "
Numbers 38:2," מצרני גבולי.@sp כלל זה נקוט בידך כל מקום שמזכיר רש""י לשון מיצר, ר""ל הוא גבול, פי' הרצועה המקפת א""י: @psלשון נפילה.@sp כמו הפיל פור הוא הגורל: "
Numbers 39:12," מפני גואל הדם.@sp כלומר מגואל פי' מפני גואל הדם, ומפרש ואזיל הי מקרי גואל הדם, להיות ששם גואל נופל על גואל הרוצח כעל גואל הנרצח פירשו הרב ואמר שהוא קרוב לנרצח: "
Numbers 40:4," ר""י אומר.@sp רצל""ת למה כתיב ואם, הל""ל וכי יהי', דואם משמע שספק הוא אם יהי' היובל. ומה שכתב אחר זה ואפי' יהי' יובל אינו ר""ל שפי' ואם אפי', שא""כ הוא סותר מה שפירש לעיל דמלת ואם הוא ספק. אלא ואפילו זה מלשון רש""י הוא, לא מפירוש מלת אם: @psשיפסוק.@sp ר""ל שיחרב הבית ויתבטלו השמטות והיובל: "
