Chapter,Segment #,English,Hebrew
64,3,"In the case of the aforementioned super-wealthy, the money creates genuine insanity. Consequently, their wealth makes them eccentric.","וְאֵצֶל הַנְּגִידִים הַנַּ""ל נַעֲשֶׂה עַל־יְדֵי הַמָּמוֹן שִׁגָּעוֹן גָּמוּר, וְעַל־כֵּן הֵם נַעֲשִׂים מְשֻׁגָּעִים עַל־יְדֵי הָעֲשִׁירוּת שֶׁלָּהֶם:"
65,1,"When one avenges “the vengeance of the God of Hosts,” it is reckoned as charity.","כְּשֶׁמְּקַנְּאִין קִנְאַת ה' צְבָאוֹת, נֶחֱשָׁב כְּמוֹ צְדָקָה."
65,2,"This is as the <i>Tosafot</i> wrote in Chapter <i>HaShutafin</i>, concerning that which our Sages, of blessed memory, taught (Bava Batra 10b) : <b>{“Charity exalts a people, but the kindness of nations is a sin”</b> (Proverbs 14:34)<b>.}</b>","כְּמוֹ שֶׁכָּתְבוּ הַתּוֹסָפוֹת בְּפֶרֶק הַשֻּׁתָּפִין, עַל מַה שֶּׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (ב""ב י:):"
65,3,"“Charity exalts a people”—this refers to Israel—“but the kindness of nations is a sin”—this refers to idolaters, whose every kindness…. They brought proof from Nevuzaraddan; see there.","צְדָקָה תְּרוֹמֵם גּוֹי – אֵלּוּ יִשְׂרָאֵל; וְחֶסֶד לְאֻמִּים חַטָּאת – אֵלּוּ הָעַכּוּ""ם, שֶׁכָּל חֶסֶד שֶׁעוֹשִׂין וְכוּ'. וְהֵבִיאוּ רְאָיָה מִנְּבוּזַרְאֲדָן, עַיֵּן שָׁם."
65,4,"And the <i>Tosafot</i> wrote there: Nevuzaraddan performed charity then by taking revenge on behalf of God. It follows, that “the vengeance of the God of Hosts” is akin to charity.","וְכָתְבוּ הַתּוֹסָפוֹת שָׁם: וּנְבוּזַרְאֲדָן עָשָׂה אָז צְדָקָה, שֶׁקִּנֵּא לְהַקָּדוֹשׁ־בָּרוּךְ־הוּא. נִמְצָא שֶׁקִּנְאַת ה' צְבָאוֹת הוּא כְּמוֹ צְדָקָה:"
66,1,"The tzaddik is obliged to repent on behalf of the Jewish people. In other words, when someone steps out of line and throws off the yoke, the tzaddik must then repent on his behalf.","הַצַּדִּיק הוּא מֻכְרָח לַעֲשׂוֹת תְּשׁוּבָה בְּעַד יִשְׂרָאֵל, דְּהַיְנוּ כְּשֶׁיּוֹצֵא אֶחָד חוּץ לַשּׁוּרָה וּפוֹרֵק עֹל, אֲזַי הַצַּדִּיק מֻכְרָח לַעֲשׂוֹת תְּשׁוּבָה בִּשְׁבִילוֹ."
66,2,"By way of a parable: Once, two people were travelling [in a wagon pulled] by a frightened and crazy horse. The horse lifted and tossed them from the wagon. One got up and began punching the horse, striking it repeatedly. The second one laughed at him, and said, “You’re just injuring your hand. How does all this hitting help the horse? Instead, you have to take the riding crop, which people use for striking horses, to strike it. The other went and did this. He took the riding crop and began striking the horse. The horse got up and bolted in great panic. As it ran, it lifted and tossed them into the muck and mire. The horse fled further on. It turns out that this, too, was not good advice. So they advised him to do the following: He should take a proper rope and tie the horse to some tree. He should then strike the horse repeatedly; that way he would teach it to behave. He did this. He hit the horse repeatedly and tired himself out. But he saw that this, too, was not good advice, because the whole horse was not worth the effort and aggravation he had from beating [it]. And so there was no solution for such a horse except to shoot it with a gun. But this pained him.","עַל־פִּי מָשָׁל, שֶׁפַּעַם אֶחָד נָסְעוּ שְׁנֵי בְּנֵי־אָדָם עִם סוּס מְבֹהָל וּמְשֻׁגָּע, וְנָשָׂא אוֹתָם הַסּוּס וְהִשְׁלִיכָם מִן הָעֲגָלָה. וְעָמַד אֶחָד וְהִתְחִיל לְהַכּוֹת אֶת הַסּוּס בְּאֶגְרוֹף, וְהִכָּה אוֹתוֹ הַרְבֵּה. וְשָׂחַק מִמֶּנּוּ הַשֵּׁנִי וְאָמַר לוֹ: הֲלֹא אַתָּה מַכֶּה אֶת יָדְךָ, וּמַה תּוֹעִיל לְהַסּוּס הַכָּאָה זוֹ, רַק אַתָּה צָרִיךְ לִקַּח רְצוּעָה, שֶׁמַּכִּין בָּהּ הַסּוּסִים, לְהַכּוֹת אוֹתוֹ. וְהָלַךְ וְעָשָׂה כֵּן, וְלָקַח רְצוּעָה וְהִתְחִיל לְהַכּוֹת אֶת הַסּוּס. וְעָמַד הַסּוּס וְרָץ בְּבֶהָלָה גְּדוֹלָה, וּבָרַח וְנָשָׂא אוֹתָם וְהִשְׁלִיךְ אוֹתָם לְתוֹךְ רֶפֶשׁ וָטִיט, וְהַסּוּס בָּרַח לוֹ לְהַלָּן. נִמְצָא, שֶׁגַּם זֶה אֵינוֹ עֵצָה טוֹבָה. וְיָעֲצוּ אוֹתוֹ שֶׁיַּעֲשֶׂה כָּךְ, שֶׁיִּקַּח חֶבֶל יָפֶה, וְיִקְשֹׁר אֶת הַסּוּס לְאֵיזֶה אִילָן, וְיַכֶּה אוֹתוֹ הַרְבֵּה, וּבָזֶה יְלַמְּדוֹ לְהֵיטִיב. וְעָשָׂה כָּךְ, וְהִכָּה הַסּוּס הַרְבֵּה וְנִתְיַגַּע. וְרָאָה שֶׁגַּם זֶה אֵינוֹ עֵצָה טוֹבָה, כִּי אֵינוֹ כְּדַאי הַסּוּס כֻּלּוֹ בְּעַד הַיְגִיעָה וְהַקֹּצֶר־רוּחַ שֶׁיֵּשׁ לוֹ עַל־יְדֵי הַהַכָּאָה, וְאֵין תַּקָּנָה לְסוּס כָּזֶה רַק לִירוֹת אוֹתוֹ עַל־יְדֵי קְנֵי־שְׂרֵפָה, וְזֶה צַר לוֹ."
66,3,"It is similar when one steps out [of line] and behaves improperly. One cannot find a solution for him. It would be possible to punish him directly or through a third party or by some other means, but all the punishments harm the tzaddik himself. This is as we find of God, that “in all their troubles, He is troubled” (Isaiah 63:9). For they are “a portion of God on high” (Job 31:2), and so when they are troubled, God forbid, He is troubled, as it were.","כָּךְ כְּשֶׁאֶחָד יוֹצֵא לַחוּץ, וְאֵינוֹ מִתְנַהֵג כַּשּׁוּרָה – אֵין יְכוֹלִין לִמְצֹא עֵצָה מַה לַּעֲשׂוֹת לוֹ, כִּי הָיָה אֶפְשָׁר לְהַעֲנִישׁ אוֹתוֹ בְּעַצְמוֹ אוֹ עַל־יְדֵי שָׁלִיחַ אוֹ בְּאֹפֶן אַחֵר, אַךְ כָּל הָעֳנָשִׁים הֵם נוֹגְעִים לְהַצַּדִּיק בְּעַצְמוֹ, כְּמוֹ שֶׁמָּצִינוּ אֵצֶל הַשֵּׁם יִתְבָּרַךְ, שֶׁבְּכָל צָרָתָם לוֹ צָר (ישעיה סג), כִּי הֵם חֵלֶק אֱלוֹקַ מִמַּעַל, וְעַל־כֵּן כְּשֶׁיֵּשׁ לָהֶם צָרָה, חַס וְשָׁלוֹם, לוֹ צַר כִּבְיָכוֹל;"
66,4,"This is so for the tzaddik as well, because “Punishment is not good also for the tzaddik” (Proverbs 17:26). For the punishment he metes out to an individual harms the tzaddik himself. This is because man is comprised of four elements (<i>yesodot</i>): fire, air, water, earth. Each of these four <i>yesodot</i> stems from the simple <i>yesod</i>, namely, the concept of the tzaddik: “the tzaddik is the <i>yesod</i> (foundation) of the world” (ibid. 10:25).","כְּמוֹ־כֵן אֵצֶל הַצַּדִּיק גַם־כֵּן, כִּי גַּם עֲנוֹשׁ לַצַּדִּיק לֹא טוֹב (משלי יז), כִּי הָעֹנֶשׁ שֶׁמַּעֲנִישׁ אֶת אֶחָד, הוּא נוֹגֵעַ לְהַצַּדִּיק בְּעַצְמוֹ. כִּי הָאָדָם נִתְהַוָּה מֵאַרְבָּעָה יְסוֹדוֹת: אֵשׁ, רוּחַ, מַיִם, עָפָר. וְכָל אֵלּוּ הָאַרְבָּעָה יְסוֹדוֹת נִמְשָׁכִין מִיסוֹד הַפָּשׁוּט, שֶׁהוּא בְּחִינַת הַצַּדִּיק, בְּחִינַת (משלי י): צַדִּיק יְסוֹד עוֹלָם;"
66,5,"The tzaddik is the concept of the simple element, from which all the four elements are derived, as in “Now a river issues out of Eden to water the garden and from there separates into four heads” (Genesis 2:10). “Now a river issues out of Eden” corresponds to “the tzaddik is the foundation of the world,” the simple element. “From there it separates”—which refers to the four elements, the concept of “four heads.” It follows, that they all stem from the tzaddik. Therefore, if he punishes someone, it will harm the tzaddik himself. Hence, “Punishment is not good also for the tzaddik.”","שֶׁהַצַּדִּיק הוּא בְּחִינַת יְסוֹד הַפָּשׁוּט, שֶׁמִּמֶּנּוּ נִמְשָׁכִין כָּל הָאַרְבָּעָה יְסוֹדוֹת, בִּבְחִינַת (בראשית ב): וְנָהָר יֹצֵא מֵעֵדֶן לְהַשְׁקוֹת אֶת הַגָּן, וּמִשָּׁם יִפָּרֵד וְהָיָה לְאַרְבָּעָה רָאשִׁים. נָהָר יֹצֵא מֵעֵדֶן – זֶה בְּחִינַת צַדִּיק יְסוֹד עוֹלָם, בְּחִינַת יְסוֹד הַפָּשׁוּט, אֲשֶׁר מִשָּׁם יִפָּרֵד – הָאַרְבָּעָה יְסוֹדוֹת, שֶׁהֵם בְּחִינַת אַרְבָּעָה רָאשִׁים כַּנַּ""ל. נִמְצָא שֶׁכֻּלָּם נִמְשָׁכִין מֵהַצַּדִּיק, וְעַל־כֵּן אִם הוּא מַעֲנִישׁ אֶת אֶחָד, נוֹגֵעַ אֶת הַצַּדִּיק בְּעַצְמוֹ, וְעַל־כֵּן: גַּם עָנוֹשׁ לַצַּדִּיק לֹא טוֹב כַּנַּ""ל:"
66,6,"<b>2.</b> This is as the masters of <i>musar</i> (ethics) teach: When a person comes to the tzaddik and sees him, as in “and your eyes will see your teacher” (Isaiah 30:20), it is right that he find himself within the tzaddik. Seeing the tzaddik’s face will lead to introspection, to see where he stands in the various facets of his character.","וְזֶה שֶׁאָמְרוּ הַבַּעֲלֵי־מוּסָר, שֶׁכְּשֶׁבָּאִים לַצַּדִּיק וְרוֹאִים אוֹתוֹ, בִּבְחִינַת (ישעיה ל): וְהָיוּ עֵינֶיךָ רֹאוֹת אֶת מוֹרֶיךָ, רָאוּי שֶׁיִּמְצָא אֶת עַצְמוֹ בְּתוֹךְ הַצַּדִּיק, שֶׁיִּסְתַּכֵּל בְּעַצְמוֹ עַל כָּל הַמִּדּוֹת, אֵיךְ הוּא אוֹחֵז בָּהֶם, עַל־יְדֵי רְאִיַּת פְּנֵי הַצַּדִּיק."
66,7,"This is because all character traits stem from the aforementioned four elements, as is brought. Therefore, when he sees the tzaddik, who is the concept of the simple element, from which the four elements are drawn, he ought to examine and sense where he stands in the various character traits. For they come from the four <i>yesodot,</i> which stem from the tzaddik, namely, the concept of the simple <i>yesod</i> .","כִּי כָל הַמִּדּוֹת נִמְשָׁכִין מֵהָאַרְבָּעָה יְסוֹדוֹת הַנַּ""ל, כַּמּוּבָא. וְעַל־כֵּן כְּשֶׁרוֹאֶה אֶת הַצַּדִּיק, שֶׁהוּא בְּחִינַת יְסוֹד הַפָּשׁוּט, שֶׁמִּמֶּנּוּ נִמְשָׁכִין כָּל הָאַרְבָּעָה יְסוֹדוֹת, רָאוּי לוֹ שֶׁיִּסְתַּכֵּל וְיַרְגִּישׁ עַל־יְדֵי־זֶה אֵיךְ הוּא אוֹחֵז בְּכָל הַמִּדּוֹת, שֶׁבָּאִין מִן הָאַרְבָּעָה יְסוֹדוֹת, שֶׁנִּמְשָׁכִין מֵהַצַּדִּיק, שֶׁהוּא בְּחִינַת יְסוֹד הַפָּשׁוּט כַּנַּ""ל:"
66,8,"Thus, the first letters of “and then <i>Ainekha Ro’ot Et Morekha</i> (your eyes will see your teacher)” are an acronym for <i>Eish Ruach Mayin Ahfar</i> .These are the four <i>yesodot</i> from which all the traits stem, for they all stem from the tzaddik. Therefore, when a person sees the tzaddik—i.e., the concept of “and then your eyes will see your teacher”—he looks within, to see where he stands in the various character traits, which come from the four elements—fire, air, water, earth—which are derived from the tzaddik, as mentioned above.","וְזֶה: וְהָיוּ עֵינֶיךָ רֹאוֹת אֶת מוֹרֶיךָ – רָאשֵׁי־תֵבוֹת: אֵשׁ רוּחַ מַיִם עָפָר, שֶׁהֵם הָאַרְבָּעָה יְסוֹדוֹת, שֶׁמֵּהֶם נִמְשָׁכִין כָּל הַמִּדּוֹת, שֶׁכֻּלָּם נִמְשָׁכִין מֵהַצַּדִּיק כַּנַּ""ל. וְעַל־כֵּן כְּשֶׁרוֹאִין אֶת הַצַּדִּיק, שֶׁזֶּה בְּחִינַת: וְהָיוּ עֵינֶיךָ רֹאוֹת אֶת מוֹרֶיךָ, עַל־יְדֵי־זֶה רוֹאִין בְּעַצְמוֹ אֵיךְ הוּא אוֹחֵז בְּכָל הַמִּדּוֹת, שֶׁבָּאִין מֵאַרְבָּעָה יְסוֹדוֹת: אֵשׁ, רוּחַ, מַיִם, עָפָר, שֶׁנִּמְשָׁכִין מֵהַצַּדִּיק כַּנַּ""ל:"
66,9,"<b>3.</b> This is why people call the day after Yom Kippur “God’s Name.” This is because after Yom Kippur the concept of God’s Name is revealed. And this is why right after Yom Kippur they were commanded concerning Shabbat, because on the day after Yom Kippur God was reconciled with the Jewish people and cautioned them concerning the work of the Tabernacle. Then Moshe assembled them and cautioned them concerning Shabbat, so that they would not mistakenly say that the construction of the Tabernacle overrides Shabbat (as is brought in Rashi on Exodus 35:2). It follows, that immediately after Yom Kippur they were cautioned concerning Shabbat. And Shabbat is the Name of the Blessed Holy One (Zohar II, 88b), because then, after Yom Kippur, the concept of God’s Name is revealed.","וְזֶה שֶׁקּוֹרִין הָעוֹלָם אֶת מָחֳרַת יוֹם־הַכִּפּוּרִים ""שֵׁם ה'"", כִּי אַחַר יוֹם־הַכִּפּוּרִים, אָז נִתְגַּלָּה בְּחִינַת שֵׁם ה'. וְזֶה שֶׁנִּצְטַוּוּ תֵּכֶף לְמָחֳרַת יוֹם־הַכִּפּוּרִים עַל שַׁבָּת, כִּי לְמָחֳרַת יוֹם־הַכִּפּוּרִים נִתְרַצָּה הַשֵּׁם יִתְבָּרַךְ לְיִשְׂרָאֵל וְהִזְהִירָם עַל מְלֶאכֶת הַמִּשְׁכָּן, וַאֲזַי הִקְהִילָם מֹשֶׁה וְהִזְהִירָם עַל שַׁבָּת, כְּדֵי שֶׁלֹּא יִטְעוּ לוֹמַר שֶׁמְּלֶאכֶת הַמִּשְׁכָּן דּוֹחָה שַׁבָּת (כמובא בפירש""י פ' ויקהל). נִמְצָא שֶׁתֵּכֶף לְמָחֳרַת יוֹם־הַכִּפּוּרִים הֻזְהֲרוּ עַל שַׁבָּת, וְשַׁבָּת שְׁמָא דְּקֻדְשָׁא־בְּרִיךְ־הוּא (זוהר יתרו דף פח:). כִּי אָז, אַחַר יוֹם־הַכִּפּוּרִים, נִתְגַּלָּה בְּחִינַת שֵׁם ה'."
66,10,"For when they punish a person, they uproot him from the source of his life-force. Thus, conceptually, even other punishments are called death, as it is written (Exodus 4:19), “for all the men seeking your life have died”—and our Sages, of blessed memory, taught: they became paupers (Avodah Zarah 5a). The name is the life-force, as in “a living soul is its name” (Genesis 2:19). And His name is associated with our name, as it were (Yerushalmi, Taanit 2:6). Therefore, whenever Israel suffers some punishment, God forbid, it harms the Blessed One Himself, as it were. This is because punishment primarily harms the life-force, which is the name—and His Name is associated with ours.","כִּי כְּשֶׁמַּעֲנִישִׁין אֶת אֶחָד, עוֹקְרִין אוֹתוֹ מִשֹּׁרֶשׁ חִיּוּתוֹ, כִּי אֲפִלּוּ שְׁאָר עֳנָשִׁים נִקְרָאִים בְּחִינַת מִיתָה, כְּמוֹ שֶׁכָּתוּב (שמות ד): כִּי מֵתוּ כָּל הָאֲנָשִׁים הַמְבַקְּשִׁים אֶת נַפְשֶׁךָ, וְאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (ע""ז ה.), שֶׁנַּעֲשׂוּ עֲנִיִּים; וְהַשֵּׁם הוּא הַחִיּוּת, בִּבְחִינַת (בראשית ב): נֶפֶשׁ חַיָה הוּא שְׁמוֹ; וּשְׁמוֹ מְשֻׁתָּף בִּשְׁמֵנוּ כִּבְיָכוֹל (ירושלמי תענית פ""ב, ובפירש""י יהושע ז, ירמיה ד, ובילקוט יהושע ז). וְעַל־כֵּן כְּשֶׁיֵּשׁ לְיִשְׂרָאֵל אֵיזֶה עֹנֶשׁ, חַס וְשָׁלוֹם, נוֹגֵעַ אֶת עַצְמוֹ יִתְבָּרַךְ, כִּבְיָכוֹל, כִּי עִקָּר הָעֹנֶשׁ נוֹגֵעַ בְּהַחִיּוּת שֶׁהוּא הַשֵּׁם, וּשְׁמוֹ מְשֻׁתָּף בִּשְׁמֵנוּ כַּנַּ""ל."
66,11,"And so, when Moshe said: “But if not, please wipe me out” (Exodus 32:32), God answered him: “He who has sinned against Me, I will wipe him out” (ibid. :33). Moshe requested that God do it for the sake of His Great Name, which is associated with our name. And since God’s Name is associated with ours, it follows that when He punishes them, He harms Himself, as it were. Therefore, our Sages, of blessed memory, taught: He does not rejoice… (Megillah 10b), because He harms Himself, as it were, for His Name is associated with our name.","וְעַל־כֵּן כְּשֶׁאָמַר מֹשֶׁה: וְאִם אַיִן מְחֵנִי נָא (שמות לב), וְהֱשִׁיבוֹ הַשֵּׁם יִתְבָּרַךְ: מִי אֲשֶׁר חָטָא לִי אֶמְחֶנּוּ וְכוּ' (שם) – בִּקֵּשׁ מֹשֶׁה, שֶׁיַּעֲשֶׂה לְמַעַן שְׁמוֹ הַגָּדוֹל הַמְּשֻׁתָּף בִּשְׁמֵנוּ. כִּי מֵאַחַר שֶׁשְּׁמוֹ יִתְבָּרַךְ מְשֻׁתָּף בִּשְׁמֵנוּ, נִמְצָא כְּשֶׁיַּעֲנִישׁ אוֹתָם, נוֹגֵעַ אֶת עַצְמוֹ יִתְבָּרַךְ, כִּבְיָכוֹל, כַּנַּ""ל. וְעַל־כֵּן אָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (מגילה י:): הוּא אֵינוֹ שָׂשׂ וְכוּ', כִּי נוֹגֵעַ בְּעַצְמוֹ יִתְבָּרַךְ, כִּבְיָכוֹל, כִּי שְׁמוֹ מְשֻׁתָּף בִּשְׁמֵנוּ כַּנַּ""ל."
66,12,"It follows, that when God was reconciled with the Jewish people on Yom Kippur and said “I have forgiven, according to your word,” then His Name, which is associated with our name, was exalted, as it were. Therefore, immediately after Yom Kippur they were commanded concerning Shabbat, as mentioned above. For Shabbat is the name of the Blessed Holy One, as mentioned above. And this is why the day after Yom Kippur is called “God’s Name.” As a result of the pardoning and forgiveness that is effected on Yom Kippur, God’s Name is exalted.","נִמְצָא כְּשֶׁנִּתְרַצָּה הַקָּדוֹשׁ־בָּרוּךְ־הוּא לְיִשְׂרָאֵל בְּיוֹם־הַכִּפּוּרִים וְאָמַר: סָלַחְתִּי כִּדְבָרֶיךָ, אֲזַי, כִּבְיָכוֹל, נִגְדָּל שְׁמוֹ יִתְבָּרַךְ הַמְשֻׁתָּף בִּשְׁמֵנוּ כַּנַּ""ל. וְעַל־כֵּן נִצְטַוּוּ תֵּכֶף אַחַר יוֹם־הַכִּפּוּרִים עַל שַׁבָּת כַּנַּ""ל, כִּי שַׁבָּת שְׁמָא דְּקֻדְשָׁא־בְּרִיךְ־הוּא כַּנַּ""ל, וְעַל־כֵּן קוֹרִין מָחֲרַת יוֹם־הַכִּיפּוּרִים ""שֵׁם ה'"", כִּי אַחַר הַמְּחִילָה וְהַסְּלִיחָה שֶׁנַּעֲשָׂה בְּיוֹם־הַכִּפּוּרִים, נִגְדָּל שֵׁם ה', כַּנַּ""ל:"
67,1,(Connecting the Torah’s start with its end.),(חִבּוּר הַתְחָלַת הַתּוֹרָה בְּסוֹפָהּ)
67,2,<i>Bereishit</i> (“In the beginning”)—<i>l’einei kol Yisrael</i> (“before the eyes of all Israel”),בְּרֵאשִׁית – לְעֵינֵי כָּל יִשְׂרָאֵל.
67,3,"There are clouds which cover the eyes. As is brought, these are Greater Rome and Minor Rome (Zohar III, 252a). And this is the concept of “The clouds return after the rain” (Ecclesiastes 12:2)—this refers to eyesight, which is weakened as a result of weeping, as our Sages, of blessed memory, taught (Shabbat 151b). On account of weeping, the light of the eyes weakens and fades away.","כִּי יֵשׁ עֲנָנִין דִּמְכַסְיָן עַל עֵינָא, שֶׁהֵם רוֹמִי רַבָּתִי וְרוֹמִי זְעִירָתָא, כַּמּוּבָא (ברעיא מהימנא פנחס דף רנב). וְזֶה בְּחִינַת (קהלת יב): וְשָׁבוּ הֶעָבִים אַחַר הַגָּשֶׁם – זֶה מְאוֹר עֵינַיִם, שֶׁהוֹלֵךְ אַחַר הַבְּכִיָּה, כְּמוֹ שֶׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (שבת קנא:), שֶׁעַל־יְדֵי הַבְּכִי הוֹלֵךְ וּמִסְתַּלֵּק מְאוֹר עֵינַיִם."
67,4,"And this is the concept of the light going down in the West. For the sun rises in the east and sets in the west. It follows, that “west” signifies the descent of the light. This is all on account of weeping, which causes the light of the eyes to fade away—namely, the concept of the light going down.","וְזֶה בְּחִינַת שְׁקִיעַת הָאוֹר בְּמַעֲרָב, כִּי בְּמִזְרָח חַמָּה זוֹרַחַת וּבְמַעֲרָב שׁוֹקַעַת, נִמְצָא שֶׁמַּעֲרָב הוּא שְׁקִיעַת הָאוֹר. וְכָל זֶה עַל־יְדֵי בְּחִינַת הַבְּכִי, שֶׁעַל־יָדוֹ מִסְתַּלֵּק מְאוֹר הָעֵינַיִם כַּנַּ""ל, שֶׁזֶּה בְּחִינַת שְׁקִיעַת הָאוֹר כַּנַּ""ל."
67,5,"<i>MaARaV</i> (West) is thus an acronym for “Rachel <i>M’vakah Al Banehah</i> (weeps for her children)” (Jeremiah 31:15; as brought in the teachings of the Ari). For the <i>Shekhinah</i> (Divine Presence) is in the West (Bava Batra 25a), and the <i>Shekhinah</i> weeps and moans, as it were, over the Jewish people, as in “Rachel weeps for her children; she refuses to be consoled for her children, who are gone.” She weeps over the suffering of the Jewish people, who are dispersed among the nations and are gone from their place.","כִּי מַעֲרָב – רָאשֵׁי־תֵבוֹת: רָחֵל מְבַכָּה עַל בָּנֶיהָ (ירמיה לא), (כַּמּוּבָא בְּכִתְבֵי הָאֲרִ""י זַ""ל), כִּי שְׁכִינָה בְּמַעֲרָב (ב""ב כה), וְהַשְּׁכִינָה בּוֹכָה וּמְיַלֶּלֶת, כִּבְיָכוֹל, עַל יִשְׂרָאֵל, בְּחִינַת (ירמיה לא): רָחֵל מְבַכָּה עַל בָּנֶיהָ, מֵאֲנָה לְהִנָּחֵם עַל בָּנֶיהָ כִּי אֵינֶנּוּ – שֶׁהִיא בּוֹכָה עַל צָרַת יִשְׂרָאֵל, הַמְפֻזָּרִים בַּגּוֹיִים וְאֵינָם עַל מְקוֹמָם."
67,6,"Therefore, the light’s descent is in the west. For weeping causes the light of the eyes to fade away, which is the concept of the light going down, as mentioned above.","וְעַל־כֵּן שְׁקִיעַת הָאוֹר בְּמַעֲרָב, כִּי עַל־יְדֵי הַבְּכִיָּה מִסְתַּלֵּק מְאוֹר עֵינַיִם, שֶׁזֶּה בְּחִינַת שְׁקִיעַת הָאוֹר כַּנַּ""ל."
67,7,"This is also the concept of the <i>Kotel HaMaaravi</i> (Western Wall), which is where the <i>Shekhinah</i> weeps and moans over the destruction of the Temple, for there, in <i>maarav ,</i> “Rachel weeps for her children,” as mentioned above.","וְזֶה בְּחִינַת כֹּתֶל מַעֲרָבִי, שֶׁשָּׁם הַשְּׁכִינָה בּוֹכָה וּמְיַלֶּלֶת עַל חֻרְבַּן בֵּית־הַמִּקְדָּשׁ, כִּי בְּמַעֲרָב שָׁם רָחֵל מְבַכָּה עַל בָּנֶיהָ, כַּנַּ""ל."
67,8,"Now, there are “luminaries of light” and “luminaries of fire” (Zohar I, 20b). They are opposites, such that when the luminaries of light are strong, then the luminaries of fire are subdued. And, so too, in reverse, God forbid; when the luminaries of light are subdued and removed, God forbid, then the luminaries of fire become powerful. This is the concept of the Holy Temple’s destruction, the concept of “From on high He sent a fire into my bones” (Lamentations 1:13). The luminaries of fire grew powerful due to the removal of the luminaries of light, as in “Rachel weeps over her children,” for the weeping is the departure of the luminaries of light, and then, God forbid, the luminaries of fire become powerful, the concept of “From on high He sent a fire…,” as mentioned above.","וְיֵשׁ מְאוֹרֵי אוֹר וּמְאוֹרֵי אֵשׁ, וְהֵם זֶה לְעֻמַּת זֶה; שֶׁכְּשֶׁיֵּשׁ כֹּחַ לִמְאוֹרֵי אוֹר, אֲזַי נִכְנָעִין מְאוֹרֵי אֵשׁ, וְכֵן לְהֵפֶךְ, חַס וְשָׁלוֹם, שֶׁכְּשֶׁנִּכְנָעִין וְנִסְתַּלְּקִין מְאוֹרֵי אוֹר, חַס וְשָׁלוֹם, אֲזַי מִתְגַּבְּרִין מְאוֹרֵי אֵשׁ. וְזֶה בְּחִינַת חֻרְבַּן בֵּית הַמִקְדָּשׁ, בְּחִינַת (איכה א): מִמָּרוֹם שָׁלַח אֵשׁ בְּעַצְמֹתַי; כִּי נִתְגַּבְּרוּ מְאוֹרֵי אֵשׁ עַל־יְדֵי שֶׁנִּסְתַּלְּקוּ מְאוֹרֵי אוֹר, בִּבְחִינַת: רָחֵל מְבַכָּה עַל בָּנֶיהָ; כִּי הַבְּכִיָּה הוּא בְּחִינַת הִסְתַּלְּקוּת מְאוֹרֵי אוֹר כַּנַּ""ל, וַאֲזַי מִתְגַּבְּרִין, חַס וְשָׁלוֹם, מְאוֹרֵי אֵשׁ, בְּחִינַת: מִמָּרוֹם שָׁלַח אֵשׁ וְכוּ', כַּנַּ""ל:"
67,9,"<b>2A.</b> Now, this is the concept of concealment, the disappearance of the beauty and splendor of the entire world. For there is a tzaddik who is the beauty, splendor and grace of the entire world, as in “And Yosef was beautiful in appearance and beautiful to look at” (Genesis 39:6) ; the concept of “a most beautiful sight, joy of all the earth” (Psalms 48:3). This true tzaddik, who is the concept of Yosef, is the majesty and the beauty of the entire world.","וְזֶה בְּחִינַת הַהַעֲלָמָה, שֶׁנִּתְעַלֵּם הַיֹּפִי וְהַפְּאֵר שֶׁל כָּל הָעוֹלָם. כִּי יֵשׁ צַדִּיק, שֶׁהוּא הַיֹּפִי וְהַפְּאֵר וְהַחֵן שֶׁל כָּל הָעוֹלָם כֻּלּוֹ, בִּבְחִינַת (בראשית לט): וַיְהִי יוֹסֵף יְפֵה־תֹאַר וִיפֵה־מַרְאֶה, בְּחִינַת (תהלים מח): יְפֵה נוֹף מְשׂוֹשׂ כָּל הָאָרֶץ. כִּי זֶה הַצַּדִּיק הָאֲמִתִּי שֶׁהוּא בְּחִינַת יוֹסֵף, הוּא הַהִדּוּר וְהַיֹּפִי שֶׁל כָּל הָעוֹלָם,"
