Chapter,Segment,English,Hebrew
55,55,"<b>I entered the <i>KuLiT</i> of a dead man—</b>That is, he wanted to rectify the above mentioned <i>KoLoT</i> (sounds).","וְנִכְנַסְתִּי בְּקוּלִית שֶׁל מֵת – הַיְנוּ שֶׁרָצָה לְתַקֵּן קוֹלוֹת הַנַּ""ל. "
55,56,"<b>I chased after it for three parasangs—</b>This is the aspect of prayer, of which there are three. Through them the light of the merit of the three patriarchs—who are the legs of the Throne—shines, in order to draw the light of the Land of Israel, which is the above mentioned aspect of the <i>tzvi</i> .","וְרַצְתִּי אַחֲרָיו שָׁלֹשׁ פַּרְסָאוֹת – הַיְנוּ בְּחִינַת הַתְּפִלָּה, שֶׁהֵם שָׁלֹשׁ תְּפִלּוֹת, וְעַל יָדָם מִתְנוֹצֵץ אוֹר שְׁלֹשֶׁת אָבוֹת, שֶׁהֵם בִּבְחִינַת רַגְלֵי הַכִּסֵּא, כְּדֵי לְהַמְשִׁיךְ אוֹר אֶרֶץ־יִשְׂרָאֵל, שֶׁהִיא בְּחִינַת צְבִי הַנַּ""ל. "
55,57,"<b>but met up with no <i>tzvi,</i> nor did the <i>kulit</i> end—</b>He did not attain the aspect of the Land of Israel, the nullification of the sounds mentioned above.","וּצְבִי לֹא הִגַּעְתִּי, וְקוּלִית לֹא כָּלְתָה – שֶׁלֹּא הִשִּׂיג בְּחִינַת אֶרֶץ־יִשְׂרָאֵל, בִּטּוּל קוֹלוֹת הַנַּ""ל. "
55,58,"<b>When I returned—</b>That is, after he finished praying, for then a person takes three steps back.","וּכְשֶׁחָזַרְתִּי לַאֲחוֹרַי – הַיְנוּ אַחַר גְּמַר תְּפִלָּתִי, שֶׁאָז פּוֹסֵעַ הָאָדָם לַאֲחוֹרָיו שָׁלֹשׁ פְּסִיעוֹת. "
55,59,"<b>they said to me: It was [the <i>kulit</i>] of King Og of the Bashan—</b>Not every person can rectify <i>kolot</i> such as these, because [Og’s] hold is on the right side. Thus, even Moshe <i>Rabbeinu</i> was afraid of him until God assured him: “Do not be afraid of him,” as brought in the <i>Zohar</i> .","אָמְרוּ לִי: שֶׁל עוֹג מֶלֶךְ הַבָּשָׁן הִיא – וְאֵין כָּל אָדָם יָכוֹל לְתַקֵּן קוֹלוֹת כָּאֵלּוּ, כִּי אֲחִיזָתוֹ בְּיָמִין, וַאֲפִלּוּ מֹשֶׁה רַבֵּנוּ הָיָה יָרֵא מִפָּנָיו, עַד שֶׁהִבְטִיחוֹ הַקָּדוֹשׁ־בָּרוּךְ־הוּא: אַל תִּירָא אוֹתוֹ כַּמּוּבָא בַּזֹּהַר (שם). "
55,60,"This is why the aspect of a wicked person like Og is called “refugee,” as it is written (Genesis 14:13), “Then the refugee came”—this is Og. It was his hope that Avraham would be killed, and he would marry Sarah. He corresponds to “The wicked man watches for the tzaddik”—Avraham, etc.; “God will not abandon him into his hand”—in the aspect of “grasp judgment in My Hand.” The Holy One held his judgment in abeyance for a long time, until the time of Moshe <i>Rabbeinu,</i> of blessed memory. This is why he is called “refugee,” corresponding to “I will be free of my judgment forever” (Job 23:7)—he escaped judgment an extremely long time.","וּבִשְׁבִיל זֶה בְּחִינַת רָשָׁע כְּעוֹג נִקְרָא פָּלִיט, כְּמוֹ שֶׁכָּתוּב (בראשית יד): וַיָּבֹא הַפָּלִיט – זֶה עוֹג (ב""ר לך לך פ' מב ועיין נדה סא ובתוספות שם וע' מ""ר דברים פ""א), שֶׁרָצָה שֶׁיֵּהָרֵג אַבְרָהָם וְיִשָּׂא אֶת שָׂרָה. וְהוּא בִּבְחִינַת: צוֹפֶה רָשָׁע לַצַּדִּיק – אַבְרָהָם וְכוּ' – ה' לֹא יַעַזְבֶנּוּ בְיָדוֹ, בִּבְחִינַת: וְתֹאחֵז בְּמִשְׁפָּט יָדִי. וְהַקָּדוֹשׁ־בָּרוּךְ־הוּא כָּבַשׁ מִשְׁפָּטוֹ מִמֶּנּוּ זְמַן רַב, עַד זְמַן מֹשֶׁה רַבֵּנוּ עָלָיו הַשָּׁלוֹם, וּבִשְׁבִיל זֶה נִקְרָא פָּלִיט, בִּבְחִינַת (איוב כג): וַאֲפַלְּטָה לָנֶצַח מִשֹּׁפְטִי – שֶׁנִּמְלַט מֵהַמִּשְׁפָּט זְמַן כַּבִּיר: "
55,61,"<b>11.</b> And through this, the tzaddikim, who do good, merit God’s countenance. Prior to the destruction of the wicked, God’s countenance is covered and hidden in order to destroy the evildoers, in the aspect of “God’s countenance is in those who do evil, to destroy [them]” (Psalms 34:17) .","וְעַל־יְדֵי־זֶה הַצַּדִּיקִים שֶׁהֵם עוֹשֵׂי טוֹב, זוֹכִים לִפְּנֵי ה', כִּי קֹדֶם כְּרִיתוּת הָרְשָׁעִים הָיָה פְּנֵי ה' מְכֻסֶּה וּמֻסְתָּר בְּעוֹשֵׂי רַע כְּדֵי לְהַכְרִיתָם, בִּבְחִינַת (תהלים לד): פְּנֵי ה' בְּעוֹשֵׂי רָע לְהַכְרִיתָם; "
55,62,"But now, as soon as we see the destruction of the wicked, God’s countenance is immediately revealed to those who do good. This is the meaning of “Seek His countenance constantly” (Psalms 105:4). By means of “constantly”—the aspect of the Land of Israel, as it is written (Deuteronomy 11:12), “God your Lord keeps His eyes on it constantly”…by means of the Land of Israel you will merit to find God’s countenance. For by means of the Land of Israel you will merit to see the destruction of the wicked, as explained above.","וְעַכְשָׁו, תֵּכֶף כְּשֶׁרוֹאִים בִּכְרִיתוּת רְשָׁעִים, תֵּכֶף נִתְגַּלֶּה פְּנֵי ה' לְעוֹשֵׂי טוֹב. וְזֶהוּ (שם קה): בַּקְּשׁוּ פָנָיו תָּמִיד; כִּי עַל־יְדֵי תָּמִיד, שֶׁהוּא בְּחִינַת אֶרֶץ־יִשְׂרָאֵל, כְּמוֹ שֶׁכָּתוּב (דברים יא): תָּמִיד עֵינֵי ה' אֱלֹקֶיךָ בָּהּ, עַל יְדֵי אֶרֶץ־יִשְׂרָאֵל תִּזְכּוּ לִמְצֹא פְּנֵי ה', כִּי עַל־יְדֵי אֶרֶץ־יִשְׂרָאֵל תִּזְכּוּ לִרְאוֹת בְּהַכְּרִיתוּת רְשָׁעִים כַּנַּ""ל: "
55,63,"<b>12.</b> This is also the aspect of encompassing the angel Sandal in the angel Metat, Minister of the Countenance—the encompassing of the World of Action in the World of Formation—by repeating the verse “Every <i>neshamah</i> (soul)” (Psalms 150:6)—with each and every <i>neshimah</i> (breath) one must praise God.","וְזֶהוּ בְּחִינַת כְּלָלִיּוּת מַלְאָךְ סנד""ל בַּמַּלְאָךְ מט""ט שַׂר הַפָּנִים, כְּלָלִיּוּת עֲשִׂיָּה בִּיצִירָה, עַל־יְדֵי שֶׁכּוֹפְלִין הַפָּסוּק כֹּל הַנְּשָׁמָה (כמובא בכוונות) – בְּכָל נְשִׁימָה וּנְשִׁימָה צָרִיךְ לְהַלֵּל אֶת ה' (בראשית רבה פרשה יד). "
55,64,"However, by means of an evil eye, the breath is doubled. We see this empirically, that when a person has an evil eye, he yawns and opens his mouth to inhale a second time. And when the breath is doubled, praise also has to be doubled, as explained above. In particular, he has to praise and thank God that He rescued him from this evil eye and that he sees the destruction of the wicked.","וְעַל־יְדֵי עַיִן הָרָע נִכְפָּל הַנְּשִׁימָה, כַּנִּרְאֶה בְּחוּשׁ, כְּשֶׁיֵּשׁ לָאָדָם עַיִן הָרָע, אֲזַי מְגַהֵק וּפוֹתֵחַ פִּיו לְקַבֵּל נְשִׁימָה כְּפוּלָה, וּכְשֶׁהַנְּשִׁימָה כְּפוּלָה, גַּם הַהַלֵּל צָרִיךְ לִכְפֹּל כַּנַּ""ל. וּבִפְרָט שֶׁצָּרִיךְ לְהַלֵּל וּלְהוֹדוֹת לַה', שֶׁהִצִּיל אוֹתוֹ מֵעַיִן הָרָע הַזֹּאת, וְהוּא רוֹאֶה בְּהִכָּרֵת רְשָׁעִים. "
55,65,"This is the aspect of Metat, Minister of the Countenance, radiating to the World of Action—i.e., those whose actions are good merit the countenance of God as a result of the destruction of the evil eye, which caused the breath to be doubled.","וְזֶהוּ בְּחִינַת מט""ט שַׂר הַפָּנִים מֵאִיר לַעֲשִׂיָּה, הַיְנוּ שֶׁעוֹשֵׂי טוֹב זוֹכִין לִפְּנֵי ה' כַּנַּ""ל, עַל־יְדֵי כְּרִיתוּת הָרַע עַיִן, שֶׁגָּרְמוּ לִכְפִילַת הַנְּשִׁימָה:  (עַד כָּאן לְשׁוֹן רַבֵּנוּ ז""ל) "
56,1,"“<i>U’veyom HaBikurim</i> (On the Day of the First Fruits), when you bring an offering of new grain to God as part of your Shavuot festival, you shall observe a holy occasion: you shall not do any mundane work.” (Numbers 28:26)","וּבְיוֹם הַבִּכּוּרִים, בְּהַקְרִיבְכֶם מִנְחָה חֲדָשָׁה לַייָ בְּשָׁבֻעֹתֵיכֶם, מִקְרָא קֹדֶשׁ יִהְיֶה לָכֶם, כָּל מְלֶאכֶת עֲבוֹדָה לֹא תַעֲשׂוּ: (במדבר כח) "
56,2,"In every Jew there is an aspect of <i>malkhut;</i> each person, commensurate with his aspect, possesses an aspect of <i>malkhut</i>. There is one who rules in his home, and one whose rule is broader, and there is also one whose rule is over the entire world—each one commensurate with his aspect of <i>malkhut,</i> corresponding to “officers of thousands, and officers of hundreds, officers of fifties, and officers of tens” (Exodus 18:25) .","א כִּי יֵשׁ בְּכָל אֶחָד מִיִּשְׂרָאֵל בְּחִינַת מַלְכוּת, וְכָל אֶחָד לְפִי בְּחִינָתוֹ, כֵּן יֵשׁ לוֹ בְּחִינוֹת מַלְכוּת. יֵשׁ שֶׁהוּא שׂוֹרֵר בְּבֵיתוֹ, וְיֵשׁ שֶׁהוּא מוֹשֵׁל בְּיוֹתֵר, וְכֵן יֵשׁ שֶׁהוּא מוֹשֵׁל עַל כָּל הָעוֹלָם – כָּל אֶחָד לְפִי בְּחִינַת הַמַּלְכוּת שֶׁיֵּשׁ לוֹ. בִּבְחִינוֹת: שָׂרֵי אֲלָפִים וְשָׂרֵי מֵאוֹת וְשָׂרֵי חֲמִשִּׁים וְשָׂרֵי עֲשָׂרוֹת (שמות יח). "
56,3,"This aspect of <i>malkhut</i> that each person possesses [manifests] in the revealed and in the hidden. In the revealed—this is the rule each person has commensurate with his aspect, so that he overtly rules these people in accordance with his aspect of <i>malkhut,</i> as explained above. In the hidden—each person, commensurate with his aspect, also has a hidden aspect of <i>malkhut</i>. That is, even though overtly it appears that he has no rule whatsoever over these people, covertly and in a most concealed manner, he nevertheless rules these people; their souls are &lt;subordinate&gt; and submit to his rule. And for each person, this aspect of hidden <i>malkhut</i> is also commensurate with his aspect, corresponding to “officers of thousands, and officers of hundreds….”","וּבְחִינוֹת הַמַּלְכוּת הַזֹּאת שֶׁיֵּשׁ בְּכָל אֶחָד, הִיא בְּאִתְגַּלְיָא וּבְאִתְכַּסְיָא. בְּאִתְגַּלְיָא – הַיְנוּ הַמֶּמְשָׁלָה שֶׁיֵּשׁ לְכָל אֶחָד לְפִי בְּחִינָתוֹ, שֶׁהוּא מוֹשֵׁל עַל אֵלּוּ הָאֲנָשִׁים בְּאִתְגַּלְיָא, כְּפִי בְּחִינַת הַמַּלְכוּת שֶׁלּוֹ כַּנַּ""ל. וּבְאִתְכַּסְיָא הוּא, כִּי גַּם יֵשׁ לְכָל אֶחָד לְפִי בְּחִינָתוֹ בְּחִינַת מַלְכוּת בְּאִתְכַּסְיָא, דְּהַיְנוּ שֶׁאַף שֶׁבְּאִתְגַּלְיָא נִרְאֶה שֶׁאֵין לוֹ שׁוּם מֶמְשָׁלָה עַל אֵלּוּ הָאֲנָשִׁים, עִם כָּל זֶה בְּאִתְכַּסְיָא וּבְהֶעְלֵם גָּדוֹל, הוּא מוֹשֵׁל עַל אֵלּוּ הָאֲנָשִׁים, כִּי נִשְׁמָתָם הֵם תַּחְתָּיו וְנִכְנָעִים תַּחְתָּיו. וְגַם זֹאת הַבְּחִינָה שֶׁל מַלְכוּת בְּאִתְכַּסְיָא, הִיא לְכָל אֶחָד לְפִי בְּחִינָתוֹ בִּבְחִינַת: שָׂרֵי אֲלָפִים וְשָׂרֵי מֵאוֹת וְכוּ'. "
56,4,"There is one person who ostensibly has no rule whatsoever, but covertly and in a most concealed manner he rules the entire generation, and even over all the tzaddikim of the generation, because all their souls are entirely under his rule and <i>malkhut</i>. They all submit to his rule and are subordinate to him, only that it is in a most concealed manner, in the aspect of “In every place, offerings are burned and presented to My Name” (Malakhi 1:11)—even though they worship idolatry, in a most covert manner they nevertheless submit to God and worship Him, only that it is most concealed. Likewise, the aspect of hidden <i>malkhut</i>: even though overtly he has no rule whatsoever, in a most concealed manner he nevertheless rules them, and they are all under him and submit to him.","וְיֵשׁ אֶחָד, שֶׁבְּאִתְגַּלְיָא אֵין לוֹ שׁוּם מֶמְשָׁלָה, וְאַף־עַל־פִּי־כֵן בְּאִתְכַּסְיָא וּבְהֶעְלֵם גָּדוֹל, הוּא מוֹשֵׁל עַל כָּל הַדּוֹר, וַאֲפִלּוּ עַל כָּל צַדִּיקֵי הַדּוֹר, כִּי כָּל נִשְׁמוֹתֵיהֶם הֵם כֻּלָּם תַּחַת מֶמְשַׁלְתּוֹ וּמַלְכוּתוֹ, וְכֻלָּם נִכְנָעִים וּכְפוּפִים אֵלָיו, רַק שֶׁהוּא בְּהֶעְלֵם גָּדוֹל, בִּבְחִינוֹת (מלאכי א): בְּכָל מָקוֹם מֻקְטָר וּמֻגָּשׁ לִשְׁמִי; שֶׁאַף שֶׁהֵם עוֹבְדִים עֲבוֹדַת־אֱלִילִים, עַל כָּל זֶה בְּהֶעְלֵם גָּדוֹל הֵם כֻּלָּם נִכְנָעִים אֵלָיו יִתְבָּרַךְ, וְעוֹבְדִים אוֹתוֹ יִתְבָּרַךְ, רַק שֶׁהוּא בְּהֶעְלֵם גָּדוֹל. כְּמוֹ כֵן זֹאת הַבְּחִינָה שֶׁל מַלְכוּת בְּאִתְכַּסְיָא, שֶׁאַף שֶׁבְּאִתְגַּלְיָא אֵין לוֹ שׁוּם מֶמְשָׁלָה, עִם כָּל זֶה בְּהֶעְלֵם גָּדוֹל הוּא מוֹלֵךְ עֲלֵיהֶם, וְהֵם כֻּלָּם תַּחְתָּיו וְנִכְנָעִים אֵלָיו: "
56,5,"<b>2.</b> A person should not make use of his aspect of <i>malkhut</i> for personal gratification and need; his aspect of <i>malkhut</i> should not be his slave, to satisfy his desires. Rather, the aspect of <i>malkhut</i> should be in the aspect of a “free man,” corresponding to “Happy are you, O land whose king is a free man” (Ecclesiastes 10:17). You should consider the <i>malkhut</i> a free man, not using it for personal gratification.","ב וְצָרִיךְ כָּל אֶחָד לִבְלִי לְהִשְׁתַּמֵּשׁ עִם בְּחִינוֹת הַמַּלְכוּת שֶׁיֵּשׁ לוֹ לַהֲנָאָתוֹ וּלְצָרְכּוֹ, שֶׁלֹּא תִּהְיֶה בְּחִינוֹת הַמַּלְכוּת אֶצְלוֹ כְּעֶבֶד לְמַלֹּאת תַּאֲוָתוֹ, רַק שֶׁתִּהְיֶה בְּחִינַת הַמַּלְכוּת בִּבְחִינַת בֶּן חוֹרִין, בִּבְחִינַת (קהלת י): אַשְׁרֵיךְ אֶרֶץ שֶׁמַּלְכֵּךְ בֶּן חוֹרִין, שֶׁהַמַּלְכוּת יִהְיֶה אֶצְלְךָ בֶּן חוֹרִין, לִבְלִי לְהִשְׁתַּמֵּשׁ בּוֹ לְהֲנָאָתְךָ. "
56,6,"This is the aspect of MoRDekhai: <i>MoR D’ror</i> (Exodus 30:23)—the <i>MoRut</i> (rule), <i>malkhut,</i> has <i>D’ror</i> (independence) and freedom. One should not use it for personal gratification and need, but only for God, in the aspect of “the <i>malkhut</i> will be God’s” (Obadiah 1:21)—i.e., he is to use <i>malkhut</i> for serving God. That is, he should caution and admonish all the souls that submit to him—each and every person commensurate with his aspect of <i>malkhut,</i> both revealed and hidden. Thus, if he rules in his home, he must caution and admonish the members of his household. And if he has a broader rule, it is his responsibility to caution more and more people, commensurate with his aspect of <i>malkhut</i> .","וְזֶה בְּחִינַת מָרְדֳּכַי, בְּחִינַת מָר דְּרוֹר (חולין קלט:), שֶׁהַמָּרוּת, הַיְנוּ הַמַּלְכוּת, יֵשׁ לָהּ דְּרוֹר וְחֵרוּת, שֶׁלֹּא לְהִשְׁתַּמֵּשׁ בָּהּ לַהֲנָאָתוֹ וּלְצָרְכּוֹ, כִּי אִם לְהַשֵּׁם יִתְבָּרַךְ, בִּבְחִינוֹת (עובדיה א): וְהָיְתָה לַה' הַמְּלוּכָה; דְּהַיְנוּ לְהִשְׁתַּמֵּשׁ עִם הַמַּלְכוּת לַעֲבוֹדַת הַשֵּׁם יִתְבָּרַךְ, דְּהַיְנוּ לְהַזְהִיר וּלְהוֹכִיחַ אֶת כָּל הַנְּשָׁמוֹת שֶׁנִּכְנָעִים אֵלָיו, כָּל אֶחָד וְאֶחָד לְפִי בְּחִינוֹת הַמַּלְכוּת שֶׁיֵּשׁ לוֹ בְּאִתְגַּלְיָא וּבְאִתְכַּסְיָא. הֵן אִם הוּא מוֹשֵׁל בְּבֵיתוֹ, צָרִיךְ לְהַזְהִיר וּלְהוֹכִיחַ אֶת בְּנֵי בֵּיתוֹ, וְאִם יֵשׁ לוֹ מֶמְשָׁלָה יוֹתֵר, מֻטָּל עָלָיו לְהַזְהִיר יוֹתֵר וְיוֹתֵר אֲנָשִׁים, לְפִי בְּחִינַת הַמַּלְכוּת שֶׁלּוֹ: "
56,7,"<b>3A.</b> In addition, it is necessary to infuse <i>malkhut</i> with length-of-days, so that it is not in the aspect of “authority buries the one who possesses it” (Pesachim 87b) .","ג וְצָרִיךְ לְהַמְשִׁיךְ אֲרִיכוּת יָמִים לְתוֹךְ הַמַּלְכוּת, שֶׁלֹּא תִּהְיֶה בִּבְחִינוֹת (פסחים פז:): הָרַבָּנוּת מְקַבֶּרֶת אֶת בְּעָלֶיהָ. "
56,8,"Every person, commensurate with his aspect of <i>malkhut,</i> is the aspect of a watchman. He is responsible to caution and admonish people who are from his root, over whom he has the aspect of <i>malkhut</i>. If he cautions and admonishes them, he has then fulfilled his obligation and saved his soul, as it is written (Ezekiel 3:17, 19), “I have made you a watchman over the house of Israel. And because you cautioned the wicked man, and he has not repented of his wickedness…he will die as a consequence of his sin, yet you will have saved your soul.” However, if he does not caution and admonish them, then the punishment is upon him. Thus, “authority buries the one who possesses it,” and a person must therefore be careful to infuse <i>malkhut</i> with length-of-days—i.e., he should make sure that he can caution and admonish them.","כִּי כָּל אֶחָד לְפִי בְּחִינַת הַמַּלְכוּת שֶׁיֵּשׁ לוֹ, הוּא בְּחִינַת צוֹפֶה, שֶׁמֻּטָּל עָלָיו לְהַזְהִיר וּלְהוֹכִיחַ אֶת הָאֲנָשִׁים שֶׁהֵם מִשָּׁרְשׁוֹ, שֶׁיֵּשׁ לוֹ בְּחִינַת מַלְכוּת עֲלֵיהֶם. וְאִם הוּא מַזְהִיר וּמוֹכִיחַ אוֹתָם, אֲזַי הוּא עוֹשֶׂה אֶת שֶׁלּוֹ, וּמַצִּיל אֶת נַפְשׁוֹ, כְּמוֹ שֶׁנֶּאֱמַר (יחזקאל ג): צֹפֶה נְתַתִּיךָ לְבֵית יִשְׂרָאֵל וְכוּ', וְאַתָּה כִּי הִזְהַרְתָּ רָשָׁע וְלֹא שָׁב מֵרִשְׁעוֹ וְכוּ', הוּא בַּעֲוֹנוֹ יָמוּת וְאַתָּה אֶת נַפְשְׁךָ הִצַּלְתָּ. אֲבָל אִם אֵינוֹ מַזְהִיר וּמוֹכִיחַ אוֹתָם, אֲזַי הָעֹנֶשׁ עָלָיו (כמו שכתוב שם), וְעַל כֵּן הָרַבָּנוּת מְקַבֶּרֶת אֶת בְּעָלֶיהָ. וְעַל־כֵּן צָרִיךְ לִרְאוֹת לְהַמְשִׁיךְ אֲרִיכוּת יָמִים לְתוֹךְ הַמַּלְכוּת, דְּהַיְנוּ שֶׁיִּרְאֶה שֶׁיּוּכַל לְהַזְהִיר וּלְהוֹכִיחַ אוֹתָם. "
56,9,"But how can he caution and admonish them, when he does not know what they require? &lt;And if he rules them covertly, he certainly does not know them or how to admonish them,&gt; and so he therefore requires <i>daat</i> to know how to admonish them.","אַךְ אֵיךְ אֶפְשָׁר לוֹ לְהַזְהִיר וּלְהוֹכִיחַ אוֹתָם, כִּי אֵינוֹ יוֹדֵעַ מַה שֶּׁצָּרִיךְ לָהֶם, וְגַם אֵינָם אֶצְלוֹ לְהוֹכִיחַ אוֹתָם. וְעַל־כֵּן צְרִיכִין לָזֶה דַּעַת, כְּדֵי לֵידַע אֵיךְ לְהוֹכִיחָם. "
56,10,"And achieving this <i>daat</i> is also by means of length-of-days itself. As people are wont to say, “For the life of him, he doesn’t know”—for the essence of knowing come from life, from length-of-days.","וְלָבוֹא לַדַּעַת הַזֶּה, הוּא גַּם כֵּן עַל־יְדֵי אֲרִיכַת יָמִים בְּעַצְמוֹ. וְזֶה שֶׁאוֹמְרִים הָעוֹלָם שֶׁאֵינוֹ יוֹדֵעַ מֵחַיָּיו, כִּי עִקַּר הַיְדִיעָה הוּא מֵחַיִּים, מֵאֲרִיכוּת יָמִים: "
56,11,"<b>3B.</b> Now, the way to achieve length-of-days is through the study of Torah, because the Torah is the Name of God (Tikkuney Zohar #10, p.25b). Just as when we have to summon someone, we summon him by his name, so too, when we have to summon the Life of life, in order to draw from Him life and length-of-days, we have to summon him by His Name, as it were. And His Name is the Torah, as explained above. Thus it is that by studying Torah, we summon length-of-days.","כִּי לָבוֹא לַאֲרִיכוּת יָמִים, הוּא עַל־יְדֵי עֵסֶק הַתּוֹרָה, כִּי אוֹרַיְתָא שְׁמָא דְּקֻדְשָׁא בְּרִיךְ הוּא (תיקון י' דף כה:), וּכְמוֹ כְּשֶׁצְּרִיכִין לִקְרוֹת אֶת אֶחָד קוֹרִין אוֹתוֹ בִּשְׁמוֹ, כֵּן כְּשֶׁצְּרִיכִין לִקְרוֹת אֶת חַי הַחַיִּים, כְּדֵי לְהַמְשִׁיךְ מִמֶּנּוּ חַיִּים וַאֲרִיכוּת יָמִים, צָרִיךְ לִקְרוֹת אוֹתוֹ בִּשְׁמוֹ כִּבְיָכוֹל, וּשְׁמוֹ הוּא הַתּוֹרָה כַּנַּ""ל. נִמְצָא, שֶׁעַל־יְדֵי עֵסֶק הַתּוֹרָה, קוֹרִין אֶת הָאֲרִיכוּת יָמִים. "
56,12,"This is why more than the entire people, the king is cautioned regarding Torah study, because he has to summon length-of-days into <i>malkhut,</i> as explained above. This is what is written in the Chapter of the Monarch: “[The Torah scroll] must be with him, and he shall read from it all the days of his life…thus lengthening the days of his rule” (Deuteronomy 17:19, 20). This is the meaning of “he shall <i>kara</i> (read) from it all the days of his life”—&lt;it is not written “he shall learn,” but reference is made to <i>KRiAh</i> (reading),&gt; for by studying the Torah he is <i>KoRAy</i> (summoning) life, as explained above.","וְעַל כֵּן מֻזְהָר הַמֶּלֶךְ עַל עֵסֶק הַתּוֹרָה בְּיוֹתֵר מִכָּל הָעוֹלָם, מֵחֲמַת שֶׁהוּא צָרִיךְ לִקְרוֹת אֶת הָאֲרִיכוּת יָמִים לְתוֹךְ הַמַּלְכוּת כַּנַּ""ל. וְזֶה שֶׁכָּתוּב בְּפָרָשַׁת הַמֶּלֶךְ (דברים יז): וְהָיְתָה עִמּוֹ וְקָרָא בוֹ כָּל יְמֵי חַיָּיו, לְמַעַן יַאֲרִיךְ יָמִים עַל מַמְלַכְתּוֹ. וְזֶה: וְקָרָא בוֹ כָּל יְמֵי חַיָּיו – וְקָרָא בּוֹ דַּיְקָא, הַיְנוּ שֶׁעַל־יְדֵי עֵסֶק הַתּוֹרָה הוּא קוֹרֵא אֶת הַחַיִּים כַּנַּ""ל. "
56,13,"And this is the meaning of “the days of his life”—specifically “the days of his life.” When he receives the life force, he must receive it in measure. Without measure and contraction it is impossible to receive life force from God, lest there be too much light. For an increase in oil causes the flame to be extinguished. Thus the life force has to be received with measure.","וְזֶה: יְמֵי חַיָּיו – יְמֵי חַיָּיו דַּיְקָא, כִּי כְּשֶׁמְּקַבְּלִין אֶת הַחִיּוּת, צָרִיךְ לְקַבְּלָם בְּמִדָּה, כִּי בְּלֹא מִדָּה וְצִמְצוּם אִי אֶפְשָׁר לְקַבֵּל אֶת הַחִיּוּת מֵהַשֵּׁם יִתְבָּרַךְ, מֵחֲמַת רִבּוּי אוֹר, כִּי רִבּוּי הַשֶּׁמֶן גּוֹרֵם כִּבּוּי הַנֵּר, עַל־כֵּן צָרִיךְ לְקַבֵּל הַחִיּוּת בְּמִדָּה, "
56,14,"We merit this through Torah study. This is because the Torah is the Name of God, and the name of a thing is its vessel; within this name is contained the life force of that thing. As it is written, “living soul that is its name” (Genesis 2:19)—contained in the name of each thing is its soul and life force. This is why when we call a person by his name, we gain his attention immediately, because his total soul and life force are contained within his name.","וְזֶה זוֹכִין עַל־יְדֵי עֵסֶק הַתּוֹרָה. כִּי הַתּוֹרָה הִיא שְׁמוֹ שֶׁל הַקָּדוֹשׁ־ בָּרוּךְ־הוּא, וְהַשֵּׁם הוּא הַכְּלִי שֶׁל הַדָּבָר, שֶׁבְּהַשֵּׁם הַזֶּה נִגְבָּל הַחִיּוּת שֶׁל הַדָּבָר הַזֶּה, כְּמוֹ שֶׁכָּתוּב (בראשית ב): נֶפֶשׁ חַיָּה הוּא שְׁמוֹ, שֶׁבְּהַשֵּׁם נִגְבָּל הַנֶּפֶשׁ וְהַחִיּוּת שֶׁל כָּל דָּבָר. וְעַל כֵּן כְּשֶׁקּוֹרִין אֶת הָאָדָם בִּשְׁמוֹ, הוּא מְזֻמָּן תֵּכֶף אֶצְלוֹ, מֵחֲמַת שֶׁבְּהַשֵּׁם נִגְבָּל כָּל הַנֶּפֶשׁ וְהַחִיּוּת שֶׁלּוֹ. "
56,15,"Likewise, the Torah is the Name of God—i.e., the life force from the Life of life is contained there. This is because the Torah is the aspect of measures, for the Torah has letters, words, verses, chapters and portions, these being the aspect of measures within which the life force is contained with measure. Therefore, by means of the Torah, which is the Name of God, which is the aspect of measures, it is possible to receive the life force.","וְכֵן הַתּוֹרָה הוּא שְׁמוֹ שֶׁל הַקָּדוֹשׁ־בָּרוּךְ־הוּא, הַיְנוּ שֶׁשָּׁם נִגְבָּל הַחִיּוּת מֵחַי הַחַיִּים. כִּי הַתּוֹרָה הִיא בְּחִינַת מִדּוֹת, כִּי יֵשׁ בְּהַתּוֹרָה אוֹתִיּוֹת וְתֵבוֹת וּפְסוּקִים וּפָרָשִׁיּוֹת וּסְדָרִים, שֶׁהֵם בְּחִינַת מִדּוֹת, שֶׁבָּהֶם נִגְבָּל הַחִיּוּת בְּמִדָּה. וְעַל־כֵּן עַל־יְדֵי הַתּוֹרָה, שֶׁהוּא שְׁמוֹ שֶׁל הַקָּדוֹשׁ־ בָּרוּךְ־הוּא, שֶׁהוּא בְּחִינַת מִדּוֹת, יְכוֹלִים לְקַבֵּל אֶת הַחִיּוּת, "
