Chapter,Segment,English,Hebrew
14,58,"And when is it that the glory ascends? when we bring people to return in repentance and make <i>baaley teshuvah</i> and converts. For this is His main glory, as above.","וְאֵימָתַי עוֹלֶה הַכָּבוֹד, כְּשֶׁמַּחֲזִירִין בְּנֵי־אָדָם בִּתְשׁוּבָה וְעוֹשִׂין בַּעֲלֵי־תְּשׁוּבָה וְגֵרִים, שֶׁזֶּה עִקַּר כְּבוֹדוֹ כַּנַּ""ל."
14,59,"This is why the time for lighting the Chanukah candle, which is the illumination of the glory, is from the time the stars come out until people stop walking about in the street (Orach Chaim 672:1). “From the time the stars come out” corresponds to “…and those who turn the many to righteousness like the stars” (Daniel 12:3) —i.e., they turn the many to righteousness and make <i>baaley teshuvah</i> and converts. For it is through this that the glory shines and returns to it source, which is fear. As a result, one merits peace and strife is eliminated, as explained.","וְזֶהוּ שֶׁזְּמַן הַדְלָקַת נֵר־חֲנֻכָּה, שֶׁהוּא הֶאָרַת הַכָּבוֹד, הוּא מִשְּׁעַת יְצִיאַת הַכּוֹכָבִים, עַד שֶׁתִּכְלֶה רֶגֶל מִן הַשּׁוּק (שבת כא: ובשו""ע סי' תרעב). יְצִיאַת הַכּוֹכָבִים זֶה בְּחִינַת (דניאל יב): מַצְדִּיקֵי הָרַבִּים כַּכּוֹכָבִים; דְּהַיְנוּ שֶׁהֵם מַצְדִּיקֵי הָרַבִּים וְעוֹשִׂין בַּעֲלֵי־תְּשׁוּבָה וְגֵרִים, שֶׁעַל־יְדֵי־זֶה מֵאִיר הַכָּבוֹד וְחוֹזֵר לְשָׁרְשׁוֹ, שֶׁהוּא הַיִּרְאָה כַּנַּ""ל, וְעַל־יְדֵי־זֶה זוֹכִין לְשָׁלוֹם, וְנִתְבַּטֵּל הַמַּחֲלֹקֶת כַּנַּ""ל."
14,60,"And this is the meaning of “until people stop walking about in the street.” { The st reet is the place of the external forces (Pri Etz Chaim, Chanukah). } <i>ReGeL</i> (walking about) alludes to “the whisperer who separates close friends”—i.e., those who engage in slander and strife. These people <i>m’RaGeL</i> (go about snooping) and speaking gossip and slander, inciting strife and friction between friends and between husband and wife. This corresponds to (Psalms 15:2), “He that does not <i>RoGaL</i> (slander) with his mouth.”","וְזֶהוּ: עַד שֶׁתִּכְלֶה רֶגֶל מִן הַשּׁוּק (הַשּׁוּק הוּא מְקוֹמוֹת הַחִיצוֹנִים). רֶגֶל זֶה בְּחִינַת: נִרְגָּן מַפְרִיד אַלּוּף הַנַּ""ל, דְּהַיְנוּ בַּעֲלֵי לְשׁוֹן הָרָע וּמַחֲלֹקֶת, הַהוֹלְכִים וּמְרַגְּלִים וּמְדַבְּרִים רְכִילוּת וְלָשׁוֹן הָרָע וְעוֹשִׂין מְרִיבָה וּמַחֲלֹקֶת בֵּין אָדָם לַחֲבֵרוֹ וּבֵין אִישׁ לְאִשְׁתּוֹ, בְּחִינַת (תהלים טו): לֹא רָגַל עַל לְשׁוֹנוֹ."
14,61,"This is why it is necessary to illuminate and light the Chanukah candle next to the entrance—i.e., illuminate the glory and return it to the source of fear until peace is merited and “the whisperer who separates close friends” is eliminated and destroyed. And this is: “until people stop walking about in the street.” Those who engage in slander and gossip, who slander with their mouths, are [stopped and] eliminated; and peace is increased in the world.","וְזֶהוּ שֶׁצְּרִיכִין לְהָאִיר וּלְהַדְלִיק נֵר־חֲנֻכָּה סָמוּךְ לַפֶּתַח, דְּהַיְנוּ לְהָאִיר הַכָּבוֹד וּלְהַחֲזִירוֹ לְשֹׁרֶשׁ הַיִּרְאָה כַּנַּ""ל, עַד שֶׁיִּזְכֶּה לְשָׁלוֹם וִיבַטֵּל וִיכַלֶּה הַ""נִּרְגָּן מַפְרִיד אַלּוּף"". וְזֶהוּ: עַד שֶׁתִּכְלֶה רֶגֶל מִן הַשּׁוּק – שֶׁיִּתְבַּטֵּל בַּעֲלֵי לְשׁוֹן הָרָע וּרְכִילוּת, אֲשֶׁר רָגַל עַל לְשׁוֹנָם, וְיִתְרַבֶּה הַשָּׁלוֹם בָּעוֹלָם:"
14,62,"And through peace people merit prayer, through which they then merit universal peace, peace in all the worlds. And then, when they will merit universal peace, all business activity will be eliminated from the world. This is because all business activity in the world stems from a lack of peace. For it is impossible for the will of the seller and the buyer to be the same; this one wants to sell while the other one wants to buy. If their wants were the same, it would be impossible to transact any business.","וְעַל־יְדֵי הַשָּׁלוֹם זוֹכִין לִתְפִלָּה, וְעַל־יְדֵי־ זֶה זוֹכִין לַשָּׁלוֹם הַכְּלָלִי, שָׁלוֹם בְּכָל הָעוֹלָמוֹת. וַאֲזַי כְּשֶׁזּוֹכִין לַשָּׁלוֹם הַכְּלָלִי, אֲזַי יִתְבַּטֵּל כָּל הַמַּשָּׂא וּמַתָּן מִן הָעוֹלָם, כִּי כָּל הַמַּשָּׂא וּמַתָּן שֶׁבָּעוֹלָם הוּא מֵהֶעְדֵּר הַשָּׁלוֹם, כִּי אִי אֶפְשָׁר שֶׁיִּהְיֶה רְצוֹן הַמּוֹכֵר וְהַקּוֹנֶה שָׁוֶה, כִּי זֶה רוֹצֶה לִמְכֹּר וְזֶה רוֹצֶה לִקְנוֹת, וְאִם הָיָה רְצוֹנָם שָׁוֶה, לֹא הָיָה אֶפְשָׁר שֶׁיִּהְיֶה נַעֲשֶׂה שׁוּם מַשָּׂא וּמַתָּן."
14,63,"We see, therefore, that all business activity and trade come only through the concept of strife, when there is no peace between the wills. This is alluded in (Genesis 13:7), “Friction existed between the shepherds of Avram’s flocks and the shepherds of Lot’s flocks; and the Kanaanites were then living in the land.” “Kanaan” alludes to a trader, as in Rashi’s explanation of the verse (Hosea 12:8), “As for Kanaan, the balances of deceit are in his hand.” In other words, due to the aspect of friction and strife—corresponding to “Friction existed…”—through this, “the Kanaanites were then living in the land”—there are traders and business activity in the world.","נִמְצָא, שֶׁכָּל הַמַּשָּׂא וּמַתָּן וְהַסְּחוֹרוֹת הוּא רַק עַל־יְדֵי בְּחִינַת מַחֲלֹקוֹת, שֶׁאֵין שָׁלוֹם בֵּין הָרְצוֹנוֹת. וְזֶה בְּחִינַת (בראשית יג): וַיְהִי רִיב בֵּין רֹעֵי מִקְנֵה אַבְרָם וּבֵין רֹעֵי מִקְנֵה לוֹט, וְהַכְּנַעֲנִי אָז בָּאָרֶץ. כְּנַעֲנִי, בְּחִינַת סוֹחֵר, כְּמוֹ שֶׁפֵּרֵשׁ רַשִׁ""י עַל פָּסוּק (הושע יב): כְּנַעַן בְּיָדוֹ וְכוּ', הַיְנוּ עַל־יְדֵי בְּחִינַת רִיב וּמַחֲלֹקֶת, בְּחִינַת: וַיְהִי רִיב וְכוּ', עַל־יְדֵי־זֶה: וְהַכְּנַעֲנִי אָז בָּאָרֶץ – עַל־יְדֵי־זֶה יֵשׁ סוֹחֲרִים וּמַשָּׂא וּמַתָּן בָּעוֹלָם;"
14,64,"But in the Future, when there will be the wondrous peace in the world—as in, “And the wolf shall dwell with the lamb, and the leopard shall lie down with the kid…”—then all business activity will be eliminated. As is written (Zekhariah 14:21), “And the Kanaanites will be no more.”","אֲבָל לֶעָתִיד לָבוֹא, שֶׁיִּהְיֶה הַשָּׁלוֹם הַמֻּפְלָא בָּעוֹלָם, כְּמוֹ שֶׁכָּתוּב: וְגָר זְאֵב עִם כֶּבֶשׂ וְנָמֵר עִם גְּדִי; אֲזַי יִתְבַּטֵּל הַמַּשָּׂא וּמַתָּן, כְּמוֹ שֶׁכָּתוּב (זכריה יד): וְלֹא יִהְיֶה כְּנַעֲנִי עוֹד כַּנַּ""ל."
14,65,"And this is also the aspect of “until people stop walking about in the street” [literally, “until there is not a <i>regel</i> (foot) in the marketplace”]. In other words, the mitzvah of lighting the Chanukah candle until people stop walking about in the marketplace corresponds to peace, which comes about through returning the glory until such time as all business activity is eliminated. Thus, “until people stop walking about in the street” indicates that there will not remain a <i>regel</i> in the marketplace; because of the peace, all business activity will have been eliminated, as mentioned above.","וְזֶהוּ גַּם כֵּן בְּחִינַת: עַד שֶׁתִּכְלֶה רֶגֶל מִן הַשּׁוּק, הַיְנוּ שֶׁמִּצְוָה לְהַדְלִיק נֵר־חֲנֻכָּה עַד שֶׁתִּכְלֶה רֶגֶל מִן הַשּׁוּק, הַיְנוּ בְּחִינַת שָׁלוֹם, שֶׁנַּעֲשֶׂה עַל־יְדֵי הַחֲזָרַת הַכָּבוֹד כַּנַּ""ל, עַד שֶׁיִּתְבַּטֵּל כָּל הַמַּשָּׂא וּמַתָּן כַּנַּ""ל. וְזֶהוּ: עַד שֶׁתִּכְלֶה רֶגֶל מִן הַשּׁוּק – שֶׁלֹּא יִשָּׁאֵר שׁוּם רֶגֶל בַּשּׁוּק, כִּי יִתְבַּטֵּל כָּל הַמַּשָּׂא־וּמַתָּן עַל־יְדֵי הַשָּׁלוֹם כַּנַּ""ל:"
14,66,<b>13.</b> The following piece applies to what was taught above.,יג שַׁיָּךְ לְעֵיל:
14,67,"<b>To that degree that he honors those who fear God, the glory [God’s honor] ascends to its source…. Because, as long as the glory is in exile, each person, in his own way, disgraces those who are God-fearing; whereas, to the degree that he rectifies the glory, he correspondingly honors those who fear God.</b>","לְפִי הַכָּבוֹד שֶׁמְּכַבֵּד יִרְאֵי ה', כֵּן עָלָה הַכָּבוֹד לְשָׁרְשׁוֹ. כִּי כָּל זְמַן שֶׁהַכָּבוֹד הוּא בְּגָלוּת, כָּל אֶחָד לְפִי בְּחִינָתוֹ, כֵּן הוּא מְזַלְזֵל בְּיִרְאֵי ה', וְכָל אֶחָד לְפִי תִּקּוּנוֹ אֶת הַכָּבוֹד, כֵּן הוּא מְכַבֵּד יִרְאֵי ה' וְכוּ',"
14,68,"Now, through this—i.e., through the honor shown for those who fear God, which is the concept of returning the glory to its source, to fear—we merit peace, as has been thoroughly explained.","וְעַל־יְדֵי זֶה, הַיְנוּ עַל־יְדֵי הַכָּבוֹד שֶׁמְּכַבֵּד יִרְאֵי ה', שֶׁהוּא בְּחִינַת הַחֲזָרַת הַכָּבוֹד לְשָׁרְשׁוֹ, דְּהַיְנוּ לַיִּרְאָה, עַל־יְדֵי־זֶה זוֹכִין לְשָׁלוֹם, כַּמְבֹאָר לְעֵיל הֵיטֵב."
14,69,"And this is as our Sages taught: Anyone who disgraces a Torah scholar is afflicted with an incurable ailment (Shabbat 119b). For when a person disgraces a Torah scholar or ridicules those who fear God, he blemishes the glory and does not return it to the source of fear. As a result, he does not merit peace, and so his ailment remains incurable.","וְזֶהוּ שֶׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (שבת קיט:): הַמְבַזֶּה תַּלְמִיד־חָכָם, אֵין רְפוּאָה לְמַכָּתוֹ; כִּי הַמְבַזֶּה תַּלְמִיד־חָכָם וּמְזַלְזֵל יִרְאֵי ה', נִמְצָא שֶׁפּוֹגֵם בַּכָּבוֹד, וְאֵינוֹ מַחֲזִירוֹ לְשֹׁרֶשׁ הַיִּרְאָה, וַאֲזַי אֵין זוֹכֶה לְשָׁלוֹם, וְעַל כֵּן אֵין רְפוּאָה לְמַכָּתוֹ,"
14,70,"This is because all illnesses stem from the aspect of strife. For all illnesses correspond to strife in that there is no peace in his bones. The <i>yesodot</i> (elements) are in conflict with one another and do not function peacefully and in proper balance. As a result, he suffers illness, as is known.","כִּי כָּל הַחוֹלַאַת בָּאִין עַל־יְדֵי בְּחִינַת מַחֲלֹקֶת, כִּי כָּל הַחוֹלַאַת הֵם בְּחִינַת מַחֲלֹקֶת, שֶׁאֵין שָׁלוֹם בַּעֲצָמָיו, וְהַיְסוֹדוֹת מִתְגַּבְּרִין זֶה עַל זֶה וְאֵין מִתְנַהֲגִים בְּשָׁלוֹם, בַּמֶּזֶג הַשָּׁוֶה, וְעַל־יְדֵי־זֶה בָּא חוֹלַאַת, כַּיָּדוּעַ."
14,71,"Therefore, when he disgraces a Torah scholar and blemishes the peace, his ailment is incurable. For the essence of healing comes through peace, as mentioned above. This corresponds to (Isaiah 57:19), “Peace, peace, for both far and near, says God; and I will heal him.”","וְעַל כֵּן כְּשֶׁמְּבַזֶּה תַּלְמִיד־חָכָם וּפוֹגֵם בַּשָּׁלוֹם, עַל כֵּן אֵין רְפוּאָה לְמַכָּתוֹ כַּנַּ""ל, כִּי עִקַּר הָרְפוּאָה – עַל־יְדֵי הַשָּׁלוֹם כַּנַּ""ל, בִּבְחִינַת: שָׁלוֹם שָׁלוֹם לָרָחוֹק וְלַקָּרוֹב אָמַר ה' וּרְפָאתִיו (ישעיהו נז):"
14,72,"When this lesson was given, Rabbeinu z’l also mentioned the teaching of our Sages: No eulogies are made during Chanukah (Shabbat 21b; Orach Chaim 670). However, I do not recall his explanation of this. {Based on my limited knowledge, it seems that the eulogy is meant to rectify the departure of the glory. The [glory] was blemished by the passing of this tzaddik, whose “turning the many to righteousness” brought about the main illumination of the glory. This is similar to what our Sages taught: A eulogy: Is it to honor the living or to honor the dead (Sanhedrin 46b) ? This is why during Chanukah no eulogies are made. For then, the glory shines due to the Chanukah candle, as mentioned above.}","גַּם בְּעֵת אֲמִירַת הַתּוֹרָה הַנַּ""ל הִזְכִּיר רַבֵּנוּ זַ""ל מַאֲמַר רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה: אֵין מַסְפִּידִין בַּחֲנֻכָּה (שבת כא: ובשו""ע סי' תר""ע), וְאֵינִי זוֹכֵר מַה שֶּׁפֵּרֵשׁ בּוֹ. (וְהַנִּרְאֶה לַעֲנִיּוּת דַּעְתִּי, כִּי הַהֶסְפֵּד הוּא בִּשְׁבִיל לְתַקֵּן הִסְתַּלְּקוּת הַכָּבוֹד, שֶׁנִּפְגַּם עַל־יְדֵי הִסְתַּלְּקוּת הַצַּדִּיק הַזֶּה, שֶׁהָיָה מַצְדִּיק אֶת הָרַבִּים, שֶׁעַל־יְדֵי־זֶה עִקַּר הֶאָרַת הַכָּבוֹד כַּנַּ""ל, וּכְמוֹ שֶׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה: הֶסְפֵּדָא יְקָרָא דְּחַיֵּי אוֹ יְקָרָא דְּשָׁכְבֵי (סנהדרין מו:). וְעַל כֵּן בַּחֲנֻכָּה אֵין מַסְפִּידִין בּוֹ, כִּי אָז מֵאִיר הַכָּבוֹד עַל־יְדֵי נֵר־חֲנֻכָּה כַּנַּ""ל)."
14,73,[See sections 2-5] above.,לְעֵיל:
14,74,"This is the meaning of “And humility precedes glory” (Proverbs 15:33) —for it is through humility that one merits glory. As was mentioned above, the main elevation of the glory comes through the making of <i>baaley teshuvah</i> and converts, which can only be achieved by means of the Torah of lovingkindness, etc. And it is impossible to merit Torah, except through humility, as explained earlier. We find, therefore, that it is impossible to merit glory in holiness except by means of humility. This is: “And humility precedes glory.”","וְזֶהוּ: וְלִפְנֵי כָבוֹד עֲנָוָה (משלי טו); כִּי עַל־יְדֵי עֲנָוָה זוֹכִין לְכָבוֹד, כַּמְבֹאָר לְעֵיל, שֶׁעִקַּר הִתְעַלּוּת הַכָּבוֹד הוּא עַל־יְדֵי גֵּרִים וּבַעֲלֵי־תְּשׁוּבָה שֶׁעוֹשִׂין, וְזֶה זוֹכִין עַל־יְדֵי תּוֹרַת חֶסֶד וְכוּ', וְלַתּוֹרָה אִי אֶפְשָׁר לִזְכּוֹת, כִּי אִם עַל־יְדֵי עֲנָוָה וְכוּ', כַּמְבֹאָר לְעֵיל. נִמְצָא, שֶׁאִי אֶפְשָׁר לִזְכּוֹת לְכָבוֹד דִּקְדֻשָּׁה, כִּי אִם עַל־יְדֵי עֲנָוָה, וְזֶהוּ: וְלִפְנֵי כָבוֹד עֲנָוָה כַּנַּ""ל: יְסוֹד הָעִנְיָן – חֲמִשָּׁה דְּבָרִים: לְהַחֲזִיר כָּבוֹד לַיִּרְאָה, וְיִרְאָה אֶל הַלֵּב, וְשָׁלוֹם הַכְּלָלִי, וְשָׁלוֹם הַפְּרָטִי: לְהַחֲזִיר בְּנֵי־אָדָם בִּתְשׁוּבָה, שֶׁזֶּה בְּחִינַת אִם תּוֹצִיא יָקָר מִזּוֹלֵל כַּנַּ""ל – הוּא תִּקּוּן קֶרִי, אַתְוָן דְּדֵין כְּאַתְוָן דְּדֵין:"
15,1,“You will be to Me a kingdom of priests and a holy nation. These are the words that you should speak to the Children of Israel.” (Exodus 19:6),לְשׁוֹן רַבֵּנוּ זִכְרוֹנוֹ לִבְרָכָה וְאַתֶּם תִּהְיוּ לִי מַמְלֶכֶת כֹּהֲנִים וְכוּ': (שמות יט)
15,2,"Anyone who wants to experience a taste of the <i>Or HaGanuz</i> (Hidden Light)—i.e., the mysteries of the Torah that will be revealed in the Future—must elevate the aspect of fear to its source.","א מִי שֶׁרוֹצֶה לִטְעֹם טַעַם אוֹר הַגָּנוּז, הַיְנוּ סוֹדוֹת הַתּוֹרָה שֶׁיִּתְגַּלֶּה לֶעָתִיד, צָרִיךְ לְהַעֲלוֹת מִדַּת הַיִּרְאָה לְשָׁרְשָׁהּ:"
15,3,"<b>2.</b> And with what is fear elevated? With the aspect of judgment. As it is written (Proverbs 29:4), “Through judgment, the king will establish the land.” And land corresponds to fear, as in (Psalms 76:9), “The earth feared.” That is, a person should judge all his actions, as is written (Psalms 112:5), “He conducts his affairs with judgment”—i.e., he should himself judge and evaluate all his actions.","ב וּבַמֶּה מַעֲלִין אֶת הַיִּרְאָה, בִּבְחִינַת מִשְׁפָּט, כְּמוֹ שֶׁכָּתוּב (משלי כט): מֶלֶךְ בְּמִשְׁפָּט יַעֲמִיד אָרֶץ, וְאֶרֶץ הוּא בְּחִינַת יִרְאָה, כְּמוֹ שֶׁכָּתוּב (תהלים עו): אֶרֶץ יָרְאָה; הַיְנוּ שֶׁיִּשְׁפֹּט אֶת כָּל עֲסָקָיו, כְּמוֹ שֶׁכָּתוּב (שם קיב): יְכַלְכֵּל דְּבָרָיו בַּמִּשְׁפָּט; הַיְנוּ שֶׁיִּשְׁפֹּט וְיָדִין בְּעַצְמוֹ כָּל עֲסָקָיו,"
15,4,"By doing this, all fright is removed from him and an aspect of a clear and pure fear emerges. Only fear of God remains, no other fear. For when a person does not evaluate and judge himself, he is then evaluated and judged from Above. This is because “when there is no judgment below, there is judgment Above” (Devarim Rabbah 5:4). And when a man is judged with the judgment of heaven, then justice becomes clothed in all things and all things become God’s messengers for executing “the written judgment” (Psalms 149:9) upon this man. As our Sages taught: “To Your judgments they were steadfast…,” and thus “all are Your servants” (Psalms 119:91) —so as to execute justice upon this man (Nedarim 41a). <b>{“And he that puts right the way, to him I will show the salvation of the Lord”</b> (Psalms 50:23)<b>.}</b>","וּבָזֶה יָסִיר מֵעָלָיו כָּל הַפְּחָדִים, וְיַעֲלֶה בְּחִינַת יִרְאָה בָּרָה וּנְקִיָּה, וְתִשָּׁאֵר אַךְ יִרְאַת ה', וְלֹא יִרְאָה אַחֶרֶת. כִּי כְּשֶׁאֵין אָדָם דָּן וְשׁוֹפֵט אֶת עַצְמוֹ, אֲזַי דָּנִין וְשׁוֹפְטִין אוֹתוֹ לְמַעְלָה, כִּי אִם אֵין דִּין לְמַטָּה, יֵשׁ דִּין לְמַעְלָה (מ""ר שופטים פ' ה), וּכְשֶׁשּׁוֹפְטִין אֶת הָאָדָם בְּמִשְׁפָּט דִּלְעֵלָּא, אֲזַי הַדִּין נִתְלַבֵּשׁ בְּכָל הַדְּבָרִים, וְכָל הַדְּבָרִים נַעֲשִׂים שְׁלוּחִים לַמָּקוֹם לַעֲשׂוֹת בְּזֶה הָאִישׁ מִשְׁפָּט כָּתוּב, כְּמוֹ שֶׁאָמְרוּ חֲכָמֵינוּ זִכְרוֹנָם לִבְרָכָה (נדרים מא): 'לְמִשְׁפָּטֶיךָ עָמְדוּ' – אֲזַי 'הַכֹּל עֲבָדֶיךָ' לַעֲשׂוֹת דִּין בְּזֶה הָאָדָם;"
15,5,"However, when a person judges himself, when there is judgment below [so that] there is no judgment Above, then fear does not clothe itself in anything in order to rouse the person. This is because he has roused himself. This is the meaning of, “And <i>sam</i> (he puts right) the way…”—someone who evaluates his ways (Sotah 5b). In other words, he judges the way he acts, as in (Exodus 21:1), “These are the judgments which <i>taSiM</i> (you shall put)….”","אֲבָל כְּשֶׁשּׁוֹפֵט אֶת עַצְמוֹ, וּכְשֶׁיֵּשׁ דִּין לְמַטָּה אֵין דִּין לְמַעְלָה, וְאֵין הַיִּרְאָה מִתְלַבֵּשׁ בְּשׁוּם דָּבָר לְעוֹרֵר אֶת הָאָדָם, כִּי הוּא בְּעַצְמוֹ נִתְעוֹרֵר. וְזֶהוּ (תהלים נ): וְשָׂם דֶּרֶךְ – מִי שֶׁשָּׂם אָרְחוֹתָיו (כשדרז""ל סוטה ה:), הַיְנוּ שֶׁשּׁוֹפֵט אָרְחוֹתָיו, כְּמוֹ שֶׁכָּתוּב (שמות כא): וְאֵלֶּה הַמִּשְׁפָּטִים אֲשֶׁר תָּשִׂים –"
15,6,"As a result, “…to him I will show the salvation of the Lord.” This corresponds to fear, as in (Ecclesia st es 12:13), “And the Lord shall you fear.” In other words, the aspect of fear ascends from the evil husk and the nations by means of judgment. For, originally, [fear] was clothed in the evil husk. This is why a person is afraid of something—the authorities, thieves, or anything else which causes him to be afraid—because fear has clothed itself in that thing. For if fear had not clothed itself in that thing, the thing itself would not have had the ability to frighten the person.","עַל־יְדֵי־זֶה: אַרְאֶנּוּ בְּיֵשַׁע אֱלֹקִים; זֶה בְּחִינַת יִרְאָה, כְּמוֹ שֶׁכָּתוּב (קהלת יב): אֶת הָאֱלֹקִים יְרָא; הַיְנוּ בְּחִינַת יִרְאָה עוֹלָה מֵהַקְּלִפָּה וּמֵהָאֻמּוֹת עַל־יְדֵי מִשְׁפָּט, כִּי מִתְּחִלָּה הָיְתָה נִתְלַבֵּשׁ בַּקְּלִפָּה. וְזֶהוּ שֶׁהָאָדָם מְפַחֵד אֶת עַצְמוֹ מֵאֵיזֶה דָבָר – מִשַּׂר אוֹ מִגַּנָּבִים וּשְׁאָר פְּחָדִים – זֶה הוּא שֶׁהַיִּרְאָה נִתְלַבֵּשׁ בְּזֶה הַדָּבָר, כִּי אִם לֹא הָיָה נִתְלַבֵּשׁ הַיִּרְאָה בְּזֶה הַדָּבָר, לֹא הָיָה כֹּחַ בְּזֶה הַדָּבָר לְהַפְחִיד אֶת הָאָדָם:"
15,7,"<b>3.</b> And, the source of fear is <i>daat</i> (holy knowledge), as is written in <i>Etz Chaim</i> (Shaar Rosh HaShanah 2): <i>MaNTZPaKh</i> is located in <i>Daat</i> of <i>Z’er Anpin.</i> As is written (Proverbs 2:5), “Then you will understand the fear of God, and <i>daat</i> of the Lord you will find.” And the essence of knowledge is in the heart, as in (Deuteronomy 29:3), “Yet God has not given you a heart to know.” The essence of fear is also [in the heart], as our Sages taught: Of the things which are given over to [i.e., hidden in] the heart, it is said, “And you shall fear your Lord!” (Kiddushin 32b). That is, he will know whom to fear—i.e., “To fear the glorious name” (Deuteronomy 28:58), [which is] fear of His exaltedness.","ג וְשֹׁרֶשׁ הַיִּרְאָה הוּא דַּעַת, כְּמוֹ שֶׁכָּתוּב בְּ""עֵץ־הַחַיִּים"", שֶׁמַּנְצְפַּ""ךְ הוּא בְּדַעַת דִּזְעֵיר־אַנְפִּין, כְּמוֹ שֶׁכָּתוּב (משלי ב): אָז תָּבִין יִרְאַת ה' וְדַעַת אֱלֹקִים תִּמְצָא. וְעִקַּר הַדַּעַת הוּא בַּלֵּב, כְּמוֹ שֶׁכָּתוּב (דברים כט): וְלֹא נָתַן לָכֶם לֵב לָדַעַת. גַּם שָׁם עִקַּר הַיִּרְאָה, כְּמוֹ שֶׁאָמְרוּ חֲכָמֵינוּ זִכְרוֹנָם לִבְרָכָה (קידושין לב:): דָּבָר הַמָּסוּר לַלֵּב, נֶאֱמַר בּוֹ: וְיָרֵאתָ מֵאֱלֹקֶיךָ; הַיְנוּ שֶׁיֵּדַע מִמִּי יִתְיָרֵא, הַיְנוּ לְיִרְאָה אֶת הַשֵּׁם הַנִּכְבָּד, יִרְאַת הָרוֹמְמוּת."
15,8,"<b>4.</b> When a person achieves the aspect of <i>daat,</i> he merits perception of the Torah, as is written (Proverbs 8:12), “I, wisdom, dwell with [the] cunning”—the dwelling of the Torah is with the one who has <i>daat.</i> As is written, the Holy One “gives wisdom to the wise” (Daniel 2:21).","ד וּכְשֶׁמַּגִּיעַ לִבְחִינַת דַּעַת, זוֹכֶה לְהַשָּׂגַת הַתּוֹרָה, כְּמוֹ שֶׁכָּתוּב (משלי ח): אֲנִי חָכְמָה שָׁכַנְתִּי עָרְמָה – שֶׁשְּׁכוּנַת הַתּוֹרָה אֵצֶל בַּר־דַּעַת, כְּמוֹ שֶׁכָּתוּב (דניאל ב): קֻדְשָׁא־בְּרִיךְ־הוּא ""יָהֵב חָכְמְתָא לְחַכִּימִין""."
15,9,"However, there are two aspects to the Torah: the aspect of revealed and the aspect of hidden. Although the aspect of hidden will only be [fully] merited in the Future (Zohar III, p.152a), still, by means of prayer with self-sacrifice one can merit the aspect of hidden [even] in this world. And the way to merit prayer is through the revealed Torah. This is because the Torah which is revealed corresponds to Sinai, as our Sages taught: “Sinai” or “an uprooter-of-mountains,” which is preferable? And they answered, “Sinai” is preferable, for everyone requires the grain merchant (Berakhot 4a). The revealed Torah is something which everyone needs. The hidden Torah, however, few are those who need it (Zohar III, p.73a).","אֲבָל יֵשׁ שְׁנֵי בְּחִינוֹת תּוֹרָה: יֵשׁ בְּחִינַת נִגְלֶה וּבְחִינַת נִסְתָּר. אֲבָל לִבְחִינַת נִסְתָּר אֵינוֹ זוֹכֶה אֶלָּא לֶעָתִיד לָבוֹא, אֲבָל בְּזֶה הָעוֹלָם זוֹכֶה לִבְחִינַת נִסְתָּר עַל־יְדֵי תְּפִלָּה בִּמְסִירַת־נֶפֶשׁ, וְלִתְפִלָּה זוֹכֶה עַל־יְדֵי תּוֹרָה שֶׁבְּנִגְלֶה, כִּי הַתּוֹרָה שֶׁהִיא בְּנִגְלֶה הִיא בְּחִינַת סִינַי, כְּמוֹ שֶׁאָמְרוּ חֲכָמֵינוּ זִכְרוֹנָם לִבְרָכָה (ברכות סד.): סִינַי וְעוֹקֵר הָרִים, הֵי מִנַּיְהוּ עָדִיף, וְהֵשִׁיבוּ: סִינַי עָדִיף, כִּי הַכֹּל צְרִיכִין לְמָרֵי חִטַּיָּא; וְהַתּוֹרָה שֶׁבְּנִגְלֶה הַכֹּל צְרִיכִין לָהּ, אֲבָל הַתּוֹרָה שֶׁבְּנִסְתָּר זְעִירִין אִנּוּן דִּצְרִיכִין לָהּ."
