Chapter,Segment #,English,Hebrew 
135,1,"“<i>Ki Ekach Mo’ed</i> (When I seize the appointed time), I will judge with equity.” (Psalms 75:3)",כִּי אֶקַּח מוֹעֵד אֲנִי מֵישָׁרִים אֶשְׁפֹּט (תהלים עה): 
135,2,"Aparticularly propitious method for being spared from haughtiness is to honor the festivals, and welcome [each] festival with joy and with as many delights as one can afford.","סְגֻלָּה לְהִנָּצֵל מִגַּדְלוּת – לְכַבֵּד אֶת הַיָּמִים טוֹבִים, וּלְקַבֵּל יוֹם טוֹב בְּשִׂמְחָה וּבְהַרְחָבַת הַלֵּב כְּפִי יְכָלְתּוֹ. "
135,3,"Moshe <i>Rabbeinu,</i> of blessed memory, by meriting to the Forty-Nine Gates of Wisdom, was worthy of being “extremely humble, more so than any man” (Numbers 12:3). Now, <i>yom tov</i> (festival) [corresponds to] the mentalities of <i>Imma,</i> which is <i>Binah</i> (Understanding). Therefore, when one welcomes the festival, which is <i>Binah,</i> one merits humility. For <i>yom tov</i> is numerically equivalent to <i>SaG</i> plus its ten letters, as is brought in the <i>Kavanot</i>—the reverse of a <i>GaS</i> (haughty) spirit.","כִּי מֹשֶׁה רַבֵּנוּ, עָלָיו הַשָּׁלוֹם, עַל־יְדֵי שֶׁזָּכָה לְאַרְבָּעִים וְתִשְׁעָה שַׁעֲרֵי בִּינָה, זָכָה לִהְיוֹת עָנָו מְאֹד מִכָּל הָאָדָם (במדבר יב). וְיוֹם־טוֹב מֹחִין דְּאִמָּא, שֶׁהִיא בִּינָה. וְעַל כֵּן כְּשֶׁמְּקַבֵּל אֶת הַיּוֹם־טוֹב, שֶׁהִיא בִּינָה, זוֹכֶה לַעֲנָוָה. כִּי יוֹם טוֹב בְּגִימַטְרִיָּא סג עִם הַי' אוֹתִיּוֹת, כַּמּוּבָא בַּכַּוָּנוֹת, שֶׁהוּא הֶפֶךְ גַּס רוּחַ (עיין תיקונים מן זו""ח). "
135,4,"The festival eliminates haughtiness because it is the nature of the lesser to be nullified vis-à-vis the greater. Consequently, when one is close to the tzaddik, haughtiness is eliminated; for due to the great light of the tzaddik he is completely nullified. This corresponds to (Job 29:8), “The youths saw me and hid”—because they see the face of the tzaddik, the little ones hide. For the lesser becomes nullified before the greater.","כִּי יוֹם־טוֹב מְבַטֵּל הַגַּדְלוּת, כִּי טֶבַע הַקַּטְנוּת – שֶׁיִּתְבַּטֵּל לְגַבֵּי הַגַּדְלוּת. וְעַל כֵּן כְּשֶׁמְּקֹרָב לְהַצַּדִּיק נִתְבַּטֵּל הַגַּדְלוּת, כִּי עַל־יְדֵי אוֹר הַגָּדוֹל שֶׁל הַצַּדִּיק נִתְבַּטֵּל לְגַמְרֵי. וְהוּא בְּחִינַת (איוב כט): רָאוּנִי נְעָרִים וְנֶחְבָּאוּ, הַיְנוּ עַל־יְדֵי שֶׁרוֹאִים פְּנֵי הַצַּדִּיק נֶחְבָּאִים הַקְּטַנִּים, כִּי הַקַּטְנוּת נִתְבַּטֵּל לִפְנֵי גַּדְלוּת. "
135,5,"Now, in the main, the power of the festival’s holiness is contingent upon the tzaddikim, as it is written (Leviticus 23:4), “These are God’s festivals…that you must proclaim <i>otam</i> (them) at their appointed times.” Our Sages expounded: Do not read <i>OTaM</i> but <i>ATeM</i> (you) (Rosh HaShanah 24a).","וְעִקַּר כֹּחַ קְדֻשַּׁת יוֹם־טוֹב הוּא תָּלוּי בַּצַּדִּיקִים, כְּמוֹ שֶׁכָּתוּב (ויקרא כג): אֵלֶּה מוֹעֲדֵי ה' אֲשֶׁר תִּקְרְאוּ אוֹתָם בְּמוֹעֲדָם, וְדָרְשׁוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (ראש השנה כד): אַל תִּקְרֵי אֹתָם אֶלָּא אַתֶּם. "
135,6,We find therefore that the festivals are dependent upon the tzaddikim.,"נִמְצָא שֶׁהַיָּמִים טוֹבִים תְּלוּיִים בַּצַּדִּיקִים, "
135,7,"Thus, when one welcomes and honors the festivals, and receives the great light of <i>yom tov,</i> which is the aspect of tzaddik, his haughtiness is eliminated. For the lesser is nullified vis-à-vis the greater. Because of this, a man is obliged to visit his rabbi on the festival, since the primary power of <i>yom tov</i> is contingent upon the tzaddikim.","וְעַל־כֵּן כְּשֶׁמְּקַבֵּל וּמְכַבֵּד אֶת הַיָּמִים טוֹבִים, וּמְקַבֵּל אוֹר הַגָּדוֹל שֶׁל יוֹם־טוֹב, שֶׁהוּא בְּחִינַת צַדִּיק כַּנַּ""ל, נִתְבַּטֵּל הַגַּדְלוּת שֶׁלּוֹ, כִּי הַקַּטְנוּת בָּטֵל לְגַבֵּי גַּדְלוּת. וְעַל־כֵּן חַיָּב אָדָם לְהַקְבִּיל פְּנֵי רַבּוֹ בָּרֶגֶל, כִּי עִקַּר כֹּחַ יוֹם־טוֹב תָּלוּי בַּצַּדִּיקִים: "
135,8,"<b>2.</b> This satisfactorily answers that which is asked in the Talmud (Sukkah 27b) concerning what Rabbi Eliezer said, “I praise those who are lazy on the festival, as in (Deuteronomy 16:14), ‘You shall rejoice on your holidays’”: But did not Rabbi Yitzchak say, “A man is obliged to visit his rabbi on the festival, as in (2 Kings 4:23), ‘Why are you going…’”? Study there well.","וּבָזֶה מְיֻשָּׁב שַׁפִּיר מַה שֶּׁהִקְשׁוּ בַּגְּמָרָא (סוכה דף כז:): עַל רַבִּי אֶלְעָזָר שֶׁאָמַר: מְשַׁבֵּחַ אֲנִי אֶת הָעַצְלָנִים בָּרֶגֶל שֶׁנֶּאֱמַר: וְשָׂמַחְתָּ בְּחַגֶּךָ, וְהָאָמַר רַבִּי יוֹחָנָן חַיָּב אָדָם לְהַקְבִּיל פְּנֵי רַבּוֹ בָּרֶגֶל, שֶׁנֶּאֱמַר: מַדּוּעַ אַתְּ הוֹלֶכֶת וְכוּ' עַיֵּן שָׁם הֵיטֵב. "
135,9,"For although he is one hundred parasangs away from his rabbi, and cannot come and go in one day, he is still obligated to visit his rabbi on the festival. That is, he has to discern the countenance of his rabbi on the festival—i.e., he has to honor the festival and receive the great light of <i>yom tov,</i> which corresponds to the countenance of his rabbi.","כִּי אַף שֶׁהוּא בְּרִחוּק מֵאָה פַּרְסָה מֵרַבּוֹ בְּיוֹם־טוֹב, וְלָא אָזֵל וְאָתֵי בְּיוֹמֵהּ, עַל כָּל זֶה הוּא מְחֻיָּב לְהַקְּבִּיל פְּנֵי רַבּוֹ בָּרֶגֶל, הַיְנוּ שֶׁיַּכִּיר פְּנֵי רַבּוֹ בָּרֶגֶל, הַיְנוּ שֶׁיְּכַבֵּד אֶת הַיּוֹם־טוֹב, וִיקַבֵּל אוֹר הַגָּדוֹל שֶׁל יוֹם־טוֹב, שֶׁהוּא בְּחִינַת פְּנֵי רַבּוֹ וְכוּ', "
135,10,"For the primary holiness of the festival is contingent upon the tzaddikim, as above. And when a person welcomes the festival, he literally visits his rabbi, and as a result haughtiness is eliminated. For it is the nature of the lesser to be nullified vis-à-vis the greater.","כִּי עִקַּר קְדֻשַּׁת הַיּוֹם־טוֹב תָּלוּי בַּצַּדִּיקִים כַּנַּ""ל. וּכְשֶׁמְּקַבֵּל אֶת הַיּוֹם־טוֹב הוּא מְקַבֵּל פְּנֵי רַבּוֹ מַמָּשׁ, וְעַל־יְדֵי־זֶה נִתְבַּטֵּל הַגַּדְלוּת, כִּי טֶבַע הַקַּטְנוּת – שֶׁיִּתְבַּטֵּל לְגַבֵּי גַּדְלוּת כַּנַּ""ל: "
135,11,"<b>3.</b> This is the explanation [of the opening verse]: {<b>“When I seize the appointed time, I will judge with equity.”</b>} <b>When I seize the appointed time—</b>When I welcome the festivals,",וְזֶה פֵּרוּשׁ: כִּי אֶקַּח מוֹעֵד – כְּשֶׁאֲקַבֵּל אֶת הַיָּמִים טוֹבִים. 
135,13,"<b>I will judge with equity—</b>That is, I will merit to humility, which corresponds to “judge with equity.” {<b>“Can it be that you are mute? You should be speaking justice; you should be judging the people with equity”</b> (Psalms 58:2) <b>.</b>}","אֲנִי מֵישָׁרִים אֶשְׁפֹּט – הַיְנוּ שֶׁאֶזְכֶּה לַעֲנָוָה, שֶׁהוּא בְּחִינַת: מֵישָׁרִים אֶשְׁפֹּט, "
135,14,As our Sages teach (Chullin 89a): That which is written: “Can it be that you are mute?…” What should a person do? [Let him feign muteness.] Might I presume this also applies to the words of Torah? The text thus reads: “You should be speaking justice.” Might I presume even if he grows haughty? The text thus reads: “You should be judging the people with equity.”,"כְּמוֹ שֶׁאָמְרוּ חֲכָמֵינוּ זִכְרוֹנָם לִבְרָכָה (חולין פט): מַאי דִּכְתִיב: הַאֻמְנָם אֵלֶם וְכוּ', מַה יַּעֲשֶׂה וְכוּ', יָכוֹל אַף בְּדִבְרֵי תוֹרָה, תַּלְמוּד לוֹמַר: צֶדֶק תְּדַבֵּרוּן, יָכוֹל אֲפִלּוּ אִם הֵגִיס דַּעְתּוֹ, תַּלְמוּד לוֹמַר: מֵישָׁרִים תִּשְׁפְּטוּ בְּנֵי אָדָם. "
135,15,"Thus, this is the meaning of, “When I seize the appointed time, I will judge with equity.” As a result of my welcoming the festivals, I will merit to humility. This is the aspect of, “I will judge with equity,” as above.","וְזֶה: כִּי אֶקַּח מוֹעֵד אֲנִי מֵישָׁרִים אֶשְׁפֹּט – עַל־יְדֵי שֶׁאֲקַבֵּל אֶת הַמּוֹעֲדִים, עַל־יְדֵי־זֶה אֶזְכֶּה לַעֲנָוָה, שֶׁהוּא בְּחִינַת מֵישָׁרִים אֶשְׁפֹּט כַּנַּ""ל: "
135,16,"This is also the point of that which is explained elsewhere on the verse, “A land that consumes its inhabitants.” For the lesser is nullified vis-à-vis the greater; it is consumed and transformed into the substance of the tzaddik.","וְזֶהוּ גַּם־כֵּן עִנְיָן הַמְבֹאָר בְּמָקוֹם אַחֵר עַל פָּסוּק: אֶרֶץ אֹכֶלֶת יוֹשְׁבֶיהָ (לעיל בסימן קכט) כִּי הַקַּטְנוּת בָּטֵל לְגַבֵּי גַּדְלוּת, וְנֶאֱכָל וְנִתְהַפֵּךְ לְמַהוּת הַצַּדִּיק: "
135,17,"<b>4.</b> Furthermore, we heard in this regard: If one is attached to the tzaddik, he is able to sense the holiness of <i>yom tov</i>. This is because the tzaddik is an aspect of the holiness of <i>yom tov,</i> as mentioned above.","עוֹד שָׁמַעְנוּ בְּעִנְיָן זֶה: אִם הוּא מְקֻשָּׁר לְהַצַּדִּיק יוּכַל לְהַרְגִּישׁ קְדֻשַּׁת יוֹם־טוֹב, כִּי הַצַּדִּיק הוּא בְּחִינַת קְדֻשַּׁת יוֹם־טוֹב כַּנַּ""ל. "
135,18,"Now, the sign that one is attached to the tzaddik is if one possesses unpretentiousness. For, as mentioned, it is the nature of the lesser to be nullified before the greater. And the main bond is love: one should love the tzaddik with a complete love. As it is written (Genesis 44:30), “His soul was bound with his soul”; the Aramaic translation of which is, “he loved him as his own soul.” And as it is written (1 Samuel 18:1), “Yonatan’s soul was bound to the soul of David.”","וְהַסִּימָן עַל־זֶה אִם הוּא מְקֻשָּׁר לְהַצַּדִּיק, הוּא אִם יֵשׁ לוֹ שִׁפְלוּת, כִּי טֶבַע הַקַּטְנוּת – שֶׁיִּתְבַּטֵּל לִפְנֵי גַּדְלוּת כַּנַּ""ל. וְעִקַּר הַהִתְקַשְּׁרוּת הוּא אַהֲבָה, שֶׁיֹּאהַב אֶת הַצַּדִּיק אַהֲבָה שְׁלֵמָה, כְּמוֹ שֶׁכָּתוּב (בראשית מד): וְנַפְשׁוֹ קְשׁוּרָה בְּנַפְשׁוֹ, וְתַרְגּוּמוֹ: חֲבִיבָא לֵהּ כְּנַפְשֵׁהּ, וּכְמוֹ שֶׁכָּתוּב (שמואל־א יח): וְנֶפֶשׁ יְהוֹנָתָן נִקְשְׁרָה בְּנֶפֶשׁ דָּוִד. "
135,19,"Moreover, his love for the tzaddik should be greater than the love of women, as in (2 Samuel 1:26), “Your love was wonderful to me, more than the love of women.” Then, by being bound to the tzaddik, he is able to receive the holiness of <i>yom tov</i>. This is because the essence of the festival is dependent upon the tzaddikim.","וְאַהֲבָתוֹ אֶת הַצַּדִּיק יִהְיֶה יוֹתֵר מֵאַהֲבַת נָשִׁים, כְּמוֹ שֶׁכָּתוּב (שמואל־ב א): נִפְלְאַתָה אַהֲבָתְךָ לִי מֵאַהֲבַת נָשִׁים. אֲזַי עַל־יְדֵי הַהִתְקַשְּׁרוּת לְהַצַּדִּיק, יָכוֹל לְקַבֵּל קְדֻשַּׁת יוֹם־טוֹב כַּנַּ""ל, כִּי עִקַּר יוֹם־טוֹב תָּלוּי בַּצַּדִּיקִים. "
135,20,"For the main aspect of <i>yom tov</i> is to elevate the aspect of <i>Malkhut</i> (Kingship) of Holiness from among the evil forces, to eliminate the rule of the Four <i>Malkhuts</i> of the Other Side. <i>Malkhut</i> is called <i>DaLeT,</i> because “<i>D’LeT</i> (it hasn’t) anything of its own.” For there can be no king unless there is a people, hence [Kingship] has nothing of its own.","כִּי עִקַּר בְּחִינַת יוֹם־טוֹב הוּא, לְהַעֲלוֹת בְּחִינַת מַלְכוּת דִּקְדֻשָּׁה מִבֵּין הַקְּלִפּוֹת, לְבַטֵּל מַלְכוּת אַרְבַּע מַלְכֻיּוֹת דְּסִטְרָא אָחֳרָא. כִּי מַלְכוּת נִקְרֵאת דָּ""לֶת, בְּגִין דְּלֵית לָהּ מִגַּרְמַהּ כְּלוּם, כִּי אֵין מֶלֶךְ בְּלֹא עָם, וְנִמְצָא דְּלֵית לָהּ מִגַּרְמַהּ כְּלוּם. "
135,21,"Now, the <i>Malkhut</i> of Holiness, which is the aspect of <i>dalet,</i> fell and was turned into the Four <i>Malkhuts</i> of the Other Side. And on the festival, one must elevate the <i>Malkhut</i> of Holiness from the Four <i>Malkhuts</i> of the Other Side.","וְהַמַּלְכוּת דִּקְדֻשָּׁה, שֶׁהִיא בְּחִינוֹת דָּלֶ""ת, נָפְלָה וְנַעֲשָׂה מִמֶּנָּה אַרְבַּע מַלְכֻיּוֹת דִּקְלִפָּה. וּבְיוֹם־טוֹב צָרִיךְ לְהַעֲלוֹת הַמַּלְכוּת דִּקְדֻשָּׁה מֵהָאַרְבַּע מַלְכֻיּוֹת דְּסִטְּרָא אָחֳרָא, "
135,22,"Thus, it is written (2 Samuel 11:1), “And it was at the return of the year, at the time when kings go out.” The explanation is as follows: <i>Yom tov</i> is called “<i>TeShUVat</i> (the return) of the year.” This is because all the festivals are days of judgment, as in, “At four junctures the world is judged: on Pesach…” (Rosh HaShanah 16a).","וְזֶהוּ שֶׁכָּתוּב (שם יא): וַיְּהִי לְעֵת תְּשׁוּבַת הַשָּׁנָה לְעֵת צֵאת הַמְּלָכִים, פֵּרוּשׁ: יוֹם טוֹב נִקְרָא תְּשׁוּבַת הַשָּׁנָה, כִּי כָּל הַיָּמִים טוֹבִים הֵם יְמֵי דִּין, כְּמוֹ שֶׁכָּתוּב (ראש השנה טז): בְּאַרְבָּעָה פְּרָקִים הָעוֹלָם נִדּוֹן: בְּפֶסַח וְכוּ', "
135,23,"So one has to return in <i>TeShUVah</i> (repentance), and by doing so free the <i>Malkhut</i> from among the evil forces and nullify their rule. As our Sages teach: Great is repentance, for it draws the redemption closer (Yoma 86b). Through repentance we are redeemed from the <i>Malkhut</i> of the evil forces.","וְצָרִיךְ לָשׁוּב בִּתְשׁוּבָה. וְעַל־יְדֵי־זֶה יוֹצֵא הַמַּלְכוּת מִבֵּין הַקְּלִפּוֹת, וְנִתְבַּטֵּל מֶמְשַׁלְתָּם, כְּמוֹ שֶׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (יומא פו:): גְּדוֹלָה תְּשׁוּבָה שֶׁמְּקָרֶבֶת אֶת הַגְּאֻלָּה, שֶׁנִּגְאָלִין עַל־יְדֵי תְּשׁוּבָה מֵהַמַּלְכוּת דִּקְלִפּוֹת. "
135,24,"This is the meaning of, “at the return of the year, at the time when <i>MeLaKhim</i> go out.” Then, the <i>MaLKhut</i> of Holiness/the <i>dalet</i> goes out from among the evil forces, and the power of the Four <i>Malkhuts</i> of the Other Side is eliminated.","וְזֶהוּ: לְעֵת תְּשׁוּבַת הַשָּׁנָה לְעֵת צֵאת הַמְּלָכִים; שֶׁאָז יוֹצֵא מַלְכוּת דִּקְדֻשָּׁה, שֶׁהִיא בְּחִינַת דָּלֶ""ת, מִבֵּין הַקְּלִפּוֹת, וְנִתְבַּטֵּל כֹּחַ הָאַרְבַּע מַלְכֻיּוֹת דְּסִטְרָא־אָחֳרָא. "
135,25,"And the main thing is to nullify the power of the <i>Malkhut</i> of Amalek. This is because it encompasses the Four <i>Malkhuts,</i> as in (Numbers 24:20), “First among the nations is Amalek.”","וְעִקָּר – לְבַטֵּל כֹּחַ מַלְכוּת עֲמָלֵק, כִּי הִיא כּוֹלֶלֶת הָאַרְבַּע מַלְכֻיּוֹת, כְּמוֹ שֶׁכָּתוּב (במדבר כד): רֵאשִׁית גּוֹיִם עֲמָלֵק. "
135,26,"Therefore, when Shmuel killed Agag, the king of Amalek, it says (1 Samuel 15:33), “Shmuel cut down Agag,” and Rashi explains: he cut him in four. He cut the Four <i>Malkhuts</i> of the Other Side, so that they would not have power and dominion from the <i>Malkhut</i> of Holiness/the <i>dalet</i>. For he elevated the <i>Malkhut</i> of Holiness from them. And this is what happens on <i>yom tov,</i> as above.","וְעַל־כֵּן כְּשֶׁהָרַג שְׁמוּאֵל אֶת אֲגַג מֶלֶךְ עֲמָלֵק, נֶאֱמַר (שמואל־א טו): וַיְשַׁסֵּף שְׁמוּאֵל אֶת אֲגָג, וּפֵרֵשׁ רַשִׁ""י: חֲתָכוֹ לְאַרְבַּע. שֶׁחָתַךְ הָאַרְבַּע מַלְכֻיּוֹת דְּסִטְרָא אָחֳרָא, לְבַל יִהְיֶה לָהֶם כֹּחַ וּמֶמְשָׁלָה מֵהַמַּלְכוּת דִּקְדֻשָּׁה, שֶׁהִיא בְּחִינוֹת דָּלֶ""ת, כִּי הֶעֱלָה הַמַּלְכוּת דִּקְדֻשָּׁה מֵהֶם. וְזֶה נַעֲשֶׂה בְּיוֹם־טוֹב כַּנַּ""ל. "
135,27,"This is the meaning of “<i>Va’ YeShaSePh</i> (he cut down).” <i>Vav Yud</i> indicate action, while the root of the word is <i>ShaSaPh</i>. These are the first letters of Shavuot, Sukkot, Pesach—the festivals. At these times the <i>Malkhut</i> of Holiness goes forth. For the festivals are days of judgment, corresponding to fear of Heaven/ <i>Malkhut,</i> as it is written: Were it not for the fear of <i>malkhut</i> (the government)… (Avot 3:2).","וְזֶהוּ: וַיְשַׁסֵּף, וָי""ו יוּ""ד הוּא פְּעֻלָּה, וְשֹׁרֶשׁ הַתֵּבָה הוּא שס""ף. וְהוּא רָאשֵׁי־תֵּבוֹת: שָׁבוּעוֹת סֻכּוֹת פֶּסַח, שֶׁהֵם הַיָּמִים טוֹבִים, שֶׁאָז יוֹצֵא הַמַּלְכוּת דִּקְדֻשָּׁה, כִּי הַיָּמִים טוֹבִים הֵם יְמֵי דִּין, שֶׁהִיא בְּחִינַת יִרְאָה, בְּחִינַת מַלְכוּת, כְּמוֹ שֶׁכָּתוּב (אבות פ""ג): אִלְמָלֵא מוֹרָאָהּ שֶׁל מַלְכוּת, "
135,28,"It is therefore said of Amalek (Deuteronomy 25:18), “They cut off those lagging to the rear…and did not fear God.” The power [which Amalek had over them] primarily stemmed from their not having elevated the <i>Malkhut</i> of Holiness—because they did not possess the fear of God, the aspect of <i>Malkhut</i>.","וְעַל כֵּן נֶאֱמַר בַּעֲמָלֵק (דברים כה): וַיְזַנֵּב בְּךָ כָּל הַנֶּחֱשָׁלִים וְכוּ' וְלֹא יָרֵא אֱלֹקִים, כִּי עִקַּר כֹּחוֹ הָיָה מֵחֲמַת שֶׁלֹּא הֶעֱלוּ אֶת הַמַּלְכוּת דִּקְדֻשָּׁה, מֵחֲמַת שֶׁלֹּא הָיָה לָהֶם יִרְאַת אֱלֹקִים, שֶׁהוּא בְּחִינַת מַלְכוּת כַּנַּ""ל. "
135,29,"Thus, with each festival is associated a fourfold mitzvah. Pesach: four cups of wine; Sukkot: four species; Shavuot: Torah study, which has four aspects—“Then he saw it and told of it; he prepared it, and also researched it” (Job 28:27). [This was said] with regard to <i>Malkhut</i> /the <i>dalet,</i> which goes out from the evil forces on the festival, as mentioned.","וְעַל־כֵּן בְּכָל יוֹם־טוֹב יֵשׁ אַרְבַּע מִצְווֹת: בְּפֶסַח – אַרְבַּע כּוֹסוֹת, בְּסֻכּוֹת – אַרְבָּעָה מִינִים, בְּשָׁבוּעוֹת – לִמּוּד הַתּוֹרָה, שֶׁהוּא בְּאַרְבַּע בְּחִינוֹת: אָז רָאָהּ וַיְסַפְּרָהּ, הֱכִינָהּ וְגַם חֲקָרָהּ (איוב כח, ועיין ב""ר פ' כד, תשא פ' מ), כְּנֶגֶד הַמַּלְכוּת, שֶׁהִיא בְּחִינַת דָּלֶ""ת, שֶׁיּוֹצֵאת בְּיוֹם־טוֹב מִבֵּין הַקְּלִפּוֹת כַּנַּ""ל. "
135,30,"And the Torah scholars correspond to <i>Malkhut,</i> as our Sages teach: Who are the <i>malakhim</i> (kings)? The rabbis (Gittin 62a)—because they elevate the <i>Malkhut</i>. The primary holiness of <i>yom tov</i> is thus achieved through them. And when one receives the holiness of the festival, one possesses humility and unpretentiousness, as above.","וְהַתַּלְמִידֵי־חֲכָמִים הֵם בְּחִינַת מַלְכוּת, כְּמוֹ שֶׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (גיטין סב): מָאן מַלְכֵי – רַבָּנָן, כִּי הֵם מַעֲלִים אֶת הַמַּלְכוּת, עַל־כֵּן עִקַּר קְדֻשַּׁת יוֹם־טוֹב נַעֲשֶׂה עַל יָדָם. וּכְשֶׁמְּקַבְּלִים קְדֻשַּׁת יוֹם־טוֹב, יֵשׁ לוֹ עֲנָוָה וְשִׁפְלוּת כַּנַּ""ל. "
135,31,"This is the meaning of (Proverbs 22:4), “The heel of humility is the fear of God”—for fear corresponds to <i>Malkhut</i>.","וְזֶהוּ (משלי כב): עֵקֶב עֲנָוָה יִרְאַת ה'; כִּי יִרְאָה הוּא בְּחִינַת מַלְכוּת כַּנַּ""ל: "
135,32,"Our patriarch Avraham also labored over this. He pursued the four kings in order to elevate <i>Malkhut</i> from them. And from him came Yitzchak, Yishmael, Yaakov and Esav—paralleling the four sons: one wise, [one wicked, one simple, and one who knows not how to ask].","וְאַבְרָהָם אָבִינוּ טָרַח גַּם כֵּן עַל־זֶה, וְרָדַף אַרְבַּעַת הַמְּלָכִים, לְהַעֲלוֹת מֵהֶם הַמַּלְכוּת, וְיָצָא מִמֶּנּוּ יִצְחָק וְיִשְׁמָעֵאל, יַעֲקֹב וְעֵשָׂו – כְּנֶגֶד אַרְבָּעָה בָּנִים: אֶחָד חָכָם וְכוּ': "
135,33,"(Everything from “Furthermore, we heard” until here has been expounded above, in Lesson I, 30, “How does One Harvest a Garden of Knives?”. See there).","(מִן ""עוֹד שָׁמַעְנוּ"" עַד כָּאן, כָּל זֶה מְבֹאָר הֵיטֵב לְעֵיל בְּהַתּוֹרָה ""מֵישָׁרָא דְּסַכִּינָא"" בְּסִימָן ל, עַיֵּן שָׁם) "
135,34,"<b>5.</b> Through this, the womb of a woman in labor is opened. As is brought in the <i>Etz Chaim</i> (Shaar 35:3): Just as there are <i>tzirim</i> (hinges) and <i>d’latot</i> (doors) to a house, so a woman has <i>tzirim</i> and <i>D’LaTot</i> (Bekhorot 45a). From the two <i>DaLeTs,</i> the shape of a closed- <i>mem</i> is made. This is where the fetus is formed. Study there.","וְעַל־יְדֵי־זֶה נִפְתָּח רַחְמָהּ שֶׁל הַמְקַשָּׁה לֵילֵד, כַּמּוּבָא בְּעֵץ־חַיִּים (שער ל""ה פ""ג): כְּשֵׁם שֶׁיֵּשׁ צִירִים וּדְלָתוֹת לַבַּיִת, כָּךְ יֵשׁ צִירִים וּדְלָתוֹת לָאִשָּׁה (בכורות מה), וּמֵהַשְּׁתֵּי דַּלְתִין נַעֲשֶׂה צוּרַת ם סְתוּמָה, שֶׁשָּׁם נוֹצָר הַוָּלָד וְכוּ'. עַיֵּן שָׁם. "
135,35,It is necessary to cut this <i>mem</i> into two <i>dalets</i> so that the fetus can come out. This is the meaning of <i>va’yeshaseph</i> : he cut it into four. He cut the <i>mem</i> into two <i>dalets</i>. Understand this (t his point about the “woman in labor” is explained elsewhere).,"וְצָרִיךְ לַחֲתֹךְ הַם לִשְׁנֵי דַּלְתִין, כְּדֵי שֶׁיֵּצֵא הַוָּלָד, וְזֶהוּ: וַיְשַׁסֵּף – חֲתָכוֹ לְאַרְבַּע, שֶׁחָתַךְ הַמֵּ""ם לִשְׁנֵי דַּלְתִין, וְהָבֵן: (בֵּאוּר עִנְיָן זֶה שֶׁל הַמְקַשָּׁה לֵילֵד, יִתְבָּאֵר בְּמָקוֹם אַחֵר) "
136,1,<i>Al Tadin et Chaveirekha</i> (Do not judge your fellow) until you have reached his place. (Avot 2:4),"אַל תָּדִין אֶת חֲבֵרְךָ עַד שֶׁתַּגִּיעַ לִמְקוֹמוֹ (אבות פ""ב): "
136,2,"This is as our Sages teach: Judge all men favorably (ibid. 1:6). When a person experiences opposition, he must search out some merit in his fellow—in this that [his fellow] opposes him—in order to judge him favorably.","זֶהוּ מַה שֶּׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה: הֱוֵי דָּן אֶת כָּל אָדָם לְכַף זְכוּת (שם פ""א). כִּי כְּשֶׁיֵּשׁ מַחֲלֹקֶת עַל אָדָם, צָרִיךְ לַחֲקֹר לִמְצֹא זְכוּת בַּחֲבֵרוֹ בַּמֶּה שֶׁחוֹלֵק עָלָיו, כְּדֵי לְדוּנוֹ לְכַף זְכוּת. "
136,3,"Strife cannot be avoided for one of two reasons: It could be that his fellow is more advanced than he and so [his fellow] opposes him because he has not attained his spiritual level; in which case he has to endeavor so that he, too, can achieve his fellow’s level, in order that they might be equals. As a result, there will be no strife.","כִּי הַמַּחֲלֹקֶת לֹא יִמָנַע מִשְּׁנֵי פָּנִים: אוֹ מֵחֲמַת שֶׁחֲבֵירוֹ גָּדוֹל מִמֶּנוּ בְּמַעֲלָה, וְעַל כֵּן חוֹלֵק עָלָיו עַל שֶׁלֹּא הִגִּיעַ לְמַדְרֵגָתוֹ. וַאֲזַי צָרִיךְ לְהִשְׁתַּדֵּל שֶׁיַּגִּיעַ הוּא גַּם כֵּן לְמַדְרֵגַת חֲבֵרוֹ, בִּכְדֵי שֶׁיִּהְיוּ שְׁנֵיהֶם שָׁוִים, וַאֲזַי לֹא יִהְיֶה מַחֲלֹקֶת. "
136,4,"Or, sometimes, the reverse: he is more advanced than his fellow. There is strife because his fellow is jealous of him, over not having attained his spiritual level. It is therefore necessary to judge him favorably. By doing so, he elevates his fellow to the side of merit, and then they will both be in one place, on the same level. As a result, there will certainly be no strife.","אוֹ לִפְעָמִים לְהֵפֶךְ שֶׁהוּא גָּדוֹל מֵחֲבֵרוֹ, וְהַמַּחֲלֹקֶת מֵחֲמַת שֶׁחֲבֵרוֹ מִתְקַנֵּא בּוֹ, עַל שֶׁלֹּא הִגִּיעַ לְמַדְרֵגָתוֹ. וְעַל כֵּן צָרִיךְ לְדוּנוֹ לְכַף זְכוּת, וּבָזֶה הוּא מַעֲלֶה חֲבֵרוֹ לְכַף זְכוּת, וְאָז הֵם בְּמָקוֹם אֶחָד הַיְנוּ בְּמַדְרֵגָה אַחַת, וַאֲזַי בְּוַדַּאי לֹא יִהְיֶה מַחֲלֹקֶת. "
