EY comment,EY current paragraph
"<b>משלו.</b> דייק מדכתיב והביא שהיה צ""ל והביאה שהרי אמר קרבנה עליה (מתנות כהונה).",Bemidbar Rabbah 9:13
<b>כדי שלא יהיה כו'.</b> פי' כדאי ונכון וראוי היה שלא יהיה חוטא נשכר. שהוא ממעט ההוצאה על השמן והלבונה. אלא מפני מה אינה טעונה כו'.,Bemidbar Rabbah 9:13
"<b>כשם שקנאה לבעל.</b> ר""ל כשם שאסורה לבעל כל זמן שלא תשתה כך אסורה לבועל.",Bemidbar Rabbah 9:13
<b>כשם שקנאה למטה.</b> פי' כשם שמעורר עליה קנאת הבעל למטה. כך מעורר עליה קנאת המקום למעלה.,Bemidbar Rabbah 9:13
<b>זו לטובה.</b> שאז היא נקראת מנחה שהוא הקרבן העולה לרצון לפני ה'. ואם לאו היא מזכרת עון לבד. ולכך כתיב זכרון ב' פעמים.,Bemidbar Rabbah 9:13
"<b>אינה באה בתוך הרגל.</b> פי' שברגל אין צריך להקריבה שמאליה באה לעזרה. אע""ג דנשים פטורות מראיה מכל מקום כשבאתה לירושלים היא מקיימה מצות ראיה (ז""ר).",Bemidbar Rabbah 9:13
<b>מפני שלבה סמוך עליהם.</b> פי' כשאדם רואה בני ביתו דעתו מתגברת עליו ולא תודה ואנו מבקשים שתודה כדי שלא ימחה שם הקדוש על המים.,Bemidbar Rabbah 9:13
"<b>בשער נקנור.</b> הוא שער המזרח מפני שלא נתקדש (ז""ר).",Bemidbar Rabbah 9:13
"<b>ראש המעמד.</b> פי' הממונה על כך מעמיד את הטמאין (היינו המצורעים שכבר טהרו מצרעתם) בשער נקנור שהוא שער המזרח כדי שיהיו מזומנים לזרוק עליהם דם האשם (רמב""ם). ויליף מצורע מסוטה דכתיב בה לפני ה'. ועיין בז""א.",Bemidbar Rabbah 9:13
<b>ואלו הם.</b> פי' איזהו הם המים שנתקדשו בכלי. הוי אומר אלו מי כיור.,Bemidbar Rabbah 9:14
"<b>באותן המראות.</b> כמ""ש במראות הצובאות אשר צבאו.",Bemidbar Rabbah 9:14
<b>והימנו תהיינה בנותיהם נבדקות כו'.</b> שהימנו עומד קטגוריא על בנותיהם אם אינן טהורות כאמותיהן. כי היאך יושחתו בנות הכשרות ככה.,Bemidbar Rabbah 9:14
<b>משלשל דליו.</b> מוריד דלי לתוך הבור למלאות מים.,Bemidbar Rabbah 9:14
"<b>וכי יש יד גדולה כו'.</b> אף שהוא משל מכל מקום צ""ל המשל על דרך הרגיל. לכן מפרש שהיד פירוש ההכאה. ומלת גדולה מוסב לעומת ערך מכת מצרים היה בים גדולה ממנו. ולפ""ז לא קאי הגדולה על היד אלא על ההכאה שאף שבמצרים כתיב יד הנה יד ה' הויה במקנך. בים היה המכה למצרים והנס לישראל יותר גדול.",Bemidbar Rabbah 9:14
<b>תגר.</b> ירגזון לשון רוגז ותרעומות (מתנות כהונה).,Bemidbar Rabbah 9:14
"<b>למ""ד בני חם וי""ד בני יפת כ""ו בני שם.</b> אבל שם חם ויפת עצמן לא מנה עמהן רק הנולדים אחר המבול שאז התחיל עולם חדש. ועיין מתנות כהונה.",Bemidbar Rabbah 9:14
"<b>ששים משפחות.</b> מקובל היה להם ככה. ונקראו היודעות את אביהם בשם מלכות שעכ""פ הם בנות מלכות. והבלתי מכירים את אביהם בשם פלגשים החשודות אף עם מי שאינה מיוחדת לו.",Bemidbar Rabbah 9:14
<b>מעולמים.</b> נעלמים.,Bemidbar Rabbah 9:14
<b>אשר בשר חמורים.</b> ומגודלים בתאוות רעות למאד כחמור שהוא גס החומר למאד.,Bemidbar Rabbah 9:14
"<b>שלא תתפרסם הדבר.</b> פי' שלכן הרגו כדי שלא תתפרסם משום חילול השם שלא ימצא בעל דין מקום לומר הרי שמצרי זה שלט באשה זו וילמוד סתום מן המפורש שאף בכולן נעשה כן. ולכן מצא משה רבינו ע""ה מקום כשר להרגו (מתנות כהונה).",Bemidbar Rabbah 9:14
"<b>אבל ישראל הבו כו'.</b> אחז הכתוב הזה דוגמת הכתוב ראוה בנות ויאשרוה שכולם שבחו אותם. וז""ש הבו לה' משפחות עמים. שאתם בעצמיכם תתנו תודה על משפחות ישראל שהם טהורים. ולכן אחז בכאן בשם משפחה להורות על ההיפוך.",Bemidbar Rabbah 9:14
<b>בניו של אלהים הן.</b> כלומר אנשים אלהיים מבזים כל עניני עולם הזה וחמודותיה. רק דבוקים בה' תמיד.,Bemidbar Rabbah 9:14
<b>זכתה יוצא כו'.</b> לפי שמבזין אותה עד מאד על כן אם היא טהורה זוכה לכל טוב. ואם לאו הוא להיפך.,Bemidbar Rabbah 9:15
"<b>ואין ממנו הנאה.</b> ואין זה קבול שכר. אבל כאן יש הנאה. בסוטה לתת שלום ושלא ירבה ממזרים בישראל אם זונה היא. ואם נקתה ונזרעה זרע ומבטלת לעז מעל בניה (רש""י).",Bemidbar Rabbah 9:15
<b>לפי שהאדם נברא מן העפר.</b> פירוש הבועל. כי טבע הזכר קשה וחזק בתולדתו מטבע אדם הראשון הנברא מן העפר. והיא נוצרה ממנו מאחת מצלעותיו שתולדות המים גוברת בהן (מתנות כהונה).,Bemidbar Rabbah 9:15
<b>כברייתה.</b> פירוש תשאר כברייתה.,Bemidbar Rabbah 9:15
"<b>ומן העפר אשר יהיה יכול כו'.</b> פרש""י אי לא הוי כתיב בקרקע יכול יתקן מבחוץ ויכניס ר""ל יזמין עפר מחוץ ויכניס בהיכל ודיו בכניסתו.",Bemidbar Rabbah 9:15
<b>תלמוד לומר בקרקע.</b> פי' בקרקעיתו.,Bemidbar Rabbah 9:15
"<b>אי בקרקע המשכן יכול כו'.</b> פרש""י אי בקרקע ולא כתיב אשר יהיה. יכול לא מצא שם עפר תיחוח יחפור שם בדקר.",Bemidbar Rabbah 9:15
<b>תלמוד לומר אשר יהיה.</b> פי' מדלא כתיב ומקרקע המשכן יקח שמע מינה לא הקפיד אלא שיהיה מונח בקרקעית המשכן שעה אחת.,Bemidbar Rabbah 9:15
<b>הא כיצד יש שם כו'.</b> פי' יש שם עפר תיחוח הבא משם. אין שם תן שם על הקרקע וחוזר ונוטלו משם ונותנו לתוך המים.,Bemidbar Rabbah 9:15
<b>תני ג' צריכין שיראו.</b> פי' שלשה דברים בתורה שיעורן בכדי שיראו. עפר סוטה מדלא כתיב ונתן במים אלא כתיב אל המים שצריך שיתן שיעור שיהא נראה וניכר על פני המים. ואפר פרה גמירי לה בגזירה שוה מן עפר סוטה. ורוק יבמה דכתיב לעיני הזקנים וירקה. רוק הנראה לעיני הזקנים.,Bemidbar Rabbah 9:15
<b>אף דם ציפור.</b> ששוחטו אל כלי חרס על מים חיים וצריך שלא ליתן מים אלא כשיעור שיהא הדם של ציפור ניכר בהם.,Bemidbar Rabbah 9:15
<b>מקום שמעמידה בתחלה שם מעמידה בסוף.</b> שהיו מסיעין אותה ממקום למקום כדי ליגעה ותודה שלא יצטרכו למחוק את השם. וקאמר דבמקום שמעמידה בתחלה היינו בשער נקנור שם היו מחזירין אותה דכתיב לפני ה'. ולפני ה' הוא שער נקנור כמו שדרשו לעיל.,Bemidbar Rabbah 9:16
<b>לא דיו.</b> בתמיה וכי יהיה טוב מרבו.,Bemidbar Rabbah 9:16
<b>שלא יאמר הכהן אני פורע.</b> בתמיה. בזיון הוא.,Bemidbar Rabbah 9:16
<b>כדי שתחזור בה.</b> פי' כדי שתודה ולא תשתה. וזהו הקל וחומר.,Bemidbar Rabbah 9:16
<b>אם חס המקום.</b> שהרי חס עליה שלא תמות במים המאררים.,Bemidbar Rabbah 9:16
<b>יהיו כל מעשיה.</b> פי' המעשה של המנחה.,Bemidbar Rabbah 9:16
<b>תלמוד לומר הוא.</b> הוא מיותר לרבות שתהא כשרה מכל מקום (מתנות כהונה).,Bemidbar Rabbah 9:16
<b>שאין המים נהפכין להיות מרים אלא בידי כהן.</b> שהרי מים קדושים הם מן הכיור ואיך קורא אותם מי המרים. אלא ביד כהן נהפכין להיות מרים.,Bemidbar Rabbah 9:16
<b>ומבערין.</b> לשון ביעור. ובילקוט גרסינן ומערעין. ובספרי גרס ומרעדים. והוא מלשון חיל ורעדה.,Bemidbar Rabbah 9:16
"<b>ואמר אל האשה בלשונה.</b> פי' באותה לשון שהיא שומעת ומבינה. דאל האשה משמע דברים הנכנסין בלב האשה שתהא מכרת הלשון (רש""י).",Bemidbar Rabbah 9:17
"<b>מלמד שפותח לה בזכות.</b> דהוי ליה למימר אם שכב חנקי וממילא נשמע ג""כ הדיוק הא אם לא שכב הנקי אלא שבדיני נפשות פותחין תחלה בזכות.",Bemidbar Rabbah 9:17
<b>הרבה ילדות עושה.</b> וגורם לנערה ילדה שתבא לידי קלקול ושמא אמת הדבר אל תביאי עצמך לידי מיתה מנוולת כזו.,Bemidbar Rabbah 9:17
<b>הרבה קדמוך ונשטפו.</b> שקלקלו ולא התודו ונענשו כמו דור המבול שקלקלו בזמה ונשטפו מן העולם.,Bemidbar Rabbah 9:17
"<b>בכתובים הראשונים.</b> בדברים הכתובים בתורה שנעשו בימים הראשונים כגון הגדה זו דאשר חכמים יגידו ויודו על חטאם ולא כחדו מאבותיהם עונם. כגון ראובן הודה על מעשה בלהה. יהודה על מעשה תמר (רש""י).",Bemidbar Rabbah 9:17
"<b>שאינן כדאי לשומען.</b> אינם ראוים לה שאומר לפניה דברי הודאות צדיקים הראשונים אלא כדי שתודה על קילקולה כדאמרינן לקמן שראובן ויהודה הודו ולא בושו (רש""י).",Bemidbar Rabbah 9:17
<b>לפי שמצינו שריבה הכתוב כו'.</b> כדאיתא לקמן סימן לג ובסוטה דף כד דבר אל בני ישראל ואמרת אליהם לרבות ארוסה ושומרת יבם לקינוי.,Bemidbar Rabbah 9:17
"<b>תלמוד לומר תחת אישך.</b> כאן יליף מקרא תחת אישך וכר' יוחנן ור' יאשיה בסוטה דף כד ולקמן סימן לב למד מקרא תחת אישה ונטמאה כמו שלמד במשנה סוטה דף כג ע""ש.",Bemidbar Rabbah 9:17
<b>להוציא דרך איברים.</b> עיין לעיל סימן ו.,Bemidbar Rabbah 9:17
<b>ואין מזיקו.</b> כיון שהבשר הוא שלם ויפה אין מזיק לו הסם.,Bemidbar Rabbah 9:17
<b>לחלחל.</b> לנקב הבשר בעומק עד חלל הגוף מחמת לחלוחית המכה מצא מין את מינו וניעור.,Bemidbar Rabbah 9:17
<b>שתי ולא תמנע.</b> ולא יזיקו לך מים המרים.,Bemidbar Rabbah 9:17
"<b>תלמוד לומר וכי נטמאת.</b> דכתיב משכבי אשה וקיימא לן בסנהדרין דף נד מגיד לך הכתוב ששתי משכבות באשה. פרש""י שתי משכבות יש באשה שוין זה לזה לחייב בכל עריות כדרכה ושלא כדרכה. וא""כ שלא כדרכה הוי נמי טומאה.",Bemidbar Rabbah 9:17
"<b>להביא את הסריס.</b> לקינוי שמקנא לה ממנו אע""ג דלאו בר זריעה הוא מכל מקום בר שכיבה הוא.",Bemidbar Rabbah 9:17
"<b>להביא אשת הסריס.</b> אע""ג דלאו בר זריעה הוא מכל מקום בר שכיבה הוא. ומבלעדי אישך למוקדם שכיבת בעל לבועל הוא דאתא וסריס בר שכיבה הוא. ובסריס חמה קאמר דמותר לקיימה. ולא בסריס אדם שאסור לקיימה משום לא יבא פצוע דכא (רש""י סוטה דף כו ע""א ד""ה קמ""ל) ועיין בתוס' שם ובתוי""ט. אבל בסוטה דף כד במשנה פרש""י אשת סריס כגון שנסתרס לאחר שנשאה וקדמה שכיבת בעל לבועל עכ""ל וצ""ע.",Bemidbar Rabbah 9:17
"<b>על הכל היה מתנה עמה.</b> פי' אפילו אם הבועל הוא סריס (ז""א). ונראה שט""ס הוא שם וכאן וצ""ל על כל עריות היה מתנה עמה. וכן איתא במשנה סוטה דף כד ע""א אשת סריס שותה. ע""י כל עריות מקנין ועי' בגמרא וברש""י שם. ואף גירסתנו יש לפרש כן.",Bemidbar Rabbah 9:17
"<b>לפי שאין מוקדם כו'.</b> כלומר אע""ג ששתי השבועות נכתבו קודם שנמחקה המגלה אין מוקדם כו' וכאילו אחת כתובה אחר שנמחקה (מתנות כהונה).",Bemidbar Rabbah 9:18
<b>שיש עמה אלה.</b> דכתיב בחדא מינייהו בשבועת האלה.,Bemidbar Rabbah 9:18
<b>משביעני עליך.</b> בשם ומזכיר את השם.,Bemidbar Rabbah 9:18
"<b>שלא נטמאת ואם נטמאת יבואו ביך.</b> כצ""ל. ופרש""י משביעני עליך שיהא אמת מה שאמרת בפנינו שלא נטמאת ואם נטמאת יבואו ביך המים. דקיימא שבועה אאשה שלא נטמאת ואאלה שתחול.",Bemidbar Rabbah 9:18
"<b>ואמר הכהן לאשה פרט לחרשת.</b> ספרי זוטא הובא בילקוט וכתבו הרמב""ם פרק ב הלכה ג. ובש""ס לא נתבאר זה רק דאתיא מכללא דאמרינן שם דף כז מקיש אשה לאיש וכיון דנתחרש הוא אינה שותה דבעינן והביא האיש וגו' הכי נמי נתחרשה היא.",Bemidbar Rabbah 9:18
<b>מדת אכזריות.</b> כי גם מדת הרחמים מסכים להענישה שלא כדרך הטבע.,Bemidbar Rabbah 9:18
<b>יכול עצמה של אשה כו'.</b> שיתקיימו בה השבועה והאלה.,Bemidbar Rabbah 9:18
"<b>ואומרות אם עשית חפץ.</b> כצ""ל.",Bemidbar Rabbah 9:18
"<b>יהא סופך כסופו כו'.</b> וכן פרש""י סדר זה יתן ה' אותך לאלה יהיו הכל מקללין ביך יבואך כדרך שבא לפלונית. ולשבועה שיהיו הכל נשבעין בך לא יארע לי כדרך שאירע לפלונית.",Bemidbar Rabbah 9:18
"<b>ירך התחילה בעבירה.</b> פרש""י בדרך תשמיש הירך נהנה תחילה בקירוב בשר.",Bemidbar Rabbah 9:18
"<b>לפיכך תתקלל הירך תחלה.</b>והקללה היא תחלת הפורענות. ומיהו כי בדקי מיא כי אורחייהו בדקי שבמעים נכנסו תחלה ומקלקלות אותן ואח""כ נופלות לירך. ועיין סוטה דף ט בגמרא וברש""י.",Bemidbar Rabbah 9:18
"<b>שנאמר והיתה האשה לאלה בתוך עמך.</b> צ""ל בקרב עמך. ובמשנה ליתא זה. ובספרי איתא שאר אברים מנין תלמוד לומר ובאו בה. וכן הוא בילקוט. ועיין לקמן.",Bemidbar Rabbah 9:18
"<b>וימח את כל היקום.</b> אשר על פני האדמה מאדם ועד בהמה. ברישא אדם ואח""כ בהמה.",Bemidbar Rabbah 9:18
<b>אנשי סדום נסבו על הבית.</b> מנער ועד זקן.,Bemidbar Rabbah 9:18
<b>הכו בסנורים מקטן ועד גדול.</b> הרי שהקטנים שהתחילו תחלה בעבירה לקו תחלה.,Bemidbar Rabbah 9:18
<b>אם לא זאת אעשה.</b> לכל העדה הרעה הזאת הנועדים עלי במדבר הזה יתמו ושם ימותו. הרי שגם השאר לא פלטו.,Bemidbar Rabbah 9:18
"<b>שכיני ארץ ישראל כו' אף הם לקו תחלה שנאמר הנני נותשם מעל אדמתם.</b> כצ""ל והוא סוף פסוק של כה אמר ה' על כל שכיני הרעים.",Bemidbar Rabbah 9:18
"<b>תלמוד לומר ובאו ובאו אף בכל אבר כו'.</b> וכן הוא בילקוט בשם ספרי זוטא. ובאמת בסוטה דף כח דרשינן להני ובאו כולהו לדרשא ע""ש. ואפשר שצ""ל כאן תלמוד לומר ובאו בה בכל אבר כו'.",Bemidbar Rabbah 9:19
<b>תלמוד לומר לצבות בטן ולנפל ירך.</b> ובסוטה דף כח ובספרי מסיימים או אינו אלא בטנה וירכה של נבעלת. כשהוא אומר וצבתה בטנה ונפלה ירכה הרי בטנה וירכה של נבעלת אמור. הא מה תלמוד לומר לצבות בטן לנפיל ירך זה בטנו וירכו של בועל.,Bemidbar Rabbah 9:19
<b>ולא אילמת.</b> סוטה דף כז.,Bemidbar Rabbah 9:19
"<b>אמן על השבועה.</b> ר""ל שאמרה אמן שלא נטמאתי היינו קבלת השבועה. אמן על האלה היינו שאמרה אם נטמאתי יבואו בי כמו שמשביעה שבועה שלא נטמאת ואם נטמאת יבואו בך. כך אומרת אמן על השבועה ואמן על האלה.",Bemidbar Rabbah 9:19
"<b>אמן לעתיד לבא.</b> שאם תטמא לאחר זה מים מערערים אותה וחוזרין לתוך גרונה כאדם הנחנק ע""י משקה נראה כעושה ערער.",Bemidbar Rabbah 9:19
"<b>מן האירוסין.</b> ע""י גלגול שבועה הוא מגלגל עליה זנות של אירוסין ואע""פ שלא היה בו קינוי מכאן לגלגול שבועה מן התורה.",Bemidbar Rabbah 9:19
"<b>וכתב את האלות האלה.</b> ולמה מים ועפר וכתב. מים ממקום שבאת. ועפר למקום שהיא הולכת. וכתב לפני מי שהיא עתידה ליתן דין וחשבון. כצ""ל. וכן הוא בירושלמי פרק היה מביא. ופי' ולמה מים ועפר דהוה אפשר לבודקה בלאו הכי ע""י השבועה לחוד (יפ""מ). ודריש מים ממקום שבאת פי' שבאת מטיפה סרוחה. ועפר למקום שהיא הולכת למקום עפר רימה ותולעה. ולפני מי כו' שהקדוש ברוך הוא חושב וכותב הכל.",Bemidbar Rabbah 9:20
<b>יכול כל האלות שבתורה היה כותב.</b> פי' אילו כתיב וכתב את האלות הוי אמינא כל אלות שבתורה. תלמוד לומר האלה שאינו כותב רק האלות שבפרשה זו.,Bemidbar Rabbah 9:20
"<b>הכהן פסל הכתוב בישראל.</b> אם נעשה ע""י ישראל.",Bemidbar Rabbah 9:20
<b>בספר ולא בנייר.</b> פי' בספר בקלף.,Bemidbar Rabbah 9:20
<b>ר' זכריה כו' משתעי הדין עובדא.</b> היה מספר זה המעשה כדי שיצייר האדם בלבו כמה גדול השלום עד שלא יחוש האדם על בזיונו בשביל זה.,Bemidbar Rabbah 9:20
<b>דר' מאיר הוי יליף כו'.</b> דר' מאיר היה רגיל שהיה דורש בבית הכנסת בכל ערב שבת. והיה שם אשה אחת רגילה לשמוע קולו. פעם אחת שהה בדרשתו. הלכה ורצתה ליכנס לביתה. ומצאה נרות כבוים. אמר לה בעלה אנה הוית. אמרה לו הייתי שומעת קול הדרשן. אמר לה כה יעשה לי אלהים וכה יוסיף שאין האשה ההיא נכנסת לביתה עד שתלך וירקה בפני הדרשן.,Bemidbar Rabbah 9:20
<b>וצפה ר' מאיר כו'.</b> ראה ר' מאיר הדבר ברוח הקודש ועשה עצמו חולה בעיניו. אמר כל אשה שיודעת ללחוש לעינים תבא ותלחש.,Bemidbar Rabbah 9:20
<b>אמרין לה מגירתא כו'.</b> אמרו לה השכינות הרי השעה שתבא לביתך עשי עצמיך לוחשת לו ואת רוקקת תוך עיניו.,Bemidbar Rabbah 9:20
<b>אתת לגביה כו'.</b> באה אצלו אמר לה יודעת את ללחוש לעין. ומאימתו עליה אמרה לו שאינה יודעת. אמר לה מכל מקום רקקי בו ז' פעמים והוא טוב לה לעין. אחר שרקקה אמר לה לכי אמרי לבעלך פעם אחת אמרת לי ואני רקקתי שבעה פעמים.,Bemidbar Rabbah 9:20
<b>אמרין ליה תלמידיו כו'.</b> אמרו לו תלמידיו כך מבזין דברי תורה אילו אמרת לנו לא היינו שולחין ומביאים אותו ומלקין אותו על הספסל ומרצין ומפייסין אותו לאשתו.,Bemidbar Rabbah 9:20
<b>ולא יהא כבוד מאיר ככבוד קונו.</b> שאם היה מתרצה עכשיו מכל מקום היה נוטר השנאה בלבו על אשר הביאתו לידי מלקות.,Bemidbar Rabbah 9:20
"<b>בשביל להטיל שלום.</b> דליכא למימר כדי ליפרע מסוטה שהרי כשמודית שזינתה אינה שותה (יפ""מ).",Bemidbar Rabbah 9:20
"<b>צריך ליתן מר לתוך המים.</b> לענה או שאר דבר מר. וזה ג""כ שאמר לעיל סימן יג שאין המים נהפכין להיות מרים אלא בידו של כהן. והיינו ע""י דבר מר.",Bemidbar Rabbah 9:20
"<b>ואח""כ ולקח הכהן.</b> מיד האשה את מנחת הקנאות והניף וגו'.",Bemidbar Rabbah 9:21
"<b>ששה קראי.</b> כתיב באו ובאו באו ובאו באו ובאו חד לצואה. כצ""ל. שר""ע וי""ו יתירא דריש כדמסיק בסוטה דף כח ע""א. הלכך לרבי עקיבא שיתא קראי כתיבי. שלשה ובאו כתובים שם. חד ובאו המים המאררים האלה במעיך לצבות בטן. וחד והשקה את האשה את מי המרים המאררים ובאו בה המים וגו'. וחד והשקה את המים וגו' ובאו בה המים וגו'. ובכולם כתיב וי""ו יתירא הרי שית דבכל אחת היה צריך לכתוב באו וכתיב ובאו. הרי תלתא באו ותלתא וי""ו הרי ששה.",Bemidbar Rabbah 9:21
"<b>חד לצואה דידיה.</b> ר""ל קרא דוהשקה את האשה את מי המרים המאררים ובאו בה המים אתא לצואה שהקדוש ברוך הוא גוזר שיבואו בה המים למרים. והוי""ו יתירא אתא לצואה דידיה שהקדוש ברוך הוא גוזר שיבואו בו בנואף המים למרים.",Bemidbar Rabbah 9:21
"<b>חד לעשיה דידיה כו'.</b> ר""ל דקרא והשקה את המים והיתה אם נטמאה וגו' עשיה. כאן הודיע הכתוב את ישראל דמבטיח להם שיבדקוה המים. והוי""ו יתירא אתא לעשיה דידיה.",Bemidbar Rabbah 9:21
"<b>חד לבדיקה כו'.</b> בגמרא איתא חד לידיעה דידה וחד לידיעה דידיה. ופרש""י שקרא ובאו המים המאררים האלה במעיך לצבות בטן להודיע לנו דבטן והדר ירך שלא להוציא לעז על המים ואפשר ליישב הגירסא דכאן חד לבדיקה כו' שבודקין המים אותו תחלה הבטן והדר ירך. וחד לבדיקה דידה שבודקין אותה ג""כ תחלה בטנה והדר ירכה.",Bemidbar Rabbah 9:21
"<b>שטעונה תנופה בבעלים.</b> שתהא האשה מניפה עם הכהן. דהא קרא בכהן לחודיה כתיב ולקח הכהן מיד האשה וגו' (רש""י).",Bemidbar Rabbah 9:22
<b>משלמים.</b> מתנופת חזה ושוק ואימורין דשלמים.,Bemidbar Rabbah 9:22
<b>ידיו תביאנה.</b> בבעלם כתיב וגבי תנופה כתיב.,Bemidbar Rabbah 9:22
"<b>לשם שתי קנאות.</b> אם קינא לה מאנשים הרבה ונסתרה עמהם כדאיתא בפרק ב דכריתות (ז""ר).",Bemidbar Rabbah 9:22
"<b>לפני ה' במזרח.</b> עי' מנחות דף סא ע""א ובתוס' שם.",Bemidbar Rabbah 9:22
"<b>שטעונה תנופה והגשה.</b> תנופה מדכתיב והניף את המנחה לפני ה'. והגשה פי' שיגיש אותה לקרן מערבית דרומית כדתניא במנחות דף יט ע""ש.",Bemidbar Rabbah 9:22
<b>המחוברת.</b> שתהא כל המנחה מחוברת בכלי אחד.,Bemidbar Rabbah 9:23
"<b>מן הקטורת שאנו עתידים לרבות.</b> לקמן פרשה זו סימן מח הכי איתא והקטיר המנחה זו הקטרת הקומץ שקידמה אזכרה. פי' שנקראת מקודם אזכרה שעל ידו היא נזכרת למעלה ע""ש.",Bemidbar Rabbah 9:23
"<b>ואחר ישקה את האשה את המים מה תלמוד לומר כו'.</b> סדר המקראות כן הוא. וכתב ומחה והשקה והניף המנחה והקריב וקמץ והקטיר ואחר ישקה את האשה והדר כתיב השקאה ג' והשקה את המים והיתה אם נטמאה וקאמר המדרש ואחר ישקה את האשה מה תלמוד לומר שהמדרש ס""ל כרבנן בסוטה דף יט דוהשקה קמא לגופא שהיה משקה ואח""כ מקריב כדאיתא לעיל סימן כ. לכן מקשה ואחר ישקה דכתיב אחר הקטרה למה נאמר. על זה מתרץ אלא להביא את שרשומו ניכר ר""ל שאם היה רשומו ניכר צריך לחזור ולמחוק עד שלא יהיה רשומו ניכר (רש""י). ואיתא שם בגמרא דלרבנן אתא והשקה בתרא שאם נמחקה המגילה ואמרה איני שותה כו' משקין אותה בעל כרחה. ולפ""ז צריך להיות כאן והשקה את המים למה נאמר לומר לך שאם נמחקה מגילה כו'.",Bemidbar Rabbah 9:23
"<b>מערערין אותה.</b> כלומר פותחין פיה שלא בטובתה ושופכין את המים לתוך גרונה (רש""י).",Bemidbar Rabbah 9:23
"<b>בין שלא כדרכה.</b> דכתיב משכבי אשה. ופרש""י שתי משכבות יש באשה שוין זה לזה לחייב בכל עריות כדרכה ושלא כדרכה.",Bemidbar Rabbah 9:23
<b>שמעילת בעלה.</b> שזנתה תחתיו לאחר שקינא בה.,Bemidbar Rabbah 9:23
"<b>שהם מתחלחלים.</b> דייק מדכתיב אח""ז וצבתה בטנה וגו' למה כתיב תו ובאו בה. אלא מלמד שהם מחלחלים כו'.",Bemidbar Rabbah 9:23
<b>כי לייט.</b> כשמקלל הכהן.,Bemidbar Rabbah 9:23
"<b>כשם שהתחילה בעבירה תחילה.</b> שהירך נהנה תחילה בקירוב בשר לפיכך לייט הירך תחילה (רש""י). ובעל שירי קרבן פירש שהתחילה בעבירה היינו שיצאה חוצה דכל כבודה בת מלך פנימה.",Bemidbar Rabbah 9:23
"<b>מיא כי בדקי כו'.</b> המים כשהו בודקין כדרך הליכתן בבטן תחילה ואח""כ בירך.",Bemidbar Rabbah 9:23
"<b>לא תברא.</b> אינה סתירה שמודיע לה הכהן שמבטן יתחיל תחלה שלא יאמרו אח""כ שלא היו בודקין כמאמר הכהן.",Bemidbar Rabbah 9:23
<b>בסאסאה בשלחה תריבנה.</b> פי' בתוך אותה סאה עצמה כשאתה משלחה לאבדון תריבנה.,Bemidbar Rabbah 9:24
<b>דבר שהוא סאה.</b> כלומר עבירה גדולה.,Bemidbar Rabbah 9:24
"<b>בתרקב.</b> פרש""י חצי סאה. תרי וקב דהיינו ג' קבין.",Bemidbar Rabbah 9:24
<b>תומן ועוכלא.</b> תומן פי' חצי קב שהוא חצי רובע שמונה תרגום תמני. ועוכלא הוא אחד מחמשה בקב והקב ששה ביצים. והוא ביצה וחומשא דביצה. ועיין בבבא בתרא דף צ (ערוך).,Bemidbar Rabbah 9:24
<b>ריבה כאן סאות הרבה.</b> פי' דכל רבויא הוא ורבי כל מיני מדה. דאי סאה לחוד. כל למה לי. ופירושו כל סאון סואן שהקדוש ברוך הוא מודד לכל אחד כסאתו.,Bemidbar Rabbah 9:24
<b>מנין שאפילו פרוטות כו'.</b> פי' אם לא נפרע ממנו פעם ראשונה ושניה לא ויתרו לו עליהם אלא מצטרפין לו אותו לחשבון.,Bemidbar Rabbah 9:24
<b>בנוהג שבעולם אדם נכשל כו'.</b> כלומר וכן לענין הטובה כל חוב גדול נפרע לפעמים מן האדם אחת לאחת והן מצטרפין לעונש גדול שהיה חייב (קרבן העדה).,Bemidbar Rabbah 9:24
"<b>החשבון מתמצה.</b> פי' ה' מצרף מיתת השור ואבדת התרנגולת והצלוחית ומכת האצבע. אע""פ שכל אחד בפני עצמו עונש קל. מכל מקום נחשב הוא כאילו הוא עונש חמור בבחינת צרופם יחד לכפר על עונש המיתה כנפרע כל חשבונו עד תמציתו ולא נ""ח לו כלום.",Bemidbar Rabbah 9:24
"<b>אחת מתארעה לאחת כו'.</b> בירושלמי גרס דבר אחר אחת מתארעה לאחת כו'. ופי' היפ""מ שהקדוש ברוך הוא נפרע ממנו מעט מעט על עונותיו כדי שלא יצטרפו ויצטרך ליפרע ממנו בבת אחת. ופי' מתארעא לשון מערערין אותה שפירושו ענין סתירה ושיבור. והכוונה שהצרה האחת סותרת ומבטלת העבירה האחת עד שיתנקה מכולם.",Bemidbar Rabbah 9:24
"<b>מיצוי חשבון עד אחת.</b> פי' שהחשבון מדוקדק עד אחת כי אפילו עבירה קלה לא יוותר ה' עליה. ואפילו צרה קלה לא תבא בחנם. אלא זה לעומת זה (יפ""מ).",Bemidbar Rabbah 9:24
"<b>שער נקנור.</b> שהיה למזרח. וכ""מ דכתיב לפני ה' הוא צד מזרחי.",Bemidbar Rabbah 9:24
<b>כפה.</b> צעיפה.,Bemidbar Rabbah 9:24
