txt file line,Perek running counter,page running counter,Daf,Line,Rambam,Semag,Tur Shulchan Arukh,original,problem
247,כח,ג,35a,9,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 8:4']",,,"כח ג מיי' פ""ח מהל' כלי המקדש הל' ד",FALSE
248,כט,ד,35a,11,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:8']",,,"כט ד מיי' פי""ד מהל' פסה""מ הל' ח",FALSE
249,ל,ה,35a,12,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:10']",,,ל ה ו מיי' שם הל' י,
249,ל,ו,35a,12,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:10']",,,ל ה ו מיי' שם הל' י,FALSE
250,לא,ז,35a,13,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:7']",,,לא ז מיי' שם הל' ז,FALSE
251,לב,ח,35a,13,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:22']",,,"לב ח מיי' פי""ח מהל' פסה""מ הלכה כב",FALSE
252,לג,ט,35a,14,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:7']",,,"לג ט י מיי' פי""ד שם הלכה ז",
252,לג,י,35a,14,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:7']",,,"לג ט י מיי' פי""ד שם הלכה ז",FALSE
253,לד,כ,35a,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:22']",,,"לד כ מיי' פי""ח שם הלכה כב",FALSE
254,לה,ל,35a,16,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:23']",,,לה ל מיי' שם הל' כג,FALSE
255,לו,מ,35a,18,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:8']",,,לו מ מיי' שם פרק יד הלכה ח,FALSE
256,לז,א,35b,2,"[u'Mishneh Torah, Trespass 2:4']",,,"לז א ב מיי' פ""ב מהל' מעילה הלכה ד",
256,לז,ב,35b,4,"[u'Mishneh Torah, Trespass 2:4']",,,"לז א ב מיי' פ""ב מהל' מעילה הלכה ד",FALSE
257,לח,ג,35b,21,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:8']",,,"לח ג מיי' פי""ג מהל' פסה""מ הל' ח",FALSE
258,לט,א,36a,1,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:8']",,,"לט א מיי' פי""ג מהל' פסה""מ הלכה ח",FALSE
259,מ,ב,36a,2,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:1']",,,"מ ב מיי' פט""ו מהלכות פסה""מ הלכה א",FALSE
260,מא,ג,36a,4,"[u'Mishneh Torah, Sacrificial Procedure 10:7']",,,"מא ג מיי' פ""י מהל' מעשה הקרבנות הל' ז",FALSE
261,מב,ד,36a,5,"[u'Mishneh Torah, Substitution 4:1']",,,"מב ד מיי' פ""ד מהל' תמורה הל' א",FALSE
262,מג,ה,36a,5,"[u'Mishneh Torah, Substitution 3:1']",,,"מג ה מיי' פ""ג שם הלכה א",FALSE
263,מד,ו,36a,5,"[u'Mishneh Torah, Sacrificial Procedure 10:7']",,,"מד ו מיי' פ""י מהל' מעשה הקרבנות הלכה ז",FALSE
264,מה,ז,36a,6,"[u'Mishneh Torah, Sacrificial Procedure 10:7', u'Mishneh Torah, Nazariteship 8:12']",,,"מה ז מיי' שם ופ""ח מהל' נזיר הל' יב",FALSE
265,מו,ח,36a,6,"[u'Mishneh Torah, Paschal Offering 10:13']",,,"מו ח מיי' פ""י מהל' קרבן פסח הלכה יג",FALSE
266,מז,א,36b,8,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:9']",,,"מז א מיי' פי""ד מהל' פסה""מ הלכה ט",FALSE
267,מח,ב,36b,10,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:19']",,,"מח ב מיי' פי""ח מהל' פסה""מ הלכה יט",FALSE
268,מט,ג,36b,11,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:18']",,,מט ג מיי' שם הל' יח,FALSE
269,א,ד,36b,16,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:1']",,,"א ד ה מיי' פ""ב מהל' פסה""מ הלכה א",
269,א,ה,36b,16,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:1']",,,"א ד ה מיי' פ""ב מהל' פסה""מ הלכה א",FALSE
270,ב,ו,36b,17,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:1']",,,"ב ו מיי' פי""ז מהלכות פסה""מ הל' א",FALSE
271,ג,ז,36b,19,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:3']",,,"ג ז מיי' פ""ב שם הל' ג",FALSE
272,ד,ח,36b,19,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:1']",,,"ד ח מיי' פי""ז שם הל' א",FALSE
273,ה,א,37a,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:2']",,,"ה א מיי' פ""ב מהלכות פסה""מ הלכה ב",FALSE
275,ו,ב,37a,10,"[u'Mishneh Torah, Sacrificial Procedure 5:17']",,,"ו ב מיי' פ""ה מהלכות מעשה הקרבנות הלכה יז",FALSE
276,ז,ג,37a,10,"[u'Mishneh Torah, Sacrificial Procedure 5:18']",,,ז ג מיי' שם הלכה יח,FALSE
277,ח,א,37b,1,"[u'Mishneh Torah, Firstlings 1:3']",,,"ח א מיי' פ""א מהלכות בכורות הלכה ג",FALSE
278,ט,ב,37b,4,"[u'Mishneh Torah, Substitution 3:2']",,,"ט ב מיי' פ""ג מהלכות תמורה הלכה ב",FALSE
279,י,ג,37b,4,"[u'Mishneh Torah, Substitution 4:6']",,,"י ג מיי' פ""ד שם הלכה ו",FALSE
280,יא,ד,37b,7,"[u'Mishneh Torah, Paschal Offering 4:6', u'Mishneh Torah, Substitution 3:1']",,,"יא ד מיי' פ""ד מהלכות קרבן פסח הלכה ו ופ""ג מהלכות תמורה הלכה א",FALSE
281,יב,א,38a,14,"[u'Mishneh Torah, Service on the Day of Atonement 3:5']",,,"יב א ב מיי' פ""ג מהל' עבודת יוה""כ הל""ה",
281,יב,ב,38a,16,"[u'Mishneh Torah, Service on the Day of Atonement 3:5']",,,"יב א ב מיי' פ""ג מהל' עבודת יוה""כ הל""ה",FALSE
282,יג,א,38b,5,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:1']",,,"יג א מיי' פ""ב מהלכות פסולי המוקדשין הלכה א",FALSE
283,יד,ב,38b,5,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:1']",,,"יד ב מיי' פי""ז שם ה""א",FALSE
284,טו,ג,38b,6,"[u'Mishneh Torah, Sacrificial Procedure 4:1', u'Mishneh Torah, Sacrifices Rendered Unfit 2:4', u'Mishneh Torah, Sacrifices Rendered Unfit 2:5']",,,"טו ג מיי' פ""ד מהלכות מעשה הקרבנות הלכה א ופ""ב מהל' פסה""מ הלכה ד ה",FALSE
285,טז,ד,38b,6,"[u'Mishneh Torah, Sacrificial Procedure 19:13', u'Mishneh Torah, Sacrifices Rendered Unfit 2:6']",,,"טז ד מיי' פי""ט מהלכות מעשה הקרבנות הי""ג ופ""ב מהלכות פסה""מ הלכה ו",FALSE
286,יז,ה,38b,12,"[u'Mishneh Torah, Sacrificial Procedure 8:6']",,,"יז ה מיי' פ""ח מהלכות מעשה הקרבנות ה""ו",FALSE
287,יח,ו,38b,13,"[u'Mishneh Torah, Sacrificial Procedure 8:7']",,,יח ו מיי' שם הלכה ז,FALSE
288,יט,א,40a,8,"[u'Mishneh Torah, Service on the Day of Atonement 5:23']",,,"יט א מיי' פ""ה מהל' יוה""כ הל' כג",FALSE
289,כ,ב,40a,11,"[u'Mishneh Torah, Service on the Day of Atonement 5:1']",,,"כ ב מיי' שם הל""א",FALSE
290,כא,א,40b,1,"[u'Mishneh Torah, Sacrificial Procedure 5:9']",,,"כא א מיי' פ""ה מהל' מעשה קרבנות הל""ט",FALSE
291,כב,ב,40b,4,"[u'Mishneh Torah, Service on the Day of Atonement 5:24']",,,"כב ב מיי' פ""ה מהל' עבודת יוה""כ הל' כד",FALSE
292,כג,א,41b,6,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:7']",,,"כג א מיי' פט""ז מהל' פסה""מ הל""ז",FALSE
293,כד,א,42a,1,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:7']",,,"כד א מיי' פט""ז מהל' פסה""מ הלכה ז",FALSE
294,כה,ב,42a,4,"[u'Mishneh Torah, Sacrificial Procedure 19:8', u'Mishneh Torah, Sacrificial Procedure 19:9']",,,"כה ב מיי' פי""ט מהל' מעשה הקרבנות הלכה ח ט",FALSE
295,כו,ג,42a,5,"[u'Mishneh Torah, Service on the Day of Atonement 5:5']",,,"כו ג מיי' פ""ה מהלכות יוה""כ הל' ה",FALSE
296,כז,א,42b,7,"[u'Mishneh Torah, Sacrificial Procedure 5:12', u'Mishneh Torah, Service on the Day of Atonement 4:2']",,,"כז א מיי' פ""ה מהל' מעשה הקרבנות הל' יב ופ""ד מהלכות עבודת יוה""כ הלכה ב",FALSE
297,כח,ב,42b,8,"[u'Mishneh Torah, Sacrifices Rendered Unfit 13:6']",,,"כח ב מיי' פי""ג מהל' פסה""מ הלכה ו",FALSE
298,כט,ג,42b,9,"[u'Mishneh Torah, Sacrifices Rendered Unfit 16:7']",,,"כט ג מיי' פט""ז מהל' פסה""מ הלכה ז",FALSE
299,ל,ד,42b,12,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:8']",,,"ל ד מיי' פי""ח מהלכות פסה""מ הלכה ח",FALSE
300,לא,א,43a,1,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:8']",,,"לא א ב מיי' פי""ח מהלכות פסה""מ הל' ח",
300,לא,ב,43a,2,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:8']",,,"לא א ב מיי' פי""ח מהלכות פסה""מ הל' ח",FALSE
301,לב,ג,43a,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:7']",,,לב ג מיי' שם הלכה ז,FALSE
302,לג,א,43b,2,"[u'Mishneh Torah, Sacrifices Rendered Unfit 3:10']",,,"לג א מיי' פ""ג מהל' פסולי המוקדשין הלכה י",FALSE
303,לד,ב,43b,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:21']",,,"לד ב ג מיי' פי""ח מהלכות פסה""מ הלכה כא",
303,לד,ג,43b,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:21']",,,"לד ב ג מיי' פי""ח מהלכות פסה""מ הלכה כא",FALSE
304,לה,ד,43b,7,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:13']",,,לה ד מיי' שם הלכה יג,FALSE
305,לו,א,44a,18,"[u'Mishneh Torah, Offerings for Those with Incomplete Atonement 5:4']",,,"לו א מיי' פ""ה מהלכות מחוסרי כפרה הל' ד",FALSE
306,לז,ב,44a,20,"[u'Mishneh Torah, Trespass 2:10']",,,"לז ב מיי' פ""ב מהלכות מעילה הלכה י",FALSE
307,לח,ג,44a,21,"[u'Mishneh Torah, Offerings for Those with Incomplete Atonement 4:3']",,,"לח ג מיי' פ""ד מהל' מחוסרי כפרה הל' ג",FALSE
308,לט,א,44b,2,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:8']",,,"לט א מיי' פי""ח מהל' פסה""מ הלכה ח",FALSE
309,מ,ב,44b,5,"[u'Mishneh Torah, Offerings for Those with Incomplete Atonement 4:2']",,,"מ ב מיי' פ""ד מהלכות מחוסרי כפרה הל' ב",FALSE
310,מא,ג,44b,6,"[u'Mishneh Torah, Daily Offerings and Additional Offerings 7:12']",,,"מא ג מיי' פ""ז מהלכות תמידין ומוספין הלכה יב",FALSE
311,מב,ד,44b,6,"[u'Mishneh Torah, Woman Suspected of Infidelity 3:15']",,,"מב ד מיי' פ""ג מהלכות סוטה הלכה טו",FALSE
312,מג,ה,44b,7,"[u'Mishneh Torah, Sacrificial Procedure 7:7']",,,"מג ה מיי' פ""ז מהלכות מעשה הקרבנות הלכה ז",FALSE
313,מד,ו,44b,8,"[u'Mishneh Torah, Sacrificial Procedure 9:1']",,,"מד ו מיי' פ""ט מהלכות מעשה הקרבנות הלכה א",FALSE
314,מה,ז,44b,8,"[u'Mishneh Torah, Sacrificial Procedure 9:2']",,,מה ז מיי' שם הל' ב,FALSE
315,מו,ח,44b,10,"[u'Mishneh Torah, Robbery and Lost Property 8:5']",,,"מו ח מיי' פ""ח מהלכות גזילה הלכה ה",FALSE
316,מז,ט,44b,11,"[u'Mishneh Torah, Sacrifices Rendered Unfit 17:4', u'Mishneh Torah, Sacrifices Rendered Unfit 17:5', u'Mishneh Torah, Sacrifices Rendered Unfit 17:6']",,,"מז ט מיי' פי""ז מהל' פסה""מ הלכה ד ה ו",FALSE
317,מח,א,45a,2,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:24']",,,"מח א מיי' פי""ח מהל' פסה""מ הלכה כד",FALSE
318,מט,ב,45a,2,"[u'Mishneh Torah, Sacrificial Procedure 19:16']",,,"מט ב מיי' פי""ט מהל' מעשה הקרבנות הלכה טז",FALSE
319,נ,ג,45a,3,"[u'Mishneh Torah, Trespass 5:15']",,,"נ ג מיי' פ""ה מהלכות מעילה הלכה טו",FALSE
320,נא,ד,45a,4,"[u'Mishneh Torah, Substitution 1:6']",,,"נא ד מיי' פ""א מהלכות תמורה הלכה ו",FALSE
321,נב,ה,45a,4,"[u'Mishneh Torah, Sacrificial Procedure 3:5']",,,"נב ה מיי' פ""ג מהלכות מעשה הקרבנות הל' ה",FALSE
322,נג,ו,45a,17,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:34']",,,"נג ו מיי' פ""א מהלכות פסה""מ הלכה לד",FALSE
323,נד,א,45b,6,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:17']",,,"נד א מיי' פי""ח מהל' פסה""מ הלכה יז",FALSE
324,נה,ב,45b,6,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:24']",,,נה ב מיי' שם הל' כד,FALSE
325,נו,א,46a,8,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 8:5']",,,"נו א מיי' פ""ח מהל' כלי המקדש הל' ה",FALSE
326,נז,א,46b,2,"[u'Mishneh Torah, Sacrifices Rendered Unfit 18:16']",,,"נז א מיי' פי""ח מהל' פסה""מ הל' טז",FALSE
327,נח,ב,46b,9,"[u'Mishneh Torah, Defilement of Foods 8:9', u'Mishneh Torah, Things Forbidden on the Altar 6:8']",,,"נח ב מיי' פ""ח מהל' טומאת אוכלין הל""ט ופ""ו מהלכות אסורי מזבח הלכה ח",FALSE
328,נט,ג,46b,10,"[u'Mishneh Torah, Sacrificial Procedure 4:11']",,,"נט ג מיי' פ""ד מהל' מעשה הקרבנות הל' יא",FALSE
329,ס,ד,46b,13,"[u'Mishneh Torah, Sacrificial Procedure 6:4']",,,"ס ד מיי' פ""ו מהלכות מעשה הקרבנות הלכה ד",FALSE
330,סא,ה,46b,15,"[u'Mishneh Torah, Sacrifices Rendered Unfit 15:4']",,,"סא ה מיי' פט""ו מהל' פסה""מ הל' ד",FALSE
331,סב,א,47a,1,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:3']",,,"סב א מיי' פ""א מהל' פסה""מ הלכה ג",FALSE
332,סג,ב,47a,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 14:1']",,,"סג ב מיי' פי""ד מהל' פסה""מ הלכה א",FALSE
333,סד,ג,47a,5,"[u'Mishneh Torah, Ritual Slaughter 2:22']","[u'Sefer Mitzvot Gadol, Positive Commandments 63']","[u'Tur, Yoreh Deah 4', u""Shulchan Arukh, Yoreh De'ah 4:3""]","סד ג מיי' פ""ב מהל' שחיטה הלכה כב סמג עשין סג טוש""ע י""ד סימן ד סעיף ג",FALSE
334,א,ד,47a,12,"[u'Mishneh Torah, Sacrificial Procedure 5:2']",,,"א ד מיי' פ""ה מהלכות מעשה הקרבנות הלכה ב",FALSE
335,ב,ה,47a,12,"[u'Mishneh Torah, Sacrificial Procedure 5:1']",,,ב ה מיי' שם הל' א,FALSE
336,ג,ו,47a,13,"[u'Mishneh Torah, Sacrificial Procedure 5:12', u'Mishneh Torah, Service on the Day of Atonement 4:2']",,,"ג ו מיי' שם הלכה יב ופ""ד מהלכות עבודת יוה""כ הלכה ב",FALSE
337,ד,ז,47a,14,"[u'Mishneh Torah, Sacrificial Procedure 5:13']",,,"ד ז מיי' פ""ה מהלכות מעשה הקרבנות הלכה יג",FALSE
338,ה,א,47b,1,"[u'Mishneh Torah, Sacrificial Procedure 7:2', u'Mishneh Torah, Eruvin 4:2']",,,"ה א מיי' פ""ז מהלכות מעשה הקרבנות הלכה ב ופ""ד מהלכות עיה""כ הל' ב",FALSE
339,ו,ב,47b,5,"[u'Mishneh Torah, Offerings for Those with Incomplete Atonement 4:2']",,,"ו ב ג ד מיי' פ""ד מהל' מחוסרי כפרה הל' ב",
339,ו,ג,47b,6,"[u'Mishneh Torah, Offerings for Those with Incomplete Atonement 4:2']",,,"ו ב ג ד מיי' פ""ד מהל' מחוסרי כפרה הל' ב",
339,ו,ד,47b,6,"[u'Mishneh Torah, Offerings for Those with Incomplete Atonement 4:2']",,,"ו ב ג ד מיי' פ""ד מהל' מחוסרי כפרה הל' ב",FALSE
340,ז,א,48a,7,"[u'Mishneh Torah, Offerings for Unintentional Transgressions 9:11']",,,"ז א מיי' פ""ט מהלכות שגגות הלכה יא",FALSE
341,ח,א,48b,1,"[u'Mishneh Torah, Sacrificial Procedure 5:3']",,,"ח א מיי' פ""ה מהלכות מעשה הקרבנות הלכה ג",FALSE
342,ט,ב,48b,14,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:9']",,,"ט ב מיי' פ""א מהלכות פסולי המוקדשין הלכה ט",FALSE
343,י,ג,48b,14,"[u'Mishneh Torah, Sacrifices Rendered Unfit 1:8']",,,י ג מיי' שם הלכה ח,FALSE
344,יא,א,49a,1,"[u""Mishneh Torah, Second Tithes and Fourth Year's Fruit 7:1"", u""Mishneh Torah, Second Tithes and Fourth Year's Fruit 7:2""]",,,"יא א מיי' פ""ז מהלכות מעשר שני הלכה א ב",FALSE
345,יב,ב,49a,3,"[u'Mishneh Torah, Substitution 3:5']",,,"יב ב מיי' פ""ג מהלכות תמורה הלכה ה",FALSE
346,יג,ג,49a,5,"[u'Mishneh Torah, Sacrificial Procedure 3:6']",,,"יג ג מיי' פ""ג מהלכות מעשה קרבנות הלכה ו",FALSE
347,יד,ד,49a,8,"[u'Mishneh Torah, Sacrificial Procedure 5:3']",,,"יד ד מיי' שם פ""ה הלכה ג",FALSE
348,טו,א,49b,16,"[u'Mishneh Torah, Defilement by Leprosy 12:8']",,,"טו א מיי' פי""ב מהלכות טומאת צרעת הלכה ח",FALSE
349,טז,א,50a,8,"[u'Mishneh Torah, Sacrificial Procedure 16:17']",,,"טז א מיי' פט""ז מהל' מעשה הקרבנות הל' יז",FALSE
350,יז,ב,50a,8,"[u""Mishneh Torah, Second Tithes and Fourth Year's Fruit 7:12""]",,,"יז ב מיי' פ""ז מהל' מעשר שני הל' יב",FALSE
351,יח,ג,50a,12,"[u'Mishneh Torah, Sacrificial Procedure 12:2']",,,"יח ג ד ה מיי' פי""ב מהל' מעשה הקרבנות הלכה ב",
351,יח,ד,50a,13,"[u'Mishneh Torah, Sacrificial Procedure 12:2']",,,"יח ג ד ה מיי' פי""ב מהל' מעשה הקרבנות הלכה ב",
351,יח,ה,50a,13,"[u'Mishneh Torah, Sacrificial Procedure 12:2']",,,"יח ג ד ה מיי' פי""ב מהל' מעשה הקרבנות הלכה ב",FALSE
352,יט,א,50b,12,"[u'Mishneh Torah, Sacrifices Rendered Unfit 7:3']",,,"יט א מיי' פ""ז מהל' פסולי המוקדשין הלכה ג",FALSE
353,כ,א,51a,13,"[u'Mishneh Torah, Sacrificial Procedure 5:10']",,,"כ א מיי' פ""ה מהלכות מעשה הקרבנות הל""י",FALSE
354,כא,א,52a,3,"[u'Mishneh Torah, Sacrificial Procedure 5:6']",,,"כא א מיי' פ""ה מהל' מעשה הקרבנות הל""ו",FALSE
355,כב,ב,52a,7,"[u'Mishneh Torah, Sacrificial Procedure 19:4']",,,"כב ב מיי' שם פי""ט הלכה ד",FALSE
356,כג,ג,52a,7,"[u'Mishneh Torah, Sacrificial Procedure 7:7']",,,"כג ג מיי' שם פ""ז הלכה ז",FALSE
357,כד,ד,52a,8,"[u'Mishneh Torah, Service on the Day of Atonement 4:2']",,,"כד ד מיי' פ""ד מהל' עבודת יוה""כ הל""ב",FALSE
358,כה,א,52b,3,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:1']",,,"כה א מיי' פ""ב מהל' פסה""מ הל""א",FALSE
359,כו,ב,52b,4,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:8']",,,"כו ב ג מיי' שם הל""ח",
359,כו,ג,52b,4,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:8']",,,"כו ב ג מיי' שם הל""ח",FALSE
360,כז,ד,52b,12,"[u'Mishneh Torah, Sacrifices Rendered Unfit 2:3']",,,"כז ד מיי' שם הל""ג",FALSE
361,כח,ה,52b,18,"[u'Mishneh Torah, Sacrificial Procedure 5:7']",,,"כח ה מיי' פ""ה מהל' מעשה הקרבנות הל""ז",FALSE
362,כט,א,53a,1,"[u'Mishneh Torah, Sacrificial Procedure 5:10']",,,"כט א ב מיי' פ""ה מהל' מעשה הקרבנות הל""י",
362,כט,ב,53a,1,"[u'Mishneh Torah, Sacrificial Procedure 5:10']",,,"כט א ב מיי' פ""ה מהל' מעשה הקרבנות הל""י",FALSE
363,ל,ג,53a,1,"[u'Mishneh Torah, Sacrificial Procedure 7:1']",,,"ל ג מיי' שם פ""ז הלכה א",FALSE
364,לא,ד,53a,4,"[u'Mishneh Torah, Sacrificial Procedure 5:7']",,,"לא ד ה מיי' שם פ""ה הל""ז",
364,לא,ה,53a,5,"[u'Mishneh Torah, Sacrificial Procedure 5:7']",,,"לא ד ה מיי' שם פ""ה הל""ז",FALSE
365,לב,ו,53a,9,"[u'Mishneh Torah, The Chosen Temple 2:9']",,,"לב ו מיי' פ""ב מהל' בית הבחירה הל""ט",FALSE
366,לג,א,53b,2,"[u'Mishneh Torah, Sacrificial Procedure 5:6']",,,"לג א מיי' פ""ה מהל' מעשה הקרבנות הל""ו",FALSE
367,לד,ב,53b,2,"[u'Mishneh Torah, Sacrificial Procedure 6:1']",,,"לד ב מיי' פ""ו שם הל""א",FALSE
368,לה,ג,53b,4,"[u'Mishneh Torah, Sacrificial Procedure 5:6']",,,"לה ג מיי' פ""ה שם הלכה ו",FALSE
369,לו,ד,53b,7,"[u'Mishneh Torah, The Chosen Temple 2:10']",,,"לו ד מיי' פ""ב מהל' בית הבחירה הל""י",FALSE
370,לז,א,54a,2,"[u'Mishneh Torah, Sacrificial Procedure 6:20']",,,"לז א מיי' פ""ו מהלכות מעשה הקרבנות הלכה כ",FALSE
371,לח,ב,54a,5,"[u'Mishneh Torah, The Chosen Temple 2:10']",,,"לח ב מיי' פ""ב מהל' בית הבחירה הל' י",FALSE
372,לט,ג,54a,6,"[u'Mishneh Torah, The Chosen Temple 2:5']",,,לט ג מיי' שם הל' ה,FALSE
373,מ,ד,54a,8,"[u'Mishneh Torah, The Chosen Temple 2:16']",,,מ ד מיי' שם הלכה טז,FALSE
374,מא,א,54b,2,"[u'Mishneh Torah, The Chosen Temple 2:16']",,,"מא א מיי' פ""ב מהל' בית הבחירה הל' טז",FALSE
375,מב,ב,54b,2,"[u'Mishneh Torah, The Chosen Temple 2:8']",,,מב ב מיי' שם הל' ח,FALSE
376,מג,ג,54b,10,"[u'Mishneh Torah, Sacrificial Procedure 5:3']",,,"מג ג מיי' פ""ה מהל' מעשה הקרבנות הל' ג",FALSE
377,מד,ד,54b,11,"[u'Mishneh Torah, Sacrificial Procedure 5:6']",,,מד ד מיי' שם הל' ו,FALSE
378,מה,ה,54b,11,"[u'Mishneh Torah, Sacrificial Procedure 9:1', u'Mishneh Torah, Sacrificial Procedure 10:3']",,,"מה ה ו מיי' פ""ט מהל' מעשה הקרבנות הלכה א ופ""י שם הל' ג",
378,מה,ו,54b,11,"[u'Mishneh Torah, Sacrificial Procedure 9:1', u'Mishneh Torah, Sacrificial Procedure 10:3']",,,"מה ה ו מיי' פ""ט מהל' מעשה הקרבנות הלכה א ופ""י שם הל' ג",FALSE
379,מו,ז,54b,11,"[u'Mishneh Torah, Sacrificial Procedure 10:10']",,,"מו ז מיי' שם פ""י הל' י",FALSE
380,מז,ח,54b,11,"[u'Mishneh Torah, Sacrificial Procedure 10:7']",,,מז ח מיי' שם הל' ז,FALSE
381,מח,ט,54b,11,"[u'Mishneh Torah, Sacrificial Procedure 10:8']",,,מח ט מיי' שם הל' ח,FALSE
382,מט,א,55a,1,"[u'Mishneh Torah, Sacrificial Procedure 5:3']",,,"מט א מיי' פ""ה מהל' מעשה הקרבנות הל' ג",FALSE
383,נ,ב,55a,4,"[u'Mishneh Torah, Sacrificial Procedure 10:3']",,,"נ ב מיי' שם פ""י הל' ג",FALSE
384,נא,ג,55a,6,"[u'Mishneh Torah, Sacrificial Procedure 9:11']",,,"נא ג ד מיי' פ""ט שם הל' יא",
384,נא,ד,55a,7,"[u'Mishneh Torah, Sacrificial Procedure 9:11']",,,"נא ג ד מיי' פ""ט שם הל' יא",FALSE
385,נב,ה,55a,8,"[u'Mishneh Torah, Nazariteship 8:2']",,,"נב ה מיי' פ""ח מהל' נזירות הלכה ב",FALSE
386,נג,ו,55a,9,"[u'Mishneh Torah, Sacrificial Procedure 5:2']",,,"נג ו מיי' פ""ה מהל' מעשה הקרבנות הלכה ב",FALSE
387,נד,ז,55a,9,"[u'Mishneh Torah, Sacrificial Procedure 5:6']",,,נד ז מיי' שם הל' ו,FALSE
388,נה,ח,55a,9,"[u'Mishneh Torah, Sacrificial Procedure 10:5']",,,"נה ח מיי' פ""י שם הלכה ה",FALSE
389,נו,ט,55a,9,"[u'Mishneh Torah, Sacrificial Procedure 10:4']",,,נו ט מיי' שם הל' ד,FALSE
390,נז,י,55a,11,"[u'Mishneh Torah, Sacrificial Procedure 10:5']",,,נז י מיי' שם הלכה ה,FALSE
391,נח,א,55b,3,"[u'Mishneh Torah, Sacrificial Procedure 5:5']",,,"נח א ב ג מיי' פ""ה מהל' מעשה הקרבנות הל' ה",
391,נח,ב,55b,6,"[u'Mishneh Torah, Sacrificial Procedure 5:5']",,,"נח א ב ג מיי' פ""ה מהל' מעשה הקרבנות הל' ה",
391,נח,ג,55b,6,"[u'Mishneh Torah, Sacrificial Procedure 5:5']",,,"נח א ב ג מיי' פ""ה מהל' מעשה הקרבנות הל' ה",FALSE
392,נט,ד,55b,9,"[u'Mishneh Torah, The Chosen Temple 5:5']",,,"נט ד מיי' פ""ה מהל' בית הבחירה הל' ה",FALSE
393,ס,א,56a,2,"[u'Mishneh Torah, The Chosen Temple 5:4']",,,"ס א מיי' פ""ה מהלכות בית הבחירה הלכה ד",FALSE
394,סא,ב,56a,3,"[u'Mishneh Torah, The Chosen Temple 6:9', u'Mishneh Torah, Sacrificial Procedure 10:5']",,,"סא ב מיי' פ""ו מהל' בית הבחירה הלכה ט ופ""י מהלכות מעשה הקרבנות הלכה ה",FALSE
395,סב,ג,56a,4,"[u'Mishneh Torah, The Chosen Temple 6:8']",,,"סב ג ד ה ו מיי' פ""ו מהל' בית הבחירה הלכה ח",
395,סב,ד,56a,5,"[u'Mishneh Torah, The Chosen Temple 6:8']",,,"סב ג ד ה ו מיי' פ""ו מהל' בית הבחירה הלכה ח",
395,סב,ה,56a,6,"[u'Mishneh Torah, The Chosen Temple 6:8']",,,"סב ג ד ה ו מיי' פ""ו מהל' בית הבחירה הלכה ח",
