id,perek_id,name,start,end
852,820,דרך הפיכת שור למועד,1,5
853,820,חזרת שור לתמותו,6,7
854,820,שור שהועד לנגוח רק באופן מסוים,8,13
855,821,שור ששמרו והזיק,1,2
856,821,שור שהזיק אדם,3,NULL
857,821,הכניס שורו לרשות אחרים והזיק או ניזק,4,7
858,821,אופן שומת הנזק לעניין התשלומים,8,13
859,822,שוורים שאין חייבים על נזקיהם,1,5
860,822,שור שיצא מרשות הבעלים לאחר שנגח,6,9
861,822,גביית התשלום מנכסי המזיק,10,12
862,822,חיוב התשלום על פי עדים,13,14
863,823,קביעת התשלום במעוברת שהזיקה או ניזוקה,1,5
864,823,ספקות בזהות השור הנוגח,6,11
865,823,שור שהזיק כמה פעמים ושוורים שהזיקו זה את זה,12,14
866,824,סקילת שור שהמית וחיוב הבעלים בכופר,1,5
867,824,מקרי חיוב ופטור בסקילה ובכופר,6,13
868,824,תשלום ממון על המתת עבד ושפחה,14,NULL
869,825,שיעור הכופר ולמי ניתן,1,2
870,825,תשלומי נזק אחרים בשור שנגח אדם,3,6
871,825,השלכות ממוניות והלכתיות מכך שנגמר דין השור לסקילה,7,13
872,826,אחריות הבעלים על נזקי הבור והשמירה הפוטרת מן התשלום,1,9
873,826,הבור שחייבים עליו תשלום במקרה של מוות,10,15
874,826,זהות הנופל שחייבים עליו תשלום במקרה של מוות,16,17
875,826,נסיבות הנפילה,18,22
876,827,פטור על נזקי כלים בבור,1,NULL
877,827,תולדות בור,2,4
878,827,רכוש או אדם שמונחים ברשות הרבים ומהווים מכשול,5,11
879,827,שימוש ברשות הרבים להוצאת חפצים ודינם כשהזיקו,12,18
880,827,נזקים שנוצרו בשל רכוש הסמוך לרשות הרבים,19,27
881,828,אחריות הבעלים על נזקי האש והשמירה הפוטרת מן התשלום,1,7
882,828,סוגי הנזק שעליהם חייבים לשלם,8,12
883,828,גרימת נזק האש בשיתוף אדם אחר,13,14
884,828,הגדרת נזקי האש ותולדות האש,15,16
885,830,איסור גנבה,1,3
886,830,תשלומי כפל ותשלומי ארבעה וחמישה,4,6
887,830,הפטורים מתשלומי גנבה,7,10
888,830,גנבה שהשתנתה או השתנה שווייה,11,15
889,830,גנבה שעברה מהגנב לרשות אדם אחר,16,18
890,831,הדברים שחייבים על גנבתם תשלומי כפל וארבעה וחמישה,1,7
891,831,הטביחה והמכירה המחייבות תשלומי ארבעה וחמישה,8,15
892,831,קניין הגנבה המחייב בתשלומים,16,18
893,832,גנבה שיש עליה חיוב מיתה או מלקות,1,6
894,832,הודאה בגנבה,7,10
895,832,מכירת הגנב לתשלום הגנבה,11,17
896,833,שומר שטען בשקר שנגנב ממנו הפיקדון,1,9
897,833,השבת גנבה לרשות הבעלים בלא ידיעתם,10,12
898,834,איסור קניית הגנבה מן הגנב,1,NULL
899,834,החזרת הגנבה לבעלים לאחר שנמכרה,2,9
900,834,הטוען על חפץ שהוא גנוב ממנו,10,12
901,835,קניית סחורה שיש חשש שהיא גנובה,1,5
902,835,שאריות מחומרי מלאכה שהאומן יכול לקחת לעצמו,6,9
903,836,איסור מסחר במשקל או מידה חסרים,1,2
904,836,איסור השהיית מידה או משקל חסרים,3,7
905,836,איסור לרמות גוי,8,NULL
906,836,איסור הטעייה במידת קרקע,9,NULL
907,836,איסורי מידה ומשקל בבני חבורה,10,NULL
908,836,איסור הסגת גבול,11,NULL
909,836,חומרת איסור מידות,12,NULL
910,837,הדיוק בעשיית כלי המדידה והדקדוק במדידה,1,7
911,837,שיעורי כלי מדידה שונים,8,11
912,837,אופן המדידה הראוי,12,16
913,837,שינויים בשיעורי המידות,17,NULL
914,837,תקנות הנוגעות למדידה,18,19
915,837,פיקוח על המידות,20,NULL
916,838,גונב נפש,1,6
917,838,גנב שבא במחתרת,7,13
918,840,איסור גזל ועושק,1,4
919,840,מצוות השבת הגזלה,5,8
920,840,איסור חימוד ותאווה,9,12
921,840,חומרת הגזל וגזלן שבא לעשות תשובה,13,NULL
922,841,חובת השבת הגזלה וקנייתה בשינוי או בייאוש,1,2
923,841,קניית הגזלה או השבח בשינוי רשות וייאוש,3,5
924,841,בהמה שהשביחה מעצמה או על ידי הגזלן,6,9
925,841,סוג השינוי הקונה בגזלה,10,14
926,841,גזלה שנשברה או התייקרה,15,16
927,842,השבת הגזלה או שווייה כשערכה השתנה,1,5
928,842,תשלום עבור שימוש ללא רשות ברכוש אחר,6,10
929,842,השולח יד או הכופר בפיקדון,11,14
930,842,השואל וממשכן ללא הסכמת הבעלים,15,16
931,843,הלוקח דבר מבית חברו בפניו,1,8
932,843,גזלן שאינו יודע ממי בדיוק גזל,9,10
933,843,טענת גזל בלי עדים,11,NULL
934,843,הלוקח דבר מבית חברו שלא בפניו,12,17
935,844,איסור קניית הגזלה והנאה ממנה,1,3
936,844,תשלום הגזלה כשאדם אחר נהנה ממנה או קנאה,4,7
937,844,הנאה מממונו של הגזלן,8,10
938,844,מעמד רכוש שנלקח כמס או שהופקע על ידי המלך,11,18
939,845,דברים שהתייאשו מהם הבעלים,1,3
940,845,דברים המזיקים אחרים,4,5
941,845,חפצים שהוחלפו בטעות,6,NULL
942,845,דברים שיש בהם גזל מדברי חכמים,7,16
943,846,תשלום קרן וחומש בכפירת ממון,1,8
944,846,חובת הולכת הגזלה לנגזל,9,11
945,846,ריבוי חיובי חומש על גזלה אחת,12,13
946,847,הגוזל את חברו ומת הנגזל,1,NULL
947,847,הגוזל את אביו ומת הנגזל,2,3
948,847,גזל הגר שמת ואין לו יורשים,4,13
949,847,גזלות שאין חייבים עליהם חומש,14,NULL
950,848,קרקע גזולה שנפסדה,1,4
951,848,פירות ושבח של קרקע גזולה,5,8
952,848,קרקע גזולה שנמכרה ואחר כך הגזלן קנאה מהנגזל,9,13
953,848,קרקע גזולה שנקנתה על ידי הגזלן בעל כורחם של הבעלים,14,16
954,849,הקונה קרקע שנגזלה על ידי גוי,1,3
955,849,היורד לקרקע חברו ומשביחה,4,12
956,850,מצוות השבת אבדה,1,2
957,850,אבדה של גוי או במקום שמצויים גויים,3,8
958,850,אבדה שמותר לקחתה או שאין חיוב להשיבה,9,12
959,850,אחריות המוצא להשיב את האבדה והפטורים מלהשיב,13,19
960,850,אבדת קרקע,20,NULL
961,851,קדימויות בהשבת אבדה,1,2
962,851,שכר או פיצוי למציל רכוש חברו,3,7
963,851,המציל ממון חברו לצורך עצמו,8,11
964,851,תקנות ממוניות של הולכי דרכים למקרי הפסד,12,15
965,852,חובת הכרזה והשבה על פי סימנים,1,4
966,852,סימנים שמחזירים על פיהם,5,7
967,852,משך זמן ההכרזה,8,9
968,852,הטיפול באבדה,10,19
969,852,פטור משבועה לגבי אבדה,20,NULL
970,853,סימני האבדה וייאוש בעלים,1,4
971,853,מציאת אבדה לפני שהיה בה ייאוש,5,8
972,853,ייאוש במטבעות,9,10
973,853,השבת אבדה על פי סימני דבר שסמוך אליה  או בטביעות עין,11,13
974,854,דין דבר שנמצא דרך הנחה או דרך נפילה,1,2
975,854,דרכי הבחנה אם דבר אבד או הונח,2,7
976,854,השבת דברים שכיחים שאין בהם סימנים מובהקים,8,16
977,854,בעלי חיים שאין צורך להשיבם משום שנזנחו מדעת בעליהם,17,18
978,855,דברים קטנים ומטבעות שיש להם סימן במניין  או באופן הנחתם,1,3
979,855,מטבעות שנמצאו בחנות או בפירות שהגיעו מאדם אחר,4,6
980,855,מציאת מטמון בתוך רשות של אדם אחר,7,11
981,856,זכייה  על ידי החזקה,1,7
982,856,זכייה בבעלי חיים,5,7
983,856,זכייה על ידי חצרו,8,11
984,856,מציאת חרש שוטה וקטן,12,NULL
985,856,מציאת בנו ובתו,13,NULL
986,857,שטר חוב,1,5
987,857,גט אישה,6,7
988,857,שטר שחרור ושטר מתנה,8,10
989,857,שטרות נוספים,11,14
990,859,חמשת תשלומי החובל ומקורם וחישוב דמי הנזק,1,9
991,859,חיוב התשלומים בחבלה ללא כוונה,10,17
992,859,אומדן אם יש בהכאה כדי להזיק,18,19
993,860,חיוב ופטור בחמשת התשלומים או בחלקם,1,8
994,860,חישוב דמי הצער,9,10
995,860,חישוב דמי השבת,11,13
996,860,חישוב דמי הריפוי,14,19
997,860,זמן גביית התשלומים,20,NULL
998,861,חישוב דמי הבושת,1,4
999,861,המבייש בדיבור,5,7
1000,861,תשלומים קצובים למכות שיש בהן ביזוי,8,11
1001,862,תשלומי הנוגף אישה הרה,1,6
1002,862,תשלומי חבלה שיש בה חיוב מיתה או מלקות,7,9
1003,862,תשלומי חבלת עבד,10,13
1004,862,"תשלומי חבלת בת, אישה, בעל ובנים",14,19
1005,862,הפטורים מתשלומי חבלה,20,22
1006,863,איסור הכאה,1,2
1007,863,הכאה שחייבים עליה מלקות או מיתה,3,NULL
1008,863,נאמנות הנחבל ליטול בשבועה,4,5
1009,863,תשלומי חובל שהודה,6,8
1010,863,בקשת מחילה מהנחבל,9,10
1011,863,חבלה או נזק שנעשו בעקבות הוראה של אחר,11,13
1012,864,חיוב המזיק ממון במזיד בשוגג ובאונס ברשויות השונות,1,9
1013,864,נזק שנעשה מכוחו,10,12
1014,864,נזק שנעשה על ידי כמה גורמים,13,16
1015,865,היזק שאינו ניכר,1,6
1016,865,גרימת נזק,7,12
1017,865,תשלום המפקיע מצווה מחברו,13,14
1018,865,אופן תשלום הנזק,15,16
1019,865,המזיק ואינו יודע מה הזיק,17,19
1020,866,המוסר ממון חברו לאנסים,1,8
1021,866,האיסור למסור ישראל לגויים,9,11
1022,866,השלכה של דין רודף על תשלומי נזק,12,15
1023,868,האיסור לרצוח ודין הרוצח,1,5
1024,868,דין הרודף,6,13
1025,868,חיוב הצלת נפשות,14,16
1026,869,דין רוצחים שאינם חייבים מיתה בבית דין,1,5
1027,869,הנרצחים שחייבים מיתה על הריגתם,6,11
1028,869,הריגת עבד,11,16
1029,870,אומדן אם בפעולת ההריגה יש כדי להמית,1,9
1030,870,רצח בצורה ישירה או עקיפה,9,13
1031,871,הרוצח לא כפי שהתכוון,1,2
1032,871,המכה אדם ומת לאחר זמן,3,5
1033,871,רבים שהיכו אדם והרגוהו,6,7
1034,871,דין רוצח שאי אפשר להרגו מסיבות משפטיות,7,9
1035,871,דין הריגה והצלה של כופרים וגויים,10,12
1036,872,חובת גלות לרוצח בשוגג וההריגה המחייבת גלות,1,6
1037,872,הליך הגלייה לעיר המקלט,7,8
1038,872,רוצח בשגגה שהרגוהו מחוץ לעיר המקלט,9,11
1039,872,קליטת הרוצח על ידי המזבח,12,14
1040,873,"דין שוגג גמור, שוגג הקרוב לאונס ושוגג הקרוב למזיד",1,5
1041,873,דוגמאות לסוגי השגגה השונים,6,15
1042,874,דיני ישיבת הרוצח בעיר המקלט,1,8
1043,874,חזרה מן הגלות במיתת הכהן הגדול,9,12
1044,874,מעמד הרוצח בשובו לעירו,13,14
1045,874,חובל באביו ובאמו אינו גולה,15,NULL
1046,875,מצוות הפרשת ערי מקלט,1,4
1047,875,תנאי הדרך והעיר ותחזוקתם,5,8
1048,875,קליטת הרוצח בערי הלוויים ובתחומן,9,11
1049,876,מצוות עגלה ערופה וטקס העריפה,1,3
1050,876,המדידה והערים שאליהן מודדים,4,10
1051,876,עדות על ההריגה ומקרים נוספים שפוטרים מהבאת עגלה,11,17
1052,877,כשרות העגלה ודיני העריפה,1,5
1053,877,איסור הנאה בעגלה ואיסור עבודה בנחל שבו נערפה העגלה,6,9
1054,877,חיוב הבאת עגלה לאחר זמן,10,NULL
1055,878,מצוות מעקה והסרת מכשול,1,4
1056,878,דברים שאסרו חכמים משום סכנה,5,6
1057,878,איסור שתיית משקים מגולים,7,15
1058,879,מאכלים שקיים בהם חשש ארס,1,3
1059,879,התנהגויות האסורות משום סכנה,4,6
1060,879,זהירות מגוי,7,13
1061,879,הכשלת הזולת בעצה או בעברה,14,15
1062,880,מצוות פריקה וטעינה וגדריה,1,9
1063,880,קדימויות בשני כלי משא הנמצאים בדרך,10,12
1064,880,קדימויות בפריקה וטעינה,13,14
1065,883,קנייה בפעולה קניינית ולא בדיבור,1,2
1066,883,דרכי קניית קרקע,3,NULL
1067,883,קניין כסף ושטר,4,7
1068,883,קניין חזקה,8,16
1069,883,קניין גוי,17,NULL
1070,883,המחובר לקרקע ושכירות קרקע,17,18
1071,883,קניית כמה קרקעות בבת אחת,19,20
1072,884,דרכי קניית עבד כנעני,1,4
1073,884,דרכי קניית בהמה,5,10
1074,885,"תקנת חכמים שמיטלטלין אינם נקנים במעות  אלא בהגבהה, משיכה ומסירה",1,6
1075,885,"קניית מיטלטלין על ידי קרקע, עבדים ובהמה",7,14
1076,885,מיטלטלין המחוברים לקרקע,15,18
1077,886,קנייה על ידי כלי הקונה או המוכר,1,2
1078,886,"מקום הקנייה בקניין הגבהה, משיכה ומסירה",3,6
1079,886,קניין בהשלמת המדידה,7,10
1080,886,פסיקת המחיר כתנאי לקניין,11,14
1081,886,ביצוע פעולת הקניין על ידי אחר,15,NULL
1082,887,חליפין במיטלטלין,1,2
1083,887,חליפין במעות ובהלוואה,3,4
1084,887,הכלי שקונים בו,5,8
1085,887,תוקף הקניין גם ללא עדים; חזרה מקניין בשעה שעסוקים בו,9,10
1086,887,קניין כביטוי לרצינות וגמירות דעת,11,13
1087,887,קניין דברים שאין בהם ממש,14,NULL
1088,888,קניית מטבעות,1,7
1089,888,קניית חוב בעל פה,8,9
1090,888,קניית שטרות,10,16
1091,889,חזרה המחייבת 'מי שפרע',1,7
1092,889,חזרה שיש בה משום חסרון אמנה,8,9
1093,889,שליח שחזר בו וקנה לעצמו,10,12
1094,889,שליח שקנה עבור אחרים,13,14
1095,890,חזרה מעסקה כשהמוכר דורש את יתרת התשלום,1,5
1096,890,החזרת יתרת התשלום במקרה של טעות,6,NULL
1097,890,התחייבות מראש על מחיר במכירה עתידית,7,8
1098,891,קנייה ומכירה בהקדש,1,2
1099,891,קנייה ומכירה בנכסי יתומים,3,6
1100,891,קניית בשר בערבי חגים,7,NULL
1101,892,מכירה באונס וביטולה על ידי מסירת מודעה מראש,1,4
1102,892,ביטול מכירת שדה לגזלן,5,NULL
1103,892,תקפות המודעה וביטולה,6,8
1104,893,תליית המכירה בתנאי,1,NULL
1105,893,התחייבות עתידית על סמך קיום תנאי (אסמכתא),2,7
1106,893,מכירה ללא התניה מפורשת,8,9
1107,893,מכירה בתנאי שהמקח יימכר או יוחזר,10,12
1108,893,התחייבות שלא כאסמכתא,13,18
1109,894,איסור הונאת ממון,1,NULL
1110,894,שיעור ההונאה שחייבים להשיב,2,4
1111,894,פרק הזמן שבו ניתן לדרוש את השבת ההונאה,5,7
1112,894,הונאה במטבעות ובחפצים שצריכים מומחיות להעריכם,8,12
1113,894,חפץ שנמכר בהונאה והשתנה מחירו,13,15
1114,895,עסקאות ודברים שאין בהם אונאה,1,8
1115,895,הונאה במכירה על ידי שליח או בית דין ובחלוקת שותפים,9,12
1116,895,הונאה בחפצים ייחודיים,13,NULL
1117,895,הונאה בשכירות ושכר עבודה,14,18
1118,896,הגבלות במסחר של מוצרי מזון בסיסיים,1,8
1119,896,סמכות הציבור לתקן תקנות בענייני מסחר,9,11
1120,896,איסור הונאת דברים והונאת הגר,12,18
1121,897,טעות בסכום התשלום או בכמות הסחורה,1,2
1122,897,ביטול מכירה בשל פגמים במקח,3,5
1123,897,הודעת המוכר על קיום פגמים במקח,6,11
1124,897,פגמים בעבדים,12,13
1125,898,ביטול מקח והאחריות עליו בהתאם לייעודו כשאינו ניתן להחזרה,1,5
1126,898,החזרת מקח שנמצא בו פגם לאחר שהקונה עשה בו שינוי,6,7
1127,898,תשלום על השימוש במקח שהוחזר מחמת פגם,8,NULL
1128,898,החזרת דמי מקח שאבד מחמת הפגם,9,11
1129,898,החזרת דמי מאכל שנמכר ונמצא אסור באכילה,12,14
1130,899,ביטול מקח כשטיב הסחורה שונה ממה שסוכם,1,2
1131,899,אחריות המוכר על יין שהחמיץ,3,5
1132,899,אחריות המוכר על סוגים שונים של יין,6,8
1133,899,סיפוק סחורה המתאימה ללשון המקובלת,9,NULL
1134,900,איסור רמאות וגנבת דעת במכירה,1,NULL
1135,900,ייפוי דברים לצורך מכירתם,2,4
1136,900,ערבוב סחורות שונות,5,7
1137,900,סחורה שמעורבת בה פסולת,8,14
1138,901,מכירת דבר שיש ערעור על בעלותו,1,2
1139,901,אחריות המוכר כשניטל המקח מחמתו,3,7
1140,901,מכירת קרקע שלא באחריות,8,10
1141,902,חוסר הסכמה במחיר המקח,1,NULL
1142,902,מחלוקת מיהו הקונה או המוכר,2,4
1143,902,מחלוקת אודות פרטי המכירה וביצועה בפועל,5,9
1144,902,ספקות שהתעוררו אחרי המכירה,10,15
1145,903,מכירת דבר שאין מינו או מידתו מוגדרים,1,4
1146,903,מידות שטח שנמכר לשימושים שונים,5,12
1147,903,ציון גבולות השטח הנמכר,13,17
1148,903,לשונות מכירה שאינן חד משמעיות,18,23
1149,904,דבר שלא בא לעולם,1,4
1150,904,דבר שאינו ברשות המוכר,5,9
1151,904,הקנאה לעובר או לבעל חיים,10,12
1152,904,דבר שאינו ממשי,13,14
1153,904,תוקף נדרי הקדש וצדקה בדבר שלא בא לעולם,15,17
1154,905,מכירת גוף הנכס לפירות,1,4
1155,905,השוואה בין מכירת הגוף לפירות לקניינים חלקיים אחרים,5,8
1156,905,מכירת פירות שובך וכוורת; השארת פירות לקיום הנכס,9,15
1157,906,מכירת אילנות ללא קרקע או קרקע ללא אילנות,1,10
1158,906,שיור או הכללה מפורשים במכר ומשמעם,11,16
1159,906,זכויות בני משפחה באחוזת הקבר שנמכרה,17,NULL
1160,907,הנכלל במכירת בית,1,5
1161,907,הנכלל במכירת חצר,6,NULL
1162,907,הנכלל במכירת בית בד,7,8
1163,907,הנכלל במכירת מרחץ,9,NULL
1164,908,הנכלל במכירת עיר,1,NULL
1165,908,הנכלל במכירת שדה,2,4
1166,908,קניית כל המחובר לנכס בקניין שאינו מכר,5,6
1167,908,הליכה אחרי מנהג המדינה והלשון המקובלת,7,8
1168,909,הנכלל במכירת ספינה,1,NULL
1169,909,כלי רכיבה ובהמות משא,2,5
1170,909,עבדים ובעלי חיים,6,9
1171,909,מאגרים ובתי גידול ותכולתם,10,NULL
1172,909,הליכה אחרי מנהג המדינה והלשון המקובלת,11,NULL
1173,910,מקומות הנכללים במדידת שטח השדה,1,4
1174,910,שדה שנמכרה ושטחה שונה ממה שסוכם,5,14
1175,910,הליכה אחרי מנהג המדינה והלשון המקובלת,15,NULL
1176,911,דין תורה במכירה וקנייה של חרש שוטה וקטן,1,NULL
1177,911,חרש,2,3
1178,911,שוטה,4,5
1179,911,קטן,6,11
1180,911,הגבלות במכירת קרקע עד גיל עשרים,12,17
1181,911,שיכור,18,NULL
1182,912,מכירה לאדם שלא מדעתו,1,NULL
1183,912,מכירה או קנייה על ידי עבד שלא מדעת האדון,2,NULL
1184,912,מכירה של אישה בנכסי בעלה ושל בעל בנכסי אשתו,3,6
1185,912,מכירה או קנייה בנכסי יתומים,6,NULL
1186,912,קניין בשבת,7,NULL
1187,914,זכייה בנכסי הפקר,1,5
1188,914,זכייה בנכסי גר שמת ואין לו יורשים,6,13
1189,914,קנייה ומכירה בגוי ואפשרות למצב הפקר בתהליך המכירה,14,15
1190,915,אכילת פירות,1,2
1191,915,תיקון בנכס,3,11
1192,915,פעולת החזקה ללא כוונה לקנות,12,13
1193,915,נכסי גר שמת המוחזקים בידי אחרים,14,18
1194,916,דרכי הקניין במתנה,1,4
1195,916,הגדרת הדבר הניתן במתנה,5,NULL
1196,916,מתנה על תנאי ועל מנת להחזיר,6,10
1197,916,"מתנה לגוי, אישה ועבד",11,15
1198,917,חזרה מקבלת מתנה או מנתינתה,1,5
1199,917,זכייה על ידי אדם אחר או חצר,6,9
1200,917,ציווי על כתיבת שטר מתנה ונוסח השטר,10,11
1201,917,טענות בין הנותן למקבל בנוגע למתנה,12,14
1202,918,פרסום כתיבת שטר המתנה,1,3
1203,918,מסירת מודעה לביטול המתנה,4,5
1204,918,שני שטרות על אותו הנכס,6,9
1205,919,הכותב כל נכסיו לאחרים,1,13
1206,919,אומדן דעת למי מבני המשפחה מיועדות המתנות,14,NULL
1207,919,מתנות שניתנו במסגרת קידושין ונישואין,15,24
1208,920,השושבינות והתנאים לתביעתה בחזרה,1,12
1209,920,דינים הנוגעים לשושבינות,13,NULL
1210,920,מתנות שאין בהן חובת החזרה,14,15
1211,921,תוקף הקניין וייחודו,1,7
1212,921,קניית המתנה לאחר מיתה,8,13
1213,921,מתנת שכיב מרע שעמד מחוליו,14,22
1214,921,המצווה מחמת מיתה,23,24
1215,921,מתי נחשב שמת מהחולי שציווה בו,25,27
1216,922,פרסום המתנה במתנת שכיב מרע,1,2
1217,922,לשונות הקנאה ודיניהן,3,12
1218,922,חזרה מקבלת מתנת שכיב מרע או מנתינתה,13,18
1219,922,שכיב מרע שהקדיש או מכר,19,21
1220,922,טענות בין הנותן למקבל אם היה שכיב מרע בזמן הנתינה,22,23
1221,922,שטר מתנה או חוב שנמצא לאחר מיתה,24,26
1222,923,"העברת חובות, פקדונות ושטרות חוב",1,2
1223,923,שכיב מרע שהודה בחוב לאחרים,3,11
1224,923,מת המקבל,12,NULL
1225,923,חלוקה בין כמה מקבלים,13,14
1226,923,נתינת דבר שאין בו ממש,15,NULL
1227,924,הכרעה מיהו מקבל המתנה,1,3
1228,924,אופן חלוקת נכסים בין כמה מקבלים,4,11
1229,924,הנכסים והסכום הכלולים במתנה,12,23
1230,924,ציווי בקשר להספד ולקבורה,24,NULL
1231,925,נתינה לאחד מן היורשים,1,2
1232,925,מתנה שתעבור לאחֵר אחרי שימות המקבל הראשון,3,12
1233,925,נתינה מחיים שנשלמת לאחר מיתה,13,16
1234,925,ההנהגה הראויה לצדיקים בקבלת מתנות,17,NULL
1235,927,כפיית חלוקה של נכס משותף וחלופות כשאין דין חלוקה,1,3
1236,927,הגדרת נכס שיש בו דין חלוקה,4,5
1237,928,חישוב ארבע אמות לפני הפתחים לצורך החלוקה,1,8
1238,928,הסכמת השותפים לחלוקה ותוקפה,9,11
1239,928,זכויות השימוש בחלקי הנכס לאחר חלוקתו,12,13
1240,928,בניית מחיצה למניעת היזק ראייה בחצר שנחלקה,14,18
1241,929,מחיצה שלא נצרכת למניעת היזק ראייה,1,4
1242,929,מחיצה בגגות ובחצרות,5,7
1243,929,פינוי אבני כותל שנפל לגינת השכן,8,NULL
1244,929,הוצאות ניקוז והשקיה וקדימות בהשקיית שדות,9,10
1245,930,תיקון נזקים ועשיית שינויים בבית ועלייה,1,8
1246,930,בעלות על פירות שנמצאים בקרקע של אחר,9,11
1247,931,השתתפות בצרכי החצר,1,2
1248,931,שימוש בחצר משותפת ובמבוי,3,5
1249,931,פתיחת חלונות ופתחים לחצר או למבוי,6,16
1250,932,השתתפות בצרכי העיר,1,7
1251,932,הגבלות על פעילות בעלי אומנות וסוחרים,8,12
1252,932,מעבר לנכס הנמצא ברשות האחר,13,14
1253,933,הגבלות בבנייה כנגד חלון,1,7
1254,933,שינוי מקום החלונות,8,9
1255,933,בניית מחיצה המאפילה בחצר שנחלקה,10,NULL
1256,934,הוצאת זיז,1,3
1257,934,העמדת סולם,4,NULL
1258,934,ניקוז מים,5,6
1259,934,שימוש בכותל השכן,7,9
1260,935,הרחקת דברים מזיקים מכותל השכן,1,6
1261,935,הרחקת סולם ומרזב,7,8
1262,935,הרחקות בבנייה ובחפירה,9,10
1263,935,הרחקת נזקים בבית ובעלייה,11,13
1264,936,הרחקת נזקים מהעיר,1,4
1265,936,אחריות הניזק להרחיק עצמו בנזק הבא מאליו,5,6
1266,936,נטיעת אילנות סמוך לשדה השכן,7,8
1267,937,נזק שנגרם מכוחו או בסיוע הרוח,1,3
1268,937,חזקה בנזקים,4,7
1269,938,העדפת בעל קרקע סמוכה בחלוקת קרקע משותפת,1,3
1270,938,סילוק הקונה מן הקרקע על ידי בן המצר,4,5
1271,938,מקרים שבהם אין דין בן המצר,6,12
1272,938,אנשים שאינם מסתלקים מפני בן המצר,13,15
1273,938,מתי נחשב בן מצר,16,17
1274,939,העברות בעלות שאין בהן דין בן המצר,1,6
1275,939,המעמד המשפטי של הקונה ביחס לקרקע שסולק ממנה,7,NULL
1276,939,הגבלות בזכות הסילוק,8,10
1277,939,דין בן המצר בקרקע שגבה בעל חוב,11,12
1278,939,סילוק הקונה בבן מצר קטן,13,NULL
1279,939,סילוק הקונה על ידי בן הזוג או העבד של בן המצר,14,NULL
1280,940,הליך סילוק הלוקח או ביטול זכות בן המצר,1,4
1281,940,קדימות במכירה בין אנשים שאינם מצרנים,5,NULL
1282,942,מינוי שליח,1,NULL
1283,942,שליח שעבר על דברי משלחו או שטעה,2,5
1284,942,פריעת חוב על ידי שליח,6,9
1285,943,הראוי להיעשות שליח,1,3
1286,943,קונה או מוכר שהודיע שהוא שליח,4,5
1287,943,המקבל שכר על שליחותו (סרסור),6,8
1288,943,שליח שטוען שנאנס,9,NULL
1289,944,מינוי מורשה,1,2
1290,944,תביעה ללא הרשאה,3,5
1291,944,דברים שאי אפשר לעשות עליהם הרשאה,6,7
1292,944,סמכויות המורשה,8,11
1293,945,יצירת השותפות,1,2
1294,945,חלוקת הרווח או ההפסד של השותפות,3,NULL
1295,945,מועד פירוק השותפות,4,5
1296,946,התנהלות השותפים בממון המשותף,1,5
1297,946,בירור חלק השותפות של כל אחד מהצדדים,6,9
1298,946,שותפות אסורה,10,NULL
1299,946,ביטול השותפות כשאחד השותפים מת,11,NULL
1300,947,הגדרת עסק לעומת שותפות,1,NULL
1301,947,חלוקת הרווח וההפסד בעסק שמוגדר כחצי מלווה חצי פיקדון,2,4
1302,947,חלוקת הרווח וההפסד בעסק שמחולק באופן אחר,5,NULL
1303,948,ממון העסק שאבד כולו או רובו,1,NULL
1304,948,הגדרת עסק כמאוחד או מפוצל לעניין קיזוז רווח והפסד,2,3
1305,948,הגבלות על השימוש בממון העסק,4,7
1306,949,עסק בגידול בעלי חיים,1,4
1307,949,דין א﻿ריס,5,6
1308,949,שותפות היורשים,7,NULL
1309,950,שבועת העוסק בממון חברו,1,6
1310,950,חוסר האפשרות להשביע לאחר סיום השותפות,7,9
1311,951,טענות לגבי פרטי השותפות,1,NULL
1312,951,השבעת שותף שטוען שכבר אינם שותפים,2,4
1313,951,טענות לגבי אופן חלוקת הכסף,5,6
1314,953,הגדרת עבד עברי,1,4
1315,953,איסור למכרו כעבד,5,NULL
1316,953,איסור לעבוד בו בפרך או בעבודת עבד,6,8
1317,953,סיפוק צרכיו והיחס אליו,9,NULL
1318,953,מתי נוהג דין עבד עברי,10,NULL
1319,954,דרכי קניין של עבד עברי,1,NULL
1320,954,משך זמן העבדות,2,6
1321,954,יציאה בגירעון כסף,7,10
1322,954,יציאה בשטר או במיתת האדון,11,12
1323,955,חובת האדון במזונות אשת העבד וילדיו,1,2
1324,955,מסירת שפחה כנענית לעבד,3,5
1325,955,רציעת עבד שאינו רוצה לצאת לחירות,6,11
1326,955,השוואה בין המוכר עצמו למכרוהו בית דין,12,NULL
1327,955,מצוות הענקה,13,15
1328,956,תנאי מכירת אמה עברייה,1,2
1329,956,דרכי קניין של אמה עברייה,3,NULL
1330,956,דרכי יציאתה לחירות,4,6
1331,956,ייעוד אמה עברייה,7,9
1332,956,איסור מכירתה על ידי האדון,10,NULL
1333,956,הגבלות במכירתה,11,14
1334,956,תוקף הייעוד,15,16
1335,957,דרכי קניין של עבד כנעני,1,NULL
1336,957,יציאה בכסף,2,NULL
1337,957,יציאה בשטר,3,NULL
1338,957,יציאה בראשי איברים,4,17
1339,958,זיכוי הגט על ידי אחר ושחרור עתידי,1,4
1340,958,דינים משותפים לשטר שחרור עבד וגט אישה,5,8
