id,section_id,num,title,subtitle,summary,halacha_count
380,43,4,פֶּרֶק רְבִיעִי,נדרים מותרים והיתר נדרים,א-ד: נדרים המותרים • ה-יג: היתר נדרים • יד-טו: נדר המותנה במעשה • טז: היתר אכילה בנדרי צום ,16
381,43,5,פֶּרֶק חֲמִישִׁי,דבר שנאסר בנדר ונשתנה מצבו,א-ג: הטלת איסור הנאה על חברו • ד-ח: נכסים שנאסרו ויצאו מרשות האוסר • ט-יב: תערובת של מאכל שנאסר • יג-טז: חילופים וגידולים של הדבר שנאסר ,16
382,43,6,פֶּרֶק שִׁשִּׁי,מודר מאכל ומודר הנאה,א-ג: המותר והאסור במודר מאכל • ד-טו: המותר והאסור במודר הנאה • טז-יח: פעולות אסורות ומותרות על המודר והמדיר ,18
383,43,7,פֶּרֶק שְׁבִיעִי,מודרי הנאה שונים,א-ג: שניים שהדירו הנאה זה מזה • ד-ו: חצר של שותפים המודרים הנאה זה מזה • ז-יא: המודר הנאה מאומה או מקבוצת אנשים • יב-יז: אופני היתר למודר הנאה ,17
384,43,8,פֶּרֶק שְׁמִינִי,סיבת הנדר וכוונת הנודר,א-ד: נדר התלוי בדבר מסוים • ה: נדר על מציאות שהשתנתה • ו-ז: נדר שהותר מקצתו • ח-יד: כוונת הנודר ,14
385,43,9,פֶּרֶק תְּשִׁיעִי,פרשנות הנדר על פי לשון בני אדם,א-יד: לשונות נדרים במאכלים  • טו-יח: לשונות נדרים בדברים שונים • יט-כג: לשונות נדרים בקבוצות אנשים ,23
386,43,10,פֶּרֶק עֲשִׂירִי,נדרים התלויים בזמן,א-ה: נדרים לפרק זמן מסוים • ו-יא: נדרים עד תקופה מסוימת • יב-יג: נדרי זמן המותנים במעשה ,13
387,43,11,פֶּרֶק אַחַד עָשָׂר,נדרי קטנים; הפרת נדרים,א-ה: נדרי קטנים • ו-ז: הפרת נדרי הבת • ח: הפרת נדרי האישה • ט-כב: הפרת נדרי הארוסה • כג-כד: הפרת נדרי יבמה • כה-כו: יציאת נערה מרשות אביה ,26
388,43,12,פֶּרֶק שְׁנֵים עָשָׂר,דיני ההפרה,א-יב: הנדרים שמפר האב והבעל • יג-יד: האב והבעל שאינם מפרים • טו-יח: זמן הפרת הנדרים •  יח-יט: העוברת על הנדר שהופר • כ-כא: טעויות בהפרה ,21
389,43,13,פֶּרֶק שְׁלֹשָׁה עָשָׂר,אופני ההפרה והקיום; ההנהגה הראויה בנדרים,א-ג: לשונות הפרה וקיום • ד-ז: ביטול הנדר • ח: הפרת נדרים בשבת • ט: הפרה לעתיד או על ידי שליח •  י: הפרה או קיום חלקיים • יא-טו: נדר התלוי בנדר • טז-יח: שינוי מעמד האישה בשעת חלות הנדר •  יט-כב: היחס בין קיום להפרה • כג-כה: ההנהגה הראויה בנדרים ,25
390,44,0,NULL,NULL,NULL,NULL
391,44,1,פֶּרֶק רִאשׁוֹן,פרק א : מצוות הנזירות ודרכי קבלתה,א–ד: נדר הנזירות ומצוותיה • ה–ח: לשונות קבלת הנזירות • ט–יז: לשון נזירות חלקית על תנאי ובשגגה ,17
392,44,2,פֶּרֶק שֵׁנִי,פרק ב : החלת הנזירות,א–ב : אופני נזירות שלא חלים והתרת נזירות • ג–ז : המתפיס בנזירות • ח–ט: ספק נזירות • י–יב: נזירות התלויה בבירור המציאות • יג–טו: נזירות קטן • טז–יט: נזירות גויים נשים ועבדים • כ–כב: נזירות בזמן הזה ובחוץ לארץ ,22
393,44,3,פֶּרֶק שְׁלִישִׁי,פרק ג: משך הנזירות,א–ה: קביעת מספר ימי הנזירות • ו–י: קבלת כמה נזירויות • יא–טז: נזיר עולם ונזיר שמשון •  יז–יט: לשונות קבלת נזירויות מרובות ,19
394,44,4,פֶּרֶק רְבִיעִי,פרק ד: תחילת הנזירות וסיומה,א–ב: זמן סיום הנזירות • ג–ט: מועדי ההתחלה והסיום בנזירויות משולבות •  י–יא: נזירות המתחילה מחמת הספק • יב: נזיר שלא גילח לסיום נזירותו •  יג–טז: דחיית סיום הנזירות למי שנהג בה היתר • יז: הפרת נזירות אישה לאחר שהסתיימה ,17
395,44,5,פֶּרֶק חֲמִישִׁי,פרק ה: איסורי הנזיר,א: שלושת איסורי הנזיר • ב–י: איסור היוצא מן הגפן • יא–יד: איסור התגלחת • טו–כא: איסור הטומאה למת ,21
396,44,6,פֶּרֶק שִׁשִּׁי,פרק ו : סתירת הנזירות,א–ב: סתירה בשל שתיית יין או תגלחת • ג–ו: סתירה בשל טומאה • ז–י: חלות הנזירות בזמן טומאה או בבית הקברות • יא–טו: תגלחת טומאה • טז–כ: טומאה שנודעה לאחר סיום הנזירות ,20
397,44,7,פֶּרֶק שְׁבִיעִי,פרק ז : הטומאות הסותרות; היתר לצורך מצווה,א–ו: טומאות שהנזיר מגלח עליהן • ו–ח: טומאות שאין הנזיר מגלח עליהן • ט–י: נזיר הטמא בטומאות אחרות •  יא–טו: היתר איסורי הנזיר לצורך מצווה ,15
398,44,8,פֶּרֶק שְׁמִינִי,פרק ח: תגלחת הטהרה,א–ד: סדר תגלחת טהרה • ה–ז: דיני הגילוח • ח–יב: פסול בקרבנות התגלחת •  יג–יז: מקור המעות עבור הקרבנות • יח–כ: התחייבות לתשלום הקרבנות עבור אחר ,20
399,44,9,פֶּרֶק תְּשִׁיעִי,פרק ט: מעות וקרבנות הנזיר; ספק טומאה,א–ב: מותר מעות נזירות • ג–ז: מעות וקרבנות נזיר שמת • ח–יג: מעות וקרבנות נזירות שהתבטלה •  יד–יט: ספק טומאה בנזירות ,19
400,44,10,פֶּרֶק עֲשִׂירִי,פרק י: טומאה וצרעת בנזירות,א-ט: נזיר שנצטרע ונטמא בספק • י: נזיר שנצטרע בוודאי ונטמא בספק • יא: נזיר שנטמא בוודאי ונצטרע בספק • יב–יג: נזיר שנטמא ונצטרע בוודאי • יד: הנזירות הראויה ,14
401,45,0,NULL,NULL,NULL,NULL
402,45,1,פֶּרֶק רִאשׁוֹן,הערכים והדמים,א-ב: מצוות דיני ערכים וסכומם • ג-ד: סכומי הערכים • ה-ח: המעריכים והנערכים • ט-י: היחס בין ערכים לדמים • יא-טו: מעריכים ונודרים שונים • טז: קביעת הערך לפי הנערך • יז: הערך כנדר • יח-כ: התחייבות במספר ערכים או בערך סתם • כא-כד: הנערך או הנידר שמתו ,23
403,45,2,פֶּרֶק שֵׁנִי,לשונות התחייבות הערכים והדמים,א-ד: ערכים ודמים של איברי אדם • ה-י: לשונות שונות של התחייבות בדמים • יא-יג: ייעוד הכספים והכלים שנתרמו להקדש ,13
404,45,3,פֶּרֶק שְׁלִישִׁי,ערך עני; גבייה,א: זמן קביעת הערך • ב-יב: ערך עני • יג: אחריות על התשלום • יד-כ: גבייה מנכסי הנודר ,20
405,45,4,פֶּרֶק רְבִיעִי,הקדש שדות,א: שדה אחוזה ושדה מקנה • ב-ד: ערך שדה אחוזה • ה-יב: חישוב פדיית שדה אחוזה • יג-יח: מדידת השדה ודין האילנות שבתוכה • יט-כה: יציאת שדה אחוזה ביובל • כו-כז: שדה מקנה ופדייתה • כח: שדה מקנה שראוי ליורשה ,28
406,45,5,פֶּרֶק חֲמִישִׁי,הקדש נכסים או בהמה,"א-ב: פדיית שדה אחוזה על ידי הבעלים • ג-ד: הקדש בהמה טמאה, מיטלטלים ובתים •  ה-ו: הקדש בהמה תמימה לבדק הבית • ז-י: הקדש הראוי למזבח • יא-יג: פדיית בהמת הקדש •  יד-יט: הקדש דמים למזבח ",19
407,45,6,פֶּרֶק שִׁשִּׁי,חרם והקדש,א-ה: חרמי כהנים וחרמי שמים • ו-ז: חרם על ידי כהן ולוי • ח-טז: הקדש וחרם של קדשים • יז-כ: הקדש וחרם של אדם • כא-כה: הקדש דבר שאינו שלו או שאינו ברשותו • כו-לג: הקדש דבר שלא בא לעולם • לד: הקדש טעות ,34
408,45,7,פֶּרֶק שְׁבִיעִי,פדיית ההקדש,א: הדברים שבהם פודים הקדשות • ב-ו: הוספת חומש • ז: פדייה בלשון תמורה • ח-יא: פדיית הקדש בשוויו •  יב-יג: שינוי השווי בתהליך הפדייה • יד-טז: גבייה מנכסים משועבדים שהוקדשו • יז-יט: חשש קנוניה על ההקדש • כ: נכסים שיצא קול שהוקדשו ,20
409,45,8,פֶּרֶק שְׁמִינִי,תהליך הפדייה; הקדש בזמן הזה,א-ב: גבייה ושומה על ידי בית הדין • ג-ז: ההכרזה על ההקדשות והקדימות בפדייה • ח-יא: הקדש בזמן הזה •  יב-יג: ההנהגה הראויה בהקדש ,14
410,46,1,NULL,NULL,NULL,NULL
411,47,0,NULL,NULL,NULL,NULL
412,47,1,פֶּרֶק רִאשׁוֹן,איסור כלאי זרעים ואילנות; סוגי הזרעים,א-ד: כלאי זרעים • ה-ו: כלאי אילנות • ז: אכילה וזריעה של גידולי כלאיים • ח-ט: סיווג הזרעים השונים ,9
413,47,2,פֶּרֶק שֵׁנִי,תערובת של זרע אחר בתוך שדה,א-ו: זרעים שנתערב בהם זרע ממין אחר • ז-י: שדה שצמח בה זרע ממין אחר • יא: נטיעת ירק במחובר לאילן • יב-יד: החלפת מין הזרוע בשדה במין אחר • טו-יז: בדיקת השדות וניקוין מכלאיים שצמחו בהן ,17
414,47,3,פֶּרֶק שְׁלִישִׁי,שיעורי הרחקה בשדות של מיני כלאיים,א-ו: המינים שנחשבים כלאיים זה בזה • ז-יא: הרחקה בין שתי שדות • יב-טו: הרחקה בתוך השדה •  טז-יח: הרחקה בין שדות של שני אנשים ,18
415,47,4,פֶּרֶק רְבִיעִי,שיעור הרחקה בשטחים קטנים,א-ח: שיעור הרחקה של זרעונים שונים בשדה אחת • ט-טו: שיעור הרחקה של מיני ירקות בערוגה • טז: סיכום: עקרונות דיני הרחקה ,16
416,47,5,פֶּרֶק חֲמִישִׁי,איסור כלאי הכרם,א-ז: איסור כלאי הכרם מן התורה ומדברי חכמים • ח-יב: כלאיים שנזרעו שלא על ידי הבעלים •  יג-טז: שלב הגידול האוסר • יז: כלאיים שנזרעו על ידי הבעלים ללא ידיעתם • יח-כ: מינים שונים שאינם כלאיים בכרם • כא-כד: השיעור האוסר בצמיחת כלאיים ,24
417,47,6,פֶּרֶק שִׁשִּׁי,השטח שנאסר על ידי כלאי הכרם; הרחקה מן הגפן,א-ד: השטח שנאסר על ידי הכלאיים • ה: הרחקה בין גינות במפלסים שונים • ו: שדה שהייתה זרועה ורוצה לזרוע בה גפנים • ז-י: הרחקה מגפן מוברכת • יא-טז: זריעה מתחת לשריגי הגפן ,16
418,47,7,פֶּרֶק שְׁבִיעִי,שיעורי הרחקה בכרם,א-ז: שיעור הרחקה מכרם או מגפן יחידית • ח-יא: הרחקה מכרם שחרב ומכרם מעורבב • יב-יד: מחול הכרם •  טו-יט: מחיצה המבדילה בין גפנים לירק • כ-כג: מקרים שבהם מותר לזרוע בתוך הכרם • כד-כה: הרחקה מגפן יחידית המוקפת חריץ או גדר ,25
419,47,8,פֶּרֶק שְׁמִינִי,שיעורי הרחקה בעריס,א-ד: הגדרת עריס ושיעור הרחקה ממנו • ד-ו: עריס שחרב אמצעו • ז-ט: הרחקה מעריסים שונים •  י: הרחקה מגפן שנעקמה • יא: הרחקה בסיכוך ובשורשים • יב: אופן המדידה בדיני כלאיים • יג-יד: כלאי הכרם בחוץ לארץ ,14
420,47,9,פֶּרֶק תְּשִׁיעִי,כלאי בהמה,א-ו: איסור הרבעת שני מינים • ז-י: איסור עשיית מלאכה בשני מינים • יא: בהמת פסולי המוקדשים אם היא כשני מינים ,11
421,47,10,פֶּרֶק עֲשִׂירִי,כלאי בגדים,א-יא: המינים האסורים משום כלאיים ואופן חיבורם • יב-כו: הנאה מכלאי בגדים • כז-כח: ספקות בכלאי בגדים • כט-לב: דין הלובש כלאיים ,32
422,48,0,NULL,NULL,NULL,NULL
423,48,1,פֶּרֶק רִאשׁוֹן,סוגי המתנות ודיניהן הכלליים,א-ז: מתנות העניים ביבולים שונים • ח-ט: זכות העניים במתנות • י-יג: היתר המתנות לאנשים אחרים •  יד: החיוב בחוץ לארץ • טו: שיעור הפאה ,15
424,48,2,פֶּרֶק שֵׁנִי,פאה,א-ג: הגידולים החייבים • ד-י: קצירה שאינה מחייבת • יא: הקוצר ולא הניח פאה • יב-יד: מקום הנחת הפאה בשדה • טו-כ: אופן חלוקת הפאה ונטילתה ,20
425,48,3,פֶּרֶק שְׁלִישִׁי,חלוקת שדה לעניין פאה,א: הנחת פאה על כל שדה בפני עצמו • ב-ז: הדברים המחלקים שדה אחת לשתיים • ח-י: שטחים נפרדים הנחשבים כשדה אחד • יא-טו: איסוף נפרד של היבול המחלק את השדה • טז-יח: חלוקת שדות מצד הבעלות • יט-כג: חלוקת השדה באילנות ,23
426,48,4,פֶּרֶק רְבִיעִי,"לקט, פרט ועוללות",א-יד: לקט • טו-טז: פרט • יז-כז: עוללות ,27
427,48,5,פֶּרֶק חֲמִישִׁי,שכחה,א-יג: שכחה במצבים שונים • יד-כ: כמות היבול הנשכח • כא: הצלה משכחה על ידי היבול שלא נשכח •  כב-כו: שכחה באילנות ובכרם • כז: ההפקר הפוטר ממתנות עניים בשדה ,27
428,48,6,פֶּרֶק שִׁשִּׁי,מעשר עני; סדר הפרשת תרומות ומעשרות,א: מעשר עני • ב-ו: סדר הפרשת תרומות ומעשרות • ז-יג: שיעור הנתינה ואופן החלוקה של מעשר עני בשדה ובבית • יג-טז: הזכאים לקבל מעשר עני • יז: שימוש במעשר עני ,17
429,48,7,פֶּרֶק שְׁבִיעִי,מצוות נתינת צדקה ושיעורה,א-ב: מצוות הצדקה • ג-ח: שיעור הנתינה • ט: עני שאינו רוצה לקבל צדקה ועשיר החפץ בה • י-יב: ממי גובים ואופן הגבייה • יג-טו: דיני קדימות בצדקה  ,15
430,48,8,פֶּרֶק שְׁמִינִי,נדרי צדקה; פדיון שבויים,א-ג: נדר הצדקה • ד-ז: שינוי במעות הצדקה או בייעודה • ח-ט: קבלת נדבה וצדקה מגויים • י-יד: פדיון שבויים • טו-יח: סדר קדימויות בצדקה ובפדיון שבויים ,18
431,48,9,פֶּרֶק תְּשִׁיעִי,מערכות הצדקה הציבורית,א-ז: גביית הצדקה וחלוקתה • ח-יא: התנהגות גבאי הצדקה • יב: התחייבות בצדקות הציבוריות •  יג-יז: הזכאים ליטול מן הצדקה • יח-יט: מוֹתר הצדקה ,19
432,48,10,פֶּרֶק עֲשִׂירִי,מעלת הצדקה ואופן נתינתה,א-ג: חשיבות מצוות הצדקה • ד-טו: אופן הנתינה הראוי • טז-יז: מעלת הצדקה למשפחה ובני הבית •  יח-יט: הימנעות מקבלת צדקה כשאין הכרח ,19
433,49,0,NULL,NULL,NULL,NULL
434,49,1,פֶּרֶק רִאשׁוֹן,המקומות החייבים בתרומות ומעשרות,"א-ט: מקומות החייבים בתרומות ומעשרות וגבולות ארץ ישראל • י-כא: חיוב תרומות ומעשרות בפירות שבבעלות גוי • כב-כה: פירות שיצאו מהארץ, נכנסו אליה או שגדלו על גבולה • כו: חיוב תרומות ומעשרות בזמן הזה ",26
435,49,2,פֶּרֶק שֵׁנִי,הגידולים החייבים בתרומות ומעשרות,א: הגדרת הגידולים החייבים • ב-ח: מה נחשב מאכל אדם • ט-יג: הפטורים מחמת שאין להם בעלים •  יד-טו: הפרשת תרומה טמאה • טז: ברכה על הפרשת תרומה • יז: הוצאת תרומה לחוץ לארץ והבאתה לארץ ,17
436,49,3,פֶּרֶק שְׁלִישִׁי,הפרשת התרומה,א-ט: שיעור תרומה גדולה ואופן הפרשתה • י-טז: שיעור תרומת מעשר ואופן הפרשתה • יז-כ: הפרשה מן המוקף • כא-כב: הפרשה מפירות אחרים • כג-כד: סדר הפרשת תרומות ומעשרות ,24
437,49,4,פֶּרֶק רְבִיעִי,הראויים לתרום והכוונה בהפרשה,א-ה: האנשים הראויים לתרום • ו-יד: תרומה על ידי שליח או שותף • טו: תרומת נכרי • טז-כא: כוונת התורם בהפרשה ,21
438,49,5,פֶּרֶק חֲמִישִׁי,הפירות המופרשים לתרומה,א-ב: עדיפות בתרומת פירות יפים או משתמרים • ב-ג: פירות ממינים שונים • ד-יא: פירות בעלי מאפיינים שונים •  יב-יז: פירות בדרגות חיוב שונות • יח-כ: פירות בשלבי עיבוד שונים או בעלי ייעוד שונה • כא-כו: פירות שנתרמו ונמצאו מקולקלים ,26
439,49,6,פֶּרֶק שִׁשִּׁי,האנשים המותרים לאכול תרומה,א-ד: הכהנים הראויים ובני ביתם • ה-יא: איסור זרות • יב-יט: כהנת שיש לה זרע מישראל וישראלית שיש לה זרע מכהן ,19
440,49,7,פֶּרֶק שְׁבִיעִי,כהנים ובני ביתם הנאסרים לאכול בתרומה,א-ט: טמא • י-יא: ערל • יב-יז: נשים ועבדים של כהנים פגומים • יז-יט: עבדים בבעלות משותפת •  כ-כג: נשים ועבדים בנישואין של איסור ,23
441,49,8,פֶּרֶק שְׁמִינִי,קשרי משפחה שאינם מתירים לאישה לאכול תרומה,א-יב: קשרי משפחה שאינם גמורים • יג-יד: בעילה שאינה יוצרת קשר נישואין • טו: אישה שנאסרה על בעלה מספק זנות • טז: קטנה שנישואיה מוטלים בספק ,16
442,49,9,פֶּרֶק תְּשִׁיעִי,כניסה ויציאה מרשות כהן,א-ד: גירושין ומיתת הבעל  • ה-ו: שחרור עבדים וקנייתם  • ז-י: השכרת בהמה ומכירתה ,10
443,49,10,פֶּרֶק עֲשִׂירִי,זר שאכל תרומה,א-ה: חיובי האוכל תרומה בשוגג ובמזיד • ו-יז: אכילה המחייבת תשלומי קרן וחומש • יח-כב: אופן התשלום לכהן • כג-כו: תשלומים נוספים ,26
444,49,11,פֶּרֶק אַחַד עָשָׂר,השימוש בתרומה,א-ו: השימושים המותרים והאסורים • ז-ט: זהירות מפני טומאה או שימוש של זרים • י-טו: פסולת ושאריות מאכל שאין בהן דין תרומה • טז-יט: שימוש בשמן שרפה • כ-כח: זריעת תרומה ודין הגידולים ,28
445,49,12,פֶּרֶק שְׁנֵים עָשָׂר,איסור טומאה; הנתינה לכהן,א-יא: איסור לטמא את התרומה והזהירות בשמירתה • יב-יד: תרומה שנטמאה או שנאסרה באכילה •  טו-כב: נתינת התרומה לכהן ,22
446,49,13,פֶּרֶק שְׁלֹשָׁה עָשָׂר,ביטול תרומה שהתערבה בחולין,א-יא: תרומה שהתערבה בחולין • יב: תרומה שנזרעה בצד חולין • יג-יד: ספק עירוב תרומה בחולין •  טו-טז: ספק לגבי מקום התרומה שהופרשה ,16
447,49,14,פֶּרֶק אַרְבָּעָה עָשָׂר,ביטול תרומה שהתערבה בחולין ואכילת התערובת,א-ז: תרומה שמובחנת מהתערובת בצורתה או במקומה • ח-ט: ספק אם יצאה התרומה מהתערובת •  י-כא: אופני אכילת התערובת שנפלה לתוכה תרומה ,21
448,49,15,פֶּרֶק חֲמִשָּׁה עָשָׂר,שיעורים מיוחדים שבהם התרומה אוסרת; המתנות הקרויות ‘תרומה',א-ו: תערובת תרומה בחבית סתומה או בדבר המחמץ והמתבל • ז-יט: תרומה שנתנה טעם במאכל חולין •  כ-כב: מתנות הכהונה הקרויות ‘תרומה' והברכה על אכילתן ,22
449,50,0,NULL,NULL,NULL,NULL
450,50,1,פֶּרֶק רִאשׁוֹן,דינים כלליים,א-ה: הפרשת מעשר ראשון והזכאים לאכלו ולקבלו • ו-ח: השוואה בין דיני תרומה לדיני מעשר • ט-יב: פירות הפטורים מן המעשר • יג-טז: אופן ההפרשה והברכה עליה ,16
451,50,2,פֶּרֶק שֵׁנִי,עונת המעשרות,א-ב: חיוב מעשר מהתורה בגמר מלאכה לצורך אכילה • ג-ה: תחילת החיוב מההגעה לעונת המעשרות •  ו-ח: מכירה והקדשה של פירות קודם עונת המעשרות ,8
452,50,3,פֶּרֶק שְׁלִישִׁי,גמר מלאכה,א: אכילה קודם גמר מלאכה • ב-ז: אכילה קודם קביעת הפירות למעשר • ח-יח: גמר מלאכה של פירות שונים •  יט: קביעה לתרומת מעשר בפירות מעשר • יט-כ: אופן אכילת עראי • כא-כד: חיוב מעשר בפירות שנמצאו אחר גמר מלאכה • כה: פירות שהוקדשו קודם גמר מלאכה ,25
453,50,4,פֶּרֶק רְבִיעִי,קביעות למעשר על ידי הכנסה לבית,א-ב: קביעות למעשר מן התורה בהכנסה לבית • ג-ו: הגדרת בית הקובע למעשר • ז-י: הגדרת חצר הקובעת למעשר •  יא-יג: הכנסה לבית ולחצר באופן שאינו קובע למעשר • יד-יח: אכילה עראית של פירות הגדלים בחצר ,18
454,50,5,פֶּרֶק חֲמִישִׁי,שאר דברים הקובעים למעשר,א-יג: קביעות על ידי מקח • יד-יח: קביעות על ידי הכשרת הפרי לאכילה • יט: קביעות על ידי תרומה •  כ-כג: קביעות על ידי שבת ,23
455,50,6,פֶּרֶק שִׁשִּׁי,טבל,א-ב: איסור הנאה מטבל • ג-ו: זריעת טבל • ו-י: מכירת טבל • יא-יג: חובת הפרשה בשדה שבחכירה או בקבלנות •  יד: חלוקת פירות טבל של שותפים • טו-כא: זכות כהן ולוי לקבל את התרומות והמעשרות מפירות שהיו ברשותם או שנכנסו לרשותם  • כב: חובת הפרשה בנותן שדהו בקבלנות למי שאינו מעשר ,22
456,50,7,פֶּרֶק שְׁבִיעִי,אופני הפרשה מיוחדים,א: התנייה על הפרשה עתידית • ב-ג: קביעת מעשרות מבלי שהופרשו בפועל • ד: ייחוד פירות לצורך הפרשה מהם •  ה-ז: הפרשה על סמך מעות שניתנו בהלוואה לכהן ללוי ולעני • ח: הפרשת תרומת מעשר על סמך מעשר שהובטח ללוי • ט: הפרשה על סמך פירות שכבר ניתנו ללוי ולעני • י: החלפת מתנות עניים בפירות החייבים במעשר •  יא-יג: הפרשה משתי כלכלות כאחת ,13
457,50,8,פֶּרֶק שְׁמִינִי,תערובות וספקות,א-ו: טבל שהתערב בפירות אחרים • ז-ט: קביעת מעשר ללא ציון מקומו המדויק ,9
458,50,9,פֶּרֶק תְּשִׁיעִי,תקנת הפרשת תרומות ומעשרות מן הדמאי,א-ג: תקנת הדמאי • ד-ו: אופן ההפרשה • ז-יא: הפרשה באמצעות תנאי • יב: חובת ההפרשה של נחתום •  יג: חובת הפרשה בשותפות עם מי שאינו נאמן על המעשרות ,13
459,50,10,פֶּרֶק עֲשִׂירִי,הנאמנים על המעשרות,א-ה: הנאמן על המעשרות ובני ביתו • ו-ז: חובת תיקון הדמאי במשתתף בסעודת עם הארץ • ח-י: אחריות החבר שלא לתת דמאי לעם הארץ • יא-יג: היתרים להאכלת דמאי ,13
460,50,11,פֶּרֶק אַחַד עָשָׂר,נתינת דמאי לאחרים,א-ו: איסור מכירת דמאי • ז-יא: איסור הוצאת דמאי מבעלותו מבלי לתקנו • יב-טו: הפקדת דמאי אצל מי שאינו נאמן על המעשרות ,15
461,50,12,פֶּרֶק שְׁנֵים עָשָׂר,מצבי נאמנות של עם הארץ,א-ו: מקרים שמאמינים למי שאינו נאמן • ז-י: נאמנות של אנשים לא מוּכרים • יא: נאמנות על פירות בסוריה •  יב-יד: נאמנות עניים על פירותיהם • טו: נאמנות הלוי על פירותיו • טז-יז: החשוד למכור תרומה ומעשר שני לשם חולין • יח: נאמנות לומר על דבר שהוא אסור באכילה ,18
462,50,13,פֶּרֶק שְׁלֹשָׁה עָשָׂר,פירות שלא נאסרו משום דמאי,א-ב: פירות שחזקתם מן ההפקר • ג-יג: פירות חוץ לארץ • יד-יט: מקרים שבהם לא גזרו על הדמאי •  כ-כא: פירות שיש ספק אם הם טבל ,21
463,50,14,פֶּרֶק אַרְבָּעָה עָשָׂר,חשש להפרשה מן החיוב על הפטור או מן הפטור על החיוב,א-ב: קנייה מן הסוחר • ג-ד: קנייה מבעל הבית • ה-ז: קניית לחם • ח-י: אוכל שנאסף מאנשים שונים ,10
464,51,0,NULL,NULL,NULL,NULL
465,51,1,פֶּרֶק רִאשׁוֹן,קביעת שנת המעשר ודינים כלליים,א: סדר השנים של מעשר שני ומעשר עני • ב-י: קביעת שנת המעשר בגידולים שונים • יא: ספק בקביעת שנת המעשר • יב-יג: השוואה בין דיני מעשר שני לתרומה ומעשר ראשון • יד: מעשר שני בחוץ לארץ ,14
466,51,2,פֶּרֶק שֵׁנִי,אכילת פירות מעשר שני בירושלים,א-ד: מעשר שני בזמן המקדש ובזמן הזה • ה-ז: אכילת מעשר שני חוץ לירושלים • ח: איסור פדיון מעשר שני בירושלים • ט-יד: איסור הוצאת פירות שנכנסו לירושלים  • טו-טז: דין מקומות הסמוכים לחומה ,16
467,51,3,פֶּרֶק שְׁלִישִׁי,השימוש במעשר שני,א-ח: איסור אכילת מעשר שני בטומאה ובאנינות • ט: איסור איבוד המעשר •  י-טז: השימושים המותרים במעשר שני • יז-כה: מעשר שני ממון גבוה ,25
468,51,4,פֶּרֶק רְבִיעִי,פדיון מעשר שני,א-ד: פדיון פירות מעשר שני • ה-ח: חילול כסף מעשר שני • ט-טז: הכסף הראוי לפדיון • יז: פדיון קודם ההפרשה • יח-כב: סכום הפדיון ,22
469,51,5,פֶּרֶק חֲמִישִׁי,הוספת חומש בפדיון,א-ו: חיוב הוספת חומש בפדיון • ז: קדימות הבעלים לפדיון • ח-יא: פטור מחומש באמצעות פדיון על ידי אחר •  יב: פדיון ללא נתינת החומש • יג-טו: פריטת כסף המעשר ,15
470,51,6,פֶּרֶק שִׁשִּׁי,ספקות ותערובות,א-ב: מעות חולין ומעשר שהתערבו • ג-יב: מעות שנמצאו ויש ספק אם הן מעשר • יג-טז: תערובת וגידולים של מעשר שני ,16
471,51,7,פֶּרֶק שְׁבִיעִי,קנייה במעות מעשר שני,א-ב: פדיון פירות שנקנו בכסף מעשר • ג-יג: המאכלים הנקנים בכסף מעשר • יד-יט: הקונה דברים שאינם ראויים • כ: האוכל מעשר שני בתורת חולין ,20
472,51,8,פֶּרֶק שְׁמִינִי,יציאת מעות מעשר שני לחולין,א-ו: עור בהמה וכלי אחסון שנקנו בכסף מעשר • ו-ט: מעות ופירות של מעשר שחל שינוי בערכם • י-טו: חילול מעות מעשר על מאכל חולין ,15
473,51,9,פֶּרֶק תְּשִׁיעִי,נטע רבעי,א-ז: פדיון נטע רבעי או אכילתו בירושלים • ח-יב: מניין השנים לערלה ולרבעי •  יג: חלקי האילן המותרים והאסורים בערלה וברבעי ,13
474,51,10,פֶּרֶק עֲשִׂירִי,ערלה,א-י: האילנות החייבים בערלה • יא-יג: חישוב שנות ערלה באילן שנעקר ממקומו • יד-יט: חישוב שנות ערלה באילן שהוברך או הורכב או באילן נמוך • כ-כא: נטיעה או הרכבה של גידולי ערלה ,21
475,51,11,פֶּרֶק אַחַד עָשָׂר,וידוי מעשר,א-ו: מצוות וידוי מעשר • ז-יא: ביעור מעשרות • יב-יז: דברים המעכבים את הווידוי ותוכן הווידוי ,17
476,52,0,NULL,NULL,NULL,NULL
477,52,1,פֶּרֶק רִאשׁוֹן,עשרים וארבע מתנות הכהונה,"
			א-ב: כריתת הברית על מתנות הכהונה והברכה על אכילתן • ג-ח: מניין המתנות וחלוקתן לפי מקום אכילתן והזכייה בהן • ט-יא: הכהנים הזוכים בכל אחת מהמתנות • יב-טו: אופן נוסף למניין המתנות וחלוקתן •  טז: ציונים להלכות במשנה תורה שבהן מבוארים דיני המתנות
		",16
478,52,2,פֶּרֶק שֵׁנִי,הפרשת הביכורים,"
			א: מצוות הביכורים והמקומות שמהם מביאים • ב-ה: הפירות שמביאים מהם ביכורים • ו-ז: זמן ההבאה •  ז-טז: הקרקע והאילנות החייבים בביכורים • יז-יח: שיעור הביכורים • יט: אופן ההפרשה  • כ-כא: אחריות הבאתם למקדש
		",21
