בשלח,"א, א",ראו כי:,"נאמר בשנת תקס""ה — ראה אוה""ת משפטים ע' ג'טז: ביאור ע""פ ראו . . בשלח תקס""ה. היום יום י""ז שבט ע' כ."
,,אתה עשית את השמים:,"נחמי' ט, ו."
,,יוצר משרתים ואשר משרתיו:,ברכת יוצא.
,"ג, ג",שאו מרום עיניכם:,"ישעי' מ, כו."
,,"בד""ה כי תשמע בקול:","לקו""ת ראה כג, א."
,,"וסד""ה וספרתם לכם:","לקו""ת במדבר י, ג."
,,אל תקרי שמות:,"ברכות ז, ב."
,,"בד""ה ובבואה לפני המלך:","תו""א צו, א."
,,כי תצא למלחמה:,"דברים כ, א. כא, י."
,,"סד""ה וכל העם רואים:","תו""א עד, ג."
,,המלך המרומם לבדו:,ברכת יוצר.
,,"בד""ה והניף את העומר:","אולי הכוונה ללקו""ת אמור לו, א."
,,"א""ח עט""ב:","משלי יב, ד."
,,יקריב אותו לרצונו:,"ויקרא א, ג."
,,צפונה לפני ה':,"ויקרא א, יא."
,,"בד""ה להבין ביאור ענין האבות:","תו""א עב, ד."
,,אדם ובהמה תושיע ה':,"תהלים לו, ז."
,"ג, ד","אדם גי' מ""ה:","ראה פרדס שעה""כ בערכו. ע""ח שער התיקון פ""ג. שער לאה ורחל פ""ב. שער מ""ן ומ""ד דרוש ה. מאו""א מערכת אדם סקס""ו."
,,"ד""ה להבין ענין הברכות:","תו""א ו, ד."
,,"בביאור ע""פ מי מנה:","לקו""ת בלק סט, ב."
,,"שגם בנה""א עצמה יש מבחי' בהמה:","ראה תו""א עד, ג."
,,"בד""ה כי תצא:","לקו""ת תצא לו, א."
,,"בד""ה רני ושמחי:","תו""א לז, א."
,,וצדקתך ירננו:,"תהלים קמה, ז."
,,"בביאור ע""פ ואלה המשפטים:","תו""א עו, ב."
,,אחרי ה' ילכו:,"הושע יא, י."
,,"בד""ה אתם נצבים:","לקו""ת נצבים מד, א."
,,"בד""ה חכלילי עינים מיין:","תו""א מז, א."
,,נכנס יין יצא סוד:,"עירובין סה, א."
,,ויחד לבבנו:,"ברכת ק""ש דשחרית."
,,ברעותא — וחיצוניות:,"ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, ב."
,,איזהו שוטה:,"חגיגה ד, א."
,,מלכותך מלכות כל עולמים:,"תהלים קמה, יג."
,,בלע הוא מבחי' הדעת:,"ראה ע""ח שער דרושי הנקודות פ""ד. מבוא שערים ש""ב ח""ב פ""ח. תו""א קי, ד."
,,ימותו ולא בחכמה:,"איוב ד, כא."
,,"ע""פ שיר השירים:","לקו""ת שה""ש א, א."
,,"אלו — מ""ש:","ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, ב."
,,"ע""פ שמאלו תחת לראשי:","תו""א פ, ב."
,,"סד""ה להבין ענין הברכות:","תו""א ז, ג."
,,ולא תשבית מלח:,"נדפס בשינויים בסה""מ תקס""ד ע' פו ומתחיל: ענין המלח. וראה ג""כ סה""מ תקס""ג ח""ב ע' תרפח. קיצור לקמן נ, ג."
,,ולא תשבית מלח:,"ויקרא ב, יג."
,,"פ""ק דברכות דף ה' סע""א:","נתבאר באוה""ת ויקרא-א ע' רכז."
,,היאכל תפל מבלי מלח:,"איוב ו, ו. ועל""ק בשה""ש ד""ה שחורה הב' בי' ב' רפ""ה יעו""ש [י, א]. [כ]."
,"ד, א",שהמלח מתולדות המים:,"”וכן מלח הארץ מחמת יחוד השמש בתגבורת נתהוו' העפר מלוח"" — סה""מ תקס""ג-ב ע' תרפח. וראה באוה""ת ויקרא-א ע' רכז מציין לבחיי בשם הרמב""ן ע""פ לא תשבית מלח. וראה באוה""ת שם ע' רלח."
,,"(ועיין במא""א אות מ""ם סעיף ע""א):","נזכר באוה""ת ויקרא-א ע' רלא ”מלח גימט' ג' הויות ג' גבורות הממתקות""."
,,"מבואר בע""ח:","ע' ש' הכללים (פ""י). [כ]."
,,הטעמים נמשכים מחכמה:,"ראה ע""ח שער אבי""ע רפ""א. אוה""ת ראה ע' ב'מח."
,,"ע""פ בהעלותך את הנרות:","לקו""ת לא, ג."
,,"סד""ה והיה מדי חודש:","לקו""ת ברכה צז, ד."
,,אודם מן האם:,"נדה לא, א."
,,בחכמה אתברירו:,"ע' ע""ח שער מוחין דצלם (רפ""ח) ובש' מ""ן ומ""ד (ריש דרוש א' מזח""ב פקודי (רנד, ב) במחשבה אתברירו ושם (סוף דרוש ג') ושם ש' אנ""ך (פ""ט), וע' אגה""ק סי' כ""ח כ' בכ""ד בזהר [בדוכתי טובא בזוה""ק] בחכ' כו' ול""מ. [כ]. וראה לקמן בהנסמן לפ' צו דף יג, ב."
,,,"וראה לקמן אמור לד, ג. נשא כא, א. ספר המאמרים תש""ח ע' 206 הערה יא."
,,"בביאור ע""פ והיה לכם לציצית:","ראה לקו""ת שלח מו, ג."
,,בחי' בוצינא דקרדוניתא:,"ראה זח""א טו, א. יח, ב."
,,אורך היריעה האחת:,"שמות כו, ב."
,,חכמת הקבלה:,"ראה אוה""ת ויקרא-א ע' רכו."
,,כולם בחכמה עשית:,"תהלים קד, כד."
,,"בזח""א ויחי דרמ""א ע""ב:","”כתיב לא תשבית מלח ברית אלקיך כו' בגין דאיהו ממרק ומבשם מרירא לאטעמא כו' כי צדיק ד' צדקות אהב דא מלחא בימא ומאן דפריש לון גרם לגרמי' מיתה בג""כ לא תשבית מלח עכ""ל"" — אוה""ת קדושים-ד ע' א'סב. מובא ביהל אור ע' כז. באוה""ת ויקרא-א ע' רל מעתיק לשון הזוהר הנ""ל ומפרש תי' ”ומבשם מרירא לאטעמא יש לפרש כי המל' בנינה מהגבורות ע""כ ממנה נמשך תוקף הדינים וזהו ענין המרירו, וע""י הסוד ממתיק דיניה"" ע""ש באריכות. וראה שם ע' רכז."
,,"דב""ב — ע""ב) בענין:","ראה הערת כ""ק אדמו""ר בהוספות — לעיל כ, ב."
,"ד, ב",ברית מלח עולם:,"במדבר יח, ט."
,,ביאור . . ולא תשבית:,"מאמר זה הוא משנת תקע""א. הנחה אחרת בסה""מ תקע""א מגוכתי""ק הצ""צ. מאמר זה בשינויים מכ""ק אדהצ""צ נדפס באוה""ת-ענינים ע' רפח, ומתחיל: ענין העבודה ומצות ת""ת. חלק מהמאמר נמצא ג""כ בהמשך מים רבים תרל""ו פרק קפה ראה בהנסמן להלן ד, ג שו""ה חכמתו."
,,"מאמר זה נזכר ג""כ להלן במדבר טז, סע""ב:","עפמ""ש בענין שרש העבודה ומצות ת""ת . . באריכות בביאור ע""פ ולא תשבית מלח. וראה דרמ""צ ד, ב: וכמשנ""ת אצלינו מצות עבודה ות""ת."
,,,"קיצור מהביאור לקמן נ, סע""ג."
,,,"נזכר אוה""ת בראשית-ו דף תתריד, ב."
,,"הנה בס' של בינונים פ""ג נתבאר:","ראה גם תו""א יג, ג. דרך מצותיך קנה, ב ובאוה""ת ענינים ע' קיג. קמג. ועוד."
,,מהות ועצמות נפש האלקית:,"ראה סה""מ תקס""ב ע' קעט. סה""מ תרפ""ח ע' קטו."
,,כח השכל שבנפש הוא רק כלי למהות ועצמיות הנפש:,"”דהנה שכל ומדות אינם עצם הנפש, אלא לבושים להנפש, והראי' שהרי ידוע דכל עצם בלתי מתחלק, ומאחר ששייך שכל ומדות ובשכל גופא יש ג""כ חילוקים חו""ב, ומאחר שיש התחלקות מוכרח לומר שאינו עצם הנפש שהוא בלתי מתחלק"". — ראה בארוכה בסה""מ תרמ""ג ע' טו. ד""ה אשרינו תרצ""ו ע' 53. בארוכה באוה""ת בראשית כרך ג תקכא, א ואילך."
,,"בד""ה פתח אליהו:","תו""א יג, ג."
,,"וזקני ת""ח כל מה שמזקינין דעתן מתיישבת:",סוף קנים.
,,כך נעשה אדם בצלמינו:,"בראשית א, כו."
,,"וכמ""ש בס' של בינונים דמ""ש הרמב""ם:","ראה בארוכה בדרך מצותיך מצות האמנת אלקות מו, ב. מצות עבד עברי פא, ב. פב, א בהג""ה שם. שורש מצות התפלה קל, ב ואילך."
,"ד, ג",וכמא' התי' אנת חכים:,בהקדמה.
,,שבתניא נתבאר:,"פ""ב."
,,"וכמ""ש באגה""ק:","בקו""א ד""ה להבין מ""ש בפע""ח [קנז, א]. [כ]. וראה בליקוט פי' שם."
,,על פסוק אלה מסעי:,"לקו""ת מסעי צה, א."
,,"ועמ""ש במ""א ע""פ ולא אבה:","לקו""ת כי תצא לח, ג. אוה""ת כי תצא ע' תתקפב ואילך."
,,שלמעלה מעלה גם כן מהחכמה:,"נתבאר באוה""ת ויקרא-ב ע' תקצו."
,,"טעם על מס""נ:","ראה תו""א צט, ב. הערת כ""ק אדמו""ר בסה""מ ה'תש""ט ע' 121."
,,"לאהבה את ה""א . . כי הוא חייך:","דברים ל, ב. ראה אוה""ת-מארז""ל וענינים ע' כג."
,,"ות""ת כנגד כולם:","פאה א, א."
,,ודברת בם:,"דברים ו, ז."
,,והענין כי התורה היא חכמתו ית':,"מכאן עד להלן ו, רע""א נמצא ג""כ בשינויים אחדים בהמשך מים רבים תרל""ו פרקים קפו-קפט. וראה שם ח""ב ס""ע תקיג ואילך."
,,נקרא התורה משל הקדמוני:,"ראה אוה""ת וארא ע' קנב."
,,"כמ""ש מזה בדרוש פורים:","תו""א צח, ב. ראה בלקו""ש ח""ז ע' 26 ואילך למה נזכר כאן בלשון בדרוש פורים. ע""ש בארוכה."
,,"בהמשך מים רבים שם (וכ""ה בגוכי""ק אדמו""ר מהר""ש של המים רבים):","בדרושי פורים. ובכתבי-יד מעתיקים של מאמר זה דהלקו""ת (ראה להלן בההוספות ברשימת הכת""י) הוא כבהלקו""ת."
,,והנה מבואר למעלה:,"במים רבים תרל""ו שם: והנה נת""ל בפ' קפ""ה (ושם בפקפ""ה נמצא לשון הלקו""ת במדבר טז, סע""ב בשינויים אחדים)."
,"ד, ד","התכללות ויחוד עצמות הנשמה בעצמות אור א""ס:","ראה לקו""ש-טו ע' 3 הערה 28 שמבאר שזהו ע""י הקדמת ק""ש ותפלה למס""נ באחד שאז כשעוסק בתורה כו' נעשה ג""כ יחוד והתכללות עצמיות הנפש כו' (ראה לקמן ה, א)."
,,"דאורייתא היא היכלא עילאה דקוב""ה:","זח""ב ר, א. [כ]. וראה בזה בארוכה יותר במים רבים שם ספקפ""ו."
,,"ואע""ג דאיהו לא חזי:","מגילה ג, א."
,,"בד""ה וידבר . . גבי חג השבועות:","לקו""ת במדבר טז, א. סה""מ תקס""ח ע' קג."
,,"בד""ה כי ביום הזה יכפר:","לקו""ת אחרי כז, א."
,,ומהדר תלמודי' מתלתין יומין:,"ראה פסחים סח, ב. רש""י ר""ה לה, א."
,,"רשב""י . . במה מדליקין:","במים רבים שם: רשב""י מעיקרא כי הוה מקשי רשב""י קושי' הוה מפרק לי' רפב""י י""ב פירוקי ולבסוף כי הוה מקשי רפב""י קושי' הוה מפרק לי' רשב""י כ""ד [כ""ה בגוכי""ק. ובהנדפס שם: כ""ה] פרוקי כנז' בשבת פרק במה מדליקין דל""ג ע""ב."
,,,"וע' (יא, א) תורתן אומנתן. ורבינו יונה ריש מס' ברכות קחשיב גם רשב""י שהי' מתלתין יומין לתלתין יומין ול""מ. [כנראה כוונתו לברכות ח, א ד""ה אלא ושם רשב""י לא הי' מתפלל אלא משנה לשנה]. [כ]."
,,מארי קבלה . . מועטים היו:,במים רבים שם: מועטים המה.
,,וגם המלאכים בקשו תורה:,"שבת פח, ב. ראה ביאורי הזהר א, ד. ובביאה""ז לכ""ק הצ""צ כרך ב ביאור על ביאה""ז הנ""ל."
,,בענינים גשמיים דוקא:,"ראה המשך תער""ב ח""ב ס""ע שסג."
,,"עסק התורה כנ""ל:","בהמשך מים רבים שם: כנ""ל פקפ""ו. ע""ש."
,,ולא תחללו:,"ויקרא כב, לב. ועל""ק סד""ה ונקדשתי [לג, ב] ובד""ה נאוו לחייך [שה""ש] (יד, ד). [כ]. וראה גם ד""ה כתיב לא תחללו בסה""מ תקס""ב ח""ב ע' שפו. ובהנסמן בס' מאמרי אדה""ז על פרשיות ח""ב ע' תשיט."
,,שאין אני והוא יכולים לדור:,"ראה סוטה ה, א. ערכין טו, ב."
,,נעשה חלל ומקום פנוי:,"ראה לקמן נא, ב ואילך."
,,"כיון — ע""כ:","במים רבים שם (ע' ריא): א""כ. אבל הוא טה""ד שם ובגוכי""ק דמים רבים הוא כהנדפס כאן."
,,"בד""ה זכור את יום השבת:","תו""א ע, ד: ולעתיד יהי' בחי' שבת מעלה ומטה שוין עכ""ל."
,"ה, א","ר""ל לשם התורה עצמה:","ראה תניא פ""ה."
,,"סד""ה ויקח קרח:","לקו""ת קרח נה, א."
,,כל האומר . . תורה אין לו:,"יבמות קט, ב. ועל""ק בואתחנן (ג, סע""ד). וש""נ. [כ]. ראה בסה""מ תש""ח ע' 266 בהערה."
,,"וכמ""ש האריז""ל למס""נ באחד:","ראה פע""ח שער הק""ש פי""ב. ב""ח או""ח ר""ס סא. אוה""ת תרומה ס""ע א'שסז."
,,אם ישים אליו לבו:,"איוב לד, יד."
,,תכלית חכ' תשובה:,"ברכות יז, א."
,,והלומד ואינו עושה:,"ירוש' פ""א דשבת ה""ב יעו""ש. [כ]."
,,"אלא תורה וגמ""ח:","ראה הערת כ""ק אדמו""ר בסה""מ תש""ח ע' 266."
,,"בד""ה וכל בניך למודי ה':","לקו""ת ראה כט, א ואילך."
,,"שבתוכה אור א""ס ב""ה:",במים רבים שם (ע' ריב) ליתא תיבות אלו.
,,נסעה וירדה עד:,"שם: נסעה וירדה כנ""ל בחכ' דבי""ע עד."
,,נסעה וירדה . . רק שנתלבשה בלבושי':,ראה תניא פ' ד-ה.
,,המלובשת — חכמת הקבלה:,"במים רבים שם: חכמת הקבלה עד""מ."
,,בבריאת שרפים וחיות:,"במים רבים שם: בבחי' שרפים וחיות. ובסה""מ תרל""ו ח""ב (הנחות כ""ק אדמו""ר מוהרש""ב נ""ע) ע' תקיז: אפי' בבריאה כמו בשרפי' חיות ואופנים. וראה להלן ה, ג שו""ה ית'."
,,"וזהו מ""ש בפע""ח דקבלה:","מכאן עד להלן ה, ב שו""ה ע""ש, ליתא במים רבים שם."
,,"בפע""ח דקבלה היא באצילות . . בעשי':",שער הנהגת הלימוד.
,"ה, ב",ובתגין שבהם נרמזו רזין דאורייתא:,"ראה לקו""ש חי""ט ע' 423 הערה 32. חל""ט ע' 149 הערה 34."
,,לחכימא ברמיזא:,"זח""א כו, ב. ועוד."
,,לימוד פנימיות התורה . . בחיוב לימוד זה:,"ראה גם סה""מ תקס""ה ע' ד (ובהנסמן שם)."
,,"במ""א סי' נ':","ועל""ק שה""ש כח, ריש א. [כ]. הל' ת""ת לאדה""ז פ""ב הי""ג. ראה לקו""ש חי""ד ע' 22 הערה 9."
,,"בפרדס שכ""ז פ""א:","ולהעיר מפמ""ג שם. — לקו""ש שם."
,,יש בתורה דברים שלא נתנו להתלבש למטה . . וכמו ויוסף הורד מצרימה ויקנהו פוטיפר גו':,"למה תפס דוקא דבר זה. — י""ל דזהו אותו הענין ממש, דויקנהו (קנין שהתורה מעידה על תקפו) פוטיפר ליוסף ובכ""ז לא נתלבש יוסף שם כלל ולא בלבלוהו עניני מצרים כלל (ראה תו""ח ס""פ ויחי) — לקו""ש חט""ו ע' 524."
,,ויוסף הורד מצרימה:,"בראשית לט, א."
,,פרק חלק:,"ב”היסוד השמיני""."
,,ובני חם כוש:,"בראשית י, ו."
,,ושם אשתו מהיטבאל:,"שם לו, לט."
,,ותמנע היתה פלגש:,"שם לו, יב."
,,אנכי ה' אלקיך:,"שמות כ, ב."
,,שמע ישראל:,"דברים ו, ד."
,,ובין — הגבורה:,במים רבים שם (ע' ריג): הגבורה כו'.
,,אורייתא מחכ' נפקת:,"זח""ב (סב, א. פה, א) וזח""ג (קפב, א). [כ]."
,,"מקרא שקורא . . ע""י האותיות אף שאינו משיג כלל:","באוה""ת על מארז""ל וענינים ע' רצג מציין: ובזה יובן מארז""ל [ב""מ לג, א] העוסקי' במקרא מדה ואינה מדה כי לא כמו משנה ותלמוד השגת מהות חכמתו משא""כ במקרא שאין החכמה מושג רק האותיו' וזהו כעין השגת המציאו' ולא המהות כמו בקבלה. [וראה ד""ה העוסק במקרא בס' מאמרי אדה""ז הקצרים ע' שנד]."
,,"בד""ה נר חנוכה:","תו""א מב, ב."
,,"וסד""ה צאינה וראינה:","לקו""ת שה""ש כב, א."
,,כל התורה שמותיו:,"על""ק בפ' פנחס (עו ריש ע""ב). וש""נ. [כ]. וראה בהנסמן במים רבים שם ע' שכג."
,,יפה שיחתן:,"ב""ר פ""ס, ח. פירש""י בראשית כד, מב. וראה אוה""ת חיי""ש קכט, א."
,"ה, ג","סד""ה ענין ק""ש:","לקו""ת פ' ואתחנן יב, ג."
,,בכלל לימוד המקרא . . לימוד האגדות:,"ראה הערת כ""ק אדמו""ר לעיל בהוספות יט, א."
,,"בד""ה כי קרוב אליך הדבר:","לקו""ת נצבים מו, א."
,,"ע""פ חסדי ה' כי לא תמנו:","אגה""ק ס""י."
,,"בד""ה שובה ישראל:","לקו""ת ש""ש סד, ד."
,,"סד""ה להבין ענין לחם משנה:","תו""א סו, ד."
,,"בביאור ע""פ לריח שמניך:","לקו""ת שה""ש ג, ג."
,,שידיעת — רמה ונשאה:,"בתניא שלפנינו: רבה ונשאה. וכ""ה בהמשך מים רבים שם (רבה). אבל ראה לוח התיקון לתניא שצ""ל: רמה (וש""נ לסה""מ אתהלך לאזניא ע' קסה). וכ""ה בסה""מ תרל""ו ח""ב ע' תקיח. וראה בליקוט פי'."
,,וידעת היום:,"דברים ד, לט."
,,דע את אלקי אביך:,"דברי הימים-א כח, ט."
,,ויצונו ה' לעשות:,"דברים ו, כד."
,,שהתורה נק' תרעא לדרתא:,"שבת לא, ב. [כ]."
,,"והיינו לגבי יר""ע וכמ""ש בסש""ב:","ראה סה""מ תרל""ו ח""ב ע' שו."
,,"ועפ""ז יתורץ מה שנדחקו:","מכאן עד להלן ה, ד שו""ה ביאור ליתא במים רבים שם."
,,לעולם ישלש אדם:,"ע""ז יט, ב. וש""נ. [כ]. ראה לקמן שה""ש ג, ג. ביאה""ז לאדה""א ב, ד. ביאה""ז לצ""צ כרך ב ע' תרכ. ובלקו""ש-ל ע' 173 ובהערות לשם."
,"ה, ד",השליש במקרא  . . מפנימי' התורה והאגדות:,"ראה לקו""ש חי""ח ע' 439."
,,ואפשר דגם לימוד מדרש רבה ושאר המדרשים . . מדרשי המקראות:,"בביאה""ז להצ""צ-ב ע' תרכ ”צ""ע בה' ת""ת שהן בכלל משנה, אבל בפ""ק דברכות די""א ע""ב נלע""ד ראי' למה שכתבתי דמבואר שם מגמ' ופרש""י דמדרש קרוב למקרא לפי שהן מדרשי המקראות, ולכן יש מ""ד שם בגמ' דלמקרא ומדרש צריך לברך ברכת התורה ולא משנה וגמרא, אלא דהמסקנא צריך לברך על כולם, אבל עכ""פ מבואר דמדרש שייך למקרא וצ""ע בנדרים דל""ז ע""א גבי ומלמדו מדרש כו' ואכמ""ל"" ע""ש."
,,ולכבודי בראתי:,"ישעי' מג, ז."
,,ואין כבוד אלא תורה:,"זח""ג רנג, ב. אבות ו, ג. ובת""ז (ה, א). [כ]."
,,יוצר אור ובורא חושך:,"ישעי' מה, ז."
,,"אמרז""ל במחשכים . . זה תלמוד בבלי:","סנהדרין כד, א."
,,ומקרא בעשי':,"באוה""ת בראשית כרך-ו דף תתרל, ב מציין לכאן ומוסיף ”שמובן ענין פי' מקרא בעשיי' לפי שמקרא לרוב מעלתו יורד ומתלבש עד העשיי'"" ע""ש. וראה אוה""ת במדבר כרך-ו ע' א'תקסב. ובליקוט פי' לתניא פרק מ."
,,"בד""ה מי מנה:","בבי' פ""ג. [כ]. פ' בלק סט, ד. וראה לקו""ש-כ ע' 226."
,,"וזהו שאמרז""ל:","בקה""ר ב, ט. [כ]."
,,אף חכמתי עמדה לי:,"קהלת ב, ט. ומפרש באוה""ת ויקרא-א ע' קצג ”והיינו כי היגיעה והעמל מוציא הכח הפנימי מההעלם אל הגילוי"" ע""ש."
,,לכו לחמו בלחמי:,"משלי ט, ה."
,,"לע""ל שיתגלה פנימית התורה:","ראה רש""י שה""ש א, ב."
,,"סד""ה וידבר משה אל ראשי המטות:","לקו""ת מטות פא, ד."
,,"ארז""ל חכם עדיף מנביא:","ב""ב יב, א. ועוד."
,,,"נתבאר בארוכה בד""ה להבין שרש ענין פסח ומצה — בתורת חיים ע""ס שמות (קפד, ב). בסוף סהמ""צ להצ""צ (קעב א)."
,,"סד""ה חייב איניש לבסומי בפוריא:","תו""א צה, ד."
,,"בביאור ע""פ אתה הצבת כל גבולות ארץ:","סידור שה, ד. אוה""ת נ""ך ב ע' תתקנט."
,,"ובד""ה אלה פקודי המשכן:","לעיל לקו""ת פקודי ג, א ואילך."
,,דלית מחשבה תפיסא בי':,"ת""ז בהקדמה."
,"ו, א",אבידת אביו ואבידת רבו:,"ב""מ לג, א. וראה בארוכה סה""מ תש""ד ע' 149. ספר הערכים-חב""ד כרך א' ע' טו."
,,"בד""ה אתם נצבים:","לקו""ת נצבים מד, ב."
,,"ובד""ה מקושש עצים:","לקו""ת שלח מב, ג."
,,"חטה הוא כ""ב אתוון:","זח""ג קפח, ב. [כ]."
,,"בד""ה וספרתם לכם:","לקו""ת במדבר יא, ג. וראה לקמן פ' שלח מו, ג."
,,תורת ה':,"תהלים א, ב."
,,והייתם לי:,"שמות יט, ה."
,,"כי לי בנ""י:","ויקרא כה, נה."
,,פת במלח תאכל:,"אבות ו, ד."
,,צמאה לך נפשי:,"תהלים סג, ב."
,,כלתה נפשי:,"שם פד, ג."
,,אם רץ לבך שוב:,"ת""ז בהק' (ז, א). ושם אי' בהמוקפים (כ""א לאחד). [כ]. בס""י פ""א הגי' ”למקום""."
,,"לאחד בכי""ק:","ניתוסף בהוצאת ווילנא תרס""ד. והכוונה לבוך גוכי""ק הצ""צ מלקו""ת מהדו""ק והוא בוך 1101-2."
,,"בד""ה צו את בנ""י ואמרת אליהם:","לקו""ת פנחס עז, ד."
,,ובחכמה אתברירו:,"ראה זח""ב קנד, ב. נסמן לעיל ויקרא ד, א."
,,"ע""ה אסור לאכול בשר:","פסחים מט, ב."
,,"בד""ה בהעלותך את הנרות:","לקו""ת בהעלותך לא, ג."
,,לעולם ירגיז אדם:,"ברכות ה, א."
,,"בינה . . בן י""ה:","רע""מ זח""ג קכב, א."
,,יסובבנהו יבוננהו:,"דברים לב, י."
,,"בד""ה אדם כי יקריב מכם:","לעיל ב, ב."
,"ו, ב","והנה הרמב""ן בפי' החומש:","ראה ביאורו באוה""ת ויקרא-א ע' רלא."
,,ועי' ברבינו בחיי שביאר דבריו:,"ראה באוה""ת ויקרא ע' רכז."
,,"והוא ע""ד הנזכר בזח""א דנ""א ע""א:","ראה לקמן פ' בשלח מה, ג. אוה""ת ויקרא-א ע' רלא."
,,"הקב""ה מוציא חמה מנרתיקה:","נדרים ח, ב. זח""ג יז, א."
,,גפרית ומלח שרפה:,"דברים כט, כב."
,,מלך במשפט יעמיד ארץ:,"משלי כט, ד."
,,"ואתם הדבקים בה""א:","דברים ד, ד."
,,שהתורה נקרא עוז ותושי':,"בז""ח במדרש הנעלם בראשית (ו, ב) [ה, ב] יעו""ש. מבו' הדבר כך. [כ]."
,,זה לעומת זה:,"קהלת ז, יד."
,,השמים כסאי:,"ישעי' סו, א."
,,והיו שמיך אשר על ראשך:,"דברים כח, כג."
,,"בד""ה זאת חוקת התורה:","לקו""ת חקת נח, ד."
,,בשם המדרש:,"ע' זח""ב סו, א. [כ]."
,,ברית מלח עולם:,"במדבר יח, יט."
,,טעמו וראו כי טוב:,"תהלים לד, ט."
,,"בזח""א דרמ""א ע""ב:","ראה גם אוה""ת ויקרא-ד ע' א'סב."
,,ומבשם מרירו לאטעמא:,"ראה אוה""ת ויקרא-א ע' רל: יש לפרש כי המל' בנינה מהגבורות ע""כ ממנה נמשך תוקף הדינים וזהו ענין המרירו, וע""י היסוד ממתיק דיני' גם זהו ע""ד מ""ה מברר ב""ן, ע""ש."
,,"כי מים הרעים שרשם נמשך ע""י ההבדלה . . סעי' טז:","ראה גם אוה""ת ויקרא-ד ע' פא."
,,מים המאררים:,"במדבר ה, יח."
,,נופת תטופנה . . ואחריתה:,"משלי ה, ג-ד."
,,רפאות תהי לשרך:,"שם ג, ח."
,,מפלגך ולתתא:,"ועל""ק שה""ש ד""ה ששים המה גו' הא' פ""א וב' יעו""ש. [כ]."
,,רקיע המבדיל בין מים למים:,"בראשית א, ו."
,"ו, ג","מ""ר ב""פ ק""ך וכחשבון עמלק:","מאו""א מ' סעי' צ""ב וביאיר נתיב בשם לקו""ת להאריז""ל."
,,יברכך . . יאר . . ישא:,"במדבר ו, כד-כו."
,,"תקון — נ""ד ע""א:","לפננו ע""פ משמעות הענין הוא (דמ""ז, א). [כ]."
,,ויתן עוז למלכו:,"שמואל-א ב, י."
,,"ע""פ ועתה יגדל נא:","אולי הכוונה לקו""ת שלח לט, ב. וראה באוה""ת פ' שלח ע""פ זה בארוכה."
,,"סד""ה שובה ישראל עד:","לקו""ת ש""ש סז, ג."
,,אהל בל יצען:,"ישעי' לג, כ."
,,וארשתיך לי לעולם:,"הושע ב, כא."
,,"בת""ז — דק""ח ע""א:","לפננו דק""י. [כ]. ראה גם אוה""ת ויקרא-א ע' רכט."
,,לחם עני:,"דברים טז, ג."
,,ואין עני אלא בדעת:,"נדרים (מא, א) אי' בדעה. וע' כתובות (סח, א) אי' עני עני בדעת יעו""ש. [כ]. ”שאין לו ידיעה והשגה באלקות ועבודתו היא רק מצד האמונה שלמטה מטעם ודעת"" — ד""ה השמים כסאי תשל""ו סעי' ג (סה""מ מלוקט-ג ע' קלד)."
,,"בזח""א בראשית דל""ג א':","מובא באוה""ת ויקרא-ב ע' תמב."
,,"בד""ה וידעת היום:","לקו""ת ואתחנן ד, א."
,,כשהיא רק בבחי' אמונה לבד נק' לחם עני:,"ראה ד""ה השמים כסאי תשל""ו סעי' ג (סה""מ מלוקט-ג ע' קלד)."
,,שמש ה':,"ראה תהלים פד, יב."
,,בא חבקוק:,"סוף מכות כד, א."
,,וצדיק באמונתו יחי':,"חבקוק ב, ד."
,,"בפ""ד דאבות:","מ""ט."
,"ו, ד",אם אין יראה . . אם אין חכמה:,"אבות ג, יז (בסדר הפוך)."
,,יאה עניותא לישראל:,"חגיגה ט, ב [כגרסת הע""י]. [כ]."
,,פתי יאמין לכל דבר:,"משלי יד, טו."
,,"וארז""ל פ""ק דחולין . . ע""ש בפרש""י:","ערומים בדעות כאדם הראשון ונמשכים אחריך כבהמה  דכאי רוח. ראה גם לקמן בחקותי נ, ג."
,,"ואצל הקב""ה הכל כפתיים:","ראה המשך באתי לגני תש""י פ""ה ע' 117 ואילך. ובארוכה בד""ה באתי לגני תשט""ו פ""ד ואילך."
,,בהמות הייתי עמך:,"תהלים עג, כב."
,,אדם ובהמה תושיע:,"תהלים לו, ז."
,,"בד""ה והיה מספר בנ""י כחול הים:","לקו""ת במדבר ה, ד."
,,"סד""ה המגביהי לשבת כו':","תו""א לח, ד."
,,"באו""ת פ' קרח:","הוצאת קה""ת מו, ג."
,,ברית מלח עולם:,"במדבר יח, יט."
,,אהרן שושבינא דמטרוניתא:,"רע""מ זח""ג כ, א. נג, ב."
,,ותקשור על ידו:,"בראשית לח, כח."
,,ממולח טהור קדש:,"שמות ל, לח."
,,וייראו המלחים:,"יונה א, ה."
,,עלה בכבש:,"זבחים ה, ג."
,,"ביום חתונתו זו מ""ת:","תענית כו, ב."
,,כי כל בשמים ובארץ דאחיד בשמיא וארעא:,"דברי הימים-א כט, יא. ת""י שם."
,,"בד""ה ושמתי כדכד:","לקמן פ' ראה כו, ד ואילך."
