		בד"ה שובה ישראל:	בבוך 1999 מציין שאולי הכוונה לקמן דרושים לש"ש סו, ד ”כי כמו שיש מחשבה דבור ומעשה בפו"מ כך יש כל בחי' הללו בשכל . . דא"ק נק' אדם דבריאה". ומוסיף ע"ז ”ולפי"ז אי"ז שיש אותיות למעלה מהשכל רק שיש מדרי' למעלה מהשכל שנחלקים לג' בחי'".
		ובביאור ע"פ חקת התורה:	לקו"ת חקת נט, ג.
		בד"ה שיר השירים:	לקו"ת שה"ש א, ג ”דכמו שיש אותיות הדבור ויש אותיות המחשבה, כך יש אותיות הכלולים בשכל וגם בלמעלה מהשכל". בבוך 1999 כ' ע"ז ”א"כ מבאר דיש בחי' אותיות בלמעלה מהשכל ולא שהמדרי' הם רק כדוגמת מחו"ד. או י"ל הכוונה כפשוטו שיש מדרי' דמחדו"מ גם למעלה מהחכמה".
		במק"מ (דט"ו ע"א):	בד"ה ציון במשפט תרס"ב ע' שסא מביא המק"מ: ”דטהירו סתם הוא בחי' א"ק, ואויר קדמון הוא בחי' האו"מ שע"ג א"ק" ע"ש בארוכה.
		שמבחי' הרשימו . . נתהוו בחי' אותיות רל"א שערים:	ראה סה"מ תרמ"ג ע' עט.
		ובמאו"א אות ט' סי' יז:	מובא גם באוה"ת משפטים-ז ע' ב'תשלח ומוסיף ע"ז ”ובאות אלף סעי' קנג כתב אויר קדמון הוא אויר שאינו נתפס הנשאר במקום הפנוי בעת הצמצום וכן נק' הכתר עליון כו' עכ"ל". וראה גם ביאה"ז לצ"צ-ב ע' תתקט. ובאוה"ת פ' יתרו ע' תתלט. ד"ה ציון במשפט תרס"ב ע' שסא בענין אויר קדמון.
		בד"ה מזוזה מימין:	תו"א מב, ג.
		בהרמ"ז ר"פ ויקרא:	באוה"ת חנוכה דף תתקנב, א ”וזהו שנק' האותיות אויר מקור האור שהאויר הוא למעלה ממו"ס בחי' רישא תנינא הנק' אוירא שנעשה גלגלתא לגבי מו"ס ומשם שרש האותיות כמבואר בהרמ"ז ר"פ ויקרא יעו"ש באריכות".
		בד"ה אני ישנה:	לקו"ת שה"ש לג, ג ”שהן המביאות והממשיכות אור א"ס ב"ה מההעלם אל הגילוי להיות גילוי אוא"ס ב"ה ממש בנפש האדם".
		עוטה אור כשלמה:	תהלים קד, ב.
		שאלוני — בת"א פ' משפטים:	ראה שם עח, ג.
		ע"פ ואתה מרבבות קדש:	ראה לקו"ת ברכה צג, א.
		בד"ה יביאו לבוש מל':	תו"א צ, א.
		כך עד"ז יובן עד"מ הנמשל למעלה:	באוה"ת ויקרא-ד ע' א'קסד מבאר ”כך עד"מ בחי' אותיות רל"א שערים שהם נק' מלבוש לאור א"ס דוקא להאור דוקא, משא"כ מהותו ועצמותו ית' אין שייך לומר בו מלבוש כו' וגם מה שמלבישים להאור לא כל בחי' האור רק קצת ממנו . . היינו שהאותיות הנ"ל הם עד"מ בחי' היותר תחתונה ושפלה מכל בחי' האור א"ס" ע"ש.
		מבואר בע"ח . . רק לשכך האזן נדבר כן עכ"ל:	בד"ה והר סיני תרס"ב ע' שכה מעיר ע"ז ”ושם מבואר זה לענין עתיק דאצי', אמנם כמו"כ י"ל גם למעלה מזה. והיינו כמ"ש בע"ח שער שבה"כ פ"ה שיש כדוגמת עתיק לעילא מגולגלתא דא"ק שהיא בחי' ראשית הקו הנמשך מבחי' מל' דמל' דא"ס כמו שהוא לפני הצמצום כו'.
		ע"ד הארה דהארה:	ראה ד"ה והר סיני תרס"ב ע' שכג.
		וע' בביאור האד"ר . . תיו רשים רשימו לע"י:	ראה גם ביאה"ז לצ"צ-א ע' כו. אוה"ת שה"ש-ג ע' א'יט.
		בחי' אחרונה שבמאציל:	”והיינו כי כללות האותיות הם בחי' אחרונה (והיינו בחי' מל' דא"ס, דמלכות היא בחי' אותיות כידוע . . והתי"ו הוא בחי' מלכות שבמלכות כמ"ש בלקו"ת שם [הכוונה לכאן] הרי שיש בחי' אותיות באוא"ס שלפה"צ" — הגהות לד"ה פתח אליהו תרנ"ח ע' נט, ע"ש בארוכה.
		מל' שבמל' שבא"ס:	בהגהות לפתח אליהו תרנ"ח ע' נח מוסיף ”ובד"ה להבין מ"ש באוצ"ח כ' דבבחי' זו הי' הצמצום, ובשער היחוד פי"ג משמע דהצמצום הי' גם בבחי' שלמעלה מזה כו'" ע"ש.
	נג, ג	שאין צודק ח"ו שום תואר וספי' בא"ס:	”והיינו ג"כ שיש שם ספי' באוא"ס אלא שאינן בבחי' ספי' ממש כ"א בכח לבד" — הגהות לד"ה פתח אליהו תרנ"ח ע' נח.
		בביאור ע"פ את שבתותי:	לעיל (בהר) מג, ג. ראה סה"מ תרנ"ז ס"ע קמז ואילך.
		ושהתי"ו היא בחי' אחרונה . . לשון רושם:	מובא בסה"מ תרס"ד ע' קלח.
		ענין העלם האור מהאותיות:	באוה"ת ויקרא-ב ע' תשו ”ולדברי האריז"ל י"ל שכללות האותיות והאור ענין אחד הוא ובחי' אחרונה שבהאור זהו ענין התי"ו כו' שבזה הי' הצמצום ונשאר רשימו, וצ"ע".
		(וגם איך . . שלו):	באוה"ת ויקרא ע' תשו נמצא: ”(עדיין אין בכל הנ"ל ביאור איך אין שום שינוי גם לגבי האור מענין ההעלם שלו כו').
		כמו חכם הבקי:	נמצא גם בסה"מ תרנ"ז ע' קמב ואילך ברוחב הביאור ע"ש. סה"מ תרמ"ז ע' מח.
		כגון מסכת יבמות:	באוה"ת ויקרא-ב ע' תשו מציין ע"ז ”חייב אדם לומר בלשון רבו שהזכיר מסכת זו".
		וברורים לו כאחותו:	ראה קידושין ל, ריש ע"ב, ברש"י.
		לימודו בגרסא:	ראה בד"ה תקעו בחדש תרס"ד. ובד"ה תקעו עזר"ת.
		כגון חזרת לשון המשנה:	מובא באוה"ת ויקרא-ב ע' תרד.
		אלו טרפות ואלו כשרות:	חולין מב, א. נד, א.
		חמשה עשרה נשים פוטרות:	ריש יבמות.
		ע"פ מאמר הזהר פ' אחרי דע"ט ב':	ביאה"ז לכ"ק אדהאמ"צ ע' עו, ג.
		לעולם ישנה אדם לתלמידו:	פסחים ג, ב. וש"נ. בסה"מ תרנ"ז ע' קמד מציין דבאמת אין זה דמיון אמיתי לבחי' הרשימה שנשאר בחלל ומקו"פ, כי בענין דרך קצרה הרי הקיצור הוא ג"כ גילוי אור אלא שהוא בחי' אור חיצוניות השכל שבא בהגבלה ויש בזה בהעלם מכל הפנימיות כו' אבל בענין הרשימה לא נשאר רק רשימה בעלמא היינו שאין בה גילוי אור כלל ואין לה שייכות אל האור שהיא נבדלת ממנו ע"ש בארוכה.
	נג, ד	וכמ"ש במ"א בענין טנת"א:	ראה שרש מצות התפלה פרק לב. אוה"ת דברים-ה ע' ב'מח. אוה"ת וארא ב'תקנח.
		שיר הלוים:	ר"ה לא, א. שלהי תמיד.
		החכמה מאין תמצא:	איוב כח, יב.
		ובלילה שירה עמי:	תהלים מב, ט.
		וזהו ענין ההפסק בין העולמות:	מבואר באוה"ת-ענינים ע' קנב.
		והמשל לזה עד"מ למטה מאותיות הגרסא:	בד"ה תקעו תרס"ד ע' קלח ”נראה דרושם מהאור השכל (ונר' דהיינו כמו שיודע הוא את ההלכה לעומקה ולאמתתה כמו שלמד כבר כו' הרושם מזה) מאיר בגילוי ממש באותי' הדבור שלו בלימוד דלמגרס ועצמו' אור השכל מאיר על האותי' דהדיבור בדרך מקיף כו')". עכ"ל.
		ואהי' שעשועים:	משלי ח, ל.
		בביאור ע"פ באתי לגני ספ"א:	לקו"ת שה"ש לב, ד.
		עין לא ראתה:	ישעי' סד, ג.
		בזהר בפ' חיי שרה דק"ל ע"ב:	ראה לקו"ת פ' האזינו עז, א.
		בפ' בראשית בהקדמה דף ד' ע"ב:	ראה גם לקמן סוכות פא, ג. אוה"ת נ"ך-א ע' שיח.
	נד, א	שאמר לעולמו די:	חגיגה יב, א.
		המגביהי לשבת המשפילי לראות:	תהלים קיג, ה-ו.
		דוקא — שהוא לבדו בכחו ויכלתו:	ראה אגה"ק סי' כ (קל, ב).
		כי הוא צוה ונבראו:	תהלים קמח, ה.
		ע"ש — בלקו"ת פ' עקב בד"ה ואכלת:	טז, א ושם מציין לתו"א צב, ב.
		אחר — שהוא מה שאור א"ס ב"ה הוא כל יכול:	ראה אוה"ת ענינים ע' קסו ”והוא בחי' רשימו הנשאר בחלל כי הוא ית' כל יכול ויש בו כח הגבול ג"כ דהיינו להגביל אור התפשטותו שבלתי מוגבלת כלל" ע"ש בארוכה.
		ברבות בראשית פ"ד:	ראה גם לקמן פ' קרח נג, ב. ביאה"ז להצ"צ-א ע' קה.
		עפמ"ש בפרדס שער האותיות:	מובא גם בד"ה קדש ישראל תרס"ו ע' תקט וז"ל שם ”בהד' מדרי' דרשימה חקיקה חציבה עשי' שנז' בפרדס שער האותיות פכ"ז כ' דרשימה היא למעלה מחקיקה דרשימו הוא רושם דק שאינו ניכר כ"כ, וחקיקה היא חקיקת ניכרת עכ"פ . . אבל רשימה הוא כמו מעבר לעבר שאין להאותיות מקום אחיזה כו'", ע"ש.
		רשימה חקיקה חציבה עשי':	ראה גם ס' מאמרי אדה"ז על מארז"ל ובהנסמן בהמ"מ שם.
		ד' בחי' אבי"ע:	בתרס"ו שם ע' תקי מפרש ”והיינו דרשימה הוא באצילות" ראה שם בארוכה.
	נד, ב	ו) — רק בבחי' קו דק:	ראה סה"מ תרנ"ה ע' רח בשם ”מבוא שערים שער א' פ"ב דלכן נמשך הקו דק וקצר מאד בכדי שלא יומשך אור נוסף בנאצלי' יותר מהצורך לכן נמשך בחי' קו דק כשיעור ומדה הצריך אל הנאצלים" ע"ש.
		והוא ענין שרש האור:	ראה ד"ה על ג' דברים — חגה"ש תרנ"א.
		שו"ה מלמעלה — מ"ש במ"א:	ועל"ק שה"ש (ח, ג). וש"נ. [כ].
		כמנין ורב כח:	מאו"א אות ר' סעי' כט. סידור ס, ב. ראה גם סה"מ תקס"ז ע' מג. אוה"ת-ענינים ע' קסח. רעב. אוה"ת וארא ע' קצז. ובליקוט פירושים לאגה"ק סי' כ בתחלתו. וראה הנסמן במילואים למ"מ במאמרי אדה"א במדבר-א ע' דש (לעמוד לא).
		התנאים . . שנכנסו לפרדס:	חגיגה יד, ב.
		ושמים בזרת תכן:	ישעי' מ, יב.
		וזה שייך רק בבחי' כלים דאצילות:	ראה לקו"ת שלח נ, ג. סידור עג, ג. דרך מצותיך קסט, א ועוד.
		מה שהוא ית' מאיר בגבול ותכלית וע' מזה באג"ה בד"ה איהו וחיוהי:	באוה"ת שמות כרך-ח ע' ב'תתצד מציין ”ושם משמע [= הכוונה ללקו"ת כאן] קצת שבהכלים דז"ת דאצי' שייך מספר וגבול וזהו ולתבונתו דוקא כלי הבינה שהיא מג"ר אין מספר, וכ"מ באג"ה ד"ה איהו וחיוהי בשם ע"ח".
		וע' בפרדס ערך גבול:	נזכר גם לקמן פ' עקב טז, ב. אוה"ת נ"ך-א ע' שלה.
		ובמאו"א אות ג' סעיף ה:	ראה גם לקמן פ' עקב טז, א. אוה"ת ויקרא-א ע' קל. ע' קפז. שם כרך-ג ע' תתפו.
		ויפרוש את האהל:	שמות מ, יט.
		כי גבוה מעל גבוה שומר:	קהלת ה, ז.
		וידבר שלשת אלפים משל:	מ"א ה, יב.
	נד, ג	והם גשמיים נגד הנמשל:	בדרך מצותיך קה, א מבאר שהמשל לגבי הנמשל הוא בחי' לבוש גס ועב.
		משמת ר"מ בטלו מושלי משלים:	סוטה מט, א. ראה גם דרך מצותיך ז, א. קה, ב.
		ע"כ יאמרו המושלים:	במדבר כא, כז.
		וישא משלו:	שם כג, ז והלאה.
		ברבות ס"פ נשא:	פי"ד. וראה גם לעיל פ' תזריע כג, ד.
		אין לך עשב מלמטה שאין לו:	ראה ב"ר י, ו. זח"א רנא, א. מו"נ ח"ב, פ"י.
		וגבוה מעל גבוה שומר:	נסמן לעיל נד, ב.
		וייצר ה"א את האדם:	בראשית ב, ז.
		בד"ה את שבתותי תשמרו:	לעיל מא, ד.
		עיני העדה:	ראה במדבר טו, כד.
	נד, ד	הוא עשנו:	תהלים ק, ג.
		בפרדס  . . ערך ארוך וערך ארך אפיים:	ראה גם אוה"ת פ' שלח ע' תעז שזה ענין ת"ת והוא נק' עולם ארוך.
		ובמא"א אות א' סעיף קכ"ד:	הלשון נעתק באוה"ת פ' שלח ע' תעז.
		ענין יוה"כ וסוכות:	הוספה ע"ז בתוס' מרובה מאדמו"ר צמ"צ נ"ע זי"ע ועכ"י ע' בוך פערטיל ד' (קטז, ב) ותרוה צמאונך. [כ].
		כמ"ש בזהר פ' אמור:	דף קא, א.
		ולכן ביוהכ"פ ה' עינויים . . שהתענוג מאכילה . . הם תענוג מדבר שחוץ ממנו:	ראה אוה"ת דברים-ה ע' ב'קכב בשם פע"ח שכל השנה מקבלים חיות מחיצוניות חג"ת, אבל ביוכ"פ המל' והבינה שניהם מקבלים ממקורא. ראה סידור ד"ה להבין ענין שרשי יוהכ"פ.
		בלק"ת בד"ה מי א-ל כמוך:	ר"ה סא, א ”שכל העולם הוא תחת הזמן והזמן הוא נחשב כרגע לפניו ית' שהוא למעלה מהזמן ואין לפניו שום התחלקות זמן כלל . . שהתשובה בכלות הנפש הוא למעלה מהזמן והעולם".
		ובד"ה האזינו השמים:	לקו"ת האזינו עב, ג.
		ובד"ה כי כארץ תוציא צמחה:	לקו"ת נצבים נא, א ואילך ”לפני ה' תטהרו . . שהוא בחי' קדוש ומובדל ומרומם למעלה מבחי' שם הוי'". באוה"ת ויקרא-ב ע' תשט מציין לזה ”שזהו קדושתי למעלה מקדושתכם . . והיינו שממשיכים בבחי' והנה מקום אתי הנ"ל בחי' המקו"פ והרשימו".
		אז תתענג על ה':	ישעי' נח, יד.
		שבת שבתון הוא לכם:	ויקרא כג, לב.
		דלכאורה אינו מובן:	וכן הקשה באוה"ת שה"ש-א ע' קיא ”וא"כ מאיזה טעם הוא שיוהכ"פ נק' שבת שבתון יהי' מצוה להתענות בו כלפי לייא".
		בשבת מצוה להתענג:	ראה או"ח ר"ס רמ"ב.
		אכלו רעים:	שה"ש ה, א.
		בלק"ת בד"ה ששת ימים:	פ' צו טו, ג. וכן באוה"ת פנחס ע' א'עז מציין ללקו"ת זה ומבאר לעיין שם ”מענין אכלו ריעים ואיך העוה"ב אין בו אכילה כו' לפי שאכילה ושתי' בבחי' א"פ ולע"ל יהי' גילוי אור מקיף כו'.
		ובפ' שלח סד"ה אני דפ' ציצית:	לקו"ת מז, א ואילך.
		חלל סוכה עד עשרים אמה:	ריש סוכה.
		דע את אלקי אביך:	דברי הימים-א כח, ט.
		ונפש חפצה כו':	ראה לקו"ש חי"ז ע' 337 שמבאר השייכות בין סופן של ההוספות להסיום של פ' בחוקותי.
