נכון_לתאריך,2017-11-01 22:57:45
טבלה,סמל_ישוב,שם_ישוב,סמל_רחוב,שם_רחוב
טבלת רחובות ,478  ,אכסאל               ,6722 ,מרכז-מצפון למסגד
טבלת רחובות ,478  ,אכסאל               ,6711 ,סעד וסעיד
טבלת רחובות ,478  ,אכסאל               ,139  ,רח 100
טבלת רחובות ,478  ,אכסאל               ,251  ,רח 200
טבלת רחובות ,478  ,אכסאל               ,245  ,רח 500
טבלת רחובות ,478  ,אכסאל               ,264  ,רח 10
טבלת רחובות ,478  ,אכסאל               ,148  ,רח 110
טבלת רחובות ,478  ,אכסאל               ,262  ,רח 510
טבלת רחובות ,478  ,אכסאל               ,233  ,רח 20
טבלת רחובות ,478  ,אכסאל               ,152  ,רח 120
טבלת רחובות ,478  ,אכסאל               ,172  ,רח 30
טבלת רחובות ,478  ,אכסאל               ,216  ,רח 40
טבלת רחובות ,478  ,אכסאל               ,105  ,רח 50
טבלת רחובות ,478  ,אכסאל               ,203  ,רח 150
טבלת רחובות ,478  ,אכסאל               ,115  ,רח 60
טבלת רחובות ,478  ,אכסאל               ,223  ,רח 160
טבלת רחובות ,478  ,אכסאל               ,199  ,רח 80
טבלת רחובות ,478  ,אכסאל               ,159  ,רח 90
טבלת רחובות ,478  ,אכסאל               ,157  ,רח 1
טבלת רחובות ,478  ,אכסאל               ,140  ,רח 101
טבלת רחובות ,478  ,אכסאל               ,252  ,רח 201
טבלת רחובות ,478  ,אכסאל               ,226  ,רח 11
טבלת רחובות ,478  ,אכסאל               ,149  ,רח 111
טבלת רחובות ,478  ,אכסאל               ,234  ,רח 21
טבלת רחובות ,478  ,אכסאל               ,154  ,רח 121
טבלת רחובות ,478  ,אכסאל               ,208  ,רח 31
טבלת רחובות ,478  ,אכסאל               ,217  ,רח 41
טבלת רחובות ,478  ,אכסאל               ,106  ,רח 51
טבלת רחובות ,478  ,אכסאל               ,204  ,רח 151
טבלת רחובות ,478  ,אכסאל               ,118  ,רח 61
טבלת רחובות ,478  ,אכסאל               ,205  ,רח 161
טבלת רחובות ,478  ,אכסאל               ,126  ,רח 71
טבלת רחובות ,478  ,אכסאל               ,200  ,רח 81
טבלת רחובות ,478  ,אכסאל               ,160  ,רח 91
טבלת רחובות ,478  ,אכסאל               ,164  ,רח 2
טבלת רחובות ,478  ,אכסאל               ,141  ,רח 102
טבלת רחובות ,478  ,אכסאל               ,253  ,רח 202
טבלת רחובות ,478  ,אכסאל               ,246  ,רח 502
טבלת רחובות ,478  ,אכסאל               ,227  ,רח 12
טבלת רחובות ,478  ,אכסאל               ,150  ,רח 112
טבלת רחובות ,478  ,אכסאל               ,244  ,רח 512
טבלת רחובות ,478  ,אכסאל               ,235  ,רח 22
טבלת רחובות ,478  ,אכסאל               ,132  ,רח 122
טבלת רחובות ,478  ,אכסאל               ,209  ,רח 32
טבלת רחובות ,478  ,אכסאל               ,218  ,רח 42
טבלת רחובות ,478  ,אכסאל               ,107  ,רח 52
טבלת רחובות ,478  ,אכסאל               ,119  ,רח 62
טבלת רחובות ,478  ,אכסאל               ,258  ,רח 162
טבלת רחובות ,478  ,אכסאל               ,173  ,רח 82
טבלת רחובות ,478  ,אכסאל               ,182  ,רח 92
טבלת רחובות ,478  ,אכסאל               ,165  ,רח 3
טבלת רחובות ,478  ,אכסאל               ,254  ,רח 203
טבלת רחובות ,478  ,אכסאל               ,247  ,רח 503
טבלת רחובות ,478  ,אכסאל               ,228  ,רח 13
טבלת רחובות ,478  ,אכסאל               ,151  ,רח 113
טבלת רחובות ,478  ,אכסאל               ,171  ,רח 23
טבלת רחובות ,478  ,אכסאל               ,133  ,רח 123
טבלת רחובות ,478  ,אכסאל               ,210  ,רח 33
טבלת רחובות ,478  ,אכסאל               ,219  ,רח 43
טבלת רחובות ,478  ,אכסאל               ,108  ,רח 53
טבלת רחובות ,478  ,אכסאל               ,155  ,רח 153
טבלת רחובות ,478  ,אכסאל               ,156  ,רח 63
טבלת רחובות ,478  ,אכסאל               ,259  ,רח 163
טבלת רחובות ,478  ,אכסאל               ,192  ,רח 73
טבלת רחובות ,478  ,אכסאל               ,174  ,רח 83
טבלת רחובות ,478  ,אכסאל               ,161  ,רח 93
טבלת רחובות ,478  ,אכסאל               ,166  ,רח 4
טבלת רחובות ,478  ,אכסאל               ,142  ,רח 104
טבלת רחובות ,478  ,אכסאל               ,248  ,רח 504
טבלת רחובות ,478  ,אכסאל               ,229  ,רח 14
טבלת רחובות ,478  ,אכסאל               ,186  ,רח 114
טבלת רחובות ,478  ,אכסאל               ,237  ,רח 24
טבלת רחובות ,478  ,אכסאל               ,134  ,רח 124
טבלת רחובות ,478  ,אכסאל               ,211  ,רח 34
טבלת רחובות ,478  ,אכסאל               ,109  ,רח 54
טבלת רחובות ,478  ,אכסאל               ,188  ,רח 154
טבלת רחובות ,478  ,אכסאל               ,121  ,רח 64
טבלת רחובות ,478  ,אכסאל               ,265  ,רח 164
טבלת רחובות ,478  ,אכסאל               ,193  ,רח 74
טבלת רחובות ,478  ,אכסאל               ,175  ,רח 84
טבלת רחובות ,478  ,אכסאל               ,162  ,רח 94
טבלת רחובות ,478  ,אכסאל               ,167  ,רח 5
טבלת רחובות ,478  ,אכסאל               ,143  ,רח 105
טבלת רחובות ,478  ,אכסאל               ,249  ,רח 505
טבלת רחובות ,478  ,אכסאל               ,158  ,רח 15
טבלת רחובות ,478  ,אכסאל               ,127  ,רח 115
טבלת רחובות ,478  ,אכסאל               ,238  ,רח 25
טבלת רחובות ,478  ,אכסאל               ,212  ,רח 35
טבלת רחובות ,478  ,אכסאל               ,100  ,רח 45
טבלת רחובות ,478  ,אכסאל               ,110  ,רח 55
טבלת רחובות ,478  ,אכסאל               ,243  ,רח 155
טבלת רחובות ,478  ,אכסאל               ,122  ,רח 65
טבלת רחובות ,478  ,אכסאל               ,194  ,רח 75
טבלת רחובות ,478  ,אכסאל               ,184  ,רח 95
טבלת רחובות ,478  ,אכסאל               ,195  ,רח 195
טבלת רחובות ,478  ,אכסאל               ,168  ,רח 6
טבלת רחובות ,478  ,אכסאל               ,144  ,רח 106
טבלת רחובות ,478  ,אכסאל               ,230  ,רח 16
טבלת רחובות ,478  ,אכסאל               ,128  ,רח 116
טבלת רחובות ,478  ,אכסאל               ,239  ,רח 26
טבלת רחובות ,478  ,אכסאל               ,213  ,רח 36
טבלת רחובות ,478  ,אכסאל               ,101  ,רח 46
טבלת רחובות ,478  ,אכסאל               ,111  ,רח 56
טבלת רחובות ,478  ,אכסאל               ,222  ,רח 156
טבלת רחובות ,478  ,אכסאל               ,123  ,רח 66
טבלת רחובות ,478  ,אכסאל               ,220  ,רח 76
טבלת רחובות ,478  ,אכסאל               ,176  ,רח 86
טבלת רחובות ,478  ,אכסאל               ,135  ,רח 96
טבלת רחובות ,478  ,אכסאל               ,145  ,רח 107
טבלת רחובות ,478  ,אכסאל               ,250  ,רח 507
טבלת רחובות ,478  ,אכסאל               ,263  ,רח 17
טבלת רחובות ,478  ,אכסאל               ,129  ,רח 117
טבלת רחובות ,478  ,אכסאל               ,240  ,רח 27
טבלת רחובות ,478  ,אכסאל               ,261  ,רח 37
טבלת רחובות ,478  ,אכסאל               ,102  ,רח 47
טבלת רחובות ,478  ,אכסאל               ,112  ,רח 57
טבלת רחובות ,478  ,אכסאל               ,116  ,רח 157
טבלת רחובות ,478  ,אכסאל               ,124  ,רח 67
טבלת רחובות ,478  ,אכסאל               ,196  ,רח 77
טבלת רחובות ,478  ,אכסאל               ,177  ,רח 87
טבלת רחובות ,478  ,אכסאל               ,136  ,רח 97
טבלת רחובות ,478  ,אכסאל               ,169  ,רח 8
טבלת רחובות ,478  ,אכסאל               ,146  ,רח 108
טבלת רחובות ,478  ,אכסאל               ,231  ,רח 18
טבלת רחובות ,478  ,אכסאל               ,130  ,רח 118
טבלת רחובות ,478  ,אכסאל               ,241  ,רח 28
טבלת רחובות ,478  ,אכסאל               ,214  ,רח 38
טבלת רחובות ,478  ,אכסאל               ,103  ,רח 48
טבלת רחובות ,478  ,אכסאל               ,113  ,רח 58
טבלת רחובות ,478  ,אכסאל               ,117  ,רח 158
טבלת רחובות ,478  ,אכסאל               ,125  ,רח 68
טבלת רחובות ,478  ,אכסאל               ,197  ,רח 78
טבלת רחובות ,478  ,אכסאל               ,178  ,רח 88
טבלת רחובות ,478  ,אכסאל               ,137  ,רח 98
טבלת רחובות ,478  ,אכסאל               ,170  ,רח 9
טבלת רחובות ,478  ,אכסאל               ,147  ,רח 109
טבלת רחובות ,478  ,אכסאל               ,232  ,רח 19
טבלת רחובות ,478  ,אכסאל               ,131  ,רח 119
טבלת רחובות ,478  ,אכסאל               ,206  ,רח 29
טבלת רחובות ,478  ,אכסאל               ,215  ,רח 39
טבלת רחובות ,478  ,אכסאל               ,104  ,רח 49
טבלת רחובות ,478  ,אכסאל               ,114  ,רח 59
טבלת רחובות ,478  ,אכסאל               ,260  ,רח 159
טבלת רחובות ,478  ,אכסאל               ,198  ,רח 79
טבלת רחובות ,478  ,אכסאל               ,179  ,רח 89
טבלת רחובות ,478  ,אכסאל               ,138  ,רח 99
טבלת רחובות ,478  ,אכסאל               ,6714 ,שכונה חדשה
טבלת רחובות ,478  ,אכסאל               ,6710 ,שכונה מזרחית
טבלת רחובות ,478  ,אכסאל               ,6731 ,שכונה מערבית
טבלת רחובות ,478  ,אכסאל               ,6712 ,שכונה צפונית
טבלת רחובות ,1359 ,אל סייד             ,9000 ,אל סייד
טבלת רחובות ,1339 ,אל-עזי              ,9000 ,אל-עזי
טבלת רחובות ,1316 ,אל-עריאן            ,9000 ,אל-עריאן
טבלת רחובות ,4003 ,אל-רום              ,9000 ,אל-רום
טבלת רחובות ,1145 ,אלומה               ,9000 ,אלומה
טבלת רחובות ,1145 ,אלומה               ,101  ,חזון יחזקאל
טבלת רחובות ,330  ,אלומות              ,9000 ,אלומות
טבלת רחובות ,1182 ,אלון הגליל          ,9000 ,אלון הגליל
טבלת רחובות ,3579 ,אלון מורה           ,9000 ,אלון מורה
טבלת רחובות ,3579 ,אלון מורה           ,102  ,ארץ חמדה
טבלת רחובות ,3579 ,אלון מורה           ,107  ,בשן
טבלת רחובות ,3579 ,אלון מורה           ,108  ,גלעד
טבלת רחובות ,3579 ,אלון מורה           ,110  ,דרך שמונה עליות
טבלת רחובות ,3579 ,אלון מורה           ,106  ,חרמון
טבלת רחובות ,3579 ,אלון מורה           ,109  ,כנסת ישראל
טבלת רחובות ,3579 ,אלון מורה           ,105  ,מוריה
טבלת רחובות ,3579 ,אלון מורה           ,111  ,משעול הכרכום
טבלת רחובות ,3579 ,אלון מורה           ,112  ,משעול המור
טבלת רחובות ,3579 ,אלון מורה           ,113  ,משעול הציפורן
טבלת רחובות ,3579 ,אלון מורה           ,114  ,משעול הצרי
טבלת רחובות ,3579 ,אלון מורה           ,6501 ,נווה תרצה
טבלת רחובות ,3579 ,אלון מורה           ,101  ,נצח ישראל
טבלת רחובות ,3579 ,אלון מורה           ,103  ,סיני
טבלת רחובות ,3579 ,אלון מורה           ,6500 ,שכ רמי
טבלת רחובות ,3579 ,אלון מורה           ,104  ,שניר
טבלת רחובות ,3604 ,אלון שבות           ,116  ,אל ההר
טבלת רחובות ,3604 ,אלון שבות           ,9000 ,אלון שבות
טבלת רחובות ,3604 ,אלון שבות           ,120  ,גבעת החי"ש
טבלת רחובות ,3604 ,אלון שבות           ,101  ,האגוז
טבלת רחובות ,3604 ,אלון שבות           ,122  ,האלה
טבלת רחובות ,3604 ,אלון שבות           ,111  ,האלון
טבלת רחובות ,3604 ,אלון שבות           ,107  ,הארז
טבלת רחובות ,3604 ,אלון שבות           ,109  ,הזית
טבלת רחובות ,3604 ,אלון שבות           ,123  ,החורש
טבלת רחובות ,3604 ,אלון שבות           ,124  ,הישיבה
טבלת רחובות ,3604 ,אלון שבות           ,114  ,הל"ה
טבלת רחובות ,3604 ,אלון שבות           ,121  ,הרימון
טבלת רחובות ,3604 ,אלון שבות           ,103  ,הרקפת
טבלת רחובות ,3604 ,אלון שבות           ,104  ,השיירות
טבלת רחובות ,3604 ,אלון שבות           ,105  ,התאנה
טבלת רחובות ,3604 ,אלון שבות           ,110  ,התמר
טבלת רחובות ,3604 ,אלון שבות           ,102  ,ישיבת הר עציון
טבלת רחובות ,3604 ,אלון שבות           ,119  ,כ"ח באייר
טבלת רחובות ,3604 ,אלון שבות           ,118  ,מגדל עדר
טבלת רחובות ,3604 ,אלון שבות           ,113  ,מגיני הגוש
טבלת רחובות ,3604 ,אלון שבות           ,106  ,מעלה מיכאל
טבלת רחובות ,3604 ,אלון שבות           ,112  ,משעול הגפן
טבלת רחובות ,3604 ,אלון שבות           ,126  ,משעול הדקלים
טבלת רחובות ,3604 ,אלון שבות           ,108  ,משעול הורד
טבלת רחובות ,3604 ,אלון שבות           ,117  ,נצח ירושלים
טבלת רחובות ,3604 ,אלון שבות           ,115  ,קבוצת אברהם
טבלת רחובות ,3604 ,אלון שבות           ,6500 ,שכ גבעות
טבלת רחובות ,3604 ,אלון שבות           ,6502 ,שכ גבעת הברכה
טבלת רחובות ,3604 ,אלון שבות           ,6501 ,שכ גבעת העץ
טבלת רחובות ,3604 ,אלון שבות           ,6503 ,שכ משתלות
טבלת רחובות ,429  ,אלוני אבא           ,9000 ,אלוני אבא
טבלת רחובות ,429  ,אלוני אבא           ,106  ,האגוז
טבלת רחובות ,429  ,אלוני אבא           ,117  ,האלה
טבלת רחובות ,429  ,אלוני אבא           ,101  ,האלונים
טבלת רחובות ,429  ,אלוני אבא           ,104  ,הגפן
טבלת רחובות ,429  ,אלוני אבא           ,113  ,הדולב
טבלת רחובות ,429  ,אלוני אבא           ,111  ,ההדרים
טבלת רחובות ,429  ,אלוני אבא           ,112  ,הזית
טבלת רחובות ,429  ,אלוני אבא           ,119  ,החוה
טבלת רחובות ,429  ,אלוני אבא           ,115  ,החורש
טבלת רחובות ,429  ,אלוני אבא           ,109  ,החרוב
טבלת רחובות ,429  ,אלוני אבא           ,114  ,הכלניות
טבלת רחובות ,429  ,אלוני אבא           ,108  ,הכרמים
טבלת רחובות ,429  ,אלוני אבא           ,105  ,הסמטה הירוקה
טבלת רחובות ,429  ,אלוני אבא           ,120  ,העמל
טבלת רחובות ,429  ,אלוני אבא           ,116  ,העמק
טבלת רחובות ,429  ,אלוני אבא           ,107  ,הרמון
טבלת רחובות ,429  ,אלוני אבא           ,103  ,הרקפות
טבלת רחובות ,429  ,אלוני אבא           ,118  ,השקד
טבלת רחובות ,429  ,אלוני אבא           ,110  ,סמטת הדקלים
טבלת רחובות ,429  ,אלוני אבא           ,121  ,סמטת הצבר
טבלת רחובות ,429  ,אלוני אבא           ,102  ,שדרת הברושים
טבלת רחובות ,4017 ,אלוני הבשן          ,9000 ,אלוני הבשן
טבלת רחובות ,868  ,אלוני יצחק          ,9000 ,אלוני יצחק
טבלת רחובות ,868  ,אלוני יצחק          ,6500 ,כפר הנוער
טבלת רחובות ,285  ,אלונים              ,9000 ,אלונים
טבלת רחובות ,4002 ,אלי-עד              ,9000 ,אלי-עד
טבלת רחובות ,1365 ,אליאב               ,9000 ,אליאב
טבלת רחובות ,1365 ,אליאב               ,102  ,אשחר
טבלת רחובות ,1365 ,אליאב               ,103  ,האטד
טבלת רחובות ,1365 ,אליאב               ,104  ,האשל
טבלת רחובות ,1365 ,אליאב               ,105  ,הגפן
טבלת רחובות ,1365 ,אליאב               ,101  ,הזית
טבלת רחובות ,1365 ,אליאב               ,107  ,הלוטם
טבלת רחובות ,1365 ,אליאב               ,106  ,הליבנה
טבלת רחובות ,1365 ,אליאב               ,108  ,הצבר
טבלת רחובות ,1365 ,אליאב               ,110  ,השיטה
טבלת רחובות ,1365 ,אליאב               ,109  ,השקד
טבלת רחובות ,1365 ,אליאב               ,100  ,חרוב
טבלת רחובות ,41   ,אליכין              ,9000 ,אליכין
טבלת רחובות ,41   ,אליכין              ,107  ,בשמת
טבלת רחובות ,41   ,אליכין              ,6500 ,גבעת הבריכה
טבלת רחובות ,41   ,אליכין              ,124  ,האיה
טבלת רחובות ,41   ,אליכין              ,108  ,האירוס
טבלת רחובות ,41   ,אליכין              ,121  ,האנפה
טבלת רחובות ,41   ,אליכין              ,153  ,הגפן
טבלת רחובות ,41   ,אליכין              ,120  ,הדרור
טבלת רחובות ,41   ,אליכין              ,123  ,הורד
טבלת רחובות ,41   ,אליכין              ,118  ,הזמיר
טבלת רחובות ,41   ,אליכין              ,114  ,החוגלה
טבלת רחובות ,41   ,אליכין              ,115  ,החוחית
טבלת רחובות ,41   ,אליכין              ,113  ,החופית
טבלת רחובות ,41   ,אליכין              ,112  ,החצב
טבלת רחובות ,41   ,אליכין              ,111  ,החרצית
טבלת רחובות ,41   ,אליכין              ,154  ,היסמין
טבלת רחובות ,41   ,אליכין              ,110  ,היסעור
טבלת רחובות ,41   ,אליכין              ,125  ,הכלנית
טבלת רחובות ,41   ,אליכין              ,137  ,הלילך
טבלת רחובות ,41   ,אליכין              ,109  ,הנורית
טבלת רחובות ,41   ,אליכין              ,126  ,הנחליאלי
טבלת רחובות ,41   ,אליכין              ,155  ,הנרקיס
טבלת רחובות ,41   ,אליכין              ,127  ,הסביון
טבלת רחובות ,41   ,אליכין              ,128  ,הסחלב
טבלת רחובות ,41   ,אליכין              ,129  ,הסייפן
טבלת רחובות ,41   ,אליכין              ,122  ,הסלעית
טבלת רחובות ,41   ,אליכין              ,119  ,הסנונית
טבלת רחובות ,41   ,אליכין              ,130  ,העפרוני
טבלת רחובות ,41   ,אליכין              ,117  ,הפשוש
טבלת רחובות ,41   ,אליכין              ,131  ,הצבעוני
טבלת רחובות ,41   ,אליכין              ,132  ,הצופית
טבלת רחובות ,41   ,אליכין              ,133  ,הצפורן
טבלת רחובות ,41   ,אליכין              ,152  ,הרימון
טבלת רחובות ,41   ,אליכין              ,156  ,הרקפת
טבלת רחובות ,41   ,אליכין              ,101  ,הרש"ש
טבלת רחובות ,41   ,אליכין              ,134  ,השחף
טבלת רחובות ,41   ,אליכין              ,116  ,השלדג
טבלת רחובות ,41   ,אליכין              ,151  ,התאנה
טבלת רחובות ,41   ,אליכין              ,135  ,התמר
טבלת רחובות ,41   ,אליכין              ,105  ,חבצלת השרון
טבלת רחובות ,41   ,אליכין              ,103  ,כנפי נשרים
טבלת רחובות ,41   ,אליכין              ,102  ,מרבד הקסמים
טבלת רחובות ,41   ,אליכין              ,138  ,סיגלית
טבלת רחובות ,41   ,אליכין              ,106  ,רמב"ם
טבלת רחובות ,41   ,אליכין              ,104  ,שבזי
טבלת רחובות ,41   ,אליכין              ,6501 ,שכ האלונים
טבלת רחובות ,41   ,אליכין              ,136  ,שקד
טבלת רחובות ,1248 ,אליפז               ,9000 ,אליפז
טבלת רחובות ,730  ,אליפלט              ,9000 ,אליפלט
טבלת רחובות ,682  ,אליקים              ,9000 ,אליקים
טבלת רחובות ,204  ,אלישיב              ,9000 ,אלישיב
טבלת רחובות ,204  ,אלישיב              ,102  ,הבאר
טבלת רחובות ,204  ,אלישיב              ,106  ,הגבעה
טבלת רחובות ,204  ,אלישיב              ,110  ,הגורן
טבלת רחובות ,204  ,אלישיב              ,103  ,הגפן
טבלת רחובות ,204  ,אלישיב              ,105  ,הזית
טבלת רחובות ,204  ,אלישיב              ,112  ,החיטה
טבלת רחובות ,204  ,אלישיב              ,111  ,החרוב
טבלת רחובות ,204  ,אלישיב              ,113  ,הכלנית
טבלת רחובות ,204  ,אלישיב              ,107  ,הראשונים
טבלת רחובות ,204  ,אלישיב              ,108  ,הרימון
טבלת רחובות ,204  ,אלישיב              ,109  ,השעורה
טבלת רחובות ,204  ,אלישיב              ,104  ,התאנה
טבלת רחובות ,204  ,אלישיב              ,101  ,התמר
טבלת רחובות ,841  ,אלישמע              ,9000 ,אלישמע
טבלת רחובות ,841  ,אלישמע              ,105  ,הדקל
טבלת רחובות ,841  ,אלישמע              ,101  ,הורדים
טבלת רחובות ,841  ,אלישמע              ,104  ,הנרקיס
טבלת רחובות ,841  ,אלישמע              ,6500 ,הרחבה
טבלת רחובות ,841  ,אלישמע              ,103  ,הרקפת
טבלת רחובות ,841  ,אלישמע              ,102  ,כלנית
טבלת רחובות ,841  ,אלישמע              ,114  ,סמ אורן
טבלת רחובות ,841  ,אלישמע              ,119  ,סמ אלה
טבלת רחובות ,841  ,אלישמע              ,117  ,סמ אלון
טבלת רחובות ,841  ,אלישמע              ,118  ,סמ אקליפטוס
טבלת רחובות ,841  ,אלישמע              ,113  ,סמ ברוש
טבלת רחובות ,841  ,אלישמע              ,115  ,סמ זית
טבלת רחובות ,841  ,אלישמע              ,112  ,סמ חרוב
טבלת רחובות ,841  ,אלישמע              ,111  ,סמ צאלון
טבלת רחובות ,841  ,אלישמע              ,116  ,סמ תמר
טבלת רחובות ,1125 ,אלמגור              ,9000 ,אלמגור
טבלת רחובות ,3556 ,אלמוג               ,9000 ,אלמוג
טבלת רחובות ,1309 ,אלעד                ,123  ,אבטליון
טבלת רחובות ,1309 ,אלעד                ,220  ,אבן גבירול
טבלת רחובות ,1309 ,אלעד                ,211  ,אבן עזרא
טבלת רחובות ,1309 ,אלעד                ,9000 ,אלעד
טבלת רחובות ,1309 ,אלעד                ,210  ,בעלי התוספות
טבלת רחובות ,1309 ,אלעד                ,223  ,הב"ח
טבלת רחובות ,1309 ,אלעד                ,126  ,הזמיר
טבלת רחובות ,1309 ,אלעד                ,113  ,הלל
טבלת רחובות ,1309 ,אלעד                ,110  ,המאירי
טבלת רחובות ,1309 ,אלעד                ,224  ,המהרש"ל
טבלת רחובות ,1309 ,אלעד                ,225  ,הר"ן
טבלת רחובות ,1309 ,אלעד                ,104  ,הרא"ש
טבלת רחובות ,1309 ,אלעד                ,218  ,הרי"ף
טבלת רחובות ,1309 ,אלעד                ,106  ,התאנה
טבלת רחובות ,1309 ,אלעד                ,127  ,התור
טבלת רחובות ,1309 ,אלעד                ,103  ,חוני המעגל
טבלת רחובות ,1309 ,אלעד                ,109  ,סעדיה גאון
טבלת רחובות ,1309 ,אלעד                ,217  ,עובדיה מברטנורה
טבלת רחובות ,1309 ,אלעד                ,219  ,ראב"ד
טבלת רחובות ,1309 ,אלעד                ,108  ,רבי חייא
טבלת רחובות ,1309 ,אלעד                ,124  ,רבי טרפון
טבלת רחובות ,1309 ,אלעד                ,213  ,רבי יהודה הלוי
טבלת רחובות ,1309 ,אלעד                ,105  ,רבי יהודה הנשיא
טבלת רחובות ,1309 ,אלעד                ,221  ,רבי יהושע
טבלת רחובות ,1309 ,אלעד                ,203  ,רבי יונתן בן עוזיאל
טבלת רחובות ,1309 ,אלעד                ,204  ,רבי יוסי בן קיסמא
טבלת רחובות ,1309 ,אלעד                ,107  ,רבי יוסף קארו
טבלת רחובות ,1309 ,אלעד                ,201  ,רבי מאיר
טבלת רחובות ,1309 ,אלעד                ,116  ,רבי עקיבא
טבלת רחובות ,1309 ,אלעד                ,202  ,רבי פנחס בן יאיר
טבלת רחובות ,1309 ,אלעד                ,114  ,רבי שמואל הנגיד
טבלת רחובות ,1309 ,אלעד                ,215  ,רבינו בחיי
טבלת רחובות ,1309 ,אלעד                ,214  ,רבינו גרשום
טבלת רחובות ,1309 ,אלעד                ,212  ,רבינו חננאל
טבלת רחובות ,1309 ,אלעד                ,222  ,רבן גמליאל
טבלת רחובות ,1309 ,אלעד                ,111  ,רבן יוחנן בן זכאי
טבלת רחובות ,1309 ,אלעד                ,101  ,רבנו ניסים גאון
טבלת רחובות ,1309 ,אלעד                ,102  ,רבנו תם
טבלת רחובות ,1309 ,אלעד                ,115  ,רד"ק
טבלת רחובות ,1309 ,אלעד                ,6509 ,רובע A
טבלת רחובות ,1309 ,אלעד                ,6505 ,רובע B
טבלת רחובות ,1309 ,אלעד                ,6508 ,רובע C
טבלת רחובות ,1309 ,אלעד                ,6506 ,רובע D
טבלת רחובות ,1309 ,אלעד                ,6501 ,רובע E
טבלת רחובות ,1309 ,אלעד                ,6503 ,רובע F
טבלת רחובות ,1309 ,אלעד                ,6504 ,רובע G
טבלת רחובות ,1309 ,אלעד                ,6502 ,רובע H
טבלת רחובות ,1309 ,אלעד                ,122  ,ריטב"א
טבלת רחובות ,1309 ,אלעד                ,226  ,רמ"ה
טבלת רחובות ,1309 ,אלעד                ,209  ,רמב"ם
טבלת רחובות ,1309 ,אלעד                ,207  ,רמב"ן
טבלת רחובות ,1309 ,אלעד                ,208  ,רש"י
טבלת רחובות ,1309 ,אלעד                ,206  ,רשב"י
טבלת רחובות ,1309 ,אלעד                ,121  ,רשב"ם
טבלת רחובות ,1309 ,אלעד                ,6500 ,שכ מרומי אלעד
טבלת רחובות ,1309 ,אלעד                ,112  ,שמאי
טבלת רחובות ,1309 ,אלעד                ,216  ,שמעון בן שטח
טבלת רחובות ,1309 ,אלעד                ,205  ,שמעון הצדיק
טבלת רחובות ,1309 ,אלעד                ,125  ,שמעיה
טבלת רחובות ,3618 ,אלעזר               ,9000 ,אלעזר
טבלת רחובות ,3618 ,אלעזר               ,101  ,גופנה
טבלת רחובות ,3618 ,אלעזר               ,102  ,יהודה
טבלת רחובות ,3618 ,אלעזר               ,103  ,יהודית
טבלת רחובות ,3618 ,אלעזר               ,104  ,יהונתן
טבלת רחובות ,3618 ,אלעזר               ,105  ,יוחנן
טבלת רחובות ,3618 ,אלעזר               ,109  ,מעלה בית חורון
טבלת רחובות ,3618 ,אלעזר               ,106  ,מתתיהו
טבלת רחובות ,3618 ,אלעזר               ,6500 ,שכ נתיב האבות
טבלת רחובות ,3618 ,אלעזר               ,107  ,שלומציון
טבלת רחובות ,3618 ,אלעזר               ,108  ,שמעון
טבלת רחובות ,3750 ,אלפי מנשה           ,106  ,אדיר
טבלת רחובות ,3750 ,אלפי מנשה           ,121  ,אודם
טבלת רחובות ,3750 ,אלפי מנשה           ,6503 ,אזור תעשייה
טבלת רחובות ,3750 ,אלפי מנשה           ,220  ,אילון
טבלת רחובות ,3750 ,אלפי מנשה           ,230  ,אירוס
טבלת רחובות ,3750 ,אלפי מנשה           ,9000 ,אלפי מנשה
טבלת רחובות ,3750 ,אלפי מנשה           ,212  ,אמנון ותמר
טבלת רחובות ,3750 ,אלפי מנשה           ,108  ,ארבל
טבלת רחובות ,3750 ,אלפי מנשה           ,221  ,בשור
טבלת רחובות ,3750 ,אלפי מנשה           ,6504 ,גבעת טל
טבלת רחובות ,3750 ,אלפי מנשה           ,134  ,גולן
טבלת רחובות ,3750 ,אלפי מנשה           ,109  ,גלבוע
טבלת רחובות ,3750 ,אלפי מנשה           ,133  ,גליל
טבלת רחובות ,3750 ,אלפי מנשה           ,102  ,גלעד
טבלת רחובות ,3750 ,אלפי מנשה           ,217  ,גפן
טבלת רחובות ,3750 ,אלפי מנשה           ,123  ,גרניט
טבלת רחובות ,3750 ,אלפי מנשה           ,116  ,דגנית
טבלת רחובות ,3750 ,אלפי מנשה           ,155  ,דוכיפת
טבלת רחובות ,3750 ,אלפי מנשה           ,213  ,דם המכבים
טבלת רחובות ,3750 ,אלפי מנשה           ,222  ,דן
טבלת רחובות ,3750 ,אלפי מנשה           ,159  ,דרור
טבלת רחובות ,3750 ,אלפי מנשה           ,119  ,דרך חסדאי אליעזר
טבלת רחובות ,3750 ,אלפי מנשה           ,202  ,הזית
טבלת רחובות ,3750 ,אלפי מנשה           ,201  ,החרוב
טבלת רחובות ,3750 ,אלפי מנשה           ,132  ,העמק
טבלת רחובות ,3750 ,אלפי מנשה           ,110  ,הרדוף
טבלת רחובות ,3750 ,אלפי מנשה           ,138  ,השפלה
טבלת רחובות ,3750 ,אלפי מנשה           ,218  ,התאנה
טבלת רחובות ,3750 ,אלפי מנשה           ,231  ,חבצלת
