Index Title,Moed Katan
Moed Katan 9a:13,"Vielleicht auch hierbei: nur an den Tagen, an denen es zulässig war!? – Wozu sind demnach zwei Schriftverse nötig? – 
"
Moed Katan 9a:14,"Woher, daß [die Einweihung] des Tempels den Versöhnungstag verdrängte: wollte man sagen, weil es <i>vierzehn Tage</i>Der 5 Tage vor dem Hüttenfeste zu feiern ist, während sie ein 7tägiges Fest veranstalten.heißt, so waren es vielleicht nur Tage, an denen es zulässig war!? – Dies ist durch [das Wort] <i>Tag</i> zu folgern, das auch dortBei der Einweihung der Stiftshütte; da erfolgte es nach der obigen Auslegung ununterbrochen. [gebraucht wird].
"
Moed Katan 9a:15,"«Da ertönte eine Hallstimme und sprach: Ihr seid allesamt für das Leben der zukünftigen Welt bestimmt.» Woher, daß er es ihnen vergeben hat? – R. Taḥlipha lehrte :iReg. 8,66.<i>Und es geschah am achten Tage, da entließ er das Volk, und sie segneten den König und gingen nach ihren Zelten, fröhlich und guten Mutes, über all das Gute, das der Herr seinem Knechte David und seinem Volke Jisraél erwiesen hat</i>. 
"
Moed Katan 9a:16,"<i>Nach ihren Zelten</i>, sie fanden ihre Frauen im Zustande der Reinheit. <i>Fröhlich,</i> sie hatten vom Glanze der Göttlichkeit genossen. <i>Und guten Mutes</i>, die Frau eines jeden wurde mit einem Knäblein schwanger. <i>Über all das Gute</i>, eine Hallstimme ertönte und sprach zu ihnen: Ihr seid allesamt für das Leben der zukünftigen Welt bestimmt. – 
"
Moed Katan 9a:17,"<i>Seinem Knechte David und seinem Volke Jisraél</i>; allerdings seinem Volke Jisraél, indem er ihnen die Entweihung des Versöhnungstages vergeben hat, inwiefern aber seinem Knechte David? 
"
Moed Katan 9a:18,"R. Jehuda erwiderte im Namen Rabhs: Als Šelomo die Lade in den Tempel bringen wollte, schlossen sich die Tore zusammen. Da sprach Šelomo vierundzwanzig Lobgesänge, jedoch wurde er nicht erhört; hierauf sprach er:Ps. 24,7.<i>Erhebet ihr Tore eure Häupter $c.</i>, dennoch wurde er nicht erhört. 
"
Moed Katan 9a:19,"Als er aber sprach :iiReg. 6,42.<i>Herr, Gott, weise deinen Gesalbten nicht ab, gedenke doch der Gnade gegenüber deinem Knechte David</i>, wurde er sofort erhört. Nun wurden die Gesichter der Feinde Davids wie die Topfränder, und alle erkannten, daß ihm der Heilige, gepriesen sei er, jene SündeDen Raub der Frau Uri jas; cf. iiSam. Kap. 11.vergeben hat.
"
Moed Katan 9a:20,"R. Jonathan b. A͑smaj und R. Jehuda, ein Proselytenabkömmling, studierten den Traktat von den Gelübden vor R. Šimo͑n b. Joḥaj. Nachdem sie sich abends von ihm verabschiedet batten, kamen sie am folgenden Morgen zurück und verabschiedeten sich wiederum. Da sprach er zu ihnen: Habt ihr euch denn nicht abends von mir verabschiedet!? 
"
Moed Katan 9a:21,"Jene erwiderten: Du hast uns gelehrt, Meister, daß, wenn ein Schüler sich von seinem Lehrer verabschiedet und in derselben Stadt übernachtet, er sich wiederum von ihm verabschieden müsse. Es heißt nämlich: <i>und es geschah am achten Tage</i>Des Festes, der 22. des Monats.<i>, da entließ er das Volk, und sie segneten den König</i>, und es heißt :iiChr. 7,10.<i>und am dreiundzwanzigsten des siebenten Monats entließ er das Volk</i>; 
"
Moed Katan 9a:22,"hieraus, daß, wenn ein Schüler sich von seinem Lehrer verabschiedet und in derselben Stadt übernachtet, er sich wiederum von ihm verabschieden müsse. 
"
Moed Katan 9a:23,"Da sprach er zu seinem Sohne: Es sind vornehme Leute, gehe zu ihnen hin, damit sie dich segnen. Als er hinkam, traf er sie sich mit folgenden einander widersprechenden Schriftversen befassen. Es heißt:Pr. 4,26.<i>wäge die Bahn deines Fuβes, und all deine Wege sollen fest bestimmt sein</i>, dagegen aber heißt es: Ib. 5,6.<i>daß du nicht den Weg des Lebens wägst</i>!? 
"
Moed Katan 9a:24,"Das ist jedoch kein Widerspruch; eines gilt von einem Gebote, das auch durch andere ausgeübt werden kann, 
"
Moed Katan 9b:1,"und eines gilt von einem Gebote, das nicht durch andere ausgeübt werden kann. 
"
Moed Katan 9b:2,"Sie saßen und wiesen ferner auf folgenden [Widerspruch] hin; es heißt:Ib. 3,15.<i>sie ist kostbarer als Korallen und all deine Angelegenheiten kommen ihr nicht gleich</i>, wohl aber die himmlischen Angelegenheiten, dagegen heißt es:Ib. 8,11.<i>keine Angelegenheit kommt ihr gleich</i>, auch himmlische Angelegenheiten kommen ihr nicht gleich!? 
"
Moed Katan 9b:3,"Eines gilt von einem Gebote, das auch durch andere ausgeübt werden kann, und eines gilt von einem Gebote, das nicht durch andere ausgeübt werden kann. 
"
Moed Katan 9b:4,"Alsdann fragten sie ihn: Was wünschest du hier? Dieser erwiderte: Mein Vater sagte zu mir: geh zu ihnen, daß sie dich segnen. Da sprachen sie zu ihm: Möge es [Gottes] Wille sein, daß du säest und nicht erntest, daß du heimbringestWorunter er den Einkauf von Waren ohne Absatz, bezw. die Ausfuhr von Waren ohne Erlös verstand.und nicht fortbringest, fortbringest und nicht heimbringest, daß dein Haus zerstört und dein Absteigequartier bewohnt sei, daß dein Brot in Verwirrung gerate und daß du kein neues Jahr erblickest. 
"
Moed Katan 9b:5,"Als er zu seinem Vater zurückkehrte, sprach er: Nicht allein, daß sie mich nicht gesegnet haben, sie bereiteten mir auch Schmerz. Dieser fragte: Was sprachen sie zu dir? Jener erwiderte: Das und das sprachen sie zu mir. Da sprach dieser: Das sind alles Segnungen. Daß du säest und nicht erntest: daß du Kinder zeugest und sie nicht sterben. Daß du heimbringst und nicht fortbringst: daß du Schwiegertöchter heimführest und deine Söhne nicht sterben, sodaß sie nicht fortgehen. Daß du fortbringest und nicht heimbringest: daß du Töchter zeugest und ihre Männer nicht sterben, sodaß sie nicht zu dir zurückkehren. 
"
Moed Katan 9b:6,"Daß dein Haus zerstört und dein Absteigequartier bewohnt sei: diese Welt ist ein Absteigequartier und jene Welt ist das richtige Wohnhaus, denn es heißt :Ps. 49,12.<i>ihr Inneres ist ihr Haus</i>, und man lese nicht: <i>qirbam</i> [Inneres], sondern: <i>qibram</i>So auch <i>LXX[ihr Grab]. 
"
Moed Katan 9b:7,"Daß dein Brot in Verwirrung gerate: durch viele Söhne und Töchter. Daß du kein neues Jahr erblickest: daß deine Frau nicht sterbe und du keine neue heiratest.
"
Moed Katan 9b:8,"Als R. Šimo͑n b. Ḥalaphta sich von Rabbi verabschiedete, sprach er zu seinem Sohne: Geh zu ihm hin, damit er dich segne. Jener sprach: Möge es [Gottes] Wille sein, daß du nicht beschämst und nicht beschämt wirst. Als er zu seinem Vater zurückkehrte, fragte er ihn: Was sagte er dir? Jener erwiderte: Er sagte zu mir nur gleichgiltige Worte. 
"
Moed Katan 9b:9,"Dieser sprach: Er segnete dich mit demselben Segen, mit dem der Heilige, gepriesen sei er, Jisraél gesegnet und dies auch wiederholt hat, denn es heißt: Jo. 2,26,27.<i>ihr sollt reichlich zu essen haben und satt werden und sollt preisen &amp;c. und in alle Zukunft soll mein Volk nimmermehr beschämt werden. Ihr sollt wissen, daß ich inmitten Jisraéls bin &amp;c. und in alle Zukunft soll mein Volk nimmermehr beschämt werden</i>.
"
Moed Katan 9b:10,"E<small>INE</small> F<small>RAU DARF</small> S<small>CHÖNHEITSMITTEL GEBRAUCHEN</small>. Die Rabbanan lehrten: Folgende sind Schönheitsmittel der Frauen: sie darf die Augen schminken, sich frisierenNach anderen heißt <span dir=""rtl"">פקם</span> schminken.und das Gesicht schminken. Manche sagen, sie dürfe sich unten enthaaren. 
"
Moed Katan 9b:11,"Die Frau Ḥisdas schmückte sich noch in Gegenwart ihrer Schwiegertochter. Da sprach R. Hona b. Henana, der vor R. Ḥisda saß: Dies lehrten sie nur von einer Jungen, nicht aber von einer Alten. 
"
Moed Katan 9b:12,"Dieser erwiderte: Bei Gott, sogar deine Mutter, sogar deine Großmutter, und selbst eine, die am Rande ihres Grabes steht, denn die Leute sagen: Gleich der Sechsjährigen läuft die Sechzigjährige hinter der Pauke herWenn es Tanz u. Belustigung gibt..
"
Moed Katan 9b:13,"R. J<small>EHUDA SAGT, JEDOCH KEINEN</small> K<small>ALK AUFTRAGEN. ES</small> wird gelehrt: R. Jehuda sagt, eine Frau dürfe [am Halbfeste] keinen Kalk auf tragen, weil dies sie verunziert; jedoch pflichtet R. Jehuda bei, daß sie den Kalk, den sie noch am Feste entfernen kann, am Feste auf tragen dürfe, denn wenn es ihr auch jetzt unangenehm ist, ist sie späterWenn sie ihn entfernt u. die kosmetische Wirkung erfolgt ist.froh. – 
"
Moed Katan 9b:14,"Hält denn R. Jehuda von dieser Begründung, wir haben ja gelernt: 
"
Moed Katan 9b:15,"R. Jehuda sagt, man dürfe von ihmVon einem Nichtjuden an nichtjüdischen Festtagen; cf. Az. Fol. 2a.eine Zahlung annehmen, weil ihm dies unangenehm ist. Sie sprachen zu ihm: Wenn es ihm jetzt auch unangenehm ist, so ist er späterWenn er die Schuld los ist; RJ. ist also entgegengesetzter Ansicht.froh. 
"
Moed Katan 9b:16,"R. Naḥman b. Jiçḥaq erwiderte: Laß doch die Vorschriften über [Verrichtungen] am Feste; bei allen ist es zuerst beschwerlich, später aber ist man froh. 
"
Moed Katan 9b:17,"Rabina erwiderte: Einem Nichtjuden ist eine Zahlungsleistung immer unangenehm.
"
Moed Katan 9b:18,"R. Jehuda sagte: Wenn die jisraélitischen Töchter vorzeitig entwikkeltCf. Bd. I S. 672 Anm. 56.sind, so bestreicht man sie, wenn sie arm sind, mit Kalk, wenn sie reich sind, mit feinem Mehl, und Fürstentöchter mit Myrrhenöl, wie es heißt :Est. 2,12.<i>sechsMonate mit Myrrhenöl.</i> – 
"
Moed Katan 9b:19,"Was heißt Myrrhenöl? R. Hona b. Hija erwiderte: StakteCf. Bd. I S. 673 Anm. 58.. R. Jirmeja b. AbbaSo rieht, in den Parallelstellen u. Handschriften.erwiderte: Öl aus Oliven, die noch kein Drittel [der Reife] erlangt haben. Es wird gelehrt: 
"
Moed Katan 9b:20,"R. Jehuda sagte: OmphakinonCf. Bd. I. S. 673 Anm. 59.ist ein Öl aus Oliven, die noch kein Drittel [der Reife] erlangt haben. – Wozu schmiert man sich damit? – Weil es das Haar entfernt und die Haut geschmeidig macht.
"
Moed Katan 9b:21,"R. Bebaj hatte eine Tochter, die sich damit jedes Glied besonders salbte, und er erhielt für sie vierhundert Zuz. In seiner Nachbarschaft wohnte ein Nichtjude, der eine Tochter hatte, die sich mit einem Male salbte, und sie starb. Da sprach er: Bebaj hat meine Tochter getötet. R. Naḥman sagte: Die Töchter R. Bebajs, der berauschende Getränke trinkt, benötigen des Salbens, unsere Töchter benötigen des Salbens nicht, da wir keine berauschenden Getränke trinken.
"
Moed Katan 10a:1,"D<small>ER</small> L<small>AIE DARF AUF GEWÖHNLICHE</small> W<small>EISE NÄHEN</small>. Wer heißt Laie? – In der Schule R. Jannajs sagten sie, wer nicht mit einem Male [mehrere Stiche] in der ganzen Länge der Nadel machen kann. R. Jose b. Ḥanina sagte, wer nicht richtig einen Saum am Rande eines Hemdes machen kann.
"
Moed Katan 10a:2,"D<small>ER</small> H<small>ANDWERKER NUR IN</small> H<small>UNDEZAHN-</small>S<small>TICHEN</small>. Was heißt ‘in Hundezahn-Stichen’? R. Joḥanan erklärte: Im Zickzack. Rabba b. Šemuél erklärte: Gleich den Zähnen eines HundesDie ungleichmäßig sind; die Stiche müssen abwechselnd, von oben und von unten gemacht werden..
"
Moed Katan 10a:3,"B<small>ETT</small>[<small>GURTE</small>]<small> FLECHTEN.</small> Was heißt ‘flechten’ und was heißt ‘spannen’? – Als R. Dimi kam, sagte er, hierüber streiten R. Hija b. Abba und R. Asi, beide im Namen Ḥizqijas und R. Joḥanans; einer erklärt, ‘flechten’ heiße in der Länge und in der Breite, und ‘spannen’ heiße in der Länge und nicht in der Breite; und einer erklärt, ‘flechten’ heiße in der Länge und nicht in der Breite, und ‘spannen’ heiße sie straff anziehen, wenn sie lose sind. – 
"
Moed Katan 10a:4,"Dem ist ja aber nicht so, R. Taḥlipha b. Šaúl lehrte ja, alle stimmen überein, daß man keine Stricke von vornherein flechten dürfe. Einleuchtend ist nun die Lehre des R. Taḥlipha b. Šaúl, alle stimmen überein, daß man keine Stricke von vornherein flechten dürfe, nach demjenigen, welcher sagt, ‘flechten’ heiße in der Länge und in der Breite, und ‘spannen’ heiße in der Länge und nicht in der Breite; 
"
Moed Katan 10a:5,"wozu aber ist diese Lehre nach demjenigen nötig, welcher erklärt, ‘flechten’ heiße in der Länge und nicht in der Breite, und ‘spannen’ heiße, sie straff anziehen, wenn sie lose sind: wenn schon in der Länge und in der Breite verboten ist, um wieviel mehr Stricke von vornherein flechten!? – 
"
Moed Katan 10a:6,"Ein Einwand. R. Naḥman b. Jiçḥaq sprach zu R. Ḥija b. Abin: Gibt es denn jemand, welcher sagt, ‘flechten’ heiße in der Länge und nicht in der Breite, wir haben ja gelernt: R. Meír sagt, das Bett [werde verunreinigungsfähig], sobald man drei Maschen flichtEs ist dann fertig. Um Maschen zu erzielen, müssen die Stricke in die Länge u. in die Breite gespannt werden.!? – 
"
Moed Katan 10a:7,"Als Rabin kam, erklärte er vielmehr: Über ‘flechten’ streitet niemand, ob dies in der Länge und in der Breite heiße, sie streiten nur über ‘spannen’; einer sagt, ‘spannen’ heiße in der Länge und nicht in der Breite, und einer sagt, dies heiße [die Stricke] straff anziehen, wenn sie lose sind. 
"
Moed Katan 10a:8,"Man wandte ein: Man darf die Bett[gurte] flechten und um so mehr spannen – so R. Meír; R. Jose sagt, nur spannen und nicht flechten; andere sagen, man dürfe nicht einmal spannen. 
"
Moed Katan 10a:9,"Einleuchtend ist es nun nach demjenigen, welcher sagt, ‘spannen’ heiße in der Länge und nicht in der Breite, daß die Anderen auch dagegen streiten, aber sollte denn nach demjenigen, welcher sagt, dies heiße [die Stricke] straff anziehen, wenn sie lose sind, nach den Anderen verboten sein, [die Stricke] straff anzuziehen!? – 
"
Moed Katan 10a:10,"Allerdings, da man [die Tiefung] mit Gewändern ausfüllen kann, so darf man sich nicht bemühen.
"
Moed Katan 10a:11,"<b>M</b><small>AN DARF AM</small> H<small>ALBFESTE EINEN</small> O<small>FEN, EINEN</small> H<small>ERD ODER EINE</small> M<small>ÜIILE AUFSTELLEN;</small> R. J<small>EHUDA SAGT, MAN DÜRFE</small> M<small>ÜHLSTEINE NICHT ERSTMALIG RASPELN.</small> <sup>ix</sup>
"
Moed Katan 10a:12,"GEMARA. Was heißt ‘raspeln’? R. Jehuda erklärte: Rillen machen. R. Jeḥiel erklärte: Das AugeDie Vertiefung in der Mitte des Steines, in die das Getreide fällt.machen. 
"
Moed Katan 10a:13,"Man wandte ein: Man darf am Halbfeste einen Ofen oder eine Mühle aufstellen, nur darf man sie nicht ganz fertig machen – so R. Elea͑zar; die Weisen sagen, man dürfe sie auch ganz fertig machen. R. Jehuda sagte in seinem Namen, man dürfe eine neue aufstellen und eine alte raspeln. Andere sagen, man dürfe überhaupt nicht raspeln. 
"
Moed Katan 10a:14,"Allerdings kann nach demjenigen, welcher sagt, ‘raspeln’Dh. das hierfür im Texte gebrauchte Wort.heiße Rillen machen, dies bei einem alten [Mühlstein] vorkommen, wozu aber braucht man nach demjenigen, welcher sagt, dies heiße, das Auge machen, bei einem alten das Auge zu machenEs gibt ja keinen Mühlstein ohne eine derartige Vertiefung.!? –  Wenn man es ein wenig vergrößern will.
"
Moed Katan 10a:15,"Einst hörte R. Hona von jemandem, daß er am Halbfeste Mühlsteine riffelte; da sprach er: Wer ist es? Möge sein Körper entweiht werden, wie er das Halbfest entweiht. Er ist der Ansicht der Anderen.
"
Moed Katan 10a:16,"R. Ḥama trug vor: Man darf am Halbfeste einen Mühlstein riffeln. Im Namen unseres Meisters sagten sie, man dürfe sogar einem Pferde oder einem Esel, auf dem man reitet, die Hufe beschneiden, 
"
Moed Katan 10b:1,"nicht aber einem Mühlenesel. 
"
Moed Katan 10b:2,"R. Jehuda erlaubte, einem Mühlenesel die Hufe zu beschneiden, eine Mühle aufzustellen, den Mühlenbalken aufzustellen und einen Rinderstall zu bauen. Raba erlaubte, ein Pferd zu striegeln und einen Sitz und ein Podium zu bauen. 
"
Moed Katan 10b:3,"Raba erlaubte einem Vieh am Halbfeste Blut abzuziehen; da sprach Abajje zu ihm: Es gibt eine Lehre als Stütze für dich: Man darf am Halbfeste einem Vieh Blut abziehen, und man unterlasse es nicht, ihm Arzneimittel zu geben. 
"
Moed Katan 10b:4,"Raba erlaubte feine Kleider zu glätten, weil dies eine Laienarbeit ist. R. Jiçḥaq b. Ami sagte im Namen R. Ḥisdas: Einen Ärmel falten ist verboten, weil dies eine Handwerkerarbeit ist.
"
Moed Katan 10b:5,"Raba sagte: Den Boden glätten wegen der Tenne ist erlaubt, wenn aber wegen des BodensUm da zu pflanzen; es hat dann den Anschein des Pflügens., so ist es verboten. – 
"
Moed Katan 10b:6,"Wie ist dies festzustellen? Wenn man [die Erde] von einem Hügel auf einen Hügel oder aus einer Vertiefung in eine Vertiefung [wirft], so erfolgt es wegen der Tenne, wenn man sie aber von einem Hügel in eine Vertiefung wirft, so erfolgt es wegen des Bodens.
"
Moed Katan 10b:7,"Ferner sagte Raba: Späne zusammensuchen wegen des Holzes ist erlaubt, wenn aber wegen des Bodens, so ist es verboten. – Wie ist dies festzustellen? – Wenn man die großen aufliest und die kleinen zurückläßt, so erfolgt es wegen des Holzes, wenn man aber die großen und die kleinen aufliest, so erfolgt es wegen des Bodens.
"
Moed Katan 10b:8,"Ferner sagte Raba: Das Wasser auf sein Grundstück leiten ist wegen der Fische erlaubt, wenn aber wegen des Bodens, so ist es verboten. – 
"
Moed Katan 10b:9,"Wie ist dies festzustellen? – Wenn man zwei Öffnungen macht, eine oben und eine unten, so erfolgt es wegen der Fische, wenn aber nur eine, so erfolgt es wegen des Bodens.
"
Moed Katan 10b:10,"Ferner sagte Raba: Eine Palme beschneiden wegen [der Zweige] für das Vieh ist erlaubt, wenn aber wegen der Palme, so ist es verboten. – Wie ist dies festzustellen? – Nimmt man alles von einer Seite, so erfolgt es für das Vieh, wenn von der einen Seite und von der anderen Seite, so erfolgt es wegen der Palme.
"
Moed Katan 10b:11,"Ferner sagte Raba: Unreife Datteln darf man [zum Essen] zerschneiden, sie auszupressen ist verboten. R. Papa sagte: Da solche wurmstichig werden, so gleichen sie leichtverderblicher Ware und es ist erlaubt.
"
Moed Katan 10b:12,"Ferner sagte Raba: Jeder Warenhandel ist am [Halbfeste] verboten. R. Jose b. Abin sagte: Ist es eine leichtverderbliche [Ware], so ist es erlaubt. Rabina hatte Ware, die er für sechstausend [ ] verkaufen konnte; doch schob er den Verkauf bis nach dem Feste auf. Später verkaufte er sie für zwölftausend [ ].
"
Moed Katan 10b:13,"Rabina hatte von den Leuten in der Burg Sanvata Geld einzufordern; da kam er vor R. Aši und fragte ihn, ob er [am Halbfeste] zu ihnen gehen dürfe. Dieser erwiderte: Da du sie nur heute antreffen kannst und nicht an einem anderen Tage, so gleicht es [dem Verkaufe] einer leichtverderblichen Ware, und es ist erlaubt. 
"
Moed Katan 10b:14,"Ähnlich wird vom GötzendiensteDh. von den Götzendienern, sc. vom Handelsverkehr mit ihnen an ihren Feiertagen, der verboten ist; cf. Az. Fol. 2a.gelehrt: Man darf zur Messe 
"
Moed Katan 11a:1,"der Nichtjuden gehen und von ihnen Vieh, Sklaven, Mägde, Häuser, Felder und Weinberge ankaufen, dies schriftlich bescheinigen und [das Schriftstück] aufs Amt bringen; denn es ist ebenso, als rette man es aus ihrer Hand.
"
Moed Katan 11a:2,"Rabh erlaubte Ḥija b. Aši am Halbfeste Reusen zu flechten, weil dies eine Laienarbeit ist. Netze zu flechten, ist jedoch verboten, weil dies eine Handwerkerarbeit ist. 
"
Moed Katan 11a:3,"R. Jehuda erlaubte Ami dem Ofensetzer, Öfen zu setzen, ebenso Rabba b. A͑sbi, Siebe zu flechten. – Dem ist ja aber nicht so, Rabba b. Šemuél lehrte ja, alle stimmen überein, daß man keinen Ofen neu setzen dürfe!? – Das ist kein Ein wand; das eine im Sommer und das andere im WinterIm Winter ist es verboten, da er erst nach dem Feste trocken wird, u. erst dann benutzt werden darf..
"
Moed Katan 11a:4,"<b>M</b><small>AN DARF EIN</small> G<small>ELÄNDER MACHEN, UM EIN</small> D<small>ACH ODER AN EINER</small> G<small>ALERIE,</small> L<small>AIENARBEIT UND KEINE HANDWERKSMÄSSIGE</small> A<small>RBEIT</small>. <sup>x</sup> M<small>AN DARF</small> S<small>PALTE</small>An Öfen od. Dächern.<small>VERKLEBEN UND SIE MIT EINER</small> W<small>ALZE, MIT DER</small> H<small>AND ODER MIT DEM</small> F<small>USSE GLATTSTREICHEN, JEDOCH NICHT MIT EINER</small> M<small>AURERKELLE</small>. 
"
Moed Katan 11a:5,"W<small>ENN DER</small> A<small>NGELHAKEN, DAS</small> A<small>NGELLOCH, DER</small> A<small>NGELBALKEN, DAS</small> S<small>CHLOSS ODER DER</small> S<small>CHLÜSSEL ZERBROCHEN IST, SO DARF MAN SIE AM</small> H<small>ALBFESTE WIEDER HERSTELLEN</small>. 
"
Moed Katan 11a:6,"E<small>INLEGESPEISEN, VON DENEN MAN NOCH AM</small> F<small>ESTE ESSEN KANN, DARF MAN EINLEGEN</small>.
"
Moed Katan 11a:7,"GEMARA. Was heißt Laienarbeit? R. Joseph erwiderte: Mit Stauden und Lorbeerzweigen. In einer Barajtha wurde gelehrt: Man schichte Steine auf, ohne sie mit Mörtel zu verschmieren.
"
Moed Katan 11a:8,"M<small>AN DARF</small> S<small>PALTE VERKLEBEN UND SIE MIT EINER</small> W<small>ALZE GLATT STREICHEN</small>. Wenn dies, wie du sagst, sogar mit einer Walze erlaubt ist, so ist es ja mit der Hand oder mit dem Fuße selbstverständlich!? – Er meint es wie folgt: man darf Spalte verkleben und sie wie mit einer Walze mit der Hand oder mit dem Fuße glatt streichen, nicht aber mit einer Maurerkelle.
"
Moed Katan 11a:9,"W<small>ENN DER</small> A<small>NGELHAKEN, DAS</small> A<small>NGELLOCH, DER</small> A<small>NGELBALKEN, DAS</small> S<small>CHLOSS ODER DER</small> S<small>CHLÜSSEL ZERBROCHEN IST, SO DARF MAN SIE AM</small> H<small>ALBFESTE WIEDER HERSTELLEN</small>. Ich will auf einen Widerspruch hinweisen: Bis zu seiner ZeitDes Hochpriesters Joḥanan; cf. Ms. V,15.war in Jerušalem der Hammer in TätigkeitAm Halbfeste wurde gearbeitet.&amp;c. Nur bis zu seiner Zeit, später aber nicht!? – 
"
Moed Katan 11a:10,"Das ist kein Widerspruch; eines gilt vom SchmiedehammerMit diesem ist es wegen des größeren Geräusches verboten.und eines gilt vom Tischlerhammer. 
"
Moed Katan 11a:11,"R. Ḥisda wandte ein: Demnach könnte man sagen, das starke Geläute sei verboten, das schwache Geläute sei erlaubt!? Vielmehr, erklärte R. Ḥisda, dies ist kein Einwand; eines gilt von einer SichelHier in der Bedeutung Säge, die gar kein Geläute hervorruft.und eines gilt von einer Axt. R. Papa erwiderte: Eines gilt von der Zeit vor der Anordnung und eines gilt von der Zeit nach der AnordnungUnsere Misna von der Zeit vor der Anordnung des Hochpriesters Johanan.. 
"
Moed Katan 11a:12,"R. Aši erklärte: Eines nach R. Jehuda und eines nach R. Jose. R. Jiçḥaq b. Evdämi sagte nämlich: Wer lehrte, bei Leichtverderblichem am Halbfeste sei eine VeränderungDie Verrichtung der Arbeit darf nur auf ungewöhnliche Weise erfolgen; hierüber weiter Fol. 12a.erforderlich? Es ist nicht R. Jose. 
"
Moed Katan 11a:13,"Rabina sagte: Nach wessen Ansicht ziehen wir jetzt am Halbfeste die [vorstehenden] Pflöcke aus der Tür heraus? Nach R. Jose.
"
Moed Katan 11a:14,"E<small>INLEGESPEISEN, VON DENEN MAN NOCH AM</small> F<small>ESTE ESSEN KANN, DARF MAN EINLEGEN</small>. Die Einwohner von Leba fischten im BedithaName eines Flusses. So nach den Kommentaren; der Text ist elliptisch u. variiert., und die Leute kamen und holten sich Fische; da erlaubte Raba, davon einzusalzen. 
"
Moed Katan 11a:15,"Abajje sprach zu ihm: Wir haben ja aber gelernt, man dürfe Einlegespeisen, nur wenn man davon noch am Feste essen kann, einlegen!? Dieser erwiderte: Da sie von vornherein [die Fische] zum [sofortigen] Essen geholt haben, und nun, wenn man sie liegen läßt, sie verderben, so gleichen sie leichtverderblicher Ware, und es ist erlaubt. 
"
Moed Katan 11a:16,"Manche lesen: Raba erlaubte [die Fische] zu fangen, heimzubringen und einzusalzen. Abajje sprach zu ihm: Wir haben ja aber gelernt, man dürfe Einlegespeisen, nur wenn man davon noch am Feste essen kann, einlegen!? 
"
Moed Katan 11a:17,"Dieser erwiderte: Auch diese kann man durch AbspülenSo sinngemäß; wörtl. durch das Fischgefäß. Nach anderer Erkl. wenn man sie gepreßt einlegt; sie ziehen dann weniger Salz ein. [noch am Feste] essen, wenn man sie auspreßt. So wurden solche für Šemuél sechzig Mal abgespült, und er aß sie. Einst kam Raba zum Exilarchen, und nachdem für ihn [eingelegte Fische] sechzig Mal abgespült wurden, aß er sie. 
"
Moed Katan 11a:18,"Einst kam Rabh zu Bar Sapir und man setzte ihnen Fische vor, die ein Drittel gekocht, ein Drittel gesalzen und ein Drittel gebraten waren.
"
Moed Katan 11a:19,"Rabh sagte: Abba der Fänger sagte mir: Fische sind kurz vor ihrem Verderben am besten. Ferner sagte Rabh: Abba der Fänger sagte mir: Man brate den Fisch mit seinem Bruder, lege ihn dann in seinen Vater, esse ihn mit seinem Sohne und trinke darauf seinen VaterVater des Fisches ist das Wasser, Bruder desselben ist das Salz, das ebenfalls aus Wasser gewonnen wird, dessen Sohn ist die Fischtunke.. 
"
Moed Katan 11a:20,"Ferner sagte Rabh: Abba der Fänger sagte mir: Fische, Kresse und Milch trage der Körper und nicht das BettDh. man gehe nicht unmittelbar nach dem Genusse derselben zu Bett.. Ferner sagte Rabh: Abba der Fänger sagte mir: Nach Fischen, Kresse und Milch trinke man lieber Wasser als Met oder lieber Met als Wein.
"
Moed Katan 11a:21,"
"
Moed Katan 11b:1,"<sup>i</sup><b>W</b>ENN <small>JEMAND SEINE</small> O<small>LIVEN</small> [<small>ZÜM</small> P<small>RESSEN</small>] <small>BEREITS UMGERÜHRT</small> <small>HAT UND VON EINEM</small> T<small>RAUERFALLE</small>Auch an Wochentagen, da einem Leidtragenden die Arbeit verboten ist; die folgenden Fälle sprechen vom Halbfeiertage. <small>ODER EINEM</small> U<small>NFALLE BETROFFEN WIRD, ODER SEINE</small> A<small>RBEITER</small>Die die Arbeit vor dem Feste verrichten sollten. <small>IHN ANFÜHREN, SO DARF ER DEN ERSTEN</small> P<small>RESSBALKEN HINAUFLEGEN UND IHN BIS NACH DEM</small> F<small>ESTE LIEGEN LASSEN</small> – <small>SO</small> R. J<small>EHUDA</small>; 
"
Moed Katan 11b:2,"R. J<small>OSE SAGT, ER PRESSE SIE VOLLENDS AUS UND VERSPUNDE</small> [<small>DIE</small> F<small>ÄSSER</small>] <small>AUF GEWÖHNLICHE</small> W<small>EISE</small>.
"
Moed Katan 11b:3,"GEMARA. Er beginnt mit einem Trauerfalle und schließt mit dem HalbfesteEs wird nicht angegeben, ob diese Arbeit während der Trauer erlaubt od. verboten ist.!? R. Šiša, Sohn des R. Idi, erwiderte: Dies besagt, daß, was am Halbfeste erlaubt ist, in den Trauertagen verboten sei. 
"
Moed Katan 11b:4,"R. Aši erwiderte: Er lehrt es als Selbstverständliches: selbstverständlich ist es in den Trauertagen erlaubt, wo diesDas Verbot der Arbeit. nur rabbanitisch ist, aber auch am Halbfeste, an dem die Arbeit nach der Tora verboten ist, ist es erlaubt, wenn ein Schaden vorliegt. 
"
