Index Title,Sukkah
Sukkah 14a:3,"Allerdings stimmt dies nach demjenigen, welcher sagt, ‘gedroschen’ heiße: die BündelDies gilt nicht als Tätigkeit, sondern nur als Bestimmung.gelöst, wie ist es aber nach dem zu erklären, welcher sagt, ‘gedroschen’ heiße wirklich gedroschen!? – 
"
Sukkah 14a:4,"DaBeim Streite zwischen den Weisen und den Anderen. ebenfalls in dem Falle man sie gedroschen hat. – Was ist demnach der Grund der Anderen!? – Sie sind der Ansicht R. Joses, denn wir haben gelernt: nach R. Jose aber verunreinigungsfähig. – 
"
Sukkah 14a:5,"Was soll dies: allerdings ist da der Grund R. Joses, weil sie eine Verwendung haben, nach R. Šimo͑n b.Laqiš, denn R. Šimo͑n b.Laqiš sagte, man könne dadurchWenn das Stroh daran ist. [das Getreide] mit der Forke wenden, 
"
Sukkah 14a:6,"welche Verwendung aber haben sie hierbei!? – Sie sind verwendbar, indem man, wenn man [die Bedachung] niederreißt, die Strohhalme anfassen kann.
"
Sukkah 14a:7,"Der Text. Alle Stiele von Früchten, die man in der Tenne gedroschen hat, sind nicht verunreinigungsfähig, nach R. Jose aber verunreinigungsfähig. – Was heißt ‘gedroschen’? – R. Joḥanan erklärt, wirklich gedroschen, und R. Elie͑zer erklärt, die Bündel gelöst. – 
"
Sukkah 14a:8,"Erklärlich ist es nach R. Elie͑zer, welcher erklärt, die Bündel gelöst, daß sie nach R. Jose verunreinigungsfähig sind, was aber ist der Grund R. Joses, nach R. Joḥanan, welcher erklärt, wirklich gedroschen!? – R. Šimo͑n erwiderte: Weil man dadurch [das Getreide] mit der Forke wenden kann.
"
Sukkah 14a:9,"R. Elie͑zer sagte: Weshalb wird das Gebet der Frommen mit deiner ForkeHier handelt es sich nicht um einen wirklichen Vergleich, sondern um einen Gleichklang; die Forke heißt <span dir=""rtl"">עתר</span> u. das Verbum bedeutet beten.verglichen? Um dir zu sagen: wie die Forke das Getreide auf der Tenne von Ort zu Ort wendet, so wendet auch das Gebet der Frommen die Stimmung des Heiligen, gepriesen sei er, aus der Stimmung der Unbarmherzigkeit in die Stimmung der Barmherzigkeit.
"
Sukkah 14a:10,"<sup>vi</sup> <b>M</b><small>AN DARF DIE [</small>F<small>ESTHÜTTE</small>] <small>MIT</small> B<small>RETTERN ÜBERDACHEN</small> – <small>SO</small> R. J<small>EHUDA</small>; R. M<small>EÍR VERBIETET DIES</small>. H<small>AT MAN DARÜBER EIN VIER</small> H<small>ANDBREITEN BREITES</small> B<small>RETT GELEGT, SO IST SIE BRAUCHBAR, NUR DARF MAN UNTER DIESEM NICHT SCHLAFEN</small>.
"
Sukkah 14a:11,"GEMARA. Rabh sagte: Der Streit besteht nur über Bretter, die vier [Handbreiten] haben, denn R. Meír berücksichtigt bei solchen eine richtige DeckeDa solche auch für gewöhnliehe Gebäude verwendet werden, so könnte man verleitet werden, der Festhütte überhaupt fern zu bleiben., und R. Jehuda berücksichtigt die Decke nicht; bei Brettern aber, die keine vier [Handbreiten] haben, stimmen alle überein, daß sie brauchbar ist. Šemuél sagte: Der Streit besteht über solche, die keine vier [Handbreiten] haben, wenn sie aber vier [Handbreiten] haben, so stimmen alle überein, daß sie unbrauchbar ist. – 
"
Sukkah 14a:12,"‘Wenn sie keine vier [Handbreiten] haben’, auch weniger als drei, und solche, sind ja nur Stäbe!? 
"
Sukkah 14a:13,"R.Papa erklärte: Er meint es wie folgt: haben sie vier [Handbreiten], so ist sie nach aller Ansicht unbrauchbar, haben sie keine drei, so ist sie nach aller Ansicht brauchbar, weil solche nur Stäbe sind, ihr Streit besteht über solche, die zwischen drei und vier haben ; einer ist der Ansicht, bei solchen sei nichts zu berücksichtigen, da sie nicht [die Breite] eines besonderen RaumesVier Handbreiten; cf. Sab. Fol. 4b uö.haben, und einer ist der Ansicht, bei solchen sei wohl zu berücksichtigen, da sie breiter sind als der VerbindungsabstandEin Abstand unter 3 Handbreiten gilt nicht als Unterbrechung.. – 
"
Sukkah 14a:14,"Wir haben gelernt: Hat man darüber ein vier Handbreiten breites Brett gelegt, so ist sie brauchbar, nur darf man unter diesem nicht schlafen. Erklärlich ist es, daß man darunter nicht schlafen darf, nach Šemuél, welcher sagt, der Streit bestehe über den Fall, wenn sie keine vier haben, wenn sie aber vier haben, alle übereinstim men, daß sie unbrauchbar ist; weshalb aber darf man nach R. Jehuda unter diesem nicht schlafen, nach Rabh, welcher sagt, der Streit bestehe über den Fall, wenn sie vier haben, wenn sie aber keine vier haben, alle, übereinstimmen, daß sie brauchbar ist!? – 
"
Sukkah 14a:15,"Du glaubst wohl, daß dies nach aller Ansicht gilt, der Schlußsatz ist nach R. Meír. – 
"
Sukkah 14a:16,"Komm und höre: Zwei Tücher werdenZu 4 Handbreiten, um als unbrauchbare Hüttenbedachung zu gelten.vereinigt,
"
Sukkah 14b:1,"zwei Bretter werden nicht vereinigt; R. Meír sagt, Bretter ebenso wie Tücher. 
"
Sukkah 14b:2,"Allerdings ist nach Šemuél, welcher sagt, der Streit bestehe über den Fall, wenn sie keine vier haben, wenn sie aber vier haben, alle übereinstimmen, daß sie unbrauchbar ist, unter ‘vereinigt’ zu verstehen, zu vier [Handbreiten] vereinigt, 
"
Sukkah 14b:3,"um welchen Fall handelt es sich aber nach Rabh, welcher sagt, der Streit bestehe über den Fall, wenn sie keine vier haben, wenn sie aber keine vier haben, alle übereinstimmen, daß sie brauchbar ist: haben sie vier, so ist ja die Vereinigung nicht nötig, und haben sie keine vier, so sind es ja nur Stäbe!? – 
"
Sukkah 14b:4,"Tatsächlich, wenn sie vier haben, und unter ‘vereinigt’ ist die Vereinigung zu vier Ellen am RandeDes Daches, direkt an der Wand ; wenn weniger, so gilt es als Fortsetzung der Wand.zu verstehen. 
"
Sukkah 14b:5,"Eine andere Lesart: Allerdings ist nach Šemuél, welcher sagt, der Streit bestehe über den Fall, wenn sie keine vier haben, wenn sie aber vier haben, alle übereinstimmen, daß sie unbrauchbar ist, unter ‘vereinigt’ die Vereinigung zu vier Ellen am Rande zu verstehen, 
"
Sukkah 14b:6,"nach Rabh aber ist allerdings nach R. Meír unter ‘vereinigt’ die Vereinigung zu vier Ellen am Rande zu verstehen, was ist aber unter ‘nicht vereinigt’ nach R. Jehuda zu verstehen, nachdem sie brauchbar ist, auch wenn sie vier [Handbreiten] haben, sie sind ja nichts weiter als Stäbe!? – Da R. Meír ‘vereinigt’ sagt, sagt R. Jehuda ‘nicht vereinigt’. 
"
Sukkah 14b:7,"Es gibt eine Lehre übereinstimmend mit Rabh und es gibt eine Lehre übereinstimmend mit Šemuél. 
"
Sukkah 14b:8,"Es gibt eine Lehre übereinstimmend mit Rabh. Hat man sie mit Brettern aus Zedern bedacht, die keine vier [Handbreiten] haben, so ist sie nach aller Ansicht brauchbar; haben sie vier, so ist sie nach R. Meír unbrauchbar und nach R. Jehuda brauchbar. 
"
Sukkah 14b:9,"R. Jehuda erzählte: Einst holten wir zur Zeit der GefahrDer Religionsverfolgung.Bretter von vier [Handbreiten], legten sie auf eine Galerie und setzten uns darunter. Da sprachen sie zu ihm: Sollte dies ein Beweis sein!? Aus der Zeit der Gefahr ist kein Beweis zu erbringen. 
"
Sukkah 14b:10,"Es gibt eine Lehre übereinstimmend mit Šemuél: Hat man sie mit Brettern überdacht, die vier [Handbreiten] haben, so ist sie nach aller Ansicht unbrauchbar; hat sie keine vier, so ist sie nach R. Meír unbrauchbar und nach R. Jehuda brauchbar. R. Meír pflichtet jedoch bei, daß, wenn zwischen dem einen Brett und dem anderen ein Abstand [in der Breite] eines Brettes vorhanden ist, man AbfallVon Bodengewächsen, wie Strohudgl. So nach Raschi; sonst hat das im Texte gebrauchte Wort die Bedeutung Latte.darüber lege, und sie ist brauchbar. Desgleichen pflichtet R. Jehuda bei, daß, wenn man darüber ein vier Handbreiten breites Brett legt, sie allerdings brauchbar, jedoch unter diesem zu schlafen verboten ist, und wer darunter schläft, seiner Pflicht nicht genüge.
"
Sukkah 14b:11,"Es wurde gelehrt: Hat man sieDie 4 Handbreiten breiten Bretter.auf die Kante gelegt, so ist sie, wie R. Hona sagt, unbrauchbar, und wie R. Ḥisda und Rabba b. R. Hona sagen, brauchbar. 
"
Sukkah 14b:12,"Einst traf R. Naḥman in Sura ein, und R. Ḥisda und Rabba b.R. Hona kamen zu ihm und fragten ihn: Wie ist es, wenn man sie auf die Kante legt? Er erwiderte ihnen: Sie ist unbrauchbar, denn sie gleichen MetallspießenDie in allen Fällen als Hüttenbedachung untauglich sind.. 
"
Sukkah 14b:13,"Darauf sprach R. Hona zu ihnen: Habe ich euch nicht gesagt, daß ihr mir zustimmen sollt? Diese erwiderten: Hat uns etwa der Meister eine Begründung gesagt, und haben wir sie zurückgewiesen!? Jener entgegnete: Habt ihr etwa nach einer Begründung gefragt, und ich euch sie nicht gesagt!? 
"
Sukkah 14b:14,"Ihm wäre eine Stütze zu erbringen. Faßt sie nicht den Kopf, den größeren Teil des Körpers und den Tisch, oder hat sie eine Lücke, durch die eine Ziege mit einem Satze durchschlüpfen kann, oder hat man darüber ein vier Handbreiten breites Brett gelegt, obgleich es nur drei einnimmt, so ist sie unbrauchbar. 
"
Sukkah 14b:15,"Wie kann diesDaß ein 4 breites Brett nur 3 einnimmt.vorkommen? Doch wohl, wenn man sie auf die Kante legt. – Nein, hier handelt es sich um den Fall, wenn man es an der Tür der FesthütteÜber die 4. Seite, die keine Wand hat u. als Tür dient; auf dieser Seite kann das oben liegende Brett nicht als Fortsetzung der Wand gelten.legt und es drei Handbreiten innerhalb und eine außerhalb einnimmt. Diese [Handbreite] gilt als eine über die Festhütte hinausragende Latte, und die über die Festhütte hinausragende Latte gleicht der Festhütte.
"
Sukkah 15a:1,"<b>E</b><small>INE</small> D<small>ECKE OHNE</small> E<small>STRICH</small>Wenn die Bretter oben lose aufliegen u. nicht durch einen Estrich darüber zusammengefügt sind.<small>MUSS MAN, WIE</small> R. J<small>EHUDA SAGT, NACH DER</small> S<small>CHULE</small> Š<small>AMMAJS LOCKERN UND JE EINE</small> [P<small>LANKE</small>] <small>ZWISCHEN ZWEIEN FORTNEHMEN, UND NACH DER</small> S<small>CHULE</small> H<small>ILLELS ENTWEDER LOCKERN ODER JE EINE ZWISCHEN ZWEIEN FORTNEHMEN</small> ;<sup>vii</sup> R. M<small>EÍR SAGT, MAN NEHME JE EINE</small> [P<small>LANKE</small>] <small>ZWISCHEN ZWEIEN FORT, BRAUCHE ABER NICHT ZU LOCKERN</small>.
"
Sukkah 15a:2,"GEMARA. Allerdings ist der Grund der Schule Hillels, weil [es heißt:] Dt. 16,13.<i>du sollst machen,</i> nicht aber bereits Gemachtes; wenn man aber lockert, macht man etwas, und wenn man die eine [Planke] zwischen zweien fortnimmt, macht man etwas. Was aber ist der Grund der Schule Šammajs, wenn etwa, weil [es heißt:] <i>du sollst machen,</i> nicht aber bereits Gemachtes, so sollte doch eines genügen, und wenn aus Rückksicht auf eine richtige DeckeDa solche auch für gewöhnliehe Gebäude verwendet werden, so könnte man verleitet werden, der Festhütte überhaupt fern zu bleiben., so sollte es doch genügen, wenn man je eine [Planke] zwischen zweien fortnimmt!? – 
"
Sukkah 15a:3,"Tatsächlich mit Rücksicht auf eine richtige Decke, und sie meint es wie folgt: selbst wenn man lockert, nur dann, wenn man je eine [Planke] zwischen zweien fortnimmt, sonst aber nicht. – 
"
Sukkah 15a:4,"Wie ist demnach der Schlußsatz zu erklären : R. Meír sagt, man nehme eine [Planke] aus der Mitte fort, brauche aber nicht zu rütteln. R. Meír sagt ja dasselbe, was die Schule Šammajs!? – 
"
Sukkah 15a:5,"Er meint es wie folgt: Die Schule Šammajs und die Schule Hilleis streiten hierüber nicht. – 
"
Sukkah 15a:6,"Er lehrt uns somit, daß R. Meír von der Rücksicht auf eine richtige Decke nichts hält, und hierüber streiten sie ja bereits einmal!? Wir haben nämlich gelernt: Man darf [die Festhütte] mit Brettern bedachen – so R. Jehuda ; R. Meír verbietet dies. 
"
Sukkah 15a:7,"R. Ḥija b.Abba erwiderte im Namen R. Joḥanans: Die erstere Lehre spricht von gehobelten Brettern, und mit Rücksicht auf wirkliche GeräteSind solche verboten, weil sie auch zu anderem Gebrauche verwendet werden; es ist zu berücksichtigen, man würde auch richtige verunreinigungsfähige Geräte dazu verwenden.. – 
"
Sukkah 15a:8,"Nach R. Jehuda aber, der im Namen Rabhs sagt, sie sei brauchbar, wenn man sie mit männlichenNach den Kommentaren, Holzstäbe, die als Pfeilenteile verwendet werden; zugespitzt, zum Einstecken in den Pfeil, heißen sie männlich, mit einen Loche, zur Aufnahme desselben, heißen sie weiblich. Erstere sind einfache Holzstücke u. nicht verunreinigungsfähig, letztere gelten als Aufnahmegefäße u. sind verunreinigungsfähig.Pfeilen, und unbrauchbar, wenn man sie mit weiblichen überdacht hat, also bei männlichen die weiblichen nicht bejrücksichtigt, sollte man doch auch bei gehobelten Brettern keine wirklichen Geräte berücksichtigen!? 
"
Sukkah 15a:9,"Du mußt vielmehr sagen, daß sie in der ersten Lehre über die Berücksichtigung einer richtigen Decke streiten und auch in der zweiten Lehre über die Berücksichtigung einer richtigen Decke streiten; wozu dieser Streit zweimal!? – 
"
Sukkah 15a:10,"In der zweiten Lehre spricht R. Jehuda zu R. Meír : Du verbietest Bretter mit Rücksicht auf eine richtige Decke, aber dies gilt ja nur nach der Schule Šammajs, die Schule Hillels aber berücksichtigt es ja nicht!? Darauf erwiderte R. Meír : die Schule Šammajs und die Schule Hillels streiten hierüber überhaupt nicht. – 
"
Sukkah 15a:11,"Allerdings stimmt dies nach Rabh, welcher sagt, sie streiten über [Bretter], die vier Handbreiten haben, denn R. Meír berücksichtigt eine richtige Decke und R. Jehuda berücksichtigt eine richtige Decke nicht, worüber aber streiten sie in der zweiten Lehre nach Šemuél, welcher sagt, sie streiten über [Bretter], die keine vier haben, wenn sie aber vier haben, alle übereinstimmen, daß sie unbrauchbarPlanken gewöhnlicher Zimmerdecken haben ja 4 Handbreiten.ist ! ? – 
"
Sukkah 15a:12,"Sie streiten über die AufhebungNach aller Ansicht ist es verboten, ein 4 Handbreiten breites Brett als Hüttenbedachung zu verwenden; anders ist es aber, wenn man durch irgend eine Tätigkeit den Wunsch kundgibt, aus einer Wohnung eine Festhütte zu errichten.der Decke; einer ist der Ansicht, sie werde dadurch aufgehoben, und einer ist der Ansicht, sie werde dadurch nicht aufgehoben.
"
Sukkah 15a:13,"<sup>viii</sup> <b>W</b><small>ENN MAN SEINE</small> F<small>ESTHÜTTE MIT</small> S<small>PIESSEN ODER</small> S<small>EITENBRETTERN VON EINEM</small> B<small>ETTE BÄLKT, SO IST SIE, WENN DER</small> A<small>BSTAND</small>Der mit brauchbarer Hüttenbedeckung ausgefüllt werden kann.<small>ZWISCHEN IHNEN DIESEM GLEICHT, BRAUCHBAR. WENN MAN EINE</small> M<small>IETE AUSHÖHLT, UM DARAUS EINE</small> F<small>ESTHÜTTE ZU MACHEN, SO IST DIES KEINEF FSTHÜTTE</small>.
"
Sukkah 15a:14,"GEMARA. Dies wäre also eine Widerlegung R. Honas, des Sohnes R. Jehošua͑s. Denn es wurde gelehrt. Gleicht die Bresche dem bestehenden, so ist es, wie R. Papa sagt, erlaubtIst die Wandung des Gebäudes zur Hälfte durchgebrochen, so wird es noch als Privatgebiet betrachtet, u. das Umhertragen am Šabbath ist da erlaubt., und wie R. Hona, Sohn des R. Jehošua͑, sagt, verboten. – 
"
Sukkah 15a:15,"R. Hona, Sohn des R. Jehošua͑, kann dir erwidern: unter ‘diesem gleicht’ ist zu verstehen, daß man [die Hüttenbedachung] hineinlegen und herausnehmenDemnach muß der Abstand etwas größer sein.kann. – 
"
Sukkah 15b:1,"Man kann es ja, genauDie Mišna lehrt, daß der Abstand diesen gleichen müsse.bemessen!? – R. Ami erwiderte : [Der Abstand] muß etwas größer sein. 
"
Sukkah 15b:2,"Raba erwiderte: du kannst auch sagen, man mache ihn nicht größer ; liegen sie über die Länge, so lege man die Hüttenbedachung über die Breite und liegen sie über die Breite, so lege man diese über die Länge.
"
Sukkah 15b:3,"O<small>DER</small> S<small>EITENBRETTERN VON EINEM</small> B<small>ETTE</small>. Dies wäre also eine Stütze für R. Ami b.Ḥabjomi, denn R. Ami b.Ḥabjomi sagte: Hat man sie mit Gelump überdeckt, so ist sieDa sie früher verunreinigungsfähig waren, obgleich sie es nicht mehr sind.unbrauchbar, – 
"
Sukkah 15b:4,"Wie R. Ḥanan im Namen Rabbis erklärt hat, dies gelte von einem Seitenbrette nebst beiden Füßen oder einem Querbrette nebst beiden Füßen, ebenso hierbei vom Seitenbrette nebst beiden Füßen oder einem Querbrette nebst beiden FüßenDie noch verwendbar u. verunreinigungsfähig sind.. – 
"
Sukkah 15b:5,"Worauf bezieht sich das, was R. Ḥanan im Namen Rabbis gesagt hat? – Auf folgende Lehre : 
"
Sukkah 16a:1,"Das Bett wird nur zusammengesetzt unrein und nur zusammengesetzt rein – so R. Elie͑zer : die Weisen sagen, es werde auch in einzelnen Teilen unrein, und in einzelnen Teilen rein. Welche [Teile] sindDie einzeln verwendbar sind.es? R. Ḥanan erwiderte im Namen Rabbis: Das Seitenbrett mit beiden Füßen, das Querbrett mit beiden Füßen. – 
"
Sukkah 16a:2,"Welche Verwendung haben diese? – Man kann sie an die Wand stützen, sich auf sie setzen und Stricke spinnen.
"
Sukkah 16a:3,"Der Text. R.Ami B. Ṭabjomi sagte: Hat man sie mit Gelump überdacht, so ist sie unbrauchbar. – Welches Gelump? Abajje erwiderte: Lappen, die keine drei zu drei [Fingerbreiten] haben, und somit weder für Arme noch für Reiche verwendbar sind.
"
Sukkah 16a:4,"Übereinstimmend mit R. Ami b.Ṭabjomi wird gelehrt: Eine Matte aus Binsen oder Bast und Reste derselben dürfen, auch wenn sie das MaßDie für die Verunreinigungsfähigkeit erforderliche Größe.nicht mehr haben, zur Hüttenbedachung nicht verwendet werden;
"
Sukkah 16a:5,"Rohrmatten dürfen, wenn es große sind, als Hüttenbedachung verwendet werden, nicht aber wenn es kleineErstere werden nur als Dachdecke verwendet, letztere auch zu anderem Gebrauche.sind; R. Elie͑zer sagt: auch jene sindDa sie auch als Unterlagen benutzt werden.verunreinigungsfähig, und es darf als Hüttenbedachung nicht verwendet werden.
"
Sukkah 16a:6,"W<small>ENN MAN EINE</small> M<small>IETE AUSHÖHLT</small>. R. Hona sagte: Dies lehrten sie nur von dem Falle, wenn [unten] kein eine Handbreite hoher Hohlraum in einer Ausdehnung von sieben [Handbreiten] vorher war, wenn aber [unten] ein eine Handbreite hoher Hohlraum in einer Ausdehnung von sieben [Handbreiten] vorherEin solcher Raum gilt als Hütte, und beim Aushöhlen werden nur die Wände erhöht.war, so ist dies eine Festhütte. 
"
Sukkah 16a:7,"Es wird auch gelehrt: Wenn man eine Miete aushöhlt, um daraus eine Festhütte zu machen, so ist dies eine Festhütte. Wir haben ja aber gelernt, dies sei keine Festhütte? Wahrscheinlich ist nach R. Hona [zu erklären]. Schließe hieraus. 
"
Sukkah 16a:8,"Manche weisen auf einen Widerspruch hin. Wir haben gelernt, wenn man eine Miete aushöhlt, um daraus eine Festhütte zu machen, dies keine Festhütte sei, dagegen wird gelehrt, dies sei eine Festhütte!? R. Hona erwiderte: Das ist kein Einwand; eines wenn [unten] ein eine Handbreite hoher Hohlraum in einer Ausdehnung von sieben [Handbreiten] vorher war, und eines, wenn [unten] kein eine Handbreite hoher Hohlraum in einer Ausdehnung von sieben [Handbreiten] vorher war.
"
Sukkah 16a:9,"<sup>xi,1</sup> <b>W</b><small>ENN MAN DIE</small> W<small>ÄNDE</small> [<small>FÜR DIE</small> F<small>ESTHÜTTE</small>] <small>VON OBEN NACH UNTEN HERABHÄNGEN LÄSST, SO IST SIE, WENN SIE DREI</small> H<small>ANDBREITEN VON DER</small> E<small>RDE ABSTEHEN, UNBRAUCHBAR; WENN SIE VON UNTEN NACH OBEN RAGEN, SO IST SIE, WENN SIE ZEHN</small> H<small>ANDBREITEN HOCH IST, BRAUCHBAR</small>. R. J<small>OSE SAGT, WIE VON UNTEN NACH OBEN ZEHN</small> H<small>ANDBREITEN EBENSO VON OBEN NACH UNTEN ZEHN</small> H<small>ANDBREITEN</small>.
"
Sukkah 16a:10,"GEMARA. Worin besteht ihr Streit? – Einer ist der Ansicht, die schwebende Wand sei zulässigWörtlich : manche erlaubt, sc. die Festhütte, bezw. das Gebiet hinsichtlich des Šabbathgeseizes., und einer ist der Ansicht, die schwebende Wand sei nicht zulässig. 
"
Sukkah 16a:11,"Dort haben wir gelernt: Aus einem Brunnen zwischen zwei Höfen darf man am Šabbath nicht schöpfen, es sei denn, sie haben in der Mitte eine zehn Handbreiten [hohe] Scheidewand gemacht, ob unten oder innerhalb des RandesOberhalb des Wassers. So nach Handschriften u. der Parallelstelle Er. Fol. 86a.. R. Šimo͑n b.Gamliél sagte: 
"
Sukkah 16b:1,"Die Schule Šammajs sagt, obenEntgegengesetzt in der genannten Parallelstelle., die Schule Hillels sagt, unten. R. Jehuda sprach: Diese Scheidewand kann ja nicht mehr sein, als die Wand zwischenDie sich über dem Brunnen schwebend befindet.ihnen. 
"
Sukkah 16b:2,"Rabba b.Bar Ḥana sagte im Namen R. Joḥanans : R. Jehuda sagte dies nach der Ansicht R. Joses, welcher sagt, die schwebende Wand sei zulässig.
"
Sukkah 16b:3,"Dies ist aber nichts; weder ist R. Jehuda der Ansicht R. Joses, noch ist R. Jose der Ansicht R. Jehudas. 
"
Sukkah 16b:4,"R. Jehuda ist nicht der Ansicht R. Joses, denn R. Jehuda sagt es nur vom Hof-E͑rub, der rabbanitisch ist, nicht aber von der Festhütte, die [ein Gebot] der, Tora ist. 
"
Sukkah 16b:5,"R. Jose ist nicht der Ansicht R. Jehudas, denn R. Jose sagt es nur von der Festhütte, wo es sich um ein auszuübendes Gebot handelt, nicht aber vom Šabbath, wobei es sich um ein mit der Steinigung belegtes Verbot handelt. 
"
Sukkah 16b:6,"Wenn du aber einwendest: durch wen geschah es denn bei jenem Ereignis in SepphorisWobei eine schwebende Wand erlaubt wurde; S. war der Wohnort R. Joses.? Da geschah es nicht durch R. Jose, sondern durch R. Jišma͑él b.Jose. 
"
Sukkah 16b:7,"Als nämlich R. Dimi kam, erzählte er: Einst vergaßen sie die TorarolleDie in einem Privathause aufbewahrt wurde.am Vorabend des Šabbaths [ins Bethaus] zu bringen; da breiteten sie am folgenden Tage Laken über die SäulenUm das Gebiet abzugrenzen, da sich auf dem selben Hofe od. Durchgange mehrere Häuser befanden.aus, holten die Torarolle und lasen aus ihr. – 
"
Sukkah 16b:8,"‘Sie breiteten aus’, wie kommst du darauf, wieso holten sie sie am Šabbath!? – Vielmehr, sie fanden auf den Säulen ausgebreitete Laken vor, da holten sie die Torarolle und lasen aus ihr.
"
Sukkah 16b:9,"R. Ḥisda sagte im Namen Abimis : Eine Matte von vier [Handbreiten] und etwas darüber ist als WandWenn sie genau 10 Handbreiten hoch ist.der Festhütte zulässig. – Wie mache man es? – Man hänge sie in die Mitte, weniger als drei [Handbreiten] von unten und weniger als drei [Handbreiten] von oben, da [ein Abstand von] weniger als drei [Handbreiten] als verbunden giltSomit bildet die Matte eine 10 Handbreiten hohe Wand.. – 
"
Sukkah 16b:10,"Selbstverständlich!? – Man könnte glauben, eine Verbindung erfolge nur an einer Seite, nicht aber an zwei Seiten, so lehrt er uns. 
"
Sukkah 16b:11,"Man wandte ein: Eine Matte von sieben [Handbreiten] und etwas darüber ist als Wand der Festhütte zulässig!? – Jene Lehre spricht von einer [hohen] Festhütte, und sie lehrt uns, daß man die Wände von oben nach unten herabhängen lassen darf, nach R. Jose.
"
Sukkah 16b:12,"R. Ami sagte: Ein Brett von vier [Handbreiten] und etwas darüber istWenn es 10 Handbreiten lang ist und man es senkrecht stellt.als Wand der Festhütte zulässig, wenn man es weniger als drei Handbreiten von der Wand stellt, da [ein Abstand von] weniger als drei [Handbreiten] (von der Wand) als verbunden gilt. – 
"
Sukkah 16b:13,"Was lehrt er uns damit? – Er lehrt uns folgendes : das Maß einer kleinen Festhütte beträgt sieben HandbreitenNach der Schule Hillels muß sie den Kopf, den größeren Teil des Körpers u. den Tisch fassen können (cf. infra Fol. 28a), u. diese Größe ist hierfür ausreichend..
"
Sukkah 17a:1,"<sup>ix,2 x</sup> <b>H</b><small>AT MAN DIE</small> H<small>ÜTTENBEDACHUNG DREI</small> H<small>ANDBREITEN VON DEN</small> W<small>ÄNDEN</small>Horizontal. <small>ENTFERNT, SO IST SIE UNBRAUCHBAR</small>. 
"
Sukkah 17a:2,"W<small>ENN</small> [<small>DAS</small> D<small>ACH EINES</small>] H<small>AUSES DURCHBROCHEN IST UND MAN OBEN</small> H<small>ÜTTENBEDACHUNG LEGT, SO IST ES, WENN VON DER</small> W<small>AND BIS ZUR</small> H<small>ÜTTENBEDACHUNG VIER</small> E<small>LLEN VORHANDEN SIND</small>, [<small>ALS</small> F<small>ESTHÜTTE</small>] <small>UNBRAUCHBAR; 
"
Sukkah 17a:3,"EBENSO DER MIT EINEM</small> S<small>ÄULENGANGE UMGEBENE</small>Die Höfe waren an 3 Seiten von Häusern umgeben, die offene Veranden mit einem Dache darüber hatten. Ein solcher Hof hatte die Häuser als Wände u. war ringsum gedeckt.H<small>OF</small>. W<small>ENN MAN EINE GROSSE</small> F<small>ESTHÜTTE RINGSUM MIT ETWAS ÜBERDACHT HAT, DAS ZUR</small> H<small>ÜTTENBEDACHUNG NICHT VERWENDET WERDEN DARF, SO IST SIE, WENN ES VIER</small> E<small>LLEN EINNIMMT, UNBRAUCHBAR</small>.
"
Sukkah 17a:4,"GEMARA. Wozu all diese Fälle? – Sie sind nötig. Würde er es nur vom durchbrochenen Hause gelehrt, haben, [so könnte man glauben,] weil die Wände für das Haus errichtet sind, nicht aber gelte dies vom mit einem Säulengange umgebenen Hofe, wo die Wände nicht für die Halle errichtet sind ; daher ist dies nötig. 
"
Sukkah 17a:5,"Und würde er nur diese beiden Fälle gelehrt haben, [so könnte man glauben,] weil die Hüttenbedachung brauchbar ist, nicht aber, wenn man eine große Festhütte ringsum mit etwas überdacht hat, das zur Hüttenbedachung nicht verwendet werden darf, wo die Hüttenbedachung eine unbrauchbare ist. Daher [sind alle Fälle] nötig.
"
Sukkah 17a:6,"Rabba erzählte: ich traf die Jünger der Schule Rabhs, die da saßen und lehrten: der AbstandWörtl. die Luft; der Abstand zwischen dor Hüttenbedachung u. der Wand.macht [die Festhütte] bei drei [Handbreiten] unbrauchbar, die unbrauchbare Hüttenbedachung macht sie bei vier [Handbreiten] unbrauchbar. 
"
Sukkah 17a:7,"Da sprach ich zu ihnen: daß der Abstand sie bei drei [Handbreiten] unbrauchbar mache, wißt ihr aus dem, was wir gelernt haben, sie sei unbrauchbar, falls man die Hüttenbedachung drei Handbreiten von den Wänden entfernt hat, somit sollte sie durch die unbrauchbare Hüttenbedachung erst bei vier Ellen unbrauchbar werden, denn wir haben gelernt, daß, wenn [das Dach eines] Hauses durchbrochen ist und man oben Hüttenbedachung gelegt hat, es, wenn von der Bedachung bis zur Wand vier Ellen vorhanden sind, [als Festhütte] unbrauchbar seil? 
"
Sukkah 17a:8,"Sie erwiderten mir: Davon ist abzusehen; Rabh und Šemuél erklärten beide, da gilt dies als krummeDh. nur dann, wenn die unbrauchbare Hüttenbedachung sich am Rande befindet, aus dem angegebenen Grunde, in der Mitte aber ist sie bei 4 Handbreiten unbrauchbar.Wand. 
"
