Index Title,Kiddushin
Kiddushin 17a:5,"Die Rabbanan lehrten: Wieviel schenke man ihm? Fünf Sela͑Als Gewichtsmaß.von jeder ArtDie im bezüglichen Schriftverse genannt ist., das sind fünfzehn Sela͑ – so R. Meír. R. Jehuda sagt, dreißig, entsprechend den dreißig [Šeqel]Gf. Ex. 21,32.für einen Sklaven. R. Šimo͑n sagt, fünfzig, entsprechend den fünfzig beim SchätzgelübdeDie erwachsene Person wird beim Geloben des Wertes für das Heiligtum mit 50 Šeqel eingeschätzt; cf. Lev. 27,Iff..
"
Kiddushin 17a:6,"Der Meister sagte: Fünf Sela͑ von jeder Art, das sind fünfzehn Šela͑ – so R. Meír. Will uns R. Meír etwa das Zählen lehren!? – Folgendes lehrt er uns: er darf ihm nicht weniger als in dieser [Gesamt]zahl geben; wenn er ihm von einer Art weniger und von einer anderen Art mehr gibt, so ist nichts dabei. –
"
Kiddushin 17a:7,"Was ist der Grund R. Meírs? – Er folgert es aus [dem Worte] <i>leer</i>, das auch beim ErstgeborenenDieses Wort wird sowohl hierbei (Dt. 15,13) als auch beim Erstgeborenen (Ex. 34,20) gebraucht u. deutet darauf, daß beide Gesetze einander gleichen.gebraucht wird; wie da fünf Sela͑, ebenso auch hierbei fünf Sela͑. –
"
Kiddushin 17a:8,"Vielleicht fünf Sela͑ von allen zusammen!? – Wenn es nachher <i>leer</i> hieße, so würdest du recht haben, es heißt aber vorher <i>leer</i>, somit ist [das Wort] <i>leer</i> auf [die Worte] <i>Schaf, Tenne</i> und <i>Kelter</i> zu beziehenFünf von jedem.. –
"
Kiddushin 17a:9,"Sollte doch aus [dem Worte] <i>leer</i> gefolgert werden, das beim ErscheinungsopferDas beim Erscheinen im Tempel an den 3 Festen des Jahres darzubringen ist, wobei ebenfalls das W. ‘leer’ gebraucht wird; cf. Ex. 23,15.gebrauchtHierfür sind nur 2 Silberlinge erforderlich; cf. Hg. Fol. 2a.wird!? – Die Schrift sagt:Dt. 15,14.<i>womit der Herr, dein Gott, dich gesegnet hat</i>Man deduziere daher die größere Summe..
"
Kiddushin 17a:10,"«R. Jehuda sagt, dreißig, entsprechend den dreißig [Šeqel] für einen Sklaven.» Was ist der Grund R. Jehudas? – Er folgert es aus [dem Worte] <i>geben</i>, das auch beim Sklaven gebrauchtDieses Wort wird hierbei (Dt. 15,14) u. beim Ersatz für einen Sklaven (Ex. 21,32) gebraucht.wird; wie da dreißig, ebenso auch hierbei dreißig. –
"
Kiddushin 17a:11,"Sollte er doch aus [dem Worte] <i>geben</i> folgern, das beim Schätzgelübde gebrauchtBeim Schätzgelübde (Lev. 27,2–8) wird das W. ‘geben’ nicht gebraucht, jed. bezieht der T. (cf. Hul. Fol. 139a) den Schriftvers Lev. 27,23, in dem dieses Wort vorkommt, auf das vorangehend behandelte Schätzgelübde.wird, wie da fünfzig, ebenso auch hierbei fünfzig!? –
"
Kiddushin 17a:12,"Erstens hat man, wenn man viel ergreift, nichts ergriffen, und wenn man wenig ergreift, es ergriffen, und ferner ist hinsichtlich des Sklaven vom Sklaven zu folgern.
"
Kiddushin 17a:13,"«R. Šimo͑n sagt, fünfzig, entsprechend den fünfzig beim Schätzgelübde.» Was ist der Grund R. Šimo͑ns? – Er folgert es aus [dem Worte] <i>geben</i>, das auch beim Schätzgelübde gebraucht wird; wie da fünfzig, ebenso auch hierbei fünfzig. – Vielleicht entsprechend dem niedrigsten [Betrage] beim SchätzgelübdeDieser beträgt nur 3 Šeqel.!? – Es heißt: <i>womit der Herr, dein Gott, dich gesegnet hat</i>Man deduziere daher die größere Summe.. –
"
Kiddushin 17a:14,"Sollte er doch aus [dem Worte] <i>geben</i> folgern, das beim Sklaven gebraucht wird, wie da dreißig, ebenso auch hierbei dreißig, denn erstens hat man, wenn man viel ergreift, nichts ergriffen, und zweitens ist hinsichtlich des Sklaven vom Sklaven zu folgern!? – R.Šimo͑n folgert aus [dem Worte] <i>Armut</i>Das sowohl beim Sklaven (Lev. 25,39) als auch beim Schätzgelübde (ib. 27,8) gebraucht wird.. –
"
Kiddushin 17a:15,"Erklärlich sind [die Worte] <i>Schaf, Tenne</i> und <i>Kelter</i> nach R. MeírNach ihm bezieht sich der Schluß durch Wortanalogie auf jedes besonders, sodaß es zusammen 15 Sela͑ sind., wozu aber sind nach R. Jehuda und R. Šimo͑n [die Worte] <i>Schaf, Tenne</i> und <i>Kelter</i> nötig!? –
"
Kiddushin 17a:16,"Diese sind wegen der folgenden Lehre nötig: Man könnte glauben, man beschenke ihn nur mit dem, was von Schaf, Kelter und Tenne kommt, woher, daß auch alles andere einbegriffen ist? Es heißt: <i>womit der Herr, dein Gott, dich gesegnet hat</i>. Wozu heißt es demnach: <i>Schaf, Kelter und Tenne</i>? Um dir zu sagen, wie Schaf, Kelter und Tenne sich dadurch auszeichnen, daß sie beim Segen einbegriffenSie wachsen u. gedeihen infolge des Segens. sind, ebenso auch alles andere, was beim Segen einbegriffen ist, ausgenommen Geld – so R. Šimo͑n; R. Elie͑zer b. Ja͑qob sagt, ausgenommen MaultiereDie sich nicht fortpflanzen.. –
"
Kiddushin 17a:17,"Und R. Šimo͑n!? – Maultiere gedeihenAuch auf diese erstreckt sich der Segen.körperlich. Und alles ist nötig.
"
Kiddushin 17a:18,"Würde der Allbarmherzige nur <i>Schaf</i> geschrieben haben, so könnte man glauben, nur Lebewesen, nicht aber Bodengewächse, daher schrieb der Allbarmherzige <i>Tenne</i>. Würde er nur <i>Tenne</i> geschrieben haben, so könnte man glauben, nur Bodengewächse, nicht aber Lebewesen, daher schrieb der Allbarmherzige <i>Schafe</i>. Und <i>Kelter</i>
"
Kiddushin 17b:1,"heißt es deshalb, um nach dem einen Geld und nach dem anderen Maultiere auszuschließen.
"
Kiddushin 17b:2,"Die Rabbanan lehrten: <i>Womit der Herr, dein Gott, dich gesegnet hat</i>; man könnte glauben, wenn das Haus seinetwegen gesegnet worden ist, beschenke man ihn, und wenn das Haus nicht seinetwegen gesegnet worden ist, beschenke man ihn nicht, so heißt es: <i>schenken, beschenken sollst du</i>, in jedem Falle. Weshalb heißt es demnach: <i>womit der Herr, dein Gott, dich gesegnet hat</i>? Man gebe ihm dem Segen entsprechend.
"
Kiddushin 17b:3,"R. Elea͑zar b. A͑zarja sagt, die Worte seien wörtlich zu nehmen: ist das Haus seinetwegen gesegnet worden, beschenke man ihn, ist das Haus nicht seinetwegen gesegnet worden, beschenke man ihn nicht. Weshalb heißt es demnach <i>schenken, beschenken sollst du</i>? – Die Tora gebraucht die übliche Redewendung der MenschenDie Hinzufügung des Infinitivs gehört zum hebräischen Sprachgebrauche u. ist exegetisch bedeutungslos..
"
Kiddushin 17b:4,"Die Rabbanan lehrten: Der hebräische SklaveDessen Herr vor Ablauf der 6 Jahre gestorben ist.diene dem Sohne, nicht aber der Tochter; die hebräische Magd diene weder dem Sohne noch der Tochter; der Angebohrte und der an einen Nichtjuden Verkaufte diene weder dem Sohne noch der Tochter. Der Meister sagte: Der hebräische Sklave diene dem Sohne, nicht aber der Tochter. Woher dies? –
"
Kiddushin 17b:5,"Die Rabbanan lehrten:Dt. 15,12.<i>Er diene dir sechs Jahre</i>; dir, nicht aber einem ErbenEinem anderen als dem Sohne.. Du sagst: dir, nicht aber einem Erben, vielleicht ist dem nicht so, sondern: dir, nicht aber einem Sohne!? Wenn es heißt:Ex. 21,2.<i>sechs Jahre soll er dienen</i>, so gilt dies ja auchEs heißt, daß er diene, ohne dies auf den Herrn zu beschränken.vom Sohne, somit sind [die Worte] <i>er diene dir sechs Jahre</i> zu erklären: dir, nicht aber einem Erben.
"
Kiddushin 17b:6,"Was veranlaßt dich, den Sohn einzuschließen und den Bruder auszuschließen? – Ich schließe den Sohn ein, der anstelle seines Vaters tritt bei der BestimmungDer hebräischen Magd zum Eheweibe (cf. Ex. 21,9); das vom Vater gezahlte Kaufgeld gilt auch für den Sohn als Antrauungsgeld.und beim ErbbesilzfeldeWenn ein dem Heiligtume geweihtes Feld vom Eigentümer nicht eingelöst, sondern an einen Fremden verkauft wird, so geht es im Jobeljahre in den Besitz der Priester über (cf. Lev. 27,16ff); wenn aber der Sohn des Eigentümers es kauft, so bleibt es dann in seinem Besitze.. –
"
Kiddushin 17b:7,"Im Gegenteil, der Bruder ist ja einzuschließen, da er anstelle seines Bruders tritt bei der SchwagereheCf. Dt. 25,5ff.!? – Die Schwagerehe erfolgt nur dann, wenn kein Sohn vorhanden ist, wenn aber ein Sohn da ist, erfolgt auch keine Schwagerehe. –
"
Kiddushin 17b:8,"Nur wegen dieser Widerlegung, sonst wäre der Bruder bevorzugter; aber es sollte doch maßgebend sein, daß bei jenem zweierlei und bei diesem nur einesDer Sohn tritt anstelle seines Vaters in 2 Fällen, dagegen aber der Bruder anstelle seines Bruders nur in einem Falle.zu berücksichtigen ist!? –
"
Kiddushin 17b:9,"Auch bezüglich des Erbbesitzfeldes wird esDaß hierbei der Sohn anstelle seines Vaters trete.durch diese Widerlegung gefolgert: die Schwager ehe erfolgt nur dann, wenn kein Sohn vorhanden istAuch beim Erbbesitzfelde wird der Sohn nicht ausdrücklich genannt, u. wenn nicht diese Widerlegung, würde man nicht gewußt haben, ob der Sohn od. der Bruder anstelle des Eigentümers tritt; es bleibt somit nur die eine, in der Schrift genannte Vertretung zurück..
"
Kiddushin 17b:10,"«Die hebräische Magd diene weder dem Sohne noch der Tochter.» Woher dies? R. Papa erwiderte: Die Schrift sagt:Dt. 15,17.<i>und auch deiner Magd tue also</i>; die Schrift vergleicht sie mit dem Angebohrten, wie der Angebohrte weder dem Sohne noch der Tochter dient, ebenso diene die hebräische Magd weder dem Sohne noch der Tochter. – Ist denn [der Schriftvers:] <i>und auch deiner Magd tue also</i>, hierfür zu verwenden, er ist ja wegen folgender Lehre nötig!? <i>Auch deiner Magd tue also</i>, hinsichtlich der Beschenkung.
"
Kiddushin 17b:11,"Du sagst, hinsichtlich der Beschenkung, vielleicht hinsichtlich des Anbohrens!? Wenn es heißt:Ex. 21,5.<i>wenn der Sklave sagt</i>, nicht aber die hebräische Magd, so ist esDaß es bei der Magd nicht erfolge.vom Anbohren bereits gesagt,
"
Kiddushin 17b:12,"somit ist [der Schriftvers:] <i>und auch deiner Magd tue also</i>, auf die Beschenkung zu beziehen. – Es sollte heißen: <i>mit deiner Magd also</i>, wenn es aber auch <i>tue</i> heißt, so ist beides zu entnehmen.
"
Kiddushin 17b:13,"«Der Angebohrte und der an einen Nichtjuden Verkaufte diene weder dem Sohne noch der Tochter.» Der Angebohrte, denn es heißt:Ex. 21,6.<i>der Herr bohre ihm sein Ohr mit einem Pfriemen, und er diene ihm ewig</i>, nicht aber dem Sohne oder der Tochter. Woher dies von einem an einen Nichtjuden Verkauften? Ḥizqija erwiderte: Die Schrift sagt:Lev. 25,50.<i>er rechne mit seinem Käufer</i>, nicht aber mit den Erben seines Käufers.
"
Kiddushin 17b:14,"Raba sagte: Nach der Tora beerbt ein Nichtjude seinen Vater, denn es heißt: <i>er rechne mit seinem Käufer</i>, nicht aber mit den Erben seines Käufers, demnach hat er Erben. Ein Proselyt einen Nichtjuden nicht nach der Tora, wohl aber rabbanitisch,
"
Kiddushin 17b:15,"denn wir haben gelernt: Wenn ein Proselyt und ein Nichtjude ihren nichtjüdischen Vater beerben, so kann der Proselyt zum Nichtjuden sagen: nimm du die Götzen und ich das Geld, nimm du den LibationsweinDer für den Götzendienst verwendet worden ist; als solcher gilt jeder von einem Nichtjuden berührte Wein.und ich die Früchte; sind sie bereits in den Besitz des Proselyten gekommen, so ist diesDa er für diese Dinge Ersatz erhält, während sie zur Nutznießung verboten sind.verboten.
"
Kiddushin 17b:16,"Wenn man nun sagen wollte, [er beerbe ihn] nach der Tora, so nimmt er ja, auch wenn sie noch nicht in seinen Besitz gekommen sind, ErsatzDa die Hälfte des Nachlasses mit dem Tode des Vaters in seinen Besitz übergeht.für die Götzen.
"
Kiddushin 17b:17,"Vielmehr erfolgt dies nur rabbanitisch, denn die Rabbanan haben diese Bestimmung getroffen, weil erWegen des Verlustes der Erbschaft.zu seiner Schlechtigkeit zurückkehren könnte. Ebenso wird gelehrt: Dies gilt nur von dem Falle, wenn sie geerbt haben, wenn sie aber Teilhaber sind, so ist es verboten.
"
Kiddushin 17b:18,"Ein Nichtjude einen Proselyten und ein Proselyt einen Proselyten [beerbt] weder nach der Tora noch rabbanitisch, denn es wird gelehrt: Wenn er Geld geliehen hat von einem Proselyten, dessen Kinder sich mit ihm bekehrt haben, so gebe er es seinen Kindern nicht zurück; gibt er es ihnen zurück, so gebührt ihm keine Anerkennung der WeisenEs ist dies keine lobenswerte Handlung, da die Kinder ihren Vater nicht beerben.. –
"
Kiddushin 17b:19,"Es wird ja aber gelehrt, daß ihm eine Anerkennung der Weisen gebühre!? – Das ist kein Widerspruch; das eine, wenn seine Schwängerung und seine Geburt nicht in Heiligkeit erfolgt ist,
"
Kiddushin 18a:1,"und das andere, wenn seine Schwängerung nicht in Heiligkeit und seine Geburt in HeiligkeitWenn der Vater sich vor seiner Geburt bekehrt hat, so gebe man es ihm zurück, nach den Tosaphoth entgegengesetzt, weil man ihn im letzteren Falle mit einem wirklichen Jisraéliten verwechseln könnte.erfolgt ist.
"
Kiddushin 18a:2,"R. Ḥija b. Abin aber sagte im Namen R. Joḥanans: Ein Nichtjude beerbt seinen Vater nach der Tora, denn es heißt:Dt. 2,5.<i>denn das Gebirge Sei͑r habe ich E͑sav zum Erbbesitze gegeben</i>. – Vielleicht ist es bei einem abtrünnigen JisraélitenAls solcher gilt E͑sav, als Sohn Jiçḥaqs.anders!? – Vielmehr, hieraus:Dt. 2,9.<i>denn A͑r habe ich den Söhnen Loṭs zum Erbbesitze gegeben</i>. –
"
Kiddushin 18a:3,"Weshalb lehrt R. Ḥija b. Abin nicht wie Raba? – Heißt es etwa, daß er nur mit seinem Käufer und nicht mit den Erben seines Käufers rechneDie Schrift spricht vom Käufer, weil es in der Regel mit diesem zu erfolgen hat, jed. schließt dies die Erben nicht aus.!? –
"
Kiddushin 18a:4,"Weshalb lehrt Raba nicht wie R. Ḥija b. Abin? – Da ist es anders, wegen der Ehrung AbrahamsSeine Nachkommen werden bevorzugt..
"
Kiddushin 18a:5,"Die Rabbanan lehrten: Manches gilt beim hebräischen Sklaven und nicht bei der Magd, und manches bei der Magd und nicht beim Sklaven. Manches beim Sklaven, denn er geht frei aus, durch die Jahre, durch das Jobeljahr und durch den Tod des Herrn, was bei der Magd nicht der Fall ist. Manches bei der Magd, denn die Magd geht frei aus durch Pubertätszeichen, sie wird nicht zweitmals verkauft und man löse sie gegen seinen Willen aus, was beim Sklaven nicht der Fall ist.
"
Kiddushin 18a:6,"Der Meister sagte: Manches gilt beim hebräischen Sklaven, was bei der Magd nicht der Fall ist. Ich will auf einen Widerspruch hinweisen: ihm überlegenWonach die Umstände, die den Sklaven befreien, auch die Sklavin befreien.ist die hebräische Magd, die sich durch die Pubertätszeichen aneignet!? R. Šešeth erwiderte: Wenn er sie [zur Frau] bestimmtSíe geht dann durch die genannten Umstände nicht aus.hat. –
"
Kiddushin 18a:7,"Wenn er sie bestimmt hat, so ist es ja selbstverständlich, sie benötigt ja dann eines Scheidebriefes!? – Man könnte glauben, man hebe bei ihr die GesetzeDie bei der hebräischen Magd gelten, selbst wenn er sie geheiratet hat.nicht auf, so lehrt er uns. – Wieso geht sie demnach durch Pubertätszeichen aus!? – Er meint es wie folgt: wenn er sie nicht [zur Frau] bestimmt hat, so geht sie auch durch Pubertätszeichen aus.
"
Kiddushin 18a:8,"«Sie wird nicht zweitmals verkauft.» Demnach wird ein hebräischer Sklave zweitmals verkauft, und dem widersprechend wird gelehrt:Ex. 22,2.<i>wegen seines Diebstahls</i>, nicht aber wegen des DoppeltenDer Dieb hat das Gestohlene doppelt zu ersetzen; cf. Ex. 22,3.; <i>wegen seines Diebstahls</i>, nicht aber wegen seiner falschenDer falsche Zeuge wird zu dem verurteilt, was er durch seine Aussage erwirken wollte (cf. Dt. 19,19); wenn er jemand des Diebstahls beschuldigt hat u. nicht bezahlen kann, so wird er dieserhalb nicht verkauft.Zeugenaussage; <i>wegen seines Diebstahls</i>, wenn er einmal verkauft worden war, so darfst du ihn nicht wiederum verkaufen!?
"
Kiddushin 18a:9,"Raba erwiderte: Das ist kein Einwand; das eine gilt von einem DiebstahlWenn sein Verkauf den Diebstahl nicht deckt, so wird er nicht nochmals verkauft.und das andere von zweiWenn es sich um einen ganz anderen Fall handelt, wird er auch zum 2. Male verkauft.Diebstählen.
"
Kiddushin 18a:10,"Abajje sprach zu ihm: Unter <i>seines Diebstahls</i> sind ja vieleDer T. faßt das W. <span dir=""rtl"">גניבה</span> als Kollektivum auf.zu verstehen!? Vielmehr, erklärte Abajje, dies ist kein Widerspruch; das eine gilt von einer Person und das andere von zwei PersonenDie er bestohlen hat; cf. Maimonides, <i>Jad.
"
Kiddushin 18a:11,"Die Rabbanan lehrten: Wenn sein Diebstahl tausend beträgt und er fünfhundert wert ist, so wird er verkauft und abermalsDie W.e <span dir=""rtl"">ונמכר וחוזר</span> sind eine Interpolation Ras chis, sie fehlen in Handschriften u. dürften auch im ursprünglichen Texte gefehlt haben.verkauft; wenn sein Diebstahl fünfhundert beträgt und er tausend wert ist, so wird er überhaupt nicht verkauft. R. Elie͑zer sagt, wenn sein Diebstahl seinem Werte entspricht, werde er verkauft, wenn aber nicht, werde er nichtAuch wenn er weniger wert ist.verkauft.
"
Kiddushin 18a:12,"Raba sagte: Durch folgendes besiegte R. Elie͑zer die Rabbanan: wenn sein Diebstahl fünfhundert beträgt und er tausend wert ist, wird er wohl deshalb nicht verkauft, weil der Allbarmherzige sagt, er werde vollständig verkauft, nicht aber zur Hälfte, ebenso sagt der Allbarmherzige, er werde wegen seines [vollständigen] Diebstahls verkauft, nicht aber wegen des halben Diebstahls.
"
Kiddushin 18a:13,"«Man löse sie gegen seinen Willen aus.» Raba wollte erklären, gegen den Willen des Herrn, da sprach Abajje zu ihm: Dies heißt wohl, daß man ihm einen Schuldschein über ihren WertSie zahle ihm das Lösegeld (vgl. Anm. 335) nicht bar, sondern mit einem Schuldscheine.schreibe; wieso sollte man ihm statt einer Perle, die er in der Hand hat, eine ScherbeIhre Person ist ihm sicher, dagegen aber ist ihr Schuldschein nichts wert, da sie nichts hat.geben!?
"
Kiddushin 18a:14,"Vielmehr, erklärte Abajje, gegen den Willen des Vaters, wegen der Bemakelung der FamilieWenn der Vater bemittelt ist, so zwinge man ihn dazu.. – Demnach sollte man auch die Verwandten eines hebräischen Sklaven dazu zwingen, wegen der Bemakelung der Familie!? – Er könnte gehen und sich wiederum verkaufen. –
"
Kiddushin 18a:15,"Auch bei jener kann er ja gehen und sie wiederum verkaufen!? – Er lehrt ja, daß sie nicht zweitmals verkauft werden dürfe. Dies nach R. Šimo͑n, denn es wird gelehrt: Man kann seine Tochter zur Ehelichung verkaufen und dies wiederholen, zur Dienstbarkeit, und diesFalls sie durch einen der oben genannten Umstände minderjährig frei geworden ist.wiederholen, zur Ehelichung nach der Dienstbarkeit, nicht aber zur Dienstbarkeit nach der Ehelichung. R. Šimo͑n sagt, wie man seine Tochter nicht zur Dienstbarkeit nach der Ehelichung verkaufen darf, ebensowenig darf man seine Tochter zur Dienstbarkeit nach der Dienstbarkeit verkaufen.
"
Kiddushin 18a:16,"Sie führen den gleichen StreitSie streiten ebenfalls über die Auslegung des folgenden Schriftverses.wie die Tannaím der folgenden Lehre:Ex. 21,8.<i>Wenn er treulos an ihr handelt</i>,
"
Kiddushin 18b:1,"sobald dieser sein Gewand über sie ausgebreitetDh. sie geheiratet; das W. <span dir=""rtl"">בבגדו</span> wird von<span dir=""rtl"">בגד</span>, Gewand, abgeleitet.hat, darf er sie nicht mehr verkaufen – so R. Aqiba. R. Elie͑zer erklärte: <i>Wenn er treulos an ihr handelt</i>, sobald er treulos an ihr gehandeltIndem er sie zur Magd verkauft hat.hat, darf er sie nicht mehr verkaufen. –
"
Kiddushin 18b:2,"Worin besteht ihr Streit? – R. Elie͑zer ist der Ansicht, die überlieferte [Schreibart]Die Schreibweise ist defektiv <span dir=""rtl"">בבגדו</span> u. nicht <span dir=""rtl"">בביגדו</span>, demnach ist es von <span dir=""rtl"">בׇּנַד</span>, <i>treulos handelnsei maßgebend, R. A͑qiba ist der Ansicht, die LesartDie Schreibweise ist defektiv <span dir=""rtl"">בבגדו</span> u. nicht <span dir=""rtl"">בביגדו</span>, demnach ist es von <span dir=""rtl"">בׇּנַד</span>, <i>treulos handelnsei maßgebend, und R. Šimo͑n ist der Ansicht, die Lesart und die überlieferte [Schreibart] seien beide maßgebend.
"
Kiddushin 18b:3,"Rabba b. Abuha fragte: Erfolgt durch die Bestimmung Verheiratung oder Verlobung? Dies ist insofern von Bedeutung, ob er sie beerbt, sich an ihr verunreinigenVgl. Anm. 279.darf und ihre Gelübde aufheben kann; wie ist es nun? –
"
Kiddushin 18b:4,"Komm und höre: <i>Wenn er treulos an ihr handelt</i>, sobald dieser sein Gewand über sie ausgebreitet hat, darf er sie nicht mehr verkaufen. Verkaufen darf er sie nicht, wohl aber darf er eine BestimmungSie für einen anderen bestimmen.treffen. Wenn man sagen wollte, dadurch erfolge eine Verheiratung, so hat ja der Vater, sobald sie sich verheiratet hat, keine Gewalt mehr über sie. Hieraus ist somit zu entnehmen, daß dadurch eine Verlobung erfolge.
"
Kiddushin 18b:5,"R. Naḥman b. Jiçḥaq erwiderte: Hier wird von einer gewöhnlichen AntrauungNicht von der ‘Bestimmung’ des Dienstherrn.gesprochen, und er meint es wie folgt: sobald der Vater sie dem übergeben hat, der ihr zu Kost, Kleidung und Beiwohnung verpflichtet ist, darf er sie nicht mehr verkaufen. –
"
Kiddushin 18b:6,"Komm und höre: Er darf sie nicht an VerwandteNahe Verwandte, die sie nach Lev. 18,6ff. nicht heiraten dürfen, da dann die Bestimmung zur Frau unmöglich ist.verkaufen; im Namen R. Elie͑zers sagten sie, er dürfeDie Bestimmung der Schrift, sie zu ehelichen, gilt nur in dem Falle, wo dies möglich ist.sie an Verwandte verkaufen. Sie stimmen überein, daß er sie als Witwe an einen Hochpriester und als Geschiedene oder Ḥaluça an einen gemeinen Priester verkaufenAuch diese dürfen sie nicht heiraten, jedoch ist, wenn sie dies getan haben, die Heirat gültig, nur haben sie ein Verbot begangen.dürfe.
"
Kiddushin 18b:7,"[Auf die Frage,] von welcher Witwe hier gesprochen werde: hat sie selbst sich ihm angetraut, so ist sie ja nicht WitweDa sie minderjährig ist, so war die Antrauung ungültig.zu nennen, und hat der Vater sie ihm angetraut, so kann er sie ja nicht verkaufen, da man seine Tochter nach der Ehelichung nicht zur Dienstbarkeit verkaufen darf,
"
Kiddushin 18b:8,"erwiderte R. A͑mram im Namen R. Jiçḥaqs, hier werde von der Antrauung durch BestimmungWenn der Herr, der sie für sich bestimmt hatte, gestorben ist.gesprochen, nach R. Jose b. R. Jehuda, welcher sagt, das erste GeldDas er für sie beim Kaufe gezahlt hat.gelte nicht als AntrauungsgeldDie Antrauung erfolgt vielmehr durch die Bestimmung des Herrn, obgleich sie minderjährig ist, da dies eine Verfügung der Tora ist.. Wenn man nun sagen wollte, dadurch erfolge eine Verheiratung, so hat ja der Vater, sobald sie verheiratet ist, keine Gewalt mehr über sie. –
"
Kiddushin 18b:9,"Wieso stimmen sie überein, wenn du sagst, dadurch erfolge eine Verlobung, daß er sie verkaufen dürfe, man kann ja seine Tochter nach der EhelichungSelbst wenn nur die Verlobung erfolgt ist.nicht zur Dienstbarkeit verkaufen!? Du mußt also erklären, die durch sie erfolgte VerlobungDh. ohne ihren Vater, wie dies bei der Bestimmung ihres Herrn der Fall ist.sei anders als die durch den Vater erfolgte, somit kannst du auch sagen, dadurch erfolge eine Verheiratung, und die durch sie erfolgte Verheiratung ist anders als die durch den Vater erfolgte. –
"
Kiddushin 18b:10,"Was soll dies: allerdings kann eine Verlobung anders seinNach der einen darf der Vater sie verkaufen u. nach der anderen nicht.als die andere, aber kann etwa eine Verheiratung
"
Kiddushin 19a:1,"anders seinSie ist dann überhaupt nicht mehr in der Gewalt des Vaters.als die andere!? –
"
Kiddushin 19a:2,"Wie ist es aber nach R. Naḥman b. Jiçḥaq zu erklären, welcher sagt, auch nach R. Jose b. R. Jehuda gelte das erste Geld als AntrauungsgeldDer Vater hat das Geld in Empfang genommen, somit ist die Antrauung durch ihn erfolgt.!? – Er erklärt es nach R. Elie͑zer, welcher sagt, er könne sie nicht zweitmals zur Magd verkaufen, wohl aber könne er sie nach der Ehelichung zur Dienstbarkeit verkaufen.
"
Kiddushin 19a:3,"Reš Laqiš fragte: Darf er sie für seinen minderjährigen Sohn bestimmen: ist unter <i>Sohn</i>, von dem der Allbarmherzige spricht, irgend ein Sohn zu verstehen, oder ein Sohn, der ihm gleicht: wie er erwachsen ist, ebenso auch ein Sohn, der erwachsen ist?
"
Kiddushin 19a:4,"R. Zera erwiderte: Komm und höre:Lev. 20,10.<i>Ein Mann</i>, ausgenommen ein Minderjähriger; <i>der ehebricht mit der Frau seines Nächsten</i>, ausgenommen die Frau eines Minderjährigen. Wenn man sagen wollte, er könne [sie für ihn] bestimmen, so wäre ja Ehelich un g bei einem Minderjährigen zu findenMan sollte wegen des Ehebruches mit seiner Frau strafbar sein.. –
"
Kiddushin 19a:5,"Weshalb schließt ihn, wenn man sagt, er könne [sie für ihn] nicht bestimmen, die Schrift aus!? – Demnach wäre hieraus zu entnehmen, daß er [sie für ihn] bestimmen könne? R. Aši erwiderte: Hier wird von einem neun Jahre und einen Tag alten Eheschwager gesprochen, der seine Eheschwägerin beschlafen hat, die nach der Tora mit ihm verbundenDer Beischlaf eines solchen ist nach dem Gesetze gültig, somit Wird sie dadurch nach dem Leviratsgesetze, wonach sie ihm ohne Antrauung zufällt, seine Frau, obgleich er als Minderjähriger zur Ehelichung ungeeignet ist.ist. Man könnte glauben, daß man ihretwegen wegen Beschlafung einer Ehefrau schuldig sei,
"
Kiddushin 19a:6,"da sie mit ihm nach der Tora verbunden und sein Beischlaf gültig ist, so lehrt er uns. –
"
Kiddushin 19a:7,"Wie bleibt es damit? – Komm und höre: Ajbu sagte im Namen R. Jannajs: Eine Bestimmung gilt nur bei einem Erwachsenen, eine Bestimmung gibt es nur mit BewußtseinEr muß sich seiner Handlung bewußt sein, was aber bei einem Minderjährigen nicht der Fall ist.. – BeidesDer eine Passus macht den anderen überflüssig.!? – Dies ist eine Begründung: eine Bestimmung gibt es nur bei einem Erwachsenen aus dem Grunde, weil die Bestimmung nur mit Bewußtsein erfolgen kann.
"
Kiddushin 19a:8,"Wenn du aber willst, sage ich: unter Bewußtsein ist ihr Bewußtsein zu verstehen. Abajje, SohnDieser Name ist sonst unbekannt; <span dir=""rtl"">אביי</span> dürfte wohl eine falsche Auflösung v. <span dir=""rtl"">אבי׳</span> sein, richt, mit einer Handschrift <span dir=""rtl"">אבימי</span> zu lesen.des R. Abahu, lehrte nämlich:Ex. 31,8.<i>Die er für sich bestimmt hat</i>, dies lehrt, daß er es ihr mitteilen müsse.
"
Kiddushin 19a:9,"Er lehrte es und er erklärte es auch: bei der Antrauimg durch Bestimmung, nach R. Jose b. Jehuda, welcher sagt, das erste Geld gelte nicht als AntrauungsgeldDer Vater ist bei der Bestimmung nicht beteiligt, somit muß er es ihr mitteilen.. R. Naḥman b. Jiçḥaq sagte: Du kannst auch sagen, es gelte als Antrauungsgeld, denn hierbei ist es anders, da der Allbarmherzige <i>bestimmt</i> sagtDas W. <span dir=""rtl"">יעד</span> ist mit <span dir=""rtl"">ידע</span>,<i> wissen.
"
