,,,,,,,
Va-Yahel Moshe,Lvov 1868,manually,"tehillim 98, fol. 20b.","א""י דהנה אאמ""ו זצללה""ה אמר בשם הה""ק דוב בער זצללה""ה מ""מ מראוונע תיבת חצוצרות הוא נוטריקון חצי צורות, שהאדם עצמו הוא רק כחצי צורה. ועם הבוב""ה החונן לאדם דעת איך לעבוד אותו הוא צורה שלימה ע""כ וזהו פיה""כ בחצוצרות כשהאדם הוא בבחי' חצי צורה שמעצמותו אין לו שום כח ושכל לעבוד אותו ית', אך עם הבוב""ה הוא צורה שלימה. וזהו ג""כ וקול שופר, דקול הוא פנימיות, והשופר מעצמותו הוא ג""כ אין ואפס. אך יש בו הכנה לקבל קול התקיעה כשנופח בו כמו כן האדם צ""ל שמעצמותו אין לו שום כח ושכל לעבדו רק מהשפעת הבוב""ה בו. והוא והנותן לו כח לעשות חיל וזהו וקול שופר מפנימיות החיות האלקי הנשפע בתוכו ממנו באים יופי הדבורים ואמרי שפר הנאמרים לפניו ית""ש ואז הריעו לפני המלך ד' יהיה לכם הריעות והתחברות עם מלך ה' צבאות וכנ""ל. גם י״ל עפ״י הקדמה הנ״ל חצוצרות הוא חצי צורה. שבשוב האדם ובצדקו מעשיו לא יאמר די להפקיע עצמו ומה לי להצטער על חבירי לא כן כי כל אדם צריך לראות שיזכה חבירי על ידי. לכ״א בחצוצרות. שאהי׳ תמיד בעיניך כחצי צורה. ועם חבירך כשיתקן מעשיו כמוך תהי׳ צורה שלימה וכשתהי׳ כך תזכו ובקול שופר הוא קול הפשוט המורה על הרחמים. שיופיע עלינו הרחמים והחסדים. הריעו לפני המלך ד׳ שתהי' ריעים לפני ד׳ אל הוי״ה והרחמים.",,,
Or Torah (Tsemah Tsedek),,manually,"vol. 2, be-ha‘alotekha, p. 369","ובאו""ת מהמגיד נ""ע פי' שתי חצוצרות חצי צורות, כי על דמות הכסא דמות כמראה אדם כו' שהאדם שלמטה הוא חצי צורה וכשמתדבק בהקב""ה נעשה צורה שלימה כו', ויש לבאר דבריו ע""ד זכר ונקבה יחד הם אדם משא""כ כל א' לבדו נק' פלג גופא, גם להעיר מענין מחצית השקל, ולפי""ז י""ל ג""כ שהם נו""ה דאיהו בנצח כו' כנ""ל ועמ""ש ע""פ ה' צלך בת""א בד""ה רני ושמחי, גם להעיר מענין ועשיתם אתם כאלו עשאוני בד""ה אני ישנה גבי רעייתי שממשיכים האור בהמדות להיות חו""ג כו', משא""כ האור מצד עצמו מסתלק למעלה, א""כ הם העושים הצורה וזהו שתי חצי צורות כו' וע""ד גדול כחן של נביאים שמדמים צורה ליוצרה, ולהעיר מענין וייצר, ומענין המה היוצרים, וכן נו""ה נקראים תרי פלגי גופא, ועיין מזה בספר שערי אורה שער ג""ד ושניהם נכללים לפעמים כאחד כו' ולפי שמשה אמר ונחנו מ""ה ותחסרהו מעט מאלקים כו' ע""כ זכה לבחי' שתי חצי צורות הנ""ל, אשר [משה] היינו יחוד זו""נ ולכן נתנבא באספה""מ משא""כ שאר הנביאים שלא נתנבאו כ""א באסשא""מ לא זכו לשתי חצוצרות המורים על יחוד וגילוי אסה""מ בשא""מ, ולפ""ז שתי חצוצרות באים ליום שיש בו יחוד ו""ה, ולכן בר""ח תוקעים בחצוצרות שאזי יחוד שמשא וסיהרא אבל בר""ה שאזי המל' מקבלת מבינה שלמעלה מבחי' שמשא אזי תוקעים בשופר כו' וזהו תקעו בחדש שופר.",,Chabad,
Hemshekh ‘ayin bet,,manually,"vol. 2, mi-qets, p. 790.","וביאור הענין בכללות ההפרש בין תפלה לתורה ילה""ק מ""ש באו""ת מהה""מ ז""ל ע""פ עשה לך שתי חצוצרות כסף חצוצרות חצי צורות (היינו הקב""ה וכנס""י הם כבי' חצי צורות שמשלימים זא""ז, ונראה הכוונה על בחי' האור והגילוי דא""ס ב""ה וכן בנש""י בחי' ההתגלות של הנשמה כו'. דהנה כתי' יונתי תמתי ואי' במד""ר תאומתי לא אני גדול ממנה ולא היא גדולה ממני והיינו בחי' ז""א ומל' כשהן שוין בקומתן וכתר א' לשניהם כו', ובנפש הוא בחי' יחידה שבנפש שדבוקה בבחי' יחיד כו', והו""ע ובו תדבקון דבקות עצם בעצם שהן כדבר א' ממש כו' וכמ""ש בסי' בד""ה אחרי ה' תלכו, ועל בחי' ומדרי' זו אינו שייך חצי צורות שמשלימות זא""ז שהרי זהו בחי' העצמות שזה בבחי' שלמות בעצם כו'. אמנם ענין צורה הוא בחי' ההתגלות לא העצמות ממש, ובזה הוא שמשלימות זא""ז כו'.",,Chabad,
Ginzei Yisra'el,Jerusalem 1987,manually,"rosh ha-shanah, p. 11.","הנה איתא בשם זקני המגיד הק׳ זצ״ל, עה״פ ״עשה לך שתי חצוצרות של כסף״ ואמר ע״ז ״חצוצרות״, שתי חצי צורות, ולהלן (שם, ג־ה) אומר ״ותקעו בהם ונועדו אליך כל העדה וגו׳ ותקעתם תרועה ונסעו המחנות החנים קדמה״. וידוע, כי העיקר הוא שתהיה אחדות ואהבה ורעות בין בני ישראל, כי אז כולם יחד נאמר עליהם (שה״ש ד, ז) ״כולך יפה רעיתי״.
והנה ישראל נמשלים לגוף אחד וצריכים להתאחד הגוף עם הראש, והראש הוא צדיק הדור, וכל אחד צריך לחשוב כי הוא אך כחצי גוף והכל תלוי רק בהתאחד יחד שבטי ישראל עם מלכם בראשם, ולזה ג״כ כוונת תקיעת שופר לעוררם על זה, ולכן תחילה תוקעים אך תקיעה פשוטה, להורות על האחדות, ואח״כ כאשר יתאחדו, תוקעים תרועה, להודיע כי כבר התאחדו ונעשו רעים אהובים, וזה מרומז בלשון תרועה, ואז לא ייבצר מהם מאומה.
ועל זה מרמזת כוונת המגיד הקדוש על שתי חצוצרות, שתי חצי צורות, דהיינו כי כונת התקיעה להודיע להם כי כל אחד הוא אך החצי, ע״כ ״ונועדו אליך כל העדה ונסעו המחנות״ הלאה, עם המסילה העולה בית אל. ובזה כוונת חז״ל כי בפעם הראשונה אין השטן נתבהל, כי ידע שתחסר להם התאחדות ואינו ירא מפניהם, אבל בפעם השניה, בשומעו ע״י התרועה כי כבר התרועעו ונעשה ביניהם אחדות ואהבה, אז מפחד מאד ואמר, כי ״ודאי זהו שיפורא דיתקע בשופר גדול״ וכוי, כי אז אין מעצור לרוחם ורצונם וימלא ה׳ כל משאלות לבם.",,Ruzhin,
Akh Peri Tevu’ah,Munkatch 1876,manually,"vol. 2, be-ha‘alotekha,","שמעתי שבם הצדיקים דחצוצרות הוא לשון חצי צורות. ויש לומר דבאמת כ""א מישראל הוא רק חצי צורה ואינו נשלם רק עם השי""ת ולכן אם ח""ו מגיע עליו איזה דבר לא טוב צריך לדעת שדבר זה נוגע למעלה ג""כ ח""ו ולא יתפלל עבור עצמו רק עבור חלק שלמעלה משום דבכל צרתם לו צר ח""ו ועי""ז יש לו הישועה ואפשר שזהו הפי' המתפלל בעד חבירו והוא צריך לאותו דבר הוע נענה תחילה. וכן בהשמחה שיגיע לו ג""כ אל ישמח רק עבור חלק הגבוה... וזהו ג""כ בחי' השופר שהוא כלי ריקן והכל נעשה ע""י התוקע.",,,
Ma'or va-Shemesh,Breslau 1842,manually,"vol. 2, rosh hashanah, fol. 244b.","... חצוצרות הוא נוטריקון חצי צורות רומז, שזעיר אנפין ומלכות שהם חצי צורות קודם שמקבלין המוחין עומדים לקבל השפע שיורד מאריך אנפין על ידי השופר. וזהו שופר מאריך רומז, שהשופר פועל שיורד השפע מאריך אנפין אל הזעיר ונוקביה ונשלם שיעור קומתם, וחצוצרות מקצרות רומז, שהגבורות המעכבים השפע ועושין אתה זעיר ונוקביה בבחינת חצי צורות - מקצרות ומסתלקות תיכף, והבן.",Non-Attributed,,
Kol Ya'akov,Jerusalem 1989,manually,"be-ha‘alotekha, p. 188.","עשה לך שתי חצוצרות כסף. עפימ״ש [ברכות נ״ל.] בכל לבבך בשני יצריך, שצריך לעבוד שגם היצר הרע יהי משתוקק לה׳. וז״ש עשה לך שתתקן עצמך שתי חצוצרות שהיצר טוב והיצר הרע הם כל אחד חצי צורה זה הוא בימין וזה הוא בשמאל ותתקן ששתי חצי צורות וזהו אותיות חצוצרו׳׳ת, כסף שישתוקקו שניהם לה׳.",Non-Attributed,,
Kehilat Moshe,Lublin 1904,manually,"ki tavo, fol. 106a-b.","וזהו בחצוצרות וקול שופר הריעו לפני המלך ה', דידוע חצוצרות אותיות חצי צורות. ולדרכנו נראה לבאר דרומז על תרין ההין דהם חצי צורות כי אות ה' הוא ד' דאיתמלי ביו""ד או בוי""ו. וקול שופר רומז על י""ו כי קול הוא פנימיות הוא המחשבה היא היו""ד חכמה הקדומה לכל הקדומה ומתייחד הכל ע""י שופר דמות ו' בחי' זעיר אנפין.",Non-Attributed,,
Va-Yikah Moshe,Munkatch 1907,manually,"be-ha‘alotekha, fol. 23a.","וזה סמיכת הפסוקים על הצר הצורר אתכם זה יצה""ר והרעותם בחצוצרות שתי חצי צורות של אביו ואמו ונושעתם וגם וביום שמחתכם במועדיכם אם יעלה חידושים והיו לכם לזכרון.",Non-Attributed,,
Imrei Elimelekh,Warsaw 1876,manually,"be-ha‘alotekha, fol. 132b-133a","יבואר עפ""י מבואר בשם הרב האלהי מו""ה דב זללה""ה, חצוצרות הוא חצי צורות, ויבואר כי הנה עיקר בריאת העולם היה ע""י שעלה ברצונו הפשוט התענוג והשעשועים ונח""ר שיקבל מנשמות בנ""י, כי הגם שאין מספר לגדודיו בצבא מעלה ורבוא רבוון ישמשוני' באימה ויראה וששים ושמחים לעשות רצון קונם, מ""מ עיקר תענוג ושעשועים הוא משוכני בתי חומר אשר בעפר יסודם, והיצה""ר שוכן בקרבם ואורב עליהם תמיד והם מתגברים על יצרם ומהפכים חשוכא לנהורא וטעמא מרירא למתקא, מזה מגיע לו ית""ש תענוג ונח""ר יותר מכל צבא מעלה.וא""כ עיקר מעלת האדם וצורתו היא ע""י בחי' יצה""ר ויצ""ט שמגביר כח היצה""ט על היצה""ר וכח כ""א מהיצרים הוא בחי' חצי צורה. והנה כתיב ואהבת את ה' אלהיך בכל לבבך בשני יצריך ביצה""ט וביצה""ר כי הנה בראשונה צריך האדם להרגיז היצה""ט על היצה""ר, כי ידע ויבין כי רע ומר עזבו את ה' אלהיו והחטא בעצמו אשר הוא המרחקו מאור פני מלך חיים הוא יותר רע מכל עונשין שבעולם. והגם כי כ""ז אשר האדם מלובש בחומר העכור אין מרגיש זאת, אבל באמת כשיתבונן האדם היטב במעוז שכלו ודעתו ידע ויבין כי כן הוא האמת, וזה הוא בחינת יראת חטא ועי""ז יסיר ויפריד הרע וכח היצה""ר ממדותיו. אמנם בזאת אינו מקיים עוד בכל לבבך בשני יצריך, כי אינו עובד ביצה""ר רק שמרחיקו ומפרידו מאתו. אמנם העבודה בשני יצריך הוא, שיקח האהבה והחמדה, כח היצה""ר, לעבודתו ית' שיתלהב לבו בכח האהבה הלזו לשמו ית' ומהפך בחי' חשוכא חשכת היצה""ר לנהורא וטעמא מרירא למתקא. וכן בכל המדות יהפוך את רעת היצה""ר לטוב. והנה אח""כ כשכבר תיקן כל מדותיו והפך הרע שבהם לטוב, יוכל לזכות ולבוא למדרגה גבוהה, בחי' ביטול ואפס ואין בחי' כלות נפש ודביקות נפלאה באלהים חיים בסוד מחשבה עילאה למעלה מן המדות. ועפ""י המבואר יפורש הכתוב עשה לך שתי חצצורות, ור""ל עשה ותקן בחי' השתי חצי צורות היצה""ר והיצה""ט, שיהיה לך לטובתך, כי גם היצה""ר יהיה לטובתך, כי עיקר ע""י היצה""ר.",,,
Divrei Elimelekh,Warsaw 1890,manually,"be-ha‘alotekha, fol. 162a-b.","[א] וזהו עשה לך שתי חצוצרות. עשה הוא בחי' אהבה כנ""ל, חצוצרות הוא חצי צורות כנודע ממרן אלקי מהד""ב זצ""ל, ור""ל שתבוא לאהבה כשתתבונן כי לך ניתן שתי חצי צורות והוא חסד וגבורה, כי כל אחד הוא חצי ואין שלימות זה בלא זה כנ""ל. ושניהם בידך לאנהגא עלמין. כסף מקשה תעשה אותם, כסף הוא לשון נכסף נכספתי והוא תשוקה ואהבה, מקשה לשון חיבור ואחדות כמו דא לדא נקשן, ור""ל ועוד תבוא לתשוקה ואהבת ה' ביותר כשתתבונן מקשה תעשה עותם, כי כח בידך שתעשה אותם היינו החו""ג להיות מקשה וחיבור אחד, כולו חסד, להפך הגבורה לחסד או מקשה תעשה אותם, אשר כח בידך לחבר ב' אהבות כאחד, שע""י אהבתך להשי""ת תמשוך אהבת ה' אליך וכשתתבונן בזה צריך שתבוא לאהבה את ה' אכי""ר.[ב] ... עשה ותתקן הבחי' לך שלא תכוין בעבודתם בשבליל לך להנאתך ולטובתך, כי תדע ותבין שתי חצוצרות שתי צורות, שנשמתך הוא א' משתי חצאי צורות, חלק וניצוץ מהכל הוא א""ס ב""ה, וא""כ איך תחשוב בשביל החלק ולא בשביל הכל. לכן כסף מקשה תעשה אותם כסף הוא תשוקה ואהבה ומקשה הוא חיבור והשוואה, ור""כ לכן צריך שתעבוד רק מאהבה בלתי מחשבת טובת עצמך, כמו אהבת הקב""ה לישראל.[ג] א""י כי תבואו למלחמה בארצכם. כי יש לך אדם אשר רצונו ורעותא דלבי' הוא טוב ושלם עם ה', ורצונו לעשות רצון ה'. אלא שהשאור שבעיסה מעכב מלהוציא רעותא דלבי' דילי' אל הפועל על כל האברים דיל' אמנם יש אדם אשר כח הרע גובר עליו מבית ומחוץ אשר אין לו גם בחי' רצון הטוב. כי גם נפשו הי' לו לבחי' יצה""ר. אמנם גם האדם הלזה אין לו לייאש עצמו, וצריך לערוך מלחמה וקרב, כי יתבונן כי כל א' מישראל יהי' מי שיהי' היא חלק אלקי ממעל בחי' חצי צורה. לכן ודאי הבא לטהר מסייעין אותו. וה' יהי' בעזרו לנצח המלחמה. וזהו כי תבואו למלחמה בארצכם היינו ברצונכם כנ""ל, ורצ""ל גם כאשר תבואו למלחמה גם על רצונכם כי גם הבחי' רצון הוא רע ח""ו. על הצר הצורר אתכם היינו כי אתם בעצמכם נעשו צר הצורר ח""ו. מ""מ והרעותם בחצוצרות תריעו ותתרוצצו הצר הצורר ע""י חצוצרות שתי חצי צורות שתתבוננו כי אתם וקב""ה כביכול המה ב' חצאי צורות כנ""ל. ועי""ז ונזכרתם לפני ה' אלהיכם להושיע אתכם והבא לטהר מסייעין לו והבן.",,,
Siftei Tsaddiqim,Premishlan 1883,manually,be-ha‘alotekha,"בפסוק וידבר ד' אל משה לאמר. עשה לך שתי חצוצרות כסף מקשה תעשה אותם... ונראה ליישב על פי מה ששמעתי מרבותי הקדושים זללה""ה. ובתחילה אקדים מה ששמעתי מש""ב הרב הקדוש מאפטא ז""ל שאמר על פסוק אתם נצבים היום כו' וזה לשונו, עיקר גדול אצלנו שכל צדיק הגדול שבדור צריך לקשר את עצמו עם כלל ישראל להשפיע לכל אחד מישראל שפע קודש לפי ערך נשמתו של המקבל, והרמז על זה מה שאנו אומרים והאופנים וחיות הקודש מתנשאים לעומת השרפים, כי הצדיקים הגדולים שבדור הם מכונים בשם שרפים לפי שהם דבוקים תמיד בהשי""ת בהתלהבות גדול ולבם בוער בקרבם בהשתוקקות גדול מים רבים לא יוכלו לכבות את האהבה, ותלמידי חכמים העוסקים תמיד בתורה ובחקים ומשפטים הם נקראים חיות הקודש לפי שהם נותנים חיות וקדושה בעולם על ידי הבל הקודש היוצא מפיהם, וכל שאר בני ישראל הפשוטים הם נקראים אופנים, לפי שהם נגררים אחר תלמידי חכמים כאופן הנגרר אחר הסוס המנהיג ומושך אותו כך הם שומעים בקול הורים לשמור ולעשות ולקיים כל אשר יאמרו אליהם על פי דברי התורה הקדושה. וכל השני כתות האלה שהם האופנים וחיות הקודש צריכים לדבק ולקשר עצמם בקשר אמיץ וחזק אל השרפים שהם הצדיקים גמורים בני עליה המועטים כדי שישפיע עליהם חכמה בינה ודעת מהשי""ת. וזה שאמר משה רבינו ע""ה לישראל קודם מותו אתם נצבים היום כלכם לפני ד' אלקיכם ראשיכם כו' כל איש ישראל ר""ל כך הייתי דבוק וקשור עם כל אחד מישראל עד שהבאתי אתכם למעלה הזאת שתהיו נצבים כולכם לפניו יתברך להשפיע עליכם שפע קודש כל אחד לפי ערכו ע""ש באריכות. ועיין מה שכתבתי לעיל בשם אדמ""ו זללה""ה.
וגם קרוב לענין זה שמעתי מאדמ""ו הרב הקדוש מוהר""ם מקאסוב על פסוק ויוצא משה את העם (שמות יט, טז) וגם מאדמ""ו הרב הקדוש מוהר""ר נפתלי מראפשיץ זללה""ה בפרשת ויצא, שצריך כל צדיק הגדול שבדור להשפיל את עצמו אל בני דורו לעיין בצרכיהם ולדבר עמהם בנחת כדי שיקבלו את דבריו באהבה וידע את כל צרכיהם מה שנחסר לכל אחד הן בגוף או בנפש ואחר כך כשחוזר במחשבתו הקדושה אל העולמות הקדושים בתורה ובתפלה הוא משפיע להם על ידי זה כל הטובות ומשלים לכל אחד את חסרונו.ולכן אמר הרב החסיד מוהר""ר צבי הכהן נ""י שזה הוא ענין החצוצרות שצריך הצדיק לחלק את צורת נשמתו על שני חלקים, דהיינו חצי צורה ישפיל למטה אל החומר כדי לעיין בצרכי ישראל, וחצי צורה יהא דבוק למעלה להשלים להם כל חסרונם על ידי הבל פיו שזה דומה ממש לתקיעת החצוצרות כי התקיעה בא מן הבל פה היוצא משני החצי צורות.ועל פי זה נוכל לפרש את מקראי קודש הנאמרים כאן בתורתינו הקדושה שהקב""ה לימד את משה רבינו ע""ה שהוא היה צדיק הגדול שבדור איך יקרב ויקשר את עצמו עם כל ישראל הקטנים והגדולים ואמר לו עשה לך שתי חצי צורות, כסף הוא לשון אהבה כמו שכתוב נכסוף נכספת (בראשית לא, ל) ר""ל התקשרות שני החצי צורות יהא באהבה עזה, דהיינו חצי צורה למטה באהבת ישראל וחצי צורה למעלה באהבת השם. מקשה תעשה אותם ר""ל שני האהבות האלה יהא תמיד קשה בעיניך להשיג אותם היינו מחמת גודל אהבת ישראל יקשהבעיניך תמיד החסרון שלהם ותשתוקק מאד למלאות חסרונם בגוף ובנפש וגם אהבת השם יקשה בעיניך תמיד איך להשיג אותו בשלימות,שאם תשיג איזה שכל טוב לעבודת הבורא ית""ש יקשה בעיניך איך להשיג החכמה והשכל שלמעלה מזה כדי לדבק בו באהבה יתירה וכןבכל פעם תעלה מעלה מעלה עד אין סוף. והיו לך למקרא העדה ולמסע את המחנות ר""ל השתי חצי צורות האלה יהיו לך כדי לקשר עצמךתמיד עם כל העדה אפילו אנשים הפשוטים, וגם למסע את המחנות הם תלמידי חכמים ההולכים מחיל אל חיל ויכולים בקל לעלות למעלה על ידי עוסקם בתורה רק שהם צריכים סיוע מהצדיקים גמורים כנ""ל. ותקעו בהן ונועדו אליך כל העדה אל פתח אוהל מועד ר""ל אם תעשה כן ותתקשר עמהם באהבה עזה, אזי תיכף ומיד כשישמעו שום דיבור מהבל פיך לעבודתו יתברך הדומה לתקיעה בעלמא הבאמהבל הפה מיד יאספו אליך כולם כאחד לקבל עליהם השראת קדושה העליונה הדומה לאוהל מועד ויעשו רצון קונם באמת ובלב שלם.",,,
Toledot Yitshak,Warsaw 1868,manually,"vol. 2, pinhas, fol. 13b.","עוד יש לרמז כי כתיב גבי פנחס וחצוצרות התרועה בידו. ופי' הרה""מ זצוקלה""ה ממעזריטש. על שתי חצוצרות. פי' שתי חצי צורות וזהו תלוי בנו לתקן את זה. ופנחס היה תמיד לבו נשבר ע""ז לתקן זה. וז""פ וחצוצרות היינו חצי צורות. התרועה לשון התחברות. וגם לשון שבירה שהיה לבו נשבר ע""ז. שיתחברו השתי חצי צורות. ולזה רומז היו""ד זעירא. על הקטנת ושברון לבו. כדי לתקן תיקון הנ""ל.",,,
Peri ha-‘Ets,Munkatch 1887,manually,", vol. 2, be-ha‘alotekha","והנה הקדוש מהרד""ב כ' שתי חצוצרות שתי הצי תורות וכל הצדיקים בכל ספריהם איש לפי דרכו חסרו לפרש כוונתו וגם אני הצעיר אענה חלקי שיהי' דבריו מותאמים עם דברי מהרח""ו.",,,
Ma’amar David,Lvov 1890,manually,,"מצאתי רמז מן התורה ע""ז שאמר הקב""ה למשה עשה לך שתי חצוצרות ע""ז אמר רבינו הקדוש רבי ר' שמעלקא מניקעלשפורג זללה""ה חצוצרת הוא חצי צורות כי האדם בלא השי""ת אינו יכול לעשות שום דבר רק הכל בעזרת הש""י א""כ הוא חצי צורה זה שאמרנו שהנדיבי לב שבחו""ל הם חצי צורה והלומדי תורה שבאה""ק המה חצי צור השנית ושניהם ביחד המה משלימים הצורה לחבר את האוהל להיות אחד. ולפ""ז מתורץ הגמרא מ""ש הדר בחו""ל דומה כמי שאין לו אלו' והדר בא""י דומה כמי שיש לו אלו' וקשה מה לשון דומה דמשמע שאין לו אבל באמת יש לו וזה פשיטא מי שדר בחו""ל דומה שאין לו אבל באמת יש לו אם הוא בחבורה תמכי דאורייתא כי חבירו החצי צורה שלו הוא באה""ק והוא עוסק בתורה דומה כאלו הוא בעצמו עוסק בתורה אבל מי שדר בא""י ואינו עוסק בתורה דומה שיש לו א' אבל באמת אינו כן כי אינו מלומדי תורה.",,,
Peri Tsadik,Lublin 1901,manually,"vol. 5, rosh ha-shanah, fol. 90b.","וחצוצרות מורה על אהבה כמו דאיתא בספר רמזי תורה מרבינו הרבי ר' בער זצ""ל דלשון חצוצרות חצי צורות היינו שורש יחוד קודשא בריך הוא ושכינתיה.",,,
Benei Binyamin,Premyshlan 1893,manually,"liqqutim – shoftim, fol. 60b.","תמים תהי' עם ד""א. ת""א פירש שלים תהא בדחלתא ד""א עפרש""י על לשון תמים.ול נראה לפרש הלשון תמים כי איתא מהרב הקדוש המגיד רבינו דוב זלה""ה עה""פ עשה לך שתי חצוצרות כסף מרמז על שתי חצי צורות ופרשו תלמידיו הק' כי רימז בזה דהנה ידוע דהגוף הוא החומר והנשמה נקרא צורה והנה הנשמה היא חלק אלקי ממעל נמצא כי הנשמה שבגוף האדם שרשה בגבהי מרומים וכל עבודינו לדמות החצי הצור שבגוף להחצי צורה העליונה שבמקום שרשה. וזהו עשה לך שתי חצוצרות היינו להשתדל כל ימיך שיהי' השני חצי צורותשוות ע""כ.ולהסביר דבריו הק' כי הכתוב אומר כי חלק ד' עמו א""כ הצורה היא הנשמה היא חלק אלקי ממעל ואם אדם עושה עבירות אזי מזיק להנשמה שנתפגמה לכן כשתרצה הנשמה לשוב לבוראה למקום שנחצבה לא תוכל להשוות א""ע למקום שנחצבה כי הוא זה כמו מקל שנחלק ונעשה ביניהם רפש וטיט שאין יכולין אח""כ השני חלקים להתחבר בלתי אם ירחיצו מקודם הרפש והטיט המפסיק כ""כ אם אדם עושה עבירה אזי נעשה כביכול על הנשמה שהיא חלק אלקי ממעל כעין רפש וטיט א""ז אינה יכולה עוד להתחבר למקום שרשה באילן הקדוש. עפי""ז פירוש הכתוב כך הוא שהתורה מזהיר להאדם שלא יעשה עבירה או עכ""פ יעשה תיכף תשובה עלי' כדי שהיהי' תמים עם ד""א היינו שיהי' מתאים חלק שלו הנאצל לנשמתו עם עיקר שורשו למעלה בלי הפסק ביניהם ודו""ק.",,,
Birkat Avraham,Warsaw 1905,manually,fol. 12a.,"או יאמר בהקדם מ""ש (פ' בהעלותך) עשה לך שתי חצוצרות כסף כי ידוע שהתורה בכללותה תפרוש לד""ח פרד""ס, נגלה ונסתר רמז סוד ולזאת האדם שהוא מבחר הבריאה, יוכל להגיע במעלות להבין עמקה וסודותי' וז""ש הארץ היתה תהו ובהו וחושך ע""פ תהום רומז לנ""ת סד""ר שקשה להבין מאוד מעמקי תהומה וזש""א עשה לך שתי חצוצרות כסף, כי כידוע מכתבי האר""י ז""ל חצי צורות, שיעשה לו כסף וחשק לחבר הואהל להיות השחים אחד צמודים בנגלה ונסתר.",,,
Hayyei Yitshak,Warsaw 1912,manually,"noah, fol. 12a-b","ומה שהשי""ת כביכול תולה החסרון בו ואומר אשר הרעותי וכדומה, זה נותן קיום להארץ. וזהו כעין מ""ש בגמ' הביאו עלי כפרה על שמיעטתי את הירח וד""ל. וע""כ הקשת הוא חצי עיגול, כמ""ש האר""י ז""ל בס' עץ החיים, שעיגול שלם מורה על השלימות ע""כ רומז חצי עיגול של הקשת לומר שהאדם לא נברא בשלימות. א""כ אין להעניש לאדם החוטא.וזשה""כ בחצוצרות וקול שופר הריעו לפני ה' ואמר הרה""מ מהרד""ב זצ""ו ממעזריטש חצוצרות היינו חצי צורות. וזה נותן קיום לארץ שלא יענשו כ""כ משום שלא נברא בתכלית השלימות.וזהו דכתיב ואשא אתכם על כנפי נשרים, היינו שהשי""ת מקבל החסרון ע""ע כמו שהנשר אומר מוטב יכנס החץ בי ולא בבני.",,,
Arugat ha-Bosem,Huszt 1913,manually,"vol. 2, nitsavim, fol. 174b.","ע""ד נ""ל בס""ד עפ""י מ""ד כי תבואו למלחמה בארצכם וגו' והרעותם בחצוצרות ונזכרתם לפני ה""א ונושעתם מאויביכם ופירשתי בס""ד עפ""י דברי המגיד הק' בס' ליקוטי אמרים חצוצרות היינו שני חצי צורות דישתדל שיהא ענפים דומים לשרשם ולא יהי' בחי' עונותיכם מבדילים ביני לבינכם וזה והרעותם ענין רעות בחצוצרות ועי""ז ונזכרתם לפני ה""א והנה כ""ז שערלה מכסה את הלב נמצא מחיצה מבדלת והיינו דהבטיח השי""ת ומל ה""א את לבבך וגו' וממילא ונושעתם מאויביכם וה""ד למען חייך וא""ש בס""ד.",,,
Siftei Tsaddikim (Y. Leiner),Pietrekow 1914,manually,unpaginated,"בשם הרב הק' וכו' ר""ר זלה""ה נבנ""מ זי""ע פירש עשה לך שתי הצוצרות היינו שני חצי צורות היינו שהאדם בעצמו הוא חצי צורה שמקבל עליו מדת מלכותו ויראתו של השי״ת ולית ליה מגרמי' כלום ונם צריך להאמין באמונה שלימה כמו שכתב בתיקונים שהצורה עליונה לא גנמר אלא בבריאת האדם והוא ג״כ חצי צורה. וכשהאדם מקבל עליו מדת מלכות ויראתו אז נגמר הצורה עליונו. וזהו שני חצי צורות.",,,
Yismah Yisra‘el,Lodz 1915,manually,"vol. 5 re‘eh, fol. 39b.","וענין עירובי הצירות עפ״י דרכי העבודה היא ע""ד שכ׳ המגיד הגדול הק׳ מהרד״ב ממעזריטש זצללה""ה על פסוק ""עשה לך שתי חצוצרות"", צירוף חצוצרות היא חצי צורות. ולפי קט שכלינו כוונתו נ״ל כנס""י עם דודה, שהם כחצי צורה כאו""א לבדו, כביכול כבודו לפי רצונו ית״ש ע״י התדבקותו כתאומתו כנס״י, כי אין מלך בלא עם, והנפש החיוני משתוקקת ג״כ לבוא למקור מחצבתה, ומחצבתה היא מתחת כסא הכטד כמאחז״ל נשמותיהם של ישראל חצובה מתחת כסא כבודו, עד שהכל...",,,
