"Guide for the Perplexed, Part 2 Introduction 1",בשם יי אל עולם!,AU NOM DE L’ÉTERNEL DIEU DE L’UNIVERS,
"Guide for the Perplexed, Part 2 29:5","וכן כאשר התחיל לספר מה שהגיע אליו ענין ׳ישראל׳ מן הדלות והכניעה כל ימי ׳סנחריב הרשע׳ במשלו ״על כל ערי יהודה הבצורות, ושבים והנגפם והתכף הצרות עליהם מאצלו ואבדת ׳ארץ ישראל׳ כולה אז בידו, אמר ״פחד ופחת ופח עליך יושב הארץ והיה הנס מקול הפחד יפול אל הפחת והעולה מתוך הפחת ילכד בפח, כי ארובות ממרום נפתחו וירעשו מוסרי ארץ רועה התרועעה הארץ פור התפוררה ארץ מוט התמוטטה ארץ, נוע תנוע ארץ כשיכור וגו׳״. ובסוף זה המאמר כשהתחיל לספר מה שיעשה האלוה בסנחריב ואבדת מלכותו הרמה על ירושלים ובושת יבישהו האלוה עליה, אמר ממשל: ״וחפרה הלבנה ובושה החמה כי מלך יי צבאות וגו׳״. אמנם יונתן בן עוזיאל ע״ה פרש אלו הדברים פרוש נאה, ואמר כי כשיקרה לסנחריב מה שיקרה על ירושלים אז ידעו עובדי הכוכבים שזה פועל אלהי ויתעלפו ויבהלו – אמר ע״ה ״ויבהתון דפלחין לסיהרא ויתכנעון דסגדין לשמשא ארי תתגלי מלכותא דיי וגו׳״.","De même, quand il dépeint à quel état d’abaissement et d’humiliation devaient arriver les Israélites pendant les jours de l’impie San’hérib, lorsqu’il s’emparerait <i>de toutes les villes fortes de Juda</i> (<i>ibid.,</i> XXXVI, 1), comment ils devaient être faits captifs et mis en déroute, quelles calamités devaient successivement venir (fondre) sur eux, de la part de ce roi, et comment la terre d’Israël devait périr alors par sa main, — il s’exprime ainsi: <i>Effroi</i>, <i>fosse et piége contre toi</i>, <i>habitant du pays</i>. <i>Celui qui fuira le bruit de l’effroi tombera dans la fosse; celui qui remontera de la fosse sera pris dans le piége</i>; <i>car les écluses des hauteurs</i> (<i>célestes</i>) <i>s’ouvrent, et les fondements de la terre sont ébranlés. La terre sera violemment secouée, crevassée, ébranlée. La terre chancellera comme un ivrogne</i>, etc. (<i>ibid.,</i> XXIV, 17-20). A la fin de ce discours, en décrivant ce que Dieu fera à San’hérib, la perte de sa domination altière (dans son expédition) contre Jérusalem, et la honte dont Dieu le confondra devant cette ville, il dit allégoriquement <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">Le ms. de Paris (n° 237) porte <span dir=""rtl"">מתממא</span>, <italic>en terminant.</italic></i>: <i>La lune rougira, le soleil sera confus; car l’Eternel Sebaoth régnera</i>, etc. (<i>ibid.,</i> v. 23). Jonathan ben Uziel a très bien interprété ces paroles; il dit que, lorsqu’il arrivera à San’hérib ce qui lui arrivera (dans son expédition) contre Jérusalem, les adorateurs des astres sauront que c’est un acte divin, et ils seront stupéfaits et troublés: <i>Ceux</i>, dit-il, <i>qui rendent un culte à la lune rougiront</i>, <i>ceux qui se prosternent devant le soleil seront humiliés, car le règne de Dieu se révélera,</i> etc <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">De même Saadia: <span dir=""rtl"">פיכׄזא אלקמ ריון ויכׄיב אלשמסיון</span>.</i>.",
"Guide for the Perplexed, Part 2 29:6","וכאשר התחיל גם כן לספר איך תהיה מנוחת ׳ישראל׳ אחרי מות סנחריב ודשנות ארצם וישובה והתנשא מלכותם על ידי יחזקיהו, אמר ממשל שאור השמש והריח יוסיף; כי כמו שזכר על המנוצח שאור השמש והירח יסור וישוב חושך בערך אל המנוצח, כן אורם יוסיף אצל המנצח. ואתה תמצא זה תמיד, שהאדם כשתמצאהו צרה גדולה יחשכו עיניו ולא יזך אור ראותו, למה שיעכר הרוח הרואה מן המותר העשני ולחולשתו ומיעוטו גם כן לרוב האבל והתקבץ הנפש; ובהפך עם השמחה והתפשט הנפש לחוץ וזוך הרוח יראה האדם כאילו האור מוסיף על מה שהיה. אמר ״כי עם בציון ישב בירושלם בכו לא תבכה וגו׳״; וסוף המאמר ״והיה אור הלבנה כאור החמה ואור החמה יהיה שבעתים כאור שבעת הימים ביום חבוש יי את שבר עמו ומחץ מכתו ירפא״ – רצונו לומר: הקים כשלונם מיד ׳סנחריב׳ הרשע׳. ואמנם, אמרו: ׳כאור שבעת הימים׳ – המפרשים אמרו שהוא רוצה בו הרבוי – כי העברים ירבו בשבעה; ואשר יראה לי – שהוא רומז אל ׳שבעת הימים של חנוכת הבית׳ אשר היו בימי שלמה, אשר לא היתה מעולם לאומה מעלה והצלחה ושמחת הכל כמו שהיתה בימים ההם – ואמר שרוממותם והצלחתם אז יהיו כמו שבעת הימים ההם.","Ensuite, en dépeignant la tranquillité dont jouiront les Israélites quand San’hérib aura péri, la fertilité et le repeuplement de leurs terres et la prospérité de leur empire sous Ezéchias, il dit allégoriquement que la lumière du soleil et de la lune sera augmentée; car, de même qu’il a été dit, au sujet du vaincu, que la lumière du soleil et de la lune s’en va et se change en ténèbres par rapport au vaincu, de même la lumière des deux (astres) augmente pour le vainqueur. Tu trouveras toujours que, lorsqu’il arrive à l’homme un grand malheur, ses yeux s’obscurcissent, et la lumière de sa vue n’est pas claire, parce que l’<i>esprit visuel</i> <sup class=""footnote-marker"">(3)</sup><i class=""footnote"">Voy. le t. I, p. 111, note 2, et p. 355, note 1.</i> se trouble par l’abondance des vapeurs et qu’en même temps il s’affaiblit et s’amoindrit par la grande tristesse et par le resserrement de l’âme. Dans la joie, au contraire, lorsque l’âme se dilate et que l’<i>esprit</i> (<i>visuel</i>) s’éclaircit, l’homme voit en quelque sorte la lumière plus forte qu’auparavant. — Après avoir dit: <i>Car</i>, <i>peuple dans Sion, qui habites dans Jérusalem! tu ne pleureras plus,</i> etc. (le prophète ajoute,) à la fin du discours: <i>La lumière de la lune sera comme la lumière du soleil, et la lumière du soleil sera septuple comme la lumière des sept jours, lorsque Dieu pansera la fracture de son peuple et qu’il guérira la plaie de sa blessure</i> (<i>ibid.,</i> XXX, 19 et 26); il veut dire: lorsqu’il les relèvera de leur chute <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">Le verbe <img alt=""art"" src=""images/Art_P137.jpg""/>, IV<sup>e</sup> forme de la racine <img alt=""art"" src=""images/Art_P138.jpg""/>, ou <img alt=""art"" src=""images/Art_P139.jpg""/> (Voy. le Commentaire des <italic>Séances de Hariri</italic>, p .6), signifie <italic>résilier un marché, relever quelqu’un d’un engagement</italic>, <italic>lui pardonner;</italic> de là, <img alt=""art"" src=""images/Art_P140.jpg""/>, <italic>il l’a relevé de sa chute,</italic> au propre et au figuré. Maïmonide, dans sa lettre, avait conseillé à Ibn-Tibbon de traduire les mots <span dir=""rtl"">אקאלה̈ עתׄרתהם</span> par <span dir=""rtl"">רפוי מחצתם</span>, <italic>la guérison de leur blessure</italic>, sans doute par allusion aux mots d’Isaïe, <span dir=""rtl"">ומחץ מכתו ירפא</span>. Probablement Ibn-Tibbon trouva cette traduction trop libre; il traduit plus littéralement: <span dir=""rtl"">הָקים כשלונם</span>. Maïmonide emploie la même expression dans la III<sup>e</sup> partie, chap. XVI: <span dir=""rtl"">ועתׄרוא עתׄרה̈ לא אקאלה̈ להם מנהא</span>, ce qu’Ibn-Tibbon traduit: <span dir=""rtl"">כשלו כשלון אין תקומה להם ממנו</span>, littéralement, <italic>et ils ont fait un faux pas</italic> (ou <italic>une chute</italic>) <italic>dont ils ne sauraient se relever.</italic></i> (qu’ils auront faite) par la main de l’impie San’hérib. Quant à ces mots: <i>comme la lumière des sept jours,</i> ies commentateurs disent qu’il veut indiquer par là la grande quantité (de lumière); car les Hébreux mettent <i>sept</i> pour <i>un grand nombre.</i> Mais il me semble, à moi, qu’il fait allusion aux <i>sept jours de la dédicace du Temple</i> qui eut lieu aux jours de Salomon; car jamais la nation n’avait joui d’un bonheur, d’une prospérité et d’une joie générale, comme dans ces jours-là. Il dit donc que leur bonheur et leur prospérité seront alors (grands) comme dans ces sept jours.",
"Guide for the Perplexed, Part 2 29:7","וכאשר סיפר אבדן ׳אדום הרשעה׳ אשר היו מציקים ל׳ישראל׳ אמר ״וחלליהם יושלכו ופגריהם – יעלו באשם ונמסו הרים מדמם ונמקו כל צבא השמים ונגולו כספר השמים וכל צבאם יבול כנבול עלה מגפן וכנבולת מתאנה; כי רותה בשמים חרבי הנה על אדום תרד וגו׳״ והתבוננו אתם בעלי העינים! היש באלו הפסוקים דבר יסופק או יביא לחשוב בשהוא תאר ענין ישיג השמים ואין זה כי אם משל להנתץ מלכותם וסור סתר האלוה מהם, והשפלם ושחות גדוליהם במהרה וקלות? כאילו יאמר כי האישים אשר היו ככוכבים בעמידה ורוממות מעלה וריחוק מן השינוי, נפלו במהרה ׳כנבול עלה מגפן וגו׳׳. וזה – מבואר מאוד ואין צריך לזכרו בזה המאמר כל שכן להאריך בו; אלא שהביא ההכרח אליו, להיות ההמון – ואף מי שיחשב בהם שהם סגולות – יביאו ראיה בזה ה׳פסוק׳ מבלתי בחינה למה שבא לפניו ולאחריו, ולא עיון באי זה ענין נאמר אלא כאילו הוא – הגדה באתנו בתורה על דברים יארעו לשמים באחרית הימים כמה שבאתנו ההגדה בהתהוותם.","Lorsqu’il décrit la ruine des impies Iduméens, qui opprimaient les Israélites, il dit: <i>Leurs morts seront jetés, et de leurs cadavres s’élèvera une odeur infecte; les montagnes se fondront dans leur sang. Toute l’armée céleste se dissoudra, les cieux se rouleront comme un livre, toute leur armée tombera comme tombent la feuille de la vigne et le fruit flétri du figuier. Car mon glaive, dans le ciel, est ivre; voici qu’il descend sur Edom,</i> etc. (<i>ibid.,</i> XXXIV, 3–5). Or, considérez, vous qui avez des yeux, s’il y a dans ces textes quelque chose qui soit obscur, ou qui puisse faire penser qu’il décrive un événement qui arrivera au ciel, et si c’est là autre chose qu’une métaphore pour dire que leur règne sera détruit, que la protection de Dieu se retirera d’eux, que leur fortune sera abattue, et que les dignités de leurs grands s’évanouiront <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">Les mots <span dir=""rtl"">וסקוט בכׄותהם וכׄמול חטׄוטׄ עטׄמאיהם</span> sont rendus, dans la version d’Ibn-Tibbon, par <span dir=""rtl"">והשפלם ושחות גדוליהם</span>. On voit que ce traducteur a négligé les mots <span dir=""rtl"">בכׄות</span> et <span dir=""rtl"">חטׄוטׄ</span>. Al-’Harîzi traduit plus exactement: <span dir=""rtl"">ורדת מזלם ושפלות גדולת נכבריהם</span>. Ibn-Falaquéra, dans ses observations critiques sur la version d’Ibn-Tibbon (Appendice <italic>du Moré-ha-moré</italic>, p. 149), a déjà fait remarquer l’omission du mot <span dir=""rtl"">חטׄוטׄ</span>, qui, dit-il, a ici le sens de <italic>dignités, honneurs</italic> (cf. le t. I, p. 52, note 2); il y fait observer en même temps que <span dir=""rtl"">כׄמול</span> a ici le sens de <italic>disparition</italic>, <italic>évanouissement:</italic> <img alt=""art"" src=""images/Art_P141.jpg""/>.</i> au plus vite et avec une extrême rapidité. C’est comme s’il disait que les personnages qui étaient comparables aux étoiles par la solidité, par l’élévation de position et par l’éloignement des vicissitudes, tomberont, dans le plus court délai, <i>comme tombe la feuille de la vigne</i>, etc. Ceci est trop clair pour qu’on en parle dans un traité comme celui-ci, et, à plus forte raison, pour qu’on s’y arrête. Mais la nécessité (nous) y a appelé; car le vulgaire, et même ceux qu’on prend pour des gens distingués, tirent des preuves de ce verset, sans faire attention à ce qui se trouve avant et après, et sans réfléchir à quel sujet cela a été dit, (le considérant) seulement comme un récit par lequel l’Écriture eût voulu nous annoncer la fin du ciel, comme elle nous en a raconté la naissance.",
"Guide for the Perplexed, Part 2 29:8","ועוד, כאשר התחיל ישעיה לבשר את ׳ישראל׳ באבדת סנחריב וכל האומות והמלכים אשר עמו כמו שנתפרסם, והעזרם בעזרת האלוה לא דבר אחר, אמר להם ממשל: ראו איך נמקו השמים ההם ובלתה הארץ ההיא וימת מי שעליה ואתם נעזרים – כאילו אמר שהם אשר מלאו את הארץ והיה נחשב בהם העמידה והקיום כשמים על דרך גוזמא אבדו מהר וכלו ככלות העשן; ועניניהם הקימים כקימות הארץ אבדו הענינים ההם כאבידת הבגד הבלה. תחלת זה הענין – אמר ״כי נחם יי ציון נחם כל חורבותיה וגו׳; הקשיבו אלי עמי וגו׳; קרוב צדקי יצא ישעי וגו׳; שאו לשמים עיניכם והביטו אל הארץ מתחת כי שמים כעשן נמלחו; והארץ כבגד תבלה ויושביה כמו כן ימותון – וישועתי לעולם תהיה וצדקתי לא תחת״.","Ensuite, lorsqu’Isaïe annonce aux Israélites la ruine de San’hérib et de tous les peuples et rois qui étaient avec lui [comme il est notoire] et la victoire qu’ils remporteront par l’aide de Dieu seul, il leur dit allégoriquement: voyez comme ce ciel se dissout, comme cette terre s’use; ceux qui l’habitent meurent, et vous, vous êtes secourus. C’est comme s’il disait que ceux qui ont embrassé toute la terre et que l’on croyait solides comme le ciel, — par hyperbole <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">Le mot <span dir=""rtl"">אגיא</span> (<img alt=""art"" src=""images/Art_P142.jpg""/>, accusatif <img alt=""art"" src=""images/Art_P143.jpg""/>) est le nom d’action de la II<sup>e</sup> forme de la racine <img alt=""art"" src=""images/Art_P144.jpg""/> et est employé dans le sens d’<italic>hyperbole</italic> (dérivé de <img alt=""art"" src=""images/Art_P145.jpg""/>, <italic>extrémité</italic>). Cette signification du mot <img alt=""art"" src=""images/Art_P146.jpg""/> n’est pas indiquée dans les dictionnaires; mais Maïmonide emploie ce mot dans plusieurs passages de ce traité: par exemple, ci-après, chap. XLVII: <img alt=""art"" src=""images/Art_P147.jpg""/>, <italic>les métaphores et les hyperboles.</italic> On emploie aussi dans le môme sens le mot <img alt=""art"" src=""images/Art_P148.jpg""/>, nom d’action de la VI<sup>e</sup> forme. Voy. mon édition du <italic>Commentaire de R. Tan’houm sur ’Habakkouk</italic>, p. 33, et la note 13 <italic>b,</italic> p. 98.</i>, — périront rapidement et s’en iront comme s’en va la fumée, et leurs monuments qui étaient en vue <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">Ibn-Tibbon traduit le mot <img alt=""art"" src=""images/Art_P149.jpg""/> inexactement par <span dir=""rtl"">ועניניהם</span>; Al-’Harîzi a <span dir=""rtl"">ואותותיהם</span>. L’un et l’autre ont omis de traduire <span dir=""rtl"">אלטׄאהרהׄ</span>, qui manque aussi dans le ms. n° 18 de Leyde.</i> et (paraissaient) slables comme la terre, ces monuments se perdront comme se perd un vêtement usé. Au commencement de ce discours, il dit: <i>Car Dieu consolera Sion, il consolera toutes ses ruines,</i> etc <i>Écoutez-moi, mon peuple,</i> etc. <i>Ma justice est proche, mon salut apparaît, etc. Levez vos yeux vers les cieux, regardez la terre en bas, car les cieux se dissipent comme la fumée, la terre s’use comme un vêtement, et ses habitants périssent également; mais mon salut sera pour l’éternité et ma justice ne se brisera pas</i> (<i>ibid.,</i> LI, 3-6).",
"Guide for the Perplexed, Part 2 29:9","ואמר בשוב מלכות ׳ישראל׳ וקיומו והתמדתו שהאלוה יחדש שמים וארץ כי כבר נמשך זה בדבריו שישים מלכות המלך כאילו הוא עולם מיוחד לו – רצוני לומר: שמים וארץ. וכאשר התחיל ב׳נחמות׳ ואמר: ״אנכי אנכי הוא מנחמכם״ ומה שדבק בזה – אמר ״ואשים דברי בפיך ובצל ידי כסיתיך לנטוע שמים וליסוד ארץ ולאמר לציון עמי אתה״ ואמר בהשאר המלכות ל׳ישראל׳ וסורו מן הגדולים המפורסמים ״כי ההרים ימושו וגו׳״. ואמר בהתמדת מלכות ה׳משיח׳ ושלא תנתץ מלכות ׳ישראל׳ אחרי כן, אמר ״לא יבוא עוד שמשך וגו׳״. ועוד, כי ישעיה הנהיג דבריו על אלו ההשאלות הנמשכות למי שיבין עניני הדברים וסיפר עניני ה׳גלות׳ ופרטיהם ואחר כן סיפר שוב המלכות והמחות האבל ההוא כולו, ואמר ממשל אני אברא שמים אחרים וארץ אחרת וישכחו הראשונות וימחה זכרם; ואחר כן באר זה בדבקות המאמר ואמר זה אשר אמרתי ׳אברא׳ – אני רוצה בו שאני אשימכם בענין שמחה תדירה וחדוה – במקום האבל ההוא והצער ולא יזכר האבן ההוא הקודם.","En parlant de la restauration du royaume des Israélites, de sa stabilité et de sa durée, il dit que Dieu produira de nouveau un ciel et une terre; car, dans son langage, il s’exprime toujours au sujet du règne d’un roi, comme si c’était un monde propre à celui-ci, à savoir: un ciel et une terre. Après avoir commencé les consolations (par les mots): <i>Moi, moi-même je vous console</i> (<i>ibid.,</i> v. 12), et ce qui suit, il s’exprime ainsi: <i>Je mets mes paroles dans ta bouche et je te couvre de l’ombre de ma main, pour implanter les cieux, pour fonder la terre et pour dire à Sion: tu es mon peuple</i> (<i>ibid.,</i> v. 16). Pour dire que la domination restera aux Israélites et qu’elle s’éloignera des puissants célèbres, il s’exprime ainsi: <i>Car les montagnes céderont,</i> etc. (<i>ibid.,</i> LIV, 10). En parlant de la perpétuité du règne du Messie, et (pour dire) que le règne d’Israël ne sera plus détruit depuis, il s’exprime ainsi: <i>Ton soleil ne se couchera plus,</i> etc. (<i>ibid.,</i> LX, 20). — Enfin, pour celui qui comprend le sens de ce langage, ce sont de pareilles métaphores, souvent répétées, qu’Isaïe emploie dans son discours. C’est ainsi que, décrivant les circonstances de l’exil et leurs particularités, et ensuite le retour de la puissance et la disparition de tous ces deuils, il dit allégoriquement: Je créerai un autre ciel et une autre terre, ceux d’à présent <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">Tous les mss. arabes ont <span dir=""rtl"">ותנסי תלך</span>, ce qu’Ibn-Tibbon et Al-’Harîzi rendent par <span dir=""rtl"">וישכחו הראשונים</span>.</i> seront oubliés et leur trace sera effacée. Puis il explique cela dans la suite du discours, et il dit: Si j’emploie les mots <i>je créerai</i> etc., je veux dire par là que je vous formerai un état de joie continuelle et d’allégresse en place de ces deuils et de cette affliction, et on ne pensera plus à ces deuils précédents. ",
"Guide for the Perplexed, Part 2 29:10","ושמע סדר הענינים והדבק ה׳פסוקים׳ המורים עליהם איך בא. תחלת פתיחת זה הענין אמר: ״חסדי יי אזכיר תהלות יי וגו׳״. אחר כן סיפר חסדיו ית׳ עלינו תחלה ״וינטלם וינשאם כל ימי עולם״. אחר כן סיפר מרינו ״והמה מרו ועצבו את רוח קדשו״ ומה שדבק בו. אחר כן סיפר ממשלת האויב עלינו ״צרינו בוססו מקדשך״ ומה שדבק בו. אחר כן התפלל בעבורנו ואמר: ״אל תקצוף יי עד מאד״ ומה שדבק בו. אחר כן זכר אפני התחיבנו לרוב מה שנוגענו בו שנקראנו אל האמת ולא ענינו אמר ״נדרשתי ללוא שאלו וגו׳״. אחרי כן יעד במחילה וברחמים ואמר: ״כה אמר יי כאשר ימצא התירוש באשכול וגו׳״ ומה שנדבק בזה. אחר כן יעד רע לאשר חמסונו ואמר: ״הנה עבדי יאכלו ואתם תרעבו וגו׳״. אחר כן סמך לזה זכרו שזאת האומה – יתוקנו אמונותיה ותהיה ברכה בארץ ותשכח כל מה שקדם מאלו הענינים המתחלפים – ואמר דבר זה לשונו: ״ולעבדיו יקרא שם אחר אשר המתברך בארץ יתברך באלהי אמן והנשבע בארץ ישבע באלהי אמן – כי נשכחו הצרות הראשונות וכי נסתרו מעיני; כי הנני בורא שמים חדשים וארץ חדשה ולא תזכרנה הראשונות ולא תעלינה על לב; כי אם שישו וגילו עדי עד אשר אני בורא – כי הנני בורא את ירושלים גילה ועמה – משוש וגלתי בירושלים וגו׳״. הנה כבר התבאר לך הענין כולו ונגלה. והוא כי כאשר אמר: ׳כי הנני בורא שמים חדשים וארץ חדשה׳ פרש זה מיד ואמר: ׳כי הנני בורא את ירושלים וגילה ועמה – משוש׳. ואחר זאת ההקדמה אמר שעניני האמונה ההם והשמחה בה אשר יעדתיך אני שאבראם כמו שהם – עומדים תמיד כי האמונה באלוה והשמחה באמונה ההיא הם שני ענינים אי אפשר שיסורו ולא ישתנו לעולם מכל מי שהיו לו; ואמר כמו שענין האמונה ההיא והשמחה בה אשר יעדתי שימלאו הארץ, תמידים קיימים כן יתמיד זרעכם ושמכם. והוא אמרו אחר זה: ״כי כאשר השמים החדשים והארץ החדשה אשר אני עושה עומדים לפני – נאום יי – כן יעמוד זרעכם ושמכם״ – כי פעמים ישאר ה׳זרע׳ ולא ישאר ה׳שם׳ כמו שתמצא אומות רבות אין ספק שהם מזרע ׳פרס׳ או ׳יון׳ אלא שלא יודעו בשם מיוחד אבל כללה אותם אומה אחרת. וזה גם כן אצלי הערה על נצחות התורה אשר בעבורה יש לנו ׳שם׳ מיוחד.","Ecoute l’enchaînement des idées et comment se suivent les versets qui s’y rapportent: d’abord, en commençant ce sujet, il dit: <i>Je rappellerai les bontés de l’Éternel, les louanges de l’Éternel,</i> etc. (<i>ibid.,</i> LXIII, 7). Après cela, il dépeint tout d’abord les bontés de Dieu envers nous (en disant): <i>Il les a soulevés et il les a portés tous les jours de l’éternité,</i> et tout l’ensemble du passage (<i>ibid.,</i> v. 9). Puis il décrit notre rébellion: <i>Ils se sont révoltés et ils ont irrité son esprit saint,</i> et ce qui suit (<i>ibid.,</i> v. 10). Ensuite il décrit comment l’ennemi s’est rendu maître de nous: <i>Nos ennemis ont foulé ton sanctuaire; nous sommes</i> (<i>comme ceux</i>) <i>sur lesquels tu n’as jamais dominé,</i> et ce qui suit (<i>ibid.,</i> v. 18 et 19). Ensuite, il prie pour nous, et il dit: <i>Ne t’irrite pas trop, ô Éternel,</i> et ce qui suit (<i>ibid.,</i> LXIV, 8). Après cela il rappelle de quelle manière nous avons mérité le grave (châtiment) par lequel nous avons été éprouvés, puisque nous avons été appelés à la vérité et que nous n’avons pas répondu, et il dit: <i>Je me suis laissé chercher par ceux qui n’avaient pas demandé,</i> etc. (<i>ibid.,</i> LXV, 1). Puis, il promet le pardon et la miséricorde, et il dit: <i>Ainsi parle l’Eternel: comme le moût se trouve dans la grappe,</i> et ce qui suit (<i>ibid.,</i> v. 8). Il menace ensuite ceux qui nous ont opprimés, et il dit: <i>Voici, mes serviteurs mangeront, et vous, vous aurez faim,</i> etc. (<i>ibid.,</i> v. 13). Enfin, il ajoute à cela que les croyances de cette nation se corrigeront, qu’elle deviendra un objet de bénédiction sur la terre, et qu’elle oubliera toutes les vicissitudes précédentes; et il s’exprime en ces termes: <i>Et il appellera ses serviteurs par un autre nom; celui qui se bénira sur la terre se bénira par le vrai Dieu</i>, <i>et celui qui jurera sur la terre jurera par le vrai Dieu; car les premières détresses seront oubliées et dérobées à mes yeux. Car voici</i>, <i>je crée des cieux nouveaux et une terre nouvelle, on ne pensera plus à ce qui a précédé et on ne s’en souviendra plus. Mais, réjouissez-vous et tressaillez pour toujours à cause de ce que je crée; car voici, je crée Jérusalem pour l’allégresse, et son peuple pour la joie. Et je me réjouirai de Jérusalem</i>, etc. (<i>ibid.,</i> v. 15-19). — Tu as donc maintenant une explication claire de tout le sujet. C’est que, après avoir dit: <i>Car voici, je crée des cieux nouveaux et une terre nouvelle,</i> il l’explique immédiatement, en disant: <i>Car voici, je crée Jérusalem pour l’allégresse, et son peuple pour la joie.</i> Après ce préambule, il dit: De même que ces circonstances de la foi et de l’allégresse qui s’y rattache, (circonstances) que j’ai promis de créer <sup class=""footnote-marker"">(1)</sup><i class=""footnote"">Il faut effacer ici dans la version d’Ibn-Tibbon les mots <span dir=""rtl"">וימלאו את הארץ</span>, qui ne sont exprimés ni dans le texte arabe, ni dans la version d’Al-’Harîzi.</i>, subsisteront toujours, — car la foi en Dieu et l’allégresse que cause cette foi sont deux circonstances qui ne peuvent jamais cesser ni s’altérer dans celui à qui elles sont arrivées <sup class=""footnote-marker"">(2)</sup><i class=""footnote"">Dans la version d’Ibn-Tibbon, au lieu de <span dir=""rtl"">ממה שהגיע אליו</span>, il faut lire: <span dir=""rtl"">מכל מי שהיו לו</span>, comme l’ont les mss. — La phrase ayant été interrompue ici par une parenthèse, l’auteur la recommence une seconde fois.</i>; — il dit donc. De même que cet état de foi et d’allégresse, que j’annonce comme devant être universel sur la terre, sera perpétuel et stable, de même se perpétuera votre race et votre nom. C’est là ce qu’il dit après: <i>Car de même que ces cieux nouveaux et cette terre nouvelle que je ferai subsistent devant moi</i>, <i>dit l’Éternel, de même subsistera votre race et votre nom</i> (<i>ibid.,</i> LXVI, 22). Car il arrive quelquefois que la <i>race</i> reste, et que le <i>nom</i> ne reste pas; tu trouves, par exemple, beaucoup de peuples qui indubitablement sont de la race des Perses ou des Grecs, et qui cependant ne sont plus connus par un nom particulier, mais qu’une autre nation a absorbés. Il y a là encore, selon moi, une allusion à la perpétuité de la Loi (de Moïse), à cause de laquelle nous avons un nom particulier.",
"Guide for the Perplexed, Part 2 29:11",וכאשר באו אלו ההשאלות בישעיה הרבה מפני זה פרשתי כולם; וכבר בא מהם גם כן בדברי זולתו.,"Comme ces métaphores se rencontrent fréquemment dans Isaïe, j’ai dû, à cause de cela, les parcourir toutes; mais il s’en trouve aussi quelquefois dans le discours des autres (prophètes).",
"Guide for the Perplexed, Part 2 29:12",אמר ירמיה בסיפור חורבן ירושלים ׳בעונות אבותינו׳: ״ראיתי את הארץ והנה תוהו ובוהו וגו׳״.,"J<small>ÉRÉMIE</small> dit, en décrivant la destruction de Jérusalem, due aux crimes de nos ancêtres: <i>J’ai vu la terre</i>, <i>et il n’y avait que le vide et le chaos</i> (IV, 23).",
"Guide for the Perplexed, Part 2 29:13",ואמר יחזקאל בסיפור אבדת מלכות מצרים ומיתת פרעה על ידי נבוכדנצר אמר ״וכיסיתי בכבותך שמים והקדרתי את כוכביהם שמש בענן אכסנו וירח לא יאיר אורו – כל מאורי אור בשמים – אקדירם עליך ונתתי חושך על ארצך – נאום אדוני יי״.,"E<small>ZÉCHIEL</small> dit, en décrivant la ruine du royaume d’Égypte et la chute du Pharaon par la main de Nebouchadneçar: <i>Je couvrirai les cieux en t’éteignant, et j’obscurcirai leurs astres; je couvrirai le soleil d’un nuage, et la lune ne fera pas luire sa lumière. Toutes les clartés de lumière dans les cieux, je les obscurcirai sur toi, et je répandrai des ténèbres sur ta terre, dit le Seigneur, l’Éternel</i> (XXXII, 7–8).",
"Guide for the Perplexed, Part 2 29:14",ואמר יואל בן פתואל בארבה העצום אשר בא בימים אמר ״לפניו רגזה ארץ רעשו שמים שמש וירח קדרו וכוכבים אספו נגהם״.,"J<small>OEL,</small> fils de Pethouel, dit (en parlant) de la multitude des sauterelles qui arrivèrent de son temps: <i>Devant elles la terre tremble</i>, <i>le ciel s’ébranle</i>, <i>le soleil et la lune s’obscurcissent</i>, <i>et les astres retirent leur clarté</i> (II, 10).",
"Guide for the Perplexed, Part 2 29:15",ואמר עמוס בסיפור חרבן שומרון ״והבאתי השמש בצהרים והחשכתי לארץ ביום אור והפכתי חגיכם וגו׳״.,"A<small>MOS</small> dit, en décrivant la destruction de Samarie: <i>Je ferai coucher le soleil en plein midi, et je couvrirai de ténèbres la terre au milieu de la clarté du jour; je changerai vos fêtes en deuil, etc.</i> (VIII, 9 et 10).",
"Guide for the Perplexed, Part 2 29:16",ואמר מיכה באבידת שומרון נמשך על המאמרים הספוריים המפורסמים הידועים ״כי הנה יי יוצא ממקומו וירד ודרך על במתי ארץ ונמסו ההרים וגו׳״.,"M<small>ICHA</small> dit, au sujet de la destruction de Samarie, en demeurant toujours dans ces expressions oratoires généralement connues: <i>Car voici, l’Éternel sort de sa résidence, il descend, et il foule les hauteurs de la terre; les montagnes se fondent, etc.</i> (I, 3-4).",
