"Guide for the Perplexed, Part 2 Introduction 1",בשם יי אל עולם!,AU NOM DE L’ÉTERNEL DIEU DE L’UNIVERS,
"Guide for the Perplexed, Part 2 17:4","והנני אשוב ואזכר לך שרשי דרכיו, ואראך איך לא יתחיב לנו מהם מאומה בשום פנים, אחר שטענתנו – שהעולם בכללו המציאהו האלוה אחר העדר והוהו עד שנשלם כמו שתראהו.","Je vais maintenant reprendre les principes de ses méthodes fn1617, et je te montrerai comment il ne s’ensuit absolument rien pour nous qui soutenons que Dieu a produit le monde entier du néant et l’a formé (successivement) jusqu’à ce qu’il fût devenu parfait comme tu le vois.",
"Guide for the Perplexed, Part 2 17:5","אמר כי החומר הראשון לא הוה ולא נפסד, והתחיל להביא הראיות על זה מן הדברים ההוים הנפסדים, ולבאר המנע הויתו. וזה אמת – שאנחנו לא אמרנו שהחומר הראשון נתהוה כהתהוות האדם מן הזרע, או יפסד כהפסד האדם אל העפר, אבל אמרנו, שהאלוה המציאו מלא דבר, והוא כפי מה שהוא אחר המצאו – רצוני לומר: היותו מתהוה ממנו כל דבר ויפסד אליו כל מה שנתהוה ממנו – ולא ימצא ערום מצורה, ועדיו יגיע תכלית ההויה וההפסד; והוא לא הוה כהוית מה שיתהוה ממנו, ולא יפסד כהפסד מה שיפסד אליו, אבל נברא – וכשירצה בוראו יעדרהו העדר גמור מוחלט.","La matière première, dit-il, n’est pas née ni ne périra; et, argumentant des choses nées et périssables, il montre qu’il est impossible qu’elle soit née fn1618. Et cela est vrai fn1619. Car nous ne soutenons pas que la matière première se soit formée, comme l’homme se forme du sperme, ni qu’elle doive périr, comme périt l’homme en devenant poussière; mais nous soutenons au contraire que Dieu l’a produite du néant, et qu’après sa production elle est telle qu’elle est fn1620, je veux dire que toute chose se forme d’elle et que tout ce qui s’est formé d’elle retourne à elle en périssant. Elle n’existe point dénuée de forme fn1621, et elle est le terme de la naissance et de la corruption. Quant à elle, elle n’est pas née (<i>de</i> quelque chose), comme naît tout ce qui se forme d’elle, et elle ne périra pas (<i>en</i> quelque chose), comme périt ce qui périt en elle; mais au contraire, elle est une chose <i>créée,</i> et quand son créateur le voudra, il la réduira au néant pur et absolu.",
"Guide for the Perplexed, Part 2 17:6","וכן נאמר בתנועה בשוה, שהוא הביא ראיה מטבע התנועה שהיא בלתי הוה ולא נפסדת. והענין אמת, שאנחנו נאמר כי אחר המצא התנועה על זה הטבע שהיא נחה עליו, לא ידומה הויתה והפסדה – הויה כללית והפסד כללי, כהוית התנועות הפרטיות ההוות וכהפסד התנועות הפרטיות; והוא ההקש בכל מה שיתחיב לטבע התנועה. וכן המאמר בתנועה הסיבובית אין התחלה לה הוא אמת אחר המציא הגשם הכדורי המתנועע בסיבוב לא תצויר בתנועתו התחלה.","Nous dirons absolument la même chose du mouvement; car on a argumenté de la nature du mouvement pour prouver qu’il n’est pas né et qu’il ne périra pas fn1622. Et cela est encore vrai fn1623; car nous soutenons qu’il est inimaginable que, depuis que le mouvement a existé avec sa nature invariable et fixe, il ait pu, dans son universalité, être sujet à la naissance et à la corruption, comme le sont les mouvements partiels qui naissent et périssent fn1624. Le même raisonnement s’applique à tout ce qui est inhérent à la nature du mouvement fn1625. De même, quand il dit du mouvement circulaire qu’il n’a pas de commencement, cela est vrai (dans ce sens) qu’après la <i>production</i> du corps sphérique, qui se meut circulairement, on ne saurait se figurer dans son mouvement aucun commencement fn1626.",
"Guide for the Perplexed, Part 2 17:7","וכן נאמר באפשרות המתחיב שיקדם לכל מתהוה, כי זה אמנם יתחיב בזה הנמצא המיושב, אשר כל מה שיתהוה בו אמנם יתהוה מנמצא אחד; אמנם הדבר הנברא מהעדר אין שם דבר נרמז אליו לא בחוש ולא בשכל שתקדם לו אפשרות.","Nous en dirons autant de la <i>possibilité</i> qui doit précéder tout ce qui naît fn1627; car cela n’est nécessaire que dans cet univers (complétement) établi, où tout ce qui naît ne naît que d’un être quelconque. Mais la chose produite du <i>néant</i> n’indique, ni pour les sens, ni pour l’intelligence, aucune chose (antérieure), de manière qu’elle dût être précédée d’une possibilité.",
"Guide for the Perplexed, Part 2 17:8",וכן נאמר גם כן בהיות השמים אין הפוך בהם – הנה זה אמת! אלא שאנחנו לא אמרנו שהשמים נתהוו כהתהוות הסוס והחמור; ולא אמרנו שהרכבתם תחיב להם ההפסד כצמחים ובעלי החיים מפני ההפך שבהם.,"Enfin, nous raisonnerons encore de la même manière sur (ce qu’il dit) que dans le ciel il n’y a pas de <i>contrariété</i> fn1628. Cela est encore vrai; seulement (il faut remarquer) que nous ne soutenons pas que le ciel se soit formé, comme se forment le cheval et le palmier, et (par conséquent) nous ne soutenons pas qu’étant <i>composé</i>, il doive périr, comme les plantes et les animaux, à cause de la contrariété qui y existerait fn1629.",
"Guide for the Perplexed, Part 2 17:9","ועיקר הענין הוא מה שזכרנוהו, כי הנמצא בעת שלמותו ותמותו לא יורה ענינו ההוא על ענינו קודם שלמותו.","Le fond de la chose est ce que nous avons dit, (à savoir) que l’être étant dans son état parfait et achevé, on ne saurait argumenter de son état actuel sur l’état (où il était) fn1630 avant sa perfection. ",
"Guide for the Perplexed, Part 2 17:10","ואין רחוק עלינו גם כן מאמר אומר שנתהוו השמים קודם הארץ, או הארץ קודם השמים, או היו השמים בלתי כוכבים, או מין בעל חיים בלתי מין אחר – כי זה כולו בעת הוית זה הכלל. כמו שבעל החיים בעת הויתו היה הלב ממנו קודם הביצים כמו שיראה לעין, והגידים קודם העצמים – ואף על פי שאחר שלמותו לא ימצא בו אבר מבלתי אבר מכל האברים אשר אי אפשר עמידת האיש מבלעדיהם. זה כולו יצטרך גם כן אליו אם ילקח הכתוב כפי פשוטו – ואף על פי שאין הענין כן כמו שיתבאר כשנרחיב בזה המאמר.","Nous ne trouvons non plus rien d’absurde dans ce qu’on a dit que le ciel a été formé avant la terre, ou la terre avant le ciel fn1631, ou que le ciel était d’abord sans astres, ou (qu’il existait) telle espèce d’animaux sans telle autre; car tout cela s’applique à l’époque où cet ensemble (de l’univers) fut formé. Il en est comme de l’animal lors de sa formation, le cœur étant formé avant les testicules, comme on le reconnaît à la simple vue, et les veines avant les os, quoique, dans son état parfait, aucun de ses membres n’existe indépendamment de tous les autres, sans lesquels la conservation de l’individu est impossible. Il faut aussi (admettre) tout cela, dès qu’on prend le texte (de l’Ecriture) dans son sens littéral, bien qu’il n’en soit pas ainsi, comme cela sera exposé quand nous nous étendrons là-dessus fn1632. ",
"Guide for the Perplexed, Part 2 17:11","וצריך שתזהר בזה הענין שהוא – חומה גדולה בניתיה סביב התורה מקפת בה, מונעת אבן כל משליך אליה. ואם יטען עלינו אריסטו – רצוני לומר: האוחז דעתו – ויאמר: אחר שלא יורה לנו זה הנמצא, במה זה ידעתם אתם זה מהווה ושהיה שם טבע אחר הויתו? נאמר שזה לא יתחיב לנו לפי השתדלותנו – שאנחנו לא נשתדל עתה שנקים שהעולם מחודש, אבל אשר נשתדל בו הוא – אפשרות היותו מחודש; ולא תבטל זאת הטענה בהביא ראיה מטבע המציאות אשר לא נחלוק בו. וכאשר תתקים אפשרות הטענה כמו שבארנו נשוב אחרי כן ונכריע דעת החידוש, ולא ישאר בזה השער אלא שיביא לנו ראיה בהמנע היות העולם מחודש – לא מטבע המציאות אבל ממה שיחיבהו השכל בחוק האלוה; והם – הדרכים השלשה אשר כבר הקדמתי לך זכרם, ושהם יעשו בהם ראיות על קדמות העולם מצד האלוה. והנני אראה לך אפני הביא הסיפוק עליהם, עד שלא תתאמת מהם ראיה בשום פנים – בפרק הבא.","— Il faut que tu fasses bien attention à ce sujet fn1633; car c’est un grand mur que j’ai construit autour de la Loi et qui l’environne pour la protéger contre les pierres qu’on lui lance. Si Aristote, — je veux dire celui qui adopte son opinion, — argumentait contre nous, en disant: Puisqu’on ne peut tirer aucune preuve de cet univers (achevé), comment donc savez-vous, vous-mêmes, qu’il a été <i>créé</i> et qu’il y avait une autre nature fn1634 qui l’a créé? nous répondrions: Cela ne nous touche point par rapport à notre but actuel fn1635. En effet, nous ne voulons pas maintenant établir que le monde a été créé; mais ce que nous voulons, c’est (de montrer) qu’il est possible qu’il ait été créé; et on ne saurait démontrer la fausseté de cette assertion, en argumentant de la nature de l’univers, avec laquelle nous ne nous mettons pas en opposition fn1636. La possibilité de cette assertion étant établie, comme nous l’avons exposé, nous chercherons ensuite à faire prévaloir l’opinion de la <i>création.</i> Il ne resterait donc à cet égard (d’autre moyen de nous réfuter) que de nous démontrer l’impossibilité de la création du monde, non pas par la nature de l’univers, mais par ce que l’intelligence juge être nécessaire par rapport à Dieu; et ce sont les trois méthodes dont je t’ai parlé précédemment, et par lesquelles on cherche à démontrer l’éternité du monde en prenant Dieu pour point de départ fn1637. Je vais donc te montrer, dans le chapitre suivant, de quelle manière on peut les mettre en doute, de sorte qu’il ne puisse en résulter aucune preuve.",
"Guide for the Perplexed, Part 2 18:1","הדרך הראשון אשר יזכרו, שיתחיב לנו בו כפי מחשבתם, שהאלוה יצא מן הכח אל הפועל כשיהיה פועל עת אחת ולא יפעל עת אחרת. וסתירת זה הספק מבוארת מאד. והיא שזה הענין אמנם יתחיב בכל מורכב מחומר בעל אפשרות ומצורה – כי בלא ספק כשיפעל הגשם בצורתו אחר שלא עשה, כבר היה בו דבר בכח ויצא לפועל ואי אפשר לו מבלתי מוציא; כי זאת ההקדמה אמנם התבארה במופת בבעלי החומר. אבל מה שאינו גוף ואין לו חומר – אין בעצמו אפשרות בשום פנים. וכל מה שיש לו הוא בפועל תמיד ולא יתחיב בו זה ולא ימנע בו שיעשה עת ולא יעשה עת, ואין זה שינוי בחוק הנפרד ולא יציאה מן הכח אל הפועל. והראיה על זה – השכל הפועל על דעת אריסטו והנמשכים אחריו, אשר הוא נפרד; והנה יעשה עת אחת ולא יעשה עת אחרת כמו שבאר אבונצר במאמרו בשכל, אשר שם אמר דבר זה לשונו: אמר וגלוי כי השכל הפועל לא יעשה תמיד, אבל יעשה עת אחת ולא יעשה עת אחרת – זהו לשונו. והוא אמת מבואר! ועם היותו כן לא יאמר שהשכל הפועל משתנה, ולא היה פועל בכח ושב בפועל באשר עשה בעת אחת מה שלא עשהו מקודם – כי אין ערך בין הגשמים ובין מה שאינו גשם ולא דמיון בשום פנים לא בעת הפועל ולא בעת ההמנע מן הפועל. ואמנם יאמר לפעולת הצורות הנשואות בחמרים ולפעולת הנפרד ׳פעולה׳ – בשיתוף השם. ולזה לא יתחיב מהיות הנפרד בלתי עושה בעת אחת הפועל אשר יעשהו אחר כן – שיהיה יוצא מן הכח אל הפועל כמו שנמצא זה בצורות הנשואות בחמרים.","La première méthode dont ils parlent est celle où ils prétendent établir que, selon nous fn1638, Dieu aurait passé de la puissance à l’acte, puisqu’il aurait agi dans un certain moment et pas dans un autre momentfn1639. — Il sera très facile de réfuter cette objection fn1640: En effet, on ne peut raisonner de la sorte fn1641 que (lorsqu’il s’agit) de quelque chose qui est composé d’une matière à l’état de <i>possibilité</i> et d’une forme. Sans aucun doute, si un tel corps agit par sa forme après ne pas avoir agi, il y a eu en lui quelque chose en puissance qui a passé à l’acte, et, par conséquent, il a eu besoin d’un efficient; car, pour les choses douées de matière, c’est là une proposition démontrée. Mais ce qui est incorporel et immatériel n’a dans son essence aucune <i>possibilité</i>, et tout ce qui est en lui est perpétuellement en acte. On ne peut donc pas lui appliquer le raisonnement en question, et pour lui il n’est point impossible que tantôt il agisse et tantôt il n’agisse pas. Pour l’être <i>séparé</i>, ce n’est là ni un changement, ni un passage de la puissance à l’acte. Nous en avons une preuve dans l’<i>intellect actif</i>, qui, selon l’opinion d’Aristote et de ses sectateurs, est <i>séparé</i>, et qui, cependant, tantôt agit et tantôt n’agit pas, comme l’a exposé Abou-Naçr dans son traité <i>de l’Intellect</i> fn1642. Il s’y exprime en ces termes: « Il est évident que l’intellect actif n’agit pas perpétuellement; mais, au contraire, tantôt il agit et tantôt il n’agit pas. » Voilà ce qu’il dit textuellement, et c’est évidemment la vérité. Mais, bien qu’il en soit ainsi, on ne dit pas cependant que l’intellect actif soit sujet au changement, ni qu’après avoir été agent en puissance, il le soit devenu en acte, parce qu’il aurait fait dans un certain moment ce qu’il n’aurait pas fait auparavant; car il n’y a pas de rapport entre les corps et ce qui est incorporel, et il n’y a de similitude (entre eux) ni au moment de l’action, ni au moment où ils s’abstiennent d’agir. Si l’action des formes matérielles et celle de l’être <i>séparé</i> sont (l’une et l’autre) appelées <i>action</i>, ce n’est que par homonymie; c’est pourquoi, si l’être <i>séparé</i> n’accomplit pas dans un certain moment l’action qu’il accomplira plus tard, il ne s’ensuit pas de là qu’il aura passé de la puissance à l’acte, comme nous le trouvons dans les formes matérielles.",
"Guide for the Perplexed, Part 2 18:2","ואולי יחשוב חושב שבזה המאמר קצת הטעאה וזה כי השכל הפועל אמנם התחיב שיעשה עת אחת ולא יעשה עת אחרת, לא מפני ענין אחד בעצמו, אבל מפני הכנת החמרים; אמנם הפועל ממנו הוא תמיד לכל מוכן, ואם היה שם מונע מהפועל הוא מפני ההזמנה החמרית לא מפני השכל בעצמו – ידע זה החושב, שכונתנו אינה להגיד הסיבה אשר בעבורה עשה האלוה ית׳ בעת אחת ולא עשה בעת אחרת, ולא חיבנו בזה המשל ואמרנו שכמו שהשכל הפועל יעשה בעת אחת ולא יעשה בעת אחרת והוא נפרד – כן האלוה ית׳; לא אמרנו זה ולא חיבנוהו, ואילו עשינו זה היתה הטעאה; אבל אשר חיבנוהו – והוא חיוב אמיתי – שהשכל הפועל אשר אינו גוף ולא כח בגוף אף על פי שיעשה עת אחת ולא יעשה הפועל ההוא עת אחרת – היתה סבת זה אי זה דבר שהיה – לא יאמר בו שיצא מן הכח אל הפועל, ולא שהיתה בעצמו אפשרות; ולא שהיה צריך למוציא יוציאנו מן הכח אל הפועל.","On pourra peut-être croire que dans ce que je viens de dire il y a quelque sophisme: Si, dira-t-on, l’intellect actif nécessairement agit dans un certain moment et n’agit point dans un autre moment, ce n’est point à cause de quelque chose qui soit inhérent à son essence, mais à cause de la disposition des matières; de sa part, l’action s’exerce perpétuellement sur tout ce qui est <i>disposé</i>, et s’il y a quelque chose qui empêche l’action, cela vient de la <i>disposition</i> de la matière, et non pas de l’intellect en lui-même fn1643.— Que celui là donc qui pense ainsi fn1644 sache bien que nous n’avons pas pour but de faire connaître la cause pour laquelle Dieu a agi dans un certain moment et non dans un autre, et, en citant cet exemple, nous n’en avons pas conclu que, puisque l’intellect actif, qui est <i>séparé</i>, agit dans un temps et n’agit pas dans un autre, il doive en être de même de Dieu fn1645. Nous n’avons pas dit cela, et nous n’avons pas fait cette conclusion; et si nous avions fait cela, c’eût été en effet un sophisme. Mais ce que nous en avons conclu, — et c’est une conclusion vraie, — c’est que, bien que l’intellect actif, qui n’est ni un corps ni une force dans un corps, agisse dans un certain moment et n’accomplisse pas la même action dans un autre moment, n’importe quelle en soit la cause, on ne dit pas pour cela de lui qu’il ait passé de la puissance à l’acte, ni qu’il y ait eu dans son essence une <i>possibilité</i>, ni enfin qu’il ait besoin d’un efficient qui le fasse passer de la puissance à l’acte fn1646.",
"Guide for the Perplexed, Part 2 18:3","הנה כבר נדחה מעלינו זה הספק הגדול אשר ספק עלינו האומר בקדמות העולם, אחר שאנחנו נאמין שהוא ית׳ אינו גוף ולא כח בגוף, ולזה לא יתחיב לו שינוי כשעשה אחר שלא עשה.","Ainsi se trouve écartée de nous cette grave objection qui nous a été faite par ceux qui soutiennent l’éternité du monde; car, comme nous croyons que Dieu n’est ni un corps, ni une force dans un corps, il n’est point affecté de <i>changement</i> en agissant après ne pas avoir agi.",
"Guide for the Perplexed, Part 2 18:4",הדרך השני – הוא אשר יחיבו בו קדמות העולם להעלות המביאים והמתחדשים והמונעים בחוקו ית׳. והתרת זה הספק כבדה והיא דקה מאד – ושמענה.,"La deuxième méthode est celle où on conclut l’éternité du monde de ce que pour Dieu il n’y a ni besoins, ni rien qui survienne, ni obstacles fn1647. La solution de cette objection est difficile et à la fois subtile; écoute-la. ",
"Guide for the Perplexed, Part 2 18:5","דע – כי כל פועל בעל רצון שיעשה פעולותיו בגלל דבר אחד, הוא בהכרח יתחיב לו שיעשה עת אחת ולא יעשה עת אחרת מפני מונעים או מתחדשים. והמשלו – שהאדם, על דרך משל, ירצה שיהיה לו בית ולא יבנהו מפני מונעים; וזה כשלא יהיה החומר שלא נמצא, או שיהיה נמצא ולא יבוא לקבל הצורה להעדר הכלים, והנה יהיו החומר והכלים נמצאים ולא יבנה להיותו בלתי רוצה לבנות מפני שאינו צריך למחסה, וכשיתחדשו מתחדשים כחום או קור יביאהו לבקש המעון אז ירצה לבנות. הנה כבר התבאר כי המתחדשים ישנו הרצון, והמונעים יעמדו כנגד הרצון ולא יעשה בעבורם. זה כולו – כשיהיו הפעולות מפני דבר אחד חוץ לגוף הרצון; אמנם כשלא יהיה לפועל תכלית אחרת בשום פנים אלא היותו נמשך אחר הרצון, יהיה הרצון ההוא בלתי צריך למביאים, והרוצה ההוא – אף על פי שלא יהיו לו מונעים – לא יתחיב שיעשה תמיד, אחר שאין שם תכלית אחת יוצאת אשר בגללה יעשה, ויתחיב כשלא יהיו מונעים למצוא התכלית ההוא שיעשה, כי הפועל הנה נמשך לרצון לבד.","Sache que tout agent qui a une volonté et qui agit pour une raison quelconque doit nécessairement tantôt agir et tantôt ne pas agir, en raison de certains obstacles ou de besoins qui surviennent. Ainsi, par exemple, tel homme qui voudrait posséder une maison n’en bâtira point cependant, à cause des empêchements, soit qu’il n’en ait pas les matériaux sous la main, soit que ceux-ci, tout préparés qu’ils sont, ne soient pas prêts fn1648 à recevoir la forme, à cause du manque d’instruments. Il se peut aussi que les matériaux et les instruments soient prêts, et que cependant (l’homme) ne bâtisse pas, parce que, n’ayant pas besoin de demeure, il ne veut pas bâtir; mais lorsqu’il lui surviendra des accidents, comme la chaleur ou le froid, qui le forceront de chercher un abri, alors il voudra bâtir. Il est donc clair que les accidents survenus changent la volonté, et que les obstacles s’opposent à la volonté de manière qu’on ne puisse pas agir. Cependant, tout cela n’a lieu que lorsque les actions ont pour raison quelque chose en dehors de la volonté même. Mais lorsque l’action n’a absolument aucun autre but que celui d’obéir à une volonté, cette volonté n’a pas besoin d’invitation (du dehors); et (dans ce cas) il n’est pas nécessaire non plus que celui qui a la volonté, tout en n’ayant pas d’obstacles, agisse toujours; car il n’a pas de but extérieur qui le fasse agir, de manière qu’il soit forcé d’agir dès qu’il n’y aurait pas d’obstacles pour atteindre le but, puisque l’action, dans ce cas, obéit à la seule volonté.",
"Guide for the Perplexed, Part 2 18:6","ואם יאמר אומר זה כולו אמת! אמנם היותו רוצה עת אחת ולא ירצה עת אחרת – האין זה שינוי? נאמר לו לא! שאמיתת הרצון ומהותו זה ענינה: שירצה ולא ירצה; ואם היה הרצון ההוא לבעל חומר עד שיבוקש בו תכלית אחת יוצאת יהיה רצון משתנה לפי המונעים והמתחדשים; אמנם רצון הנפרד אשר אינו מפני דבר אחר בשום פנים אינו משתנה, ולא היותו רוצה עתה דבר וירצה זולתו מחר – שינוי בעצמו, ולא יביא זה לתת סיבה אחרת כמו. שהיותו פועל ולא פועל אינו שינוי, כמו שבארנו. והנה יתבאר כי רצוננו ורצון הנפרד אמנם יאמר עליהם ׳רצון׳ בשתוף ואין דמיון בין שני הרצונים. הנה כבר הותרה גם כן הקושיא הזאת והתבאר שלא יתחיב לנו מן הדרך הזה שקר – וזה השתדלותנו כמו שידעת.","On pourrait nous objecter: Tout cela est vrai; mais n’y a-t-il pas changement en cela même que tantôt on <i>veut</i> et tantôt on ne veut pas fn1649? A cela nous répondrons: Non; car ce qui constitue la véritable idée de la volonté, c’est de vouloir et de ne pas vouloir. Or, si cette volonté appartient à un être matériel, et que ce qu’on cherche par elle soit un but extérieur, ce sera une volonté sujette au changement, en raison des obstacles et de ce qui peut survenir; mais la volonté de l’être <i>séparé</i>, qui n’est aucunement déterminée par autre chose, n’est point sujette au changement, et, s’il veut maintenant une chose et demain autre chose, cela ne constitue pas de changement dans son essence, ni n’exige une autre cause (en dehors de lui), de même qu’il n’y a point changement en ce que tantôt il agit et tantôt il n’agit pas, comme nous l’avons exposé. On exposera (plus loin)fn1650 que ce n’est que par homonymie qu’on applique à la fois à notre volonté et à celle de l’être séparé le nom de <i>volonté</i>, et qu’il n’y a point de similitude entre les deux volontés. — Ainsi donc, cette objection se trouve également détruite, et il est clair qu’il ne résulte pour nous de cette méthode rien d’inadmissible fn1651. C’est là ce que nous voulions (obtenir), comme tu sais.",
"Guide for the Perplexed, Part 2 18:7","הדרך השלישי – והוא אשר יחיבו בו קדמות העולם; להיות כל מה שחיבתהו החכמה שיצא, כבר יצא, וחכמתו קדומה כעצמו, יהיה המתחיב ממנו קדמון. וזה – חיוב חלוש מאד! וזה שאנחנו כמו שנסכול חכמתו אשר חיבה שיהיו הגלגלים תשעה לא יותר ולא פחות, ומספר הכוכבים כפי מה שהוא לא יותר ולא פחות, ולא יותר גדולים ולא יותר קטנים – כן נסכול חכמתו בהמציאו הכל אחר אשר לא היה מזמן קרוב. והכל נמשך אחר חכמתו התדירה אשר אינה משתנה, אלא שאנחנו נסכול סכלות גמורה דרך החכמה ההיא ומשפטה, אחר שהרצון גם כן בדעתנו נמשך אחר החכמה, והכל – דבר אחד – רצוני לומר: עצמו וחכמתו – שאנחנו לא נאמין בתארים והנה תשמע בזה הענין הרבה כשנדבר בהשגחה. ובזאת הבחינה תפול זאת ההרחקה.","La troisième méthode est celle où l’on prouve l’éternité du monde (en raisonnant) ainsi: Quand la sagesse (divine) décide qu’une chose doit apparaître, elle a apparu fn1652; or, la sagesse de Dieu étant éternelle comme son essence, ce qui en résulte est (également) éternel fn1653. — Mais c’est là un raisonnement très faible; car, de même que nous ignorons pourquoi sa sagesse a exigé que les sphères fussent (au nombre de) neuf, ni plus ni moins, que les étoiles fussent aussi nombreuses qu’elles sont, ni plus ni moins, et (qu’elles ne fussent) ni plus grandes ni plus petites, de même nous ignorons pourquoi la sagesse, à une époque (relativement) récente, a fait que l’univers existât après ne pas avoir existé fn1654. Tout se conforme à sa sagesse perpétuelle et invariable; mais nous, nous ignorons complètement la loi de cette sagesse et ce qu’elle exigefn1655. Car, selon notre opinion, la volonté se conforme également à la sagesse; tout (dans Dieu) est une seule et même chose, je veux dire que sa sagesse est son essence, car nous n’admettons pas les attributs fn1656. Tu entendras beaucoup sur ce sujet, quand nous parlerons de la Providence fn1657 — Par cette considération donc, tombe aussi cette absurdité (qu’on nous attribue) fn1658.",
"Guide for the Perplexed, Part 2 18:8","ואמנם, מה שזכרו אריסטו מהסכים האומות מימי קדם, משכון המלאכים בשמים, ומהיות האלוה בשמים, וכן בא בנראה מן הכתוב – אין זה לראיה על קדמות השמים כמו שירצה הוא, אבל זה נאמן לראיה על שהשמים יורונו על מציאות השכלים הנפרדים – והם הרוחניים והמלאכים – והם יורונו על מציאות האלוה והוא מניעם ומנהיגם, כמו שנבאר ונגלה שאין שם ראיה תורנו על מציאות הפועל לפי דעתנו כראית השמים; והם יורו גם כן לפי דעת הפילוסופים כמו שזכרנו על מציאות מניעם ושהוא לא גוף ולא כח בגוף.","Quant à ce qu’Aristote dit que les peuples, dans les temps anciens, croyaient d’un commun accord que les anges habitaient le ciel, et que Dieu aussi était au ciel fn1659, — chose que dit aussi le sens littéral des textes (sacrés), — cela ne peut pas servir de preuve pour l’éternité du monde, comme il le veut, lui; mais cela a été dit pour prouver que le ciel nous indique l’existence des Intelligences séparées, qui sont les êtres spirituels et les anges, et qu’il nous indique aussi l’existence de Dieu, qui le met en mouvement et qui le gouverne, ainsi que nous l’exposerons. Nous montrerons qu’il n’y a pas de preuve qui nous démontre mieux l’existence du Créateur, selon notre opinion fn1660, que celle tirée du ciel; et celui-ci, comme nous l’avons déjà dit, prouve aussi, selon l’opinion des philosophes, qu’il existe (un être) qui le met en mouvement, et que ce dernier n’est ni un corps, ni une force dans un corps.",
"Guide for the Perplexed, Part 2 18:9","ואחר שבארתי לך מאפשרות טענתנו ושאינה נמנעת כמו שיחשוב מי שאומר בקדמות, אשוב ואבאר הכרעת דעתנו בעיון, ואראה מה שיתחיב לדעתו מן ההרחקה – בפרקים הבאים.","Après t’avoir exposé que ce que nous affirmons est admissible, et que (tout au moins) ce n’est pas une chose impossible, comme le prétendent ceux qui soutiennent l’éternité (du monde), je vais montrer, dans les chapitres suivants, que notre opinion est préférable au point de vue spéculatif, et je révélerai les conséquences absurdes qu’a l’autre opinion <sup>(3)</sup><i class=""footnote"">(1) C’est-à-dire, ils comparaient Dieu à une statue privée de sentiment. Nous avons vainement cherché ce passage dans les <i>Midraschîm</i> qui sont à notre disposition. Peut-être est-il tiré d’un Midrasch qui n’existe plus. Il est aussi cité par David Kimchi dans son commentaire sur le II<sup>e</sup> livre des Rois et dans son Dictionnaire, à la racine <span dir=""rtl"">חפה</span>.</i>.",
"Guide for the Perplexed, Part 2 19:1","כבר התבאר לך מדעת אריסטו ומדעת כל מי שיאמר בקדמות העולם, שהוא יראה שזה המציאות היה מאצל הבורא על צד החיוב, ושהוא ית׳ עילה וזה – עלול וכן התחיב. וכמו שלא יאמר בו ית׳ למה נמצא? או איך נמצא כן – רצוני לומר: אחד ובלתי גוף? כן לא יאמר בעולם בכללו למה נמצא? או איך נמצא כן? כי זה כולו מחויב שימצא כך העילה ועלולה, ואי אפשר בהם העדר כלל ולא שינוי ממה שהם. ועל כן יתחיב מזה הדעת חיוב התמדת כל דבר על טבעו ושלא ישתנה בשום פנים דבר מן הדברים מטבעו. ולפי זה הדעת יהיה שינוי דבר מן הנמצאות מטבעו נמנע, ולא יהיו אם כן אלו הדברים כולם בכונת מכון בחר ורצה שיהיו כך, שאם היו בכונת מכון כבר היו בלתי נמצאים כן קודם שיכונו.","Il résulte évidemment du système d’Aristote, comme du système de tous ceux qui professent l’éternité du monde, que selon lui cet univers est émané du Créateur <i>par nécessité</i>, que Dieu est la cause et ce monde l’effet, et que, par conséquent, celui-ci est <i>nécessaire</i>fn1661. De même qu’on ne saurait dire de Dieu pourquoi il existe, ni comment il existe <i>ainsi</i>, je veux dire <i>un</i> et incorporel, de même on ne saurait dire de l’univers dans son ensemble pourquoi il existe ni comment il existe ainsi (que nous le voyons); car il est nécessaire que tout cela existe ainsi, (je veux dire) la cause et son effet; et il est impossible pour tous deux de ne pas exister ou de devenir autres qu’ils ne sont. Il s’ensuit donc de cette opinion que toute chose doit nécessairement conserver toujours la nature qu’elle a, et qu’aucune chose ne peut, en une façon quelconque, changer de nature. Selon cette opinion, le changement de nature d’un être quelconque est chose impossible, et, par conséquent, toutes ces choses n’ont pu naître par le dessein d’un être ayant une intention et qui aurait librement voulu qu’elles fussent ainsi; car, si elles étaient nées par un tel dessein, elles n’auraient pas existé ainsi avant que le dessein en fût arrêté fn1662. ",
