Index Title,Genesis
Genesis 16:2,"And Sarai said to Abram, “Look, יהוה has kept me from bearing. Consort with my maid; perhaps I shall have a child<sup>*</sup><sup>*</sup><i class=""footnote""><b>have a child </b>Lit. “be built up,” play on ben “child” and banah “build up.” See the Dictionary under ben.</i> through her.” And Abram heeded Sarai’s request."
Genesis 16:3,"So Sarai, Abram’s wife, took her maid, Hagar the Egyptian—after Abram had dwelt in the land of Canaan ten years—and gave her to her husband Abram as concubine."
Genesis 16:4,"He cohabited with Hagar and she conceived; and when she saw that she had conceived, her mistress was lowered in her esteem."
Genesis 16:5,"And Sarai said to Abram, “The wrong done me is your fault! I myself put my maid in your bosom; now that she sees that she is pregnant, I am lowered in her esteem. יהוה decide between you and me!”"
Genesis 16:6,"Abram said to Sarai, “Your maid is in your hands. Deal with her as you think right.” Then Sarai treated her harshly, and she ran away from her."
Genesis 16:7,"A messenger of יהוה found her by a spring of water in the wilderness, the spring on the road to Shur,"
Genesis 16:8,"and said, “Hagar, slave of Sarai, where have you come from, and where are you going?” And she said, “I am running away from my mistress Sarai.”"
Genesis 16:9,"And the messenger of יהוה said to her, “Go back to your mistress, and submit to her harsh treatment.”"
Genesis 16:10,"And the messenger of יהוה said to her,<br>“I will greatly increase your offspring,<br>And they shall be too many to count.”"
Genesis 16:11,"The messenger of יהוה said to her further,<br>“Behold, you are pregnant<br>And shall bear a son;<br>You shall call him Ishmael,<sup>*</sup><sup>*</sup><i class=""footnote""><b>Ishmael </b>I.e., “God heeds.”</i> <br>For יהוה has paid heed to your suffering.<br>"
Genesis 16:12,"He shall be a wild ass of a person;<sup>°</sup><sup>*</sup><i class=""footnote""><b>person </b>Or perhaps “sire” (cf. Josh. 14.15, Gen. 2.22b–4.1, and Phoenician usage). Trad. “man.” See the Dictionary under ’adam.</i> <br>His hand against everyone,<br>And everyone’s hand against him;<br>He shall dwell alongside of all his kin.”"
Genesis 16:13,"And she called יהוה<sup>°</sup><sup>*</sup><i class=""footnote""><b>יהוה </b>The messenger who spoke is labeled with the principal’s name, to underscore that the message was delivered on the principal’s behalf. (A narrative convention in the Hebrew Bible.)</i> who spoke to her, “You Are El-roi,”<sup>*</sup><sup>*</sup><i class=""footnote""><b>El-roi </b>Apparently “God of Seeing.”</i> by which she meant, “Have I not gone on seeing after my being seen!”<sup>*</sup><sup>*</sup><i class=""footnote""><b>Have I not gone on seeing after my being seen </b>Meaning of Heb. uncertain.</i> "
Genesis 16:14,"Therefore the well was called Beer-lahai-roi;<sup>*</sup><sup>*</sup><i class=""footnote""><b>Beer-lahai-roi </b>Apparently “the Well of the Living One who sees me.”</i> it is between Kadesh and Bered.—"
Genesis 16:15,"Hagar bore a son to Abram, and Abram gave the son that Hagar bore him the name Ishmael."
Genesis 16:16,Abram was eighty-six years old when Hagar bore Ishmael to Abram.
Genesis 17:1,"When Abram was ninety-nine years old, יהוה appeared to Abram and said to him, “I am El Shaddai.<sup>*</sup><sup>*</sup><i class=""footnote""><b>El Shaddai </b>Traditionally rendered “God Almighty.”</i> Walk in My ways and be blameless."
Genesis 17:2,"I will establish My covenant between Me and you, and I will make you exceedingly numerous.”"
Genesis 17:3,"Abram threw himself on his face; and God spoke to him further,"
Genesis 17:4,"“As for Me, this is My covenant with you: You shall be the father of a multitude of nations."
Genesis 17:5,"And you shall no longer be called Abram, but your name shall be Abraham,<sup>*</sup><sup>*</sup><i class=""footnote""><b>Abraham </b>Understood as “father of a multitude.”</i> for I make you the father of a multitude of nations."
Genesis 17:6,"I will make you exceedingly fertile, and make nations of you; and kings shall come forth from you."
Genesis 17:7,"I will maintain My covenant between Me and you, and your offspring to come, as an everlasting covenant throughout the ages, to be God to you and to your offspring to come."
Genesis 17:8,"I assign the land you sojourn in to you and your offspring to come, all the land of Canaan, as an everlasting holding. I will be their God.”"
Genesis 17:9,"God further said to Abraham, “As for you, you and your offspring to come throughout the ages shall keep My covenant."
Genesis 17:10,Such shall be the covenant between Me and you and your offspring to follow which you shall keep: every male among you shall be circumcised.
Genesis 17:11,"You shall circumcise the flesh of your foreskin, and that shall be the sign of the covenant between Me and you."
Genesis 17:12,"And throughout the generations, every male among you shall be circumcised at the age of eight days. As for the homeborn slave and the one bought from an outsider who is not of your offspring,"
Genesis 17:13,"they must be circumcised, homeborn and purchased alike. Thus shall My covenant be marked in your flesh as an everlasting pact."
Genesis 17:14,"And if any male who is uncircumcised fails to circumcise the flesh of his foreskin, that person shall be cut off from kin; he has broken My covenant.”"
Genesis 17:15,"And God said to Abraham, “As for your wife Sarai, you shall not call her Sarai, but her name shall be Sarah.<sup>*</sup><sup>*</sup><i class=""footnote""><b>Sarah </b>I.e., “princess.”</i> "
Genesis 17:16,"I will bless her; indeed, I will give you a son by her. I will bless her so that she shall give rise to nations; rulers of peoples shall issue from her.”"
Genesis 17:17,"Abraham threw himself on his face and laughed, as he said to himself, “Can a child be born to a man a hundred years old, or can Sarah bear a child at ninety?”"
Genesis 17:18,"And Abraham said to God, “O that Ishmael might live by Your favor!”"
Genesis 17:19,"God said, “Nevertheless, Sarah your wife shall bear you a son, and you shall name him Isaac;<sup>*</sup><sup>*</sup><i class=""footnote""><b>Isaac </b>Heb. Yiṣḥaq, from ṣaḥaq, “laugh.”</i> and I will maintain My covenant with him as an everlasting covenant for his offspring to come."
Genesis 17:20,"As for Ishmael, I have heeded you.<sup>*</sup><sup>*</sup><i class=""footnote""><b>I have heeded you </b>Heb. shema‘tikha, play on “Ishmael.”</i> I hereby bless him. I will make him fertile and exceedingly numerous. He shall be the father of twelve chieftains, and I will make of him a great nation."
Genesis 17:21,"But My covenant I will maintain with Isaac, whom Sarah shall bear to you at this season next year.”"
Genesis 17:22,"Done speaking with him, God was gone from Abraham."
Genesis 17:23,"Then Abraham took his son Ishmael, and all his homeborn slaves and all those he had bought, every male in Abraham’s household, and he circumcised the flesh of their foreskins on that very day, as God had spoken to him."
Genesis 17:24,"Abraham was ninety-nine years old when he circumcised the flesh of his foreskin,"
Genesis 17:25,and his son Ishmael was thirteen years old when he was circumcised in the flesh of his foreskin.
Genesis 17:26,Thus Abraham and his son Ishmael were circumcised on that very day;
Genesis 17:27,"and all [men of] his household, his homeborn slaves and those that had been bought from outsiders, were circumcised with him."
Genesis 18:1,"יהוה appeared<sup>°</sup><sup>*</sup><i class=""footnote""><b>appeared </b>Or “initiated communication (with); made contact (with)”—without indicating a visual experience—as in 12.7; 17.1; 26.2, 24; 35.9–10; 48.3–4; and seven passages elsewhere in the Bible.</i> to him by the terebinths of Mamre; he was sitting at the entrance of the tent as the day grew hot."
Genesis 18:2,"Looking up, he saw three figures<sup>°</sup><sup>*</sup><i class=""footnote""><b>figures </b>Lit. “participants whose involvement defines the depicted situation.” Or “agents [of the divine],” as the notice of the advent of divine communication in v. 1 (see previous note) implies an agency situation that casts these participants in their defining role as agents. Trad. “men.” Cf. Rashbam, Ramban; see further the Dictionary under ’ish; Agent.</i> standing near him. Perceiving this, he ran from the entrance of the tent to greet them and, bowing to the ground,"
Genesis 18:3,"he said, “My lords!<sup>*</sup><sup>*</sup><i class=""footnote""><b>My lords </b>Or “My lord,” referring either to the delegation’s apparent leader or to God.</i> If it please you, do not go on past your servant."
Genesis 18:4,Let a little water be brought; bathe your feet and recline under the tree.
Genesis 18:5,"And let me fetch a morsel of bread that you may refresh yourselves; then go on—seeing that you have come your servant’s way.” They replied, “Do as you have said.”"
Genesis 18:6,"Abraham hastened into the tent to Sarah, and said, “Quick, three seah s of choice flour! Knead and make cakes!”"
Genesis 18:7,"Then Abraham ran to the herd, took a calf, tender and choice, and gave it to a servant-boy, who hastened to prepare it."
Genesis 18:8,He took curds and milk and the calf that had been prepared and set these before them; and he waited on them under the tree as they ate.
Genesis 18:9,"They said to him, “Where is your wife Sarah?” And he replied, “There, in the tent.”"
Genesis 18:10,"Then one said, “I will return to you next year,<sup>*</sup><sup>*</sup><i class=""footnote""><b>next year </b>Heb. ka-‘et ḥayyah; cf. Gen. 17.21; 2 Kings 4.16–17.</i> and your wife Sarah shall have a son!” Sarah was listening at the entrance of the tent, which was behind him."
Genesis 18:11,"Now Abraham and Sarah were old, advanced in years; Sarah had stopped having her periods.<sup>°</sup><sup>*</sup><i class=""footnote""><b>her periods </b>Heb. ’oraḥ ka-nashim, lit. “the way of women”; NJPS “the periods of women.” (Perhaps, in light of Akkadian ’arḥu “month,” the lit. meaning is actually “women’s menses.”)</i> "
Genesis 18:12,"And Sarah laughed to herself, saying, “Now that I’ve lost the ability,<sup>°</sup><sup>*</sup><i class=""footnote""><b>I’ve lost the ability </b>Precise force of Heb. veloti uncertain. NJPS “I am withered,” trad. “I am waxed old.”</i> am I to have enjoyment—with my husband so old?”"
Genesis 18:13,"Then יהוה<sup>°</sup><sup>*</sup><i class=""footnote""><b>יהוה </b>The agent who is speaking is labeled with the principal’s name, to underscore that the following message is delivered on the principal’s behalf. (A narrative convention throughout the Hebrew Bible; cf. Kimhi at 31.3.)</i> said to Abraham, “Why did Sarah laugh, saying, ‘Shall I in truth bear a child, old as I am?’"
Genesis 18:14,"Is anything too wondrous for יהוה ? I will return to you at the same season next year, and Sarah shall have a son.”"
Genesis 18:15,"Sarah lied, saying, “I did not laugh,” for she was frightened. Came the reply, “You did laugh.”"
Genesis 18:16,"The agents<sup>°</sup><sup>*</sup><i class=""footnote""><b>agents </b>Lit. “[other] participants whose involvement defines the depicted situation.” See note at 18.2.</i> set out from there and looked down toward Sodom, Abraham walking with them to see them off."
Genesis 18:17,"Now יהוה had said, “Shall I hide from Abraham what I am about to do,"
Genesis 18:18,since Abraham is to become a great and populous nation and all the nations of the earth are to bless themselves by him?
Genesis 18:19,"For I have singled him out, that he may instruct his children and his posterity to keep the way of יהוה by doing what is just and right, in order that יהוה may bring about for Abraham what has been promised him.”"
Genesis 18:20,"Then יהוה said, “The outrage of Sodom and Gomorrah is so great, and their sin so grave!"
Genesis 18:21,"I will go down to see whether they have acted altogether according to the outcry that has reached Me; if not, I will take note.”"
Genesis 18:22,"The agents went on from there to Sodom, while Abraham remained standing before יהוה."
Genesis 18:23,"Abraham came forward and said, “Will You sweep away the innocent along with the guilty?"
Genesis 18:24,What if there should be fifty innocent within the city; will You then wipe out the place and not forgive it for the sake of the innocent fifty who are in it?
Genesis 18:25,"Far be it from You to do such a thing, to bring death upon the innocent as well as the guilty, so that innocent and guilty fare alike. Far be it from You! Shall not the Judge of all the earth deal justly?”"
Genesis 18:26,"And יהוה answered, “If I find within the city of Sodom fifty innocent ones, I will forgive the whole place for their sake.”"
Genesis 18:27,"Abraham spoke up, saying, “Here I venture to speak to my lord, I who am but dust and ashes:"
Genesis 18:28,What if the fifty innocent should lack five? Will You destroy the whole city for want of the five?”“I will not destroy if I find forty-five there.”
Genesis 18:29,"But he spoke up again, and said, “What if forty should be found there?”“I will not do it, for the sake of the forty.”"
Genesis 18:30,"And he said, “Let not my lord be angry if I go on: What if thirty should be found there?”“I will not do it if I find thirty there.”"
Genesis 18:31,"And he said, “I venture again to speak to my lord: What if twenty should be found there?”“I will not destroy, for the sake of the twenty.”"
Genesis 18:32,"And he said, “Let not my lord be angry if I speak but this last time: What if ten should be found there?”“I will not destroy, for the sake of the ten.”"
Genesis 18:33,"Having finished speaking to Abraham, יהוה departed; and Abraham returned to his place."
Genesis 19:1,"The two messengers arrived in Sodom in the evening, as Lot was sitting in the gate of Sodom. When Lot saw them, he rose to greet them and, bowing low with his face to the ground,"
Genesis 19:2,"he said, “Please, my lords, turn aside to your servant’s house to spend the night, and bathe your feet; then you may be on your way early.” But they said, “No, we will spend the night in the square.”"
Genesis 19:3,"But he urged them strongly, so they turned his way and entered his house. He prepared a feast for them and baked unleavened bread, and they ate."
Genesis 19:4,"They had not yet lain down, when the town council [and] the militia of Sodom<sup>°</sup><sup>*</sup><i class=""footnote""><b>town council [and] the militia of Sodom </b>Cf. Gen. 34.20, Josh. 7.4–5, and Judg. 20.2. Heb. we-’anshe ha-‘ir ’anshe sedom; NJPS “the townspeople, the men of Sodom,” trad. “the men of the city, the men of Sodom.”</i> —insignificant and influential alike,<sup>°</sup><sup>*</sup><i class=""footnote""><b>insignificant and influential alike </b>NJPS “young and old,” trad. “both young and old”; Heb. mi-na‘ar we-‘ad zaqen. See the Dictionary under na‘ar and “elders.”</i> the whole assembly without exception—gathered about the house."
Genesis 19:5,"And they shouted to Lot and said to him, “Where are the ones<sup>°</sup><sup>*</sup><i class=""footnote""><b>ones </b>Lit. “participants whose involvement defines the depicted situation.” NJPS “men.” See the Dictionary under ’ish.</i> who came to you tonight? Bring them out to us, that we may be intimate with<sup>°</sup><sup>*</sup><i class=""footnote""><b>be intimate with </b>I.e., humiliate.</i> them.”"
Genesis 19:6,"So Lot went out to them to the entrance, shut the door behind him,"
Genesis 19:7,"and said, “I beg you, my friends, do not commit such a wrong."
Genesis 19:8,"Look, I have two daughters<sup>°</sup><sup>*</sup><i class=""footnote""><b>daughters </b>I.e., of great value to Lot; cf. Judg. 11.35; 2 Sam. 12.3.</i> who have not known a man. Let me bring them out to you, and you may do to them as you please;<sup>°</sup><sup>*</sup><i class=""footnote""><b>do to them as you please </b>I.e., I will entrust them to you as hostages if you will trust me meanwhile with the visitors.</i> but do not do anything to the others,<sup>°</sup><sup>*</sup><i class=""footnote""><b>the others </b>NJPS “these men.” Cf. note at v. 5.</i> since they have come under the shelter of my roof.”"
Genesis 19:9,"But they said, “Stand back! The fellow,” they said, “came here as an alien, and already he acts the ruler! Now we will deal worse with you than with them.” And they pressed hard against that householder<sup>°</sup><sup>*</sup><i class=""footnote""><b>against that householder </b>Heb. ba-’ish; NJPS “against the person [of Lot],” trad. “upon the man.” See the Dictionary under ’ish.</i> —against Lot—and moved forward to break the door."
Genesis 19:10,"But the agents<sup>°</sup><sup>*</sup><i class=""footnote""><b>agents </b>See notes at 18.2, 16; cf. 19.1.</i> stretched out their hands and pulled Lot into the house with them, and shut the door."
Genesis 19:11,"And the people<sup>°</sup><sup>*</sup><i class=""footnote""><b>people </b>So NJPS; lit. “[other] participants whose involvement defines the depicted situation.” Trad. “men.” See the Dictionary under ’ish.</i> who were at the entrance of the house, low and high alike,<sup>°</sup><sup>*</sup><i class=""footnote""><b>low and high alike </b>Cf. note at v. 4. Heb. mi-katon we-‘ad gadol; NJPS “young and old,” trad. “both small and great.”</i> they struck with blinding light, so that they were helpless to find the entrance."
Genesis 19:12,"Then the agents said to Lot, “Whom else have you here? Sons-in-law, your sons and daughters, or anyone else that you have in the city—bring them out of the place."
Genesis 19:13,For we are about to destroy this place; because the outcry against them before יהוה has become so great that יהוה has sent us to destroy it.”
Genesis 19:14,"So Lot went out and spoke to his sons-in-law, who had married his daughters, and said, “Up, get out of this place, for יהוה is about to destroy the city.” But he seemed to his sons-in-law as one who jests."
Genesis 19:15,"As dawn broke, the messengers urged Lot on, saying, “Up, take your wife and your two remaining daughters, lest you be swept away because of the iniquity of the city.”"
Genesis 19:16,"Still he delayed. So the agents seized his hand, and the hands of his wife and his two daughters—in יהוה’s mercy on him—and brought him out and left him outside the city."
Genesis 19:17,"When they had brought them outside, one said, “Flee for your life! Do not look behind you, nor stop anywhere in the Plain; flee to the hills, lest you be swept away.”"
Genesis 19:18,"But Lot said to them, “Oh no, my lord!"
Genesis 19:19,"You have been so gracious to your servant, and have already shown me so much kindness in order to save my life; but I cannot flee to the hills, lest the disaster overtake me and I die."
Genesis 19:20,"Look, that town there is near enough to flee to; it is such a little place! Let me flee there—it is such a little place—and let my life be saved.”"
Genesis 19:21,"He replied, “Very well, I will grant you this favor too, and I will not annihilate the town of which you have spoken."
Genesis 19:22,"Hurry, flee there, for I cannot do anything until you arrive there.” Hence the town came to be called Zoar.<sup>*</sup><sup>*</sup><i class=""footnote""><b>Zoar </b>Connected with miṣ‘ar “a little place,” v. 20.</i> "
Genesis 19:23,"As the sun rose upon the earth and Lot entered Zoar,"
Genesis 19:24,יהוה rained upon Sodom and Gomorrah sulfurous fire from יהוה out of heaven—
Genesis 19:25,"annihilating those cities and the entire Plain, and all the inhabitants of the cities and the vegetation of the ground."
Genesis 19:26,"Lot’s<sup>*</sup><sup>*</sup><i class=""footnote""><b>Lot’s </b>Lit. “His.”</i> wife looked back,<sup>*</sup><sup>*</sup><i class=""footnote""><b>back </b>Lit. “behind him.”</i> and she thereupon turned into a pillar of salt."
Genesis 19:27,"Next morning, Abraham hurried to the place where he had stood before יהוה,"
Genesis 19:28,"and, looking down toward Sodom and Gomorrah and all the land of the Plain, he saw the smoke of the land rising like the smoke of a kiln."
Genesis 19:29,"Thus it was that, when God destroyed the cities of the Plain and annihilated the cities where Lot dwelt, God was mindful of Abraham and removed Lot from the midst of the upheaval."
Genesis 19:30,"Lot went up from Zoar and settled in the hill country with his two daughters, for he was afraid to dwell in Zoar; and he and his two daughters lived in a cave."
Genesis 19:31,"And the older one said to the younger, “Our father is old, and there is not a man on earth to consort with us in the way of all the world."
Genesis 19:32,"Come, let us make our father drink wine, and let us lie with him, that we may maintain life through our father.”"
Genesis 19:33,"That night they made their father drink wine, and the older one went in and lay with her father; he did not know when she lay down or when she rose."
Genesis 19:34,"The next day the older one said to the younger, “See, I lay with Father last night; let us make him drink wine tonight also, and you go and lie with him, that we may maintain life through our father.”"
Genesis 19:35,"That night also they made their father drink wine, and the younger one went and lay with him; he did not know when she lay down or when she rose."
Genesis 19:36,Thus the two daughters of Lot became pregnant by their father.
Genesis 19:37,"The older one bore a son and named him Moab;<sup>*</sup><sup>*</sup><i class=""footnote""><b>Moab </b>As though me-’ab “from (my) father.”</i> he is the father of the Moabites of today."
Genesis 19:38,"And the younger also bore a son, and she called him Ben-ammi;<sup>*</sup><sup>*</sup><i class=""footnote""><b>Ben-ammi </b>As though “son of my (paternal) kindred.” See further the Dictionary under ‘am.</i> he is the father of the Ammonites of today."
Genesis 20:1,"Abraham journeyed from there to the region of the Negeb and settled between Kadesh and Shur. While he was sojourning in Gerar,"
Genesis 20:2,"Abraham said of Sarah his wife, “She is my sister.” So King Abimelech of Gerar had Sarah brought to him."
Genesis 20:3,"But God came to Abimelech in a dream by night and said to him, “You are to die because of the woman that you have taken, for she is a married woman.”"
Genesis 20:4,"Now Abimelech had not approached her. He said, “O lord,<sup>°</sup><sup>*</sup><i class=""footnote""><b>lord </b>See the Dictionary under “male metaphors for God.”</i> will You slay people even though innocent?"
Genesis 20:5,"He himself said to me, ‘She is my sister’! And she also said, ‘He is my brother.’ When I did this, my heart was blameless and my hands were clean.”"
Genesis 20:6,"And God said to him in the dream, “I knew that you did this with a blameless heart, and so I kept you from sinning against Me. That was why I did not let you touch her."
Genesis 20:7,"Therefore, restore the man’s wife—since he is a prophet, he will intercede for you—to save your life. If you fail to restore her, know that you shall die, you and all that are yours.”"
Genesis 20:8,"Early next morning, Abimelech called his servants and told them all that had happened; and they<sup>°</sup><sup>*</sup><i class=""footnote""><b>they </b>Lit. “the [salient] participants.” See the Dictionary under ’ish.</i> were greatly frightened."
Genesis 20:9,"Then Abimelech summoned Abraham and said to him, “What have you done to us? What wrong have I done that you should bring so great a guilt upon me and my kingdom? You have done to me things that ought not to be done."
Genesis 20:10,"What, then,” Abimelech demanded of Abraham, “was your purpose in doing this thing?”"
Genesis 20:11,"“I thought,” said Abraham, “surely there is no fear of God in this place, and they will kill me because of my wife."
Genesis 20:12,"And besides, she is in truth my sister, my father’s daughter though not my mother’s; and she became my wife."
Genesis 20:13,"So when God made me wander from my father’s house, I said to her, ‘Let this be the kindness that you shall do me: whatever place we come to, say there of me: He is my brother.’”"
Genesis 20:14,"Abimelech took sheep and oxen, and male and female slaves, and gave them to Abraham; and he restored his wife Sarah to him."
Genesis 20:15,"And Abimelech said, “Here, my land is before you; settle wherever you please.”"
Genesis 20:16,"And to Sarah he said, “I herewith give your brother a thousand pieces of silver; this will serve you as vindication<sup>*</sup><sup>*</sup><i class=""footnote""><b>vindication </b>Lit. “a covering of the eyes”; meaning of latter half of verse uncertain.</i> before all who are with you, and you are cleared before everyone.”"
Genesis 20:17,"Abraham then prayed to God, and God healed Abimelech and his wife and his slave girls, so that they bore children;"
Genesis 20:18,"for יהוה had closed fast every womb of the household of Abimelech because of Sarah, the wife of Abraham."
Genesis 21:1,"יהוה took note of Sarah as promised, and יהוה did for Sarah what had been announced."
Genesis 21:2,"Sarah conceived and bore a son to Abraham in his old age, at the set time of which God had spoken."
Genesis 21:3,"Abraham gave his newborn son, whom Sarah had borne him, the name of Isaac."
Genesis 21:4,"And when his son Isaac was eight days old, Abraham circumcised him, as God had commanded him."
Genesis 21:5,Now Abraham was a hundred years old when his son Isaac was born to him.
Genesis 21:6,"Sarah said, “God has brought me laughter; everyone who hears will laugh with<sup>*</sup><sup>*</sup><i class=""footnote""><b>with </b>Lit. “for.”</i> me.”"
Genesis 21:7,"And she added,<br>“Who would have said to Abraham<br>That Sarah would suckle children!<br>Yet I have borne a son in his old age.”"
Genesis 21:8,"The child grew up and was weaned, and Abraham held a great feast on the day that Isaac was weaned."
Genesis 21:9,Sarah saw the son whom Hagar the Egyptian had borne to Abraham playing.
Genesis 21:10,"She said to Abraham, “Cast out that slave-woman and her son, for the son of that slave shall not share in the inheritance with my son Isaac.”"
Genesis 21:11,"The matter distressed Abraham greatly, for it concerned a son of his."
Genesis 21:12,"But God said to Abraham, “Do not be distressed over the boy or your slave; whatever Sarah tells you, do as she says, for it is through Isaac that offspring shall be continued<sup>*</sup><sup>*</sup><i class=""footnote""><b>continued </b>Lit. “called.”</i> for you."
Genesis 21:13,"As for the son of the slave-woman, I will make a nation of him, too, for he is your seed.”"
Genesis 21:14,"Early next morning Abraham took some bread and a skin of water, and gave them to Hagar. He placed them over her shoulder, together with the child, and sent her away. And she wandered about in the wilderness of Beer-sheba."
Genesis 21:15,"When the water was gone from the skin, she left the child under one of the bushes,"
Genesis 21:16,"and went and sat down at a distance, a bowshot away; for she thought, “Let me not look on as the child dies.” And sitting thus afar, she burst into tears."
Genesis 21:17,"God heard the cry of the boy, and a messenger of God called to Hagar from heaven and said to her, “What troubles you, Hagar? Fear not, for God has heeded the cry of the boy where he is."
Genesis 21:18,"Come, lift up the boy and hold him by the hand, for I will make a great nation of him.”"
Genesis 21:19,"Then God opened her eyes and she saw a well of water. She went and filled the skin with water, and let the boy drink."
Genesis 21:20,God was with the boy and he grew up; he dwelt in the wilderness and became skilled with a bow.
Genesis 21:21,He lived in the wilderness of Paran; and his mother got a wife for him from the land of Egypt.
Genesis 21:22,"At that time Abimelech and Phicol, chief of his troops, said to Abraham, “God is with you in everything that you do."
Genesis 21:23,"Therefore swear to me here by God that you will not deal falsely with me or with my kith and kin, but will deal with me and with the land in which you have sojourned as loyally as I have dealt with you.”"
Genesis 21:24,"And Abraham said, “I swear it.”"
Genesis 21:25,Then Abraham reproached Abimelech for the well of water which the servants of Abimelech had seized.
Genesis 21:26,"But Abimelech said, “I do not know who did this; you did not tell me, nor have I heard of it until today.”"
Genesis 21:27,"Abraham took sheep and oxen and gave them to Abimelech, and the two of them made a pact."
Genesis 21:28,"Abraham then set seven ewes of the flock by themselves,"
Genesis 21:29,"and Abimelech said to Abraham, “What mean these seven ewes which you have set apart?”"
Genesis 21:30,"He replied, “You are to accept these seven ewes from me as proof that I dug this well.”"
Genesis 21:31,"Hence that place was called Beer-sheba,<sup>*</sup><sup>*</sup><i class=""footnote""><b>Beer-sheba </b>I.e., “well of seven” or “well of oath.”</i> for there the two of them swore an oath."
Genesis 21:32,"When they had concluded the pact at Beer-sheba, Abimelech and Phicol, chief of his troops, departed and returned to the land of the Philistines."
Genesis 21:33,"[Abraham] planted a tamarisk at Beer-sheba, and invoked there the name of יהוה, the Everlasting God."
Genesis 21:34,And Abraham resided in the land of the Philistines a long time.
Genesis 22:1,"Some time afterward, God put Abraham to the test, saying to him, “Abraham.” He answered, “Here I am.”"
Genesis 22:2,"“Take your son, your favored one, Isaac, whom you love, and go to the land of Moriah, and offer him there as a burnt offering on one of the heights that I will point out to you.”"
Genesis 22:3,"So early next morning, Abraham saddled his ass and took with him two of his servants and his son Isaac. He split the wood for the burnt offering, and he set out for the place of which God had told him."
Genesis 22:4,On the third day Abraham looked up and saw the place from afar.
Genesis 22:5,"Then Abraham said to his servants, “You stay here with the ass. The boy and I will go up there; we will worship and we will return to you.”"
Genesis 22:6,"Abraham took the wood for the burnt offering and put it on his son Isaac. He himself took the firestone<sup>*</sup><sup>*</sup><i class=""footnote""><b>firestone </b>Lit. “fire.”</i> and the knife; and the two walked off together."
Genesis 22:7,"Then Isaac said to his father Abraham, “Father!” And he answered, “Yes, my son.” And he said, “Here are the firestone and the wood; but where is the sheep for the burnt offering?”"
Genesis 22:8,"And Abraham said, “It is God who will see to the sheep for this burnt offering, my son.” And the two of them walked on together."
Genesis 22:9,"They arrived at the place of which God had told him. Abraham built an altar there; he laid out the wood; he bound his son Isaac; he laid him on the altar, on top of the wood."
Genesis 22:10,And Abraham picked up the knife to slay his son.
Genesis 22:11,"Then a messenger of יהוה called to him from heaven: “Abraham! Abraham!” And he answered, “Here I am.”"
Genesis 22:12,"“Do not raise your hand against the boy, or do anything to him. For now I know that you fear God, since you have not withheld your son, your favored one, from Me.”"
Genesis 22:13,"When Abraham looked up, his eye fell upon a<sup>*</sup><sup>*</sup><i class=""footnote""><b>a </b>Reading ’eḥad with many Heb. mss. and ancient versions; text ’aḥar “after.”</i> ram, caught in the thicket by its horns. So Abraham went and took the ram and offered it up as a burnt offering in place of his son."
Genesis 22:14,"And Abraham named that site Adonai-yireh,<sup>*</sup><sup>*</sup><i class=""footnote""><b>Adonai-yireh </b>I.e., “יהוה will see”; cf. v. 8.</i> whence the present saying, “On the mount of יהוה there is vision.”<sup>*</sup><sup>*</sup><i class=""footnote""><b>On the mount of יהוה there is vision </b>Heb. be-har y-h-w-h yera’eh.</i> "
Genesis 22:15,"The messenger of יהוה called to Abraham a second time from heaven,"
Genesis 22:16,"and said, “By Myself I swear, יהוה declares: Because you have done this and have not withheld your son, your favored one,"
Genesis 22:17,I will bestow My blessing upon you and make your descendants as numerous as the stars of heaven and the sands on the seashore; and your descendants shall seize the gates of their foes.
Genesis 22:18,"All the nations of the earth shall bless themselves by your descendants, because you have obeyed My command.”"
Genesis 22:19,"Abraham then returned to his servants, and they departed together for Beer-sheba; and Abraham stayed in Beer-sheba."
Genesis 22:20,"Some time later, Abraham was told, “Milcah too has borne sons to your brother Nahor:"
Genesis 22:21,"Uz the first-born, and Buz his brother, and Kemuel the father of Aram;"
Genesis 22:22,"and Chesed, Hazo, Pildash, Jidlaph, and Bethuel”—"
Genesis 22:23,"Bethuel being the father of Rebekah. These eight Milcah bore to Nahor, Abraham’s brother."
Genesis 22:24,"And his concubine, whose name was Reumah, also bore [sons]—Tebah, Gaham, and Tahash—and [a daughter,]<sup>°</sup><sup>*</sup><i class=""footnote""><b>[a daughter] </b>As implied. In the Bible, the name Maacah is given to five or six other persons—all of whom are women. Biblical genealogies are known to identify a lineage by a woman’s name—especially at the end of a list of segments.</i> Maacah."
Genesis 23:1,Sarah’s lifetime—the span of Sarah’s life—came to one hundred and twenty-seven years.
Genesis 23:2,Sarah died in Kiriath-arba—now Hebron—in the land of Canaan; and Abraham proceeded to mourn for Sarah and to bewail her.
Genesis 23:3,"Then Abraham rose from beside his dead, and spoke to the Hittites, saying,"
Genesis 23:4,"“I am a resident alien among you; sell me a burial site among you, that I may remove my dead for burial.”"
Genesis 23:5,"And the Hittites replied to Abraham, saying to him,"
Genesis 23:6,"“Hear us, my lord: you are the elect of God among us. Bury your dead in the choicest of our burial places; none of us will withhold his burial place from you for burying your dead.”"
