mishnah_tref,de_text
Mishnah Ketubot 1:1," <b>E</b>INE J<small>UNGFRAU IST AM</small> M<small>ITTWOCH UND EINE</small> W<small>ITWE AM</small> D<small>ONNERSTAG</small> <small>ZU EHELICHEN, WEIL ZWEIMAL WÖCHENTLICH, AM</small> M<small>ONTAG UND AM</small> D<small>ONNERSTAG, DIE</small> G<small>ERICHTE</small> S<small>ITZUNGEN IN DEN</small> S<small>TÄDTEN ABHALTEN, UND ER, WENN ER DIE JUNGFERNSCHAFTSANKLAGE</small><sup>1</sup><i class=""footnote"">Wenn er die Zeichen der Jungfernschaft (unverletztes Hymen, Blutung) vermißt.</i> <small>ZU ERHEBEN HAT, SICH SOFORT AM FOLGENDEN MORGEN</small><sup>2</sup><i class=""footnote"">Bevor sein Groll sich legt, weil sie viell. nach der Verlobung Unzucht getrieben hat, u. ihm zur Ehe verboten ist.</i> <small>AN DAS GERICHT WENDEN KANN</small>."
Mishnah Ketubot 1:2,"<sup>ii,1</sup> <b>D</b><small>IE</small> M<small>ORGENGABE EINER</small> J<small>UNGFRAU BETRÄGT ZWEIHUNDERT</small> Zuz, <small>DIE EINER</small> W<small>ITWE EINE</small> M<small>INE</small>. E<small>INE</small> J<small>UNGFRAU, DIE NACH DER</small> V<small>ERLOBUNG</small> W<small>ITWE,</small> G<small>ESCHIEDENE ODER</small> Ḥ<small>ALUÇA GEWORDEN IST, ERHÄLT ZWEIHUNDERT</small> Z<small>UZ</small> <small>ALS</small> M<small>ORGENGABE, UND DIE</small> J<small>UNGFERNSCHAFTSANKLAGE KANN GEGEN SIE ERHOBEN WERDEN</small>.<sup>ii,2</sup> <b>E</b><small>INE</small> P<small>ROSELYTIN, EINE</small> G<small>EFANGENE UND EINE</small> S<small>KLAVIN, DIE UNTER DREI</small> J<small>AHREN UND EINEM</small> T<small>AGE AUSGELÖST, BEKEHRT ODER FREIGELASSEN WORDEN SIND, ERHALTEN EINE</small> M<small>ORGENGABE VON ZWEIHUNDERT</small> Zuz, <small>UND DIE</small> J<small>UNGFERNSCHAFTSANKLAGE KANN GEGEN SIE ERHOBEN WERDEN</small><sup>222</sup><i class=""footnote"">Vgl. Anm. 178.</i>."
Mishnah Ketubot 1:3," <b>D</b><small>IE VON EINEM</small> E<small>RWACHSENEN BESCHLAFENE</small> M<small>INDERJÄHRIGE, DIE VON EINEM</small> M<small>INDERJÄHRIGEN BESCHLAFENE</small> E<small>RWACHSENE UND DIE</small> V<small>ERLETZTE</small><sup>232</sup><i class=""footnote"">Wörtl. Holzverletzte, die die Merkmale der Jungfernschaft durch Verletzung verloren hat.</i><small>ERHALTEN ZWEIHUNDERT</small> Z<small>UZ</small> <small>ALS</small> M<small>ORGENGABE — SO</small> R. M<small>EÍR</small>. D<small>IE</small> W<small>EISEN SAGEN, DIE</small> V<small>ERLETZTE ERHALTE EINE</small> M<small>INE ALS</small> M<small>ORGENGABE</small>."
Mishnah Ketubot 1:4," E<small>INE</small> J<small>UNGFRAU, DIE NACH DER</small> V<small>ERHEIRATUNG</small> W<small>ITWE,</small> G<small>ESCHIEDENE ODER</small> Ḥ<small>ALUÇA GEWORDEN IST, ERHÄLT EINE</small> M<small>INE ALS</small> M<small>ORGENGABE,</small> UND DIE J<small>UNGFERNSCHAFTSANKLAGE KANN GEGEN SIE NICHT ERHOBEN WERDEN</small>. E<small>INE PROSELYTIN, EINE</small> G<small>EFANGENE UND EINE</small> S<small>KLAVIN, DIE ÄLTER DREI</small> J<small>AHRE UND EINEN</small> T<small>AG</small> <small>AUSGELÖST, BEKEHRT ODER FREIGELASSEN WORDEN SIND, ERHALTEN</small> <small>EINE</small> M<small>INE ALS</small> M<small>ORGENGABE, UND DIE</small> J<small>UNGFERNSCHAFTSANKLAGE KANN GEGEN SIE NICHT ERHOBEN WERDEN</small>."
Mishnah Ketubot 1:5,"<sup>v,1</sup> <b>W</b><small>ER IN</small> J<small>UDÄA</small><sup>136</sup><i class=""footnote"">Wo der Bräutigam in der Zeit zwischen der Verlobung u. der Hochzeit mit der Braut intimen Verkehr pflegte; cf. infra Fol. 12a.</i><small>IM</small> H<small>AUSE SEINES</small> S<small>CHWIEGERVATERS OHNE</small> Z<small>EUGEN ISST, KANN KEINE</small> J<small>UNGFERNSCHAFTSANKLAGE ERHEBEN, WEIL ER MIT IHR INTIM IST</small><sup>251</sup><i class=""footnote"">Es ist anzunehmen, daß er schon vorher mit ihr Verkehr gepflogen hat.</i>.<sup>v,2</sup> <b>S</b><small>OWOHL EINE JISRAÉLITISCHE</small> W<small>ITWE ALS AUCH EINE PRIESTERLICHE</small> W<small>ITWE</small><sup>256</sup><i class=""footnote"">Die Tochter eines Priesters.</i><small>ERHÄLT EINE</small> M<small>INE ALS</small> M<small>ORGENGABE</small>. D<small>AS</small> P<small>RIESTERGERICHT ERHOB FÜR EINE</small> J<small>UNGFRAU VIERHUNDERT</small> Z<small>UZ, UND DIE</small> W<small>EISEN VERWEHRTEN ES IHNEN NICHT</small>."
Mishnah Ketubot 1:6," <b>W</b><small>ENN JEMAND EINE</small> F<small>RAU GEHEIRATET UND BEI IHR KEINE</small> J<small>UNGFERNSCHAFT GEFUNDEN HAT, UND SIE SAGT, SIE SEI NACHDEM ER SIE SICH ANGELOBT HAT GENOTZÜCHTIGT WORDEN, SODASS SEIN</small> F<small>ELD ÜBERSCHWEMMT WORDEN IST, UND ER SAGT, NEIN, BEVOR ER SIE SICH ANGELOBT HAT, SODASS SEIN</small> K<small>AUF EIN IRRTÜMLICHER IST, SO IST SIE, WIE</small> R. G<small>AMLIÉL UND</small> R. E<small>LIE͑ZER SAGEN, GLAUBHAFT</small>. R. J<small>EHOŠUA͑ SAGT, WIR LEBEN NICHT VON IHRER</small> B<small>EHAUPTUNG, VIELMEHR GELTE SIE ALS VOR DER</small> V<small>ERLOBUNG</small> D<small>EFLORIERTE, DIE IHN BETROGEN HAT, BIS SIE DEN</small> B<small>EWEIS FÜR IHRE</small> W<small>ORTE ANGETRETEN HAT</small>."
Mishnah Ketubot 1:7," <b>W</b><small>ENN SIE SAGT, SIE SEI VERLETZT, UND ER SAGT, NEIN, DURCH EINEN</small> M<small>ANN DEFLORIERT, SO IST SIE, WIE</small> R. G<small>AMLIÉL UND</small> R. E<small>LIE͑ZER SAGEN,</small> <small>GLAUBHAFT</small>. R. J<small>EHOSUA SAGT, WIR LEBEN NICHT VON IHRER</small> B<small>EHAUPTUNG, VIELMEHR, GELTE SIE ALS VON EINEM</small> M<small>ANNE DEFLORIERT, BIS SIE DEN</small> B<small>EWEIS FÜR IHRE</small> W<small>ORTE ANGETRETEN HAT</small>."
Mishnah Ketubot 1:8," <b>W</b><small>ENN MAN SIE MIT JEMAND REDEN</small><sup>271</sup><i class=""footnote"">Euphemistisch, der engere Begriff wird weiter erklärt.</i><small>SAH, UND SIE</small> <small>AUF DIE</small> F<small>RAGE</small>,<small>WELCHER</small> A<small>RT JENER</small> M<small>ANN SEI, ERWIDERT, ES SEI</small> N., <small>DER</small> P<small>RIESTER IST, SO IST SIE, WIE</small> R. G<small>AMLIÉL UND</small> R. E<small>LIE͑ZER SAGEN, GLAUBHAFT</small>. R. J<small>EHOŠUA͑ SAGT, WIR LEBEN NICHT VON IHRER</small> B<small>EHAUPTUNG, VIELMEHR GELTE SIE ALS VON EINEM</small> N<small>ATHIN ODER EINEM</small> H<small>URENKINDE</small><sup>272</sup><i class=""footnote"">Und somit einem Priester zur Ehe verboten.</i><small>BESCHLAFEN, BIS SIE DEN</small> B<small>EWEIS FÜR IHRE</small> W<small>ORTE ANGETRETEN HAT</small>."
Mishnah Ketubot 1:9," W<small>ENN SIE SCHWANGER IST, UND</small> <small>AUF DIE</small> F<small>RAGE</small><small>, WELCHER</small> A<small>RT IHR</small> F<small>ÖTUS SEI, ERWIDERT, ER SEI VON JENEM</small> M<small>ANNE, DER</small> P<small>RIESTER IST, SO IST SIE, WIE</small> R. G<small>AMLIÉL UND</small> R. E<small>LIE͑ZER SAGEN, GLAUBHAFT</small>. R. J<small>EHOŠUA͑ SAGT, WIR LEBEN NICHT VON IHRER</small> B<small>EHAUPTUNG, VIELMEHR GELTE SIE ALS VON EINEM</small> N<small>ATHIN ODER EINEM</small> H<small>URENKINDE SCHWANGER, BIS SIE DEN</small> B<small>EWEIS FÜR IHRE</small> W<small>ORTE ANGETRETEN HAT</small>."
Mishnah Ketubot 1:10," <b>R.</b> J<small>OSE SAGTE:</small> E<small>INST STIEG EIN</small> M<small>ÄDCHEN ZU EINER</small> Q<small>UELE HINAB, UM</small> W<small>ASSER ZU SCHÖPFEN, UND WURDE GENOTZÜCHTIGT; DA ENTSCHIED</small> R. J<small>OḤANAN B</small>. N<small>URI:</small> V<small>ERHEIRATEN DIE MEISTEN</small> E<small>INWOHNER</small> <small>IHRE</small> T<small>ÖCHTER</small> <small>AN</small> P<small>RIESTER</small><sup>325</sup><i class=""footnote"">Dh. wenn sie unbemakelt u. dazu berechtigt sind; es wird angenommen, daß der Notzüchter zur Mehrheit gehört.</i>, <small>SO DARF AUCH DIESE VON EINEM</small> P<small>RIESTER GEHEIRATET WERDEN</small>."
Mishnah Ketubot 2:1," <b>W</b>ENN <small>EINE</small> F<small>RAU, DIE VERWITAVET ODER GESCHIEDEN WIRD, SAGT, ER HABE SIE ALS</small> J<small>UNGFRAU GEHEIRATET, UND ER</small><sup>1</sup><i class=""footnote"">Der Ehemann, bezw. der Erbe, der ihr die Morgengabe auszuzahlen hat.</i> <small>SAGT, NEIN, ER HABE SIE ALS</small> W<small>ITWE GEHEIRATET, SO ERHÄLT SIE, WENN</small> Z<small>EUGEN VORHANDEN SIND, DASS SIE MIT EINEM</small> H<small>INUMA</small><sup>2</sup><i class=""footnote"">Wird weiter erklärt.</i><small>UND ENTBLÖSSTEM</small> H<small>AUPTE HINAUSGEFÜHRT</small><sup>3</sup><i class=""footnote"">Wie dies nur bei Jungfrauen üblich war.</i> <small>WURDE, EINE</small> M<small>ORGENGABE VON ZWEIHUNDERT</small> Z<small>UZ</small>. R. J<small>OḤANAN B</small>. B<small>EROQA SAGT, AUCH DIE</small> V<small>ERTEILUNG VON</small> R<small>OSTÄHREN</small><sup>4</sup><i class=""footnote"">An Kinder, die den Hochzeitszug begleiten; auch dies war nur bei Hochzeiten von Jungfrauen üblich.</i> <small>GELTE ALS</small> B<small>EWEIS</small>."
Mishnah Ketubot 2:2," R. J<small>EHOŠUA͑</small><sup>5</sup><i class=""footnote"">Der in ähnlichen Fällen beweislosen Behauptungen weniger Glaubwürdigkeit beimißt.</i> <small>PFLICHTET JEDOCH BEI, DASS, WENN JEMAND ZU SEINEM</small> N<small>ÄCHSTEN SAGT</small>: D<small>IESES</small> F<small>ELD GEHÖRTE DEINEM</small> V<small>ATER, UND ICH HABE ES VON IHM GEKAUFT, ER GLAUBHAFT SEI,</small> DENN DERSELBE M<small>UND, DER ES</small> <small>VERBOTEN GEMACHT HAT, MACHT ES ERLAUBT</small><sup>6</sup><i class=""footnote"">Bekannte Redewendung; jener erfuhr erst durch ihn, daß das Feld früher seinem Vater gehörte, er selber aber erklärt auch, es gekauft zu haben.</i>. S<small>IND ABER</small> Z<small>EUGEN VORHANDEN, DASS ES DESSEN</small> V<small>ATER GEHÖRTE, SO IST ER, WENN ER SAGT, ER HABE ES VON IHM GEKAUFT, NICHT GLAUBHAFT</small>."
Mishnah Ketubot 2:3," <b>W</b><small>ENN DIE</small> Z<small>EUGEN SAGEN, DIE</small> U<small>NTERSCHRIFTEN</small><sup>76</sup><i class=""footnote"">Eine Urkunde, die ihnen vorgelegt wird.</i><small>SEIEN VON IHNEN, JEDOCH GEZWUNGEN, MINDERJÄHRIG, ODER ALS UNZULÄSSIGE</small> Z<small>EUGEN</small><sup>77</sup><i class=""footnote"">Wegen Verwandtschaft (cf. Syn. Fol. 27b) oder moralischer Unfähigkeit (cf. ib. Fol. 24b).</i> <small>GELEISTET, SO SIND SIE GLAUBHAFT</small>. S<small>LND ABER</small> Z<small>EUGEN VORHANDEN, DASS ES IHRE</small> U<small>NTERSCHRIFTEN SIND, ODER SIND IHRE</small> U<small>NTERSCHRIFTEN ANDERWEITIG</small><sup>78</sup><i class=""footnote"">Wenn eine von ihnen unterschriebene Urkunde bei Gericht beglaubigt worden ist.</i><small>FESTGESTELLT, SO SIND SIE NICHT GLAUBHAFT</small>."
Mishnah Ketubot 2:4," <b>W</b><small>ENN DER EINE</small> Z<small>EUGE</small> <small>SAGT</small>: <small>DIES IST MEINE</small> U<small>NTERSCHRIFT</small><sup>134</sup><i class=""footnote"">Im Texte Handschrift, worunter die Unterschrift zu verstehen ist.</i><small>UND DIES DIE</small> U<small>NTERSCHRIFT MEINES</small> G<small>ENOSSEN, UND DER ANDERE SAGT: DIES IST MEINE</small> U<small>NTERSCHRIFT UND DIES DIE</small> U<small>NTERSCHRIFT MEINES</small> G<small>ENOSSEN, SO SIND SIE GLAUBHAFT</small><sup>135</sup><i class=""footnote"">Dh. die Urkunde ist beglaubigt, da die Echtheit beider Unterschriften von 2 Zeugen bekundet wird.</i>. W<small>ENN DER EINE SAGT: DIES IST MEINE</small> U<small>NTERSCHRIFT, UND DER ANDERE SAGT: DIES IST MEINE</small> U<small>NTERSCHRIFT, SO MUSS ZU IHNEN NOCH JEMAND</small><sup>136</sup><i class=""footnote"">Der die Echtheit der Unterschriften bekundet, da über jede nur ein Zeuge bekundet.</i><small>HINZUGEZOGEN WERDEN — SO RABBI; DIE</small> W<small>EISEN SAGEN, ES BRAUCHE NIEMAND WEITER HINZUGEZOGEN ZU WERDEN, VIELMEHR IST JEDER GLAUBHAFT, EINE</small> U<small>NTERSCHRIFT ALS SEINE ZU ERKLÄREN</small><sup>137</sup><i class=""footnote"">Zwei Zeugen bekunden die Echtheit der Urkunde.</i>."
Mishnah Ketubot 2:5," <b>W</b><small>ENN EINE</small> F<small>RAU SAGT: ICH WAR VERHEIRATET UND BIN GESCHIEDEN, SO IST SIE GLAUBHAFT, DENN DERSELBE</small> M<small>UND, DER VERBOTEN GEMACHT HAT, MACHT AUCH ERLAUBT</small>. W<small>ENN ABER</small> Z<small>EUGEN VORHANDEN SIND, DASS SIE VERHEIRATET WAR, UND SIE SAGT, SIE SEI GESCHIEDEN, SO IST SIE NICHT GLAUBHAFT</small>. W<small>ENN</small> <small>EINE</small> F<small>RAU</small> <small>SAGT: ICH WAR GEFANGEN, JEDOCH REIN</small><sup>173</sup><i class=""footnote"">Niemand habe ihr beigewohnt.</i><small>GEBLIEBEN, SO IST SIE GLAUBHAFT, DENN DERSELBE</small> M<small>UND, DER VERBOTEN GEMACHT HAT, MACHT AUCH ERLAUBT</small>. W<small>ENN ABER</small> Z<small>EUGEN VORHANDEN SIND, DASS SIE GEFANGEN WAR, UND SIE SAGT, SIE SEI REIN GEBLIEBEN, SO IST SIE NICHT GLAUBHAFT</small>. K<small>OMMEN</small> Z<small>EUGEN, NACHDEM SIE SICH VERHEIRATET HAT, SO IST SIE NICHT ZU ENTFERNEN</small>."
Mishnah Ketubot 2:6," <b>W</b><small>ENN ZWEI</small> F<small>RAUEN GEFANGEN</small><sup>205</sup><i class=""footnote"">Wenn Zeugen vorhanden sind.</i><small>WAREN, UND EINE SAGT</small>: <small>ICH WAR GEFANGEN,</small> <small>JEDOCH REIN GEBLIEBEN, UND DIE ANDERE SAGT: ICH WAR GEFANGEN, JEDOCH REIN GEBLIEBEN, SO SIND SIE NICHT GLAUBHAFT</small>. B<small>EKUNDEN SIE DIES FÜR EINANDER, SO SIND SIE GLAUBHAFT</small>."
Mishnah Ketubot 2:7," <b>E</b><small>BENSO SUND ZWEI</small> M<small>ÄNNER, WENN DER EINE SAGT, ER SEI</small> P<small>RIESTER, UND DER ANDERE SAGT, ER SEI</small> P<small>RIESTER, NIGHT GLAUBHAFT</small>. B<small>EKUNDEN SIE DIES FÜR EINANDER, SO SIND SIE GLAUBHAFT</small>."
Mishnah Ketubot 2:8," R. J<small>EHUDA SAGTE</small>: A<small>UF DIE</small> A<small>USSAGE EINES</small> Z<small>EUGEN HIN ERHEBE MAN NICHT</small><sup>209</sup><i class=""footnote"">Und um so weniger in diesem Falle, wo eine verabredete gegenseitige Bekundung zu vermuten ist.</i><small>IN DEN</small> P<small>RIESTERSTAND</small>. R. E<small>LEA͑ZAR SAGTE</small>: N<small>UR DANN, WENN DAGEGEN EINE</small> A<small>NFECHTUNG ERHOBEN</small><sup>210</sup><i class=""footnote"">Er sei nicht priesterl. Herkunft oder er entstamme einem Entweihten.</i><small>WIRD, WENN ABER KEINE</small> A<small>NFECHTUNG ERHOBEN</small><sup>211</sup><i class=""footnote"">Und die Bekundung, nicht wie in diesem Falle, unverdächtig ist.</i><small>WIRD, ERHEBE MAN AUF DIE</small> A<small>USSAGE EINES</small> Z<small>EUGEN HIN IN DEN</small> P<small>RIESTERSTAND</small>. R. Š<small>IMO͑N B</small>. G<small>AMLIÉL SAGTE IM</small> N<small>AMEN</small> R. Š<small>IMO͑NS, DES</small> S<small>OHNES DES</small> P<small>RIESTERVORSTEHERS</small>: M<small>AN ERHEBE AUF DIE</small> A<small>USSAGE EINES</small> Z<small>EUGEN HIN IN DEN</small> P<small>RIESTERSTAND</small>."
Mishnah Ketubot 2:9,"<sup>ix,1</sup> <b>W</b><small>ENN EINE</small> F<small>RAU VON</small> N<small>ICHTJUDEN INHAFTIERT WAR, SO IST SIE, WENN</small> <small>WEGEN EINER</small> G<small>ELDSACHE, IHREM</small> M<small>ANNE</small><sup>297</sup><i class=""footnote"">Da sie das Geld zu verlieren befürchten, schonen sie sie u. geben sie nicht preis.</i><small>ERLAUBT, UND WENN WEGEN EINER</small> S<small>TRAFSACHE</small><sup>298</sup><i class=""footnote"">Im Texte Lebenssache, wenn sie zum Tode verurteilt worden war; es ist zu vermuten, daß sie, um ihr Leben zu retten, sich preisgegeben hat.</i><small>, IHREM</small> M<small>ANNE VERBOTEN</small>.<sup>ix,2</sup> <b>W</b><small>ENN EINE</small> S<small>TADT VON EINER</small> B<small>ELAGERUNGSTRUPPE EROBERT WORDEN IST, SO SIND ALLE IN DIESER BEFINDLICHEN</small> P<small>RIESTERFRAUEN VERBOTEN</small>. H<small>ABEN SIE</small><sup>304</sup><i class=""footnote"">Daß sie nicht geschändet worden sind.</i>Z<small>EUGEN, SELBST EINEN</small> S<small>KLAVEN ODER EINE</small> S<small>KLAVIN, SO SIND SIE GLAUBHAFT</small>. N<small>IEMAND ABER IST FÜR SICH SELBST GLAUBHAFT</small>. <sup>ix,3</sup> <b>R.</b> Z<small>EKHARJA B</small>. H<small>AQAÇAB</small><sup>324</sup><i class=""footnote"">Er war Priester in Jerušalem zur Zeit der Eroberung durch die Römer u. legte Zeugnis ab für seine Frau.</i><small>SPRACH</small>: B<small>EI DIESEM</small> T<small>EMPEL</small><sup>325</sup><i class=""footnote"">Die Erklärung <span dir=""rtl"">מעון</span> sei mit Anspielung auf Ps. 90,1 eine Bezeichnung für Gott (<span dir=""rtl"">הרואה</span> II p. 58), ist schon durch das Pronom, demonstr. hinfällig.</i><small>, SEIT DEM</small> E<small>INTRITTE DER</small> N<small>ICHTJUDEN IN</small> J<small>ERUŠALEM BIS ZU</small> <small>IHREM</small> A<small>BZUGE WICH IHRE</small> H<small>AND NICHT AUS MEINER</small>. S<small>IE ERWIDERTEN IHM:</small> N<small>IEMAND KANN FÜR SICH SELBST</small> Z<small>EUGNIS ABLEGEN</small>."
Mishnah Ketubot 2:10," I<small>N FOLGENDEN</small> F<small>ÄLLEN SIND</small> E<small>RWACHSENE ZU BEKUNDEN GLAUBHAFT, WAS SIE IN DER</small> K<small>INDHEIT GESEHEN HABEN</small>. J<small>EDER IST GLAUBHAFT, WENN ER SAGT: DIES IST DIE</small> H<small>ANDSCHRIFT MEINES</small> V<small>ATERS, DIES IST DIE</small> H<small>ANDSCHRIFT MEINES</small> L<small>EHRERS, DIES IST DIE</small> H<small>ANDSCHRIFT</small><sup>335</sup><i class=""footnote"">Die Unterschrift wird daraufhin beglaubigt.</i><small>MEINES</small> B<small>RUDERS</small>. F<small>ERNER: ICH ERINNERE MICH, DASS DIE</small> N. <small>MIT EINEM</small> H<small>INUMA</small><sup>336</sup><i class=""footnote"">Cf. supra Fol. 17b.</i><small>UND ENTBLÖSSTEM</small> H<small>AUPTE HINAUSGEFÜHRT</small><sup>337</sup><i class=""footnote"">Zur Trauung, als Zeichen, daß sie Jungfer war; cf. supra Fol. 15b.</i><small>WURDE, DASS</small> N. <small>AUS DER</small> S<small>CHULE ZUM</small> U<small>NTERTAUCHEN</small> <small>GEFÜHRT WURDE, UM</small> H<small>EBE</small><sup>338</sup><i class=""footnote"">Ein Beweis, daß er Priester ist.</i><small>ZU ESSEN, DASS ER MIT UNS EINEN</small> A<small>NTEIL AN DER</small> T<small>ENNE</small><sup>338</sup><i class=""footnote"">Ein Beweis, daß er Priester ist.</i><small>ERHIELT, DASS JENER</small> O<small>RT EIN</small> G<small>RÄBERPFLUG</small><sup>339</sup><i class=""footnote"">Die Bedeutung des W.s <span dir=""rtl"">בית הפרס</span> geht aus Ah. XVII, 1 hervor: wer ein Grab pflügt, macht (rieht. mache) ein <span dir=""rtl"">בית הפרס</span> (dass. Nid. 57a); zur Etymologie erklärt Raschi, es sei v. <span dir=""rtl"">פרס</span> <i>brechen</i> abzuleiten, da dabei die Gebeine zerbrochen werden (schon deshalb unrichtig, weil <span dir=""rtl"">פרס</span> den Begriff <i>durchbrechen, teilen</i> hat, während für <i>zerbrechen, zertrümmern</i> von Knochen Bibel u. Talmud das Tatwort <span dir=""rtl"">שבר</span> haben); nach Maimonides hingegen v. <span dir=""rtl"">פרש</span> <i>ausbreiten</i>, da dadurch das Grab oder die Unreinheit desselben ausgedehnt wird. Zu diesen Erklärungen, die zwar gezwungen sind, haben Buxtorf u. Levy nichts hinzuzufügen, während die abenteuerlichen Erklärungen der an ihnen parasitierenden ‘Forscher’ nur beweisen, daß diese das genannte Wort aus den Wörterbüchern u. nicht aus dem T. selber kennen. Das <span dir=""rtl"">ה</span> in <span dir=""rtl"">הפרס</span> gehört zur Wurzel, da das W. <span dir=""rtl"">בית</span> in der Bedeutung Platz, Raum, Fläche niemals den Artikel nach sich zieht (<span dir=""rtl"">בית כור</span>, <span dir=""rtl"">בית סאה</span>, <span dir=""rtl"">בית רובע</span>), u. da, wie aus Ahiluth Absch. 17 hervorgeht, unter <span dir=""rtl"">בה״ף</span> ein Raum auf einem Ackerfelde zu verstehen ist, der wegen Unreinheit unbestellt bleiben muß, so ist <span dir=""rtl"">הפרס</span> nichts weiter als das griech. <i>ἆφαϱος</i>, ungepflügt, unbebaut, (<span dir=""rtl"">פרס</span> an manchen Stellen ist ein Lapsus, Tosephta hat überall <span dir=""rtl"">הפרס</span>.) Die partizipielle Form <span dir=""rtl"">עושה</span> in der angezogenen Mišna ist, wie oft im T., als Imperativ aufzufassen; der Sinn lautet: wer beim Pflügen auf ein Grab stößt, lasse ein <span dir=""rtl"">בה״ף</span>, einen Raum, der unbestellt bleiben muß.</i><small>IST, DASS WIR BIS HIERHER AM</small> Š<small>ABBATH</small><sup>340</sup><i class=""footnote"">Da ist also die Šabbathgrenze.</i><small>GINGEN</small>. N<small>IEMAND ABER IST GLAUBHAFT, WENN ER SAGT</small>: N. <small>HATTE</small> W<small>EGE</small><small>RECHT</small> <small>AN DIESER</small> S<small>TELLE</small>, N. <small>HATTE EINEN</small> A<small>UFSTELLUNGS- ODER</small> T<small>RAUERPLATZ</small><sup>341</sup><i class=""footnote"">Bei der Bestattung von Familienangehörigen; cf. Bb. Fol. 100b.</i><small>AN DIESER</small> S<small>TELLE</small>."
Mishnah Ketubot 3:1," <b>I</b>N <small>FOLGENDEN</small> F<small>ÄLLEN IST DIE FÜR</small> M<small>ÄDCHEN FESTGESETZTE</small> G<small>ELDBUSSE</small><sup>1</sup><i class=""footnote"">Wegen Notzucht; Dt. 22,29.</i> <small>ZU ZAHLEN: WENN JEMAND EINEM</small> H<small>URENKINDE, EINER</small> N<small>ETHINA, EINER</small> S<small>AMARITANERIN BEIGEWOHNT HAT, ODER EINER</small> P<small>ROSELYTIN, EINER</small> G<small>EFANGENEN</small> <small>ODER EINER</small> S<small>KLAVIN, DIE UNTER DREI</small> J<small>AHREN UND EINEM</small> T<small>AGE</small><sup>2</sup><i class=""footnote"">Cf. supra Fol. 11b.</i> <small>AUSGELÖST, BEKEHRT ODER FREIGELASSEN WORDEN IST</small>. W<small>ER SEINER</small> S<small>CHWESTER, DER</small> S<small>CHWESTER SEINES</small> V<small>ATERS, DER</small> S<small>CHWESTER SEINER</small> M<small>UTTER, DER</small> S<small>CHWESTER SEINER</small> F<small>RAU, DER</small> S<small>CHWESTER SEINES</small> B<small>RUDERS, DER</small> S<small>CHWESTER DES</small> B<small>RUDERS SEINES</small> V<small>ATERS ODER EINER</small> M<small>ENSTRUIERENDEN BEIGEWOHNT HAT, MUSS DIE</small> G<small>ELDBUSSE ZAHLEN, DENN DARAUF IST, WENN ES AUCH MIT DER</small> A<small>USROTTUNG BELEGT IST, DIE</small> T<small>ODESSTRAFE DURCH DAS</small> G<small>ERICHT NICHT GESETZT</small><sup>3</sup><i class=""footnote"">Nur die peinliche Strafe durch das Gericht schließt bei Idealkonkurrenz die Geldstrafe aus.</i>."
Mishnah Ketubot 3:2," <b>I</b><small>N FOLGENDEN</small> F<small>ÄLLEN IST DIE</small> G<small>ELDBUSSE NICHT ZU ZAHLEN: WENN JEMAND BEIGEWOHNT HAT EINER</small> P<small>ROSELYTIN, EINER</small> G<small>EFANGENEN ODER EINER</small> S<small>KLAVIN, DIE ÄLTER ALS DREI</small> J<small>AHRE UND EINEN</small> T<small>AG AUSGELÖST, BEKEHRT ODER FREIGELASSEN WORDEN SIND</small>. R. J<small>EHUDA SAGT, DIE AUSGELÖSTE</small> G<small>EFANGENE, AUCH DIE ERWACHSENE, VERBLEIBE IM</small> Z<small>USTANDE DER</small> H<small>EILIGKEIT</small><sup>244</sup><i class=""footnote"">Sie gilt als unberührt.</i>. W<small>ER SEINER</small> T<small>OCHTER, DER</small> T<small>OCHTER SEINER</small> T<small>OCHTER, DER</small> T<small>OCHTER SEINES</small> S<small>OHNES, DER</small> T<small>OCHTER SEINER</small> F<small>RAU, DER</small> T<small>OCHTER IHRES</small> S<small>OHNES ODER DER</small> T<small>OCHTER IHRER</small> T<small>OCHTER BEIGEWOHNT HAT, HAT DIE</small> G<small>ELDBUSSE NIGHT ZU ZAHLEN, WEIL ER DAS</small> L<small>EBEN VERWIRKT HAT.</small> H<small>LERAUF IST DIE GERICHTLICHE</small> T<small>ODESSTRAFE GESETZT, UND WER DAS</small> L<small>EBEN VERWIRKT HAT, HAT KEINE</small> G<small>ELDZAHLUNG ZU LEISTEN, DENN ES HEISST</small> :<sup>245</sup><i class=""footnote"">Ex. 21,22.</i><i>wenn kein Unfall erfolgt, so werde er um Geld gestraft.</i>"
Mishnah Ketubot 3:3," <b>E</b><small>IN</small> M<small>ÄDCHEN, DAS VERLOBT WAR UND GESCHIEDEN WURDE, ERHÄLT, WIE</small> R. J<small>OSE DER</small> G<small>ALILÄER SAGT, DIE</small> G<small>ELDBUSSE NICHT</small> ; R. A͑<small>QIBA SAGT, SIE ERHALTE DIE</small> G<small>ELDBUSSE, UND SIE GEHÖRE IHR SELBER.</small>"
