tractate,chapter,content,page,
,,הקושר חוט על גבי אדום רבן גמליאל או' אינו מדרכי האמרי ר' לעזר בי ר' צדוק או' הרי זה מדרכי האמורי.L,,
,,האומר אל תעבר בינותינו שלא תפסק אהבתנו הרי זה מדרכי האמרי. ואם מפני כבוד הרי זה מותר.L,,
,,אי זהו מנחש האומר נפלה מקלי מידי נפלה פתי מפי קרא לי איש פלני מאחרי קרא לי עורב נבח בי כלב עבר נחש מימיני ושועל משמאלי ופסק צבי את הדרך לפני אל תתחיל בי שהרי שחרית היא וראש חדש היא ומוצאי שבת היא.L,@,
,,אי זהו מעונן ר' ישמעאל או' זה המעביר על העין. ר' עקיבא או' אילו נותני עתים כגון אילו שאומ' היום יפה לצאת היום יפה ליקח היום חמה נחפית למחר גשמים יורדין כגון אילו שהן אומ' למודי ערבי שביעיות להיות יפות ועקידות קטניות להיות רעות. וחכמים אומ' אילו אוחזי העינים.L,,
,,סוקרין את האילן בסקרה וטוענין אותו באבנים ואין חוששין לא משם שביעית ולא משם דרכי האמורי.L,,
,,ממשיכין יין ושמן בצינורות לפני חתנים ולפני כלות ולא משם דרכי האמורי. מעשה ביהודה והלל בניו של רבן גמליאל שנכנסו לכבול והמשיכו אנשי העיר לפניהם בצנורות יין ושמן.L,,
,,שורפין את המלכים ולא מדרכי האמרי שנ' בשלום תמות ובמשרפות וגו'. כשם ששורפין על המלכים כך שורפין על הנשיאים אבל לא על הדיוטות. ומה הן שורפין עליו מטתו וכלי תשמישו. מעשה שמת רבן גמליאל הזקן ושרף עליו אנקלוס הגר יתר משבעים מנה.L,,
,,עוקרין על המלכים ולא משם דרכי האמורי.L,,
,,כל עקור שיש בו טריפה אסור באכילה ומותר בהנאה שאין בו טריפה מותר באכילה ואין צריך לומר בהנאה. אי זהו עקור שיש בו טריפה מן הארכובה ולמעלה שאין בו טריפה מן הארכובה ולמטה.L,,
,,מבעיתין לעוות ולפוקה ולא מדרכי האמורי. עמד עצם בגרונו נותן על ראשו מאותו המין.L,,
,,אילו דברים המותרין היה מתחיל במלאכה נותן הודאה ושבח לפני המקום. בחבית או בעיסה מתפלל הוא שתכנס בהן ברכה ואל תכנס בהן מאירה.L,,
,,מעבירין על גבי מעין בשבת. רבן שמעון בן גמליאל אומ' בדבר הניטל בשבת. לוחשין על העין ועל הנחש ועל העקרב ואין לוחשין בדבר שדים ר' יוסה אומ' אף בחול אין לוחשין בדבר שדים. וכן היה ר' יוסה או' אין לך בכל הכרכים רע יותר מסודמיון שכל זמן שאדם רע קורין אותו סילמי אין לך בכל העממים קשה יתר מאמרי שכל זמן שאדם קשה קורין אותו אמורי.L,,
,,ר' נהוריי אומ' אין לך בכל הכרכים מתון יתר מסודמיים וכן מצינו שחזר לוט בכל המקומות ולא מצא מתונא כסדום שנ' אברם ישב בארץ כנען.L,,
,,ורבן שמעון בן גמליאל אומ' אין לך בכל עממין מתון יותר מאמוריים וכן מצינו שהאמינו במקום וגלו לאפרקי ונתן להם המקום ארץ שיפה כארצם והיתה ארץ ישראל נקראת על שמן.L,,
,פרק 8,הגוזז מן הבהמה מן החיה ומן העופות אפי' מן השלח מלוא הסיט כפול הרי זה חייב. יש חולקין בחזיר בין חטרתו לשאר גופו.L,,
,,המיסיך שלשה חוטין כתחילה הרי זה חייב. ר' יהודה או' אף השוביט והמדקדק על גבי אריג כל שהוא הרי זה חייב. הצד חלזון והפוצעו הרי זה חייב שתי חטאות.L,,
,,כל אבות מלאכות שבתורה עשאן כולן בהעלם אחד חייב על כל אחת ואחת.L,,
,,כל המקלקלין פטורין חוץ מן החובל והמבעיר בשבת.L,,
,,גר שנתגייר בין הגוים,@,
,,ועשה מלאכה בשבת ר' עקיבא מחייב ומונבז פוטר. והדין נותן שיהא פטור הואיל ושוגג חייב חטאת ומזיד חייב כרת מה מזיד אינו חייב עד שיבא לכלל ידיעה אף שוגג לא יהא חייב עד שיבא לכלל ידיעה. אמ' לו ר' עקיבא מוסיף אני על דבריך מה מזיד אינו חייב עד שיבא לכלל ידיעה בשעת מעשה אף שוגג לא יהא חייב עד שיבא לכלל ידיעה בשעת מעשה. אמ' לו כל שכן שהוספת אם בא לכלל ידיעה בשעת מעשה אף הוא אינו שוגג אלא מזיד.L,,
,,השוכח את התורה ועבר עבירות הרבה חייב על כל אחת ואחת. כיצד היה יודע שיש חלב ואמר אין זה חלב שחייבין עליו היה יודע שיש דם ואמר אין זה דם שחייבין עליו חייב על כל אחת.L,,
,,ר' שמעון בן לעזר או' כל שהוא כיוצא בו ואי איפשר לו להצניעו (יכול להוציאו) ואיפשר לו להצניעו ומצניעו ובא אחר והוציאו הרי זה חייב.L,,
,,המוציא מורסן לאכילה כגרוגרת. לבהמה כמלוא פי הגדי. לצבוע כדי לצבוע בו בגד קטן. לולבי זרדים והחרובין עד שלא ימתיקו כגרוגרת. משימתיקו כמלוא פי הגדי. אבל הלוף והחרדל והתרומסין ושאר כל הנכבשין בין משימתיקו ובין עד שלא ימתיקו כגרוגרת.L,,
,,שמן כדי סיכת אבר קטן. ר' שמעון בן לעזר אומ' קטן בן יומו. חוצין כדי לעשות אוזן לקפיפה מצרית. סיב אחרים אומ' כדי ליתן על פי משפך לסנן בו את היין.L,,
,,המוציא יין כדי גמיעה. ר' יהודה או' כדי מזיגת הכוס. יבש כזית דברי ר' נתן. חלב כדי גמיעה. ר' לעזר אומ' אם של בהמה כדי גמיעה אם של אשה כדי שיתן על פי קילור. מים כדי גמיעה. ר' יהודה או' כדי לשוף בהן את הקילור. דם ושאר כל המשקין ברביעית. רבן שמעון בן גמליאל או' דם כדי לכחול עין אחת שכך כוחלין לברקית. ר' שמעון בן לעזר או' משם ר' מאיר דם כדי לכחול עין אחת שכך כוחלין לחוורוד.L,,
,,המוציא קשר המוכסין עד שלא הראהו למוכס חייב משהראהו למוכס פטור. ר' יהודה או' אף משהראהו למוכס חייב מפני שמשמרו להראותו לבעל המכס.L,,
,,המוציא שטר פרוע ויש בו במקום הלובן כדי לכתוב שתי אותיות ובכולו כדי לכרוך על פי צלוחית קטנה של פליטון הרי זה חייב. ר' יהודה או' אף המוציא שטר פרוע כל שהוא הרי זה חייב מפני שמשמרו להראותו לבעל חובו.L,,
,,שטרי מקח וממכר שטרי דיתקאות הפתקאות ומתנות כל שהן חייב. קלף ודכסוסטוס כדי לכתוב עליו את המזוזה. יריעה כדי לכתוב עליה פרשה קטנה.L,,
,,אי זהו פרשה קטנה זו שמע.L,,
,,שיער כדי לגבל בו את הטיט.L,,
,,טיט כדי לעשות פי כור של צורפי זהב. פחמין כדי לעשות מהן צינירה קטנה. ר' יהודה אומ' כדי ליתן על פי מולירא קטנה.L,,
,,המוציא כלין מקופלין ומונחין על כתיפו וסנדליו וטבעותיו בקומצו הרי זה חייב ואילו היה מלובש בהן פטור.L,,
,,המוציא אדם וכליו עליו וסנדליו ברגליו וטבעותיו בידיו הרי זה פטור שאילו כמות שהן חייב.L,,
,,חול עפר ואפר שעורן בכזבל. ר' ישמעאל בי ר' יוחנן בן ברוקה או' עפר כדי לכסות בו דם צפור קטנה. אי זו היא צפור קטנה זה דרור.L,,
,,חול הגס כדי ליתן על פי כף סיד. אמ' ר' נראין דברי ר' עקיבא בחול דק ודברי חכמים בחול גס. סיד כדי לסוד קטנה שבבנות. ר' יהודה או' כדי לעשות כילכול. ר' נחמיה או' כדי לעשות אנדפי.,@,
,,אמ' ר' נראין דברי ר' יהודה בזמן שהוא כביצה ודברי ר' נחמיה בזמן שהוא חבוט.L,,
,,קנה כדי לעשות קולמוס מגיע לקשרי אצבעותיו. בילס כדי לעשות ממנו צנירה קטנה. סכוכית אחרים אומ' כדי לפצע בה שתי נימין כאחת.L,,
,,צרור אבן ר' ליעזר בן יעקב אומ' משקל עשרה דינרין. ר' לעזר אומ' כדי לעשות מסיפס.L,,
,,"מנין למאדים בשבת שהוא חייב שנ' ועורת אלים מאדמים. אי זו היא חבורה כל שיצא ממנה דם. נצרר הדם אע""פ שאין יכול לצאת הרי זה חייב. מנין לדם שהוא משקה שנ' ודם חללים ישתה.L",,
,,מנין ליין שהוא משקה שנ' ודם ענב תשתה חמר.L,,
,,מנין לדבש שהוא משקה שנ' ויניקהו דבש מסלע. מנין לשמן שהוא משקה שנ' משתה שמנים משתה שמרים.L,,
,,מנין לחלב שהוא משקה שנ' ותפתח את נאד החלב ותשקהו.L,,
,,מנין לטל שהוא משקה שנ' וימץ טל מן הגזה. מנין לדם נדה שהוא משקה שנ' ממקור דמיה ואומ' ביום ההוא יהיה מקור נפתח לבית דוד וליש' ירוש' לחט' ולנידה. מנין לדמעת העין שהוא משקה שנא' ותשקמו בדמעות שליש.L,,
,,מנין למי האף שהוא משקה שנ' ועפעפיו יזלו מים.L,,
,,מנין לזרוע שהוא יד שנ' ותהיינה העבותים אשר על זרועותיו כפשתים וימסו אסיריו מעל ידיו.L,,
,,מנין למי שאחזו בולמוס שמאכילין אותו דבילה שנ' ויתנו לו פלח דבלה וגו'.L,,
,,המוציא שני נסרים כאחד הרי זה חייב. תורי דקל אחד. זמורה לנטיעה אחת. לבהמה כמלא פי הגדי. לעצים כשיעור עיצי'. חבילי אזוב הסואה והקורנית שהכניסן לאכילה כגרוגרת. לבהמה כמלא פי הגדי. לעצים כשיעור עצים. להזאה כשיעור הזאה. גרענין לנטיעה שתים. לבהמה כמלוא פי חזיר. כמה מלוא פי חזיר אחת. אחרים אומ' לחשבון חמש.L,,
,,המוציא מאבני בית מנוגע מעציו ומעפרו כל שהן הרי זה חייב.L,,
,,כוחל ר' שמעון בן לעזר אומ' אם לרפואה כדי לכחול עין אחת אם לתכשיט כדי לכחול שתי עינים.L,,
,,המוציא מן בהמה מן חייה מן עופות בין חיין בין מתים הרי זה חייב. ר' נתן אומ' מתים חייב חיין פטורין.L,,
,פרק 9,המוציא שני נימין מזנב הסוס ומזנב הפרה הרי זה חייב מפני שמתקינן לנשבים.L,,
,,המוציא שני זפין מן הקשה שבחזיר הרי זה חייב. ר' שמעון בן לעזר אומ' אפי' אחד. יש שחולקין בחזיר בין חטרתו לשאר גופו.L,,
,,המוציא מצמר גפן וצמר כלך מצמר גמלים ומצמר ארנבים ומצמר חיה שבים ושאר כל הנטוים כולן מלא הסיט כפול הרי זה חייב. הבגד השק והעור כשיעור לטמאן כך שיעור להוציאן.L,,
,,המוציא בין כלים גדולים ובין כלים קטנים הרי זה חייב. המוציא גחלת כל שהוא הרי זה חייב. שלהבת כל שהוא הרי זה חייב.L,,
,,ברזל ר' שמעון בן לעזר אומ' כדי לעשות ממנו דרבן. נחשת כדי לעשות ממנו צינירא קטנה. נעורת של פשתן כדי לעשות ממנה פתילה קטנה לנר.L,,
,,משיחה רבי נתן אומר כדי לקשור בה בין כתפיו. מוכין כדי ליתן בתוך כדור קטנה. כמה כדור קטנה כאגוז.L,,
,,ארגמן כדי ליטול ממנו דוגמה לאירה. סטיס וקוץ ופואה כדי לצבוע מהן בגד קטן. כמה בגד קטן פי סבכה.L,,
,,המתכוין להוציא בפונדתו ופיה למעלה והוציא בפונדתו ופיה למטה בתוך פונדתו והוציא בין פונדתו לחלוקו ובחפת חלוקו פטור. המתכוין להוציא בפונדתו ופיה למטה ר' יהודה מחייב. אמ' ר' יהודה אני אומ' דבר אחד והן אומ' דבר אחד אני אומ' להן אי אתם מודים במתכוין להוציא לפניו ובא לו לאחריו שהו פטור שאם נתכוון והוציא לאחריו שהוא חייב. והם אמרו לו אי אתה מודה במוציא באחר ידו ואחר רגלו בפיו ובמרפקו שהוא פטור,@,
,,שלא הוציא כדרך המוציאין. אני לא מצאתי תשובה לדבריהם והם לא מצאו תשובה לדבריי.L,,
,,"שנים אוחזין במלגז ולוגזין בכרכר ושובטין בקולמוס וכותבין בקנה והוציאוהו לרשות הרבים שניהם פטורין. בעגול של דבילה והוציאוהו לרשות הרבים בקורה והוציאוה לרשות הרבים ר' יהודה או' אם אין אחד יכול להוציאה והוציאוה שנים חייבין. ר' שמעון אומ' אע""פ שאין אחד יכול להוציאה והוציאוהו שנים פטורין שאין שנים חייבין על מלאכה אחת. שנים שעשה אחד מהן מלאכה בשבת ואין ידוע אי זהו יביאו שניהם חטאת בשותפות ייתנו עליה ותאכל דברי ר' שמעון. ור' יוסי פוטר. מודה ר' יוסי שזה מביא אשם תלוי וזה מביא אשם תלוי ומודה ר' יוסי בשנים שהיה אחד מהן מחוסר כפרה ואין ידוע אי זה הוא שיביאו חטאת בשותפות ויתנו עליה ותאכל.L",,
,,הוציא כחצי גרוגרת וחזר והוציא כחצי גרוגרת בהעלם אחת חייב בשתי העלמות פטור. נאכל הראשון עד שלא ישב השיני בין בהעלם אחת בין בשני העלמות פטור. הוציא כחצי גרוגרת ונתנו בתוך ארבע אמות וחזר והוציא כחצי גרוגרת ונתנו בתוך ארבע אמות אחרות אם העבירן דרך עליו חייב ואם לאו פטור.L,,
,,הנוטל מלא הזוג בסערו הרי זה חייב. ר' ליעזר או' אפי' אחד. הבורר שחורות מבין לבנות ולבנות מבין שחורות חייב. ר' שמעון בן לעזר או' צפורן שפירשה רובה וציצין שפרשו רובן ונטלן בשבת פטור. נטלן בכלי הרי זה חייב.L,,
,,החולב והמחבץ והמגבן כגרוגרת המכבד והמרבץ והמרחיץ והסך והרודה חלת דבש בשבת חייב חטאת וביום טוב לוקה את הארבעים דברי ר' ליעזר. וחכמים או' בין בשבת בין ביום טוב פטור ואינו חייב כי אם שבות. ר' שמעון בן לעזר אומ' משם ר' אליעזר הכוחלת והגודלת והפוקסת לעצמה פטורה לאחרות חייבת. וכן היה ר' שמעון בן לעזר או' משם ר' ליעזר לא תקנח אשה פניה בבגד שיש בו סרק.L,,
,,התולש בין בימינו בין בשמאלו הרי זה חייב. באחת ידו ברגלו בפיו ובמרפקו או שהיה מהלך על גבי הארץ ונתזו צרורות מתחת רגליו ונפלו על גבי עשבים ותלש פטור. מהלך אדם על גבי עשבים ועל גבי צרורות בשבת ואינו חושש.L,,
,,התולש עולשין לאכילה כגרוגרת. לבהמה כמלוא פי הגדי. לתקן הארץ כל שהן. אם נתכוון בכולן חייב שתים. אם היה מתעסק ותלש פטור.L,,
,,המזרד זרדין לאכילה כגרוגרת. לבהמה כמלוא פי הגדי. לתקן אילן כל שהן. אם מתכוין בכולן חייב שתים. אם היה מתעסק וזורד פטור.L,,
,,החופר והחורש והחורץ מלאכה אחת. הדש והכותש והנופט מלאכה אחת. התולש והקוצר והבוצר והמוסק והגודר והעודר מלאכה אחת הן.L,,
,,המכבס והסוחט מלאכה אחת. ר' ישמעאל בי ר' יוחנן בן ברוקה או' צבעים קבעו סחיטה מלאכה בפני עצמה.L,,
,,הבורר והטוחן והמרקיד והלש והאופ' לאכילה כגרוגרת. לבהמה כבמלא פי הגדי לצבוע כדי לצבוע בו בגד קטן. ושאר כל הדברים כשיעור לטומאן כך שיעור להוציאן.L,,
,,התולש כנף מן העוף הקוטמו והמורטו חייב שלש חטאות.L,,
,,אין יונקין מבהמה טהורה ביום טוב ואין צריך לומ' בשבת. אבא שאול אומ' יונקין היינו מבהמה טהורה ביום טוב.L,,
,,לא תקל אשה מדדיה ותחלוב לתוך הכוס או לתוך הקערה ותניק את בנה. אין יונקין לא מן הנכרית,@,
,,ולא מבהמה טמאה. ואם היה דבר של סכנה אין כל דבר עומד בפני פקוח נפש.L,,
,פרק 10,הזורק מרשות היחיד לרשות היחיד ורשות הרבים באמצע בתוך ארבע אמות פטור חוץ לארבע אמות חייב. שתי סרטאות זו על גבי זו זרק מן העליונה לתחתונה חוץ לארבע אמות חייב לתוך ארבע אמות פטור. זרק מן האסרטא לדיר ולסהר למוקצה ולחצר אפי' הן בבקעה הרי זה חייב. הזורק מן החנות דרך סטיו לפלטיא חייב. מן החנות לסטיו ומסטיו לפלטיא פטור.L,,
,,שתי בקעות זו על גבי זו זרק מן התחתונה לעליונה ומן העליונה לתחתונה (בתוך ארבע אמות) פטור. (חוץ לארבע אמות) אסתרטה על גבי בקעה וזרק מן האסתרטה לבקעה פטור. ר' שמעון או' אם יש במקום שזרק עומק עשרה טפחים הרי זה חייב.L,,
,,מבוי ששוה לרשות היחיד ועשוי מדרון לרשו' הרבים אם יש גובה עשרה טפחים בתוך ארבע אמות אין צריך לחי וקורה. רשות הרבים השופע לרשות היחיד הרי היא כרשות היחיד. שוה לרשות הרבים ועשוי מדרון לרשו' היחיד אם יש גובה עשרה בתוך ארבע אמות אין צריך לחי וקורה. רשות היחיד השופע לרשות הרבים הרי היא כרשות הרבים. שוה לכאן ולכאן וגבוה מן האמצע אם יש גובה עשרה טפחים בתוך ארבע אמות אין צריך לחי וקורה. רשות היחיד השופע לרשות היחיד הרי היא כרשות היחיד לרשות הרבים הרי היא כרשות הרבי'.L,,
,,תל ברשות הרבים ר' חנינא בן גמליאל אומ' אם יש גובה עשרה טפחים בתוך ארבע אמות ונטל הימנו ונתן על גביו חייב פחות מכן בתוך ארבע אמות פטור חוץ לארבע אמות חייב.L,,
,,גג ברשות הרבים גבוה עשרה ורחב ארבעה ונטל הימנו ונתן על גביו חייב פחות מכן בתוך ארבע אמות פטור חוץ לארבע אמות חייב.L,,
,,עמוד ברשות הרבים גבוה עשרה טפחים ורחב ארבעה ונטל הימנו ונתן על גביו חייב פחות מכן בתוך ארבע אמות פטור חוץ לארבע אמות חייב.L,,
,,מנורה ברשות הרבים גבוהה עשרה ורחב ארבעה הפרח שבראשה ונטל הימנה ונתן על גבה חייב פחות מכן בתוך ארבע אמות פטור חוץ לארבע אמות חייב.L,,
,,עגלה ברשות הרבים גבוהה עשרה טפחים אחד הפורק ואחד הטוען הרי זה חייב.L,,
,,הזורק בכותל למעלה מעשרה טפחים והלכה וישבה לה בחור שהוא ארבעה על ארבעה טפחים הרי זה חייב. שאין מטלטלין מרשות לרשות.L,,
,,כגון אילו שמשחקין בכדור ברשות הרבים ויצאה כדור מתחת ידו של אחד מהן חוץ לארבע אמות חייב. קופה ברשות הרבים גבוהה עשרה טפחים וכן גומה אין מטלטלין מתוכן לרשות הרבי' ולא מרשות הרבים לתוכן אבל יורד לתוכן ואוכל. פחות מכאן תוך ד' אמות פטור חוץ לד' אמות חייב.L,,
,,לשון ים שנכנס לחצר אין ממלין ממנה בשבת אלא אם כן עשו לו מחיצה גבוהה עשרה טפחים. במי דברים אמורים בזמן שנכנס בפרצה שהיא יתירה על עשר אמות אבל כפתח אין צריך כלום.L,,
,,סלע שבים גבוה עשרה טפחים אין מטלטלין לא מתוכו לים ולא מים לתוכו פחות מכן הרי זה מותר ובלבד שיהא כבית סאתים.L,,
,,הזורק מן הים ליבשה ומן היבשה לים,@,
,,מן הים לספינה ומן הספינה לים ומספינה לחבירתה הרי זה פטור. זרק מן האסתרטא לים פטור. ר' שמעון אומ' אם יש במקום שזרק עומק עשרה טפחים הרי זה חייב ובבור אפילו עומק מאה אמה הרי זה חייב.L,,
,,ספינה שבים גבוהה עשרה טפחים אין מטלטלין לא מתוכה לים ולא מים לתוכה. ר' יהודה אומ' עמוקה עשרה ואין גבוהה עשרה מטלטלין מתוכה לים אבל לא מן הים לתוכה.L,,
,,ספינות קשורות זו בזו מעורבין ומטלטלין מזו לזו הותרו חזרו לאיסורן חזרו וקשרום בין אנוסין בין שוגגין בין מזידין בין מוטעין חזרו להיתרן. מחצלות פרושות ברשות הרבים מערבין ומטלטלין מזו לזו. הוקפלו חזרו לאיסורן חזרו ופרסום בין אנוסין בין שוגגין בין מזידין בין מוטעין חזרו להיתרן שכל מחיצה שנעשת בשבת בין אנוסין בין שוגגין בין מזידין בין מוטעין הרי זו מחיצה.L,,
,,בתים שבספינה חייבין בעירוב ושאר שאין להם בתים הרי הן כשרוין בחצר.L,,
,,לווחים שבספינה אין מטלטלין אותן. אם היו מכסין בהן פירות או כלים הרי הן ככסוי כלים ומטלטלין אותן.L,,
,,לא יתלה אדן בשרשי אילן למעלה מעשרה טפחים ויורד וטובל אלא אם כן היו רגליו נוגעות בארץ. אבל נתלה הוא בחבל הקשור בסלע או בספינה ויורד וטובל.L,,
,,הזורק מרשות הרבים לרשות היחיד ונזכר לאחר שיצא מידו קלטה אחר או קלטה כלב או שנשרפה ר' מחייב וחכמים פוטרין. מודה ר' לחכמים שאם זרק מרשות היחיד לרשות הרבים שהוא פטור עד שעה שתנוח. זה הכלל כל חייבי חטאות אינן חייבין עד שתהא תחלתן וסופן שגגה. תחלתן זדון וסופן שגגה תחלתן שגגה וסופן זדון פטורין עד שתהא תחלתן וסופן שגגה. אם יש בשגגה של אחד מהן כדי לעשות מלאכה חייב. כיצד היה יודע שהיא שבת והזיד במלאכה זה הוא מזיד האמור בתורה אם היה מתעסק פטור. שגג בשבת והזיד במלאכה או שהיה יודע שהיא שבת ונתכוון לעשות בה מלאכה אבל לא היה יודע שעל אותה מלאכה חייב חטאת זהו שוגג האמור בתורה.L,,
,פרק 11,"הבונה כל שהו הרי זה חייב. ר' יוסה אומ' אחד נותן את האבן ואחד נותן את הטיט הנותן את הטיט הרי זה חייב. הנוטל את האבן ונתנה על גבי דמוס והתקינה לבנין אע""פ שלא נתן עליה את הטיט הרי זה חייב והרי היא כקרקע לכל דבר.L",,
,,המכה בפטיש אחד טפיחה גדולה ואחד טפיחה קטנה הרי זה חייב. רבן שמעון בן גמליאל או' אף המכה בקורנס על הסדן בשעת מלאכה חייב שכן מרדדין טסין לעבודת המשכן.L,,
,,הקודח והגורר והקוצץ כל שהו הרי זה חייב. ר' שמעון או' עד שיקדיח את כולו עד שיגור את כולו עד שיקוץ את כולו. הצר צורה עד שיצור את כולה. הצובע את העור עד שיצבע את כולו. המעבד את העור עד שיעבד את כולו.L,,
,,"המכבה והמבעיר הרי זה חייב. הנותן שמן בנר אע""פ שיש בו שמן הרי זה חייב. טלטלו ממקום למקום פטור הטהו על צדו הרי זה חייב.L",,
,,היו לפניו שתי נרות דולקין נתכוון לכבות את זה וכבה את זה הרי זה חייב. שתי נרות כבין נתכוון להבעיר את זה והבעיר את זה חייב. אחד כבה ואחד דולק נתכוון לכבות,@,
,,את הדולק והבעיר את הכבה להבעיר את הכבה וכבה את הדולק הרי זה פטור. נתכוון וכבה את הדולק והבעיר את הכבה בנשימה אחת חייב שתי חטאות. אחד נותן את האור ואחד נותן את העצים ואחד נותן את הקדירה ואחד נותן את המים ואחד נותן את הבשר ואחד נותן את התבלין ובא אחד והגיס כולן חייבין. אחד נותן את הקדירה ואחד נותן את המים ואחד נותן את הבשר ואחד נותן את התבלין ואחד נותן את האור ואחד נותן את העצים ובא אחד והגיס שנים האחרונים חייבין.L,,
,,הסורט סרטה אחת על גבי שני נסרים כאחד הרי זה חייב. אמ' ר' עקיבא לא חייבו שתי אותות אלא משם רושם שכן רושמין על קרשי המשכן לידע אי זהו בן זוגו.L,,
,,"כתב אות אחת בראש יריעה מכן ואות אחת בראש יריע' מכן אע""פ מדביקן זו לזו והן נראות אחת חייב ואם לאו פטור. כתב אות אחת ובא אחר וכתב אות אחת ובא אחר וכתב אות אחת אפי' כל השם כולו אפי' כל הספר כולו פטור. כתב אות אחת והשלים את השם אות אחת והשלים את הספר חייב.L",,
,,המקרע על העור כתבנית כתב פטור הרושם על העור כתבנית כתב חייב. כתב בקלפי אגוזים בקלפי רמונים בדם הקרוש בחלב הקרוש על עלה זית ועל עלה חרוב ועל עלה דלעת ועל כל דבר שהוא של קיימא חייב. על עלה חזרין ועל עלה כרישין ועל עלה בצלים ועל עלה ירקות ועל כל דבר שאין של קיימא או דבר שאין של קיימא על דבר שהוא של קיימא פטור עד שיכתוב דבר שהוא של קיימא על דבר שהוא של קיימא.L,,
,,הכותב אות אחת גדולה אם יש במקומה כדי לכתוב שתי אותות פטור.L,,
,,המוחק אות אחת גדולה אם יש במקומה כדי לכתוב שתי אותות חייב. אמ' ר' מנחם בי ר' יוסה זה חומר במוחק שאין בכותב. ובכותב שאין במוחק חומר בכותב הכותב לקלקל חייב והמוחק לקלקל פטור.L,,
,,נפלה דיו על גבי ספר ומחקה שעוה על גבי פנקס ומחקו אם יש במקומה כדי לכתוב שתי אותות חייב. והמוחק לקלקל פטור אין לך שחייב אלא המוחק על מנת לכתוב. והמוחק על מנת לתקן כל שהו הרי זה חייב.L,,
,,הכותב אות אחת ועשאה שתי אותות שתי אותות ועשאן אות אחת הרי זה חייב. נתכוון לכתוב אות אחת ונעשו בידו שתי אותות שתי אותות ונעשו בידו אות אחת הרי זה חייב.L,,
,,כתב שני נקודין ובא אחר וגמרן ועשאן שתי אותות האחרון חייב. כתב על הזוית מבפנים חייב מבחוץ פטור.L,,
,,המצייר בקלפי פולין ובקליפי תרמוסין פטור.L,,
,,המסרט על בשרו ר' ליעזר מחייב וחכמים פוטרין. אמ' להם ר' ליעזר והלא בן סטרא לא למד אלא בכך אמ' לו ומפני שוטה אחד נחייב את כל הפקחין.L,,
,,אחד אוחז בקולמוס ואחד אוחז בידו וכותב האוחז בקולמוס חייב האוחז בידו וכותב פטור. נתכוון לסייעו האוחז בקולמוס פטור והאוחז בידו וכותב חייב. שוגג אוחז בקולמוס ומזיד אוחז בידו וכותב חייב. מזיד אוחז בקולמוס ושוגג אוחז בידו וכותב פטו'.L,,
,,קטן אוחז בקולמוס וגדול אוחז בידו וכותב חייב. גדול אוחז בקולמוס וקטן אוחז בידו וכות' פטור. מודה רבן גמליאל לחכמים שאם כתב אות אחת בשבת זו ואות אחת בשבת אחרת אות אחת בשבת ואות אחת ביום טוב אות אחת בשבת ואות אחת ביום הכפורים שהוא פטור שאין שני ימים מצטרפין למלאכה אחת.L,,
,,אחד נותן את הדיו ואחד נותן את המים ואחד נותן את הקנקנתום שנים האחרונים חייבין. אחד נותן את הקנקנתום ואחד נותן את המים ואחד נותן את הדיו שנים האחרונים חייבין. אחד נותן את הדיו ואחד נותן את,@,
,,הקנקנתום ואחד נותן את המים האחרון חייב. אחד נותן את הקנקנתום ואחד נותן את הדיו ואחד נותן את המים האחרון חייב. אחד נותן את המים ואחד נותן את הדיו אחד נותן את הדיו ואחד נותן את המים אחד נותן את המים ואחד נותן את הקמח אחד נותן את הקמח ואחד נותן את המים אחד נותן את המים ואחד נותן את העפר אחד נותן את העפר ואחד נותן את המים האחרון חייב דברי ר'. ר' יוסה בי ר' יהודה אומ' האחרון אינו חייב אלא עד שיגבל.L,,
,פרק 12,האורג שני חוטין על גבי הגס ועל גבי האימרא הרי זה חייב. ר' ליעזר אומ' אפי' אחד. האורג שני חוטין על גבי ספה על רחב שלשה בתים הרי זה חייב. האורג שלשה חוטין כתחילה הרי זה חייב. למה זה דומה לצלצל קטן שארג בו שני חוטין על רחב שלשה בתים. והאורג שלשה חוטין כתחילה הרי זה חייב.L,,
,,שנים שצדו את הצבי שניהן פטורין שאין שנים חייבין על מלאכה אחת. צדו הראשון והניחו צדו השני והניחו שניהן חייבין. צדו הראשון ונתנו לשני הראשון חייב והשני פטור.L,,
,,הצד צבי בחצר שיש לה שני פתחים פטור. נעל הראשון את הפתח ובא שני ונעל את השני השני חייב והראשון פטור. חזר הראשון ופתח ונעל הראשון חייב על צדה שניה.L,,
,,הצד צבי חיגר וחולה וקטן פטור הצד את הישן חייב. הצד יוני שובך ויוני עליה וצפרים שקיננו בטפיחין ובבירה וכל דבר שמחוסר צידה חייב. אווזין ותרנגלין ויונים הרדסיות וכל דבר שאין מחוסר צדה פטור. הצד זבובין ויתושין חייב ור' יהודה פוטר.L,,
