Id,Relevance,Ref,Version,Lang,Content,Field,Score
99,--,Ikar Tosafot Yom Tov on Mishnah Sotah 8:1:3,On Your Way,he,ירושלמי הרי קריאת שמע דכתיב בה ודברת בם. והיא נאמרת בכל לשון. ומשני נאמר כאן הגשה ונאמר להלן הגשה ונגשו הכהנים בני לוי מה להלן בלה''ק אף כאן בלה''ק. ואיכא דיליף הגשה הגשה מונגש משה אל הערפל. תוספ':,aggresive-ngram,43.24135
100,--,Yoma 19b:10,William Davidson Edition - Aramaic,he,רבי אחא אומר ודברת בם עשה אותן קבע ואל תעשם עראי אמר רבא השח שיחת חולין עובר בעשה שנאמר ודברת בם בם ולא בדברים אחרים רב אחא בר יעקב אמר עובר בלאו שנאמר כל הדברים יגעים לא יוכל איש לדבר,aggresive-ngram,75.98769
101,--,"Bach, Orach Chaim 101:6:1","Tur Orach Chaim, Vilna, 1923",he," ללמד לר' יהודה דבתפלה אסור להשמיע קולו לאחרים משא""כ בק""ש דמותר להשמיע קולו לאחרים מדכתיב ודברת בם ולא בתפלה כדאיתא ביומא ומייתי לה האלפסי פ' היה קורא אמתני' האומנין קורין בראש האילן ופי' ה""ר יונה כך ע""ש רבני צרפת דלענין להשמיע קולו לאחרים מותר בק""ש ואסור בתפלה מהך דרשא ודברת בם ולא בתפלה ע""ש: ",hebmorph-standard,19.96915
102,--,Rashi on Deuteronomy 11:19:1,On Your Way,he,"לדבר בם. משעה שהבן יודע לדבר, למדהו תורה צוה לנו משה (דברים לג, ד) , שיהא זה למוד דבורו מכאן אמרו, כשהתינוק מתחיל לדבר, אביו מסיח עמו בלשון הקדש ומלמדו תורה, ואם לא עשה כן הרי הוא כאלו קוברו, שנאמר ולמדתם אתם את בניכם לדבר בם  וגו' למען ירבו ימיכם וימי בניכם:
",aggresive-ngram,42.682655
103,--,Ramban on Deuteronomy 30:2:1,On Your Way,he," (לעיל כו ו) לנו ולפי דעתי יש בו סוד גדול כי ירמוז למה שאמרו (יבמות סג) אין בן דוד בא עד שיכלו כל הנשמות שבגוף וכבר דברתי בו

",hebmorph-standard,17.114864
104,--,Deuteronomy 6:7,Tanach with Ta'amei Hamikra,he,ושננתם לבניך ודברת בם בשבתך בביתך ובלכתך בדרך ובשכבך ובקומך,aggresive-ngram,162.36304
105,--,Rashi on Psalms 59:15:1,On Your Way,he,"וישובו לערב . מחובר למקרא העליון חטאת פימו הם מדברים ביום ולערב הם שבים לארוב אותם שהלשינו עליהם :
",aggresive-ngram,34.910763
106,--,Malbim on Jeremiah 1:17:1,On Your Way,he,"ואתה,  אולם טרם אושיב השופטים האכזרים האלה אתרה בם תחלה על ידך, כמו שמתרין בבע''ד ע''י שליח ב''ד, ולכן תאזר מתניך ולא תמתין עד שיבואו אצלך רק וקמת ללכת אליהם, ולא תדלג דבר מדברי רק ודברת את כל אשר אנכי מצוך מבלי להפיל דבר, וגם אל תחת מפניהם לחנוף להם כי אז אחתך לפניהם לא אם תעיז פנים נגדם :",ngram,14.448804
107,--,Metzudat David on Psalms 119:23:1,On Your Way,he,"גם ישבו. לא לבד באקראי ידברו בי כי גם ישבו דרך קבע אבל אני לא אדבר בם כ״‎א אשיח בחוקיך:
",aggresive-ngram,34.951565
108,--,Malbim on Ezekiel 18:24:8,On Your Way,he,"בם,  ר''ל בשני הדברים האלה ",aggresive-ngram,11.852172
109,--,"Beit Yosef, Orach Chaim 66:2:1","Tur Orach Chaim, Vilna, 1923",he,"ומ""ש ואפילו באמצע הפסוק הוא ממה שאמרו בירושלמי ע""כ באמצע הפרשה אפילו באמצע הפסוק ר' ירמיה מרמז רבי יונה משתעי רב הונא בשם רב יוסף ודברת בם מכאן יש לך רשות לדבר וכתבו הרא""ש ומשמע לרבינו דרב הונא מייתי",hebmorph-standard,19.196985
110,--,Tosafot Yom Tov on Mishnah Berakhot 1:1:1,"Mishnah, ed. Romm, Vilna 1913",he,"מאימתי קורין את שמע בערבית. תנא אקרא קאי. דכתיב (דברים ו') ודברת בם וגו' בשכבך ובקומך משם למד שחובה על אדם לקרות שמע בערב ובבקר ושאל עכשיו מאימתי זמנו ומדכתיב בשכבך ברישא הקדים של ערבית. גמ' (ועיין במשנה ד'): 
",aggresive-ngram,43.24135
111,--,"Siddur, Edot HaMizrach 13:2:7",Torat Emet 357,he,"ואהבת את יהוה אלהיך בכל לבבך ובכל נפשך ובכל מאדך. והיו הדברים האלה אשר אנכי מצוך היום על לבבך. ושננתם לבניך ודברת בם בשבתך בביתך ובלכתך בדרך ובשכבך ובקומך. וקשרתם לאות על ידך והיו לטטפת בין עיניך. וכתבתם על מזוזת ביתך ובשעריך:
",hebmorph-standard,26.193491
112,--,Rashi on Pesachim 68a:11:2,Vilna Edition,he,כמדובר בם - כמה שהובטחו על ידי נביא:,aggresive-ngram,59.91697
113,--,Jerusalem Talmud Sotah 34a:5,Mechon Mamre Talmud Yerushalmi,he,משוח מלחמה למה.  בגין דכתיב ודיבר.  הרי קרית שמע הרי כתיב בה (דברים ו) ודברת בם והיא נאמרת בכל לשון.  אלא בגין דכתיב בה אמירה.  הרי פרשת וידוי מעשר הרי כתיב בה אמירה והיא נאמרת בכל לשון.  אמר רבי,hebmorph-standard,22.978474
114,--,Tosefta Ketubot 12:14,Tosefta Ketuvot -- Machon Mamre,he,"' של מוציא ש""ר כולם אע""פ שהן בבבל גובה עליהן כסף א""י כסף שדברה בו תורה בכ""מ זה כסף צורי איזה כסף צורי זה כסף ירושלמי. ",hebmorph-standard,20.954182
115,--,Ikar Siftei Hachamim on Deuteronomy 6:7:3,On Your Way,he,"דאם לא כן ודברת אותם הל""ל אלא בם ולא בדברים אחרים:",ngram,28.645346
116,--,Ikar Siftei Hachamim on Deuteronomy 6:7:4,On Your Way,he,"(קצ""מ) נראה לי דהכי פירושו דאין לומר בשכבך ובקומך דוקא אפילו בחצי היום ובחצי הלילה. מדכתיב בשבתך בביתך ובלכתך בדרך ובשכבך ובקומך אם כן כל היום וכל הלילה יקראו קריאת שמע ואם כן הל""ל ודברת בם יומם",hebmorph-standard,26.193491
117,--,Malbim on Isaiah 49:19:2,On Your Way,he,תלבשי בם) ,infreq,12.5662775
118,--,Tosafot on Berakhot 13a:17:1,Vilna Edition,he,"ובאמצע שואל מפני וכו' - ופסק רבינו שמעיה דבמקום שאסור לספר אסור לדבר אפילו בלשון הקודש וכן משמע מתוך מתניתין. ובירושלמי קאמר אפילו באמצע הפסוק רב הונא בשם רב יוסף אמר ודברת בם מכאן שיש לך רשות לדבר בם. והיינו נמי דאמרי' בפ""ק דיומא (דף יט:) ודברת בם ולא בתפלה פירוש שאין משיבין בה מפני הכבוד:",aggresive-ngram,52.519093
