mitzvah Title chinukh,mitzvah Title Rambam,chinukh,smk,rambam,wiki_rambam,wiki_table,smg,mishneh,shulchanArukh,pasuk
קכד. שלא להבדיל בחטאת העוף,"מצווה קכה: מצוות לא תעשה, שלא להבדיל בחטאת העוף",124,[]," לא תעשה קי""ב",,," לאוין שכ""ז","רמב""ם הלכות מעשה הקרבנות פרק ז' הלכות ו-ט",[],"ויקרא ה, ח."
,,124,[],"[u'Negative', 112]","[u'Negative', 112]",TRUE,"[u'Negative Commandments', 327]","[u'Mishneh Torah, Sacrificial Procedure 7:6-9']",[],[u'Leviticus 5:8']
,,"https://www.sefaria.org/Sefer_HaChinukh.124
",,"https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.112
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.112",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.327
","https://www.sefaria.org/Mishneh_Torah,_Sacrificial_Procedure.7:6-9
",,"https://www.sefaria.org/Leviticus.5:8
"
,,"שלא להבדיל בחטאת העוף - שלא יפריד הכהן מן העוף הבא לקרבן והוא הנקרא חטאת העוף הראש מן הגוף כשימלק אותו, שנאמר (ויקרא ה ח) ומלק את ראשו ממול ערפו ולא יבדיל. ופרוש מליקה הוא (רש''י זבחים סה א) שנועץ הכה",,"שלא יבדיל ראש חטאת העוף, שנאמר ""ומלק את ראשו ממול עורפו"" (ויקרא ה,ח).
",,,"שלא יבדיל בחטאת העוף שנא' ומלק את ראשו ממול ערפו ולא יבדיל:
","חַטַּאת הָעוֹף כֵּיצַד הָיְתָה נַעֲשֵׂית. מוֹלֵק אוֹתָהּ בְּקֶרֶן דְּרוֹמִית מַעֲרָבִית כְּמוֹ שֶׁבֵּאַרְנוּ וְיוֹרֵד בְּצִפָּרְנוֹ עַד שֶׁיַּחְתֹּךְ הַסִּימָנִין אוֹ רֹב אֶחָד מֵהֶן וְאֵינוֹ מַבְדִּיל הָרֹאשׁ מִן הַגּוּף. וְאִם הִבְדִּיל פָּסַל וְלוֹקֶה שֶׁנֶּאֱמַר (ויקרא ה ח) ""וּמָלַק אֶת רֹאשׁוֹ מִמּוּל עָרְפּוֹ וְלֹא יַבְדִּיל"". וּמַזֶּה מִדָּמָהּ עַל קִיר הַמִּזְבֵּחַ לְמַטָּה מֵאֶמְצָעוֹ. וּשְׁיָרֵי הַדָּם מִתְמַצִּים עַל הַיְסוֹד שֶׁנֶּאֱמַר (ויקרא ה ט) ""וְהַנִּשְׁאָר בַּדָּם יִמָּצֵה עַל יְסוֹד הַמִּזְבֵּחַ"" מִכְּלָל שֶׁהַנְּתִינָה עַל קִיר שֶׁהַשְּׁיָרִין שֶׁלּוֹ מִתְמַצִּין אֶל יְסוֹד וְזֶהוּ קִיר הַתַּחְתּוֹן: 

",,"וְהֵבִ֤יא אֹתָם֙ אֶל־הַכֹּהֵ֔ן וְהִקְרִ֛יב אֶת־אֲשֶׁ֥ר לַחַטָּ֖את רִאשׁוֹנָ֑ה וּמָלַ֧ק אֶת־רֹאשׁ֛וֹ מִמּ֥וּל עָרְפּ֖וֹ וְלֹ֥א יַבְדִּֽיל׃
"
קכה. שלא ליתן שמן זית במנחת חוטא,"מצווה קכו: מצוות לא תעשה, שלא לשים שמן במנחת חוטא",125,[]," לא תעשה ק""ב",,," לאוין שכ""ח","רמב""ם הלכות מעשה הקרבנות פרק י""ב הלכות ז-ח",[],"ויקרא ה, ו."
,,125,[],"[u'Negative', 102]","[u'Negative', 102]",TRUE,"[u'Negative Commandments', 328]","[u'Mishneh Torah, Sacrificial Procedure 12:7-8']",[],[u'Leviticus 5:6']
,,"https://www.sefaria.org/Sefer_HaChinukh.125
",,"https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.102
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.102",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.328
","https://www.sefaria.org/Mishneh_Torah,_Sacrificial_Procedure.12:7-8
",,"https://www.sefaria.org/Leviticus.5:6
"
,,"שלא לתן שמן זית במנחת חוטא - שלא ישים הכהן שמן במנחת חוטא עני, שנאמר (ויקרא ה יא) לא ישים עליה שמן. ואף על פי שבשאר מנחות היו נותנין שמן. ומפני כן אמרתי חוטא עני, כי חוטא עשיר אינו מביא מנחת קמח לעולם",,"שלא ליתן שמן זית במנחת חוטא, שנאמר ""לא ישים עליה שמן"" (ויקרא ה,יא).
",,,"שלא ליתן שמן במנחת חוטא שנ' לא יצוק עליה שמן:
","כָּל הַמְּנָחוֹת הַקְּרֵבוֹת לְגַבֵּי הַמִּזְבֵּחַ טְעוּנוֹת שֶׁמֶן וּלְבוֹנָה. לוֹג שֶׁמֶן לְכָל עִשָּׂרוֹן. וְקֹמֶץ לְבוֹנָה לְכָל מִנְחָה. בֵּין שֶׁהָיְתָה עִשָּׂרוֹן אֶחָד בֵּין שֶׁהָיְתָה שִׁשִּׁים עֶשְׂרוֹנִים. שֶׁאֵין מְבִיאִין בִּכְלִי אֶחָד יֶתֶר עַל שִׁשִּׁים עִשָּׂרוֹן כְּמוֹ שֶׁיִּתְבָּאֵר. חוּץ מִמִּנְחַת קְנָאוֹת וּמִנְחַת חוֹטֵא שֶׁנֶּאֱמַר (ויקרא ה יא) ""לֹא יָשִׂים עָלֶיהָ שֶׁמֶן וְלֹא יִתֵּן עָלֶיהָ לְבֹנָה"":

",,"וְהֵבִ֣יא אֶת־אֲשָׁמ֣וֹ לַיהוָ֡ה עַ֣ל חַטָּאתוֹ֩ אֲשֶׁ֨ר חָטָ֜א נְקֵבָ֨ה מִן־הַצֹּ֥אן כִּשְׂבָּ֛ה אֽוֹ־שְׂעִירַ֥ת עִזִּ֖ים לְחַטָּ֑את וְכִפֶּ֥ר עָלָ֛יו הַכֹּהֵ֖ן מֵחַטָּאתֽוֹ׃
"
קכו. שלא לתת לבונה במנחת חוטא,"מצווה קכז: מצוות לא תעשה, שלא ליתן לבונה במנחת חוטא",126,[]," לא תעשה ק""ג",,," לאוין שכ""ט","רמב""ם הלכות מעשה הקרבנות פרק י""ב",[],"ויקרא ה, יא."
,,126,[],"[u'Negative', 103]","[u'Negative', 103]",TRUE,"[u'Negative Commandments', 329]","[u'Mishneh Torah, Sacrificial Procedure 12']",[],[u'Leviticus 5:11']
,,"https://www.sefaria.org/Sefer_HaChinukh.126
",,"https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.103
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.103",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.329
","https://www.sefaria.org/Mishneh_Torah,_Sacrificial_Procedure.12
",,"https://www.sefaria.org/Leviticus.5:11
"
,,"שלא לתת לבונה במנחת חוטא - שלא לתת לבונה במנחה זו שאמרנו של חוטא עני, שנאמר (ויקרא ה יא) ולא יתן עליה לבונה. ולשון המשנה (מנחות נט ב) וחיב על השמן בפני עצמו ועל הלבונה בפני עצמה, לפי שהן שני לאוין בלי",,"שלא ליתן עליה לבונה, שנאמר ""ולא ייתן עליה לבונה"" (ויקרא ה,יא).
",,,"שלא ליתן לבונה במנחת חוטא שנאמר ולא יתן עליה לבונה:
","הַמְּנָּחוֹת הֵם מִן הַקָּרְבָּנוֹת. וְהַמְּנָחוֹת הַבָּאוֹת בִּפְנֵי עַצְמָן וִאֵינָן בָּאוֹת מִשּׁוּם נְסָכִים. מֵהֶם מִנְחַת צִבּוּר. וּמֵהֶם מִנְחַת יָחִיד:

",,"וְאִם־לֹא֩ תַשִּׂ֨יג יָד֜וֹ לִשְׁתֵּ֣י תֹרִ֗ים אוֹ֮ לִשְׁנֵ֣י בְנֵי־יוֹנָה֒ וְהֵבִ֨יא אֶת־קָרְבָּנ֜וֹ אֲשֶׁ֣ר חָטָ֗א עֲשִׂירִ֧ת הָאֵפָ֛ה סֹ֖לֶת לְחַטָּ֑את לֹא־יָשִׂ֨ים עָלֶ֜יהָ שֶׁ֗מֶן וְלֹא־יִתֵּ֤ן עָלֶ֙יהָ֙ לְבֹנָ֔ה כִּ֥י חַטָּ֖את הִֽיא׃
"
קכז. מצות תוספת חומש לאוכל מן ההקדש או מועל בו,מצווה קכח: מצוות עשה המועל בקדשים יתן קרן וחומש ואשם,127,[]," מצוות עשה קי""ח",,," עשין ר""י","רמב""ם הלכות מעילה פרק א' ופרק ה'",[],"ויקרא ה, טז."
,,127,[],"[u'Positive', 118]","[u'Positive', 118]",TRUE,"[u'Positive Commandments', 210]","[u'Mishneh Torah, Trespass 1'], [u'Mishneh Torah, Trespass 5']",[],[u'Leviticus 5:16']
,,"https://www.sefaria.org/Sefer_HaChinukh.127
",,"https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.118
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.118",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Positive_Commandments,_Remazim.210
","https://www.sefaria.org/Mishneh_Torah,_Trespass.1
",,"https://www.sefaria.org/Leviticus.5:16
"
,,"מצות תוספת חמש לאוכל מן ההקדש או מועל בו - לשלם כל הנהנה מן ההקדש (עי, סהמ''צ עשה קיח), אחד קדשי מזבח ואחד קדשי הבית ואף בחרמי כהנים וכן בקדשים קלים, או אוכל קדש בשגגה, כלומר התרומה, כל מה שאכל או נהנ",,"לשלם השוגג במעילה מה שמעל לה' ולהוסיף חומש, שנאמר: ""וְאֵת אֲשֶׁר חָטָא מִן הַקֹּדֶשׁ יְשַׁלֵּם"" (ויקרא ה, טז).
",,,"שישלם המועל בקדשי ה' הקרן וחומש ואשם שנאמר (ויקרא) נפש כי תמעול מעל וחטאה בשגגה מקדשי ה' וגו' שם בארנו הלכות מעילה:
","אָסוּר לְהֶדְיוֹט לֵהָנוֹת מִקָּדְשֵׁי הַשֵּׁם. בֵּין מִדְּבָרִים הַקְּרֵבִין עַל גַּבֵּי הַמִּזְבֵּחַ. בֵּין מִקָּדְשֵׁי בֶּדֶק הַבַּיִת. וְכָל הַנֶּהֱנֶה בִּשְׁוֵה פְּרוּטָה מִקָּדְשֵׁי הַשֵּׁם מָעַל:

",,"וְאֵ֣ת אֲשֶׁר֩ חָטָ֨א מִן־הַקֹּ֜דֶשׁ יְשַׁלֵּ֗ם וְאֶת־חֲמִֽישִׁתוֹ֙ יוֹסֵ֣ף עָלָ֔יו וְנָתַ֥ן אֹת֖וֹ לַכֹּהֵ֑ן וְהַכֹּהֵ֗ן יְכַפֵּ֥ר עָלָ֛יו בְּאֵ֥יל הָאָשָׁ֖ם וְנִסְלַ֥ח לֽוֹ׃ (פ)
"
קכח. מצות קורבן אשם תלוי,מצווה קכט: מצוות עשה להביא אשם תלוי על ספק,128,[]," מצוות עשה ע""א",,," עשין רט""ו","רמב""ם הלכות שגגות פרק ח'",[],"ויקרא ה, יז-יח."
,,128,[],"[u'Positive', 70]","[u'Positive', 70]",FALSE,"[u'Positive Commandments', 215]","[u'Mishneh Torah, Offerings for Unintentional Transgressions 8']",[],[u'Leviticus 5:17-18']
,,"https://www.sefaria.org/Sefer_HaChinukh.128
",,"https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.71
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.70",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Positive_Commandments,_Remazim.215
","https://www.sefaria.org/Mishneh_Torah,_Offerings_for_Unintentional_Transgressions.8
",,"https://www.sefaria.org/Leviticus.5:17-18
"
,,"מצות קרבן אשם תלוי - להקריב קרבן מי שנסתפק לו אם חטא בחטא מהחטאים הגדולים שאדם מתחייב בעשותו אותם בזדון כרת ובשגגה חטאת קבועה (כריתות כה א). ויתחדש עליו הספק בענין זה, כמו שתאמר על דרך משל שהיו לפניו ",,"להקריב השוגג במעילה, או החוטא בגזילה, או בשפחה חרופה, או שכפר בפיקדון ונשבע; מביא קרבן אשם, וזה הוא הנקרא אשם ודאי.
",,,"שיקריב החוטא אשם ודאי על עבירות ידועות כגון אשם גזילות אשם מעילות אשם שפחה חרופה (ויקרא וקדושים) כאשר כתוב בכל אחד:
","כָּל חֵטְא שֶׁחַיָּבִין עַל שִׁגְגָתוֹ חַטָּאת קְבוּעָה חַיָּבִין עַל לֹא הוֹדַע שֶׁלּוֹ אָשָׁם תָּלוּי. וּמַהוּ לֹא הוֹדַע. אִם נִסְתַּפֵּק לוֹ אִם שָׁגַג בְּדָבָר זֶה אוֹ לֹא שָׁגַג הֲרֵי זֶה מְצֻוֶּה לְהַקְרִיב אָשָׁם שֶׁנֶּאֱמַר (ויקרא ה יז) ""וְלֹא יָדַע וְאָשֵׁם וְנָשָׂא עֲוֹנוֹ"" (ויקרא ה יח) ""וְהֵבִיא אַיִל תָּמִים מִן הַצֹּאן בְּעֶרְכְּךָ לְאָשָׁם"" וְזֶהוּ הַנִּקְרָא אָשָׁם תָּלוּי מִפְּנֵי שֶׁהוּא מְכַפֵּר עַל הַסָּפֵק וְתוֹלֶה לוֹ עַד שֶׁיִּוָּדַע לוֹ בְּוַדַּאי שֶׁחָטָא בִּשְׁגָגָה וְיַקְרִיב חַטָּאתוֹ:

",,"וְאִם־נֶ֙פֶשׁ֙ כִּ֣י תֶֽחֱטָ֔א וְעָֽשְׂתָ֗ה אַחַת֙ מִכָּל־מִצְוֺ֣ת יְהוָ֔ה אֲשֶׁ֖ר לֹ֣א תֵעָשֶׂ֑ינָה וְלֹֽא־יָדַ֥ע וְאָשֵׁ֖ם וְנָשָׂ֥א עֲוֺנֽוֹ׃
"
קכט. מצות קורבן אשם ודאי,מצווה קלא: מצוות עשה שיקריב חוטא אשם ודאי,129,[]," מצוות עשה ע""א",,," עשין רט""ו",[],[],"ויקרא ה, כה."
,,129,[],"[u'Positive', 71]","[u'Positive', 71]",TRUE,"[u'Positive Commandments', 215]",[],[],[u'Leviticus 5:25']
,,"https://www.sefaria.org/Sefer_HaChinukh.129
",,"https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.71
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.71",,,,,"https://www.sefaria.org/Leviticus.5:25
"
,,"מצות קרבן אשם ודאי - להקריב קרבן על חטאים ידועים כמו שנפרש אותם, וזה הקרבן נקרא אשם ודאי, והוא קרבן של איל שצריך להיות שוה שתי סלעים (כריתות כב ב). ויש מן החטאים אלו שקרבן זה בא עליהן בין חטא בהן בשוג",,"להקריב השוגג במעילה, או החוטא בגזילה, או בשפחה חרופה, או שכפר בפיקדון ונשבע; מביא קרבן אשם, וזה הוא הנקרא אשם ודאי.
",,,,,,"וְאֶת־אֲשָׁמ֥וֹ יָבִ֖יא לַיהוָ֑ה אַ֣יִל תָּמִ֧ים מִן־הַצֹּ֛אן בְּעֶרְכְּךָ֥ לְאָשָׁ֖ם אֶל־הַכֹּהֵֽן׃
"
קל. מצות השבת גזל,מצווה קל: מצוות עשה להשיב את הגזילה אשר גזל,130," סימן רמ""ו."," מצוות עשה קצ""ד",,," עשין ע""ג","רמב""ם הלכות גזלה ואבדה פרקים א'-ח'"," חושן משפט סימנים ש""ס, שס""ו, שס""ז וע""ש דין גוזל לרבים","ויקרא ה, כג."
,,130,[246],"[u'Positive', 194]","[u'Positive', 194]",TRUE,"[u'Positive Commandments', 73]","[u'Mishneh Torah, Robbery and Lost Property 1-8']","[[u'Shulchan Arukh, Choshen Mishpat 360'], [u'Shulchan Arukh, Choshen Mishpat 366'], [u'Shulchan Arukh, Choshen Mishpat 367']]",[u'Leviticus 5:23']
,,"https://www.sefaria.org/Sefer_HaChinukh.130
","https://www.sefaria.org/Sefer_Mitzvot_Katan,_Remazim.246
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.194
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.194",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Positive_Commandments,_Remazim.73
","https://www.sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.1-8
","https://www.sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.360
","https://www.sefaria.org/Leviticus.5:23
"
,,"מצות השבת גזל - שנצטוינו להשיב את הגזלה בעין. (ב''ק סו א). כלומר שאם הדבר ממש שגזל הוא אצלו ולא נשתנה ברשותו שחיב להשיבו אל הנגזל כמות שהוא, ולא שיקחנו לעצמו ויתן דמיו לנגזל, שנאמר (ויקרא ה כג) והשיב ","להשיב גזל דכתיב והשיב את הגזילה אשר גזל (ויקרא ה)
","להשיב את הגזל, שנאמר: ""והשיב את הגזילה אשר גזל"" (ויקרא ה,כג).
",,,"שחייב אדם להחזיר הגזילה שגזל שנאמר (ויקרא) והשיב את הגזילה אשר גזל שם בארנו הלכות גזילה. ודין הדר בחצר חברו שלא מדעתו. ודין שולח יד בפקדון. ודין שואל מדעת. ודין טוען מחבירו שגזלו. ודין מחוייב שבועה ואינו יכול לישבע. ודין שאסור לקנות דבר הגזול ודין הגזלן שמת. ודין המוכסין והלסטין והנדרים שנדרוס להם. ודין המלכות. ודין דברים ששטפו נהר או לקחו גייס. ודין שנתחלפו כליו בבית המשתה. ודין מפריחי יונים ומשחקי בקוביא. ודין גוזל דבר שבמצודה. ודין כופר בפקדון ונשבע והודה משלם קרן וחומש ואשם. ודין מחזיר גזילה ודין גזל הגר. ודין גוזל שדה מחברו או בונה ביתו שלא ברשות:
","כָּל הַגּוֹזֵל אֶת חֲבֵרוֹ שְׁוֵה פְּרוּטָה עוֹבֵר בְּלֹא תַּעֲשֶׂה שֶׁנֶּאֱמַר (ויקרא יט יג) ""לֹא תִגְזל"". אֵין לוֹקִין עַל לָאו זֶה שֶׁהֲרֵי הַכָּתוּב נִתְּקוֹ לַעֲשֵׂה שֶׁאִם גָּזַל חַיָּב לְהַחְזִיר שֶׁנֶּאֱמַר (ויקרא ה כג) ""וְהֵשִׁיב אֶת הַגְּזֵלָה אֲשֶׁר גָּזָל"" זוֹ מִצְוַת עֲשֵׂה. וַאֲפִלּוּ שָׂרַף הַגְּזֵלָה אֵינוֹ לוֹקֶה שֶׁהֲרֵי הוּא חַיָּב לְשַׁלֵּם דָּמֶיהָ וְכָל לָאו שֶׁנִּתָּן לְתַשְׁלוּמִין אֵין לוֹקִין עָלָיו: 

","<b>מצוה על הגזלן להשיב הגזילה ואם אין בה שוה פרוטה או נשתנית ובו י סעיפים:</b><br>כל הגוזל חייב להחזיר הגזילה עצמה שנא' והשיב את הגזילה אשר גזל ואם אבדה או נשתנית משלם דמיה בין שהודה מפי עצמו בין שבאו עליו עדים שגזל אפי' גזל קורה ובנאה בבירה גדולה הואיל ולא נשתנית דין תורה הוא שיהרוס כל הבנין ויחזר הקורה לבעלים אבל תקנו חכמים מפני תקנת השבים שיהיה נותן את דמיה ולא יפסיד הבנין אפי' גזל קורה ועשאה בסוכות החג ובא בעל הקורה ותובעה בתוך החג נותן לו את דמיה אבל אחר החג הואיל ולא נשתנית ולא בנאה בטיט מחזיר את הקורה עצמה: הגה גזל קרקע ובנה עליה בניינים גדולים צריך לסתור הכל ולהשיב קרקע לבעלים דלא עשו תקנת השבים בקרקע (ר' י נל""א ח""ו):
","וְהָיָה֮ כִּֽי־יֶחֱטָ֣א וְאָשֵׁם֒ וְהֵשִׁ֨יב אֶת־הַגְּזֵלָ֜ה אֲשֶׁ֣ר גָּזָ֗ל א֤וֹ אֶת־הָעֹ֙שֶׁק֙ אֲשֶׁ֣ר עָשָׁ֔ק א֚וֹ אֶת־הַפִּקָּד֔וֹן אֲשֶׁ֥ר הָפְקַ֖ד אִתּ֑וֹ א֥וֹ אֶת־הָאֲבֵדָ֖ה אֲשֶׁ֥ר מָצָֽא׃
"
קלא. מצות הרמת הדשן,מצווה קלב: מצוות עשה להרים הדשן מהמזבח בכל יום,131,[],מצוות עשה ל',,," עשין קצ""ב","רמב""ם הלכות תמידין ומוספין פרק ב' הלכות י'-טו'",[],"ויקרא ו, ג."
,,131,[],"[u'Positive', 30]","[u'Positive', 30]",TRUE,"[u'Positive Commandments', 192]","[u'Mishneh Torah, Daily Offerings and Additional Offerings 2:10-15']",[],[u'Leviticus 6:3']
,,"https://www.sefaria.org/Sefer_HaChinukh.131
",,"https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.30
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.30",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Positive_Commandments,_Remazim.192
","https://www.sefaria.org/Mishneh_Torah,_Daily_Offerings_and_Additional_Offerings.2:10-15
",,"https://www.sefaria.org/Leviticus.6:3
"
,,"מצות הרמת הדשן - שיסיר הכהן הדשן בכל יום ויום מעל המזבח, וזהו שנקרא תרומת הדשן, שהיתה נעשית בכל יום, שנאמר (ויקרא ו ג) ולבש הכהן מדו בד וגו', והרים את הדשן.
",,"לְהָרִים הַדֶּשֶׁן מֵעַל הַמִּזְבֵּחַ בְּכָל יוֹם, שֶׁנֶּאֱמָר: ""וְהֵרִים אֶת הַדֶּשֶׁן"" (ויקרא ו, ג).
",,,"למשות תרומת הדשן בכל יום שנ' (צו) והרים את הדשן אשר תאכל האש את עולה וגו' שם בארנו סדר עבודת התמיד:
","הֲרָמַת הַדֶּשֶׁן מֵעַל הַמִּזְבֵּחַ בְּכָל יוֹם מִצְוַת עֲשֵׂה שֶׁנֶּאֱמַר וְהֵרִים אֶת הַדֶּשֶׁן. וְהִיא עֲבוֹדָה מֵעֲבוֹדוֹת כְּהֻנָּה. וּבִגְדֵי כְּהֻנָּה שֶׁתּוֹרֵם בָּהֶן הַדֶּשֶׁן יִהְיוּ פְּחוּתִין מִן הַבְּגָדִים שֶׁמְּשַׁמֵּשׁ בָּהֶם בִּשְׁאָר עֲבוֹדוֹת שֶׁנֶּאֱמַר (ויקרא ו ד) ""וּפָשַׁט אֶת בְּגָדָיו וְלָבַשׁ בְּגָדִים אֲחֵרִים וְהֵרִים אֶת הַדֶּשֶׁן"". אֵינוֹ אוֹמֵר אֲחֵרִים שֶׁיִּהְיוּ בִּגְדֵי חֹל אֶלָּא שֶׁיִּהְיוּ פְּחוּתִין מִן הָרִאשׁוֹנִים. לְפִי שֶׁאֵינוֹ דֶּרֶךְ אֶרֶץ שֶׁיִּמְזֹג כּוֹס לְרַבּוֹ בִּבְגָדִים שֶׁבִּשֵּׁל בָּהֶם קְדֵרָה לְרַבּוֹ: 

",,"וְלָבַ֨שׁ הַכֹּהֵ֜ן מִדּ֣וֹ בַ֗ד וּמִֽכְנְסֵי־בַד֮ יִלְבַּ֣שׁ עַל־בְּשָׂרוֹ֒ וְהֵרִ֣ים אֶת־הַדֶּ֗שֶׁן אֲשֶׁ֨ר תֹּאכַ֥ל הָאֵ֛שׁ אֶת־הָעֹלָ֖ה עַל־הַמִּזְבֵּ֑חַ וְשָׂמ֕וֹ אֵ֖צֶל הַמִּזְבֵּֽחַ׃
"
קלב. מצות הדלקת אש על המזבח בכל יום,מצווה קלג: מצוות עשה שתוקד אש על המזבח תמיד,132,[]," מצוות עשה כ""ט",,," עשין קצ""א","רמב""ם הלכות תמידין ומוספין פרק ב' הלכות א'-ה'",[],"ויקרא ו, ו."
,,132,[],"[u'Positive', 29]","[u'Positive', 29]",TRUE,"[u'Positive Commandments', 191]","[u'Mishneh Torah, Daily Offerings and Additional Offerings 2:1-5']",[],[u'Leviticus 6:6']
,,"https://www.sefaria.org/Sefer_HaChinukh.132
",,"https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.29
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.29",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Positive_Commandments,_Remazim.191
","https://www.sefaria.org/Mishneh_Torah,_Daily_Offerings_and_Additional_Offerings.2:1-5
",,"https://www.sefaria.org/Leviticus.6:6
"
,,"מצות הדלקת אש על המזבח בכל יום - להבעיר (י''ג להיות) אש על המזבח בכל יום תמיד, שנאמר (ויקרא ו ו) אש תמיד תוקד על המזבח. ובא הפרוש של תמיד, כלומר להשים בו עצים בבקר ובין הערבים, ובבאור אמרו זכרונם לברכ",,"לַעֲרֹךְ אֵשׁ בְּמִזְבַּח הָעוֹלָה תָּמִיד, שֶׁנֶּאֱמָר: ""אֵשׁ תמיד תוקד על המזבח"" (ויקרא ו, ו).
",,,"להדליק בכל יום אש על המזבח שנאמר (צו) ובער עליה הכהן עצים בבקר בבקר:
","מִצְוַת עֲשֵׂה לִהְיוֹת אֵשׁ יְקוּדָה עַל הַמִּזְבֵּחַ תָּמִיד שֶׁנֶּאֱמַר (ויקרא ו ו) ""אֵשׁ תָּמִיד תּוּקַד עַל הַמִּזְבֵּחַ"". אַף עַל פִּי שֶׁהָאֵשׁ יָרְדָה מִן הַשָּׁמַיִם מִצְוָה לְהָבִיא אֵשׁ מִן הַהֶדְיוֹט שֶׁנֶּאֱמַר (ויקרא א ז) ""וְנָתְנוּ בְּנֵי אַהֲרֹן הַכֹּהֲנִים אֵשׁ עַל הַמִּזְבֵּחַ"":

",,"אֵ֗שׁ תָּמִ֛יד תּוּקַ֥ד עַל־הַמִּזְבֵּ֖חַ לֹ֥א תִכְבֶֽה׃ (ס)
"
קלג. שלא לכבות אש מעל המזבח,"מצווה קלד: מצוות לא תעשה, שלא לכבות אש המזבח",133,[]," לא תעשה פ""א",,," לאוין של""ד","רמב""ם הלכות תמידין ומוספין פרק ב' הלכה ו'",[],"ויקרא ו, ו."
,,133,[],"[u'Negative', 81]","[u'Negative', 81]",TRUE,"[u'Negative Commandments', 334]","[u'Mishneh Torah, Daily Offerings and Additional Offerings 2:6']",[],[u'Leviticus 6:6']
,,"https://www.sefaria.org/Sefer_HaChinukh.133
",,"https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.81
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.81",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.334
","https://www.sefaria.org/Mishneh_Torah,_Daily_Offerings_and_Additional_Offerings.2:6
",,"https://www.sefaria.org/Leviticus.6:6
"
,,"שלא לכבות אש מעל המזבח - שלא לכבות אש מעל המזבח, שנאמר (ויקרא ו ו) אש תמיד תוקד על המזבח לא תכבה.
",,"שלא להקטיר ולהקריב במזבח הזהב, שנאמר ""לא תעלו עליו קטורת זרה"" (שמות ל,ט).
",,,"שלא לכתוב אש המזבח שנאמר אש תמיד תוקד על המזבח לא תכבה:
","הַמְכַבֶּה אֵשׁ הַמִּזְבֵּחַ לוֹקֶה שֶׁנֶּאֱמַר (ויקרא ו ה ו) ""לֹא תִכְבֶּה"". אֲפִלּוּ גַּחֶלֶת אַחַת וַאֲפִלּוּ הוֹרִידָהּ מֵעַל הַמִּזְבֵּחַ וְכִבָּה לוֹקֶה. אֲבָל אֵשׁ מַחְתָּה וְאֵשׁ מְנוֹרָה שֶׁהֱכִינָהּ בַּמִּזְבֵּחַ לְהַדְלִיק מִמֶּנָּה אַף עַל פִּי שֶׁכִּבָּה אוֹתָן בְּרֹאשׁ הַמִּזְבֵּחַ פָּטוּר שֶׁהֲרֵי נִתְּקָהּ לְמִצְוָה אַחֶרֶת וְאֵין אֲנִי קוֹרֵא בָּהֶן אֵשׁ הַמִּזְבֵּחַ:

",,"אֵ֗שׁ תָּמִ֛יד תּוּקַ֥ד עַל־הַמִּזְבֵּ֖חַ לֹ֥א תִכְבֶֽה׃ (ס)
"
קלד. מצות אכילת שיירי מנחות,מצווה קלה: מצוות עשה שיאכלו כהנים שיורי מנחות,134,[]," מצוות עשה פ""ח",,," עשין קפ""ה","רמב""ם הלכות מעשה הקרבנות פרק י'",[],"ויקרא ו, ט."
