mitzvah Title chinukh,mitzvah Title Rambam,chinukh,smk,rambam,wiki_rambam,wiki_table,smg,mishneh,shulchanArukh,pasuk
שפג. שלא לשבור עצם מעצמות פסח שני,"מצווה שפד: מצוות לא תעשה, שלא לשבור עצם מפסח שני",383,[]," מצוות לא תעשה קכ""א",,," לאוין שנ""ז","רמב""ם הלכות קרבן פסח פרק י' הלכה טו'",[],"במדבר ט, יב.]."
,,383,[],"[u'Negative', 121]","[u'Negative', 122]",False,"[u'Negative Commandments', 357]","[u'Mishneh Torah, Paschal Offering 10:15']",[],[u'Numbers 9']
,,"https://www.sefaria.org/Sefer_HaChinukh.383
",,"https://www.sefaria.org/Sefer_HaMitzvot,_Negative_Commandments.121
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.122",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.357
","https://www.sefaria.org/Mishneh_Torah,_Paschal_Offering.10:15
",,"https://www.sefaria.org/Numbers.9
"
,,"שלא לשבר עצם מעצמות פסח שני - שלא לשבר עצם מכל עצמות הפסח. שנאמר (במדבר ט יב) ועצם לא ישברו בו. כל ענין לאו זה מכון בלאו הבא על זה גם כן בפסח ראשון בסדר בא אל פרעה והוא שם (מצוה טז), תראנו משם אם רצונך לדעת.
",," הזהירנו משבור עצם מעצמות קרבן הפסח. והוא אמרו ועצם לא תשברו בו ומי ששבר בו עצם לוקה. (בא אל פרעה, קרבן פסח פ""י): 
",,,"שלא לשבור עצם בפסח שני שנא' ועצם לא ישברו בו:
","מַה בֵּין פֶּסַח רִאשׁוֹן לְפֶסַח שֵׁנִי. הָרִאשׁוֹן אָסוּר בְּחָמֵץ בְּבַל יֵרָאֶה וּבַל יִמָּצֵא. וְאֵינוֹ נִשְׁחָט עַל חָמֵץ. וְאֵין מוֹצִיאִין מִמֶּנּוּ חוּץ לַחֲבוּרָה. וְטָעוּן הַלֵּל בַּאֲכִילָתוֹ. וּמְבִיאִין עִמּוֹ חֲגִיגָה. וְאֶפְשָׁר שֶׁיָּבוֹא בְּטֻמְאָה אִם נִטְמָא רֹב הַקָּהָל טֻמְאַת מֵת כְּמוֹ שֶׁבֵּאַרְנוּ. אֲבָל פֶּסַח שֵׁנִי חָמֵץ וּמַצָּה עִמּוֹ בַּבַּיִת. וְאֵינוֹ טָעוּן הַלֵּל בַּאֲכִילָתוֹ. וּמוֹצִיאִין אוֹתוֹ חוּץ לַחֲבוּרָתוֹ. וְאֵין מְבִיאִין עִמּוֹ חֲגִיגָה וְאֵינוֹ בָּא בְּטֻמְאָה. וּשְׁנֵיהֶם דּוֹחִין אֶת הַשַּׁבָּת. וּטְעוּנִין הַלֵּל בַּעֲשִׂיָּתָן וְנֶאֱכָלִין צָלִי בְּבַיִת אֶחָד עַל מַצָּה וּמָרוֹר. וְאֵין מוֹתִירִין מֵהֶן. וְאֵין שׁוֹבְרִין בָּהֶן אֶת הָעֶצֶם. וְלָמָּה לֹא יִשְׁוֶה הַשֵּׁנִי לָרִאשׁוֹן לְכָל הַדְּבָרִים מֵאַחַר שֶׁנֶּאֱמַר <small>(במדבר ט יב)</small> ""כְּכָל חֻקַּת הַפֶּסַח יַעֲשׂוּ"". לְפִי שֶׁפֵּרֵשׁ בּוֹ מִקְצָת חֻקַּת הַפֶּסַח. לְלַמֵּד שֶׁאֵינָהּ שָׁוָה לָרִאשׁוֹן אֶלָּא בִּדְבָרִים שֶׁנִּתְפָּרְשׁוּ בּוֹ. וְהֵן הַמִּצְוֹת שֶׁבְּגוּפוֹ וְהֵם חֻקַּת הַפֶּסַח. שֶׁכְּלָל זֶה שֶׁנֶּאֱמַר בְּמִצְרַיִם שֶׁיִּלָּקַח הַפֶּסַח מִבֶּעָשׂוֹר. וְשֶׁהוּא טָעוּן הַגָּעַת דָּם בַּאֲגוּדַת אֵזוֹב לַמַּשְׁקוֹף וְלִשְׁתֵּי הַמְּזוּזוֹת. וְשֶׁיֵּאָכֵל בְּחִפָּזוֹן. אֵין אוֹתָן הַדְּבָרִים נוֹהֲגִים לְדוֹרוֹת וְלֹא נַעֲשׂוּ אֶלָּא בְּפֶסַח מִצְרַיִם בִּלְבַד:

",,"וַיְדַבֵּ֣ר יְהוָ֣ה אֶל־מֹשֶׁ֣ה בְמִדְבַּר־סִ֠ינַי בַּשָּׁנָ֨ה הַשֵּׁנִ֜ית לְצֵאתָ֨ם מֵאֶ֧רֶץ מִצְרַ֛יִם בַּחֹ֥דֶשׁ הָרִאשׁ֖וֹן לֵאמֹֽר׃
"
שפד. מצות תקיעת חצוצרות במקדש ובמלחמה,מצווה שפה: מצוות עשה לתקוע בחצוצרות במקדש ולהתענות על כל צרה שלא תבוא,384,[]," מצוות עשה נ""ט",,," עשין ק""ע","רמב""ם הלכות תעניות פרק א' הלכות א'-ד'"," אורח חיים סימן תקע""ו","במדבר י, י."
,,384,[],"[u'Positive', 59]","[u'Positive', 59]",True,"[u'Positive Commandments', 170]","[u'Mishneh Torah, Fasts 1:1-4']","[u'Shulchan Arukh, Orach Chayim 576']",[u'Numbers 10:10']
,,"https://www.sefaria.org/Sefer_HaChinukh.384
",,"https://www.sefaria.org/Sefer_HaMitzvot,_Positive_Commandments.59
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.59",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Positive_Commandments,_Remazim.170
","https://www.sefaria.org/Mishneh_Torah,_Fasts.1:1-4
","https://www.sefaria.org/Shulchan_Arukh,_Orach_Chayim.576
","https://www.sefaria.org/Numbers.10:10
"
,,"מצות תקיעת חצוצרות במקדש ובמלחמה - לתקע בחצוצרות במקדש בכל יום בהקריב כל קרבן, וכמו כן בשעת הצרות. שנאמר (במדבר י ט) וכי תבואו מלחמה וכו', וכתיב אחריו גם כן (שם י) וביום שמחתכם ובמועדיכם ובראשי חדשיכם ותקעתם בחצוצרות על עולותיכם ועל זבחי שלמיכם וגו'. ואף על פי שהזהיר הכתוב ביום שמחה ומועד וראש חדש לאו דוקא, דבכל יום, היו תוקעין במקדש בחצוצרות על הקרבן. וכן מבואר בראש השנה פרק ראוהו בית דין שאמרו שם (כט, א) הכל חיבין בתקיעת שופר כהנים לוים וישראלים, ומתמה תלמודא עלה בגמרא, פשיטא, אי הני לא מחיבי מאן מחיב? ומהדר ליה, כהנים איצטרכא ליה, סלקא דעתך אמינא הואיל וכתיב יום תרועה וגו', והני כהני הואיל ואתנהו בתקיעה דכל השנה כלה, דכתיב ותקעתם בחצוצרות על עולותיכם וגו'. ומהדר ליה מי דמי? התם חצוצרות, הכא שופר. למדנו מכל מקום דבכל השנה כלה, כלומר בכל יום ויום, איכא חצוצרות במקדש, ואמרו במסכת ערכין (יג א) אין פוחתין מעשרים ואחת תקיעות במקדש, ולא מוסיפין על ארבעים ושמנה.
",," היא שצונו לתקוע בחצוצרות במקדש עם הקרבת הקרבן מקרבני המועדות. והוא אמרו יתעלה וביום שמחתכם ובמועדיכם ותקעתם וגו'. ובבאור אמרו שמצוה זו בחצוצרות. וכבר התבארו משפטי מצוה זו בספרי וראש השנה ותענית, וכן אנחנו מצווים לתקוע בחצוצרות בעתות הצורך והצרות כשנזעק לפני השם יתעלה, והוא אמרו וכי תבאו מלחמה בארצכם על הצר הצורר אתכם וגו'. (בהעלותך, הלכות תענית פ""א): 
",,,"לקדש זרע אהרן ולהקדימו לכל דבר שבקדושה שנ' (אמור) וקדשתו כי את לחם אלהיך הוא מקריב:
","מִצְוַת עֲשֵׂה מִן הַתּוֹרָה לִזְעֹק וּלְהָרִיעַ בַּחֲצוֹצְרוֹת עַל כָּל צָרָה שֶׁתָּבוֹא עַל הַצִּבּוּר. שֶׁנֶּאֱמַר <small>(במדבר י ט)</small> ""עַל הַצַּר הַצֹּרֵר אֶתְכֶם וַהֲרֵעֹתֶם בַּחֲצֹצְרוֹת"". כְּלוֹמַר כָּל דָּבָר שֶׁיָּצֵר לָכֶם כְּגוֹן בַּצֹּרֶת וְדֶבֶר וְאַרְבֶּה וְכַיּוֹצֵא בָּהֶן זַעֲקוּ עֲלֵיהֶן וְהָרִיעוּ: 

","<b>על איזה דברים מתענין ומתריעין ובו טז סעיפים:</b><br><i data-commentator=""Be'er HaGolah"" data-label=""א"" data-order=""1""></i>כשם שמתענים <i data-commentator=""Ba'er Hetev"" data-order=""1""></i>ומתריעים על הגשמים כך מתענים על שאר הצרו' כגון עכו""ם שבאו לערוך מלחמה עם ישראל או יטול מהם מס או ליקח מידם ארץ או לגזור עליהם צרה אפי' במצוה קלה הרי אלו מתענין ומתריעין ועד שירוחמו <i data-commentator=""Be'er HaGolah"" data-label=""ב"" data-order=""2""></i>וכל הערים שסביבותיהם מתענים אבל אין מתריעין אלא אם כן תקעו להתקבץ לעזרתם <i data-commentator=""Be'er HaGolah"" data-label=""ג"" data-order=""3""></i>ואפי' לא באו אלא לעבור דרך ארצם שאין להם מלחמה עמהם אלא על עכו""ם אחרי' ועוברי' על מקום ישראל מתעני' ומתריעין:
","וּבְי֨וֹם שִׂמְחַתְכֶ֥ם וּֽבְמוֹעֲדֵיכֶם֮ וּבְרָאשֵׁ֣י חָדְשֵׁיכֶם֒ וּתְקַעְתֶּ֣ם בַּחֲצֹֽצְרֹ֗ת עַ֚ל עֹלֹ֣תֵיכֶ֔ם וְעַ֖ל זִבְחֵ֣י שַׁלְמֵיכֶ֑ם וְהָי֨וּ לָכֶ֤ם לְזִכָּרוֹן֙ לִפְנֵ֣י אֱלֹֽהֵיכֶ֔ם אֲנִ֖י יְהוָ֥ה אֱלֹהֵיכֶֽם׃ (פ)
"
שפה. מצות חלה,מצווה שפו: מצוות עשה להפריש חלה וליתנה לכהן,385," סימן רמ""ה."," מצוות עשה קל""ג",,," עשין קמ""א","רמב""ם הלכות בכורים פרקים ה'-ח'", יורה דעה ,"במדבר טו, כ. "
,,385,[245],"[u'Positive', 133]","[u'Positive', 133]",True,"[u'Positive Commandments', 141]","[u'Mishneh Torah, First Fruits and other Gifts to Priests Outside the Sanctuary 5-8']","[u""Shulchan Arukh, Yoreh De'ah""]",[u'Numbers 15:20']
,,"https://www.sefaria.org/Sefer_HaChinukh.385
","https://www.sefaria.org/Sefer_Mitzvot_Katan,_Remazim.245
","https://www.sefaria.org/Sefer_HaMitzvot,_Positive_Commandments.133
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.133",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Positive_Commandments,_Remazim.141
","https://www.sefaria.org/Mishneh_Torah,_First_Fruits_and_other_Gifts_to_Priests_Outside_the_Sanctuary.5-8
","https://www.sefaria.org/Shulchan_Arukh,_Yoreh_De'ah
","https://www.sefaria.org/Numbers.15:20
"
,,"מצות חלה - להפריש חלה מכל עריסה ולתן אותה לכהן, שנאמר (במדבר טו כ) ראשית ערסתכם חלה תרימו תרומה. ודרשו זכרונם לברכה (ערובין פג, א) ראשית ערסתכם כדי עסתכם, ועסת המדבר היתה עמר, והעמר עשרית האפה הוא, והאפה שלש סאין, והסאה ששה קבין, וקב ארבעה לגין, ולג שש ביצים. נמצאת האפה ארבע מאות ושלשים ושתים ביצים ועשיריתה ארבעים ושלש ביצים וחמש ביצה, וזהו שעור עסה המחיבת בחלה.
","להפריש חלה דכתיב ראשית עריסותיכם חלה תרימו תרומה. (במדבר טו)
"," היא שצונו שנפריש חלה מעריסותינו וליתנה לכהן, והוא אמרו יתעלה ויתברך שמו ראשית עריסותיכם חלה תרימו תרומה. וכבר התבארו משפטי מצוה זו במסכת חלה ובמסכת תמורה. ואינה חובה מן התורה אלא בארץ ישראל לבד. (שלח לך, זרעים הלכות בכורים פ""ה): 
",,,"לתת לכהן הזרוע והלחיים והקיבה שנאמר (שופטים) ונתן לכהן הזרוע והלחיים והקיבה:
","מִצְוַת עֲשֵׂה לְהַפְרִישׁ תְּרוּמָה מִן הָעִסָּה לַכֹּהֵן שֶׁנֶּאֱמַר <small>(במדבר טו כ)</small> ""רֵאשִׁית עֲרִסֹתֵיכֶם חַלָּה תָּרִימוּ תְרוּמָה"". וְרֵאשִׁית זוֹ אֵין לָהּ שִׁעוּר מִן הַתּוֹרָה אֲפִלּוּ הִפְרִישׁ כִּשְׂעוֹרָה פָּטַר אֶת הָעִסָּה. וְהָעוֹשֶׂה כָּל עִסָּתוֹ חַלָּה לֹא עָשָׂה כְּלוּם עַד שֶׁיְּשַׁיֵּר מִקְצָתוֹ: 

","הַכֹּל שׁוֹחֲטִין לְכַתְּחִלָּה, אֲפִלּוּ נָשִׁים. <small>הַגָּה: יֵשׁ אוֹמְרִים שֶׁאֵין לְהַנִּיחַ נָשִׁים לִשְׁחֹט, שֶׁכְּבָר נָהֲגוּ שֶׁלֹּא לִשְׁחֹט, וְכֵן הַמִּנְהָג שֶׁאֵין הַנָּשִׁים שׁוֹחֲטוֹת <small><small>(בֵּית יוֹסֵף בְּשֵׁם הָאָגוּר)</small>. </small> </small> וַעֲבָדִים וְכָל אָדָם, אֲפִלּוּ אֵין מַכִּירִין אוֹתוֹ שֶׁמֻּחְזָק לִשְׁחֹט שֶׁלֹּא יִתְעַלֵּף, וְגַם אֵין יוֹדְעִין בּוֹ שֶׁהוּא מֻמְחֶה וְיוֹדֵעַ הִלְכוֹת שְׁחִיטָה, מֻתָּר לִתֵּן לוֹ לְכַתְּחִלָּה לִשְׁחֹט, וּמֻתָּר לֶאֱכֹל מִשְּׁחִיטָתוֹ, שֶׁרֹב הָרְגִילִין לִשְׁחֹט הֵם בְּחֶזְקַת מֻמְחִין וּמֻחְזָקִין. בַּמֶּה דְּבָרִים אֲמוּרִים, בְּשֶׁאֵינוֹ לְפָנֵינוּ, אָז מֻתָּר לֶאֱכֹל מִשְּׁחִיטָתוֹ וְסוֹמְכִים עַל הַחֲזָקָה. אֲבָל אִם הוּא לְפָנֵינוּ, צָרִיךְ לְבָדְקוֹ, אִם הוּא מֻמְחֶה וְיוֹדֵעַ הִלְכוֹת שְׁחִיטָה, אֲבָל אֵין צָרִיךְ לְשָׁאֲלוֹ אִם נִתְעַלֵּף. <small>הַגָּה: וְיֵשׁ אוֹמְרִים שֶׁאֵין לִסְמֹךְ עַל הַחֲזָקָה אֶלָּא בְּדִיעֲבַד, אֲבָל לְכַתְּחִלָּה אֵין לִסְמֹךְ עַל הַחֲזָקָה, בְּמָקוֹם דִּיכוֹלִין לְבָרְרוֹ, <small><small>(מָרְדְּכַי וְהַגָּהוֹת אֲשֵׁרִי וְאָגוּר בְּשֵׁם אוֹר זָרוּעַ וּשְׁאִלְתּוֹת פָּרָשַׁת בְּהַעֲלֹתְךָ)</small>.</small> וְכָל זֶה מַיְרִי בַּאֲחֵרִים, שֶׁאֵינָן בְּקִיאִין וְיוֹדְעִין אִם זֶה הַשּׁוֹחֵט בָּקִי אוֹ לֹא, אֲבָל הַשּׁוֹחֵט עַצְמוֹ לֹא יִשְׁחֹט, אַף עַל פִּי שֶׁיּוֹדֵעַ הִלְכוֹת שְׁחִיטָה וּמֻמְחֶה, עַד שֶׁשָּׁחַט ג' פְּעָמִים בִּפְנֵי חָכָם וּמֻמְחֶה בְּהִלְכוֹת שְׁחִיטָה, שֶׁיּוֹדֵעַ שֶׁהוּא רָגִיל וְזָרִיז שֶׁלֹּא יִתְעַלֵּף. <small><small>(טוּר בְּשֵׁם הָרַמְבַּ''ם)</small></small> וְלָכֵן נוֹהֲגִין שֶׁאֵין אָדָם שׁוֹחֵט אֶלָּא אִם כֵּן נָטַל קַבָּלָה לִפְנֵי חָכָם, <small><small>(אָגוּר בְּשֵׁם הִלְכוֹת א''י)</small>.</small> וְאֵין הֶחָכָם נוֹתֵן לוֹ קַבָּלָה, עַד שֶׁיֵּדַע בּוֹ שֶׁהוּא יוֹדֵעַ הִלְכוֹת שְׁחִיטָה וּבָקִי בַּיָּד. וְלָכֵן נוֹהֲגִין שֶׁכָּל הַבָּאִין לִשְׁחֹט, סוֹמְכִין עֲלֵיהֶם לְכַתְּחִלָּה, וְלֹא בַּדְקִינָן אוֹתָם לֹא בַּתְּחִלָּה וְלֹא בַּסּוֹף, דְּכָל הַמְּצוּיִין אֵצֶל שְׁחִיטָה כְּבָר נָטְלוּ קַבָּלָה לִפְנֵי חָכָם, <small><small>(ד''ע)</small>.</small> וּבִקְצָת מְקוֹמוֹת נוֹהֲגִין לְהַחְמִיר עוֹד, דְּהַמְקַבֵּל נוֹטֵל כְּתָב מִן הֶחָכָם, לִרְאָיָה שֶׁנָּתַן לוֹ קַבָּלָה. וְכָל שׁוֹחֵט, אַף עַל פִּי שֶׁנָּטַל קַבָּלָה, יִרְאֶה שֶׁיַּחֲזֹר לִפְרָקִים הִלְכוֹת שְׁחִיטָה, שֶׁיִּהְיוּ שְׁגוּרִים בְּפִיו וּבְלִבּוֹ שֶׁלֹּא יִשְׁכְּחֵם <small><small>(מהר''ר יַעֲקֹב הַלֵּוִי בְּשֵׁם מהר''ש)</small>.</small> וּכְמוֹ שֶׁהַדִּין בְּהִלְכוֹת שְׁחִיטָה וּבְמִי שֶׁבָּא לִשְׁחֹט, כָּךְ הוּא הַדִּין בְּהִלְכוֹת בְּדִיקוֹת הָרֵאָה וּבְמִי שֶׁבָּא לִבְדֹּק, וְדִינָם וּמִנְהָגָם שָׁוֶה בְּכָל זֶה, <small><small>(ד''ע)</small>.</small> וְיֵשׁ לב''ד לַחְקֹר וְלִדְרֹשׁ אַחַר הַבּוֹדְקִים וְהַשּׁוֹחֲטִים, וְלִרְאוֹת שֶׁיִּהְיוּ בְּקִיאִים וּמֻמְחִים וּכְשֵׁרִים, <small><small>(מהרי''ו סי' נ')</small>.</small> כִּי גָּדוֹל אִסּוּר הַמַּכְשֵלָה בִּשְׁחִיטוֹת וּבְדִיקוֹת הַמְּסוּרִים לַכֹּל. וְאִם בָּדְקוּ אֵיזֶה שׁוֹחֵט וּבוֹדֵק, וְנִמְצָא שֶׁאֵינוֹ יוֹדֵע, אִם נָטַל פַּעַם אַחַת קַבָּלָה אֵין מַטְרִיפִין לְמַפְרֵעַ מַה שֶּׁשָּׁחַט, דְּאַמְרִינָן הַשְׁתָּא הוּא דְּאִתְרַע, <small><small>(חִדּוּשֵׁי אֲגֻדָּה)</small>.</small> אֲבָל אִם לֹא נָטַל קַבָּלָה מֵעוֹלָם, כָּל מַה שֶּׁשָּׁחַט, טְרֵפָה, גַּם כָּל הַכֵּלִים שֶׁבִּשְּׁלוּ בָּהֶן מַה שֶּׁשָּׁחַט, צְרִיכִין הֶכְשֵׁר, <small><small>(רשב''א סִימָן רי''ח)</small>.</small> </small> 

","רֵאשִׁית֙ עֲרִסֹ֣תֵכֶ֔ם חַלָּ֖ה תָּרִ֣ימוּ תְרוּמָ֑ה כִּתְרוּמַ֣ת גֹּ֔רֶן כֵּ֖ן תָּרִ֥ימוּ אֹתָֽהּ׃
"
שפו. מצות ציצית,מצווה שפז: מצוות עשה לעשות ציצית על כנפי הבגד,386," סימן ל""א."," מצוות עשה י""ד",,," עשין כ""ו","רמב""ם הלכות ציצית", אורח חיים סימן ח'-כז',במדבר טו. לח.
,,386,[31],"[u'Positive', 14]","[u'Positive', 14]",True,"[u'Positive Commandments', 26]","[u'Mishneh Torah, Fringes']","[u'Shulchan Arukh, Orach Chayim 8-27']",[u'Numbers 15:38']
,,"https://www.sefaria.org/Sefer_HaChinukh.386
","https://www.sefaria.org/Sefer_Mitzvot_Katan,_Remazim.31
","https://www.sefaria.org/Sefer_HaMitzvot,_Positive_Commandments.14
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.14",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Positive_Commandments,_Remazim.26
","https://www.sefaria.org/Mishneh_Torah,_Fringes
","https://www.sefaria.org/Shulchan_Arukh,_Orach_Chayim.8-27
","https://www.sefaria.org/Numbers.15:38
"
,,"מצות ציצית - להטיל ציצית בבגד שנתכסה בו. שנאמר (במדבר טו לח) ועשו להם ציצת וגו', וזה החיוב הוא כשיהיה לבגד ארבע כנפים או יותר, דכתיב (דברים כב יב) על ארבע כנפות כסותך. ויש (רמב''ם ציצית פ''ג ה''א) בכלל ארבע חמש או יותר, ויהיה שעורו גדול, כדי שיוכל להתכסות בו ראשו ורב גופו של קטן המתהלך בשוק לבדו מבלי שומר. ולפי הדומה, שזמן זה הוא כבר שית כבר שבע. ושיהיה הטלית מצמר או מפשתים זה הבגד שאנו חיבין להטיל בו ציצית כשנתכסה בו. היה חסר דבר אחד מכל אלה, כגון שיש לו פחות מארבע כנפים, או שעור גדלו פחות מזה שאמרנו, או שהוא משאר המינין פטור מן הציצית מן התורה, כגון בגדי משי, או אפילו של צמר גמלים, או ארנבים, או מנוצה של עזים, כל אלו פטורין מן הציצית מן התורה, שאין נקרא בגד סתם, אלא בגד של צמר רחלים וכבשים או בגד פשתים, וכן לענין צרעת הבגד, כמו שכתבתי במקומו (מצוה קעב).
","לעשות ציצית כדכתיב ועשו להם ציצית (במדבר טו)
"," היא שצונו לעשות ציצית והוא אמרו יתעלה ועשו להם ציצית ונתנו על ציצית הכנף. ואינה נמנית בשתי מצות, ואף על פי שהעיקר אצלנו התכלת אינה מעכבת את הלבן והלבן אינו מעכב את התכלת, שהרי נאמר בספרי יכול שהן שתי מצות מצות תכלת ומצות לבן תלמוד לומר והיה לכם לציצית מצוה אחת היא ואינה שתי מצות. וזו אין הנשים חייבות בה כמו שהתבאר בראשון מקידושין (דף ל""ג:). וכבר התבארו משפטי מצוה זו בפ""ד ממנחות. (בפרשת שלח לך, אהבה הלכות ציצית פרק א'): 
",,,"(תצא) ועשו להם ציצית על כנפי בגדיהם:
","עָנָף שֶׁעוֹשִׂין עַל כְּנַף הַבֶּגֶד מִמִּין הַבֶּגֶד הוּא הַנִּקְרָא צִיצִית מִפְּנֵי שֶׁהוּא דּוֹמֶה לְצִיצִית שֶׁל רֹאשׁ. שֶׁנֶּאֱמַר <small>(יחזקאל ח ג)</small> ״וַיִּקָּחֵנִי בְּצִיצִת רָאשִׁי״. וְזֶה הֶעָנָף הוּא הַנִּקְרָא לָבָן מִפְּנֵי שֶׁאֵין אָנוּ מְצֻוִּין לְצָבְעוֹ. וְאֵין לְחוּטֵי הֶעָנָף מִנְיָן מִן הַתּוֹרָה:
","<b>הלכות ציצית ועטיפתו. ובו יז סעיפים:</b><br><i data-commentator=""Be'er HaGolah"" data-label=""א"" data-order=""1""></i><i data-commentator=""Magen Avraham"" data-order=""1""></i><i data-commentator=""Ba'er Hetev"" data-order=""1""></i><i data-commentator=""Sha'arei Teshuvah"" data-order=""1""></i>יתעטף בציצית <i data-commentator=""Ateret Zekenim"" data-label=""♦"" data-order=""1""></i><i data-commentator=""Eshel Avraham"" data-label=""א"" data-order=""1""></i>ויברך <i data-commentator=""Turei Zahav"" data-order=""1""></i><i data-commentator=""Magen Avraham"" data-order=""2""></i><i data-commentator=""Ba'er Hetev"" data-order=""2""></i><i data-commentator=""Sha'arei Teshuvah"" data-order=""2""></i>מעומד:
","דַּבֵּ֞ר אֶל־בְּנֵ֤י יִשְׂרָאֵל֙ וְאָמַרְתָּ֣ אֲלֵהֶ֔ם וְעָשׂ֨וּ לָהֶ֥ם צִיצִ֛ת עַל־כַּנְפֵ֥י בִגְדֵיהֶ֖ם לְדֹרֹתָ֑ם וְנָֽתְנ֛וּ עַל־צִיצִ֥ת הַכָּנָ֖ף פְּתִ֥יל תְּכֵֽלֶת׃
"
שפז. שלא לתור אחר מחשבת הלב וראיית העינים,"מצווה שפח: מצוות לא תעשה, שלא לתור אחרי מחשבת הלב וראיית עיניים",387," סימן י""ב."," לא תעשה מ""ז",,," לאוין ט""ו","רמב""ם הלכות עבודת כוכבים פרק ב' הלכה ג'",[],"במדבר טו, לט."
,,387,[12],"[u'Negative', 47]","[u'Negative', 47]",True,"[u'Negative Commandments', 15]","[u'Mishneh Torah, Foreign Worship and Customs of the Nations 2:3']",[],[u'Numbers 15:39']
,,"https://www.sefaria.org/Sefer_HaChinukh.387
","https://www.sefaria.org/Sefer_Mitzvot_Katan,_Remazim.12
","https://www.sefaria.org/Sefer_HaMitzvot,_Negative_Commandments.47
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.47",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.15
","https://www.sefaria.org/Mishneh_Torah,_Foreign_Worship_and_Customs_of_the_Nations.2:3
",,"https://www.sefaria.org/Numbers.15:39
"
