masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem,prev found match,next found match,index
Shevuot,"חת""ם סופר",1,0,24a,"להירושלמי דמשם מוכח מלקות למקלל בשם המיוחד שכן כתיב את השם הנכבד והנורא את ה' אלקיך וידוע כל היכי דכתיב אלקיך גבי שם המיוחד הוה נמי מיוחד והכוונה אלקיך ששמו יה""ו ואהא מסיק בירושלמי דאינו לוקה בכינוי משום לאו שאין בו מעשה אבל בשם המיוחד מודה וזה ברור לפע""ד:",להירושלמי דמשם מוכח מלקות למקלל בשם המיוחד,,,no ref,,,12
Shevuot,"חת""ם סופר",1,0,24a,"ר' יסא בשם רבי יוחנן ר""מ היא דאמר ממשמע לאו אתה שומע הן וגו'. משמע מירושלמי דגרסינן כגירסת התוס' בבבלי ל""ו ע""ב לא תיפוך דלא כרש""י ור""ת דגרסי איפוך. וכ' התומים סי' כ""ז דמכאן מוכח דלא כרמב""ם [פ""ו מסנהדרין ה""ג] דס""ל דמקלל עצמו וחבירו אפי' בכינוי לוקה והכא משמע לפי גי' דלא תיפוך פליגי רבנן משום כינוי כמ""ש תוס' וע""כ ס""ל דלכל מילי בעי' שם (השי""ן בציר""ה) ממש מריבוי דבנוקבו בשם וכמ""ש מהרש""א ודלא כרמב""ם. ולפע""ד אי גרסי' לא תיפוך הוא דוחק גדול לומר דבתחלה הוה סד""א דשבועת העדות מקרי ממון ועכשיו מסיק דמקרי איסורא גרידא. ומה שנמצא כתב בכ""י ברש""י דמוקמי השתא משנתינו בע""א אין לו שחר ממ""נ אי ס""ל דבר הגורם לממון כממון דמי א""כ הדר ה""ל ממון ואי ס""ל לאו כממון דמי וה""ל איסורא א""כ אין מחייב קרבן שבועה כמבואר זה לעיל ל""ב ע""א. ע""כ הוה ס""ל לרמב""ם דהשתא למסקנא לפי זאת הגרסא לא קאי כלל אשבועת העדות אלא אמקלל דלעיל דסמיך ליה. וה""ק האומר יברכך וייטיב לך אם עשית כך וכך והוא ידע שלא עשה כן וממילא נתקלל אביו או נתברך השם ובהא פליגי ר""מ מחייב דבאיסורי' גרידא לא בעי כפילות ורבנן פטרי משום שקילל בכינוי. והשתא ע""כ מיירי במברך השם ומקלל אביו ואמו דחמירי דבסקילה דאלו באיסור קל בעי כפילות כמ""ש תוס' מנדרים דלית ליה לר""מ מקלל וכו'. ואהני פליגי רבנן ופטרי משום כינוי דהתם מפרש בי' קרא בנוקבו שם יומת. אבל במקלל עצמו וחברו דקילי נהפוך הוא ר""מ פוטר משום דבעי תנאי כפול וחכמים מחייבי אפי' אכינוי וק""ל. ולפ""ז אפשר לקיים גם גי' איפוך וקאי אמקלל עצמו וחברו ולא אמברך השם ומקלל אביו ואמו. אלא דעדיף טפי לומר לא תיפוך. ובזה מוכח דאתנאי דעבר נמי בעי' כפילות דמקלל לא יתחייב אלא אתנאי דלשעבר אם עשית כך אתמול יברכך ה' והוא ידע כי לא נעשה כך אתמול ועל זה אפשר שיתחייב אבל אי מתנה להבא ואומר לאביו אם תעשה למחר כן יברכך ה' אין כאן קללה וע""כ אלשעבר קאי ומוכח דלשעבר נמי בעי' כפילות ונפשט ספיקו של משנה למלך בזה. וכחש בעמיתו לכשיצא וידויו בשבועה. פי' שהודאתו יצא ע""י שבועה שא""א לו להודות על הממון להאחר ויעמוד בשבועתו לאמור לא נתחייבתי כלל וכן בעדים ושטר אפשר לשלם הממון והיא עומד בשבועתו אבל מה אעשה שעדי שקרים או שטר מזויף הוציאו ממוני ממני בע""כ:","ר' יסא בשם רבי יוחנן ר""מ היא",,,no ref,,,13
Shevuot,"חת""ם סופר",1,0,24b,"אמר ר' יוסי הדא אמרה ב' שלא מא' אע""פ שלא כתבין אחראין וערבאין זה לזה. פי' מדלא ממעט נמי אחד מב' לווין שנשבע דפטור נמי משום שאפשר שיעמוד בשבועתו ואידך ישלם ש""מ דאפילו בדלא כתב נעשים אחראין וערבאין ויכול לגבות ממי שירצה ויאמר ממך אני רוצה לגבות וחייב זה קרבן שבועה כדמסיק הירושלמי להלן:",אמר ר' יוסי הדא אמרה ב' שלא,,,no ref,,,14
Shevuot,"חת""ם סופר",1,0,24b,"ולא עבדין כן שנים שהפקידו כאחד ובקש האחד ליטול וכו'. פי' בשני מלווין אין הדין כן אלא אם לא כתבו בהדיא שכל אחד הוא בעל בפני עצמו אינו יכול ליתן לו חלקו שלא בפני חבירו אע""ג דבשני לווין מוכח דאפילו בדלא כתב כל א' בפני עצמו הוה בע""ד וחייב לשלם הכל וחייב נמי קרבן שבועה דלהכי לא ממעט ליה מ""מ בב' מלווין אין הדין כן אם לא כתב כן בהדיא וע""ז מקשה ויעשה ככופר בחלקו ויהא חייב מ""מ הוא נגד השכל נהי דבשני לווין כל א' הוה בע""ד של כל החוב משא""כ בשני מלווין שאינו יכול לכופו לפרוע כל החוב מ""מ אחלקו יכול לכופו ואי כפר בו לחייב ולא נמצא תי' אקושי' זו בירושלמי. ופירושי הוא בשינוי קצת מכוונת הרמב""ן ז""ל המובא בר""ן ורא""ש דהוא פי' ולא ""עבדין כן"" שאין המנהג כן והוא דוחק גם אין שומעין גרס ""אין"" בחירק הוא דוחק וגם וי""ו העיטוף דויעשה ככופר בחלקו אין לו שחר:",ולא עבדין כן שנים שהפקידו כאחד,,,no ref,,,15
Bava Batra,"חת""ם סופר",1,0,10b,"להאמין שתתעבר ותלד ממנו ע""כ כשילדה אחר כך היו הקרובים יורשי בעלה מרננים לאמור אסופי מהשוק הכניסה ואומרת שילדה לירש בנכסי אביו. ע""כ כשעזבה הארץ שבעה שנים החזיקו הקרובים שהיו ראוים לירש וכשחזרה טענו חזקה מדלא מיחתה שבעה שנים הודית שאין הבן לה מבעלה. ובזו הטענה החזיקו ולא יכלו הסנהדרין לבוא על ברור הדבר. אך עתה שסיפר גחזי. שזה בנה שהחיה אלישע ולא עביד רחמנא ניסא לשקרי וע""כ זה בנה באמת ע""כ נתן לה המלך סריס א' ובהסכמת סנהדרין ומכל מקום מוכח דמחזיקים בנכסי בורח דלולא עדות גחזי לא היו הסנהדרין מחזירים לה שדה. ומכל מקום עכשיו שהחזירו גם הפירות שאכל ש""מ גזלן צריך לשלם הפירות שאכל. ועיין רלב""ג דכתב מדלא החזיר לה שכירות הבתים שמע מינה הדר בחצר חבירו שלא מדעתו אין צריך להעלות לו שכר ע""ש. ויש לדחות דהרי קיימא לן דהנגזל צריך להחזיר ההוצאת שהוציא הגזלן כדין יורד לתוך שדה חברו ונטעה שלא ברשות שצריך לשלם לו ההוצאות ויש לומר שכירות הבית היה נגד ההוצאת ע""כ אמר השב כל תבואת השדה בלי ניכוי הוצאה:","להאמין שתתעבר ותלד ממנו ע""כ כשילדה אחר",,,no ref,Jerusalem Talmud Bava Batra 3:3:4,,2
Bava Batra,"חת""ם סופר",1,0,18a,"@11כתיב @33מאזני צדק יהיה לך וכו' דממנים אגרדמים וכו' ופי' בפני משה דב' פעמים כתיב יהיה לך ומשני כיני מתני' אין בית דין שלמטה וכו' עיין מ""ש בזה בשו""ת ח""ס חו""מ סי' קע""ז. (ועיין בהג""מ סוף ה' גניבה דמייתי הירושלמי הזה):",כתיב מאזני צדק יהיה לך וכו' דממנים,,,no ref,,,3
Horayot,"חת""ם סופר",1,0,19a,"@22(שייך לעמוד הקודם) @11לא הוה לוי אמר רבי אבון בשעת הדוכן עמו@33. ממג""א סס""י ר""א נעלם פירוש הירושלמי הלז וה""פ מאי קמ""ל כהן קודם ללוי ולוי לישראל פשיטא שהרי הכהן הוא לוי ג""כ וישראל ג""כ והכל כלול בו ומשני בשעת הדוכן והשיר שנו שהכהן פסול לזה א""כ כשם שאין הלוי כשר לעבודת כהנים ה""נ אין הכהן כשר לעבודת הלוים והוה סד""א כהן אינו לוי קמ""ל כהן גם הוא לוי וקודם לו. ועי' ב?""ס גיטין נ""ט ע""ב ד""ה ונגשו:",שייך לעמוד הקודם,,,no ref,Jerusalem Talmud Horayot 3:1:2,,3
Sotah,"חת""ם סופר",1,0,18a,"@11ר' @33אבהו בעי קמיה ר""ל וכהן כי יקנה נפש קנין כספו וכו'. מובא בתוס' סוטה כ""ג ע""ב ד""ה כהן מדאיצטרך תחתיו מבניו משמע דהירושלמי פליג אבבלי ולא יליף מסתם אהרן ובניו וס""ל בניו אפילו בנות משמע אע""ג דגבי טומאת כהנים קיי""ל בני אהרן ולא בנות אהרן י""ל התם לא ממשמעותא דרשינן אלא מיתורא כמ""ש רא""ם ר""פ אמור אבל לעולם סתם בני אהרן גם בנות בכלל מדאיצטרך גבי מנחות כהן תחתיו מבניו וכן משמע קצת דממעט כהנת מטומאת כהנים מדכתיב אמור אל הכהנים ולא הכהנת והקשה בפני משה הא הירושלמי בעצמו ס""ל כהן ואפילו כהנת ולפי הנ""ל אתי שפיר דהכי לאו ממשמעותא דריש אלא מיתורא מדכפל הכהנים בני אהרו ואייתר חדא למעט נשים ומשמעות דורשים איכא בינייהו ירושלמי מפיק לי' מכהנים ולא כהנת ובבלי מבני אהרן והכל מיתורא אבל ממשמעותא אפילו בנית במשמע. (ועיין בשו""ת חת""ס יור""ד סי' ש""א). @11איש @33אחד לשבט על דעתיה דר' עקיבא לשונות רבויים הם וכו'. יובן דלכאורה איך האמינו ישראל לנשיאים הלא המה היו נוגעים בעדותם כדאיתא במדרש שהמרגלים חשבו לכשיבואו לא""י לא יהיו עוד נשיאים כ""כ רצו לגרום עיכוב. אך ישראל האמינו לאותם שלא היו נשיאים להם. וזהו מרומז בקרא [דברים א' כ""ח] אחינו דייקא היינו הפשועים המה המסו את לבבנו ולא נשיאנו:","ר' אבהו בעי קמיה ר""ל וכהן כי",,,suspect for two comments,Jerusalem Talmud Sotah 1:2:5,,1
Sotah,"חת""ם סופר",1,0,18a,"@11ר' @33אבהו בעי קמיה ר""ל וכהן כי יקנה נפש קנין כספו וכו'. מובא בתוס' סוטה כ""ג ע""ב ד""ה כהן מדאיצטרך תחתיו מבניו משמע דהירושלמי פליג אבבלי ולא יליף מסתם אהרן ובניו וס""ל בניו אפילו בנות משמע אע""ג דגבי טומאת כהנים קיי""ל בני אהרן ולא בנות אהרן י""ל התם לא ממשמעותא דרשינן אלא מיתורא כמ""ש רא""ם ר""פ אמור אבל לעולם סתם בני אהרן גם בנות בכלל מדאיצטרך גבי מנחות כהן תחתיו מבניו וכן משמע קצת דממעט כהנת מטומאת כהנים מדכתיב אמור אל הכהנים ולא הכהנת והקשה בפני משה הא הירושלמי בעצמו ס""ל כהן ואפילו כהנת ולפי הנ""ל אתי שפיר דהכי לאו ממשמעותא דריש אלא מיתורא מדכפל הכהנים בני אהרו ואייתר חדא למעט נשים ומשמעות דורשים איכא בינייהו ירושלמי מפיק לי' מכהנים ולא כהנת ובבלי מבני אהרן והכל מיתורא אבל ממשמעותא אפילו בנית במשמע. (ועיין בשו""ת חת""ס יור""ד סי' ש""א). @11איש @33אחד לשבט על דעתיה דר' עקיבא לשונות רבויים הם וכו'. יובן דלכאורה איך האמינו ישראל לנשיאים הלא המה היו נוגעים בעדותם כדאיתא במדרש שהמרגלים חשבו לכשיבואו לא""י לא יהיו עוד נשיאים כ""כ רצו לגרום עיכוב. אך ישראל האמינו לאותם שלא היו נשיאים להם. וזהו מרומז בקרא [דברים א' כ""ח] אחינו דייקא היינו הפשועים המה המסו את לבבנו ולא נשיאנו:","ר' אבהו בעי קמיה ר""ל וכהן כי",,,suspect for two comments,Jerusalem Talmud Sotah 1:2:5,,1
Terumot,"חת""ם סופר",1,0,2a,"@11סימני @33שוטה וכו' אמר ר""ה והוא שיהא כולהון בו. עי' בשו""ת חת""ס אהע""ז ח""ב ד""ה איברא:","סימני שוטה וכו' אמר ר""ה והוא שיהא",,,no ref,Jerusalem Talmud Terumot 1:1:5,JTmock Terumot 10:2:6,2
Terumot,"חת""ם סופר",1,0,52a,"@11ומעתה @33לא נפלאת ולא רחוקים סמיכת דברי הירושלמי. דהיוצא מדברינו אלה דאם נקשה ממשנת כמון על רב יש לנו ד' תרוצים. א) כתי' הש""ס כיון שהוא רק ריח הנקלט בכלי והנה זה התירץ לא יצדק לרב דס""ל נ""ט בר נ""ט דהיתרא נמי אסור. ב) התי' השני דהוא ריח שאינו של פטם כנ""ל גם זה ליתא לרב. דהא בירושלמי מייתי פלוגתא דרב ולוי בלכתחילה והיינו משום דאיירי בכחושים דומיא דמתני' דכמון דמייתי עלה פלוגתא דרב ולוי וליכא אלא משהו כמו פת בפת ולא אסר לרב אלא לכתחילה. וקשה הא במין במינו במשהו לרב וע""כ צ""ל דריח אינו אסור אלא מדרבנן ובדרבנן מב""מ בטל (כתוס' חולין צ""ט ע""ב) וא""כ ליכא שום ראי' מלחמי תודה כיון דריחא אינו של תורה וממילא אין חילוק בון פטם לשאינו של פטם. ג) התי' השלישי לשיטת הרי""ף דריח אינו אלא משהו ולא אוסר רב אלא במינו ולא בכמון דאינו מינו [עי' ר""ן פג""ה] גם ז""א מדאוסר כחושים לכתחלה וצ""ל דמשהו הוה ואין מבטלין לכתחלה וא""כ ע""כ בשמינה טעם ממש הוה וכמון דבר חריף הוא [כשיטת או""ה סי' ק""ח עש""ה] וע""כ צ""ל תי' הרביעי דשאני תרומה דמשקים היוצאים ממנה אינה כמותה. לכן מייתי ירושלמי סמוך להך פלוגתא עוד פלוגתא אחרינא דרב אוסר מי צתרא של תרומה א""כ ס""ל בתרומה משקים היוצאים כמותה ואין כאן שום תי' על רב ממשנה דכמון. וצ""ל דרב חזר בו מנ""ט בר נ""ט וי""ל מקלי קלי איסוריה. לכן כד איקלע רב לגבי שמואל האכילו דגים שעלו בקערה של בשר בכותח. וכשצעק רב חס ליה וכו' א""כ ש""מ דלא חזר בו מנותן טעם בר נותן טעם אם כן ע""כ חזר בו ממי צתרא שלא תקשה ממתני' דכמון לכן האכילו שמואל מיצתרא ודו""ק [תמצית מכי""ק דרוש לשה""ג סוניא דריחא מלתא תקנ""ה וע' חת""ס על פסחים בסוגיא זו]:",ומעתה לא נפלאת ולא רחוקים סמיכת דברי,,,no ref,Jerusalem Talmud Terumot 10:2:6,JTmock Terumot 10:6:5,4
Demai,"חת""ם סופר",1,0,17b,"@11אלא @33נ""ל דהכי פירושו דר' חגי ס""ל דודאי אינה מדמעת כלל לאסור תערובתה אך מאי דאמר למקומה מדמעת היינו להתיר שיריה באכילה נהי דאינו אוסרות תערובות אבל עכ""פ הדר לטיבלא וצריך להפריש מיניה וביה ומאי דאמר אינה מדמעת שלא במקומה שאינה מתיר שיריים פי' דאינה צריך להפריש מיניה כלל ואין צריך להתיר שיריים לאכילה כי לא נאסרו כלל ואמר רבי לא עביד כר' חגי להקל ג""כ. והא""ש דכתב ר""ש בפי' מתני' דוקא בדמאי יש לחלק בין למקומו לשלא מקומו והא""ש והשתא בחלת ח""ל דקילי טפי מדמאי אפשר גם רבי הוה עביד עובדא:","אלא נ""ל דהכי פירושו דר' חגי ס""ל",,,no ref,Jerusalem Talmud Demai 4:1:9,JTmock Demai 4:3:5,1
Ketubot,"חת""ם סופר",1,0,1b,"@11בר קפרא מפרש טעמא דמתני' משום ברכה ור' לעזר וכו' @33ופי' בפני משה דבר קפרא פליג אמתני' וכו' ור' לעזר ס""ל כמתני' ודבריו צ""ע איך מייתי סייעתא לר' לעזר מברייתא הא משנה ומפורשת כדבריו אלא שבר קפרא פליג ועוד מ""ט שקיל וטרי אר' לעזר ולא אמתני' דמפרש בהדיא שאם היה לו ט""ב היה משכים לב""ד ע""כ נ""ל פי' הירושלמי כך דהא במתני' לא מפורש טעמא דאלמנה וגם קשה אטעמא דט""ב הא הוה ס""ס ע""כ ס""ל לבר קפרא דשאם היה לו טענת בתולים אינו טעם לנשואין ואותו טעם אינו מפורש במשנתינו כלל אלא סברה חיצונה היא משום ברכה אלא דיהיב טעמא שנושאים הבתולה ביום ד' ולא ביום ברכה דאדם דעדיף ואמרו נהגו כן החתנים כדי שאם יהיה לו ט""ב ממנה ומאתים ומקח טעות וכה""ג ישכים עמה לב""ד ולא ידור עם נחש בכפיפה א' עד עמדו לפני העדה למשפט ויתברר הדבר. אמנם ר' לעזר מפרש למתני' כפשטי' ומש""ה מייתי סייעתא מברייתא דמפני הסכנה התירו לכנוס בשלישי ולא בשני אי אמרת בשלמא משום אקרורי דעתיה אינו דומה מתקרר יום למתקרר יומים כמפורש שם משא""כ לבר קפרא מה בין שלישי לשני ומשום הכי שקיל וטרי אדרבי לעזר הא הוה ליה ס""ס ואתי שפיר הכל:",בר קפרא מפרש טעמא דמתני' משום ברכה,,,no ref,Jerusalem Talmud Ketubot 1:1:5,JTmock Ketubot 1:3:2,4
Ketubot,"חת""ם סופר",1,4,11b,"@11עד סוף ההלכה הוכיח מסיפא דמתני' דאל""כ להימני במגו דאין זה כתב ידי. @33מיירי כשכל א' אומר אין זה כ""י עצמי דאינו מעיד על של חבירו דהו""ל חד במקום תרי דהא איכא תרי על כל כת""י שהוא כ""י מש""ה לא מהימני אבל כשכל אחד אומר אין זה כ""י ולא של חבירי וכן אידך אז מודה הירושלמי דה""ל תרי ותרי ומ""מ לא קשה מהמשנה דניהמני במגו דאין זה לא כ""י ולא כ""י של חבירו דז""א דכיון דכל א' צריך לחבירו הו""ל מגו דבי תרי ומכל מקום הזמה לא שייך בהו מטעם זה דיעידו שניהם זע""ז שאינו כ""י כלל:","עד סוף ההלכה הוכיח מסיפא דמתני' דאל""כ",,,no ref,Jerusalem Talmud Ketubot 1:8:3,JTmock Ketubot 2:6:3,7
Ketubot,"חת""ם סופר",1,4,13a,"@11ובשם @33הגאון מו""ה אליהו מווילנא זצ""ל שמעתי אומרים שהאמת שנבעלה לשבאי בקטנותה ולפי עיבור שנים של חנניה שנגררו אחריו בח""ל לא היתה עדיין בת ג' שנים ויום אחד ומש""ה אמרה טהורה אני ובאמת שעיבור שלו אינו כלום. ולפי העיבור האמת כבר היתה ג' שנים ונשאת באיסור מש""ה מתה ודפח""ח:","ובשם הגאון מו""ה אליהו מווילנא זצ""ל שמעתי",,,no ref,Jerusalem Talmud Ketubot 2:6:3,,9
Ketubot,"חת""ם סופר",1,4,15b,"@11ר""ל אמר כסף ישקול כמוהר הבתולות ריבה כאן בתולות הרבה וכו' @33ר""ל מפיק מריבוי דהבתולות לחייבו קנס אפילו בפסולות ותני חזקיה מפיק ליה מאם מאן ימאן וכ' בפ""מ דבקידושין מ""ו מפיק מיניה א' מיאן אביה וא' מיאנה היא ולפע""ד דר""ל לטעמיה דחייבי מלקות שוגגים פטורים ולא מתוקם קרא אלא בפיתוי לשם קידושין ואיצטריך קרא למיאנה היא ע""כ מפיק מהבתולות וחזקיה ס""ל דלא כר""ל ומוקים אפי' בפיתוי שלא לשם קידושין וכרב אסי שם ולא אתרו ביה ודחיק ליה לאוקמי בשלא לשם קידושין בקידושין שם ע""כ מוקי קרא למיאוני משמים:","ר""ל אמר כסף ישקול כמוהר הבתולות ריבה",,,no ref,,,10
Ketubot,"חת""ם סופר",1,4,21b,"@11בקרבן העדה ד""ה ומשני בבושת ופגם כו' קנס חייב שאינה יכולה למחול. @33לולא דבריהם הייתי אומר דמה""ט אין הקנס נמחל משום דע""ז גופא חייביה תורה קנס על שפיתה אותה וידבר על לבה עד שנתרצית למחול על בושתה ופגמה וע""ז הפיתוי משלם הקנס עיין רמב""ן פ' משפטים אך כ""ז כשאין בעילת איסור אך איסור ממזרת או עריות א""כ דברי הרב ודברי התלמיד דברי מי שומעין ומה""ת חייב ליתן לה קנס ובזה יש להשוות הירושלמי עם הבבלי:","בקרבן העדה ד""ה ומשני בבושת ופגם כו'",,,no ref,,JTmock Ketubot 3:10:2,11
Ketubot,"חת""ם סופר",1,4,48b,"@11ולביתך לרבות ביכורי אשתו וכו' @33ר""ל כטעמיה דירושת הבעל לאו דאוריי' ופירוש למ""ד ירושת הבעל דאורייתא א""כ הוה כבן היורש אביו וליכא למימר דהוה כקונה פירות ואח""כ קרקע ולא צריך קרא אלאחר מיתה אלא לומר אפי' מחיים אם הכניסה וכתבה לו הפירות קנין פירות כקנין גוף ומביא וקורא ור""ל סבר ירושת הבעל לאו דאורייתא ומיירי קרא באשה שכתבה לבעלה פרי מחיים וגוף עם פירות לאחר מיתה ואיצטרך קרא לאחר מיתה כשתלש הפירות מחיים ושוב מתה האשה וקנה גם הקרקע והוה אמינא הוה כקנה פירות מן השוק ואחר כך קנה קרקע דאינו קורא קא משמע לן ולביתך כיון דאגיד ביה מעיקרא לפירות הוה כשלו ומביא וקורא:","ולביתך לרבות ביכורי אשתו וכו' ר""ל כטעמיה",,,no ref,Jerusalem Talmud Ketubot 5:3:3,JTmock Ketubot 9:1:12,16
Ketubot,"חת""ם סופר",1,4,59a,"@11שמואל אמר שוחדא דדיינא וכו'. @33מתניתא פליגא שמואל וכו'. עיין פירושו בר""ן פ' הכותב. והנלפע""ד בפי' הירושלמי כי המקשנים זה שהקשה ממתני' וזה שהקשה מבכור שניהם הוה ס""ל טעמא דשמואל כפירש ר""ת מטעם הפקר ב""ד הפקר וכמ""ש תוס' בקידושין ע""ד ע""א ומש""ה הוה ס""ל ה""ה שטר אחד על ב' שדות ביום א' כגון שני לקוחות קנו ב' שדות ביום א' ויצא עליהם מלוה לטרוף טורף מאיזה שירצו הב""ד מטעם הפקר ב""ד הפקר דאלו לרב טורף מזה מחצה ומזה מחצה ומשום הכי הקשה מבכור שנותן פי שנים משמע שמביניהם נשתלם הבעל חוב ולא נימא ממי שירצה דיין ישולם ומשני עוד הוא לשודא דדיינא איתאמרת פי' אין הפי' כר""ת אלא כרש""י והכא לא שייך ראות עיני הדיינים למי שהיה אוהב יותר שוב מסיק ר' אבין בשם שמואל לא שנא ב' שטרות על שדה אחת או שטר א' על ב' שדות לעולם כל מה שרוצים ב""ד להחליט מחליטין והכי מסיק נמי אמתני' דהנושא ד' נשים:",שמואל אמר שוחדא דדיינא וכו',,,no ref,Jerusalem Talmud Ketubot 9:5:2,,19
Berakhot,"חת""ם סופר",1,0,58b,"@11פלוגתת @33מאן דאמר נט""י לחולין ולא לתרומה ולחד מ""ד בין לחולין בין לתרומה. ופי' המפרש ר""א פולדא ז""ל דר""ל נט""י לחולין ולא לתרומה דסגי במפה ולאידך מ""ד שניהם שוים לענין מפה ע""ש ועי' ברמב""ן ורשב""א בתה""א. ולולי דבריהם הייתי מפרש דרב ס""ל כמסקנת הש""ס חולין דעד חבור היד עם הזרוע צריך נט""י בין לחולין בין לתרומה אך הוא מיירי ממפה ואמר בתרומה מקילינן ודי שיטול עד הפרק והנותר יכרוך במפה ולחולין צריך ליטול עד קשרי אצבעותיו והנותר עד הזרוע יכרוך במפה:","פלוגתת מאן דאמר נט""י לחולין ולא לתרומה",,,no ref,Jerusalem Talmud Berakhot 6:6:2,JTmock Berakhot 9:5:16,3
Nazir,"חת""ם סופר",1,0,39b,"@11עד @33אחד [אומר] אתה נדרת בנזיר וכו'. בזה לא סגי בשתיקתו לחוד כיון שאינו מעיד על דבר אחר חלב הוא זה אלא על עצמו של זה אומר אתה נדרת אפשר לא חש להשיב כי ידע בנפשו שלא נדר מעולם ואו אמר לחשוב מחשבות בנפשו בדאמרינן כה""ג בסוגיא דאמר לשנים גזלתי שתיקה דהאי לאו הודאה היא וכן ר""פ אמרו ליה שנים אכלת חלב ע""כ לא הוה קבלה עד שינהג נזירות ומנהג נזירות הוא שראינו מונע עצמו פ""א מיין או מלטמאות עצמו למתים מחמתו אז מכאן ואילך לוקה ע""כ בבבא זו אמר וניהג נזירתו על פיו כנלע""ד:",עד אחד אומר אתה נדרת בנזיר וכו',,,no ref,Jerusalem Talmud Nazir 8:1:4,,2
Avodah Zarah,"חת""ם סופר",1,0,16a,"@11עוד @33י""ל. לכאורה יש להכריע. דכתיב שם כי נבלה עשה בישראל לשכב את בת יעקב ופי' הרמב""ן שנבלה עשה לשכב את בת גדול הדור הנקרא ישראל שרית עם אלקים ואנשים והעיז איש רשע לשכב עמה כאילו היתה רק בת יעקב בעלמא. ויש להקשות א""כ מ""ט כתיב בני יעקב באו מן השדה ולא שמם הנכבד בני ישראל באו מן השדה. אע""כ כבר בשדה שמעו המעשה המכוער הלזה ובאו מן השדה כבני יעקב שהוחל כבודו וא""כ מוכרע דקרינן בני יעקב באו מן השדה כשמעם שם בשדה ומשו""ה לא חשיב ש""ס דילן הך קרא באותן שאין להם הכרע. אך בחולין ק' ע""ב פליגי ר""י ורבנן דלרבנן לא נקראו בני","עוד י""ל",,,no ref,Jerusalem Talmud Avodah Zarah 2:8:5,,2
Avodah Zarah,"חת""ם סופר",1,0,17a,"ישראל עד אחר שברכו הקב""ה בבית אל אח""כ כתיב וישאו בני ישראל את יעקב אביהם אבל קודם לכן נהי שהוא נקרא ישראל ע""י המלאך מ""מ בניו לא נקראו בני ישראל וא""כ לעולם י""ל כשמעם קאי אלמטה כשמעם ויתעצבו אבל בשדה לא שמעו והא דכתיב בני יעקב באו ולא בני ישראל משום שעדיין לא נקראו ב""י עד שברכו הקב""ה בבית אל וא""כ אין לו הכרע. ובהא פליגי ש""ס דילן וירושלמי. ואתי' ש""ס דילן כר' יהודה פג""ה וכן פסק רמב""ם בהלכות מלכים דלבני יעקב נאסר ג""ה שכבר נקראו ב""י אז:","ישראל עד אחר שברכו הקב""ה בבית אל",,,no ref,,,3
Avodah Zarah,"חת""ם סופר",1,0,17a,"@11עוד @33י""ל או""א דא""ח. כשמעם כי טמאו אחותם באו מן השדה ואח""כ בבואם לבית כשמעם דברי חמור ובקשתו שיתנו דינה לשכם אז התעצבו. כי רמב""ן כ' משום כך לא כתיב גבי מפתה לו תהיה לאשה כמו גבי אונס משום דמפתה אורחא דמלתא שהפחות מפתה בת גדולים וחשובים ולא יהיה חוטא נשכר בקחתו אותה משא""כ אונס מן הסתם החשוב מאנס בת פחותי ערך ע""כ ולו תהיה לאשה. והכא אנס שכם את בת יעקב כאלו הוא חשוב נגדו ורוצה להשיאו לאשה כחשוב שאנס פחותי ערך ע""כ התעצבו. וזהו נבלה עשה בישראל כי לשון נבלה מורה על תשלומים דבר שלא בדומה כמ""ש רמב""ן על עם נבל וכו'. וה""נ נבלה עשה בישראל כי ישראל מורה על לשון חשיבות לשכב את בת יעקב כאלו היא מפחותי עם כמורה לשון יעקב וכן לא יעשה לישא אותה ג""כ:","עוד י""ל או""א דא""ח",,,no ref,,,4
Avodah Zarah,"חת""ם סופר",1,0,21a,"@11השתחוה @33לביצה כו' [עיין ש""ך חלק יו""ד סימן קמ""ה והאריך רבינו בכתי""ק בסוגיא אבני הר שנדלדלו תק""ע לפ""ק. ונדפס בחתם סופר חידושי סוגיות דף ל""ח ע""א ירושלים תרנ""א לפ""ק]:","השתחוה לביצה כו' עיין ש""ך חלק יו""ד",,,no ref,,JTmock Avodah Zarah 5:11:2,5
