id,sefer_id,title_eng,title_heb,intro_eng,intro_heb,range_eng,range_heb,range_start,range_end,parent_id
88,4,The Rebellion of Avshalom,מרד אבשלום,"After he has been reunited with his father, Avshalom basically has the status of a firstborn. Although there is an older brother, Kilav, he is not mentioned at all in the unfolding political events, and all that is known of him is from aggadic texts. For his part, Avshalom feels that the time is ripe to put into motion his plans to take over the throne.","לאחר שעלה ביד אבשלום לפגוש את אביו, מעמדו של אבשלום נעשה כשל בן המלך הבכור. אמנם אחיו כִּלאב היה מבוגר ממנו, אך הוא לא נזכר כלל בתוך השתלשלות המאורעות הפוליטיים, ולא ידוע עליו אלא מתוך דברי אגדה.<footnote data-lang=""heb"" data-id=""1519"" data-num=""1""/> אבשלום חשב כי כשרה השעה למימוש יומרותיו.",II Samuel 15:1–12,פרק טו פס' א–יב,2453,2464,NULL
89,4,"David Flees from Avshalom, in Mourning and Disgrace",דוד בורח מפני אבשלום אבל ומבוזה,"The relationship between David and Avshalom has always been complex. On the one hand, David loves his son; on the other hand, he is well aware that Avshalom is unruly and cannot be restrained. Avshalom does not decide to become king in a spontaneous fashion. His drawn-out, calculated plans for the revolt are indicative of his far-reaching ambitions, and of the fact that he will let nothing stand in the way of their fulfillment.","יחסיו של דוד עם אבשלום מורכבים. מצד אחד, דוד אוהב את בנו; ומצד שני, הוא יודע היטב שאבשלום חסר מעצורים. אבשלום לא נעשה מלך באופן ספונטני. תכנונו הממושך והמחושב של המרד מעיד על שאיפותיו מרחיקות הלכת ועל כך שדבר לא יעמוד בדרכו למימושן.",II Samuel 15:13–16:14,פרק טו – פרק טז פס' יד,2465,2503,NULL
90,4,Ahitofel’s Counsel to Avshalom to Display Publicly His Rebellion against His Father,עצת אחיתופל לאבשלום להפגין לעין כול את המרד,"As in the past, David is forced to flee from his pursuer to the wilderness. However, on this occasion he is chased by his very own son. When Avshalom arrives in Jerusalem to take the throne, Ahitofel, his new advisor, recommends that Avshalom engage in intercourse with his father’s concubines who had been left behind. Through this crude act, Avshalom would demonstrate to all that the rift between him and his father would not be mended. He would thereby encourage his supporters, and remove any doubt from those who were hesitating to follow him. Avshalom accepts Ahitofel’s advice.","כמו בעבר דוד נאלץ לנוס אל המדבר מפני רודפו, אלא שהפעם הרודף הוא בנו המורד. אבשלום מגיע לירושלים לשבת על כס אביו המודח, ואחיתופל, יועץ אבשלום מעתה, מייעץ לאבשלום לבוא אל פילגשי אביו שנשארו בבית. בצעד בוטה זה יַראה אבשלום לכול כי הקרע בינו ובין אביו לא יתאחה. כך הוא יחזק את התומכים בו ויסיר ספק מהמהססים. אבשלום נשמע לעצת אחיתופל.",II Samuel 16:15–23,פרק טז פס' טו–כג,2504,2512,NULL
91,4,Avshalom Prepares for War against His Father,אבשלום נערך למלחמה,"David and his men camp for the night in the plains of the wilderness, although they have not yet organized and prepared for war. Ahitofel advises Avshalom to attack David immediately, but his counsel is thwarted by divine providence.","דוד ואנשיו חנו חניית לילה בערבה עוד לפני שהתארגנו ונערכו למלחמה. אחיתופל ייעץ לאבשלום לצאת מיד ולהכות בדוד, אבל ההשגחה העליונה סיכלה את עצתו.",II Samuel 17:1–26,פרק יז פס' א–כו,2513,2538,NULL
92,4,Yoav Kills Avshalom,יואב מכה את אבשלום,"Despite David’s orders to spare his insurgent son, Yoav decides to kill Avshalom when the latter is unprotected. Yoav thereby ends the battle with victory.",למרות פקודת המלך דוד לחוס על בנו המורד החליט יואב להרוג את אבשלום כאשר הלה לא היה מוגן. בכך קטע יואב את המלחמה וסיימה בניצחון.,II Samuel 17:27–18:18,פרק יז פס' כז – פרק יח פס' יח,2539,2559,NULL
93,4,David’s Actions and Disposition after the War,מהלכי דוד והלך נפשו לאחר המלחמה,"Despite his rescue and triumph, David is in deep mourning for his son. David resumes his reign over Israel, but refuses to punish Avshalom’s supporters. David even promises the man who cursed him and cast stones at him that he will not harm him. Although he is forgiving toward his opponents, he removes Yoav from his position as commander of the army for killing his son, replacing him with the commander of Avshalom’s army.","על אף ההצלה והניצחון היה דוד שרוי באבל כבד על בנו. דוד יחזור למלוך על ישראל, אבל ימאן להעניש את תומכי אבשלום. דוד נשבע אפילו למי שקילל אותו והשליך עליו אבנים, שלא יפגע בו. אף שהיה סלחן כלפי מתנגדיו, את שר צבאו יואב, שהרג את בנו, דוד רוצה להעביר מתפקידו, ולהחליפו בשר הצבא של אבשלום.",II Samuel 18:19–19:40,פרק יח פס' יט – פרק יט פס' מ,2560,2613,NULL
94,4,The Bitter Disputes in the Restoration of David to the Throne,המאבקים המרים שנכרכו בהשבת דוד למלכותו,"The division between Judah and Israel apparently existed many years before its political manifestation in the official establishment of two independent kingdoms.<footnote data-lang=""eng"" data-id=""1480"" data-num=""340""/> Already in the book of Judges (chap. 1), the tribe of Judah, sometimes together with neighboring tribes, acted as a unit independent from the rest of Israel. The quarrel which develops in this section between Judah and the other tribes of Israel with regard to the return of King David did not begin here; rather, it exposed an ancient rift between the tribes of Israel. This intertribal feud provides fertile ground for another rebellion against David, this time led by Sheva son of Bikhri, from the tribe of Benjamin. While suppressing the fresh revolt, Yoav, the deposed chief commander of the army, kills his nephew Amasa, the newly-appointed commander. Yoav acts toward Amasa in the same obstinate, decisive manner that he had employed earlier, in his treatment of Avshalom. Both Avshalom and Amasa were murdered in a humiliating fashion, without the consent of King David, and their bodies were tossed aside in an open field.","נראה שהחלוקה בין יהודה לישראל התקיימה שנים רבות לפני שקיבלה משמעות פוליטית בהתפצלות הממלכה. כבר בסיפורי השופטים שבט יהודה – לפעמים עם השבטים הסמוכים לו – היה יחידה עצמאית.<footnote data-lang=""heb"" data-id=""1620"" data-num=""1""/> הסכסוך בין יהודה וישראל שהתעורר בענייננו על רקע החזרתו של דוד המלך, לא נולד כאן, אלא חשף פירוד עתיק יומין בין שבטי ישראל. המריבה הבין-שבטית היוותה כר נוח להתמרדות נוספת בדוד בהנהגתו של שבע בן בכרי איש בנימין. תוך כדי דיכוי המרד החדש הרג יואב, שר הצבא המודח, את עמשא אחיינו, שר הצבא הטרי. אותה קשיחות ונחרצות שנהג יואב באבשלום, גילה שוב כלפי עמשא. הן אבשלום והן שר צבאו, עמשא, נרצחו באופן מבזה בניגוד לרצון המלך דוד, וגופותיהם הושלכו בשדה.",II Samuel 19:41–20:26,פרק יט פס' מא – פרק כ,2614,2643,NULL
95,4,The Revenge of the Givonites against the House of Saul; David Brings Saul and Yehonatan to Their Ancestral Burial Plot,נקמת הגבעונים בבית שאול והבאת שאול ויהונתן לקבר אבות,"Another significant event in David’s life revolves around the fate of the house of Saul. After seven members of Saul’s family are handed over to the Givonites, who hang them between heaven and earth as an act of vengeance, their bones are brought to their permanent resting place, together with those of Saul and Yehonatan. There is a wondrous but menacing aspect to this story, as the very heavens become involved in the episode, by first withholding and then bestowing the blessing of rain.","מאורע משמעותי אחר בחייו של דוד נוגע לאחריתו של בית שאול. לאחר ששבעה מבני בית שאול נמסרו לגבעונים והוקעו על ידיהם בין שמים לארץ כנקמה, עצמות שאול ויהונתן מובאות למנוחת עולמים עם המוקעים. לסיפור העצוב הזה נוסף ממד מופלא ומאיים בעובדה שגם השמים נוטלים בו חלק – במניעת הגשמים ובהמטרתם.",II Samuel 21:1–14,פרק כא פס' א–יד,2644,2657,NULL
96,4,The Wars of David and His Men against the Philistines,מלחמות דוד ואנשיו בפלשתים,"The previous story about the Givonites and the reburial of Saul, the descriptions of the victories in this section, and the descriptions in the sections that follow are all retrospective summations of David’s deeds and the events of his life. David does not manage to eradicate the Philistine enemy entirely. He strikes the Philistines over and over again until they no longer pose a real threat to Israel, but they do maintain their independence. Although they stay within their borders and do not start wars, for many subsequent generations they remain a menace, and are a source of recurring friction as well as actual attacks.","הן הסיפור הקודם על הגבעונים ועל קבורת שאול, הן תיאור הניצחונות שיבואו כאן הם סיכומים אחרונים של מעשי דוד וקורותיו במשך השנים. סיכומים כיוצא בהם יופיעו גם להלן. דוד לא הצליח למגר את הפלשתים לחלוטין. הוא הכה אותם פעמים כה רבות עד שהם חדלו מלסכן את ישראל באופן ממשי, אבל עדיין שמרו על עצמאותם. אמנם הם לא פרצו מחוץ לגבולותיהם ולא איימו במלחמה, אך במשך דורות רבים עוד נחשבו למפגע ולמקור למתקפות וחיכוכים חוזרים ונשנים.",II Samuel 21:15–22,פרק כא פס' טו–כב,2658,2665,NULL
97,4,The Song of David,שירת דוד,"Several songs are recorded in the book of Samuel, each the summation of an individual’s life. Hannah’s song of gratitude to God appears at the beginning of the book,<footnote data-lang=""eng"" data-id=""1538"" data-num=""398""/> the lamentation of David for Saul and Jonathan is recorded in the middle (II Samuel 1), and it concludes with the song of David. David sings it during his final years, which were relatively tranquil, when he could reflect upon and sum up his life. This song of praise does not describe a specific incident. Rather, David pours out his heart to God, and relates to the events of his fascinating and spectacular life in its entirety. Due to his righteousness and his cleaving to God, miracles continually transpired for him. It seems that God intervened on his behalf in both major and minor incidents; and other people, and even the forces of nature, were mobilized to assist him. All David can do in response is to thank God, who has granted him his elevated status, chosen him, and associated His name with him.","בספר שמואל כמה שירות שכל אחת מהן מסכמת פרשת חיים. בתחילתו מופיעה שירת התודה של חנה, בהמשכו נזכרת קינת דוד על שאול ויהונתן, ובסופו – השירה הנוכחית. את השירה הזו שר דוד בשנותיו האחרונות והנינוחות יחסית, שבהן כבר יכול היה לסכם את ימי חייו. שיר התהילה הזה אינו מתאר מקרה מוגדר. בדברי שירתו דוד שופך את נפשו ומתייחס לכלל חייו המרתקים והמופלאים. בשכר צדקתו ודבקותו בה' התרחשו נסים בעבורו בכל עת. נראה שאלוקים התערב לטובתו במקרים קטנים כגדולים, אנשים וכוחות טבע נרתמו לסייע לו, ולא נותר לו אלא להודות לה' שהביאו למעמד כזה, שבחר בו וששמו התייחד עליו.",II Samuel 22:1–51,פרק כב,2666,2716,NULL
98,4,David’s Final Words,דברי דוד האחרונים,"Unlike in the previous song, which was also recorded in the book of Psalms, in the following song David discusses his own path in life and the great heights that he achieved. He expresses thanks to God, and the hope that God’s covenant with the house of David will endure forever.","שלא כשירה הקודמת, שנכנסה גם לתוך ספר תהלים, בשיר שלפנינו דוד מספר על עצמו ומתאר את דרכיו ואת המעלות שזכה להן. יש בו ביטוי לתודה לה' ותקווה שהברית שכרת ה' עם בית דוד תעמוד לעולם ועד.",II Samuel 23:1–7,פרק כג פס' א–ז,2717,2723,NULL
99,4,David’s Warriors,גיבורי דוד,"David’s mighty men, who are mentioned several times as individuals and as a group, are recorded here in a detailed list. They are not only individual warriors, but each one also fills a particular role or rank within David’s military force.","הגיבורים של דוד, הנזכרים כמה פעמים כבודדים וכקבוצה, מופיעים כאן ברשימה מפורטת למדי. הם לא היו רק גיבורים פרטיים, אלא לכל אחד מהם היה תפקיד או דרגה מיוחדת בחילותיו של דוד.<footnote data-lang=""heb"" data-id=""1707"" data-num=""1 ""/>",II Samuel 23:8–39,פרק כג פס' ח–לט,2724,2755,NULL
100,4,The Plague and the Transformation of the Yevusite Threshing Floor into an Altar,המגפה והפיכת גורן היבוסי למזבח,"Although the book of Samuel does detail the activities of the prophet Samuel, and of King Saul, the primary portion of the book is dedicated to the life of King David. Although the death of David and the appointment of his successor are related at the beginning of the book of Kings, all of his significant actions are related in this book. The book of Samuel concludes with the narrative of the purchase of the threshing floor belonging to Aravna the Yevusite by King David, and the establishment of an altar there.","ספר שמואל עוסק בשמואל הנביא ובשאול המלך, אך חלקו הגדול מוקדש למלך דוד ולמאורעותיו. אמנם מותו של דוד וקביעת יורשו יתוארו בספר מלכים, אבל כל מעשיו החשובים של דוד מסופרים בספר זה. הספר נחתם בסיפור על קניית גורן ארוְנה היבוסי על ידי דוד המלך ובניית מזבח במקומו.",II Samuel 24:1–25,פרק כד,2756,2780,NULL
101,5,David’s Advanced Age and the Coronation of Solomon,זקנותו של דוד והמלכת שלמה,"The book begins with a story that presents an elderly David in a weak physical state. In his final days the king struggles even to sleep in comfort in his own bed. David’s vulnerability is exploited by his son Adoniya, also called Adoniyahu, who seeks to take over the throne in his father’s lifetime.","הספר נפתח בסיפור המראה על חולשתו הגופנית של דוד בזקנתו. באחרית ימיו התקשה דוד אפילו לישון בשלווה במיטתו. את חולשתו של דוד מנצל אדֹניה בנו, ועוד בחיי דוד הוא מתנשא למלוך.",I Kings 1:1–53,פרק א,2781,2833,NULL
102,5,David’s Last Will and His Passing,צוואת דוד ופטירתו,"Before King David departs from the world, he provides words of encouragement to his son Solomon and instructs him to follow the path of God and obey His laws. David also imposes upon the young king specific tasks, most of which are unpleasant, as he expects him to settle accounts with certain individuals who acted wickedly and to deal with some unfinished matters that he is unable to take care of himself.","קודם שדוד מסתלק מן העולם, הוא מחזק את בנו שלמה ומורה לו ללכת בדרכי ה' ולהיות כפוף לחוקיו. דוד גם מטיל עליו תפקידים, שברובם אינם נעימים – לסלק חשבונות עם כמה דמויות שהרעו מעשיהם ולסיים עניינים שהיה מנוע מלבצעם.",I Kings 2:1–12,פרק ב פס' א–יב,2834,2845,NULL
103,5,The Execution of Solomon’s Rivals and the Stabilization of His Kingship,המתת יריבי שלמה וכינון מלכותו,"In his first moves as king, Solomon acts against potential threats to his rule. In the initial three years of his reign he fulfills the instructions that his father gave him before his death. The young king shrewdly rids himself of potential political rivals, as he gives orders for Adoniya to be killed and for Evyatar the priest to be removed from his post.",בצעדיו הראשונים הסיר שלמה אבני נגף מדרכו. בשלוש השנים הראשונות למלכותו של שלמה הוא מילא את ההוראות שהורה לו אביו טרם פטירתו. בתבונתו סילק את מי שנראו בעיניו יריבים פוליטיים פוטנציאליים: הוא הורה להרוג את אדניהו בן חגית ולפטר את אביתר הכהן מתפקידו.,I Kings 2:13–3:2,פרק ב פס' יג – פרק ג פס' ב,2846,2881,NULL
104,5,Solomon’s Love of God and the Divine Revelation He Received in Givon,אהבת שלמה את ה' וההתגלות בחלום בגבעון,"Solomon merits a prophetic dream in which God allows him to select the gift he most desires. Solomon chooses wisdom, and as a result he receives the title of the wisest of men (see 5:1), as well as other significant gifts.","שלמה זוכה לחלום נבואי שבו אלוקים מאפשר לו לבחור את המתנה הרצויה בעיניו. על שום בחירתו בחכמה שלמה נקרא 'החכם מכל אדם'<footnote data-lang=""heb"" data-id=""1808"" data-num=""1""/> וזכה גם בשאר מתנות חשובות.",I Kings 3:3–15,פרק ג פס' ג–טו,2882,2894,NULL
105,5,The Judgment of Solomon,משפט שלמה,"The following episode verifies Solomon’s prophetic dream.<footnote data-lang=""eng"" data-id=""1669"" data-num=""64""/>","האירוע הבא מאמת את חלומו של שלמה.<footnote data-lang=""heb"" data-id=""1816"" data-num=""1 ""/>",I Kings 3:16–28,פרק ג פס' טז–כח,2895,2907,NULL
106,5,Solomon’s Government,המערכת השלטונית של שלמה,"The following sections describe King Solomon’s power, wealth, wisdom, and achievements, at the center of which is the construction of the Temple. All of these descriptions emphasize the successful aspects of Solomon’s kingdom. The current section contains two lists, one of the senior officials in the kingdom and the other of local district governors. Each district governor is responsible for collecting taxes for the king, which provide for his extravagant household for one month a year. Solomon organizes this governmental system as part of his efforts to establish a strong national government.","בעניינים הבאים מתוארים גדולתו של שלמה המלך, עצמתו השלטונית, עושרו וחכמתו וכן מעשיו, שבמרכזם בניית בית המקדש. בכל אלה מובלטים ההיבטים המוצלחים והנאים של מלכותו. בעניין שלפנינו מופיעות שתי רשימות: רשימת בעלי התפקידים הבכירים בממלכת שלמה ורשימת השליטים המקומיים שכל אחד מהם היה ממונה על המתרחש באחד האזורים בארץ. הוא היה אחראי לגבות את המס שיפרנס את המלך ואת ביתו מרובה ההוצאות חודש בשנה. שלמה ארגן מערכת שלטונית זו במסגרת מאמציו לגבש שלטון מרכזי בארץ.",I Kings 4:1–20,פרק ד,2908,2927,NULL
107,5,"Solomon’s Greatness: His Power, Wealth, and Wisdom","גדולת שלמה – כוחו, עושרו וחכמתו","Solomon’s kingdom is blessed with material abundance and exceptional political strength. Solomon himself is gifted with a rare degree of wisdom. A parallel description of this state of affairs can be found in Psalms 72, which depicts Solomon and his kingdom in idyllic terms.","ממלכת שלמה התברכה בשפע חומרי ובעצמה פוליטית יוצאת דופן. שלמה ניחן גם בחכמה אישית חריגה. בעניין זה, שיש לו מקבילה במזמור תהלים הפותח בכותרת לִשְׁלֹמֹה,<footnote data-lang=""heb"" data-id=""1830"" data-num=""1""/> מתוארים שלמה וממלכתו בתיאורים אידיליים.",I Kings 5:1–14,פרק ה פס' א–יד,2928,2941,NULL
108,5,The Raw Materials Imported for the Construction of the Temple,חומרי הגלם לבית המקדש,"The first stage of the construction of the Temple is the preparation of building materials. Solomon turns to Hiram king of Tyre to supply the wood, and he also plans their shipment. The preparation of the stones is described in a later section.",השלב הראשון בהקמת המקדש הוא הכנת חומרי הגלם. שלמה פונה אל חירם מלך צור כדי שיספק לו עצים ומתכנן גם את דרכי הובלתם. בהמשך מדובר גם בהכנת אבני הבניין של המקדש.,I Kings 5:15–32,פרק ה פס' טו–לב,2942,2959,NULL
109,5,The Construction of the Temple,בניין המקדש,"This section describes the Temple, first generally and then in a more detailed manner, starting from the outer section before moving on to the inner area. In between these two descriptions, God promises Solomon that the Divine Presence will remain in the Temple for as long as the king observes the commandments and follows God’s ways.","המקדש מתואר מן המבט הכללי אל פרטי הבניין, ומן החוץ פנימה. בין התיאור החיצוני של בית המקדש לתיאור הפנימי שלו מופיעה הבטחת ה' לשלמה ששכינתו תתמיד בבית הזה כל עוד שלמה יציית למצוות ה' וילך בדרכיו.",I Kings 6:1–38,פרק ו,2960,2997,NULL
110,5,The Construction of Solomon’s Palace,בניין ארמון שלמה,"In between the account of the construction of the Temple and the description of its beams and vessels, the text recounts the building of Solomon’s palace, a building that was similar in overall structure to the Temple.","בין תיאור בניין המקדש לתיאור עמודיו וכליו מסופר על בניין ארמונו של שלמה, שהיה דומה במבנהו הכללי לבניין המקדש.",I Kings 7:1–12,פרק ז פס' א–יב,2998,3009,NULL
111,5,The Pillars of the Temple and Its Vessels,עמודי המקדש וכליו,The text returns to the description of the House of God.,כאן חוזר התיאור אל בית ה'.,I Kings 7:13–51,פרק ז פס' יג–נ,3010,3048,NULL
112,5,The Inauguration of the Temple and Solomon’s Prayer,חנוכת הבית ותפילת שלמה,"The Temple is transformed into the House of God when the Ark of the Covenant is placed inside. The ark is transported to Mount Moriah in a celebratory procession, and when it is brought into the Holy of Holies, God provides a sign of His approval in the form of a cloud. At this climactic moment, when the glory of God descends to reside in His permanent home in Jerusalem, Solomon addresses both God and the assembled people. Together with a prayer to the Lord, the king offers profound reflections on God and His House to the congregation. He thanks and praises God for fulfilling His promise to his father David and elaborates on the greatness of this event, in which a fixed abode has finally been established for God almost five hundred years after Israel left Egypt and became a nation. In addition to his prayers of thanksgiving, Solomon submits a series of detailed requests pertaining to the power of the Temple, which links heaven and earth and where countless people will pray and be heard by God.","המקדש הפך לבית ה' כשהארון הוכנס אליו. הארון הובא בתהלוכה חגיגית להר המוריה, ועם הכנסתו אל הדביר הופיע האישור האלוקי בדמות ענן. ברגע שיא זה, שבו ירד כבוד ה' לשכון בבית הקבע שלו, בירושלים, שלמה מדבר הן אל אלוקים הן אל העם הרב שהתאסף. בד בבד עם התפילה המכוונת כלפי מעלה שלמה משמיע גם באוזני קהל הנאספים דברי הגות עמוקים על אלוקים ועל ביתו. בדבריו של שלמה יש תודה ושבח לה' על מילוי ההבטחה שהבטיח לדוד, ועל רוממותו של המעמד הזה, שבו כמעט חמש מאות שנה מאז הפכו ישראל לעם ויצאו ממצרים, הם בנו בקרבם בית של קבע לה'. בצד ההודיה שלמה מביע בקשה מפורטת הקשורה לכוחו של המקום הזה, המחבר ארץ ושמים, בני אדם הנושאים תפילות ושומען.",I Kings 8:1–66,פרק ח,3049,3114,NULL
113,5,God’s Second Revelation to Solomon,ההתגלות השנייה לשלמה,"Solomon’s monumental efforts receive a divine response in the form of a cloud, which represents the glory of God, descending upon the Sanctuary. The king’s words of prayer that accompanied his actions are now similarly answered through an explicit address from Heaven.","מאמציו המעשיים הכבירים של שלמה נענו, והענן, שגילם את כבוד ה', ירד על ההיכל. עתה ייענו גם מילות התפילה שצירף שלמה אל מעשיו במענה מילולי מפורש משמים.",I Kings 9:1–9,פרק ט פס' א–ט,3115,3123,NULL
114,5,Solomon’s Great Projects,מפעליו הגדולים של שלמה,"The descriptions of the construction of the Temple and the king’s house were followed by two speeches: Solomon’s prayer and God’s response to him in a revelation. The narrative now returns to discussing Solomon’s actions and summarizes his construction projects, the successful international relations that he establishes, and the material wealth that he accrues from even very distant shores.","אחרי התיאור של בניית בית המקדש וביתו של שלמה הופיעו שני עניינים ובהם דיבור – תפילתו של שלמה והמלים שהשמיע ה' באוזניו בהתגלותו. עתה חוזר הכתוב אל תחום המעשה ומסכם את מפעלי שלמה בתחום הבנייה, את היחסים הבינלאומיים המוצלחים שקיים ואת השפע הכלכלי שזרם אליו אף ממקורות רחוקים מאוד.",I Kings 9:10–10:29,פרק ט פס' י – פרק י,3124,3171,NULL
115,5,Cracks in Solomon’s Kingdom,סדקים בממלכת שלמה,"Following the descriptions of King Solomon’s greatness, grand projects, and successes, the narrative turns to his weaknesses: Solomon, who has forged ties with many nations and distant kingdoms, loves the daughters of those foreign nations. He marries a thousand women, who bring their pagan religious rituals with them. God informs Solomon that due to his sins the kingship will be torn from his descendants. The section further relates that already in Solomon’s own lifetime various threats to his rule and the future reign of his son appeared. Solomon ignores these dangers, perhaps because he considers himself a strong, unchallenged leader who has focused on peaceful activities and abstained from waging war.","לאחר תיאורי גדלותו של שלמה המלך, מפעליו והצלחותיו, מסופר כאן על מה שהכשילו: שלמה, שקשר קשרים עם עמים וממלכות רחוקות, אהב בנות עמי נכר ונשא אלף נשים, שהביאו עמן את פולחניהן הזרים. ה' מודיע לו שבשל כך תיקרע הממלכה מזרעו. בהמשך העניין מתברר כי עוד בימי חייו אורבים למלכותו ולמלכות בנו מכשולים שונים. שלמה התעלם מהם, אולי משום שהתייחס אל עצמו כשליט חזק ובלתי מעורער המתמקד בפעולות שלום בלבד והנמנע ממלחמות.",I Kings 11:1–43,פרק יא,3172,3214,NULL
116,5,The Division of the Kingdom,התפלגות המלוכה,"Although it can be assumed that Solomon fathered many children from his thousand wives, after his death, his son Rehavam takes over the throne without any resistance. However, although there is no objection to his reign from within the royal court, an external challenge soon arises.","אף שמן הסתם נולדו לשלמה ילדים רבים מאלף נשותיו, לאחר שהלך לעולמו, עלה על כיסאו בנו רחבעם ללא כל חיכוכים. בחצר המלוכה לא היו עוררין על מלכותו, אך הערעור עליה בא מן החוץ.",I Kings 12:1–33,פרק יב,3215,3247,NULL
117,5,The Man of God in Beit El,איש האלוקים בבית-אל,"Yorovam’s amendments to the customs of Israel and his religious innovations are motivated by political gain, as he seeks to prevent his subjugation to the Kingdom of Judah and to reinforce the Kingdom of Israel as an independent state. Indeed, the new practices are observed until the end of the Kingdom of Israel. In the meantime, God sends a prophet from Judah to reprove Yorovam for the altar he has built in Beit El and to inform him of his bitter fate. Despite the miracle performed by the prophet and the subsequent miraculous nature of the prophet’s death, the king of Israel fails to repent and abandon his evil ways.","התיקונים והחידושים שערך ירבעם במנהגי ישראל נוצרו מסיבות פוליטיות – הם נועדו למנוע את הכפיפות לממלכת יהודה ולחזק את הבידול ממנה. ואולם הפולחן החדש המשיך להתקיים עד סוף ימי מלכות ישראל. ה' שולח נביא מיהודה להוכיח את ירבעם על המזבח שבנה בבית-אל ולהשמיעו את אחריתו המרה. למרות המופת שהוא עושה והמופת המתלווה למותו של אותו נביא, ירבעם אינו שב מדרכו הרעה.",I Kings 13:1–34,פרק יג,3248,3281,NULL
118,5,The Death of Yorovam’s Son and the Conclusion of His Reign,מות בן ירבעם וחתימת מלכותו,This section concludes the reign of Yorovam. It relates how the king’s wife approaches the prophet Ahiya in distress over her sick son. The prophet informs the child’s mother and father that Yorovam’s royal dynasty will not last and that the son will die for his father’s sins.,"בעניין זה נחתם סיפור מלכותו של ירבעם. מסופר כאן על פנייתה של אשת המלך אל הנביא במצוקת מחלת בנה. הנביא מודיע לאמו ולאביו כי לא יהיה המשך לשושלת זו, וכי הבן ימות בחטאי אביו.",I Kings 14:1–20,פרק יד פס' א–כ,3282,3301,NULL
119,5,Summary of Rehavam’s Reign over Judah,סיכום מלכותו של רחבעם ביהודה,"After Solomon’s remarkable achievements, the reign of his son Rehavam is a disappointment. Rehavam, who is presented as a weak-willed individual, fails to initiate significant changes to the kingdom, and he shows no strength or vision, neither in foreign nor in domestic policy. Rehavam’s own lapses bring about his downfall.","לאחר הישגיו המופלאים של שלמה, מלכות בנו רחבעם מאכזבת. רחבעם, המצטייר כדמות חלשת אופי, לא חולל שינויים בממלכתו, ולא היו לו עָצמה ומעוף לא כלפי פנים ולא כלפי חוץ. במחדליו הביא רחבעם על עצמו את נפילתו.",I Kings 14:21–31,פרק יד פס' כא–לא,3302,3312,NULL
120,5,"Aviyam and Asa, Kings of Judah",אביָּם ואסא מלכי יהודה,"Aviyam son of Rehavam does not leave a significant mark on the history of the Kingdom of Judah. Like his father, he does not worship idols, yet he fails to actively oppose the private altars and the practice of idolatry. His son Asa, by contrast, acts in the correct manner when he suppresses idolatry harshly; yet even he does not directly deal with the private altars, and he is unable to eradicate them. From the time of the division into separate kingdoms, there has been a cold war between the Kingdom of Israel and the Kingdom of Judah. When Asa feels that the king of Israel is making unusually provocative gestures against him, he enlists the help of the king of Aram-Damascus.","אבים בן רחבעם לא השאיר חותם משמעותי על תולדות ממלכת יהודה. כאביו אף הוא לא עבד אלילים, אך גם לא נאבק בבמות ובפולחנים הזרים. בנו אסא, לעומתו, נהג כראוי ודיכא את העבודה הזרה ביד קשה, ועם זאת אף הוא לא ניהל מלחמה חריפה בבמות, ולא עלה בידו לבער אותן. מאז נתפצלה הממלכה, התנהלה מלחמה שקטה בין ממלכת ישראל לממלכת יהודה. כשאסא חש שמלך ישראל מתגרה בו באופן חריג, הוא גייס לעזרתו את מלך ארם דמשק.",I Kings 15:1–24,פרק טו פס' א–כד,3313,3336,NULL
121,5,"Kings of Israel: Nadav, Baasha, and Zimri","נדב, בעשא וזמרי מלכי ישראל","Nadav son of Yorovam follows his father’s ways until he is murdered by Baasha, thereby fulfilling the prophecy of retribution against the family of Yorovam. However, as Baasha continues the worship of the calves in Beit El and Dan, his dynasty has no greater justification than the one he destroyed, and he too is informed by a prophet that his reign will not last. This prophecy, delivered by Yehu the son of Hanani, is fulfilled by Zimri, the captain of the army, when he kills Baasha’s son Ela. Zimri, however, is not accepted by the people as king and is almost immediately deposed.","נדב בן ירבעם המשיך בדרכי אביו ונרצח על ידי בעשא. כך מימש בעשא את נבואת העונש לבית ירבעם. מכיוון שאף בעשא המשיך להחזיק בפולחן העגלים שבבית-אל ודן, לא הייתה הצדקה להמשך שושלתו. על כן אף הוא שמע מפי נביא שמלכותו לא תיכון. את נבואת עונשו, שהשמיע באוזניו הנביא יהוא בן חנני, מימש שר הצבא זמרי כאשר הרג את בנו של בעשא, אלה.",I Kings 15:25–16:20,פרק טו פס' כה – פרק טז פס' כ,3337,3366,NULL
