Aderet Eliyahu Text,Aderet Eliyah Ref
"<b> וכי יפל מנבלתם</b>. דומיא דנבלתם פרט ליבש שאין מטמא (נדה נ""ו ע""א) (ובש""ס יליף ליבש מבמות' כו' (ומנבלתם ריבה לאבר מן החי שיהא עליו בשר גידין ועצמות) מנבלתם לרבות כלי עצם. ר""י בנו של ריב""ב או' וכל מעשה עזים לרבות כל העשוי מן העזים אפי' מן הקרניים וטלפי' ועצמות ומנבלתם יליף שאין מטמא מחיים) על כל זרע כו' (אינו בת""כ רק בחולין קכ""א ע""א) מה זרעים שאין סופן לטמא טומאה חמורה אף כו' פרט לעוף טהור שסופו לטמא טומאה חמורה שאין צריך הכשר. (חולין קי""ט ע""ב) זרוע כדרך שמוציא לזריעה:","Aderet Eliyahu, Leviticus 11:37:1"
"<b> מניין לזרעים טמאים שזרען שטהרו ת""ל אשר יזרע טהור יכול אעפ""י שלא השרישו ת""ל</b> הוא:",
"<b> וכי יתן כו' הרי זה בא ללמד שאין השרץ מטמא הזרעים אלא לאחר הכשר</b>. וכי יתן. יותן דומיא דיתן מה יתן דניחא לי' אף יותן דניחא לי'. מים מניין לעשות שאר משקין כמים ומחשבה כנתינה נאמר כאן מים ונאמר בכלי חרס מים מה להלן כו'. מים על זרע. אין לי אלא בזמן שמים ע""ג זרע נתנגב מניין ת""ל ונפל כו' טמא. ונפל מנבלתם. פרט ליבשה שאין יכולה להשרות. לכם. כל שהוא לצרכיכם לרבות הידות מכאן אמרו יד הפרכול כו' יכו' אעפ""י שבססן בגורן ת""ל הוא:",
<b> וכי ימות</b>. מיתה ודאי. מן הבהמה. פרט לטריפה ששחטה. אשר היא לכם. להביא בהמה טמאה שמטמאה במשא:,"Aderet Eliyahu, Leviticus 11:39:1"
<b> לאכלה</b>. להביא בן שמנה שלא תהא שחיטתו מטהרתו. הנגע בנבלתה כו':,"Aderet Eliyahu, Leviticus 11:39:2"
"<b> והאכל מנבלתה כו' עיי' רש""י ז""ל:</b>",
"<b> שקץ הוא לא יאכל</b>. עיין רש""י ז""ל:","Aderet Eliyahu, Leviticus 11:41:1"
"<b> עד כו'</b>. להבי' הדומה לדומה. לכל השרץ כו' להביא התולעי' שבעיקרי הזיתים והאילנות. ד""א לרבות אפרוח שלא נפתחו עיניה (ביצה דף וי""ו ע""ב):",
<b> אל תשקצו כו' בכל השרץ כו'</b>. לרבות את שבפירות אם פירשו לארץ וחזרו שאסורין:,"Aderet Eliyahu, Leviticus 11:43:1"
"<b> ולא תטמאו בהם ונטמתם בם</b>. מכאן רמז לטומאת הגויה. אין לי אלא טומאה חמורה. טומאה קלה מניין שפוסלת הגויה ת""ל ונטמתם בם. בהם ולא בחלבן כצ""ל בת""כ [ור""ל דלאו ולא תטמאו קאי אנבלת בהמה טהורה דהוא לאו שבכללו' כמ""ש רש""י ורמז שנטמא באכילתן וקאמר ונטמתם לימד על אופלין ומשקין שנטמאו בנבילה שמטמאין את האדם ור""ל דז""ש בם דבר הנוגע בנבילה וז""ש בגמרא. (יומא דף פ' ע""ב) ונטמתם בם מכאן רמז לטומאת הגויה ופשטא דקרא על טומאת הנפש ואמר בהם פרט לדמן וחלבן דטהורין מטומאת נבילה ואוכלין הנוגעין בהן טהורין]. ולא תטמאו בהם ונטמתם בם ולא תטמאו את כו'. ג' טומאות. (יומא דף ל""ט ע""א) אדם מטמא עצמו מעט מטמאין אותו הרבה. מלמט' מטמאין אותו מלמעלה. בעוה""ז מטמאין אותו בעה""ב. וכן ג' קדושות כאן והתקדשתם. והייתם קדושים. כי קדוש אני. אדם מקדש עצמו מעט. מקדשין אותו הרבה. מלמטה. מקדשין אותו מלמעלה. בעה""ז. מקדשין אותו לעוה""ב:","Aderet Eliyahu, Leviticus 11:43:2"
"<b> כי אני ה'</b>. כשם שאני קדוש שאני ה' אלהיכם. כך והתקדשתם קדשו עצמיכם מלמטה. כשם שאני פרוש כו'. (ברכות נ""ג ע""ב) והתקדשתם זו מים ראשוני'. והייתם קדושים זו מים אחרונים. כי קדוש זו שמן. אני זו ברכה. ולא תטמאו כו' בכל השרץ הרמש על הארץ. אעפ""י שאינו פרה ורבה:","Aderet Eliyahu, Leviticus 11:44:1"
"<b> כי אני ה' המעלה כו'</b>. על מנת כן הוצאתי אתכם מארץ מצרים. שכל המודה בעול מצותי מודה בי""מ וכל הכופר בעול מצותי כופר ביציאת מצרים:","Aderet Eliyahu, Leviticus 11:45:1"
"<b> בד' מצות א' בעשה וג' בל""ת</b>. בציצית. ובמשקולת. ובריבית. ובשרצים. נאמר יציאת מצרים ר""ל אני הוא שהבחנתי בטפה של בכור כו'. אני הוא שמבחין בתולה קלא אילן בבגדו ובטומן משקולת במלח. ובתולה מעותיו בנכרי. ובמערב קרבי דגים טמאים עם קרבי דגים טהורין ומוכרן לישראל:",
"<b> להיות לכם לאלהים</b>. בע""כ. והייתם קדשים כנ""ל:","Aderet Eliyahu, Leviticus 11:45:2"
"<b> (מכאן עד הכשירו בסי' אחד עיין בחולין כ""ז ע""ב):</b>",
"<b> זאת תורת הבהמ' והעוף כו'</b>. באיזה תורה שוותה בהמה לעוף ועוף לבהמה מה בהמה בשחיטה אף כו' אי מה עוף ממול ערפו כו'. אף בהמה כו'. ת""ל ראשו. ראשו של עוף ממול ערפו ואין ראשה של בהמה ממול ערפה. אי מה עוף בסימן אחד דכתיב בחטאת ומלק ולא יבדיל אף בהמה בסימן אחד ת""ל זאת. בר קפרא תני זאת תורת הבהמה והעוף כו'. הטיל הכתוב עוף בין בהמה לדגים לחייבו בב' סימנים אי אפשר שכבר הוקש לדגים לפוטרו בלא כלום א""א שכבר הוקש לבהמה הא כיצד הכשירו בסימן אחד:","Aderet Eliyahu, Leviticus 11:46:1"
<b> וכל נפש החיה</b>. אלו הדגים. ולכל נפש כו'. אלו החגבים:,"Aderet Eliyahu, Leviticus 11:46:2"
"<b> להבדיל בין הטמא ובין הטהר כו'</b>. כל הפסוק עיין רש""י ז""ל:","Aderet Eliyahu, Leviticus 11:47:1"
"<b>בני ישראל. </b>ולא נכרים. אשה. לרבות גיורת וש""מ ואינה משוחררת. כי תזריע. ממקו' שמזרעת פרט ליוצא דופן. וילדה. פרט לשילדה לפני הדיבור יכול להוציא את שעיברה לפני הדיבור. ת""ל תלד אין הדבר תלוי אלא בלידה. וילדה. לרבות אפי' לא כלו לו חדשיו:","Aderet Eliyahu, Leviticus 12:2:1"
"<b> סנדל ושפיר מרוחם ושליא ויוצא מחותך מניין ת""ל תזריע וילדה כל זרע שתלד</b>. זכר. לרבות את המת. יכול אף המפלת כמין דגים חגבים שקצים ורמשים ת""ל זכר מה זה מיוחד שיש בו מצורת אדם כו'. וטמאה. ולא הולד טמא יכול המפלת גוף שאינו חתוך ושיש לו ב' גבין וב' שדראות יהא אמו טמאה לידה ת""ל וטמאה כו'. וביום השמיני. מה זה מיוחד שראוי לברית שמונה יצא כו'. [בת""כ איתא לבריית נשמה אולם בגמרא נדה דף כ""ד ע""ב הגירסא כמו כאן ועיין בק""א] וילדה כו'. וטמאה כו'. שתספור שבעה לולד אחרון. שבעת ימים יכול מפוזרין. ת""ל כימי נדתה מה שם סמוכין אף כאן סמוכים ומה ימי נדתה שאין ראויין לזיבה אין ספיר' ז' עולין לה אף ימי לידת' כו'. תטמא. לרבות את בועלה ולרבות את הלילות ולרבות את היולדת בזוב שצריכה ז' נקיים:",
"<b> וביום השמיני ימול בשר ערלתו</b>. וביום ולא בלילה. וביום. כל היום כשר למילה אלא שזריזין כו'. אין לי אלא הנימול לשמיני. לתשיעי כו' ושאר כל הנימולין מניין שיהא ביום ת""ל וביום וביום אפי' בשבת. ימול בשר. אפילו יש שם בהרת יקוץ. ערלתו. ודאי דוח' שבת ולא ספק ואנדרוגינו' ונולד בה""ש. ונולד מהול. שבש""א צריך להטיף כו':","Aderet Eliyahu, Leviticus 12:3:1"
"<b> ושלשים</b>. יכול מפוזרין ת""ל יום מה יום כלו כא' כו'. ושלש' יכול אפי' מפוזרין ת""ל ושלשים מה שלשים סמוכים אף כו'. תשב. להביא המקשה בתוך י""א יום שהיא טהורה יכול אף בימי נדה ת""ל דותה תטמא. בכל קדש. יכול אף מעשר ת""ל ואל המקד' מה מקד' שיש בו נטיל' נשמ' כו' יכול מה מקדש שחייב כרת יצא תרומ' ת""ל בכל קדש. יכול מה קדש בנגיעה אף מקדש דוקא בנגיעה ת""ל לא תבא. (אינו בת""כ רק הוא דעת ר""ל דלוקה על הנגיעה והוא ביבמות דף ע""ה ע""א זבחים ל""ג ע""ב. מכות י""ד ע""ב) בכל קדש כו' ואל המקדש. מה מקדש שיש בו נטילת נשמה אף קדש ואיזה זה אכילה ואפקיה רחמנא בלשון נגיעה לחייב ל""ת על נגיעה. ואל המקדש לפי שנאמר והזרתם כו' בטמאם את משכני. יכול אפי' מאחוריו ת""ל ואל המקדש לא תבא. אין לי אלא יולדת הקלה שאר טמאי' מניין ת""ל למעלה בני ישראל הרי בני ישראל כיולדת שאין מטמאין אלא מתוכו:","Aderet Eliyahu, Leviticus 12:4:1"
"<b> עד מלאת ימי טהרה</b>. לרבות שמונים של נקבה. ואם נקבה. אין לי אלא נקבה טומטום ואנדרוגינוס מניין ת""ל ואם נקבה תלד אין הדבר תלוי אלא בלידה (אינו בת""כ רק בכריתות ז' ע""ב) רש""א תלד לרבות לידה אחרת ומה היא יוצא דופן כו' ורבנן כו'. (נדה מ""ס ע""א) שבועים ב' שבועות:","Aderet Eliyahu, Leviticus 12:4:2"
"<b> תשב</b>. לרבות המקשה בתוך שמוני' של נקבה שכל דמיה טהורים עד שתצא הולד ור""א מטמא כו'. ובמלאת כו' תביא. אינה מביאה בתוך מלאות ואם הביאה לא יצאה יכול לא תביא על ולדות הראשונות ת""ל תביא. לבן. על כל בן. לבת. על כל בת (אינו בת""כ רק בנדה דף מ""ם ע""א) ורש""א לבן מכל מקום. לבת מכ""מ אפי' טומטו' וארדרוגינוס. או לבת. להביא המפלת אור לשמונים ואחד שבש""א כו'. בן שנתו. שנתו שלו ולא שנה של מנין עולם. או תר. או זה או זה ולא בהמה. אל פתח אהל מועד אל הכהן. מלמד שמטפל כו'. והקריבו. אחד לבד מעכב ואיזה ת""ל וכפר מה מכפר בכ""מ חטאת שנא' למטה א' לחטאת וכפר. וטהרה. לאכול בזבחים ממקר. שכל דמים אינו אלא מן המקור. דמיה דמים הרבה האדו' והשחור כו'. זאת תורת היולדת (עד אבל בחד עבורא. אינו בת""כ רק בנדה מ""ם ע""א) מלמד שמביאה קרבן אחד על ולדות הרבה. יכול תביא על לידה שלפני מלאת ועל לידה שלאחר מלאת כאחת ת""ל זאת ורבנן אי מזאת סד""א ה""מ בתרי עיבורי אבל בחד עיבורא בחד קרבן סגי ת""ל לבן או לבת:","Aderet Eliyahu, Leviticus 12:5:1"
"<b> אחד</b>. לפי שנאמ' האחד חטאת שאם הביאה חטאתה תחילה תביא עולתה ממין חטאתה מניין שאם הביאה עולתה תחלה שתביא חטאתה ממין עולתה ת""ל א' לעולה. א' לעולה וא' לחטאת לא הקדימה כו'. עיין רש""י ז""ל. ולקחה (אינו בת""כ רק ביומא מ""א ע""א) ולהלן הוא אומר ועשה הכהן מלמד שהקינין מתפרשת בלקיחת בעלי' או בעשיית הכהן:","Aderet Eliyahu, Leviticus 12:8:1"
"<b> אדם [אינו בת""כ רק בנדה דף מ""ד ע""א] לרבות אפי' תינוק בן יומו שמטמא</b> בנגעים. כי יהיה. מן הדיבור ואילך. בעור בשרו. הואיל ונאמר ושער בנגע הפך לבן אין לי אלא מקום שראוי לגידול שער מקום שאין ראוי מניין ת""ל בעור בשרו ריבה. ספחת טפילה לשאת ולבהרת זהו לדברי חכמי' [ולר""מ ספחת זו שני' לבהרת ומראהו עמוק שני' לשאת] ומראה הנגע עמוק לרבות מראה רביעית. הוא פרט לחמישי' והיה. שמצטרפין זע""ז. בעור בשרו. של נראה. מכאן אמרו וכו' וחכמים אומרי' בבינוני. לנגע. מלמד שמצטער ממנו. אחרו' רואין ומצטערין מניין ת""ל לנגע. צרעת. כגריס. והובא אל אהרן. מניין שאף לכהן אחר ת""ל הכהן. מניין לרבות בעלי מומין. ת""ל מבניו. יכול אף חללים ת""ל הכהנים. ומניין לרבות כל ישראל ת""ל או אל אחד. א""כ מה ת""ל מבניו הכהנים שטומאה וטהרה ביד כהן. כיצד חכם שבישראל רואה ואומר לכהן אפי' שוטה אמור טמא והוא אומר טמא אמור טהור והוא אומר טהור. ד""א לפי שהוא אומר על פיהם יהיה כל ריב וכל נגע מקיש ריבים לנגעים מה נגעים ביום אף דינים ביום ומה ריבים שלא בקרובים אף נגעים שלא בקרובים יכול מה ריבים בג' אף נגעי' בג' ת""ל או אל אחד שכהן א' רואה:",
<b> וראה הכהן</b>. שיהא עיניו בו בשעה שרואה אותו. בעור הבשר. שיראה כל הבשר עמו כלו כאחד. ושער. מיעט שער שנים:,"Aderet Eliyahu, Leviticus 13:3:1"
<b> ושער בנגע</b>. להבי' את שבתוכו ושוכב חוצה לו פרט לשחוץ לו ושוכב בתוכו. בנגע הפך לבן. ולא הקודם מכאן אמרו אם בהרת קדמה כו':,"Aderet Eliyahu, Leviticus 13:3:2"
<b> ושער בנגע הפך לבן</b>. מכאן אמרו ב' שערות עיקרן משחיר וראשן לבן טהור עיקרן מלבין וראשן משחיר טמא:,"Aderet Eliyahu, Leviticus 13:3:3"
"<b> ומראה עמוק</b>. ולא ממשו עמוק. ומראה הנגע עמק. ולא מראה שער לבן עמוק. נגע וכו' וראהו כו' מניין שאין מסגירין וכו' יכול ל""י הרי את מוסגר בזה ובזה ומוחלט בזה ובזה כו' ת""ל נגע וראהו. צרעת וראהו:",
"<b> וראהו</b>. כלו כאחת שאם היה בראש חוטמו ובראש אצבע ושופע הילך והילך טהור מכאן אמרו כ""ד אברים שאין מטמאים משום מחי'. וטמא אתו. פרט לתולש סימני טומאה עד שלא בא אצל כהן:","Aderet Eliyahu, Leviticus 13:3:4"
"<b> בהרת לבנה</b>. מלמד שבהרת לבנה מניין לשאת ת""ל למטה שאת לבנה מניין לשאר מראות ת""ל ואם בהרת יכול שהיא שלישי למראות כשם שהיא שלישית לכתוב ת""ל לבנה היא היא לבנה ואין למעלה ממנה וכמה לבנוניתה כשלג שנא' מצורעת כשלג. יכול הכל מראות שלג ושאר מראות טהורין ת""ל בהק טהור ממנו ולמעלה טמא. ושערה ולא שער מחיייתה מכאן אמרו בהרת כגריס ובה מחי' כעדשה ושער לבן בתוך המחיה טמא מפני שער לבן. הלכה שער לבן טמאה מפני המחיה. ור""ש מטהר כו':","Aderet Eliyahu, Leviticus 13:4:1"
"<b> ושערה</b>. ולא שער מקצתה מכאן אמרו בהרת היא ומחייתה כגריס ושער לבן בתוך הבהר' הלכה המחיה טמאה מפני שער לבן הלכה שער לבן טמאה מפני מחי' ור""ש מטהר. ושערה לא הפך לבן. הא יש בה שער שחור אינה ממעטת מכגריס וכ""ש שערות לבנות ואפי' הן הרבה:","Aderet Eliyahu, Leviticus 13:4:2"
"<b> ביום</b>. ולא בלילה יכול כל מראה היום כשר ת""ל לכל מראה עיני הכהן. מה כהן פרט לשחשך מאור עיניו אף היום מכאן אמרו רואין את הנגעים בשחרית כו'. עמד בעיניו. שאם העיז וכהה. כהה והעיז הרי היא כמו שהיתה. לא פשה. שאם כנס ופשה. פשה וכנס הרי היא כמו שהיתה. והסגירו כו' שנית. שיום ז' עולה לכאן ולכאן בין לפניו בין לאחריו:","Aderet Eliyahu, Leviticus 13:5:1"
<b> וראה הכהן כו' שנית</b>. כהן שראה בראשון ואם מת רואה כהן אחר:,
"<b> והנה כהה</b>. יכול למטה מד' מראות ת""ל הנגע. הנגע יכול במראיו ת""ל והנה כהה הא כיצד מן הכהה ולא למטה מד' מראות. ולא פשה כו' מספחת. אעפ""י שלא נשתנו מראיה. וכבס בגדיו. מלטמא משכב ומושב. וטהר. מפריעה ופרימה ותגלחת וצפורים. [הוא במגילה ח' ע""ב וע""ש ברש""י] ד""א וטהר טהור השת' מלטמא בביאה למפרע. ואם כו' יכול יהא מסולק ת""ל ואם תפשה טמא. אין לי אלא כמרא' שלא כמרא' מניין ת""ל ואם כו' יכול הפשיון מטמ' בתחיל' ת""ל אחרי הראתו אל הכהן יכול אם רואה הכהן שפושה והולך יזקק ת""ל לטהרתו אינו חקק אלא משעה שרואה אותו אם לטהרה אם לטומאה:","Aderet Eliyahu, Leviticus 13:6:1"
<b> צרעת היא</b>. צרעת מלמד שאין הפשיון מטמא אלא בד' מראות. היא פרט לפשתה לבהק:,"Aderet Eliyahu, Leviticus 13:8:1"
"<b> נגע כו' למדנו לשאת שמטמא במחיה מניין לכל שאר המראות ת""ל נגע צרעת</b>. כי תהיה ששה פעמים. [הוא בת""כ ריש פ' נגעים ומ""ש וי""ו פעמים היינו א' תחילת נגעים ב' כאן ג' גבי שחין ד' גבי מכוה ה' גבי נגעי ראש וי""ו גבי בהק] פרט לקודם הדיבור. ופרט לנכרי עד שלא נתגייר. ופרט לקטן עד שלא נולד. ופרט לקמט ונגלה:",
<b> ופרט לראש וזקן עד שלא נקרחו ופרט לשחין ומכוה וקדח המורדין</b>. באדם. להביא את הבא כלו לבן שהמחי' מטמאתו:,
"<b> וראה כו' קראו לו לראות נגע א' וצמח בו נגע אחר מניין שזקוק לו</b> ת""ל וראה כו'. והיא הפכה. ולא שהפכתה חברתה זו שער פקודה שעקביא בן מהללאל מטמא וחכמים מטהרין א""ר עקיבא כו'. והיא הפכה כלה את כלה ולא כלה את מקצתה כיצד בהרת כחצי גריס ובה שערה אחת כו'. שער לבן מעוט שער שנים מחיה יכול כ""ש ת""ל שער לבן ומחיה מה שער לבן מקום ב' שערות אף מחיה כו'. יכול עד שתהא בה שער לבן ומחי' ת""ל צרע' נושנת היא. היא טמא' וא""צ ד""א לסעדה א""כ למה נאמ' שער לבן ומחי' עד שיהא בה לקבל שער לבן ומחיה יכול שער לבן מצד זה ומחיה מצד זה ת""ל בשאת עד שתהא מבוצרת הא כיצד ב' שערות מכל רוח מרובעות ונמצא ל""ו שערות מקום הבהרת כגריס מרובע. בשר חי ולא הבוהק:",
"<b> צרעת</b>. בנין אב לכל צרעת שהן כגריס. נושנת. מלמד שהיא מטמא למפרע. (ר""ל אף אם קדמה המחיה לבהרת) היא. מלמד שמטמא הפוכה:","Aderet Eliyahu, Leviticus 13:9:1"
"<b> וטמאו הכהן לא יסגרנו</b>. אין מסגירין את המוחלט. לא יסגרנו כי טמא. אין מחליטין את המוסגר. ואם פרוח תפרח. אין לי אלא הפורח בבת אחת. פורח' וחוזרת מנין ואין לי אלא ממטה למעלה ממעלה למטה מנין ואין לי אלא מטמאה לטהור' מטהורה לטמאה מנין ת""ל ואם פרח תפרח מ""מ. אין לי אלא פריחה מטהרת בשאת בשאר מראות מניין ת""ל הצרעת:","Aderet Eliyahu, Leviticus 13:11:1"
<b> וכסתה הצרעת</b>. ולא הבוהק:,"Aderet Eliyahu, Leviticus 13:12:1"
"<b> את כל עור הנגע</b>. עור הראוי לקבל נגע פרט לשחין ומכוה המורדין או אינו אלא עור הראוי לקבל נגע כגרים דוקא ת""ל כלו הפך לבן:","Aderet Eliyahu, Leviticus 13:12:2"
<b> מראה עיני הכהן</b>. פר' לבית הסתרי':,
"<b> לכל מראה עיני</b>. פרט לכהן שחשך מראיתו מכאן אמרו כו'. את כל בשרו. להביא בין אצבעות ידים ורגלים. ד""א מניין לפרח בכלו אבל לא כחצי עדשה סמוך לראש או לזקן לשחין או למכוה כו' וחזר ראש וזקן ונקרחו השחין ומכוה ונעשה צרבת יכול יהא טהור ת""ל את כל בשרו עד שתפרח בכלו. אין לי פריחה מטהרת אלא לאחר חליטת מחי' בתחלה. מניין לאחר החלט מחיה בסוף שבוע ראשון בסוף שבוע שני לאחר החלט שלאחר הפטור וכן בשער לבן ובפשיון בכלן ופריחת הסגר ת""ל וטהר לרבות את כלן:","Aderet Eliyahu, Leviticus 13:12:3"
<b> הוא</b>. ולא הפורח מן הטהור:,"Aderet Eliyahu, Leviticus 13:13:1"
"<b> וביום</b>. יש יום שאתה רואה ויש יום שאי אתה רואה מכאן אמרו חתן כו' עיין רש""י ז""ל:",
"<b> וביום הראות בו</b>. בא ללמד על ראשי אברים שנתגלו שיהיו טמאים. יכול כ""ש ת""ל בשר חי מה בשר חי האמור להלן בכעדשה אף כאן בכעדשה כו' דר""מ כו'. בו מניין אתה אומר פרח בכלו אבל לא בראש וזקן כו' חזר הראש והזקן ונקרחו כו' יכול יהא טמא ת""ל בו בהפך אם חוזר טמא הא אם חוזר בראש וזקן וכו' אין טמא. בשר חי החוזר טמא ולא הבוהק החוזר טמא ולא השער לבן:","Aderet Eliyahu, Leviticus 13:14:1"
"<b> וטמאו</b>. בא ללמד על ראשי אברים שנתגלו שטמאים אין לי אלא אחר פריחת החלט בתחלת מחיה מניין אחר החלט מחי' בסוף שבוע ראשון פו' ת""ל וראה הכהן הבשר החי וטמאו לרבות את כלן. הבשר החי טמא הוא צרעת הוא. הוא להוציא את הבא כלו לבן שחזרו בו ראשי אברים שהוא טהור. אין לי אלא מתוך הפטור מתוך החלט מתוך הסגר מניין ת""ל טמא הוא צרעת הוא להוציא את כולן שטהור:","Aderet Eliyahu, Leviticus 13:15:1"
"<b> או כי ישוב כו'</b>. בא ללמד על ראשי אברים שנתגלו יחזרו ונתכסו שטהורים ומניין שאפי' מאה פעמים נתגלו ונתכסו טהור ת""ל או. ונהפך ללבן. אפי' למראה בוהק. אין לי ראשי אברים שנתגלו וחזרו ונתכסו שטהורין אלא לאחר פריחת החלט מחיה בתחלה. מניין אחר כו' ת""ל:","Aderet Eliyahu, Leviticus 13:16:1"
<b> וטהר הכהן את הנגע טהור הוא</b>. טהור לרבות את כלן. הוא. להוציא את שבא כלו לבן בתחלה שהוא טמא:,"Aderet Eliyahu, Leviticus 13:17:1"
"<b> ובשר כו' שחין</b>. יכול מורד ת""ל ונרפא יכול צלקת ת""ל שחין הא כיצד עד שתקרום כקליפת השום וכה""א למטה צרבת השחין אין לי אלא עלה מאליו מניין לקה בעץ כו' ושלפני הדיבור בנכרי עד שלא נתגייר בקטן עד שלא נולד ת""ל שחין שחין ריבה. א""ל אלא שחין שיש לו היכן שיפש' שחין שא""ל היכן שיפש' מניין ת""ל בו. א""ל אל' בזמן שמקצתו בהר' וכלו שחין כלו בהרת וכלו שחין מניין ת""ל בו אפי' בכלו. בעורו אפילו בכלו:",
"<b> והיה במקום</b>. שתקדום השחין לשאת כיצד היה כו' שאת לבנה חלקה בהרת לבנה אדמדמת פתוך מעורב בב' מראות לובן ואודם. מניין ליתן את האמור בשאת בבהרת ואת האמור בבהרת בשאת ת""ל נגע צרעת. מראה שפל. מניין לרבות שוה וגובה ת""ל ושפלה איננה כו':","Aderet Eliyahu, Leviticus 13:19:1"
"<b> בשחין פרחה</b>. אבל לא בעור הבשר אין לי שאינו פושה לעור הבשר למכוה מניין ת""ל ואם תחתיה כו':","Aderet Eliyahu, Leviticus 13:20:1"
"<b> ואם יראנה</b>. כלו כאחת. והנה אין בה. ולא בחוט היוצא ממנה יכול אפי' יש בה רוחב ב' שערות ת""ל והנה אין בבהרת כו'. תפשה. יכול הואיל ונאמר ביום השביעי ואם פשה כו' אין לי אלא פשיון שמטמא בשביעי שמיני כו' מניין ת""ל פשה תפש' החליטו בשער לבן כו'. וטמא הכהן אתו. את הודאי הוא מטמא ולא הספק כיצד ב' שבאו אצל כהן כו':","Aderet Eliyahu, Leviticus 13:21:1"
<b> ואם תחתי' כו' צרבת</b>. שיהא מקומ' צרוב וניכר:,
<b> וטהרו הכהן</b>. וודאי ולא ספק:,"Aderet Eliyahu, Leviticus 13:23:1"
"<b> או בשר</b>. חלק הכתוב. שאין שחין ומכוה מצטרפין זע""ז לא שאינו ידוע אם שחין או מכוה הוא אלא כחצי גריס שחין וכחצי גריס מכוה:","Aderet Eliyahu, Leviticus 13:24:1"
"<b> מכות</b>. יכול מורדת וכו' ת""ל מכות אש וכה""א צרבת המכוה כו' אין לי אלא נכוה באור נכוה בגחלת כו' שלפני הדיבור כו' ת""ל מכוה מכוה ריב'. לבנה אדמדמ' כו'. מניין לרבות שאר מראות ת""ל או לבנה:","Aderet Eliyahu, Leviticus 13:24:2"
"<b> אם פשה תפשה</b>. לרבו' אף לאחר הפטור. החליטו בשער כו'. צרע' ג' פעמי' בפרש' זו צרעת כגרים. צרע'. ליתן את האמור בשאת בבהרת ואת האמור בבהרת בשאת. צרעת. ליתן האמור בשחין במכוה והאמור במכוה בשחין. היא ג""פ. היא אין מטמא במחיה בתחלה בסוף שבוע לאחר הפטור. היא פרט לשפשתה לבוהק היא אין לה מראה חמישית:","Aderet Eliyahu, Leviticus 13:27:1"
"<b> ואיש</b>. להביא נתק בתוך נתק דר""ע. א""ל אלא איש ואש'. טומטו' ואנדרוגינו' מניין ת""ל או:","Aderet Eliyahu, Leviticus 13:29:1"
<b> בראש או בזקן</b>. מלמד שאין מצטרפין זה עם זה:,"Aderet Eliyahu, Leviticus 13:29:2"
"<b> מניין שאין פושין מזה לזה ת""ל צרעת הראש או הזקן</b>. בראש או בזקן. אפי' בא' מהן:",
"<b> מראהו עמק</b>. מנין השוה והגבוה ת""ל אין מראהו עמק א""כ מה ת""ל מראהו עמק מה מראהו עמוק בידי שמים כו' פרט לשנתקו אדם:","Aderet Eliyahu, Leviticus 13:30:1"
<b> ובו</b>. להביא את שבתוכו:,"Aderet Eliyahu, Leviticus 13:30:2"
<b> שער צהוב</b>. לא אדום ושחור ירוק ולבן והוא כתבנית זהב:,"Aderet Eliyahu, Leviticus 13:30:3"
"<b> דק</b>. לקוי קצר פו' יכול יהא מוסף על ד' מראות שבעור הבשר ת""ל וטמא אתו כו'. יכול יטמא מקום בהרת ת""ל נתק הוא. יכול תהא בהרת מטמא בראש ובזקן ת""ל צרעת הראש או הזקן הוא אין לראש וזקן אלא נתק בלבד. נגע הנתק. אר""ש וכו':","Aderet Eliyahu, Leviticus 13:30:4"
"<b> נגע הנתק</b>. מה נגע בכגריס כו' וכשה""א למטה נגע הנתק מה נתק שאין הפשיון לתוכו אף נגע כו'. ושער שחור. מניין אף לבן ואדום וירוק ת""ל ושער א""כ מה ת""ל שחור שחור מציל ולא צהוב ואיזה צהוב שאין מציל אחת צהובה כו':","Aderet Eliyahu, Leviticus 13:31:1"
<b> אין בו</b>. עד שיהא מבוצר מכאן אמרו ב' נתקים זה בצד זה כו':,"Aderet Eliyahu, Leviticus 13:31:2"
"<b> ושער שחר אין בו</b>. הא יש בו טהור. או אינו אלא טמא כשה""א ואם בעיניו וכו'. ביום השביעי. ולא בלילה:",
"<b> ולא היה בו</b>. רי""א שמטמא אפי' אינו הפוך כו'. ומראה כו'. ולא ממשו, והתגלח. אין צריך כהן ולא תער ואפי' נזיר. יכול אפי' ספק דוחה את הנזיר ת""ל ואת הנתק כו'. לא יגלח. וכי מה יש בו. אלא סמוך לנתק מניח ב' שערות כו'. מניין לתולש סימני טומאה עובר בל""ת ת""ל ואת הנתק כו'. וכבס בגדיו כו'. יכול מסולק ת""ל אחרי טהרתו. אין לי אלא אחר הפטור מניין אף בסוף שבוע ראשון בסוף שבוע שני ת""ל ואם כו'. החליטו בשער לבן והלך לו כו':","Aderet Eliyahu, Leviticus 13:32:1"
