Aderet Eliyahu Ref,Aderet Eliyah Text,Torah Ref
"Aderet Eliyahu, Chukat 366",ואגדלה שמך,
"Aderet Eliyahu, Chukat 367",ומקללך אאר,
"Aderet Eliyahu, Chukat 368","בערבא ברכות אלו של ישראל מרומז מ""ט שערי בינה לכן כתב משה ספרו וספר בלע",
"Aderet Eliyahu, Chukat 369","ג' פסוקים כנגד ע""ב יה""ו כידוע",
"Aderet Eliyahu, Chukat 370",(מראש צורים הן האבות וראש צורים הוא אברהם כי זו הברכה על זמן היותם במצרי,
"Aderet Eliyahu, Chukat 371",הן עם,
"Aderet Eliyahu, Chukat 372",יתחשב,
"Aderet Eliyahu, Chukat 373",מי מנה עפר יעקב,
"Aderet Eliyahu, Chukat 374",האזינה עדי בנו צפר,
"Aderet Eliyahu, Chukat 375",לא איש וגו',
"Aderet Eliyahu, Chukat 376",הנה @66ברך לקחתי @66וברך ולא אשיבנה נגד אמר ולא יעשה אמר @66ברך לקחתי מהשם עכשי,
"Aderet Eliyahu, Chukat 377",לא הביט און,
"Aderet Eliyahu, Chukat 378",ועוד נגד ג' מתנות שהיה להם במדבר עמוד ענן ביום ועמוד אש בלילה והמן והשלי,
"Aderet Eliyahu, Chukat 379",אל מוציאם,
"Aderet Eliyahu, Chukat 380",ראם לו,
"Aderet Eliyahu, Chukat 381",כי לא נחש נחש בבלעם וקסם בבלק נחש בדיבור וקסם במעשה והן מדרגת בלעם ובל,
"Aderet Eliyahu, Chukat 382",הן עם כלביא יקום וגו',
"Aderet Eliyahu, Chukat 383",כפעם בפעם,
"Aderet Eliyahu, Chukat 384",כי טוב,
"Aderet Eliyahu, Chukat 385",רוח אלהי',
"Aderet Eliyahu, Chukat 386",שתם,
"Aderet Eliyahu, Chukat 387",שמע אמרי אל,
"Aderet Eliyahu, Chukat 388",מחזה שדי יחזה,
"Aderet Eliyahu, Chukat 389",מה טובו עשרה דברים בעשרה דרגין דמהימנותא,
"Aderet Eliyahu, Chukat 390",כנחלים,
"Aderet Eliyahu, Chukat 391",עלי נהר,
"Aderet Eliyahu, Chukat 392",עלי מים,
"Aderet Eliyahu, Chukat 393",יזל מים,
"Aderet Eliyahu, Chukat 394",וזרעו,
"Aderet Eliyahu, Chukat 395",וירם מאגג מלכו,
"Aderet Eliyahu, Chukat 396",ותנשא מלכתו,
"Aderet Eliyahu, Chukat 397","מה טבו הוא בסוד ג""ר טבו הוא סוד ראש וסוף ועוד מה טבו כנגד מזוז",
"Aderet Eliyahu, Chukat 398",אל מוציאו ממצרים כתועפת ראם לו,
"Aderet Eliyahu, Chukat 399",יאכל גוים צריו,
"Aderet Eliyahu, Chukat 400",וחציו ימחץ,
"Aderet Eliyahu, Chukat 401",כרע שכב,
"Aderet Eliyahu, Chukat 402",כרע שכב,
"Aderet Eliyahu, Chukat 403",כארי,
"Aderet Eliyahu, Chukat 404",מי יקימנו,
"Aderet Eliyahu, Chukat 405",וארריך ארור,
"Aderet Eliyahu, Chukat 406",ולא עתה,
"Aderet Eliyahu, Chukat 407",דרך כוכב מיעקב,
"Aderet Eliyahu, Chukat 408",והיה אדום ירשה והיה ירשה שעיר איביו רומי רבתא רומי זוטרא שם ירעה עגל וש,
"Aderet Eliyahu, Chukat 409",וירד מיעק' והאביד שריד מעיר והוא חזיר מיער,
"Aderet Eliyahu, Chukat 410",ראשית גוים עמלק,
"Aderet Eliyahu, Chukat 411",ואחריתו וגו',
"Aderet Eliyahu, Chukat 412",איתן מושבך,
"Aderet Eliyahu, Chukat 413","כ""א יהי' לבער",
"Aderet Eliyahu, Chukat 414",עד מה אשור תשבך,
"Aderet Eliyahu, Chukat 415",מי יחיה,
"Aderet Eliyahu, Chukat 416",וצים מיד כתים,
"Aderet Eliyahu, Chukat 417",וענו אשור,
"Aderet Eliyahu, Chukat 418",ויקם בלעם וילך וגו',
"Aderet Eliyahu, Chukat 419",מהדורא חמישא,
"Aderet Eliyahu, Chukat 420",כי מראש צרים כו',
"Aderet Eliyahu, Chukat 421",מי מנה כו',
"Aderet Eliyahu, Chukat 422",הן עם הוא ג' אותיות ראשונות של שם האחרון שהם בסוד דכורא דבה ונשאר ג,
"Aderet Eliyahu, Chukat 423",ובגוים לא יתחשב הן בסוד ה' האחרונה של השם עם השם שלה והם בסוד ע,
"Aderet Eliyahu, Chukat 424",ישרים,
"Aderet Eliyahu, Chukat 425",לא הביט און ביעקב,
"Aderet Eliyahu, Chukat 426","ועוד לא הביט כו' כמ""ש כי אתה ה' בקרב העם וכו'",
"Aderet Eliyahu, Chukat 427",אל מוציאם ממצרים,
"Aderet Eliyahu, Chukat 428",כתועפת,
"Aderet Eliyahu, Chukat 429",כי לא נחש ביעקב,
"Aderet Eliyahu, Chukat 430",ניחוש,
"Aderet Eliyahu, Chukat 431",כעת יאמר ליעקב,
"Aderet Eliyahu, Chukat 432",דרך כוכב מיעקב גו',
"Aderet Eliyahu, Chukat 433",איתן מושבך,
"Aderet Eliyahu, Chukat 434",ושים בסלע קנך,
"Aderet Eliyahu, Chukat 435",וצים מיד כתים וענו אשור וגומר הם כנגד ד' מלכיות שבכולן עתידין להשתעבד קודם ביא,
"Aderet Eliyahu, Chukat 436",מהדורא שתיתא,
"Aderet Eliyahu, Chukat 437",וירא בלק כבר כתבתי שהוא ברזא דחכמה,
"Aderet Eliyahu, Chukat 438",הנה עם וגו' הנה כסה וכו' והוא ישב כו',
"Aderet Eliyahu, Chukat 439",ותט האתון מן הדרך ותלך בשדה,
"Aderet Eliyahu, Chukat 440","ל""ך כ""ה הוא ג""פ כה",
"Aderet Eliyahu, Chukat 441",הנה אנכי יצאתי לשטן,
"Aderet Eliyahu, Chukat 442",לנגדי,
"Aderet Eliyahu, Chukat 443",כי מראש צרים אראנו,
"Aderet Eliyahu, Chukat 444",אשונרו,
"Aderet Eliyahu, Chukat 445",הן עם לבדד ישכן,
"Aderet Eliyahu, Chukat 446",לבדד ג' אחרונו',
"Aderet Eliyahu, Chukat 447","והוא כנגד י""ג שבטי'",
"Aderet Eliyahu, Chukat 448",לבדד ישכן סוד משכני,
"Aderet Eliyahu, Chukat 449",לבדד,
"Aderet Eliyahu, Chukat 450",מי מנה עפר יעקב,
"Aderet Eliyahu, Chukat 451","והנה ברכת ברך זה שלש פעמי' כנגד שם של י""ב שבברכת כהני' לכן אמר ז",
"Aderet Eliyahu, Chukat 452",לכה איעצך אשר יעשה,
"Aderet Eliyahu, Chukat 453","ומחץ פאתי מואב וקרקר גו' הן ז' ראשין דחויא שהן שבעין כמ""ש בסוף זוהר חד",
"Aderet Eliyahu, Chukat 454",והיה אדום ירשה והיה ירשה שעיר איביו,
"Aderet Eliyahu, Chukat 455",איתן מושבך ושים בסלע קנך,
"Aderet Eliyahu, Chukat 456",מושבך,
"Aderet Eliyahu, Chukat 457",ושים בסלע קנך,
"Aderet Eliyahu, Chukat 458",כי אם יהיה לבער קין עד מה אשור תשבך,
"Aderet Eliyahu, Chukat 459",משמו אל,
"Aderet Eliyahu, Chukat 460",וגם הוא עדי אבד,
"Aderet Eliyahu, Chukat 461",ויקם בלעם וילך וישב,
"Aderet Eliyahu, Chukat 462",ועוד כנגד מה שאמר למעלה מן ארם ינחני בלק מהררי קדם,
"Aderet Eliyahu, Chukat 463",וגם בלק הלך לדרכו,
"Aderet Eliyahu, Chukat 464",אמר המעתיק את כתבי הקודש על חקת ובלק,
