book; chapter; name; mishna count; description
בבא_בתרא;9;מי שמת והניח בנים ובנות;10;גם פרק זה עוסק בדיני ירושה. עוד יש בו הלכות אומדנא.
בבא_בתרא;10;גט פשוט;8;עוסק בדיני  , כולל שטרי חוב, שטרי מכר, וגיטין.
סנהדרין;1;דיני ממונות בשלשה;6;
סנהדרין;2;כהן גדול דן ודנין אותו;5;‏  הפרק עוסק בדינים שנאמרו בכהן גדול ובמלך.
סנהדרין;3;דיני ממונות בשלושה זה בורר;8;‏  הפרק עוסק במהלך הדינים העוסקים בדיני  .
סנהדרין;4;אחד דיני ממונות;5;‏  הפרק עוסק במהלך הדינים העוסקים בדיני נפשות.
סנהדרין;5;היו בודקין אותן;5;‏  המשך הדיון בדיני נפשות.
סנהדרין;6;נגמר הדין;6;‏  מהלך הסקילה.
סנהדרין;7;ארבע מיתות נמסרו לבית דין;11;‏  בתחילה מפרטים את מהלך מיתות   וממשנה ד ואילך ישנו פירוט של כל הנסקלים ומתי הם צריכים להיסקל.
סנהדרין;8;בן סורר ומורה;7;‏  בתחילה ישנם דינים של   (שגם הוא נסקל, ולכן מהוות המשניות הראשונות המשך של הפרק הקודם) וממשנה ה ואילך ישנו פירוט של אנשים שיש להרגן ללא בית דין.
סנהדרין;9;ואלו הן הנשרפין;6;‏  פירוט החייבים שריפה והרג, דיני רוצח ועוד אנשים שהורגים ללא בית דין.
סנהדרין;10;כל ישראל יש להם חלק לעולם הבא;6;‏  בפרק ישנו פירוט אנשים שאין להם חלק לעולם הבא השמור לבני ישראל ול  ודיני עיר הנידחת. בתלמוד הבבלי, זהו הפרק ה11.
סנהדרין;11;אלו הן הנחנקין;6;‏  פירוט כל הנחנקים ומתי הם צריכים להיחנק.
מכות;1;כיצד העדים נעשים זוממין;10;
מכות;2;אלו הן הגולין;8;‏  הפרק דן בעונש ה  לרוצח בשגגה ובהלכות   בכלל.
מכות;3;ואלו הן הלוקין;16;‏  הפרק עוסק בעונש המלקות  על מה לוקים, כמה לוקים מהות המלקות וכיצד.
שבועות;1;שבועות שתים שהן ארבע;7;‏  ‏  עוסק ביחס בין ה  השונים ה  על טומאת מקדש וקודשיו.
שבועות;2;ידיעות הטומאה שתים שהן ארבע;5;‏  עוסק בחיובו של החוטא בטומאת וקודשיו וקודשיו בקורבן עולה ויורד.
שבועות;3;שבועות שתים שהן ארבע;11;‏  עוסק בעיקר בשבועת ביטוי  הנשבע לשקר או שאינו עומד בשבועתו. הפרק עוסק גם ב   הנשבע על דבר שאינו אפשרי.
שבועות;4;שבועת העדות;13;‏  עוסק ב   מי שהיה עד להתרחשות כלשהי ונשבע לשקר כדי להתחמק מלהעיד על כך ב .
שבועות;5;שבועת הפקדון;5;‏  עוסק ב   נתבע בבית דין שכפר בתביעה ונשבע לשקר.
שבועות;6;שבועת הדיינין;7;‏  עוסק בשבועת    נתבע בבית דין שמודה במקצת מן התביעה, חייב להישבע על החלק מן התביעה שבה הוא כופר.
שבועות;7;כל הנשבעין שבתורה;8;‏  עוסק ב   שבועות ש  לחייב בהן את התובע ב  במקרים מסוימים.
שבועות;8;ארבעה שומרין הן;6;‏  עוסק ב   אדם שקיבל אחריות לשמור על חפצים של אחר, וטוען שהחפצים אבדו שלא באשמתו, חייב להישבע כדי לגבות את דבריו.
עדיות;1;FAILED TO PARSE
עדיות;2;רבי חנינא סגן הכהנים;10;‏
עדיות;3;כל המטמאין באוהל;12;‏
עדיות;4;אלו דברים;12;‏  רשימת הלכות שבהן   מקלים ו  מחמירים, בניגוד לרגיל.
עדיות;5;רבי יהודה אומר;7;‏  המשך נושא הפרק הקודם והמחלוקות בין החכמים ל .
עדיות;6;רבי יהודה בן בבא;3;
עדיות;7;העיד רבי יהושע;9;
עדיות;8;העיד רבי יהושע בן בתירא;7;
עבודה_זרה;1;לפני אידיהן;9;‏   עוסק באיסור מסחר עם עובדי עבודה זרה במועדי חגיהם (כדי שלא להיות שותפים לחגיגה או לגרום לעובדי העבודה הזרה להודות לאליליהם בחגיהם) ובפריטים שאסור למכור לעובדי עבודה זרה (שהם בעצם כל פריט בו עובדי עבודה זרה עשויים להשתמש לצורך חגיהם או שהם חשודים על ביצוע מעשים בלתימוסריים עמו). לפיכך, המצווה העיקרית הנדונה בפרק הי לפני עיוור אל תיתן מכשול.
עבודה_זרה;2;אין מעמידין   בהמה;7;עוסק באמצעי זהירות כנגד האלימות וחוסר המוסריות של עובדי עבודה זרה ובפריטים שאסור / מותר לקנות מעובדי עבודה זרה. פריטים אלה כוללים קטגוריות של חפצים שעשויים לשמש במישרין את העבודה הזרה ומזונות שלא ברורה כשרותם.
עבודה_זרה;3;כל הצלמים   אסורים;10;עוסק בדינים שונים בנוגע לעבודה זרה ודן בסוגים של אשרה (אלילי עץ). כמו כן בפרק זה נדונים דרכי שימוש אסורות ומותרות בפריטי עבודה זרה שונים.
עבודה_זרה;4;רבי ישמעאל אומר;12;עוסק בהנאה ממרכיבי עבודה זרה רומית בשם  . כמו כן הפרק עוסק באופני ביטול עבודה זרה ותחילת דיון באיסור והיתר של יין נסך.
עבודה_זרה;5;השוכר את הפועל;12;ממשיך בדיון בנושא יין נסך, איסור ההנאה הממונית ממנו וכן דן במעמדם ההלכתי של כלים המשמשים את עובדי אלילים.
הוריות;1;הוֹרוּ בֵּית דִּין;5;‏   מתי בית דין שהורו הלכה מוטעית, מביאים קורבן.
הוריות;2;הוֹרָה כֹהֵן מָשִׁיחַ;7;דיני קורבן של כהן משוח ב  שחטא בשוגג.
הוריות;3;כֹהֵן מָשִׁיחַ   שחטא;8;תחילתו בדיני קורבן כהן משוח ונשיא שחטאו שלא בזמן כהונתם, באמצעיתו עוסק בחילוקים בין סוגי הכהנים ובסופו עוסק בסדרי קדימויות במגוון תחומים.
זבחים;1;כל הזבחים שנזבחו שלא לשמן;4;‏
זבחים;2;כל הזבחים שקבלו דמן זר;5;
זבחים;3;כל הפסולין ששחטו;6;
זבחים;4;בית שמאי אומרים;6;
זבחים;5;איזהו מקומן של זבחים;8;
זבחים;6;קדשי קדשים ששחטן בראש המזבח;7;
זבחים;7;חטאת העוף שעשאה למטה;6;
זבחים;8;כל הזבחים שנתערבו (נקרא גם פרק התערובות);12;
זבחים;9;המזבח מקדש את הראוי לו;7;
זבחים;10;כל התדיר מחברו קודם את חברו;8;
זבחים;11;דם חטאת שניתז על הבגד;8;
זבחים;12;טבול יום ומחוסר כיפורים;6;
זבחים;13;' שוחט והמעלה בחוץ;8;
זבחים;14;פרת חטאת ששרפה חוץ מגתה;10;
מנחות;1;כל המנחות שנקמצו;4;
מנחות;2;הקומץ את המנחה (גם: הקומץ זוטא);5;
מנחות;3;הקומץ את המנחה;7;
מנחות;4;התכלת אינה מעקבת את הלבן;5;
מנחות;5;כל המנחות באות מצה;9;
מנחות;6;אלו מנחות נקמצות;7;
מנחות;7;התודה הייתה באה;6;
מנחות;8;כל קרבנות הציבור והיחיד;7;
מנחות;9;שתי מידות של יבש היו במקדש;9;
מנחות;10;רבי ישמעאל אומר;9;
מנחות;11;שתי הלחם היו נילושות אחת אחת;9;
מנחות;12;המנחות והנסכים שנטמאו;5;
מנחות;13;הרי עלי עשרון;11;
חולין;1;הכל שוחטין;7;‏   הלכות  .
חולין;2;השוחט;10;דיני שחיטה.
חולין;3;אלו טרפות;7;– דיני טריפות, ובסופו דיני סימני הטהרה בבעלי חיים טהורים.
חולין;4;בהמה המקשה;7;– דיני אכילת עובר בהמה שנמצא בבטן אמו בעת שחיטתה.
חולין;5;אותו ואת בנו;5;– דיני איסור שחיטת אם ובנה ביום אחד.
חולין;6;כסוי הדם;7;– דיני מצוות   חיה ועוף לאחר שחיטתם.
חולין;7;גיד הנשה;6;– דיני איסור אכילת  .
חולין;8;כל הבשר;6;– דיני בישול ואכילת   יחד.
חולין;9;העור והרוטב;8;– דיני טומאת מאכלים בבשר בהמה שחוטה.
חולין;10;הזרוע והלחיים;4;– דיני   המוענקות ל  מבהמת חולין (שאינה קורבן) שנשחטה.
חולין;11;ראשית הגז;2;– דיני מצוות  .
חולין;12;שילוח הקן;5;– דיני מצוות  .
בכורות;1;הַלּוֹקֵחַ עֹבֶר חֲמוֹרוֹ;7;
בכורות;2;הַלּוֹקֵחַ עֹבֶר פָּרָתוֹ;9;
בכורות;3;הַלּוֹקֵחַ בְּהֵמָה;4;
בכורות;4;עַד כַּמָּה;10;
בכורות;5;כָּל פְּסוּלֵי הַמֻּקְדָּשִׁים;6;
בכורות;6;עַל אֵלּוּ מוּמִין;12;
בכורות;7;מוּמִין אֵלּוּ;7;
בכורות;8;יֵשׁ בְּכוֹר;10;
בכורות;9;FAILED TO PARSE
ערכין;1;הכל מעריכין;4;
ערכין;2;אין נערכין;6;ענייני ערכין וענייני שירה בבית המקדש.
ערכין;3;יש בערכין;5;דיון בדברים שונים שיש בהם דינים שונים ל  (כמו  ,   ו ).
ערכין;4;השג יד;4;עוסק בענייני  .
ערכין;5;האומר משקלי עלי;6;עוסק בדרכי ה  וה  של נדרי הקדש ובאופני גבייתם.
ערכין;6;שום היתומים;5;עוסק בדרכי השומה והגבייה של קרקעות שהוקדשו.
ערכין;7;אין מקדישין;5;עוסק במקדיש שדה אחוזה.
ערכין;8;המקדיש שדהו;7;דן בפדיון שדה מיד ההקדש שלא ב , וכן בדיני חרמים.
ערכין;9;המוכר שדהו;8;דן במכירת שדה אחוזה, בית עיר חומה ובתי החצרים.
תמורה;1;הַכֹּל מְמִירִים;6;
תמורה;2;יֵשׁ בְּקָרְבְּנוֹת;3;
תמורה;3;אֵלּוּ קָדָשִׁים;5;
תמורה;4;וְלַד חַטָּאת;4;
תמורה;5;כֵּיצַד מַעֲרִימִים;6;
תמורה;6;כֹּל הָאֲסוּרִין;5;
תמורה;7;יֵשׁ בְּקָדְשֵׁי הַמִּזְבֵּחַ;6;
כריתות;1;FAILED TO PARSE
כריתות;2;אַרְבָּעָה מְחֻסְרֵי כִפּוּרִים;6;הטמאים המביאים קרבן להשלמת טהרתם. דיני אשם  .
כריתות;3;אָמְרוּ לוֹ;10;מספר הקרבנות בהן מתחייב העושה סדרת חטאים.
כריתות;4;סָפֵק אָכַל חֵלֶב;3;דיני   ומי שספק בידו אם עשה עבירה.
כריתות;5;דַּם שְׁחִיטָה;8;הלכות איסור אכילת דם והלכות  .
כריתות;6;הַמֵּבִיא אָשָׁם;9;המביא קרבן ואחר כך התברר שלא חטא, האם כפרת   פוטרת מהבאת קרבן, ועוד.
מעילה;1;קדשי קדשים;4;
מעילה;2;חטאת העוף;9;
מעילה;3;ולד חטאת;8;
מעילה;4;קדשי מזבח;6;
מעילה;5;הנהנה מן ההקדש;5;
מעילה;6;השליח שעשה;6;
תמיד;1;בִּשְׁלֹשָׁה מְקוֹמוֹת;4;
תמיד;2;רָאוּהוּ אֶחָיו;5;על דישון המזבח, סידור העצים לשתי המערכות על המזבח והדלקתן.
תמיד;3;אָמַר לָהֶם הַמְּמֻנֶּה  ( אָמַר לָהֶם הַמְּמֻנֶּה בּוֹאוּ);9;
תמיד;4;לֹא הָיוּ כוֹפְתִין;3;על הקרבת קורבן התמיד עד העלאת חלקיו לכבש.
תמיד;5;אָמַר לָהֶם הַמְּמֻנֶּה  ( אָמַר לָהֶם הַמְּמֻנֶּה בָּרְכוּ);6;
תמיד;6;הֵחֵלוּ עוֹלִים;3;על הקטרת הקטורת והחלק האחרון של דישון המנורה.
תמיד;7;בִּזְמַן שֶׁכֹּהֵן גָּדוֹל;4;על עבודות כשנעשות על ידי   ועל ה  שבמקדש.
מידות;1;בִּשְׁלֹשָׁה מְקוֹמוֹת;9;
מידות;2;הַר הַבַּיִת;6;
מידות;3;הַמִּזְבֵּחַ;8;
מידות;4;פִּתְחוֹ שֶׁל הֵיכָל;7;
מידות;5;כָּל הָעֲזָרָה;4;
קינים;1;חַטַּאת הָעוֹף;4;
קינים;2;קֵן סְתוּמָה;5;דיני גוזלים פורחים ועפים מקן אחד למשנהו.
קינים;3;בַּמֶּה דְּבָרִים אֲמוּרִים;6;דיני קינים מעורבים שהוקרבו.
כלים;1;אבות הטומאות;9;
כלים;2;כלי עץ;8;פרקים ב עד י עוסקים בהלכות כלי חרס.
כלים;3;שיעור כלי חרס ליטהר;8;
כלים;4;החרס שאינו יכול לעמוד;4;
כלים;5;תנור תחילתו ארבעה;11;
כלים;6;העושה שלשה פטפוטים בארץ;4;
כלים;7;הקלתות של בעלי בתים;6;
כלים;8;התנור שחצצו בנסרים;11;
כלים;9;מחט או טבעת שנמצאו;8;
כלים;10;אלו כלים מצילין בצמיד פתיל;8;
כלים;11;כלי מתכות;9;פרקים יא עד יד עוסקים בהלכות כלי מתכת.
כלים;12;טבעת אדם;8;
כלים;13;הסייף והסכין והפגיון;8;
כלים;14;כלי מתכות כמה הוא שיעורן;8;
כלים;15;כלי עץ;6;פרקים טו עד יט עוסקים בדיני כלי עץ, עור ועצם
כלים;16;כל כלי עץ שנחלק לשנים;8;
כלים;17;כל כלי בעלי בתים;17;
כלים;18;השידה;9;
כלים;19;המפרק את המיטה;10;
כלים;20;הכרים והכסתות;7;פרקים כ עד כה דנים בכמה טומאות וטהרות הנוגעות לכל סוגי הכלים.
כלים;21;הנוגע בכובד העליון;3;
כלים;22;השולחן והדולפקי שנפחתו;10;
כלים;23;הכדור והאמום;5;
כלים;24;שלשה תריסין הם;17;
כלים;25;כל הכלים יש להם אחורים ותוך;9;
כלים;26;סנדל עמקי;9;פרקים כו עד כח עוסקים בדיני עור ובגד.
כלים;27;הבגד מיטמא משום חמישה שמות;12;
כלים;28;שלש על שלש;10;
כלים;29;נימי הסדין;8;פרק כט עוסק בשיעור ידות הבגדים והכלים.
כלים;30;כלי זכוכית;4;פרק ל דן בכלי זכוכית.
אהלות;1;שנים טמאים במת;8;‏
אהלות;2;אלו מטמאין באוהל;7;
אהלות;3;כל המטמאין באוהל;7;
אהלות;4;מגדל שהוא עומד באוויר;3;
אהלות;5;תנור שהוא עומד בתוך הבית;7;
אהלות;6;אדם וכלים נעשין אוהלין לטמא;7;
אהלות;7;הטומאה בכותל;6;
אהלות;8;יש המביאין את הטומאה וחוצצין;6;
אהלות;9;כוורת שהיא בתוך הפתח;16;
אהלות;10;ארובה שהיא בתוך הבית;7;
אהלות;11;הבית שנסדק;9;
אהלות;12;נסר שהוא נתון על פי תנור;8;
אהלות;13;העושה מאור בתחילה;6;
אהלות;14;הזיז מביא את הטומאה;7;
אהלות;15;סגוס עבה;10;
אהלות;16;כל המיטלטלין;5;
אהלות;17;החורש את הקבר;5;
אהלות;18;כיצד בוצרים בית הפרס;10;
נגעים;1;מראות נגעים;6;‏  עוסק בסוגי הנגעים השונים וההבחנה בין צבעי הנגע. הכשרת כתמי נגעים (שערות, פשיון).
נגעים;2;בהרת עזה;5;בתחילתו מהווה הפרק המשך של הפרק ראשון ולאחר מכן עוסק בדיני ראיית נגעים, מתי רואים את הנגע ומתי לא, וצורת ראיית הנגע. הפרק מסתיים במשנה ה המפורסמת דווקא בהקשר רעיוני מוסרי (אם כי שם הדברים כפשוטם)  כל הנגעים אדם רואה חוץ מנגעי עצמו.
נגעים;3;הכל מיטמאין בנגעים;8;הפרק עוסק בהגדרות של היטמאות בנגעים  דהיינו מי הם המטמאים בנגעים ומי לא. כמו כן עוסק הפרק במשך ההיטמאות בנגע (שבוע עד שלושה שבועות).
נגעים;4;יש בשער לבן מה שאין בפשיון;11;בחלקו הראשון עוסק הפרק בסוגי הנגעים וההבדל ביניהם. בחלקו השני עוסק הפרק בגדלים של נגעים.
נגעים;5;כל ספק נגעים טהור;5;הפרק עוסק בעיקרו בדיני   בנגעים. (הרחבה מועטה של עקרונות פרק זה נמצאים בפרק ראשון ב  ב ).
נגעים;6;גופה של בהרת;8;מהווה המשך והרחבה של הפרק רביעי.
נגעים;7;אלו בהרות טהורות;5;הפרק עוסק בנגעים טהורים (נגע שהיה לפני מתן תורה וכו) ובאיסור קציצת בהרת.
נגעים;8;הפורח מן הטמא;10;הפרק עוסק בדיני טומאת צרעת פורחת, כלומר צרעת הנמצאת בכל גוף האדם.
נגעים;9;השחין והמכוה;3;הפרק עוסק בטומאת שחין ומכווה (הפרקים הקודמים עוסקים בדוגמאות מטומאת שחין ומכווה ופרק זה מרכז ומרחיב בנושא).
נגעים;10;הנתקים מיטמאין בשני שבועות;10;הפרק עוסק בטומאת נתקים ודיני שיער צהוב.
נגעים;11;כל הבגדים מיטמאין בנגעים;12;הפרק עוסק ב .
נגעים;12;כל הבתים מיטמאין בנגעים;7;הפרק וכן הפרק שלאחריו עוסקים ב .
נגעים;13;עשרה בתים הן;12;.
נגעים;14;כיצד מטהרין את המצורע;13;הפרק עוסק בתהליך הטהרה מן הצרעת ובדיני קרבנות הנוגעים אליו.
פרה;1;רבי אליעזר - עגלה בת שנתה;4;‏  גיל הפרה ומתוך כך פירוט שנותיהם של שאר סוגי הקורבנות.
פרה;2;רבי אליעזר - פרת חטאת המעוברת;5;מומים הפוסלים את הפרה.
פרה;3;שבעת ימים;11;מעשה שריפת הפרה, חומרות יתירות בהזאה על הכהן השורף את הפרה, אפר פרות מימי בית ראשון שנמצא.
פרה;4;פרת חטאת;4;פסילות שונות במעשה שריפת הפרה.
פרה;5;המביא כלי חרס לחטאת;9;כלים הטהורים למעשה מילוי המים והקידוש.
פרה;6;המקדש ונפל הקידוש על ידו;5;המשך פסילות שונות במי הפרה.
פרה;7;חמשה שמלאו חמש חביות;12;פרטים שונים במלאכה הפוסלת במים משעה שממלאים אותם עד שמטילים בהם אפר.
פרה;8;שנים שהיו שומרים את השוקת;11;המשך של הפרק השישי.
פרה;9;צלוחית שנפל לתוכה מים;9;המשך פסולים הנהוגים במי הפרה.
פרה;10;כל הראוי ליטמא מדרס;6;דיני טומאה וטהרה שונים.
פרה;11;צלוחית שהניחה מגולה;9;מי פרה מגולים, ספק טומאה במי החטאת, המשך פסילות במי החטאת, ממשנה ז עוסקות המשניות בדיני האזוב להזאה.
פרה;12;האזוב הקצר;11;משניות אג דנות בטבילת האזוב במי החטאת וההזאה בו. בהמשך חוזר הפרק לדיני הזאה שונים.
טהרות;1;שלשה עשר דבר בנבלת העוף הטהור;9;‏
טהרות;2;האשה שהייתה כובשת ירק בקדרה;8;
טהרות;3;הרוטב והגריסים והחלב;8;
טהרות;4;הזורק טומאה ממקום למקום;13;
טהרות;5;השרץ והצפרדע ברשות הרבים;9;
טהרות;6;מקום שהיה רשות היחיד;10;
טהרות;7;הקדר שהניח את קדרותיו;9;
טהרות;8;הדר עִם עם הארץ;9;
טהרות;9;זתים מאימתי מקבלין טומאה;9;
טהרות;10;הנועל בית הבד;8;
מקואות;1;שש מעלות במקוואות;8;
מקואות;2;הטמא שירד לטבול;10;ספקות בענייני טבילה בטובל, במקווה חסר, ספק מים שאובים וכן דיני מים שאובים הפוסלים את המקווה.
מקואות;3;רבי יוסי אומר;4;דיון בשלושה לוגים מים שאובים שנפלו למקווה שלא בבת אחת ובהכשרתו של מקווה שנפסל על ידי מים שאובים.
מקואות;4;המניח כלים תחת הצינור;5;המשך הלכות מים שאובים.
מקואות;5;מעיין שהעבירו על גבי השוקת;6;הלכות מעיין שהוליכו את מימיו. מעמדן ההלכתי של הימים (וגליהם) ונהרות.
מקואות;6;כל המעורב למקוה;11;דרכים לעירוב מקוואות ומתי עירוב זה פסול.
מקואות;7;יש מעלין את המקווה;7;דרכים להשלמת מקווה לארבעים סאה ומצבים בהם השלמה זו פסולה. דרכי טבילה במקווה מצומצם.
מקואות;8;ארץ ישראל טהורה;5;דיני מקוואות בארץ ובחול. מקרים שונים של טומאת בעלי קרי וטומאת נידה. תחילת דיון בענייני חציצה.
מקואות;9;אלו חוצצין באדם;7;המשך דיני חציצה בכלים ואדם.
מקואות;10;כל ידות הכלים;8;דיני חציצה בכלים (וטומאת אוכלין).
נידה;1;FAILED TO PARSE
נידה;2;כל היד המרבה לבדוק;7;
נידה;3;המפלת חתיכה;7;
נידה;4;בנות כותים;7;
נידה;5;יוצא דופן;9;
נידה;6;בא סימן;14;
נידה;7;דם הנדה;5;
נידה;8;הרואה כתם;4;
נידה;9;האשה שהיא עושה צרכיה;11;
נידה;10;תנוקת שלא הגיע זמנה לראות;8;
מכשירין;1;כל משקה שתחילתו לרצון;6;‏  מה נחשב רצון לעניין רצון הבעלים להכשרה לטומאה באוכלין.
מכשירין;2;זיעת בתים;11;הכשרה לטומאה של בריכה אליה נופלת זיעת הבעלים, דיני עיר שגרים בה ישראלים וגויים וכן דיני רוב ומיעוט באופן כללי.
מכשירין;3;שק שהוא מלא פירות;8;מפרק זה ועד לפרק ו משנה ד חוזרת המסכת לדיון שהחל בפרק א בעניין הכשרת אוכלין לטומאה.
מכשירין;4;השוחה לשתות;10;
מכשירין;5;מי שטבל בנהר;11;
מכשירין;6;המעלה פירותיו לגג;8;משנה ד בפרק מפרטת את שבעת סוגי המשקים המכשירים מאכל לקבל טומאה (טל, מים, יין, שמן, דם, חלב ודבש דבורים). בהמשך מפרטת המסכת תולדות למשקים שנמנו, משקאות שהם טמאים ומכשירין ומשקאות שאינם מטמאים ולא מכשירין.
זבים;1;הרואה ראיה אחת;6;‏   משך הזוב שמגדיר את האדם כ .
זבים;2;הכל מטמאין בזיבה;4;האישים הראויים להחשב כזבים אם ראו זיבה. האופנים שבהם הזב מטמא את החפצים שהוא נשען עליהם.
זבים;3;הזב והטהור שישבו בספינה;3;האופנים שבהם הזב מטמא חפצים שהוא מזיז אותם, אף ללא נגיעה בהם.
זבים;4;רבי יהושע אומר;7;המשך הדיון מהפרק הקודם.
זבים;5;הנוגע בזב;12;סיכום תמציתי של יסודות סדר טהרות כולו: אבות הטומאה, האופנים שבהם הם מטמאים, ושרשרת הטומאה שכל אחד מהם מסוגל לטמא.
טבול_יום;1;המכנס חלות;5;‏  ענייני חיבור וטומאת טבול יום באוכלים.
טבול_יום;2;משקה טבול יום;8;טומאת טבול יום במשקין.
טבול_יום;3;כל ידות האוכלים;6;במשנה א נדונה טומאת טבול יום בידיות האוכל (דוגמת גבעולי הפירות), בהמשך עד סוף הפרק חוזרת המסכת לענייני טומאת טבול יום במאכלים שונים (תוך דיון אם אלו נחשבים כחיבור או לא).
טבול_יום;4;אוכל מעשר שהוכשר;7;במשניות א  ד המשך הדיון בטומאת טבול יום. במשנה ה הלכות המתחילות במילה בראשונה. במשנה ו משנה השנויה כבר במסכת כלים (יג, ז). במשנה ז דיון בענייני דימוע של בור.
ידיים;1;מֵי רְבִיעִית נוֹתְנִין לַיַּדָיִ;5;
ידיים;2;נָטַל לְיָדוֹ אַחַת מִשְּׁטִיפָה אַחַת;4;נטילות שאינן מטהרות, חלק היד שמקבל טומאה וכן במקרי ספק שונים בדיני טומאת ידיים.
ידיים;3;הַמָּכְנִיס יָדָיו לְבַיִת הַמְּנֻגָּע;5;הפרק פותח בדיון בדברים שמטמאים את הידיים וממשיך בדיון על  . אגב כך מובא דיון אודות קדושתם של ספרי   ו .
ידיים;4;בּוֹ בַּיּוֹם נִמְנוּ וְגָמְרוּ;8;הפרק פותח במספר הלכות בנושאים שונים שנקבעו ביום שהתמנה רבי   לראש הישיבה. לאחר מכן הוא חוזר לעסוק ב , שנשנה אגב הוויכוח בין ה  ל  על טומאת כתבי הקודש. הפרק מסיים בקובץ מחלוקות בין הפרושים לצדוקים.
עוקצים;1;כל שהוא יד ולא שומר;6;
עוקצים;2;זיתים שכבשן בטרפיהן;10;חלקי אוכל הסמוכים זה לזה  מתי הם נחשבים כגוף אחד ומתי הם יחשבו כגופים נפרדים.  , האמורא המפורסם, כאשר היה מגיע לפרק זה, התקשה בו מאוד ואמר:    משפט הבא לבטא את עומק החכמה הטמונה בפרק.
עוקצים;3;יש צריכין הכשר;12;פירוט הדברים שלא מקובל לאוכלם ורק מחשבה והחלטה מפורשת של האדם לאוכלם מגדירה אותם כמזון הראוי לאכילה  ובכך להכשירם לקבלת טומאה. בסוף פרק זה, האחרון בששת סדרי המשנה, נקבעה משנה מעולם האגדה  מעין סיום חגיגי, על גודל השכר ל  ועל ערכו של השלום: לא מצא הקדוש ברוך הוא כלי מחזיק ברכה לישראל אלא השלום, שנאמר‏ : ה עֹז לְעַמּוֹ יִתֵּן ה יְבָרֵךְ אֶת עַמּוֹ בַשָּׁלוֹם. במשנה זו מופיעים באופן חריג שמותיהם של רבי   ורבי  , תלמידיו של רבי יהודה הנשיא, עורך המשנה.
