Source Text,Found Text,URL,Wrong segment (seg) / Wrong link (link)
 (שמות יט) היו נכונים לשלשת ימים אל תגשו אל אשה מנין שמרחיצין את הקטן ביום השלישי שחל להיות בשבת שנאמר (בראשית לד) ויהי ביום השלישי בהיותם כואבים מנין שקושרין לשון של זהורית בראש שעיר המשתלח שנאמר (ישעיה א) אם יהי,ויהי ביום השלישי בהיותם כאבים ויקחו שני־בני־יעקב שמעון ולוי אחי דינה איש חרבו ויבאו על־העיר בטח ויהרגו כל־זכר,https://sefaria.org/Rif_Shabbat.35a.1?p2=Genesis.34.25,
 רבעי קדש וטעון הבאת מקום ופדיון. ד״א ואיש את קדשיו לו יהיו. מבאן שטובת נתינה לבעלים שאע״פ שאמר הכתוב (במדבר יח) כל תרומות הקדשים אשר ירימו בני ישראל לה' אין נוטלין אותו בזרוע. אלא הרי הן ברשות בעלים ליתנם למי ש,כל  תרומת הקדשים אשר ירימו בני־ישראל ליהוה נתתי לך ולבניך ולבנתיך אתך לחק־עולם ברית מלח עולם הוא לפני יהוה לך ולזרעך אתך,"https://sefaria.org/Midrash_Lekach_Tov,_Numbers.5.10.1?p2=Numbers.18.19",
" דאמר רב פפא (דף מט.) שור שנגח את השפחה ויצאו ילדיה משלם דמי ולדות מ""ט חמרא מעברתא הוא דאזיק דאמר קרא (בראשית כב) שבו לכם פה עם החמור עם הדומ' לחמור:",ויאמר אברהם אל־נעריו שבו־לכם פה עם־החמור ואני והנער נלכה עד־כה ונשתחוה ונשובה אליכם,https://sefaria.org/Rif_Bava_Kamma.21b.4?p2=Genesis.22.5,
פס'. ועבדתם שם אלהים.  פירוש עובדי אלהים אחרים תהיו עובדים מעשה ידי אדם. ועליו אמר (ישעיה) [ירמיה] (ירמיה יז) ארור הגבר אשר יבטח באדם. ואומר (ישעי' נח) מי את ותיראי מאנוש ימות. אשר לא יראון ולא ישמעון. לא ירא,כה  אמר יהוה ארור הגבר אשר יבטח באדם ושם בשר זרעו ומן־יהוה יסור לבו,"https://sefaria.org/Midrash_Lekach_Tov,_Deuteronomy.4.28.1?p2=Jeremiah.17.5",
"ולהיות שהישועה מיציאת מצרים נקרא מרור יען שלא הי' בזכות עבודת ישראל אלא כענין שנאמר (ישעי' מ""ח) למעני למעני אעשה וגו' וישועה כזו נראה על הגוון כענין וותרנות ובאמת הלא אמרו ז""ל (ב""ק נ') כל האומר ",למעני למעני אעשה כי איך יחל וכבודי לאחר לא־אתן {פ},"https://sefaria.org/Sod_Yesharim,_The_First_Night_of_Pesach.36.1?p2=Isaiah.48.11",
" ולכן לעתיד כתיב (זכריה ט) והסירותי דמיו מפיו ושקוציו מבין שניו, היינו שאז יאבד עשו לגמרי, וכן כתיב (עובדיה א) ולא יהיה שריד לבית עשו. ולעת עתה נקרא כי ציד בפיו, כדאיתא בזוה""ק (משפטים צה:) ואית נשמתין עשיקין ו",והיה בית־יעקב אש ובית יוסף להבה ובית עשו לקש ודלקו בהם ואכלום ולא־יהיה שריד לבית עשו כי יהוה דבר,"https://sefaria.org/Beit_Yaakov_on_Torah,_Toldot.25.1?p2=Obadiah.1.18",
"ויהי מקץ שנתים ימים וגו'. שמן וקטרת ישמח לב ומתק רעהו מעצת נפש (משלי כז). שמן, מורה על ד""ת מבוררים, וקטורת מורה על הארת אור השי""ת בכל הענינים שהכל ממנו ית'. וכדאיתא בזוה""ק",שמן וקטרת ישמח־לב ומתק רעהו מעצת־נפש,"https://sefaria.org/Beit_Yaakov_on_Torah,_Miketz.7.1?p2=Proverbs.27.9",
" נתמעטה קומתו, כמו שדרשו רז""ל (סנהדרין לה) כיון שחטא נתן הקב""ה עיניו עליו ומעטו והעמידו על אלף אמה שנאמר (תהלים קלט) אחור וקדם צרתני ותשת עלי כפכה, אין לתמוה בהתכפר החטא ובהתבטל הגזירה אם יחזרו הקומות לשיעורן שהרי ה",אחור וקדם צרתני ותשת עלי כפכה,https://sefaria.org/Shulchan_Shel_Arba.4.7?p2=Psalms.139.5,
 אותו (ואת בניו) ואת כל עמו. מלמד שבן אחד היה לו והכתוב קורא אותו בניו. כמו (בראשית מו) ובני דן חושים. (במדבר כו) ובני פלוא אליאב. ללמד שכל מי שאין לו אלא בן אחד אינו נמנע מלקרותו בני:,ובני פלוא אליאב,"https://sefaria.org/Midrash_Lekach_Tov,_Numbers.21.35.1?p2=Numbers.26.8",
" הכולל פרשת וישב ד""ה ויהי בעת.. שאני כאן ביהודה ותמר, שהשי""ת בנה עי""ז אורו של מלך המשיח, שבבואו ב""ב נאמר (ישעיה סג) פורה דרכתי לבדי וגו' ויז נצחם על בגדי וכל מלבושי אגאלתי, שהשי""ת לא יקפיד אז על כבודו אף אם יתגאלו ",פורה  דרכתי לבדי ומעמים אין־איש אתי ואדרכם באפי וארמסם בחמתי ויז נצחם על־בגדי וכל־מלבושי אגאלתי,"https://sefaria.org/Beit_Yaakov_on_Torah,_Vayeshev.39.3?p2=Isaiah.63.3",
"איכו השתא נבא לבאר המאמר הנז', ונקדים מה שפי' מהרימ""ט פ' מקץ (איוב כ""ח) בפ' והחכמה מאין תמצא וכו' והנמשכים וזה תורף דבריו בקיצור, כי החכמה נשגבה מכל קניני העוה""ז, כי כל ה",והחכמה מאין תמצא ואי זה מקום בינה,"https://sefaria.org/Rosh_David,_Shmini.21?p2=Job.28.12",
" ויענונו זו פרישות דרך ארץ כמה שנאמר (שמת א) כל הבן הילוד היאורה תשליכוהו. ואע""פ שיש עוד ענויים במקרא כגון (תהלים קב) ענה בדרך כחי קצר ימי וכגון (שם קה) ענו בכבל רגלו. אין זה דרך יוה""כ להיות מהלך בדרך או להיות יושב ב",ענה בדרך (כחו) [כחי] קצר ימי,"https://sefaria.org/Midrash_Lekach_Tov,_Leviticus.23.32.1?p2=Psalms.102.24",
 הקב״ה ונתן טכסיס לכל אומה ולשון. יהי רצון מלפני אבינו שבשמים לחדש ימינו כקדם ולקיים עלינו מקרא שכתוב (מיכה ז) כימי צאתך מארץ מצרים אראנו נפלאות וכתיב (הושע יב) עוד אושיבך באהלים כימי מועד. ד״א מאסף לכל המחנות,כימי צאתך מארץ מצרים אראנו נפלאות,"https://sefaria.org/Midrash_Lekach_Tov,_Numbers.2.17.1?p2=Micah.7.15",
" הכי, ולא זזו מן חיה דא, דאיהי כורסייא, לעלמין. וסלקין לה מתתא לעילא, לאתקנא כורסייא לגבי עילא, ורזא דא (בראשית ז) וישאו את התבה ותרם מעל הארץ. וכד אסתלקת לעילא, ואלין סלקין לה, כדין כתיב, ויביאו את המשכן אל משה. ",ויהי המבול ארבעים יום על־הארץ וירבו המים וישאו את־התבה ותרם מעל הארץ,https://sefaria.org/Zohar.2.238a.7?p2=Genesis.7.17,
פס'. בצר לך ומצאוך. אין ישראל נגאלין אלא מתוך צרה. באחרית הימים. יעקב אומר (בראשית מט) באחרית הימים. ואחריו משה ואחריו כל הנביאים למען תת תקוה ותוחלת לישראל לחכות ולקוות עתי הגאולה. ושב,ויקרא יעקב אל־בניו ויאמר האספו ואגידה לכם את אשר־יקרא אתכם באחרית הימים,"https://sefaria.org/Midrash_Lekach_Tov,_Deuteronomy.4.30.1?p2=Genesis.49.1",
" כתוב בזה אלא מה שיש בזה שהרי בכל אחת ואחת כתיב ארבע פרשיות והן (שם) קדש לי כל בכור (שם) והיה כי יביאך (דברים ו) שמע (שם יא) והיה אם שמוע, והם פרשיות מורות על החדוש וההשגחה והיחוד ואהבת השכינה ודבקותה עם ישראל, ",והיה כי יביאך  יהוה אלהיך אל־הארץ אשר נשבע לאבתיך לאברהם ליצחק וליעקב לתת לך ערים גדלת וטבת אשר לא־בנית,"https://sefaria.org/Kad_HaKemach,_Tefillin.1.6?p2=Deuteronomy.6.10",
" שהשי""ת התפאר נגדו שגם הוא בשר מוכרח שהוא הגדול, וכדאיתא בזוה""ק (ויגש ר""ז.) על הפסוק ושמים לא זכו בעיניו (איוב ט""ו) וכי ס""ד דגריעותא דשמים הוא אלא חשיבו משמים איהו וכו' בעיניו הוא דלא זכו. וכן כאן שכתב בשגם הוא בשר",הן בקדשו לא יאמין ושמים לא־זכו בעיניו,"https://sefaria.org/Tiferet_Yosef,_Vayeilech_and_Shabbat_Shuvah.2?p2=Job.15.15",
" וגו'. בזוה""ק (וירא צח.) וירא אליו ה' לההוא דרגא דמליל עמיה מה דלא הוה מקדמת דנא. והענין בזה הוא, כדכתיב (ישעיה ס) קומי אורי כי בא אורך, והוא כי הדברי תורה ומצות נראים בעוה""ז לאדם כגזירות וחוקים, ודומות עליו לעול ",קומי אורי כי בא אורך וכבוד יהוה עליך זרח,"https://sefaria.org/Beit_Yaakov_on_Torah,_Vayera.6.1?p2=Isaiah.60.1",
"היא הוחדה חרב. כמו הפך היא חרב הוחדה וכן כל רבים עמים (תהלים פט):
",זכר אדני חרפת עבדיך שאתי בחיקי כל־רבים עמים,https://sefaria.org/Metzudat_Zion_on_Ezekiel.21.16.3?p2=Psalms.89.51,
"(דף לו:) תניא (שמות יג) ושמרת את החוקה הזאת למועדה מימים ימימה ימים ולא לילות מימים ולא כל ימים פרט לשבתות וימים טובים דברי... לאו זמן תפילין ונפקא ליה מהאי קרא דתניא רבי עקיבא אומר יכול יניח אדם תפילין בשבתות וימים טובים ת""ל (שמות יג) והיה לאות יצאו שבתות וימים טובים שהן גופן אות דכתיב כי אות היא ביני ובין בני ישראל:",ושמרת את־החקה הזאת למועדה מימים ימימה {פ},https://sefaria.org/Rif_Halakhot_Ketanot_(Menachot).8b.6?p2=Exodus.13.10,
" אחרנין משום דהוה דכר ונוקבא וכו'. היינו ממנו התחיל הבירור מסיגי הזהב, כי נוקבא מורה על יראה כדכתיב (בראשית ב) אעשה לו עזר כנגדו, היינו שתהיה היראה לנגדו תמיד, אכן בזה המלך השמיני לא היה הבירור מפסולת רק בענינ",ויאמר יהוה אלהים לא־טוב היות האדם לבדו אעשה־לו עזר כנגדו,"https://sefaria.org/Beit_Yaakov_on_Torah,_Vayeshev.22.1?p2=Genesis.2.18",
 בצער אף אני אהיה עמהם בצער ושמא יאמר אדם מי מעיד בי אבני ביתו וקורות ביתו של אדם הן מעידין עליו שנאמר (חבקוק ב) כי אבן מקיר תזעק וכפיס מעץ יעננה:,כי־אבן מקיר תזעק וכפיס מעץ יעננה {פ},https://sefaria.org/Rif_Taanit.2b.6?p2=Habakkuk.2.11,
"והאי איהו (שמות ג) זה שמי י''ה לעולם, וזה זכרי ו''ה. שמי עם י''ה, שס''ה. זכרי עם ו''ה, רמ''ח. וכלהו תרי''ג. דהיינו תר",ויאמר עוד אלהים אל־משה כה־תאמר אל־בני ישראל יהוה אלהי אבתיכם אלהי אברהם אלהי יצחק ואלהי יעקב שלחני אליכם זה־שמי לעלם וזה זכרי לדר דר,https://sefaria.org/Zohar.3.278b.3?p2=Exodus.3.15,
"ולבקר בהיכלו. ליראות שם בכל בקר ובקר כך פירשו דונש, ומנחם חברו עם לא יבקר בין טוב לרע (ויקרא כ""ז), אבל דונש פתר לשון בוקר:",לא יבקר בין־טוב לרע ולא ימירנו ואם־המר ימירנו והיה־הוא ותמורתו יהיה־קדש לא יגאל,https://sefaria.org/Rashi_on_Psalms.27.4.1?p2=Leviticus.27.33,
" רגלך מלכד. וישמרך. טוביהו אומר שמירת הנפש  כענין שנאמר (ושמר את נפשו). וישמרך. מן המזיקין כענין שנאמר (תהלים קכא) ה' ישמרך מכל רע. ואין רע אלא מזיקין שנאמר (ישעיה מה) עושה שלום ובורא רע. ד״א ישמרך מכל רע. מיצר רע...) כי מלאכיו יצוה לך לשמרך בכל דרכיך. וישמרך, כענין שנא' (תהלים קכא) ה' ישמור צאתך ובואך. רבותינו אמרו וישמרך וישמר לך ברית אבות כענין שנאמר (דברים ז) ושמר ה' אלהיך לך",יהוה ישמר־צאתך ובואך מעתה ועד־עולם {פ},"https://sefaria.org/Midrash_Lekach_Tov,_Numbers.6.24.2?p2=Psalms.121.8",
" הריון, לכן צר קלסתר פניו של יצחק דומה לאברהם, היינו שהשי""ת יאיר כפי הציונים והעבודה של האדם כדכתיב (קהלת ג) באשר הוא עמל, וכתיב (תהלים יד) מי יתן מציון ישועת ישראל, וכתיב (תהלים כ) ישלח עזרך מקדש ומציון יסעדך.... יום: כי לעתיד יאיר השי""ת לישראל שכל הטובות שינחילם, הכל נבנה מהסבלנות שסבלו ישראל בעוה""ז. וכמו שכתיב (קהלת ג) באשר הוא עמל. וכמו שכתיב (תהלים כ) ישלח עזרך מקודש ומציון יסעדך. ואיתא במדרש (תנחומא קדושים) ישלח ",מה־יתרון העושה באשר הוא עמל,"https://sefaria.org/Beit_Yaakov_on_Torah,_Toldot.13.3?p2=Ecclesiastes.3.9",
" מבחוץ מהו שור בדישו אמר רחמנא והא ליכא או דילמא לא תדוש בחסימה בעינן והא איכא א""ל מבית אביך אתה למד (ויקרא י) יין ושכר אל תשת אתה ובניך אתך בבאכם בבאכם הוא דאסור הא מישתא ומיעל שרי (...) יין ושכר אל תשת אתה ובניך אתך בבאכם בבאכם הוא דאסור הא מישתא ומיעל שרי (ויקרא י) ולהבדיל בין הקדש ובין החול אמר רחמנא אלא בשעת ביאה לא תהא שכרות ה""נ בשעת דישה לא תהא חסימה",יין ושכר אל־תשת  אתה  ובניך אתך בבאכם אל־אהל מועד ולא תמתו חקת עולם לדרתיכם,https://sefaria.org/Rif_Bava_Metzia.53a.2?p2=Leviticus.10.9,
 יוצא מתוכו ועליו נתקיים הפסוק על הר ציון ששמם שועלים הלכו בו. אמר להם אף אני לכך אני משחק הרי הוא אומר (ישעיה ח') ואעידה לי עדים נאמנים את אוריה הכהן ואת זכריהו בן יברכיהו וכי מה ענין אוריה אצל זכריה אוריה במקדש ,ואעידה לי עדים נאמנים את אוריה הכהן ואת־זכריהו בן יברכיהו,https://sefaria.org/Eichah_Rabbah.6.18?p2=Isaiah.8.2,
" נפש לנשמה, וזה שאמר, מארבע רוחות באי הרוח ופחי בהרוגים האלה, ונשמתם כביכול הוא חלק אלהי ממעל, כדכתיב (בראשית ב) ויפח באפיו נשמת חיים ואיתא (בספר הקנה) מאן דנפח מתוכו נפח, ממילא רואה איך שיש לו חיבור עם השי""ת וא",וייצר יהוה אלהים את־האדם עפר מן־האדמה ויפח באפיו נשמת חיים ויהי האדם לנפש חיה,"https://sefaria.org/Tiferet_Yosef,_Shabbat_Chol_HaMoed_Pesach.4?p2=Genesis.2.7",
" בפרק הגוזל (ב""ק דף קו.) אמר רב הונא אמר רב מנה לי בידך והלה אומר אין לך בידי ונשבע ובאו עדים פטור שנא' (שמות כב) ולקח בעליו ולא ישלם כיון שקבלו [הבעלים] שבועה שוב אין משלמין להן ממון ולית הלכתא הכין אלא אם באו ע",שבעת יהוה תהיה בין שניהם אם־לא שלח ידו במלאכת רעהו ולקח בעליו ולא ישלם,https://sefaria.org/Rif_Shevuot.33b.6?p2=Exodus.22.10,
 כמשפך וכל מקום שהוא מנכסי קרח או של דתן ואבירם היו מתגלגלין ויורדין ונבלעים במקום שנפתחה הארץ שנא' (קהלת ה) עושר שמור לבעליו לרעתו. אמר ריש לקיש זה עשרו של קרח. ולהלן הוא אומר ואת כל היקום אשר ברגליהם. א״ר ,יש רעה חולה ראיתי תחת השמש עשר שמור לבעליו לרעתו,"https://sefaria.org/Midrash_Lekach_Tov,_Numbers.16.34.1?p2=Ecclesiastes.5.12",
"וימכרו את יוסף לישמעאלים בעשרים כסף. זשה""כ (עמוס ב) על מכרם בכסף צדיק ואביון בעבור נעלים וכדאיתא ג""כ בתנחומא (וישב) עמדו ומכרוהו בעשרים כסף לכל אחד מה",כה אמר יהוה על־שלשה פשעי ישראל ועל־ארבעה לא אשיבנו על־מכרם בכסף צדיק ואביון בעבור נעלים,"https://sefaria.org/Beit_Yaakov_on_Torah,_Vayeshev.38.1?p2=Amos.2.6",
" בסוד העטרה, עטרת תפארת. וזהו סוד עטור, שאמרו זכרונם לברכה מעטרו בתלמידים, והיא עטרת הברית. עטו''ף, (תהלים קב) תפלה לעני כי יעטוף. שכל הברכות והתפלות מתעטפים, עד שתעלה תפלת העני. ",תפלה לעני כי־יעטף ולפני יהוה ישפך שיחו,https://sefaria.org/Zohar.3.273b.10?p2=Psalms.102.1,
" כ""א) וה' פקד את שרה. ודכוותה (שמואל א' א') ולחנה אין ילדים והוה לה. דכתיב כי פקד ה' את חנה. ודכוותה (ירמיה ל') ציון היא דורש אין לה והוה לה. דכתיב (ישעיה נ""ט) ובא לציון גואל. אף כאן אין מנחם לה והוה לה. דכתיב ",כי אעלה ארכה לך וממכותיך ארפאך נאם־יהוה כי נדחה קראו לך ציון היא דרש אין לה {ס}        ,https://sefaria.org/Eichah_Rabbah.2.52?p2=Jeremiah.30.17,
"רבי יוחנן פתח ואמר, (שיר השירים ב) עד שיפוח היום ונסו הצללים סוב דמה לך דודי לצבי או לעופר האילים. עד שיפוח היום וגו'. זו אזהרה לאדם ",עד שיפוח היום ונסו הצללים סב דמה־לך דודי לצבי או לעפר האילים על־הרי בתר {ס}        ,https://sefaria.org/Zohar.1.99a.28?p2=Song_of_Songs.2.17,
 צריכין לגודל שמירה ובלי לבוש היא עיקר הארת פנים ית' וזה יאר ה' פניו אליך וכדכתיב השיבנו האר פניך ונושעה (תהלים פ'):,יהוה אלהים צבאות השיבנו האר פניך ונושעה {פ},"https://sefaria.org/Sod_Yesharim,_The_Eighth_Day_of_Pesach.22.1?p2=Psalms.80.20",
" נשפה וכתיב נשבה בו ע""כ ובלתי ספק דברי רש""י צריכין הגה""ה הן מצד הלשון והן מצד הכוונה דמצויין ברש""י שם (ישעיה י""ג) והרואה שם יראה דיפה כתוב שם על הר נשפה שאו נס ואולי צ""ל ברש""י דמנחות דכתיב נשבה בו כדעת הרמב""ן:",על הר־נשפה שאו־נס הרימו קול להם הניפו יד ויבאו פתחי נדיבים,"https://sefaria.org/Hafla'ah_ShebaArakhin_on_Sefer_HeArukh,_Letter_Bet.66?p2=Isaiah.13.2",
 מאמו מישראל. ואת בניו לא ידע. זה בן בתו מישראל.  כי שמרו אמרתך במצרים. ובריתך ינצורו זה ברית הר סיני (שמות כב) זובח לאלהים יחרם:,זבח לאלהים יחרם בלתי ליהוה לבדו,"https://sefaria.org/Midrash_Lekach_Tov,_Deuteronomy.33.9.1?p2=Exodus.22.19",
" וסרח מנדין אותו מפני חלול השם ופליגא דרשב""ל דאמר רשב""ל תלמיד חכם שסרח אין מנדין אותו בפרהסיא שנאמר (הושע ד) וכשלת היום וכשל גם נביא עמך לילה כסהו כלילה אמר ר""פ תיתי לי דלא שמתי צורבא מרבנן מעולם אלא כי מחיי",וכשלת היום וכשל גם־נביא עמך לילה ודמיתי אמך,https://sefaria.org/Rif_Moed_Katan.9b.4?p2=Hosea.4.5,
" אותן משה והיה מפייסן, הרבה פעמים הכעסתם למקום ולא נתחייבתם כליה וכו' לכך נאמר אתם נצבים היום. כתיב (תהלים קיט) לעולם ד' דברך נצב בשמים. והענין בזה כי דבור רומז על הלבוש האחרון, וכמו שאמר כבוד אזמו""ר זללה""ה, כי",לעולם יהוה דברך נצב בשמים,"https://sefaria.org/Tiferet_Yosef,_Nitzavim.3?p2=Psalms.119.89",
 וכשהשמיעם לישראל השיגו הם שמוע ב' דברות מהם שהם דיבור אנכי וגו' ודיבור לא יהי' לך ויצתה נשמתם כאומרו (שה''ש ה') נפשי יצאה בדברו ולא יכלו הבין עוד ושאר הדברות נחצבו להבות אש מקולו יתברך ועמדו סדורים על הר סיני ע,פתחתי אני לדודי ודודי חמק עבר נפשי יצאה בדברו בקשתיהו ולא מצאתיהו קראתיו ולא ענני,https://sefaria.org/Or_HaChaim_on_Exodus.20.1.6?p2=Song_of_Songs.5.6,
פס'. ונסלח לכל עדת בני ישראל. האזרח בבני ישראל. לפי שנא' (ויקרא כג) כל האזרח בישראל ישבו בסוכות להוציא את הנשים ולא למדנו מנין ת״ל כאן האזרח בבני ישראל להיות בנין אב ,בסכת תשבו שבעת ימים כל־האזרח בישראל ישבו בסכת,"https://sefaria.org/Midrash_Lekach_Tov,_Numbers.15.29.1?p2=Leviticus.23.42",
 (דברים כח) יפתח ה' לך את אוצרו הטוב את השמים לתת מטר ארצך בעתו ולברך את כל מעשה ידיך. וכן אמר ירמיהו (ירמיה ה) עונותיכם הטו אלה וחטאתיכם מנעו הטוב מכם. אבל בזמן שעוסקים בתורה ובמצות שולח להם גשמי ברכה והתבואה ,עונותיכם הטו־אלה וחטאותיכם מנעו הטוב מכם,"https://sefaria.org/Midrash_Lekach_Tov,_Deuteronomy.26.1.2?p2=Jeremiah.5.25",
"ים חיים כו'. אף כי גם השמים כעשן נמלחו כמו הארץ כבגד תבלה ועל השמים והארץ אמר הכתוב וכלם כבגד יבלו (תהלים ק""ב) מ""מ יען כי ימי השמים ימשכו לאורך ימים אמר ע""ד ההפלגה העליונים חיים כמו לעולם משא""כ ימי האדם המה כצ",המה  יאבדו ואתה תעמד וכלם כבגד יבלו כלבוש תחליפם ויחלפו,https://sefaria.org/Yefeh_To'ar_on_Bereshit_Rabbah.2.2.3?p2=Psalms.102.27,
 (דברים לב) ודם ענב תשתה חמר מניין לדבש שהוא משקה שנ' (דם) ויניקהו דבש מסלע מנין לשמן שהוא משקה שנ' (ישעיה כה) משתה שמנים משתה שמרים מנין לחלב שהוא משקה שנאמ' (שופטים ד) ותפתח את נאד החלב ותשקהו מנין לטל שהוא ,ועשה יהוה צבאות לכל־העמים בהר הזה משתה שמנים משתה שמרים שמנים ממחים שמרים מזקקים,https://sefaria.org/Rav_Nissim_Gaon_on_Eruvin.31a.1?p2=Isaiah.25.6,
) לה' הארץ ומלואה וכשהן מסלקים אותה אומרים (תהלים קטו) השמים שמים לה' והארץ נתן לבני אדם אמרתי לו בני במה זכית לכך אמר לי קצב הייתי וכל בהמה נאה שמצאתי א,השמים שמים ליהוה והארץ נתן לבני־אדם,https://sefaria.org/Rif_Shabbat.44b.1?p2=Psalms.115.16,
" האדם מוצא חן בעיניו ואין לו שום נייחא מעצמו זה נצמח מתבונה, כדאיתא בזוה""ק (ויגש רז.) והיינו רזא דכתיב (איוב טו) ושמים לא זכו בעיניו, וכי ס""ד דגריעותא משמים איהו אלא חשיבו משמים איהו בגין חביבו ורעו סגיא דקוב""ה ",הן בקדשו לא יאמין ושמים לא־זכו בעיניו,"https://sefaria.org/Beit_Yaakov_on_Torah,_Bereshit.4.2?p2=Job.15.15",
 ושמרו בני ישראל. נאמר כאן שמירה ונאמר בשבת שמירה מה להלן חייב מיתה  אף כאן חייב מיתה. וכן הוא אומר (במדבר יד) ויעפילו לעלות אל ראש ההר וכתב (שם) וירד הכנעני היושב בהר ההוא לקראתם ויכום ויכתום:,ויעפלו לעלות אל־ראש ההר וארון ברית־יהוה ומשה לא־משו מקרב המחנה,"https://sefaria.org/Midrash_Lekach_Tov,_Numbers.9.19.1?p2=Numbers.14.44",
" וכח הזה לענש את הרשעים אי אפשר, אלא כשמקבלין את הכח הזה מאדום, כי זה הכח שלו, בבחינת: ועל חרבך תחיה (בראשית כז), והוא יונק ממזל מאדים:",ויען יצחק אביו ויאמר אליו הנה משמני הארץ יהיה מושבך ומטל השמים מעל ועל־חרבך תחיה ואת־אחיך תעבד והיה כאשר תריד ופרקת עלו מעל צוארך,https://sefaria.org/Likutei_Moharan.20.6.2?p2=Genesis.27.39-40,
" היינו כי תגרי חרך נקראו אותן המסתכלים תמיד לעומק נקודת הלב כענין הכתוב משגיח מן החלונות מציץ מן החרכים (שה""ש ב') וזהו תגרי חרך שמציצים תמיד בחרכים לראות הנקודה דמטי תדיר באורח גנוזא. אומרים המה בואו וטלו לכם תבל",דומה דודי לצבי או לעפר האילים הנה־זה עומד אחר כתלנו משגיח מן־החלנות מציץ מן־החרכים,"https://sefaria.org/Sod_Yesharim,_The_First_Night_of_Pesach.36.2?p2=Song_of_Songs.2.9",
" חסרונו. וזה היה בגדעון, עד שלא היה בא המלאך אצלו לא היה לו שום כח תפלה, אך מעת שבא אצלו המלאך ואמר לו (שופטים ו) ד' עמך גבור החיל, היה מעורר אותו והתחיל לומר, אם הוצאת ממצרים בזכותם כן תזון אותנו בזכותם, ובאם לא",וירא אליו מלאך יהוה ויאמר אליו יהוה עמך גבור החיל,"https://sefaria.org/Tiferet_Yosef,_Talmud_Anthology,_Taanit.18?p2=Judges.6.12",
" העבודה בבכורים שהשתמשו בזאת התקיפות. אבל אח""כ בחר השי""ת בעבודת הלוים, שמרמז על גודל יראה שיש בהם, כדכתיב (מלאכי ב) ואתנם לו מורא ויראני ומפני שמי נחת הוא, היינו שיש בהם גודל יראה, והיינו שרצון השי""ת היה במתן תורה ",בריתי  היתה אתו החיים והשלום ואתנם־לו מורא וייראני ומפני שמי נחת הוא,"https://sefaria.org/Tiferet_Yosef,_Bamidbar.7?p2=Malachi.2.5",
" כ' התוי""ט דהוא לשון ארמית כו'. והוא ג""כ לשון עברי והיו שתותיה מדוכאים (ישעיה י""ט). כי השתות יהרסון (תהלים י""א):",כי השתות יהרסון צדיק מה־פעל,https://sefaria.org/Rashash_on_Mishnah_Meilah.3.3.1?p2=Psalms.11.3,
והא רב קרא קאמר קרא לכל הנשבעין שבתורה נשבעין ולא משלמין הוא דאתא שנאמר (שמות כב) ולקח בעליו ולא ישלם מי שעליו לשלם הוא נשבע והלכתא כרב נחמן.,שבעת יהוה תהיה בין שניהם אם־לא שלח ידו במלאכת רעהו ולקח בעליו ולא ישלם,https://sefaria.org/Rif_Bava_Kamma.37b.11?p2=Exodus.22.10,
" את הכוס ואת השלך. זה השחר השולה את הדגים מן הים. ואת החסידה. הוא העוף הלבן הבא קרוב לחג המצות וכה""א (ירמיה ח) גם חסידה בשמים ידעה מועדיה. ותור וסיס ועגור  (ידעו) [שמרו] את עת בואנה. ואומר (תהלים קד) חסידה ברו",גם־חסידה בשמים ידעה מועדיה ותר (וסוס) [וסיס] ועגור שמרו את־עת באנה ועמי לא ידעו את משפט יהוה,"https://sefaria.org/Midrash_Lekach_Tov,_Leviticus.11.16.1?p2=Jeremiah.8.7",
" כי כשמו כן הוא נבל שמו ונבלה עמו וכו', הכונה אל תחשוב כי שמו נבל שפירושו שאינו נדיב והוא כילי כמש""ה (ישעי' ל""ב) לא יקרא עוד לנבל נדיב, אמנם דבר שהוא חייב על פי הדין שלם ישלם, וז""ש אל ישים אדוני את לבו כי כשמו כ",לא־יקרא עוד לנבל נדיב ולכילי לא יאמר שוע,"https://sefaria.org/Rosh_David,_Achrei_Mot.9?p2=Isaiah.32.5",
 למשה לך לשלום הלך והצליח אבשלום שאמר לו דוד לך בשלום הלך ונתלה אבל הנפטר מן המת יאמר לו לך בשלום שנאמר (בראשית טו) ואתה תבא אל אבותיך בשלום וגו' ואמר רבי לוי בר חמא כל היוצא מבית המדרש לבית הכנסת ומבית הכנסת לבית ,ואתה תבוא אל־אבתיך בשלום תקבר בשיבה טובה,https://sefaria.org/Rif_Moed_Katan.18b.1?p2=Genesis.15.15,
" בנך. וכי היאך יכיל אברהם דאיהו סבא. אי תימא בגין דיצחק לא נפיק מרשותיה כלל, יאות, אבל כמא דאת אמר, (במדבר כ) קח את אהרן ואת אלעזר בנו אלא בגין לאמשכא לון במלין ולאדברא לון לרעותא דקודשא בריך הוא, אוף הכא קח ",קח את־אהרן ואת־אלעזר בנו והעל אתם הר ההר,https://sefaria.org/Zohar.1.119b.10?p2=Numbers.20.25,
