Quoting Ref,Quoted Ref,Score,Quote Num,Snippet
"Beur HaGra on Shulchan Arukh, Yoreh De'ah 331:42",,-40,0," מ""ש מהקדש בזה""ז שתעקר כו' [ועפ""ו דיומא ס""ו א'] וכן גר שבטלו לקינו (ר""ה ל""א ב' כריתות ט' א'): (ליקוט) ויכול להניחה כו'. טור והוא מדברי סה""ת וז"
Messilat Yesharim 7:9,Psalms 66:13,-46.16223049887566,0,): בתוך עלמות תופפות. 
Messilat Yesharim 7:7,,-40,0,"ואמרו (נזיר ג): לעולם יקדים אדם לדבר מצוה, שלפי שהקדימה בכירה לצעירה, זכתה וקד"
"Pri Tzadik, Kedoshim 8:2",Niddah 31b:1,-40,0," עצמו. אך במעי אמו שאין בו יצר הרע (כמ""ש סנהדרין צא:) וז""ש בגמרא (נדה לא:) ונר דלוק לו על ראשו, כתר על הראש. כתר נעשה ונשמע שזכה משה ונטלן"
"Pri Tzadik, Kedoshim 8:1",,-40,0," עושיהם ללומדיהם לא נאמר אלא לעושיהם (כ""ה גי' הע""י וכן הובא בתוס' סוטה כב:) וכמ""ש בגמרא (יבמות קט:) ולמדתם ועשיתם כל שישנו בעשי' ישנו בלמוד"
A New Israeli Commentary on Pirkei Avot 4:15:14,,-40,0," בו ודנו עמו בעניינים שונים. חכם זה נזכר פעמים בודדות במשנה (כגון יומא ח, ו) ואף במקורות המאוחרים לה אין הוא מופיע רבות, כנראה בשל ריחוקו"
"Shev Shmat'ta, Shmatta 6 4:3",Beitzah 38a:6,-40,0," ע""ש, ומאי קושיא דהא דקיי""ל ממונא לא בטיל וכדאיתא בביצה פרק משילין (ביצה לח.), הרי שנתערבה לו קב חטין בעשרה קבין של חבירו יאכל הלה וחדי ע""ש, "
"Torah Temimah on Torah, Deuteronomy 12:21:1",,-40,0," בעזרה נתבאר לפנינו בכ""מ בחבורנו, בפ' משפטים ופ' ויקרא ופ' אחרי.
.(קדושין נ""ז ב')
"
"Torah Temimah on Torah, Deuteronomy 12:21:3",Temurah 12a:30,-40,0," שתהיה האם שלמים והולד חולין כגון שהקדיש בהמה מעוברת חוץ מולדה.
.(תמורה י""ב א')
"
Darashos HaRan 8:11,Sotah 34a:6,-40,0," עדיין נשאר בהם מן המעלה והכבוד שיספיק לכיוצא בזה. ומפני זה אמרו רז""ל (סוטה לד) שראוי להשתטח על קברי הצדיקים ולהתפלל שם. כי התפלה במקום ההוא תה"
"Teshuvot Maharam, Prague Edition 134:1",,-40,0," ופטור. מיהו רבי' שמחה כתב אפי' כה""ג חייב והביא ראי' מדתני' בתוספתא (דב""מ פ""ח) השותפי' שמחלו [להם המוכסי'] מחלו לאמצע ואם אמרו בשביל פלוני מחל"
Rashi on Zevachim 5b:10:1,Zevachim 10b:2,-40,0, בהוייתו יהא כשר ואם לאו פסול ומינה ילפי' פסול דחטאת לקמן בפרקין (זבחים דף י:):
Chidushei Halachot on Yevamot; Alternate Version 6b:2,,-40,0,"בא""ד א""נ השתא נמי מדאיצטריך כדלעיל (יבמות כו'.) ר""ל השתא לדברי המתרץ נמי מדאיצטריך קאמר דבעלמא דחי כדלעיל גבי"
Metzudat David on Psalms 74:16:3,,-40,0,"מאור. הוא הירח הנקרא מאור הקטן (בראשית א):
"
Tosafot on Avodah Zarah 13b:7:1,Gittin 41b:5,-40,0, תחת כנפי שכינה דחייב בכל המצות שהנשים חייבות דגמרינן לה לה מאשה (גיטין דף מא:):
Rabbeinu Chananel on Shabbat 120b:1,,-40,0,) בענין תפלין של יד ציפהו זהב ונתנו על בית יד של אונקלי שלו הרי ז
Rashi on Isaiah 28:17:2,,-40,0," כיסוי שאמרתם כי שמנו כזב מחסנו יבא ברד ויטאטאנו ויעה לשון טיאוט כמו (מ""א ו) את היעים שגורפין בהם אפר הכירות: "
Haggahot and Marei Mekomot on Tractate Kallah Rabbati 10:16:1,,-40,0,"(פסחים נ: ד""א פי""א):"
Malbim Beur Hamilot on Isaiah 44:13:3,Genesis 7:14,-40,0,"איש, אדם.  איש כולל כל יש ונמצא, ומצאנוהו על בע''ח (בראשית ז'), על המלאכים, והאיש גבריאל על הכרובים ופניהם איש אל אחיו, אבל אד"
"Kessef Mishneh on Mishneh Torah, Heave Offerings 10:9:1",,-40,0,"(ח-ט) היה שבע וקץ במזונו וכו'. פרק יום הכיפורים (יומא דף פ':): 
"
Metzudat Zion on Psalms 27:4:1,,-40,0,"ולבקר. ולדרוש כמו לא יבקר (ויקרא י״ג):
"
Tosafot on Zevachim 92a:7:1,Yoma 7b:2,-40,0, דמיירי כגון שנשבר הציץ או אינו על מצחו למאן דאית ליה [שאינו מרצה] (יומא דף ז:):
Metzudat Zion on Zechariah 3:1:2,,-40,0,"לשטנו. ענין קטרוג וכן כתבו שטנה (עזרא ד׳):
"
"Prisha, Yoreh Deah 28:35:1",,-40,0," מתונתא פי' ארץ לחה וראויה לזריעה (כצ""ל וראויה לזריעה וכ""כ רש""י בהדיא בפסחים פ' אלו עוברין) ואין נעשית עפר ואם בא לכותשה היא מדבקת ונגבלת ולא נק"
Metzudat Zion on Jeremiah 46:15:3,,-40,0,"הדפו. ענין כתישה ודחיה כמו אל ידפנו (איוב לב):
"
"Netivot HaMishpat, Beurim on Shulchan Arukh, Choshen Mishpat 75:11",Bava Metzia 4a:13,-49.80639696262789,0," לרמי בר חמא חייב בפקדון במודה במקצת בלא טענת נאנסו (ומה שהקשו בתוס' בב""מ ד""ה משכחת לה על שיטת ר""ת הנ""ל דא""כ למה מוקי לה בב""מ שם רישא בג' דה"
"Netivot HaMishpat, Beurim on Shulchan Arukh, Choshen Mishpat 75:11",,-40,0," לאוקמי בג' פרות שטוען על אחת להר""ם ומיירי בהך דכפיר' קמן כמ""ש התוס' בב""ק ק""ז שם ואם היה טוען ברי דאז אם היה טוען ברי שכור' מתה היה חייב בודאי"
Rashba on Shabbat 97b:5,Shabbat 96b:15-16,-58.34045788007868,0,"). וההיא דפרק כיצד הרגל (שם) דמייתי מינה ראיה רבנו האי גאון ז""ל, "
"Arvei Nachal, Vaera 1:15",,-40,0," מתאוה שיתפלל עוד. ומעלה יש, שרואה נקמה בשונאיו וכמ""ש המפרשים ע""פ (ראש השנה ט""ז.) ה' לי בעוזרי כו', ירצה, אם ה' עוזר לי בזכות 'לי' דייקא, אז ואני"
"Kessef Mishneh on Mishneh Torah, Forbidden Foods 14:10:1",Pesachim 24a:9,-40,0," האסורין אינו חייב עליהם עד שיאכל אותם דרך הנאה וכו'. בפ' כל שעה (פסחים כ''ד) מימרא דר' יוחנן וכלישנא בתרא: 

"
Rashba on Bava Metzia 73a:2,,-40,0," ושם בתוס'), והכי נמי גבי שדה, [תוספתא פ""ו, ה""ג] אומר אדם לחברו הילך"
Jerusalem Talmud Shabbat 37a:1,,-40,0, הגיליונים.  גלגלייה.  הסדינים.  סדיניא הצניפות אולרייא.  המה דתימר (זכריה יג) ואומר ישימו הצניף הטהור על ראשו.  וכתיב (ישעיהו סב) והיית עטרת 
Jerusalem Talmud Shabbat 37a:1,Song of Songs 1:8,-40,0, עטרת תפארת ביד ה'.  וצניף מלוכה בכף אלהיך.  הרדידים לסוטה כמה דתימר (שיר השירים א) נשאו את רדידי מעלי שומרי החומות:
Torah Temimah on Song of Songs 4:16:1,Zevachim 116a:23,-44.56532358270322,0," מהקרבנות יש בה קדושה וטהרה, וכמ""ש שהכהנים אוכלים ובעלים מתכפרים.
.(זבחים קט""ז א')
"
Rashi on Numbers 29:35:1,,-40,0," ובאין ללכת, אמר להם המקום בבקשה מכם עשו לי סעודה קטנה כדי שאהנה מכם (סוכה נ""ה):"
Metzudat Zion on Ezra 6:4:1,,-40,0,"נדבכין. שורות ובדרז״ל קורין וכו׳ ובראש הנדבך (ברכות ט״ו):
"
Radak on Genesis 3:14:1,Sanhedrin 29a:32,-40,0," וזהו שאמר הכתוב (קהלת י' י""א) ואין יתרון לבעל הלשון. ורז""ל אמרו (סנהדרין כ""ט) כי היה לו לטעון ולא המתין לו האל לפי שהיה מסית ולמדו שאין טועני"
Bartenura on Mishnah Parah 2:2:1,,-40,0,יגוד. יחתוך. כמו גודו אילנא (דניאל ד׳):
Malbim Beur Hamilot on Ezekiel 22:20:2,,-40,0," קבץ אסף, כנס, הקובץ מקבץ הנפזרות, והאוסף אוסף אל מקום אחד, כמ''ש (ישעיה י''א), והכונס כונס למקום שמור בל יצא משם, כונס כנד מי הים, ועז''א לאס"
Tosafot on Eruvin 28b:2:1,,-40,0," במעשר ואם כן מטמאין טומאת אוכלין דהא בהא תליא כדאמר בפ' בא סימן (נדה דף נ:) והתם בגמרא מייתי נמנו וגמרו שאין פלפלין מטמאין טומאת אוכלין וי"""
Malbim Beur Hamilot on Psalms 28:1:1,,-40,0,"תחרש, תחשה.  כבר בארתי (ישעיה מ''ב) שהמחשה הוא הפך הדבור שהיה לו לדבר, והמחריש הוא הפך התשובה שהיה "
Rif Megillah 4b:6,,-40,0,"(מגילה יז ע""ב) אבל קורין אותה ללועזות בלעז. ("
"Sefer haBachur, First Treatise 8:8",Hosea 13:1,-40,0," נמצאים בבנין זה נפעלים לפעמים יוצאים ולפעמים עומדים כמו; ובנביא נשמר (הושע יג), הוא יוצא, ועמשׂא לא נשמר (שמואל ב יד), הוא עומד, ופירושו לא שמר"
"Sefer haBachur, First Treatise 8:8",II Samuel 14:25,-40,0," ולפעמים עומדים כמו; ובנביא נשמר (הושע יג), הוא יוצא, ועמשׂא לא נשמר (שמואל ב יד), הוא עומד, ופירושו לא שמר את עצמו, וכן ונמכר בגניבתו (שמות כב),"
"Sefer haBachur, First Treatise 8:9",,-40,0,"), כצל כנטותו נהלכתי (תהלים קט), ארץ נושבת (שמות יז), ודומיהם מעטים:"
"Sefer haBachur, First Treatise 8:5",,-40,0, להתפעל ממש וכן מצינו שהפסוק משמש בהם כאחד כגון אל תטמאו בכל אלה (ויקרא יא) שהוא כמו תתטמאו ואחר כך אומר כי בכל אלה נטמאו הגוים (
"Sefer haBachur, First Treatise 8:5",,-40,0,") שהוא כמו תתטמאו ואחר כך אומר כי בכל אלה נטמאו הגוים (ויקרא יא), שהוא מבנין נפעל, וכן אונקלוס מתרגם כל לשון נפעל בלשון התפעל וכ"
Metzudat Zion on Proverbs 7:10:2,,-40,0,"ונצורת. מל׳ מצור וכן נוצרים באים (ירמיה ד׳):
"
Metzudat Zion on Ezekiel 20:40:2,Jeremiah 49:6,-72.32138514539376,0,ראשית. ענין מיטב כמו ראשית גבורתם (ירמיה מט): 
Pele Yoetz 88:1,Sotah 49a:8,-40,0,) דעלמא קימא אקדישא דאגדתא. ואף שאין אתנו יודע לכון מעשה ידינו כו
Pele Yoetz 88:1,,-40,0,) ובודאי שזהו אם יקדים להתחרט על העבר ויקבל עליו להשתדל שלא ישוב 
"Teshuvot Maharam, Prague Edition 228:1",Ketubot 63a:4,-40,0," כתובתה אפי' אי הדרה בה תו לא יהיה לה לא כתו' ולא תנאי כתו' דהא למ""ד (כתובות ס""ג ע""א) ממלאכה ע""כ היינו שמרדה מקצת ימיה ממלאכה דלא בעיא לעשות מלאכה ומ"
Rif Bava Metzia 9b:3,,-40,0,") בהאי פירקא ועוד דר' יוחנן פליג עליה וקי""ל דשמואל ור' יוחנן הלכה"
Akeidat Yitzchak 95:1:12,Chullin 57b:10,-40,0," זכרנו קצתם מפי החכמה האלהית אשר לשלמה. והנה חז""ל אמרו בפרק אלו טרפות (חולין נ""ז:) שהנמלים ממיתים על הכזב וכבר סופר מהעגור או ממין החסידה שממיתים "
Akeidat Yitzchak 95:1:12,Bava Metzia 30a:7,-40,0," וירשת את הארץ על דרך שאמרו לא חרבה ירושלם אלא על שדנו בה דין אמת (ב""מ ל'.) והוא לפי המשפט הכולל אשר אינו לאמתו ולפי שזה אי אפשר להיות כי א"
Akeidat Yitzchak 95:1:12,,-40,0," צדק זה המיוחד ועל דרך שאמרו כל הדן דין אמת לאמתו נעשה שותף להקב""ה (שבת י':) והוא ענין נכבד מאד אשר יבאר ענינו בהרדפת הענין באומרו כי יפלא מ"
"Torah Temimah on Torah, Leviticus 16:22:2",,-40,0," שמירת החוקים וגם בענין עבודת יוהכ""פ כתיב חקה לקמן בפרשה פסוק ל""ד.
.(יומא ס""ז ב')
"
Rashi on Deuteronomy 23:19:2,,-40,0,"ומחיר כלב. החליף שה בכלב (ספרי; תמורה כ""ט):"
"Be'er Mayim Chaim, Exodus 35:30:3",Kiddushin 40a:14-15,-40,0," וגם לפעמים מכריע אותו ואת כל העולם לזכות או לחובה ח""ו כמאמר חז""ל (קידושין מ'.) עשה מצוה אחת אשריו שהכריע את עצמו ואת כל העולם לכף זכות עבר עבי"
Rashi on Numbers 32:12:1,Sotah 11a:2,-40,0,"הקנזי. חורגו של קנז היה וילדה לו אמו של כלב את עתניאל (סוטה י""א):"
"Commentary on Sefer Hamitzvot of Rasag, Positive Commandments 51:24",Sotah 7b:3,-40,0," אלא לב""ד הגדול וכמש""כ הרמב""ם שם. דלזה אפשר לומר עפמש""כ התוס' (בפ""ק דסוטה ז' ע""ב) בד""ה מה להלן בע""א וז""ל תימא אמאי לא תני להו לסוטה וזקן ממרא בפ"""
"Be'er Mayim Chaim, Genesis 25:16:1",Sotah 41b:15,-40,0," יוליד ואמר לאמתם כי כולם נמשכים אחרי האם (עיין במהרש""א בחידושי אגדות סוטה מ""א: שפירש גם כן לאמתם מלשון אם) ונקראים בני האם לבד ולא בני האב ועל "
"Tur, Orach Chaim 585:1",Bava Metzia 55b:5,-40,0," השוק לתקוע להם   ולא ידעתי מאין מצאו היתר זה כי נ""ל שאסור כדתניא (ב""מ נה:) השוכר את הפועל לשמור הפרה והתינוק אין נותנין לו שכר שבת אלמא בה"
Zohar 3:68b:10,,-40,0," אשחרך, נפשי בלילה מבעי ליה. אשחרך, ישחרך מבעי ליה. אמר ליה הא אוקמוה, (בראשית כ''ג) כמה דאת אמר (איוב יב) אשר בידו נפש כל חי ורוח כל בשר איש. 
"
Metzudat Zion on Habakkuk 2:5:6,,-40,0,"ינוה. מל׳ נוה ומדור וכן נוה משולח (ישעיה נז):
"
"HaKtav VeHaKabalah, Exodus 29:13:1",,-40,0," יורה על החבל שמותחין ע""י שאר דבר (שפאננזיילע), כמו בשבעה יתרים לחים (שופטים ט""ו), ולפעמים במ""ם כמו מיתריו ויתידותיו (לקמן ל""ט), המיתרים הם חבלים"
"Abarbanel on Torah, Genesis 12:1:20",Bava Batra 16a:15,-64.44134091180773,0,) שהיתה מרגלית תלויה בצוארו של אברהם שכל חולה שהיה רואה אותה מיד 
"Rabbeinu Bahya, Bereshit 9:27:1",Deuteronomy 12:20,-40,0,"יפת אלהים. ברך ליפת בהרחבת הגבול ותרגום (דברים יב) כי ירחיב ארי יפתי, כי עוד היום בני יפת עמים רבים אין מספר וארצו"
Metzudat Zion on Nehemiah 9:21:1,Genesis 47:12,-52.80155402522597,0,כלכלתם. ענין ספוק הצורך כמו ויכלכל יוסף (בראשית מ״ז): 
The Midrash of Philo 7:2:5,,-40,0,"ן היצר הטוב והרע, נמצא במדרש אגדת בראשית (פרק א, א המבוסס על ת""ב בראשית, לד): ""וירא ה' כי רבה רעת האדם וכו', אמר הקב""ה, ראו מה רשעים הללו עו"
Rashbam on Bava Batra 57a:7:2,Bava Batra 37b:6-7,-39.93587329684591,0,ניר - אמרינן בפירקין דלעיל (בבא בתרא דף לז:) דלכולי עלמא ניר לא הוי חזקה דבנכסי הגר קנה אפי' רפק בה פורתא וב
"Torah Temimah on Torah, Exodus 16:23:2",,-40,0," כמעט נראה ברור שיש איזה טעות סופר וחסרון דברים בהמשך דבריהם עיי""ש. .(ביצה ט""ו ב׳)
"
Nefesh HaChaim 1:10:1,Zechariah 2:6,-40,0, כמ''ש (ישעיה ו') שרפים עומדים. ונתתי לך מהלכים בין העומדים האלה (זכריה ב'). ורק האדם לבד הוא המעלה והמקשר ומייחד את העולמות והאורות בכח מע
"Shenei Luchot HaBerit, Aseret HaDibrot, Taanit, Torah Ohr 4:33",Moed Katan 28a:24,-40,0,"על זה אומר על הא דאיתא בפרק ואלו מגלחין (מו""ק כח, א) רבא אתחזי לרב סעורם אחוהי, ושאלו על מיתתו. והשיב לו, כריבדא דכו"
"Otzar Midrashim, Pirkei Rabbeinu HaKadosh 1:47",Niddah 17a:5,-40,0," רשע. ולא אמרן אלא שלא קבצן, אבל אם קבצן ואח״כ שרפן - אין בכך כלום. (נדה י״ז.)."
Bartenura on Mishnah Kelim 16:7:6,II Kings 10:22,-40,0,"קמטרא. תיבה ששומרים בה הבגדים. על המלתחה (מלכים ב י׳), מתרגמינן על קומטרה:"
Zohar 2:171a:5,,-40,0,"ואינון תלת משריין בסליקו חד, קראן ואמרי (ישעיה ו) קדוש. קראן אלין למשרייתא תניינא, וסלקין גדפין אלין קדמאי, ואלין"
"Pri Tzadik, Sukkot 47:1",,-40,0," שהוא נגד רצונות שבלב ומחשבות שבמוח וזהו לדחות שאור שבעיסה כמו""ש (סוכה ל""ח. גורא בעיני' כו') אח""כ ביום זה מקיפין בס""ת להכניס ד""ת בלב בקביעות"
Zohar 2:171a:9,Isaiah 58:11,-40,0," כדקא יאות. באלין מי מנוחות, זמינין צדיקיא לנייחא לעלמא דאתי, דכתיב, (ישעיה נח) ונחך יי' תמיד וגו'. (שמות כו) ועשית קרסי נחשת חמשים וגו'. רבי א"
"Torah Temimah on Torah, Leviticus 20:9:6",Sanhedrin 85b:8,-63.36638516398097,0," הכבוד אב, וקיי""ל דצריך לכבדו בחייו ובמותו כמבואר בקדושין ל""א ב'.
.(סנהדרין פ""ה ב')
"
Shadal on Genesis 2:7:2,,-40,0," לבוראו, ובתלמוד (סוכה דף כ""ו ע""ב) שתין נשמי, גם בלשון מקרא מצאנו (ישעיה מ""ב י""ד) אשום ואשאף יחד, אשום (משרש נשם) מורה הוצאת האויר, ואשאף הכנסת ה"
"Baal Shem Tov, Bereshit 50:1",Genesis 4:23-24,-40,0," שמשפיע בכל רגע להחיות העולמות על ידי זה הם חיים וקיימים:(היכל הברכה בראשית ד""ל ע""ב)."
Tosafot Yom Tov on Pirkei Avot 3:18:7,Leviticus 15:18,-40,0," (בראשית מ""ב) רדו שמה שאמר יעקב רמז לרד""ו שנים שיעמדו ישראל במצרים. וכן (ויקרא ט""ו) בזא""ת יבא אהרן רמז לבית ראשון שיעמוד ת""י שנים גם רש""י פי' גימטר"
"Torah Temimah on Torah, Exodus 26:23:1",,-40,0," ובערוך גורס כטריז, והוא לשון פרסי על דבר שרחב ומתקצר והולך למעלה. .(שבת צ""ח ב׳)
"
Netzach Yisrael 55:2,Zevachim 102a:14,-40,0," והאחדות שהיה על ידי אהרן. ועל ידי משה רבינו עליו השלום, שהיה מלך ישראל (זבחים קב. ), והמלך הוא אחד. כי על ידי סדורם והתקשרם יחד, בשביל זה עדיין אי"
"Be'er Mayim Chaim, Leviticus 6:3:2",,-40,0,") קשה רימה למת כמחט בבשר החי וכו'. ולזה אמר, "
Ramban on Leviticus 14:4:1,Avodah Zarah 40a:2,-40,0, הנערים לשחק בעוף הקטן ולשון חכמים כך הוא כל שיש בידו מקל או צפור (עבודה זרה מ) האורג משער הנזיר כמלא הסיט בבגד בצפרתא (תמורה לד) ואמרו צפורת כ
Ramban on Leviticus 14:4:1,,-40,0, האורג משער הנזיר כמלא הסיט בבגד בצפרתא (תמורה לד) ואמרו צפורת כרמים (שבת צ) ואמרו בשר צפרים מחזירין החולה לחליו (ברכות נז) ואמר בכתוב (דברי
Ramban on Leviticus 14:4:1,Chullin 139a:8,-57.64065411357166,0," עוף ונקרא צפור וטמא לא נקרא אלא עוף וכך הזכירו בגמרא בפרק שלוח הקן (חולין קלט) ושם העלו (קמ) כי ""חיות"" שחיין ראשי אברים שלהם למעוטי מחוסרות אבר"
Ramban on Leviticus 14:4:1,Chullin 140a:7,-52.60373542195285,0, למעט טמאות לך שהן האסורות והטרפות כמו שהעלו בגמרא בפרק שלוח הקן (חולין קמ) וזהו ההגון בעיני ובהגדה דרבה (ויקרא רבה טז ז) אמר רבי יהודה ברב
Ramban on Leviticus 14:4:1,Berakhot 57a:17,-71.83601531290888,0, לד) ואמרו צפורת כרמים (שבת צ) ואמרו בשר צפרים מחזירין החולה לחליו (ברכות נז) ואמר בכתוב (דברים יד יא) כל צפור טהורה תאכלו על המינין הרבים הה
Akeidat Yitzchak 67:6:6,Shabbat 105b:8,-30.403995679631795,0," ידו אינו מומת עליו רק הוא נשפט על אכזריותו ושלוח כעסו וע""ד שאמרו (שבת ק""ה: לפנינו גי' אחרת) השובר כליו בכעס יהא בנדוי וכמ""ש דוד (ש""ב י""ב) ח"
Rashba on Kiddushin 11b:2,,-40,0,"ושל דבריהם כסף מדינה. ולאו כל של דבריהם קאמר, דהא תנן (ב""ק לו, א) התוקע לחבירו נותן לו סלע ר' יוסי הגלילי אומר מנה, ואמרי בגמרא ד"
"Baal Shem Tov, Rosh Hashana and Yom Kippur 49:1",,-40,0," שהוא שעה אחרונה של עשרת ימי תשובה, דביום כיפור לית ליה רשות לאסטוני (יומא ד""כ ע""א), על כן נתוודה ונפייס את התורה שמרדנו בה, כי מודה ועוזב יר"
Metzudat Zion on Ezekiel 24:7:1,,-40,0,"צחיח. ענין יובש כמו שכנו צחיחה (תהלים סח):
"
"Abarbanel on Torah, Exodus 7:8:9",,-40,0, והסבה אות מה והמופתים הם הנסים החזקים היותר זרים אצל הטבע כמו שאמר (יואל ב) ונתתי מופתים בשמי' ובארץ. ולזה נאמר (דברי' יג א) בנביא שקר ונתן
Metzudat Zion on Isaiah 51:18:1,,-40,0,מנהל. ענין הנהגה כמו נהלת בעזך (שמות טו): 
"Pri Tzadik, Achrei Mot 7:3",Psalms 92:1,-67.63908100820382,0," בעולם הזה יש יצר הרע שיוכל לכנוס שלא יהיה שומר שבת ח""ו (וכמ""ש שוח""ט תהלים צ""ב) שבת חוזר ומסתכל כו' וליתן פגם בו ולא מצא כו' אחר כך הסתכל וראה "
"Pri Tzadik, Achrei Mot 7:4",Menachot 85b:14,-38.60798510004183,0," שמיני בי' רבא וכן נמשל ד""ת לשמן שמן על ראשך, שמן מורה לחכמה (כמ""ש מנחות פה:) ושמן על ראשך מורה לכתר שעל הראש, והוא טל תורה שבעל פה, שהוא טלא"
"Torah Temimah on Torah, Leviticus 22:27:1",Chullin 38b:1,-46.49515451501818,0," כלאים הבא מכבש ועז ונדמה לעגל וכבש, לכך כתב או להוציא כלאים ונדמה.
.(חולין ל""ח ב')
"
"Ba'er Hetev on Shulchan Arukh, Orach Chayim 426:5",Shabbat 31a:5,-47.908765733607034,0, מאחר דא''א לקדשה אח''כ עכ''ל. (ובת' בעל כה''ג מסיק ואם יום י''ו נפל בשבת לא יקדשנה ולאחר שבת יקדשנה בלא שם ומלכות. ובחול מתיר לקדשה בליל י''
Tosefta Eiruvin 3:6,,-40,0, [שבת] ואם התחילו [אפי' בשבת] אין מפסיקין וכן היה שמאי [הזקן] דורש (דברים כ) עד רדתה ואפילו בשבת.
Metzudat Zion on Isaiah 38:9:1,,-40,0,"ויחי. ענין רפואה כמו עד היותם (יהושע ה׳):
"
"Commentary on Sefer Hamitzvot of Rasag, Appendix 9:4",Zevachim 15b:5,-34.7911571219598,0," דרש""י ז""ל. דאינו צריך לעובדה בידו. וכבר ראיתי להר""ב ושה""כ (בחי' לזבחים ט""ו ע""ב) מש""כ בארוכה על דברי רש""י שם. ולפי דבריו גם מפירש""י שם אין הכרח "
Yachin on Mishnah Zevachim 1:26:1,Berakhot 28a:19,-57.94466518256254,0," הודו להן. נ""ל דהכא קמ""ל דאף שאמר שהסכימו כל האסיפה הגדולה שם כך (כברכות כ""ח א'). אפ""ה לא הודו לו:"
"Commentary on Sefer Hamitzvot of Rasag, Laws of the Courts 1:8",Makkot 14a:5,-40,0," דמילה דקתני התם במתניתין. ועפ""ז אתי שפיר קושית התוס' (ריש פרק בתרא דמכות י""ד ע""א). דיליף התם דפסח ומילה לא מיחייב עליהן חטאת מדאיתקיש כל התורה לע"
"Commentary on Sefer Hamitzvot of Rasag, Laws of the Courts 1:9",Makkot 14a:1,-40,0," עיי""ש. וכן דעת הטור שם עיי""ש. וזו היא ג""כ דעת התוס' (ריש פרק בתרא דמכות י""ד ע""א) בד""ה לאפוקי וכו'. שכתבו דלעולם כל זמן שלא מל עונש כרת עליו עיי"""
Rashi on Job 16:15:2,Lamentations 3:62,-40,0, וגנותי כמו ויתעללו בה (שופטים יט) ל' בזיון וגנאי וכמו עוללה לנפשי (איכה ג): 
Metzudat Zion on Job 31:11:2,,-40,0,"פלילים. ענין משפט כמו אשר פללת לאחותך (יחזקאל יז):
"
Niddah 55b:18,Leviticus 15:8,-40,0,"{ויקרא טו } וכי ירוק יכול אע""פ שלא נגע ת""ל בטהור עד שיגע בטהור "
Rashi on Eruvin 90b:5:2,Shabbat 6b:10,-35.99087725534744,0,אכסדרה בבקעה - הבקעה כרמלית כדאמרינן ביציאות השבת (שבת ו:) ואכסדרה זו פרוצה מד' רוחותיה ועומד קירויה על ד' יתידות ונותנין 
"Arukh HaShulchan, Orach Chaim 602:2",Berakhot 34a:3,-40,0," חכמים: מקום שבעלי תשובה עומדין – צדיקים גמורין אין יכולין לעמוד שם (ברכות לד א). כלומר: מעלתן גדולה ממעלת אלו שלא חטאו כלל, שהרי טעמו טעם חטא ו"
"Arukh HaShulchan, Orach Chaim 602:3",Shabbat 88a:7,-40.77514217498479,0," ושמחין ביסורין, עליהם הכתוב אומר: ""ואוהביו – כצאת השמש בגבורתו"" (שבת פח א).והמבייש אותן – חטאו גדול עד מאד. ואסור לומר לבעל תשובה: ""זכור מ"
Minchat Shai on II Kings 5:20:1,,-40,0," למערבאי וקרי ומיתפרשן מום ואלו הן ואחר עיני הלך לבי ובכפי דבק מאום (איוב ל""ח) וחברו ילדים אשר אין בהם כל מאום בריש דניאל ואינון מן מ""ח מלין ד"
Tosefta Sukkah 2:1,,-40,0,) ושמחת בחגך.
Rashba on Bava Kamma 85a:2,,-40,0,") אמדוהו והיה מתנונה והולך אין נותנין לו אלא כמו שאמדוהו.
"
"Arukh HaShulchan, Even HaEzer 136:21",Gittin 4a:1,-40,0," י""ז ובאמת תמיהני למה לנו להקל בזה כיון דאפשר ע""י סימן (ועתוס' ריש גיטין ד""ה דרבנן ודו""ק):"
"Torah Temimah on Torah, Exodus 17:9:1",I Kings 18:27,-40,0," ואנשי מעלה, וכמו באברהם עתה ידעתי כי ירא אלהים אתה, וכן בעובדיהו (מ""א י""ח) ובאיוב (א'). ולכן נראה דהא גופא בא לאשמעינן שגם לשארי האומות של"
"Torah Temimah on Torah, Exodus 17:9:3",,-40,0," שאין להם הכרע זדאפשר לפרש וצא הלחם בעמלק מחר וגם י""ל מחר אנכי נצב. .(יומא נ""ב ב׳)
"
Rashba on Beitzah 32a:2,,-40,0,") ברעפים, וכן נמי משמע מדאמר רב יהודה משיצרפם בכבשן  ולא אמר משיס"
Gevurot Hashem 66:2,Shabbat 118a:4,-40,0," השכינה לרקיע ב'. בא דור אנוש וחטאו בע""ז כמו שאמרו חכמים בפ' כל כתבי (שבת קי""ח) כל שומר שבת מחללו וסמיך ליה אשרי אנוש יעשה זאת כל שומר שבת כהלכ"
"Pri Tzadik, Pesach 32:1",Pesachim 88b:14,-40,0," דחכמתא כמ""ש (זח""א רלד ב) והיינו מה שפיזר ישראל לבין האומות, ובגמרא (פסחים פח:) כדי שיתוספו עליהם גרים ופירשו שהוא הני""ק מהאומות וממילא מסתעף ש"
"Pri Tzadik, Pesach 32:1",Nedarim 32b:7,-40,0,) שהוא גם כן לעולמי עד שהתורה ניתנה במתנה לישראל עד שאמרו לא בשמי
