Quoting Ref,Quoted Ref,Score,Quote Num,Snippet
Zohar 1:222a:3,Genesis 49:3,2.72748838396938,0," ברעותיה דאיהי רחל, ושמש שמושא בה. וההיא טפה קדמיתא דיעקב הות. דכתיב, (בראשית מט) כחי וראשית אוני, וסבר דאיהי רחל. קודשא בריך הוא דאיהו גלי עמיקת"
Zohar 1:222a:5,Genesis 35:22-23,10.91976795646224,0," אסתכל ברעותא באתתא אחרא בההיא שעתא, כשאר חייבי עלמא. ועל כך כתיב, (בראשית לה) ויהיו בני יעקב שנים עשר. דהא בנייהו דשאר חייבי עלמא דעבדין ההוא"
Zohar 1:222a:8,Ezekiel 23:20,16.66889434473831,0," לעלמין. דלא יתקבר בין אינון מסאבין, דלא נטרו ליה לעלמין. דכתיב בהו, (יחזקאל כג) אשר בשר חמורים בשרם וזרמת סוסים זרמתם. 
"
Zohar 1:222a:9,Ezekiel 1:3,25.969416717164673,0," תימא, הא יוסף דנטיר ליה על כלא, אמאי אתקבר בינייהו. אלא תנינן, כתיב, (יחזקאל א) היה היה דבר ה' אל יחזקאל בן בוזי הכהן בארץ כשדים על נהר כבר, וה"
Teshuvot HaRivash 332:1,Berakhot 30b:14,8.063367909388912,0,) ואפי' נחש כרוך על עקבו לא יפסיק:
Teshuvot HaRivash 332:2,Berakhot 31a:18,27.14474679287803,0," שלא לצורך הדבר ברור שאין להפסיק ולעקור רגליו כלל ומ""ש על רבי עקיבא (ברכות ל""א.)כשהיה מתפלל בינו לבין עצמו אדם מניחו בזוית זו ומצאו בזוית אחרת מ"
Tosafot on Eruvin 85a:8:1,Eruvin 74a:4,10.958646261681595,0, בעלים לא שמה דירה מכל מקום בתוכה מיהא אסור לטלטל ובסוף הדר (לעיל עירובין דף עד.) פירש כן בהדיא גבי דילמא אתי לאפוקי מאני דבתים לחורבה פירש והרי 
Rashba on Kiddushin 66b:3,Yevamot 100b:7,8.661522169424519,0," כמוהו בין שאינו מיוחס כמוהו. ואף על גב דאמרינן בפרק נושאין על האנוסה (יבמות ק, ב) מי שלא שהתה אחר בעלה ג' חדשים אמר שמואל עשר כהנים עומדים ופירש אחד"
Sefer HaChinukh 92:1,Chullin 113a:18,10.194535933997262,0," בשר בהמה בחלב, שנאמר (שמות כג יט) לא תבשל גדי בחלב אמו. ובא הפרוש (חולין קיג, א), דלאו דוקא גדי, אלא אפילו כל בשר בהמה במשמע, שאין לשון גדי אלא "
Rashi on Zechariah 14:5:3,Isaiah 41:9,-0.2534653547472496,0,אל אצל. אל גובה ראשי ההרים שמכאן ומכאן וכן חברו מנחם (ישעיה מא) ומאציליה קראתיך ופירושו ל' גובה: 
Tosafot on Bava Kamma 44a:11:1,Bava Kamma 48b:5,4.690168400599278,0," - לא בעי למימר דמתני' כר""י הגלילי כדמוקי שמואל מתני' בהפרה (לקמן בבא קמא דף מח:) גבי היה אביו או בנו בתוכו דמאי דוחקיה דשמואל לאוקמי מתניתין כר"""
Zohar 3:278a:1,Deuteronomy 27:21,0.8891234253393367,0," ואוקמוה מארי מתניתין, דאינון שקץ, ובנותיהון שרץ. ועל בנותיהן נאמר, (דברים כז) ארור שוכב עם כל בהמה. ואינון שונאים לתלמידי חכמים מארי משנה, דא"
Tosafot on Bava Kamma 113a:17:1,Shabbat 29b:11,7.777894515199186,0, אפי' ללבוש והא נמי דתניא מוכרי כסות מוכרין כדרכן ומוקי בבמה מדליקין (שבת דף כט: ושם) כרבי שמעון דשרי דבר שאין מתכוין התם נמי שרי אף ללבוש ולא שי
Zohar 3:278a:5,Exodus 20:12,7.244880382517017,0," מנת לקבל פרס, אלא כבן דאיהו מחויב למעבד צווייה דאבוי, דעליה אתמר (שמות כ) כבד את אביך ואת אמך. את אביך דא קודשא בריך הוא. ואת אמך דא שכינ"
Zohar 3:278a:5,Isaiah 42:8,15.268978826627526,0," לאתחללא בין אומין דעלמא. אבל מלכות דאצילות דקודשא בריך הוא, עלה אתמר (ישעיה מב) אני יי' הוא שמי וכבודי לאחר לא אתן ותהלתי לפסילים, לא יהיב לה ל"
Zohar 3:278a:4,Exodus 4:22,-7.011745198123713,0,"דמאן דירית ברתא דמלכא מלכות, לא זכי לה, אלא ברא דמלכא, דאתקרי (שמות ד) בני בכורי ישראל, דמסטרא דא אתקריאו ישראל בנין לקודשא בריך הוא, "
Zohar 3:278a:4,Deuteronomy 14:1,-2.498231641658794,0," ישראל, דמסטרא דא אתקריאו ישראל בנין לקודשא בריך הוא, הדא הוא דכתיב, (דברים יד) בנים אתם ליי' אלהיכם, ומלכות דא דאצילות. 
"
Zohar 3:278a:6,Psalms 103:19,2.0892622328804356,0,"רבנן, כל שדין לאו אינון שקולין, ולא כל עבדין דשכינתא, דכתיב בה, (תהלים קג) ומלכותו בכל משלה. אית לה כמה נערות עבריות, ושפחות עבריות. ואית "
Zohar 3:278a:9,Zechariah 13:2,7.430623346540327,0," נחתין לאתגשמא בהון, וקודשא בריך הוא יעבר לון מן עלמא, הדא הוא דכתיב, (זכריה יג) ואת רוח הטומאה אעביר מן הארץ. ואי תימרון, בזמנא דגלותא בתראה, ל"
Zohar 3:278a:9,Deuteronomy 7:10,6.077398564250612,0," ושכינתיה, וישראל בינייהו, וערב רב מצליחין בהון, לקיים מאי דכתיב, (דברים ז) ומשלם לשונאיו אל פניו להאבידו. 
"
Rashi on Zevachim 35a:8:1,Zevachim 15b:9,2.2435100040304485,0, הויא חציצה - בין רגליהם לרצפה ותנן עומד על גבי כלים כו' פסול (לעיל זבחים דף טו:):
Torah Temimah on Psalms 44:24:1,Sotah 48a:7,34.36169715867568,0," שישראל שרויין בצער ועובדי כוכבים בנחת ושלוה לכך נאמר עורה למה תישן ה':(סוטה מח ע""א)
"
"Likutei Halachot, Orach Chaim, Laws of Morning Hand Washing 2:7:1",Leviticus 23:15,6.974586987215994,0,"), ""וספרתם לכם ממחרת השבת"" דהינו פסח, כמו שאמרו רבותינו זכרונם לב"
"Likutei Halachot, Orach Chaim, Laws of Morning Hand Washing 2:7:1",II Kings 8:4,-18.45342814966198,0,"), ""ספרה לי את הגדולות שעשה אלישע"" כמו שכתב רבנו שם במאמר הנ""ל על"
Metzudat Zion on Jeremiah 12:9:1,Isaiah 18:6,0.7039818651875178,0,העיט. הוא שם עוף הדורס וכן וקץ עליו העיט (ישעיה יח): 
Metzudat Zion on Proverbs 26:7:1,Isaiah 38:14,2.25329872779617,0,דליו. ענין הרמה כמו דלו עיני למרום (ישעיה לח): 
Ta'alumot Chokhmah on Ecclesiastes 5:1:1,Leviticus 10:3,-16.35516887689465,0," בדבריך ואל תהרהר אחריו שלא תדבר נגדו יתב""ש רק תדום כמו וידום אהרן (ויקרא י) וכ""כ (איכה ג) ישב בדד וידום כי נטל עליו וע' רש""י שם: 
"
Ta'alumot Chokhmah on Ecclesiastes 5:1:1,Lamentations 3:28,5.711627776243578,0," אחריו שלא תדבר נגדו יתב""ש רק תדום כמו וידום אהרן (ויקרא י) וכ""כ (איכה ג) ישב בדד וידום כי נטל עליו וע' רש""י שם: 
"
Zohar 2:165a:11,Isaiah 63:9,1.1527954679903214,0,") בכל צרתם לא צר. תיאובתיה דההוא עלמא עלאה, לגבי האי אתר, כדכורא "
Rashbam on Bava Batra 130b:10:1,Chullin 76a:7,3.2402643132839275,0, למעלה מצומת הגידין וחיתה שחתך הבשר עד העצם כשרה כדאמרי' בבהמה המקשה (חולין דף עו.) ומקל וחומר היה לנו לומר שהיא טריפה:
Tosafot on Bava Metzia 48a:13:1,Bava Batra 88a:12,3.7117652112434056,0," ויש לומר דסיטון הוא מוכר דבר לח דהיינו יין ושמן כדתנן בפרק הספינה (ב""ב דף פח.) הסיטון מקנח מדותיו ויין ושמן של נכרים אסור דהא ברייתא מתניא קוד"
Tosafot on Bava Metzia 48a:13:1,Pesachim 63a:1,2.573934961439951,0," דלוי סבא אינה לשחיטה אלא לבסוף אע""ג דרבא גופי' ס""ל הכי בתמיד נשחט (פסחים דף סג.) ובפרק ב' דזבחים (דף ל. ושם) אבל יש לדקדק דהלכה כר""י דרב נחמן דה"
Tosafot on Bava Metzia 48a:13:1,Bava Kamma 113b:7,-15.341917337123032,0," דפלוגתא דתנאי איכא בפרק המקבל (לקמן בבא מציעא דף קיא:) ובהגוזל (קמא) (ב""ק דף קיג:) איתא נמי דסבר דגזל הכנעני אסור דאי סבר דגזל כנעני מותר לא הוה צריך"
Tosafot on Bava Metzia 48a:13:1,Bava Kamma 113b:12,1.067371208343463,1," שימשוך. ולפיכך משיכה אינה קונה לא בנכרי ולא בישראל ועוד דבהגוזל בתרא (ב""ק דף קיג:) משמע קצת דרב אשי סבר דגזל כנעני מותר דקאמר רב אשי הוה קאזיל באר"
Tosafot on Bava Metzia 48a:13:1,Bava Metzia 47a:9,-3.289351400738467,0,) דסבר מעות קונות כר' יוחנן וכן רב חסדא דאמר לעיל (שם:) כדרך שתקנו
Gur Aryeh on Vayikra 18:7:1,Sanhedrin 54a:5,-5.284357466548608,0,"מה להלן אשת אביו. כרבי יהודה בפרק ארבע מיתות (סנהדרין נד. ), ולא רבנן דמוקי ליה לאביו ממש, ולחייבו שתים; משום זכר, ומשום א"
Zohar 1:138b:2,Genesis 25:27,13.459343444220565,0," ונפקו לעלמא, כל חד אתפרש ואזיל ואתמשך בדוכתיה דאתחזי ליה, ועל דא, (בראשית כה) ויגדלו הנערים ויהי עשו איש יודע ציד וגו'. ("
Zohar 1:138b:2,Genesis 25:27,13.459343444220565,1,") ויגדלו הנערים ויהי עשו איש יודע ציד וגו'. (בראשית כה) ויאהב יצחק את עשו כי ציד בפיו, הא אוקמוה, (כמה) דכתיב, איש יודע"
Zohar 1:138b:2,Genesis 10:9,-5.149681936478377,0," ציד בפיו, הא אוקמוה, (כמה) דכתיב, איש יודע ציד איש שדה. וכתיב התם, (בראשית י) הוא היה גבור ציד (ד''א ל''ג מאי) איש שדה, לקפחא לון לבני נשא ול"
Kli Yakar on Deuteronomy 6:4:1,Pesachim 50a:17,5.393264085913362,0," רעות הוא אומר ברוך דיין האמת, אבל לעה""ב על כולם יאמרו הטוב והמטיב (פסחים נ.). לפי שבעה""ז מצד שרואין פעולות הפכיות להרע או להטיב ע""כ יצאו קצת"
Kli Yakar on Deuteronomy 6:4:2,Berakhot 7a:33,4.435443091255185,0," (ישעיה מג י) אתם עדי נאם ה' ורז""ל אמרו שהראה הקב""ה למשה קשר של תפילין (ברכות ז.) וענין קשר זה הוא כדמסיק (שם ז.) תפילין של מרי עלמא מה כתיב בהו "
Kli Yakar on Deuteronomy 6:4:3,Berakhot 7a:33,-0.3231010337701088,0," חכמים ינחלו והשיב לו וראית אחורי ופני לא יראו (שם לג כג) ואמרו רז""ל (ברכות ז.) אחורי זה קשר של תפילין. כי בתפילין יש שם של שדי, דהיינו הדל""ת ב"
"Aderet Eliyahu, Deuteronomy 1:7:6",Rosh Hashanah 31b:9,-3.5873927942177133,0, היה מהלך יום מן הירדן ולוד היה מהלך יום מירושלים לצד מערב כמ״ש (בר״ה ל״א ע״ב) ובית חורון היה ג״כ במערב של גבול בנימין והיאך אפשר לומר כן שהן 
Rashi on Chagigah 6b:1:3,Deuteronomy 1:5,20.47164108844264,0, משה לישראל שנאמר בעבר הירדן בארץ מואב הואיל משה באר את התורה וגו' (דברים א):
Zohar 3:9b:8,Psalms 104:4,11.058460507584694,0," ומנהון בחד. מנהון אשא דלהיט. מנהון מיא. מנהון רוחא. הדא הוא דכתיב, (תהלים קד) עושה מלאכיו רוחות משרתיו אש להט. 
"
Akeidat Yitzchak 100:1:9,Genesis 2:15-16,28.937603160314342,0, אלהים את האדם וינחהו בגן עדן לעבדה ולשמרה ויצו ה' אלהים על האדם (ברא' ב'). והגבול השני הוא נסיגה וההרחקה אשר על הרוב בטבעו לעשות כמו שנמש
Akeidat Yitzchak 100:1:9,Eruvin 18b:11,19.37079875885924,0," ענין ההתעוררות אל החזרה והתשובה מהדרך הרע ההוא כמו שנתיסר מפי חז""ל (עירובין י""ח:) שעשה תשובה אמרו אדם הראשון חסיד גדול היה כיון שראה שנקנסה עליו "
Zohar 3:9b:6,Deuteronomy 4:4,9.673020127335265,0," דכל מאן דאשתדל באורייתא, כאלו אחיד בקודשא בריך הוא, הדא הוא דכתיב, (דברים ד) ואתם הדבקים ביי' אלהיכם חיים כלכם היום. 
"
Zohar 3:9b:6,Psalms 133:3,-7.076837619404284,0," ואמר מציון, מאתר דציון אשתמודע דהוא ברוך. מאי טעמא. בגין דכתיב, (תהלים קלג) כי שם צוה יי' את הברכה וגו'. אמר ליה רבי ייסא זכאה חולקך דזכית "
Zohar 3:9b:7,Genesis 1:6,13.340755268100477,0,"אם זבח שלמים קרבנו. רבי יהודה פתח, (בראשית א) ויאמר אלהים יהי רקיע בתוך המים וגו'. תא חזי, בשעתא דברא קודשא ב"
Akeidat Yitzchak 100:1:4,Genesis 1:31,16.124460592110562,0, משלמיותו כי על כן נאמר על כלו וירא אלהים את כל אשר עשה והנה טוב מאד (ברא' א') משם נפצה כל חלוקת הנמצאות ומשם הבדלם להיות עליונים למעלה ותחתונים
Akeidat Yitzchak 100:1:4,Exodus 3:1,22.265591568074143,0," ומשה היה רעה וגו' וינהג את הצאן אחר המדבר ויבא אל הר האלהים חורבה (שמות ג') ובסוף ומשה עלה אל האלהים (שם י""ט) כי לזה קרא אליו יי' מן ההר כמו"
Akeidat Yitzchak 100:1:4,Hosea 14:10,7.957967986762103,0," הכתות אמר הנביא כי ישרים דרכי יי' צדיקים ילכו בם ופושעים יכשלו בם (הושע י""ד) כי הצדיק באמת הוא הולך בו ומתקרב לאלהיו אמנם הפושע הוא הנכשל בד"
Akeidat Yitzchak 100:1:4,Proverbs 3:17,-0.17404545140937522,0," אשרי תמימי דרך ההולכים בתורת יי' (תהלים קי""ט) דרכיה דרכי נועם וגו' (משלי ג') וכמה יוכיח על זה הענין מעשה אליהו ז""ל בהעתקו ממסע למסע עד הלקחו"
Akeidat Yitzchak 100:1:4,Proverbs 26:13,1.0061239543416631,0," ומתעכב בכשלונו ואינו זז ממקומו וכמו שאמר החכם אמר עצל שחל בדרך וגו' (משלי כ""ו). ועל זה נאמר סלו סלו פנו דרך הרימו מכשול מדרך עמי (ישעיה כ""ז). "
Akeidat Yitzchak 100:1:4,Deuteronomy 13:5,-2.3883730871685884,0," אקרי דרך כמו שאמר בה כמה פעמים והלכת בדרכיו. אחרי יי' אלהיכם תלכו (דברים י""ג) וזה הענין לא מפי כל החכמים והנביאים. אשרי תמימי דרך ההולכים בתו"
Akeidat Yitzchak 100:1:4,Isaiah 33:14,8.588864440350012,0," מניעתו מעשות הרע תחשב לצדקה לאיש השב מרשעו כמו שנראה שמנה הנביא (ישעיה ל""ג) במאה""כ ""מי יגור לנו אש אוכלה"" וכו'. ר""ל מי יוכל לקרבה אל ה' שהוא"
Akeidat Yitzchak 100:1:4,Jeremiah 32:19,24.583513033854672,0," אשר עיניך פקוחות על כל דרכי בני האדם לתת לאיש כדרכיו וכפרי מעללו (ירמי' ל""ב) כי אורח צדיקים כאור נוגה נאמן לשלם שכר פעולתם ולהביאם אל מחוז ח"
Akeidat Yitzchak 100:1:4,Psalms 39:6,10.827142644486857,0," ""הרימו מכשול מדרך עמי"" [וברעיון זה בארתי גם אני זה כמה שנים את הכ' (בתילים ל""ט) ""אך כל הבל כל אדם נצב סלה"" ר""ל בעבור שכל אדם משתדל עלי ארץ רק בדברי"
Akeidat Yitzchak 100:1:4,Psalms 119:1,6.577973652374161,0," הענין לא מפי כל החכמים והנביאים. אשרי תמימי דרך ההולכים בתורת יי' (תהלים קי""ט) דרכיה דרכי נועם וגו' (משלי ג') וכמה יוכיח על זה הענין מעשה אליהו"
Akeidat Yitzchak 100:1:4,Psalms 1:6,6.613600582825417,0, אומר השב והוא מה שאמר הכתוב כי יודע יי' דרך צדיקים ודרך רשעים תאבד (תהלים א'). והכוונה כי דרך הצדיקים הוא באמת יודע את יי' ומביא ההולכים בו '
Zohar 3:9b:5,Genesis 19:24,19.390076968350897,0," דמלכא, כמה דאיהו אקרי יהו''ה, כך היא נקראת יהו''ה. כמה דאת אמר, (בראשית יט) ויי' המטיר על סדום ועל עמורה גפרית ואש מאת ה' מן השמים. ולא דא "
Zohar 3:9b:5,Psalms 135:21,-0.37468406193163695,0,"תו פתח ואמר, (תהלים קלה) ברוך יי' מציון שוכן ירושלם הללויה. וכי מציון הוא ברוך, והא מנהר"
Rashi on Nazir 43b:7:2,Genesis 31:9,-3.515228673806364,0," המת שפורש ממנו ואין נצל אלא לשון הפרשה כמו שמתרגמינן ויצל אלהים (בראשית לא) ואפרש יי' מפי רבי אליקום מפרש לקמן בשר המת שקרש בפ' כ""ג ונזיר ("
Rashi on Nazir 43b:7:2,Nazir 50a:4,0.8031208362237487,0," לא) ואפרש יי' מפי רבי אליקום מפרש לקמן בשר המת שקרש בפ' כ""ג ונזיר (נזיר דף נ.):"
Akeidat Yitzchak 100:1:3,Berakhot 34b:21,10.238409755149018,0,"בפרק אין עומדין (ברכות ל""ד:) אמר רבי חייא כל הנביאים לא נתנבאו אלא לבעלי תשובה אבל צדיקים עצ"
Bartenura on Mishnah Shevuot 5:1:8,Leviticus 5:15,2.4929659570435803,0,"בכסף שקלים. הקנוי בשני סלעים. דהכי כתיב גבי איל אשם (ויקרא ה׳), בערכך כסף שקלים:

"
Rashi on Yevamot 2b:11:1,Leviticus 20:14,22.099947669029774,0,בחמותו כתיב - ואיש אשר יקח את אשה ואת אמה זמה היא באש ישרפו (ויקרא כ):
Bartenura on Mishnah Shevuot 5:1:3,Leviticus 5:21,-9.390414484845303,0,") וכיחש בעמיתו, כל דהו:"
Jerusalem Talmud Ketubot 19a:1,Leviticus 24:21,9.767780278412445,0,חזקיה עוד תני מתניתא (ויקרא כד) מכה בהמה ישלמנה ומכה אדם יומת מה מכה בהמה לא חלקתה בו בין בשוגג
"Yismach Moshe, Sh'lach 2:2",Ketubot 50a:12,4.495524265703023,0," מצוה, עיין שם. והנה יש להבין מאי טעמא דהחולקים על זה, הא אמרינן (כתובות דף נ' ע""א) איזה עושה צדקה בכל עת, זה הזן וכו', ומהיכי תיתי לא להוי דבר מצו"
Ran on Nedarim 71a:2:2,Nedarim 70b:2,-2.3405134989436274,0,) מהקישא דהויות הילכך נימא דנדרים שנראו לארוס ראשון ארוס אחרון כמ
Zohar 3:254b:10,Exodus 30:1,7.066502103889424,0," מצוה, פעמונים ורמונים, אינון קשרין וחוליין וציץ תפילין, מתמן ואילך (שמות ל) ועשית מזבח מקטר קטרת. 
"
Zohar 3:254b:10,Esther 2:9,15.623194829392418,0," פסק על בורייה, פרוקין דהלכות על בורייהון. מנורה, שבע בוצינין דילה, (אסתר ב) את שבע הנערות הראויות לתת לה מבית המלך. לקבל שי''ן דתלת ראשין ש"
Metzudat Zion on Daniel 2:15:1,Deuteronomy 27:14,-3.1456599092712487,0,ענה. ענינו הרמת קול כמו וענו הלוים וגו׳ קול רם (דברים כז): 
Jerusalem Talmud Berakhot 35b:1,Exodus 15:17,-3.104389847480724,0, לא פליגין בית קדשי הקדשים שלמטן מכוון כנגד בית קדש הקדשים של מעלן (שמות טו) מכון לשבתך מכוון כנגד שבתך (דברי הימים ב ג) הר המוריה ר' חייא ר
Jerusalem Talmud Berakhot 35b:1,Hosea 5:15,-0.4892630151060775,0, שמע פורש סוכת שלום עלינו ועל עמו ישראל ועל ירושלם כתוב אחד אומר (הושע ה) אלך ואשובה אל מקומי וכתוב אחד אומר (מלכים א ה) והיו עיני ולבי ש
Jerusalem Talmud Berakhot 35b:1,II Chronicles 3:8,1.3832540969778888,0, כנגד בית קדש הקדשים של מעלן (שמות טו) מכון לשבתך מכוון כנגד שבתך (דברי הימים ב ג) הר המוריה ר' חייא רובא ורבי יניי חד אמר שמשם הוריה יוצאה לעולם וחרנה
Metzudat Zion on Isaiah 32:10:1,Leviticus 25:29,-1.6065077681383748,0,ימים. ענינו שנה כמו ימים תהיה גאולתו (ויקרא כה): 
Metzudat Zion on Isaiah 32:10:3,Psalms 4:5,2.0431052518108723,0,תרגזנה. ענין חרדה כמו רגזו ואל תחטאו (תהלים ד): 
Metzudat Zion on Isaiah 32:10:2,Exodus 35:22,-0.2926658996864884,0,על שנה. עם שנה וכן ויבואו האנשים על הנשים (שמות לה): 
Metzudat Zion on Isaiah 32:10:5,Deuteronomy 24:21,-9.317460644387904,0,בציר. כן נקרא תלישת הענבים כמו כי תבצור כרמך (דברים כד): 
"Mei HaShiloach, Mei HaShiloach Anthology, Talmud, Avot 1",Bava Kamma 50a:20,3.420572142705444,0," (פ""ה ה""א) לענין נחוניא חופר שיחין שמת בנו בצמא וכמ""ש גם בתלמודין (ב""ק נ'.) ושם הגירסא מאריך רוחיה וגבי דידיה ובב' המקומות משמע דפירוש, וגב"
Tosafot on Sotah 28b:4:2,Bava Batra 153b:6,5.272639984253811,0," החמה משתעקר תבואה ואלו הן ימות הגשמים משתרד רביעה שניה ובפרק מי שמת (ב""ב דף קנג:) מפרש הא דאמרינן בימות החמה רה""ר לטומאה לא שנו אלא שלא עברו עליו"
Tosafot on Sotah 28b:4:2,Ketubot 15a:11,6.396722369102198,0, יכולה להיות גלויה לכל כגון ההיא דנזיר ותשעה צפרדעים ושרץ אחד ביניהם (כתובות דף טו.) אבל ההיא דנדה המגע ודאי הוא שנגעה במטה ואין שום ספק אלא אם ראתה
Tosafot on Sotah 28b:4:2,Niddah 60b:28,32.33911541379426,0," היכא דאיכא תלת חשיב ליה כרה""ר א""כ הא דתנן בפרק האשה שהיא עושה צרכיה (נדה ס:) שלש נשים שהיו ישינות במטה אחת ונמצא דם תחת אחת מהן כולן טמאות א"
Tosafot on Sotah 28b:4:2,Nazir 57a:4,23.614778556461214,0,ברשות הרבים ספיקו טהור - מקשי' מפרק שני נזירין (נזיר דף נז.) דתנן שני נזירין שאמר להן אחד ראיתי אחד מכם שנטמא ואיני יודע איז
Metzudat Zion on Isaiah 32:10:6,Leviticus 25:20,-0.6825095364187099,0," המכניסים אל הבית עד לא יבואו ימי החורף וכן ולא נאסף את תבואתינו (ויקרא כה):
"
"Teshuvot Maharam, Berlin Edition, Part II 51:1",Niddah 59b:6,5.097256997353072,0," אלא נמצא דם על המים תדע דאפי' באיש ואשה שעושי' צרכיהם בספל קתני (נדה נ""ט ע""ב) ונמצא דם על המים ר""י מטהר ודוקא על המים אבל ע""י קינוח נמצא דם על"
"Teshuvot Maharam, Prague Edition 175:1",Bava Kamma 98a:2,-4.456658312069521,0," הוסיפו על המטבע נותן לו מן החדשים כדי שויו של כסף שהי' בישנים כי הא (ב""ק צ""ח ע""א) דרב ספרא ורב חנינא ור' יהושע עבדו עובדא בהאי גברא שהלוה את חביר"
"HaKtav VeHaKabalah, Leviticus 27:20:1",Isaiah 62:4,1.8651705117143216,0," מלת עוד המחובר לשלילה מורה על התמידיות כמו לא יאמר לך עוד עזובה (ישעיה ס""ב) וטעם לא יגאל עוד לא יהיה בזה גאולה תמידית (עס קאנן ניכט פיר פאר"
"Alshich on Torah, Genesis 41:33:7",Taanit 21a:3,-11.123831075232808,0," את כל זאת. ומזה יודע כי אין נבון וחכם כמוך. או יאמר כענין שארז""ל (תענית דף כ""א) שקרה לר' יוחנן ואילפא שיצאו לישא וליתן וישבו בצד כותל א' ושמע ר"
"HaKtav VeHaKabalah, Leviticus 27:10:1",Yoma 36a:8,-3.113409388934854,0," כיון שניתק לעשה, ע""ש שהניח בצ""ע. ונראה לי דהתוס' אזלו לשיטתם שכתבו (יומא ל""ו ד""ה לאו דנבלה) לאו דטרפה לא חשיב ניתק כיון דלא ניתק כל מה שבלאו,"
"HaKtav VeHaKabalah, Leviticus 27:10:1",Temurah 9a:24-25,22.758240101305873,0," שנדחק למצוא הבדל אחר בין חליפין לתמורה ואין צורך (רל""ש). ולרבותינו (תמורה ט') לא יחליפנו בשל אחרים ולא ימיר אותו בשל עצמו. ולכתב לא יחליפנו ולא"
"HaKtav VeHaKabalah, Leviticus 27:10:1",Temurah 26b:8-9,1.6426360987947142,0," לכשכוונתו שתצא זו מקדושתה, מה שאינו בלשון המרה. הד'. מדתנן במתני' (תמורה כ""ו ב') זו תמורת זו זו חליפת זו הוי תמורה זו מחוללת ע""ז לא הוי תמורה. ואי"
"HaKtav VeHaKabalah, Leviticus 27:10:1",Temurah 3b:12,-14.678611819934051,0, שיש בה מעשה דבדבורו עבד מעשה לחדש ולעשות בהמת חולין להיות קדש (כבתמורה ג' ב'). וכדאמרי' בעלמא אמירתו לגבוה כמסירתו להדיוט. (ואף דטעמא דאכחושי
"HaKtav VeHaKabalah, Leviticus 27:10:1",Shabbat 22a:5,4.927934114784961,0," בה, שמשמש אותה כדי להמשיך ולחדש קדושה בבהמת חולין דומה למה דאמר רב (שבת כ""ב) אין מדליקין מנר לנר דקמכחיש מצוה, דמחזי כמאן דשקיל נהור' ושואב "
"Pri Tzadik, Bamidbar 2:1",Shabbat 138b:11,2.011100130451852,0," שבעל פה כמש""נ כי מציון תצא תורה ודבר ה' מירושלים. דבר ה' זו הלכה (שבת קל""ח:) והוא מדת יום ומדת לילה. וכמ""ש בתנחומא (תשא ל""ו) ובתרגום יונתן ו"
Malbim Beur Hamilot on Jeremiah 14:19:2,Isaiah 41:9,1.2558207834667527,0,"געלה נפשך.  המאיסה היא הפך הבחירה, בחרתיך ולא מאסתיך (ישעיה מ''א) והגיעול נפש, הוא הפך הדיבוק והאהבה, ונתתי משכני בתוככם ולא תגעל"
"Shenei Luchot HaBerit, Shaar HaOtiyot, Kedushat HaAchilah, Emek Beracha 5:23",Bava Batra 116a:15,23.333968670994356,0," ישמע תפלתו. וגם ילך אצל חכם שיתפלל בעדו, כדאמרינן (בפרק יש נוחלין (ב""ב קטז, א)) דרש רב פנחס בר חמא, כל מי שיש לו חולה בתוך ביתו ילך אצל חכם וי"
"Shenei Luchot HaBerit, Shaar HaOtiyot, Kedushat HaAchilah, Emek Beracha 5:23",Berakhot 60a:29,14.314612691222113,0,") ורפא ירפא (שמות כא, יט) מכאן שניתן רשות לרופא לרפאות, יתפלל לפנ"
Sefer HaChinukh 212:1,Kiddushin 31b:14,9.486233446016676,0," ממנו, שנאמר (ויקרא יט ג) איש אמו ואביו תידאו. ולשון ספרא (קדושים אי, קדושין לא ב) איזהו מורא? לא ישב במקומו ולא ידבר במקומו ולא סותר את דבריו."
Mekhilta d'Rabbi Yishmael 15:2:2,Song of Songs 3:4,2.243666183064974,0," יומם (שם יג) עד שאבוא עמו לבית מקדשו וכה""א כמעט שעברתי מהם וגו' (שה""ש ג): אלי, עמי נהג במדת רחמים ועם אבותי נהג במדת הדין ומנין שאין אלי"
Rashi on Zevachim 47a:9:1,Sanhedrin 60b:9,-3.431930685738519,0, דעבודת כוכבים דומיא דעבודת פנים חייב בה רחמנא כדאמרי' בארבע מיתות (סנהדרין ס:) זובח לאלהים יחרם בלתי לה' עבודות הראויות למקום חייב בהו בעבודת 
Mekhilta d'Rabbi Yishmael 15:2:1,Deuteronomy 33:29,4.666997321159171,0," כמכה באלים ה' ורוח הקדש צווחת ואומרת מן השמים אשריך ישראל מי כמוך (דברים לג), ישראל אומרים מי כה' אלהינו בכל קראינו אליו (שם ד) ורוח הקדש צו"
Mekhilta d'Rabbi Yishmael 15:2:1,I Kings 2:35,-14.103638914732665,0," מלך (שם כא) [ואומ' ה' עוז למו וגו' (שם כח)] ואומ' ויתן עוז למלכו (שמ""א ב). ד""א עזי אין עזי אלא תקפי שנ' ה' עוזי ומעוזי ומנוסי ביום צרה (י"
Malbim Beur Hamilot on Isaiah 34:17:1,Joshua 15:1,-1.0260907144719322,0," המדה, ויצא הגורל למטה יהודה, ותאר הגבול, ועלה הגבול, ונסב הגבול, (יהושע טו) : "
