Index Title,Bader-Jewishspritualheroes-Vol1.
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.3","Then one of the Jews approached the altar to fulfill the command of the officer. Mattathias thereupon stabbed him with a knife and killed him. As the Greek officer tried to attack Mattathias, he and his soldiers were set upon by the surrounding people and were slaughtered."
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.4","Every one realized that this act of rebellion would be followed by the revenge of the government and that they were facing a choice between struggle and annihilation. This deed of Mattathias therefore acted as a call to battle and a long and bitter war ensued. The Greeks could bring onto the field of battle many more well equipped soldiers than the Jews could. The Jews therefore feared to face them in open battle and conducted a guerilla form of warfare. Judas Macabbee, the son of Mattathias, fell in one of these battles and he was succeeded by his brother Jochanan who led the Jewish forces to victory in several engagements. With the consent of the king, Jochanan assumed the high priesthood which he held for but a short time until he was betrayed to the enemy and killed. Simeon, the youngest son of Mattathias, then assumed the leadership of the people and also successfully completed the war of liberation."
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.5","The religious leadership of the nation then rested not in the hands of individuals or of a ""pair"" but was vested in a Beth Din (a court of at least five people and sometimes more). This body came to be known in the Talmud as ""The Court of the Hasmoneans"" but history does not record the names of any of the members of this court."
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.6","It is probable that this court did not come into existence before the rule of Jonathan, son of Mattathias. When Jonathan sent letters to the Lacedemonians to renew the alliance against the Syrians, we find these letters signed by men of the ""Great Council."" When Simeon became Nasi, we read that this position was given to him by the ""Elders"" and the ""Heads of the people."" These men apparently were the members of the ""Court of the Hasmoneans."""
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.7",This court worked to erect an impenetrable wall between the Jews and the non Jews. All the previous laws of the Torah pertaining to relations with other peoples were interpreted in the severest possible manner. They also instituted difficult regulations in all matters pertaining to uncleanness; all of these decrees later came to be known as the laws of the Hasmonean court.
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.8","It was this court which established an annual feast of eight days to commemorate the miracles which transpired during the war with the Greeks. This feast came to be called ""Chanukah,"" dedication, because it was originally celebrated to rededicate the altar which the Greeks profaned with unclean sacrifices. Although many feast days to commemorate various triumphs of the Macabbees were in vogue at that time, only Chanukah with its lights and singing of praise continued to be celebrated throughout the years and was sanctioned by the Hasmonean court."
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.9","In addition to the new regulations, the ultra pious voluntarily assumed many other restrictions. Prayers which were introduced by the Great Synagogue were already in common use but before beginning to recite them it became customary to devote a few minutes to spiritual communion with ""the father in heaven."" This spiritual communion they would not interrupt under any circumstances were even a king to drive by or were a snake to wind itself about the foot of the suppliant. Disregarding all perils, the ultra pious were ready to face any danger if only it would enable them to observe the laws of the Torah. The observance of the Sabbath was held in special esteem so that even the killing of a poisonous snake on that day was considered to be sinful. At first they even refused to fight their enemies on the Sabbath and history records one case during the lifetime of Mattathias when one thousand Jews were burned to death in a cave to which the Greek soldiers set fire because they did not want to desecrate the Sabbath by putting out the fire. After this occurrence Mattathias instructed all his followers to desecrate the Sabbath if necessary when fighting the enemy."
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.10","But the observance of the Sabbath was not the only law which they obeyed in its minutest details. They cleared the roads used by travelers of all thorns, glass and other hindrances lest some person stumble and be injured due to another's negligence. These they buried deep in the ground so that not even a ploughshare might turn them up."
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.11","After the triumph of the Hasmoneans the people felt free and joyous and on feast days they all gathered together, both those who previously sinned as well as those who never departed from the faith, and joined in a common chorus. The past sinners would begin their song with the words, ""Praised be he who never sinned"" and the chorus responded ""He who sinned shall be forgiven."" Then those who felt free of wrong doing intoned, ""Praised be my youth which did not bring shame on my old age"" and the sinners of the past joined with, ""Praised be my old age which atones for the transgressions of my youth."""
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.12","The court of the Hasmoneans was systematically strict in the enforcement of those laws which did not cause any losses to the people but practiced leniency where the legislation was becoming intolerably severe as in the cases of the Nazarites and of the Passover offering. These lenient or strict interpretations were based on new studies of the text of the Bible to every letter of which great significance was being ascribed. The scholars of that time also began to ponder the events of Jewish history and attempted to explain the causes of the great suffering which Jews had to endure. They came to the conclusion that all injury inflicted on the Jews invariably is avenged on the evil doers. Thus Amalek tried to destroy them and he was wiped off the face of the earth. Pharaoh enslaved the Jews and caused their children to be cast into the river so the Egyptians were drowned in the sea. This, they reasoned, must be the fate of every nation which does harm to the Jews; to be repaid with the same measure."
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.13","Simeon, the son of Mattathias the Hasmonean, was assassinated in a treacherous fashion by his son in law Ptolemy ben Chabub who occupied the post of tax collector in the district of Shechem. Feeling secure after his triumph over the Greeks, Simeon frequently accepted the invitations of his son in law to visit him together with his family. It was on one of these visits that he was murdered by Ptolemy who was secretly negotiating with the Greek rulers to have himself appointed governor of the country after the death of Simeon. But Ptolemy's hopes proved to be vain. The king of Syria did not fulfill his promise and Simeon's son Jochanan succeeded his father. Jochanan united within himself both the religious and the secular authority over the people as prince and High Priest."
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.14",Historically Jochanan is known as John Hyrcanus or Hyrcanus the first to distinguish him from king Hyrcanus II who was the grandfather of queen Miriam the Hasmonean. In the Talmud he is called Jochanan the High Priest. The surname Hyrcanus he obtained from his conquest of the fortress Hyrcania.
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.15","After Ptolemy murdered Jochanan's father he held his mother as hostage for fear of reprisals from Jochanan. When Jochanan stormed Ptolemy's fortress and it seemed that it might fall, Ptolemy led his mother in law to the wall of the castle and there he tortured her in sight of her son. Jochanan was ready to withdraw in order to spare his mother any more suffering but she exhorted him in the name of his father not to be affected by her injuries and to exert every effort to take the fortress. But the stronghold was well fortified and he could not conquer it. Seeking for an excuse to retreat without shame, Jochanan declared that the new year, which was just then beginning, was a sabbatical year during which no wars might be waged. Ptolemy murdered his mother in law and fled after which he was never heard of again."
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.16","Shortly after this event Jochanan was again involved in war with the Greeks who, under their new king Antiochus Sedetis, attempted to regain control of the country. They advanced on Jerusalem with a great army but they could not take it. The power of the Greeks was broken and they feared the intervention of Rome which was bound by treaty to assist the Jews. After much fighting a new peace was declared according to which the Jews had to pay 500 measures of silver and to deliver a number of young men from the noble families as hostages. In time the relations with the Syrian Greek kingdom improved to such an extent that Jochanan even sent military assistance to their king in his wars against the Parthians."
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.17",Jochanan was engaged in many protracted wars until he finally succeeded in completely freeing his country. With the aid of gold treasures which he found in the tombs of the kings of Judea he hired a mercenary army and marched on the Idumeans. To them he offered the choice of accepting the Jewish faith or being exiled. The Idumeans preferred to accept the Jewish religion rather than be driven out of their homes. Jochanan then attacked Samaria which he destroyed together with the Samaritan temple which was the greatest hindrance to the existence of the Temple in Jerusalem.
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.18","As a result of these conquests it became necessary to introduce new regulations which should fit the newly created conditions. Among the conquered cities there were some which were previously a part of Syria and as such were considered unclean where no Jew might live. These cities were now considered a part of Palestine and were subject to all the laws pertaining to tithes, the sabbatical year, the bringing of the first fruits, the pilgrimage to Jerusalem and the offering of sacrifices. The rule was established that if one buys a field in Syria it is as if he bought a field in a suburb of Jerusalem, and all the newly conquered cities which could be reached without passing through foreign territory were considered to be the equals of the holy Palestine towns. In this manner Jochanan extended the boundaries of Palestine to include Syria in the possession of the Jews even as he did with the cities of Idumea."
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.19","Some of the regulations relating to the bond of Syria with Palestine were changed at a later date; it also soon became evident that the Idumeans who were converted by force did not add to the well being of the Jewish people. But the sincerity of the intentions of Jochanan was appreciated by all and even though, in later years, he came in conflict with the scholars, the Talmud nevertheless credits him for his good intentions."
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.20",Other religious innovations were directed against the Samaritans (Kuthim) who mingled with the other Jews after the destruction of their temple but in their hearts still bore a great hatred toward them. This hatred caused uneasiness and the Samaritans were mistrusted; their adherence to the Jewish people was questioned even though they seemed to observe some customs even more strictly than did the Jews. It was then forbidden to partake of the food of a Samaritan and eating of the bread of a Samaritan was considered to be the same as eating pork.
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.21","Among his other innovations, the High Priest Jochanan also did away with reciting the dedication which was prescribed for all men who brought the tithe. He sent out messengers throughout the cities of Palestine to see whether the tithes were properly contributed. These messengers reported to him that the Palestine farmers gave only the ""Large tithe,"" the exact amount of which was never established; they therefore offered only between two and three percent. When Jochanan heard this he ordered that whoever bought grain or fruit from a farmer (Am Haaretz) should not ask whether the tithes were already given from that produce and he was obliged to offer the necessary amount even though the seller assured him that the tithes were already given. It was for this reason that he abolished the confession during the offering of tithes; out of fear that a falsehood might be uttered before God if a person should say that he gave the proper tithes."
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.22","The difficulties with the giving of tithes began during the days of Ezra. Since not all the Levites wanted to return to Palestine from Babylonia, Ezra fined those who refused to return by taking away their rights to the tithe. It thus became impossible to include the words ""and I gave it to the Levite"" which are contained in the Biblical text of the confession of the tithes. Others thought that since the tithes were frequently collected by force it would not be true to confess that the tithes were ""given."" The High Priest Jochanan also realized that the conditions affecting the tithes changed radically. During the days of the first Temple, Palestine was divided among the tribes and the Levites did not possess any lands; they were thus entitled to the tithes. But in his time conditions were different and the tithes weighed heavily on the farmers who had to pay taxes in addition to the three different kinds of tithes (first tithe, second tithe, tithe for the poor). Realizing the injustice of this condition and being powerless to abolish the commandment of the Torah, he introduced a new system. He appointed overseers to watch that the farmers obey the law and to take the tithes by force if necessary. But when a person bought produce from a farmer he did not have to inquire whether tithes were given but had to consider his purchase as ""Dmai"", doubtful produce, from which the buyer had to give the tithes."
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.23",Until the time of Jochanan it was customary to work in Jerusalem in the period intervening between the first and last day of a holiday and the pounding of hammers was heard throughout the city. Jochanan considered this a profanation of the holy city and he forbade it. When in later years it was altogether forbidden to work with hammers in Jerusalem the new regulation was based on Jochanan's ordinance.
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.24","He also did away with the singing of Psalm 48 by the Levites during the service. Verse 24 of this Psalm reads ""Awake, why do you slumber Lord."" It came to be chanted at a time when the Jews were sorely pressed on all sides while the other nations lived in peace. But Jochanan held that it is disrespectful to ask God to awake from slumber. He also changed the procedure of offering sacrifices. Previously it was customary to make an incision between the horns of the animal to be slaughtered with a sharp knife in order that the blood might blind it and make it easier to bind. Jochanan said that this practice was equivalent to crippling the sacrifice as the cut might pierce the animal's brain and thus make it unfit for sacrifice. He ordered that a ring be made to be placed on the neck of the animal and thus facilitate its binding."
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.25","In the observance of the commandments of the Torah, Jochanan always sided with the Pharisees. But once, during the closing years of his life the Pharisees incurred his anger and he forsook them to take the part of the Sadducees. It happened during a feast which he gave after one of his victories, that, flushed with wine he challenged the assembled to mention any evil which they knew of him. One of the guests, Eleazar ben Poirah, whom the Talmud calls ""a wicked and hard hearted scoffer,"" said to Jochanan: ""The Pharisees are displeased with you."" When Jochanan inquired for the cause of the displeasure, there rose an old man Jehudah ben Gadidiah and said: ""Enough that you have the crown of royalty; leave the crown of the priesthood for a pious descendant of Aaron for you are the son of a woman who was held in captivity."" (He was referring to the fact that Jochanan's mother was held captive among the Gentiles which may have cast some doubt on his parentage.) Very much concerned, Jochanan had the whole matter investigated and when the statement was not substantiated Jehuda ben Gadidia was tried by the Sanhedrin and sentenced to be flogged."
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.26","But Jochanan was not satisfied with this punishment and the Sadducees further incited him to believe that all the Pharisees thought as Jehuda ben Gadidia did. As Jochanan tried to justify the verdict of the Sanhedrin on the ground that the Torah commands that a slanderer be flogged, the above mentioned Eleazar ben Poirah said: ""True this is the law for one who slanders an ordinary person, but in this case where a king and High Priest was slandered, the Sanhedrin should have acted differently."""
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.27","Jochanan allowed himself to be persuaded. He removed all the Pharisees from the Sanhedrin and filled their places with Sadducees. The new Sanhedrin immediately tried Jehuda ben Gadidia a second time and condemned him to death together with a number of other Pharisees. From that time Jochanan remained an adherent of the Sadducees. <sup>*)</sup><i class=""footnote"">*) This version of the manner in which Jochanan forsook the Pharisees to join the Sadducees is told by Josephus. In the Talmud it is stated that it happened during the reign of king Jannai. However, the reference could not be to Alexander Jannai, the son of Jochanan Hyrcanus, for on another occasion the Talmud states ""Jannai and Jochanan are the same person.""</i>"
"Bader-Jewishspritualheroes-Vol1., Jochanan the High Priest.28","<img src='data:image/jpg;base64,/9j/4AAQSkZJRgABAQEBLAEsAAD/2wBDAAUDBAQEAwUEBAQFBQUGBwwIBwcHBw8LCwkMEQ8SEhEPERETFhwXExQaFRERGCEYGh0dHx8fExciJCIeJBweHx7/2wBDAQUFBQcGBw4ICA4eFBEUHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh7/wAARCABJASoDASIAAhEBAxEB/8QAGwABAAIDAQEAAAAAAAAAAAAAAAcIBQYJAwT/xAA1EAACAQMEAQQBAwIEBgMAAAABAgMABAUGBxESEwgUISIVFiMxMlEJJTNyNDdBdoG0NURS/8QAFAEBAAAAAAAAAAAAAAAAAAAAAP/EABQRAQAAAAAAAAAAAAAAAAAAAAD/2gAMAwEAAhEDEQA/APD1a+pvM2uor7QO297NjFx8stplsqI+s0kw7RvDD2HMaoeeZRwxYDoVVez1GyX5W8753I+9uPfXMva+uOz+4nHV5eZG/rceRGb5J+6k/wAirDeiLSmAg9RGRw2t7eFdQ4OKYY+xuOjxi9hlCyMrB+HljAcqoVxwGkBUxqT0FoOM9bNo3cHXGjfGultW5rEQx3IuvbW14627yjr9ni56PyFUEMpBAAPI+K6Gbj+mXaPWnhk/Afpu5i6r58AI7Tug7fVo+hiPJbkt07/VR24HFVN3d9KO4+i+97gIv1jiV4/cx0JF2n9A+1tyWPLMQPGZPqhZuooMnoD1j7l4SZI9U2uM1VaGVnkaSIWlzwU4VEeIeNVDAN8xMTyw5/jrZ/Zr1I7cbj+2x/v/ANP5+Xqn43JOE8sh6DrDL/RLy79VX6yN1J6AVQfaXdPVG2k2STBpjLzHZaIQ5TGZKzWe2vUCSKqSD4bqPK54VlB/huR8Vue0u0Gkd1tFW9vpjXUOJ3CglkS6w2ZKrBegsWR7ZkHfqsKuW+sh7L8hFKswdK6VQCz3D359NGcstN6ui/L4BuRZ297N57eaCNkQm1uB94uEQBY2+EEgZouWFW52a3p0FuvDKmmMhNHkbeLzXGMvYvFcxJ3Kh+ASrr8AkozBe6BupYCgkalKUClKUClKUClKUClKUClKUClKUClKUClKUClKUClKUClQzvL6kduNuPc4/wB/+oM/F2T8bjXD+KQdx1ml/oi4dOrL9pF7A9CKqBuT6kd3NxMo8GEv73TthF5LiKxwLyJKscayOXlmX9x+sRJfgrHxH26LxzQXs1/u9tpoOZ7fVOssZZXccqxSWcbm4uYyyd1LwxBpFUrwexUD5X5+w5hLWXrW0Pj/ACRaW0xms7NHcmPyXLpZW8kQ7fuo33f5IXhWjU8MeeCODVPXWitI6BvsBHfazxmuJbqKeXKWemL5VjtQD1hC3jJIrM3yxUxAqF444ZXqOaC1mpPW5rSe+R9OaN0/jrQRAPFfyTXchfk8sHRogF46jr1J5BPPzwPt0364M/BYumo9A4zI3ZlJSWwv3tIwnA4Uo6yktz2PbsBwQOPjkwNtjs1uPuJcWv6c0xemwufsMpdRmCyVBII3bysOH6sTyqdn+rcKeDU86b9D+fnsXfUevsZjrsSkJFYWD3cZTgcMXdoiG57Dr1I4APPzwAnnZr1I7cbj+2x/v/0/n5eqfjck4TyyHoOsMv8ARLy79VX6yN1J6AVM1cx98dktabH32MzU2WhurSa+kGOyeNM0ckDxENE0hKgQysPsqq7HmN+CevNbnYes/di2sbe3mxekryWKJUe4msphJMQOC7BJlUMf5PVVHJ+AB8UEzepj003WpdRDcHa2eHEanWU3V3aiY263My8us8Lr/p3BcAEkqrEhyyMGLzztXh9Saf28wuG1dn/z+ctLYR3l/wBT+63JIHJ+X6qQnduGfr2YAsRWzUoFKUoIG9Qfpo0juRDdZrBxw6e1V4pGSeCNUtryZn783KKvLMSXHkX7fflvJ1Vao1uVt3r3aDVVpDqC1mxl2JTPjMjaT8xzGJ+BLDKp5VgQrcHq6hkJVeRXV6sZqrAYbVOnb3T2ocdDkcXfReK4t5R9XH8ggj5VgQCGBBUgEEEA0FBtsfUX+Xt7XQ++uOstXaRl/aN/dWve9sSYxGkvZfl+ql+XA837jMHYgKfHdXaLGeHDbjenO51BqXC3F9Kjpj45JbnE3Ub94woAE6LwR1Lr2XorF28iU9Qfpc1Rt7Ddag0xJNqTTEEUlxcS9FW5sED/AAJEB/cUIQTIg4+rllRQCYz2a3V1dtPqKXMaWuYStzF4ruyulZ7a5A56l1VlPZSSVYEEckc9WYELM7HeseOeaDC7r2sNqoiIGdsonKkqi8eaBAx7MQ5Lx/HLKBGq8sLf2F3a39jb31jcw3VpcxLNBPDIHjlRhyrqw+GUgggj4INU5m0ztH6p8XkMto6H9GbiWdsZbiydY0iu5HZXaWUICZk8jOnnULIC4MikeNTo2gNzNy/TNr1NAa2gmvtM28rO9gvDqYZG/wCJs5WAJXlWYISFJMisEcsyh0FpWp7U7iaX3N0qNR6Uupp7RZfBOk0DRSQTdEdomBHBZRIvJUsvP8Ma2ygUpSgUpSgUpSgUpSgUpSgUpSgUpSgUpVYPUZ6rMBpmxvdObcXcOa1C8SBcrCUmsLQOCSysCRNKo68KAUBb7ElGjITZuzufo3a/Bx5TV2U9t7jutnaxIZLi7dF7FY0H/gdmKoCyhmXsKpBuj6jd0t4JpdH6TxE2Lx2RieFsViY3ury8TorOjyBezL9HJEaoCjMr9x818W1e0et97dRXG42vspNj9KzSy3WW1FeyxxtKkXHdYQ3wqgDqH6iKMRsPnp4zs+qN8NBbXaVk0j6crKa3u7mWJ8lqa9t+8lwEReCizDlmJLghkREJk6J9+yhBl7phdEbkrprc/FZO2is5YxlLXG3cHuY0kjDq0b8PGWCurdT8H+nlSeR9us9w5MjNa2+kcTDo7F22IGJeLHlEub+Eoiym9niSM3LSFAWDKF+PheSzNrF7d5/VmolmvLnJ57NX8scKvLI9zc3L/CIgJ5Z2+FUD5P8AAFWT9P8A6StSZvKWGe3Mtvw+AXiY4sykXt2OqsiuF/0UPYhuSJR0K9VJDgIG2v261duTqKLC6UxM10xlRLi7KMLazDdiHmkAIReEcj/q3UhQzcA3S2a9IOjdM+2ymurj9VZZOsnteDHYQuOjcdP6puGVxy5COrcNGDVgNG6U03o3Bx4TS2FssRYR8HxW0YXuwVV7uf5dyqqC7EseByTWZoFfFnspYYPB3+byk/t7DH20l1dS9GbxxRqWduFBJ4UE8AE/2r7a+LPYuwzmDv8ACZSD3FhkLaS1uou7L5IpFKuvKkEcqSOQQf7UFB/ULvJk/UPmcDoDQGmsmLQXxmggmMZnvZjGArsoBEKxgz8nyFSrdm69fiX8F6KtA/g7D87n9TflvbR++9leQe38/UeTx97ft07c9e3zxxz81Oe3G1m323fmbR2l7LGTT9hJc8vNcMrdeU8shZ+nKKenbryOeOeTW50ClKUClKUClKUCq8+oP0uaX3CmutQaYkh03qeeWS4uJejNbX7lPgSID+2xcAmRBz9nLK7EEWGpQch9SYDV232qks81jsnp7NWcomgZw0UilHIWaJx/UvdD1kQkEryCatNtTu5pHf2xG2W92Lxi5qeL2+FzcMSwyNIwQEK558NwzorDrxHIfoUH1SS026O3WkdydOy4XVeJhulMTpb3YRRc2ZbqS8MhBKNyiE/9G6gMGXkHnZ6idi9SbO5S2a5uPzGAvOFtctFAY1MvXlopE5bxv8EgdiGUcg8h1UNn13oXcf0sbh4zVWAynv8AGy8RQZJbcpb3XIBktLmLsevPUkDt8hQ6MHQ9Lf8Ap23003vFi7lba3/D5+z5a6xMs4kYRduFljfhfInyAT1BVjwRwUZqgbF+ou505i10Vudjv1joT2ywRWU9rDPLa+Ni8YUScCVO3UdJD9AqFCoTq2T3O2GjjsY9z/T9nptT4X3ySx2WLZ5L/FORG8YQqTIzIzAlSFljBQsG4dwHQWlVT9M/qstdSzHTW6V3jMRkViBtMwSLe2uQqDssxY9Y5TwWDDqjclQEIUPaygUpSgUpSgUpSgUpSgUpSgVjNVZ/DaW07e6h1DkYcdi7GLy3FxKfqg/gAAfLMSQAoBLEgAEkCtG303r0btLi2/M3Xu85NbNPYYiAny3HDBQWYAiJO3P3b+Qr9Q5UrVOb9t5vVZrW4exhmsdNxysYIppZUxNgY1+qs4UiS4IlALBS58nPCxjhQzXqD9Qmrt09RXWgdq4cmdPXMUlq0dlaM95mAPs7dQpkSLqh4ReCUL+T4bomf0Ts/txsRg7TXW/F/ZZLLXls62OnPai5RJurF168lZ3ClF7N1ijd/lmJjceOqtX7aem7Tt7pbax4c7uZJF+Py2dljLraFfs5AbmMN2YAQpyAYx5izR8PWDN5TUmudXzZLJT3ubz+XuVBIQvLcSsQqIiKP9qqijgABVAAAoN53s3317ujfXcORyc2O09JKTBhbWTrAicoVWUgAzsDGrdn5AbkqEB4HjtFsXuPud0ucBhva4luf82yJMFoeO4+rcFpftGUPjV+rEduoPNWM9P/AKQfxeUsNTbo3FlevDxNHgIR5Yu/VSvuJP4fqxcNEoKMVX7spKm3NhaWthY29jY20NraW0SwwQQxhI4kUcKiqPhVAAAA+ABQRZ6dti9N7O4u5a2uPzGfvOVustLAI2MXblYo05bxp8AkdiWYck8BFWWaUoFKUoFKUoFKUoFKUoFKUoFKUoFKUoFeN/aWt/Y3FjfW0N1aXMTQzwTRh45UYcMjKfhlIJBB+CDXtSgpn6m/Sj/8prXa+L+08+m4of8AcZGtSD/tIg4//QQ/0R1W3bXcTXu0GqrubT91NjLsSiDJ467g5jmMT8mKaJhyrAhl5HV1DOAy8mur1RZv5sbpHd+xgfLGbG5qzieOzylqq+RQQ3WOVSP3Ig57deQQeerL2bkKtX+N209TF9cSaMsodA7nzytd3Fne3BaxywJ4k6Oo/wBVUUSkrGpYtJyr/aRGzW9uvdhtRS6I3ZxOoLnCrFxDbTjvc2Yj5jRrZpGCyW58fTqG6fXsh+GDxxu7spuPs9nHyjWt7NibK5EljqHHAhF6snjkYoS1u/Z0ADkfcEIzgdjsGm9+cdqTSr6N30wM2sMcIjFYZu3WJctjB0A5jdgPIxeOIlmYE/buZQQlB0G0bqvTessHHm9LZqyy9hJwPLbSBujFVbo4/lHCspKMAw5HIFZmuYGXy9/s7q8ZnZvc33+AyneS0mglXylULp4r20kUcOndurSRhWDB04PIW0Gx3q80vqSGDE7jLDpvNPKUW8ijb8dKC6hAWLM0LfY8l/oAhYuOeoCz9Uz3l3Y9QW0G79ze53/NdDtkmexj9jEtpcWshcx2/uUiDpMqAjhiWDR9iHT+q41hd2t/Y299Y3MN1aXMSzQTwyB45UYcq6sPhlIIII+CDVf/AF55/SMGx+T07lMjjDqG5ltJsXZSFXuQROO0yL8si+NJ18nwPll55bghIF/vBpdNh7jd+x80+HWxaeCGZGikebv4lt24VurGbiMsAyg/bkr81WDZ7fH1Bbobv4mHGN/kH5K0/L22OxUXtLS15Bl7TSKzp2SOUjtJ2LchPnhawuptHaktP8P7B39y97cQ/qQZloLkGP2FnIstvGEDtyyPI6SjqBz7gtwRyxsB6Ccppu62BscXiJ7I5axuZzmYYkCSrLJM5ieQcAt2iEYD/IITqDyhACf6UqDN9PU1ofbS4bEWS/qjPr2ElnY3KCK2ZZAjJPN9vG/w/wBArMCnDBQwJCbb+7tbCxuL6+uYbW0tommnnmkCRxIo5Z2Y/CqACST8ACqs+oP1b4bBw3WntsHhzOUeKSJ8z/8AWspA/XmNWXi4bgMQwPj+UPMgLKIAv8/vrv3fXD3WRyY05PK0V5KC9pgbCOM+djO4/bCxKQ3aQtJwqfLHqDi8JqS22I3Lhymh83pnXV/HjWgubqbHzG1s7pnKyrbv3UycKnCzqQrpKw4+TQbnitoMrm/d7t+pDVF7pXC31y6T+5Rlyt3OeEjVIfG3jT4bhQhISE8IsfDjAbo+oHM5fTsugNv7CHR2gIontLewtk4ubi3PXnzyksezEMzBCO3ldXaXksY/1Jnte7s61S7ycuT1RqG5iEMMVvbd5CkalukcMS8KoAZiFUDksx+STVmdjvRxJPDBmt17qa1YSkjBWUqFiFdePNOhYdWAcFI/nhlIkVuVAV/2O2d1duxqKCzw9nNa4cSlb3MywMba2C9SwB+A8vDrxGDyewJ6ryw6DbF7KaN2lxa/hrX3ecmtlgv8vOD5bjhixCqSREnbj6L/ACFTsXKhq3/CYnFYPFw4vCYyyxlhB28VrZwLDFH2YseqKAByxJPA/kk19tApSlApSlApSlApSlApSlApSlApSlApSlApSlApSlApSlB439pa39jcWN9bQ3VpcxNDPBNGHjlRhwyMp+GUgkEH4INVz3W9H+gtU3xyWlL6bR13LL3nihg9zaOCXZisJZTGxLKAFcIqpwEHPNWSpQc4Na+kzeDTdiLy1sMZqKJYpJZlxF2XkiCAHjpKsbOzfPVYw5JUjjkjmINT6T1Vpf2/6m01msJ7nt7f8jYy2/l68duvdR247Lzx/HI/vXX6lByN29xOvrzKNlNv8Zqa4v8AH8drrBwTtLbeRWUcvCOU7KHH8jkdh/erAbO+k/WWs8p+pN1Lu9wthed7iWI3AfK3UjqHDv2DCPlnJbycycoVKDt2F8qUGv6q0dgNR6CvdEXlhDDhbqx9ksEEKKtugXhDEpUqjR8KyfXhSqkD4rnbuJspu5s9qefKYm1zU1lZeaS01DhBIOsCp95HMRL2/wBHIYOQPhwGdQWPTKlByH1JrfWmpbFLHUer9QZm0jlEyQX+SmuI1cAgOFdiA3DMOf54J/vWGspo4JmeW0hulMUiBJS4UFkKhx0ZT2UkMPnjlR2DLypvx/iO/wDJDDf9yQf+tc0/w4v+SGZ/7kn/APWtqCptzh9692vxF22B1NnbButrimgxzRY23UdYesIRVt4EHjVWK9VHTlv4JqX9r/RfqjKwxX2v85Dp2LyoWx9oq3VyyB2Dq0gbxxsVClWXyj7/ACAR1N7KUGmbTbYaN2vwcmL0ji/be46NeXUrmS4u3ReoaRz/AOT1UKgLMVVexrc6UoFKUoFKUoFKUoFKUoFKUoFKUoP/2Q==' />"
"Bader-Jewishspritualheroes-Vol1., Jose Ben Joeser and Jose Ben Jochanan.1","A<small>FTER</small> A<small>NTIGONOS OF</small> S<small>OCHO</small> there began a period in Jewish history which was characterised by dual leadership. This period lasted for about five generations and was called the time of the ""Pairs"" because two men simultaneously led and governed the people. One of the two was generally the Nasi (Chief) and the other was called, the ""Av Beth Din,"" the father of the court."
"Bader-Jewishspritualheroes-Vol1., Jose Ben Joeser and Jose Ben Jochanan.2","At first these ""Pairs"" were in complete agreement on all fundamental issues and differed only on minor religious questions. Later these disagreements increased and reached the point of severe disputes which engendered dangerous bitterness."
"Bader-Jewishspritualheroes-Vol1., Jose Ben Joeser and Jose Ben Jochanan.3","In all there were five such ""pairs"": 1) Jose b. Joezer of Zereda and Jose b. Jochanan of Jerusalem; 2) Joshua b. Perachia and Nittai of Arbella; 3) Jehuda b. Tabai and Simeon b. Shetach; 4) Shemaia and Avtalion; 5) Hillel and Shammai. The reverence with which the teachings of these leaders were considered is illustrated by the statement of one of their followers, Nachum Halavlar (the Scribe): ""I received a tradition from Rabbi Miasha, who received it from his father, who heard it from the ""Pairs"" who received it from the Prophets as a law handed down to Moses from Mount Sinai."" <sup>1)</sup><i class=""footnote""><span dir=""rtl"">1) פּאה פּרק ב׳ משנה י׳.</span></i> This saying indicates the mood of the people who believed that every word of the ""Pairs"" was a law handed down to Moses from Mount Sinai."
