Ref,Text
Chullin 11a:9,"מִמַּאי? דִּלְמָא דְּמַנַּח גּוּמַרְתָּא עֲלֵיהּ וְקָלֵי לֵיהּ, וּבָדֵיק לֵיהּ, דְּתַנְיָא: הַמְחַתֵּךְ בְּגִידִים וְהַשּׂוֹרֵף בַּעֲצָמוֹת — אֵין בּוֹ מִשּׁוּם שְׁבִירַת עֶצֶם!"
Chullin 11a:10,"רַב נַחְמָן בַּר יִצְחָק אָמַר: אָתְיָא מֵאַלְיָה, דְּאָמַר רַחֲמָנָא ""חֶלְבּוֹ הָאַלְיָה תְּמִימָה"", וְלֵיחוּשׁ שֶׁמָּא נִפְסְקָה חוּט הַשִּׁדְרָה! אֶלָּא לָאו מִשּׁוּם דְּאָמְרִינַן זִיל בָּתַר רוּבָּא?"
Chullin 11a:11,וְכִי תֵּימָא דְּמִתַּתַּאי פָּסֵיק לַהּ לְעֻמַּת הֶעָצֶה אָמַר רַחֲמָנָא מְקוֹם שֶׁהַכְּלָיוֹת יוֹעֲצוֹת
Chullin 11a:12,"מִמַּאי? דִּלְמָא דְּפָתַח לַהּ וּבָדֵיק לַהּ. וְאִי מִשּׁוּם תְּמִימָה"", — הָנֵי מִילֵּי הֵיכָא דְּחַתְכַהּ לִגְמָרֵי, אֲבָל הֵיכָא דְּלַיִיף לֵית לַן בַּהּ."
Chullin 11a:13,"רַב שֵׁשֶׁת בְּרֵיהּ דְּרַב אִידִי אָמַר: אָתְיָא מֵעֶגְלָה עֲרוּפָה, דְּאָמַר רַחֲמָנָא: ""הָעֲרוּפָה"" — כְּשֶׁהִיא שְׁלֵמָה תֶּיהְוֵי. וְלֵיחוּשׁ דִּלְמָא טְרֵפָה הִיא! אֶלָּא לָאו מִשּׁוּם דְּאָמְרִינַן זִיל בָּתַר רוּבָּא?"
Chullin 11a:14,"וְכִי תֵּימָא, מַאי נָפְקָא מִינַּהּ! הָא אָמְרִי דְּבֵי רַבִּי יַנַּאי: כַּפָּרָה כְּתִיב בָּהּ. כְּקָדָשִׁים."
Chullin 11a:15,"רַבָּה בַּר רַב שֵׁילָא אָמַר: אָתְיָא מִפָּרָה אֲדוּמָּה, דְּאָמַר רַחֲמָנָא: ""וְשָׁחַט. וְשָׂרַף"": — מָה שְׁחִיטָתָהּ כְּשֶׁהִיא שְׁלֵמָה — אַף שְׂרֵיפָתָהּ כְּשֶׁהִיא שְׁלֵמָה, וְלֵיחוּשׁ דִּילְמָא טְרֵפָה הִיא! אֶלָּא לָאו מִשּׁוּם דְּאָמְרִינַן זִיל בָּתַר רוּבָּא?"
Chullin 11a:16,"וְכִי תֵּימָא, מַאי נָפְקָא מִינַּהּ? ""חַטָּאת"" קַרְיַיהּ רַחֲמָנָא."
Chullin 11a:17,"רַב אַחָא בַּר יַעֲקֹב אָמַר: אָתְיָא מִשָּׂעִיר הַמִּשְׁתַּלֵּחַ, דְּרַחֲמָנָא אָמַר: ""וְלָקַח אֶת שְׁנֵי הַשְּׂעִירִם"": שֶׁיְּהוּ שְׁנֵיהֶם שָׁוִים. וְלֵיחוּשׁ"
Chullin 11b:1,דִּילְמָא חַד מִינַּיְיהוּ טְרֵיפָה הוּא! אֶלָּא לָאו מִשּׁוּם דְּאָמְרִינַן זִיל בָּתַר רוּבָּא?
Chullin 11b:2,"וְכִי תֵּימָא, מַאי נָפְקָא לַן מִינַּהּ? הָא אֵין גּוֹרָל קוֹבֵעַ לַעֲזָאזֵל אֶלָּא בְּדָבָר הָרָאוּי לַשֵּׁם. — וְכִי תֵּימָא, דְּבָדְקִינַן לֵיהּ, — וְהָתְנַן, לֹא הָיָה מַגִּיעַ לְמַחֲצִית הֶהָר עַד שֶׁנַּעֲשֶׂה אֵבָרִים אֵבָרִים."
Chullin 11b:3,"רַב מָרִי אָמַר: אָתְיָא מִמַּכֵּה אָבִיו וְאִמּוֹ, דְּאָמַר רַחֲמָנָא קַטְלֵיהּ, וְלֵיחוּשׁ דִּלְמָא לָאו אָבִיו הוּא! אֶלָּא לָאו מִשּׁוּם דְּאָמְרִינַן זִיל בָּתַר רוּבָּא, וְרוֹב בְּעִילוֹת אַחַר הַבַּעַל?"
Chullin 11b:4,"מִמַּאי? דִּלְמָא, כְּגוֹן שֶׁהָיוּ אָבִיו וְאִמּוֹ חֲבוּשִׁים בְּבֵית הָאֲסוּרִין! אֲפִילּוּ הָכִי, אֵין אַפּוֹטְרוֹפּוֹס לַעֲרָיוֹת."
Chullin 11b:5,"רַב כָּהֲנָא אָמַר: אָתְיָא מֵהוֹרֵג אֶת הַנֶּפֶשׁ, דְּאָמַר רַחֲמָנָא: קַטְלֵיהּ וְלֵיחוּשׁ דִּלְמָא טְרֵפָה הֲוָה! אֶלָּא לָאו מִשּׁוּם דְּאָמְרִינַן זִיל בָּתַר רוּבָּא?"
Chullin 11b:6,"וְכִי תֵּימָא דְּבָדְקִינַן לֵיהּ, — הָא קָא מִינַּוַּול! וְכִי תֵּימָא מִשּׁוּם אִיבּוּד נְשָׁמָה דְּהַאי, נִינַוְּולֵיהּ, — וְנֵיחוּשׁ שֶׁמָּא בִּמְקוֹם סַיִיף נֶקֶב הֲוָה."
Chullin 11b:7,"רָבִינָא אָמַר: אָתְיָא מֵעֵדִים זוֹמְמִין, דְּאָמַר רַחֲמָנָא: ""וַעֲשִׂיתֶם לוֹ כַּאֲשֶׁר זָמַם, — וְגוֹ' וְלֵיחוּשׁ דִּלְמָא הָךְ דְּאַסְהִידוּ בֵּיהּ טְרֵפָה הֲוָה! אֶלָּא לָאו מִשּׁוּם דְּאָמְרִינַן זִיל בָּתַר רוּבָּא?"
Chullin 11b:8,"וְכִי תֵּימָא דְּבָדְקִינַן לֵיהּ, — וְהָתַנְיָא, בְּרַבִּי אוֹמֵר: לֹא הָרְגוּ — נֶהֱרָגִין, הָרְגוּ — אֵין נֶהֱרָגִין."
Chullin 11b:9,"רַב אָשֵׁי אָמַר: אָתְיָא מִשְּׁחִיטָה עַצְמָהּ, דְּאָמַר רַחֲמָנָא: שְׁחוֹט וֶאֱכוֹל וְלֵיחוּשׁ שֶׁמָּא בִּמְקוֹם נֶקֶב קָא שָׁחֵיט! אֶלָּא לָאו מִשּׁוּם דְּאָמְרִינַן זִיל בָּתַר רוּבָּא?"
Chullin 11b:10,"אָמַר רַב אָשֵׁי: אַמְרִיתָא לִשְׁמַעְתָּא קַמֵּיהּ דְּרַב כָּהֲנָא, וְאָמְרִי לָהּ רַב כָּהֲנָא קַמֵּיהּ דְּרַב שִׁימִי, וַאֲמַר לֵיהּ: וְדִלְמָא הֵיכָא דְּאֶפְשָׁר אֶפְשָׁר, הֵיכָא דְּלָא אֶפְשָׁר לָא אֶפְשָׁר."
Chullin 11b:11,"דְּאִי לָא תֵּימָא הָכִי, לְרַבִּי מֵאִיר דְּחָיֵישׁ לְמִיעוּטָא, הָכִי נָמֵי דְּלָא אָכֵיל בִּישְׂרָא? וְכִי תֵּימָא הָכִי נָמֵי, —"
Chullin 12a:1,"פֶּסַח וְקָדָשִׁים מַאי אִיכָּא לְמֵימַר? אֶלָּא הֵיכָא דְּאֶפְשָׁר אֶפְשָׁר, הֵיכָא דְּלָא אֶפְשָׁר לָא אֶפְשָׁר הָכָא נָמֵי הֵיכָא דְּאֶפְשָׁר אֶפְשָׁר הֵיכָא דְּלָא אֶפְשָׁר לָא אֶפְשָׁר."
Chullin 12a:2,"אָמַר רַב נַחְמָן אָמַר רַב: רָאָה אֶחָד שֶׁשָּׁחַט, אִם רָאָהוּ מִתְּחִלָּה וְעַד סוֹף — מוּתָּר לֶאֱכוֹל מִשְּׁחִיטָתוֹ, וְאִם לָאו — אָסוּר לֶאֱכוֹל מִשְּׁחִיטָתוֹ."
Chullin 12a:3,"הֵיכִי דָמֵי? אִי דְּיָדַע דִּגְמִיר, לְמָה לִי רָאָה? וְאִי דְּיָדַע דְּלָא גְּמִיר, פְּשִׁיטָא! —"
Chullin 12a:4,"וְאֶלָּא דְּלָא יְדַע אִי גְּמִיר אִי לָא גְּמִיר? לֵימָא: רוֹב מְצוּיִין אֵצֶל שְׁחִיטָה, — מוּמְחִין הֵן!"
Chullin 12a:5,"מִי לָא תַּנְיָא: הֲרֵי שֶׁמָּצָא תַּרְנְגוֹלֶת שְׁחוּטָה בַּשּׁוּק, אוֹ שֶׁאָמַר לִשְׁלוּחוֹ ""צֵא שְׁחוֹט, וְהָלַךְ וּמָצָא שָׁחוּט, — חֶזְקָתוֹ שָׁחוּט,"
Chullin 12a:6,"אַלְמָא אָמְרִינַן: רוֹב מְצוּיִין אֵצֶל שְׁחִיטָה מוּמְחִין הֵן. הָכָא נָמֵי, לֵימָא: רוֹב מְצוּיִין אֵצֶל שְׁחִיטָה מוּמְחִין הֵן!"
Chullin 12a:7,"לְעוֹלָם דְּיָדַע דְּלָא גְּמִיר, וּכְגוֹן דִּשְׁחַט קַמַּן חַד סִימָן שַׁפִּיר, מַהוּ דְּתֵימָא: מִדְּהַאי שַׁפִּיר הָךְ נָמֵי שַׁפִּיר, קָא מַשְׁמַע לַן: הַאי אִתְרְמוֹיֵי אִיתְרְמִי לֵיהּ, אִידַּךְ שֶׁמָּא שָׁהָה שֶׁמָּא דָּרַס."
Chullin 12a:8,"בְּעָא מִינֵּיהּ רַב דִּימִי בַּר יוֹסֵף מֵרַב נַחְמָן: הָאוֹמֵר לִשְׁלוּחוֹ ""צֵא וּשְׁחוֹט, וְהָלַךְ וּמָצָא שָׁחוּט, מַהוּ? אָמַר לוֹ: חֶזְקָתוֹ שָׁחוּט: הָאוֹמֵר לִשְׁלוּחוֹ ""צֵא וּתְרוֹם, וְהָלַךְ וּמָצָא תָּרוּם, מַאי? אֲמַר לֵיהּ: אֵין חֶזְקָתוֹ תָּרוּם."
Chullin 12a:9,"מָה נַפְשָׁךְ? אִי חֲזָקָה שָׁלִיחַ עוֹשֶׂה שְׁלִיחוּתוֹ — אֲפִילּוּ תְּרוּמָה נָמֵי, וְאִי אֵין חֲזָקָה שָׁלִיחַ עוֹשֶׂה שְׁלִיחוּתוֹ — אֲפִילּוּ שְׁחִיטָה נָמֵי לָא!"
Chullin 12a:10,"אֲמַר לֵיהּ: לְכִי תֵּיכוּל עֲלַהּ כּוֹרָא דְמִלְחָא, לְעוֹלָם אֵין חֲזָקָה שָׁלִיחַ עוֹשֶׂה שְׁלִיחוּתוֹ. וּשְׁחִיטָה? אִי נָמֵי דִּילְמָא אִינָשׁ אַחֲרִינָא שְׁמַע וַאֲזַל שְׁחַט, — רוֹב מְצוּיִין אֵצֶל שְׁחִיטָה מוּמְחִין הֵן. תְּרוּמָה, דִּילְמָא אִינָשׁ אַחֲרִינָא שְׁמַע וַאֲזַל תְּרַם — הָוֵה לֵיהּ תּוֹרֵם שֶׁלֹּא מִדַּעַת, וְהַתּוֹרֵם שֶׁלֹּא מִדַּעַת — אֵין תְּרוּמָתוֹ תְּרוּמָה."
Chullin 12a:11,"לֵימָא רוֹב מְצוּיִין אֵצֶל שְׁחִיטָה מוּמְחִין הֵן תַּנָּאֵי הִיא דְּתַנְיָא: הֲרֵי שֶׁאָבְדוּ לוֹ גְּדָיָיו וְתַרְנְגוֹלָיו וְהָלַךְ וּמְצָאָן שְׁחוּטִים — רַבִּי יְהוּדָה אוֹסֵר, רַבִּי חֲנִינָא בְּנוֹ שֶׁל רַבִּי יוֹסֵי הַגְּלִילִי מַתִּיר. אָמַר רַבִּי: נִרְאִין דְּבָרִים שֶׁל רַבִּי יְהוּדָה שֶׁמְּצָאָן בְּאַשְׁפָּה. וְדִבְרֵי רַבִּי חֲנִינָא בְּנוֹ שֶׁל רַבִּי יוֹסֵי הַגְּלִילִי שֶׁמְּצָאָן בְּבַיִת."
Chullin 12a:12,"מַאי לָאו בְּהָא קָמִיפַּלְגִי, דְּמָר סָבַר: אָמְרִינַן רוֹב מְצוּיִין אֵצֶל שְׁחִיטָה מוּמְחִין הֵן, וּמָר סָבַר: לָא אָמְרִינַן רוֹב מְצוּיִין אֵצֶל שְׁחִיטָה מוּמְחִין הֵן?"
Chullin 12a:13,"אָמַר רַב נַחְמָן בַּר יִצְחָק: לָא, דְּכוּלֵּי עָלְמָא רוֹב מְצוּיִין אֵצֶל שְׁחִיטָה מוּמְחִין הֵן. וּבְבַיִת דְּכוּלֵּי עָלְמָא לָא פְּלִיגִי דִּשְׁרֵי. בְּאַשְׁפָּה שֶׁבַּשּׁוּק — דְּכוּלֵּי עָלְמָא לָא פְּלִיגִי דְּאָסוּר כִּי פְּלִיגִי בְּאַשְׁפָּה שֶׁבַּבַּיִת מָר, סָבַר: אָדָם עָשׂוּי לְהַטִּיל נִבְלָתוֹ בְּאַשְׁפָּה שֶׁבַּבַּיִת. וּמַר סָבַר: אֵין אָדָם עָשׂוּי לְהַטִּיל נִבְלָתוֹ בְּאַשְׁפָּה שֶׁבַּבַּיִת."
Chullin 12a:14,"אָמַר מָר, אָמַר רַבִּי: נִרְאִין דִּבְרֵי רַבִּי יְהוּדָה, שֶׁמְּצָאָן בְּאַשְׁפָּה. מַאי אַשְׁפָּה? אִילֵּימָא אַשְׁפָּה שֶׁבְּשׁוּק — הָא אָמְרַתְּ: דְּכוּלֵּי עָלְמָא לָא פְּלִיגִי דְּאָסוּר! אֶלָּא לָאו פְּשִׁיטָא בְּאַשְׁפָּה שֶׁבַּבַּיִת."
Chullin 12a:15,אֵימָא סֵיפָא: וְדִבְרֵי רַבִּי חֲנִינָא בְּנוֹ שֶׁל רַבִּי יוֹסֵי הַגְּלִילִי שֶׁמְּצָאָן בְּבַיִת. מַאי בֵּית? אִילֵּימָא בֵּית מַמָּשׁ — הָאָמְרַתְּ דְּכוּלֵּי עָלְמָא לָא פְּלִיגִי דִּשְׁרֵי! אֶלָּא פְּשִׁיטָא בְּאַשְׁפָּה שֶׁבַּבַּיִת. קַשְׁיָא דְּרַבִּי אַדְּרַבִּי!
Chullin 12b:1,"הָכִי קָאָמַר: נִרְאִין דִּבְרֵי רַבִּי יְהוּדָה, לְרַבִּי חֲנִינָא בְּנוֹ שֶׁל רַבִּי יוֹסֵי הַגְּלִילִי — בְּאַשְׁפָּה שֶׁבַּשּׁוּק, שֶׁאַף רַבִּי חֲנִינָא בְּנוֹ שֶׁל רַבִּי יוֹסֵי הַגְּלִילִי לֹא נֶחְלַק עָלָיו אֶלָּא בְּאַשְׁפָּה שֶׁבַּבַּיִת, אֲבָל בְּאַשְׁפָּה שֶׁבַּשּׁוּק מוֹדֵי לֵיהּ, וְנִרְאִין, כּוּ'."
Chullin 12b:2,"חוּץ מֵחֵרֵשׁ שׁוֹטֶה וְקָטָן, שֶׁמָּא יְקַלְקְלוּ אֶת שְׁחִיטָתָן. ""שֶׁמָּא קִלְקְלוּ לָא קָתָנֵי, אֶלָּא ""שֶׁמָּא יְקַלְקְלוּ"". אָמַר רָבָא: זֹאת אוֹמֶרֶת אֵין מוֹסְרִין לָהֶן חוּלִּין לְכַתְּחִלָּה."
Chullin 12b:3,וְכוּלָּן שֶׁשָּׁחֲטוּ וַאֲחֵרִים רוֹאִים אוֹתָם — שְׁחִיטָתָן כְּשֵׁרָה. — מַאן תְּנָא דְּלָא בָּעֵינַן כַּוּוֹנָה לִשְׁחִיטָה?
Chullin 12b:4,"אָמַר רָבָא: רַבִּי נָתָן הִיא, דְּתָנֵי אוֹשַׁעְיָא זְעֵירָא דְּמִן חַבְרַיָּא: זָרַק סַכִּין לְנוֹעֳצָהּ בַּכּוֹתֶל וְהָלְכָה וְשָׁחֲטָה כְּדַרְכָּהּ — רַבִּי נָתָן מַכְשִׁיר, וַחֲכָמִים פּוֹסְלִין. הוּא תָּנֵי לַהּ, וְהוּא אָמַר לַהּ: הֲלָכָה כְּרַבִּי נָתָן."
Chullin 12b:5,וְהָא בָּעֵינַן מוֹלִיךְ וּמֵבִיא! שֶׁהָלְכָה וּבָאָה כְּדַרְכָּהּ.
Chullin 12b:6,"אָמַר רַבִּי חִיָּיא בַּר אַבָּא, בָּעֵי רַבִּי יוֹחָנָן: קָטָן יֵשׁ לוֹ מַחְשָׁבָה, אוֹ אֵין לוֹ מַחְשָׁבָה?"
Chullin 12b:7,"אֲמַר לֵיהּ רַבִּי אַמֵּי: וְתִיבְּעֵי לֵיהּ מַעֲשֶׂה! מַאי שְׁנָא מַעֲשֶׂה דְּלָא קָא מִבַּעְיָא לֵיהּ — דִּתְנַן: יֵשׁ לָהֶן מַעֲשֶׂה, מַחְשָׁבָה נָמֵי לָא תִּיבְּעֵי לֵיהּ, דִּתְנַן: אֵין לָהֶן מַחְשָׁבָה!"
Chullin 12b:8,"דִּתְנַן: הָאַלּוֹן, וְהָרִמּוֹן וְהָאֱגוֹז שֶׁחֲקָקוּם תִּינוֹקוֹת, לָמוֹד בָּהֶן עָפָר, אוֹ שֶׁהִתְקִינוּם לְכַף מֹאזְנַיִם טְמֵאִין. — מִפְּנֵי שֶׁיֵּשׁ לָהֶן מַעֲשֶׂה,"
Chullin 13a:1,וְאֵין לָהֶן מַחְשָׁבָה! —
Chullin 13a:2,"אֲמַר לֵיהּ: מַחְשָׁבָה גְּרֵידְתָּא לָא קָא מִיבַּעְיָא לֵיהּ כִּי קָא מִיבַּעְיָא לֵיהּ, מַחְשַׁבְתּוֹ נִיכֶּרֶת מִתּוֹךְ מַעֲשָׂיו."
Chullin 13a:3,"כְּגוֹן, דַּהֲוָה קָיְימָא עוֹלָה בַּדָּרוֹם וְאַתְיַוהּ בַּצָּפוֹן, וְשַׁחְטַהּ, מַאי? מִדְּאַתְיַיהּ בַּצָּפוֹן וְשַׁחְטַהּ אִיכַּוֵּין לַהּ. אוֹ דִילְמָא מָקוֹם הוּא דְּלָא אִיתְרְמִי לֵיהּ?"
Chullin 13a:4,"הָא נָמֵי אַמְרַהּ, רַבִּי יוֹחָנָן חֲדָא זִימְנָא! דִּתְנַן: הַמַּעֲלֶה פֵּירוֹתָיו לַגַּג מִפְּנֵי הַכְּנִימָה, וְיָרַד עֲלֵיהֶם טַל — אֵינָן בְּכִי"" יוּתַּן. וְאִם נִתְכַּוֵּין לְכָךְ — הֲרֵי הֵן"" בְּכִי יוּתַּן."
Chullin 13a:5,"הֶעֱלוּם חֵרֵשׁ שׁוֹטֶה וְקָטָן, אַף עַל פִּי שֶׁנִּתְכַּוְּונוּ לְכָךְ — אֵינָן בְּכִי יוּתַּן"", מִפְּנֵי שֶׁיֵּשׁ לָהֶן מַעֲשֶׂה וְאֵין לָהֶן מַחְשָׁבָה"
Chullin 13a:6,"וְאָמַר רַבִּי יוֹחָנָן: לֹא שָׁנוּ אֶלָּא שֶׁלֹּא הִיפֵּךְ בָּהֶן, אֲבָל הִיפֵּךְ בָּהֶן, — הֲרֵי זֶה בְּכִי"" יוּתַּן."
Chullin 13a:7,הָכִי קָא מִיבַּעְיָא לֵיהּ: דְּאוֹרָיְיתָא אוֹ דְּרַבָּנַן.
Chullin 13a:8,"רַב נַחְמָן בַּר יִצְחָק מַתְנֵי הָכִי: אָמַר רַבִּי חִיָּיא בַּר אַבָּא, בָּעֵי רַבִּי יוֹחָנָן: קָטָן יֵשׁ לוֹ מַעֲשֶׂה אוֹ אֵין לוֹ מַעֲשֶׂה?"
Chullin 13a:9,"אֲמַר לֵיהּ רַבִּי אַמֵּי: וְתִיבְּעֵי לֵיהּ מַחְשָׁבָה! מַאי שְׁנָא מַחְשָׁבָה דְּלָא קָא מִיבַּעְיָא לֵיהּ? דִּתְנַן אֵין לָהֶן מַחְשָׁבָה. — מַעֲשֶׂה נָמֵי לָא תִּיבְּעֵי לֵיהּ, דִּתְנַן, יֵשׁ לָהֶן מַעֲשֶׂה!"
Chullin 13a:10,"הָכִי קָא מִיבַּעְיָא לֵיהּ: דְּאוֹרָיְיתָא, אוֹ דְּרַבָּנַן? וּפָשֵׁיט: יֵשׁ לָהֶן מַעֲשֶׂה וַאֲפִילּוּ מִדְּאוֹרָיְיתָא, אֵין לָהֶן מַחְשָׁבָה וַאֲפִילּוּ מִדְּרַבָּנַן, מַחְשַׁבְתּוֹ נִיכֶּרֶת מִתּוֹךְ מַעֲשָׂיו — מִדְּאוֹרָיְיתָא אֵין לוֹ, מִדְּרַבָּנַן יֵשׁ לוֹ."
Chullin 13a:11,"בְּעָא מִינֵּיהּ שְׁמוּאֵל מֵרַב הוּנָא: מִנַּיִן לַמִּתְעַסֵּק בְּקָדָשִׁים, שֶׁהוּא פָּסוּל? שֶׁנֶּאֱמַר: ""וְשָׁחַט אֶת בֶּן הַבָּקָר, — שֶׁתְּהֵא שְׁחִיטָה לְשֵׁם בֶּן בָּקָר. אָמַר לוֹ: זוֹ בְּיָדֵינוּ הִיא, לְעַכֵּב, מִנַּיִן? תַּלְמוּד ""לוֹמַר: לִרְצוֹנְכֶם"" תִּזְבָּחֻהוּ, לְדַעְתְּכֶם זְבוּחוּ."
Chullin 13a:12,"מַתְנִי' שְׁחִיטַת נׇכְרִי נְבֵלָה, וּמְטַמְּאָה בְּמַשָּׂא."
Chullin 13a:13,"גְּמָ' — נְבֵלָה, אִין אִיסּוּר — הֲנָאָה. לָא מַאן? תַּנָּא אָמַר רַבִּי חִיָּיא בְּרַבִּי אַבָּא אָמַר רַבִּי: יוֹחָנָן דְּלָא כְּרַבִּי אֱלִיעֶזֶר, דְּאִי רַבִּי אֱלִיעֶזֶר — הָאָמַר: סְתָם מַחְשֶׁבֶת נׇכְרִי לַעֲבוֹדָה זָרָה."
Chullin 13a:14,"רַבִּי אַמֵּי אָמַר, הָכִי קָתָנֵי: שְׁחִיטַת נׇכְרִי — נְבֵלָה, הָא דְּמִין, — לַעֲבוֹדָה זָרָה: תְּנֵינָא לְהָא דְּתָנוּ רַבָּנַן: שְׁחִיטַת מִין לַעֲבוֹדָה זָרָה. פִּיתּוֹ פַּת כּוּתִי. יֵינוֹ יֵין נֶסֶךְ. סְפָרָיו, סִפְרֵי קוֹסְמִין. פֵּירוֹתָיו טְבָלִין. וְיֵשׁ אוֹמְרִים: אַף"
Chullin 13b:1,בָּנָיו מַמְזֵרִין.
Chullin 13b:2,וְתַנָּא קַמָּא? אִשְׁתּוֹ לָא מַפְקַר.
Chullin 13b:3,אָמַר מָר: שְׁחִיטַת נׇכְרִי נְבֵלָה: וְנֵיחוּשׁ שֶׁמָּא מִין הוּא! אָמַר רַב נַחְמָן אָמַר רַבָּה בַּר אֲבוּהּ: אֵין מִינִין בָּאוּמּוֹת.
Chullin 13b:4,"וְהָא קָאחָזֵינַן דְּאִיכָּא! אֵימָא: אֵין רוֹב אוּמּוֹת מִינִין: סָבַר לַהּ כִּי הָא דְּאָמַר רַבִּי חִיָּיא בַּר אַבָּא אָמַר רַבִּי יוֹחָנָן: גּוֹיִם שֶׁבְּחוּצָה לְאָרֶץ לָאו עוֹבְדֵי עֲבוֹדָה זָרָה הֵן, — אֶלָּא מִנְהַג אֲבוֹתֵיהֶן בִּידֵיהֶן."
Chullin 13b:5,"אָמַר רַב יוֹסֵף בַּר מִנְיוֹמֵי אָמַר רַב נַחְמָן: אֵין מִינִין בָּאוּמּוֹת: לְמַאי? אִילֵימָא לִשְׁחִיטָה, הַשְׁתָּא שְׁחִיטַת מִין דְּיִשְׂרָאֵל אָמְרַתְּ אֲסִירָא, דְּגוֹי מִבַּעְיָא? אֶלָּא לְמוֹרִידִין, הַשְׁתָּא דְּיִשְׂרָאֵל מוֹרִידִין, דְּגוֹיִם מִבַּעְיָא?"
Chullin 13b:6,"אָמַר רַב עוּקְבָא בַּר חָמָא: לְקַבֵּל מֵהֶן קׇרְבָּן. דְּתַנְיָא: ""מִכֶּם"" — וְלֹא כּוּלְּכֶם, לְהוֹצִיא אֶת ""הַמְשׁוּמָּד"": מִכֶּם — בָּכֶם חִלַּקְתִּי, וְלֹא בָּאוּמּוֹת."
Chullin 13b:7,"מִמַּאי? דִּלְמָא הָכִי קָאָמַר: מִיִּשְׂרָאֵל — מִצַּדִּיקֵי קַבֵּל, מֵרַשִּׁיעֵי לָא תְּקַבֵּל, אֲבָל בְּאוּמּוֹת הָעוֹלָם — כְּלָל כְּלָל לָא! לָא סָלְקָא ""דַּעְתָּךְ"", דְּתַנְיָא: אִישׁ, מָה ""תַּלְמוּד"" ""לוֹמַר"" אִישׁ אִישׁ? לְרַבּוֹת הַגּוֹיִם, שֶׁנּוֹדְרִים נְדָרִים וּנְדָבוֹת כְּיִשְׂרָאֵל."
Chullin 13b:8,"וּמְטַמְּאָה בְּמַשָּׂא פְּשִׁיטָא כֵּיוָן דִּנְבֵלָה הִיא מְטַמְּאָה בְּמַשָּׂא. אָמַר רָבָא, הָכִי קָתָנֵי: זוֹ מְטַמְּאָה בְּמַשָּׂא, וְיֵשׁ לְךָ אַחֶרֶת שֶׁהִיא מְטַמְּאָה אֲפִילּוּ בְּאֹהֶל, וְאֵיזוֹ זוֹ? תִּקְרוֹבֶת עֲבוֹדָה זָרָה, וּכְרַבִּי יְהוּדָה בֶּן בְּתִירָא."
Chullin 13b:9,"אִיכָּא דְּאָמְרִי: אָמַר רָבָא, הָכִי קָתָנֵי: זוֹ מְטַמְּאָה בְּמַשָּׂא, וְיֵשׁ לְךָ אַחֶרֶת שֶׁהִיא כָּזוֹ שֶׁמְּטַמְּאָה בְּמַשָּׂא וְאֵינָהּ מְטַמְּאָה בְּאֹהֶל, וְאֵיזוֹ? זוֹ תִּקְרוֹבֶת עֲבוֹדָה זָרָה, וּדְלָא כְּרַבִּי יְהוּדָה בֶּן בְּתִירָא."
Chullin 13b:10,"דְּתַנְיָא, רַבִּי יְהוּדָה בֶּן בְּתִירָא אוֹמֵר: מִנַּיִן לְתִקְרוֹבֶת עֲבוֹדָה זָרָה שֶׁהִיא מְטַמְּאָה בְּאֹהֶל? שֶׁנֶּאֱמַר: ""וַיִּצָּמְדוּ לְבַעַל פְּעוֹר וַיֹּאכְלוּ זִבְחֵי מֵתִים"": מָה מֵת מְטַמֵּא בְּאֹהֶל — אַף תִּקְרוֹבֶת עֲבוֹדָה זָרָה מְטַמְּאָה בְּאֹהֶל."
Chullin 13b:11,"מַתְנִי' הַשּׁוֹחֵט בַּלַּיְלָה, וְכֵן הַסּוֹמֵא שֶׁשָּׁחַט — שְׁחִיטָתוֹ כְּשֵׁרָה."
Chullin 13b:12,"גְּמָ' ""הַשּׁוֹחֵט, דִּיעֲבַד — אִין, לְכַתְּחִלָּה — לָא. וּרְמִינְהִי: לְעוֹלָם שׁוֹחֲטִין, בֵּין בַּיּוֹם וּבֵין בַּלַּיְלָה, בֵּין בְּרֹאשׁ הַגָּג בֵּין בְּרֹאשׁ הַסְּפִינָה!"
Chullin 13b:13,"אָמַר רַב פָּפָּא: בְּשֶׁאֲבוּקָה כְּנֶגְדּוֹ. אָמַר רַב אָשֵׁי: דַּיְקָא נָמֵי, דְּקָתָנֵי הָתָם דּוּמְיָא דְּיוֹם, וְהָכָא דּוּמְיָא דְּסוֹמֵא: שְׁמַע מִינַּהּ."
Chullin 14a:1,"מַתְנִי' הַשּׁוֹחֵט בְּשַׁבָּת וּבְיוֹם הַכִּיפּוּרִים, אַף עַל פִּי שֶׁמִּתְחַיֵּיב בְּנַפְשׁוֹ, — שְׁחִיטָתוֹ כְּשֵׁרָה."
Chullin 14a:2,"גְּמָ' אָמַר רַב הוּנָא, דָּרַשׁ חִיָּיא בַּר רַב מִשְּׁמֵיהּ דְּרַב אֲסוּרָה בַּאֲכִילָה לְיוֹמָא, וְנָסְבִין חַבְרַיָּא לְמֵימַר רַבִּי יְהוּדָה הִיא."
