Index Title,Moed Katan
Moed Katan 8a:18,"D<small>REISSIG</small> T<small>AGE VOR DEM</small> F<small>ESTE</small>. Weshalb dreißig Tage? 
"
Moed Katan 8a:19,"R. Kahana erwiderte im Namen R. Jehudas im Namen Rabhs: Einst hatte jemand Geld für die Wallfahrt reserviert, und als ein Trauerredner an die Tür herankam, nahm seine Frau das Geld und gab es ihm, sodaß jener nicht zur Wallfahrt ziehen konnte. Um diese Zeit bestimmten sie, daß man dreißig Tage vor dem Feste keine Klage und keine Trauer veranstalte. 
"
Moed Katan 8a:20,"Šemuél erklärte: 
"
Moed Katan 8b:1,"Weil der Tote dreißig Tage nicht aus dem Herzen kommt. – Welchen Unterschied gibt es zwischen ihnen? – Wenn [die Trauer] unentgeltlich erfolgt.
"
Moed Katan 8b:2,"<sup>vi</sup> <b>M</b><small>AN DARF AM</small> H<small>ALBFESTE KEINE</small> G<small>RABNISCHEN UND KEINE</small> G<small>RÄBER GRABEN, WOHL ABER DARF MAN AM</small> H<small>ALBFESTE</small> G<small>RABNISCHEN VERVOLLSTÄNDIGEN</small>. M<small>AN DARF AM</small> H<small>ALBFESTE EINE</small> W<small>ASCHGRUBE UND IM</small> H<small>OFE DES</small> T<small>OTEN EINEN</small> S<small>ARG MACHEN.</small> R. J<small>EHUDA VERBIETET DIES, ES SEI DENN, DASS MIT IHM</small> B<small>RETTER VORHANDEN SIND</small>.
"
Moed Katan 8b:3,"GEMARA. Was sind Grabnischen und was sind Gräber? R. Jehuda erwiderte: Grabnischen werden gegraben, Gräber werden gebaut. Ebenso wird auch gelehrt: Folgende heißen Grabnischen und folgende heißen Gräber: Grabnischen werden gegraben, Gräber werden gebaut.
"
Moed Katan 8b:4,"W<small>OHL ABER</small> G<small>RABNISCHEN VERVOLLSTÄNDIGEN</small>. Was heißt vervollständigen? R. Jehuda erwiderte: Ist sie zu lang, so kürzt man sie. In einer Barajtha wurde gelehrt: Länger und breiter machen.
"
Moed Katan 8b:5,"E<small>INE</small> W<small>ASCHGRUBE GRABEN &amp;C</small>. Was heißt Waschgrube? R. Jehuda erwiderte: Ein Teich. Es wird ja aber gelehrt: Waschgrube und Teich!? Abajje, nach anderen R. Kahana, erwiderte: Der Teich und die Teichgrube<sup>119</sup><i class=""footnote"">Die Grube neben dem Teiche zur Aufnahme von überfließendem Wasser.</i>.
"
Moed Katan 8b:6,"I<small>M</small> H<small>OFE DES</small> T<small>OTEN EINEN</small> S<small>ARG.</small> Wir lernen also das, was die Rabbanan [in einer Barajtha] gelehrt haben: Man darf alles verrichten, was für den Toten nötig ist: man schneide ihm das Haar, wasche ihm das Gewand und fertige ihm einen Sarg aus Brettern, die seit vor dem Feste zugeschnitten sind; R. Šimo͑n b. Gamliél sagt, man dürfe auch Holz holen und heimlich in der Wohnung Bretter fertigen.
"
Moed Katan 8b:7,"<b>M</b><small>AN DARF AM</small> H<small>ALBFESTE KEINE</small> F<small>RAU HEIRATEN, WEDER EINE</small> J<small>UNGFRAU NOCH EINE</small> W<small>ITWE, AUCH NICHT DIE</small> S<small>CHWAGEREHE</small><sup>120</sup><i class=""footnote"">Cf. Dt. 25,5ff.</i><small>VOLLZIEHEN, WEIL DIES EINE</small> F<small>REUDE FÜR IHN IST, WOHL ABER SEINE</small> G<small>ESCHIEDENE WIEDERHEIRATEN</small>. 
"
Moed Katan 8b:8,"<sup>vii</sup> E<small>INE</small> F<small>RAU DARF AM</small> H<small>ALBFESTE IHRE</small> S<small>CHÖNHEITSMITTEL GEBRAUCHEN</small>, R. J<small>EHUDA SAGT, JEDOCH KEINEN</small> K<small>ALK AUFTRAGEN, WEIL DIES SIE VERUNZIERT</small>. D<small>ER</small> L<small>AIE DARF AUF GEWÖHNLICHE</small> W<small>EISE NÄHEN, DER</small> H<small>ANDWERKER NUR IN</small> H<small>UNDEZAHN</small>-S<small>TICHEN</small>. M<small>AN DARF DIE</small> B<small>ETT</small>[<small>GURTE</small>]<small> FLECHTEN</small>; R. J<small>OSE SAGT, NUR SPANNEN</small>.
"
Moed Katan 8b:9,"GEMARA. Was ist denn dabei, daß es für ihn eine Freude ist!? R. Jehuda erwiderte im Namen Šemuéls, ebenso sagte R. Elea͑zar im Namen Oša͑jas, und wie manche sagen, R. Elea͑zar im Namen R. Ḥaninas: Man mische nicht zwei Freuden<sup>121</sup><i class=""footnote"">Man gebe sieb ganz der Festfreude allein hin.</i>miteinander. Rabba b. Hona erwiderte: Man würde dann die Festfreude lassen und sich der Freude an seiner Frau hingeben. 
"
Moed Katan 8b:10,"Abajje sprach zu R. Joseph: Das, was Rabba b. Hona gesagt hat, ist von Rabh. R. Daniél b. Qaṭṭina sagte nämlich im Namen Rabhs: Woher, daß man am Feste nicht heirate? Es heißt :<sup>122</sup><i class=""footnote"">Dt. 16,14.</i><i>du sollst dich an deinem Feste freuen</i>, nicht aber an deiner Frau. 
"
Moed Katan 8b:11,"U͑la erklärte: Wegen der damit verbundenen Umstände. R. Jiçḥaq der Schmied erklärte: Wegen Unterlassung der Fortpflanzung<sup>123</sup><i class=""footnote"">Man würde die Hochzeitsfeier auf die Feste aufschieben.</i>. 
"
Moed Katan 8b:12,"Man wandte ein: All diejenigen, von denen sie gesagt haben, sie dürfen am Halbfeste keine Frau heiraten, 
"
Moed Katan 9a:1,"dürfen dies am Vorabend des Festes. Dies ist ja eine Widerlegung aller<sup>124</sup><i class=""footnote"">Die Hochzeitsfeierlichkeiten dauern 7 Tage, sodaß sie in das Fest hineinragen.</i>Erklärungen!? 
"
Moed Katan 9a:2,"Das ist kein Einwand. Nach demjenigen, welcher erklärt, wegen der Freude, [ist zu erwidern:] die Hauptfreude währt nur einen Tag; 
"
Moed Katan 9a:3,"nach demjenigen, welcher erklärt, wegen der damit verbundenen Umstände, [ist zu erwidern:] die Hauptumstände erfolgen nur am ersten Tage; und nach demjenigen, welcher erklärt, wegen der Fortpflanzung, [ist zu erwidern:] wegen des einen Tages schiebt man es nicht auf.
"
Moed Katan 9a:4,"Woher, daß man nicht zwei Freuden miteinander mische? Es heißt: <sup>125</sup><i class=""footnote"">iReg. 8,65.</i><i>so beging Šelomo zu jener Zeit das Fest und ganz Jisraél mit ihm, eine große Versammlung, von da, wo es nach Ḥamath hineingeht, an bis zum Bache Miçrajims, [vor dem Herrn, unserem Gott,] sieben Tage und sieben Tage, [zusammen] vierzehn Tage</i>. Dürfte man zwei Freuden miteinander mischen, so sollte er doch bis zum Feste warten und sieben Festtage aus diesem und aus jenem Anlaß<sup>126</sup><i class=""footnote"">Für das Fest und für die Einweihung des Tempels.</i>veranstalten. – 
"
Moed Katan 9a:5,"Vielleicht warte man nur nicht, wohl aber darf man es, wenn sie zusammentreffen!? – Er könnte etwas<sup>127</sup><i class=""footnote"">Vom Bau des Tempels, bis zum Beginne des Festes.</i>zurücklassen. – 
"
Moed Katan 9a:6,"Man darf ja vom Bau des Tempels nichts zurücklassen!? – Er könnte etwas vom Rabenschutze<sup>128</sup><i class=""footnote"">Dem mit Stacheln versehenen Metallplatten auf dem Dache des Tempels; cf. Bd. I. S. 702 Anm. 180.</i> zurücklassen. – 
"
Moed Katan 9a:7,"Auch der Rabenschutz gehört zum Tempelbau!? – Vielmehr, aus den überflüssigen [Worten] der Schrift<sup>129</sup><i class=""footnote"">Sc. ist dies zu entnehmen.</i>; merke, es heißt ja <i>vierzehn Tage</i>, wozu noch: <i>sieben Tage und sieben Tage</i>? Schließe hieraus, diese besonders und jene besonders.
"
Moed Katan 9a:8,"R. Parnakh sagte im Namen R. Joḥanans: In jenem Jahre hatte Jisraél nicht den Versöhnungstag<sup>130</sup><i class=""footnote"">Der 5 Tage vor dem Hüttenfeste zu feiern ist, während sie ein 7tägiges Fest veranstalten.</i>gefeiert, und sie waren besorgt, die Feinde Jisraéls<sup>131</sup><i class=""footnote"">Euphem. für Jisraél selbst.</i>könnten den Untergang verdient haben. Da ertönte eine Hallstimme und sprach: Ihr seid allesamt für das Leben der zukünftigen Welt bestimmt. – 
"
Moed Katan 9a:9,"Wie eruierten sie dies? – Sie folgerten [einen Schluß] vom Leichteren auf das Schwerere: wenn [die Einweihung] der Stiftshütte, deren Heiligkeit keine bleibende war, und die Opfer eines Einzelnen<sup>132</sup><i class=""footnote"">Die Opfer wurden von den einzelnen Familienhäuptern (Fürsten) dargebracht; cf. Num. Kap. 7.</i>den Šabbath verdrängten, [dessen Entweihung] mit der Steinigung belegt ist, um wieviel mehr verdrängen [die Einweihung] des Tempels, dessen Heiligkeit eine bleibende ist, und das Opfer der Gemeinde den Versöhnungstag, [dessen Entweihung] nur mit Ausrottung belegt ist. – 
"
Moed Katan 9a:10,"Wieso waren sie demnach besorgt? – Da war es für Gott erfolgt, hierbei aber für sie selbst<sup>133</sup><i class=""footnote"">Bei der Einweihung der Stiftshütte wurden die Opfer für Gott dargebracht, bei der Einweihung des Tempels war es ein Volksfest.</i>. – Sollten sie [die Opfer] herrichten, jedoch davon nicht essen und nicht trinken!? – Keine [Fest]freude ohne Essen und Trinken. – 
"
Moed Katan 9a:11,"Woher, daß [die Einweihung] der Stiftshütte den Šabbath verdrängte: wollte man sagen, weil es heißt: <sup>134</sup><i class=""footnote"">Num. 7,12,48.</i><i>am ersten Tage, und am siebenten Tage</i>, so kann es ja der siebente der Opfertage<sup>135</sup><i class=""footnote"">Während am Šabbath die Opferung tatsächlich ausfiel.</i>sein!? R. Naḥman b. Jiçḥaq erwiderte: Es heißt:<sup>136</sup><i class=""footnote"">Num. 7,72.</i><i>am elfte Tage</i>; wie ein Tag ununterbrochen<sup>137</sup><i class=""footnote"">Das überflüssige Wort <span dir=""rtl"">יןס</span> (wörtl. der Tag, der der 11. Tag ist) deutet, daß alle 11 Tage hintereinander gefeiert wurden.</i>, ebenso alle elf Tage ununterbrochen. – 
"
Moed Katan 9a:12,"Vielleicht nur an den Tagen, an denen es zulässig war!? – Es gibt noch einen anderen Schriftvers:<sup>138</sup><i class=""footnote"">Num. 7,78.</i><i>am zwölften Tage</i>; wie ein Tag ununterbrochen, ebenso alle zwölf Tage ununterbrochen. – 
"
Moed Katan 9a:13,"Vielleicht auch hierbei: nur an den Tagen, an denen es zulässig war!? – Wozu sind demnach zwei Schriftverse nötig? – 
"
Moed Katan 9a:14,"Woher, daß [die Einweihung] des Tempels den Versöhnungstag verdrängte: wollte man sagen, weil es <i>vierzehn Tage</i><sup>130</sup><i class=""footnote"">Der 5 Tage vor dem Hüttenfeste zu feiern ist, während sie ein 7tägiges Fest veranstalten.</i>heißt, so waren es vielleicht nur Tage, an denen es zulässig war!? – Dies ist durch [das Wort] <i>Tag</i> zu folgern, das auch dort<sup>139</sup><i class=""footnote"">Bei der Einweihung der Stiftshütte; da erfolgte es nach der obigen Auslegung ununterbrochen.</i> [gebraucht wird].
"
Moed Katan 9a:15,"«Da ertönte eine Hallstimme und sprach: Ihr seid allesamt für das Leben der zukünftigen Welt bestimmt.» Woher, daß er es ihnen vergeben hat? – R. Taḥlipha lehrte :<sup>140</sup><i class=""footnote"">iReg. 8,66.</i><i>Und es geschah am achten Tage, da entließ er das Volk, und sie segneten den König und gingen nach ihren Zelten, fröhlich und guten Mutes, über all das Gute, das der Herr seinem Knechte David und seinem Volke Jisraél erwiesen hat</i>. 
"
Moed Katan 9a:16,"<i>Nach ihren Zelten</i>, sie fanden ihre Frauen im Zustande der Reinheit. <i>Fröhlich,</i> sie hatten vom Glanze der Göttlichkeit genossen. <i>Und guten Mutes</i>, die Frau eines jeden wurde mit einem Knäblein schwanger. <i>Über all das Gute</i>, eine Hallstimme ertönte und sprach zu ihnen: Ihr seid allesamt für das Leben der zukünftigen Welt bestimmt. – 
"
Moed Katan 9a:17,"<i>Seinem Knechte David und seinem Volke Jisraél</i>; allerdings seinem Volke Jisraél, indem er ihnen die Entweihung des Versöhnungstages vergeben hat, inwiefern aber seinem Knechte David? 
"
Moed Katan 9a:18,"R. Jehuda erwiderte im Namen Rabhs: Als Šelomo die Lade in den Tempel bringen wollte, schlossen sich die Tore zusammen. Da sprach Šelomo vierundzwanzig Lobgesänge, jedoch wurde er nicht erhört; hierauf sprach er:<sup>141</sup><i class=""footnote"">Ps. 24,7.</i><i>Erhebet ihr Tore eure Häupter $c.</i>, dennoch wurde er nicht erhört. 
"
Moed Katan 9a:19,"Als er aber sprach :<sup>142</sup><i class=""footnote"">iiReg. 6,42.</i><i>Herr, Gott, weise deinen Gesalbten nicht ab, gedenke doch der Gnade gegenüber deinem Knechte David</i>, wurde er sofort erhört. Nun wurden die Gesichter der Feinde Davids wie die Topfränder, und alle erkannten, daß ihm der Heilige, gepriesen sei er, jene Sünde<sup>143</sup><i class=""footnote"">Den Raub der Frau Uri jas; cf. iiSam. Kap. 11.</i>vergeben hat.
"
Moed Katan 9a:20,"R. Jonathan b. A͑smaj und R. Jehuda, ein Proselytenabkömmling, studierten den Traktat von den Gelübden vor R. Šimo͑n b. Joḥaj. Nachdem sie sich abends von ihm verabschiedet batten, kamen sie am folgenden Morgen zurück und verabschiedeten sich wiederum. Da sprach er zu ihnen: Habt ihr euch denn nicht abends von mir verabschiedet!? 
"
Moed Katan 9a:21,"Jene erwiderten: Du hast uns gelehrt, Meister, daß, wenn ein Schüler sich von seinem Lehrer verabschiedet und in derselben Stadt übernachtet, er sich wiederum von ihm verabschieden müsse. Es heißt nämlich: <i>und es geschah am achten Tage</i><sup>144</sup><i class=""footnote"">Des Festes, der 22. des Monats.</i><i>, da entließ er das Volk, und sie segneten den König</i>, und es heißt :<sup>145</sup><i class=""footnote"">iiChr. 7,10.</i><i>und am dreiundzwanzigsten des siebenten Monats entließ er das Volk</i>; 
"
Moed Katan 9a:22,"hieraus, daß, wenn ein Schüler sich von seinem Lehrer verabschiedet und in derselben Stadt übernachtet, er sich wiederum von ihm verabschieden müsse. 
"
Moed Katan 9a:23,"Da sprach er zu seinem Sohne: Es sind vornehme Leute, gehe zu ihnen hin, damit sie dich segnen. Als er hinkam, traf er sie sich mit folgenden einander widersprechenden Schriftversen befassen. Es heißt:<sup>146</sup><i class=""footnote"">Pr. 4,26.</i><i>wäge die Bahn deines Fuβes, und all deine Wege sollen fest bestimmt sein</i>, dagegen aber heißt es: <sup>147</sup><i class=""footnote"">Ib. 5,6.</i><i>daß du nicht den Weg des Lebens wägst</i>!? 
"
Moed Katan 9a:24,"Das ist jedoch kein Widerspruch; eines gilt von einem Gebote, das auch durch andere ausgeübt werden kann, 
"
Moed Katan 9b:1,"und eines gilt von einem Gebote, das nicht durch andere ausgeübt werden kann. 
"
Moed Katan 9b:2,"Sie saßen und wiesen ferner auf folgenden [Widerspruch] hin; es heißt:<sup>148</sup><i class=""footnote"">Ib. 3,15.</i><i>sie ist kostbarer als Korallen und all deine Angelegenheiten kommen ihr nicht gleich</i>, wohl aber die himmlischen Angelegenheiten, dagegen heißt es:<sup>149</sup><i class=""footnote"">Ib. 8,11.</i><i>keine Angelegenheit kommt ihr gleich</i>, auch himmlische Angelegenheiten kommen ihr nicht gleich!? 
"
Moed Katan 9b:3,"Eines gilt von einem Gebote, das auch durch andere ausgeübt werden kann, und eines gilt von einem Gebote, das nicht durch andere ausgeübt werden kann. 
"
Moed Katan 9b:4,"Alsdann fragten sie ihn: Was wünschest du hier? Dieser erwiderte: Mein Vater sagte zu mir: geh zu ihnen, daß sie dich segnen. Da sprachen sie zu ihm: Möge es [Gottes] Wille sein, daß du säest und nicht erntest, daß du heimbringest<sup>150</sup><i class=""footnote"">Worunter er den Einkauf von Waren ohne Absatz, bezw. die Ausfuhr von Waren ohne Erlös verstand.</i>und nicht fortbringest, fortbringest und nicht heimbringest, daß dein Haus zerstört und dein Absteigequartier bewohnt sei, daß dein Brot in Verwirrung gerate und daß du kein neues Jahr erblickest. 
"
Moed Katan 9b:5,"Als er zu seinem Vater zurückkehrte, sprach er: Nicht allein, daß sie mich nicht gesegnet haben, sie bereiteten mir auch Schmerz. Dieser fragte: Was sprachen sie zu dir? Jener erwiderte: Das und das sprachen sie zu mir. Da sprach dieser: Das sind alles Segnungen. Daß du säest und nicht erntest: daß du Kinder zeugest und sie nicht sterben. Daß du heimbringst und nicht fortbringst: daß du Schwiegertöchter heimführest und deine Söhne nicht sterben, sodaß sie nicht fortgehen. Daß du fortbringest und nicht heimbringest: daß du Töchter zeugest und ihre Männer nicht sterben, sodaß sie nicht zu dir zurückkehren. 
"
Moed Katan 9b:6,"Daß dein Haus zerstört und dein Absteigequartier bewohnt sei: diese Welt ist ein Absteigequartier und jene Welt ist das richtige Wohnhaus, denn es heißt :<sup>151</sup><i class=""footnote"">Ps. 49,12.</i><i>ihr Inneres ist ihr Haus</i>, und man lese nicht: <i>qirbam</i> [Inneres], sondern: <i>qibram</i><sup>152</sup><i class=""footnote"">So auch <i>LXX</i>, wie aber aus unserer Stelle hervorgeht, hatte der urspr. Text <span dir=""rtl"">קרבם</span>.</i>[ihr Grab]. 
"
Moed Katan 9b:7,"Daß dein Brot in Verwirrung gerate: durch viele Söhne und Töchter. Daß du kein neues Jahr erblickest: daß deine Frau nicht sterbe und du keine neue heiratest.
"
Moed Katan 9b:8,"Als R. Šimo͑n b. Ḥalaphta sich von Rabbi verabschiedete, sprach er zu seinem Sohne: Geh zu ihm hin, damit er dich segne. Jener sprach: Möge es [Gottes] Wille sein, daß du nicht beschämst und nicht beschämt wirst. Als er zu seinem Vater zurückkehrte, fragte er ihn: Was sagte er dir? Jener erwiderte: Er sagte zu mir nur gleichgiltige Worte. 
"
Moed Katan 9b:9,"Dieser sprach: Er segnete dich mit demselben Segen, mit dem der Heilige, gepriesen sei er, Jisraél gesegnet und dies auch wiederholt hat, denn es heißt: <sup>153</sup><i class=""footnote"">Jo. 2,26,27.</i><i>ihr sollt reichlich zu essen haben und satt werden und sollt preisen &amp;c. und in alle Zukunft soll mein Volk nimmermehr beschämt werden. Ihr sollt wissen, daß ich inmitten Jisraéls bin &amp;c. und in alle Zukunft soll mein Volk nimmermehr beschämt werden</i>.
"
Moed Katan 9b:10,"E<small>INE</small> F<small>RAU DARF</small> S<small>CHÖNHEITSMITTEL GEBRAUCHEN</small>. Die Rabbanan lehrten: Folgende sind Schönheitsmittel der Frauen: sie darf die Augen schminken, sich frisieren<sup>154</sup><i class=""footnote"">Nach anderen heißt <span dir=""rtl"">פקס</span> schminken.</i>und das Gesicht schminken. Manche sagen, sie dürfe sich unten enthaaren. 
"
Moed Katan 9b:11,"Die Frau Ḥisdas schmückte sich noch in Gegenwart ihrer Schwiegertochter. Da sprach R. Hona b. Henana, der vor R. Ḥisda saß: Dies lehrten sie nur von einer Jungen, nicht aber von einer Alten. 
"
Moed Katan 9b:12,"Dieser erwiderte: Bei Gott, sogar deine Mutter, sogar deine Großmutter, und selbst eine, die am Rande ihres Grabes steht, denn die Leute sagen: Gleich der Sechsjährigen läuft die Sechzigjährige hinter der Pauke her<sup>155</sup><i class=""footnote"">Wenn es Tanz u. Belustigung gibt.</i>.
"
Moed Katan 9b:13,"R. J<small>EHUDA SAGT, JEDOCH KEINEN</small> K<small>ALK AUFTRAGEN. ES</small> wird gelehrt: R. Jehuda sagt, eine Frau dürfe [am Halbfeste] keinen Kalk auf tragen, weil dies sie verunziert; jedoch pflichtet R. Jehuda bei, daß sie den Kalk, den sie noch am Feste entfernen kann, am Feste auf tragen dürfe, denn wenn es ihr auch jetzt unangenehm ist, ist sie später<sup>156</sup><i class=""footnote"">Wenn sie ihn entfernt u. die kosmetische Wirkung erfolgt ist.</i>froh. – 
"
Moed Katan 9b:14,"Hält denn R. Jehuda von dieser Begründung, wir haben ja gelernt: 
"
Moed Katan 9b:15,"R. Jehuda sagt, man dürfe von ihm<sup>157</sup><i class=""footnote"">Von einem Nichtjuden an nichtjüdischen Festtagen; cf. Az. Fol. 2a.</i>eine Zahlung annehmen, weil ihm dies unangenehm ist. Sie sprachen zu ihm: Wenn es ihm jetzt auch unangenehm ist, so ist er später<sup>158</sup><i class=""footnote"">Wenn er die Schuld los ist; RJ. ist also entgegengesetzter Ansicht.</i>froh. 
"
Moed Katan 9b:16,"R. Naḥman b. Jiçḥaq erwiderte: Laß doch die Vorschriften über [Verrichtungen] am Feste; bei allen ist es zuerst beschwerlich, später aber ist man froh. 
"
Moed Katan 9b:17,"Rabina erwiderte: Einem Nichtjuden ist eine Zahlungsleistung immer unangenehm.
"
Moed Katan 9b:18,"R. Jehuda sagte: Wenn die jisraélitischen Töchter vorzeitig entwickelt<sup>159</sup><i class=""footnote"">Cf. Bd. I S. 672 Anm. 56.</i>sind, so bestreicht man sie, wenn sie arm sind, mit Kalk, wenn sie reich sind, mit feinem Mehl, und Fürstentöchter mit Myrrhenöl, wie es heißt :<sup>160</sup><i class=""footnote"">Est. 2,12.</i><i>sechs Monate mit Myrrhenöl.</i> – 
"
Moed Katan 9b:19,"Was heißt Myrrhenöl? R. Hona b. Hija erwiderte: Stakte<sup>161</sup><i class=""footnote"">Cf. Bd. I S. 673 Anm. 58.</i>. R. Jirmeja b. Abba<sup>162</sup><i class=""footnote"">So rieht, in den Parallelstellen u. Handschriften.</i>erwiderte: Öl aus Oliven, die noch kein Drittel [der Reife] erlangt haben. Es wird gelehrt: 
"
Moed Katan 9b:20,"R. Jehuda sagte: Omphakinon<sup>163</sup><i class=""footnote"">Cf. Bd. I. S. 673 Anm. 59.</i>ist ein Öl aus Oliven, die noch kein Drittel [der Reife] erlangt haben. – Wozu schmiert man sich damit? – Weil es das Haar entfernt und die Haut geschmeidig macht.
"
Moed Katan 9b:21,"R. Bebaj hatte eine Tochter, die sich damit jedes Glied besonders salbte, und er erhielt für sie vierhundert Zuz. In seiner Nachbarschaft wohnte ein Nichtjude, der eine Tochter hatte, die sich mit einem Male salbte, und sie starb. Da sprach er: Bebaj hat meine Tochter getötet. R. Naḥman sagte: Die Töchter R. Bebajs, der berauschende Getränke trinkt, benötigen des Salbens, unsere Töchter benötigen des Salbens nicht, da wir keine berauschenden Getränke trinken.
"
Moed Katan 10a:1,"D<small>ER</small> L<small>AIE DARF AUF GEWÖHNLICHE</small> W<small>EISE NÄHEN</small>. Wer heißt Laie? – In der Schule R. Jannajs sagten sie, wer nicht mit einem Male [mehrere Stiche] in der ganzen Länge der Nadel machen kann. R. Jose b. Ḥanina sagte, wer nicht richtig einen Saum am Rande eines Hemdes machen kann.
"
Moed Katan 10a:2,"D<small>ER</small> H<small>ANDWERKER NUR IN</small> H<small>UNDEZAHN-</small>S<small>TICHEN</small>. Was heißt ‘in Hundezahn-Stichen’? R. Joḥanan erklärte: Im Zickzack. Rabba b. Šemuél erklärte: Gleich den Zähnen eines Hundes<sup>164</sup><i class=""footnote"">Die ungleichmäßig sind; die Stiche müssen abwechselnd, von oben und von unten gemacht werden.</i>.
"
Moed Katan 10a:3,"B<small>ETT</small>[<small>GURTE</small>]<small> FLECHTEN.</small> Was heißt ‘flechten’ und was heißt ‘spannen’? – Als R. Dimi kam, sagte er, hierüber streiten R. Hija b. Abba und R. Asi, beide im Namen Ḥizqijas und R. Joḥanans; einer erklärt, ‘flechten’ heiße in der Länge und in der Breite, und ‘spannen’ heiße in der Länge und nicht in der Breite; und einer erklärt, ‘flechten’ heiße in der Länge und nicht in der Breite, und ‘spannen’ heiße sie straff anziehen, wenn sie lose sind. – 
"
Moed Katan 10a:4,"Dem ist ja aber nicht so, R. Taḥlipha b. Šaúl lehrte ja, alle stimmen überein, daß man keine Stricke von vornherein flechten dürfe. Einleuchtend ist nun die Lehre des R. Taḥlipha b. Šaúl, alle stimmen überein, daß man keine Stricke von vornherein flechten dürfe, nach demjenigen, welcher sagt, ‘flechten’ heiße in der Länge und in der Breite, und ‘spannen’ heiße in der Länge und nicht in der Breite; 
"
Moed Katan 10a:5,"wozu aber ist diese Lehre nach demjenigen nötig, welcher erklärt, ‘flechten’ heiße in der Länge und nicht in der Breite, und ‘spannen’ heiße, sie straff anziehen, wenn sie lose sind: wenn schon in der Länge und in der Breite verboten ist, um wieviel mehr Stricke von vornherein flechten!? – 
"
Moed Katan 10a:6,"Ein Einwand. R. Naḥman b. Jiçḥaq sprach zu R. Ḥija b. Abin: Gibt es denn jemand, welcher sagt, ‘flechten’ heiße in der Länge und nicht in der Breite, wir haben ja gelernt: R. Meír sagt, das Bett [werde verunreinigungsfähig], sobald man drei Maschen flicht<sup>165</sup><i class=""footnote"">Es ist dann fertig. Um Maschen zu erzielen, müssen die Stricke in die Länge u. in die Breite gespannt werden.</i>!? – 
"
Moed Katan 10a:7,"Als Rabin kam, erklärte er vielmehr: Über ‘flechten’ streitet niemand, ob dies in der Länge und in der Breite heiße, sie streiten nur über ‘spannen’; einer sagt, ‘spannen’ heiße in der Länge und nicht in der Breite, und einer sagt, dies heiße [die Stricke] straff anziehen, wenn sie lose sind. 
"
Moed Katan 10a:8,"Man wandte ein: Man darf die Bett[gurte] flechten und um so mehr spannen – so R. Meír; R. Jose sagt, nur spannen und nicht flechten; andere sagen, man dürfe nicht einmal spannen. 
"
Moed Katan 10a:9,"Einleuchtend ist es nun nach demjenigen, welcher sagt, ‘spannen’ heiße in der Länge und nicht in der Breite, daß die Anderen auch dagegen streiten, aber sollte denn nach demjenigen, welcher sagt, dies heiße [die Stricke] straff anziehen, wenn sie lose sind, nach den Anderen verboten sein, [die Stricke] straff anzuziehen!? – 
"
Moed Katan 10a:10,"Allerdings, da man [die Tiefung] mit Gewändern ausfüllen kann, so darf man sich nicht bemühen.
"
Moed Katan 10a:11,"<b>M</b><small>AN DARF AM</small> H<small>ALBFESTE EINEN</small> O<small>FEN, EINEN</small> H<small>ERD ODER EINE</small> M<small>ÜIILE AUFSTELLEN;</small> R. J<small>EHUDA SAGT, MAN DÜRFE</small> M<small>ÜHLSTEINE NICHT ERSTMALIG RASPELN.</small> <sup>ix</sup>
"
Moed Katan 10a:12,"GEMARA. Was heißt ‘raspeln’? R. Jehuda erklärte: Rillen machen. R. Jeḥiel erklärte: Das Auge<sup>166</sup><i class=""footnote"">Die Vertiefung in der Mitte des Steines, in die das Getreide fällt.</i>machen. 
"
Moed Katan 10a:13,"Man wandte ein: Man darf am Halbfeste einen Ofen oder eine Mühle aufstellen, nur darf man sie nicht ganz fertig machen – so R. Elea͑zar; die Weisen sagen, man dürfe sie auch ganz fertig machen. R. Jehuda sagte in seinem Namen, man dürfe eine neue aufstellen und eine alte raspeln. Andere sagen, man dürfe überhaupt nicht raspeln. 
"
Moed Katan 10a:14,"Allerdings kann nach demjenigen, welcher sagt, ‘raspeln’<sup>167</sup><i class=""footnote"">Dh. das hierfür im Texte gebrauchte Wort.</i>heiße Rillen machen, dies bei einem alten [Mühlstein] vorkommen, wozu aber braucht man nach demjenigen, welcher sagt, dies heiße, das Auge machen, bei einem alten das Auge zu machen<sup>168</sup><i class=""footnote"">Es gibt ja keinen Mühlstein ohne eine derartige Vertiefung.</i>!? –  Wenn man es ein wenig vergrößern will.
"
Moed Katan 10a:15,"Einst hörte R. Hona von jemandem, daß er am Halbfeste Mühlsteine riffelte; da sprach er: Wer ist es? Möge sein Körper entweiht werden, wie er das Halbfest entweiht. Er ist der Ansicht der Anderen.
"
Moed Katan 10a:16,"R. Ḥama trug vor: Man darf am Halbfeste einen Mühlstein riffeln. Im Namen unseres Meisters sagten sie, man dürfe sogar einem Pferde oder einem Esel, auf dem man reitet, die Hufe beschneiden, 
"
Moed Katan 10b:1,"nicht aber einem Mühlenesel. 
"
Moed Katan 10b:2,"R. Jehuda erlaubte, einem Mühlenesel die Hufe zu beschneiden, eine Mühle aufzustellen, den Mühlenbalken aufzustellen und einen Rinderstall zu bauen. Raba erlaubte, ein Pferd zu striegeln und einen Sitz und ein Podium zu bauen. 
"
