content,base text ref,problem
"<b>ה""ג ור""י בן קסמא שמו אמר תמהני אם לא הוה בה""כ זה ע""ז.</b> הרי דאין לכעוס על דברים הנעשים בבהמ""ד:",JTmock Shekalim 2:5:4,
"<b>וחזר ר""י ואמר הכדין מחבריה.</b> וכי מה אתם מדמין נדון שלפנינו להתם דהתם חברים היו ולא היה להם לכעוס אבל ר""א תלמידי הוא ומותר לי לכעוס עליו:",JTmock Shekalim 2:5:4,
<b>כן צוה יהושע.</b> העיד עליו המקרא שכל מה שעשה מפי משה עשה אפילו מה שאמר סתם שהרי אי אפשר בכל דבר ודבר שאמר יהושע אמר כך אמר משה ואפילו הכי אסהיד קרא דמפי משה הוה אלא שהכל יודעין וכו':,JTmock Shekalim 2:5:4,
"<b>מאי כולי האי.</b> דקפיד על ר""א שלא אמר הלכה משמו:",JTmock Shekalim 2:5:5,
"<b>ומשני דבעי וכו'.</b> שרצה שיאמרו שמועה משמו אף לאחר מיתתו ואם בחייו לא יאמרו משמו כ""ש לאחר מותו:",JTmock Shekalim 2:5:5,
"<b>שיהא חי וקיים לעולמים.</b> בעה""ז הרי אמר הודיעני ה' קיצי ומדת ימי מה היא:",JTmock Shekalim 2:5:5,
<b>רוחשות.</b> נעות:,JTmock Shekalim 2:5:5,
<b>דובב שפתי ישנים.</b> רישיה דקרא וחכך כיין הטוב הולך לדודי למישרים:,JTmock Shekalim 2:5:5,
<b>כומר.</b> כלי שמניחין בו ענבים עד שמתחממין והיין נוח לצאת:,JTmock Shekalim 2:5:5,
<b>דובב.</b> היין רוחש ונע ויוצא למעלה:,JTmock Shekalim 2:5:5,
<b>קונדיטין.</b> כוס של דבש עם יין ופלפלין:,JTmock Shekalim 2:5:5,
<b>חמר עתיק.</b> יין ישן:,JTmock Shekalim 2:5:5,
"<b>אע""ג.</b> שכבר עבר זמן מה ששתה עדיין טעמו בפיו ובהא פליגי מ""ד כמאן דשתה קונדיטון בעינן נמי שעשה מעשים טובים בעה""ז כמו שיש בקונדיטין עוד בשמים טובים אבל אמירת הלכה לחוד לא מהני ומ""ד כמאן דשתה חמר עתיק לעולם מהניא ליה אמירת ההלכה שיהו שפתותיו דובבות בקבר:",JTmock Shekalim 2:5:5,
"<b>ה""ג רב גידל אמר האומר שמועה בשם אומרה וכו'.</b> יראה בעל שמועה כאילו עומד לנגדו שע""י כן יגיד הדבר על אופנו דעיקר הלימוד מרבו בראיית פנים דכתיב והיו עיניך רואות את מוריך:",JTmock Shekalim 2:5:6,
<b>אך בצלם.</b> שעומד לנגדו והיינו צלם של רבו יתנהג האיש האומר השמועה:,JTmock Shekalim 2:5:6,
"<b>ה""ג כתיב רב אדם וכו' זה שאר כל אדם.</b> וה""פ רוב בני אדם יקרא איש תורתו ואינו מקפיד לומר בשם האומרו. ל""א הרב שבאדם כלומר מי שהוא גדול בתורה יקרא כל איש ואיש תורת חסד שהיה על לשונו שיאמרו שמועות משמו מפי השמועה בלבד כן פירש ביפה מראה וראשון נראה לי:",JTmock Shekalim 2:5:6,
"<b>זה ר""ז.</b> שאינו אומר שמועה בשם אדם אלא א""כ נתאמת לו מי אמרה:",JTmock Shekalim 2:5:6,
"<b>ה""ג דאמר ר""ז לית אנן צריכין חוששין לשמעתתיה דרב ששת.</b> וכ""ה בפ""ק דשבת וה""פ אין אנו צריכין לחוש לשמועות שאמר רב ששת בשם הגדולים:",JTmock Shekalim 2:5:6,
"<b>דהוא גברא מפתחא.</b> שעיניו סתומות וכמו שקורין לסומא סגי נהור כך קורין אותו מפתחא לשון פתוח וכיון שאינו יכול לראות האנשים ששומע מפיהם ואפשר שמא איניש אחרינא והוא טועה בטביעת קלא כן פירש בי""מ ולי נראה כיון שאינו רואה אינו יכול לכוון הדברים שהרי אי אפשר לו לאמרה כאילו בעל השמועה עומד לנגדו שהרי לא ראה אותו מעולם הלכך אין סומכין עליו בזה:",JTmock Shekalim 2:5:6,
"<b>ה""ג חכים ר' לבר פדה דאת אמר שמעתא משמיה.</b> וה""פ וכי מכיר אתה לבר פדה שאתה אומר שמועה משמו שמא המגידים לך משמו משקרים. ל""א שמא בר פדה לא אמרה אלא איניש אחרינא אמרה:",JTmock Shekalim 2:5:6,
"<b>א""ל ר""י אמרה משמיה.</b> וחזקתו שאינו משקר:",JTmock Shekalim 2:5:6,
<b>אין דור שאין בו ליצנים.</b> משום דבעי מימר שבדורו של דוד היו ליצנים והוא היה שמח במיתתו לכך מייתי ליה הכא:,JTmock Shekalim 2:5:7,
"<b>אימת יבנה בה""מ.</b> משום דהקב""ה אמר לו רק אתה לא תבנה הבית נמצא חיי דוד מעכבין בנין בה""מ והיו אומרים מתי ימות ויבנה ביהמ""ק:",JTmock Shekalim 2:5:7,
<b>יבא עלי.</b> לשון שבועה הוא יבא עליו כך וכך אם לא שכדבריו כן הוא:,JTmock Shekalim 2:5:7,
"<b>שמחתי באומרים לי בית ה' נלך.</b> אע""ג שמיתתו תלויה בו כמו שמצינו במשה במלחמת מדין:",JTmock Shekalim 2:5:7,
"<b>והיה כי ימלאו ימיך וכו'.</b> קרא יתירא הוא דה""מ למכתב והיה כי תשכב או כי תלך אל אבותיך והיה כי ימלאו ימיך ל""ל:",JTmock Shekalim 2:5:7,
"<b>ימים שלימים אני מונה לך.</b> אע""ג שע""י אריכת ימיו מתעכב בנין הבית אני ממלא לך שנותיך מיום ליום שמעשיו חביבין לפני הקב""ה מבנין בה""מ:",JTmock Shekalim 2:5:7,
<small>הדרן עלך מצרפין שקלים</small>,JTmock Shekalim 2:5:7,
מתני' <b>בשלשה פרקים בשנה תורמין את הלשכה.</b> שבה היו נותנין כל השקלים ותורמין ממנה ג' קופות כדתנן בסיפא:,JTmock Shekalim 3:1:1,
"<b>בפרוס הפסח.</b> ט""ו יום קודם המועד ובגמרא מפרש:",JTmock Shekalim 3:1:1,
"<b>והן גרנות של מעשר בהמה.</b> ג' פרקים אלו הן ג' גרנות של מעשר בהמה שזמנים אלו קבעו חכמים לעשר הבהמה שנולדו וכמו שהגורן קובעת למעשר דגן כך זמנים אלו קובעות לאסור הבהמות שנולדו באכילה עד שיעשר אבל קודם הפרק מותר לאכול אע""פ שלא עישר וטעם שקבעו חכמים ג' זמנים אלו וגם במאי פליגי הני תנאי מפרש בגמרא:",JTmock Shekalim 3:1:1,
"גמ' <b>כל הן דתנינן.</b> כל היכא דתנן פרס פירושו המחצה וה""נ המחצה משלשים יום שקודם המועד שדורשין בהלכות המועד:",JTmock Shekalim 3:1:2,
<b>מפני שהן פרקי לידה.</b> הא דתנן והן גרנות למעשר בהמה היינו טעמא לפי שבזמנים הללו הבהמות יולדות שיש בהמות שמבכירות לילד קודם פסח ויש בהמות שמאחרות עד בין פסח לעצרת ויש שמאחרות עד בין העצרת לחג:,JTmock Shekalim 3:1:3,
<b>כדי שתהא בהמה מצויה לעולי רגלים.</b> דכיון דאין זמן לעשר הבהמות עד פרוס הרגלים משהי אינשי בהמתם עד אותו זמן דלא לישחטינהו עד שיעשרם בזמן הגורן שהוא סמוך לרגל ונמצא שיהו בהמות מצויות לעולי רגלים ליקח מהן בין לאכילה בין לקרבנות:,JTmock Shekalim 3:1:3,
"<b>שלא יבא לידי בל תאחר.</b> שמתוך שהוא תורם סמוך לרגלים לא ישכח מלהקריבן א""נ אם לא יעשר כל פעם סמוך לרגל כי אם בפעם אחת יעשר כל בהמותיו לא יביא כל מעשרותיו ברגל הראשון לירושלים כי רב ממנו לאכלם ברגל אחד ומתוך כך הוא משהה אותן בביתו ויבא לידי בל תאחר:",JTmock Shekalim 3:1:3,
"<b>כל המשהה טבלו עובר.</b> מפרש דעובר על בל תאחר היינו לפי שהוא משהה טבלו דמיד בפרקי לידה חייב לעשר ואע""ג דקודם הגורן מותר למכור ולשחוט כדתנן בבכורות פרק בתרא מ""מ משהגיע הגורן ויש לו הרבה בהמות ה""ל כטבל מדרבנן א""נ בלשון קושיא קאמר וכי המשהה טבל זה עובר והראשון נראה:",JTmock Shekalim 3:1:3,
<b>תמן תנינן.</b> בבכורות פרק מעשר בהמה:,JTmock Shekalim 3:1:3,
"ה""ג ר""א ור""ש אומרים באחד בתשרי בן עזאי וכו':",JTmock Shekalim 3:1:3,
<b>האלוליים.</b> אותן שנולדו באלול אין מתעשרין לא עם בני תשרי ולא עם בני אב וטעמיה מפרש בסמוך:,JTmock Shekalim 3:1:3,
<b>עד כאן.</b> עד אלול נמשך שהאחרונות יולדות מן אותן שנתעברו קודם ניסן דבהמה דקה עיבורה חמשה חדשים:,JTmock Shekalim 3:1:3,
<b>מכאן ואילך.</b> לאחר אלול הן מאותן שנתעברו לאחר ניסן והוה להו חדשות:,JTmock Shekalim 3:1:3,
"<b>לבשו כרים הצאן.</b> מקרא הוא בספר תהלים לבשו כרים הצאן ועמקים יעטפו בר יתרועעו אף ישירו וה""ק לבשו כרים הצאן מתלבשות הכבשים שמתעברות:",JTmock Shekalim 3:1:3,
<b>אלו הבכירות.</b> שמתעברות מיד:,JTmock Shekalim 3:1:3,
"<b>ועמקים יעטפו בר.</b> ואיכא נמי צאן שמתעברות בזמן שעמקים יעטפו בר והזריעה ניכרת יפה יפה והיינו בניסן ואע""ג דגם באדר ניכר הזריעה מ""מ באפלייתא אין הזריעה ניכרת יפה אלא בניסן:",JTmock Shekalim 3:1:3,
<b>אלו ואלו נכנסין לדיר להתעשר.</b> דמפרש יתרועעו לשון רעים וישירו כאילו כתיב יעשירו וקאמר דנעשו ריעים ויעשירו אלו עם אלו:,JTmock Shekalim 3:1:3,
"<b>הואיל ואלו אומרין כך וכו'.</b> רמ""א באחד באלול ור""א ור""ש אומרים באחד בתשרי ואין אנו יודעים הלכה כמאן הלכך יהו האלולים וכו':",JTmock Shekalim 3:1:3,
"ה""ג הא כיצד נולדו לו חמשה באב וה' באלול או ה' באלול וה' בתשרי אין מצטרפין:",JTmock Shekalim 3:1:3,
"<b>ה""ג נולדו לו ה' בתשרי וה' באב מצטרפין.</b> וה""פ ה' באב שלאחר תשרי מצטרפין ואף ע""ג דמפסקי גרנות שתקנו חכמים:",JTmock Shekalim 3:1:3,
"ופריך <b>ובן עזאי מכריע על דברי תלמידיו.</b> שהרי ר""מ ור""ש היו לאחר בן עזאי:",JTmock Shekalim 3:1:3,
<b>שכן נחלקו עליה אבות העולם.</b> תנאים הראשונים:,JTmock Shekalim 3:1:3,
"<b>ר""י ור""ע.</b> ועליהם אמר בן עזאי הואיל ואלו וכו' ומכריע דבריהם:",JTmock Shekalim 3:1:3,
"<b>זאת אומרת.</b> שבן עזאי תלמיד חבר היה לר""ע:",JTmock Shekalim 3:1:3,
"<b>אין תימר שר""ע היה רבו של בן עזאי וכי אדם אומר על דברי רבו הואיל ואלו כו'.</b> ומכריע דבריו:",JTmock Shekalim 3:1:3,
"<b>שמע לה מן הדא.</b> שתלמיד חבר היה לר""ע:",JTmock Shekalim 3:1:3,
<b>אמר לו בן עזאי וכו'.</b> מתניתין בבבא בתרא פרק מי שמת:,JTmock Shekalim 3:1:3,
<b>אלא שבאת.</b> ולא קאמר שבא:,JTmock Shekalim 3:1:3,
<b>תמן תנינן.</b> בבכורות פרק מעשר בהמה:,JTmock Shekalim 3:1:4,
"<b>כל הנולדים באחד בתשרי.</b> אתאן לר""א ור""ש דאמרו באחד בתשרי ר""ה למעשר בהמה:",JTmock Shekalim 3:1:4,
<b>מצטרפין.</b> לכנסן לדיר אחד:,JTmock Shekalim 3:1:4,
<b>לפני הגורן.</b> מאלו שלש גרנות שאין הגורן מפסיק:,JTmock Shekalim 3:1:4,
"<b>לא כחנט.</b> לא כאילנות דאזלינן בהו לענין מעשר בתר חנטה כל שחנטו פירותיו קודם ט""ו שבט מתעשר לשנה שעברה:",JTmock Shekalim 3:1:4,
"<b>ולא כשליש.</b> כתבואה וזתים דאזלינן בהו בתר שליש והיינו כשעת גמרן דמשהביאו שליש ראוין לאכילה ע""י הדחק:",JTmock Shekalim 3:1:4,
"<b>אין תימר כחנט.</b> דאזלינן בהו בתר חנטה ה""ל למתני כל המעוברין מעשרים ותשעה באלול ואילך הן החדשות:",JTmock Shekalim 3:1:4,
"<b>אין תימר כשליש.</b> א""כ אף במעשר בהמה אזלינן בתר גמרן שהן ראוין להקרבה ניתני כל הנולדים עד כ""ב בו. דהיינו הנולדים שבעה ימים קודם ר""ה אבל הנולדים אח""כ אינן ראוין להקרבה בשנה זו דהא כתיב מיום השמיני והלאה תתנו לי:",JTmock Shekalim 3:1:4,
"<b>כשליש עשו אותו.</b> ודקשיא לך ליתני עד כ""ב בו מתניתין ר""ש היא דסובר מחוסר זמן דהיינו קודם שבעה נכנס לדיר להתעשר:",JTmock Shekalim 3:1:4,
"<b>את אמר הדא מילתא.</b> דמתניתין ר""ש היא:",JTmock Shekalim 3:1:4,
"<b>האלוליים מתעשרות בפני עצמן.</b> מאי לאו הנולדים עד כ""ט באלול מיקרי אלוליים וכי אפשר לך לומר דבן עזאי סובר כר""ש ולא כרבנן דפליגי על ר""ש וסברי דמחוסר זמן אינו נכנס לדיר אלא ודאי הכל אזיל בתר לידה וזה גמרו כמו תבואה ואע""ג שאינן ראויין להקרבה:",JTmock Shekalim 3:1:4,
"<b>כמה דאת אמר וכו'.</b> וכמו דאמרת לרבנן דאותן שנולדו מכ""ב אלול עד ר""ה הן מתעשרין לאחר ר""ה עם אותן שנולדו קודם ר""ה ה""נ לבן עזאי דסובר דאלוליים מתעשרות בפני עצמן מ""מ גורנן לא הוה עד פסח הבא כיון דלדידיה מספקא ליה דלמא מתחיל מאלול ואין להם גורן עד פסח מיהו אז מתעשרין עם האלוליים:",JTmock Shekalim 3:1:4,
"<b>זאת אומרת.</b> מדמצרפינן לרבנן כל הנולדים בתוך השנה שעברו אף ע""ג דנולדים בסוף השנה והם מחוסרי זמן שמעינן דאף בבכור מתחילין שנתו מיום הולדו וימים שהוא מחוסר זמן בהן מצרפינן לשנה:",JTmock Shekalim 3:1:4,
<b>כל הבכור אשר יולד.</b> תקדיש לה' אלהיך:,JTmock Shekalim 3:1:4,
<b>הא כיצד.</b> שיקדיש בכור הלא ממעי אמו הוא קדוש אלא ללמד מכי יולד תתחיל למנות קדושתו דשנתו מתחיל מיום שנולד:,JTmock Shekalim 3:1:4,
"מתני' <b>תורמין את הלשכה.</b> נוטלין הממון מתוך הקופות הגדולות שתרמו בהן בר""ח ניסן והן היו כל אחת של ט' סאין ובכל מועד היו תורמין מאלו קופות בקופות קטנות של ג' סאין וכתוב על אלו הג' קופות שמחזקת כל אחד מהן ג' סאין א' ב' ג' כדי שיספקו ממנה לקרבנות ציבור עד שתכלה ואח""כ מן השניה ואחר כן מן הג':",JTmock Shekalim 3:2:1,
<b>יונית כתוב עליהן.</b> היו רגילים ביוונית דכתיב יפת אלהים ליפת וישכון באהלי שם יפיפיותו של יפת ישכון באהלי שם ואין לך לשון יפה בבני יפת כמו היוונית:,JTmock Shekalim 3:2:1,
<b>פרגוד חפות.</b> כשהמלבוש ארוך וכופלין אותו מלמטה אותו הכפל קרוי פרגוד חפות ואין התורם נכנס עם השפה הכפולה ההיא שלא יחשדוהו שנתן בתוכה ממעות הלשכה:,JTmock Shekalim 3:2:1,
<b>ולא בתפילין ולא בקמיע.</b> שלא יאמרו התיר התפר ונתן בתוכן מעות:,JTmock Shekalim 3:2:1,
גמ' <b>כמה הוא שיעורן של קופות.</b> אהא דתנן בפ' מפנין אפילו ד' וה' קופות של תבן וכו' קאי כמה מדות תהא מכילה הקופה:,JTmock Shekalim 3:2:2,
"<b>נלמד סתום מן המפורש.</b> דבמתניתין תנן בקופות של ג' ג' סאין היו תורמין ה""ה קופות דמפנין בשל ג' סאין איירי:",JTmock Shekalim 3:2:2,
"<b>תני בג' קופות וכו'.</b> על אותן קופות שתרמו בהן בראשונה מן הלשכה קאי וכדפרישית במתניתין וקאמר שהן היו של ט' סאין כל אחת ומהן היו תורמין ג' פעמים ג' קופות של ג' ג' סאין כפירוש הרמב""ם:",JTmock Shekalim 3:2:2,
<b>לומר ליסתפק וכו'.</b> כדפרישית במתניתין:,JTmock Shekalim 3:2:2,
<b>תמן תנינן.</b> בשבת פרק המוציא יין כמה הוא שיעורן של כוסות. כוס הנזכר במתניתין כמה שיעורו:,JTmock Shekalim 3:2:3,
"<b>ישנן רביעית של יין האיטלקי.</b> דלכל כוס סגי ברובע רביעית יין כדי שימזגנו ויעמוד על רביעית דכל חמרא דלא דרי על [חד] תלת מיא לאו חמרא ה""ה כוס דמתניתין בכוס של רובע רביעית איירי:",JTmock Shekalim 3:2:3,
<b>מזוג בכמה.</b> יהא חייב מי בעינן רביעית שלם או סגי בכדי גמיעה (בפחות מזה):,JTmock Shekalim 3:2:4,
"<b>מים רי""א כדי מזיגת הכוס.</b> והיינו ג' חלקי רביעית ה""נ במזוג שיעור בכדי גמיעה:",JTmock Shekalim 3:2:4,
"(אמר המגיה ובמסכת שבת כתב הבעל קרבן עדה וז""ל הדא אמרה מזוג כדי מזיגת הכוס. וה""פ כדרך בני אדם למזוג והיינו רביעית שלם דאי ס""ד בפחות מרביעית א""כ ביין סגי בפחות מרובע רביעית שהרי אם ימזגנו עם מים יהיה לו שיעור חשוב אלא ודאי דרביעית שלם בעינן):",JTmock Shekalim 3:2:4,
<b>כמה הוא שיעורן של כוסות.</b> אנו שאין ידוע לנו שיעורו של רביעית האיטלקי במה נשער כוס של פסח:,JTmock Shekalim 3:2:4,
<b>טיטרטון ורביע.</b> מדה ששמה טיטרטון כולה ועוד רביעית המדה הזאת תוסיף עליה ותמצא רביעית של תורה שלם:,JTmock Shekalim 3:2:4,
<b>מהו לשתותן.</b> כל הארבע כוסות בכרך אחד בזה אחר זה בלי הפסק בינתים:,JTmock Shekalim 3:2:5,
"<b>בהלל.</b> של לילי פסחים אם שמעה בבית הכנסת שכך היה מנהגם לומר הלל בלילי פסחים בבה""כ זכר למקדש שאמרו הלל בשעת עשיית הפסח בבה""מ וקאר""י אם כיוון לבו לצאת בקריאה זו יצא וא""צ לאומרו עוד בביתו:",JTmock Shekalim 3:2:5,
<b>הדא אמרה.</b> זאת אומרת שאם שתאן בבת אחת יצא שהרי אין דבר מפסיק בין שלישי לרביעי:,JTmock Shekalim 3:2:5,
<b>מהו לשתותן מפוסקין.</b> פירוש מהו שיהא מותר להפסיק בשתיית כוס אחד כמה פעמים:,JTmock Shekalim 3:2:5,
"ה""ג כלום אמרו שישתה לא שישתכר:",JTmock Shekalim 3:2:5,
<b>אם שותה הוא מפוסקין אף הוא אינו משתכר.</b> אבל אם ישתה בפעם אחת דוקא הוא משתכר דיין מגרונו שבע:,JTmock Shekalim 3:2:5,
"<b>מהו לצאת ביין של שביעית.</b> כיון דלא קרינן ביה לכם וקס""ד דארבע כוסות בעינן לכם כמו מצה וכי היכא דאין יוצאין במצה כן אין יוצאין בארבע כוסות או לא:",JTmock Shekalim 3:2:5,
<b>בקונדיטין.</b> יין שיש בו בשמים:,JTmock Shekalim 3:2:5,
<b>מהו לצאת מזוגין.</b> יותר מג' חלקים:,JTmock Shekalim 3:2:5,
<b>והוא שיהא בהן טעם יין.</b> משמע דאפי' עד ששה חלקים מים יוצאין בו:,JTmock Shekalim 3:2:5,
"<b>ה""ג מבושל כדי תבל.</b> צריך שיהא מבושל שיתן בו הבישול טעם כתבלין אבל מבושל יותר מדאי לא:",JTmock Shekalim 3:2:5,
<b>וחזיק רישיה.</b> וכאיב ליה ראשו עד עצרת לכך הכשיר במבושל שאינו מזיק כל כך:,JTmock Shekalim 3:2:5,
<b>חמתיה וכו'.</b> ראתה אותו אשה אחת משרי ארמיים שפניו מאירין:,JTmock Shekalim 3:2:6,
<b>חדא מן תלת וכו'.</b> א' מג' דברים אלו בך:,JTmock Shekalim 3:2:6,
<b>או מלוה בריבית.</b> שאין לו דאגת פרנסתו:,JTmock Shekalim 3:2:6,
<b>או מגדל חזירין.</b> שמרויח הרבה:,JTmock Shekalim 3:2:6,
"<b>אלא אילפני שכיח לי.</b> תלמודי מצוי בידי. ל""א שמצוי לו לחדש דברים בתורה והן מאירין פניו:",JTmock Shekalim 3:2:6,
<b>חמוניה.</b> ראו אותו:,JTmock Shekalim 3:2:7,
<b>אשכח רבי אבהו.</b> מציאה לכך פניו צהובין:,JTmock Shekalim 3:2:7,
<b>תוספתא עתיקתא.</b> תוספתא ישנה שלא ראה אותה מימיו מצא וראה בה דברים חדשים ושמח בה:,JTmock Shekalim 3:2:7,
<b>לוג דאורייתא.</b> לוג הכתוב בתורה:,JTmock Shekalim 3:2:8,
<b>תמונתא וכו'.</b> מדה הישנה שמודדין בה המורייס בצפורי:,JTmock Shekalim 3:2:8,
"<b>חכים אנא לה.</b> מכיר אני המדה הזאת ודבית רבי ינאי מודדין בה דבש. ה""ג ודבית רבי ינאי:",JTmock Shekalim 3:2:8,
<b>חצי שמינית.</b> מדת טבריה הישנה היא רביעית של תורה:,JTmock Shekalim 3:2:8,
<b>הדא דידן הוות.</b> מדה שהיתה לנו מקדמית:,JTmock Shekalim 3:2:8,
"<b>ה""ג ולמה לא קרי לה עתיקתא.</b> שהרי בזמן ההוא לא היתה המדה ההיא וכבר עברה והל""ל הדא עתיקתא כדאמר ר""ח דאף ר""י היה במקומו של ר""ח:",JTmock Shekalim 3:2:8,
"<b>ומשני בגין דהוות ביומוי.</b> אע""ג דכבר עברה מ""מ אין לקרותה ישנה כיון שהיתה בימיו:",JTmock Shekalim 3:2:8,
"<b>ה""ג אית דאמרי דהוות זעירא ורבת וזערת ולא זערת כמה דהוות.</b> וה""פ בא לתרץ ולמה אמר ר""ח עתיקתא משום שנפחתה מרביעית ואח""כ הוסיפו עליה ואוקמוה ארביעית ואח""כ פחתו אותה ולא פחתו אותה כבראשונה וזה היה בימי ר""י הלכך לא מצי למימר עתיקתא דס""ד אמידה הפחותה קאמר ואי הוי הפחת בפעם שני כמו בראשונה שפיר המ""ל עתיקתא דאין לטעות דאמידה שנפחתה קאמר דא""כ הל""ל הא דאית לן השתא היא מדה רביעית וע""כ היינו מפרשין דאמידה גדולה קאמר אבל השתא דהמדה קטנה שבימיו לא היתה בשוה להמדה הקטנה שהיתה בראשונה ודאי איכא למטעי דעל הראשונה הפחותה נאמר עתיקתא לכך קאמר הדא דידן הוה כלומר דהוות ביומוי קודם ולזו שהיה להן עכשיו וליכא למיטעי:",JTmock Shekalim 3:2:8,
"<b>ה""ג תני יבש בכזית דברי רבי נתן.</b> וה""פ אם הוציא לרה""ר יין יבש שנקרש כזית חייב דמעיקרא הוי רביעית והא דבעינן רביעית שלם בקרוש ולא סגי רביעית משום דקרוש לאו בר מזיגה הוא:",JTmock Shekalim 3:2:8,
"<b>אתיא דר""נ.</b> דאמר אף ביין רביעית בעינן כר""ש דמתניתין דאמר כולן ברביעית ולית ליה לר""י הא דאמרינן בסמוך דקרוש לאו בר מזיגה הוא:",JTmock Shekalim 3:2:8,
<b>וטהרו דמה משום נבילה.</b> שלא היה בו רביעית וכל שאינו רביעית לכשיקרש לא יהיה בו כזית ואין בו טומאת נבילה:,JTmock Shekalim 3:2:9,
<b>עד כמה.</b> דם היה בה שטהרו אותו משום נבילה:,JTmock Shekalim 3:2:9,
<b>ולא אשגח ביה.</b> ולא השיב לו ר' סימון דבר:,JTmock Shekalim 3:2:9,
"ה""ג ושאל לרבי יב""ל וא""ל וכו':",JTmock Shekalim 3:2:9,
"<b>ה""ג ובאש לר""א על דלא וכו'.</b> והרע לר""א על ר' סימון על שלא השיב לו על שאלתו:",JTmock Shekalim 3:2:9,
<b>מתני הדין עובדא.</b> סיפר המעשה (שחטו) [שמתה] הפרדות של בית רבי וטהר דמה משום נבילה:,JTmock Shekalim 3:2:9,
"<b>א""ל ר""י בר ביסנא לר' סימון.</b> בדרך שאלה אם עד רביעית הוא דטיהרו אבל יותר מכאן טמא או אפילו יותר מרביעית טהור:",JTmock Shekalim 3:2:9,
"<b>ובעט ביה.</b> רבי סימון ודחף אותו בסנדלו. ל""א גער בו:",JTmock Shekalim 3:2:9,
"<b>א""ל ר""ז.</b> לר' סימון משום דשאל לך דבר תורה את מינזף ביה בתמיה:",JTmock Shekalim 3:2:9,
"<b>א""ל.</b> הא דלא השבתי לו כהוגן שלא היתה דעתי מיושבת בעת ההיא:",JTmock Shekalim 3:2:9,
<b>זה שלוקח חטים לשנה.</b> שאין לו קרקע לזרוע והיינו חייו תלואים שאינו יודע אם יהיו לו מעות לשנה הבאה:,JTmock Shekalim 3:2:9,
"<b>ה""ג סדקי.</b> מוכר תבואה למי שאין לו וזה הלוקח אופה משבת לשבת ולילה ויומם רמז לשבת שהיום הולך אחר הלילה:",JTmock Shekalim 3:2:9,
<b>זה הלוקח מן הפלטר.</b> מן הנחתום שאולי לא יהא לו לנחתום למכור:,JTmock Shekalim 3:2:9,
<b>ואנא אפלטר סמיך.</b> ואין דעתי מיושבת עלי להשיב לו:,JTmock Shekalim 3:2:9,
"<b>ה""ג ומאי כדון.</b> מאי הוי עלה אם יותר מרביעית טמא או טהור:",JTmock Shekalim 3:2:9,
"<b>העיד ריב""ב.</b> מתניתין היא בפ""ו דעדיות:",JTmock Shekalim 3:2:9,
"<b>על דם נבלות שהוא טהור.</b> וקס""ד טהור לגמרי קאמר אפילו ביותר מרביעית:",JTmock Shekalim 3:2:9,
"ופריך <b>מהו טהור.</b> שהוא טהור להכשיר הזרעים שאינו מכשיר אלא דם השותת בשעת שחיטה אבל לטמא מודה ריב""ב שדם נבלות מטמא:",JTmock Shekalim 3:2:9,
"<b>ומשני תמן תנינן.</b> במכשירין פ""ו:",JTmock Shekalim 3:2:9,
"<b>ואין לנו כיוצא בו.</b> וקס""ד שאין לנו דם כיוצא שאינו מכשיר ומטמא ש""מ דם נבלה אפילו טמויי לא מטמא:",JTmock Shekalim 3:2:9,
"<b>ה""ג ואין לנו כיוצא בו כשיעור טומאתו וכו'.</b> וה""פ דקשיא ליה דלמא הא דאינו כיוצא בו היינו לענין שיטמא הדם כבשרו אלא השרץ שדמו נמי מטמא בכעדשה ואפילו הדם צלול אבל דמו של נבלה מיהו מטמא כשהוא רביעית וטומאתו מדרבנן דרביעית כשיקרוש יעמוד על כזית ומתחלף בנבלה ממש:",JTmock Shekalim 3:2:9,
"<b>מ""ד טמא.</b> והיינו ריב""ל דלעיל כר""י דאמר בפ""ד דעדיות שב""ה מטמאין דם נבלה:",JTmock Shekalim 3:2:9,
"<b>ומ""ד טהור.</b> דהיינו מתניתין דמכשירין כר""י בן בתירא:",JTmock Shekalim 3:2:9,
"<b>ה""ג א""ל רב אבדומי דמן נחותה יאות.</b> ושפיר קאמרת דר""י הוא דמטמא דרבי יהודה מורה הוראות דבי נשיאה הוי שהרי פרדות של בית רבי היה ור""י הורה דיתר מרביעית טמא כשמעתתיה:",JTmock Shekalim 3:2:9,
"<b>קווץ.</b> מי שהוא בעל שיער לא יתרום שמא יביא בשערו וקווץ הוא מלשון קווצותיו תלתלים ורמב""ם פירש עני ונבהל להון מלשון קצתי בחיי:",JTmock Shekalim 3:2:10,
"<b>היו מפספסין בקילקין.</b> היו משפשפין בשיער התורם אם היו שערותיו דבוקים מחמת זיעה וצואה. ל""א קילקי הוא חלוק של צמר שיש לו נימין וכשהיה התורם לבוש בחלוק כזה היו מפרידין אותן הנימין שלא יחשדנו שהטמין המעות בתוכו:",JTmock Shekalim 3:2:10,
<b>מדברין היו עם התורם.</b> כדי שלא יתן דבר בתוך פיו:,JTmock Shekalim 3:2:10,
ופריך <b>וימלא פומיה מוי.</b> היה לו למלאות פיו מים ולא היו צריכין לדבר עמו:,JTmock Shekalim 3:2:10,
<b>מפני הברכה.</b> שחייב התורם לברך על התרומה כדרך שמברכין על הפרשת תרומת הגורן:,JTmock Shekalim 3:2:10,
