Index Title,Menachot
Menachot 10a:12,"Er<sup>385</sup><i class=""footnote"">Der den folgenden Einwand richtete.</i>glaubte, es sei ‘Finger’ und ‘Priester’ erforderlich, wie es heißt:<sup>386</sup><i class=""footnote"">Lev. 4,25.</i><i>der Priester nehme mit seinem Finger vom Blute des Sündopfers</i>, und zwar ist dies<sup>387</sup><i class=""footnote"">Daß unter ‘Finger’ der der rechten Hand zu verstehen ist.</i>vom Aussätzigen zu folgern, denn es heißt:<sup>388</sup><i class=""footnote"">Lev. 14,16.</i><i>der Priester tauche seinen rechten Finger ein</i>. Beim Abheben des Haufens<sup>389</sup><i class=""footnote"">Vom Speisopfer.</i>heißt es ja nur ‘Priester’, dennoch haben wir gelernt, wenn man ihn mit der Linken abgehoben hat, sei es untauglich!? 
"
Menachot 10a:13,"Raba erwiderte: Entweder ‘Finger’ oder ‘Priester’<sup>390</sup><i class=""footnote"">Auch wenn eines dieser Worte genannt ist, muß es mit der rechten Hand erfolgen.</i>. 
"
Menachot 10a:14,"Abajje sprach zu ihm: Beim Hinbringen der Opferstücke zur Altarrampe heißt es ja nur ‘Priester’, denn es heißt:<sup>391</sup><i class=""footnote"">Lev. 1,13.</i><i>der Priester soll alles hinbringen und auf dem Altar aufräuchern</i>, und der Meister sagte, damit sei das Hinbringen der Opferstücke zur Altarrampe gemeint, dennoch haben wir gelernt: er nahm den rechten Fuß<sup>392</sup><i class=""footnote"">Des Opfertieres, beim Hinbringen zur Altarrampe.</i>in die Linke mit der Hautseite nach außen!? – 
"
Menachot 10a:15,"Nur bei Verrichtungen, von denen die Sühne abhängt, sagen wir, sei entweder ‘Finger’ oder ‘Priester’ ausreichend. – 
"
Menachot 10a:16,"Die [Blut]aufnahme ist ja eine Verrichtung, von der die Sühne abhängt, auch wird dabei ‘Priester’ genannt, denn es heißt<sup>393</sup><i class=""footnote"">Lev. 1,5.</i>diß <i>Söhne Ahrons, die Priester, sollen das Blut heranbringen</i>, das ist die Blutaufnahme, dennoch haben wir gelernt, wenn man [das Blut] mit der Linken aufgenommen hat, sei es untauglich, und nach R. Šimo͑n tauglich!? – 
"
Menachot 10a:17,"Du sprichst von R. Šimo͑n, nach R. Šimo͑n ist beides erforderlich. – 
"
Menachot 10a:18,"Ist denn nach R. Šimo͑n beides erforderlich, es wird ja gelehrt: R. Šimo͑n sagt, überall, wo es ‘Hand’ heißt, sei die rechte zu verstehen, und wo es ‘Finger’ heißt, sei der rechte zu verstehen!? – Heißt es ‘Finger’, so braucht es nicht auch ‘Priester’ zu heißen, heißt es aber ‘Priester’, so muß es auch ‘Finger’ heißen<sup>394</sup><i class=""footnote"">Wenn es nur ‘Finger’ heißt, muß es mit der rechten Hand erfolgen, nicht aber, wenn nur ‘Priester’.</i>. – 
"
Menachot 10a:19,"Wozu heißt es demnach ‘Priester’? – In der Priesterkleidung. – 
"
Menachot 10b:1,"Beim [Blut]sprengen heißt es ja nur ‘Priester’, dennoch haben wir gelernt, wenn man es mit der Linken gesprengt hat, sei es ungültig, und R. Šimo͑n streitet nicht dagegen!? Abajje erwiderte: Er streitet in einer Barajtha, denn es wird gelehrt: Hat man [das Blut] mit der Linken aufgenommen, so ist es ungültig, nach R. Šimo͑n aber gültig; hat man es mit der Linken gesprengt, so ist es ungültig, nach R. Šimo͑n aber gültig. – 
"
Menachot 10b:2,"Wozu sind demnach die Folgerungen Rabas hinsichtlich [des Wortes] ‘Hand’ beim Abhäufen<sup>395</sup><i class=""footnote"">Daß es mit der rechten erfolgen müsse; cf. supra Fol. 10a.</i>nötig, dies geht ja schon aus [der Lehre von] ‘Priester’ hervor!? – 
"
Menachot 10b:3,"Das eine wegen des Haufens und das andere wegen der Heiligung des Haufens<sup>396</sup><i class=""footnote"">Durch das Dienstgefäß; auch dies muß mit der rechten erfolgen.</i>. – 
"
Menachot 10b:4,"Wozu ist aber die Folgerung Rabas durch [das Wort] ‘Hand’ nötig nach R. Šimo͑n, nach dem die Heiligung des Haufens nicht erforderlich ist, und nach demjenigen, welcher sagt, nach R. Šimo͑n sei zwar die Heiligung des Haufens erforderlich, jedoch sei es auch mit der Linken gültig!? 
"
Menachot 10b:5,"Und wenn etwa wegen des Abhäufens selbst, nach R. Šimo͑n<sup>397</sup><i class=""footnote"">Nach dem aus dem W.e ‘Priester’ allein nicht zu entnehmen ist, daß es mit der rechten Hand erfolgen muß.</i>, so geht dies ja hervor aus einer Lehre R. Jehudas, des Sohnes R. Ḥijas, denn R. Jehuda, Sohn des R. Ḥija, sagte: Was ist der Grund R. Šimo͑ns? Es heißt:<sup>398</sup><i class=""footnote"">Lev. Lev. 6,10.</i><i>es ist hochheilig gleich dem Sündopfer and dem Schuldopfer</i>; 
"
Menachot 10b:6,"richtet man es mit der Hand her, so richte man es mit der rechten her, wie beim Sündopfer, und richtet man es mit einem Gefäße her, so richte man es [auch] mit der linken her, wie beim Schuldopfer<sup>399</sup><i class=""footnote"">Vgl. S. 85 Anm. 290.</i>!? – 
"
Menachot 10b:7,"Dies ist hinsichtlich der Abhäufung des Sünd-Speisopfers nötig; man könnte glauben, es sei, da R. Šimo͑n sagt, dieses Opfer dürfe nicht üppig<sup>400</sup><i class=""footnote"">Ohne Öl u. Weihrauch.</i>sein, tauglich, auch wenn man es mit der Linken abgehäuft hat, so lehrt er uns.
"
Menachot 10b:8,"W<small>ENN MAN IHN ABGEHOBEN HAT UND IHM EIN</small> S<small>TEINCHEN, EIN</small> S<small>ALZKORN 
"
Menachot 11a:1,"ODER EIN</small> S<small>TÜCK</small> W<small>EIHRAUCH MIT IN DIE</small> H<small>AND GEKOMMEN IST, SO IST ER UNTAUGLICH</small>.
"
Menachot 11a:2,"Wozu ist [die Nennung] all dieser Dinge nötig? – Dies ist nötig. Würde er es nur von einem Steinchen gelehrt haben, [so könnte man glauben,] weil es zur Darbringung nicht geeignet ist, 
"
Menachot 11a:3,"wenn aber Salz, das zur Darbringung geeignet<sup>401</sup><i class=""footnote"">Dem Haufen wurde vor dem Aufräuchern Salz beigefügt.</i>ist, sei es tauglich. Und würde er es nur vom Salze gelehrt haben, [so könnte man glauben,] weil es nicht von vornherein zum Speisopfer gehört, da nur der Haufe zu salzen ist, wenn aber Weihrauch, der von vornherein zum Speisopfer gehört, sei es tauglich, so lehrt er uns.
"
Menachot 11a:4,"D<small>ENN SIE SAGTEN, DER ÜBERVOLLE UND DER UNVOLLSTÄNDIGE</small> H<small>AUFE SEI UNTAUGLICH</small>. Weshalb gerade, weil er unvollständig oder übervoll ist, dies<sup>402</sup><i class=""footnote"">Daß der Haufe in diesem Falle untauglich ist.</i>sollte ja schon wegen der Trennung<sup>403</sup><i class=""footnote"">Der mitaufgenommene Gegenstand trennt den Haufen von der Hand od. teilt ihn; in diesen Fällen ist er untauglich.</i>erfolgen!? R. Jirmeja erwiderte: An der Seite<sup>404</sup><i class=""footnote"">Des Haufens, am Daumen od. am kleinen Finger, bis wohin der Umfang des Haufens reicht.</i>.
"
Menachot 11a:5,"Abajje fragte Raba: Wie erfolgt das Abhäufen? Dieser erwiderte: Wie die Leute abzuhäufen<sup>405</sup><i class=""footnote"">Wie zu verstehen, mit allen Fingern.</i>pflegen. Er wandte gegen ihn ein: Das ist der Spannfinger<sup>406</sup><i class=""footnote"">Bezeichnung des kleinen Fingers, (wahrscheinl. kontrahiert v.<span dir=""rtl"">זערת</span>), mit welchem die Spanne gemessen wird; die hier genannten Messungen beziehen sich sämtlich auf die Maße im Tempel.</i>, das ist der Hauffinger<sup>407</sup><i class=""footnote"">Benennung des Goldfingers, mit dem der Haufe (v. <span dir=""rtl"">קמץ</span> <i>abhäufen</i>) abgehoben wird.</i>, das ist der Ellenfinger<sup>408</sup><i class=""footnote"">Bezeichnung des Mittelfingers, mit dem die Elle gemessen wird, da er am längsten ist.</i>, das ist der Zeigefinger<sup>409</sup><i class=""footnote"">Der beim Blutsprengen in das Blut getaucht wurde.</i>, 
"
Menachot 11a:6,"das ist der Daumen<sup>410</sup><i class=""footnote"">Der bei der Reinigung des Aussätzigen besprengt wurde. Nach dieser Lehre reichte der Haufe nur bis zum Goldfinger u. der kleine Finger wurde nicht verwandt.</i>!? – 
"
Menachot 11a:7,"Zum glattstreichen. (Er hob nämlich eine Handvoll ab, damit [der Haufe] nicht unvollständig sei, und strich unten mit dem kleinen Finger ab<sup>411</sup><i class=""footnote"">Der eigentliche Haufe war jedoch nur von 3 Fingern eingeschlossen. Der eingeklammerte Passus ist der Sprache nach eine erklärende Glosse.</i>). – 
"
Menachot 11a:8,"Wie machte er es? R. Zuṭra b. Ṭobija erwiderte im Namen Rabhs: Er bog die drei Finger über den Handteller und hob ab. 
"
Menachot 11a:9,"Ebenso wird auch gelehrt:<sup>412</sup><i class=""footnote"">Lev. 2,2.</i><i>Seinen Haufen voll</i>, man könnte glauben, gestrotzt, so heißt es:<sup>413</sup><i class=""footnote"">Ib. 6,8.</i><i>in</i><sup>414</sup><i class=""footnote"">Es muß ganz eingeschlossen sein; so nach der t.schen Auslegung; eigentl. mit seinem Haufen.</i><i>seinem Haufen</i>; 
"
Menachot 11a:10,"wenn in seinem Haufen, so könnte man glauben, mit den Fingerspitzen, so heißt es: <i>seinen Haufen voll</i>. Wie machte er es? Er bog die drei Finger über den Handteller und hob ab; 
"
Menachot 11a:11,"beim Pfannenopfer und beim Tiegelopfer strich er oben mit dem Daumen und unten mit dem kleinen Finger ab. Dies war eine schwierige Dienstverrichtung im Tempel. – 
"
Menachot 11a:12,"Dies und nichts weiter, es gibt ja noch das Abkneifen<sup>415</sup><i class=""footnote"">Des Kopfes des Geflügelopfers; was ebenfalls mit schwierigen Manipulationen verbunden war; cf. Zeb. Fol. 64b.</i>und das Abheben<sup>416</sup><i class=""footnote"">Der Spezereien mit beiden Händen: cf. Jom. Fol. 49b.</i>!? – Sage vielmehr, dies war eine der schwierigen Dienst Verrichtungen im Tempel.
"
Menachot 11a:13,"R. Papa sagte: Es ist mir entschieden, daß das Abhäufen so zu erfolgen hat, wie die Leute abzuhäufen pflegen. Folgendes aber fragte R. Papa: Wie ist es, wenn er mit den Fingerspitzen abgehäuft hat? 
"
Menachot 11a:14,"Wenn von der Seite<sup>417</sup><i class=""footnote"">Wenn man den Handrücken in das Mehl drückt, bis es in die Handfläche dringt; nach einer anderen Erklärung, aus der Seite des Gefäßes und nicht aus der Mitte.</i>? Wenn von unten nach oben<sup>418</sup><i class=""footnote"">Mit der Rückseite der Hand.</i>? – Dies bleibt unentschieden.
"
Menachot 11a:15,"R. Papa sagte: Es ist mir entschieden, daß die Hände voll<sup>419</sup><i class=""footnote"">Beim Abheben der Spezereien am Versöhnungstage.</i>so zu erfolgen hat, wie die Leute die Hände voll abzuheben pflegen. Folgendes aber fragte R. Papa: Wie ist es, wenn er mit den Fingerspitzen abgehoben hat? Wenn von der Seite? Wenn mit jeder [Hand] besonders und sie aneinander gerückt hat? – Dies bleibt unentschieden.
"
Menachot 11a:16,"R. Papa fragte: Wie ist es, wenn er den Haufen an die Wand des Gefäßes gedrückt<sup>420</sup><i class=""footnote"">Und nicht auf den Boden gelegt.</i>hat: muß es sich im Innern des Gefäßes befinden, was hierbei der Fall ist, oder muß es in das Innere hineingelegt werden, was hierbei nicht der Fall ist. – Dies bleibt unentschieden.
"
Menachot 11a:17,"Mar, Sohn des R. Aši, fragte: Wie ist es, wenn er das Gefäß umgestülpt und an den Boden gedrückt hat: muß es in das Innere hineingelegt werden, was hierbei der Fall ist, oder muß es in der richtigen Weise erfolgen, was hierbei nicht der Fall ist? – Dies bleibt unentschieden.
"
Menachot 11a:18,"<sup>ii,2</sup> <b>W</b><small>IE MACHT ER ES</small><sup>421</sup><i class=""footnote"">Das Abheben des Haufens.</i>? E<small>R BIEGT DIE</small> F<small>INGER ÜBER DEN</small> H<small>ANDTELLER</small>. T<small>AT ER DAZU ZUVIEL SEINES</small> Ö<small>LS, ZU WENIG</small><sup>422</sup><i class=""footnote"">Nach Vorschrift ist 1 Log erforderlich.</i><small>SEINES</small> Ö<small>LS ODER ZU WENIG</small><sup>423</sup><i class=""footnote"">Erforderlich ist eine Handvoll.</i> <sup>iii,1</sup> <small>SEINES</small> W<small>EIHRAUCHS, SO IST ES UNTAUGLICH</small>.
"
Menachot 11a:19,"GEMARA. Was heißt zu viel Öl? R. Elea͑zar<sup>424</sup><i class=""footnote"">So richt. nach den Handschriften.</i>erwiderte: Wenn man hierfür<sup>425</sup><i class=""footnote"">Für das eine Speisopfer.</i>zwei Log reserviert<sup>426</sup><i class=""footnote"">Wenn man beide beimischt, hat es den Anschein, als bringe man 2 Speisopfer dar.</i>hat. – Sollte er doch erklären: wenn man profanes Öl oder Öl von einem anderen [Speisopfer] beimischt<sup>427</sup><i class=""footnote"">Ohne es für dieses Opfer reserviert zu haben.</i>!? 
"
Menachot 11a:20,"Wolltest du erwidern, durch profanes Öl und Öl von einem anderen [Speisopfer] werde es nicht untauglich, wieso kann demnach, so entgegnete R. Zuṭra b. Ṭobija, das Sünd-Speisopfer<sup>428</sup><i class=""footnote"">Das ohne Öl darzubringen ist.</i>durch Beifügung von Öl untauglich werden: 
"
Menachot 11a:21,"wenn durch sein eigenes, so gehört ja keines dazu, wenn durch profanes oder von einem anderen [Speisopfer], so sagst du ja, es werde dadurch nicht untauglich, und hat man hierfür Öl reserviert, so ist es ja, da zu diesem keines gehört, profan<sup>429</sup><i class=""footnote"">Und solches macht nicht untauglich.</i>!? – 
"
Menachot 11a:22,"Und R. Elea͑zar!? – Dies ist selbstverständlich; selbstverständlich ist es durch profanes [Öl] oder von einem anderen [Sündopfer] untauglich, man könnte aber glauben, wenn man zwei Log reserviert hat, sei es nicht untauglich, weil sowohl das eine als auch das andere hierfür geeignet ist, so lehrt er uns. – 
"
Menachot 11a:23,"Woher entnimmt dies R. Elea͑zar? Raba erwiderte: Unsere Mišna ist ihm auffallend; wozu heißt es: zu viel seines Öls, es sollte ja heißen: zu viel Öl!? Vielmehr lehrt er uns folgendes: selbst wenn man hierfür zwei Log Öl reserviert hat.
"
Menachot 11a:24,"Z<small>U WENIG SEINES</small> W<small>EIHRAUCHS</small>. Die Rabbanan lehrten: Ist [der Weihrauch] bis auf ein Stückchen vermindert, worden, so ist es untauglich, wenn auf zwei Stückchen, so ist es tauglich – so R. Jehuda. R. Šimo͑n sagt, wenn auf ein Stückchen, sei es tauglich, wenn aber auf weniger, sei es untauglich. – 
"
Menachot 11b:1,"Es wird ja aber gelehrt: R. Šimo͑n sagt, fehlt etwas vom Haufen Weihrauch, sei es untauglich!? – Lies: fehlt etwas vom Stückchen Weihrauch, sei es untauglich. Wenn du aber willst, sage ich: eines gilt vom mit dem Speisopfer dargebrachten Weihrauch<sup>430</sup><i class=""footnote"">Hierfür ist auch ein Stückchen ausreichend.</i>und eines gilt vom besonders dargebrachten Weihrauch.
"
Menachot 11b:2,"R. Jiçḥaq b. Joseph sagte im Namen R. Joḥanans: Hierbei gibt es drei verschiedene Ansichten. R. Meír<sup>431</sup><i class=""footnote"">Der Autor der in der Mišna vertretenen Ansicht.</i>ist der Ansicht, es müsse anfangs<sup>432</sup><i class=""footnote"">Beim Abheben des Haufens.</i>ein Haufe und zuletzt<sup>433</sup><i class=""footnote"">Bei der Aufräucherung des Weihrauchs.</i>ein Haufe sein; R. Jehuda ist der Ansicht, anfangs ein Haufe und zuletzt zwei Stückchen; und R. Šimo͑n ist der Ansicht, anfangs ein Haufe und zuletzt ein Stückchen. 
"
Menachot 11b:3,"Alle drei folgern sie es aus demselben Schriftverse:<sup>434</sup><i class=""footnote"">Lev. 6,8.</i><i>und den ganzen Weihrauch, der auf dem Speisopfer ist</i>. R. Meír ist der Ansicht, nur wenn der Weihrauch, der von vornherein zum Speisopfer gehört, vorhanden ist; R. Jehuda ist der Ansicht, <i>ganzen</i>, auch ein<sup>435</sup><i class=""footnote"">Das in diesem Schriftverse gebrauchte W. <span dir=""rtl"">כל</span> hat auch die Bedeutung etwas, also nur ein Stückchen.</i>Stückchen, und das [Wort] <i>den</i><sup>436</sup><i class=""footnote"">Die Akkusativpartikel <span dir=""rtl"">את</span> ist einschließend.</i>schließt ein zweites Stückchen ein; R. Šimo͑n aber legt das [Wort] <i>den</i> nicht aus.
"
Menachot 11b:4,"Ferner sagte R. Jiçḥaq b. Joseph im Namen R. Joḥanans: Sie streiten nur über den mit dem Speisopfer dargebrachten Weihrauch, hinsichtlich des besonders dargebrachten Weihrauchs aber stimmen alle überein, daß es anfangs ein Haufe und zuletzt ein Haufe sein muß. [Die Worte:] <i>der auf dem Speisopfer ist</i>, deuten nämlich darauf, daß dies<sup>437</sup><i class=""footnote"">Daß bei der Aufräucherung der Haufe nicht vollständig zu sein braucht.</i>nur vom mit dem Speisopfer dargebrachten gilt, nicht aber vom besonders dargebrachten.
"
Menachot 11b:5,"Ferner sagte R. Jiçḥaq b. Joseph im Namen R. Joḥanans: Sie streiten nur über den mit dem Speisopfer dargebrachten Weihrauch, hinsichtlich des in den Schalen<sup>438</sup><i class=""footnote"">Zum Schaubrote, od. wenn man solchen gespendet hat; cf. infra Fol. 106b.</i>dargebrachten Weihrauchs aber stimmen alle überein, daß es anfangs zwei Haufen und zuletzt zwei Haufen sein müssen. – 
"
Menachot 11b:6,"Selbstverständlich<sup>439</sup><i class=""footnote"">Hinsichtlich dieses Falles gibt es in der Schrift keine Andeutung, daß etwas fehlen dürfe.</i>!? – Man könnte glauben, da er mit den Broten dargebracht wird, sei es ebenso, als bringe man ihn mit dem Speisopfer<sup>440</sup><i class=""footnote"">In welchem Falle bei der Aufräucherung der Haufe nicht vollständig zu sein braucht.</i>dar, so lehrt er uns.
"
Menachot 11b:7,"Hierüber streiten R. Ami und R. Jiçḥaq der Schmied; einer sagt, sie streiten nur über den mit dem Speisopfer dargebrachten Weihrauch, hinsichtlich des besonders dargebrachten Weihrauchs aber stimmen alle überein, daß es anfangs ein Haufe und zuletzt ein Haufe sein müsse, und einer sagt, wie sie über das eine streiten, so streiten sie auch über das andere.
"
Menachot 11b:8,"Z<small>U WENIG SEINES</small> W<small>EIHRAUCHS</small>. Demnach ist es tauglich, wenn er zuviel ist, und dem widersprechend wird gelehrt, wenn er zuviel ist, sei es untauglich!? Rami b. Ḥama erwiderte: Wenn man zwei Haufen abgesondert hat<sup>441</sup><i class=""footnote"">Nur in einem solchen Falle ist es untauglich, wenn aber ein wenig mehr, so ist es tauglich.</i>.
"
Menachot 11b:9,"Ferner sagte Rami b. Ḥama: Wenn man zwei Haufen [Weihrauch] abgesondert hat und einer von ihnen vor dem Abhäufen abhanden gekommen ist, so bleiben sie nicht bestehen<sup>442</sup><i class=""footnote"">Als abgesonderte Haufen Weihrauch; das Speisopfer ist somit tauglich.</i>, wenn aber nach dem Abhäufen, so bleiben sie bestehen<sup>443</sup><i class=""footnote"">Das Speisopfer ist dann untauglich, da dafür 2 Haufen Weihrauch abgesondert worden sind.</i>.
"
Menachot 11b:10,"Ferner sagte Rami b. Ḥama: Wenn man für die zwei S chalen<sup>444</sup><i class=""footnote"">Mit Weihrauch, für die Schaubrote.</i>vier Haufen abgesondert hat und zwei von ihnen vor der Fortnahme der Schalen<sup>445</sup><i class=""footnote"">Bei der wöchentlichen Ablösung der Brote.</i>abhanden gekommen sind, so bleiben sie nicht bestehen, wenn aber nach der Fortnahme der Schalen, so bleiben sie bestehen. – 
"
Menachot 11b:11,"Wozu ist das andere nötig, es ist ja dasselbe!? – 
"
Menachot 11b:12,"Man könnte glauben, sobald die Zeit der Fortnahme<sup>446</sup><i class=""footnote"">Der alten Schaubrote, wo die Schalen Weihrauch aufzuräuchern sind.</i>heranreicht, gelten sie, da der Haufe gesondert ist, als fortgenommen, so lehrt er uns.
"
Menachot 11b:13,"<sup>iii,2</sup> <b>H</b><small>EBT MAN DEN</small> H<small>AUFEN VOM</small> S<small>PEISOPFER AB</small> [<small>IN DER</small> A<small>BSICHT</small>], <small>DAS</small> Z<small>URÜCKBLEIBENDE ODER EINE</small> O<small>LIVE VOM</small> Z<small>URÜCKBLEIBENDEN AUSSERHALB</small><sup>447</sup><i class=""footnote"">Des Tempelhofes.</i><small>ZU ESSEN, DEN</small> H<small>AUFEN ODER EINE</small> O<small>LIVE VOM</small> H<small>AUFEN ODER DEN</small> W<small>EIHRAUCH AUSSERHALB AUFZURÄUCHERN, SO IST ES UNTAUGLICH, UND ES IST NICHT</small><sup>448</sup><i class=""footnote"">Wenn man es gegessen hat.</i><small>MIT DER</small> A<small>USROTTUNG BELEGT; WENN ABER, DAS</small> Z<small>URÜCKBLEIBENDE ODER EINE</small> O<small>LIVE VOM</small> Z<small>URÜCKBLEIBENDEN AM FOLGENDEN</small> T<small>AGE ZU ESSEN, DEN</small> H<small>AUFEN ODER EINE</small> O<small>LIVE VOM</small> H<small>AUFEN ODER DEN</small> W<small>EIHRAUCH AM FOLGENDEN</small> T<small>AGE AUFZURÄUCHERN, 
"
Menachot 12a:1,"SO IST ES VERWERFLICH, UND MAN IST DER</small> A<small>USROTTUNG SCHULDIG</small>. 
"
Menachot 12a:2,"D<small>IE</small> R<small>EGEL HIERBEI IST: WENN MAN DEN</small> H<small>AUFEN ABHEBT, IN DAS</small> G<small>EFÄSS LEGT, HINBRINGT ODER AUFRÄUCHERT</small> [<small>IN DER</small> A<small>BSICHT</small>], <small>AUSSERHALB DES</small> R<small>AUMES ZU ESSEN, WAS ZU ESSEN</small><sup>449</sup><i class=""footnote"">Das Zurückbleibende.</i><small>IST, ODER AUFZURÄUCHERN, WAS AUFZURÄUCHERN</small><sup>450</sup><i class=""footnote"">Den Haufen.</i><small>IST, SO IST ES UNTAUGLICH UND ES IST MIT DER</small> A<small>USROTTUNG NICHT BELEGT; WENN ABER, DIES AUSSERHALB DER</small> F<small>RIST ZU TUN, SO IST ES VERWERFLICH UND MAN IST DER</small> A<small>USROTTUNG SCHULDIG, NUR MUSS DAS</small> E<small>RLAUBTMACHENDE</small><sup>451</sup><i class=""footnote"">Des Haufens, wodurch das Zurückbleibende zum lassen erlaubt wird.</i><small>NACH</small> V<small>ORSCHRIFT DARGEBRACHT WERDEN</small>. 
"
Menachot 12a:3,"A<small>UF WELCHE</small> W<small>EISE WIRD DAS</small> E<small>RLAUBTMACHENDE NACH</small> V<small>ORSCHRIFT DARGEBRACHT</small>? H<small>AT MAN DEN</small> H<small>AUFEN STILLSCHWEIGEND ABGEHOBEN UND FÜR AUSSERHALB DER</small> F<small>RIST</small><sup>452</sup><i class=""footnote"">Dh. wenn man beabsichtigt, dies dann zu tun.</i><small>IN DAS</small> G<small>EFÄSS GETAN, HINGEBRACHT ODER AUFGERAUCHERT, ODER FÜR AUSSERHALB DER</small> F<small>RIST ABGEHOBEN UND STILLSCHWEIGEND IN DAS</small> G<small>EFÄSS GETAN, HINGEBRACHT UND AUFGERÄUCHERT, ODER FÜR AUSSERHALB DER</small> F<small>RIST ABGEHOBEN, IN DAS</small> G<small>EFÄSS GETAN, HINGEBRACHT UND AUFGERÄUCHERT; DIES HEISST DAS</small> E<small>RLAUBTMACHENDE NACH</small> V<small>ORSCHRIFT</small><sup>453</sup><i class=""footnote"">Hierbei ist nur eine unzulässige Absicht erfolgt u. wurde durch eine andere nicht aufgehoben.</i><small>DARGEBRACHT</small>. <sup>iv,1</sup> 
"
Menachot 12a:4,"A<small>UF WELCHE</small> W<small>EISE WIRD DAS</small> E<small>RLAUBTMACHENDE NICHT NACH</small> V<small>ORSCHRIFT DARGEBRACHT</small>? H<small>AT MAN DEN</small> H<small>AUFEN FÜR AUSSERHALB DES</small> R<small>AUMES ABGEHOBEN UND FÜR AUSSERHALB DER</small> F<small>RIST IN DAS</small> G<small>EFÄSS GETAN, HINGEBRACHT ODER AUFGERÄUCHERT, ODER FÜR AUSSERHALB DER</small> F<small>RIST ABGEHOBEN UND FÜR AUSSERHALB DES</small> R<small>AUMES IN DAS</small> G<small>EFÄSS GETAN, HINGEBRACHT ODER AUFGERÄUCHERT, ODER FÜR AUSSERHALB DES</small> R<small>AUMES ABGEHOBEN, IN DAS</small> G<small>EFÄSS GETAN, HINGEBRACHT ODER AUFGERÄUCHERT</small>. (D<small>IES HEISST DAS</small> E<small>RLAUBTMACHENDE NICHT NACH</small> V<small>ORSCHRIFT DARGEBRACHT</small>.) 
"
Menachot 12a:5,"O<small>DER HAT MAN VOM</small> S<small>ÜND</small>-S<small>PEISOPFER UND DEM</small> E<small>IFERSUCHTS</small>-S<small>PEISOPFER DEN</small> H<small>AUFEN AUF EINEN ANDEREN</small> N<small>AMEN ABGEHOBEN UND FÜR AUSSERHALB DER</small> F<small>RIST IN DAS</small> G<small>EFÄSS GETAN, HINGEBRACHT ODER AUFGERÄUCHERT, ODER IHN FÜR AUSSERHALB DER</small> F<small>RIST ABGEHOBEN UND AUF EINEN ANDEREN</small> N<small>AMEN IN DAS</small> G<small>EFÄSS GETAN, HINGEBRACHT ODER AUFGERÄUCHERT, ODER IHN AUF EINEN ANDEREN</small> N<small>AMEN ABGEHOBEN, IN DAS</small> G<small>EFÄSS GETAN, HINGEBRACHT ODER AUFGERÄUCHERT; DIES HEISST DAS</small> E<small>RLAUBTMACHENDE NICHT NACH</small> V<small>ORSCHRIFT</small><sup>454</sup><i class=""footnote"">Durch die Untauglichkcit des Opfers (durch die Absicht, es außerhalb des Raumes zu essen, bezw. die Darbringung auf einen anderen Namen) verliert es die Eignung zur Verwerflichkeit.</i><small>DARGEBRACHT</small>. 
"
Menachot 12a:6,"[B<small>EABSICHTIGT MAN</small>] <small>EINE</small> O<small>LIVE AUSSERHALB UND EINE</small> O<small>LIVE AM FOLGENDEN</small> T<small>AGE, EINE</small> O<small>LIVE AM FOLGENDEN</small> T<small>AGE UND EINE</small> O<small>LIVE AUSSERHALB, EINE HALBE</small> O<small>LIVE AUSSERHALB UND EINE HALBE</small> O<small>LIVE AM FOLGENDEN</small> T<small>AGE, ODER EINE HALBE</small> O<small>LIVE AM FOLGENDEN</small> T<small>AGE UND EINE HALBE</small> O<small>LIVE AUSSERHALB ZU ESSEN, SO IST ES UNTAUGLICH, UND ES IST MIT DER</small> A<small>USROTTUNG NICHT BELEGT</small>. 
"
Menachot 12a:7,"R. J<small>EHUDA SAGTE</small>: D<small>IE</small> R<small>EGEL HIERBEI IST: GING DIE</small> A<small>BSICHT HINSICHTLICH DER</small> F<small>RIST DER</small> A<small>BSICHT HINSICHTLICH DES</small> R<small>AUMES VORAN, SO IST ES VERWERFLICH, UND MAN IST DER</small> A<small>USROTTUNG SCHULDIG, UND GING DIE</small> A<small>BSICHT HINSICHTLICH DES</small> R<small>AUMES DER</small> A<small>BSICHT HINSICHTLICH DER</small> F<small>RIST VORAN, SO IST ES UNTAUGLICH, UND DARAUF DIE</small> A<small>USROTTUNG NICHT</small><sup>455</sup><i class=""footnote"">Verwerflich wird das Opfer nur durch die Absicht, es außerhalb der Frist zu essen: ist diese Absicht zuerst erfolgt, so wird sie durch die spätere nicht aufgehoben, erfolgt sie aber später, so erstreckt sie sich auf ein untaugliches Opfer u. ist ohne Wirkung.</i><small>GESETZT</small>. D<small>IE</small> W<small>EISEN SAGEN, IN BEIDEN</small> F<small>ÄLLEN SEI ES UNTAUGLICH, UND DARAUF DIE</small> A<small>USROTTUNG NICHT GESETZT</small>.
"
Menachot 12a:8,"GEMARA. Sie fragten: Wir wissen, daß nach demjenigen, welcher sagt, wenn zwischen dem Abheben und dem Aufräuchern des Haufens vom Zurückbleibenden etwas fehlt, sei daraufhin der Haufen aufzuräuchern, man dann das Zurückbleibende nicht essen darf; ist aber die Aufräucherung von Wirkung, um es zur Verwerflichkeit geeignet zu machen
"
