Id,Relevance,Ref,Version,Lang,Content,Field,Score
101,--,Korban Netanel on Gittin 113:1,Vilna Edition,he," מ""מ ס""ל לראב""י ור' יצחק כיון דעכ""פ מתוך דבריו מכחיש אותו בטענת ברי צריך לישבע ודקתני במתני' המוצא מציאה לא ישבע מפני תיקון עולם כגון בשוורים והמחזיר הודה מעצמו ובעל אבידה אינו יכול להשיבו בטענת ברי כיון",hebmorph-exact,5.826354
102,n,"Shulchan Arukh, Orach Chayim 363:28",Wikisource Shulchan Aruch,he,מבוי שאין ברחבו ג' טפחים אינו צריך שום תיקון שהוא כסתום ויש אומרים דכל שאין בו ד' טפחים אין צריך שום תיקון:,original,5.2491703
103,n,"Shaarei Kedusha, Part 3 1:4",Shaarei Kedusha,he," הנזכר בספר התקונים (בתקון י""ט ובריש תיקון ע' ובכמה מקומות) ובלשון הגאונים נקרא צחצחות, השני עולם האצילות, השלישי עולם הבריאה, הרביעי עולם היצירה, החמישי עולם העשיה. ואלו החמשה עולמות נקראו הוי""ה אחת, כי",hebmorph-exact,5.5136943
104,n,Proverbs 22:28,Tanach with Text Only,he,אל־תסג גבול עולם אשר עשו אבותיך,hebmorph-exact,5.5726223
105,n,Ibn Ezra on Job 7:20:2,Ibn Ezra on Job -- Daat,he,"ואהיה עלי למשא - תיקון סופרים, אע""פ שפירושו: כאשר הוא בלא תיקון נכון.",original,5.6324887
106,--,"Prisha, Even HaEzer 141:122:1","Tur Even HaEzer, Vilna, 1923",he,אלא בפני השליח מפני תיקון העולם שהשליח שאינו יודע בביטול מוליכו והיא ניסת בו גמרא:,hebmorph-standard,52.728508
107,--,Orot HaKodesh 1:6:3:1,Orot HaKodesh -- Wikitext,he,", ושל מלחמת צדק ויושר, כל נצוח של חכמה, של סדר טוב ונחמד, כלול בתוכה. כל תיקון עולם כלול בה. העליה לדעות התעלומה קיא ישנם הגיוני תעלומות כאלה, שהידיעות הממוצעות, של דעת העולם והחיים. מעמעמות את אורן",original,0.24678469
108,--,Shmonah Kvatzim 7:43:1,Rav Kook public files,he," ומפוארים, וגוררים אחריהם תיקון עולם מלא, ומצב נשמתי מרומם ונשגב. כל האור העתיד, הופעת כבוד ד' בעולם, תגלה את העוז לשבר את הנקודה המבלת בין עומק רע לעומק טוב, תכניס תחת החפץ הרע והשפל, חפץ טוב ומרומם, והחמץ",hebmorph-exact,0.78628665
109,n,Malbim on I Samuel 20:41:4,On Your Way,he,"עד עולם : 
",hebmorph-exact,6.072566
110,--,Rashi on Gittin 36a:8:1,Vilna Edition,he,מפני תיקון העולם - שמאחר שיתפרשו שמותם יחזרו אחר יודעיהם ומכיריהם להעיד על כתב ידם:,hebmorph-standard,52.876072
111,--,Gittin 49b:2,Wikisource Talmud Bavli,he,"רבינא אמר לעולם מתני' ר""ע היא דאמר מדאורייתא בדמזיק שיימינן ור""ש היא דדריש טעמא דקרא ומה טעם קאמר מה טעם הניזקין שמין להן בעידית מפני תיקון העולם",ngram,22.664028
112,--,Gittin 51a:17,Wikisource Talmud Bavli,he,אמר ר' יוסי וכי מה תיקון העולם יש בזו והלא אין קצובין:,hebmorph-standard,62.865524
113,n,Magen Avraham 376:3,Magen Avraham,he,"לא בעינן שום תיקון. ועכ""פ אסור להכניס המים לבית אם לא עשו תיקון (הג""מ שם): 
",original,5.596726
114,--,Rashi on Gittin 36a:5:2,Vilna Edition,he,מפני תיקון העולם - דלמא מייתי עדי מסירה ומערער בעל לומר לא גירשתיה:,ngram,21.433823
115,n,Or HaChaim on Deuteronomy 32:7:1,On Your Way,he," עשך שהוא תיקון עליון שפירושנו בו שנתן שכינתו בתוכנו וניבא אותנו אמר שאל אביך ויגדך אביך הם הנביאים, וכן פירשוה רבותינו ז''ל (ספרי), וכנגד ויכוננך שפירשנוה על הכנות עולם הבא אמר זקניך ויאמרו לך פירוש הם חכמי ישראל המכירים בהכנת הדבר והמושג לעולם הבא הם יאמרו לך:",original,5.1195183
116,--,Lamentations 3:6,Tanach with Text Only,he,במחשכים הושיבני כמתי עולם,hebmorph-exact,6.5896854
117,--,Shmonah Kvatzim 2:326:1,Rav Kook public files,he," העליונה, שהיא הקדושה שבטבע עצמו, שהוא יסוד תיקון עולם כולו וביסומו הגמור. והקודש שבגולה יחובר אל קודש הארץ, ועתידין בתי כנסיות ובתי מדרשות שבבבל שייקבעו בארץ ישראל.",original,1.579422
118,n,Rashi on II Kings 6:23:1,On Your Way,he,"ויכרה . לשון תיקון סעודה :
",infreq,13.690271
